AgencyID,MiddleInitial,AddressLine1,MaritalStatus,NetWorth,LastName,FirstName,Employer,Age,NumberChildren,PostalCode,Gender,Income,AddressLine2,Country,NumberCars,CreditRating,OwnOrRentFlag,NumberCreditCards
ilx10200,l,Hogbtzrlxmqgtwsjpqissfibpzprptjjxonkgafgoyfkifv,D,1364726.0,ilxsrmxgms,XCKBSPUHWMFHWFPRHLROXREMEAO,E.W. Scripps,12.0,5.0,EWXME,,251984.0,Obfcusdijtxorgdvrogttfixaixcrxllfnqxxqjvjkarcayw,United States of America,2.0,357.0,O,10.0
IRH10201,,Piixdmkqcyhrlmwkxkatpeditylfrnpxrgy,M,3227799.0,IRHAIKVWATOZILFZCNHPFRDOYYQEXV,Ylukbssgpgrjxhgmcm,Peter Kiewit Sons',83.0,3.0,Jarkldaoio,m,395211.0,kjakvagvsfqhfmfjpjazeesvrnlcekjktexwkvvvg,United States of America,3.0,698.0,O,3.0
Jtx10202,,Jitadyvlqcm,W,1287470.0,Jtxkkyuecgxkxhiudrsjygyacbpbku,Knittgvcx,Bon-Ton Stores,43.0,4.0,Bovhno,,198933.0,OMONHADSBI,United States of America,4.0,455.0,R,8.0
njh10203,,Nlefjwcwpzcqfiheojtncuaqwltv,M,1303967.0,njhyphqobnukn,ZTHGGNODVFRKHAHAQSUM,Steel Dynamics,32.0,2.0,aibbhmahfa,M,284462.0,WOBDAXMJBWFCJICZGNFHSLIVJZXISMCMQCOT,United States of America,5.0,551.0,R,5.0
Uas10204,B,Gskfiuyrqipfigartdrclvfcquwepmtjnxkmnbgqaivb,M,2754663.0,Uaslzgrfhzjpqhlxstftjeiir,Dlfnalgporsgv,Stryker,90.0,3.0,QAUNVNZESCU,,339749.0,Lzlbgtqukeootjsemajjaxpfwjj,United States of America,4.0,374.0,,2.0
uoo10205,,Rtpzrtqboaejfaeb,M,3479037.0,uooin,rudegqxlcfljtkdmottw,Ameriprise Financial,29.0,4.0,rbialws,f,128994.0,,United States of America,5.0,786.0,O,8.0
Wju10206,k,agzywjvefcnrohghrfxtwdcowyfchjnulpjmmksbpqs,W,,Wjubbqqnozhysmknscmzhwml,Hdbmupdtuqmtdtvdxjzdpngffc,Liberty Global,44.0,2.0,NRLXXZOW,,279419.0,Ctjnzlckjufyqtdnqvxrevxpvwmbijxmjimqsbrfleiggltqyv,United States of America,4.0,704.0,U,5.0
MJW10207,t,OXJGMIDJVRQCDKIVWEDTVYKDGTVUIKPQVDQXXEAKGGSLGEQXODIPCKUNLBDRPAFYZKVXX,M,2217586.0,MJWLSIFBQMRRLRKNNZOGC,Mdvtplfhyvprikwq,Tenneco,,2.0,Bsvuon,,256401.0,URKOTSVABHDNIEW,United States of America,3.0,371.0,R,8.0
hon10208,,Gqdtlfffjsxslmkwztmhjidpuqquuwkobsaouefdzfcxu,M,2517242.0,honkvxvqmpkmvktwqorrnffmci,Rbwcj,Oshkosh,59.0,4.0,Hoeczwnz,M,458467.0,Rssssuixlvfejlzvyncsljlnnxonxliyjmelvljztjbxryuttmjoogjckogjikd,United States of America,0.0,500.0,O,4.0
BVG10209,,txjvwpqagclohnzhfwdalutqizxaxv,M,2023809.0,BVGBWEDSS,pdqomfnluhjvucmlqvxeyim,E*Trade Financial,19.0,5.0,CCNUQV,m,342835.0,Lmjjblleeqjogjduddpcbs,United States of America,3.0,498.0,O,0.0
MPB10210,,atbbfmmvjpeeokmmtzfoqivbhmfqp,U,2828530.0,MPBHZKFQJIEQAJB,Tswktlcbuo,Phoenix,87.0,0.0,jbkja,f,254407.0,olqdvfkkbnqrvipknqqdyaodvmokkgzbmeeklmjevsnhewsv,United States of America,5.0,394.0,U,4.0
Xup10211,,Tcojeoqmjmsfwcpfyin,S,697489.0,Xupxauw,FCOSEMGVJQBNSUTOGDUOHBTHFEID,EMC,35.0,0.0,rkostnyl,,365046.0,Waikyouakucwcjkdulcpdmgtzah,United States of America,4.0,493.0,O,1.0
PIK10212,,Upvidevbfwsmcbikqjairmywllqnbevmgkhmtxgedqijjeuplwnpkoygpgrpigl,U,1943704.0,PIKNSJQOKITWGOKZFPQQYOKDP,RSARDAJBWIBQQMKSTGMKMPAYTUTEYO,EOG Resources,97.0,5.0,jntvymjwmppx,M,363919.0,Hzqmsmksyhjlskciqbbh,United States of America,2.0,325.0,O,5.0
pnx10213,,Nzcmdedbvzhgcxvfkkbox,M,3577030.0,pnxgb,nosjbmkkodlng,,34.0,4.0,hsbptumtr,M,292912.0,Qlhjqkzbxggtfhwptttoqbvoefgduptfwiicngxyimuezqyuzl,,5.0,556.0,,0.0
zcp10214,,njsjsalwxyyjkmmyoogeypvglnqiqjjhlm,U,2244329.0,zcprrshlidzryqoydvgkwddqucserc,swmauemtoyqeejaetiarbnb,AK Steel Holding,97.0,5.0,GHIXNC,F,11403.0,Nagxhsplbtnwaiblbjlyosgzsavmngnkpgdksolnnohrdjorwtkvrzrbbqepmbcaallqrs,United States of America,3.0,617.0,O,7.0
fot10215,,Qmvnrncmqkcmxowuhlerpjtukqnipenikh,S,262316.0,fothbcrxgnmvmrt,Qjltwjrnvuu,Tupperware Brands,64.0,3.0,Rsqaetosw,,228427.0,JQIMDGVSHNIPPGYNYHBSJBNUAH,United States of America,0.0,507.0,O,7.0
twk10216,,SJXUSDVTVMZTVKKRIQRMUUGNPJIQYTWHAWODWODPTPDLTOPLCRUEYPEXGZGAVBABYNSQHNISIVOJKBY,M,694599.0,twkfhohotdwpakuzscfakrvpgxofbc,Hchahtwt,Microsoft,55.0,1.0,Ouxrsaoee,,288645.0,Tlbtztwqifwlttfurfrptsyngeldjdegwmuouynixnazgqraojssnxhhfatnyvorwjlqvag,United States of America,0.0,521.0,O,
Fvi10217,,Iofiawn,U,696957.0,Fvildrknbe,KTZELHJFSSYXCLYMXMNO,United Refining,73.0,4.0,Xonask,,119977.0,Sbqtepbadqmkhfuktriqieyuiiifgpcbeh,United States of America,4.0,465.0,O,5.0
Dpa10218,J,njcucsubghxwyawmfuduolufhqhyahpwxlpdhovzkjaiqendhe,U,2614436.0,Dpaadydwglywonbcnjzufrouiwl,Limdcco,Mirant,66.0,4.0,DAFEI,f,250020.0,eurlgopkevqddtciuurltdgugbiebyaazqrrlayiudxvzqpmsuhttimpivxnwis,Canada,0.0,617.0,O,6.0
aok10219,E,FQIWHQWLKYTGQJXZOQFXBHLGKDAWUOSKJEDILVVBYUUBKJXDFSWBJDFCCGPAPYGWPPVGHPMN,M,2160612.0,aokjwnsxtmrm,Dobqljx,Paccar,32.0,3.0,Cawegwsjy,F,496663.0,Vcwhgkxseevnfgdrnayqvbpz,United States of America,4.0,332.0,,3.0
Mxn10220,,Rbmaoeiuiwnhnkjzzetjswsotcnzenm,M,2774914.0,Mxnjnlzxnqmxepjc,Vycmfaamgiyxo,Brown-Forman,51.0,0.0,Comnvimpsooo,f,32827.0,orvnkgtpqevko,United States of America,5.0,597.0,R,0.0
oko10221,,Ktqishcrjeffpw,U,3744612.0,okovvhgnwjvotzlghkmqigsrvfxli,Cingsmyewlxnx,Mettler-Toledo International,90.0,3.0,Peqpknou,F,,Qfohntoopgofjznxbhvwzlbybcbgudjrsbfijzwkzenivcykeejlw,United States of America,1.0,600.0,O,6.0
yzn10222,D,UWFUHMNVLNIIPKCZHQPACLTLSHHHBUQMMBNNBAUBBALZV,M,3982376.0,yznnajtz,Tkwzqknejlkouwxrqwkqubvervexjk,,16.0,3.0,SPTOGTGAJQ,F,392216.0,Mqxlwiffbznppscozfdzefzhrj,United States of America,5.0,850.0,R,
VXB10223,N,Atxjbgmikxzwzpoyengsalwlrhwpedfvgtkhtkvnjleyvscfmmrvcrijgxesgpotwwltzmkcrzxp,S,1568808.0,VXBYERNYUPNLSINMHYWIVEK,LYAWQBLAIPDAHMDQRPUGCKEWORFH,,91.0,,Detxmbythl,m,329986.0,Lzrwolcuhzmyyhhpgkxkteksyihwekq,United States of America,4.0,697.0,O,2.0
Ovc10224,,DQMZCCEUDZGVRFFJAOD,,2815276.0,Ovczwgtesskgxxvyqfvvaxe,Rzqtvdpjqqkmtenn,Rite Aid,98.0,0.0,Fqyrk,M,189732.0,Augrxapqbtvvhdjovoxsaietkwoow,United States of America,2.0,543.0,R,1.0
RDO10225,,,,3469348.0,RDOCFQOBGSRRYIQNXVULRTPA,PXVRANVYWXTQVZFOOCTO,Ryder System,64.0,1.0,Nedjtjv,F,376032.0,TMUAAWEMITKVHXVHPDJIUYPDTYYPUP,Canada,1.0,528.0,O,5.0
iwo10226,Q,RLMSDAEZKEMLLNDRSMQ,U,1582854.0,iwojdzwylncjcgetm,dgpfrboto,Interpublic Group,35.0,0.0,Qdjhsjhpqioz,f,427290.0,zhfshiaqvuvjypqoytwutupzfcvzglbqmlmzbgwmtocoeozxedmpmnasdbqlzdodgextavrrdeut,United States of America,1.0,520.0,,1.0
glb10227,,Ojclnnfu,M,1988589.0,glbctzzdnzcguhtfw,Xwymdsvjymjnghyqvlmhwkyr,BlackRock,86.0,1.0,hjvus,,185583.0,Bbfmtyoverjirinmdxkhvizrcbawboathtakimjusiefhfeszpjznxybmsvihqnjk,United States of America,2.0,809.0,R,8.0
YCW10228,,Jaxzrkrlmpysbkjexywphluaersvegbclowmowwycvtxgfdjpxaosyezkiwgelkvhhvoyetplhyeyhup,U,67168.0,YCWVGCIR,MEUQCAWIHSVLRJO,Con-way,15.0,3.0,Fubbscaow,M,37890.0,LXOYVYWMWKQNAIPOFZVPANRRRMIONMMMJOPJOGJEWY,United States of America,1.0,780.0,R,5.0
mwr10229,,kyuazflhoigcvnaxxcjdaneqktqlfgbyqjlnweqaxuhdwetvnhoubcqcmupve,U,3711947.0,mwryfcd,JTXZJHWPUYVFINRBFP,National Fuel Gas,33.0,4.0,Piebtrjuzjhz,M,45881.0,GZHSOPJQTZOPSLHVFGMUAVFWIZGZVOHKYEWXVTQIXDEODYLJSMYMXWWEBFTNETSLMYXRZXVJ,United States of America,5.0,788.0,O,5.0
Hkh10230,,Jsjpmbwxqoafmshhvxlavhnpqifkjagyxczlmffmqfzixybvfyvjloiulmbjgftxcuvbvqsfenteafqh,S,,Hkhfguqtkylwptefsjxxrwwm,QLYZZFBDECA,Sigma-Aldrich,43.0,0.0,Sctnijzsuv,m,108797.0,Znvdeymkafxjhxdiaednw,United States of America,4.0,679.0,O,2.0
Yuw10231,,HYJTWYDKOUDLATJXRONPOBDRFTHXLBBOWGEFFZFUZJBYSAPOLBZNKZNJZPFIDD,S,3355966.0,Yuwejsm,Ptelbomfcfn,Allegheny Technologies,93.0,5.0,Ahxfuabvdzk,,460379.0,Ekdkzgvujwjdvbcbuxfqpojnwfvvlqpeaqsxxykustmblktegefxuwut,United States of America,2.0,347.0,U,10.0
veh10232,m,,M,2942345.0,vehzbhftqlx,Ajyjzjw,Benchmark Electronics,94.0,0.0,Uwbjwjqkdv,F,475461.0,belltanvmymipkabdgmeujumexcagtahdagtfosvyw,Canada,3.0,485.0,,0.0
DYC10233,,TEWPKLVXCWRCOSZIXTFOATRWCBLERPUDMNWUGLTMIJMZMCLMVUKBJNMKRZABI,,3331379.0,DYCPRKAWYIGUZZLXEQAZIFBFHTPWPY,Efkxojlhrhulpclrijwarke,Symantec,65.0,3.0,jhrhhzdicj,f,96759.0,Gewehpgpathkamvlqvktnjzpxdrgbincgowfbuxfwmwwoxeysyvkjckezaexhcmhzfmaejtdqr,,2.0,678.0,U,2.0
Tzh10234,,YSFOLWGIDKLMBCNDSBHDQJVREWSWMFSJXLDRVWNLMPXTJIUEYBOXTNOBHSFRXHNDDGVX,D,2402663.0,Tzhapciekxqvblxf,Mabiqruppmzfxkyxqtphgrb,AmeriCredit,55.0,,Ynrzjqwno,,,IVIECANOTXIUZTNVVZWJANTKEYCHZKPFNBTOXQPIEMUBKEOMCW,Canada,5.0,506.0,U,1.0
pem10235,,zqdnorkjuqjlanamzffxhuaiwipavvamgeqzkeehbwilgrjxwysxoareiv,U,3921984.0,pemevredkqpihqutxucd,lprkkuwlgvgwuaruxkpclp,Superior Energy Services,19.0,0.0,Fhvqktm,,312460.0,CXPTCEWXLGHSFFNMEFXICUBQFWDPCMFRUXSQQBGDROSEWVFRJEDCBTPPOEGTROGRCEFKGWLCJUQV,United States of America,4.0,608.0,O,0.0
SIB10236,y,TXDYSECJQLPLOYIVQNXFNYB,M,,SIBIOIUHRPHDDCRLKYJU,CTOCKABDFLAHFUR,Terex,6.0,4.0,Hqhnrucr,M,59454.0,Obovmubnxcvqnqbhvidbtpvoqdztbdypvpbrqxcpczthjoqgjm,United States of America,3.0,608.0,O,5.0
nba10237,Z,Hloywtulixowcrsoowxstxovivcxmdecfcsdchvkbpkgppdctmhynibzcfdxfesbbouukbebhyefc,M,2448532.0,nbainvplwiiq,Sfdyyqcsqsjaiaycfuamdeaqa,RPM International,36.0,5.0,JGQEAGVB,,98322.0,CEHYBZUJTIEKWCASWGALIOIUXEWNQ,United States of America,2.0,374.0,O,2.0
Hgp10238,W,Rwmbvfssdxckxbemanirddvqmhfitovyrvwqupezncpmvuwumuebojeonui,M,2661793.0,Hgppgfpoikqowqp,VFHKWDRHFUUZKYFYOOEVNVCHW,RadioShack,95.0,3.0,Ahbswkramb,f,199607.0,Hyrmhxaqr,United States of America,0.0,388.0,O,6.0
Daa10239,,efvmtzirhqwwcnltaggvxesfpwnovaxhblenwflnbsdsgloulfrkxvcfjpqqjiulzngvkdodu,S,1126683.0,Daauutyhsxpsrwbozphkinwptwblkc,lfcvcnwcqwfezqvzxnijwvsb,Toro,47.0,4.0,gfpvmfgqv,M,229741.0,qbdviwcqrtqycdirsetdypitaenqrij,United States of America,5.0,535.0,O,4.0
Rqf10240,,Hquoqnrajwmgnsesyfatulkdmnwwatzdvagplpistibanjpdptlpw,U,19011.0,Rqfaknorgkpkybcojf,Rzydpbfjosmpgoze,Timken,1.0,0.0,ceswjccl,M,321814.0,sklyqxkvhtnx,United States of America,4.0,787.0,O,8.0
Rvf10241,R,otgyfonpbieefyv,S,2527888.0,Rvflqesjwizmgfxhwdkh,XOWCSBZ,,66.0,3.0,cfvcif,M,170780.0,WPBQLTYLMGIUGJTLNOKMKSTOKIVTMRTJOIPRQDHQOLLMSTPSXFDDVIKZEEXIBWR,United States of America,0.0,493.0,R,6.0
ILS10242,,Tbltaceswhdmtxilcrjznmiwwgbblknmpdwixceytwvmdivywbuicyu,M,594174.0,ILSXPTDHZVCMBDGRQJNZEKQEV,MZXWCEVEQOLYBILPGGNBCHAURPHU,Gannett,58.0,0.0,Xafxq,,177028.0,NQEHFZYCMZRAWUQEXHEJEAMOEHSCBDH,Canada,4.0,442.0,,6.0
TIW10243,,YHHOPEJOQVFKQDJBKYYXDDOHRXFGXNZHATNHTZDGNTASFEINYGBUUSADUS,M,798470.0,TIWJQKJFFGYUXQXNVKA,FTBVKPVTNDAOHDXGLSRYIHTYKQA,Charter Communications,22.0,5.0,Tvgpipszrb,,426889.0,Oacogsptqkgavvvcvtpnavrzobhqezxmvjwhywjuidecmlcxoklvpyqbivaifkgnhbienkhpchwoxhjy,United States of America,2.0,768.0,R,3.0
Uhj10244,,BBXXLRTIWFFUYAGM,,934449.0,Uhjdgtmqtfmwfrqfgheobshjkmdqta,ytdcdiicxhyeupnyws,NTK Holdings,86.0,0.0,Viufkfkwd,F,491342.0,ecurmxecpvwflymapwd,United States of America,3.0,317.0,O,10.0
AFX10245,,Vxpyklgsxcjzmvifuz,U,178195.0,AFXXNWERULWGFAYCL,Fmsgkgmjzbljbfhy,Molex,93.0,5.0,Gttgjhyksido,m,268530.0,Auzaaygvzdgvuunrabnqajtjxwypyjap,Canada,0.0,698.0,U,8.0
ysy10246,C,KBJLDNBMIQYBVEZGAAEPVBXLBJLGJNQQSVIZWFZWVCPB,M,3334740.0,ysytcekcntysreip,Gbapcdof,Seaboard,,4.0,Yezntvyybsz,F,149840.0,MOXRCTNUVTZSKOGDQKJXBDNGTZPNFLCSQSJEHIMHKOHSBYNGUJYH,,4.0,345.0,O,8.0
Lbh10247,,HXSCFRVBGVPVJEFOUQISCKIDJBJAUNOHHUPGIYMNIUBHTARSRAE,S,210735.0,Lbhpqskjoupxfsisiuf,Lmvnthjc,AMC Entertainment,14.0,1.0,Vcnznrlu,f,212549.0,rhzmslluxsgxxpujjlkgjh,United States of America,2.0,712.0,R,9.0
Byu10248,q,qtaccfaaorbpedljrwahhmtruclpnmejunvguaqrownivkwhybsyiwwlgfoyjarqfgrqfglnlcrybdx,M,1605213.0,Byunodpswtwvwoguolkhsdi,HJYTFLJ,Landstar System,82.0,2.0,Zrkleosfbl,,494257.0,Qdvbrffwighfrqjxfrhlvtsjndphdihfmllsjkcdmuuxpwhuhhfjz,United States of America,0.0,,O,8.0
Tnm10249,E,Mbifvlosxwzbquqdzmelmummfqywsdbuceipfkjsmjahzmcmhtdptwtqevggf,S,2201179.0,Tnmzxkezsisc,Hwgavqhqamikzowntrgcqdbkwhi,Bank of America Corp.,,0.0,Tiifcywcb,,106601.0,Popvahcsnredzywonecivhmrcqd,United States of America,5.0,640.0,O,8.0
hbz10250,P,LPOHLOLKISKKEMDJBRMQXVJSMOINGHVUUQEZAETKWDVLKZEYXXSSX,M,,hbzejwukkoibomvyepxocqxf,Ovyrszdztautzaehut,BJ Services,27.0,1.0,OIEBQXQPHBLX,,457880.0,Ekttdampaaqvietteuoravuwdulnfvntxfrlasp,United States of America,4.0,312.0,O,6.0
opb10251,v,HDQNYCMCXICJMCIOUSHVRQMXQTGRMFSAROUPUSWGSJNTXBJBNOHYBVKQDWHYZIEZYJIOJIWTXFNV,M,2375551.0,opbeeoovrrjqpoosxseymomiq,NBASXOQSQMNLZAOIRXPEMEDHBHPK,Frontier Oil,11.0,3.0,YNGJBPNDID,m,,Kegvtspwsxnlmejbtspikondfcbzqhvuqmoznftpuupzpffbhbed,,,696.0,O,
Sij10252,,Dzcitwwoadvithavcbhjxekqienxweiwhlualk,M,279304.0,Sijgafifahdupfphppljeprlcmtqtr,LABOGYHJFSLWYPWJCIBROMHPZ,C.H. Robinson Worldwide,81.0,3.0,gyoatunyc,M,385159.0,atvidwgtplloccnnxcxiaiauhnilimvrkbxsoswxcvgf,United States of America,0.0,,O,10.0
Ytf10253,Z,Ilnistxitrgywjlkdjfywvsgvsjtyefjbkqfjasvexnvvy,,2481251.0,Ytfwrfpaj,yowzztqyxbmvwzfphrinaat,,3.0,1.0,Qusnp,,320768.0,Ikvhiwucjlpeehhiqhpkhiqhmhzeahpovhnbnqaetappjfpyix,United States of America,0.0,822.0,O,10.0
bmf10254,,Ppxpsnojjqsdijcrhmtvgazptorumliliuimwnilo,,254553.0,bmfwdxnxhd,WTHDGLOF,,29.0,2.0,Lgbnkd,,30692.0,Zhdbuggnfsnwtkcucwnbbbinwlqlmr,United States of America,4.0,652.0,O,10.0
NKT10255,,Qctdkuxfgbsljspxsvwexywzhqpetkbfwnwrn,M,3909587.0,NKTFTGVB,Estjltsgmspkypsulzbbnwsicqtx,Jabil Circuit,87.0,1.0,ILZKCABDZ,M,147976.0,pklujrgvkbdplbhjkmtwjecutzwayxwcrjawqhfu,United States of America,4.0,690.0,O,9.0
xnq10256,a,aldzgoxizgotrgjfasxmqsletdwrbbptascinqpjvv,U,1704657.0,xnqjcqwcsryjwmtomzfrdqetgbf,Jpuleuat,Levi Strauss,31.0,,Fvunceb,F,221280.0,EHBPAKXQOXJLBLKFWGXSEZVRLWUDYSSHRPPSWVMWRWIFERFZEXW,United States of America,5.0,376.0,O,6.0
Ryw10257,Q,Yoewddgidtquiwhmfgfthaqjzpxcvsazgsymlopv,U,920915.0,Rywdryuymgokoleeitatboa,Ynkdnqcmrwhgbxubcouaowfjiqscvt,Dean Foods,58.0,,Xfthlirxms,,,anbmyiqtvunesudaohysraxxwukhboufvgntnqbudhtehrchpfqyxcorrib,United States of America,4.0,322.0,O,10.0
Dxl10258,G,NCSSWVQENZMLQERYARP,M,1970746.0,Dxlniadzsfclqtctb,fubvwclizjn,Sempra Energy,98.0,2.0,Zbcgukkx,,127760.0,Xbwnvscfshfhqhevshhojrufmrlxkfrzhgwoxhwsmqnhoezkmapkj,United States of America,4.0,655.0,O,9.0
WUI10259,,WQGJTWLTUBCMKVDWXRRODFMAGZSUZZKLVNK,D,210975.0,WUIJWWHHCD,Lihkfrrkticxmk,Host Hotels & Resorts,73.0,5.0,Fouuosut,M,362611.0,Pzmvtovhwhguhtqxelspsopmclqtjbtslpjhxbaivdarlxolirdtsknrsu,Canada,5.0,545.0,O,4.0
gxe10260,,CZCXRBOFL,D,3111051.0,gxecuznbwhogaob,mvphqgmbvalawizryvyyhdjcsvz,Wisconsin Energy,69.0,4.0,mlmixv,m,173127.0,ojdfvfmkmayamtn,United States of America,5.0,702.0,O,3.0
Tab10261,,mpktjfpmbgpvugqueifjzjkbqqbrpyrkuliyprtsatcsc,M,1066331.0,Tabsmutvdwnasjnjwbcjiwmdwkpunv,Fnrvndmlrmwiuuwadkhx,AptarGroup,37.0,1.0,Opeek,,400274.0,Ovlbvohpsdfqfw,United States of America,2.0,549.0,O,
Mfn10262,B,Evzxvkccvjzvsaiulkaqmqpkyiqjrvjauzpnenteflimwiprnakwmuwwchupqdqozllhn,W,2072522.0,Mfnzttoqndeteoi,Sqtkxseiuzpqqbsuahekjmxtxagy,SanDisk,40.0,0.0,Tvsxusnfn,M,283225.0,utrzxhfgfsotnrnmlrvdphcvoaksrbdcekk,United States of America,0.0,601.0,R,
DXP10263,,JERWDVFDSHANMDSDMTHMEWUBJWNNCRSKNMWEGOTL,W,1728775.0,DXPHB,Tfjwisigwkvnhhlajpuiinart,Atlas America,35.0,0.0,ncllqfl,,159061.0,Wriayiwznpvlbcyjuj,United States of America,0.0,572.0,R,6.0
dao10264,A,Xivpcmmemuqmdocldvwxvolhuldsulbhbamnfjmhyirhsjqssamnpncvebcjluxxgbroreghd,U,,daoscmku,Rpxok,Dow Chemical,92.0,3.0,Oeoaastril,F,272430.0,uocxznjwviwwwxxqibegsvjhlvbxitncytaxonvg,United States of America,1.0,596.0,U,0.0
vyt10265,Q,mxpfhervxlrqwbp,U,1398203.0,vytbbics,VBMEXSTXYFJCYBNFQJMKCGPX,Lexmark International,38.0,0.0,Ldlwcfoifea,f,273825.0,EDQJHKMSQANMRZZADLAUDCHMVRICXKQHCLSVLJTPJKNXV,United States of America,3.0,,O,3.0
zqa10266,v,Afzqinxrgul,U,786651.0,zqacuymhdmdv,Fomrrhpnvzjqvqpdplzivdt,SPX,,4.0,Seefe,,1229.0,Gmnafqkdrsqsvu,United States of America,2.0,758.0,O,10.0
Blf10267,d,Pgwvtkxpksxqkbcuxcbkeykdonholcgnboytarzfankiilsqdeiha,M,2735939.0,Blfcnsuic,dfblrnpqfaibr,PolyOne,53.0,1.0,Bchrtuwxwcx,m,118174.0,Ygxubomsvijsukulozhgfvhadtbcjqiozaadilwuahwksnpdcoxnnvlvgsjjlikgbmrhv,Canada,4.0,412.0,O,7.0
DQK10268,,IDSFRLWTTI,U,3486831.0,DQKIUEGVUCXIYESCNTRAIEZ,MZYPOKKSAROMMOUMTFCUIGSJLQ,Pitney Bowes,,1.0,Dngxaw,,437566.0,Gzqdrzcmxoqbdmrweqrakjenwddghmbsmwo,United States of America,1.0,349.0,U,4.0
nyk10269,O,Frphbeqypgpcezlfwjrevsjrkressovkxtsbb,S,201411.0,nykoozhhcdhbyenpermizqjwxmaei,ygyotlyceampsscsfk,DTE Energy,,4.0,ZGNKY,f,42981.0,gbkmyndfkjygyvvvfonrxqmyuvkwwboyuxxdbdanwizugksyluxuswtzpven,,0.0,423.0,O,10.0
Taf10270,,Ctuapbjssabtdvyfwsimweuqtgifgamkibtybrcqgmw,S,469962.0,Tafajnrzucohtbuiycphuyzwrddnr,KNUBKBIHNCGBC,Maxim Integrated Products,6.0,1.0,Cztdelsgt,m,424330.0,Avwsppzdpccwodloddrs,United States of America,5.0,677.0,O,5.0
FSI10271,,ubvftnbcottcmjqbgpcnuvt,M,2430725.0,FSIBKVOICKPOCCVPK,fqetvbmawwqksihhkmdy,Ferro,24.0,0.0,,f,,ZZCNRCSWAIYCSYFOVRWXTHVIFLQSDVMVXAMVCGENUUFQQSUHHTZHNLHWTECWXRHGGQ,United States of America,0.0,407.0,O,1.0
XNE10272,R,GNUVIZMB,M,310569.0,XNEMTSQMRIBMBCQIARG,WVIZFEMZFNCDGKYELTEYXDXG,American Electric Power,91.0,0.0,Llidjt,,3906.0,jrnqylqwibarcdikauvo,Canada,4.0,547.0,O,4.0
qnu10273,l,Eqhibedgotwxddjwytfwr,W,3983979.0,qnuyohsqqraxdffrp,KYLERIIREMQZUJ,Convergys,78.0,1.0,Ucflbbx,f,33106.0,Fbbpszvindlcdhofzdybpvwlytxnowcopcbjczcaajcynxxznwvhauzacsskoblpzdbptpueuhor,,5.0,586.0,O,5.0
Xvu10274,d,Jtawgvujloakigamsdmrjpt,M,965710.0,Xvupo,Wqegrvnutjytqhenuhvdbxr,Juniper Networks,63.0,1.0,QGRPWHNQGFX,f,246653.0,Ljlzqhffyxnlnfjyohoxzjkfxiwghbcdhlfxjhxykkxhixmupjmtaviwjqveokorsnuijjdwkhzfdvv,United States of America,0.0,850.0,O,5.0
Icz10275,n,cqewpgrhdqavgtwjzdolntbldbcrqsviimxklvsawkdpszroymrguhwvxpdrricdmiwzpnqq,W,1299395.0,Iczceqpjdvvnqzrgoyhifrgoas,IELCKCKHTGODYCBVNNC,Boise,33.0,1.0,RTITZZCVTR,F,20483.0,rtiecnqjwgxunlaqcimdyydbwgfxvfhzrkdocojjkprvvagtllrgsvemazlchklddbjjdpsryphvbpvs,United States of America,1.0,801.0,U,9.0
Olb10276,I,Qpzqdksnsiuaopjjchgvnnoabhpfafdunmctgdzioobmwxk,,,Olbjlkntjwcne,Rhvmlqthiuqge,Snap-On,99.0,1.0,Arltbdbqe,F,228863.0,snbnsxxealzjxuoruhkbwknnnguqcrqgewunpvtrt,Canada,4.0,569.0,O,4.0
GWU10277,M,Dxtkhpjybvydxrzkrvjfsyjisbrclfnjhkhonpgvacqnwhohkeawswggmaws,M,2207030.0,GWUXUKFQTCMESBHKC,gasrrutlqwryqnuqqsai,Pilgrim's Pride,3.0,2.0,Svotdew,,,mmpgedvrmkk,United States of America,3.0,458.0,U,10.0
Fiq10278,,OBFPNRGRTXRLLANFSBDKXYIH,M,2894351.0,Fiqzuovopqszawutagwpjffudfdcdb,Btxrzgsfponqqtpnrt,Imation,27.0,4.0,UPWCFQK,F,344353.0,ZOVAEFKNCQQIPOXXNCLQPGVTUCG,United States of America,5.0,577.0,R,6.0
Rey10279,R,EGWNREEDIXLXSHWTTQUMLZTEMSMSG,M,1708443.0,Reyoclhhkjnepywdrr,MSLWYFMRPYPONTFJNPEWDRXM,Universal Forest Products,0.0,4.0,Ygroxmuwhlpb,,484426.0,FHSVXWSQTXJUNYKZBKLFSZXSWAJHPTTQRGFSKEIIC,United States of America,0.0,581.0,O,1.0
myu10280,,KWNEVZHOVCXPXUPDUBIHZWIEEAFLRLXZQLDICXQQBCODYCNSAWNCAHXUJS,D,1832193.0,myuillpfefcreyizzwvriu,Kpiugbzziqdmasqxmhdrqbiqnvdy,FirstEnergy,11.0,0.0,Xiubqxhwg,,395647.0,VBHZCUKBZCGRJRWNYEA,Canada,5.0,431.0,U,0.0
Xpg10281,W,bxeibwjwv,W,513921.0,Xpgwwxaexawlaceblyv,ELJEHUYJJUEDQZWD,Holly,30.0,5.0,Qdeanxzax,M,110019.0,Oxqsjakkqydteaqfrdcawkvqxkclilslceoqbvfgcuaerlbfsyfzdkicpjguhhagiqvfpvmujcnofk,United States of America,0.0,405.0,O,1.0
