AgID,Inc,Co,OwOReF,Sta,MidIn,NumCa,LNa,Ph,MarSta,CrRat,C,NuChil,A,Empl,NuCreCar,NWor
ekn10318,169215.0,Canada,U,CT,M,2.0,eknghrpnd,1-251-128-1614,M,644.0,Toronto,2.0,31.0,Wyndham Worldwide,2.0,2451725.0
tle10319,183997.0,Canada,O,ME,,5.0,tleakxczb,1-167-231-5244,D,,Kansas City,1.0,47.0,Convergys,5.0,2572155.0
YXN10320,305712.0,United States of America,O,MN,,5.0,YXNBF,1-746-577-8502,W,394.0,Hilo,1.0,30.0,Baker Hughes,,3017947.0
Zzj10321,370852.0,Canada,O,CO,q,0.0,Zzjspincoyqehtjrjfxu,1-509-447-2508,U,566.0,Durham,5.0,30.0,Enersys,2.0,2583073.0
Mcw10322,61789.0,United States of America,O,Saskatchewan,v,1.0,Mcwmijdenc,1-307-390-6887,M,398.0,Costa Mesa,4.0,86.0,Mueller Water Products,9.0,
BJO10323,4923.0,United States of America,R,FL,,1.0,BJOSCMTOXVDCMLKGKQF,1-444-903-6881,S,484.0,Mesa,0.0,25.0,IDT,10.0,245862.0
Hrf10324,125828.0,United States of America,O,Newfoundland,,1.0,Hrfqhfead,1-858-508-4426,M,616.0,Mesquite,1.0,89.0,Apache,5.0,2719205.0
Ncc10325,135487.0,United States of America,O,WV,,5.0,Ncclmcivvceobo,1-286-527-3740,S,643.0,Palmdale,0.0,0.0,DST Systems,10.0,1740714.0
IZH10326,195856.0,United States of America,O,NJ,,5.0,IZHXIBLPXJLTCSOVQFNAA,1-153-003-2570,D,809.0,Mount Pearl,3.0,18.0,Bank of America Corp.,6.0,2637913.0
ltw10327,114169.0,United States of America,O,VA,,1.0,ltwoswyvyyuxxklwrmniyirphuwl,,U,421.0,El Monte,2.0,1.0,AptarGroup,4.0,727773.0
Erp10328,,United States of America,O,NM,,4.0,Erpukydwhowf,1-552-571-2630,M,441.0,Grand Rapids,0.0,,Goldman Sachs Group,4.0,
Ihj10329,7519.0,United States of America,O,VA,k,4.0,Ihjhif,1-190-154-2038,S,774.0,Windsor,0.0,90.0,Electronic Arts,0.0,2183914.0
Dvp10330,238879.0,United States of America,O,OK,,5.0,Dvpzxfgcgympjxp,,M,543.0,Peoria,4.0,99.0,Constellation Brands,3.0,
Fvo10331,216087.0,United States of America,O,ID,,3.0,Fvomjn,1-552-106-9068,U,428.0,Pasadena,2.0,57.0,Global Partners,8.0,1910630.0
EAS10332,102912.0,United States of America,O,IN,,4.0,EASQYJJACDHO,1-767-207-0142,M,807.0,Fort Smith,1.0,60.0,,2.0,
Khc10333,,United States of America,R,NC,W,5.0,Khczu,1-724-066-2268,,799.0,Dayton,3.0,16.0,Polo Ralph Lauren,1.0,2179513.0
Koa10334,141657.0,United States of America,R,NY,,5.0,Koamvkftvvsozqxj,1-964-615-1655,M,641.0,Mobile,3.0,15.0,Fortune Brands,9.0,196241.0
haz10335,57554.0,United States of America,U,VA,b,3.0,hazweqijngdzgyrvvliozfwydkdp,1-919-806-1423,W,377.0,Vallejo,0.0,87.0,St. Jude Medical,1.0,281132.0
Ail10336,4825.0,United States of America,O,IL,,5.0,Ailyvkuguabqb,1-361-273-7223,M,767.0,Sudbury,0.0,84.0,Rohm & Haas,2.0,3115635.0
Uuh10337,355454.0,United States of America,O,Manitoba,r,2.0,Uuhdtmgtsyjxdxubpnvxhwcf,1-720-046-2092,M,732.0,Brownsville,1.0,11.0,Family Dollar Stores,1.0,1984970.0
mwh10338,,United States of America,O,NV,a,2.0,mwhvuiaahsg,1-804-311-6034,D,802.0,Topeka,4.0,,Republic Services,9.0,1559480.0
Rrl10339,48574.0,United States of America,O,GA,,5.0,Rrlzudl,1-433-384-7483,M,490.0,Bridgeport,3.0,61.0,Moody's,8.0,392657.0
NNQ10340,132397.0,United States of America,O,New Brunswick,G,5.0,NNQYTZTFNZHLJNYVTYLDQWF,1-663-672-2415,M,523.0,Fort Worth,2.0,82.0,Crown Holdings,6.0,1940637.0
alz10341,262640.0,United States of America,O,DE,,0.0,alzyklqinbiomxxdzjts,1-088-558-9319,M,319.0,Toledo,3.0,87.0,Affinia Group Intermediate,0.0,934030.0
Bau10342,427107.0,United States of America,R,CA,B,1.0,Baukzeuuacrxm,1-705-610-4310,U,789.0,Cleveland,1.0,76.0,Sun Healthcare Group,4.0,3762105.0
WXP10343,129602.0,,U,WY,,,WXPIHGISL,1-081-860-6404,,329.0,Sherbrooke,2.0,81.0,Capital One Financial,2.0,1338212.0
Ohn10344,342104.0,United States of America,O,NM,h,2.0,Ohnrgtjgrzalkptlujejwjvdbcqk,1-355-319-1506,M,371.0,Augusta,3.0,81.0,Merrill Lynch,9.0,1096324.0
Pbp10345,82651.0,United States of America,O,IL,,5.0,Pbpdxpgefq,1-871-826-4670,M,395.0,Omaha,2.0,97.0,Newell Rubbermaid,3.0,1614409.0
Jvb10346,105275.0,United States of America,R,KY,,0.0,Jvblwnjckoeogxjwpjxkare,1-761-170-5202,D,366.0,Fort Collins,4.0,3.0,Molson Coors Brewing,2.0,2246040.0
dqf10347,448502.0,United States of America,R,LA,,2.0,dqfxjfbenwbaxmaweqsbucv,1-587-880-0627,D,462.0,Durham,3.0,4.0,ArvinMeritor,9.0,1029298.0
nig10348,179046.0,United States of America,,DC,I,2.0,nigmeexosb,1-719-208-4675,M,822.0,Akron,,,American Greetings,10.0,1655587.0
ijh10349,81237.0,United States of America,O,AR,,1.0,ijhgizhoz,1-873-220-3176,S,319.0,Sydney,2.0,47.0,Spectra Energy,0.0,628241.0
Qrq10350,187235.0,United States of America,O,Alberta,A,0.0,Qrqlwmmpnmoaatbhytczbg,1-531-012-4816,M,638.0,Thousand Oaks,4.0,23.0,Consolidated Edison,10.0,3909501.0
irk10351,,Canada,R,WY,s,5.0,irkbpkpr,1-979-875-8949,M,382.0,Paterson,2.0,91.0,,4.0,3861614.0
Ikv10352,399618.0,Canada,R,Prince Edward Island,,4.0,Ikvleuyfbtjcblfkec,1-470-876-1088,W,540.0,Moncton,2.0,2.0,NCR,8.0,658709.0
Ncs10353,73873.0,United States of America,U,IA,,1.0,Ncsozvzrgolyjsipchuhd,1-554-862-3206,S,537.0,Fort Lauderdale,2.0,72.0,CVS Caremark,4.0,761014.0
Uin10354,314126.0,United States of America,O,AL,Q,0.0,Uinizkgnjcgtspxwi,1-809-239-3397,W,476.0,Newport News,3.0,79.0,Starbucks,,166804.0
owt10355,58833.0,United States of America,O,CT,,2.0,owtvdmjsucn,1-060-313-9471,U,338.0,Durham,2.0,80.0,Adobe Systems,2.0,2581250.0
DMO10356,228782.0,United States of America,O,SC,,2.0,DMOPJSJBTOWZLDBNIUZG,1-503-989-3129,U,378.0,Mesquite,5.0,22.0,Hewlett-Packard,3.0,2001020.0
tir10357,389600.0,United States of America,O,AR,,1.0,tirtuumxocwrs,1-587-705-0465,M,750.0,Peoria,0.0,96.0,Macy's,6.0,3402376.0
Iic10358,65253.0,United States of America,R,AR,U,4.0,Iickebsa,1-322-772-8527,M,,Dayton,3.0,70.0,A. Schulman,0.0,2587106.0
Opz10359,386846.0,United States of America,U,SD,o,3.0,Opzcvc,1-616-532-9108,S,411.0,Fairbanks,4.0,48.0,Baldor Electric,1.0,2020424.0
Ixt10360,447731.0,,R,RI,,4.0,Ixtnomzugbqhmuhttkgwxhl,1-186-327-7115,S,781.0,Salinas,5.0,85.0,Lam Research,8.0,145788.0
Ate10361,477914.0,United States of America,R,NM,S,5.0,Atewyysnt,1-767-705-9578,S,443.0,Windsor,3.0,9.0,Valspar,3.0,945599.0
mme10362,421455.0,United States of America,U,MN,Z,1.0,mmehdhndiolgksqusqfpqllrud,1-311-364-0532,S,489.0,Hull,5.0,62.0,CACI International,3.0,2930325.0
Ntz10363,471409.0,United States of America,U,ND,,3.0,Ntzwnfc,1-358-943-2736,U,377.0,Salinas,1.0,79.0,,,1608710.0
ZWV10364,418545.0,Canada,R,VA,,2.0,ZWVALF,1-689-268-4581,S,545.0,Pittsburgh,2.0,41.0,Century Aluminum,1.0,157437.0
Stu10365,216482.0,United States of America,U,Prince Edward Island,V,5.0,Sturilnwm,1-971-625-2431,M,612.0,New York,3.0,37.0,Huntington Bancshares,5.0,3567204.0
irc10366,280081.0,Canada,R,WA,M,0.0,ircdoghsuajpgebdq,1-872-018-5562,U,405.0,Pembroke Pines,2.0,81.0,Comcast,10.0,281169.0
wet10367,371188.0,Canada,O,CT,,5.0,wetisohuipeyqpsaad,1-760-385-7820,S,472.0,Berkeley,5.0,64.0,VeraSun Energy,9.0,75602.0
INB10368,242562.0,United States of America,O,NH,O,,INBIL,1-266-758-7730,D,656.0,St. Catharines,2.0,55.0,Altria Group,9.0,
Als10369,468474.0,United States of America,R,MD,N,4.0,Alsgo,1-665-774-2401,U,666.0,Fargo,0.0,59.0,Magellan Health Services,,628034.0
Pkh10370,128208.0,United States of America,,DE,k,2.0,Pkhdudrktxfhruynaqzdh,1-040-497-9143,M,659.0,Newport News,3.0,31.0,Huntington Bancshares,1.0,25960.0
WXO10371,347198.0,United States of America,U,GA,,0.0,WXOEGLDRVWCIMFRBBFEPN,1-049-165-2155,S,433.0,Santa Clara,5.0,24.0,Furniture Brands International,1.0,2366524.0
Yhf10372,319055.0,United States of America,U,CO,L,3.0,Yhfuajmupuwjqwtvljhblccvq,,W,742.0,Charlotte,2.0,52.0,NCR,9.0,2710169.0
AHZ10373,409649.0,United States of America,O,AZ,,1.0,AHZMRXCMXGNCDOLVGSLHPRTPXOFS,1-692-646-6005,U,628.0,Philadelphia,3.0,15.0,Pacer International,8.0,2597791.0
Hfc10374,380853.0,United States of America,O,ME,h,1.0,Hfcujutnginncsptbz,1-969-517-7062,M,499.0,Cedar Rapids,5.0,99.0,Valero Energy,4.0,1992295.0
UBF10375,248948.0,United States of America,O,CO,,3.0,UBFMOAOAPUDUHTURGZLNDYZKWTPMKX,1-138-090-9428,W,804.0,Corpus Christi,0.0,6.0,Icahn Enterprises,9.0,1761169.0
WYN10376,105538.0,Canada,O,FL,,1.0,WYNUNEZORGKULBUHAFBWF,,M,526.0,Yellow Knife,3.0,68.0,,9.0,17973.0
zld10377,,Canada,R,Saskatchewan,,4.0,zldgvqupuaczsqopwxjdsbkexpzhb,1-040-046-2210,S,716.0,Worcester,4.0,73.0,Southwestern Energy,0.0,3148776.0
YWS10378,9512.0,United States of America,U,MD,,2.0,YWSQVMNGERRYJRJMKPXRGVG,1-225-058-2179,U,576.0,Casper,5.0,39.0,General Motors,0.0,2770889.0
Lnv10379,164858.0,United States of America,O,NC,,4.0,Lnvwpixdlhaajfaeaaskqy,1-900-798-2175,U,592.0,Knoxville,3.0,1.0,HNI,0.0,3165486.0
meq10380,12997.0,Canada,O,Alberta,,0.0,meqesoxvnzndsukqdcv,1-602-645-3217,U,806.0,Regina,3.0,25.0,D.R. Horton,2.0,1513049.0
bml10381,335957.0,United States of America,O,MS,,2.0,bmlqmb,1-443-948-5528,U,472.0,Birmingham,2.0,77.0,Neiman Marcus,1.0,241575.0
Bzq10382,370742.0,,O,NC,Y,0.0,Bzqkerpukpzzfegsuctcpiohheyw,1-091-166-6858,U,551.0,Sydney,2.0,,Sentry Insurance Group,6.0,3247345.0
CLI10383,244135.0,United States of America,O,MO,,2.0,CLIQJ,1-989-685-8712,M,525.0,Memphis,,70.0,Lear,2.0,152207.0
NIQ10384,8574.0,United States of America,O,NH,,2.0,NIQXIPGLUYIJUQ,1-292-265-1960,M,325.0,Denver,3.0,63.0,PerkinElmer,4.0,607236.0
KNM10385,47912.0,,O,AL,A,5.0,KNMUSTQSMLNQ,1-392-793-7787,M,619.0,Berkeley,2.0,5.0,Benchmark Electronics,8.0,3690203.0
isa10386,259694.0,Canada,O,GA,t,5.0,isavugegikdpjxxatbykwph,1-060-655-5110,M,424.0,Providence,3.0,64.0,National Fuel Gas,5.0,26630.0
Rga10387,194158.0,United States of America,U,WV,l,4.0,Rgaalkfjj,1-938-398-9072,M,438.0,El Paso,5.0,7.0,Office Depot,1.0,1254589.0
Vgc10388,489972.0,United States of America,O,KY,,,Vgcowiveqbrpsztghlfdvbcduakkjm,1-935-924-8228,M,418.0,Eugene,3.0,21.0,Penske Automotive Group,1.0,1249205.0
lxv10389,67091.0,United States of America,,NV,u,0.0,lxvjnjkobboqjmohbvvftnasxuf,1-744-611-7470,M,730.0,Lansing,2.0,87.0,Beazer Homes USA,4.0,1972627.0
KRU10390,382602.0,United States of America,O,CA,W,5.0,KRUYWNPSFSFCVAAKA,1-908-313-4715,W,515.0,Alexandria,2.0,77.0,Saks,6.0,3953737.0
Ffc10391,422657.0,United States of America,O,VA,q,4.0,Ffcyzhsexjaehvwoci,1-936-829-8239,M,379.0,Elizabeth,3.0,62.0,Prudential Financial,10.0,947069.0
fkl10392,272075.0,Canada,O,TN,c,5.0,fkluifbmgviclx,1-109-104-5097,U,776.0,Inglewood,4.0,16.0,Johnson & Johnson,9.0,2723638.0
Rbt10393,483635.0,United States of America,O,Alberta,,4.0,Rbtnxxyzmtvto,1-539-782-6960,U,325.0,Louisville,5.0,73.0,URS,5.0,712037.0
Qmg10394,319916.0,United States of America,O,VT,Q,4.0,Qmgkaydem,1-003-647-8837,S,771.0,Wilmington,2.0,97.0,Anadarko Petroleum,4.0,2925085.0
Xil10395,169669.0,United States of America,O,NE,P,4.0,Xilcsgvozxedqkqezkoweyybffy,1-211-587-9982,D,720.0,Pittsburgh,2.0,11.0,AMR,10.0,3665377.0
hxp10396,238214.0,United States of America,O,OR,,3.0,hxplcuvquanaigurjzl,1-587-209-0057,D,626.0,Mesa,3.0,74.0,,8.0,1565336.0
egp10397,421522.0,United States of America,R,TN,,1.0,egpszhnefxkdioxhkvrqyu,1-086-948-9699,S,640.0,Fort Lauderdale,3.0,19.0,Pep Boys,6.0,3224073.0
Rmx10398,312092.0,United States of America,O,AL,V,2.0,Rmxpvnqvjgkagauebpyfhntwskqg,1-699-919-3953,D,586.0,Hampton,0.0,79.0,Graphic Packaging Holding,0.0,2330463.0
wrw10399,45555.0,United States of America,R,NM,Q,0.0,wrwysnacoxneup,1-902-264-3515,U,307.0,Salem,0.0,53.0,3M,8.0,
Tmx10400,181961.0,United States of America,O,NJ,,0.0,Tmxyjoavalefschzbyvmluwsxk,1-629-054-0925,M,336.0,Oakland,5.0,18.0,AnnTaylor Stores,2.0,3531392.0
ipr10401,360320.0,Canada,O,MO,j,0.0,iprjzgppvvmfktdgxqgptydtf,1-650-206-3818,M,397.0,Newark,0.0,89.0,MetLife,3.0,1468859.0
Fto10402,333323.0,Canada,O,NE,,1.0,Ftomuhhjcnufetmec,1-647-325-6591,S,584.0,Des Moines,4.0,3.0,Vectren,8.0,2930619.0
Sca10403,402623.0,,O,TX,r,0.0,Scafjtynujfvlr,1-098-341-0165,S,524.0,Fontana,5.0,41.0,International Game Technology,,3244432.0
JVB10404,171360.0,United States of America,O,TN,,4.0,JVBKKLGWKUUEJE,1-321-449-2866,M,708.0,Little Rock,3.0,25.0,Citigroup,7.0,3956073.0
Dmr10405,372714.0,United States of America,O,MN,,5.0,Dmrzmtdligmhpfgavchiowigiwer,,S,712.0,Plano,0.0,93.0,American Axle & Manufacturing,4.0,345639.0
Zlq10406,104054.0,United States of America,O,ID,,0.0,Zlqskuduqjfiqqxlks,1-076-103-9171,W,368.0,Ontario,3.0,94.0,Walt Disney,3.0,1653457.0
Qqa10407,108655.0,United States of America,O,MA,,,Qqatfsqtjkhqybdui,1-055-649-9865,,751.0,Bellevue,5.0,25.0,Dover,2.0,14823.0
OXN10408,62725.0,United States of America,O,Alberta,,5.0,OXNGBVKUEGQOQXXDB,1-543-704-6970,,662.0,Indianapolis,1.0,46.0,Cameron International,7.0,3886523.0
Exi10409,9386.0,Canada,O,OR,,3.0,Exiifponyvnbbcgbaoxv,1-969-619-0423,D,601.0,New York,1.0,14.0,Northrop Grumman,0.0,565709.0
Fsm10410,242359.0,United States of America,O,NH,,5.0,Fsmbxptbpoxclxzxoeepjfnvzu,1-829-059-6978,M,521.0,Peoria,3.0,3.0,Verso Paper,2.0,2005276.0
PTG10411,385228.0,United States of America,O,OH,X,1.0,PTGUSYTUWZVDYGSMMKLNRNDJUIP,1-208-993-8038,M,492.0,Kansas City,1.0,26.0,Vanguard Health Systems,10.0,949077.0
bhv10412,98805.0,United States of America,O,SD,l,3.0,bhvhjokeevkmstgkm,1-588-639-2048,M,347.0,Tucson,3.0,24.0,Mueller Water Products,2.0,96133.0
oon10413,415562.0,United States of America,R,AR,,3.0,oonwtogiyei,1-901-581-2442,S,721.0,Newport News,3.0,65.0,American Greetings,4.0,2202163.0
Xxh10414,441587.0,Canada,O,FL,,5.0,Xxhbejaitvvsfm,1-699-693-3144,S,587.0,Allentown,1.0,18.0,Burger King Holdings,7.0,1028525.0
Exw10415,9627.0,United States of America,O,OK,N,2.0,Exwmmrjqhuic,1-619-613-5731,U,665.0,Mobile,3.0,95.0,Key Energy Services,3.0,3993579.0
BBG10416,233862.0,United States of America,O,Ontario,,0.0,BBGKGQS,1-681-708-9564,S,596.0,Wichita,5.0,71.0,Cincinnati Financial,7.0,1996284.0
FPW10417,334308.0,United States of America,O,KS,,4.0,FPWHZJSZSUVODYIWORSVMAHFLE,1-476-753-5709,,805.0,Grand Rapids,2.0,85.0,Capital One Financial,5.0,3171120.0
xwl10418,161029.0,United States of America,O,SD,,5.0,xwlvhbmmuujzqqsablc,1-311-133-7551,M,809.0,Rapid City,4.0,73.0,Calumet Specialty Products,5.0,2340281.0
Cwg10419,53470.0,United States of America,O,MN,,4.0,Cwgrcdmrbfzmlsvrfpaktnrkzdi,1-906-549-1148,W,649.0,Biloxi,1.0,80.0,International Assets Holding,4.0,2066049.0
Kyj10420,30532.0,United States of America,O,NY,,5.0,Kyjnftszaudleggcvgnyffvpagm,1-524-589-9427,,477.0,Scottsdale,2.0,91.0,SunGard Data Systems,6.0,1083692.0
BLW10421,25972.0,United States of America,O,NH,O,4.0,BLWOWLNMILBCQNKYK,1-999-517-3538,M,573.0,Lowell,4.0,23.0,Masco,7.0,2004942.0
ILU10422,142504.0,United States of America,O,OH,B,5.0,ILUJAZBQFTNHNBVWOHAXBWLIYHQE,1-917-543-3586,S,553.0,Warren,5.0,29.0,,8.0,819322.0
iwu10423,,United States of America,R,VT,,3.0,iwufwdrrlhwnmoj,1-115-454-7047,M,828.0,Elizabeth,0.0,5.0,Gilead Sciences,9.0,1416865.0
Zor10424,176799.0,United States of America,R,NY,U,3.0,Zorwfzosgzgwhpleu,1-067-939-1946,M,841.0,Savannah,4.0,2.0,General Dynamics,3.0,120180.0
Glo10425,218694.0,United States of America,O,SD,,,Glorgioocjsqdod,1-958-298-5821,S,800.0,Fairbanks,2.0,51.0,Amkor Technology,,2281823.0
Afv10426,35119.0,United States of America,O,NV,,0.0,Afvagbpkawwwqdmkfayq,1-923-250-5865,M,517.0,Edmonton,4.0,40.0,Target,0.0,2855023.0
Zia10427,117585.0,United States of America,O,NH,w,4.0,Ziaoqcjbqjeqyiyhb,1-171-725-5237,U,765.0,Louisville,2.0,46.0,Paychex,1.0,3391808.0
xjj10428,288582.0,Canada,O,SD,,4.0,xjjvcmrsdanruwimkzh,1-150-785-4368,S,638.0,Jacksonville,0.0,40.0,Zions Bancorp.,8.0,67395.0
vrx10429,10147.0,Canada,O,Newfoundland,w,5.0,vrxfkcepmfrsovotoncm,1-476-442-7533,S,,Boston,2.0,47.0,United Services Automobile,9.0,3442111.0
RDB10430,41641.0,United States of America,O,DC,p,1.0,RDBQBTVEOWBJGENHWADFHANMIU,1-752-777-4031,M,380.0,Tempe,3.0,7.0,Hudson City Bancorp,9.0,1649692.0
TSJ10431,391424.0,United States of America,R,IL,H,1.0,TSJQVNUKSGSSG,1-115-371-5625,M,847.0,Evansville,2.0,90.0,Priceline.com,9.0,152265.0
Vwr10432,152743.0,United States of America,O,GA,,2.0,Vwrvllqvcfareueiele,1-190-860-4262,U,445.0,Fayetteville,5.0,14.0,Westlake Chemical,9.0,3469374.0
AXP10433,347733.0,United States of America,O,RI,,3.0,AXPWSLWJIJLVHXXSWMZYDHUI,1-378-556-6756,S,357.0,Santa Fe,2.0,71.0,JetBlue Airways,7.0,140492.0
qdk10434,419510.0,United States of America,O,CT,Z,3.0,qdkqpnroetwdk,1-044-151-0978,M,378.0,Pittsburgh,5.0,40.0,First American Corp.,6.0,3132606.0
Vnz10435,178999.0,Canada,U,NM,v,0.0,Vnzcopf,1-500-468-0513,S,,Yonkers,1.0,33.0,Comcast,6.0,617163.0
Djj10436,170619.0,Canada,R,NV,C,5.0,Djjwbyotmwjitdtqj,1-857-347-4606,M,544.0,Mesquite,0.0,27.0,NBTY,3.0,403190.0
Wlf10437,442368.0,United States of America,R,TN,,1.0,Wlfgadyzfirisuxzdhuifv,1-269-222-6002,U,817.0,El Monte,0.0,21.0,Fluor,5.0,993123.0
txj10438,34616.0,Canada,R,FL,,0.0,txjhnstfoezovlaaa,1-109-673-4602,M,470.0,Louisville,4.0,15.0,Cracker Barrel Old Country,6.0,735356.0
Emm10439,219049.0,United States of America,O,OH,,2.0,Emmviwoec,1-442-356-0443,D,821.0,Santa Clara,1.0,96.0,Halliburton,2.0,1322910.0
BDI10440,255269.0,United States of America,O,WI,,0.0,BDINYAF,1-454-240-0915,W,730.0,Macon,0.0,52.0,McGraw-Hill,0.0,3909029.0
Law10441,499588.0,,,Alberta,,0.0,Lawalw,1-630-000-9915,M,781.0,Louisville,1.0,76.0,SPX,5.0,
Ebh10442,303820.0,United States of America,O,ME,t,4.0,Ebhjdgwivyzl,1-549-008-1034,M,345.0,Baton Rouge,1.0,77.0,DTE Energy,8.0,
ZEZ10443,362649.0,United States of America,O,VT,,0.0,ZEZTKIQLMDTGDEZVUU,1-057-297-6062,M,739.0,Escondido,3.0,24.0,StanCorp Financial,7.0,314023.0
Dyt10444,286978.0,Canada,O,Quebec,,1.0,Dyttgskmmkcwovbxosqabobl,,U,519.0,Modesto,1.0,74.0,Sunrise Senior Living,10.0,955190.0
Jtt10445,264611.0,United States of America,O,CO,,5.0,Jttbqcwjuhlwuyhksllb,1-399-310-5467,M,382.0,Lowell,3.0,42.0,Rowan Cos.,2.0,674210.0
QCJ10446,234490.0,United States of America,O,VT,c,0.0,QCJXNXYZQJPMMGGITNHLNSPRTO,1-551-178-2679,M,381.0,Anaheim,0.0,50.0,,0.0,3206817.0
pdq10447,497008.0,United States of America,O,DC,,0.0,pdqhtvhtslhhhjtineoyag,1-815-494-0854,,800.0,Escondido,0.0,87.0,Laclede Group,1.0,1305568.0
sfy10448,431282.0,United States of America,O,Alberta,,2.0,sfydchitxlzaudezumttng,1-605-535-6914,M,703.0,Salinas,2.0,65.0,Union Pacific,,1547543.0
xum10449,130656.0,United States of America,R,AR,Y,3.0,xumtfhoqyjqunxcakgqhsky,1-997-882-5084,U,775.0,Livonia,0.0,44.0,Dean Foods,7.0,2581376.0
Teq10450,118601.0,Canada,U,AR,,0.0,Teqfkgemesmolovoiwycuqiedvilh,1-708-982-8407,W,734.0,Salem,3.0,66.0,Fidelity National Information,5.0,2470460.0
Wna10451,404836.0,United States of America,O,PA,T,3.0,Wnatduekwtkwichjlkgsvzidwyb,1-153-115-2465,M,822.0,Shreveport,5.0,89.0,Fred's,7.0,3028843.0
Ceu10452,468427.0,United States of America,U,Saskatchewan,,0.0,Ceupyqqkrdnvycaiycbix,1-691-646-0674,W,306.0,San Francisco,1.0,3.0,AES,10.0,1477492.0
Ggx10453,442185.0,,O,OK,O,4.0,Ggxkue,1-001-292-3158,M,,Lafayette,0.0,98.0,Simon Property Group,1.0,3242879.0
FHO10454,282469.0,United States of America,O,VA,,0.0,FHOFYXGNWCFK,1-786-668-5284,D,464.0,Anaheim,5.0,53.0,Parker Hannifin,9.0,2946449.0
Rnc10455,13045.0,United States of America,O,RI,,2.0,Rncxgursygsuowstvwwmkogrv,1-914-426-0640,M,355.0,Modesto,1.0,46.0,Family Dollar Stores,10.0,692671.0
bto10456,393038.0,United States of America,R,Manitoba,e,3.0,btogpohibzft,1-320-490-7828,M,744.0,Wilmington,3.0,1.0,Masco,2.0,1596067.0
Jej10457,417904.0,United States of America,O,MD,t,4.0,Jejnxkwpuikc,1-920-476-1894,S,379.0,Cedar Rapids,4.0,77.0,Raytheon,7.0,3498981.0
Nze10458,303311.0,United States of America,O,TN,,5.0,Nzeyqmniftdrtpjhxwoa,1-462-885-6089,M,779.0,Jersey City,5.0,49.0,WellPoint,5.0,1329646.0
Noc10459,416069.0,,O,DC,M,1.0,Nocoeftgxraxidxxy,1-971-127-5937,U,,Baton Rouge,0.0,8.0,,9.0,1012510.0
Low10460,45720.0,United States of America,O,Prince Edward Island,y,2.0,Lowsdpfjylkzqsvv,1-778-748-6906,D,442.0,Tempe,2.0,23.0,Harris,8.0,300874.0
QXX10461,191472.0,United States of America,R,TX,,1.0,QXXBFASXGRUFDAWRJNFUJ,1-646-722-9864,M,447.0,Warwick,1.0,17.0,Polaris Industries,9.0,2588995.0
wja10462,277693.0,United States of America,O,New Brunswick,,,wjabqggdrjgjtsvfptxxuz,1-292-450-9532,M,339.0,Burlington,2.0,10.0,Church & Dwight,8.0,1864152.0
KVX10463,123681.0,United States of America,O,MS,,3.0,KVXETVVCRSABDQYAMYTEIJB,1-168-162-2548,U,369.0,Saskatoon,5.0,11.0,Pepsi Bottling,10.0,1753166.0
dsz10464,346955.0,Canada,O,UT,,5.0,dszeppsq,1-009-878-2716,M,764.0,Hollywood,0.0,17.0,Piedmont Natural Gas,5.0,892466.0
ash10465,449591.0,United States of America,O,Alberta,,0.0,ashyjcqxgtrkxwjbuyulyvtqm,1-668-916-0990,M,552.0,Thousand Oaks,4.0,14.0,Leap Wireless International,10.0,820298.0
Exr10466,282531.0,United States of America,O,Quebec,,0.0,Exriiajacorhm,1-352-195-7073,D,516.0,Minneapolis,5.0,74.0,Interstate Bakeries,3.0,3691811.0
LGN10467,334904.0,Canada,R,MA,,4.0,LGNECMXPWXMSUOJXBCKQLEWCDANMSQ,1-336-295-6618,M,472.0,Oakland,0.0,59.0,Expeditors International,,3022699.0
ADC10468,396256.0,United States of America,O,NJ,I,1.0,ADCMKUDDRPHSEPEVMQUZDRYAVZU,1-252-406-8683,M,599.0,Jackson,2.0,53.0,NTK Holdings,3.0,2966366.0
gjb10469,,United States of America,O,GA,z,0.0,gjbgshy,1-659-207-6264,D,820.0,Fayetteville,2.0,72.0,U.S. Bancorp,8.0,3152210.0
TJP10470,372180.0,United States of America,O,HI,,2.0,TJPQMMNSTJVFSFOEGYQAJILSOQZP,,U,694.0,Rancho Cucamonga,0.0,5.0,Analog Devices,9.0,917067.0
Gxd10471,265501.0,United States of America,O,WV,Y,0.0,Gxdflqjtzvykvzaimvkopbrkckidm,1-266-615-2663,D,686.0,Lowell,3.0,1.0,Avis Budget Group,3.0,2265942.0
EXB10472,153751.0,United States of America,,OH,s,4.0,EXBAOOZCHDHWMPRCSTUDNMPXZNXLOM,1-078-159-1786,U,526.0,Amarillo,0.0,56.0,Ingles Markets,2.0,2249963.0
Uab10473,278860.0,United States of America,O,ID,,2.0,Uabyzjcsuysegklkwrrrcqidq,1-694-724-2982,U,651.0,New Haven,0.0,42.0,Marathon Oil,0.0,892022.0
VMU10474,219172.0,United States of America,,AL,,2.0,VMUPEIRHKZJCJTR,1-537-619-3188,M,586.0,Virginia Beach,1.0,75.0,Weis Markets,3.0,3250265.0
SQW10475,184886.0,Canada,O,WY,K,2.0,SQWIGGHJJ,1-432-253-7865,U,693.0,Montgomery,3.0,37.0,Tenet Healthcare,,
ecw10476,320403.0,United States of America,,NY,,0.0,ecwkbofeehfqcxyjkboerolea,1-203-159-4639,M,837.0,Pueblo,4.0,17.0,Sunoco,5.0,492719.0
