prospect_AgeID,prospect_NuCrCar,prospect_NumCh,prospect_OwORF,prospect_NWo,prospect_LaNa,prospect_FiN,prospect_A,prospect_Ph,prospect_NumCa,prospect_PosC,prospect_CrRat,prospect_St,prospect_Ci,prospect_Ge,prospect_Coun,prospect_In,prospect_MarSt,prospect_Em
Dno12264,0.0,0.0,O,2804105.0,Dnosusenygfhvntfczmwnedo,plpglinchhjmgcprn,,,3.0,Sqixebddwws,382.0,PA,Santa Fe,,United States of America,129028.0,U,Monsanto
SJR12265,6.0,0.0,U,3277048.0,SJRMMXRXJUQLPE,SWPLPVWXYAZZJMWURWIBCOVDFQLX,46.0,1-790-473-6022,0.0,Ybkwyrqqylc,435.0,IA,Fort Lauderdale,,United States of America,48169.0,U,Solo Cup
VTJ12266,4.0,3.0,O,2971203.0,VTJEGMQISJTL,MMKOFNVYPCZYB,68.0,1-505-924-5709,2.0,Ukqlswgvpi,402.0,WI,Mobile,,United States of America,491094.0,M,MEMC Electronic Materials
Gsr12267,7.0,1.0,O,923080.0,Gsrugdz,Jehrprtswwctufkbyit,30.0,1-551-149-8734,3.0,Wtpaszitc,669.0,AK,Boston,F,United States of America,156190.0,U,Gannett
Uyk12268,4.0,4.0,,1005552.0,Uykrwwxekne,ELFPFILXHNKACPYXBG,92.0,1-829-531-2121,,Zoyhxqdwj,438.0,RI,El Monte,f,,210500.0,D,
SXM12269,5.0,2.0,O,1851067.0,SXMCBHDQNLGRMUVTYUCHFFEBND,Tclaovmtpraof,16.0,1-621-209-7389,5.0,mjuol,826.0,AL,Fargo,f,United States of America,253563.0,U,Ball
ZQD12270,10.0,3.0,O,3168123.0,ZQDNLQCUSKIZDO,Xdwkkzxmv,22.0,1-150-322-9590,1.0,yssexxqks,556.0,WV,Iqaluit,,United States of America,38683.0,W,Charles Schwab
ELB12271,3.0,4.0,O,475083.0,ELBTIKLFNWUROCWAMCQCWOFZWMD,Kczopdfsrvey,24.0,1-629-868-1988,3.0,Ujppw,440.0,CO,Pembroke Pines,,,398600.0,S,Int. Business Machines
MQH12272,1.0,3.0,R,1610658.0,MQHRMPHIQM,Bfqqdgx,38.0,,4.0,jagfgcgv,365.0,AZ,Philadelphia,,,33993.0,W,Lennar
wdu12273,7.0,1.0,R,359942.0,wduqelrzmerd,QGHMNRNALUXWRJ,29.0,,1.0,Mknkcfdxtvxx,446.0,IN,Las Cruces,,United States of America,50976.0,S,Iasis Healthcare
Vmo12274,4.0,2.0,O,1436315.0,Vmouirxzvcytoqh,RKWAAZOIBMRLMJXHXR,97.0,1-708-876-4578,3.0,Zkkdjcrrfv,369.0,VA,Springfield,,United States of America,187595.0,M,Embarq
Vue12275,6.0,0.0,O,3850672.0,Vueihgieakfhsgsyszmfevt,iicobahpngbmvigg,64.0,,1.0,Npvabn,436.0,IL,Edmonton,,United States of America,237527.0,U,Cigna
aql12276,4.0,5.0,O,93264.0,aqloptzxvpzvvmpjsp,QFASLQDLVIUKZWT,40.0,,4.0,AMAZPV,358.0,NJ,Bridgeport,,Canada,408665.0,M,PepsiAmericas
Oyt12277,9.0,4.0,,3972112.0,Oytoqmadzkkxptbgeebajh,Iqraukkvbivlawfb,2.0,1-558-144-1963,2.0,TVIEXI,778.0,TN,Moreno Valley,F,United States of America,496385.0,S,Tellabs
oot12278,2.0,0.0,O,1783132.0,oothnsvbyjz,XMVJQUVMMVGCFLYFRS,86.0,1-852-976-8737,2.0,hdxwbvjb,456.0,Ontario,Peoria,f,United States of America,450003.0,U,PolyOne
gqp12279,4.0,5.0,O,2990001.0,gqplc,Krtbsgv,43.0,1-409-332-6355,4.0,Mcikfpfjzj,588.0,WA,Riverside, ,United States of America,467959.0,M,General Cable
SGD12280,8.0,1.0,O,730252.0,SGDFJTQM,frmuslfvamijwhfnfpzapmsycq,80.0,1-622-439-0390,1.0,cjjvfezoq,542.0,NC,Charleston,M,United States of America,320766.0,M,Google
Amp12281,2.0,1.0,U,,Ampdspwvellifloogifomqimjppepe,VHDBHTMRWPUXHQZQJOH,85.0,1-069-057-9363,3.0,FJVIFFQL,806.0,GA,Newark,,United States of America,311474.0,M,Fidelity National Financial
CFY12282,5.0,3.0,O,3371755.0,CFYWBT,kfsmwwcmuapugsrqfvid,73.0,1-226-605-4270,1.0,Qpkbaphf,394.0,CT,Bismarck,,United States of America,244212.0,M,
ERL12283,3.0,5.0,O,488022.0,ERLNHRJZZPDDMFWWAQKTLNK,Vtgsjn,84.0,1-257-713-9986,,zuntqfeswz,550.0,WY,Chula Vista,,,,S,United Refining
ucr12284,3.0,4.0,,1188396.0,ucrfqcdntxgdyqnezipmitdtgv,cyhbwndslrqwfeogugi,76.0,1-934-487-7602,0.0,Frnmausbvb,592.0,WI,Lansing,f,United States of America,115930.0,,Crane
Fkp12285,9.0,2.0,R,,Fkpbeqvmmstzejo,ONVEC,25.0,1-513-685-0381,5.0,FBZXMGP,537.0,MA,Hartford,f,United States of America,328375.0,S,Verizon Communications
Bkp12286,3.0,,O,2185517.0,Bkphyqoxaqwyxudpjhqcnk,itplaccxdlutoogkvok,60.0,1-961-222-9395,5.0,bkoohxjfbcs,707.0,SD,Fayetteville,f,United States of America,253711.0,M,Public Storage
Ntq12287,10.0,1.0,R,1883164.0,Ntqltzzmvbhruhobbhqvuajjwi,Djzainbfyxesjs,65.0,1-619-448-5673,4.0,JZQFHUOJER,579.0,IA,Great Falls,,United States of America,92046.0,U,U.S. Bancorp
hlh12288,4.0,0.0,R,3082174.0,hlhyvevncm,HBWOFOMYEOPGTAVKR,5.0,1-533-282-8485,4.0,LEEHJSHVM,589.0,AK,Casper,M,United States of America,454454.0,W,ON Semiconductor
Cwm12289,8.0,3.0,O,2084740.0,Cwmfpmgkzjmegqpdbtap,Orsfdpftdvhxzeyx,43.0,1-584-689-8226,5.0,Qcswmcg,845.0,DC,Toronto,f,United States of America,166188.0,S,URS
Pgv12290,3.0,0.0,O,305790.0,Pgvkvvrgeshoc,Rfepwfcpvsdjxwjitzctstt,42.0,1-393-407-2621,5.0,mypleijbkcwk,314.0,OK,Fremont,,United States of America,282983.0,M,CC Media Holdings
Ijl12291,5.0,,R,2251427.0,Ijlobglutlxy,DRCPTQWLVKEOOMSZ,6.0,1-564-152-2837,3.0,sfmcw,456.0,WA,Bridgeport,,United States of America,140876.0,M,Avnet
FSX12292,3.0,0.0,O,842057.0,FSXZRUBYZBCK,enmunefhqoqq,4.0,1-261-694-5138,4.0,JQPDPC,661.0,MI,San Diego,,United States of America,241059.0,M,Kimberly-Clark
QHJ12293,5.0,4.0,O,,QHJDP,Aexqopkhzhbvanvnutstjmhczzw,96.0,1-919-832-5314,5.0,knqqlcty,507.0,NY,Tampa,,United States of America,,M,Precision Castparts
KEU12294,5.0,3.0,O,2348382.0,KEUQMPKJDYZDCQHECHIVD,Flebqcdiimoymzb,6.0,1-151-045-9104,,DONNGJG,758.0,KY,Jersey City,F,,194589.0,S,LKQ
Yiw12295,4.0,3.0,O,303969.0,Yiwacybfpkioj,Ktbaxnxggq,90.0,1-718-904-3454,4.0,Ykzao,849.0,AL,Gary,,Canada,55077.0,M,
Lur12296,9.0,3.0,R,426121.0,Lurnducft,Jxocswvadrlshpskdhgv,82.0,1-444-549-7034,0.0,Mfkpy,454.0,MO,El Monte,,United States of America,162651.0,M,J.C. Penney
ocg12297,6.0,4.0,R,739970.0,ocgvatakucum,RJUXBWWBWSKJMUWYFESYSYPLYAJVDW,58.0,1-940-403-4707,0.0,Xfyszm,465.0,CO,Sunnyvale,m,Canada,162804.0,M,Airgas
Mis12298,,1.0,O,944292.0,Misccgsqmoqsj,Vshzpqzer,75.0,1-888-022-5606,3.0,Ppigbuaky,640.0,KY,Spokane,,,179308.0,U,Host Hotels & Resorts
kvi12299,1.0,0.0,O,2697249.0,kvitjosgx,SDEIK,92.0,1-506-023-3346,5.0,Hndwr,304.0,MS,St. Petersburg,,United States of America,210158.0,U,Patterson-UTI Energy
Jbm12300,5.0,4.0,O,2222649.0,Jbmtltdsuirdhxzcl,MTISJKRNLZ,86.0,1-021-542-4665,,Pdckfuswqfi,346.0,Alberta,Fort Lauderdale,,United States of America,415363.0,U,Dover
ZER12301,5.0,0.0,O,468140.0,ZERJPJGXDCHSTAQ,Wzvcttxbf,6.0,1-396-239-9090,5.0,,627.0,Prince Edward Island,Oxnard,f,United States of America,420836.0,U,Advance Auto Parts
Ljd12302,5.0,1.0,O,1950276.0,Ljdhrd,Wntdrpiyiwvlnauphmrnuitg,86.0,1-471-782-7121,,Azrhdiiou,589.0,Alberta,Louisville,,United States of America,485904.0,S,AGL Resources
MHH12303,4.0,0.0,O,1588249.0,MHHJWAIHFTPZKDNFEFIFGRBW,krumuubufpnecymvhdphbytbmngxq,40.0,1-792-206-3227,1.0,Jjshqa,809.0,RI,Mesa,m,United States of America,98539.0,U,Southern Union
Rfb12304,,3.0,O,3853200.0,Rfbssrolobvnuxsnhvkbgyiauwxsol,Iesuziijvhoagkoayb,76.0,1-664-659-5033,0.0,Wgmlben,531.0,New Brunswick,Baton Rouge,,Canada,407049.0,,Flowers Foods
Xwx12305,2.0,0.0,R,3906037.0,Xwxlzehvimskvzjpewbpfcuyjru,DQCGDHFWOAVAWTMMMQMJB,41.0,1-370-183-3719,4.0,AMIQFTSEC,400.0,MO,Dayton,F,United States of America,290262.0,S,Psychiatric Solutions
ehn12306,10.0,5.0,O,,ehnzraspvkgxws,pcxhjbzsakgdyi,83.0,1-331-127-0336,1.0,CALKVQ,324.0,VA,El Monte,F,United States of America,280984.0,M,Cenveo
QQH12307,1.0,4.0,,203616.0,QQHWVRZVMJKN,Jhesnpwowlkq,100.0,1-006-924-9297,5.0,xwurulh,709.0,OR,London,,United States of America,408050.0,M,AbitibiBowater
Dmi12308,2.0,2.0,U,126249.0,Dmixbdgaqkpjsisrszwyfvwrsi,ymlkppdqzisibfhufxdmuqsiv,30.0,1-206-843-3630,5.0,Luhykbau,580.0,ND,Mount Pearl,f,Canada,405529.0,W,First Horizon National Corp.
avn12309,7.0,0.0,O,2622290.0,avnvlx,Yyogeqf,43.0,1-763-778-6828,0.0,Hhxdv,704.0,Prince Edward Island,Plano,,United States of America,126262.0,U,Arkansas Best
Mrz12310,4.0,5.0,O,2529787.0,Mrztvfhytczbtgxkyzk,Npmpmuttydafovajeuofypp,4.0,1-004-494-1059,4.0,PVRJAHFAXVA,502.0,Newfoundland,Fayetteville,,United States of America,98860.0,M,Ecolab
Yto12311,9.0,4.0,R,64952.0,Ytoswnkaxafdciuatdgbfqaaudlyd,jgtpjgjowumxzkh,21.0,1-030-182-9671,1.0,lxzhfhllc,457.0,DE,Vancouver,,United States of America,37350.0,U,
WYB12312,3.0,4.0,O,3764339.0,WYBJQZUDJFBLOSTFIVTP,Sfslbqkbeiwoh,50.0,1-758-089-6196,4.0,LEVPWW,508.0,CA,Frederick,,United States of America,230290.0,S,News Corp.
TQA12313,7.0,0.0,O,,TQAYQWCANJXPPDBB,uzegaonaehcldsblqykjdnafw,20.0,1-013-070-2029,1.0,Bskzwysi,531.0,ID,New Orleans,,,119956.0,,Publix Super Markets
Mpa12314,3.0,3.0,O,3880644.0,Mpajjadijftvchjdwiilqvtz,Xmwgpzpzjmoquzbevf,56.0,1-632-661-7161,5.0,YGHKCCHW,,KS,El Paso,f,Canada,164589.0,U,Land O'Lakes
qow12315,10.0,0.0,O,3926126.0,qowlptsmqqmodnifxvmoaujxennbua,aouaqoaryufczdc,76.0,1-370-978-8638,2.0,RIROAXTLPTUR,,MD,Huntsville,M,Canada,182678.0,D,Delphi
Oxj12316,10.0,,O,3417605.0,Oxjhhsrfnkqjsqctpvvp,LJZIUSEBTTJILMCCL,92.0,1-138-404-1013,0.0,Ykmpul,304.0,RI,Jacksonville,M,Canada,351317.0,M,Lithia Motors
ckl12317,2.0,2.0,O,457926.0,cklrhddldhjotog,LJIWRMBMHUXG,26.0,1-248-361-8642,1.0,Xxctzi,817.0,CA,Las Vegas,,United States of America,160175.0,S,Buckeye GP Holdings
Prl12318,7.0,5.0,R,2935217.0,Prlrmc,PMNNOMSTLFCNRQUDGIVOAOAHUQCTS,12.0,1-671-685-3427,4.0,dcvdjkuqtwt,353.0,WA,Hampton,,United States of America,294533.0,M,
CUV12319,,0.0,O,934777.0,CUVWAXACTHGTESFGIZDAIFGTIULBKI,Zcdimmpyudwvnbbssucydpxmrdpq,74.0,1-394-717-9998,4.0,Bpzqorlwot,741.0,ID,McAllen,m,United States of America,97846.0,U,International Paper
Ysp12320,,3.0,O,3701481.0,Yspuopswhn,hifwjcuyafkwralv,25.0,1-145-829-9708,4.0,Ipbwyxwn,655.0,KS,Idaho Falls,M,United States of America,335004.0,M,Freddie Mac
Fks12321,5.0,5.0,,1637670.0,Fksolknigjfcoaqzwxvirrzdjsg,ITHURFPAGAIBGAAPDK,8.0,1-357-287-8080,,Asapxipt,769.0,Prince Edward Island,Escondido,F,United States of America,146440.0,S,Priceline.com
Ghd12322,,2.0,O,2335832.0,Ghdftq,Kvjrpkkibkbhofchuzefehqor,23.0,1-284-247-9149,4.0,Smydtaabhcrp,633.0,VA,Mesa,M,United States of America,316315.0,M,
Qlo12323,0.0,2.0,O,3956551.0,Qloxwpgatfrflfatkrzolvbpnpyv,Kesnujgzhvfijhgiboldqilscau,43.0,1-413-399-2535,5.0,feaapvyubl,,WI,Rochester,,United States of America,329949.0,U,Boston Scientific
JQG12324,2.0,5.0,R,3483920.0,JQGNTKZDRTMOG,QLMPOEVZBASCVVTWHOBBV,33.0,1-823-570-8842,5.0,hcelekrdcjry,626.0,MD,Montgomery,,United States of America,449560.0,U,Guardian Life Ins. Co.
Qmw12325,1.0,2.0,O,1518520.0,Qmwmxkyqqycmqtnlnhmsfrfbeou,PMKLTBSNEWSOOUROUAWNYTGXTQTRB,69.0,1-591-654-1502,1.0,mkyelsv,770.0,AL,Fort Worth,f,United States of America,12309.0,U,New York Times
Jol12326,3.0,5.0,O,3226297.0,Jolkvnjhdknadenwbs,nkrienwtmhzxxs,60.0,1-404-280-1115,4.0,Rbaprd,361.0,VA,Huntington,,United States of America,212767.0,W,ENSCO International
Txg12327,4.0,1.0,O,641413.0,Txgxfohageof,korotn,27.0,1-688-267-9579,2.0,Vpkvxwzgkact,640.0,AK,Oklahoma City,,Canada,67204.0,M,Norfolk Southern
Jnx12328,1.0,3.0,,1189583.0,Jnxfe,KZEFOWHAO,21.0,1-532-620-4621,0.0,hoigldk,775.0,FL,Jacksonville,,Canada,89239.0,S,Yum Brands
Ktf12329,10.0,2.0,O,2637883.0,Ktfcxtusfyqlsqrfus,Okcautpfalcksjcpwtedma,73.0,1-088-509-5188,0.0,kwwvriqx,549.0,UT,Lansing,,United States of America,232462.0,U,Crosstex Energy
rwt12330,9.0,0.0,O,2987017.0,rwttwbmwlofsyspdhvhekhkssaxanb,HAYSOANHSDRNTCVSMLCPSONBAMVR,99.0,1-102-532-7926,3.0,TVJYZ,818.0,KS,North Las Vegas,,United States of America,144710.0,M,Apollo Group
Dwn12331,1.0,4.0,O,623033.0,Dwnmbglahmqdepusrbteguepet,AZYZDHRDCZGXVBWVBM,100.0,1-526-411-8040,,pcbubinmrht,720.0,MD,Huntsville,F,Canada,276109.0,U,FedEx
FEQ12332,10.0,4.0,O,1763040.0,FEQWDETZZHVCS,Tdsoerao,13.0,1-606-362-0155,5.0,igvxfvw,486.0,CT,Hilo,,United States of America,102687.0,U,Icahn Enterprises
kfq12333,6.0,1.0,O,2412526.0,kfqvdbmaorgialrpvuioj,MRPIUYTIJVZIUTHDSSLPWTCQ,9.0,1-376-354-6327,5.0,Gzmpkexi,614.0,SC,Baton Rouge,,United States of America,286230.0,S,Source Interlink Cos.
WAQ12334,5.0,5.0,O,1967771.0,WAQLYSMVZN,Kqmdbwlivxbfoadttnxz,40.0,1-994-456-3763,1.0,ojelbn,616.0,NC,Charleston,,United States of America,374311.0,S,Sun Healthcare Group
Yyq12335,2.0,,O,3926121.0,Yyqzkqrkwljvqhqtzvoolqksezk,Ppxjcmbsundhyjvexf,11.0,1-451-246-5046,4.0,fmpgrqjhn,581.0,CA,Durham,,,340354.0,S,FMC Technologies
jpi12336,4.0,4.0,O,3507757.0,jpiercitwbmlqjrmxju,Anejs,59.0,1-071-040-9433,5.0,Emwooe,592.0,SC,Mesquite,,United States of America,391742.0,,Northwestern Mutual
TXS12337,9.0,0.0,R,1189997.0,TXSHCSDX,Qxrdpgnoutlnkadeq,65.0,1-777-537-6703,3.0,IKKRWSLKGQ,532.0,VA,Tempe,,Canada,234033.0,S,Dick's Sporting Goods
Wzq12338,3.0,4.0,O,,Wzqjpvffwivslntflmnptdnm,Gdipizcexjtbmenpvtehebtwltsjhj,16.0,1-456-828-2283,0.0,IOCJG,367.0,Nova Scotia,Oshawa,,United States of America,77427.0,M,Cracker Barrel Old Country
Zoq12339,3.0,0.0,U,1118649.0,Zoqyuscp,Vjpsmdxcfdgyejzgrq,4.0,1-376-399-5665,0.0,FXQWEWLGAOEF,429.0,MS,Vancouver,,United States of America,172000.0,D,D.R. Horton
YBB12340,5.0,0.0,U,1333706.0,YBBVAAKXTENFQSASL,uirvtpykxpstnuybrnmd,66.0,1-368-057-7078,,UIUPOIYDGGBW,384.0,NH,El Monte,,United States of America,91479.0,M,State Street Corp.
Qoi12341,2.0,0.0,O,,Qoits,Vsaahurlpmhuegssyojhxlpyrpzm,94.0,1-860-372-0824,1.0,ZODFHIRBAGM,561.0,RI,Dawson City,,United States of America,465301.0,W,Equifax
Seu12342,2.0,,,2710824.0,Seuqozk,WILPKGVKWSS,33.0,1-021-429-1355,3.0,Rmlamzvq,777.0,KS,Cheyenne,m,United States of America,187951.0,M,Urban Outfitters
Amj12343,1.0,0.0,O,219055.0,Amjctwnyfub,Uczdmjjet,0.0,1-065-885-3472,4.0,SBUJM,,OH,Grand Prairie,M,United States of America,329347.0,S,Oneok
Udk12344,9.0,1.0,O,1564393.0,Udkcpwc,Uzagiyuprdsdvxobkrli,78.0,1-064-681-3668,2.0,Csblvuodtld,619.0,DC,Fullerton,M,United States of America,395829.0,M,Avnet
xax12345,2.0,0.0,R,372900.0,xaxbdgycowuigobgsxksrhmcxdu,UPNXMAPJZSMASMMOOODPUEJPJTOHDU,18.0,1-156-133-8390,2.0,AQPVZNWZBA,720.0,DC,San Antonio,,,182499.0,S,Hanesbrands
Reh12346,2.0,4.0,R,475767.0,Rehdaubkilu,Doymbabesfhkmedvr,7.0,1-033-843-1781,2.0,Ijyuumn,785.0,IA,Fayetteville,,United States of America,390516.0,W,Terra Industries
Biz12347,6.0,3.0,O,2231232.0,Bizbmjegzgvwkuvpkrgaulriseexdl,Oqhddebvprlpbohvsq,58.0,1-658-506-7867,0.0,uprxmlrmh,830.0,WY,Elizabeth,M,,219352.0,,Guess
HLG12348,10.0,2.0,,1876944.0,HLGNNSPUBSCAV,Hwqbwwgtshddjikufplhptsnasq,52.0,1-564-816-7458,1.0,Luonuot,599.0,CT,Cedar Rapids,M,United States of America,201633.0,M,Arrow Electronics
Hht12349,3.0,4.0,R,3644601.0,Hhtlusdgwqijbecehpmuermlhuji,PFSCRXQKVMRHW,25.0,1-271-319-4927,5.0,PSLXNT,367.0,MD,Orlando,F,Canada,265623.0,M,Verizon Communications
Nbw12350,2.0,0.0,O,3532868.0,Nbwunq,Dirzdsvn,2.0,1-689-967-3402,,kraliogismd,468.0,AL,Berkeley,F,United States of America,273768.0,M,XTO Energy
Kcr12351,8.0,4.0,O,943201.0,Kcrybioqnr,vxqnbofycgkiaj,6.0,1-627-690-5332,5.0,vrstcf,,IN,Frederick,f,United States of America,349125.0,S,Live Nation
nfn12352,6.0,0.0,,3621543.0,nfnofqdbhvpveoacsc,Nqpezukmhpqfvxesm,14.0,1-078-269-4827,,YZMSGBOIVC,559.0,KY,Santa Fe,,Canada,49634.0,M,BlueLinx Holdings
lej12353,7.0,3.0,O,1437447.0,lejuppqyvdutxvxieoezhvvdyx,WVTKPSQ,85.0,1-981-819-0226,5.0,OURBCX,438.0,UT,Vancouver,F,United States of America,397349.0,M,E.W. Scripps
Dkh12354,2.0,4.0,O,1855555.0,Dkhjfgwjogetdl,zigzdeydgaxsawftuu,88.0,,2.0,Glzqu,673.0,RI,Jacksonville,F,Canada,487256.0,U,Kimberly-Clark
Jmu12355,6.0,1.0,O,608023.0,Jmuffbuuyyilww,zroxxdfin,89.0,1-869-240-7368,3.0,BJZJOPEJTD,515.0,CO,Corpus Christi,m,,134758.0,U,Alliance One International
UET12356,2.0,4.0,O,3844035.0,UETHMGVNVGKKFIWE,Nhtbcugpiktuzrqcfl,85.0,1-005-825-0378,3.0,Uscqjgtn,622.0,WV,Wilmington,m,United States of America,138928.0,M,Marshall & Ilsley Corp.
HBD12357,5.0,2.0,O,760980.0,HBDXKL,athixgspqttjeotrukxbghvasedrtx,28.0,1-550-232-7095,5.0,Yhocsmd,450.0,MD,Bellevue,F,United States of America,468204.0,M,Weyerhaeuser
CVP12358,4.0,2.0,O,1447499.0,CVPYJVMILBGZAQAUTJOER,Lipngrhxiaptwsnsryzbobfdxg,50.0,1-441-183-0203,4.0,Ivfut,322.0,NC,Warren,,,366485.0,U,Total System Services
Crt12359,3.0,4.0,R,3638596.0,Crtiqeneghioe,XZDFDACNBEPXVNXFTUUGVB,38.0,1-722-499-0904,1.0,Rotxrrmgdvu,320.0,PA,San Diego,,United States of America,421887.0,M,Catalyst Health Solutions
Wpb12360,6.0,4.0,O,,Wpbmybggnwly,Xvrvokyj,95.0,1-053-812-0000,0.0,Tuycfjiqoadz,517.0,TN,Garland,,United States of America,303550.0,M,Bucyrus International
Rxl12361,1.0,2.0,O,1948905.0,Rxlecrkxhjohslmzrzmkcjn,Uizoeqlhvoyputpyxtugkhc,43.0,1-342-699-7081,1.0,AEOJZL,847.0,WY,Long Beach,,United States of America,385748.0,S,
Lrr12362,6.0,0.0,R,304815.0,Lrrewkquvs,gtcmkmtoxzpnhlnfo,25.0,1-229-296-6636,4.0,Ftcpjpmbisg,377.0,WI,Yellow Knife,F,United States of America,275089.0,M,Goodrich
Bfb12363,5.0,0.0,,558307.0,Bfbfkiclawslqrpqpryjaw,JIGRDOPOXTCYBTTEWWWYBJ,15.0,1-343-075-0765,5.0,XOBMLYPREU,640.0,NM,Santa Clarita,,United States of America,,U,Patterson
gpu12364,4.0,1.0,O,3234886.0,gpuzvvihxpsmfvxdvfvef,Hpvtxskyyewoltlhiiyepgohfmkru,48.0,1-895-511-6738,4.0,Ejyssq,562.0,OK,Peoria,f,Canada,79502.0,U,National Semiconductor
Ymp12365,7.0,2.0,O,,Ympheievd,Cmhsyjkkyv,60.0,1-014-076-7861,2.0,boekodks,795.0,MO,Baltimore,,Canada,184945.0,M,Macy's
qxf12366,10.0,1.0,O,2773715.0,qxfspb,QUWKWIRORCPWCULFCGBXBMLIXSNMWM,27.0,1-957-233-0645,4.0,PCUVVL,786.0,Quebec,Corona,f,Canada,232156.0,S,Amerigroup
MIT12367,3.0,2.0,O,1110617.0,MITAROPXQQWLQOVACLXQTZBMUKXJO,Hnjvph,69.0,1-149-424-0447,2.0,,755.0,AK,Glendale,F,United States of America,89307.0,,PharMerica
Tjw12368,,3.0,O,621973.0,Tjwjdgejptthus,EREZORHSQMWIQ,,1-352-408-0065,1.0,bzeewf,343.0,UT,Pembroke Pines,M,United States of America,135666.0,U,ArvinMeritor
Noh12369,,5.0,O,1623310.0,Nohroawabnikijp,Sivkkweqpyiuptazbejoymciqlsswr,68.0,1-739-817-4187,0.0,Wnyecu,602.0,CO,Raleigh,,United States of America,323531.0,M,ServiceMaster
Spc12370,6.0,1.0,O,776607.0,Spcodxaweheidtrg,Qauyrruvaszarsm,46.0,1-324-156-5529,2.0,Grcps,821.0,NH,Moncton,,Canada,339361.0,,Hasbro
igo12371,5.0,3.0,R,2625256.0,igojjqaufwtuuwkbdutbbgwimcm,Xjkomktkvfnlmbpegvsmozorx,93.0,1-266-320-6902,,JVDLOMALMV,459.0,AZ,Shreveport,M,United States of America,423104.0,D,American Express
uzz12372,6.0,5.0,O,3043190.0,uzzfwdgkzcfkgspzlr,jjoejmnjciqphogemuqzgfxlyix,46.0,1-357-350-5117,2.0,Snclhefpg,381.0,KS,Santa Rosa,,United States of America,44160.0,S,Verso Paper
owt12373,,1.0,U,99348.0,owtzvzaxbcumcxfvetxmmd,crdxqblkslqcjulzfrejfcw,,1-802-031-7820,4.0,JAKQDRDV,590.0,IN,Jacksonville,F,United States of America,70979.0,S,
Ild12374,3.0,5.0,O,3510081.0,Ildqhogrrfcsm,Cbakfkatjqwpnl,62.0,1-541-114-9961,0.0,Ojxghfltaj,791.0,HI,New Haven,,Canada,277820.0,U,Assurant
PFB12375,6.0,0.0,O,853025.0,PFBWURMPNBFP,Zettvip,24.0,1-279-756-7413,1.0,Rhmiidbwcux,478.0,AL,Edmonton,f,,86177.0,M,LandAmerica Financial Group
blg12376,8.0,4.0,U,2285622.0,blgcxpxtlpmegitcuwlicwince,IMOJWHIRQAWBL,9.0,1-403-537-6350,5.0,Butstuo,676.0,KY,Las Vegas,M,United States of America,205337.0,M,"Toys ""R"" Us"
Bnr12377,1.0,5.0,R,549301.0,Bnrjtmuozfubcr,PZLFZRIBEGIMBZPUDMFZLD,74.0,1-636-886-1002,0.0,HLRSLO,807.0,AR,Salem,f,Canada,,W,Enbridge Energy Partners
SLS12378,5.0,4.0,R,3029297.0,SLSUTSPQJF,Glniufudp,23.0,1-666-885-8284,3.0,Uvwpqjrl,546.0,ND,Fort Wayne,m,Canada,155551.0,M,Clorox
ELV12379,2.0,,,3389391.0,ELVKI,Hdjhjpmjpdvbbngefbuvi,98.0,,2.0,QPHSBQQD,842.0,Saskatchewan,Seattle,f,Canada,,M,Pacer International
WHJ12380,6.0,3.0,O,,WHJOQJCHAKAWGPJPV,APBHBMURWBRCDXAKLDC,1.0,1-531-384-7290,3.0,Evcuijautmhz,337.0,AK,Berkeley,,United States of America,,S,Deere
Ezu12381,6.0,5.0,O,446365.0,Ezucjdpanbooxfotopbhkwtwwrmwyw,igbnale,34.0,,5.0,Irlevvp,374.0,ND,St. Petersburg,,United States of America,372517.0,U,General Dynamics
Fdz12382,1.0,3.0,O,3767300.0,Fdzbxk,Qrkqvpeblmjvcjtqcjfzto,99.0,1-751-601-1791,1.0,WFDLLOHMC,497.0,MA,Missoula,f,United States of America,270701.0,S,Apple
BOZ12383,2.0,0.0,O,752869.0,BOZIQIZVSGHANCP,OZWYWXG,87.0,1-596-454-7271,1.0,lzxic,728.0,MN,London,,United States of America,322871.0,D,Fastenal
ula12384,1.0,5.0,O,3299323.0,ulatwdogwuwmucwp,LYOBFKWYNWHSSGIGNCUN,38.0,1-464-722-1476,1.0,THLELMIIOPSO,446.0,HI,Mesquite,f,United States of America,193123.0,M,Regal-Beloit
Eio12385,4.0,2.0,,1687635.0,Eiohhquxkqou,JUTTNYQTPDWHGCRI,47.0,1-260-886-5844,2.0,Tvrenwds,362.0,Ontario,Denver,F,United States of America,139131.0,M,Commercial Metals
RNW12386,5.0,4.0,O,493499.0,RNWOJCWXQDBGNFUVHINOHY,Pcnevmpjccvjjaywpkkbjnhufabs,33.0,1-126-576-6517,1.0,DGDMZE,558.0,NH,Richmond,,,389575.0,D,RSC Holdings
iqc12387,0.0,0.0,O,1524819.0,iqcguivcobomouakccaszdx,Vyutrlsflfugf,18.0,1-310-382-7239,5.0,KZOKZGON,737.0,CO,Warwick,f,United States of America,124757.0,M,Acuity Brands
Uvu12388,2.0,3.0,O,799865.0,Uvumwnscwznsbqmulxchbzqhpw,Jgguaomvqonqunkeworeobwsdc,54.0,1-973-649-2770,5.0,Preofaasp,423.0,IA,Charleston,,United States of America,187241.0,M,Franklin Resources
