gncd,crdtrtng,g,nmbrchldrn,mddlntl,frstnm,phn,ncm,nmbrcrs,mrtlstts,wnrrntflg,mplr,nmbrcrdtcrds,ntwrth
Upq12691,644.0,52.0,1.0,,qxchsdmamoizrpibosufwqdioy,1-132-694-5945,182061.0,0.0,M,U,Duane Reade Holdings,9.0,1403297.0
GMB12692,787.0,38.0,4.0,B,Uwjorelmlgjprdokxyoxeh,1-323-166-5431,425074.0,3.0,S,O,UnitedHealth Group,4.0,2960380.0
pnz12693,847.0,70.0,0.0,,hrjwyvczmeijfhgkaxerlbcgyveurp,,63781.0,,U,O,Constellation Energy,0.0,472668.0
IYT12694,375.0,63.0,4.0,Y,Jbjgjrzreya,1-782-140-0745,315743.0,5.0,U,O,State Farm Insurance Cos.,2.0,2767831.0
gck12695,696.0,26.0,2.0,S,Btzinnhti,1-524-316-5048,167074.0,1.0,M,R,Sanmina-SCI,5.0,1995301.0
qil12696,682.0,98.0,0.0,,NMHFCDDFGWKOQLSYGSP,1-305-061-2720,413027.0,4.0,W,R,,1.0,1349377.0
Hvg12697,660.0,46.0,5.0,,Habilsk,1-100-031-3414,,5.0,M,R,Eli Lilly,2.0,2818087.0
zpn12698,510.0,86.0,4.0,,Vtmkxegxwb,,497937.0,1.0,M,O,Benchmark Electronics,9.0,210243.0
kiq12699,841.0,89.0,3.0,X,JZNKEBAGVUIMOCGRXXWDT,1-998-229-5738,248226.0,5.0,M,O,Mettler-Toledo International,6.0,2718213.0
VCM12700,643.0,57.0,4.0,,ZIBZJUMFWBAFCIKLHTGDYYVGDCBCAO,1-493-368-7186,377629.0,2.0,M,O,United Parcel Service,1.0,2849177.0
blf12701,440.0,78.0,1.0,,lqpmasgluptkd,1-832-706-7734,10679.0,1.0,M,O,Great Atlantic & Pacific Tea,7.0,1549264.0
UIJ12702,594.0,65.0,5.0,e,Ncjadalfpdiyl,1-799-080-2013,192767.0,1.0,W,O,Dr Pepper Snapple Group,4.0,1496844.0
Lzk12703,547.0,55.0,0.0,,FZOILOCPSEQMCHJHBKKIODFHUKZJO,1-438-828-7751,290016.0,4.0,D,O,Interactive Brokers Group,7.0,678317.0
wuu12704,633.0,27.0,1.0,,QWAAREQEFEEXEVCNMUCVUPUZNU,1-067-329-8920,67982.0,0.0,M,U,Roper Industries,9.0,105179.0
QJQ12705,,100.0,4.0,r,Zveskxdpnuymce,1-959-538-9334,387876.0,3.0,S,U,Psychiatric Solutions,9.0,684657.0
TJU12706,,47.0,3.0,h,Bqmqqundy,1-678-711-5694,93790.0,0.0,S,,Int. Flavors & Fragrances,,2361504.0
Prl12707,685.0,7.0,2.0,w,Epyomfhzgqjqltpnmndvwcqhjma,1-663-932-5385,444030.0,5.0,U,U,,7.0,2052489.0
YHN12708,360.0,,1.0,C,DDEXPNRBYEWKCEHA,1-519-019-6128,405013.0,3.0,M,O,Newell Rubbermaid,8.0,3078634.0
Tgg12709,470.0,95.0,2.0,s,Ojvjbapmnvabgbosaiw,1-936-318-0658,360475.0,2.0,M,O,Holly,9.0,3038032.0
Tqr12710,759.0,41.0,4.0,M,ocvhuetb,1-745-032-6887,498874.0,3.0,M,O,Bucyrus International,5.0,2330428.0
Avc12711,545.0,2.0,1.0,,duhwlbf,1-332-869-0801,229234.0,4.0,U,R,Continental Airlines,10.0,3308566.0
Rgd12712,776.0,77.0,2.0,,nlvitipswaxefbwzh,1-304-071-1032,89874.0,3.0,,,AptarGroup,5.0,3388085.0
cxe12713,379.0,58.0,3.0,y,Rkuxt,,286267.0,2.0,S,O,CACI International,1.0,2886502.0
xko12714,335.0,43.0,1.0,M,Epkrveivcevncovguvdysd,1-553-727-9484,,2.0,D,O,Century Aluminum,2.0,1796249.0
Spj12715,320.0,61.0,0.0,,uwqjbvh,1-661-937-1136,208694.0,5.0,D,R,Gilead Sciences,3.0,2068390.0
pdn12716,472.0,47.0,0.0,,IVUJSLPNSCXREGPPHFCXORZ,1-210-588-5823,208792.0,1.0,U,O,Frontier Oil,3.0,3240543.0
LFJ12717,744.0,5.0,2.0,,Dtrrkvekxbonglfuqfhmpsbnv,1-895-290-9338,480968.0,5.0,U,R,Benchmark Electronics,1.0,2019533.0
XQN12718,662.0,67.0,3.0,,Jrxmkxuk,1-350-832-7066,64656.0,3.0,,R,MetroPCS Communications,2.0,1306688.0
Rrh12719,805.0,31.0,0.0,,UWXLRQFQHEOQXOALCIUGSYGVTVCXFF,1-744-027-9877,3353.0,1.0,M,U,Laboratory Corp. of America,7.0,
Gru12720,,0.0,,,tmwcqmefn,1-196-001-0723,180918.0,,S,O,Cimarex Energy,1.0,2709484.0
Xkl12721,576.0,23.0,0.0,,Udoiqzoq,,221425.0,0.0,W,O,Enersys,9.0,90630.0
Lcg12722,809.0,97.0,2.0,,Rgloqpbgbqaasmodxpwseztw,1-235-220-2577,143235.0,4.0,M,R,World Fuel Services,1.0,128206.0
VCQ12723,830.0,74.0,1.0,x,pfuarefoligsjcmtaghesp,1-683-595-4847,325005.0,2.0,,O,Hawaiian Electric Industries,2.0,463510.0
WXE12724,624.0,81.0,2.0,,btfgdko,1-145-843-1463,146854.0,2.0,U,O,Children's Place Retail Stores,10.0,1158961.0
Kzq12725,303.0,3.0,4.0,,pmahueafkkbjj,1-134-930-0241,70684.0,3.0,W,O,Administaff,4.0,1656178.0
Bcr12726,337.0,45.0,2.0,,OLAWHVUQJBFPPMKDWBKWJV,1-837-165-1804,71920.0,1.0,S,O,ConocoPhillips,10.0,2373768.0
MEZ12727,418.0,,0.0,S,Tbryjtljsq,1-341-891-6276,,2.0,M,R,Kelly Services,5.0,3672224.0
jnp12728,700.0,,3.0,,Bnkzsstawvjfwxoekhodnzfmmiaav,1-034-953-2553,22804.0,0.0,M,O,Unitrin,2.0,2519490.0
Ehq12729,589.0,3.0,4.0,,Ykhjkitlavkg,,170476.0,3.0,D,O,Union Pacific,5.0,2409054.0
Etz12730,822.0,29.0,1.0,Q,Covfptmwhgwhidjcrooavgjyffnjj,1-954-805-8129,443935.0,4.0,U,R,Cliffs Natural Resources,5.0,1891394.0
hop12731,327.0,,3.0,X,Burdgrrfwy,1-244-947-8549,38784.0,2.0,S,O,Chiquita Brands International,6.0,1271315.0
FOW12732,468.0,16.0,5.0,N,qehljlc,1-695-380-3765,261650.0,,U,R,,0.0,2492456.0
Ewc12733,770.0,60.0,4.0,R,Wfafvvswtsrdbaefkvcp,1-495-934-0755,27589.0,1.0,S,,Baxter International,8.0,2414960.0
DWL12734,371.0,98.0,0.0,i,Xvbjpnprvxtkqxqfv,1-803-861-2066,269140.0,5.0,,U,Virgin Media,6.0,1962531.0
Nhl12735,467.0,28.0,3.0,D,Vqxodvjfju,1-006-840-4038,68029.0,5.0,M,U,Susser Holdings,8.0,1652119.0
Bef12736,652.0,80.0,5.0,J,Yrucxadpttbnechqqvkmsbyggljtm,1-921-513-2121,234504.0,2.0,M,O,,9.0,291940.0
Dui12737,423.0,8.0,1.0,,tkjvfddcgxgxrucubxalvtrccfuba,1-489-570-1877,251827.0,0.0,M,O,United Technologies,6.0,2109127.0
Wgg12738,797.0,92.0,4.0,G,XTEOHPNJGYDPIUDG,1-910-449-9486,324957.0,3.0,M,U,Juniper Networks,3.0,1396116.0
CMA12739,412.0,14.0,0.0,A,LCHBSHVIUFJHM,1-987-972-3744,408152.0,4.0,M,O,T. Rowe Price,1.0,3427264.0
Lly12740,368.0,12.0,1.0,,QNGROIJWBLLE,1-974-201-5222,343684.0,1.0,M,O,Hill-Rom Holdings,6.0,1389496.0
qmd12741,,16.0,3.0,,cldhliizryiuv,1-981-576-6270,178944.0,1.0,S,O,Atmos Energy,2.0,2006655.0
UOC12742,539.0,45.0,5.0,I,Ibbcaaonfcyqkqdg,1-954-228-1242,453130.0,0.0,D,O,Publix Super Markets,0.0,2842747.0
wdi12743,,9.0,4.0,X,Kkfwqerauruvvqvjfytaecvnhijy,1-069-044-3794,255294.0,4.0,M,O,Union Pacific,5.0,3979196.0
Yuz12744,432.0,76.0,5.0,J,OFSRITZDP,1-359-043-9483,333377.0,2.0,U,R,Men's Wearhouse,9.0,2976882.0
tze12745,,46.0,0.0,,Fpaqsgjwsbrqpummmficaesejtve,1-216-121-5349,207260.0,,M,O,CSX,7.0,1475651.0
ayo12746,761.0,24.0,3.0,t,Kfphjusfbtczdohl,1-198-655-4742,259571.0,1.0,S,O,Mueller Industries,5.0,1667054.0
Bnm12747,,17.0,1.0,s,YNMXZAONNZDYUQRQXLFNPOM,1-913-563-2439,477142.0,4.0,S,O,BMC Software,1.0,3019806.0
snt12748,761.0,63.0,5.0,,Qaxbnkejhxmhqtlxmknm,1-310-386-0831,158232.0,1.0,S,O,Dole Food,8.0,3688877.0
uts12749,480.0,0.0,3.0,L,Hrrdtuorr,1-932-771-2566,302008.0,0.0,M,O,Dean Foods,3.0,965025.0
Wov12750,629.0,78.0,1.0,,Iojnwgwbzfhidimszkt,1-376-193-7039,468591.0,2.0,U,U,PSS World Medical,4.0,1963612.0
DEJ12751,594.0,95.0,2.0,,Ugxscyjl,1-006-418-3311,148499.0,5.0,S,O,Zions Bancorp.,10.0,1363035.0
Bsd12752,,19.0,5.0,k,jvnvhlartkwjjqmerbepezxgqskhb,,233574.0,2.0,U,O,Snap-On,0.0,2901258.0
Avp12753,594.0,36.0,3.0,,Yxxoatrwjamdigmtik,1-164-508-3988,404865.0,0.0,,O,Bank of America Corp.,0.0,705059.0
IDD12754,506.0,93.0,5.0,,Ixchidhdidaic,1-035-779-1091,214145.0,1.0,S,O,Graham Packaging,6.0,2791193.0
Uwy12755,729.0,52.0,3.0,,CLEGVNWBRSHWVOVOABX,1-292-221-2035,24681.0,1.0,W,,Eastman Chemical,0.0,3812048.0
Lgm12756,640.0,67.0,3.0,h,VTLJFSBMCFFQQYHGAIACY,1-208-169-1114,330749.0,2.0,S,O,Dell,9.0,2962749.0
Tvx12757,468.0,38.0,2.0,L,OGMVKPBYOBPOWFY,1-435-618-6208,164153.0,0.0,M,O,Airtran Holdings,5.0,2495409.0
xgt12758,471.0,68.0,2.0,,SYGDORCOTKZIHYTXFNMECW,1-716-634-5947,268255.0,2.0,M,O,Verso Paper,8.0,2326724.0
Qbk12759,565.0,29.0,4.0,I,Nyprsqcmdpvtwrdnygjlggsa,1-543-756-1895,280171.0,1.0,U,O,Moog,9.0,2376817.0
ZQT12760,670.0,77.0,4.0,,Gyitg,1-209-813-9558,458654.0,2.0,M,O,Complete Production Services,5.0,3586237.0
LFK12761,705.0,57.0,3.0,,Otzcevervjmx,1-668-654-9009,267700.0,3.0,M,,Eastman Chemical,6.0,2982659.0
tqn12762,499.0,2.0,1.0,,Zzphros,1-177-983-9264,209935.0,4.0,S,O,Ingram Micro,10.0,1636130.0
Coh12763,557.0,14.0,2.0,,MICKKMMUMMMWTUEOTDXSDVCZPWFHGR,1-613-095-0102,154622.0,0.0,S,O,Rowan Cos.,9.0,1832841.0
CXG12764,556.0,70.0,5.0,,Dsanlvrzkctcsekvwrad,1-821-587-5082,227526.0,4.0,S,R,,1.0,225911.0
Ayl12765,807.0,,2.0,,Mkplmvpixduynufditjhau,1-209-511-6391,248490.0,1.0,D,R,Brinker International,,735034.0
DGO12766,796.0,41.0,,,JWEDZJOEIFIDQTQ,1-369-310-4013,250533.0,3.0,W,O,Solutia,4.0,2233050.0
WVC12767,303.0,35.0,1.0,z,Ztzllrziwscuppvyzwfmwbyz,1-613-835-4312,322757.0,2.0,M,O,RadioShack,9.0,1655028.0
KDB12768,341.0,56.0,5.0,,Tjkmsusgudupuqz,1-493-632-6618,36959.0,0.0,S,R,Fastenal,4.0,1898862.0
AOR12769,688.0,36.0,1.0,a,gflirskkctl,1-402-483-7811,,2.0,M,R,Duane Reade Holdings,5.0,277576.0
Uve12770,512.0,82.0,4.0,a,Mssccgnczpvq,1-442-268-7194,427664.0,2.0,U,O,,1.0,1813911.0
ZQB12771,578.0,79.0,2.0,,AVKSGPT,1-616-719-0774,466745.0,4.0,,O,Darden Restaurants,0.0,2731708.0
qic12772,333.0,98.0,1.0,B,qlgdoaccz,1-278-623-3360,479844.0,3.0,M,O,Cognizant Technology Solutions,4.0,1614600.0
SLM12773,612.0,33.0,5.0,C,Wpdtbjpoiyskmxpvipofoqyjakncjn,1-290-786-2222,303821.0,,U,O,,5.0,2932536.0
BVK12774,562.0,39.0,0.0,t,Xcdynwcgthqcabqeqpvfiuypl,1-683-878-2530,425556.0,0.0,S,O,Family Insurance Group,3.0,340111.0
TSS12775,733.0,87.0,4.0,J,ajugjrckrl,1-722-895-6426,124447.0,2.0,M,O,Micron Technology,7.0,2069640.0
Izp12776,684.0,,4.0,,kdavfndsc,1-835-130-7813,,0.0,S,U,Boise,8.0,2902304.0
Hnk12777,306.0,99.0,3.0,,GLPATWVVVUTGSTMHASLXMYB,1-666-832-7147,41396.0,5.0,S,O,Cracker Barrel Old Country,10.0,2348577.0
ezn12778,307.0,98.0,3.0,A,wxqbmyv,1-445-710-0394,18611.0,3.0,U,U,Verso Paper,1.0,2768481.0
AQP12779,500.0,,2.0,,BISBOFEAZCPGZWSVGW,1-188-419-4234,230345.0,0.0,M,O,Sovereign Bancorp,10.0,3416147.0
bjo12780,314.0,31.0,0.0,,Gdcmzkjmwqwalekhflgpwrwaj,1-496-715-5710,194995.0,0.0,S,O,Thermo Fisher Scientific,9.0,2178505.0
Kbu12781,723.0,86.0,4.0,n,ipqnosmo,1-594-317-5227,57767.0,0.0,W,O,Raymond James Financial,8.0,2714350.0
Tck12782,379.0,22.0,0.0,X,Bblqspnfvqlqjilh,1-341-056-4412,282775.0,3.0,U,O,Cephalon,7.0,1075163.0
tff12783,507.0,48.0,2.0,j,Oxnrromgkhcwj,1-353-500-1708,106492.0,1.0,D,R,Merck,5.0,3337628.0
Vmj12784,709.0,40.0,2.0,,Tirxinnvanttgjz,1-680-600-9909,417140.0,2.0,D,O,Genworth Financial,0.0,3377688.0
iog12785,735.0,96.0,0.0,C,amdbpabyghknkpfxrrogi,1-561-281-4862,463553.0,5.0,W,O,Apache,7.0,1647699.0
OXX12786,390.0,0.0,5.0,Y,PQEZKEMUQVBLPXDTJXGJBDDKXOZED,1-015-958-6543,47424.0,4.0,M,O,PNC Financial Services Group,1.0,139049.0
Nnh12787,764.0,6.0,5.0,G,Hnlnmoezpzhiuwmzykegedynzb,1-213-819-4291,254769.0,3.0,W,O,eBay,5.0,1256678.0
Jqs12788,691.0,85.0,1.0,,Tolxjugrp,1-721-818-7576,97811.0,0.0,U,O,DynCorp International,10.0,151006.0
hqd12789,324.0,99.0,2.0,,Xiwosrxuaeowoiaknoaffuhuydfyx,1-915-805-3120,196081.0,1.0,S,U,Con-way,7.0,2456971.0
Quv12790,790.0,10.0,1.0,F,Jazosupd,,84836.0,0.0,W,O,Cintas,10.0,
Gwh12791,,13.0,,,PGGSUHBEIRFDYENWGYSIH,1-033-950-8629,325582.0,1.0,U,O,Telephone & Data Systems,10.0,93054.0
Fjw12792,761.0,99.0,2.0,,Myaklwwnkhchmhkepww,1-159-276-9627,237593.0,0.0,M,O,Estee Lauder,5.0,3004510.0
Dnr12793,805.0,24.0,3.0,k,Fjkiijqcctezdrrkasftk,1-565-444-3707,20584.0,,U,O,IAC/InterActiveCorp,2.0,661782.0
Bks12794,340.0,21.0,2.0,H,JEBYIYSIS,1-974-632-2473,277371.0,0.0,M,O,Questar,2.0,754597.0
Ipk12795,580.0,30.0,0.0,,Tydrdelhh,1-935-511-9233,18527.0,0.0,D,O,Annaly Capital Management,3.0,1121803.0
Seg12796,392.0,62.0,,t,Eworaozsjwgov,1-116-325-3727,232525.0,5.0,S,O,MeadWestvaco,1.0,3790711.0
Dcb12797,465.0,83.0,2.0,S,JIGOXJPXBNWWEIXSSVYYAQGZ,1-707-542-5564,348317.0,2.0,U,O,Modine Manufacturing,5.0,2358798.0
hso12798,612.0,75.0,,,Ocmjqibz,,17172.0,1.0,M,O,International Game Technology,6.0,3792177.0
Hvc12799,386.0,84.0,3.0,g,wbfleija,1-831-137-8231,101538.0,0.0,S,O,SanDisk,5.0,217123.0
OEV12800,821.0,36.0,4.0,n,Bhqaiw,1-662-507-4820,207633.0,5.0,U,O,Cintas,7.0,3461827.0
Clj12801,688.0,74.0,4.0,,Uvfbbix,1-859-886-7117,471030.0,2.0,S,O,NewPage Holding,7.0,2413480.0
axh12802,663.0,20.0,0.0,,GLJZMNFJYM,1-820-176-5181,354182.0,0.0,M,O,Analog Devices,4.0,234759.0
tvp12803,501.0,52.0,0.0,m,SAKZNWVCAHPL,1-322-170-1937,449544.0,5.0,,R,NII Holdings,5.0,726934.0
Egl12804,337.0,69.0,5.0,,DCARBFJSIL,1-802-284-2869,474564.0,2.0,W,O,Jones Financial,5.0,1566133.0
MGE12805,567.0,47.0,3.0,V,bkuhv,1-236-473-3668,348607.0,1.0,U,O,Lowe's,0.0,3534013.0
Bla12806,392.0,6.0,2.0,,Rboxyycvmlvlzladyesebkibu,1-285-361-1299,172472.0,0.0,M,U,TravelCenters of America,10.0,2657465.0
Fjj12807,670.0,30.0,1.0,,UUHHOEEZAXPPJNIPLNDNMC,1-990-991-4392,440512.0,0.0,M,O,Liberty Media,5.0,3972575.0
Pdr12808,787.0,6.0,4.0,A,eliqdimzntw,1-645-678-6379,240823.0,1.0,S,O,Kla-Tencor,3.0,569710.0
xiq12809,,4.0,,,HBGVICLOAWNCKNB,1-955-194-4817,448404.0,5.0,W,O,ScanSource,5.0,2674656.0
zec12810,802.0,69.0,5.0,,Tvhshpiflgdyvnummfogjj,1-705-923-3280,376049.0,3.0,M,O,Unum Group,10.0,1451357.0
Mdg12811,320.0,83.0,0.0,,dwgsgwdocunuxfupvixko,1-557-200-9900,40608.0,0.0,,R,Tech Data,3.0,3569009.0
Djn12812,506.0,34.0,4.0,O,Gyoqvimmpi,1-485-516-5768,157166.0,4.0,S,O,Dollar Tree,6.0,1045251.0
ept12813,640.0,86.0,0.0,,Gbqoj,1-159-045-7057,492420.0,5.0,W,O,Alliance Data Systems,7.0,1557374.0
xlt12814,,,1.0,,Hnkhpm,1-654-049-9995,178022.0,3.0,M,O,Emerson Electric,3.0,3716113.0
Sfs12815,616.0,67.0,5.0,,rbpqllm,1-930-134-4705,238253.0,1.0,M,O,O'Reilly Automotive,0.0,2710340.0
lxw12816,827.0,10.0,0.0,,Carppugrrmtlvocqfgowdraill,1-494-642-2744,362259.0,,W,O,PPL,4.0,2728067.0
DVD12817,600.0,46.0,1.0,,zmgxzqrlvouhsrrzjfjsgiddkxpjhc,1-815-217-1481,92401.0,2.0,M,O,Energy Transfer Equity,8.0,568080.0
GLC12818,502.0,64.0,1.0,K,Klywfvn,1-944-331-7754,86006.0,1.0,M,O,Polo Ralph Lauren,3.0,358790.0
Ppj12819,320.0,41.0,4.0,v,MIWLRS,1-415-898-5346,403817.0,,S,O,,0.0,2918098.0
Jsm12820,,29.0,4.0,,HMBJXPOITLGO,1-508-816-1520,20449.0,3.0,M,O,Ecolab,6.0,302848.0
JLI12821,649.0,92.0,5.0,,wedvvogzjvthdvzhgkcvtqq,1-456-198-9654,339958.0,,S,R,Penn National Gaming,1.0,2132086.0
WGO12822,482.0,4.0,5.0,,embwfjhgmozdufyfxitsdrbnkddfld,1-505-788-3867,452258.0,5.0,S,O,Qualcomm,10.0,733214.0
nyk12823,589.0,25.0,1.0,,Kfoyqggkbcxzk,1-668-722-1036,234378.0,4.0,U,O,Roper Industries,4.0,2857093.0
DCX12824,317.0,12.0,0.0,,fojdpermiblkrup,1-050-687-3753,446427.0,3.0,D,O,Charles Schwab,3.0,1960738.0
prk12825,764.0,,0.0,,UKTXXUHVXWIBGIBXURAZWNUQOM,1-351-871-2269,,5.0,U,R,Valero Energy,5.0,28764.0
Keq12826,737.0,63.0,2.0,,Swjbltfvupktmgk,1-344-055-9285,249143.0,4.0,U,U,Dun & Bradstreet,4.0,2778082.0
Pik12827,453.0,34.0,3.0,,ZEAZGFDLKKUKXHU,1-002-743-0185,440389.0,1.0,U,O,Nationwide,0.0,3017214.0
aqi12828,300.0,12.0,2.0,,kxhyhlwdfntlu,1-770-549-8737,402172.0,1.0,W,O,Scotts Miracle-Gro,2.0,
tzl12829,458.0,23.0,5.0,Y,BKKVEROPNGDGSIABPXYWTL,1-837-600-2003,424026.0,2.0,M,O,Northrop Grumman,4.0,547605.0
ool12830,,73.0,1.0,P,UAUQPNTMABRSSDEWJNOM,1-007-407-1539,444330.0,4.0,M,O,NewPage Holding,10.0,1923491.0
Gcs12831,317.0,36.0,4.0,,tkalfzzb,1-107-786-1764,305897.0,0.0,U,O,Celanese,7.0,274597.0
Tqd12832,828.0,51.0,,a,FGCXVONIH,1-584-108-5822,377098.0,2.0,U,R,OGE Energy,5.0,1016413.0
Imt12833,676.0,53.0,4.0,,lnbkaj,1-893-081-4706,18397.0,4.0,U,U,Pepco Holdings,6.0,2712645.0
Onk12834,499.0,35.0,2.0,,yzubkaygflgti,,43751.0,5.0,S,O,Ruddick,0.0,1977750.0
Vmo12835,695.0,39.0,0.0,,Iwlcgnwmopnrtlwyngfgqrmsij,1-241-945-9443,406351.0,1.0,M,O,Cameron International,4.0,1703699.0
Xtp12836,426.0,89.0,4.0,O,ITJLLZEFPXELSRQVCTMP,1-801-732-3027,490101.0,4.0,U,O,Crane,7.0,757938.0
Oqm12837,,98.0,4.0,,PEEOLCMLYUPHYKYGKMKLTHLGIO,1-192-360-6484,126420.0,3.0,S,R,,1.0,2841182.0
Bum12838,327.0,4.0,2.0,,Hfnddhd,1-741-738-4105,467950.0,4.0,S,O,Tupperware Brands,10.0,1285049.0
Dnr12839,360.0,67.0,,,LQUAUWNQUFZMKSNGKUGMRXPS,1-324-925-1603,375100.0,5.0,W,O,Qualcomm,1.0,650959.0
pkx12840,408.0,65.0,3.0,,Ggdnhjdzhs,1-023-320-0309,451851.0,5.0,M,O,World Fuel Services,4.0,
YFP12841,395.0,50.0,3.0,i,Upswaieoh,1-345-330-6536,127524.0,5.0,U,O,Fiserv,0.0,951706.0
Lcs12842,535.0,34.0,4.0,,hsuenkyt,1-505-223-6536,270886.0,1.0,D,U,Tenneco,2.0,2226048.0
isg12843,706.0,43.0,3.0,,ZJECPHNXT,1-046-267-0234,73309.0,1.0,M,U,Andersons,8.0,
Ytj12844,498.0,83.0,4.0,,xxtcfytehjfsoj,1-768-103-8876,9660.0,0.0,D,U,Coca-Cola Enterprises,4.0,2410425.0
vvm12845,303.0,32.0,1.0,,Ihnet,1-068-591-9487,408662.0,1.0,W,O,,7.0,1101692.0
msw12846,745.0,76.0,0.0,,tahttc,1-132-225-3199,354733.0,1.0,M,O,Aon,3.0,2517496.0
hwc12847,648.0,51.0,2.0,,voeakenonqbfytgycdceybwlylq,1-589-402-3116,257620.0,5.0,D,O,AMC Entertainment,1.0,1982478.0
bjj12848,760.0,60.0,3.0,,ASVVDJVGCBGDOFBSBXK,1-354-772-1400,260044.0,3.0,M,O,Sun Microsystems,7.0,1928359.0
QBR12849,789.0,2.0,5.0,w,Rcbfzljreymrmhxpcjpgj,1-059-568-8258,223349.0,1.0,M,O,Texas Instruments,5.0,834606.0
Bdq12850,830.0,48.0,4.0,W,Cgpwlkfdfoeirml,1-536-221-0110,420929.0,5.0,S,O,MetLife,0.0,1270692.0
HLV12851,745.0,60.0,4.0,U,Ppnjpzhq,1-465-945-0878,409961.0,3.0,S,R,Williams-Sonoma,5.0,2970030.0
fyr12852,460.0,,0.0,G,XNYJYXKBBDOI,1-862-969-9340,,0.0,M,O,Helix Energy Solutions Group,1.0,1805684.0
EPN12853,698.0,4.0,5.0,,Nvmstyahzg,1-110-510-1005,498158.0,1.0,M,O,Briggs & Stratton,6.0,2238781.0
dnf12854,612.0,18.0,2.0,c,Bdavqrfyotqfbu,1-946-047-0385,96483.0,1.0,M,O,Paccar,9.0,2490224.0
Yuh12855,567.0,37.0,5.0,M,Crmdtznssfymredevbuv,1-222-788-0196,17846.0,4.0,W,R,Watson Pharmaceuticals,0.0,
Hiz12856,375.0,67.0,0.0,,Qkfqypfwylepmgxrvrovzx,1-170-639-1755,133982.0,5.0,U,O,Live Nation,0.0,2803509.0
OQR12857,614.0,17.0,5.0,,nbrlquxtn,1-982-172-7586,404620.0,1.0,M,U,UGI,10.0,96716.0
MER12858,,2.0,5.0,,Foapy,1-771-071-7879,443960.0,0.0,S,U,Analog Devices,3.0,2498353.0
Bsz12859,599.0,99.0,3.0,,KINDN,,54667.0,0.0,U,O,Aleris International,2.0,2205830.0
Tus12860,432.0,64.0,,O,Mnfrizv,1-568-913-0778,280753.0,3.0,S,O,Systemax,10.0,3768815.0
Xak12861,310.0,53.0,3.0,,Mqfctdeklyvvqqhpgencndpfq,1-454-153-0835,381535.0,0.0,U,U,Autodesk,9.0,
Kgw12863,705.0,30.0,,,Wmvcwzggfcldrlaiihnffoz,1-535-220-4102,390420.0,2.0,S,R,Mohawk Industries,8.0,2895361.0
Sch12864,439.0,23.0,3.0,E,xiktk,1-702-173-3160,286471.0,0.0,M,R,Principal Financial,1.0,3484429.0
SOE12865,770.0,18.0,4.0,,tnofxunwoxluzvveeswnwh,1-308-206-2244,261843.0,3.0,,O,Country Financial Services,8.0,849395.0
PUK12866,521.0,24.0,4.0,,Bfhbnfdmakbprhisubxyvrxkbpqaz,1-599-054-3466,418622.0,0.0,M,O,Teleflex,8.0,2738747.0
Fwf12867,551.0,68.0,2.0,y,hdnbhwfirzlepafredo,1-526-512-5055,50596.0,5.0,,O,RadioShack,10.0,594382.0
fgf12868,597.0,71.0,4.0,,yqvycwmlrnh,1-684-476-4139,186907.0,4.0,M,O,Solutia,3.0,2803157.0
RIP12869,819.0,63.0,3.0,o,iyjrsnnldbsrkvtpibvfkdziyg,1-308-728-0278,149292.0,4.0,S,,Home Depot,5.0,1998054.0
Fgy12870,506.0,80.0,2.0,q,GWIIT,1-190-731-7874,385358.0,2.0,U,O,Fortune Brands,4.0,867553.0
Dpq12871,355.0,,2.0,,Aeefbezkzpkk,1-613-824-1706,430576.0,2.0,M,R,Morgan Stanley,5.0,2835340.0
Lsv12872,735.0,41.0,3.0,,Fdnuwhbmtx,1-210-340-4624,363316.0,0.0,D,,Advanced Micro Devices,5.0,3005045.0
Kjf12873,535.0,35.0,0.0,m,Svwzwuey,1-898-024-9566,25667.0,4.0,S,O,Patterson-UTI Energy,5.0,3468507.0
lif12874,548.0,32.0,0.0,F,xxenwkorunfqksjkerdmshdz,1-088-938-0312,428168.0,0.0,D,R,Mutual of Omaha Insurance,,3406613.0
vax12875,376.0,30.0,2.0,K,Wrxwmnsfymirncncdkfcn,1-050-997-9585,346317.0,4.0,M,O,GameStop,4.0,
Vie12876,441.0,65.0,5.0,W,RLSHDMOJDWNU,1-075-417-4832,182949.0,5.0,S,R,Pantry,6.0,2398882.0
Zno12877,577.0,63.0,0.0,,ejwfucelzsqaoyllj,1-894-208-2862,414677.0,4.0,U,U,American National Insurance,0.0,
ehd12878,470.0,33.0,3.0,,Otdbcfdagrxmgq,1-588-826-0221,136480.0,,S,O,Tupperware Brands,0.0,1572808.0
Jbc12879,673.0,78.0,4.0,,Dggzhfntmfgrsdfffzwqbbqa,1-928-569-9269,359713.0,4.0,U,R,,1.0,2345909.0
avd12880,361.0,9.0,5.0,C,unowpxaxusesfeifxtxazejmfozo,1-197-563-9258,180925.0,0.0,M,O,Western & Southern Financial,0.0,403189.0
Xwi12881,741.0,10.0,0.0,R,lggrjqitknqibwrffrela,1-909-314-7780,359348.0,,M,O,Fastenal,1.0,1971569.0
zmm12882,779.0,43.0,4.0,N,Etnopadawwst,1-949-142-6809,234286.0,2.0,U,R,,3.0,3168477.0
