AgID,Ci,MiIn,NumCrCar,AddL2,A,CrRat,LaNa,MarSt,Ge,Ph,OORFl,Coun,AddL1,NuChi,Inc,NuC,Em,NeWor
fny11029,Rancho Cucamonga,,4.0,HSOIJAUNIAZSMLWEXEXG,80.0,475.0,fnymautmd,S,,1-951-830-8970,O,United States of America,Scmadgvbcrvyxquzcnspfoqiaezxwjzgozusajelznojatvdcvhuymtfevzhgylfr,0.0,369669.0,4.0,Beazer Homes USA,3349062.0
Glb11030,Cedar Rapids,k,9.0,HYSBAKCTM,90.0,602.0,Glbehefibwhnbytaur,M,f,1-227-344-4616,O,United States of America,Kfjtayynsobkykfyfrwzdhlxucjwudqgnxkivmuaydmbvgqoazhfszesvrndmnbzdhwscxztzipn,5.0,285470.0,,Conseco,866592.0
BUM11031,Elizabeth,I,6.0,ontatgokzqtdqaoodkqhemzmgtjzibsqyiubmbfmnrhv,,321.0,BUMDQMTPTLPHFFDBM,U,,1-744-471-5504,O,United States of America,HFZBUWXMCBIMSZXOXKPHLJQNUFEPHIBAWDLSOZZMLOWZKIRGLCAGNMKOWACSDVLPTV,5.0,138541.0,1.0,Baker Hughes,2298774.0
Ppv11032,Scottsdale,,6.0,Asnegytlktvedwndhgupdexuznhdqqhsclmegotlfgfkqxotnf,15.0,542.0,Ppvbxcyoiaiektnyaaoshxosldbn,M,,,O,United States of America,NEOMGFWOIRQRAEEKNHOQMKLNCTNKMWUGNUCZDIBRIFEFWPYYPZ,0.0,149614.0,3.0,Levi Strauss,3022407.0
AQA11033,Greensboro,w,2.0,mqrulypatlujyuzjmjrgjzhvnnuilhwqaxpwabt,86.0,489.0,AQARGLDHRESPTGGJBWIPPOWCPXA,W,f,1-650-951-4325,O,Canada,,0.0,385895.0,5.0,National Fuel Gas,135667.0
Sfb11034,Worcester,,7.0,Djkpaaqazirdwxgtgdzpel,65.0,363.0,Sfbgefqkxqim,U,,1-065-202-3903,U,United States of America,Tkbblwmewtwsdlocylchuvspeiatzdrywmknvj,0.0,209407.0,3.0,Hawaiian Electric Industries,2115782.0
Yah11035,Cleveland,v,2.0,,33.0,454.0,Yahhtuxmlqrjhahynuldoduqopnqh,M,,1-196-292-1247,O,United States of America,Kindxt,4.0,270128.0,4.0,Yum Brands,224027.0
Oxf11036,Oceanside,,9.0,Lwqirrmpgoglianlzpbjnmvvpjhtcefpajnwarejgajhbyyrrkfysvypi,89.0,305.0,Oxfjhmwaqkifelkensotwzuurdlp,S,,1-634-319-5917,O,United States of America,Qjjcozmlksbypgqpeztywviflftsirfuextkluq,0.0,270364.0,3.0,Erie Insurance Group,772022.0
Mwh11037,Salem,,10.0,RAXQBZEFITSEHSQKTZOIWFHYVQTWFXQYFFYXQHOFGLVIBVNLNVXT,66.0,510.0,Mwhelwgnlq,U,,1-333-536-9184,O,United States of America,Ekzstoywlgvaqhimdsomztyayhofyr,5.0,264871.0,5.0,NCR,1479989.0
Anp11038,Honolulu,Z,3.0,Qwxalvkroe,95.0,356.0,Anpmdkyeurhgfkmvms,U,,1-120-566-7389,O,Canada,ikccfisfogwsyrsrqvlfyabacii,3.0,156765.0,3.0,Brown-Forman,275474.0
YIY11039,Pembroke Pines,,0.0,Ntiganuqysazebzkonytjpm,64.0,631.0,YIYHXU,M,,,O,United States of America,wfnoi,5.0,437573.0,0.0,PSS World Medical,3282711.0
dpg11040,Sioux Falls,D,5.0,Fveovceeggozrtuhxjtwlagjpwoqhafxhbrppsdbknbcqqndkvwnqiavtpbirkmiwdhcskfdzqzcvf,,739.0,dpgvlmxlyup,M,,1-226-599-8877,O,,Etdfqrrxynwsvjdxawpxheretwwfq,5.0,150389.0,3.0,Nationwide,2638326.0
TDQ11041,Sandy,C,7.0,ITLUEYZVGMGHVYOEQSDCBRYSSGBTVSTIUTSKZQQEFXEGDJQAPGKDVTRGYKSR,76.0,762.0,TDQMRPVVJAIJKUXDTNDRLIUH,S,,1-407-835-0785,O,United States of America,qbhuzszvkrjxcnwewxunvjfuttynijoshhgszpgwkgeclneifhbib,0.0,,1.0,Career Education,2071988.0
idm11042,Whitehorse,,1.0,Yozkkkmxauibzawog,,522.0,idmgotoomjaxincowzdh,M,,1-283-269-6136,O,Canada,OLTXOTUMHAYINWXPTLNQOWJZJSDTO,4.0,393425.0,3.0,Blockbuster,1827065.0
LGB11043,Baton Rouge,,4.0,Hszswgmqcdqwchxruqykibskymrvozkndovedykxbwsit,,786.0,LGBQGZSLTTNLLXKDK,M,,1-655-511-3417,U,United States of America,llqegqgbagkepasvnykrgmahyugbfqjvpxrwmexjwpg,2.0,,1.0,Western Refining,84805.0
Raz11044,Vancouver,,3.0,UYTWHBZBSYDBFDNDVIZGYEBPEPKTVWOLKDWDJIABFDFIRVZHADUJEQUPFTYJTKGIADABMXOLYVYN,74.0,382.0,Razlobqntwiyipuokwllk,U,m,,O,United States of America,dwdrlennbuljcpqaclhdjumlnajbolmxeixxnbhgjbxqpeaxojidmsrkpxfehyrjiukohmlgrnjivkmv,3.0,431480.0,3.0,Teleflex,504858.0
Tlg11045,Spokane,b,3.0,Gzitlgjrmcerbmtzpeocy,60.0,428.0,Tlgeabsbqubvltx,M,F,1-030-842-6697,O,United States of America,Ckeqywqhgfrjgceuflmirxnaouvpubuzdjmvwstiqyctlbqjlmfxswbotgumjslctkhigaqwkqexo,5.0,402104.0,3.0,PSS World Medical,2917928.0
Pqj11046,Cleveland,,4.0,Trueoqxtcctcjdtgyroiof,51.0,519.0,Pqjrkomickggbfxdbbmwrxmfsf,S,,1-434-401-6720,O,United States of America,WFDNVEFHKSUTKXLQNNOZNJAIRNJQVBBDISUQQYJWVTBK,5.0,206561.0,4.0,Oshkosh,66004.0
gec11047,Hartford,,0.0,IZYIILRMOETXQRPDHEHRSMWFAXZBPCMJVEFMKVSLWPUDIAXDLDDBCEE,18.0,790.0,gecfhojaloqyiysdxahaympm,,,1-456-771-8560,O,Canada,Npkvwrqlrxbwruovqxfkiihpbikmmkjeqcboslyrrwwnielxcdoqjji,1.0,388645.0,5.0,OM Group,3420451.0
BHU11048,Vallejo,I,0.0,Vodkzerpconvzdkrfjyqfg,26.0,771.0,BHUYCLM,,m,1-005-528-4594,O,,XEDUVBTFFTRJNYVFORKBZQYIXSGQPMJ,4.0,212951.0,3.0,Alliant Techsystems,3638395.0
Aqx11049,Palmdale,,5.0,Hlhagnglghupntkvqionlunwevkmesbizqbfhcvroa,55.0,461.0,Aqxgttpoiaggcovdtx,U,m,1-494-921-1091,O,United States of America,Stilrmiayanlcelfyrlficcbdtinlo,2.0,185442.0,2.0,Interstate Bakeries,1766856.0
Fbv11050,Corona,I,0.0,Fvgonvexenvqwzegzlouxqbogujaoczaobiodnkeamfnczqndnxnnanhuahygkhgbhtzsviqhfrau,45.0,654.0,Fbvtdp,S,,1-808-251-9510,O,United States of America,dulcsjscnddj,2.0,44513.0,2.0,Virgin Media,2875839.0
QTZ11051,Anchorage,C,3.0,Atoytsxrarpmqrcdxsabomwfskthzdxrgnrhyfqne,29.0,354.0,QTZJRPJPWCOK,W,,1-728-082-9573,O,United States of America,Lolumr,4.0,484435.0,4.0,Allegheny Technologies,1463839.0
Hbj11052,Frederick,,10.0,Wvxigpyvtnhqfbdlkkiznylobmzdiohomnkqbftwrsmn,5.0,467.0,Hbjlamacajneempy,U,m,1-008-787-9366,R,United States of America,,2.0,222517.0,3.0,Unified Grocers,3563280.0
yrx11053,Cheyenne,H,4.0,ozmlgaueygoyrubfnttpvfilfxoyvriefdjxokxosolmgoarnvwefznrwmicxfwfhwqcrotmeyl,92.0,359.0,yrxkvsdgfwfyvhlf,S,,1-879-645-7815,O,Canada,Borfwcnnvvcrpntmepxxkzmnecozdexvqxcwtotl,4.0,240730.0,,Kohl's,1816691.0
VGN11054,Phoenix,,5.0,pmgkmijadfgvvmoticnxhgfetakrkemmzvearpzjprsylthqarjqzncylfdfbbeqst,80.0,511.0,VGNECFUOAVXVJA,U,f,1-785-135-9110,O,United States of America,Sxhvuxjhmtqxfoprgscbldismivxumhdfymdzwujoecnwfcvrrgyoiobojgouhwujmv,,,4.0,Source Interlink Cos.,3259233.0
FSK11055,Regina,T,10.0,oafaxhwglisvynmxwxhmclucr,30.0,803.0,FSKGYRIXOACGO,D,,1-984-153-6022,O,United States of America,KOOEHCXXQPJSUUJHCGSVT,4.0,325015.0,1.0,Energy Future Holdings,2074410.0
Vfb11056,Salem,q,3.0,HCJLUNUGCWHVADMIFSDLITSPSKCLNRVJKHLLBGLPMDIEPCFRJ,76.0,667.0,Vfbppuubtnvmxamzyncqe,U,F,1-372-855-3119,O,United States of America,ppwkeyhznfibynbjozjlmxrxbexmpxchgmxujdwteoto,,416166.0,1.0,DaVita,3231188.0
CVO11057,Washington,,9.0,Zgshyqocmoearyilgfnfwcfgtifnubuqrzylqniutjvnrtwwiovtnbaabnbmtk,,832.0,CVOTOGVP,M,,1-086-463-9423,O,United States of America,Rudetwhlymmfajukeyncamuoukmbcsuyzotjjehxsrdqpgqmjwtdbzpqsfamiiwodoabqrwtwpufvskx,4.0,445094.0,2.0,Hewitt Associates,
TCV11058,Savannah,,7.0,zrjukues,18.0,742.0,TCVSUHDHYPV,W,F,1-539-192-7778,U,Canada,Eojwrljmjzxywwxuoxugnaoavahabqnrugaebytpapiogcxtoshmowm,3.0,258089.0,1.0,Kla-Tencor,
DKF11059,Anchorage,,2.0,Jwtjhdqrpdcbgyvpjxisirxzfvsiufwidpujwpdc,49.0,725.0,DKFUCEPYUGWTPDFOGCNIFWGZM,D,,1-611-783-6966,O,United States of America,zmmcxwrjdeqloxmrbhwxcegmukdptjepppkzegwumrktnmhwqxtryyvlaoaygwawull,1.0,88189.0,5.0,AnnTaylor Stores,1109284.0
Wsl11060,Stamford,K,7.0,BCURPAIHKTMIJQBKZZRXYJ,30.0,740.0,Wslokjhvwqzhxnpllhw,M,f,1-613-401-9628,O,United States of America,,4.0,160082.0,2.0,AbitibiBowater,997504.0
Rte11061,Orlando,,10.0,Nshgegdsovfqp,25.0,446.0,Rtefdwapnfwl,M,,1-978-833-1521,O,United States of America,Lvvodckrvvqbdsivsonbdgztobymvqlxcyhxpckmpmzz,0.0,279297.0,3.0,RPM International,3021979.0
RKX11062,Austin,E,9.0,ZATFMMOZGGGAICCAPEC,79.0,590.0,RKXCCPTFFZLBBGMNHYYAJGMKDYS,U,,1-324-603-2823,,United States of America,Lkvwzcpxqlxxbkwsh,0.0,79761.0,4.0,Bemis,2987762.0
VHE11063,Denver,,2.0,Rszdhedfftxfzwenmpgvzbrqkuatwjimliwsdrbntpxmdblgcmpudvrajzf,53.0,842.0,VHEVCYHJYSEIUID,M,M,1-636-325-2648,O,United States of America,Cuqazazistvycfczgphsvvtppwkemiwciyfutdvmfviewlrhlzaqxqanf,4.0,170681.0,1.0,Ameren,2763653.0
oiu11064,San Diego,g,8.0,sprrssgbrnwwhkrteiaegczhliocahyhftmmwlqmdwbmnjlgilyudtrbzltwxxwhpqfpww,72.0,784.0,oiugplnvnozstmdy,M,,1-306-802-0314,O,United States of America,Aybixptpvswnotvtawmljcbgcfqjltkocdhbhdcrwbjhqsaeuaarrhdcdbamr,2.0,204711.0,4.0,CenturyTel,612714.0
HJF11065,Fresno,,7.0,,31.0,798.0,HJFYSOPDSKDAOICFACABPDRW,M,F,1-586-414-7644,R,United States of America,WJAEZEADXLVNJXORZLUASMFVCVVXGOWBGKJEVFIMZZRICOWPBGZJBCGVNLACQDNOCKMXSMJRFU,3.0,363880.0,3.0,Textron,3302552.0
BLF11066,Iqaluit,q,0.0,Nohuatcmabrauvogrofnnbvnjqyerznkiz,30.0,314.0,BLFTJW,M,M,1-892-202-0199,O,Canada,Pxlaogirqglgbddenxelfs,2.0,72608.0,2.0,Microsoft,3354475.0
YXA11067,Cedar Rapids,B,6.0,dkxvomgdrjxstqnbivpbhpucfmrgmlmvlxdziufiplkxnifuekvaudhnrcpcncupciqeofjssrq,45.0,390.0,YXARPGRPWSXMWGIIT,W,,1-944-314-5990,O,Canada,ajaxqpwnqxklwiglmnaqfqgwdmbvgimelhyxvvpgtncygdbpc,5.0,250164.0,3.0,Computer Sciences,1192509.0
Lpf11068,Austin,s,10.0,Eoqigobbicgqquinlyorhisnqtbwygvuuxzueilybvuuygno,12.0,431.0,Lpfjnhjgtglwfqosvxgmcghxt,U,,1-717-731-8936,O,,gfiyqcdchfjqboxqavqhfghpirrxuukpnhtnjwrfarnatkpuuebujhsgyrwyomnefle,4.0,223442.0,3.0,Wyeth,3047870.0
Ult11069,Grand Rapids,H,5.0,Evrubmqeoefiafrhjaxelhuhaoajwsjcwxhwzwrjhvvpexwmfgdlchawietuxthvz,23.0,589.0,Ultjyjblnlyqrgbuemadyherfm,U,,1-525-259-9883,O,United States of America,DZUEEMFLAIPSYOOLTSZVHDKRDMEUOVCNNWLFNDVYU,3.0,122194.0,0.0,Enterprise GP Holdings,3826268.0
amn11070,Savannah,,2.0,Zumumtcpdxck,21.0,800.0,amntdzgtifmijrgujabo,D,,1-448-427-8947,O,United States of America,Ostqkiirvqvarnsmqlyswstepxryvdzjuzmkmhlitsszwmoql,2.0,448181.0,3.0,United Stationers,3435252.0
fay11071,Spokane,T,5.0,Bcakilwvllveugonklvskxwgrbafggyxmlemkadifpjg,14.0,411.0,faymqyyqqvgozkistproblypzv,M,F,1-515-223-1125,O,United States of America,UUFYJWOLJKBXDSUXHNZME,2.0,484538.0,5.0,Lender Processing Services,2440179.0
akb11072,Santa Clara,s,0.0,Rbmbsmndcsnbgdrllaalkypesgqjvqlcxvvyatqvckwuxfg,69.0,749.0,akbcluvrrwghgynlmujm,U,,1-533-521-2113,O,Canada,Fcawkglwgomkhsskxhxxltudqebpxgjubxdphgezmqhiglmqopyoac,5.0,347095.0,4.0,Wyndham Worldwide,420523.0
YNQ11073,Spokane,G,2.0,agdefaiamwcroqefbliojsswwgsjuvysruwgfuspqzlrmrkkeywjuooegnzqmblbbxnttizzvevjlmx,20.0,772.0,YNQPHXK,D,,1-034-106-7628,O,United States of America,SIDNDTPTSXPHYUWVDHYUUKOUTCJYTQNUEWIHEXOPEEFGZDNFZMTEVUGPZMFKAFMEKZWEJNWPDUS,4.0,491744.0,3.0,Intel,2819096.0
Vjk11074,Seattle,,1.0,ERALCPDB,68.0,645.0,Vjkjsdtegcqd,M,F,1-959-479-4793,O,United States of America,KXJVDHSMMYCGIEWCNSKTZZBJXWHPXGVYVLJPQPBQEZTSXMOAGIMSWHIMPPVGGSWMXCXQRLCME,2.0,83108.0,2.0,Pactiv,54769.0
Fvy11075,Abilene,T,4.0,Nczojcwsvylqucjndhfpgogxcszurbedcclnnxrqhrcrbumelyspom,38.0,,Fvyfuaf,M,,1-515-718-5794,R,United States of America,Ywzwlpbgzbghelopewanvqikjghhuyisdotluwjjvgipyj,0.0,440602.0,,IDT,2967206.0
Aat11076,Madison,,5.0,RAHKFTN,66.0,677.0,Aatxxwvepeeaxnltpl,W,f,1-535-793-1910,O,United States of America,Pmjnwwngrcatmarwmbelfpaqvslskrpzqrrrsrjmhrjsisdiwwnva,4.0,171670.0,5.0,Hershey,3051103.0
YVU11077,Fort Wayne,l,6.0,Oxkisleb,34.0,503.0,YVUWVRPTDLQX,S,f,1-454-338-9785,O,Canada,,5.0,347875.0,3.0,W.W. Grainger,1829584.0
WTG11078,Lexington,,6.0,xlcktdlpqtmezrkvnrikvtfqfkqtzzttpiqjseffwriyiesmrfnzohu,40.0,594.0,WTGVPTBFNQFOBHTISNNVF,S,,1-700-212-6458,R,Canada,Ebotlsdizdwpngsjwhamnpupydoxchweyncftfvqwf,5.0,375968.0,0.0,Robert Half International,18097.0
Jxt11079,Fairbanks,R,7.0,lqenbdiosmaxgdxkmwkhntmxwyqwbibzjtvvhztshqxdp,98.0,321.0,Jxtrgbraex,S,M,1-582-981-0119,O,United States of America,QBNQFXXRMFCUTGUURVETALACFKLSQNWCUEAWAFVKBKSGHTYYYGDITFCNNJTWROFXAZZXVHOPF,4.0,429326.0,0.0,Agilent Technologies,2822716.0
Ecb11080,Omaha,,8.0,Mksghqvfrdjvtasbgdxnoucuzqt,53.0,706.0,Ecbejvfab,M,M,1-487-223-8432,O,,JBNBNGJVUWOFLBUHTTCAIHUYRXPVTRLMSJVQRWDYEEVPQW,3.0,225958.0,5.0,Health Net,3668879.0
Rmh11081,Elizabeth,v,7.0,jjbyfhzbioaxosipsjoggbfaeamppdznrxortpeoksajqvtwaazdocfhahl,68.0,408.0,Rmhuqstbdwnhxszxnosinrithvtxe,S,m,1-858-021-1895,O,United States of America,AUHCKPGZXMFPDTJIJFHXCCTJMKTTMVCOIOFVYLQVHWJTJRRZHJETVFNQMWYLAMYVXVJSZLRUF,2.0,112101.0,0.0,Best Buy,517433.0
yrk11082,Charleston,,9.0,yobuewzpivtpboxrijsmzazmnrzdrmzhktofwusqvwrxmqizewibfhjxskwxtdxsoheocbnrxsdi,34.0,499.0,yrkrhqnuzsrefopvklgjubofyginbm,M,,1-157-653-7284,O,United States of America,juqmgqlhcypuiavpqmtlpsmcpcwrrvyrxsetpdwsmtua,4.0,34685.0,1.0,RadioShack,3645398.0
prm11083,Casper,,8.0,ibrehvufdrigacfmdmttm,55.0,688.0,prmcdvlmzxnpcqv,M,,1-887-627-5203,O,United States of America,Ctpmrdzzricaikxvobpmeaeunvkzcindmbywsoojpmlovtstwbv,2.0,278951.0,4.0,Baker Hughes,392064.0
Eew11084,Huntsville,,1.0,DVZYRAF,61.0,619.0,Eewngmgbocesgfdzdryufmugci,U,M,1-507-296-1529,U,United States of America,OWWIWCDEEDWQVBUOSYQEPWZCKKZYMNKQAKLIKAORZDAHZDZQUKGVZBSOEOQTAVP,5.0,441073.0,2.0,Allergan,713401.0
fka11085,Torrance,z,3.0,Meftqhvqlmqbbmpew,92.0,709.0,fkayyfym,M,M,1-076-968-5698,O,United States of America,IWLMIA,0.0,50524.0,1.0,MGIC Investment,3259486.0
MPR11086,Wilmington,R,10.0,Qsqqfgqihyjtvsaitjrvog,59.0,722.0,MPRLFDWDAXYLSEMTRBRHYVDKFT,M,M,1-878-781-3161,O,Canada,CLEXISTBTLZHXHQRLCJUNJTRYQENZJGVHBCADEBHAEWBZN,1.0,249921.0,0.0,MasterCard,3937473.0
Kui11087,McAllen,,4.0,Wkvukozkedfwfulewbnjwassnswitabaspdyvixkotlvo,42.0,729.0,Kuiwxikjhhg,S,,1-500-629-5924,O,United States of America,XQWPIAPSBQMXW,3.0,119125.0,3.0,Jones Apparel Group,2743146.0
BQJ11088,Rockford,d,8.0,Uvhkxcshrqmzng,47.0,626.0,BQJTZNTMEMXRDBFINNGMO,U,f,1-881-757-8162,U,United States of America,rfqhlhnsbesbqmeeinalhhjpnoakvcrrmzvfelsflo,2.0,177045.0,3.0,Atlas America,1950959.0
sgr11089,Honolulu,t,1.0,Jplyngclozsouvkq,29.0,630.0,sgrdtwwlrvlotbcewgupjcttimfs,S,f,1-702-112-7175,O,United States of America,RHISTOQILUDBBBBCDUECWXHRRKMIQYYDUSVJUO,3.0,126033.0,3.0,Key Energy Services,2491256.0
FUK11090,Baltimore,z,,Oljswqqkzifkdvlzuwjlrnpvcrmddxtkzsyhdwyshgs,,763.0,FUKECOXHNUTBFOUASWJDVX,W,m,1-326-495-2884,O,United States of America,bcjqclwisiawdfnrljajzbkwjgklwolhfwkdb,3.0,,2.0,New York Times,1561027.0
Csu11091,Lancaster,d,6.0,,88.0,817.0,Csutaorcrkqwbifmfil,M,f,1-992-297-2714,U,United States of America,bacpb,0.0,257089.0,2.0,Coca-Cola,2110041.0
wdi11092,Topeka,W,10.0,hmmdylzfeppapupxmeteawdonkjvadpgb,56.0,466.0,wdiqfkssjtpz,M,m,1-473-021-3049,O,United States of America,Bnjrcpuavbfcrfrcyxwhxpwytdgwzynsvrkijuyi,4.0,260579.0,1.0,Mutual Life Insurance,2468521.0
wxi11093,Concord,,7.0,fikxtyaquammsbgjoymnrbtshevqicjrdtcfpmjtmbpgbxcneizwrwpcxjexyymmuvce,31.0,761.0,wxisdpflnkkugkgtqpoons,M,,1-842-348-8655,O,United States of America,Zgxfqrvqowdomtwudwpcineqqgqprhvuhnfeduemadcmcvpnniiflchpsf,1.0,394216.0,5.0,Int. Flavors & Fragrances,
ldd11094,Burlington,i,0.0,Oqqswbvspqwcmqohmrwsqnixpngsdjpzkwcklgwkhadgobaptcrbvqexvlnri,37.0,387.0,lddsrowjevgmqtqjxzuxadvhxc,U,m,1-756-008-5545,R,United States of America,HUFVKWIEXRJMDXJNIXHKQHEBCDIHMBKFBXYFYGBHTKBWJPBJGMGDPMYIQWQJKQTXWQWFXHSM,1.0,74207.0,5.0,Jones Financial,2748773.0
uvf11095,Milwaukee,A,,LLCEIZVCQRPUDQYSOEOJRD,,447.0,uvfhvisixxjlggvqfjdjzmjrwjwquu,M,m,1-417-985-9141,U,United States of America,YHTJKTLJLOPMMMIQIZRUKOUGWFHFOOGTUOWLAMJYHUBDVDSOHAKHPQXWNANUXNUH,3.0,40241.0,0.0,DTE Energy,2699979.0
tmj11096,Brownsville,F,1.0,bnjssgtucbcvaltntyitjwjbgrjlp,52.0,366.0,tmjjfbswxxvbgmspeycqcc,U,,1-011-040-5607,R,United States of America,GEFQRJIWAQMGOSKTPWJHAEADKAEUQNHUPXRPOEQWTTRGFTVDAMFZJIZFKR,0.0,313015.0,0.0,Silgan Holdings,3964610.0
AXG11097,Garden Grove,,5.0,Yfiinuzvvsdwbpvbyswbhplalqtugchoasqmjqairtgymfzehufjeajmiazlcufmiyfkconhbwn,21.0,391.0,AXGDZDDOHVAAD,M,f,1-856-569-9363,O,United States of America,NIWBLHIPASUCLVI,4.0,,1.0,Halliburton,918583.0
jav11098,Biloxi,,1.0,Xicodkmqrcvaqvuolemhcljvukxbxxojmqirgqsifufxqqdbduyslv,53.0,345.0,javwvojtgiswlhak,W,m,1-826-034-0495,O,United States of America,Rzvlaxkmnamfxdfukyxhmqeqvrcyxxrsxilmqnjldhpspnkzai,5.0,223362.0,2.0,PPL,594191.0
QBA11099,Providence,X,,GEFPACGORJYCOLXGYMEDGMBJOSAJVLC,59.0,345.0,QBAWZGUOLXCWLVWOR,M,,1-981-604-9450,R,United States of America,Cklosnrgmvymanmspnrqsmzixsysvlvkgvyjwpswmjzqfrcrlsbossnb,,,,Pulte Homes,
Swl11100,Paterson,,10.0,Hmwugmqoibjxvhemhgvewl,68.0,747.0,Swlzlrqdtb,M,,1-282-607-0041,O,United States of America,Ilkkwlhtntmxtucafzredhlrt,2.0,80364.0,,Wesco International,2928846.0
mcy11101,Chula Vista,e,10.0,PEKCKXAZEPLNTQBGWDXTQZOTVLEXYPMMRKMOKMMMULLDBMTVIPXRZJVMFZLFZ,43.0,,mcykjafmdipsnhvmgihuhpmundpmj,S,,1-561-520-7660,,,ZKVJZNTXKCZQUJNSGDIJIKUUKFPKCTHBH,1.0,353992.0,3.0,Gap,1024745.0
Lna11102,Calgary,,5.0,fqoxqxmtnlbypeqnetfehoedkau,100.0,456.0,Lnanflk,W,M,1-066-368-1833,R,United States of America,Cjwtphtbkzsylgzbfhjitoelfwfcfizecikixubbqnr,5.0,8475.0,5.0,Unitrin,2149154.0
CTD11103,Brownsville,,8.0,Ucaifkagakyx,20.0,763.0,CTDJVBXGDWUGMHXFFHYARFMNNHKJ,S,,1-738-190-9411,R,United States of America,JNVIREQCRESTDKWOCUPOMGPHLHIABMKZTTNUCHDOYDXBAUVMMDOMJEJVTIOGXGFYMEQS,3.0,224275.0,3.0,Ruddick,1307780.0
Fhm11104,El Monte,R,0.0,TQHPJFHOEVASLWCWXBVCLPSYIQTRHYXETVNDIPVOCDZSSZNVSTXMPTFLADMKYRNYXLSQKAYU,61.0,500.0,Fhmzuxptiawejswazprtxmcn,M,m,1-689-137-5077,O,United States of America,Tkbfeexjgdsdnwwetyrwhqho,5.0,234064.0,2.0,Omnicom Group,340371.0
Fhv11105,Iqaluit,A,2.0,,6.0,432.0,Fhvocetajvajhfptaxywybzjmuar,M,,1-920-243-6705,O,United States of America,Ckswcebbbjboelyjmedslgvibyjaophfoktgoxoyvldnmbowomfvcciujyohxaomoxgvyfkcxepufb,3.0,121158.0,5.0,Wyndham Worldwide,3684185.0
Pdp11106,El Paso,X,,Scfhqsnabeiecioahgybunanonfixvuyvnuhgsvcnkxjkswlwvbvbmnuglgmfesrxnuk,63.0,663.0,Pdpix,M,,1-023-068-8853,O,United States of America,Gexizmssnpdmcwuyxlyjboolablsirmbcvbmykbaorlzeksdrycyilfwdbngoaugqcovgikqgpqfb,0.0,28310.0,5.0,Anixter International,3165241.0
Ygr11107,Newark,o,8.0,Avyijbcwuerwrtqqxnfb,0.0,337.0,Ygremfh,U,m,1-988-274-6796,R,Canada,Vijtzrceicfbredppgkdydxgkdsfbcorjwtcfeopcqdbqlpqchhsjrvbemesytsinjy,0.0,298272.0,2.0,,1865871.0
Yzy11108,Oklahoma City,W,4.0,wqpqbfmiprltzyqguafwofkytxrd,14.0,543.0,Yzyrcmtzxhnt,M,m,1-617-877-7837,R,United States of America,Ckqthjabrglkzqeju,2.0,317296.0,3.0,Albemarle,3213054.0
Luw11109,Irvine,,9.0,Pbhikwtcdimnzhqwkeatenymfkpugnylxcqjmbqhutsuedqlwuqrqpasenuggpvv,29.0,442.0,Luwkknigyyjcndjflaohgaenms,D,,1-496-801-3031,O,Canada,qouoivuxbpjkwlcysfdmcuigpiucsyrladkoncshnauhqwcsgjns,4.0,281222.0,1.0,Graham Packaging,1020481.0
Xzt11110,Missoula,s,7.0,Iwasuummihncecty,40.0,378.0,Xztuxchnyhhii,M,,1-444-702-0376,O,United States of America,WAHKVONCTHJGGELAQCDKODJEUCFGP,3.0,197666.0,1.0,AmerisourceBergen,1691509.0
LDH11111,Virginia Beach,,7.0,Yiyxygmaxijxxgjwgwxjkbwfiewegmnyfduutqjmrdcctktqgsupvj,73.0,759.0,LDHFZWZSKCRZPMIWNRL,S,f,1-539-782-5522,O,United States of America,Rqcfiergvedueisolhobouuxumrtgxqwggvrobtqpnrpdvhlwmfppirieq,3.0,341656.0,4.0,,
Vrl11112,Santa Clara,e,9.0,Yphwxpibgnwazwuznyrkumadrvssyoqlqonobpdeetrdqpvzpxprckdhxhyedhofzd,69.0,434.0,Vrltbbvnqgpdthljnmfvhzwx,S,,1-766-118-2941,O,United States of America,Pfiiwkyxcfomjvrjpcioblmgzxbxqzlesfhddhwmototit,0.0,99711.0,4.0,Scotts Miracle-Gro,454531.0
KGS11113,San Bernardino,,0.0,HCJSURPNTGTZMYCVPPFXUFIRUCGNGICOEVJGXZHTKWFTEGLXFKWSVOMLHJXFNFJSCGRVAPAGCBOTSC,55.0,752.0,KGSHKXTMRAIU,U,,1-029-755-0775,O,United States of America,VKMPHU,5.0,401966.0,1.0,Amazon.com,3240581.0
IZN11114,Huntington,,4.0,DOMNUOSOUQ,28.0,743.0,IZNMWWGQ,M,,,,United States of America,Gfgvdkyhqybrsadcnrwcdecmboegzxbqapebpveltqnmghysckdhjiejooswffyhgnefdgmxfrkyzjeh,5.0,110307.0,4.0,CC Media Holdings,2853467.0
Rbe11115,Regina,P,1.0,EUDCQNRJWRUJGKRKNHDOTUWWRFFDZCKKNGTBKJFFRDKRRPMLSNP,50.0,790.0,Rbecnxliqqaaumwqmwnfkj,W,F,1-203-432-5236,O,United States of America,wmjvoqfjrrcwdrzddbrwscfnxxnboskvcdyekbvdqlfigsxwwxgyidmpzsozwwagsehtddtabdsiea,1.0,412114.0,1.0,AFLAC,314768.0
