AgencyID,Phone,LastName,Country,FirstName,NetWorth,MiddleInitial,Age,Employer,PostalCode,Gender,NumberCars,NumberChildren,MaritalStatus,CreditRating,OwnOrRentFlag,NumberCreditCards
Vux9742,1-308-365-4420,Vuxabvqvcdruyjwrwhzqzomxtrtbh,United States of America,guqhigtnglfmobu,2721559.0,,37.0,Air Products & Chemicals,ZFTDLLZK,,3.0,0.0,S,361.0,O,9.0
LGH9743,,LGHBPNNMKYZWWFPRHXAFKDFIZQJGM,Canada,Pkqughbahdkwosmvzik,3509245.0,,42.0,Constellation Brands,amvqixmmqcbe,M,5.0,1.0,M,580.0,O,1.0
grs9744,1-795-145-9991,grsqcztsfp,Canada,Nzmggzclyfhugalhdumlcshwdhk,2852522.0,,99.0,O'Reilly Automotive,HPHFKGMTIRLJ,,0.0,2.0,M,547.0,,0.0
MBL9745,,MBLKETVGULOVSQHKVNWDRM,Canada,Muxso,2391361.0,f,48.0,SunTrust Banks,Zqddnejz,M,5.0,5.0,,523.0,U,1.0
IFB9746,1-499-752-2335,IFBJSNFQJHOCZ,Canada,Jnanbfemqdlngfdgtqzfrir,3806448.0,O,36.0,Motorola,Fhcceiam,f,1.0,3.0,D,570.0,R,2.0
Sru9747,1-971-778-0152,Sruqfw,United States of America,YVUZGSDBLCQMMGUCXSJYWUXMAOICMK,2348293.0,S,,Cigna,hllhvyxxqs,f,5.0,2.0,U,729.0,O,10.0
Esq9748,1-327-221-7261,Esqhltcubozghjutf,United States of America,Sxetblyk,2794519.0,h,8.0,BorgWarner,mejao,,1.0,5.0,U,453.0,O,6.0
Jbk9749,1-266-735-1050,Jbkwofyyk,United States of America,Kfbfowotjlwo,3981941.0,h,69.0,Pep Boys,Hxmxijoio,,3.0,0.0,M,501.0,O,10.0
dri9750,1-235-910-5247,driovrqyknts,,ssrbwwffqqliqbdhsicmxphh,2484656.0,X,7.0,Duane Reade Holdings,mhorjsbu,m,5.0,5.0,U,737.0,R,2.0
CLQ9751,1-222-954-3222,CLQYZOP,United States of America,ZKMBJNXFPMVPAQXWUWCZV,829464.0,V,22.0,Metals USA Holdings,hlhnweechud,f,4.0,2.0,U,663.0,U,7.0
Wde9752,1-367-453-5459,Wdeawqamvqwqwxfifiqffjp,United States of America,lznkwntxerwamaajtniomnwgsjfbhl,2766748.0,,57.0,Avon Products,Uqpduix,m,0.0,0.0,M,455.0,,5.0
Fus9753,1-440-119-4367,Fusjewkguotgdhgvig,Canada,EADMDJ,3851436.0,V,96.0,Markel,NUARREEWKAWE,F,1.0,4.0,U,716.0,O,8.0
AWZ9754,1-017-402-7313,AWZMVKKVLKHVIWSWEBL,United States of America,Opjbcjxfxuskolcpfdklhvbpauk,,,5.0,BE Aerospace,jdsmdchabpp,,,5.0,M,394.0,O,9.0
EIW9755,1-634-288-6589,EIWUWLIC,United States of America,Egbohdxj,3438394.0,,10.0,Burlington Northern Santa Fe,Zlfcmcxx,F,4.0,3.0,S,624.0,O,7.0
bom9756,1-815-478-3247,bomasfnkusfkxbffsxqz,Canada,KUWKXBDYGMLNEMIGHVGBXDG,1952019.0,W,19.0,Sauer-Danfoss,Yxagydaxtzqc,m,5.0,2.0,S,822.0,R,4.0
WPO9757,1-430-006-1717,WPODTYIVVBXSTTBBMS,United States of America,dgnompdthfzadyhxfmldgzbmnkxgm,1002370.0,,95.0,BorgWarner,rxzlmus,,2.0,0.0,S,742.0,R,
Ewe9758,1-408-553-9606,Eweqpakklabbogjnsbmpgccd,United States of America,Tkytppdfdunrpkrdeffvuecx,401126.0,Y,95.0,,Gfrwjymrkxwk,,1.0,0.0,M,744.0,O,7.0
Gdp9759,1-512-806-6987,Gdpnurtsq,United States of America,Ftcyvmu,738712.0,,17.0,CarMax,,m,3.0,5.0,U,804.0,O,0.0
pkg9760,1-127-705-4220,pkggeqplcssuhuqkreggmsqn,United States of America,czjoztkmdfxwkyd,368588.0,,2.0,Realogy,wvnqecos,,5.0,1.0,D,740.0,O,3.0
Ppp9761,1-597-278-9123,Pppsggcqgatwfb,Canada,Kjgwnnhsehqrvsiclwvwpacfjvfe,2868652.0,T,50.0,Domtar,Eruugkuho,f,0.0,4.0,U,643.0,O,5.0
HTN9762,1-310-889-2244,HTNOPYSDEQFVIKG,Canada,Efqlfsphlpxdrxidilgkidtlwlspg,3706122.0,,3.0,Expeditors International,Nwizaccf,,5.0,5.0,S,537.0,O,1.0
Jmb9763,1-176-469-4736,Jmbqiifstykosxfu,,WAYLTHPURYPOGHLNBAYVDUJ,,V,35.0,Reliance Steel & Aluminum,Bnhdflxl,M,3.0,5.0,M,838.0,O,6.0
BYA9764,1-126-977-4741,BYAJHUXGYMTFVIMETPYMZBTGXODFU,United States of America,Wscyllvnbowqr,126280.0,,29.0,Archer Daniels Midland,FFDURDBPD,m,3.0,0.0,M,673.0,O,0.0
Lfg9765,1-640-749-7987,Lfghn,United States of America,Lactuq,3391430.0,J,70.0,Snap-On,Bokapztwaos,M,3.0,4.0,U,673.0,O,9.0
aui9766,1-128-600-4335,auidnolwwibkuqmnvmtzixuveltp,,Ojrishnnz,3857035.0,,10.0,Rowan Cos.,Nmgooht,F,1.0,0.0,S,690.0,O,3.0
Tse9767,1-391-125-3176,Tseiuqyxevfredxlqkyhbtxodf,Canada,Ldolidetvrnnzguynkqcdrjioo,998642.0,,,Jones Lang LaSalle,,,0.0,0.0,S,313.0,O,6.0
Qqj9768,1-489-334-9152,Qqjmzuytjpnake,Canada,CJOTPKTDJPMAOQLMQNAA,356647.0,w,63.0,Valassis Communications,Chlxbkxdljbd,,1.0,0.0,M,561.0,O,0.0
pwv9769,1-527-060-6688,pwvdhumjdrapvwcypzeemrcd,United States of America,BNXOWHHQLBADSKKRIWQN,,v,80.0,Superior Energy Services,Avsxqx,F,3.0,1.0,M,678.0,O,6.0
Rvb9770,1-842-863-3693,Rvbomlocexofznsbxiedukcovlcash,United States of America,Vdftmbecnrmrtnussseslkjhmpzw,1736087.0,,,Bank of America Corp.,,m,5.0,0.0,S,391.0,,1.0
WIC9771,1-631-365-2065,WICRRWABLIDDPNT,United States of America,Bndsaihcj,2551540.0,D,68.0,Penske Automotive Group,WKEHUBS,,2.0,0.0,M,556.0,R,8.0
Zje9772,1-783-817-4776,Zjewxdw,United States of America,etnijqehpykn,861964.0,u,69.0,Colgate-Palmolive,CUVUBMBYQ,m,2.0,4.0,D,730.0,R,1.0
Jba9773,1-775-482-3616,Jbaukn,United States of America,BCKMOSHP,,Q,98.0,Stryker,ymblxrjie,,5.0,0.0,M,718.0,U,2.0
Dsg9774,1-188-214-9956,Dsgwlletrzvr,United States of America,Xgrkfvcy,2891160.0,,36.0,Service Corp. International,ivbiiosl,F,5.0,1.0,U,575.0,R,5.0
VCH9775,1-689-730-8281,VCHIHGOPFG,United States of America,Gobtbtgnzoctabef,520676.0,,82.0,Service Corp. International,Ctxmyswo,,1.0,0.0,U,720.0,R,5.0
udj9776,1-185-666-4477,udjcyuh,United States of America,Gbjistzh,910547.0,d,92.0,Occidental Petroleum,Csqpoi,,3.0,5.0,M,320.0,O,5.0
lhr9777,1-400-323-3151,lhrcvldxceekt,United States of America,Inhwqohdlzpo,178958.0,o,27.0,Belden,Lwdxyahnou,,5.0,4.0,,403.0,U,0.0
Eed9778,1-527-194-1440,Eedzplwkszvaglolkqqdjbxmxu,United States of America,Gxigtulvvyeroi,179723.0,C,43.0,Cisco Systems,Gtdqmrvrodr,,4.0,4.0,W,,O,0.0
Rjy9779,1-592-334-0332,Rjynzgeosfrfmjcmimc,Canada,Zkqadgkavtigwfzhdbgtqeo,560038.0,F,31.0,Regions Financial,tuynu,,2.0,3.0,M,521.0,O,7.0
Otz9780,1-192-355-9148,Otzotclmdhwa,United States of America,yexkhok,48989.0,V,84.0,Seaboard,NJJQDTIWHH,,0.0,,S,493.0,O,10.0
xnq9781,1-424-574-5497,xnqpxrkbqibq,United States of America,Aiswdrncyaqocfgpq,3631565.0,z,78.0,Sovereign Bancorp,OIQMRFAOB,,0.0,5.0,M,650.0,U,9.0
efd9782,,efdcdsbcbpaq,United States of America,FNFRPL,20964.0,g,98.0,Staples,YZTZMEZTX,,3.0,0.0,U,601.0,R,6.0
KFQ9783,1-847-549-4326,KFQHLTQFCIKMWYHBTAOM,United States of America,RZBBHJESJOVCBEVVMAKYUX,3152680.0,,0.0,Sigma-Aldrich,anicaidxqhl,F,1.0,3.0,S,466.0,O,0.0
BTV9784,1-116-368-3368,BTVQHLMSTBUWJNTBNUPCBUZQVAHUR,United States of America,NJLXD,3058045.0,K,23.0,Xcel Energy,nijgnbgdt,,5.0,1.0,M,619.0,U,0.0
Tae9785,1-697-596-2552,Taejoeotsacihmwigcqrqodwkvtta,United States of America,Zsvcumpqorfedfys,3995842.0,,35.0,Int. Business Machines,dkceajmashi,,5.0,3.0,D,326.0,U,
Gci9786,1-303-723-5831,Gcild,United States of America,TCVUTVPIWPFAE,1814013.0,,23.0,Metals USA Holdings,acmacflq,M,,5.0,D,380.0,O,6.0
Xcd9787,1-807-845-1621,Xcdxa,Canada,nhpbxqrdubvkn,2746916.0,N,50.0,ProLogis,wefnezad,,,3.0,M,699.0,O,8.0
Wrb9788,1-532-915-4568,Wrbovqz,United States of America,tancatsgpm,3673503.0,,56.0,Insight Enterprises,,f,5.0,5.0,,300.0,U,8.0
dqt9789,1-840-477-1190,dqtvvpzdipaenrpiycd,United States of America,hoxucizkdxortuoaykhgea,2439162.0,l,71.0,Henry Schein,Dpfnty,,3.0,2.0,S,705.0,O,9.0
Lkf9790,1-876-538-1436,Lkfijnjquhpvjctkal,Canada,ghmzuiadzojurradfrjvnfyezcm,2739411.0,,48.0,Wynn Resorts,zywpjmcqdtte,,4.0,0.0,U,602.0,O,5.0
Jca9791,1-434-897-1689,Jcatjndjkdcz,Canada,YFCUPMLIPIIFUCHHTOHFYUMU,1610254.0,l,63.0,Western Refining,Nanqg,m,5.0,5.0,W,542.0,R,7.0
Cyo9792,1-229-228-4105,Cyohtezkfyrmtwp,United States of America,Tjdikoadlzyzkoklgypapsgpkdd,,,55.0,,,,1.0,,,608.0,O,7.0
Fbo9793,1-712-455-7425,Fboaytxlbchnwudfrvdoykio,United States of America,aiztjpznpjfmu,3521205.0,,99.0,Synnex,Uspump,,0.0,,S,,O,6.0
RWL9794,1-321-095-8066,RWLSUMHLZWDWD,Canada,Glypzcpvgxfbrzybmbpr,2425580.0,g,7.0,Monsanto,AAIAQQEJ,M,1.0,0.0,M,647.0,U,3.0
Ymj9795,1-452-393-4430,Ymjgmxvanihjivfntxmqnmddr,Canada,Dkqqxhtuafgfxoetbygxjhpu,,Y,36.0,Weis Markets,dwpmlztks,F,5.0,2.0,D,,O,0.0
kqr9796,1-038-099-3417,kqraiarz,United States of America,Nhzumynidyccsihmsguiqbc,1353495.0,,99.0,Beckman Coulter,UQVRZGZQH,,0.0,5.0,S,798.0,O,0.0
Anu9797,1-284-920-3901,Anuqotndrpjoqqniczwznfgl,Canada,LYIYRU,443045.0,,43.0,Pentair,FHTKTLERXT,,0.0,5.0,M,332.0,O,1.0
Odk9798,1-542-243-3222,Odkwrjmnxturxfjmlht,United States of America,Lreqaivcqdrawvffzwdec,2597213.0,,85.0,Western Union,FZCXE,,,0.0,M,392.0,U,3.0
Sng9799,1-229-158-8024,Sngszx,United States of America,Yauotgusqlcjpilqsoph,3176155.0,o,28.0,Office Depot,Nibnnr,,0.0,,M,565.0,,6.0
ryj9800,1-075-206-4337,ryjuxunbtawoxpgynsngkg,United States of America,Wegwshbzdubcugqhac,3265617.0,N,86.0,Brightpoint,Aptjpvosoe,m,5.0,2.0,S,732.0,O,5.0
gle9801,1-724-404-2730,glehdnmsru,United States of America,Intgaluuihdohkjelwwwabh,2387472.0,,32.0,GameStop,KSCYCESK,m,2.0,0.0,D,369.0,O,5.0
BCG9802,1-389-179-0350,BCGZZBASECNMDHQDRVIFH,United States of America,zelijplqqfmwk,846372.0,,28.0,Nacco Industries,Srllf,M,4.0,1.0,W,483.0,O,5.0
WXO9803,1-536-802-1200,WXOTBOUUONMGADSYYEP,United States of America,NFLUYAGEWTDJSJIRTRVOZOADGWGKVU,2862895.0,,,,Dnuryfeirof,F,4.0,4.0,W,661.0,U,2.0
Ijq9804,1-591-775-1309,Ijqgfedqpivgbojceahjl,United States of America,Sbjva,1652410.0,,83.0,Graphic Packaging Holding,,f,4.0,5.0,S,438.0,O,6.0
fdd9805,1-199-805-6277,fddtazyddcpiiczsqrmgzptfydlt,United States of America,Kunqlddvufsg,2406642.0,,,Terra Industries,Rjoxn,,5.0,4.0,S,813.0,R,8.0
Aro9806,1-134-178-7893,Arojbiotzgzftpsjmw,United States of America,LKPEFFPZQGYOEVC,435495.0,w,71.0,DISH Network,PTEZIOYKNGBQ,C,3.0,3.0,S,511.0,O,5.0
uso9807,1-476-772-9719,usobkxgrdpwsjlhxwfvknzuu,United States of America,BDIDFDPPLKDZKSQSIDHLO,1537756.0,,32.0,,Xgpiffwdr,,2.0,,U,474.0,O,8.0
Bhj9808,1-526-786-0424,Bhjicsnyglqujidytzcfmquvny,United States of America,ivtcvmqobnmbmkthc,2722282.0,v,,Sanmina-SCI,alrwz,,2.0,1.0,M,506.0,R,4.0
Mge9809,1-786-446-9417,Mgeoovhgsbzjdwosce,United States of America,Iieckalxlxyspqfxcwmybyoykrlhr,,U,48.0,Stanley Works,Nnezf,F,5.0,4.0,D,772.0,,6.0
Coo9810,1-781-637-3596,Coooihjzppussofxxvhq,United States of America,Cmzzrok,678801.0,,69.0,Johnson Controls,Rgmbf,,3.0,0.0,M,546.0,O,3.0
JYX9811,1-964-545-5956,JYXEOF,United States of America,fjuijpbwtoyxke,1049475.0,x,97.0,Tech Data,Lgdeo,,4.0,2.0,U,552.0,O,10.0
szn9812,1-827-775-1568,szngbzuzfutuplmpozkbhyggfelci,Canada,yfgwxwqmwwb,3844727.0,D,55.0,,,F,1.0,2.0,D,738.0,O,6.0
CRH9813,1-311-965-2370,CRHRPXRXFSJO,United States of America,Xzucbhtwrclunobrt,2888275.0,,22.0,Rohm & Haas,Pvpgftphron,x,0.0,0.0,W,573.0,O,10.0
lgv9814,1-984-027-7433,lgvkgshxkyvu,United States of America,Jegufq,2451777.0,,42.0,M&T Bank Corp.,Bzihvvbyqf,m,1.0,3.0,S,842.0,O,6.0
Vvl9815,1-157-236-7700,Vvlunxebdrwi,United States of America,Mzlrbnvqnusktzk,776583.0,y,3.0,Automatic Data Processing,PQRUO,M,0.0,3.0,M,347.0,R,0.0
Ugw9816,1-656-109-1600,Ugwsbxpufxcb,United States of America,Brziwasyvwgap,2562495.0,j,40.0,Mettler-Toledo International,Gdmdlbnjbt,m,2.0,1.0,S,551.0,O,10.0
Ryu9817,1-635-447-3318,Ryuvdvxypyktpshsit,United States of America,Telyhqnytndyakqmkwuljwe,3652078.0,,55.0,Jarden,Luplgst,,3.0,3.0,D,565.0,O,5.0
Vlp9818,1-393-830-5416,Vlpfkofjvptyybykwqptmkwvjgmmt,Canada,Chrkbunk,557439.0,F,56.0,Brookdale Senior Living,ywozoerkq,M,2.0,2.0,S,301.0,U,0.0
lfx9819,1-441-296-2469,lfxwwtpilgxklhzskpsmzckoe,United States of America,Vpaqwunhlszalapqofoznrcmj,3406094.0,t,51.0,Airtran Holdings,SXPPXJXUPKA,,3.0,0.0,S,572.0,U,3.0
JLW9820,1-673-121-3558,JLWEFLUXGRATKV,United States of America,Pfmdwmo,,,43.0,Packaging Corp. of America,Jnnfard,,1.0,5.0,U,328.0,O,
AMX9821,1-405-616-8440,AMXNLWGKXSDIVZMNQXRFIZFJ,United States of America,Unxcykhddddeqpavwcm,2569171.0,,24.0,Health Net,Wprqtaiifpi,,4.0,0.0,S,318.0,R,5.0
Uax9822,,Uaxubjtupwcipuhegkyn,United States of America,Qkxodimnmc,,Z,87.0,Coca-Cola Enterprises,KDWZDFHPK,M,2.0,0.0,M,397.0,O,
eth9823,1-062-969-9915,ethgqfrwlsjbkklnspaudgxa,United States of America,RWYDALURPXEGFFELJBZKJIRYLEEQEA,3800745.0,L,2.0,UAL,LZSRWIUVTD,,1.0,1.0,M,755.0,O,4.0
Yes9824,1-237-403-1731,Yeswpiwgmxaaurbxpxvmgtmetn,United States of America,Dbxanxqyetewm,2501119.0,,82.0,,Rowrnedbgdvp,,1.0,5.0,U,726.0,,6.0
KWC9825,1-763-307-9397,KWCVWN,United States of America,ixhyxmpbyjdysfh,2719500.0,V,27.0,McGraw-Hill,ONURDXOYLBJD,M,,0.0,U,599.0,,9.0
Tqi9826,1-354-555-1031,Tqifxiuqtuhil,United States of America,fmcmhcuyrlfknebswqajndwxdfs,2076148.0,,83.0,Chemtura,Nsvqzlwwfjfb,M,5.0,1.0,U,418.0,O,1.0
Wpa9827,1-913-677-8025,Wpadiavudi,Canada,Vjfqioksqrywpwlvyaoizevsjjwmei,3893034.0,,50.0,Church & Dwight,Gxvmaymhdz,,2.0,2.0,U,807.0,O,4.0
gpm9828,1-368-266-8562,gpmvk,United States of America,gafdmvpbjyoeingukgxjy,3870783.0,K,32.0,Family Insurance Group,Ftiviokemot,m,5.0,0.0,U,549.0,O,5.0
prv9829,1-244-489-1174,prvkrqxn,,Zfjqxgyfas,2179066.0,,17.0,Kraft Foods,VZRUAF,,4.0,4.0,W,633.0,O,3.0
Ytv9830,1-801-737-7051,Ytvmaeamrsgnfqor,,Mgdmcbkntjmmlfjlbp,3916822.0,,54.0,Anadarko Petroleum,Noexilytzfe,,4.0,5.0,U,300.0,O,5.0
Ttl9831,1-628-498-6046,Ttlqqprevk,United States of America,Vmjzdsfyq,1771227.0,V,68.0,Fortune Brands,Kvzrp,,3.0,1.0,M,383.0,O,7.0
Kkh9832,1-520-341-5913,Kkhip,Canada,Fxvlxzcvyiawnvkdnbmsriofaejsna,2911392.0,W,98.0,PC Connection,Pbwequhd,m,4.0,4.0,U,598.0,O,7.0
LES9833,1-955-867-3416,LESBZ,United States of America,TULIDBTUGYZFSEDAGZICXMFGEL,2302082.0,U,23.0,,Iykvwpxhik,,5.0,0.0,M,351.0,O,5.0
Kbn9834,,Kbnxhcbftikyxghfgqtfqjxvr,United States of America,Ubfbxjfpwiklmeqhnfgvnlcqclxihc,3809157.0,S,6.0,Fortune Brands,kajgselxyhsd,,5.0,1.0,M,757.0,O,9.0
VNB9835,1-413-207-9887,VNBOHODVLMIJLQU,United States of America,Luxsgxilotbdrrymsvrxckzpwso,1780094.0,,11.0,Philip Morris International,Bopfksow,m,4.0,5.0,U,,O,8.0
mog9836,1-975-288-7412,mogmpzisezntewrjsupsesrqbzpir,United States of America,umqivnscuqkhuwzrt,2476975.0,,86.0,Oil States International,Ojhblexfg,,1.0,3.0,M,539.0,O,6.0
XOZ9837,1-540-846-0942,XOZLAK,United States of America,Vowueiydaejbujfzxihgjf,890294.0,V,50.0,Northern Trust Corp.,ADPLLPPFTK,,3.0,3.0,M,,O,7.0
Ixh9838,1-252-815-0749,Ixhrahxsqhcskhdabgqepiggj,,Dmiosnpltzyshfniwgzxclbtixrkm,2635253.0,O,93.0,Health Net,jromb,,4.0,0.0,W,819.0,O,8.0
Awr9839,1-196-424-5054,Awrcyiphfgzemalmjuhlquzwq,Canada,Vtcnf,496823.0,O,81.0,Pantry,ejvdrmfih,F,,5.0,S,831.0,O,8.0
RMI9840,1-601-649-3790,RMILKLZSODSGCCJCRNOTAINF,United States of America,wnaynxsyovn,362621.0,X,25.0,Publix Super Markets,UCHFZOP,,1.0,2.0,M,514.0,R,1.0
iff9841,1-820-566-0356,iffoyungvvdbdjb,United States of America,Ggebrpopiymiirz,2966858.0,Z,47.0,Smith International,xxqfqmsnoado,f,2.0,5.0,M,480.0,O,9.0
Moj9842,1-362-942-1548,Mojlwhocfikjmitmiqusswtjq,United States of America,lojnrkbbbbagplcua,2439916.0,,,Cytec Industries,chlacgze,,1.0,4.0,M,526.0,O,3.0
dnf9843,1-214-875-8476,dnfaukckqyatjqtdfomwhbavx,,DFPDXKWHEKNP,1037920.0,,,Virgin Media,PSEHMK,F,4.0,5.0,S,706.0,O,1.0
Kwl9844,1-993-409-1963,Kwltahh,United States of America,Mmrndbqulakkmdjzpfpdyasqgp,1071787.0,u,20.0,FPL Group,Plrahvyojds,,2.0,2.0,D,394.0,O,9.0
agh9845,1-552-189-4153,aghggqwlpdykafatnla,United States of America,Pfwnqlfxj,1964285.0,,30.0,Honeywell International,Evdsexkixjc,,3.0,2.0,S,461.0,O,4.0
Ikq9846,1-089-839-7520,Ikqaeipxwjv,United States of America,Idjmninve,905620.0,J,13.0,Precision Castparts,Dnovenprqjm,,,3.0,M,390.0,O,10.0
Tcc9847,1-540-949-5084,Tccbmyashczktmzehrnsnmkbq,United States of America,EAUVPJARXMODLUOPKIBLGMDHKGPID,358003.0,,13.0,Cintas,,F,3.0,4.0,U,747.0,,7.0
Phc9848,1-864-528-6133,Phchidtypvbkmtawkrsugpkriof,United States of America,Karlbcuzgextmwtpexvvecgfm,2726548.0,u,16.0,L-3 Communications,Wgoqxoxzbo,,0.0,1.0,M,671.0,,10.0
dah9849,1-860-284-0921,dahumidanryfzuxrawnou,,auqmdubzsxoieudbzikuiwzudpm,810916.0,H,32.0,Magellan Health Services,RCRXZUMEWNHD,M,2.0,3.0,M,631.0,,1.0
fyy9850,,fyyatuctqudwlbtqbyhdjv,United States of America,MEKONPERUJJOGQCVAOUSVGS,619755.0,,74.0,Bristol-Myers Squibb,dqrhlbk,m,0.0,5.0,S,634.0,R,6.0
cia9851,1-717-655-6253,ciaaump,United States of America,Ovcfdhzptrunbrvyrbwxcxswt,2239170.0,,70.0,Fifth Third Bancorp,Hjovsweta,,3.0,0.0,M,492.0,U,9.0
Rup9852,1-035-155-5723,Rupdclimhxnixgisu,United States of America,Wbfsjecfdlutyladpiniisjtsot,892128.0,,83.0,United Rentals,Eimawihtsvb,,1.0,0.0,S,413.0,O,7.0
JEK9853,,JEKVKKUVFZH,United States of America,uxaolpgggeteeivpzldpicfxvuexs,3130806.0,,91.0,Michaels Stores,EDMHYQMEEQ,f,,5.0,S,619.0,R,0.0
SGG9854,1-549-547-9329,SGGYQXCRPUBZCHNDHUQ,Canada,Gzqqjlcklmiwdtfnmu,3473479.0,,99.0,Agilent Technologies,Fmwtwfq,M,2.0,,M,446.0,R,
rmn9855,1-754-004-1808,rmnajclkedphqgofxfftredkeisawv,United States of America,Vtrhmoqpavtvbtaenjoirgqhyf,100195.0,E,84.0,NewPage Holding,Xcurw,,4.0,2.0,D,767.0,O,5.0
BUP9856,1-336-478-8193,BUPPEOGTPSWTCUWSORH,United States of America,Wouburmrwpyx,106595.0,,73.0,General Cable,oapuiec,,4.0,4.0,M,428.0,O,3.0
akt9857,1-270-703-6913,aktkzstytbfnsh,United States of America,Qiliqhbmqjzojcwjcsfpkrxjackjt,817817.0,,84.0,YRC Worldwide,Xsrfq,,2.0,3.0,M,528.0,O,8.0
PJS9858,1-256-718-0489,PJSXAVMV,United States of America,fmupnxnlmnpn,2802149.0,S,54.0,NV Energy,btfjjlgouhus,,5.0,1.0,M,523.0,O,4.0
Puy9859,1-417-894-7081,Puyvejbpofixaxcslxrivncxzda,United States of America,Ehcphehiu,506871.0,,34.0,Sun Microsystems,Sgefxjev,,0.0,5.0,M,658.0,R,7.0
hoq9860,1-185-319-8207,hoqrjsqztbxucleb,United States of America,Cdhhruknuuyotrtqmvnhiqjsi,1405175.0,P,48.0,,cvktzjmnneb,M,2.0,5.0,M,475.0,O,5.0
Rqx9861,1-450-615-4188,Rqxvrtksjsisacjahfqwnmxrptqwsl,United States of America,gaemcecciayvyfhcin,2650306.0,,76.0,Lowe's,,f,3.0,3.0,D,678.0,O,10.0
Qmb9862,1-871-896-6899,Qmbqapfddiinub,United States of America,Vogsqmmzmtagryezlc,1956097.0,,10.0,Total System Services,WMALOJGPTYQN,f,2.0,2.0,M,469.0,O,
ert9863,1-346-609-8684,ertxwhye,United States of America,Aaeklti,973923.0,,74.0,Integrys Energy Group,Nbwqyjg,,1.0,3.0,W,595.0,O,1.0
sjl9864,1-983-655-0855,sjlsvaaanfwiainmxbfrrawgsuwrrc,United States of America,IHZXQHG,2446019.0,,96.0,Collective Brands,Rfsxjhdg,f,5.0,4.0,D,749.0,U,2.0
LCR9865,1-595-433-8361,LCRHNFUZEHZPGB,United States of America,vciftdutcvobokkfvktjtj,,b,43.0,Snap-On,VXSAUAAUZTKF,,2.0,2.0,M,344.0,O,1.0
Vjb9866,1-409-001-1296,Vjbovhfibzftwqyilltu,United States of America,Gytohga,2169049.0,,74.0,Applied Biosystems,LGBNYJHKAJ,,0.0,3.0,U,337.0,O,6.0
fhb9867,1-819-971-2152,fhbgdhifukqedkgqlvjotpyoitutve,United States of America,Yoavs,2566691.0,,75.0,Watson Wyatt Worldwide,DHODFOBH,,1.0,3.0,S,841.0,O,4.0
Vzn9868,1-193-083-0580,Vzntwjorkjjh,United States of America,rbnor,2356764.0,,97.0,R.R. Donnelley & Sons,dsboanrla,f,,1.0,U,544.0,O,3.0
Niq9869,1-784-700-1830,Niqsgubywjumk,United States of America,gycvmjgjlnursxlosbhklusknt,2465932.0,Y,25.0,FreeportMcMoRan Copper & Gold,zvefwpsyvm,m,0.0,3.0,U,574.0,R,5.0
Lza9870,1-944-696-1094,Lzaoo,United States of America,Btueqzhhiqfeezgipt,838029.0,,88.0,Smith International,EGOSCWCL,M,0.0,2.0,M,411.0,O,3.0
nyp9871,1-467-923-4156,nypkfbhhr,Canada,Tqkbngqvnboymexlypxjchufopdnv,1194315.0,,53.0,RPM International,FQWVNRBM,,1.0,5.0,M,428.0,U,2.0
YKS9872,1-551-393-7913,YKSEEDGQHIKQASSZAOKVUPDDWMBQ,United States of America,Jrtizmicwhzfdnrlnjbxtrwsstbuf,896952.0,,21.0,YRC Worldwide,Jxfgaesdyfks,M,5.0,4.0,S,768.0,R,2.0
Miu9873,1-419-879-0272,Miudmhrkxaxijuayrcfusm,United States of America,PMKGJJLMCABGQDEHKKGIRA,1449534.0,F,91.0,Newmont Mining,Hwivicvow,,4.0,5.0,D,841.0,R,4.0
MGY9874,1-069-537-7174,MGYJLBH,United States of America,Dvfuiiptyienhaawgk,2836067.0,,51.0,PSS World Medical,cjaegfcwx,M,4.0,5.0,U,698.0,O,1.0
Gez9875,1-889-695-7999,Gezpnywjipqekgyjwywsny,United States of America,MTVROYES,3528220.0,,56.0,Southern,xneikr,,1.0,2.0,M,,U,10.0
Pmm9876,1-210-900-6565,Pmmnpywempdapxiu,United States of America,onvni,844644.0,,9.0,Perini,lovzfaqou,L,1.0,3.0,M,656.0,O,
APL9877,1-607-512-2320,APLMI,United States of America,STDJM,3620604.0,z,19.0,Ecolab,Mfrulfcbz,,0.0,4.0,M,565.0,O,5.0
jlx9878,1-749-491-3569,jlxronfhkrhakrkigrcexqmdis,United States of America,oymhqcn,400095.0,,,United Natural Foods,Qhgrb,,1.0,4.0,M,371.0,O,6.0
CXM9879,1-348-668-6049,CXMVGGRTNUIRK,United States of America,HCJDCFMHQQ,847663.0,M,26.0,First Data,Ejkjaust,F,4.0,2.0,W,753.0,U,4.0
aah9880,1-486-450-1008,aahunstrkuzxuamzruzj,Canada,Tojyz,2345473.0,A,2.0,New York Times,Jpdqbh,,1.0,3.0,S,615.0,,7.0
Huy9881,1-979-047-5794,Huylys,United States of America,Lqojfrjhll,3395353.0,,18.0,Olin,Gpgoazrimgpx,,3.0,5.0,W,405.0,U,10.0
QZC9882,1-493-543-3043,QZCMUQNABYZVXZWWVZVZIF,United States of America,XLXRZG,1433403.0,i,88.0,Con-way,Vmwtekqmi,m,1.0,4.0,M,731.0,O,10.0
