gncd,nmbrchldrn,crdtrtng,wnrrntflg,nmbrcrdtcrds,ddrssln1,pstlcd,ncm,frstnm,mplr,gndr,nmbrcrs,stt,g,mrtlstts,ct,cntr,phn,ntwrth
Mua12215,5.0,829.0,U,6.0,Ucrckqdffnvrsxpbuu,Awbauazogvli,443283.0,Bivgrgyovfudytonqaihxorxtau,Boston Scientific,f,2.0,UT,5.0,U,Scottsdale,United States of America,1-526-761-6481,3584219.0
HPT12216,2.0,643.0,O,8.0,Bkuqbzdyrvquefusoredmfj,Whoyja,,Vfukciddzwverhamtz,CBS,,1.0,WV,23.0,D,Iqaluit,United States of America,1-425-424-9711,1945249.0
QIA12217,5.0,416.0,O,0.0,Whqwbyjnztxmnlnzkmdwtdsvpahulcqkciwg,Eihnsymvzup,,ipdyrij,Ingram Micro,,5.0,MT,68.0,M,Nashville,United States of America,1-974-606-8078,
Wti12218,3.0,473.0,U,5.0,Kbvah,XCLLQBGWG,66752.0,swafsqogrwdzqoaoaatqmhqxlfykwy,Expedia,,3.0,WY,31.0,M,Charlotte,United States of America,1-308-988-8179,2796483.0
NMV12219,5.0,591.0,O,10.0,BBWGYORLAWXXIFADMLWFXHYLLBGMAOUCDASKMVWFUQPITRBCFUSZ,Wrokdatdch,332456.0,SZIGDVVGAATQOVFIGKSAVW,OfficeMax,,5.0,NV,33.0,M,Escondido,United States of America,1-864-604-8548,
Yxd12220,4.0,804.0,O,8.0,AEXHCAMUAAZUMTGWCPNTH,WCONQVO,473033.0,drfzwjgcncpwprymyqndooc,Loews,F,3.0,IL,97.0,D,Irvine,Canada,1-421-065-9548,775100.0
Fve12221,0.0,,U,0.0,wrfwtelpoxjljrdtfbamwolgwcyfxfcilcsxduziyk,fspqxfedlcpt,324615.0,Oyywxjqcnfxsrkrdt,Conseco,f,5.0,Alberta,38.0,W,Fullerton,Canada,1-012-750-3367,2367113.0
bqo12222,5.0,685.0,O,4.0,Styyiudyqitldbsvihgeqtoepfzgcbcnbwkavabqwj,pdbdgkvii,118303.0,ELGZIRW,Schering-Plough,m,1.0,VT,78.0,M,Huntington Beach,United States of America,1-416-154-8007,1302714.0
isg12223,1.0,499.0,R,7.0,Htwpfhubc,Rdvfopdhhv,164382.0,Zadbfnijltnxscltrrsllrd,Alliance Data Systems,,3.0,MA,88.0,D,Warren,Canada,1-571-624-5476,2084749.0
Sii12224,5.0,417.0,R,8.0,Uabwejacqzsvsiwnxblgdqtpuosuifjfzfamcimupzrwcyaaruycbpiamdmnvobnkrcjcnfojfhp,MNEXMWSSPSO,248149.0,qkjimnwokakcgeoszhcx,Polo Ralph Lauren,,4.0,IL,91.0,D,North Las Vegas,United States of America,1-686-563-1927,923312.0
Jca12225,5.0,714.0,O,6.0,Jdlvbnsokoacpwrqekciiddvupaxnknsjumqg,Tcwzfqvon,45831.0,Vgdixkoawacfg,Best Buy,,1.0,MI,50.0,,Sandy,Canada,1-725-337-9751,2432430.0
joa12226,2.0,336.0,R,4.0,Rltiksskkaehaitlkzzjhnvliyntj,Btljvsrgvpg,317525.0,IUOEVNLOZCBPIDKCOECFBNPVWOZTD,BlackRock,F,4.0,AR,4.0,S,Laredo,United States of America,1-944-556-7766,507864.0
Mvh12227,5.0,,,10.0,Djhox,Opsouzs,422793.0,IBBOAPI,Jones Financial,,1.0,NM,39.0,D,Augusta,United States of America,1-637-305-5361,3519269.0
Hcg12228,0.0,784.0,O,3.0,JCOHVUIMYJIYTDXQFEJSKLXNPGNYPHASBQXNQHJGVRHQEQGWGQ,Amrxjhpfozic,244919.0,KYSQVPSPAVFWUEMCJEQDBNL,Regis,F,4.0,MN,40.0,S,Santa Ana,,1-790-693-7865,1883644.0
Chx12229,5.0,475.0,O,9.0,WUCCYYJIJGTTCLWLAAXPFDWPPUJ,wmzeuo,175758.0,Dycnthikqdjxqtbwg,DST Systems,,0.0,MD,50.0,M,Berkeley,United States of America,1-085-597-7614,3071518.0
XCN12230,3.0,847.0,R,0.0,Qdsvmzqscxaxhlqjwxrscigounhzjpoghavcwxclctyzqdblsgyhiemeymfcrwoabstwunmqgwkqewnt,WVOTPWVTAC,158835.0,Vpumeba,Radian Group,F,2.0,HI,42.0,M,Seattle,Canada,1-735-425-1545,1416770.0
Mly12231,0.0,634.0,O,6.0,Anljuglptbvmfowuickluhsxgkf,rjegpgkppvek,111717.0,Umqoetmup,Simon Property Group,,,DC,86.0,U,Rancho Cucamonga,United States of America,,2552930.0
ZIC12232,0.0,759.0,R,7.0,Viuinaunavhvstswnlwbgstjoesooubwqgxkqeepomjyhgwglplj,Rqlwowunqxww,,Nonfcxrwebytwxqdhwfek,Constellation Brands,,3.0,AR,27.0,S,Reno,United States of America,1-321-399-0166,2734980.0
Tsr12233,0.0,573.0,O,1.0,zvunpcyfkhcnroxjiibawfyczmwiwfovueuytflrqzdhydecmxjsaeazl,ghjsmmjmmmnp,156323.0,Zjsmnkh,Express Scripts,F,5.0,NC,57.0,D,Omaha,United States of America,1-332-456-2627,3392989.0
IXD12234,,669.0,O,7.0,Rioycenoairrrvi,Pwbdpxngcboo,470202.0,RCNDQVKLRTX,Auto-Owners Insurance,F,4.0,NC,14.0,M,Colorado Springs,United States of America,1-376-495-5558,618606.0
GUY12235,2.0,515.0,,3.0,Pvbomhfktwoaddavflbfufagommppwbjjlwwbyitmtnoxhglxdqewvihfqdjnpzfczhqrxgw,Xrjbdbtkcjg,69973.0,Urwvnwtwmzsapohlhysvxw,Brown Shoe,f,2.0,CA,83.0,U,Amarillo,United States of America,1-840-836-8511,2543097.0
KVS12236,,332.0,O,6.0,BGTCDJDEIONTGQUQGUDTIKOPNWLVKKEYAYQWBWOQBBBGUYSE,Ujiescuki,48247.0,Yvpztajfquftnosyouqhibjf,Hayes Lemmerz,,1.0,IN,3.0,W,Las Cruces,United States of America,1-840-301-1739,3687736.0
LWQ12237,2.0,762.0,R,7.0,Neibaijistjpmeexwtcrmpqtlrhyjgdjalouqsxvjal,GQAJUS,117817.0,UYVKGLGDTYAKXEEBPQKB,Walgreen,M,0.0,British Columbia,61.0,S,Regina,United States of America,1-699-267-0354,
Lqf12238,1.0,,O,1.0,ycjldkiqdegmmyioqhuqvlgbusodlolyuebuvmscphnmpwr,HIQRCAMXOTW,297746.0,Chalpkggqxvairvj,MSC Industrial Direct,F,1.0,British Columbia,6.0,U,Gary,United States of America,1-614-704-6730,1434088.0
Rpt12239,2.0,398.0,U,2.0,Knvfdpmgtgfvtvqscmtlpuvxztwsnbexvmi,Spkuucn,489458.0,Dxwoqvyp,Avnet,M,4.0,KS,12.0,M,Abilene,United States of America,1-762-816-9121,3615499.0
coj12240,3.0,539.0,O,7.0,Ylwdmifqjrcjbgdeshbsvxiihavndukvqzsnsjnqfkosfwpeoggjdxxjnpiychlcmyhdgmanpxuilqsv,ZVBYJWL,463947.0,Ngwusqdv,PNM Resources,,4.0,UT,52.0,M,Stamford,United States of America,1-460-072-2169,3583755.0
Czh12241,5.0,708.0,O,10.0,Asdpkzzjdevskyvkmjgbkitgmvlfndcdpkircgnlxmqymdwwajaxwlreyleh,Umbmhhlmohtw,305738.0,ENWSGVXBOUHXERZNFDSLIBK,Corn Products International,,5.0,AR,18.0,M,Little Rock,United States of America,1-172-236-5042,2805623.0
Jbs12242,4.0,564.0,O,0.0,Uscsjcquyiyeqstmemunwuydvtugbi,Bpalltakzs,394713.0,Pmfmnhszhgo,Guardian Life Ins. Co.,M,5.0,PA,23.0,U,Providence,United States of America,1-976-748-9268,2125833.0
Igf12243,0.0,837.0,O,8.0,Cfkzajouyfarjfuaqyyivqjsp,AOQPUJRZBW,,uoentejuzzjmjpb,Radian Group,m,5.0,New Brunswick,24.0,M,Santa Fe,United States of America,,717520.0
fqj12244,2.0,,O,6.0,Pmukcddlmurkzepemcloncmk,Wnhvwxhbjwm,257468.0,EKJSPPTZNHTNNEYZYGXFMZBZMCJDVO,Annaly Capital Management,,1.0,MN,1.0,D,Indianapolis,United States of America,1-918-403-1338,2051903.0
Qhr12245,0.0,544.0,O,1.0,Vuqqruunkjxevykvoeoikamhycfgqqnndkyhymyrzctqecyfbnlcwhsiubwwlkunnwxn,vwhxwfatcswl,295961.0,Elvzaunxyjmhfidbzpiqocimitdzd,,m,3.0,NH,68.0,M,North Las Vegas,United States of America,1-118-224-3667,1970370.0
FAA12246,4.0,601.0,O,9.0,KFJGQZQYXCAPSYDXAONUZFPQHQNHJFFNWFMUFPBHTTVYQTWZOYXKCXRMQADFRSCGROB,Ibinopmik,102029.0,Lgquptcvskormkmeaaievkzvdea,Staples,,2.0,DC,65.0,U,Sherbrooke,United States of America,1-784-800-4442,1668674.0
Nef12247,4.0,622.0,O,3.0,Dyjcaieneredkgksniitquexesjhkncvpjchmccbtqlrqqafqoo,CDCSUULE,247652.0,aeuosyvrlwlqtwguumsfa,Unisys,f,5.0,TN,55.0,M,Naperville,United States of America,1-344-096-2698,2393174.0
meb12248,2.0,795.0,,10.0,Wllqtrgyysmqfbuhmigvatrluskvmsxrvkqiesyzmlxyzbrkfmmwbubvbpvczibbhaqhv,stssuzl,186555.0,menksknkxjawmoofealguhhqz,Wyeth,m,2.0,MT,19.0,S,Moncton,United States of America,1-904-085-4794,3148089.0
rkm12249,0.0,484.0,O,0.0,wpfwzfthzykbmoqunrjlbxuqiafcvipksdfubufccvcxmbmkzplvbcxnqtew,Ovrtpelmsrwl,151602.0,Gpcjjkpsinpixjv,Mutual Life Insurance,,0.0,IL,70.0,M,San Bernardino,Canada,1-911-754-0827,880419.0
ypd12250,3.0,,O,6.0,Odsdtserggoegndvemdxweegxmctsjpxjkximulmbtfgjfy,WCBAWVULBQET,260323.0,TCBFCOYZYRITNTNRSBGKP,Assurant,,2.0,WY,96.0,M,Elizabeth,United States of America,1-130-181-5617,2027217.0
Gcr12251,1.0,791.0,O,1.0,mfqrezpstyaqifimfqzfsowezikkmbiombeeszeuuikgyvkdtjartskupjnx,Nraddpsfkov,46789.0,Ytayazsocgxipvgzrnbrhxh,Ingram Micro,,1.0,AL,,U,Colorado Springs,United States of America,1-367-300-4355,2989768.0
Ham12252,0.0,303.0,O,6.0,Omlfigduxktzpzcuavrdltjfpyvepvlujl,Kadbewtmg,360248.0,Znxprouemhtv,Lexmark International,,1.0,OH,56.0,W,Irvine,United States of America,1-160-772-9584,1643977.0
Fpv12253,0.0,395.0,O,7.0,,NENIOFQK,361464.0,Lwubgzeqwbiehgaht,Dentsply International,F,1.0,AK,79.0,S,Hollywood,United States of America,1-830-350-0801,2081414.0
qgd12254,0.0,686.0,O,10.0,WQETAABBJGFBTHNDLSHMGML,DZNPER,131165.0,EYZKNXEZPCTNJZKEQIUXWVTCWJSKB,Country Financial Services,F,3.0,OK,45.0,S,Mobile,United States of America,1-172-219-9219,2582386.0
Mmf12255,0.0,611.0,O,8.0,Rsdzuuhfzutworeskdcqzmgmgcdkmlkxzrzvtlpqwjvbtbbukqukvnbfkktysbraxslbqlojofrl,Tdmzrwqrw,468222.0,Ipucdnpjzxpinkskkuujhqa,Humana,m,0.0,Ontario,34.0,S,West Covina,United States of America,1-863-514-4059,745540.0
cch12256,4.0,605.0,R,3.0,Qixezehwymwmpoxjwbvxfodjdhopchxsmheifxotzljmhkscaxcndsmxlgopsiapa,gsrnogwtayr,69986.0,srsvttriphhusfwi,General Motors,,0.0,GA,63.0,D,Savannah,United States of America,1-294-746-4175,1556754.0
Mkl12257,2.0,446.0,R,1.0,Jnibuzpzincqexkplgbjivdqvanaaxocxipzarwboshuauoenxtbrxwzldxrfxox,OXCNZSVORJMG,133905.0,Theupsokjmtfbalixemfxe,Express Scripts,,2.0,MA,11.0,U,Thousand Oaks,United States of America,1-660-731-4243,3619771.0
Cuu12258,5.0,521.0,O,10.0,Loxjhephcidtqqmkowfsrnruevuizrhutxr,Wlxanqiqfl,125591.0,Jpibxvfbwyhtx,ON Semiconductor,O,4.0,NH,28.0,S,Buffalo,,1-737-028-3170,2476699.0
SGI12259,2.0,561.0,O,7.0,Wxslnqsepbjds,Dzcaosu,329007.0,Wulkxrerjncgwjhnb,Interactive Brokers Group,,0.0,ND,80.0,M,Mount Pearl,Canada,1-032-901-2864,384979.0
Dji12260,1.0,348.0,,2.0,ylfgykmbzgwdficdhvivfhdknugejfbxfhkbscbjqbaumsz,huuqds,72809.0,Hjhelx,Phoenix,f,0.0,VA,64.0,,Simi Valley,United States of America,1-711-729-3213,3355184.0
Zfm12261,,743.0,O,5.0,Ryvdjtzumvrbvirisjqypsmdjuwrdfp,,157097.0,Fhiptxsukxb,Cephalon,,0.0,NH,8.0,S,Louisville,United States of America,1-942-080-0051,921503.0
HHH12262,2.0,524.0,O,8.0,Dricktksnneexehkgfxqntimhfwhxszvwnoynwhwlrxtlmfzdhzqhmdifzsmljpvwi,Xivabp,306932.0,jbsjzf,Laclede Group,M,0.0,OK,,M,Santa Clara,United States of America,1-447-426-0512,517122.0
Vns12263,4.0,761.0,,8.0,aduxfpmmnfefkilavgwstjrwe,Hcpqxxazwlk,146058.0,Dnaoisntnzimrkjhnhcffmiutsws,General Growth Properties,f,4.0,MD,45.0,M,New Haven,United States of America,1-458-424-3020,3961463.0
Dno12264,0.0,382.0,O,0.0,Amllretponzoijorbqdblwplehydz,Sqixebddwws,129028.0,plpglinchhjmgcprn,Monsanto,,3.0,PA,,U,Santa Fe,United States of America,,2804105.0
SJR12265,0.0,435.0,U,6.0,fbvtuvxkdjrqmyehy,Ybkwyrqqylc,48169.0,SWPLPVWXYAZZJMWURWIBCOVDFQLX,Solo Cup,,0.0,IA,46.0,U,Fort Lauderdale,United States of America,1-790-473-6022,3277048.0
VTJ12266,3.0,402.0,O,4.0,RKREBLQKJFHPACVZWDQWBXYIVVOGAXVSFKAHADGBMRTQUOIUGC,Ukqlswgvpi,491094.0,MMKOFNVYPCZYB,MEMC Electronic Materials,,2.0,WI,68.0,M,Mobile,United States of America,1-505-924-5709,2971203.0
Gsr12267,1.0,669.0,O,7.0,QGTLJRMZVRRCQXRIAVYPCQQQTKQBAGDE,Wtpaszitc,156190.0,Jehrprtswwctufkbyit,Gannett,F,3.0,AK,30.0,U,Boston,United States of America,1-551-149-8734,923080.0
Uyk12268,4.0,438.0,,4.0,oxtjqjikrgqobcsgnhadlmjjprftepefqreqodcxxkak,Zoyhxqdwj,210500.0,ELFPFILXHNKACPYXBG,,f,,RI,92.0,D,El Monte,,1-829-531-2121,1005552.0
SXM12269,2.0,826.0,O,5.0,mgxjewmpsjgkpiobgkcscupi,mjuol,253563.0,Tclaovmtpraof,Ball,f,5.0,AL,16.0,U,Fargo,United States of America,1-621-209-7389,1851067.0
ZQD12270,3.0,556.0,O,10.0,DCEJFSRPSHDLJRFCGOR,yssexxqks,38683.0,Xdwkkzxmv,Charles Schwab,,1.0,WV,22.0,W,Iqaluit,United States of America,1-150-322-9590,3168123.0
ELB12271,4.0,440.0,O,3.0,uyeuoumlb,Ujppw,398600.0,Kczopdfsrvey,Int. Business Machines,,3.0,CO,24.0,S,Pembroke Pines,,1-629-868-1988,475083.0
MQH12272,3.0,365.0,R,1.0,Ehptbbnknophslkedfowxevjkiwbazxmsjx,jagfgcgv,33993.0,Bfqqdgx,Lennar,,4.0,AZ,38.0,W,Philadelphia,,,1610658.0
wdu12273,1.0,446.0,R,7.0,wqubwqncdgpynrjqdawudkxvdpnyxsiagzci,Mknkcfdxtvxx,50976.0,QGHMNRNALUXWRJ,Iasis Healthcare,,1.0,IN,29.0,S,Las Cruces,United States of America,,359942.0
Vmo12274,2.0,369.0,O,4.0,Kjjxjnhgjqszceadnbbasfvqphamohnnetkqh,Zkkdjcrrfv,187595.0,RKWAAZOIBMRLMJXHXR,Embarq,,3.0,VA,97.0,M,Springfield,United States of America,1-708-876-4578,1436315.0
Vue12275,0.0,436.0,O,6.0,Ivlnpkijthfmvhjudntkuxzbhwplizvmigzbknqfewxfehvwdswihqaeft,Npvabn,237527.0,iicobahpngbmvigg,Cigna,,1.0,IL,64.0,U,Edmonton,United States of America,,3850672.0
aql12276,5.0,358.0,O,4.0,Qhasvarxjhvwqfktvfeqhuzmhyerinxuulafrcbjwyfehtcqocipuqvzmqox,AMAZPV,408665.0,QFASLQDLVIUKZWT,PepsiAmericas,,4.0,NJ,40.0,M,Bridgeport,Canada,,93264.0
Oyt12277,4.0,778.0,,9.0,pluwlqzeoaslmxpotxhssrcqqcecqrfdvxldpag,TVIEXI,496385.0,Iqraukkvbivlawfb,Tellabs,F,2.0,TN,2.0,S,Moreno Valley,United States of America,1-558-144-1963,3972112.0
oot12278,0.0,456.0,O,2.0,Bndrbpbycsimspxdvulbdlehqpeitiyqwotpdzptucvoejdeldkrisvfjchrvqoaxxfgatth,hdxwbvjb,450003.0,XMVJQUVMMVGCFLYFRS,PolyOne,f,2.0,Ontario,86.0,U,Peoria,United States of America,1-852-976-8737,1783132.0
gqp12279,5.0,588.0,O,4.0,Moaqycsrfernzbudodqrekqzsntivsksgofpexqthcapjobuogtamiy,Mcikfpfjzj,467959.0,Krtbsgv,General Cable, ,4.0,WA,43.0,M,Riverside,United States of America,1-409-332-6355,2990001.0
SGD12280,1.0,542.0,O,8.0,Qaneoiwfbqzzfowmgzunmrseglselwhjzohn,cjjvfezoq,320766.0,frmuslfvamijwhfnfpzapmsycq,Google,M,1.0,NC,80.0,M,Charleston,United States of America,1-622-439-0390,730252.0
Amp12281,1.0,806.0,U,2.0,Kpvpckdjhidatjxpflkklnrmnppqct,FJVIFFQL,311474.0,VHDBHTMRWPUXHQZQJOH,Fidelity National Financial,,3.0,GA,85.0,M,Newark,United States of America,1-069-057-9363,
CFY12282,3.0,394.0,O,5.0,jyiclpugyliccevegmhktdfnmyb,Qpkbaphf,244212.0,kfsmwwcmuapugsrqfvid,,,1.0,CT,73.0,M,Bismarck,United States of America,1-226-605-4270,3371755.0
ERL12283,5.0,550.0,O,3.0,Icahrxsyhvhqfdfuymhkpioqstpjwzzjeeqsa,zuntqfeswz,,Vtgsjn,United Refining,,,WY,84.0,S,Chula Vista,,1-257-713-9986,488022.0
ucr12284,4.0,592.0,,3.0,sjrhpfazmletcgschmacnrsnuftha,Frnmausbvb,115930.0,cyhbwndslrqwfeogugi,Crane,f,0.0,WI,76.0,,Lansing,United States of America,1-934-487-7602,1188396.0
Fkp12285,2.0,537.0,R,9.0,Eiinbyitmahosndncarklciojyzjqkukypcwglexebeggtpmvdsxehhnfodubyqkjymqigxshy,FBZXMGP,328375.0,ONVEC,Verizon Communications,f,5.0,MA,25.0,S,Hartford,United States of America,1-513-685-0381,
Bkp12286,,707.0,O,3.0,qkauphakyasfmesoixxifubsnqyvpbdlwbjjuaaxajs,bkoohxjfbcs,253711.0,itplaccxdlutoogkvok,Public Storage,f,5.0,SD,60.0,M,Fayetteville,United States of America,1-961-222-9395,2185517.0
Ntq12287,1.0,579.0,R,10.0,DAERGDISBRQKPQOSOOHLOVFL,JZQFHUOJER,92046.0,Djzainbfyxesjs,U.S. Bancorp,,4.0,IA,65.0,U,Great Falls,United States of America,1-619-448-5673,1883164.0
hlh12288,0.0,589.0,R,4.0,Pnmohabvzvxirgiooabe,LEEHJSHVM,454454.0,HBWOFOMYEOPGTAVKR,ON Semiconductor,M,4.0,AK,5.0,W,Casper,United States of America,1-533-282-8485,3082174.0
Cwm12289,3.0,845.0,O,8.0,SPZRIKAIURJUNAROARXJWKOTXBAXJPAEGGAMADTFFLZSTKGQWSDVPLXANTZOWAHMCOWOZKLATWOBMF,Qcswmcg,166188.0,Orsfdpftdvhxzeyx,URS,f,5.0,DC,43.0,S,Toronto,United States of America,1-584-689-8226,2084740.0
Pgv12290,0.0,314.0,O,3.0,nwakgyabgjqbprjrmrjicowsweyrerquqgnomvyoohxxltuzxexevaqukpydrr,mypleijbkcwk,282983.0,Rfepwfcpvsdjxwjitzctstt,CC Media Holdings,,5.0,OK,42.0,M,Fremont,United States of America,1-393-407-2621,305790.0
Ijl12291,,456.0,R,5.0,Xmgnuyjocrxbmmzcl,sfmcw,140876.0,DRCPTQWLVKEOOMSZ,Avnet,,3.0,WA,6.0,M,Bridgeport,United States of America,1-564-152-2837,2251427.0
FSX12292,0.0,661.0,O,3.0,BWDBVOQ,JQPDPC,241059.0,enmunefhqoqq,Kimberly-Clark,,4.0,MI,4.0,M,San Diego,United States of America,1-261-694-5138,842057.0
QHJ12293,4.0,507.0,O,5.0,eabmxkoqfdvw,knqqlcty,,Aexqopkhzhbvanvnutstjmhczzw,Precision Castparts,,5.0,NY,96.0,M,Tampa,United States of America,1-919-832-5314,
KEU12294,3.0,758.0,O,5.0,Iqixqelgxmoucckxplodyjdkfcosfwkvqlvhw,DONNGJG,194589.0,Flebqcdiimoymzb,LKQ,F,,KY,6.0,S,Jersey City,,1-151-045-9104,2348382.0
Yiw12295,3.0,849.0,O,4.0,Btmcmjubb,Ykzao,55077.0,Ktbaxnxggq,,,4.0,AL,90.0,M,Gary,Canada,1-718-904-3454,303969.0
Lur12296,3.0,454.0,R,9.0,GNXNOYDNPJAMXAVBKJHLSBDBSADPLAWZQNSOAPAFARIOQWBGPVFHZYARSGTWYNXXH,Mfkpy,162651.0,Jxocswvadrlshpskdhgv,J.C. Penney,,0.0,MO,82.0,M,El Monte,United States of America,1-444-549-7034,426121.0
ocg12297,4.0,465.0,R,6.0,JGTPPEAPCUZWKHZZHWKVUUQXGVHICNLKWMITIZUAYKTPJXTNFYCMYBYPQMIXSMPLRIZUR,Xfyszm,162804.0,RJUXBWWBWSKJMUWYFESYSYPLYAJVDW,Airgas,m,0.0,CO,58.0,M,Sunnyvale,Canada,1-940-403-4707,739970.0
Mis12298,1.0,640.0,O,,krlfprmpdosddpaiiktrculfvowm,Ppigbuaky,179308.0,Vshzpqzer,Host Hotels & Resorts,,3.0,KY,75.0,U,Spokane,,1-888-022-5606,944292.0
kvi12299,0.0,304.0,O,1.0,DUHSGVKFAQXIZZRNELNYOHJGIJPZUHJEUHQSTRHRQDLDHRVXVXMNSIMTDOILEQTJ,Hndwr,210158.0,SDEIK,Patterson-UTI Energy,,5.0,MS,92.0,U,St. Petersburg,United States of America,1-506-023-3346,2697249.0
Jbm12300,4.0,346.0,O,5.0,Txfirbqvedyhnlatiunpyfbidtjwdzsjlbsdjpdcaajmwlnwjnohnixpoiesubxejlou,Pdckfuswqfi,415363.0,MTISJKRNLZ,Dover,,,Alberta,86.0,U,Fort Lauderdale,United States of America,1-021-542-4665,2222649.0
ZER12301,0.0,627.0,O,5.0,Jnbrgcshalrezpzzhwwmpuatjbttrcehyvtqc,,420836.0,Wzvcttxbf,Advance Auto Parts,f,5.0,Prince Edward Island,6.0,U,Oxnard,United States of America,1-396-239-9090,468140.0
Ljd12302,1.0,589.0,O,5.0,Gqiggmvalfmoqzehjfpvdaocubzbbgcqakecbbplvlpfpnstpa,Azrhdiiou,485904.0,Wntdrpiyiwvlnauphmrnuitg,AGL Resources,,,Alberta,86.0,S,Louisville,United States of America,1-471-782-7121,1950276.0
MHH12303,0.0,809.0,O,4.0,DINGYIKWZWLGXJELFPHMORYTWJKBFTRGRTVGNBPHHVIJASXYUENQFFUZCDOIFKYSHAOTNKSOFZLXE,Jjshqa,98539.0,krumuubufpnecymvhdphbytbmngxq,Southern Union,m,1.0,RI,40.0,U,Mesa,United States of America,1-792-206-3227,1588249.0
Rfb12304,3.0,531.0,O,,HPTEYNAJF,Wgmlben,407049.0,Iesuziijvhoagkoayb,Flowers Foods,,0.0,New Brunswick,76.0,,Baton Rouge,Canada,1-664-659-5033,3853200.0
Xwx12305,0.0,400.0,R,2.0,Jedygadvdvddbxxrijjjrpsuqpcziiqyficbccqbbhkhwjfjssggwhpngumpstjz,AMIQFTSEC,290262.0,DQCGDHFWOAVAWTMMMQMJB,Psychiatric Solutions,F,4.0,MO,41.0,S,Dayton,United States of America,1-370-183-3719,3906037.0
ehn12306,5.0,324.0,O,10.0,,CALKVQ,280984.0,pcxhjbzsakgdyi,Cenveo,F,1.0,VA,83.0,M,El Monte,United States of America,1-331-127-0336,
QQH12307,4.0,709.0,,1.0,Oujnmqqurpeajupofdaqcwypkxntogtlaelxqouxsujmpoptvvcteyqrwiflekyq,xwurulh,408050.0,Jhesnpwowlkq,AbitibiBowater,,5.0,OR,100.0,M,London,United States of America,1-006-924-9297,203616.0
Dmi12308,2.0,580.0,U,2.0,Dmskgbjgowhalm,Luhykbau,405529.0,ymlkppdqzisibfhufxdmuqsiv,First Horizon National Corp.,f,5.0,ND,30.0,W,Mount Pearl,Canada,1-206-843-3630,126249.0
avn12309,0.0,704.0,O,7.0,WTBBMWBNOVBURDTMDAHLJPRWHQ,Hhxdv,126262.0,Yyogeqf,Arkansas Best,,0.0,Prince Edward Island,43.0,U,Plano,United States of America,1-763-778-6828,2622290.0
Mrz12310,5.0,502.0,O,4.0,,PVRJAHFAXVA,98860.0,Npmpmuttydafovajeuofypp,Ecolab,,4.0,Newfoundland,4.0,M,Fayetteville,United States of America,1-004-494-1059,2529787.0
Yto12311,4.0,457.0,R,9.0,,lxzhfhllc,37350.0,jgtpjgjowumxzkh,,,1.0,DE,21.0,U,Vancouver,United States of America,1-030-182-9671,64952.0
WYB12312,4.0,508.0,O,3.0,Craddzxzresgxqiocwpfjflnlqwz,LEVPWW,230290.0,Sfslbqkbeiwoh,News Corp.,,4.0,CA,50.0,S,Frederick,United States of America,1-758-089-6196,3764339.0
TQA12313,0.0,531.0,O,7.0,WHUUXHDZGBZPZIAEAEGCSWALOJEFNDWEMHOPAUIEPZXOGZKAHLOZGNBSXOUEEGQRYMMM,Bskzwysi,119956.0,uzegaonaehcldsblqykjdnafw,Publix Super Markets,,1.0,ID,20.0,,New Orleans,,1-013-070-2029,
Mpa12314,3.0,,O,3.0,Yhvacnnqmmmgwrfhphpxnhyvfuetxjxmcipnzkhdyfmcttjrfyoeuqrpzvz,YGHKCCHW,164589.0,Xmwgpzpzjmoquzbevf,Land O'Lakes,f,5.0,KS,56.0,U,El Paso,Canada,1-632-661-7161,3880644.0
qow12315,0.0,,O,10.0,Bdgrawholqoijnqtrwrkylkhstyqlulyfnrspemwvan,RIROAXTLPTUR,182678.0,aouaqoaryufczdc,Delphi,M,2.0,MD,76.0,D,Huntsville,Canada,1-370-978-8638,3926126.0
Oxj12316,,304.0,O,10.0,Ydghuznjlxqaiowpiouevxobilbhcyljumuaq,Ykmpul,351317.0,LJZIUSEBTTJILMCCL,Lithia Motors,M,0.0,RI,92.0,M,Jacksonville,Canada,1-138-404-1013,3417605.0
ckl12317,2.0,817.0,O,2.0,Wotkbsiryeroriopxswogtdnjjmwtdkpbuykxrgbc,Xxctzi,160175.0,LJIWRMBMHUXG,Buckeye GP Holdings,,1.0,CA,26.0,S,Las Vegas,United States of America,1-248-361-8642,457926.0
Prl12318,5.0,353.0,R,7.0,GTZSBMHHDMXVWANKNOBQIZRQKJKEHPZGNRHKNBCHQSIFQG,dcvdjkuqtwt,294533.0,PMNNOMSTLFCNRQUDGIVOAOAHUQCTS,,,4.0,WA,12.0,M,Hampton,United States of America,1-671-685-3427,2935217.0
CUV12319,0.0,741.0,O,,,Bpzqorlwot,97846.0,Zcdimmpyudwvnbbssucydpxmrdpq,International Paper,m,4.0,ID,74.0,U,McAllen,United States of America,1-394-717-9998,934777.0
Ysp12320,3.0,655.0,O,,Qvteaqmlumpmnbiwgmsavwcrvjp,Ipbwyxwn,335004.0,hifwjcuyafkwralv,Freddie Mac,M,4.0,KS,25.0,M,Idaho Falls,United States of America,1-145-829-9708,3701481.0
Fks12321,5.0,769.0,,5.0,tnyxmgbgttqit,Asapxipt,146440.0,ITHURFPAGAIBGAAPDK,Priceline.com,F,,Prince Edward Island,8.0,S,Escondido,United States of America,1-357-287-8080,1637670.0
