prospect_gncd,prospect_mddlntl,prospect_nmbrchldrn,prospect_mrtlstts,prospect_gndr,prospect_frstnm,prospect_ncm,prospect_nmbrcrs,prospect_g,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_nmbrcrdtcrds,prospect_ntwrth
NGK6585,R,4.0,U,F,XSYJKSEMFUTOQBRBKAJ,433169.0,2.0,10.0,306.0,O,Inergy Holdings,1.0,1641621.0
RQU6586,,1.0,S,m,zngxwlyxn,310920.0,0.0,45.0,540.0,O,Helix Energy Solutions Group,2.0,2312028.0
SDW6587,,0.0,M,,Tmwblve,101210.0,1.0,20.0,791.0,O,Pilgrim's Pride,6.0,1862020.0
FMG6588,,2.0,M,,Gtdohitxfy,497673.0,4.0,68.0,647.0,O,TJX,4.0,3890075.0
Ben6589,c,2.0,M,,wdhcygeqhntrysdexpmas,234967.0,,79.0,438.0,O,,7.0,2353236.0
awq6590,N,4.0,U,F,Kklckah,112799.0,4.0,35.0,808.0,O,Micron Technology,,2783519.0
egu6591,a,3.0,U,,wmoekymlgewlodjthghw,286904.0,1.0,38.0,751.0,O,Century Aluminum,2.0,3603861.0
Bba6592,,2.0,S,m,Mgvbckprsaimeyxbhjmqulsjtauxk,238046.0,0.0,76.0,537.0,O,Markel,7.0,2464005.0
top6593,K,,S,F,Qnfrcorfsyepgxljbskl,23432.0,0.0,2.0,354.0,O,Target,10.0,105391.0
Vdq6594,r,1.0,U,,dhmmu,157435.0,0.0,0.0,465.0,R,Baxter International,0.0,3268329.0
Uhv6595,,4.0,U,F,Bdypdxdsyhohckem,213611.0,0.0,52.0,314.0,R,,1.0,3695605.0
eey6596,,3.0,M,,gqvhsp,316483.0,3.0,49.0,716.0,O,Polo Ralph Lauren,7.0,3204480.0
vjy6597,,0.0,S,,mwpzdrtlsorlvmaqlpnwlv,152321.0,4.0,60.0,812.0,R,Piedmont Natural Gas,9.0,2402613.0
FPA6598,,1.0,M,,Inrfqacbdcguybdbjkzrumyorpihnd,12653.0,5.0,79.0,,R,Lincoln National,9.0,1849977.0
SVQ6599,,2.0,U,F,Mfhhmrxxrtrqiqg,89961.0,1.0,96.0,366.0,R,Career Education,0.0,2300759.0
FVY6600,G,,D,M,Mevqzjdcwylkbmmdrzwumilhljhq,452581.0,5.0,40.0,393.0,O,Cenveo,1.0,648330.0
hxc6601,C,4.0,W,,Akgvdmlr,25161.0,2.0,22.0,532.0,O,Varian Medical Systems,1.0,3659166.0
naj6602,,4.0,M,f,Xncxuaiqyu,273781.0,3.0,25.0,474.0,O,,,2772144.0
Mtf6603,O,5.0,U,M,OSDTEAVUKOSFDB,317671.0,1.0,56.0,682.0,O,M&T Bank Corp.,,2608642.0
Wld6604,s,0.0,D,F,WEHTVW,247234.0,4.0,37.0,329.0,O,Henry Schein,,3473269.0
Ndj6605,,5.0,D,,FPLOSTG,422125.0,5.0,71.0,,O,Office Depot,8.0,3802783.0
Ubl6606,,3.0,U,M,Oxqrccxockfypuaknqosfsl,312534.0,4.0,93.0,646.0,O,Yum Brands,3.0,1323249.0
Pql6607,p,0.0,M,F,DSUPYCLQUIEB,141467.0,4.0,56.0,596.0,R,Snap-On,4.0,1450969.0
Hib6608,R,2.0,U,,dipvw,188107.0,4.0,14.0,755.0,R,,0.0,2578497.0
Uxh6609,,0.0,W,,IDJTLFSJD,194699.0,1.0,19.0,676.0,O,MGIC Investment,9.0,3381919.0
Vvv6610,y,2.0,M,,Uoxmwvcopbvdqfgblz,205965.0,1.0,84.0,556.0,O,Goodrich,8.0,2050148.0
pbq6611,X,1.0,W,m,Trasbppydpvbavptsgsmlgd,186288.0,1.0,,808.0,R,Tyson Foods,4.0,3181175.0
Fep6612,,2.0,S,F,Xipogxq,138135.0,2.0,75.0,319.0,O,PC Connection,8.0,
Dsw6613,D,0.0,D,m,ECVANXVPKMZFFLPXBDWFZMILUG,473037.0,4.0,37.0,642.0,O,Arrow Electronics,1.0,3489556.0
Oaj6614,,1.0,M,,Cydnympfcyfhvvaaotsqvdifk,88362.0,3.0,36.0,846.0,O,Jacobs Engineering Group,9.0,3068464.0
FHD6615,R,,U,,Raejtspojommd,337231.0,4.0,63.0,381.0,O,Eastman Kodak,8.0,3070839.0
Ivs6616,,1.0,M,,ojltenrhenedlioubuzlhiayc,373517.0,1.0,14.0,433.0,O,Eastman Kodak,4.0,2909454.0
Hmt6617,E,0.0,U,m,Lctrntofkawvksczrwvuf,129905.0,0.0,69.0,476.0,O,M&F Worldwide,2.0,613690.0
Twc6618,,5.0,U,M,Crajbbdjjmidg,473702.0,,47.0,775.0,O,Family Insurance Group,0.0,1015510.0
Oux6619,,2.0,M,,ltlketdbigt,393393.0,3.0,98.0,831.0,R,Pepco Holdings,9.0,28291.0
omc6620,,,D,m,STKSJRYYVVJBFMKXSACLLYXEMOX,113951.0,,,730.0,U,Auto-Owners Insurance,7.0,3014807.0
SXJ6621,V,5.0,U,,Lplfdjjjbgbobakp,202089.0,4.0,40.0,754.0,O,Charles Schwab,2.0,2351943.0
Eev6622,,3.0,M,,ixszuhpkdexlhahwqxodquc,19387.0,5.0,68.0,526.0,R,KB Home,,2072853.0
Xfy6623,,5.0,,m,Ljeegiklytjgqwc,387047.0,2.0,40.0,406.0,,Owens Corning,3.0,2955458.0
AJW6624,,0.0,S,M,UEOGPJCNZGR,117536.0,3.0,29.0,437.0,O,Quanta Services,2.0,173446.0
DXF6625,I,0.0,D,f,Vgrhfuzhfnfxk,358182.0,5.0,9.0,765.0,O,KBR,5.0,1014645.0
Rib6626,O,4.0,U,m,Ilinjytikanegr,469973.0,3.0,80.0,672.0,O,Exterran Holdings,5.0,1325055.0
Qfj6627,,2.0,D,f,Afkrkmkhtpgqkkggbmhxkvjboewpv,411114.0,2.0,35.0,690.0,O,Starbucks,7.0,3543993.0
Oxa6628,,1.0,S,e,Cniujyvwmhjtmtzmrfyhx,384190.0,0.0,35.0,637.0,O,ABM Industries,8.0,3550412.0
HCJ6629,,2.0,M,f,Axgbc,390948.0,0.0,79.0,342.0,,Harley-Davidson,9.0,568687.0
DSR6630,h,5.0,U,F,bvcmxuhkohsrnbkbnyiqsnnge,69133.0,4.0,80.0,303.0,O,Electronic Arts,7.0,1860895.0
maa6631,C,,M,,Udobxgckdsylqdohl,196169.0,3.0,16.0,,O,Pfizer,8.0,2171358.0
Gkt6632,,5.0,,M,lomwmqnrrhmaobafussgz,21927.0,5.0,3.0,,R,Sonic Automotive,5.0,3585600.0
Wtp6633,S,2.0,D,,pwboy,127808.0,4.0,44.0,386.0,O,OfficeMax,8.0,1792564.0
Fdt6634,F,1.0,U,,Xhathvjwdljeaq,234305.0,,59.0,386.0,O,Williams-Sonoma,7.0,3808732.0
Mis6635,,0.0,D,,Cqttbgxgfwul,359101.0,4.0,20.0,354.0,O,Polo Ralph Lauren,5.0,2240823.0
YVX6636,,2.0,U,,Tmfxlarpokrnhype,346580.0,4.0,46.0,788.0,U,Merrill Lynch,4.0,2387243.0
viu6637,,5.0,S,,eszauxjkifmwz,300653.0,3.0,5.0,594.0,,Level 3 Communications,8.0,3737670.0
OKP6638,j,1.0,S,,RUXYLEU,420992.0,3.0,3.0,530.0,O,Oneok,10.0,2124997.0
Bwc6639,,1.0,M,f,Lsiqkgbwdigdbqamzwulfqeps,25754.0,1.0,43.0,668.0,O,Roper Industries,9.0,1149966.0
FPL6640,Q,3.0,M,,vaemrymytvknge,234572.0,3.0,6.0,760.0,O,Brown-Forman,4.0,3578827.0
UOF6641,j,1.0,S,m,Jpbfgyfdlmldm,368294.0,1.0,96.0,465.0,U,,2.0,636308.0
Agv6642,H,4.0,S,f,IXOAJRPDQQ,218743.0,5.0,89.0,609.0,U,Northeast Utilities,5.0,2546954.0
dyx6643,,2.0,M,,Vdknqmihogsksehivhzmtxtvadekr,96687.0,1.0,43.0,523.0,R,TIAA-CREF,9.0,315969.0
Gjx6644,,1.0,W,,LPKYFUYIXXVCBBP,76027.0,5.0,58.0,777.0,R,Old Republic International,3.0,2240517.0
HGR6645,,4.0,M,,ZMCBHBKWF,409593.0,0.0,55.0,799.0,O,Emerson Electric,9.0,631542.0
Mit6646,,3.0,U,,AOCXU,315990.0,1.0,55.0,665.0,O,Jo Ann Stores,1.0,556876.0
Mik6647,,1.0,M,F,CQJLWIJJTOBWRVRMSZDXMNIAPKY,169046.0,4.0,91.0,785.0,,Whole Foods Market,8.0,584573.0
QIM6648,,4.0,D,,nforppdjwlmkolhzfqelobc,336256.0,0.0,95.0,848.0,O,Catalyst Health Solutions,5.0,3885054.0
Gkd6649,,1.0,D,M,Opnupzggfuylowjsd,291981.0,2.0,68.0,497.0,O,Jones Apparel Group,0.0,578748.0
Wvo6650,,4.0,M,M,bfrlvliooagtdfgdd,31292.0,2.0,45.0,732.0,O,Cognizant Technology Solutions,10.0,1897913.0
Iep6651,T,1.0,D,f,Wssbkqnopquecumcuxnz,315516.0,4.0,28.0,,O,Boise Cascade Holdings,3.0,2442366.0
Jeu6652,,3.0,S,f,itiychhjsjaxwztvajhsvxmei,450290.0,,11.0,432.0,O,Waste Management,4.0,
xcv6653,N,3.0,W,,Ejswoquavtjgvwyyvqwvupbu,225918.0,0.0,40.0,304.0,R,Guess,5.0,340515.0
Qcu6654,,0.0,U,,Qguopnwuqwimkmq,424060.0,0.0,66.0,615.0,O,Stryker,7.0,2062903.0
eml6655,,3.0,M,,JWWNSY,33060.0,0.0,68.0,323.0,O,Mutual of America Life,,2993212.0
iax6656,,1.0,W,,kvwvwkkcqsslgnmol,408340.0,1.0,3.0,370.0,O,SLM,2.0,3736503.0
Jmp6657,F,5.0,U,F,Ogmlsd,483568.0,4.0,1.0,683.0,R,Curtiss-Wright,8.0,2316887.0
gqx6658,,1.0,S,F,Suiatoip,307497.0,0.0,44.0,807.0,O,Ameren,8.0,1210292.0
PVJ6659,r,5.0,M,m,KFOLQLSGNJJCQWVCYZUMIJZPJMNH,174845.0,,21.0,471.0,R,CarMax,4.0,2913485.0
faa6660,F,5.0,M,M,Qeuvib,241072.0,3.0,51.0,417.0,O,Adams Resources & Energy,10.0,3459298.0
Jug6661,J,5.0,D,M,Xujmhbeco,238957.0,2.0,62.0,368.0,O,Consol Energy,1.0,3738467.0
LPB6662,,4.0,S,,Dnofhfyjzvjottocuhxxwp,157464.0,5.0,81.0,751.0,O,Calpine,1.0,1936040.0
Ysb6663,,0.0,M,,JTKQPKDJGQXQCKK,469523.0,0.0,48.0,806.0,O,Boeing,6.0,2620563.0
BQA6664,U,1.0,S,,dubvdwfaokhsydbijubdfouivzfgw,45780.0,5.0,22.0,831.0,O,W.R. Grace,4.0,2516768.0
CYL6665,,2.0,M,,ISQWIOGDOGYTULXX,123207.0,5.0,,446.0,R,TRW Automotive Holdings,1.0,3706443.0
Oef6666,,5.0,S,M,Xaxgbfwsydeni,170299.0,2.0,85.0,792.0,O,American Eagle Outfitters,0.0,3762386.0
efy6667,,4.0,W,,Gxahvnjlbc,492419.0,5.0,78.0,791.0,R,Patterson,1.0,
AKI6668,,4.0,,M,ulvbliiwbwzfxmeblnsdqpc,124570.0,4.0,91.0,768.0,O,Morgan Stanley,1.0,1160893.0
Dkk6669,,4.0,U,F,oceonmwklfjpcyqlpyphxdhcasovfv,429095.0,5.0,32.0,828.0,O,Plexus,9.0,2713967.0
Jiw6670,,1.0,U,f,nowltgihqkabwiiyjnywdte,254050.0,2.0,15.0,395.0,O,Alaska Air Group,2.0,3673520.0
hcp6671,,5.0,M,,Yqpkysosfdd,62652.0,4.0,91.0,711.0,O,Philip Morris International,0.0,1404890.0
Ett6672,Z,0.0,M,m,UXZGOQEVGMTYQQADFOQQN,69267.0,4.0,21.0,569.0,O,Questar,9.0,252645.0
qdh6673,o,1.0,M,m,yuksoatbsg,430071.0,0.0,42.0,713.0,O,Wyeth,4.0,97226.0
Xnh6674,g,,U,,kaiyaijlj,408841.0,1.0,82.0,687.0,R,Genzyme,9.0,1278744.0
Vqu6675,m,5.0,U,F,Yfzitrlxsksnkba,38250.0,4.0,98.0,818.0,,Big Lots,,1573134.0
euh6676,B,4.0,M,,Kuktdpsffwbxryiuhmakxpygrke,356233.0,2.0,35.0,736.0,O,Erie Insurance Group,8.0,3216888.0
VVV6677,n,2.0,D,,ljoyldvvmjdoobbbrxl,158649.0,2.0,66.0,682.0,O,Autodesk,1.0,380216.0
Wgw6678,n,3.0,M,,sqdwpzkigyepbmppeealknurngr,73021.0,3.0,62.0,365.0,O,Sealed Air,1.0,3496496.0
moy6679,j,0.0,U,,gtqqzuvtlh,109250.0,2.0,38.0,683.0,O,Enterprise GP Holdings,2.0,3004384.0
Dex6680,P,,M,,ETDCC,,5.0,87.0,,R,Dell,4.0,766387.0
Ivz6681,T,4.0,U,M,HXKKB,410670.0,3.0,81.0,430.0,O,PepsiCo,9.0,1387524.0
Qqp6682,,3.0,S,,Nhhhmjxtkbzekizim,450700.0,0.0,93.0,620.0,O,Bemis,5.0,2778068.0
TEJ6683,p,5.0,S,m,HDIVERRRCBRFKPSFDVECTYBFHIKRVT,454874.0,5.0,53.0,766.0,O,A. Schulman,0.0,2612657.0
Dto6684,h,,M,,Cogogtkvzv,410297.0,3.0,67.0,424.0,R,StanCorp Financial,0.0,2631473.0
JGP6685,x,4.0,M,,Qowoqfvvxlgidxgggaxjpntbdecxd,178805.0,3.0,67.0,780.0,O,KeyCorp,6.0,1533030.0
YZM6686,R,4.0,W,F,Htxooczsmkfeptzpdcumetyktftj,55079.0,1.0,81.0,616.0,O,Enbridge Energy Partners,3.0,1308173.0
JFI6687,,2.0,M,f,Cxreiyczopqccirytepbges,86432.0,4.0,96.0,486.0,R,Humana,9.0,2978356.0
SNP6688,,4.0,U,,OQRPJPHDGGDIPMORPQIDHAPNMTWYNN,357102.0,4.0,89.0,555.0,O,Energy Future Holdings,4.0,3080024.0
Bhy6689,h,,W,M,Pzmlxdyorsvcbw,232229.0,0.0,100.0,479.0,R,,8.0,227574.0
TXP6690,,5.0,M,,WGTWYYBZOHGGAAAVXEX,475781.0,0.0,6.0,775.0,O,Republic Services,8.0,336870.0
zdm6691,J,2.0,U,f,MQFNUOTJDKFYFIMDPQHFIHWDIRQ,180149.0,3.0,0.0,,O,Altria Group,,3008143.0
NRJ6692,K,4.0,S,,qnyasojexxjlenascrgi,57073.0,3.0,60.0,377.0,O,Olin,,1428992.0
Lyy6693,,4.0,M,f,Gkuznlrofvwoprelcqseqxdihv,312511.0,5.0,68.0,318.0,O,Deere,5.0,3354789.0
Kek6694,,2.0,M,m,GMVQTROPJUCKWM,264107.0,0.0,41.0,509.0,O,FPL Group,9.0,
Ddd6695,L,4.0,S,f,JFDKDSXRWNEFUARMDWEDPXHUYYZEYP,160430.0,2.0,95.0,590.0,O,Landstar System,6.0,3712473.0
ojx6696,r,2.0,D,,OKKMUVQNLOFVPLCVIIC,143384.0,4.0,27.0,818.0,U,Kimberly-Clark,1.0,1004545.0
Hqt6697,,4.0,M,f,Ujipadbasfeivyrdirijgvduydpu,298586.0,4.0,40.0,818.0,O,Frontier Oil,9.0,766173.0
Zxy6698,V,5.0,U,,Xcqpgmdmmwifazemecmsmtr,256860.0,0.0,2.0,497.0,R,MSC Industrial Direct,9.0,420277.0
Rhm6699,,5.0,S,,euqovqbgjjpvtsnjbkqndg,319473.0,0.0,89.0,691.0,O,Newmont Mining,4.0,3612775.0
nwp6700,,4.0,M,,ILRVHOCZLRYWRKJMNCLEOG,,5.0,70.0,652.0,O,NewPage Holding,1.0,3896145.0
Ctb6701,p,0.0,S,m,Kfndrtmhjlixscvukzplwadda,34294.0,,52.0,493.0,O,A.O. Smith,1.0,1592331.0
UBC6702,,1.0,U,f,Zojhswvuaieuiqhgezlwhsbzxfvz,216914.0,4.0,58.0,762.0,O,Burger King Holdings,,1333372.0
Iae6703,R,0.0,U,,Nvhwpp,275403.0,2.0,4.0,577.0,R,Church & Dwight,7.0,
Drs6704,Q,1.0,M,F,Haxecfnooswuyd,291067.0,1.0,45.0,733.0,O,Health Management Associates,,1425819.0
Bli6705,,0.0,M,f,Hexdeqylawsptbblvoiocxfydew,59249.0,4.0,67.0,606.0,R,AutoZone,4.0,3495520.0
Bwe6706,,3.0,M,,Hnabwmbsnduvtj,438881.0,4.0,64.0,349.0,O,TD Ameritrade,,1415526.0
Pbm6707,,3.0,S,M,Mtvdey,262905.0,3.0,17.0,830.0,O,Cabot,3.0,1401942.0
Qco6708,,0.0,S,,MTGKEWCRVZMZOY,7633.0,1.0,76.0,,O,Family Insurance Group,3.0,1299847.0
Evj6709,,2.0,D,,Tjffcdrxhvrk,374501.0,5.0,1.0,748.0,,Allegheny Energy,7.0,3074435.0
Wfj6710,r,4.0,U,,Vqitdfumvimeads,447551.0,0.0,54.0,382.0,O,Core-Mark Holding,7.0,475627.0
Agc6711,q,0.0,M,m,Suwvebsei,125349.0,2.0,1.0,678.0,O,Complete Production Services,8.0,348548.0
Upw6712,,3.0,M,F,Qudllpawdmifwmqmsqxxctab,91698.0,2.0,33.0,630.0,U,Mylan,5.0,3160473.0
INC6713,,1.0,M,,Wtkjtgcwoyufthpuotaactykuh,167703.0,2.0,26.0,731.0,O,Dollar Tree,5.0,671138.0
Cuh6714,,3.0,M,M,Zyozknwesladdmmfxhooydgjuoi,337848.0,3.0,5.0,745.0,O,Gap,10.0,429674.0
UNP6715,,5.0,M,f,BPTIQKDJUHRJHUGCEVVLCKPYW,228362.0,,65.0,765.0,O,Urban Outfitters,10.0,2058716.0
xnb6716,,3.0,,m,Xqooqv,291131.0,4.0,5.0,388.0,O,Scana,1.0,2470388.0
WML6717,,4.0,W,M,Srmyfmgshs,299624.0,2.0,3.0,572.0,R,Kansas City Southern,3.0,1594457.0
YRK6718,,4.0,U,,Gkmmwqb,33114.0,2.0,3.0,655.0,R,PPL,9.0,2731247.0
Wel6719,,0.0,S,M,CFJIA,496782.0,,25.0,401.0,O,Teledyne Technologies,1.0,1938554.0
Owq6720,H,4.0,S,M,Zmaxgruyaj,161533.0,2.0,67.0,553.0,O,Advance Auto Parts,5.0,
owo6721,,0.0,U,f,Fnumwquwnv,8697.0,3.0,82.0,838.0,U,Dynegy,0.0,1433592.0
Hvi6722,,4.0,U,M,AKSENRXRZESHAKRDTMMPAKEMKW,392710.0,3.0,82.0,536.0,O,Yum Brands,2.0,2020787.0
ame6723,E,5.0,,,QSRDSLJGCNLDBBIYUZTKINY,206370.0,4.0,10.0,323.0,O,Health Net,7.0,875097.0
DXT6724,U,3.0,M,M,Wlehxzgscrcntmlvfsngxkeae,289798.0,4.0,61.0,438.0,,Cytec Industries,9.0,772225.0
Ydk6725,Y,4.0,M,m,Bylebjrfu,260331.0,5.0,15.0,746.0,R,Pepsi Bottling,9.0,556865.0
VSD6726,m,2.0,M,m,jbmldkbq,236742.0,2.0,32.0,848.0,O,First American Corp.,4.0,1020882.0
RKB6727,I,3.0,M,F,TYPZIFETDOJIBAILMIATGT,206557.0,5.0,80.0,332.0,,Anadarko Petroleum,3.0,3230103.0
Tkt6728,l,5.0,M,,Dkajukemywvdmnroeewnadrhfdwl,484524.0,3.0,41.0,475.0,O,News Corp.,4.0,1730023.0
Uza6729,V,5.0,M,M,ahflum,39293.0,2.0,93.0,414.0,O,Chemtura,2.0,98869.0
ILV6730,,5.0,W,M,luhttlbqqswozak,,4.0,42.0,593.0,O,Kla-Tencor,,2319791.0
Gdg6731,J,5.0,U,M,Nyvbzeawxmsmwienrhbcrgo,385403.0,,91.0,730.0,O,Spectrum Brands,7.0,2816143.0
Woq6732,,1.0,D,m,Sgqshvxtmibolqpmtvf,56485.0,0.0,,683.0,R,TECO Energy,5.0,3254752.0
NWF6733,V,5.0,,,rmfilhrtiicmfewfjqeqgabw,409756.0,,50.0,436.0,R,International Game Technology,10.0,3424426.0
lsk6734,C,4.0,S,m,RZWZVGDTPPI,185612.0,2.0,68.0,468.0,U,Sherwin-Williams,0.0,3161884.0
ADP6735,F,2.0,,,vblziwdymbwfbjewnsbtnsniv,304296.0,3.0,98.0,685.0,R,VWR Funding,1.0,1654218.0
Rgf6736,,2.0,U,M,Zxwufycoanaxcurvwykpgquiwf,36554.0,1.0,89.0,465.0,O,Johnson & Johnson,1.0,2979359.0
tqs6737,,1.0,W,f,mxjrfmhykweucqgxmngb,349660.0,0.0,90.0,445.0,O,AMR,9.0,2214009.0
Uvu6738,K,4.0,W,,Pkwgqbibqtrhtdcipesspciufovvy,35926.0,5.0,33.0,805.0,O,Telephone & Data Systems,8.0,2295665.0
Kzo6739,J,3.0,S,,shradrdlfqhbcxgc,417316.0,2.0,80.0,774.0,O,Family Insurance Group,3.0,1607108.0
acr6740,b,3.0,W,,Otkjvqbwhrky,497973.0,4.0,35.0,321.0,U,Church & Dwight,0.0,2152655.0
Ewv6741,z,5.0,M,,kdoumgthtzbzgntokpqlszkch,461437.0,0.0,2.0,622.0,O,Spartan Stores,3.0,3357420.0
Brl6742,,1.0,M,,Mkbrkp,136054.0,3.0,21.0,557.0,O,Oceaneering International,,1228408.0
Xuc6743,D,5.0,D,m,XGDJTOQEDVIWYNNJXOIFPPKEMYBK,475434.0,1.0,87.0,302.0,O,Eagle Rock Energy Partners,2.0,3736345.0
Ftl6744,,3.0,W,m,KDWRVVNKGEWGJ,254608.0,0.0,46.0,455.0,R,Dean Foods,10.0,2480051.0
Cxe6745,,5.0,M,,Cqesrwxrucjjpcfosgbywgh,431731.0,0.0,73.0,431.0,O,Mercury General,1.0,3333082.0
Duh6746,f,0.0,M,,solqaeitjkzbwlbtp,13267.0,4.0,78.0,394.0,O,Molson Coors Brewing,6.0,2272114.0
tow6747,I,3.0,M,,Pysckno,262691.0,5.0,34.0,754.0,R,Equifax,,170199.0
Kgm6748,I,2.0,S,,Xahtdsgkswkbaikiktp,414988.0,1.0,49.0,396.0,O,Liberty Mutual Insurance Group,5.0,3859588.0
WIE6749,,5.0,,,shdru,479912.0,2.0,25.0,301.0,R,Snap-On,10.0,3237879.0
FQA6750,,3.0,S,,Wjydpumajeebatvzwzyawhegwr,196325.0,1.0,64.0,646.0,O,LifePoint Hospitals,6.0,1360789.0
plz6751,F,5.0,D,,Lbvrhcblk,38934.0,1.0,50.0,665.0,O,CVS Caremark,7.0,3923469.0
bnj6752,,,W,,EZMZPNPYIGJSOBFDSJY,343.0,4.0,83.0,635.0,R,NewPage Holding,10.0,
Ufh6753,u,3.0,M,,STPGYEZKIKLGSODMT,442741.0,0.0,40.0,566.0,O,Kennametal,0.0,3041338.0
BFG6754,,2.0,M,,gccirnx,243377.0,3.0,54.0,392.0,R,H&R Block,,1656448.0
OFW6755,Z,3.0,M,M,Prxbrnsnadcmdswszwr,54384.0,2.0,,517.0,O,Tesoro,7.0,933904.0
Foo6756,w,3.0,M,,Hcgotkdawuviseqyeiengmcfs,183485.0,2.0,42.0,465.0,R,LSI,9.0,3752005.0
tqx6757,O,3.0,S,E,Fortvvjrzwxgihgprctaey,95823.0,1.0,48.0,545.0,O,Whole Foods Market,9.0,1151011.0
qol6758,,0.0,D,,mmelyhlbnhsebjtqmtwasyrg,415050.0,1.0,64.0,718.0,O,GMAC,8.0,3784260.0
Kkr6759,d,4.0,W,,lnpktswclccnrprenmq,83015.0,0.0,12.0,766.0,O,Airgas,1.0,1940448.0
Xli6760,,5.0,M,,Hpdpfmjsmtnoshjcbunhgggaqx,240605.0,1.0,62.0,361.0,O,Spherion,7.0,3066263.0
rij6761,d,2.0,U,,Wwrtczcknmavpittyypfuloeomnub,495697.0,,92.0,814.0,O,MSC Industrial Direct,2.0,
Gwc6762,,5.0,U,M,rdtgnqbdunr,269744.0,2.0,47.0,353.0,O,Colgate-Palmolive,4.0,2080390.0
AVW6763,R,0.0,S,,Xnuohnl,95524.0,4.0,18.0,615.0,O,Molex,3.0,1032071.0
Jsg6764,,2.0,M,,GFZJJJSZNLLBRCJXUBWJDFW,349394.0,0.0,4.0,440.0,O,El Paso,5.0,1200996.0
XTA6765,,1.0,M,F,nofaiztxgwtkcikqhxsopxgywonorc,218870.0,0.0,93.0,567.0,O,Commercial Metals,6.0,
IAI6766,,5.0,S,,tthtudbj,190722.0,5.0,99.0,307.0,O,CVS Caremark,5.0,523366.0
Hqf6767,,0.0,S,f,Tpmqpkeqdfc,83150.0,1.0,83.0,,R,PolyOne,8.0,1601417.0
DYX6768,o,2.0,M,M,Qsmkcggbakavllsdaurahhlthji,411908.0,4.0,82.0,846.0,U,Sauer-Danfoss,0.0,2129458.0
wle6769,,1.0,D,f,MAIPVFHSDWHGTWCDJXYRYUQWPQ,392999.0,,89.0,815.0,U,Flowers Foods,9.0,3582076.0
CFT6770,T,5.0,M,F,Fxrvdwkugzyxdtqcnxwmrjsgwjsnkx,166071.0,5.0,70.0,336.0,O,Kla-Tencor,6.0,3605085.0
TZN6771,,3.0,U,m,Cltbfgs,93781.0,2.0,31.0,505.0,O,,4.0,840974.0
Kyi6772,y,0.0,W,,Eunxwkceifyxesjhfzpotpsqmsfp,215526.0,0.0,37.0,674.0,,Rite Aid,2.0,1027279.0
Wbv6773,,3.0,M,,Bidthb,221031.0,2.0,47.0,546.0,O,Microsoft,6.0,
ape6774,,1.0,U,F,OEFMTSWEJTWQO,208219.0,0.0,64.0,439.0,R,St. Jude Medical,1.0,462428.0
Ebn6775,z,,M,,Ryvkiowthyqpysvdbq,487752.0,3.0,67.0,580.0,O,NiSource,4.0,841291.0
Rkn6776,,4.0,U,m,WYMWPITEUHLFKNULBXX,41551.0,0.0,13.0,341.0,O,Pool,0.0,29551.0
vzl6777,A,3.0,S,,Tfljbre,287718.0,5.0,13.0,531.0,O,BJ's Wholesale Club,8.0,2795494.0
Piy6778,,3.0,W,m,Ssyibchhhcfqtocynosovu,314423.0,1.0,71.0,420.0,R,Xerox,1.0,419421.0
Axj6779,X,5.0,D,f,rmuonritoarxvubpyccxk,176322.0,4.0,39.0,686.0,O,Exterran Holdings,2.0,584888.0
Lho6780,,1.0,U,,WNUKQZFCJDIGKJWFLSMTUUXY,305217.0,2.0,71.0,340.0,U,Belden,8.0,3100021.0
WWN6781,,1.0,U,,ehaqeefbastrs,19969.0,4.0,88.0,819.0,U,Brunswick,7.0,3909596.0
Wlq6782,,,D,,vnosqoghocpwzeppd,411399.0,0.0,42.0,436.0,R,Newfield Exploration,6.0,3563209.0
Xnh6783,i,4.0,S,m,IYGFPSCMWVDWHAAEK,63107.0,0.0,41.0,711.0,O,AmerisourceBergen,5.0,221411.0
Mif6784,,2.0,U,F,kpptsnx,296582.0,3.0,58.0,307.0,O,Western Refining,4.0,2398575.0
qkd6785,,1.0,M,f,Bojwh,197293.0,2.0,16.0,482.0,O,AK Steel Holding,8.0,3264872.0
PBL6786,M,4.0,U,M,mdmmermgl,204468.0,3.0,95.0,842.0,R,Health Net,4.0,2609352.0
jaj6787,J,2.0,,f,LUYFTDOXWCZJLWKJIZHSRSFQQZFWLY,32023.0,1.0,27.0,732.0,O,Avis Budget Group,2.0,116208.0
zrb6788,c,4.0,U,,Dvsexoyynpdyvjsogaoeoqi,317709.0,0.0,25.0,428.0,R,Iron Mountain,8.0,3984021.0
Lya6789,H,2.0,D,,Oicuuwarjxydyohaw,205867.0,4.0,59.0,635.0,O,Parker Hannifin,7.0,3087278.0
HDJ6790,K,0.0,M,m,Xefkggsgentac,45497.0,1.0,5.0,491.0,O,First Horizon National Corp.,6.0,2307497.0
YLL6791,,4.0,W,f,ektfkjiedfcqyl,201572.0,0.0,88.0,700.0,O,Cinemark Holdings,10.0,89072.0
duh6792,,3.0,M,f,Erblawvxhylxw,66090.0,1.0,98.0,811.0,O,Northwestern Mutual,4.0,
Pix6793,,3.0,M,,UUIFFAOX,235468.0,0.0,98.0,726.0,R,Brightpoint,10.0,3506341.0
