AgencyID,MaritalStatus,NumberChildren,Phone,State,Income,NetWorth,Gender,FirstName,CreditRating,Employer,City,MiddleInitial,PostalCode,Age,LastName,AddressLine1,AddressLine2
JAI5130,M,4.0,1-297-984-3508,WY,282617.0,1315140.0,,Rxpkkcbboe,651.0,Kennametal,Denver,,kzkxpdjoukoj,92.0,JAIRAOMBKPPJFLRMTBJGKVBLOOONC,NCGHMJTVXVAXDGTPLPYRCEUSADRYBCKNDTGGUPSXAEZRSLUSZJ,VNGTDRFTVOHKREGTATFJOXTHJCCJFJCHGE
Eia5131,M,2.0,1-059-833-4162,VA,318044.0,2076496.0,m,zbgqrhgdyupfniyhjhhsok,674.0,Advanced Micro Devices,Tempe,,Cjmmucoi,60.0,Eiawhpcyzvmysxzrappdzjnlkedaz,IGHMFTRZKXGTVDCOYCXCSSMYXLZSPYHHAIETMNTMDTSXHDMG,Pntqzlignbkcicygqnifqmhoecfxwqcqxogntvmlqtfwlmtqjscgdafkounsw
Uim5132,M,1.0,1-038-020-9859,AK,490585.0,663907.0,M,DMIAENHKAYWZODCLKTPUVVDGTIFI,540.0,Merrill Lynch,Rockford,,Dlnoduckqp,8.0,Uimmmzpg,LWTINOLFKUXMNDMNMBBROBQTPLUVVKMNLOQNNNNDIQZPAAPV,Hwamwnzliqjlsdhlzgsyundmvsrsqmylalefbiiswksctpfvfdacffybvghcoq
vjd5133,D,2.0,1-933-698-4470,CA,203440.0,3927712.0,,qnaoewihzkqvhfgdtdwfolvcfn,798.0,Icahn Enterprises,Pueblo,Q,Asuybsk,87.0,vjdpcuntbnghqgdqjzumhzvamtgss,PVJVMQUZXKRXMVJDKHURDTKWVWJXEWXUOIM,Occhqjsupmqxcjktktiriguhhldpv
Khl5134,M,2.0,1-059-548-8932,PA,196959.0,238203.0,,Hnmrpumnedsfy,433.0,Hubbell,Irving,,niwlloaiqkz,5.0,Khlhage,Npeoyanezdkpohnxphjtaoylkrofyqawlqoittohkqnprbtffhzert,Usvavzfnijehrecndswybq
Gzx5135,M,3.0,1-344-102-3330,KY,396109.0,3309894.0,,Xntglbrwnfwmnbq,339.0,Piedmont Natural Gas,Huntsville,,kqpzpri,,Gzxbkuxdjsysdpajdbxzndqfliu,wohxwkuglqbpauumcueqtquwtcmltcnhtlyqudkbkaucoutdpujrrzhltndjdxdg,njwdikdrkfinnestvxymgunohlbovygjm
QJE5136,M,4.0,,TN,,2398033.0,,kwngxyylduwkqzmthalpluzaliuis,599.0,Rite Aid,Laredo,,lernxolc,50.0,QJEASYHTGVDYHMBSCFMUKPNRRX,URMDCJKDNWWUTWFWMSVLSUZDGWDSWITYAWRNSWZPFVUI,Ryztpsoelxqnqrgtlulpxbnryofppfxqfcfoceiwcesitdmufjouedqtgiiyrunimlmfwtrfbbwu
Ufe5137,D,3.0,,FL,320818.0,2037217.0,,Utxwkenhhxmuj,614.0,Sally Beauty Holdings,Fairbanks,,Vosyvst,70.0,Ufeeeevgsghopznhvlehpbzid,,eyoewbkgrtrjzzigcomxriijwmajjv
bpb5138,M,1.0,1-163-638-2862,DE,168818.0,261703.0,,Uaxrdofcoqeqcjhyxehpv,609.0,T. Rowe Price,Mobile,x,WZQFFGXAF,10.0,bpbwzftgeuff,FPRIYDDUHLVTWJJLBAPOYTTBHQEAAMSDJNJEYEYZWEGJAJNRVDMRQEZHOJEKHRAOL,QIWZXCMGKOQAWQUOBYOJBRWPDBEQWQDJOY
UEU5139,D,2.0,1-173-829-1426,OR,294531.0,2824621.0,,QPSHIKSRIESQQIUPAUNPNKMLK,665.0,3M,Whitehorse,j,Sdrnrsadnj,17.0,UEUGYSQYXLXZQGCLBHIGVSG,Cmwlkjaqvxsbcwluckpqbxcyuvugmleadddgstlitpkibo,Niqfcjldpenvukwauehpweymzoetuiqudduhythomctfxbzesjg
tts5140,D,,1-531-184-8647,Prince Edward Island,248249.0,1012970.0,A,Lnncwczsmflmfaxgglcyp,362.0,Allstate,Tampa,,rovwilmjh,83.0,ttszaeplenmh,satwx,yocttqmyzqzmvvugeslhesof
pfh5141,M,1.0,1-241-810-0740,TX,221798.0,2940651.0,,qlgomdrgwvxsxeim,614.0,Las Vegas Sands,Lowell,,Doszqepx,25.0,pfhrvixghnxubbaslhfl,Evrnxddwpttmfyknquojjflvt,ASNMOWGGZLIOTCKT
Aqv5142,W,2.0,1-519-167-5795,Newfoundland,423917.0,804630.0,,Lmmnwlgvulcxrxaemfkcpsnjhnsv,809.0,Capital One Financial,Virginia Beach,,XUMEZ,39.0,Aqvjnbpdbuhaakpsvvwviq,keyqvgvttkxzpmsrghvgmcobnysmsmudifqawtsvdjlyiwxw,Gxebesgaoioblqomzfhubakwavlnafxijfxrvgkeeqoegcopbqaoqggnxkoshhawfdfh
uyq5143,M,0.0,,TN,245911.0,1875700.0,,pjveb,754.0,Timken,Memphis,,Gnvtlmr,99.0,uyqcadwmotwgyshhywylbmkoh,CHXKPDRDUOUPRNSUMPGEOEDCBECKAQERBXFPUTZBMVYPA,Zoazljxabcxhsjzadkz
GIU5144,D,0.0,1-697-894-9048,PA,218846.0,3772541.0,,Qmerdxgblg,574.0,W.W. Grainger,Missoula,,bsiylmzq,53.0,GIUPTVGPFAZCDMLXUJYFF,yvomuhfostsojinbcgzlmlpnfotsqmkcefigeycsqofssfiknrecbeqfhqdh,Sztbfmesejxjespwtktuotfsolo
Vtb5145,D,5.0,,WY,193728.0,3739391.0,,Vqtypvgbabtbkfwyfpercsndrkb,648.0,Jones Apparel Group,Elizabeth,,XNEYGGBTU,,Vtboirmvgyeww,Jclhlhhnpqjlflwbeobprbyxwpt,Xmtmwmebwmatvtpathmqbuqpjefsvuxm
Nqe5146,S,3.0,1-052-273-5008,GA,121478.0,3457284.0,,gdufqsdfbaizkjyuit,458.0,Regis,Allentown,l,Xdgcqivdrsz,93.0,Nqejihsnoezhkagnxtkifk,wpzqn,GDUIUUN
Eiv5147,W,3.0,,Manitoba,284081.0,1922688.0,M,LADQNLKON,644.0,Expeditors International,Boise,v,Ohdrglyq,51.0,Eivobta,uhghgxnlrecxu,fxflohdmyzbrroipesrfmmflngvgsnlmwzxfhhyaquyqvorys
HLO5148,S,2.0,1-702-559-9374,NC,165122.0,1164532.0,m,Mvpwyyhrmmvljdapnmvnnzlgoxjc,457.0,Kindred Healthcare,Omaha,O,KXKXAWD,70.0,HLOLQRCKCGJNVMOLDUQMDMTIUK,Snqja,Gviimmsvscjcftfvxqnduygetijqweicwatnfcgijggo
loh5149,S,1.0,1-860-608-3761,AZ,51122.0,10912.0,,DQOYTELMJERN,349.0,Manitowoc,Albuquerque,,telnxjsnu,29.0,lohniyi,KRQGUMVVFZKFQSIHFWG,Tphzrajdgblwmqanqqydsvizjbsxvkssftylrknkcyyedbnfaqtmnhfhfi
Nqx5150,M,1.0,1-041-904-3607,NH,332150.0,1833137.0,M,Uhbtkuwmpzlnwynolfhsqavfxwkx,424.0,Seaboard,Birmingham,,Nmqdyzlta,5.0,Nqxdbnhwwnaaaewdfxhsiihsde,Wmhwksfcnzaqyaupbanpsckkmsbefxujmjplwfrg,gqdjvopppdyuxeqyrcjloqorovxtssfbzthbwuycpedecwucnlteegpnrdzcu
hkl5151,M,3.0,1-200-843-2900,DC,304128.0,2851147.0,F,Ijxguunorm,400.0,Southern Union,Sherbrooke,Y,KIBMXUG,41.0,hklnmrnwymbrvdcdyrsodnp,JTRKEHXHPXNPPFGFDUOZFLEFCASTSCRQZSVWHDQSEWISUTURDYVPSFDRSXKJTQKEKJOFP,DGSIBBJHZFTURAZM
HDI5152,M,,1-403-888-2471,AK,69902.0,383474.0,f,HCLEYHCVWOGXIQKCFFDH,507.0,A. Schulman,Newport News,,ZMLXRBB,38.0,HDINEYG,Kmkjoxkazgaqzbjbpjjfhtwmypakqzwalwjduxi,Czofbyxruxcntpzgncdkben
sle5153,W,0.0,1-542-324-7423,AL,159290.0,1844285.0,m,Ubqpithyibpeyo,,Black & Decker,Evansville,,mhrpno,71.0,slernrhdt,TZALWMHXANDFLDXJVUAMKQKBUQHAYHCRTBJPAGOAGOTAYPEZWIOPRDLMBPGPTGPIPIDWRINWO,Gaupijprsfdwayfbpsnludlzpjnzhrbwcxamjuksuyakaqbkqweiykoysilwoqkrrlmzwf
Lzy5154,W,2.0,1-149-571-3198,NM,74297.0,2609576.0,,Auaolw,778.0,eBay,Bellevue,A,IGBQN,22.0,Lzygzsjhuhaemkpj,Qburmrtnaalkvfozp,nnettdfpogoeaxqfinbupvxcuafoodzhvluhytnzyydpydlygqfgoebjmghmxpxsnrcsyeahpapsmtqz
ugk5155,W,5.0,1-127-554-2030,New Brunswick,47132.0,2387287.0,,Zhmpev,647.0,Analog Devices,Stamford,,WCYWVJJFHWK,72.0,ugkrqjhilksonjfj,rfraqwgnnprfvrdxayopucifsybmemvrpsyaolejpcpmfpssdfktevmpoyfmadqcvsdihvacncq,ODHTJPWJBOUNUJRODBZUH
tns5156,M,5.0,1-757-703-9681,Saskatchewan,372365.0,1062995.0,F,Jrlywhtrwdjzwvzmdqjlsx,603.0,Buildings Materials Corp.,Chicago,,Kiwmozrkfz,29.0,tnsxth,PPWZVLVIJWOUFVWZLYPEWAKRCGUCUUJJBPDJOHVHNSPO,GNPYVXMDDGFNRJHDPBUSSCZQ
Dgt5157,M,5.0,1-178-774-3975,WA,339676.0,3876817.0,f,lrwhbtjwaaedtrvnau,633.0,World Fuel Services,Spokane,A,VDYTLUH,67.0,Dgtesbamlfmyvwnkudomil,Fqrynownpytnlyrqisetydbbelayhmublzyurpaxrqd,rousxwahsylqxukhyzwmlssdnhsespybrvydtqecfjxtwvgzcbxatumiqbej
Smj5158,S,0.0,1-196-019-2989,VA,302840.0,3070711.0,M,dwfjuiawuivwrnnpcvms,402.0,Fleetwood Enterprises,Pittsburgh,,Uxxdjfxlye,26.0,Smjhkoyoalsrqulgpvqtrigetd,AWKSTLXBMRVLYE,Sglropbunqoqhylswmdfcwnoxbbaiwinmjxwznobpkezwboxsvnsgfcnnljxjmcmitxlhyekijxiev
CEN5159,D,0.0,1-141-045-9312,Saskatchewan,498399.0,1000571.0,m,Edpkytqrkdalsuintxzmqbfov,506.0,Publix Super Markets,Casper,V,lnrukewttrbw,77.0,CENGAEGQPEEIIVMACLERJTLEDF,Svswkpkidagfjhbiupakyudmxhufdqazwkcpkbrxfxibnqjhfozwgkdeiiaioa,fxhtykiqrlbxnnclaucdbeqfuseciuhhjndqpqrmpnouafdyxlipigxwadma
Juw5160,M,3.0,1-469-463-0397,NV,271772.0,1678661.0,f,Dsaqpovcsirmietsrlyqhyvnvnh,587.0,FMC Technologies,Raleigh,,TSYXBJ,45.0,Juwpuhrvwubozfuroydtzqfmg,vssqphwvhfsdtmbfkixbingbdnguhxvcwbwgeghlzvjtmufvuadwwq,Fedlmqwwggkrh
Qqi5161,M,4.0,1-791-359-8478,NH,402148.0,38223.0,,MTPBPTESNGSMCKIGUEZOSMPYVOCXHR,443.0,Men's Wearhouse,Chattanooga,,Ipuvexbwc,80.0,Qqiuqnkkxdw,Ppmjkvgbfonusuwrnugslxmrqjeptsxsocvpagtdombzdpg,Celdnhyqmialjjjtizpudbkqpzqnppjxwegdwauamssurofkbcboswoyweuwrpe
mhn5162,U,4.0,1-754-124-9576,VT,324105.0,829821.0,,bmquphnkwlzvwfhvcybfxnuf,541.0,Hawaiian Electric Industries,Gary,,Omoorjnpjqxk,82.0,mhnojzkcavoxjqwnldvwxdnjxvhy,Roprrfllcyougjnbxwjfuajeqsvrgekvtafdlwlqeqvazrxhzgwdpyjbmtxcfvrfdvyxeuvustnybfs,bhnlewrpkugmtljzlehiatbsgxsswvotkmixlaftihznefzmmhueqewelxusudcnwonvimsxl
Gaa5163,S,4.0,1-553-707-8035,WY,253787.0,1999500.0,,PRCUJT,474.0,JohnsonDiversey,Orlando,Q,Rkwxy,,Gaaayvxjamwlh,Mlhkgpoorwihrzpdmyiajrdlnptvcqrhwhizihhvvficacwyaoihjam,Yityktnxfyztnevxafjhkhg
Umf5164,S,0.0,1-953-270-3614,MA,498374.0,2475835.0,,PSMIXHJLUWYOLEJJPRK,408.0,Armstrong World Industries,San Antonio,,Zdhijhnocfl,82.0,Umfgewfswzrlzzbrhyaompgzhsjln,PWPSMWUYOQQBCWIQBSEQGPCIBHBQJJVGHBDVDO,
hue5165,D,1.0,1-506-513-9600,AZ,183445.0,3395731.0,,UWFNPOWRTBREEHQDSMRQKHPWLREC,445.0,TIAA-CREF,Moncton,,AOKIG,24.0,hueoj,GVAFKBMCVJMOJUGDIBSIPGGVPGZTEHKVAYURTZCLRTWZOFS,Ndqlbhlacvlvsjtwvmhacstaoyjmkpjhjkvwxjrdqlbkoeslonpqjcednejrmartxquiwanfkwrjbf
ren5166,U,1.0,1-026-808-0856,TN,63663.0,3352563.0,,oqyvlmqoebihpmbcy,611.0,Stanley Works,Winston-Salem,C,VRDDIRYV,33.0,rengjkniuqqtrtppxs,Oyetfbwknspkdqxiubztpjtpfbxrnrdhscfobsqdjwmqpioeswooutqihbfbecurmtagovxf,Qbaktmkttqgntygtniqyurhnteempdbgwdqmvdnoplfcsrpustipkpneejspmarsurgd
Lrq5167,M,4.0,1-324-590-8117,NY,195807.0,1055291.0,,Ellvxogrlnotoaaj,518.0,Sanmina-SCI,Milwaukee,,Zqrdmqxut,69.0,Lrqfmveshzptceyqypuboafh,AAXUHKCAHWGSBJTLBGFZFSWDXEGZVNBGSDRRSNODZFILCTKWVCIFZCOPPTKSBNEIQYBPULC,Wkqapvtslhtqfgppdzpvafixjzlewtzgun
Gxj5168,M,1.0,1-863-314-9243,ME,67931.0,2761927.0,M,ZJONGONKSVDXZXXZEUQEUDOBL,440.0,Sonic Automotive,Philadelphia,,Incatiircd,21.0,Gxjfeodoplexhlnvibognngub,dxsghgudctsxd,Vfyoidykqqemkcvglaybednnjrzqmrbldxfebslcmjgoadqwjisxtansvwzljcnnhtqxsi
Jon5169,S,3.0,1-591-451-1951,MA,291648.0,790129.0,M,LOUUHOTBGVADMVLI,542.0,Arrow Electronics,Rochester,,GHHPBFL,46.0,Jonbrlapcxdxyu,Lihullgpddgvhlrgtrexhrlxzbilqcseuqmuutvchvlvfavxcxlryhnnhobbjsiu,Yxcpjhwqclexnncajnjiklygtftexqnlxhzgepjcmyylftrmlwtcjpahheqqo
FRP5170,M,0.0,1-740-728-5229,KY,434267.0,2481249.0,,Vgpuhuaqxoiscmmyslkfbrndnqf,727.0,Cablevision Systems,Knoxville,H,PNWWFTDQLMI,13.0,FRPAIIALJXEXDVXQEIJSMWBTCT,Sqjyvqbarccpjvav,YKQENJUACLNVBRSMTZURVWBCRCGLGDFLUDAAFJLAUUXTIXCORIMPTWSTFLHLWEDEGDTVY
eso5171,S,5.0,1-098-728-1395,ID,453828.0,2653911.0,m,DXYYLHAATJGCDJFWOEVWUYDJVOT,456.0,Realogy,Peoria,q,kcylcxqd,57.0,esojthiclchtrewjurk,wbabknrxzaavfpwrjlbwhbvgpgpyjhvoqjtqvgvmskpjyolntdmynockdtasckfdlgku,Rdfkdmdvkaposihmtlvqfvctptjpwtfkscljnbrimjtwdgqbmowzgcoqvumfnvhskhhahqaecfqutm
CDA5172,D,,1-635-342-9875,AZ,486078.0,2904087.0,m,GQWBLCZGLA,782.0,,Albuquerque,,Yrsxxwakall,71.0,CDARLMYGQKRQXVEPJHLXKLOC,Fdhefnrhuwtfxsqldmdmnbarrxydcbassmpfbvupojssgoeclpfxwe,Qgzmytzaxukqwjvlichabvqwluktuhamigvtutxshiarxmorcuqutwemdmyacanwperyjihpw
uds5173,D,2.0,1-483-132-2771,NE,146543.0,2570253.0,F,Wgqthzteqcjxqyr,588.0,Philip Morris International,London,,Cmflsnux,43.0,udszqccocx,Nsdmxyhpsklodqarobpliigectvvzbrkvnnauxewlavapdrwq,abbedjggjvriqudfqptmiznljkukskdhgvztluldyw
Vkk5174,,1.0,1-330-750-3010,MO,209237.0,375793.0,F,wbejttshbftkudxmlrutuzjml,,URS,Charleston,c,Sdlnbsyeio,92.0,Vkkxojbojuqlv,Tpfkdtuwdfeeqgwibyrxxawrchlf,Yghliyrgbnbdqjhwrtql
SCB5175,,4.0,,NM,148323.0,3439394.0,E,aheteag,765.0,Michaels Stores,Evansville,,,66.0,SCBDZSUWLMP,xpirftlpugruxozdtnucrndueepnkcadldio,DHXXEKNBMOTHPDQOVPVL
Xdp5176,W,3.0,1-637-009-5251,MD,305899.0,1773668.0,,gljrmupucgebtezaekhvohkxv,541.0,State Street Corp.,Lexington,T,Zhgpcra,,Xdpdduebalvbibrkdaz,LYOXRLZLKWPCPRUTUGVVGUGDCG,Rjblfmiiesorkntodbbfcbkjfyqhhk
VNF5177,M,3.0,,MT,,537987.0,,Vfrohadjimflwdusjpdbfcoqpwec,611.0,Verizon Communications,McAllen,A,MMMPVXRSGAD,1.0,VNFMVFSZFALJX,Dwcgjvrmbyqsyusvlbpjvom,Hrlvrbrnoxsjbhjzujednwxqtdtpvvudpblphfqkevdaywqtwemfweandlsgcazhhzuzmqgy
Duv5178,M,5.0,1-841-477-6841,AL,332188.0,3723984.0,,FZWDGNPF,409.0,United Services Automobile,Gary,M,ZDXRSNPN,54.0,Duvhx,Dumlfnebeqpmyutwmnsrpxnrzjbhirndoptauomdsaxscohjgqmnwguejmdjqsvgwmdxp,rsocnfsvsxrwhgqtoyqomwkpykshivwpy
Lzf5179,S,0.0,1-607-282-1269,KY,275296.0,258911.0,,Bzhsdehquuauhxnndodflbhhgcxhn,610.0,MasterCard,San Diego,M,xhqerh,11.0,Lzfjnubfqkryulnuvrqw,Bftppjskmujmsijcnrztkxtlsf,Lnvgtmxpglwrnxnblwtrgsjviverntjlvlyvavmfitpchkzcoblrrsqcopiwujpvnh
Mbu5180,,3.0,1-314-139-3868,Nova Scotia,453755.0,1668412.0,,Zjsql,638.0,Kellogg,Pueblo,,DUZAJNGPH,25.0,Mbuvtsvdvaiuocgg,Rdgqelfswhpussniqvj,Sndxbwexpabkrlhrjatckvamhvktbiugupcvcxwmterxefazmtldcuczp
Jog5181,M,3.0,1-641-617-0087,NH,56931.0,3484024.0,,Zcxmdvrbqinyrny,442.0,Mercury General,Fort Wayne,m,Nficoxsemm,6.0,Jogcvaxrwpsastuyfxslq,Qwhhvqmkpcal,
Oop5182,M,1.0,1-898-581-6062,SD,206130.0,1069212.0,M,bseiqskzndrotciqijlqsbcwuydcmf,391.0,Cognizant Technology Solutions,Great Falls,,Wzmsjh,6.0,Oopyqphaxnwdbccscxfbzdgonmkr,dftmozdqyrqppuveciukldpswpobtcoyivfirytspqbkddvlboufwepnefwnbzprmgsacdxxm,CIXFZLBINGQWESILGJAWMFNOHKIVCUEZEJVKFNIJRDYLH
Agm5183,M,0.0,1-441-218-1245,SD,46811.0,3142867.0,,Jouqsjviqzyaaperwuabuhkbqjolov,353.0,Cameron International,Sterling Heights,a,CYUFWGEUY,33.0,Agmvgejrvdozktnfxvqnrt,,Ibhwhtlcrhewnulviojtervvuspkd
RYE5184,S,3.0,1-001-707-5590,WA,447472.0,1895960.0,,Symwuhnvscpx,336.0,Nucor,Jersey City,,mvmjckcvhz,11.0,RYESCPREIOZQWFLRSQCW,Uorslvsnzprxbknlxifrcbrqsaxuvebz,nzfoixcxhvtqjvpcqtbqyvzupfhkeeeqjartjqjjftmxwyosolovpmmttkfbiynp
Tbn5185,M,2.0,1-733-220-7125,ND,191758.0,2386093.0,,MTOIFDAMPUAROOLJTSIULFM,803.0,First American Corp.,Sunnyvale,l,Xqsvp,2.0,Tbnmvxoowzqehdgpl,Mpnhnxseeesistlcmsktjjtxjodkapfmnjkujcylavxftpbequksmrbaljkzvspdowkkosbrxn,MVOAUNTQUILDLRMOILRUSMWHIFLM
TVO5186,S,4.0,1-282-265-3243,Saskatchewan,487286.0,3414196.0,M,XSSGTNPCDBRDJQNKSXA,418.0,Huntsman,Warwick,J,khmhskchujst,81.0,TVOIRWKNWWDFVKUACPIA,,QAJPFBXIYVGBXNRIRSFVVX
wpx5187,M,0.0,1-768-291-2465,NE,101773.0,2587044.0,M,UWMJDONKHYIYKER,632.0,CVS Caremark,Lowell,,gjvoq,98.0,wpxcfqewllgpschjs,Gvdcxmfhrkxqucadpyxtojpqsqjffizqeqzgrrzzrnnidiqhopetd,Izfxoyttajbimeppfkpuwrjtfarvonsaubnvdjssqrhwloueafs
JCF5188,S,4.0,,British Columbia,356923.0,3565494.0,f,Wzomzkqnnpqnbibqvxvlqrpwftdx,505.0,Ametek,Henderson,z,Sajpoowo,21.0,JCFCMOXKERCBQYOCIHHWJYBFHWLT,Kpazrvmxujhkklxgxurnweifzaxilmvagjtwdhdsamatteriwmmyodgdczt,Zknasjtfnnencm
Wvh5189,,3.0,1-175-214-3364,Ontario,238413.0,1979153.0,,USDZPBOZXLRHTQMPX,401.0,Reliance Steel & Aluminum,Dayton,B,ZZPFTLCROX,49.0,Wvhuigocbdlbt,ZOKLVTUECSLCIHBIBYYSXVCBWMW,Jwbiqfj
Lnv5190,M,2.0,1-520-249-2486,ME,439618.0,3346972.0,,GMDLGTCEXCINBYZ,549.0,Piedmont Natural Gas,Durham,,Mclgniwqhxn,11.0,Lnvwmmrlik,TTSSMDSBVLETGJNVIPGFTJZMEUJANJMLTPAGRE,Jpbwshfnxrhpdmfqspvjlkvxgwujqeb
Skr5191,D,5.0,1-487-432-4891,FL,374104.0,88831.0,,ZGQAXGPPJMXQCNE,713.0,Portland General Electric,New York,H,Qtghdgikv,97.0,Skrhtfguhnerxxktyesxpexzpe,CBPXYWPDNFPQZMXKGYLTAGGVVIMFENJODHWBBLBGROCLLYGNWQBXYCQPUPNJ,
Xxw5192,M,2.0,1-624-999-0729,MA,393154.0,3520688.0,,Brsavnjsglesaefziqbvunirvmxvnt,733.0,UAL,Lancaster,g,Qqpjrsj,20.0,Xxwizz,eqrmjvvfrvwtsrrwix,kluqxvoz
gyz5193,M,5.0,1-971-051-4981,LA,395498.0,505490.0,M,ZSHUMCNCUUIQLPCOAUQAKTCH,842.0,Cooper-Standard Holdings,Santa Ana,,XPZDBUSR,69.0,gyzbzhiceynp,eihcbhgiwmumsxsdrkyyoufmowsoivvpcxilqtc,iyymuffrlmqrksjxnoqvhfagqkoarfttriegwjnyqprnbxxtugvreyobcujtyngzbihwcnhyahejpj
fad5194,M,3.0,1-271-831-0535,GA,488185.0,,F,YLICPGQIPMPRGTZZTIKLEA,454.0,Guardian Life Ins. Co.,Allentown,,Mozghrpsdmbv,94.0,fadxictsudblyxvdwkygwfqbw,jlryefwcsvaauwvhdozugdsiclkjkpctmptiupvbwnvpvkfvwxfgnuytfyarv,Mpndacvurwrziltirkuoldddcswcuptuphulipblufggurixgyzh
Mew5195,,3.0,1-104-317-1204,MO,363058.0,2773536.0,,YSDCGRWTJHWKGIEALD,638.0,Weyerhaeuser,London,X,IDPEZCNUCTIU,47.0,Mewveocy,pustqejniqermdwwhgrbrxdoeoolgmxtltqpotxfyvpjufbwjaslbaoxuuqmvgbjn,vqyobvrvjdymwgfthwfipiacwzbpomxuidpjjopcdbzdqgvcqjskjageen
Uva5196,M,2.0,1-370-990-6102,MN,279232.0,1852539.0,,lybqjrmtomkiaqpuqggdtvnumqcbrj,835.0,Principal Financial,Detroit,g,Dwzygdbwhbn,,Uvamaqg,lgzupqqluqgvzubknwuwxfofofljxikvfrafqvolgud,qorsmdwsahvztjwsflofksmnjxdtavsnejaxfwrtvfsckxxukj
HHK5197,S,3.0,1-847-490-7878,CA,282401.0,3057999.0,M,FIOFPLSCJYQKWGJCVOGY,,McDonald's,Pueblo,k,Galgf,63.0,HHKVQ,Tpxdlhluoqubkutoocixgvrgbnalnkgdtiauyagfnknibsmqefsaeebr,SQYPNREDPRYWOBYITICOFABUJVJMRVSSMMBRYANIRZMPGKEBVCXKQPWDUXANVFHLJDBEIHGXCNOYHZ
Kip5199,S,4.0,1-754-604-1434,MA,380158.0,2663603.0,f,PNJKVKRYST,386.0,Emerson Electric,Las Vegas,K,Cbuxpqm,90.0,Kipnqrxcpnyrgph,BHCGKUILQKVEHCLXMINJXH,bgzmcfhrrdcwsjtogiykigkeqgagowjmgkoplldrnmkqzj
aur5200,M,2.0,1-795-767-0410,MA,11342.0,1769008.0,,Sjtdhwnkfjumabhopbspdrbtllc,693.0,PPL,Mesa,,imxawsdfv,29.0,aurhjiawpaaihjilso,Naiwf,Zkyis
Pay5201,W,0.0,1-705-487-9664,DC,224145.0,2494794.0,,rffksrhtemwozvgrh,425.0,FPL Group,Austin,,,87.0,Payqojqpzobrxrabpljandiaauegug,Aqbgvncffzopmfydgxgmgibrthsjxviistlgeehefvuwjnqysrt,kbwwtdsljuzxcnsygearnwdfrrxxrvtsxlqcawuczzwbalfc
tzq5202,U,1.0,1-395-847-8072,MT,,2184144.0,,wpcnhjqeskplsjguophkopin,470.0,Core-Mark Holding,Vancouver,,rcquvxrrgdpa,85.0,tzqdauiicgsmprbhggerbpuxracjvt,FWLOFLZQEDOZGVMMEYZCTJTDDJJYD,FULNQWRASKUJMWSVAIGPGDVXFLSMZIZTZLLLELWFZYCWBPGIRLOYHAJDJKSWWBOCELCLAQQWOSECWWX
Tzz5203,M,5.0,1-967-775-3735,AK,343839.0,2175684.0,m,Bmouokrfe,556.0,United Parcel Service,Santa Clarita,y,Rafcfhkkyg,52.0,Tzzhpnvcvoxipahokirlry,Yskuwcquadhhtwglxbpibkkcjthxeilmsurqshxewufgkbbwguhvnmpxaycp,rzcooijihxqerddejtiuhilxygiagklqndhhlltjnwoebdw
Kcq5204,U,2.0,1-452-052-5011,CA,32012.0,3309455.0,m,Gwycevbsytxedmdokwktsgzqtd,747.0,NSTAR,New Orleans,,Ibvbrrpbaelb,,Kcqnkqqedxsdqywcyakctgzgm,kpkblaujjqgjhzkheijtbmzetmcutz,yyyteswjmwddzqyoslthrmztrxaqwidhshwhjjqkkcupiwnjakodnammlmhcx
Cbg5205,M,5.0,1-322-605-2545,MA,499036.0,2907241.0,,Oednaenvbskuynvucoftafylfvusz,,TD Ameritrade,Lakewood,z,agkkjqxz,,Cbguriymrjxhjuyouazipkkj,torfosyeszmrqmbehvsoegkydwxpsvbu,YGPHJJYLIHBYLFNPYICCQUMEUK
Bbv5206,W,5.0,1-601-323-4581,VA,483339.0,3574784.0,,Jxnxprcdiuolygb,592.0,YRC Worldwide,Portland,,Cadtbgpfkdx,6.0,Bbvnohxhswcezy,ftgjwaglhaihjjrnsfsfsdhrvotlkxmpnlzbtjafabetdqieeulnhaurlradicwvhujeewxareaohdg,Jwnurypkbgenjwqvibijdbgpkoxyygvsxruubjjxlobvpiidzmfardaeuomfezpbjfsgrevqecfraee
TZN5207,D,0.0,1-708-369-3285,UT,333216.0,3099630.0,F,owcmwfedxsvwilsjedrnvbr,534.0,Hess,Norfolk,e,luhgagwc,79.0,TZNHJWTOONPCAGEZQBCILLBIKQH,Epoamjdcepbkeudmjurigkxceobrbwzjkwyonnsvpbqsvsamjyfbxxhkwobcwvdgsbqunkhjmy,FEGXYBZNQOZYMR
RVS5208,M,1.0,1-553-833-2788,MA,416707.0,1031447.0,,Dsmmerysrahkjr,772.0,NSTAR,Jackson,,hvjxwgb,0.0,RVSFRHMHNNKRTEGMSZPFJNR,Ldfuyoyunivkqnylzceunbvwmxmrrf,Ajedfzsxhtgvdpaxmmwvugiulbwuewwnureaktjqykepcycwmdrnqczdtsrnklblujzftcuyhfh
Oze5209,S,1.0,1-644-034-8204,WV,250144.0,3455113.0,,QYIPYSPRUYNUHNSZTJKNOGR,824.0,NewPage Holding,Mount Pearl,Z,,43.0,Ozemhbfpterhjclmtdqzcrlig,Shaigbpxwkbcnytofqtzqvbqoiwbtrfbfbxbziasyhdalzsirfhe,
