prospect_nmbrchldrn,prospect_pstlcd,prospect_gncd,prospect_ct,prospect_ncm,prospect_cntr,prospect_nmbrcrdtcrds,prospect_lstnm,prospect_ddrssln1,prospect_crdtrtng,prospect_wnrrntflg,prospect_nmbrcrs,prospect_frstnm,prospect_stt,prospect_mddlntl,prospect_ntwrth,prospect_g,prospect_phn,prospect_gndr,prospect_mrtlstts,prospect_ddrssln2,prospect_mplr
3.0,oxnjyolq,kap10191,Independence,377996.0,United States of America,0.0,kapux,nosxbymvnjsvpoaqwaigvabkvtcyfnbnnsrrd,694.0,U,4.0,Hdiihefgrtutriyratyllsb,GA,,2072590.0,95.0,1-862-840-9142,,U,Gihfejikoykbikqrnzwcfwaymmnjsgqailhpwtvgafxcpkibepmrlbantb,Huntington Bancshares
5.0,KXCNFTFXPQQ,Alj10192,Columbia,450338.0,United States of America,2.0,Aljqjhn,kzwfmlrvvwctlwxmab,610.0,U,2.0,oqrvziwpgbiyipcbcnsrqkui,GA,,2780593.0,11.0,1-978-846-1339,F,U,Fjgomljjhmpjlhmcdvpkxzvdgyhrpfilxwbmcmurvpylfxdhuisfbekhinidrxxl,Rockwood Holdings
3.0,XEHRHGFMH,Fcf10193,El Monte,499532.0,United States of America,8.0,Fcflnqbfy,Owzblnjnfghtddquirpmljxplbojdhbfalaplwljdhtldoybovrktdtmpvnpewbfmdmpqxwuonigedf,831.0,O,3.0,Foyafdqcohvpgvs,MO,,3305354.0,11.0,1-774-447-7502,m,,tolwqoyggncysiimleqcuyfrshmmyhrkedpv,Washington Post
3.0,UMCGLFVCXZ,KLG10194,Costa Mesa,146611.0,United States of America,,KLGXJVKEMCRGFOAFZGVYNBE,Cqlkphichzolvhyprdrhimpqmwhmiuyfp,449.0,O,4.0,Tvxnn,Saskatchewan,A,1256202.0,94.0,,h,M,jzxtobfqaktkrhouwhguiio,Sherwin-Williams
5.0,Ufurodgrfavr,Isw10195,Iqaluit,109259.0,United States of America,9.0,Iswedkswvbyibil,rxbhdjrpxqmvflwnoqjsuraquimdnuagjahs,500.0,R,0.0,Dlmmoeoerirpbeimuenwmpm,Manitoba,,818177.0,36.0,1-542-058-3311,F,D,fwjjpuvhwsdcqrrdqlvrwltlvmnbtwjkbhapcijeuupgyqpgwmltt,Targa Resources
4.0,Otgzjylsgwnp,Dqy10196,Dawson City,279206.0,,,Dqyvsbdwxnqiuxbjiz,,644.0,O,5.0,efuwcamkh,OK,N,,43.0,1-284-403-2435,,M,Ihowpssveobqweburuffvjfcbgmxauacctgsnhtowsscjvtmgtvcusbpnzgrgpulrvhbtsuh,Molson Coors Brewing
0.0,Hejddxyhqd,Cgx10197,Costa Mesa,160038.0,United States of America,9.0,Cgxhgjwlrtbmrcvaifjzaaal,jncnqvboxzjqxewucrtbaxyopombozshqhrexktajdqaolphsk,366.0,R,2.0,Mwxtnvvcbgp,OR,w,455549.0,98.0,1-864-920-5405,F,M,Gmniywriryeharyyojpsyksfntwlvtrwdptmphdvuewmnyxtzhdiqhjzycnmcoamqqwqclhhbog,Cenveo
1.0,Bjjlbbdjrjv,Olk10198,Lancaster,71615.0,United States of America,1.0,Olkvciqupeh,IZNLNBRULGIWUMGTM,,O,3.0,Sxlhtuvqzx,MS,,644793.0,,1-391-445-0964,,U,iswacwaqawwnnncxxumdfmdzrspyrdqyewgxypsujilmjjghwyqhn,Curtiss-Wright
5.0,QMWZHBFJ,UAS10199,Rancho Cucamonga,99302.0,,3.0,UASKGTURLANZBD,wgxpyercikthryebmvcltwzdvctpglyejh,396.0,O,2.0,Tzntgagyktzqmnsxmfpftsd,OR,,3756827.0,54.0,1-367-707-2825,m,W,XRJTAWZWMKIEZKRCAXYKQLXFFQSJFDRDPFTUNFBXIXIITRZAQKGUNYAADIVNGCGCRKDOCEY,PPL
5.0,EWXME,ilx10200,St. Catharines,251984.0,United States of America,10.0,ilxsrmxgms,Hogbtzrlxmqgtwsjpqissfibpzprptjjxonkgafgoyfkifv,357.0,O,2.0,XCKBSPUHWMFHWFPRHLROXREMEAO,AR,l,1364726.0,12.0,1-199-191-3144,,D,Obfcusdijtxorgdvrogttfixaixcrxllfnqxxqjvjkarcayw,E.W. Scripps
3.0,Jarkldaoio,IRH10201,Santa Clara,395211.0,United States of America,3.0,IRHAIKVWATOZILFZCNHPFRDOYYQEXV,Piixdmkqcyhrlmwkxkatpeditylfrnpxrgy,698.0,O,3.0,Ylukbssgpgrjxhgmcm,British Columbia,,3227799.0,83.0,1-551-963-0150,m,M,kjakvagvsfqhfmfjpjazeesvrnlcekjktexwkvvvg,Peter Kiewit Sons'
4.0,Bovhno,Jtx10202,Baton Rouge,198933.0,United States of America,8.0,Jtxkkyuecgxkxhiudrsjygyacbpbku,Jitadyvlqcm,455.0,R,4.0,Knittgvcx,Saskatchewan,,1287470.0,43.0,1-849-529-8512,,W,OMONHADSBI,Bon-Ton Stores
2.0,aibbhmahfa,njh10203,Mesa,284462.0,United States of America,5.0,njhyphqobnukn,Nlefjwcwpzcqfiheojtncuaqwltv,551.0,R,5.0,ZTHGGNODVFRKHAHAQSUM,WI,,1303967.0,32.0,1-560-642-1051,M,M,WOBDAXMJBWFCJICZGNFHSLIVJZXISMCMQCOT,Steel Dynamics
3.0,QAUNVNZESCU,Uas10204,Abilene,339749.0,United States of America,2.0,Uaslzgrfhzjpqhlxstftjeiir,Gskfiuyrqipfigartdrclvfcquwepmtjnxkmnbgqaivb,374.0,,4.0,Dlfnalgporsgv,SD,B,2754663.0,90.0,1-780-692-4864,,M,Lzlbgtqukeootjsemajjaxpfwjj,Stryker
4.0,rbialws,uoo10205,Oklahoma City,128994.0,United States of America,8.0,uooin,Rtpzrtqboaejfaeb,786.0,O,5.0,rudegqxlcfljtkdmottw,FL,,3479037.0,29.0,1-693-536-1979,f,M,,Ameriprise Financial
2.0,NRLXXZOW,Wju10206,Miami,279419.0,United States of America,5.0,Wjubbqqnozhysmknscmzhwml,agzywjvefcnrohghrfxtwdcowyfchjnulpjmmksbpqs,704.0,U,4.0,Hdbmupdtuqmtdtvdxjzdpngffc,KY,k,,44.0,1-333-017-2553,,W,Ctjnzlckjufyqtdnqvxrevxpvwmbijxmjimqsbrfleiggltqyv,Liberty Global
2.0,Bsvuon,MJW10207,Kitchener,256401.0,United States of America,8.0,MJWLSIFBQMRRLRKNNZOGC,OXJGMIDJVRQCDKIVWEDTVYKDGTVUIKPQVDQXXEAKGGSLGEQXODIPCKUNLBDRPAFYZKVXX,371.0,R,3.0,Mdvtplfhyvprikwq,MS,t,2217586.0,,1-137-841-9232,,M,URKOTSVABHDNIEW,Tenneco
4.0,Hoeczwnz,hon10208,Birmingham,458467.0,United States of America,4.0,honkvxvqmpkmvktwqorrnffmci,Gqdtlfffjsxslmkwztmhjidpuqquuwkobsaouefdzfcxu,500.0,O,0.0,Rbwcj,NH,,2517242.0,59.0,1-072-117-6982,M,M,Rssssuixlvfejlzvyncsljlnnxonxliyjmelvljztjbxryuttmjoogjckogjikd,Oshkosh
5.0,CCNUQV,BVG10209,Lewiston,342835.0,United States of America,0.0,BVGBWEDSS,txjvwpqagclohnzhfwdalutqizxaxv,498.0,O,3.0,pdqomfnluhjvucmlqvxeyim,MO,,2023809.0,19.0,1-091-369-4943,m,M,Lmjjblleeqjogjduddpcbs,E*Trade Financial
0.0,jbkja,MPB10210,Windsor,254407.0,United States of America,4.0,MPBHZKFQJIEQAJB,atbbfmmvjpeeokmmtzfoqivbhmfqp,394.0,U,5.0,Tswktlcbuo,HI,,2828530.0,87.0,1-789-178-4962,f,U,olqdvfkkbnqrvipknqqdyaodvmokkgzbmeeklmjevsnhewsv,Phoenix
0.0,rkostnyl,Xup10211,Spokane,365046.0,United States of America,1.0,Xupxauw,Tcojeoqmjmsfwcpfyin,493.0,O,4.0,FCOSEMGVJQBNSUTOGDUOHBTHFEID,TN,,697489.0,35.0,1-350-031-4106,,S,Waikyouakucwcjkdulcpdmgtzah,EMC
5.0,jntvymjwmppx,PIK10212,Buffalo,363919.0,United States of America,5.0,PIKNSJQOKITWGOKZFPQQYOKDP,Upvidevbfwsmcbikqjairmywllqnbevmgkhmtxgedqijjeuplwnpkoygpgrpigl,325.0,O,2.0,RSARDAJBWIBQQMKSTGMKMPAYTUTEYO,LA,,1943704.0,97.0,1-485-114-6547,M,U,Hzqmsmksyhjlskciqbbh,EOG Resources
4.0,hsbptumtr,pnx10213,Stamford,292912.0,,0.0,pnxgb,Nzcmdedbvzhgcxvfkkbox,556.0,,5.0,nosjbmkkodlng,VA,,3577030.0,34.0,1-325-442-8359,M,M,Qlhjqkzbxggtfhwptttoqbvoefgduptfwiicngxyimuezqyuzl,
5.0,GHIXNC,zcp10214,Des Moines,11403.0,United States of America,7.0,zcprrshlidzryqoydvgkwddqucserc,njsjsalwxyyjkmmyoogeypvglnqiqjjhlm,617.0,O,3.0,swmauemtoyqeejaetiarbnb,British Columbia,,2244329.0,97.0,1-539-478-2074,F,U,Nagxhsplbtnwaiblbjlyosgzsavmngnkpgdksolnnohrdjorwtkvrzrbbqepmbcaallqrs,AK Steel Holding
3.0,Rsqaetosw,fot10215,Tampa,228427.0,United States of America,7.0,fothbcrxgnmvmrt,Qmvnrncmqkcmxowuhlerpjtukqnipenikh,507.0,O,0.0,Qjltwjrnvuu,ID,,262316.0,64.0,1-247-770-8070,,S,JQIMDGVSHNIPPGYNYHBSJBNUAH,Tupperware Brands
1.0,Ouxrsaoee,twk10216,Salt Lake City,288645.0,United States of America,,twkfhohotdwpakuzscfakrvpgxofbc,SJXUSDVTVMZTVKKRIQRMUUGNPJIQYTWHAWODWODPTPDLTOPLCRUEYPEXGZGAVBABYNSQHNISIVOJKBY,521.0,O,0.0,Hchahtwt,KS,,694599.0,55.0,1-989-550-9428,,M,Tlbtztwqifwlttfurfrptsyngeldjdegwmuouynixnazgqraojssnxhhfatnyvorwjlqvag,Microsoft
4.0,Xonask,Fvi10217,Milwaukee,119977.0,United States of America,5.0,Fvildrknbe,Iofiawn,465.0,O,4.0,KTZELHJFSSYXCLYMXMNO,IL,,696957.0,73.0,1-658-176-9673,,U,Sbqtepbadqmkhfuktriqieyuiiifgpcbeh,United Refining
4.0,DAFEI,Dpa10218,St. Louis,250020.0,Canada,6.0,Dpaadydwglywonbcnjzufrouiwl,njcucsubghxwyawmfuduolufhqhyahpwxlpdhovzkjaiqendhe,617.0,O,0.0,Limdcco,RI,J,2614436.0,66.0,1-827-703-7037,f,U,eurlgopkevqddtciuurltdgugbiebyaazqrrlayiudxvzqpmsuhttimpivxnwis,Mirant
3.0,Cawegwsjy,aok10219,Fresno,496663.0,United States of America,3.0,aokjwnsxtmrm,FQIWHQWLKYTGQJXZOQFXBHLGKDAWUOSKJEDILVVBYUUBKJXDFSWBJDFCCGPAPYGWPPVGHPMN,332.0,,4.0,Dobqljx,WY,E,2160612.0,32.0,,F,M,Vcwhgkxseevnfgdrnayqvbpz,Paccar
0.0,Comnvimpsooo,Mxn10220,McAllen,32827.0,United States of America,0.0,Mxnjnlzxnqmxepjc,Rbmaoeiuiwnhnkjzzetjswsotcnzenm,597.0,R,5.0,Vycmfaamgiyxo,AZ,,2774914.0,51.0,1-999-914-2970,f,M,orvnkgtpqevko,Brown-Forman
3.0,Peqpknou,oko10221,Memphis,,United States of America,6.0,okovvhgnwjvotzlghkmqigsrvfxli,Ktqishcrjeffpw,600.0,O,1.0,Cingsmyewlxnx,PA,,3744612.0,90.0,,F,U,Qfohntoopgofjznxbhvwzlbybcbgudjrsbfijzwkzenivcykeejlw,Mettler-Toledo International
3.0,SPTOGTGAJQ,yzn10222,Columbia,392216.0,United States of America,,yznnajtz,UWFUHMNVLNIIPKCZHQPACLTLSHHHBUQMMBNNBAUBBALZV,850.0,R,5.0,Tkwzqknejlkouwxrqwkqubvervexjk,LA,D,3982376.0,16.0,1-807-035-1274,F,M,Mqxlwiffbznppscozfdzefzhrj,
,Detxmbythl,VXB10223,Aurora,329986.0,United States of America,2.0,VXBYERNYUPNLSINMHYWIVEK,Atxjbgmikxzwzpoyengsalwlrhwpedfvgtkhtkvnjleyvscfmmrvcrijgxesgpotwwltzmkcrzxp,697.0,O,4.0,LYAWQBLAIPDAHMDQRPUGCKEWORFH,HI,N,1568808.0,91.0,1-922-803-6732,m,S,Lzrwolcuhzmyyhhpgkxkteksyihwekq,
0.0,Fqyrk,Ovc10224,Corona,189732.0,United States of America,1.0,Ovczwgtesskgxxvyqfvvaxe,DQMZCCEUDZGVRFFJAOD,543.0,R,2.0,Rzqtvdpjqqkmtenn,CT,,2815276.0,98.0,1-659-535-2851,M,,Augrxapqbtvvhdjovoxsaietkwoow,Rite Aid
1.0,Nedjtjv,RDO10225,Rapid City,376032.0,Canada,5.0,RDOCFQOBGSRRYIQNXVULRTPA,,528.0,O,1.0,PXVRANVYWXTQVZFOOCTO,ND,,3469348.0,64.0,1-947-929-6176,F,,TMUAAWEMITKVHXVHPDJIUYPDTYYPUP,Ryder System
0.0,Qdjhsjhpqioz,iwo10226,Stockton,427290.0,United States of America,1.0,iwojdzwylncjcgetm,RLMSDAEZKEMLLNDRSMQ,520.0,,1.0,dgpfrboto,CA,Q,1582854.0,35.0,1-202-524-9333,f,U,zhfshiaqvuvjypqoytwutupzfcvzglbqmlmzbgwmtocoeozxedmpmnasdbqlzdodgextavrrdeut,Interpublic Group
1.0,hjvus,glb10227,Austin,185583.0,United States of America,8.0,glbctzzdnzcguhtfw,Ojclnnfu,809.0,R,2.0,Xwymdsvjymjnghyqvlmhwkyr,WY,,1988589.0,86.0,1-555-717-5969,,M,Bbfmtyoverjirinmdxkhvizrcbawboathtakimjusiefhfeszpjznxybmsvihqnjk,BlackRock
3.0,Fubbscaow,YCW10228,Kitchener,37890.0,United States of America,5.0,YCWVGCIR,Jaxzrkrlmpysbkjexywphluaersvegbclowmowwycvtxgfdjpxaosyezkiwgelkvhhvoyetplhyeyhup,780.0,R,1.0,MEUQCAWIHSVLRJO,IL,,67168.0,15.0,1-730-960-9835,M,U,LXOYVYWMWKQNAIPOFZVPANRRRMIONMMMJOPJOGJEWY,Con-way
4.0,Piebtrjuzjhz,mwr10229,Stamford,45881.0,United States of America,5.0,mwryfcd,kyuazflhoigcvnaxxcjdaneqktqlfgbyqjlnweqaxuhdwetvnhoubcqcmupve,788.0,O,5.0,JTXZJHWPUYVFINRBFP,TX,,3711947.0,33.0,1-616-431-6343,M,U,GZHSOPJQTZOPSLHVFGMUAVFWIZGZVOHKYEWXVTQIXDEODYLJSMYMXWWEBFTNETSLMYXRZXVJ,National Fuel Gas
0.0,Sctnijzsuv,Hkh10230,Livonia,108797.0,United States of America,2.0,Hkhfguqtkylwptefsjxxrwwm,Jsjpmbwxqoafmshhvxlavhnpqifkjagyxczlmffmqfzixybvfyvjloiulmbjgftxcuvbvqsfenteafqh,679.0,O,4.0,QLYZZFBDECA,Prince Edward Island,,,43.0,1-757-543-2666,m,S,Znvdeymkafxjhxdiaednw,Sigma-Aldrich
5.0,Ahxfuabvdzk,Yuw10231,Cleveland,460379.0,United States of America,10.0,Yuwejsm,HYJTWYDKOUDLATJXRONPOBDRFTHXLBBOWGEFFZFUZJBYSAPOLBZNKZNJZPFIDD,347.0,U,2.0,Ptelbomfcfn,AL,,3355966.0,93.0,1-747-042-7061,,S,Ekdkzgvujwjdvbcbuxfqpojnwfvvlqpeaqsxxykustmblktegefxuwut,Allegheny Technologies
0.0,Uwbjwjqkdv,veh10232,Baton Rouge,475461.0,Canada,0.0,vehzbhftqlx,,485.0,,3.0,Ajyjzjw,British Columbia,m,2942345.0,94.0,1-353-153-6199,F,M,belltanvmymipkabdgmeujumexcagtahdagtfosvyw,Benchmark Electronics
3.0,jhrhhzdicj,DYC10233,Cincinnati,96759.0,,2.0,DYCPRKAWYIGUZZLXEQAZIFBFHTPWPY,TEWPKLVXCWRCOSZIXTFOATRWCBLERPUDMNWUGLTMIJMZMCLMVUKBJNMKRZABI,678.0,U,2.0,Efkxojlhrhulpclrijwarke,OK,,3331379.0,65.0,1-305-836-5798,f,,Gewehpgpathkamvlqvktnjzpxdrgbincgowfbuxfwmwwoxeysyvkjckezaexhcmhzfmaejtdqr,Symantec
,Ynrzjqwno,Tzh10234,Indianapolis,,Canada,1.0,Tzhapciekxqvblxf,YSFOLWGIDKLMBCNDSBHDQJVREWSWMFSJXLDRVWNLMPXTJIUEYBOXTNOBHSFRXHNDDGVX,506.0,U,5.0,Mabiqruppmzfxkyxqtphgrb,NV,,2402663.0,55.0,1-888-274-4897,,D,IVIECANOTXIUZTNVVZWJANTKEYCHZKPFNBTOXQPIEMUBKEOMCW,AmeriCredit
0.0,Fhvqktm,pem10235,Anaheim,312460.0,United States of America,0.0,pemevredkqpihqutxucd,zqdnorkjuqjlanamzffxhuaiwipavvamgeqzkeehbwilgrjxwysxoareiv,608.0,O,4.0,lprkkuwlgvgwuaruxkpclp,NC,,3921984.0,19.0,1-708-347-7463,,U,CXPTCEWXLGHSFFNMEFXICUBQFWDPCMFRUXSQQBGDROSEWVFRJEDCBTPPOEGTROGRCEFKGWLCJUQV,Superior Energy Services
4.0,Hqhnrucr,SIB10236,Escondido,59454.0,United States of America,5.0,SIBIOIUHRPHDDCRLKYJU,TXDYSECJQLPLOYIVQNXFNYB,608.0,O,3.0,CTOCKABDFLAHFUR,DC,y,,6.0,1-812-655-5848,M,M,Obovmubnxcvqnqbhvidbtpvoqdztbdypvpbrqxcpczthjoqgjm,Terex
5.0,JGQEAGVB,nba10237,McAllen,98322.0,United States of America,2.0,nbainvplwiiq,Hloywtulixowcrsoowxstxovivcxmdecfcsdchvkbpkgppdctmhynibzcfdxfesbbouukbebhyefc,374.0,O,2.0,Sfdyyqcsqsjaiaycfuamdeaqa,WY,Z,2448532.0,36.0,1-760-083-2764,,M,CEHYBZUJTIEKWCASWGALIOIUXEWNQ,RPM International
3.0,Ahbswkramb,Hgp10238,Providence,199607.0,United States of America,6.0,Hgppgfpoikqowqp,Rwmbvfssdxckxbemanirddvqmhfitovyrvwqupezncpmvuwumuebojeonui,388.0,O,0.0,VFHKWDRHFUUZKYFYOOEVNVCHW,KS,W,2661793.0,95.0,1-409-184-9309,f,M,Hyrmhxaqr,RadioShack
4.0,gfpvmfgqv,Daa10239,Thousand Oaks,229741.0,United States of America,4.0,Daauutyhsxpsrwbozphkinwptwblkc,efvmtzirhqwwcnltaggvxesfpwnovaxhblenwflnbsdsgloulfrkxvcfjpqqjiulzngvkdodu,535.0,O,5.0,lfcvcnwcqwfezqvzxnijwvsb,MA,,1126683.0,47.0,1-846-110-6221,M,S,qbdviwcqrtqycdirsetdypitaenqrij,Toro
0.0,ceswjccl,Rqf10240,Moreno Valley,321814.0,United States of America,8.0,Rqfaknorgkpkybcojf,Hquoqnrajwmgnsesyfatulkdmnwwatzdvagplpistibanjpdptlpw,787.0,O,4.0,Rzydpbfjosmpgoze,MA,,19011.0,1.0,1-770-886-8729,M,U,sklyqxkvhtnx,Timken
3.0,cfvcif,Rvf10241,Abilene,170780.0,United States of America,6.0,Rvflqesjwizmgfxhwdkh,otgyfonpbieefyv,493.0,R,0.0,XOWCSBZ,Manitoba,R,2527888.0,66.0,1-062-332-3497,M,S,WPBQLTYLMGIUGJTLNOKMKSTOKIVTMRTJOIPRQDHQOLLMSTPSXFDDVIKZEEXIBWR,
0.0,Xafxq,ILS10242,Paterson,177028.0,Canada,6.0,ILSXPTDHZVCMBDGRQJNZEKQEV,Tbltaceswhdmtxilcrjznmiwwgbblknmpdwixceytwvmdivywbuicyu,442.0,,4.0,MZXWCEVEQOLYBILPGGNBCHAURPHU,WY,,594174.0,58.0,1-918-803-3349,,M,NQEHFZYCMZRAWUQEXHEJEAMOEHSCBDH,Gannett
5.0,Tvgpipszrb,TIW10243,St. Petersburg,426889.0,United States of America,3.0,TIWJQKJFFGYUXQXNVKA,YHHOPEJOQVFKQDJBKYYXDDOHRXFGXNZHATNHTZDGNTASFEINYGBUUSADUS,768.0,R,2.0,FTBVKPVTNDAOHDXGLSRYIHTYKQA,MI,,798470.0,22.0,1-192-632-7346,,M,Oacogsptqkgavvvcvtpnavrzobhqezxmvjwhywjuidecmlcxoklvpyqbivaifkgnhbienkhpchwoxhjy,Charter Communications
0.0,Viufkfkwd,Uhj10244,Oxnard,491342.0,United States of America,10.0,Uhjdgtmqtfmwfrqfgheobshjkmdqta,BBXXLRTIWFFUYAGM,317.0,O,3.0,ytdcdiicxhyeupnyws,GA,,934449.0,86.0,,F,,ecurmxecpvwflymapwd,NTK Holdings
5.0,Gttgjhyksido,AFX10245,Salt Lake City,268530.0,Canada,8.0,AFXXNWERULWGFAYCL,Vxpyklgsxcjzmvifuz,698.0,U,0.0,Fmsgkgmjzbljbfhy,OH,,178195.0,93.0,1-004-219-7946,m,U,Auzaaygvzdgvuunrabnqajtjxwypyjap,Molex
4.0,Yezntvyybsz,ysy10246,Oceanside,149840.0,,8.0,ysytcekcntysreip,KBJLDNBMIQYBVEZGAAEPVBXLBJLGJNQQSVIZWFZWVCPB,345.0,O,4.0,Gbapcdof,Nova Scotia,C,3334740.0,,1-258-304-3561,F,M,MOXRCTNUVTZSKOGDQKJXBDNGTZPNFLCSQSJEHIMHKOHSBYNGUJYH,Seaboard
1.0,Vcnznrlu,Lbh10247,Seattle,212549.0,United States of America,9.0,Lbhpqskjoupxfsisiuf,HXSCFRVBGVPVJEFOUQISCKIDJBJAUNOHHUPGIYMNIUBHTARSRAE,712.0,R,2.0,Lmvnthjc,IA,,210735.0,14.0,1-541-950-1149,f,S,rhzmslluxsgxxpujjlkgjh,AMC Entertainment
2.0,Zrkleosfbl,Byu10248,Provo,494257.0,United States of America,8.0,Byunodpswtwvwoguolkhsdi,qtaccfaaorbpedljrwahhmtruclpnmejunvguaqrownivkwhybsyiwwlgfoyjarqfgrqfglnlcrybdx,,O,0.0,HJYTFLJ,IA,q,1605213.0,82.0,1-932-286-9093,,M,Qdvbrffwighfrqjxfrhlvtsjndphdihfmllsjkcdmuuxpwhuhhfjz,Landstar System
0.0,Tiifcywcb,Tnm10249,Birmingham,106601.0,United States of America,8.0,Tnmzxkezsisc,Mbifvlosxwzbquqdzmelmummfqywsdbuceipfkjsmjahzmcmhtdptwtqevggf,640.0,O,5.0,Hwgavqhqamikzowntrgcqdbkwhi,MO,E,2201179.0,,1-955-396-2292,,S,Popvahcsnredzywonecivhmrcqd,Bank of America Corp.
1.0,OIEBQXQPHBLX,hbz10250,Albuquerque,457880.0,United States of America,6.0,hbzejwukkoibomvyepxocqxf,LPOHLOLKISKKEMDJBRMQXVJSMOINGHVUUQEZAETKWDVLKZEYXXSSX,312.0,O,4.0,Ovyrszdztautzaehut,CA,P,,27.0,1-823-192-3915,,M,Ekttdampaaqvietteuoravuwdulnfvntxfrlasp,BJ Services
3.0,YNGJBPNDID,opb10251,Anaheim,,,,opbeeoovrrjqpoosxseymomiq,HDQNYCMCXICJMCIOUSHVRQMXQTGRMFSAROUPUSWGSJNTXBJBNOHYBVKQDWHYZIEZYJIOJIWTXFNV,696.0,O,,NBASXOQSQMNLZAOIRXPEMEDHBHPK,VT,v,2375551.0,11.0,1-892-451-5243,m,M,Kegvtspwsxnlmejbtspikondfcbzqhvuqmoznftpuupzpffbhbed,Frontier Oil
3.0,gyoatunyc,Sij10252,North Las Vegas,385159.0,United States of America,10.0,Sijgafifahdupfphppljeprlcmtqtr,Dzcitwwoadvithavcbhjxekqienxweiwhlualk,,O,0.0,LABOGYHJFSLWYPWJCIBROMHPZ,UT,,279304.0,81.0,1-061-406-0912,M,M,atvidwgtplloccnnxcxiaiauhnilimvrkbxsoswxcvgf,C.H. Robinson Worldwide
1.0,Qusnp,Ytf10253,Omaha,320768.0,United States of America,10.0,Ytfwrfpaj,Ilnistxitrgywjlkdjfywvsgvsjtyefjbkqfjasvexnvvy,822.0,O,0.0,yowzztqyxbmvwzfphrinaat,KY,Z,2481251.0,3.0,1-925-436-0564,,,Ikvhiwucjlpeehhiqhpkhiqhmhzeahpovhnbnqaetappjfpyix,
2.0,Lgbnkd,bmf10254,Waco,30692.0,United States of America,10.0,bmfwdxnxhd,Ppxpsnojjqsdijcrhmtvgazptorumliliuimwnilo,652.0,O,4.0,WTHDGLOF,MI,,254553.0,29.0,1-466-359-7782,,,Zhdbuggnfsnwtkcucwnbbbinwlqlmr,
1.0,ILZKCABDZ,NKT10255,San Antonio,147976.0,United States of America,9.0,NKTFTGVB,Qctdkuxfgbsljspxsvwexywzhqpetkbfwnwrn,690.0,O,4.0,Estjltsgmspkypsulzbbnwsicqtx,AK,,3909587.0,87.0,1-079-252-0572,M,M,pklujrgvkbdplbhjkmtwjecutzwayxwcrjawqhfu,Jabil Circuit
,Fvunceb,xnq10256,Wilmington,221280.0,United States of America,6.0,xnqjcqwcsryjwmtomzfrdqetgbf,aldzgoxizgotrgjfasxmqsletdwrbbptascinqpjvv,376.0,O,5.0,Jpuleuat,WY,a,1704657.0,31.0,1-100-016-2474,F,U,EHBPAKXQOXJLBLKFWGXSEZVRLWUDYSSHRPPSWVMWRWIFERFZEXW,Levi Strauss
,Xfthlirxms,Ryw10257,Casper,,United States of America,10.0,Rywdryuymgokoleeitatboa,Yoewddgidtquiwhmfgfthaqjzpxcvsazgsymlopv,322.0,O,4.0,Ynkdnqcmrwhgbxubcouaowfjiqscvt,DE,Q,920915.0,58.0,1-838-513-1924,,U,anbmyiqtvunesudaohysraxxwukhboufvgntnqbudhtehrchpfqyxcorrib,Dean Foods
2.0,Zbcgukkx,Dxl10258,Carrollton,127760.0,United States of America,9.0,Dxlniadzsfclqtctb,NCSSWVQENZMLQERYARP,655.0,O,4.0,fubvwclizjn,NH,G,1970746.0,98.0,1-679-831-8308,,M,Xbwnvscfshfhqhevshhojrufmrlxkfrzhgwoxhwsmqnhoezkmapkj,Sempra Energy
5.0,Fouuosut,WUI10259,Flint,362611.0,Canada,4.0,WUIJWWHHCD,WQGJTWLTUBCMKVDWXRRODFMAGZSUZZKLVNK,545.0,O,5.0,Lihkfrrkticxmk,MA,,210975.0,73.0,1-058-163-8190,M,D,Pzmvtovhwhguhtqxelspsopmclqtjbtslpjhxbaivdarlxolirdtsknrsu,Host Hotels & Resorts
4.0,mlmixv,gxe10260,Paterson,173127.0,United States of America,3.0,gxecuznbwhogaob,CZCXRBOFL,702.0,O,5.0,mvphqgmbvalawizryvyyhdjcsvz,MT,,3111051.0,69.0,1-232-635-2314,m,D,ojdfvfmkmayamtn,Wisconsin Energy
1.0,Opeek,Tab10261,Alexandria,400274.0,United States of America,,Tabsmutvdwnasjnjwbcjiwmdwkpunv,mpktjfpmbgpvugqueifjzjkbqqbrpyrkuliyprtsatcsc,549.0,O,2.0,Fnrvndmlrmwiuuwadkhx,British Columbia,,1066331.0,37.0,1-232-065-9481,,M,Ovlbvohpsdfqfw,AptarGroup
0.0,Tvsxusnfn,Mfn10262,McAllen,283225.0,United States of America,,Mfnzttoqndeteoi,Evzxvkccvjzvsaiulkaqmqpkyiqjrvjauzpnenteflimwiprnakwmuwwchupqdqozllhn,601.0,R,0.0,Sqtkxseiuzpqqbsuahekjmxtxagy,British Columbia,B,2072522.0,40.0,1-940-115-5277,M,W,utrzxhfgfsotnrnmlrvdphcvoaksrbdcekk,SanDisk
0.0,ncllqfl,DXP10263,Indianapolis,159061.0,United States of America,6.0,DXPHB,JERWDVFDSHANMDSDMTHMEWUBJWNNCRSKNMWEGOTL,572.0,R,0.0,Tfjwisigwkvnhhlajpuiinart,MN,,1728775.0,35.0,1-564-271-6885,,W,Wriayiwznpvlbcyjuj,Atlas America
