AgeID,CreRa,AdLi1,MarSt,NeWor,LNa,MidIni,A,FiNa,PosCo,OwORFl,Ph,Inc,NuC,NumChil,Empl,NuCreCar
JTF10833,559.0,Rbrie,,3933394.0,JTFPZAGPQIPJULIYDMTIFYIUPF,,61.0,Xalmrijvphtsbxkikzvqsvss,Waqlgrhivrqf,R,1-187-894-9565,119200.0,0.0,4.0,Brinker International,4.0
Ukd10834,544.0,AMZFEXDVGHNFZMJUXZIXCQBSIWDAGW,D,3830057.0,Ukdgxisjjt,S,37.0,Xbxkpntvrvabkraywfbxx,Kdejrgtw,O,1-259-561-7057,58102.0,3.0,5.0,Snap-On,9.0
OGB10835,525.0,Csfuribafjohohuztnyxffpznrokmqwhtswvvxxzdgvffeygcpav,M,1373200.0,OGBQVR,B,39.0,Pgyaipazqcfgndwllolxhoxtmo,Tefusgljdgas,O,1-450-253-0327,428624.0,3.0,3.0,Allegheny Technologies,8.0
ceo10836,830.0,zwmajofteuhuqyhveulxku,M,158582.0,ceodavfufblagaurvaxijrpcyubuq,,81.0,TUPPUBRUBXLTATSDXXFJLDTUDT,avkxeci,O,1-773-783-5611,465832.0,1.0,2.0,,3.0
Hrz10837,752.0,Vfqmeybxomwgbwavrfddopitxkcqripmpfqbsaiccdbsyuspwgvtsiqsidhytg,U,189255.0,Hrzdmqeyvdwzgwjnwjpluweny,n,71.0,BMQBFVAEKMYLXXLXZLLIV,Zgnsrkyxu,R,1-965-493-0349,119885.0,1.0,2.0,Ralcorp Holdings,9.0
jeb10838,846.0,Jzciffclpncfjnerspxkjnggcopwrliyhmqqrgxwliuplatbmmkkwcpisgbmfazmvpmmuje,M,1109218.0,jebtmweywvdrqtfqhvwfitqdyn,,95.0,Fognkom,,O,1-155-049-8081,174669.0,1.0,1.0,Nicor,
fkd10839,558.0,Oasuzotwibzahlaofygtuopstzuntnphytnvesodopmmgaqawodghezwpthe,S,3656088.0,fkdfrptmhhs,,47.0,Qrqms,ZUVNKO,O,1-452-868-7167,156656.0,2.0,0.0,Bed Bath & Beyond,3.0
Res10840,850.0,rzxqt,M,473417.0,Resoanfvodgzl,,,vjkaqcy,bjizlitmqq,O,1-574-507-3746,357920.0,2.0,5.0,HNI,9.0
REC10841,323.0,Uwmakjjvigvigbzvoxdinerrtpzwjnbsmrawnilzrjuadztfpnbqvfhvhcmlgforblum,M,3434751.0,RECJBMFBNFGPIHKSMHHQEMERREGTKR,,76.0,pfwxrzxibirffzqsfqbbpntpv,Cisbrxwvbff,O,1-354-477-6595,359633.0,1.0,0.0,Lowe's,3.0
Yst10842,842.0,roaabwarrozvqwuuimvmofpkymrby,U,3180166.0,Ystxinmbosmjya,b,26.0,REYMLXWHPRPA,Zpvgpq,O,1-924-365-0863,202099.0,1.0,4.0,Donaldson,3.0
Nvs10843,718.0,FLCKJNHJOSPHCVTNLWLUV,M,356321.0,Nvsugujddappzaqxzilvxfgl,V,99.0,errdwiqvrzqmofuussocph,Vywik,O,1-343-557-5744,,4.0,3.0,Ingram Micro,8.0
Krm10844,529.0,,M,3992021.0,Krmzape,L,58.0,ETQSMUPXWOTVMAMFLSSLUOWK,Xrwldqqriv,O,,265342.0,4.0,2.0,Northrop Grumman,9.0
qps10845,609.0,Hzhrnaajlepoaqxddwlgmbbwywxjwrhsdvqecvkjqysjbmfkueivccliuyypsswyrveblaprcdeatqr,U,1750937.0,qpsaeqqfzxfeqd,N,94.0,kzdhotmopfxgdoxirbjqnthgx,Btwwioiocm,R,1-066-884-8895,337164.0,3.0,0.0,Lender Processing Services,3.0
Fyr10846,772.0,,D,3548008.0,Fyrkhzenbfqbraoi,,45.0,DRQQOLZKIXVHKYQRLRVRPYLLHOT,,O,1-091-698-4789,350915.0,3.0,4.0,Bank of America Corp.,0.0
hkj10847,633.0,qtdgpshhufcgjbxvvtmlkjcqrdsfqinukouogujntfvfkggvtkuqlqobsejrzuwdo,M,414056.0,hkjhrnevmbfd,j,57.0,Jmfmuynmblfotbwhx,ahstukmzpjed,O,,358327.0,1.0,4.0,,0.0
smw10848,494.0,Ajvngvvpfobkf,M,613222.0,smwubpizbyjxafpdz,,62.0,Wnqkqfqj,Xvala,O,1-109-569-5507,28279.0,4.0,5.0,Leap Wireless International,10.0
Urq10849,592.0,QCGYHBFBPVUWPWGPUPQUHIEZBJBWMCQBGSIUXPJMJTGGASHLVTJXMTEBUMBCCZOU,M,2416300.0,Urqptvcobrtyptmutchgv,M,34.0,OWKFKMEQGHFLZAGULSFBBABKYMK,MFMYSGDXL,O,1-343-259-7805,491167.0,,2.0,Nicor,
Cbl10850,455.0,GFTHGSZCFDBUPRGFNEFMHKH,M,2676453.0,Cblpcibrxireyodca,,31.0,MPAOILRIKXM,WIPHKYRNPDN,R,1-453-392-7885,367346.0,3.0,,Source Interlink Cos.,1.0
IJX10851,446.0,tcjzrnkdnynjkiewdkptjzedjrinvbevexlghvmbegvwmjpxjatthockdtvzpaguyjkimjmnqwfgu,U,2306581.0,IJXUCUTVOHZ,,66.0,Oddqcnxanuay,Acwdwhvhvu,O,1-213-684-9283,420057.0,5.0,4.0,Xilinx,0.0
qpm10852,,fvisbwgzkgklvrzmnqpfkcvllnclacmtgqthjwywgpya,M,2251896.0,qpmqerpr,,58.0,zbotsgkpa,GKHHOBFTCB,O,1-237-664-0583,410305.0,3.0,4.0,Cameron International,10.0
Hfr10853,371.0,TSDFZSQXZEKVCNLUNZHQDOQQCKIMWBPLJQQQFMUZJILDIAGBWPBVO,M,3052538.0,Hfrdkprikfrymhtfmopxb,H,40.0,bjyaomxgwd,Tznmgvliz,O,1-689-879-3736,326726.0,3.0,4.0,Buildings Materials Corp.,1.0
gob10854,308.0,Vnchpkxbpfxtykanqupfvgoxjzggxbvfwoxqobnqielzjbxdhrgkalwaohyajeodcxurre,M,3739890.0,gobkryxwljkhffqdxtg,F,63.0,FWTYXVTYK,RIXDDDVHT,,1-953-647-7827,418631.0,4.0,,Levi Strauss,8.0
Kta10855,520.0,Whedmnkdjlpigchluhdkfl,M,1436877.0,Ktahh,,39.0,GBOUAHXGREH,PRRXV,U,1-002-821-0001,323616.0,0.0,,Superior Energy Services,7.0
Icr10856,612.0,Necdnjtpfhsqgnvnxyjiyhkoqntggznydwudkntgremgbybkqkoupvjmi,M,1560760.0,Icrtnwtuufg,,49.0,QDIFL,Roofxolqbvkq,O,1-932-555-0987,376508.0,3.0,3.0,Murphy Oil,6.0
tpm10857,808.0,oivwpdtdneemectxctlhdzxdhxioqcxhoftoahdsfsbtbruystdu,M,,tpmtemjgc,,100.0,Zarlfoieh,Cyxgmhc,O,1-646-016-4503,476120.0,0.0,5.0,Jabil Circuit,6.0
LRI10858,614.0,Ercwgmjkfajuvninsggcuhpau,U,2845352.0,LRIATXPHUWZWEMBHEN,J,50.0,XUFZEUCPIEBIWSLKWCEDCXPEJDI,Ihhzsjqfa,U,1-821-883-5682,40122.0,3.0,3.0,Mosaic,6.0
ebc10859,577.0,EMHMWWKPRIZKNCPIF,M,2857909.0,ebcsatz,,40.0,Yserkqx,CINKBYR,O,1-496-563-6016,161189.0,2.0,5.0,,4.0
Fbi10860,318.0,wifzvndqpakojptiptrifwznrcxosqmomiozcoltowrvfpritapquwhih,D,1069521.0,Fbidtzyduxszwkjjfhggbrpegbukd,,76.0,Crogwzvifgssseiwhddkxkmvt,Mvsxgyhp,O,1-055-051-9146,400468.0,4.0,0.0,Securian Financial Group,3.0
ICR10861,604.0,nuzqtgwjsbneiyhafnqlgxtxilkfekdowzbjn,M,,ICRACNKCVFRSOBI,M,55.0,Jbmgtkmaxzxfkxft,,O,1-388-554-0277,194902.0,3.0,5.0,Caterpillar,1.0
tee10862,847.0,Doftzhwlgaquqnbjtmxjnlelqjflqsdcjjkuhgbjycdtaxcbmpm,M,3917628.0,teezckyunhqtkzypdc,,88.0,wbqkqbjrgcijwywqvohjiktctdf,amskt,O,1-727-292-8078,13152.0,0.0,4.0,Southwest Airlines,3.0
Tin10863,363.0,kcgvlsjgzukaxiygqumazegwdpdnzumghjcpshsttlxuyyjlebtfhpstr,U,761443.0,Tinxturhedipszsmvqhsj,N,35.0,MVSVSSAFEEVRUUTNTRENWLSU,XORAF,O,1-334-525-9861,436025.0,0.0,5.0,Flowserve,1.0
Vch10865,326.0,WEZBXYOGFQTGTTGKFJINGNFZZEIEDWW,M,1771800.0,Vchcqkeweozrkquddtgjg,r,,Lqauooyw,lczgiqdhaf,O,1-990-107-5564,257165.0,,1.0,Invacare,3.0
Pjx10866,668.0,FXLIBKRYMQPXVGOVFFZRDHWYAXPHTQUCAOUHQNXKG,M,3022542.0,Pjxwmmulsmdqialjttzpusktt,,48.0,Mcmnssylambbbnqykyfjg,BECMHMKSL,R,,337894.0,,5.0,BB&T Corp.,4.0
Vpf10867,825.0,PUIFBOFFIWGCHLHGIEBOSTVEFVWNXBGACOTRCRCFZOIYHJGSQFWLYOMULNVLAAAMGCVZEVFELRW,M,1383399.0,Vpfkhzmddeygmadhtv,,52.0,LPWPPARUBHLXIZOUGOHDAMMHGRVF,Snxtdgp,U,1-716-166-9366,356799.0,4.0,0.0,,5.0
Gvj10868,786.0,Pvwopybwrknqsllpcxyms,M,3990771.0,Gvjknsuprukdqtgvmrkc,g,99.0,Rqbbvryykhv,GIEZNTUI,O,1-688-045-4901,270117.0,1.0,0.0,Genworth Financial,2.0
Xuc10869,481.0,Jwjwsjcnrybugmdiwtdguaqgxajck,M,2450042.0,Xucjztzoluqzirxiltrpwtmw,,5.0,WOAAKWSRVVXELTLXDAVGNLNCW,RGSKKJEKNRF,O,1-273-772-0860,494908.0,1.0,1.0,Health Management Associates,4.0
IVN10870,313.0,Jgvkbaqhsjluthmvgybamcprljfkqrcvkmuhzj,M,3331943.0,IVNBKKRTKKCHCDXOIPNNB,T,23.0,Brvyvblnoemya,ZMGJQBO,R,1-131-027-9958,,2.0,2.0,International Assets Holding,10.0
Rgl10871,797.0,Jykljxiwemgbbbdhfnneechmw,U,2700892.0,Rglursqhjesrwowip,q,74.0,motuzfbazslzeopv,Fjeoqccpv,,1-687-841-5725,72631.0,4.0,4.0,CACI International,5.0
Zin10872,655.0,Jrkwtdarqqipdxyyulonxxpecfe,M,1988778.0,Zinqwhhlclsffrmyeihjjjivnoel,,80.0,Mnbmlpugpjkp,Jyauewguk,O,1-049-141-1702,,0.0,4.0,First Data,4.0
Adu10873,735.0,gcnwhpornjxchcxlckiltwwpbucakcgdqrflkoxbxbnxkgac,,726681.0,Adudjquv,,28.0,Qqsqimjxnjdpaipmvdmy,Rifetwv,U,1-905-415-3583,91926.0,0.0,4.0,SunGard Data Systems,8.0
Csc10874,459.0,qntnvkczaxvoeljiprixoafrhpmmjxjdgqqoafadsgepkjsbvxjbunwyszoprbjyrkfnqajeyrbcr,D,2337460.0,Cscluuawlffbnbmkhnp,g,5.0,Whkkfp,Hmsgoe,O,1-540-914-4756,234038.0,1.0,3.0,Group 1 Automotive,4.0
Ekn10875,664.0,xgxkrfobkkennyedpefvywwnwsmhwptpzlpm,U,736224.0,Eknsmytegohebvtvm,,49.0,HUZQCZHOCUAFZNNBXVLRVVLPTGOKKO,XYMLJBJ,O,1-191-268-1646,13154.0,1.0,4.0,Capital One Financial,2.0
Sql10876,817.0,vmvgapslswmqlzjjrrmsgyosqicomgplfzwbpwyriqm,M,608007.0,Sqlkovsnzgtdshluvfvuds,I,24.0,Agceuysxggsksus,kiuikoxcc,O,1-419-978-5211,489679.0,5.0,3.0,Adams Resources & Energy,3.0
GPG10877,,gknohzlvkkggmfzcvojoqrwtwebgaddicyjuelosnbleiyvomkfibxypetswzbilk,U,3246504.0,GPGBBHCVSYQIKLSIMIS,,9.0,CIHDVPYONELIITEXLQQQVIQYGOZFF,Uzhepxd,U,1-559-928-3346,134587.0,0.0,4.0,MeadWestvaco,8.0
YFJ10878,753.0,,M,2086761.0,YFJDCDMGRPZNFHAWVEKABNATLY,n,62.0,cnoxmttjqnqgylig,nbhnma,O,1-052-414-7792,127730.0,2.0,2.0,Dell,6.0
Jqw10879,582.0,tasguijicdgeenb,M,3868264.0,Jqwicclqozilgaswlmtzyljnoltog,,71.0,Xdxsrgvkfjhtjuqwscksn,,O,1-165-465-6251,34247.0,0.0,3.0,,1.0
Dep10880,625.0,oiejwoaxuqnffkwrphftyveftbdjaawiiiyawxlrrg,,25224.0,Depdlksempihuoqecwzor,D,53.0,cfuty,Ivdchhk,R,1-394-137-7064,315589.0,2.0,4.0,Jabil Circuit,5.0
Zzq10881,619.0,Hynackuhkubxtyfgfccsdekxdsymgvvhimjquymhxqsqj,W,2099888.0,Zzqjbxluzwjveal,W,11.0,Ettexaiuoj,Rftjrrhxre,O,1-095-184-2788,377153.0,2.0,2.0,Abercrombie & Fitch,6.0
Pnj10882,641.0,Uwfnhxlcqbxnjbnwhkjducxfdvykhhnec,M,413092.0,Pnjgwwijwfqfdcqcruggtngxtg,,78.0,Ipzbcjw,Uhcwanjwpv,U,1-885-088-7182,31105.0,2.0,3.0,Unum Group,4.0
Waw10883,531.0,,U,,Wawtfldmfqyptxwngjvmpjyimcdy,Y,70.0,Auiapvedoqhgxig,Hhtjbklngh,O,1-830-148-9088,224693.0,,3.0,Fleetwood Enterprises,5.0
Yjv10884,811.0,MMSJLUUVIAIBFWZCDNVFWRBBSGMDPRETVMDCUMCPHJSLXDPXJSFWFMKAYNALQX,M,575786.0,Yjvqo,,39.0,LSOYXNQK,aruztf,O,1-110-165-1188,350254.0,1.0,4.0,W.R. Grace,9.0
Ahg10885,846.0,Zjbxyihielqdblwdeimjwmrsqvfdxzbehkeatoeec,S,2552837.0,Ahgbastpjemrculwergrqe,v,59.0,fxwdkgdouefillqmbu,iekrrltjwuux,O,1-784-195-1927,258746.0,1.0,5.0,Foot Locker,0.0
Rsd10886,543.0,Fwlucsltdrvitvunmulusixpylbqjblbhxnjixswhnvzfgivgsjhpicyoubbeqiemcxcpsmjnvzackm,U,1478348.0,Rsddetgplv,,53.0,Pkuczwpoojgugdfjbua,OLIPIQHQH,U,,24839.0,4.0,3.0,Textron,10.0
Coo10887,708.0,Hcsqynbgjzwgeisafhvptcbrualmirsxeamjmiuotajdwhagxirj,W,2812221.0,Cootaqsitpzukczihphleiqa,,38.0,OQHUSHJA,Cnqls,O,1-390-959-7935,283482.0,0.0,2.0,Kroger,9.0
TAT10888,736.0,Jtndeaakfzlroefesbopiqdcrkhtqazk,D,552625.0,TATBDAYCCMARAOFSNLLICJQNPAZT,,76.0,ZEFVETU,KDRVDSTPN,O,1-465-363-1576,412788.0,0.0,0.0,,4.0
Liz10889,314.0,Ertrrupfingjlrgvznqieflkadpmqpgytrrbufikejsbbtskitmitrusyotokpfkdiwjjx,W,1217588.0,Lizkctuacasdsg,,8.0,WFZCLDXBBSRMPMM,Uamfgxil,O,1-123-808-1516,18209.0,4.0,5.0,DaVita,3.0
Son10890,422.0,Oulmbramipkpdcjtzelzxmhznpqhwoesygbwkoonelmebyoskxoeslafvpgdpvnswx,U,3426989.0,Sonocsosrpegtixldf,O,35.0,FVTVIGXUDTAIPFHGERUYJMDNEALK,Rdavnhssbga,R,1-369-111-0397,156695.0,4.0,5.0,Broadcom,7.0
Coi10891,638.0,SLEUSKFIRMXLNNCPAYTWOYFNXUQSBWLXDCNXSHEIRPGOJBEUUUSCJI,S,553994.0,Coiicjcnccgd,W,,vlqmbkr,TSMQLBQSDTX,O,1-652-781-7583,497996.0,1.0,2.0,BB&T Corp.,5.0
hfw10892,740.0,Frgtkzzmmxfylifqavasdbzpvy,M,1861088.0,hfwejrlgeouvcqbwtlxntsw,X,28.0,hkvwnfdwmlpmxpbbbnponkjn,Hwtotofp,R,1-156-514-8299,348858.0,3.0,4.0,BlackRock,10.0
Bgj10893,769.0,Fcfjprszmvkyuyidicjrpfozxxojumeralisyohpjcc,S,1632708.0,Bgjigkuivyycxiixjzv,,11.0,zxwkkyacatseubvo,Edxtbdfnnb,R,1-554-737-2614,362732.0,2.0,4.0,Nasdaq OMX Group,7.0
Jef10894,489.0,Xufektgzc,M,242007.0,Jefueehbaxnrkbzqvotkotc,,80.0,expechzozfscqapwionjksvygnpod,Nkrtgql,O,,291759.0,2.0,3.0,LifePoint Hospitals,4.0
Pck10895,664.0,Wigxqdqlofbxwjkwzhaffahkrqwjwuoghmelxbylguqxfurdztnxqe,U,2591328.0,Pcklhxsqgbk,,46.0,Rgjkggn,Hsiue,R,1-292-180-2332,494615.0,1.0,1.0,Andersons,5.0
HQJ10896,534.0,uobjolhpzbnqybupcqpudsreylnimqvtcumibleujjrsnptkthkxwnhzkqkrcpnvuc,D,2879085.0,HQJFPYEMGHUFFMLZWC,,52.0,Goqwsysqvscolaxoym,TUWYHKTQEIU,O,1-109-504-8456,157794.0,1.0,2.0,,9.0
Lcr10897,800.0,Bohrqnkcspyjashwjwooieghfjozjmim,S,2070875.0,Lcrytvd,,32.0,Vbfxdqxdenthgjeihlku,sqcyeoz,R,1-848-515-3209,17017.0,2.0,5.0,Tractor Supply,8.0
euf10898,622.0,Brbzhblyosz,M,2961512.0,euffvx,,55.0,Tgsegegyeadcqajhdfdohsz,Jpnsxidu,R,1-746-280-7436,73499.0,1.0,,Trinity Industries,3.0
Lwq10899,779.0,tdwcndwzr,U,553731.0,Lwqnplqchsoxpqpoanrxn,K,27.0,Jlbcu,,R,1-372-185-7674,269621.0,1.0,2.0,URS,7.0
vzp10900,577.0,,M,3805111.0,vzpulekdaduswguolhhzt,z,29.0,Jlvisocfrhlxpqfktibprftkonmsrj,Kmwnul,O,1-447-973-6883,66173.0,4.0,4.0,Merrill Lynch,9.0
Unw10901,618.0,UUVUZUZAZKKQZZQAMRMNUAZKNQMMDYYOHXYBKFMPDPWXEQWNAYTGTAJRNUBURFGLVRQ,M,1194478.0,Unwxqlyffusldlw,N,50.0,ooplpbotgfasmqiekwlw,vgywdxll,U,1-711-512-6950,466342.0,0.0,3.0,Mercury General,10.0
Wzs10902,699.0,Nwparlalxikgaqbrqpolabruuxcvbro,M,702805.0,Wzsayecybjififte,C,14.0,XASDOFQQNMXNC,Sevwdhbdv,U,1-393-112-0293,195879.0,1.0,1.0,Genworth Financial,10.0
oyj10903,642.0,Mgenfrolvtmseromvvlbw,M,89580.0,oyjlkhghxvyznxyfmmrbbmximyh,u,65.0,DOIYECQLKIAMBQX,Fliheax,R,1-995-397-2081,369560.0,5.0,0.0,CMS Energy,9.0
kuq10904,808.0,cfmuwxurlsgjnmpmcwqgwosedeycvrauwrikzanhxuxqxyjnoqdqoblvlyosrwzkneaufnnjdwu,W,3364856.0,kuqxxalwemcywmljskxmnm,w,89.0,Jltrpiwcgulbfvcgsro,Etaqr,O,1-249-182-4524,12936.0,4.0,4.0,Ecolab,4.0
Qiz10905,379.0,dokmkuixymnjsrujtjzucuxthc,U,1175581.0,Qiztxnn,d,52.0,TGWNYSJLQFWNOGCRD,HZYKV,O,1-732-367-8014,462950.0,4.0,2.0,Warnaco Group,5.0
FZN10906,533.0,pcogmmtprs,M,2461352.0,FZNEKGDVGNH,p,58.0,pnbyjuapqsfjkjibbgdnfmpe,rlorncyvy,U,1-212-364-0014,405694.0,4.0,0.0,Berkshire Hathaway,0.0
EWR10907,558.0,Upngmlcneueswvnihbxyvotf,M,3437713.0,EWREHLYUNMAIYZEF,k,8.0,Lqznyzkbnmsusvrledyri,dtduijdwha,O,1-895-727-6050,54271.0,5.0,3.0,Allstate,
Fgw10908,555.0,Ztgqzcddmpuronnlazacpfeqjeogrjunpcgwveenqpguhm,U,2036027.0,Fgwfu,D,46.0,kaudad,Oqdovw,O,1-245-123-3822,346404.0,0.0,1.0,Allstate,5.0
kzd10909,470.0,NKQKXQIZXBDOVULOHNHGSNAUUONFHCZPHLJCEJPCAIGPZWJFHKLKWLJXKCNAOTAAW,M,2033653.0,kzdqj,B,21.0,Fgcvzyxvidniwobu,BPJRZ,O,1-601-692-2835,478931.0,5.0,0.0,Vulcan Materials,5.0
Nve10910,,Gjftdcperoworqifmnywhaoofarotfhvwmcxsecrrubfuovuahtwgcfeoricagzb,D,1255327.0,Nveykupb,N,9.0,Jceevatpersgtmpatxqavxhy,GFLXRZLB,O,,210193.0,,4.0,Interpublic Group,5.0
GHA10911,632.0,,M,2449252.0,GHAULEJQZ,G,,Rqdoe,BTFKWCSC,O,1-514-526-5294,481083.0,,0.0,DirecTV Group,8.0
Tev10912,496.0,RJYTKOQIMFLREWFRMQDLTALYNVNGUBQDLWYDASNBDMDVTITWEEBLWEGMTZGUJWGDNWKXNCLBV,S,1340516.0,Tevukmn,,60.0,nwcstievcualblkotjv,Habbswgpkuf,O,1-439-112-1157,339731.0,1.0,3.0,NetApp,8.0
UZE10913,392.0,Irviblmlepgmnhq,S,3461994.0,UZESJLZNGELQVGFINRGJZPCRZWMPU,,29.0,ANYTAYSTXPPDNSJLCGLCPAVKUN,jqvlhii,U,1-582-813-5255,436764.0,4.0,1.0,Crane,8.0
NCG10914,517.0,BGESYFSVPSGUBGLPGSADVUT,U,2024540.0,NCGHJMKNXSSURHUOABPXRMNK,,23.0,Amvffuiyqbcfhcea,SRLFWE,O,1-548-978-1948,352360.0,1.0,2.0,Eagle Rock Energy Partners,8.0
bhq10915,781.0,ASDKYVSLSSURLPBA,S,1138992.0,bhqaq,E,94.0,Fxiosvixvqdxqroxnlbwxucpo,,O,1-746-021-2699,158128.0,0.0,2.0,Toro,1.0
PHJ10916,473.0,,M,714476.0,PHJMFTTVVI,,,ULSJDWSXVCI,Xsrmgzr,O,1-415-186-6687,420705.0,3.0,5.0,Aventine Renewable Energy,4.0
Nby10917,833.0,hivydedderwdlvsthztrlolshjrkjhounjpxuustuukbtcrmviclbcmzimlulbncwrlfptbs,M,2911061.0,Nbyrkskvbuga,,1.0,Dderlnwelvxuwogvfwixmk,Kexqsvsgkvhn,O,1-924-167-9389,,1.0,1.0,Calpine,0.0
OGB10918,691.0,QBQLSQCYNHGJDDOGIFYCULIINVGPVPBHJQZFEZBNJSRESSYNVBAQGFSHIHYOIQKFWSXLFLJB,M,3969773.0,OGBCSHJKCN,V,24.0,SVLJACBKRBYAWFMIEJB,Bdbbfftghjo,O,1-609-890-0204,129742.0,2.0,4.0,ArvinMeritor,1.0
lxs10919,605.0,vvnilmxdskheajvznnkyn,M,703094.0,lxsjuszsaarapzidbzkdehydcajq,,24.0,XZPSEPGUHDJYUGQ,,O,1-036-865-9969,328525.0,5.0,1.0,American Greetings,2.0
acm10920,606.0,Xiiuxyzagbkhq,S,1949122.0,acmrsqduajovlrl,Y,62.0,zjinmzcrh,rvyqtg,O,1-051-526-1667,209184.0,5.0,3.0,Expedia,2.0
Wrm10921,764.0,,U,2703266.0,Wrmjrvjksncvmzkbqmtmsfv,,0.0,HPDTETWBQYTDBFLTTCOISELZWLDL,ZDPVIF,U,1-768-813-5360,345510.0,1.0,5.0,Cardinal Health,10.0
Jpi10922,706.0,kslvlzglgopuixswthbbvdgufyudpiylawrvlxvwgcdahnshmsavkotdfddanvhuwk,S,380664.0,Jpiypymtpjvtymartq,E,39.0,WQRBVQMHHXPQINZOGHIXPWB,Xrgxwhprokfk,O,1-649-666-1883,186382.0,4.0,5.0,Nalco Holding,9.0
Tro10923,539.0,XYDVKBVKBOJNNKCOKWFEZTPSNLACMYSGYLKUHBQR,M,2013608.0,Troomkcbiecthgt,,41.0,Uotoamsz,ffigmgxfg,O,1-613-128-8542,360008.0,5.0,0.0,MSC Industrial Direct,1.0
xnn10924,705.0,Aidpwxwimprqkiakditjvwhlgysgiisglsrlclfmqmsoyn,U,684957.0,xnnuxfvbowzlmuagrgsnqxxx,x,96.0,Pdapqxnroxbajuoiervvbr,Luqghgagz,O,1-274-072-3038,437145.0,0.0,1.0,Toro,1.0
Slk10925,506.0,CNWZKFSBWJZMSHHLISMDFDVFRPDKKSW,M,1880630.0,Slksmqccxapcsikby,s,53.0,JTJAKJFLMBQZAJYJWDVGEWDOEDSMBS,mdcqbwpcieb,O,,156350.0,2.0,5.0,Energizer Holdings,1.0
Mna10926,722.0,WTFHKDJVUWXTVJWOPPFDOMLQ,M,2644379.0,Mnatkf,,33.0,Lqhdszeqcpzgymtxose,UZYANPDAFT,O,1-790-225-4437,290929.0,4.0,2.0,Nasdaq OMX Group,10.0
Ceu10927,652.0,Iwqrtepoxnq,M,2974979.0,Ceujzlu,f,22.0,Dtkipccyqroqpkheosf,gasrnfat,R,1-263-408-2993,81542.0,4.0,3.0,Psychiatric Solutions,6.0
Lib10928,511.0,Wzctjjcdvfcxsdquibugbaazjwnqqwtcspbuqwliusgjwndoivdvcidudno,S,1290150.0,Libfaicnipheoywnu,,46.0,AVSGUYATPZXALQMVFBYCUU,Tymbweqs,U,1-890-985-6572,370202.0,3.0,4.0,Torchmark,4.0
bbo10929,399.0,QSYFZKHHMWWCNNRHLHDESEEOLCQHTUNTCYLHYXVSDZVDTLDLPOAZVRHYWNCYQKA,U,376021.0,bbovrseaxmtwhumkehslmbsnbxkpvj,Q,31.0,Rudbav,cmujvdjhcuz,O,1-265-909-5632,268225.0,4.0,,,6.0
Ncp10930,568.0,Uhqzkvfihncqgtgildgfhazosjmuyptmvfkcpezylur,S,492595.0,Ncpbryqnduzthh,L,70.0,Oyeanuksqkwq,ujxrinevja,R,1-375-393-7011,215225.0,3.0,1.0,LandAmerica Financial Group,10.0
Uwx10931,561.0,Uaoosbvjczlvjrirfpyyohxfcbcmvdtqwpaheejwufditdmmtf,,3146306.0,Uwxkhebb,,24.0,Lhflclsqdqwjglj,Rnldx,O,1-568-261-8929,90783.0,3.0,2.0,Pactiv,4.0
OLB10932,438.0,,S,1641342.0,OLBEBQSQ,,3.0,Kywtjoxmldahbtqebcdojz,Kisajsd,,1-986-959-3653,305315.0,1.0,,Mylan,8.0
xvj10933,316.0,UPTVRUTYFZJBKCIULRMGHGQLYEVUOLUGWZOXHBUVHVSGBQOBCTHNFC,M,3078194.0,xvjpxmrufccenftfmrjpsteydmikm,,40.0,Fluhaizdvpfrurynxiq,mbvevh,R,1-181-080-3564,136236.0,,3.0,R.R. Donnelley & Sons,1.0
STD10934,309.0,iecjjzefpxglkogxuoejzfarrxhbsxpdadkgb,S,1146111.0,STDXFHTRXBZCBDXXKPUM,,89.0,Ajbjkhwy,Otdkoqycdbkg,O,1-473-108-7514,120953.0,4.0,5.0,,
okg10935,822.0,Xtytfbhgbfdolrkigjagjdfvowfpcffnlinpdi,S,872488.0,okgvvukkbnl,s,10.0,cbwtvakoeavdr,VIBCPQCCQC,U,1-423-981-4854,233464.0,2.0,0.0,Arch Coal,6.0
kxq10936,799.0,YDNMPJPGAXSAEXGRIQLQEPJRTCXOLYNKPJTXHKUIVKKOXDMRYTMLEPQETLJVSVRLLBTCDGEAVDAHJZ,U,3099758.0,kxqdnaxtwhnfaivtnllijjhv,V,77.0,RVWVE,SGGUNDJO,U,1-926-129-3933,,1.0,1.0,Advanced Micro Devices,2.0
mgu10937,558.0,ecmifmteidqpmzwrpzsovehomjpnv,S,1753441.0,mguohropbqhv,D,38.0,Bakypgyvlir,Oqgtrnxg,U,1-161-889-5810,,3.0,4.0,Aon,3.0
RUR10938,805.0,,M,,RURAMZMFIBI,e,,LWMIEDHLQRMAGPA,Tgmbglvekbx,O,1-227-978-3308,343496.0,5.0,4.0,WellCare Health Plans,
Ffs10939,745.0,ILGXZTBKVKMEDNVQCOMBVCFMZVRDWNDVGVKKZRQKTQMFLSCEOJJJMKUJILWTHSGKSWVPLWCIRIWIZJD,M,,Ffslunwxpsacfrtcgoprirfhoivsrx,G,78.0,kngrcj,QEEIX,O,1-102-418-3672,481035.0,4.0,1.0,Collective Brands,2.0
