gncd,ddrssln1,stt,mddlntl,ntwrth,mrtlstts,ncm,frstnm,nmbrchldrn,mplr,nmbrcrs,cntr,phn,g,crdtrtng,wnrrntflg,nmbrcrdtcrds
Msc12396,pcbxpspjwqblpjximoju,British Columbia,,1781654.0,M,215466.0,Wstslmngmhsw,1.0,National Fuel Gas,2.0,United States of America,1-320-612-8246,86.0,477.0,O,3.0
AAD12397,ygwsnlnbrsqlgegatssyxpmeweetcrkfitydjjdwbbxcizztsbqmrgbeoifgrs,UT,r,3947222.0,S,367039.0,LGCGLROSLUZCPXABGELP,3.0,Legg Mason,3.0,United States of America,1-033-327-5291,84.0,574.0,O,7.0
Ksd12398,RBRRNDNFUKYOCBETYLTDMIJZNSINVPBRVRQPXSCPLKVNRMQDWTMQQ,UT,R,789121.0,S,414092.0,CTRGPOP,4.0,NiSource,4.0,United States of America,1-251-092-1822,35.0,598.0,O,3.0
wje12399,Gjynbfavthaftrjbgvtrmwkdwqyhdatiyopaznxcbuf,KS,,1694479.0,W,488857.0,AVSWHRB,1.0,Superior Energy Services,1.0,United States of America,1-817-953-2568,66.0,696.0,O,2.0
Toj12400,KLLYQKIDKXMBZFEAZSQZMAXUIMBEPKOVNTPXNUWNRCRPCCDBPKGGSAQMXLVO,VA,,1826295.0,W,,YCSSCDJMGVTURSAMHNEROPQM,1.0,Amgen,2.0,United States of America,1-717-243-4473,14.0,680.0,O,4.0
LLM12401,Osrwytxennwwfhhktukbmjncrqksdrtodbwpakjzhvrunrkumludpbhbyqbdbdroiuqkov,NJ,K,713387.0,S,430729.0,Cwabjq,2.0,,5.0,Canada,1-995-136-3052,54.0,439.0,O,
emz12402,jqarmtkc,Saskatchewan,,702411.0,M,344388.0,ARDURAOGWJCXMLRQHAOEZGL,,Colgate-Palmolive,,United States of America,1-456-742-3894,70.0,376.0,O,6.0
Kax12403,yaoglwhwaxxbhzswijfrynhgxuvcmkwabtjvjbehlvhidyoqyfely,DC,L,3262570.0,W,353243.0,Fgckfpdstupzcnziibmahpswos,0.0,MPS Group,2.0,United States of America,1-841-417-3688,60.0,620.0,U,1.0
LCR12404,vbwzwiounrpebdrgcnvmckyrjbrscw,CO,C,1674162.0,U,482367.0,Olbktovupclzolfssmrzyknlxpskt,2.0,PepsiCo,5.0,United States of America,1-827-234-7172,29.0,322.0,O,9.0
Xvw12405,Untvcnapaprtauinphojptezxxcrlogzkwjbdcdcmvkqwuasbrfnhrjdbgvthltadckaqlrgigimprdc,KY,H,2749267.0,U,111328.0,SPNLKGFSEHENALD,5.0,Enersys,0.0,United States of America,1-346-974-4455,29.0,404.0,O,7.0
KLS12406,Owsfsfrmywosbeskatmslfccpyrdi,HI,,2044557.0,S,258347.0,PFVKVOHWOBBJNDBTIES,2.0,ConocoPhillips,5.0,United States of America,1-092-864-9544,88.0,615.0,O,4.0
ymw12407,ggjcruvmvxwevboqnifoalvtujqbyidnajkjqkwexh,WV,e,3648336.0,S,213457.0,Acwlaixpvgbqvfrdf,2.0,Exide Technologies,5.0,United States of America,1-201-722-8658,48.0,311.0,O,3.0
Qlz12408,mloypkuynaaepztbsofljmwdpidvdqeflxisudgekdjckbmieoczkjxmroagwmmfguwgknfjpbl,TN,,1619437.0,U,279946.0,Fcffkxvirdgoi,2.0,Dow Chemical,2.0,United States of America,1-587-542-6495,50.0,,O,10.0
Ron12409,Jlnvlkeg,ID,z,,D,278730.0,Hnvzpfjucosdgthlns,2.0,Knight,,Canada,1-883-450-0305,98.0,454.0,R,4.0
Pak12410,yhfonjrzlcxxjyueemescvklrdl,MO,,3103571.0,M,345862.0,Urxtwhbehdzo,5.0,General Growth Properties,0.0,United States of America,1-166-112-8083,2.0,726.0,R,7.0
zru12411,Fnbqciqloonsizrgurfjfwmayexmxkswholfdqibysukpgagyayitujex,MI,,3082143.0,,80008.0,Yohcetucnpg,0.0,Hewitt Associates,4.0,United States of America,1-030-060-2840,32.0,630.0,O,8.0
SPF12412,ocyhcvzjrkxslsluujoaganfljmsbxalzxsqsfszvwakoepumwbcmidokmxlyk,MS,,2350906.0,M,112907.0,Vmacpuftsjwee,,Inergy Holdings,0.0,Canada,1-443-628-4342,20.0,568.0,R,4.0
Jkv12413,czcbdttzsucrrlsmnvzslkishkhnhshmmxnfoabqfonn,AZ,B,2329279.0,U,456503.0,Ptxfhdswhjwpevvia,3.0,Rockwell Automation,3.0,Canada,1-661-029-8310,72.0,661.0,O,8.0
KTR12414,Tdflapskkiaujthpyalamnapxnacsmfdl,New Brunswick,,3979805.0,M,357698.0,Nfdwnngbq,0.0,SkyWest,0.0,Canada,1-698-663-8884,,427.0,R,3.0
WJW12415,dcetbhwvgxwhmtijgibwbmrbinevfvygfsaqokowtviwhpd,ID,,1523307.0,U,161512.0,Pnloulfskkkxlgoug,0.0,Aramark,1.0,United States of America,1-726-842-9666,19.0,381.0,R,7.0
AXC12416,Cxgpartjxairwxcazmlkxbhtwkuntugsllbtcrbdohkagdgwrqsrscqhqllorrlncempv,MN,,2238235.0,D,227873.0,njaxixescgnir,5.0,Mutual of America Life,1.0,United States of America,1-099-891-4141,20.0,372.0,O,7.0
Bed12417,Jxklfmnuxsqrdfwedyqirke,PA,I,1277080.0,S,325506.0,WASZCX,0.0,,5.0,United States of America,1-474-949-0000,90.0,346.0,R,3.0
xuc12418,itknmzifghoaqcwbidswydgodv,KY,m,1193309.0,M,137062.0,STGQZC,4.0,PNC Financial Services Group,4.0,United States of America,1-184-973-3783,68.0,583.0,O,
tcx12419,wfnfvbnwdtmfbpmokkohifvfoyfhnuxhahjnhnhcrdvmdhmauqpjsjmutfssobetgthixrij,LA,,1256050.0,D,119234.0,TYFRFKPAAILOFWRGVCLSLLCMSMPSM,2.0,First American Corp.,5.0,,1-673-342-0803,18.0,394.0,U,7.0
HAZ12420,Kqgdfqupyszgdyuifbrvodxjqdoxcimkqlrgalrtrpohbbdzzezteoxag,UT,,3440147.0,U,85840.0,GOUIQRAUFDINMRYXHYAOTZJBNO,1.0,Universal Forest Products,3.0,United States of America,1-735-043-9322,40.0,409.0,R,1.0
Ryx12421,ahxwlwmnjspfnxgmzjqazwyhygzqtajahzuavubtwspldmsvtzrukaeun,IA,,3989521.0,M,415986.0,Oaaog,5.0,Capital One Financial,1.0,Canada,1-964-240-8322,,655.0,O,0.0
Vdl12422,Yhhbqttwhseajlznmimlplmniwu,AZ,z,87565.0,M,93177.0,Spvjiycdrqttjqinfmsozchqjykvwt,5.0,Regis,1.0,United States of America,,46.0,618.0,O,9.0
Bcw12423,GADVIVHKFDGSODTUIABOUDPKLVWOXFZXSPXJDBWTJGOZUIKSLXWNTRAUZOZMPVBNOMOCYPRPLIGI,ID,,666818.0,W,387754.0,nrchqyskvcpoowmtzratdb,3.0,IMS Health,2.0,United States of America,1-222-507-8002,35.0,318.0,O,5.0
GOD12424,PVLBZVIKP,OR,,1224779.0,M,222277.0,OCDIXRUSZEDUYEMKWURLLJVP,1.0,Automatic Data Processing,5.0,United States of America,,72.0,698.0,U,5.0
dcq12425,rxgkneceqnrpcrwiteecthdjfkapqxvabtcl,AL,N,1693605.0,M,499204.0,Ivzhthl,1.0,Brink's,,Canada,1-886-101-3767,69.0,804.0,O,2.0
Tyy12426,Spbmmusxvzzockkhq,RI,z,26450.0,M,466116.0,Oydhpvcyyxxin,,Halliburton,0.0,United States of America,1-138-175-4136,35.0,780.0,R,2.0
Dqn12427,ZPTBKYPWEARLOAPEPQCCLJPBBJMPPDXOPBJJXJVBQMJMYZQKTJVHUOYBTWMWM,PA,,1882813.0,W,101915.0,Gxbxvjnwjxsfkaswotuqjrcqsdf,2.0,Commercial Metals,2.0,Canada,1-116-320-2545,63.0,785.0,O,1.0
xjo12428,Xdwaasskcjozbkbvjlieyeyvminnooqlmiqfazlieqegewtpzqvsrtsvqv,Newfoundland,,2710179.0,D,474135.0,Bstynfebhyxfbwivzbjrsy,0.0,Cameron International,0.0,United States of America,1-775-067-8160,72.0,811.0,O,9.0
ONE12429,JEABCPOPMHLUKCDZXUCOYYYCTRWRYSFYQLURTFSCEWCQ,MD,,449416.0,M,180533.0,WXJVBLHYWWXS,0.0,United States Steel,3.0,United States of America,1-709-001-8747,,628.0,U,3.0
ium12430,Hqvndeozwpnphkqsyvddpycassgfojmmnjnpmbewmxrxtiysetkaxqnqehgivmpxjomtkrhvkkisgqti,GA,E,632566.0,U,185369.0,Bmhulzcjtwhepjy,3.0,Windstream,5.0,Canada,1-742-438-3289,85.0,814.0,O,9.0
qbv12431,Ivgmxcbirmhrvvqdpljlyhoklrefyblfecdkwowoubumwxipvzbnv,IN,,672540.0,M,188850.0,Gcwsdizyslozysedbwqueenjbhu,1.0,ConAgra Foods,3.0,United States of America,1-632-171-5767,93.0,617.0,U,9.0
uap12432,,IL,,131613.0,,367264.0,fqaeqyhzc,,Jones Apparel Group,4.0,United States of America,1-523-392-6348,54.0,344.0,O,6.0
KWY12433,tewauscexgxflbqdosjesnkqteyjwcrlmmpvmzctryfetudm,British Columbia,l,3425795.0,W,50713.0,DVFSEJPDRRUFTUYXYGPDP,4.0,Vanguard Health Systems,4.0,,1-849-942-8931,23.0,843.0,O,
Qph12434,Tvisucaew,DE,H,1354073.0,W,274112.0,Arqyinoq,2.0,Ross Stores,,United States of America,1-562-382-9482,82.0,628.0,O,3.0
LKC12435,Lpjswrlqapolaridhdqflfvxieaycs,Nova Scotia,P,2362576.0,D,15485.0,Oluwtwbalmdytdwjokjgszltndpxm,2.0,Lockheed Martin,,United States of America,1-426-755-9487,56.0,344.0,R,5.0
AYT12436,Wugthsugtlguyu,Alberta,t,2656479.0,M,254665.0,Qqrdbmrucqtljazgqq,1.0,Smithfield Foods,5.0,United States of America,1-927-383-4329,93.0,516.0,U,2.0
KVE12437,QSQGUGLNEDVAPMJLRLQFCGQXHUIYKNKRARJYNYEBKRH,NY,W,3771914.0,M,33699.0,Ijuyqvkgyskxiegluy,4.0,Herman Miller,4.0,United States of America,1-322-181-5121,54.0,382.0,O,1.0
NHC12438,gmnqydluavnp,New Brunswick,B,410340.0,S,194510.0,uqwfypvwaxdgmaptnoynvkft,2.0,Great Plains Energy,5.0,,1-957-447-9049,50.0,489.0,O,9.0
Mim12439,cadjojgukwojwvlstacqdbmpewhmlvyljmkfmluaoyhphvknnlxqijbfqj,CA,,3343842.0,M,439923.0,AFBNJJIBGVQXALKUMMNXTNPVVHXO,1.0,Commercial Metals,0.0,Canada,1-264-614-1727,96.0,544.0,R,1.0
JDU12440,Whpidacnseojqwrgloamvmdtahoagpulycpcsxtjmalsumesrauvik,IN,w,3939423.0,D,379217.0,FPTEJDWZWEHDFAEUZBKJEMID,0.0,First Horizon National Corp.,2.0,United States of America,1-502-235-9420,82.0,769.0,R,3.0
ugf12441,,IL,,2814442.0,S,,zqegsyfculpappxs,3.0,"Toys ""R"" Us",4.0,Canada,1-031-389-2989,21.0,525.0,O,3.0
Cir12442,Ixaxaqeqyetnbtctdeofsvznscv,NY,,3853170.0,M,478841.0,Tppegsjjhyfnthl,4.0,Crown Holdings,3.0,United States of America,1-047-995-6407,55.0,599.0,O,3.0
Bpd12443,Fjvrljdtevwgfbgkxfvfmsdryxry,NY,,2017205.0,M,331912.0,SMLEPVUYPRBAOMWGDBKZVWQGN,5.0,Newmont Mining,5.0,Canada,1-080-723-1466,88.0,725.0,U,3.0
CXN12444,ucyamsgvfmvseutdcqvvob,Manitoba,A,1521933.0,M,188675.0,Hcjrxhaogzvdmvsgchss,3.0,Plains Exploration,,United States of America,1-273-670-6736,88.0,430.0,O,
Qrn12445,FQOUYJWXRKQMEXQOEQEOGKJALAESRTSCGYEJ,AZ,G,535441.0,U,250216.0,WWGAIFRPLXNRXLBRGLJTVIGF,1.0,Leap Wireless International,4.0,United States of America,1-804-070-2908,56.0,702.0,R,6.0
Zqf12446,gadivgpexbepjitkmlxidlwfuequkwzlkroeffthqqhbakymyhthhcaqboadljhdivjkg,NV,,3693277.0,M,166983.0,Epwgengvbvehdwpavwmmp,5.0,AMC Entertainment,2.0,United States of America,1-197-060-7227,32.0,701.0,O,8.0
Geo12447,Xpttptxrsepgoidbbdsnovodmqsgfbauprjrrujxiytssnrqlaniiubnihynbdoewqvqwmvjgqrwflpy,Ontario,V,1396132.0,M,236012.0,Wwvslueanbtgzplsikqwuilipaitp,5.0,Computer Sciences,5.0,United States of America,1-726-767-0135,49.0,535.0,O,1.0
RSD12448,nhxczumvjjjvacybcbvdbpcbujieilupeinmgeucdnzlqkmycikgqzierluonesbveyujjk,Saskatchewan,h,3324359.0,M,298487.0,yfpxcfdorfmarxjjmspx,4.0,Varian Medical Systems,4.0,United States of America,1-847-435-4108,63.0,686.0,O,7.0
SRA12449,Droxzwqwtrnqvleqbzgsexjnykfpwxigfbyebtxtsqw,WA,l,978388.0,M,285226.0,Mtshhxqbtgsubcszafjphueiz,4.0,Nacco Industries,1.0,United States of America,1-350-932-7991,50.0,377.0,O,7.0
Lav12450,Xncjeijmpnjrxa,AZ,,2730068.0,M,90545.0,Jzlmcyetmejrxodzrffv,0.0,Occidental Petroleum,1.0,United States of America,1-951-004-2363,63.0,749.0,O,0.0
Hbp12451,looojkpusildkxkslfzgxzfjsivvskmcfpnhjdsbnkug,UT,,2866093.0,W,483667.0,yglxudbgbbnjcctz,,Hudson City Bancorp,0.0,United States of America,1-414-817-0783,69.0,662.0,R,1.0
ujh12452,MHWNWPCWNKBLKDPTLWPIEXBEVPJKNXXVQJJUAQNIG,ND,,210992.0,U,162969.0,Qwnpujgfjnqafmtnoar,5.0,Ford Motor,5.0,Canada,1-530-716-1092,1.0,364.0,R,9.0
ZOP12453,GIDLPXZCLCMWTUKKIVBFZWDDDWOBOLB,MS,,3000419.0,M,175356.0,OTJDPSKKSEYLWBWJCJPHR,1.0,URS,3.0,United States of America,1-684-783-1718,68.0,679.0,O,6.0
Uwv12454,Uwgvehe,NE,a,1221300.0,M,400852.0,zavcsxxwdehgoohrzgunbbar,4.0,LSI,0.0,United States of America,1-587-072-6671,75.0,627.0,O,5.0
Rza12455,acwhxdlmiedhkvcvzuurvcxhbmejvwnsjhxsozigttgvuajohejqqmvukfpyppyqccyravkfnyaa,WV,U,2257345.0,W,183441.0,Oxxglnuyvkwzjqfnyqnenjuvltv,2.0,BlackRock,2.0,United States of America,1-600-489-1136,93.0,304.0,O,0.0
hof12456,HAHWDGGI,British Columbia,,3123600.0,,278772.0,Exwjtuwihsixyx,5.0,Berkshire Hathaway,0.0,Canada,1-018-092-7488,,740.0,O,9.0
Vms12457,UCODSUQWCUCO,MN,P,840391.0,M,,tchujapeopqhlcoacpzm,,PepsiCo,,United States of America,1-318-776-3976,60.0,781.0,O,9.0
Svu12458,ngdrvsfdyphaxethcgqotunnxeiqqwknslvlkxneifikijzhqttqknoqy,Nova Scotia,,1073099.0,M,499389.0,XVWPMXFLL,1.0,,3.0,Canada,1-706-298-3116,65.0,365.0,O,7.0
TVP12459,nslhalhaveoxbhsdcohuhmfwmamzippfrbzvdjtltwapwwobpcbvdkvyuucnrapqolqnvfowfpt,CA,,1546917.0,D,188605.0,Dvgkpsahqc,3.0,Goldman Sachs Group,1.0,United States of America,,74.0,780.0,O,9.0
Que12460,Udgdgpupkxukdpebbtrmtmgrywtkmbltnltgncpfim,IL,I,,D,1992.0,Hescngoapvzbtkdawwclzqexqdfa,4.0,,1.0,United States of America,1-735-498-8002,65.0,739.0,R,6.0
gai12461,Xmimvignkvb,MN,b,3988446.0,M,310718.0,JJUBVKKGJ,3.0,,5.0,United States of America,1-729-885-9852,80.0,357.0,U,5.0
Fof12462,NPDLLABQRIVNJANLOEQNMDGFHNJPRCJWDGVQBSSAAV,WA,y,931589.0,U,121122.0,YGXCNKSMZVMTILWOHG,3.0,Estee Lauder,4.0,,1-835-029-2381,92.0,667.0,O,4.0
Kbl12463,OIUYMEGWPJKXHMD,MS,V,1187661.0,D,66785.0,KDDWACDWJKYKUWFMHO,2.0,Washington Post,2.0,United States of America,1-025-065-3754,22.0,463.0,U,7.0
fev12464,schnwppictcaztbudwvxbanpgwckwgzjf,MD,,,U,222723.0,ZDEHMKB,1.0,Dynegy,0.0,United States of America,1-289-896-1616,88.0,740.0,R,10.0
HID12465,ttyshyjjhrprqqvlqposmgpwsrkelnlqjrkrbzqif,AZ,c,429737.0,S,475452.0,Vustbs,2.0,Westar Energy,1.0,United States of America,1-708-291-6763,52.0,412.0,O,9.0
WOX12466,Tooxnlstauhvfjjvawxgqgloffcfausvgbqrccankebsgbacwjxyqnoitniufcriabpp,Quebec,,,M,146946.0,edqhg,0.0,Land O'Lakes,0.0,United States of America,1-025-157-7366,87.0,,R,9.0
lue12467,Qvodtndpfjfhpjgcdprkzrrkejwnkgkpcwexnbxsgbqafiolvuykaazmgdwqatjovmkfngfiqt,AR,,98587.0,M,407106.0,ngwqkgeszf,,Air Products & Chemicals,2.0,Canada,1-639-992-8031,72.0,584.0,R,6.0
LXZ12468,JJHLJBGJ,Saskatchewan,W,2322018.0,S,328470.0,Htcskqxtlybumlaijymgn,0.0,Centene,0.0,Canada,1-917-192-5144,83.0,586.0,R,
Sje12469,Dhegemejvzcwdpfqvsvbapsdbgwnlmgyopxfhqscvuulojphbrm,MA,O,338648.0,M,128628.0,Tnatblkjnwogoluvj,4.0,Exxon Mobil,5.0,Canada,1-125-856-3374,93.0,398.0,O,10.0
Nsz12470,FWRJSDOHYBCESCXKLRKDOTQSSAKYXHUHNMXLXQKAFTCBLNBMQNZJOXWDL,FL,,1868366.0,U,261883.0,yrqqa,0.0,Viacom,3.0,United States of America,1-941-723-6142,87.0,690.0,O,5.0
MCW12471,Gqyyfbmxhnvkqiaveicivnqojjutxeybimlisz,MN,u,139799.0,M,95440.0,gvvigjyfbfvihjoxwsrwoid,4.0,Perrigo,5.0,United States of America,1-183-598-6427,56.0,,O,
dzf12472,VCAZIOFJJINVHRVEAQOMUHFZEQKZIQVZNGVEJHJVZFRJRACCHVQOFQCESPESOWJZOUNLQPYZKBVQRTXR,VT,l,3607501.0,M,327567.0,Nxudabaqafpacrym,2.0,Simon Property Group,4.0,Canada,1-071-101-2775,26.0,388.0,O,10.0
ags12473,LCJDYGZNBVCULQCUQCCQHCUZHCZPQUXJERDEUOVZFXKWHUTCCFN,NM,,1464723.0,M,356713.0,Usglcgclvgadgeojisr,0.0,Watson Wyatt Worldwide,3.0,United States of America,1-514-775-4721,17.0,540.0,O,1.0
Zlp12474,Tpndbkcbwuikeizqgmsqkzyovshikosjotwblh,WA,,370946.0,D,493437.0,Bveuwoujeobgvuxcxlep,2.0,Pepsi Bottling,3.0,United States of America,1-033-750-0396,54.0,768.0,O,1.0
Pud12475,zahbajkdkrmqnxcenzej,Ontario,,1829102.0,U,439177.0,Mdqoryk,2.0,Laclede Group,3.0,Canada,1-443-497-6190,20.0,324.0,R,5.0
LCV12476,Noxafbkfobrryznskbakzfvmah,TN,G,561809.0,U,277333.0,qfjuqvfdrl,3.0,Core-Mark Holding,0.0,United States of America,1-032-939-2484,80.0,656.0,R,10.0
ucu12477,,FL,u,3649216.0,M,437002.0,INEUOROYBPYQ,5.0,Bucyrus International,1.0,United States of America,1-286-135-0732,34.0,610.0,O,1.0
peq12478,Hsbdskvgggtthlzwrbjskvcfkhmovabxztevexqowccocxlbdqjczoxaqfyhqdqcrkqanbklubk,SC,,369200.0,U,417551.0,Zqysibylwbrmsvq,3.0,Chiquita Brands International,4.0,United States of America,1-966-480-5000,16.0,492.0,O,5.0
gaa12479,yvyapnaybusjevcvenxvxmrirfzdhnpuif,TX,,1649206.0,U,75928.0,Kxvdwdmnnrqernwhbbojsclqwch,2.0,Dr Pepper Snapple Group,,United States of America,1-205-512-3286,23.0,664.0,O,7.0
Ers12480,ufzgdedraahbxjyizamdsqohsdnikzsxa,UT,,3901306.0,U,161520.0,JZRXGSPBLP,0.0,SanDisk,2.0,United States of America,1-966-642-0939,6.0,588.0,O,4.0
rci12481,Xjhtfwensmuyhwkvlrydpvoaeixcl,TX,,931513.0,S,96642.0,oqgjwpemnolcllzabwqfufnvj,2.0,Neiman Marcus,5.0,United States of America,1-316-212-7377,58.0,419.0,O,3.0
Cdt12482,Kqzktqifjjbnybajzwitrj,AZ,,1236486.0,D,20571.0,tyronprgdzerz,0.0,Service Corp. International,2.0,United States of America,1-354-234-9076,44.0,789.0,U,1.0
MRU12483,xpeqbhysobzlkiunufwechwwfacvwxooawf,WY,,3642785.0,W,269449.0,Vnuglk,2.0,VeraSun Energy,0.0,United States of America,1-770-002-1030,86.0,662.0,O,3.0
Uum12484,NUQAMSTOEZXRQLKHJUBKUJSTGYOLHCSLDQLLCJJSGUUZDXIRDCGXNVIJINKJWLKHSVTRGRNNDYCG,DC,Z,,S,2632.0,hcafzuyan,2.0,Darden Restaurants,,United States of America,1-384-437-5360,60.0,634.0,O,5.0
Btw12485,rkmabvcdfyjptzwvojqjsezioxyyqhxxmkps,LA,,1742482.0,M,308506.0,Yguooyfxbmpofqnwuqcl,1.0,Brinker International,1.0,United States of America,1-946-623-6684,32.0,568.0,R,1.0
pjm12486,Xufceucsgyhstcmpsnkvvbxpgpfamwjppwncfoknegxfmukxzdfupzcgxnstal,MT,Q,2484247.0,M,141012.0,Busqpochpnifkk,3.0,World Fuel Services,2.0,Canada,1-537-928-2858,24.0,422.0,R,2.0
Wpk12487,XUBNCQCHEDMZLZMPMMUHPCSIOPJBWRCBLYEDMUXIYNYOJLKOGMZBTRPISDV,VT,Z,1667821.0,U,206064.0,hfetj,3.0,Sealed Air,1.0,Canada,1-179-589-7338,66.0,704.0,O,7.0
Ddk12488,,SC,,912280.0,M,269407.0,Aiecpws,3.0,Commercial Metals,3.0,United States of America,1-496-718-2293,84.0,416.0,O,5.0
Luy12489,dotrevaoeeuigbbhbrmwjtvyueaswgoxpleflgsenvqiowjqtcehdjkqulcxqw,WY,G,3202439.0,M,142996.0,aejmnqqxvqniexhyxacaseewr,3.0,Boeing,3.0,United States of America,1-376-175-5949,53.0,395.0,R,8.0
Krc12490,LBHHFEAMIVEDDJZDOCDHHJOTKBFXKOVZDRYYAOMWUUOWWSCMRSKQXYER,New Brunswick,,1256308.0,,187614.0,ZZJVFBRWOUD,4.0,Southwest Airlines,0.0,United States of America,1-984-709-9305,71.0,730.0,R,3.0
UQO12491,Pjuzbeiyygifudospokpcnqsuzcjtrfjfyhwwcwrjo,MN,,929428.0,U,54669.0,lswqcysuaskozzajkvxdwcjst,0.0,Sally Beauty Holdings,3.0,United States of America,1-167-779-7493,48.0,428.0,O,7.0
OMX12492,HHUDAILOGSSKWDPUQGULJANAMEWEPIPHZRXTAZQC,UT,,2860591.0,M,293903.0,HBCDCBAUNDQYGDRP,2.0,Herman Miller,,United States of America,1-536-441-0318,71.0,676.0,O,8.0
ZVW12493,Drtjpnjdkawxlqzmfewfa,PA,,1121081.0,S,119959.0,Onzwbcrhtvfmi,0.0,Western Union,4.0,Canada,1-786-900-5172,61.0,549.0,O,10.0
Ojd12494,KNIHGBQRXDLU,NE,A,1983203.0,M,443612.0,Vntbhivevqftrodclsesktyenhs,0.0,Liberty Media,2.0,United States of America,1-915-312-9932,37.0,486.0,O,
Gvn12495,MJQQCUXSPVPLVXQE,AK,,805316.0,U,405101.0,FCUJRBZZYUUGBTHRRPSXGMBXIVWVMJ,4.0,Kinetic Concepts,0.0,Canada,1-528-401-7907,28.0,569.0,O,6.0
KHD12496,Krnjoqwbnioqhtphygrvcvtiyyldlpi,ME,,2277805.0,S,97526.0,Xderkeikq,1.0,WellCare Health Plans,0.0,Canada,1-637-398-4100,51.0,616.0,O,6.0
fxn12497,jliytgtpxmjnifuozymsvefvhnihfnmjrdmndddjanfwuvyynujhzatatxcp,KY,,1591558.0,W,253381.0,IBNMEVHQMCJVTSHVVQDVTGSZFIWJ,1.0,US Airways Group,4.0,United States of America,1-364-905-2502,21.0,667.0,U,8.0
tps12498,GVNWEFEBGQPFIEG,TX,R,1534910.0,S,473646.0,TWWUWQ,4.0,Xcel Energy,5.0,United States of America,1-084-466-8021,20.0,624.0,O,9.0
Qru12499,GALOWRTBXTC,LA,c,750335.0,S,405616.0,altrutnsnbitxyb,4.0,OGE Energy,1.0,United States of America,1-869-444-4321,78.0,327.0,,3.0
xzv12500,QLHHJRGWMUKUABDHDWYUSIWGCNSGJTNQG,HI,,,S,117435.0,Grvwxjxpkhpt,0.0,Terra Industries,3.0,United States of America,1-462-864-8065,11.0,692.0,R,4.0
CGX12501,ptbkkbmruvlwcpbsnfvsffppwohiehkjcypnocviafrgjikzxowvpnveytgruwtxindwmhcyh,NM,,2995650.0,S,330036.0,Xhrkj,,Freddie Mac,,United States of America,1-847-010-4297,36.0,799.0,R,7.0
Xmv12502,gmzzpfxbcuskqzpjfngcoioavraztrpmdoptynwzyo,Manitoba,,3211155.0,M,465971.0,Ulfoojljexmdgfldvfsxuax,2.0,,5.0,United States of America,1-953-535-2061,25.0,,R,8.0
RAJ12503,VWYAZSJUWMZL,Newfoundland,j,1733226.0,U,,Mjifsrejtjpvvjtp,4.0,Psychiatric Solutions,1.0,United States of America,1-873-670-0117,6.0,566.0,O,2.0
Pxp12504,cumuvegtn,FL,r,1845664.0,S,44127.0,YGTPLWRQBIP,1.0,AT&T,5.0,,1-229-066-6443,81.0,449.0,O,9.0
Eau12505,Ucsunjvktnsicikgckajwgowdnwwwpsjwdu,MS,q,2019272.0,M,499967.0,lxhpzbqukngsih,4.0,Cytec Industries,5.0,,1-067-005-2129,77.0,796.0,R,8.0
fdn12506,lescvuozyngihsamruxkorcmoavinzpqpxihbmofkifasrhjupbszysyamolwt,MA,L,2763821.0,M,267267.0,Bucrffnuktgqxrdupcjoeo,4.0,CSX,5.0,United States of America,1-902-690-7751,72.0,810.0,O,10.0
Tja12507,Xwbtjkrryeotaakanbnjiulrecojageihudkhqpaokihzfowl,MD,c,673099.0,S,75246.0,ymhfilc,2.0,Penn National Gaming,3.0,United States of America,1-606-793-9726,92.0,559.0,U,2.0
Gre12508,Rmvqklwzlavjnfioimxsscgdyhuksnchdhbkqjuoavlocxdoyywih,ME,I,2859607.0,S,491781.0,Kjfwjdlelhyunfztixiwtgolmyemu,2.0,,4.0,United States of America,1-133-102-7371,48.0,349.0,R,9.0
cni12509,ksoxvpnzbyomwwkbqzputfcwndm,OK,L,699330.0,,417524.0,Bpzaukbiedksnviggvpangrfti,1.0,Arch Coal,4.0,United States of America,1-105-353-9323,93.0,571.0,O,7.0
ujj12510,DMWQLYPFWYDIWBENOGVAPGDPCMWXAKTTHTGAOWXAMHESINIRRSRIZRTZUVHKUAZOVWNNGB,OH,E,1520421.0,M,213338.0,Wiuhijb,1.0,Ingles Markets,1.0,United States of America,1-247-295-5648,37.0,,O,1.0
wau12511,ZBPRCUW,OK,E,3157974.0,M,38473.0,sghjvwddtldwnyvwhhmps,2.0,Tellabs,0.0,United States of America,1-733-142-4779,80.0,313.0,R,8.0
Ngs12512,djrbmeeaxivafjfjonwdjsogbvxic,RI,,1710452.0,M,140233.0,HCGLRFNQEO,0.0,Northwestern Mutual,3.0,United States of America,1-387-391-1016,38.0,788.0,R,2.0
bln12513,Dduuyflxcnld,AR,Z,3650044.0,S,411764.0,Cssnjroitfqelzbqepnkgzgxn,,Arkansas Best,2.0,Canada,1-743-285-0172,53.0,696.0,U,4.0
wgc12514,nydkxfsegphhmwvzelgekcqzitwkuwrhrnnbiookkulsdn,DC,,1699252.0,M,62825.0,Rckycmyobmqw,1.0,Brown Shoe,1.0,United States of America,1-511-447-9313,,326.0,O,
