AgencyID,NetWorth,FirstName,MiddleInitial,CreditRating,LastName,NumberCars,Employer,Phone,City,AddressLine1,AddressLine2,Country,Age,MaritalStatus,Gender,PostalCode,State
lvy8497,,GQKLFIJ,,411.0,lvycfcewdrcz,0.0,Alpha Natural Resources,1-764-422-3011,Santa Fe,Ywfmatmqgbqdkkydffaadbnirbpffddqiuswbyavujxtcj,eebxbnpkdvgylzixtavvmqappnvzbqjtxkdiipzgalbaibxxdsbumlwgizjzorzjdwosgbyeukwojn,United States of America,75.0,M,F,Tlymcgdcgcul,Saskatchewan
Npb8498,1399007.0,Spvlogpuaviddcnvtrk,J,493.0,Npblrdkqzsvikzcvgqv,5.0,Sherwin-Williams,1-055-144-5259,Augusta,nxwfxeliyujigeonaebpfnbsicifqqqwbilkxnskpeql,PIOUIECRKTQNKWTLQZFQPWOEXXXVIXPCSXZSKVFTHLHSNBEKKJKRWLRNRCVGS,United States of America,,M,f,Bcibw,AZ
Jfj8499,1477739.0,Nrzojm,X,562.0,Jfjuaogcbqc,3.0,Tupperware Brands,1-988-711-9016,Savannah,Refbeo,BCRNBIULHAAQICOQAKIXKMSUVAUGQGPVFOPCJSDSCHGCOF,United States of America,76.0,W,,VREJIQ,DE
Fwb8500,104989.0,FUMIEBZKUIGDSWOLPONGJJMLVX,,749.0,Fwbszrnskeu,5.0,CUNA Mutual Group,,Sydney,BQAZRCWHVOPJXIANCKHWSYNHATESZTDBXXQYRPMYBKLCNHBVNJGU,,United States of America,78.0,S,,VMJGGHA,AR
Krh8501,29623.0,Ukvgjjugrrmglqjo,,532.0,Krharrsgsnyuwodxoha,2.0,Administaff,1-190-111-1511,Miami,Lvinbjimvkzkaaqsewacdyikpgssjjtwchldfjfyajvvswo,Caejqxn,United States of America,21.0,W,f,Bblhqyxy,CA
Cyp8502,923672.0,jverwwakkjohxwwc,H,699.0,Cyppjlpnrpvsesgtalirhqypbdhhlq,3.0,,1-628-206-1777,Orlando,evkwwmxoyavznoptqtamjpovxylehnyzsqucbqebfhzauglesrdstvpcaklpgbspmbkcg,Lnwylxvnpypevxygksdbyzmhoecuymzncmbpispsptwxvtlzextd,Canada,32.0,M,M,YVPGELOQBP,Newfoundland
Qvu8503,2147817.0,Wksmk,,760.0,Qvuipczikctnyliuzxkmitulxvjc,4.0,NTK Holdings,1-638-112-6950,Salinas,VXUEJVRZMNKNPTIRIMVFBTRSNUUZWG,ESKKHQMMILCPBUJDXK,United States of America,43.0,S,F,Wkvkkfqt,ND
OBR8504,919794.0,KQKWIYSTMZPMFYECXRMPYCOYI,,580.0,OBRXAQ,3.0,Monsanto,1-512-316-2765,Denver,Fbqsyylgsknmnonfbadgeruvvtddxaxzxmcphirekyedcivbjibrqqlvrdsggklrdhqtjkb,EPCHZNGZCMJNXOCLXNHQK,United States of America,39.0,S,m,Hrnonpynmz,IN
yzf8505,1375357.0,Ssmztgdfwqmuxuydvjsdlmlqsuhfe,m,815.0,yzfxtflvrbybm,0.0,Ingram Micro,1-829-122-6085,Charlotte,MSMNBFUFTGZUMNNWXLQYQCVKWBMYANCGYJABQMGHKOSYKGEPRSPTSUI,Accudidvfnheckgixwafolbmugpzkxkyvkluealdllalbotxmcfoqapfmravqmoyfgmfa,Canada,76.0,D,M,VUCORJ,VA
ZBQ8506,678771.0,wbhpeqwc,,654.0,ZBQJSCUDQNMHMGFMOUUMHZOLXBUMO,2.0,Kroger,1-322-547-9555,Akron,mhwwrnrctwdmsgpuobdfcwz,Rbvvnuxemusurudozlxhfihvvnlsh,,47.0,M,,AUWCJMPBNR,Saskatchewan
Aai8507,3164138.0,Pyqer,,781.0,Aaiykvk,5.0,Holly,1-753-025-9341,Livonia,Kslgaiplzcvxqabxurufbbmlarxayifziwmctucowrpixmlesuihcbkvnjlvwvmte,qhnefrkij,Canada,86.0,W,m,DEMTSAOFO,NV
Ruc8508,1428073.0,yfdcfqldjeqlukiwjzi,u,823.0,Ructadrtmmldio,4.0,,1-053-678-7968,London,Vzdjqdgiktfcnpcbnljyskwbkpecyggghgcercxocdphuexdpnojdcievaemnavbalpmynk,rwcjojjyacfuqnflzndhsvatqrcmakwldmqyrbpooeupgcpnpsvwtat,United States of America,41.0,M,,Nbxvmnxv,TN
Dpp8509,98688.0,Dofrwttzqdaadzggykwtwwrgctn,,821.0,Dppneqsovlroxbavhjbomkktbkwpw,1.0,Unum Group,1-155-137-1437,Newport News,Hypicalqbrdtaovcieeslbumjeuqjkytlimcjvtoxvlxjdkzgvdmcodgmfq,Lqedoayinp,United States of America,77.0,D,,XSTQBQWSIILL,NE
UTU8510,1696676.0,Zdcbkyhraktsbzqvqxbxxskcc,,376.0,UTUGDE,2.0,NCI Building Systems,1-437-209-9491,Vallejo,Tovrjxhshlobrkhbkhjkkrycbiufrzgsqmcpiuggnzwxbtsiybbfa,Lpfbwdrgidozmvktv,Canada,35.0,U,,Aytlfia,TN
dow8511,567657.0,Xvpapjh,,790.0,dowfflksslwbdwdia,0.0,Bon-Ton Stores,1-602-934-6802,Iqaluit,ynmrnomwvmztghatsrzydmysrqr,wtiacjqcmfsuhqlwzixozimhbwbiqepdtnidkrieicsbtsubdfawhmqdhkvkvocsn,Canada,41.0,M,f,Goabkozymmcs,SD
Xcn8512,2217949.0,Jvkapkmfrsngxlpry,,544.0,Xcnjapclcbsnqkdfli,4.0,AMR,,Savannah,,zpwszqlyrijqzlvudpxmqsatolmesxgjdyrjwgnwpvczughrfuxiedqsjqjqibgcmeaeltb,United States of America,33.0,D,f,Ytrauud,CA
Efl8513,2753769.0,Vpggjrviabnnqvlaspxqyyempai,G,333.0,Eflozijcuxjadlucebxe,0.0,New Jersey Resources,1-432-879-2401,Thousand Oaks,Ocawcqqrbluqkzitmiqkineycspnsvjraqvczjezoimeray,UCRLXIBINXKHHIEQWZZWPVXKKQEWVUAUT,United States of America,15.0,M,,Dvhqqvkywi,LA
Lod8514,1381997.0,Rytldsptueimwyqskiibwyqevto,X,598.0,Lodqunidcekgpmcdazbw,4.0,Embarq,1-915-084-0744,Thousand Oaks,SILAPZLMTVZVKJARQIJEMOLUTHKIBVWEBWJGQKKQBYAROZ,AQNCFZQKYSHIEKTHPFAUKBFICES,United States of America,90.0,W,,Zgyrbnrlhv,LA
Pfa8515,3587663.0,GWRYZIUZTDYKTKZIOZNOT,O,410.0,Pfahkgqhscn,,BorgWarner,1-492-311-3722,Louisville,YXAEXRWPNPVTVUKHQMSIYOAGBKNIKEJSBMZBASALDXYOSQOFEFRY,YRTAXHRQVHTUWTKVIQBNROXKNUVYBYONULUHWIMDHAKAXKCMTVILZBVMJLWNGAKYYVVOFACJ,United States of America,46.0,S,,iaimn,NH
Qfr8516,1080310.0,CCQKYIWXKBNKTWEBNFYOAY,d,800.0,Qfrxvuvgefcmhkoiilzqhq,0.0,Neiman Marcus,1-132-172-4935,Baton Rouge,yvflexufbnlkikvoexmoqkvrlmrbihmgkbifiukufibhxiedmtyxsugstgkhafeubfbyfi,Upjaytwtzbwtqlovuczct,United States of America,3.0,S,,Idtfem,MO
Wnp8517,3248166.0,Cvvsbqshqqo,t,346.0,Wnplhrddffgiakq,4.0,Amazon.com,1-611-443-1713,Montgomery,Rzxqfzsakjpklbudhixktnikbglqdilgocze,ykwzsyrfwaxatstnacdayikzjrakpwpwihfkkhvchhzcwrzt,United States of America,16.0,U,F,Uorqzyb,KY
Gvu8518,3957538.0,ainaftbafsuqmhbvo,,318.0,Gvusnxmtjsecbyecmhkqbaltdrxvsp,1.0,Arkansas Best,1-374-711-1669,Halifax,iuzjrzeqdcltjsbycwlhbglbtdtkhpzesfprrvbtnpeufqaxvpurdrjagmfygqppmre,Eubjwocmnfzgmohhsvemvrulnhimkijghyegulasgijxvofzotyjghhctcwilaqnijrxm,United States of America,96.0,S,f,Fcbtcux,OH
VFW8519,1070106.0,Nqsnhcjvskdisuxhvu,,470.0,VFWSWRNHKJJMRHWATARQWAMTTINWNN,0.0,Nationwide,1-153-167-0916,Santa Rosa,Szceqtcdwaaerrnpcfdfxfumcyhvpmijtuged,Wejugkpbotwtzlwbtxbvcupeaaieqqidcnqiktxdwwewzbwlxfewklcbobpjcoxgre,Canada,52.0,,,Fcajgck,ME
Afx8520,268243.0,Ojkcyxxvghfxtjpuesqx,,416.0,Afxuvvgve,3.0,,1-785-182-7850,Raleigh,Aifmrucgawman,kiutvmdirnsouuvjwopswxczvkbisjbpueoeunmffgfsyoidhjfrhnzqfiyuxwmakepssctthwzac,United States of America,38.0,S,,RBUNLBK,NV
Usl8521,2932666.0,kjrcqgva,,365.0,Uslfnqywh,0.0,State Farm Insurance Cos.,1-821-352-6554,Casper,vijutxmarhjldsea,Ophyiakuzekldzqvzjvcdnb,United States of America,78.0,S,f,fwhiqaflryn,HI
toj8522,2510854.0,rqegusxykgbljkweft,W,668.0,tojdsewgamiycorqxupsrlsp,3.0,,1-428-416-7331,Dawson City,wbeozoodomrvegljblyzrlrslefyhihif,Kstozfiyvggnyxmdvjvsm,United States of America,2.0,S,M,Gnxrdib,RI
fqp8523,43530.0,kaxwwi,H,705.0,fqptfqdi,1.0,Buildings Materials Corp.,,Sterling Heights,Mrbzkgda,OBLISMMKUQDAKUACKDULCJIDBNEQLHEBOEIIRFOKGZUWNEZHSRPBAZBVFRWQXSC,United States of America,1.0,M,M,Tbfcqi,TX
sjm8524,1611189.0,XFOWLEIJCUP,F,471.0,sjmxqonoruqvazsegcrxrijoow,5.0,FMC,1-334-447-4491,Long Beach,Jysamgypvdxkqlyaweysjin,Zvqrcivdellsaxstdplodpxlpcg,Canada,64.0,M,,MPSSJWSFSHL,WA
Rie8525,,Zinbzobhojitxkxvjplgdzektkczan,,344.0,Riextfotucbwsowooxbmthrrtwk,5.0,ABM Industries,1-493-866-4852,El Monte,Uemqsygglxhagiujbtsxubngjigrtvrfgehegjvzhciav,VQQGAGHNGRKJKNVNUMASDTDQXAXHXLJXFRMHVUAXJGGNMWJSAKUAKQNFHTYMYGULBUSCYL,United States of America,29.0,S,M,Fcjlswnhfj,FL
Msj8526,2668412.0,FVUAFADJOFXWPDF,,545.0,Msjmiiclajxoqborxvggrfdjkrviws,3.0,Burlington Northern Santa Fe,1-539-316-6454,Bellevue,NQCPGPNVTKHRBFMLUZBRAY,LKIDHMRDIRZIWWAEPRIORJOVAXPCZEFIIWHCJCPUEOLQYSKOAHLJGFYWJH,United States of America,,,,Ktgqtjpppn,WY
GQI8527,3357587.0,Vkjietkzgqhvqmxaulgvro,,469.0,GQIGYIWCFCGZKGYPCXMGPKKXXKP,4.0,W.R. Grace,1-437-906-2896,Boise,qzatmghufwzdyvrtacrgj,orlkilvuvsaublgqmgirvzcrofruxkoai,,92.0,M,f,eshfnhteqkk,Prince Edward Island
Qux8528,2477983.0,Dgmpuojyidzhhtgumb,,504.0,Quxsdpxaeqkmsbprpdwtkqtnwmj,2.0,Vanguard Health Systems,1-831-874-7712,Berkeley,Ptpjpwwowfztojuqyuqgzlepyfvrqabkphpgycxnqzicdrkvnvfusvbxll,bydorrlnmwclwjxrzihzbgfagenasvozjajgxjncgxviatqporzgmhlaoqvjlqyfvxsodwfnctyryo,United States of America,90.0,U,M,EEJFP,OR
IEE8529,3024331.0,Zvykzfbabtgkvnerisxpttrmd,,715.0,IEEHLODRBBP,1.0,Graham Packaging,1-588-676-8975,Columbia,Slejkhtbxkfsvjcbpvutufmzeezebzrwbrtdhpazdrgweegdhdvpjwtetmsptldhaubwqpb,Ivtujpqeqaceiuseflwkvjhgrwjvrzlhu,United States of America,43.0,M,,,GA
Htj8530,424598.0,UIVNHFOSFMNHBUTNP,,726.0,Htjxiojmieuixrqb,5.0,Wisconsin Energy,1-437-695-6425,Santa Clarita,vuydrahbxiatyvrcyratonjeywbmkprrychoeedwjriy,Xtaewrrgoslajwontsyjxbkwxeoaiwowuwlsyqlnyjinfqjoqizpgghpeomx,,54.0,M,,,MO
dxa8531,3291469.0,Xukxnrvfxaqcjdxdgaest,,715.0,dxanskgwcootefho,3.0,Simon Property Group,,Plano,Xihnemrrgflfsmpyl,Jucnvvgzkhihomrmhkoeqfifyhupsuwj,United States of America,85.0,M,,jtbomy,Ontario
mpd8532,2438535.0,Eyazwtasgtqxbgacdoeo,,,mpdjiiwemwqgbachvixsncw,1.0,Convergys,1-816-980-8873,Fairbanks,XPHVEDDVVTHTNGMUUVPPBSDPNXUZAHBOWOIQUQCGXYDWBIVBUHVRWZAUBLYDITNV,cclliiudvpeozxoepvfrbwymdhzccauyktsvsqrvyodofqkcfpdvxv,United States of America,90.0,S,,Qbpocmp,SD
Icl8533,2930050.0,WTVOER,,583.0,Iclgsbf,1.0,Diebold,1-152-091-9649,Warren,Wgvcjevhcmmnocqvcrc,,United States of America,100.0,U,m,asmwnli,GA
Rkm8534,3994449.0,ljvdzjezustglylipou,,805.0,Rkmbjfwvvnqzzjmvafvrssqjyhcuxp,3.0,Vectren,1-080-785-6233,Saskatoon,PQAUCELVVFXILWXBOULZFAWCGGNPKGFDBHVIZBSATDTRSFRLSKIESZFNTNWEMELSMTVOLDEQOKR,Zzmqjibgpfmhsmfxhycrd,United States of America,89.0,M,t,IPKWAORTJYL,GA
TIZ8535,1601499.0,WYVPLOCSRAUMRQDTIUS,f,,TIZDDCKGQJCMVOEGQHTOWHZ,0.0,AbitibiBowater,1-902-025-1797,Wichita,Qlfvxxykljazvqipujbdreuupyaqtklecetepsqxpyhymerzuqxpkjyguepktczipbsnqjooy,Ldvpotktkkhgtfnbjcqidwkqlopgzoawhdoiazbafiueitrnopwoxhll,United States of America,67.0,M,,mhrogixhpus,ND
usl8536,708829.0,XMMMCGOEWUFCAHLNYJXRLAD,,678.0,uslccabefgmkgu,5.0,Brunswick,1-595-108-6831,Buffalo,Dajotqu,Uhndtjpyfdbmxfcykvfbbwckqykuzndmicbgk,United States of America,,U,F,Ecwmkqidjg,IN
hzy8537,2087147.0,ZXLYEWCRPAGAXWIM,M,415.0,hzytkydswpeqg,5.0,Interactive Brokers Group,1-618-489-9613,New Haven,EINMNSETIOGKFKEFDLHPIQTIIYYNPZNQCIUGZKHNGWOYZJAZRVADLILLWIKXVKQDOVIPRC,JBQRHYVNZUCZYBORIVJYUJTRVXCIFSHLM,United States of America,80.0,S,,Advogivxi,AZ
TWG8538,2607740.0,vjqbvmtwghtf,,741.0,TWGBCYQJIMHPE,1.0,OM Group,1-721-917-6298,Aurora,Lwodceyqfqmomtxxmbcsgkgibpmiwcibsccdhbepprscwjcokxxglo,gkfzijtakiyd,United States of America,90.0,M,,lehtooqcko,SD
Zdt8539,506421.0,Dnsparycommsbzmrrm,C,722.0,Zdtrlzsvwk,2.0,Pulte Homes,1-835-293-3356,Fontana,YBRRJWORHOMDAFQTKULXKENGJOTOZNXGZOCJEVPGEZIIBLWAIDHYGZJSBBBHXXWIADOMSFMJZKOTTSZM,JFLYWVRHHRAYQHJBD,United States of America,84.0,S,,xsjccoeuzfnk,NC
JMI8540,1833920.0,Oaqxel,,720.0,JMILGNUEJJKJZXPZMECMOVBYGNTYL,5.0,Global Partners,1-348-595-7405,Wilmington,Qargbiozxkrdmgecuxedzuoxcxnsszbphwwoopskwkfwikcugzxwhqxaafywg,Eaecvvjyfthouweasulkojgdjazxtbametvcnqzofdtotacdvcownjmt,Canada,88.0,M,,Wcqfntvji,CA
nvv8541,162870.0,Aulnmqmdwnvzgsdj,,345.0,nvvcdukxqeosyay,5.0,TJX,1-749-829-2136,Modesto,Ujmtqwfdvzddgnkwmcibxveptwlfjttpouzvbcuxxkinjdxwsaojwtpshdqvkduqamprqqlonxxrppcu,,Canada,25.0,D,,Dkvxujycps,Prince Edward Island
Xbh8542,1194756.0,nmdldfhilnljpvgo,I,710.0,Xbhwib,2.0,Whirlpool,1-753-677-2911,Hollywood,Wqgnhrkrlo,Gawculczbovbghemzkjahtpctuvyllbkpbnbcioehudtwyrsa,United States of America,26.0,M,,Hvoicc,NH
vbt8543,1080794.0,AVDNUKVEDMOYAGHZ,E,378.0,vbtmnnwbyvdekygzimcpk,5.0,Oil States International,1-274-756-5441,Las Cruces,Qrjpbcwwzfnqvfjjbmvlewx,,United States of America,58.0,D,,,CA
Nbu8544,2555310.0,utrcnwnvwasjdyajtdgh,v,627.0,Nbuuyw,1.0,Tech Data,,Chicago,Gtrumjbbyppmmkfxfotondkaiwrqylkhgeqowzrr,Iphkatpzlmzmcedrmnjhpcunjxd,United States of America,54.0,M,f,Cvplvipivhug,UT
Rgr8545,3333718.0,Amqcifqnc,,623.0,Rgrmfobsuxgatswasbh,,Pactiv,,Mesquite,Sdufbkuih,Twntglcvthglhrnkjffkokabsfxnftoirzxmmnvkrpfquyaw,United States of America,,M,,yccmgbjeryss,WI
Ftq8546,3111050.0,pebeueusvmfcjpplslflyfcqlmzil,n,782.0,Ftqxttzbnceldlynnlb,3.0,Avnet,1-758-295-0803,Plano,hsvqlassjcernhtirzvaplyaazetrjglolzqwuvhdnlvmnittwpalckvoikiwvguabvslgzpbh,KNZBYYUBGOQMRWHWTUNNMHMAEOAVMPMXCZJQVHTJKMPBUFAOSTZVHSSTVPDBMLZHBWSCUPUSAF,United States of America,87.0,D,,Eiifdj,MO
FPQ8547,1786559.0,PPDJNU,,535.0,FPQLTKGUYJRTTXHHTL,4.0,Family Insurance Group,1-473-272-2226,Cedar Rapids,Wgmiumhxoqabigqddvimnalqfupbcqwznilxrxdjitybzwyavmqcyinyjraptpqntjryxfgmcbtxwc,ecpehdsxoiwhsbfprvaspshapkruueagweknndcjkkagux,United States of America,62.0,M,,Sajsagj,NJ
zok8548,2936931.0,Pgvzxtchumensld,j,673.0,zokrplot,3.0,Las Vegas Sands,1-197-481-0306,El Monte,Rmxlvyhehyaarqvcgvfaihoifapebjgmgkhopasg,alsggta,United States of America,88.0,D,f,nqmtv,MO
oqa8549,2245050.0,kartevabbushhvyuqxl,q,336.0,oqajmf,4.0,Corn Products International,1-381-354-2506,Lafayette,Wfusiyndxtvl,gqhvzshybeysjmxkxxrmjk,United States of America,41.0,S,,ebcknzmvowyp,DC
YIB8550,3280943.0,Bremxoouunmn,,791.0,YIBJQYYJXJNKLWUPZVRMGYK,1.0,,,Frederick,Eqlfrlfe,Rdezxkzvdsapmzcsubeynoefwhrd,United States of America,9.0,M,,xagkfrlhb,SD
Csu8551,2927688.0,BBPAJBBWDGSLGNLUECEKBGVITLXLK,P,414.0,Csubnjxydykciuqc,0.0,Energizer Holdings,1-342-322-3904,Columbus,Gfuptxdedbtobreekytbrcenygb,Sylrcvmjnwwrftbboqurittzepowqbmxvkxztlsjhzfzucnnxsuexeidobefhyz,United States of America,54.0,U,,Vmknjokvjav,VT
kim8552,1585088.0,Atbttwxmlpydydlgkzptzieeq,N,828.0,kimucpzclwjeafplg,3.0,Cliffs Natural Resources,1-656-561-4641,Shreveport,ABQOZYG,Wglasftkcmigytqtzafsyiryevvlnhjnnjlxjkxvyrifdyhodi,Canada,80.0,U,,DWEJBF,WY
Wnh8553,999428.0,tblpo,t,,Wnhusjzilytipwhsapzup,,Newell Rubbermaid,1-743-541-4240,Pittsburgh,,ztbppudfvmzbamvobwqeagweggqqniwcxcofwkjiiekgbsmfvziottergvbjmdajezvu,Canada,85.0,M,,,TN
qlh8554,1627222.0,zdqzceuxodgjsteahs,G,400.0,qlhaqflseebcpyeqjtyquhqvodost,3.0,Merck,1-469-238-3881,Lexington,Dekryeuzykuexepcaxksbsmizilsmmdfbxopp,FGYAAEZFXCESJHJKAHHSHSVLBQLCIVWDADCNDEAOVBZEAQRUDOAJAIZXVJFZMROWWGTD,Canada,62.0,W,m,QLGASQVWG,VT
Nwo8555,3135975.0,Wysajcesxieiaxtktnweoswtmw,A,839.0,Nwoywjci,3.0,Airgas,1-867-437-4595,Salinas,NVRKENCAQYHDA,Kajcvjjldsvlnnswoapbqwjmhkzxegrqdfbagwiubvgiuohmst,United States of America,95.0,D,m,Ntrqnv,FL
Xot8556,3765659.0,Seymiptdtgbgfxsmqyefqropykgch,G,420.0,Xotktdwbgvbdbaxrvtjyrt,5.0,NuStar Energy,,New Haven,Rvakiyqvkuolxii,Khirkpuglbanizwvhufmkmrpvzgtshtoivu,United States of America,13.0,U,,HGCTRX,NV
MTA8557,1001954.0,HJTRWODWOZRIWMMIBSUCOFHCDL,,333.0,MTAKNDK,5.0,Wesco International,1-187-926-5632,London,Xlymradocrvgvamhoyw,LBAJQBNXOYEWKWATFECNFXSZTUBABYBPRFFTDKLSIBEAGMI,United States of America,83.0,D,,qkvrguii,MA
KSL8558,1697540.0,Qpdtilvoszrxevpmamgxdjvlysinco,,,KSLAFK,0.0,AK Steel Holding,1-387-972-7066,Norfolk,Pspixxkkfuhxooqiwwcemxxaageryikbuliax,Yaocyhvtfjawxpuhfndhreydwjeqgaklyjrojqmzofflvahwrwqorlkvbteunsvicwjwyzwverkrkrd,United States of America,90.0,S,,fbfpkpbomam,MD
ecg8559,,QMNEAIIPBLGLPBOPPSODKZQORKWRJG,S,592.0,ecggghuxswncysqicjfhmzlddirb,3.0,Pepco Holdings,1-793-290-9018,Charleston,COJRWTQWEHDUWNKLHMCVSHXAODNDKLWCEW,Pbcyudtgeobvuqorwevxbehcbwjrjcwovimhcxkqksioteagjamrhovvcog,United States of America,50.0,M,P,Xrrva,IL
Cih8560,1665028.0,Kdcvelccatjn,,324.0,Cihrvlwhapmk,1.0,AK Steel Holding,1-473-480-3832,Miami,avsxziewqgnkzumosqadsvsrjowatinpfbhb,Dpvdwrqyixbiyfsxgelttnhlcgllknouvvlsvjxgmgktbndneqskzdrjofcw,Canada,16.0,S,,THJHIGY,RI
mjj8561,605814.0,Iptpgwkoqaevrmodoiwvkbdo,F,590.0,mjjgwtnwzyoqhjdfyltdkufrwsj,1.0,,1-402-693-0317,Moncton,bcrlpfinpansegjmbiowerdvtumnxldiodtzbtmpxduwowqsubfcwsydbzh,QVRIWPNEEPUXHEMLCQNNPWVHLFPMTORZMZQLJOUCLYBTMNPPUPZEFOPHOVKLXXAHAGRVAUISJDPIETL,United States of America,49.0,S,,Cuqovkg,AZ
njc8562,499139.0,Rxcrn,,749.0,njcnmidjbrkxbkqq,5.0,Sentry Insurance Group,1-815-588-2954,Brownsville,GPFDSDVTZSRZBWFUCYSFWSBHVHLPLWDSETGVVKPNOLHXMPYVCGVXZSDM,Elsjgduszxnjulsaaholljctlhmkmltujqlh,United States of America,4.0,U,,,NE
QBV8563,,ADERUOCDASHYJYECZZMJYETXJLCDV,,831.0,QBVKPJQOOSJZXB,4.0,Verso Paper,1-881-587-7928,San Antonio,Xjlbenrpuut,Gtppvjanipziagbcbfyvksmpkyvejwatqgcfvbdlffckynqckwgonmqfecebgjfcwn,Canada,9.0,M,,nllofj,MA
zlq8564,2020749.0,ZQYSEHKLCEJWFSZFDRUTMTBU,,394.0,zlqkfshhrdliouwsou,3.0,Corn Products International,1-985-476-1908,Shreveport,tcgsxqcyqodmcjxfmuietcxwkdsmbrppfftzrjrcaxrygcbytgcayskkarietubgfsxojduskpvxrrpi,Niiqqyabjikpjzdeupnfvupepdnwydmsyotwbfzfokodxghejrmxwvq,Canada,66.0,M,M,Lskmzmv,AK
JKJ8565,3158622.0,Gxfbuulujhfimnzoukfykdeyyqus,E,743.0,JKJIIEFH,1.0,Olin,1-175-452-9105,Santa Ana,Neanvbz,Hropreyneciazivxzueuaptfydojvdfsdknspngeiynwbpcujezpwkc,Canada,,U,f,Dioiqat,ND
VQN8566,2571398.0,FCNFUEGJN,I,492.0,VQNTPVPJYPVFX,3.0,Hasbro,1-398-474-1552,Fremont,Fddgkqaqgwvgebeojvssxeh,DDQYPSLWDQJYLRWJMNXLJYWMGZAPSIFSCYBSXHRQBTHKHRJBGDOPSQV,United States of America,7.0,M,F,Ywkdvdozoel,Newfoundland
Vtc8567,2385565.0,OFENIAWVZLXNXZKEPJKUMOVI,,708.0,Vtcsb,0.0,Commercial Metals,1-709-908-2801,St. Louis,ARYDYNRDICQCFAPIPHKKITRJBD,lsysoem,United States of America,,U,,Btilb,NJ
MKK8568,,tbsiydhmznw,,311.0,MKKUYRYRLIXWYFWRVXA,0.0,Micron Technology,1-271-675-2972,Saskatoon,ZBOJSZFDTNYCJYGFYYDUSUSZHTRFEXWABPBUQYAOLOUFFWXBOMDHMVEVTVZJFOOPPPQTEYIN,SNCMSIVZWWOLKURMZDDWKRNSPDGILFGGGXTKAUPPKXLQTHJJLSNVMNEYWOPHSLTZT,United States of America,35.0,S,f,xivahzjmmlpv,WY
Uhr8569,3807560.0,Usfapkdk,,559.0,Uhrzstnepyqslz,3.0,DST Systems,1-027-611-2308,Coral Springs,Akgaatjjnnbygkfbirrfvamke,NTEPIFYEPAICATLEXTGDIV,Canada,92.0,M,m,MULUBOIHTSW,NY
Syo8570,994608.0,Hsjdnkedqmclpgr,,348.0,Syolpcchbnnnml,4.0,Land O'Lakes,1-121-205-6501,Washington,Gmjmmdccjjcbliuionlhwdoxbcjzhgywmn,pmttctfgsnk,United States of America,58.0,U,,Xjmtvwpak,PA
amb8571,1090133.0,PUXFIIE,c,646.0,ambyxohankbkebrqxzu,0.0,Aetna,1-568-283-3625,Overland Park,Wzdeyelfwtmvdffkismccxuwihmlfvzjbuakamxtxmmvyjbkruriazblyv,KODKYFKTANNJEGEQPXPINCESIHBVKMYJYVDQHJOONSLTHBNVGXJUAZGIMLQJTZPBDQA,United States of America,65.0,W,,xydddfe,WI
Yap8572,2069203.0,Czpwplfnkv,,389.0,Yapjempcfzacaugjpubatawxkcl,3.0,,1-018-937-8589,Fremont,Vkxjwussqrtlzdnnodnoqikyesfaiwvfzatkjtjfoctqrgi,umttf,United States of America,82.0,W,,hbkgxv,Alberta
QEF8573,3584493.0,Evrnxsyfeoqtqoaijsertuddqgmbwe,b,519.0,QEFZICFPPMRLMAR,4.0,W.R. Grace,1-501-261-4606,Lakewood,Icuorhzdeshfmxwxoinxdiitxllqdhgafdcftwelikphforuqkzxwjdlderneifnlkjrrehracvhplwv,PHSZOFZKPTPSCVYKRVFUBFMDUIWPIOSRADCKHQUPJXXBPICWZMLEFJWKISKA,United States of America,3.0,U,,Vkabatduveh,HI
YQM8574,825011.0,Ukezeootnuvgkpqtidaznd,l,329.0,YQMTTLTB,0.0,Oil States International,1-528-718-4757,Yellow Knife,yuyvssjbiwiaseblggqoiyakramwmvodliswdsgzsgvvplnlteqtspudu,Jfcaxxfwaqkrjrqxwluxuswkarsfwbwbtrycjmhcanwd,United States of America,31.0,U,,qpoqosz,New Brunswick
FMY8575,2164663.0,cruejrwztwnpimv,,677.0,FMYBPDFSW,3.0,Equifax,1-952-654-9818,Iqaluit,WCNNDFEKPVQLBL,Vebstesipqirciyjkyhiojgfilirtpbslfjhpcwicdabxkk,United States of America,21.0,W,M,bidjtjddi,IL
PSI8576,,EPTGOEDABWJPSCC,,694.0,PSIFYZNKZSKPGWECNXAQAPELQAIXNL,2.0,Harrah's Entertainment,1-749-733-4725,Orlando,Poniesfplzibkktkquuusxhmyuviyqttligamauyqqvwtqplvodkpwjuqxoe,pbqnthbpaubjxjpfrqshbnkoxqcltnfohkbabyqpmcxfrngdljurbtctqfyrdjgnsubddcalujvi,Canada,37.0,U,,TQGGH,MD
Iet8577,1833295.0,Gogvpnwkixshosjzujx,,415.0,Ietggpumtcfowprporofoyafhhuc,5.0,Amkor Technology,1-868-652-6057,Yellow Knife,Ljxrbbnpjkfqeokbqwattosjebpyxivmyvcizeandrrjojs,bghfdxsmujosdynupxjwtvaveucuqwvsxfupsgry,United States of America,99.0,M,m,RXEJGXQBRW,VT
