prospect_gncd,prospect_ct,prospect_ddrssln2,prospect_crdtrtng,prospect_wnrrntflg,prospect_ncm,prospect_frstnm,prospect_nmbrchldrn,prospect_ntwrth,prospect_mddlntl,prospect_mplr,prospect_cntr,prospect_phn,prospect_nmbrcrs,prospect_mrtlstts,prospect_g,prospect_nmbrcrdtcrds
Dzs12001,Santa Clara,Mjrcfvodvzxgashcwcosdhzuvavtcxqmqvqbdoytppdkutaaiipphiadmcvovn,588.0,O,378262.0,vlpcgfwzxcca,1.0,3453701.0,,Tellabs,United States of America,1-395-009-6792,3.0,S,36.0,6.0
TAL12002,St. Catharines,BEZCMXDZURARTFZQZDCTILERRFWUMXADZZVFJZNDKLLLUOSVXYSVUDBMILNDOFASDFRVW,664.0,O,65669.0,strklgvrjchumsq,4.0,3452555.0,n,KBR,Canada,1-978-825-6585,1.0,W,81.0,
HCO12003,Hay River,syvekxjlbrjyoreijfkiwwcmmnlyfmtfg,311.0,O,269457.0,Itujwua,2.0,3369536.0,,Universal Forest Products,Canada,1-714-838-1268,1.0,M,71.0,10.0
SHN12004,Montreal,Fnfvjdhgoqqarwykgwkdqdlgvmwmouvgrcmjgmndsevaunwsgnefbnskgldpokkzpcopqbdxovzxqwr,593.0,O,423487.0,Mkftzxpzychm,2.0,3817681.0,N,Nationwide,United States of America,1-781-476-7042,2.0,U,46.0,4.0
Ggw12005,Frederick,Hfmmvcyvufqukecblrbqs,582.0,R,279315.0,GKIBOKWMATAOCZOBBE,4.0,2615462.0,u,Pilgrim's Pride,United States of America,,2.0,M,60.0,2.0
Oqu12006,Fullerton,Tzxrodwsjsncgdycnzqoovxiqinptmbmpumfcjbcsxaedhyslocjfqdzcjeuapyuzhnxwpxxijevtppj,436.0,O,222598.0,VCHABCMQMBR,5.0,2756513.0,J,R.R. Donnelley & Sons,Canada,1-503-999-4146,4.0,U,78.0,4.0
BZZ12007,Ann Arbor,BDALOCBDEJLGCHSCIJEOVEGPYWDMCFZJRCSRQFTBXSKRMXMXBEMQEYOIDHQZPKMRYHBNLIRZAQJTYE,590.0,O,100939.0,Fmrcmmryixizdjaooxfjxysvai,4.0,3020123.0,y,Cincinnati Financial,United States of America,1-236-363-3466,1.0,W,49.0,9.0
FRN12008,Sioux Falls,Djohrnqvohfilavugejmogngqbjapkcsfpkwkjqguqitpptphjm,460.0,R,201488.0,CDEQWTSDBNYV,2.0,2657703.0,P,Herman Miller,United States of America,1-506-661-3262,5.0,M,59.0,10.0
Jai12009,Moreno Valley,kvmmahbuwxdiykmdnasnmlvonqyxnmfdkpplcairmraqqqsjohxpmbsgpbbry,848.0,U,107353.0,abwtgwwqhcqnpcxpmc,4.0,2379415.0,,Cinemark Holdings,United States of America,1-614-719-2021,3.0,M,79.0,7.0
Vrt12010,Omaha,JUQSRNIZFUNRCXWJMGWCRWGN,588.0,O,353544.0,flrwlkbykeoor,2.0,3966241.0,,Domtar,Canada,1-022-356-0935,3.0,U,2.0,3.0
Suk12011,Ottawa,twiqnkpzjztlqtfqlfxcymblkacatpspdljp,689.0,O,34585.0,dunmjofblgjytvhrcodhzvgijues,5.0,2654648.0,R,Duke Energy,United States of America,1-331-399-1690,1.0,U,25.0,1.0
Xyi12012,Mesa,FPASPXAMYDFBWATEXQDNMCOWJK,395.0,O,,YUJXOBTTPRCASZVT,3.0,419632.0,,Halliburton,Canada,1-895-980-7489,3.0,S,59.0,2.0
xhd12013,Denver,GCSJCTPRGCIQNGQRLVGJXYCZDCWUYZTCFALRSVZOVGEEBTHNDAWYSJZSIOQ,797.0,O,350393.0,kvdljqxcckomterhbnw,1.0,1301842.0,,Abercrombie & Fitch,United States of America,1-144-999-6694,2.0,S,49.0,8.0
Rgc12014,Bellevue,uxzqpyuonetsivjcietisjyfmejwzdquxivfmwcjvhhzandpgjrghjgxpwtioqqqrjywes,529.0,U,417094.0,Osmyxmxxfsoyfvdduibgcmzfq,1.0,481470.0,,Ryder System,United States of America,1-219-277-0026,5.0,M,18.0,
Xxq12015,Tulsa,Evmgvijfohpah,580.0,R,294546.0,ommmrvfsffeaxdvwzyi,3.0,3684091.0,,Alaska Air Group,United States of America,1-836-145-9690,1.0,U,62.0,10.0
Sli12016,Tallahassee,UGPTOLCBXSFFVMWRVXIMCMASSPQLDLMXINEUMGAPDEIBFUKTVZXYYXOGLQSCGFRCAJRVVCNFJE,845.0,O,253222.0,Rmlxoxbhvqsyhlvlvwgwnyfbotdc,0.0,,E,3M,Canada,1-749-124-4105,0.0,U,70.0,6.0
btg12017,Alexandria,Oztgrafnhwzloxicdywseutwzznepdyaacrrbesxniuxjxhhorjtscopdqakquuzkxfwraeilark,564.0,O,399797.0,Ejbladspikdbxhskwr,2.0,3277202.0,,SPX,United States of America,1-414-052-5758,2.0,M,44.0,3.0
Rek12018,Inglewood,GTTUNKGMRVXSLKPSHKS,832.0,,387122.0,vlomsbrrnqekejwmrusbvivr,2.0,2396764.0,,Great Plains Energy,United States of America,1-496-625-1819,1.0,S,62.0,5.0
Tcm12019,Grand Rapids,,665.0,O,48184.0,rytapyzbyupoindowtmborxgqnpxuz,2.0,3139821.0,R,Benchmark Electronics,Canada,1-814-392-7072,0.0,S,76.0,9.0
Lnx12020,Grand Prairie,UZYRGDQYBDIYLN,541.0,O,309541.0,Yposdmdskfqypbqapmmxxuduajepp,1.0,3764224.0,,New York Times,Canada,1-496-144-7999,0.0,U,20.0,4.0
ujv12021,Iqaluit,OBLFLLCKZKOSHGMLWACVXPTLGYVFHWLMGFSRQXKCDFEXVYBMWH,774.0,O,402932.0,Ylqmiiqkljivvgmzenc,3.0,3420563.0,,Manitowoc,United States of America,1-242-354-2074,5.0,,98.0,9.0
Mdy12022,Corpus Christi,Pejnldjqrdonlpdaxjpjewuzrzuxzphnkkzsaqyxnemakb,777.0,R,,VJWQJB,,725379.0,,Hub Group,United States of America,1-869-361-7522,2.0,M,18.0,10.0
Bkw12023,Orlando,fgcjjmtmgjiharpopwwkepdcylvauvdytygjsxemfvjikmumwoj,492.0,U,346945.0,LRJNPNJES,2.0,3069838.0,,United Technologies,United States of America,1-124-884-9170,0.0,,59.0,
Khb12024,Amarillo,Ujppldfwrz,698.0,U,490357.0,Fqfpcrwsji,2.0,547362.0,T,Advance Auto Parts,United States of America,,2.0,S,86.0,7.0
GNF12025,Fargo,,645.0,O,432260.0,Pxvvutnrgrrf,5.0,907349.0,m,Harman International Ind.,Canada,1-560-452-5928,,,98.0,4.0
RVM12026,Wichita,obiyhdkrwgbylzzdhjhoxtzyrosuibzsvfqbsyxjwxzebamqfmru,462.0,O,205619.0,QBNCJJEESFECBSZJA,2.0,112328.0,,KAR Holdings,United States of America,1-724-652-0603,1.0,M,16.0,7.0
BPI12027,Santa Ana,jdpzumogisxqckhsslfzzujoxrrnozyqrlrnrspdcxurusshvvtiwme,670.0,O,81645.0,Puiruojq,0.0,499530.0,P,CH2M Hill,United States of America,1-340-586-8329,2.0,W,77.0,5.0
Rha12028,Kitchener,Wezkfxgjbfclhwiwpjkmegxkfxjgvwdqmcotjjxyekzbrmzolzemaprzfkourhtfgdvoosq,487.0,R,175604.0,nrbljpbleewoz,2.0,,N,Norfolk Southern,United States of America,1-968-671-4065,3.0,M,94.0,1.0
Vpp12029,Topeka,Faoeeobw,430.0,R,498354.0,Mlxywpxiypkcdczdtllmhzl,2.0,1400686.0,,AMR,United States of America,1-361-100-5701,4.0,S,0.0,1.0
evf12030,Overland Park,Gbzlizuhoueiwzvh,784.0,O,302897.0,Pitvvuwecdwxgzf,3.0,2360105.0,,New York Times,United States of America,1-994-982-7430,2.0,M,38.0,4.0
KWD12031,Nashville,Mglvraczyikwmnjtkxbefmglzsozwvwbp,327.0,O,140555.0,TVWPHWJRIEHANZ,0.0,3268603.0,P,Mosaic,United States of America,1-501-078-1236,5.0,M,40.0,5.0
Ksy12032,Escondido,lqrgtgwsbhkhvxpctcvveblmwtqcvjerhe,788.0,O,294774.0,Bmwvnbekxkxcshs,5.0,2706821.0,,Dynegy,United States of America,1-058-180-2847,2.0,D,8.0,7.0
HTJ12033,St. Petersburg,Clgspsvchhengxvsruakdxshkpjlnaraawjzazzqagcb,523.0,O,177549.0,Maqlmtytxurp,4.0,2070917.0,S,Discover Financial Services,United States of America,1-580-544-4132,4.0,M,82.0,8.0
Vgv12034,Chesapeake,lxrpovrgwiioydrtvngtzxulskbcmeiodtxncfltcqheu,822.0,O,,Qgqtxjlrpoiowetlpjydh,2.0,,,DST Systems,United States of America,1-392-653-9699,0.0,U,49.0,
lrr12035,Oklahoma City,ftuuvsoiipqiuoibozswbcmvabuvhvsddpadkakacn,753.0,O,211916.0,Xdajlrgpntfjktcikpinfwatwax,5.0,2776020.0,,Corn Products International,United States of America,1-105-415-4610,5.0,M,53.0,3.0
UGK12036,Miami,Ofrjpfluqcsamebbenjhqptvfldcekfapbqejhorgnwenjheufilgaqsrlihapxowhsa,518.0,O,463118.0,Rtjmflhbsvzdjdgycmfifhdw,2.0,,,Progressive,United States of America,1-821-045-4334,0.0,W,92.0,6.0
Khe12037,Garden Grove,,640.0,O,68922.0,Oubmrpk,0.0,1179120.0,U,Dentsply International,Canada,1-288-840-7948,1.0,U,60.0,6.0
qyc12038,Durham,RCQGKBEURJAHZDSMHDSTQKWASZJIERYAFEKGGFQTVEJQXGYSVFSEFTJLWGWMWUSEZLMPSCAPVRHQ,395.0,O,329372.0,USRIAQVLF,5.0,816756.0,,WGL Holdings,Canada,1-172-445-2106,2.0,D,38.0,7.0
Wer12039,Biloxi,LHAVLMZUQBXFVMBXPOXFDGAHSOCZRJLMTHOWGNJDTRSLTOPRTWVVGCPCVJLUBHWMIGTXF,631.0,U,,bgnilycstofwbmtq,,3828649.0,M,CHS,United States of America,1-799-491-3807,4.0,U,89.0,3.0
HSH12040,Chesapeake,Nbsauzndvnhsnwbibdsvnzmdezwilkxyltnblxmmxiyxsr,560.0,O,116273.0,YWDODUKJPE,3.0,,,Cameron International,United States of America,1-964-612-4871,5.0,U,,0.0
Cfk12041,St. Paul,Fspnnapjackialwxpwqhnrzxmvoxfxtqgcuylxddgngdjowlrmxizwmeulgh,518.0,R,143180.0,Frmqhggomwckcazjdkbmw,1.0,2867821.0,,Pentair,United States of America,1-599-011-2388,0.0,S,,
Ffv12042,Toronto,Rymeblgfvqekmpnmguvwgowrpwt,716.0,O,37801.0,reaqzcvypr,1.0,2538298.0,,Oil States International,United States of America,1-925-593-3862,4.0,S,36.0,8.0
VWI12043,Tempe,Rhejutrexbmsoimzgxonsszpiw,395.0,R,78377.0,Fhsqeoukgnjmmkuuxkzlzsgtyymaem,3.0,2717831.0,G,DISH Network,United States of America,1-734-332-5233,,W,12.0,10.0
Kjn12044,Milwaukee,XJNMWPXBSYLJJZPQQMVCYLWB,311.0,O,368445.0,Iqhavu,1.0,371835.0,,Dollar Tree,Canada,1-761-061-0287,4.0,M,21.0,9.0
Jat12045,Austin,VXPHHZCPHPQZGURQ,403.0,O,319955.0,iltnvrgpnlvuxitikkpxgrmgiw,3.0,3137486.0,,Celanese,United States of America,1-489-188-0744,4.0,W,0.0,6.0
CWU12046,Lexington,Npdvdjcczlumjnckojspsysakgindehmhviflolkpnzspdpcixamjipddxiiry,416.0,O,210046.0,Szmqvamxgjrfdgnfttsbiuwotzhusu,1.0,3639841.0,,Air Products & Chemicals,United States of America,1-820-145-2032,1.0,U,99.0,6.0
Aie12047,Allentown,,366.0,O,471643.0,Sjwibne,4.0,239484.0,,Delta Air Lines,Canada,1-310-451-7840,3.0,S,85.0,3.0
BWS12048,Las Vegas,Jhssqyreahlbeccbbrrviuawwicxftfdhqipudajcohokxylddnshvbiuhcdzyvzltxarzmxiqahy,824.0,O,44329.0,Xedhydibkljjzkxhmldmcyfah,2.0,1558005.0,,Bob Evans Farms,United States of America,1-949-154-7756,3.0,S,96.0,5.0
Iar12049,Hilo,Lseyzhdaqoxwxxfvmgpzvscqxwqa,451.0,U,363015.0,DGFKYXDAEWKLYRRIJQ,4.0,2104971.0,,Ryland Group,United States of America,1-820-487-8871,0.0,S,75.0,8.0
ESU12050,Detroit,Kqsfwijoolukembkpgloicmqvohdexleiqemysevqsiuhofyrmxuoicnuaacyuckyj,849.0,,356900.0,Vrkolwddodixptfzfh,0.0,1624018.0,,Discover Financial Services,Canada,1-611-619-6071,2.0,M,57.0,6.0
Cyj12051,San Francisco,Erdbo,302.0,U,333666.0,Tefjrotzakfdezewubejhzudulxi,1.0,1160591.0,s,Live Nation,United States of America,1-706-840-8123,1.0,W,9.0,1.0
phf12052,Scottsdale,Jhjnjymxdoidjacwvfuzv,,U,81635.0,OBMUFLTUQEWPBSWPSQPIKDTQKDLXY,5.0,988729.0,G,Asbury Automotive Group,,1-184-656-2277,0.0,U,29.0,1.0
AXR12053,West Valley,KKUJBQHWRWCKFRCRMACSILTRFZFBAKIAESBOWHTADURSOTFGTCJBRZLYOBSWEBWAAIDGVKTIFCAJZWAH,682.0,O,135773.0,Lctteuowrrwdh,4.0,261755.0,m,Service Corp. International,Canada,1-658-789-9886,5.0,M,61.0,0.0
Tnk12054,Winnipeg,zrycbwujesrjaddmloueqiwwpmpaaq,593.0,O,285579.0,Bxogmagthyfsh,4.0,,z,,United States of America,1-467-565-4941,,W,48.0,7.0
Aee12055,Costa Mesa,Oieggiqeccpikhgitmytnzfiupnzbbyuazkq,548.0,O,401853.0,Wiqcoweldrdidknfkzholpvucm,0.0,3262417.0,,ProLogis,United States of America,1-504-948-8194,2.0,U,70.0,10.0
doo12056,Peoria,Hugnjwnqaruvhncxrmejvlbxgfebbjmbbnvkspsrhbpcagmvjkwxcnkwaccek,790.0,O,381580.0,hbpvaqidnhdvbxfpwnaunrauo,4.0,1380653.0,,Ralcorp Holdings,United States of America,1-136-518-9570,0.0,M,56.0,9.0
Xiy12057,Independence,Qhjzvmopmqrzcxpuojxdssdbzfewndrnhvsascroxhcyapobofqssswckdtwzqfivosr,465.0,O,28479.0,Crlyqolmbxvybxyduphx,5.0,2817481.0,S,MGM Mirage,Canada,1-927-581-3485,2.0,W,52.0,10.0
Vds12058,San Diego,HMBSLYKQLIRKUHMRTHRVISVUQOEAWFXJCQJDLDAFGFHDJY,675.0,O,410941.0,fgppzmbcfxcsbimwodsgessvln,3.0,1253639.0,,Big Lots,United States of America,1-675-504-1420,1.0,U,,1.0
rpz12059,Grand Prairie,Gpkcosqudabbvzfixvagwutlxyeg,667.0,O,57126.0,xzeezjpwslq,4.0,631951.0,x,Levi Strauss,United States of America,1-307-424-8849,4.0,,64.0,4.0
Bpa12060,Sandy,Degenbwp,792.0,O,445132.0,Pxvncuucqccexkxduplxivqhkpts,3.0,495569.0,X,Nike,United States of America,1-047-161-8547,3.0,S,3.0,5.0
Jky12061,Jacksonville,jjbnewotytziwyhnxvgxfozygpvkmiqfnxcljepdsoicklwkpccpze,554.0,O,187594.0,AEGFFCI,4.0,2619727.0,t,,Canada,1-725-622-4835,0.0,U,76.0,3.0
KPD12062,Nashua,wurukfgmlybtqzcoetnxdhxkoievublmqursipxgnkgdzqpowbkqonopkl,708.0,O,169520.0,Syskggxiucikfpcbjvgwyywk,3.0,2501519.0,,Curtiss-Wright,Canada,1-028-332-0434,1.0,M,,0.0
qvk12063,San Jose,Kadsfgtdfavcevbfqdxfifdldivcdyewkemgnkunlknhys,420.0,O,200022.0,Flkqyipikoulssyxxgerwy,2.0,,,Oceaneering International,Canada,1-021-232-3640,0.0,U,89.0,7.0
FNU12064,Las Vegas,ANWQKERLHDBLUHUKJHKNRUOHTVCKZOTYUDPTUAXFUMPSMRTJXNSOSPZDHUSJUKKD,398.0,O,490698.0,Qgxwbcoyalukxiuqwcdwx,1.0,2023978.0,l,WGL Holdings,United States of America,1-212-508-0427,1.0,U,25.0,4.0
Pqj12065,Warwick,sjinvpmmfplmprcxvjrctheg,301.0,O,334103.0,Btnautxihoxcuaanmifgt,1.0,1503555.0,R,Boise Cascade Holdings,United States of America,1-056-263-7953,1.0,D,61.0,9.0
juy12066,San Buenaventura,eirqjvrjrlguftawwpmxcalamcbwpxvskqofjttmblhbrpvuupboqsxrgqufhbwctws,443.0,O,385296.0,ALBHVMM,0.0,1329024.0,H,EOG Resources,United States of America,1-491-836-1364,0.0,M,42.0,4.0
cro12067,Wilmington,oshhhpbdomvovcnhvefombprmynmecnqkzqtratpsrtgrcxivvdtbldvveaslff,733.0,O,489055.0,fjlsc,0.0,2147019.0,T,Merrill Lynch,United States of America,1-503-817-3096,2.0,S,89.0,7.0
Bec12068,San Diego,kwcwpylvfwlpiktivarmoasb,630.0,R,49735.0,bhjocilqbjcnsfvnaqzlcp,0.0,116480.0,,Jones Financial,United States of America,1-137-491-5586,2.0,M,,0.0
Avp12069,Lancaster,rosrlfwdoedrhcyylfjcebrhipqr,519.0,O,63600.0,xilkvfmmyoshwlgmyxnkg,0.0,198527.0,U,Costco Wholesale,United States of America,1-179-146-6448,5.0,S,98.0,10.0
Sze12070,Sandy,Tpleyelkaba,591.0,R,378245.0,Byogwgxbkzuepdkgiecefihugste,0.0,1446183.0,d,Paychex,United States of America,1-688-823-3753,1.0,M,80.0,
DXI12071,Baltimore,Bplvsbjzioglaboshzokvbxogequpibupjf,600.0,U,403840.0,Vzdnsjnzquvtkcxjxndk,5.0,,u,Fidelity National Financial,United States of America,1-209-609-1759,2.0,S,93.0,5.0
MQS12072,Arlington,kaanmewuavhvjjwqdnhjfrwiuyubllzhafmtgzknhgdkxwtfltiknstdu,637.0,U,8510.0,Lqvrhmldpjm,3.0,3103831.0,,,United States of America,1-462-951-3356,2.0,W,44.0,1.0
Sud12073,Worcester,ZUFROOBYSTSVFTNSDTXVFIPOYXCEDCSJFJSLOKFS,835.0,O,104929.0,fdhyimqojwlr,3.0,831140.0,,LandAmerica Financial Group,United States of America,1-249-169-9143,1.0,U,60.0,2.0
hxg12074,Baltimore,DJSGHICEJLCXREKGXNHQTMNUYZCS,762.0,O,491771.0,Qxyvywmsviwinwoqna,3.0,2890900.0,G,Raymond James Financial,United States of America,1-966-521-6366,0.0,M,46.0,10.0
SAX12075,Oshawa,Tvezccfxwdleptmzbrzykgcmilbslr,323.0,O,235726.0,ekqatxaj,5.0,741554.0,e,Graham Packaging,Canada,1-313-166-5744,1.0,W,77.0,6.0
BLN12076,Amarillo,Jnllbmiuvhykuwkweldhlcwufcjxtov,683.0,R,366650.0,vmuqsvpjqteujerenmmzd,5.0,273741.0,C,Liberty Media,United States of America,1-239-812-0303,2.0,S,93.0,4.0
jue12077,Baltimore,Ladcrvvowmddjsjujhoensukoecnfpyhtxzgbbiysxcuivyz,,O,458446.0,lntodokitjheewimy,5.0,3633526.0,i,Domtar,Canada,1-772-321-8838,4.0,W,89.0,9.0
Tmv12078,Hilo,Dcasnazcoqtxoagtzgmhoselqahkwnfnfhkzzekdbcisguwawonkxpeb,409.0,U,434031.0,ybtmwhqeadgvgjwwzrhqz,,506109.0,,BE Aerospace,,1-568-809-0178,0.0,M,25.0,0.0
Jfx12079,Newark,YFEQKGVNDCTWLFWGBZUOYPADDRXLGHCYUQWBMCISTEINXJDKIZXFO,421.0,R,27855.0,wbovfomumtdj,4.0,3177405.0,,Virgin Media,United States of America,1-245-092-4078,2.0,U,1.0,8.0
Nbv12080,Rapid City,Spemcrspbghimdqjsxtenpuaqcjvjexpzhwnuawdynpx,729.0,,49003.0,Fdookivaqxk,3.0,174388.0,y,Southwestern Energy,United States of America,1-608-429-0753,5.0,U,88.0,6.0
VIV12081,Little Rock,Hgyloizsgonuonxlnlldeibuposkhjrtjvasmxhfowcbexobg,738.0,O,220550.0,Qvicswzeiqtzqmlnbscjiygrjezqwy,3.0,523385.0,,Principal Financial,,1-353-448-9364,4.0,M,30.0,9.0
DAO12082,Mount Pearl,qplhfxpomghtlpbfjpfxzvezdjsmataynclapygwggwqmxkvh,444.0,O,148165.0,Ghwrmqiaeusuoiezeo,5.0,619283.0,,AT&T,United States of America,1-137-656-6427,3.0,W,34.0,2.0
Mqn12083,Biloxi,HFOBIKLXQSHPQTSNXQCROSTCYIFBKVI,842.0,O,327660.0,pnhpfujw,1.0,3738211.0,,Electronic Arts,United States of America,1-525-978-4300,0.0,U,20.0,1.0
Mob12084,Anchorage,Scuybhxoopnafzpyjjepqcreeuxwkjktxflofdopyaqbpvvpvfsyskbtvlsxghwfjwjkfoavnmefox,681.0,,376394.0,Kmjvtmi,0.0,684762.0,,Newell Rubbermaid,Canada,1-153-127-0903,4.0,D,16.0,5.0
Btc12085,Lancaster,VQYZLABNOXUFLRLJKMYQGXSEZPEE,803.0,R,422639.0,Hafuei,2.0,3692092.0,C,Neiman Marcus,United States of America,1-362-147-5413,0.0,D,44.0,0.0
IOF12086,Anchorage,GBYGXXJYREQOVCGBM,775.0,O,442900.0,Wgzphfgpdnpoao,4.0,2079207.0,,Scholastic,United States of America,1-662-798-2166,2.0,S,49.0,5.0
ylu12087,Oklahoma City,uandyursxtksjtcycngnidefiqvxh,365.0,O,,Fdkyoapowjkkcv,1.0,615147.0,,AT&T,United States of America,1-343-351-4694,1.0,M,90.0,3.0
Rho12088,Fort Worth,ernjoafvhsuikvilszxzforasipnbevfyfkieiivbjuqwqtpwpnapjoiqoxzvkaecjuawynrf,315.0,O,60340.0,Lrtgcwitaztdkdbkr,4.0,1531950.0,T,Brink's,United States of America,1-153-729-2311,,M,69.0,7.0
Rnr12089,Oklahoma City,Beyrg,537.0,R,368066.0,Zuvvozwfcgqm,1.0,1202261.0,H,AnnTaylor Stores,United States of America,1-287-738-4807,2.0,M,27.0,5.0
DEU12090,Newark,WIZGVQMQTXMSAONWRSTPVWWKIFGA,771.0,O,261456.0,NYYXDUC,1.0,1398254.0,,Coca-Cola,United States of America,1-819-383-4438,0.0,M,43.0,3.0
Bhe12091,Washington,Kqawhgwncwaoszlxpygdvfkja,525.0,O,357972.0,PQQEOBUDQPZIVAIFPYRRTGCZCVGXW,3.0,2454984.0,,Mutual of America Life,United States of America,1-114-304-8619,2.0,M,55.0,5.0
hnu12092,Mesa,Wlngrfxz,552.0,O,211181.0,Wgevdsiajphyz,0.0,3461953.0,,W.R. Berkley,United States of America,,0.0,U,4.0,8.0
Mnx12093,Orlando,QDGEZKELREJMCNLOAUETERVKDCEJODHCEFAEKFJABETXAZZPHMNIYIFKNMAXBMFG,652.0,O,102110.0,ekhacbfspnzlqjhvhsbh,3.0,336115.0,S,W.W. Grainger,United States of America,1-159-204-4586,3.0,M,82.0,
XYY12094,Warwick,Ctwbjpggdkvywrgitjzwrysvmodnoifnlecfgphtngwsgrqpiqwgsfwrync,750.0,O,402797.0,WSQQDYYAQRIZCHBOTPLNKUM,5.0,3734590.0,,Qwest Communications,United States of America,1-151-194-1253,1.0,S,33.0,8.0
Bop12095,Arlington,AXOENJSSVSIRMDHGFUWNCNWQMPSSCAYISUAZUFJWYMRQCH,,O,486476.0,YDQUDSEQCKXYKHOULWWXXDMVSVLW,2.0,3789038.0,P,Micron Technology,United States of America,,2.0,D,,2.0
Dln12096,Fresno,VLVHCAEFTLRIGZGHRBEXMXGVMUUFZMBFATDAK,695.0,R,211187.0,VIPMCMY,4.0,193781.0,V,Brookdale Senior Living,United States of America,1-162-098-2835,3.0,D,70.0,6.0
Rlc12097,Iqaluit,Dteiyjrymjobtdqsgranjnifjmlfqz,488.0,O,295048.0,wqkonw,2.0,3203688.0,d,Ashland,United States of America,1-095-165-7442,4.0,U,44.0,3.0
hyt12098,Charlottetown,llotwoamwchmiyqonatagnelisgpaowavjknuxziqrtinxqawat,656.0,O,465011.0,Kfgte,1.0,2644563.0,,Total System Services,United States of America,1-652-059-0375,0.0,U,72.0,1.0
nda12099,Lancaster,Ukcejmnxnsshbj,517.0,O,19853.0,Yscsztcnxwe,2.0,1103882.0,,Graham Packaging,United States of America,1-270-447-1090,2.0,,76.0,
Bsj12100,Glendale,Ofmhcpvqohqkuuhwtbovsowkhexwppitwahwqwemgxnvgfizbzyiakhokrnsjrzqtjxmmysyu,619.0,O,377472.0,nygjorjvdifrdplelsmbmkbwo,0.0,3947062.0,,JohnsonDiversey,United States of America,1-422-242-3518,3.0,D,74.0,0.0
Mep12101,Nashua,Jhxzfeiyiffjcgfohsrgktuukaqdjt,806.0,O,87006.0,ZJOPPEMUBERYNOTSMGOCZOJLWIUWTU,5.0,3589946.0,Q,Aventine Renewable Energy,United States of America,1-436-447-4751,2.0,D,94.0,9.0
lyi12102,West Covina,YSCDVFAWT,662.0,,108596.0,Fpulupmrbmplfxqjxkos,3.0,737458.0,p,Fastenal,United States of America,1-418-331-8748,5.0,D,69.0,2.0
Eme12103,Lubbock,cvawoddlmcuibjkly,592.0,O,469487.0,Gziuauvqyaoduje,0.0,30680.0,I,J.C. Penney,United States of America,1-885-396-6080,4.0,U,73.0,3.0
Ail12104,Grand Rapids,hnphebxfkpreygkkxbebwbrgakcxpiortpm,728.0,O,208073.0,ooktddvuaxdwcya,0.0,907610.0,,Calpine,United States of America,1-990-933-7493,5.0,D,43.0,1.0
BCM12105,Syracuse,Sdqjuaaeouzohuuuprhqabarbxlrryqvwilzifqvwpsuuuyovibizuusmvigcgwgfhijjlmiwvhhaqr,723.0,O,91193.0,Oddjwpkugtasezynmkz,3.0,1478950.0,,Bank of New York Mellon Corp.,United States of America,1-818-476-1021,3.0,D,16.0,4.0
Qij12106,Iqaluit,YIZPPSXDJIPALKYXTQOIVTMAJZJZALNSIOWDNCDMMKCDCHIFXOYALDVMKXDBKLGECELQURCO,731.0,O,211527.0,Mgxgjxmxtfp,5.0,1690810.0,,Burlington Northern Santa Fe,United States of America,1-202-792-7846,0.0,S,80.0,3.0
Sgf12107,Bismarck,WANFCGL,730.0,O,235753.0,MXJTDLDTJFROGXXCDOUHKMH,1.0,1038993.0,x,WellPoint,,1-514-726-0237,5.0,M,41.0,4.0
DXP12108,Washington,CHPQFNSROQPIYSCIXEQNWKKUYBYUEUPJRVBZKBHIQPYEO,596.0,R,170455.0,Dwfsjvnmdxntbpksjgwvfxofjiupgu,3.0,3752227.0,x,Northeast Utilities,United States of America,1-340-944-1412,5.0,M,20.0,4.0
XLV12109,Lexington,,399.0,O,145029.0,OZUSPESUSMTZIPTXSXQINKXLKOZBA,2.0,2908703.0,,Armstrong World Industries,United States of America,1-218-687-1024,2.0,M,34.0,2.0
SZT12110,Hartford,Ztgfjkfjnefncdxdflnnzrmlafpwsmz,596.0,O,376036.0,amsdsltylxikmedybz,5.0,1970886.0,,Pool,,1-462-254-7430,,D,80.0,0.0
SOP12111,Richmond,YTFGAEDNDFFGTYYRCHQSVIYSLEISDPOCSMJDQYONORWIJQIRMAHB,391.0,R,148327.0,fwsldqhawbkanbtakaxymotoybmj,,2432203.0,,DRS Technologies,United States of America,1-574-952-0150,3.0,M,68.0,5.0
Mkg12112,Plano,Xyosbngmatpapxpulvqukquiznncotszuyaaqmyukiwipyaj,534.0,R,37769.0,Xsshhyydcovyhfjcgdbpgkhmg,5.0,2842485.0,,Bon-Ton Stores,United States of America,1-631-620-6420,1.0,M,14.0,4.0
Gvy12113,Knoxville,Uqdkkgfyqisczdfm,617.0,R,283863.0,Jswjfuvtkxn,5.0,2546571.0,h,Leggett & Platt,Canada,1-740-703-9223,1.0,M,72.0,2.0
SIW12114,Macon,PFTGUGNEWGJSBOKWZIESHEXOOHPTIJXHHXWYBNVKWVALSFWEXOXCONRGWXT,328.0,O,337519.0,zfmmlbikw,4.0,3261879.0,,Brightpoint,United States of America,1-206-874-4326,2.0,M,78.0,6.0
QWG12115,Wichita,Hoidqfufff,833.0,O,467014.0,DYTWHTKOGHQTBADHAHTMOXDZLJM,4.0,322556.0,,CA,United States of America,1-735-773-9256,1.0,M,3.0,7.0
