AgencyID,LastName,State,Phone,Country,OwnOrRentFlag,FirstName,PostalCode,AddressLine1,NumberChildren,AddressLine2,MiddleInitial,Gender,City,Income,NumberCars
Oif5079,pof5qtcbfjxgsdxngknpmrbxndlvxt,DC,1 379 309 2510,UnitedxtarrsogAmerica,R,Lfptsif,Uielxgm,wmxkwonqcnbdsdopu0yokbeerr1zehww,2.0,cdqkgsbythhjlpkvhmmiwjdilwioonmfqiwknhdkbhhqxnxct,,,Rancho Cucamonga,145880.0,1.0
Zel5o80,Z3lxaggdcrgbhdpauxtekkzgvihk,OR,1 447 782 5089,fanada,O,Nuqgtws,Xmclush,h0lhnfemiwxkjmfbmwbmggtyshugynakbajvqyepkf,3.0,kvtjffzqyevad3xggaukshpwuuwhkpzylsnbpiccmlgi7rpkzvsgargaj,,,Saint John,312884.0,2.0
oeq5081,Leqfozjvltkvtgsflbdyfjjen,OR,1 619 509 3702,UnitedStat2aofxm4rica,R,QRLYRoZHPYZNV2XKHhJf,apaubyuobiiv,hqihjkmhyzmnstzjctdkkucgovsbjaeusrxtmhhx7dgmgewupfo7rmxjxmzduxwiusrnwwdkuprj,3.0,zbjodjwvmbo2hqvatcuphnwkehlr,Y,,London,421641.0,5.0
cgf5082,cbfxfstq,NV,1 076 743 3548,UbitedSratesofAme4ixa,O,HgDFNJRsUKO,VgJDSYBEYRX5,0mejmfhngrwyoafjxnvmfgfsyfleofl,3.0,,X,F,Edmonton,142190.0,5.0
Jfu50i3,Jfudssfbuqnsj,Newfiundoand,1 974 731 8603,fanada,U,rttg0sa,D9ntqp,oooskpygnq,1.0,Boujbsobs8qknyz3pbkdvdqhthyjlumqrejkgm2yqadsmmrcllhwacebeoksifoz5,,,Phoenix,409427.0,2.0
Dfh5084,wbylztmpwmlrjdbkjfws,KY,1 459 947 0516,UbitedStates8fAmerlxa,O,ffbxfrilkcurrakue,LcUMMCH,AELE9purXOCOVSVuJzNSJXALYEAJXATP8CGZQQnaJRDFSBOU,2.0,icsregsykggvutqmwrattqpcbuyu1rhwakwjxxfndap7ezfwddurd,Q,F,Burlington,196626.0,0.0
jbh5085,kbhcgrfwcb,FL,1 321 963 1898,UniyedxtstwsofAmerica,R,Eivszrnuznvhxhx0wtboulifojmg,Sulvxr,pCQIH,3.0,rhzcvfuubsmdexeuuhw,,M,Grand Rapids,236778.0,2.0
yen5086,yrjdshzhlrfwdxcaaisa,CA,1 394 931 0670,UnitwdqtxtesofAherica,R,eplvquoglbjc,Rjfkmwfgjtn,Kxtrhugbwukqqsohscpo3dqnfno7vdclqsopotmsvnxiuddkqsza,0.0,vqhqdkbxyfmqkqpxdtbcevmmjmiurjorszgllaasdmthtnmtxrelzuntkfehwdscaufglqodlbj,F,,Syracuse,114595.0,5.0
cbd508y,cbctouuttvy9fkrtklgk,SC,1 693 221 2440,Unitedc4xtecofAmerica,,x2husjggkynuiszabpicwj,Obcuvmt,GEML0TTBXJV7CrDLETYMPHRqCAJThIXKOIxUMI6,3.0,Ddwkxkvkwsybimbiwr,,M,Salt Lake City,,3.0
icw5988,icwgsjfpbcaxtap,IL,1 552 402 4406,UbitwdStxteeofAmerica,O,hjbbfhlkqua,Lojwixpdk,Lhhjwprki2ftkdxuvyojiclcacxrdlmzuvpgm9brmnxrjbiunciagblcyxqudrlanspnhz,2.0,Ncdhphlasdjvhbybpummpimzqjqxghtpoaeutxhceghdaulsvzwpabjqkcp,,f,Miami,184053.0,3.0
Ftb5089,F5bfwrulukrmxokcrjsod,AZ,1 885 828 9947,Un8tedStatesofzhdrica,O,uvmomayjkc8,XMTnCCNEHM4,ottpju2nqelcszixlgwqecvcjgkgfxseqtydkkcckktsimfp,3.0,Jrjjkqsqqzzbcwjcn6sbuufnbyycokpktilabszkaxzonaulhgt6qzqjvfojbqf2cvjehlbsrjpwzhdw,J,M,Allentown,435374.0,2.0
CUX5990,fUXQZ,WY,1 398 077 2256,Unit2dSfateeoeAmerica,O,Celhn0xzgyvxapxrorov,Xtqdojjk,Unincasbmwexdhsrmkclckpyansjslnyglullqgzqdekqzirhcfxitpj9fakdmw,2.0,Cdwkttofcbkl,g,,Richmond,481448.0,5.0
ihl5991,ihlssngbwdf1hwqlusbzmbonknsdb,OH,1 529 843 9741,Ugi53dStwtesofAmerica,O,Moovfgxfxetvhkr,GnBNLPQ,,,Iscqcjowgoikocbrdgrurxl,,,Brownsville,65151.0,4.0
gwi5092,gsiicssl3xyko5osormnk8qrsfvuyk,BditishColunbis,1 238 201 2879,ygjtefStatesofAmerica,U,Mnhkonkrlwgmcrpvu,LNFHZvWbQRK,Oxydwrfnlpsnvmucybjoxvgt,1.0,oeyzoiehvatcdsmzcpaockbanggjqsjxxzakeolgqxiyooivqytmlhfwbajhqrbnkae,a,,San Jose,251866.0,5.0
VKA6093,VKAL6LJ2TMDWFA,NV,1 706 159 7814,,O,Sdijnk,Hm9bqeqez,,2.0,lzanc3pbfmsdbqa,M,,Chattanooga,415797.0,1.0
Wkd5094,W0dvsiwscnmioymqhypmcu,hanitoba,1 200 224 0506,UniredSta4esofAmeridw,R,VZL7XdAoNWXDSuMNADDDGSErPDjJGR,rqvxhajbp,Oygkal,2.0,XTJBSCAIoOt,,f,Cincinnati,99418.0,0.0
9LA5095,ILASFLQEZLUGkNKBIul,RI,1 042 176 4026,UnktesStatesifAherica,R,gxhxrsbslbnhrtdkedeccrsdjupx,BCMcNLV,yqjistcxsgbonsuoykt3xex6zc,2.0,Y3PsXRTGeZR8OQCJVBkUIHNDPBBPVlW,,f,Charlotte,386724.0,5.0
tLV5096,ykVhFIW1XPWUDTQLSGQMZJ,ID,1 517 772 7561,Cahada,R,Uwbnepib,Lgkjfp,TLKANTZCMvALLJYAADGBUIZOoBTWyXOdLCrhMxUGUEEiBVWUzGm9ZCGULRLNECTCIrCGmqQS,4.0,,d,f,Vancouver,31710.0,4.0
Zpp50o7,Zppktsvbytxxbexob3jyxdjx,Mani4oba,1 991 496 5140,jnitedStztesoesmerica,,jfdriptjiieqm5oovuhaxywrchp,HQDSNK0XjHFD,xNDxYSAfhHYNHLXGMXDUMUYRxQE,3.0,bhypqtuoklrslsloulwfjaopikwyqxnhyujxlktxfmrajfqsvwkucrpktwfo,g,,Wilmington,444209.0,5.0
Oqt5098,pstooysyoktxdklibqi,AL,1 692 958 2225,UnotedqtaresofAmerlca,O,aze0qmxsxgztvkzvoqdwqnyqqxsfi,nxufhmrgr,Y9WOXDYyLXWAjTGJPXkKKvVEW,2.0,qrgujx3ogrntwsinnqkzadfohwmtckzwkolgiumsnj6cflaivajweilgcyrdeorm,V,m,Greensboro,482124.0,4.0
Ltr50o9,Ltr6yomnl,MA,1 530 130 0384,ynigedStagesofAmerida,O,Dsny5pcdsoctahaflvpg,snbzg,,3.0,ioohyuewkzuagzeujsvxfhdjkuglxmvkmgn,U,,Mesa,25999.0,4.0
HOf5100,HODINDwsHfRLXGB,KY,1 705 703 6204,yniteddtatssobAmerica,O,kNPDSMAWHLEHlX,Xuyrjb,Mhjmmfgoqfwwundfjawgygsjjivhjxojc0uz,1.0,pacokzyuboyrhacnuihod6jzzuxgtudk0aduapuwyjecisvlaq,O,M,San Bernardino,271280.0,0.0
Yws5101,Ywdqxdcttmdaeb2ihcm,PrihceErwarwIsland,1 985 222 7313,UhitedStagesofAmegics,O,iidhenif1uvbj0haxthgvbjnkg,Dgkncg6seb,,0.0,eolqlviqxrpkbvjpuwqfvbdprfxobexh5xcp6ecyvhtiqnlsgeaqbysetpvdrhbuhykqdwhiok0ikigx,o,,Columbus,181447.0,4.0
fnx5w02,fjxwve,WY,1 274 571 4111,UnitrdStat4sofAmetlca,O,lawixpskolzxjjakz,Ubmxob,Meitkqdgumckxxkgbviyaxoflrpkdw,4.0,Fjxvwtrxwlpehtrlbvnpfgxldsfrfwyjkjleozxjfgbxvioqypcpkybdxheuj,N,m,Bellevue,136464.0,1.0
k3k5103,jwkwnur0awkfwux,MA,1 435 252 6867,Unitedztatdsofwm3rica,,Uojposk,Inoaq,epnvouqxly9egxenbgnbwsqxrucbpdcqotkpurun,2.0,Aqnqpihgdxzsbypwfstpku0gakuwvf5uaaqntyuvxtph6vyossuowgakb,q,M,Lancaster,471679.0,3.0
Goc5104,Goxmrtlrsnzruneysn,DC,1 414 657 0051,init3dStatdsodAmerica,O,egrilqhdfyzouwdsslguwhmh,,RZG9UODNBXwAUWO3AMKPXvLUWOHBjHCWZGAQJfwI4XD,4.0,ziy5tbmhgtgnjxhvihqeoaxryqxudqbufbmznnlyoepdbflhsb,l,M,Lafayette,341244.0,3.0
Vnh5106,Vnh7w,SD,1 935 676 2738,UmltedSta6esofAkerica,O,Tnskzryphsjyerhrsbxg9j7ump,Imobxbvkne,ekcswgqgekyyjvmlxzpofcucemzhtf0hwocksw5hxcwgkbmwllufoogvjnhcamvfhn,1.0,hastelxwacoofkdtryczebaktlccnxgikzcabyjpovyop,b,F,Tucson,230890.0,1.0
OQG51o6,OQGHMVMFNOTOBlYWMhl,MO,1 560 401 0641,xanada,O,Ickogcfge6ntsnnpcyfnohyu,g8ydxdwdorrn,EYJGKZDnHIJjZVgSOTADPKCv,4.0,Jgodszgzeznljvazdsmwgowasssbwvkvrqqhwmfphwmsdikjrldchgzhrnoql2xflpbuirszqxkzxhy,,,Anaheim,208063.0,5.0
VVY5197,gVuAGsSUAOLAFQZkNYRDIUR,MD,1 679 382 8204,Unitedxtatwsofqmericz,O,Mjgurzhzluimoprk,Dtklnx,,0.0,cinvwiblvpbakb,,,Quebec,,4.0
Cpcr108,Cpxhscleepzijoufc,MN,1 925 385 6152,UnuteddtatrsofAmer9ca,R,apcerngw,nikelywmkzpe,Dspul1uuefeuhgogoegmcpwmhmoiq3xcsgyemeemlfhhtikosyhhqx2g,2.0,maaondsuphvcm4chs,R,,San Diego,121135.0,0.0
IJA5w09,IJARKFD5ZSdIIP,OH,1 054 584 3852,UnitedSrates8fAj3rica,O,nafc4hdlot,Puwxbsizes,iMNGAAOcKRFMYAsGVDWwYVFC,0.0,wpogffvtvboepogwbksdghkbgmlmkpvvhsvq,,F,Birmingham,275132.0,0.0
aem5110,Zemh1abiqpobhcslnogsmdoc,VA,1 386 793 5401,Uhitedq4atesofAjerica,R,ucsaqribftbhcodrbaygxgeots,Hpthv,Popgihmn4xisapdpinidawhbmayblrkyfgnwudjgj0gxvffummrouorz,3.0,8FGMhZODGIEYNKEEuVQYRtD,q,F,Oshawa,466577.0,2.0
vmf5111,vmgzpdsudlcwwzhxcnmfvirmuir,KY,1 516 003 6421,UnitedctatecofAmf4ica,O,Jamklqnegnnkaqegohopnjclyo,BUJgMG6BBWNZ,Tifzgfroqdopfpidumkeobzteapacesskzfnhxq6w4lp,2.0,snpyfbhrcjvyjmpyezwtrsm6jqlk3vlwy6vbgegt,,,Eugene,185112.0,4.0
TSB5w12,TSBJTjJQ4OCFUUTvEgXKkAFCQQ,VA,1 686 581 1231,Unitedwtatesocskerica,R,tjjqvia2xynnmmfnnhgsao,Qnfpxyw,Avfyenayptgw,2.0,Xrjbjgjlkkhkxchzxrhtmefoizgie3jgwilbnm3hdrfugvzrdnnuzdfuwedphyhlhjsftsm,,,Anaheim,,2.0
RFE511e,RF2HDTYAO,MO,1 741 076 1443,jnitwdStatespbAmerica,O,awpalgghdrcq,kmpntj,Hqofsxhepszjh,1.0,,,,Charlotte,225932.0,2.0
Mfs5114,Mfxpnyt1utknlkfwdeaxjkcc,ID,1 611 170 2090,Umitedzta5eslfAmerica,U,QWERLkwKELTeTPCEUD,Fjpkhoy,J9szhuafwznbqsgymjt0rzrgmfviyvlrfvwkkqgtabammgpsdjtbvsingn3zarsjnjasc2guqn,2.0,Ibqmrtvygqzyg8h,,,Anchorage,484272.0,0.0
Sbs511t,Sbsgxflw1ozknda,DC,1 328 299 6456,UbitdvStatesofxmerica,R,nHQEYTGB,xdcqevcvmwn,SPQuiF4SFTQuTFJCRGMFOZSTAs,2.0,Tsursshfbj90ldgukkxpsalzcvaghdoepzbgomcgnlkuredpgvne,u,F,Lafayette,151795.0,4.0
PV45116,PVEHUCXPSNnDPObVT2yILRHK,Alberha,1 456 776 6600,ynjtddStat3sofAmerica,U,JMCWILVBNyGUI8,JAHFCsNNV,Wfgstdgmgqhddsxkkntaaxdjigumdkzuhqkctojfvokctiyojwvmdqe,1.0,soyqnuyefe7leiomsnxxaddwyhpkzxjfbnjmdj,,,Henderson,422433.0,0.0
Vxb5117,cxjbvkdojdlonlkwoycu,WY,1 341 172 9657,UbitedStatesocAm2ricz,O,xhgvvolzmevrvdcsgwojndgq,svhlkjm,,2.0,SETFBEMOoFCgfYZOUOVEzNTSwLgVTVGJQSHnHP,,,Anchorage,95758.0,5.0
Phg5117,Pugtlrnd9tyhhuuosvjuixqbacu,NH,1 216 176 1655,Canaca,,Tnkrfrx,wbwifqrtz,Fbxevgwkdmxbyyzvxgaxylw4hseeuesbfcujhxidgekq4lgmslvavoxvl,3.0,QZQCwBVPU,,m,Lubbock,208267.0,2.0
LFj5119,LFMXDNQUlYXTJVXef,MS,1 512 160 3121,7nitedS6atesofzmerixa,U,Rfkmlkscsqmehrjqucgbincagxcsph,YFxDLPR,AXR0jYUmtiXHVdFJOKMtYW1PRNAMLBTMSaJOTKYKkZUHOGWNMPXBZnOLkKWG,1.0,jmq0kodzmyralzdjxraonkajkhsqlri0daccolutes,,m,Sandy,308161.0,2.0
Xkd5120,Xkfisepetwrosozvehh0fsyafokq,AK,1 492 623 4158,Csnada,R,OGIfBKNPV3PYP,Vdey6qot,wvcfqufekmiax,3.0,,B,F,Modesto,191197.0,3.0
Aye6121,Ayflrctkdfggsrhtfthgalqdjqwkk,KY,1 808 535 2587,,O,Dlwklgxtkzsboewxu8bgae,Bmierslx1,U0DYTS1BRTHHXHjWPQSSKSgDHkT2BHOUUTOTtEyJGZCYWSuJ,1.0,Lggthtof,i,,Hampton,84145.0,5.0
Y1b5122,Yqblokwcbjpkvnihbnhxshzf,MO,1 001 844 0253,Canadq,O,vazgfibviabkcksihlmdtrrjb,Eehf3xt,ouzwipkclejhk9orrrxomzsnqgfxcvawggzkbssubuz,2.0,IID9GoKJSOMJUDFK7XBuHhRzVOVXEqdINOBZRZXACXSGhCHIKIOySoWZCWlOTFQUZPbgDIUSVXsFGLE,,F,Garland,6517.0,1.0
Twh5223,fehunvjlpzeovjbfsroiaofxbnwgi2,IN,1 874 636 0512,,O,FOGIIQHSqs,n4ctqxj,Sd3YOLMEVTKHSIwZQXDTMCJxPSEF6C1IWLEPAcPvJ4ESP,3.0,TKICKWFQLEkkXXhLJUQjAWXGKgMlYIISeURJBUHOWSCadKKMIlPXTziJOFOVAWOEQJIAjqNKF,,M,Sydney,350327.0,4.0
Zrq5124,Zralwizeandr,NovaSxotix,1 051 588 7833,UnitedS5stesotAmer7ca,O,Tugsklbtdj,Vtujkjst,Ggcdfvqidtwiadnetgxbevvgfgxaiwcnvcfonppnf,1.0,HWZIIIQvEHvSRXXWNcTHGRwW3OZqOQDPBBsR2OZEKT,B,,Wilmington,74.0,1.0
Upo5125,Upponuvotvyobjtay,IA,1 863 765 9683,Unit3xSha5esofAmerica,R,mcgvlqusaqkqxdyglgalwjynog,Vhnkxtcxt,O8UVNRBY,4.0,Tjtryvqdoqgofhlijqbfjximiwaw,,,Iqaluit,119629.0,3.0
PJP5127,PJP2NOQLKcHwHXCRM,VA,1 799 908 7002,UnitrdStaresifxmerica,R,Uwvfkmvxagunsyh,GKmPMBVDA,iet6dqcgtmpnqhxnppcbb4hpwdbwdthdobpawbr3tfilebwjnyjrgept4tpsjzjlk,1.0,jprxtqcuyiysnjoztwfdzwvwuksdrqqdxahnwvnsc6kndrzajiikijl,,F,Oshawa,310308.0,4.0
Glu512i,Glursldpvxmwopddxes,NV,1 327 022 4319,UniteeStatealfAme5ica,R,HIoQUCH,ltxdlxm,Uzzn8xhrrfdepqmnguzlubyfwoidazacbhpvaglmvlfongljxbqydyxyparkbkfhlyz,3.0,XtOLUPSOcIAnvaXWYAClTfRJzQDGFtoVBROVERREXFRHANVWZIuORRTVCBQ,,f,Lubbock,248496.0,4.0
Ldy5128,Lwyboxgpdtxkjcfmbf,Manktoba,1 709 962 4524,,O,Pmneefblqyhvrr5wlin,RJNMJj,srxbrsb6tkbxdjear0hgliwoczzkyifxigpqffwmqmfrsxjmnzmshpmoyglcdxvfjyywxlousqzv,1.0,skyxuozzdfowhkepjs,,,Hampton,10048.0,5.0
8FC5129,UFCVsSZFqPIDFPXAANey,NV,1 598 028 0709,Unih2dStatesodAkerica,O,zkqjypgqegloupci,czhnsltmcfbw,Bldwnerigoejbvinzvy,3.0,Oybnrdixtufhxw4bacyivikktmtgyocjkvdainbtxk8citepyz7lbat,,,Las Vegas,420955.0,3.0
JA95130,JwIRAOkBKPPJcLRMTBJGKVhLOOlNC,WY,1 297 984 3508,Unit3fSyztesofAmerica,O,Rxpkkchbpe,kzkxpvyoukoj,NCGHMJ6VXVAXDygPoPYRCEUSADRYBCubcTGGUlSXAEZRSL7SaJ,2.0,VNG5DRFTgOmKREGTATbJiXTHJCCJFJCbGE,,,Denver,282617.0,3.0
2ia5131,E9wwhpcyzfmysxzrappszjblkedaz,VA,1 059 833 4162,Cqnada,O,zngqrhgdyulfniyhjjhsoo,Cjmmucou,IGyMFTRZKsGTVDv0YCXCSSMYXLxSPYHHAkwTMNTMsTSXHwMG,1.0,Pnhqzlugnbksicygqnibqmhkexfxwqcqxognyvmlq4fwlmtqjsvgxatko6nsw,,m,Tempe,318044.0,3.0
Uih5132,Uimmmzph,AK,1 038 020 9859,Un8tedStateaofAme39ca,O,DMIAEhnKAtWZiDCLKTPUVVDGTIFl,Dlmodhckqp,LWTlgOLFKUXnNDMNMBBROfQToLUgVKMNpOQNNNhDkQZPAAPV,2.0,Hwwmwnzliqjlswhlzgsy6gdmvsrsamylakefb7iswksctprvrdacbf6bcghcoq,,M,Rockford,490585.0,4.0
vjd5143,vjspc7nrbnghqgxqjzumhzvam6gss,CA,1 933 698 4470,8ni6edSfatesodAmerica,O,qnaoewihxkqfhcgstdwvolvcfn,Asuybsu,PVJfMQUZXKRXMgJDKHU4DTjqVWJXEWXjOkM,1.0,Occh2ysupmqxcymtitiriguhhldpv,Q,,Pueblo,203440.0,2.0
Khp5134,Kblhage,PA,1 059 548 8932,UnitfdSfa5esofAmerlca,O,Hnmrpumnevwfy,niwlloakwkz,jpeoyaneadupoynx0hjtaoylkrpfyqawlaoiytohk1hprbtffhzert,3.0,Usvabzfnijehfecndqqybq,,,Irving,196959.0,3.0
Gzx5q35,Gzxbjuddjsysdpqjdgxsndqfliu,KY,1 344 102 3330,8nitdeStatedofAmerica,O,Xnttlbrwnrwknbq,k2pzpri,qobxwkuglqbpauumcu32tquwtsmltcnhtlyquvkbka7cohtdpujrgzhltgdjvxdn,3.0,njwdikdrkvinjestvxhngunohlbov7gim,,,Huntsville,396109.0,3.0
QyE5136,QJEAwYyTGVcYHkBSCFMUuPNRRX,TN,,8nitsdStatesofxjerica,R,iwngxyylduwkqzmthqlplusaiiuix,letnxolc,7RnDCJKeNWWUTWFsMSVLdUsefWDSWITYAWRNSWZPFVUI,2.0,Ryz5psoelxqnqrgtluopxhg4yofppfxqbcfoceiqxes8rdhufiouesqtgiiyruhimlmfwtrfbnwu,,,Laredo,,5.0
Ufe51r7,Uce2eevvsgtopznhvlehpbsid,FL,,UjitewSfatecofAmerica,O,Utxwkebhhxmjj,Vlsyvst,,3.0,sypewbktrgrjzzigcomariihwmajjv,,,Fairbanks,320818.0,2.0
bpb513u,bpbwxftfeuff,DE,1 163 638 2862,UnitedqtatespfAmrrixa,O,Uaxrfofcoqeqskhyxwhpv,WZQFdGXAF,FPR7YrxUHLVTqJnLBAPOY6TgHQEAsMSDJNJEtEtZ3EGJAJNRfDMRQEZHOJEKHRAiL,0.0,QIWaXCMGKOQAWQU8BYOJBRWlDB2sW2DJOY,x,,Mobile,168818.0,1.0
6EU5139,UEUGYaQYXLXx1GCLBHIGfSG,OR,1 173 829 1426,UnitedSta6fsofAmeticq,R,QPSHIKSRIESwQIUlshNPNKkLK,Sdrn4sadmj,Cjwlkjqqvadbd3luckpqbxcyubugmleadcdgstlitpkib8,1.0,Niafsjlvpegvumwauehp2dymzoetuiqkddugy4homctfxbzesjg,j,,Whitehorse,294531.0,1.0
rts5140,ytszaeplehmh,9rinceEdwarxksland,1 531 184 8647,UnigedStayesofwmedica,O,pnncsczsnflmfsxgglcyp,rovwilmhh,satdx,,ykctt1myzqamvvugeslhfsof,,A,Tampa,248249.0,4.0
pfg5141,ofhrvicghjxufbaslhfl,TX,1 241 810 0740,,O,2lgomdrgwvxsseih,voszqepx,Evrndddwp4tmfyknqupujclvt,0.0,xSNMOWtGZLIOTdKT,,,Lowell,221798.0,3.0
Awv5142,Aqvjngpdbuuaampsvvwvia,Newfounvlznd,1 519 167 5795,Cansda,O,Lmmmdlgvulcxrxaemckcoqnjhnsv,aUMEZ,keyqvybytkxx0msrghvgmcobn5smsnudifqaw5svdjkyiwxw,2.0,Gxeb4qgsoionlqimzfhuhakwavlnabxijfzevgjeeqoegco0bqaoqgrnakoshhawfdfh,,,Virginia Beach,423917.0,2.0
uyqr143,uyqvademotwgysghjwylbmuoh,TN,,Umit4datates8fAmerica,R,pjvwb,nnvtlmr,vHaKPc3DUOjPRNSUM9GEOEDCvECKsQERBXcPUTZBMVYPA,2.0,xoazljxabcxhzjzavkz,,,Memphis,245911.0,0.0
GIU51e4,fu8PTVGPFAZCsMLXUJYFF,PA,1 697 894 9048,ynitecStatesofAme3icz,U,Qmerdxnglg,vsiylmzq,yvomhyfosts8j7nbcgzlklpndots1mkcefone7csqofssf9knrecheqfhqdh,2.0,Sztgvjesejajespwtktuotfsoko,,,Missoula,218846.0,5.0
Vtbt145,Vtboirmvgge3w,WY,,Unit3rStatfsogAmerica,O,Vqtypvybabtbkfwyfoerccnd3kv,cNEYGGBTU,Jcljlmhnpqjlflwbsobprbyxwo5,1.0,Xmtmwmebqmatvtpwthjqfu2pjefsv6xm,,,Elizabeth,193728.0,5.0
Nqe5q46,Nqejihznp3zhkagnxhkifk,GA,1 052 273 5008,UnigedSta5esofAnfrica,,hdufqsdfbaizljyjit,Xdgcq8vsrsz,epzqn,3.0,GDUIUhN,l,,Allentown,121478.0,5.0
div5147,2ivobta,Manitoga,,UnitedSgatedorAnerica,O,LAvQNLKON,Ohdrgpyq,yhghgxnlrefxu,2.0,fxflohdmyzbrroj0ssrfmmflnyvgsnlmwzxfnhyaq7yqv9r5z,v,M,Boise,284081.0,0.0
nLO5148,HLOLQRxKCGmNfMOLD72MDMTIUK,NC,1 702 559 9374,UjiterStatewofAkerica,U,Mvpwyygrmmvijdapnmbnnzlgpxkc,KXKaAWD,wnqja,3.0,Ggiimmsvscjcfyfvcqgduygetijseeicwatnfcgikbgo,O,m,Omaha,165122.0,2.0
loh51r9,lotniyi,AZ,1 860 608 3761,UnitewStateaofAm3ricw,R,DQOYTEiMJERb,helnxjsnu,KRQGUMVgFZKFQS9uFWG,1.0,Tphzrajfgblwmqxnqqydsvizjbwsvkssctylrkjufyyddbbfaqtknhfhfi,,,Albuquerque,51122.0,0.0
Nqc5150,Nqxdbnhwwnaaaeewfxhsiited4,NH,1 041 904 3607,UnitedS5areskfAmeriva,R,Uhbtk8wmpxonwynolfheqavdxwkx,Nmqdtzlta,Wmjwlsrcgzaqyaipbanpsckkmsbecxujhjplwfrv,3.0,gqrivo9opdyuxeqyrcjpoqorivxtsxfhzthbduyfpedecwucnlteeglnedzcu,,M,Birmingham,332150.0,0.0
ykl5151,mllnmrnwymb5vwcdyrsodnp,DC,1 200 843 2900,UnitedStatexovqmericz,O,Ijaguunorh,jIBMXUG,JrRKEbXHPXNPPFnrDUOZFLdFsASTSC3QszVWbx2SEWISUTURDYVPSdDRSXKJTQKEKJOFP,2.0,DGSIBnJHsFTURAaM,Y,F,Sherbrooke,304128.0,0.0
HDI5162,HDIjEYG,AK,1 403 888 2471,UnktesStatesofqkerica,O,ysLEYmCVWOGXIQKCFFDm,ZnLXRBB,Kjkjoxkazgwqsbyvpjjfhhwmypakqzsalwjduxi,,vaofbyxrkxcnypzgncdkben,,f,Newport News,69902.0,5.0
dle5153,skernrhdt,AL,1 542 324 7423,UnitedStaresofAjrruca,O,Ubqpithy8bpeuo,mhrlno,TZAiWMHsANDFpDXJVUAMoQuhUQHwYHfRTBJPAGOAGOTAtPEZWIO9RDokB9GPTGPIPIDWRuNWO,1.0,Gau0in9rcfdwayfhpsnl6dlxljnahrbwcxamjuksuyaka2bkaweiykoysilwoqlr3lmz3f,,m,Evansville,159290.0,2.0
Lzy51r4,Lzygasjhuha4mkpk,NM,1 149 571 3198,UgitefStatesofAkerixa,O,A7aolw,7GBQN,Qfurmrtnaalkdfkzp,4.0,nhettddp0goraaqfinv6pvxcuxfoodzhbluuytjzyydpydlygqfgoevjmghhapxenrcsyeahpapcmtqz,A,,Bellevue,74297.0,4.0
ugk5165,ugir1jhllksonjfj,NewBr8nswicj,1 127 554 2030,Canasa,O,Zhm0ev,WCYWVhiFHWK,efrwqwgnm0rfvrdxayopucicsygmsmvrpsyaooenpcpmflcsdfktevmlkyfmadqcvsdihvaxnc1,3.0,ODHTkPWJBOUNUJgksBZUH,,,Stamford,47132.0,5.0
tns515y,tnssth,Saskatche2zn,1 757 703 9681,UnitedStatesobAherjsa,O,Jrkywytrwdjzwcamdqjlsx,Kiwmozrkga,PPWaVoVIuWOUbVWZLYPEaAKRCGUxUUJJB0DJOHVHNSlO,2.0,GNPhVXMDDGgNRJHD9BUSSCxQ,,F,Chicago,372365.0,4.0
Dtt5157,Dgr2wbamlfmyvwnkudohil,WA,1 178 774 3975,Un9trdStatesofAmfroca,O,lrahbtjwqaed5rvnau,gDYTLUH,F2rubowmpy6nlydqisetydbbelayhmublzyur0axdqd,1.0,riusxwatsylqxukh6zwmlsssnhxespybrfydtqecfjxtwvyscbzsgumiqbsj,A,f,Spokane,339676.0,0.0
Smj4158,Smjhkoyoalsrqulgpcqtr7r4yd,VA,1 196 019 2989,Cqnada,O,dwfjuiwwuidwrngocvms,Uxxdjfxoyf,AWKqTpXBMRVLYE,2.0,Sgltopbhnq9ahylswmdfcwnoxhbaiwinmyxwznobpkezwbossvnsgffnnlmxjhchirxlmyrkijaiev,,M,Pittsburgh,302840.0,3.0
CEN4159,dENGxEGQPEsIoVMACLERJTLEDb,Saakatxhewan,1 141 045 9312,UnitwdSyqtesofAmerkca,O,Espky5qrkdalsuihgxxmqbfov,lnruuewthrbw,Sgswkpjidagfjhbiupakyhdjzhufd1azwucpknrxfsibnwjhfoz2gkdeiiaiia,2.0,fxhtykiqfkhxnnvlaucvheqf8sediuhhjnwqpqrnpnouafdyzlipigxwadha,V,m,Casper,498399.0,0.0
Juw51y0,Jkepjhrvwubozfuroydtsqrmg,NV,1 469 463 0397,UniteeqtatesorAjerica,U,Dsaw9ogcsirmietsrlyqtyvnvbh,TxYXBJ,vssqpmwbhdsdtmbfkixbingvdnvutxvcdbwgeghozvntm8fvuadwwq,1.0,F2dlmqwwggk3h,,f,Raleigh,271772.0,4.0
1qi5161,Qaiuqnikxdw,NH,1 791 359 8478,Canasa,U,MTPhPTEdNGSMvKIhUEZOqMPYcOCXHR,I9uvexbwc,9pmjkvrbfknushwenugqlxmrqjeprsxsocvpag4rombzdpg,1.0,feldnhyqmiaijjjtizpudbmqpzsnppjdwegdwauzmseurpfmbcboewoydeuwrpr,,,Chattanooga,402148.0,3.0
