Employer,MaritalStatus,Income,LastName,Country,Gender,NetWorth,PostalCode,NumberCreditCards,NumberChildren,Age,AddressLine2,NumberCars,AddressLine1,Phone,CreditRating,City,FirstName,State,MiddleInitial,AgencyID,OwnOrRentFlag
Eastman Kodak,S,404640.0,chima,United States of America,,1405438.0,m6u 1h8,0.0,1.0,78.0,,3.0,20156 southlake drive,1-287-822-7673,554.0,Garland,Leda,FL,,chi4251,O
Principal Financial,,,raaflaub,United States of America,,344087.0,93903,3.0,2.0,83.0,,0.0,20900 marchmont west,1-522-020-5196,644.0,Mobile,Dayle,SC,,raa4252,R
Marriott International,W,436731.0,EIERSTOCK,Canada,f,3313188.0,77092,6.0,4.0,15.0,,3.0,2240 clifton lower,1-502-985-4297,723.0,Macon,Selwyn,AR,,EIE4253,R
Hartford Financial Services,S,211512.0,MAYHUGH,United States of America,,1355320.0,14219,6.0,3.0,89.0,,5.0,2920 floresta street,1-386-937-9627,308.0,West Covina,Erick,AL,,MAY4254,O
Hudson City Bancorp,U,1188.0,tyndall,United States of America,,2168308.0,94187,6.0,4.0,24.0,,,14566 wisteria road,1-610-389-0298,821.0,Birmingham,GIAMBATTISTA,NE,,tyn4255,O
,M,14442.0,seidl,United States of America,,2407333.0,77146,,4.0,29.0,,1.0,21034 WINDCHIME LOWER,1-748-819-4956,618.0,Washington,dean,CT,,sei4256,R
Pepsi Bottling,D,236118.0,THORPE,United States of America,,2548893.0,m5a 1y6,0.0,2.0,95.0,,2.0,24996 robbins east,1-091-388-1493,579.0,Fresno,Morgen,MN,R,THO4257,U
Cinemark Holdings,W,14575.0,Hawker,United States of America,,3832480.0,V6R 1P5,3.0,0.0,33.0,,5.0,11393 balmoral way,1-210-002-8188,614.0,Sherbrooke,yue-min,MO,D,Haw4258,U
Werner Enterprises,M,419848.0,rintoul,Canada,,1300144.0,30356,3.0,0.0,12.0,,4.0,9521 bailey east,1-388-767-5653,417.0,Eugene,radio,TX,G,rin4259,O
Calumet Specialty Products,S,,MERRILL,United States of America,F,935453.0,V6q 1p8,0.0,2.0,46.0,,2.0,22775 gardina drive,1-062-785-8563,382.0,Peoria,SMITH,NC,,MER4260,O
Parker Hannifin,D,103361.0,carignan,United States of America,M,568254.0,V6s 1r6,10.0,1.0,46.0,,4.0,13626 hawkins street,1-526-019-3341,646.0,Newport News,gunars,OR,F,car4261,O
CC Media Holdings,M,77193.0,Osadciw,Canada,m,3888175.0,91358,7.0,2.0,10.0,,2.0,22958 lander road,1-125-536-8001,848.0,Raleigh,America,MI,O,Osa4262,O
Mylan,S,27109.0,Pascas,United States of America,,3911313.0,50320,9.0,2.0,1.0,,1.0,16647 purdue north,,674.0,Grand Prairie,VALEDA,ND,,Pas4263,O
Centene,U,430495.0,waines,United States of America,,3145510.0,38169,10.0,3.0,42.0,,4.0,13626 hawkins street,1-959-024-8754,746.0,Macon,JACQUIE,ME,N,wai4264,R
MSC Industrial Direct,S,237574.0,bannan,Canada,F,3791837.0,30376,5.0,0.0,14.0,,,17004 ROCKY KNOLL STREET,1-895-922-3066,626.0,Reno,EALASAID,NY,,ban4265,O
Penske Automotive Group,M,252115.0,Dasch,Canada,M,1544034.0,T5c 1s8,8.0,2.0,66.0,,5.0,2285 clover east,1-991-980-0730,685.0,Stockton,Eddy,OR,,Das4266,O
Bucyrus International,D,245523.0,Saungikar,United States of America,,2781478.0,V6x 1q8,9.0,5.0,0.0,,2.0,11943 keswick west,1-284-002-9868,808.0,Frederick,Wade,IN,,Sau4267,O
Cinemark Holdings,W,68039.0,HOYER,United States of America,F,1722898.0,R3A 1N7,0.0,5.0,27.0,,2.0,5680 powers drive,1-041-208-7713,734.0,Vallejo,Vlado,Alberta,,HOY4268,O
Kla-Tencor,D,69360.0,ponthieux,United States of America,,3904599.0,M3V 1J6,0.0,0.0,55.0,,3.0,15613 paine lower,1-754-432-2023,409.0,Detroit,JOEY,PA,,pon4269,O
Liberty Mutual Insurance Group,M,81213.0,GILLES,United States of America,m,2186592.0,80138,6.0,,78.0,,5.0,17677 electra rue,1-063-405-1190,,Casper,Alexandra,AZ,W,GIL4270,O
Live Nation,S,393554.0,glasser,United States of America,,,M4j 1o8,5.0,3.0,69.0,,2.0,20954 belt line rue,1-240-012-3561,364.0,Sunnyvale,Hester,DC,,gla4271,O
Genzyme,S,106792.0,Hardcastle,United States of America,,3794398.0,49515,3.0,1.0,17.0,,4.0,5524 frostwood court,1-819-389-2928,328.0,Anaheim,Kaja,NY,,Har4272,O
Bucyrus International,M,245787.0,Kozuch,United States of America,,3666751.0,T5D 1L2,9.0,1.0,37.0,,1.0,22892 AVALON NORTH,1-312-896-7878,440.0,Idaho Falls,WILHELMUS,TN,A,Koz4273,O
Telephone & Data Systems,M,428677.0,torain,United States of America,M,2068140.0,78272,2.0,1.0,16.0,,1.0,17473 SAKOWITZ LOWER,1-202-599-8312,546.0,Sandy,LUCAS,NH,,tor4274,R
Del Monte Foods,W,19101.0,Dingley,United States of America,,425983.0,80095,3.0,5.0,50.0,,2.0,18591 chapin road,1-614-562-0974,474.0,Fayetteville,Prem,WA,,Din4275,O
CMS Energy,W,234520.0,Hamidi,Canada,,1457112.0,V6p 1s4,8.0,3.0,55.0,,0.0,22892 avalon north,1-704-643-3296,359.0,Salt Lake City,Glynnis,WV,,Ham4276,O
Scholastic,S,283924.0,Hellberg,United States of America,,3218803.0,14612,7.0,5.0,75.0,,0.0,12610 PRESIDO ROAD,,528.0,Phoenix,Vuhoan,British Columbia,,Hel4277,O
Dell,S,6460.0,GRIMBLE,Canada,,816765.0,M5d 1z9,9.0,0.0,91.0,,5.0,17042 lancaster east,1-891-405-1217,323.0,Little Rock,Mildred,Ontario,,GRI4278,O
MasterCard,M,368934.0,bruin,Canada,,1449656.0,T5b 1s1,0.0,2.0,18.0,APT. 811,3.0,22097 penmar avenue,1-376-197-6463,719.0,Ontario,Layne,HI,,bru4279,O
Masco,S,14818.0,Paquin,United States of America,,377127.0,V6Z 1U3,5.0,2.0,,,,8909 QUENTIN ROAD,1-679-869-0880,326.0,Fayetteville,LEN,NJ,,Paq4280,O
Harrah's Entertainment,U,104054.0,Gierka,United States of America,,2219139.0,36190,5.0,2.0,50.0,,1.0,18875 royalton crescent,1-446-310-2150,616.0,Boston,austin,MO,P,Gie4281,O
WellPoint,W,98692.0,Kester,United States of America,M,119822.0,02110,9.0,1.0,6.0,,2.0,13897 stan hope south,1-917-461-6282,397.0,Garland,Emelina,KS,A,Kes4282,R
CenterPoint Energy,M,167150.0,Robart,Canada,f,1309120.0,79937,8.0,3.0,88.0,,5.0,13198 imperial boulevard,1-017-778-8003,843.0,Washington,Saloma,PA,,Rob4283,U
Alaska Air Group,D,323318.0,turbes,Canada,F,2101301.0,V6e 1r6,5.0,0.0,39.0,Apt. 573,2.0,15185 simpson south,1-734-033-7080,410.0,Laredo,wee-seng,NJ,,tur4284,O
SAIC,W,298891.0,Jurewicz,United States of America,,3825142.0,85315,7.0,3.0,40.0,,0.0,21818 PALM WEST,1-485-542-2546,835.0,Halifax,Erminie,SC,,Jur4285,O
Solutia,U,97512.0,Larstone,United States of America,,1639417.0,73116,,2.0,24.0,,5.0,1758 seip way,1-804-677-8531,766.0,Montpelier,ONEIDA,MI,,Lar4286,O
,S,406570.0,lockard,United States of America,,2698788.0,33171,3.0,0.0,38.0,,1.0,24560 ketch upper,1-449-617-4666,631.0,Berkeley,Betty-anne,OH,,loc4287,O
Cummins,U,446551.0,GALANAKIS,United States of America,,824988.0,H2b 1u9,7.0,3.0,70.0,,1.0,20929 LEE EAST,1-749-355-1185,609.0,Tacoma,VEN,CT,,GAL4288,R
Toro,S,180026.0,KEIFER,United States of America,,3044092.0,91105,,0.0,14.0,,5.0,15818 DAVIE EAST,1-317-680-9555,412.0,Wichita,LING-ZHONG,MT,,KEI4289,R
NRG Energy,D,173810.0,Spejewski,United States of America,m,3603082.0,33168,9.0,0.0,98.0,Apt. 316,1.0,16592 creekbend street,1-656-408-6386,694.0,Lakewood,Gwenora,Ontario,E,Spe4290,R
Graphic Packaging Holding,W,356802.0,Symons,United States of America,F,491631.0,55131,8.0,4.0,46.0,,,5484 mckinnon lane,1-531-927-1433,605.0,Oceanside,Demi,WA,,Sym4291,O
CVR Energy,M,222870.0,Mahbeer,United States of America,,1523042.0,10237,1.0,0.0,54.0,,1.0,17042 lancaster east,1-419-404-2218,629.0,Jackson,Rosario,AL,,Mah4292,O
Wesco International,D,464267.0,Gaudet-montsion,Canada,m,2034745.0,19066,6.0,3.0,76.0,,1.0,1063 dunbar lower,,582.0,Torrance,sanjoy,CO,,Gau4293,O
Honeywell International,M,155336.0,munz,United States of America,M,1062416.0,T6b 1h3,5.0,5.0,76.0,,3.0,11030 capital boulevard,1-529-201-3312,442.0,Naperville,ANNELISE,FL,Z,mun4294,O
Wesco International,U,402496.0,kessler,United States of America,F,,77020,0.0,4.0,66.0,,0.0,13779 harrington west,1-864-391-1559,526.0,Simi Valley,Arne,VA,V,kes4295,O
Systemax,M,,Sotiriadis,United States of America,,2001552.0,92804,2.0,3.0,,,1.0,8789 THROCKMORTON BOULEVARD,1-841-702-6636,828.0,Newark,Viviyan,CT,N,Sot4296,O
Express Scripts,,354930.0,fwptools,Canada,,1178726.0,H7F 1T5,10.0,3.0,85.0,,4.0,13506 lyle west,1-884-378-5267,334.0,Mount Pearl,BARNES,ND,P,fwp4297,R
Invacare,M,200269.0,GILLILAND,United States of America,m,2670491.0,M5c 1z3,9.0,4.0,67.0,,1.0,2773 spicebrush crescent,1-153-361-5204,513.0,Columbus,Reyaud,Prince Edward Island,E,GIL4298,O
Exide Technologies,M,196174.0,ROUSSEAU,United States of America,,2433322.0,75224,0.0,5.0,20.0,,4.0,21046 clover upper,1-826-970-9654,656.0,Mobile,ankie,ID,C,ROU4299,
Regions Financial,U,137113.0,Macdowall,United States of America,,414243.0,V6r 1r9,7.0,2.0,58.0,,3.0,6054 chestnut avenue,1-227-942-5950,684.0,Huntington Beach,GIAMBATTISTA,MT,,Mac4300,O
Johnson Controls,S,207378.0,dauterive,United States of America,,3746636.0,94342,1.0,4.0,53.0,APT. 909,,7339 martin avenue,1-725-833-9400,330.0,Montreal,eduardo,NV,,dau4301,R
Ross Stores,U,339877.0,CHOWHAN,United States of America,M,2777899.0,10706,5.0,4.0,51.0,,,10915 ORINDA BOULEVARD,1-707-898-5759,693.0,Boston,Salis,AK,,CHO4302,O
AMR,M,439354.0,craig-dupuis,United States of America,f,277144.0,t6c 1j6,9.0,5.0,70.0,Apt. 904,4.0,16124 WEYLAND PARK,1-350-497-6516,644.0,Milwaukee,hall,ME,,cra4303,O
Annaly Capital Management,D,491679.0,Proudfoot,Canada,f,1008916.0,81004,2.0,0.0,46.0,,5.0,18440 RYAN NORTH,1-655-418-4527,315.0,Evansville,Ilene,Nova Scotia,F,Pro4304,O
Prudential Financial,,199307.0,WESTPHAL,United States of America,,1114236.0,c2b 4x7,2.0,3.0,36.0,,5.0,3906 ROOSEVELT LOWER,1-248-258-3049,807.0,Dawson City,JANELL,IA,,WES4305,O
Progressive,,180068.0,poon,United States of America,,2410150.0,V6B 1W5,6.0,5.0,75.0,,2.0,14900 stratmore lower,1-814-547-4408,633.0,Mesquite,Majid,WI,,poo4306,O
Graphic Packaging Holding,U,81843.0,romero,United States of America,f,1899336.0,90171,9.0,0.0,62.0,,,17774 applewood rue,1-938-152-1659,602.0,Albuquerque,LISHE,PA,T,rom4307,O
Owens Corning,U,33321.0,WYLLIE,United States of America,m,1056214.0,V6Y 1V8,8.0,1.0,72.0,,4.0,21029 morningside avenue,1-056-626-6176,491.0,Dover,ira,OK,,WYL4308,O
State Farm Insurance Cos.,M,,Mcnicol,United States of America,,1216245.0,M5e 1v6,1.0,1.0,52.0,,0.0,12557 kelly boulevard,1-169-397-9511,751.0,Buffalo,uta,British Columbia,,Mcn4309,O
Comcast,S,256923.0,Creasey,United States of America,,,79956,0.0,3.0,95.0,,4.0,11480 FENNEL SOUTH,1-492-090-5186,594.0,Salt Lake City,Marci,MN,,Cre4310,R
Perrigo,U,265626.0,TILK,United States of America,,407715.0,V6u 1q9,1.0,3.0,5.0,,3.0,20657 westella way,1-107-541-0346,667.0,Mesa,ysabel,GA,,TIL4311,O
Norfolk Southern,S,249556.0,bays,Canada,f,1130952.0,68128,4.0,4.0,63.0,,,12565 irene lower,1-292-611-4426,522.0,North Las Vegas,Emmanuel,VT,,bay4312,
WellCare Health Plans,D,417366.0,PROG,United States of America,,2577280.0,55440,8.0,3.0,46.0,,0.0,5317 drew east,1-735-425-1042,662.0,San Jose,ROZ,MO,,PRO4313,U
American International Group,M,68943.0,GAHR,United States of America,F,3712558.0,23512,10.0,3.0,22.0,,3.0,23261 long way,1-427-214-2705,598.0,San Diego,micheal,British Columbia,,GAH4314,R
Pfizer,U,1029.0,gleason,United States of America,M,3713640.0,35233,10.0,0.0,33.0,,3.0,1363 HILLTOP PARK,1-345-399-7561,728.0,Columbia,Vivienne,PA,,gle4315,R
Vulcan Materials,U,166679.0,Brading,United States of America,,125452.0,76108,0.0,2.0,46.0,,0.0,20237 kane court,1-649-863-6999,335.0,Spokane,AMANDIP,KY,B,Bra4316,O
Macy's,S,38587.0,Kratz,Canada,m,2820271.0,M8a 1v5,9.0,5.0,46.0,,5.0,378 nolan avenue,1-584-730-9808,758.0,Lakewood,Flying,NJ,Y,Kra4317,O
Plains Exploration,,339832.0,Bremner,United States of America,,1199837.0,T5B 1T2,5.0,0.0,65.0,,0.0,18182 woolridge lower,1-460-684-4046,675.0,Lewiston,BERTIE,SD,C,Bre4318,O
Leap Wireless International,U,394710.0,hore,United States of America,,1622486.0,83706,2.0,5.0,12.0,,0.0,15581 jefferson crescent,1-333-958-9775,752.0,Albuquerque,korella,ND,,hor4319,R
Patterson-UTI Energy,M,370726.0,thibeault,United States of America,,938254.0,63131,1.0,2.0,43.0,,4.0,21177 norfolk way,1-254-162-5708,805.0,Pueblo,jaynie,IA,,thi4320,O
McClatchy,M,85416.0,Chiykowski,United States of America,,626607.0,49505,0.0,3.0,26.0,,1.0,7667 bayridge road,1-381-436-9028,313.0,Alexandria,kaja,Ontario,,Chi4321,O
Eli Lilly,,337873.0,De varennes,United States of America,M,1460192.0,79427,0.0,3.0,4.0,,0.0,3979 gardina park,1-272-861-8416,690.0,Rancho Cucamonga,adriana,UT,N,De 4322,U
MSC Industrial Direct,M,489644.0,Garvin,United States of America,M,558457.0,V6x 1v2,6.0,5.0,44.0,,,8288 TARTAN WEST,1-119-077-1287,602.0,Worcester,Ijff,MS,,Gar4323,O
Century Aluminum,D,280550.0,STANTON,United States of America,M,3558908.0,71108,9.0,5.0,63.0,,0.0,3685 flint river south,1-999-717-7692,545.0,Amarillo,JACQUENETTA,TX,,STA4324,
Qwest Communications,U,290131.0,WINGO,United States of America,,2434706.0,M7O 1B5,3.0,4.0,70.0,,0.0,23128 ROSWELL CRESCENT,1-051-487-6329,450.0,Yonkers,Batsheva,WV,,WIN4325,U
C.H. Robinson Worldwide,,490290.0,Riebl,United States of America,M,2295184.0,V6Q 1P3,3.0,3.0,22.0,,5.0,23282 DANVERS CRESCENT,1-185-251-2290,457.0,Chicago,Pegeen,ND,,Rie4326,O
,M,321094.0,bachelu,United States of America,,1729634.0,H7F 1T5,2.0,5.0,60.0,,4.0,2401 stratmore lower,1-906-086-5969,456.0,McAllen,JANIFER,OH,J,bac4327,O
SLM,W,109170.0,D'amour,United States of America,,2865729.0,29227,4.0,1.0,27.0,,3.0,11322 BROOKS LOWER,1-987-482-1695,542.0,Tucson,Lars,HI,Q,D'a4328,O
Southwest Gas,S,,CASTELL,Canada,,196856.0,33150,7.0,1.0,20.0,,2.0,12194 julian lower,1-629-633-2167,,Jacksonville,VIVEK,RI,,CAS4329,O
TravelCenters of America,D,223425.0,Trasmundi,United States of America,M,839311.0,68122,0.0,2.0,,,0.0,11711 park stream way,1-509-543-5173,446.0,Vancouver,Pierre,Manitoba,N,Tra4330,O
Huntsman,M,277906.0,Litz,United States of America,f,860617.0,85087,1.0,5.0,71.0,,0.0,6337 TANGLE BRUSH BOULEVARD,1-098-726-7929,812.0,Santa Clara,judith,British Columbia,,Lit4331,O
JohnsonDiversey,M,397653.0,GAJEWSKI,United States of America,,828864.0,v5c 1m5,1.0,2.0,,,4.0,21889 west court,1-022-602-5196,406.0,Hull,MARTIN,Newfoundland,,GAJ4332,R
Nvidia,D,246014.0,Stewart-guthrie,United States of America,m,3234466.0,74145,10.0,3.0,17.0,,3.0,1771 myrtle rue,1-516-862-9170,337.0,Halifax,MELYNDA,WY,,Ste4333,U
HealthSpring,W,120392.0,Greger,United States of America,M,,95182,9.0,0.0,89.0,,,4659 long boulevard,1-658-633-2154,707.0,Anaheim,Willamina,VA,D,Gre4334,O
Vornado Realty Trust,U,446561.0,GUILBAULT,United States of America,F,2061841.0,V6j 1r3,,2.0,50.0,,2.0,16552 FRESCO SOUTH,1-899-575-0554,376.0,Yellow Knife,Kathye,NY,,GUI4335,R
,U,28571.0,chesterfield,United States of America,M,2871522.0,T5b 1p5,4.0,0.0,29.0,Apt. 143,5.0,2756 brook meadow court,1-505-524-7150,714.0,Des Moines,Kial,OR,,che4336,U
Fidelity National Financial,M,231818.0,Freno,United States of America,,3246194.0,23323,8.0,,48.0,,4.0,21811 silver north,1-709-120-6316,678.0,Orlando,Ghassem,RI,B,Fre4337,
NuStar Energy,U,190572.0,ANTONELLI,United States of America,m,3458985.0,37235,7.0,0.0,70.0,,5.0,2254 whistler drive,1-527-471-5240,533.0,Stamford,Amalea,ME,,ANT4338,O
CUNA Mutual Group,M,70598.0,dai,United States of America,,3686819.0,48259,2.0,4.0,19.0,,2.0,24560 ketch upper,1-567-486-3775,,Tallahassee,RAMON,OH,,dai4339,O
State Street Corp.,,248027.0,Hesse,United States of America,M,1360868.0,V6m 1v8,0.0,5.0,15.0,,3.0,10010 alonzo lane,1-384-288-0709,372.0,Dallas,LAUREEN,ID,,Hes4340,R
Del Monte Foods,,457802.0,kenyon,United States of America,f,3436227.0,H5L 1O6,8.0,4.0,42.0,,2.0,8990 TRAFALGAR BOULEVARD,1-702-603-7446,321.0,Newark,Ved,Saskatchewan,K,ken4341,O
Tenet Healthcare,M,91671.0,GREBIL,United States of America,,1994840.0,76001,5.0,5.0,99.0,,0.0,4024 savannah road,1-251-856-0630,446.0,Oxnard,AILEY,AL,,GRE4342,O
RBS Global,W,300853.0,faubert,United States of America,,2572827.0,80918,3.0,4.0,65.0,,4.0,16787 broad drive,1-639-973-8298,696.0,Fargo,thanh-quoc,Ontario,O,fau4343,
Las Vegas Sands,U,402253.0,KAYAR,United States of America,,2733553.0,63161,1.0,0.0,60.0,APT. 607,0.0,3561 hilltop lower,1-126-237-2401,522.0,Jacksonville,Annalise,MA,,KAY4344,O
Quanta Services,M,469155.0,GOODSON,United States of America,,1109504.0,M6s 1h6,0.0,3.0,34.0,suite 274,1.0,10252 main lower,1-963-394-0472,825.0,Kitchener,marjo,CT,,GOO4345,O
Jack in the Box,M,37300.0,Libadmin,United States of America,m,3577569.0,90280,0.0,4.0,44.0,,0.0,24940 CORALBERRY BOULEVARD,1-122-290-4865,301.0,New Haven,Rycca,VT,,Lib4346,O
HCA,U,23070.0,Kovats,Canada,f,1759158.0,93726,4.0,2.0,59.0,Apt. 355,4.0,5397 gessner drive,1-418-342-7698,596.0,Macon,dawn,TX,,Kov4347,O
Eastman Kodak,S,205607.0,COTNAM,United States of America,,3757860.0,23282,4.0,0.0,14.0,,0.0,4197 vicente south,1-018-557-0006,510.0,Washington,Bambi,ID,V,COT4348,O
Discover Financial Services,M,364271.0,karhuniemi,United States of America,,1276411.0,32311,5.0,5.0,91.0,Apt. 597,4.0,24330 carnation park,1-393-415-8392,333.0,Huntsville,NOELLE,AZ,,kar4349,U
Pfizer,M,383948.0,rickard,United States of America,m,3226822.0,35878,7.0,0.0,10.0,,5.0,14499 lyle way,1-467-482-9353,617.0,Brownsville,Kirbie,VT,G,ric4350,O
Inergy Holdings,U,117216.0,lett,United States of America,f,,52404,8.0,3.0,7.0,,3.0,12279 valley vista upper,1-357-360-4154,,Newport News,Narinder,WV,Y,let4351,O
Publix Super Markets,U,161014.0,Avery,United States of America,m,3576358.0,19183,1.0,3.0,37.0,,3.0,9521 oliver lane,1-812-616-7200,358.0,New Orleans,penelopa,IL,,Ave4352,U
AbitibiBowater,W,257128.0,norman,United States of America,,1820559.0,x1h 1t1,1.0,2.0,64.0,,0.0,13971 milbury court,1-654-942-3301,738.0,Las Vegas,paul,LA,E,nor4353,O
Amkor Technology,U,298247.0,Habelrih,Canada,,3708236.0,93301,7.0,2.0,16.0,,0.0,20031 crumley south,1-745-588-7016,448.0,Oklahoma City,Qainsp,AK,,Hab4354,R
Perot Systems,M,123295.0,Lattanzi,United States of America,,1734153.0,20081,10.0,2.0,73.0,,3.0,7290 macon way,1-932-035-7774,774.0,Scottsdale,IDUS,NY,,Lat4355,O
SPX,M,68134.0,LETHBRIDGE,United States of America,,445458.0,V6m 1t9,7.0,2.0,56.0,,3.0,2045 brielle upper,1-268-383-6134,450.0,Thousand Oaks,JULEE,KY,B,LET4356,U
SAIC,U,325684.0,Storey,United States of America,,1968176.0,t6d 1h4,5.0,5.0,88.0,,2.0,13506 LYLE WEST,1-441-685-8957,469.0,Oklahoma City,SUNDARAM,MD,L,Sto4357,O
,M,105465.0,SYLVESTRE,United States of America,,622079.0,91337,9.0,0.0,3.0,,0.0,295 pelan way,,455.0,Pembroke Pines,Cho,AZ,,SYL4358,O
,,101539.0,DANE,United States of America,,1896525.0,60653,5.0,5.0,28.0,,5.0,20497 ECHO UPPER,1-334-173-6098,422.0,Oklahoma City,Ramon,ID,,DAN4359,R
Oneok,U,13585.0,DESCHIFFART,United States of America,,892117.0,V6l 1v6,10.0,5.0,76.0,apt. 646,4.0,13839 lamport street,1-448-797-5301,822.0,Spokane,LETITIA,HI,R,DES4360,O
Cognizant Technology Solutions,M,200625.0,Reddick,United States of America,,3053070.0,80062,,0.0,54.0,,4.0,20706 lyle north,1-169-981-6667,778.0,Irving,shirley,New Brunswick,,Red4361,O
Tupperware Brands,M,255018.0,BARTRA,United States of America,,3445326.0,97306,,1.0,20.0,,2.0,3149 central lane,1-097-078-1576,,Salinas,Dela,SC,,BAR4362,O
Electronic Arts,W,354633.0,Clairmont,United States of America,,1470282.0,60827,10.0,0.0,47.0,,4.0,13696 cedar drive,1-380-951-6624,769.0,Ontario,SHEKAR,GA,,Cla4364,O
,M,423577.0,BLAIR,United States of America,f,1851070.0,b8b 1y8,3.0,4.0,,,0.0,24977 garden brook upper,1-109-121-8391,797.0,Sacramento,Norri,CO,,BLA4365,U
Wyeth,,343709.0,HERMES,United States of America,m,1112692.0,78290,9.0,5.0,90.0,,,18175 walnut east,1-385-113-2403,362.0,Alexandria,Etienne,TX,,HER4366,O
Puget Energy,U,176534.0,womack,United States of America,f,2293421.0,64135,0.0,5.0,41.0,,4.0,5678 DAYTON STREET,1-778-131-0193,571.0,Mesa,Lyndsie,TN,X,wom4367,O
,W,410820.0,Cronkwright,United States of America,,2375379.0,70124,6.0,0.0,92.0,,4.0,18582 perimeter boulevard,1-788-347-4376,693.0,Corpus Christi,HILDEGAARD,UT,,Cro4368,O
Gap,S,63148.0,wimmer,United States of America,,1098814.0,V6y 1u9,6.0,1.0,14.0,apt. 84,0.0,18591 chapin road,1-074-330-4067,626.0,Rapid City,GALEN,TN,,wim4369,R
Lennar,M,176887.0,Rathbun,United States of America,,3937786.0,27414,10.0,5.0,22.0,,1.0,24977 GARDEN BROOK UPPER,1-482-932-7898,567.0,New Haven,Franki,SD,,Rat4370,U
Chesapeake Energy,M,412056.0,Parra,Canada,F,340845.0,92171,0.0,1.0,47.0,Apt. 480,1.0,10352 marathon drive,1-143-708-2272,825.0,Lansing,Goldwyn,ND,,Par4371,O
Armstrong World Industries,M,369283.0,Stubbs,Canada,f,790315.0,70167,4.0,0.0,83.0,,3.0,8726 shiner lane,1-359-503-4771,600.0,St. Louis,annemarie,DC,,Stu4372,R
Dun & Bradstreet,M,487234.0,panesar,United States of America,,2972684.0,92118,1.0,5.0,,,1.0,17388 OAKHURST LOWER,1-252-576-9296,502.0,Huntington Beach,WYNNE,WY,,pan4373,O
MEMC Electronic Materials,U,416325.0,Zaleski,United States of America,,576332.0,h2f 1x3,9.0,4.0,,,2.0,10442 silver sage street,1-987-740-3644,721.0,Oakland,Yodha,IA,S,Zal4374,O
,,306126.0,Mlcoch,United States of America,M,,80909,3.0,1.0,85.0,,5.0,8481 kirkwood south,1-955-990-4598,755.0,Savannah,Greer,HI,,Mlc4375,O
Paychex,U,,MAC MAID,United States of America,,2374964.0,93379,8.0,2.0,7.0,SUITE 429,3.0,23459 wesleyan lane,1-435-398-5564,422.0,Columbus,dupuy,DC,,MAC4376,R
Superior Energy Services,M,436207.0,Grigsby,United States of America,f,659856.0,t6d 1g6,9.0,5.0,46.0,,0.0,18591 chapin road,1-260-583-7545,401.0,Simi Valley,brian,VA,O,Gri4377,R
Waste Management,W,341663.0,Briard,Canada,,3622516.0,10223,,2.0,92.0,,3.0,10256 BROWNWAY NORTH,1-608-490-1025,778.0,St. Catharines,chen-chen,MT,G,Bri4378,O
Southwestern Energy,,250537.0,calmejane,United States of America,f,2581455.0,92115,3.0,5.0,77.0,Suite 97,3.0,2990 royal boulevard,1-569-129-8217,,Elizabeth,MARYLYNN,WY,K,cal4379,O
Nucor,U,277984.0,DOBBY,United States of America,,2790101.0,90790,1.0,,54.0,,0.0,11650 brielle boulevard,1-019-038-4886,403.0,Yonkers,valerye,New Brunswick,,DOB4380,U
Newfield Exploration,U,47121.0,GAREIS,United States of America,,,M2q 1e8,9.0,5.0,48.0,,0.0,13568 green park,1-945-538-8651,692.0,Tallahassee,Chiu,VA,,GAR4381,
Precision Castparts,M,101995.0,WILHOIT,United States of America,f,,33110,6.0,0.0,62.0,,0.0,12835 ADDISON SOUTH,,734.0,Iqaluit,opalina,WI,,WIL4382,O
Masco,M,182968.0,Irvine,United States of America,N,1661433.0,78740,5.0,0.0,11.0,,0.0,15213 parsons rue,1-598-184-4310,591.0,Whitehorse,Ronny,NM,,Irv4383,O
Ingram Micro,M,261491.0,BYCZKO,United States of America,,1143553.0,10032,9.0,2.0,32.0,,0.0,22823 burgoyne boulevard,1-690-445-3372,664.0,Victoria,Rakhuma,NJ,H,BYC4384,O
Genzyme,D,480953.0,Kinsey,Canada,m,734384.0,v6w 1w7,1.0,3.0,77.0,,5.0,20124 river place drive,1-997-375-0797,520.0,Wilmington,casi,CA,,Kin4385,O
Popular,S,229628.0,HABELRIH,United States of America,,895404.0,T5d 1m4,2.0,4.0,76.0,,5.0,22220 maywind road,1-758-916-7825,549.0,Augusta,JAAN,Nova Scotia,,HAB4386,O
TJX,M,361241.0,ROSEWELL,United States of America,,1116807.0,94277,7.0,4.0,30.0,,4.0,10716 lavender east,1-419-564-7297,777.0,Long Beach,BABB,ND,S,ROS4387,O
AmeriCredit,D,,Bateman,United States of America,m,1794990.0,E7n 1h9,6.0,5.0,90.0,,1.0,16605 turtle creek park,1-315-180-8086,332.0,Moncton,NESSY,Alberta,P,Bat4388,O
Liz Claiborne,U,139300.0,Lakins,Canada,m,3885194.0,32205,8.0,4.0,13.0,,4.0,21088 murie street,1-365-205-7597,764.0,Little Rock,BRITTA,OH,T,Lak4389,O
,,301930.0,Paoletti,United States of America,,2289652.0,78298,6.0,,7.0,,1.0,9109 WESTERN WAY,1-856-827-5514,309.0,Philadelphia,Verena,SC,Z,Pao4390,U
