AgencyID,Employer,LastName,PostalCode,AddressLine2,CreditRating,Income,NumberCars,NumberChildren,MaritalStatus,Age,OwnOrRentFlag,NumberCreditCards,NetWorth
BEJ11719,Micron Technology,BEJUIVYPAKYNXZRHNJPZSAPLBBWEU,Gugfwmhve,,370.0,459798.0,2.0,2.0,,,O,3.0,1376382.0
Ilz11720,ABM Industries,Ilzob,Izjacpd,FBAAJUQNLLAONPRXOSKDIPPCRNZBGVAVDARMBRKXKHORLEMSJTKECBUJGWRDZJEKOZYWLQWZW,733.0,303758.0,0.0,4.0,M,19.0,R,4.0,3375753.0
TUM11721,Jack in the Box,TUMSNQMO,Srjfuixbkv,ABRVSFZXTQXBEGWQXGGXPIBZIJNDUZMMMIGINZYTRNOQGUJBOOWPNECBNDKEVNYVUAPHLVPXK,545.0,166207.0,1.0,0.0,M,37.0,O,7.0,
RJF11722,Virgin Media,RJFCLWYFKQQAITVZWICMCFXFJS,Cxrdbasy,Buvebmfyxgyvypoeisctcimapafefddwjuzilnyxbycadbzjagtpmf,793.0,477916.0,2.0,4.0,U,47.0,O,2.0,909889.0
HNH11723,American National Insurance,HNHLDZXYQBX,Eklbk,ctcpujo,468.0,406654.0,0.0,3.0,U,36.0,U,1.0,1692275.0
pll11724,Alliance Data Systems,pllpkdihlzm,Oclezseob,LEPVDERCSPJVHBFRRURPGETCYDUHLIATZJCDZTMPBNYHOCCKJDBOQQDW,843.0,,2.0,,M,43.0,O,6.0,
WWD11725,URS,WWDGUKYUT,Nqbqgtepxlaj,Xtsqjaubqsznfaljhfzacpuwpnnmxhqjrqdsaenwcsikgmuefbwzrdffdadvfqxgwlxdvmbigvpxkg,377.0,482177.0,4.0,,S,94.0,O,10.0,2483407.0
BCL11726,CVS Caremark,BCLNBTXXACVDCBVY,Xdaiarvskbj,jriawuktvvewctcnfgypnbtimeasesmnapeyoicrsobobwbljsaadfijmggtlrpddokpant,846.0,183422.0,2.0,5.0,W,24.0,U,5.0,3910309.0
itk11727,BJ's Wholesale Club,itkkngsix,Sqaeytkepdli,Bubceoiwclgbhkcwafepildpymjotevtxzdeb,508.0,58827.0,4.0,0.0,M,,O,,1090674.0
TRY11728,Baldor Electric,TRYHPBJSWPLFTDYLX,Hmbglfxrztu,,586.0,204346.0,3.0,1.0,M,2.0,O,1.0,1690874.0
asv11729,USG,asvtljaseahxf,Llowov,Zzibpcopiyyfgbqoxagoaahpsbpmqlapzjvdnfbt,321.0,75850.0,4.0,4.0,M,1.0,O,0.0,3412707.0
Ffa11730,Community Health Systems,Ffauukhthuxgnxtbcrfuscnv,Mopcofad,Dktkqjkczgllwnifspymkmkajqfhhqkvoklclomkewsjabgiypobheaqrs,681.0,493649.0,3.0,0.0,W,65.0,O,6.0,2152190.0
ZKQ11731,US Airways Group,ZKQOKDNRQJTEFVLD,,Xsgfndebcduvwpyurctqxhcgestioizxldzbiirhkdxuopjuxoqhgsukiy,387.0,480339.0,3.0,4.0,M,65.0,O,10.0,3081724.0
mmu11732,Donaldson,mmuvrypz,fcoaxp,YLWZOEGJBTLYWFKXLAONKIDM,845.0,177542.0,,4.0,S,74.0,O,4.0,361735.0
Iho11733,Ross Stores,Ihopnkoefezymm,rvsdpgiswz,Jpvlajphfqgofetpyhubtvdeupjyoqpkjnkyrteypevsclgyobtjrxhtoomopcjknafkmjoas,691.0,157306.0,1.0,4.0,M,,O,7.0,2920725.0
pxg11734,Sara Lee,pxgikurgvsnphpwkiayvns,qmrvjgtdl,dehfpivmwqhirbklodmjotgnvfjyxpgejvfxrehnwkp,420.0,27284.0,0.0,,M,71.0,R,3.0,2484825.0
Gwr11735,Airgas,Gwretmhrkplnht,Mtfhmm,,625.0,115821.0,2.0,3.0,U,90.0,O,1.0,
XVU11736,Brinker International,XVULEG,Mmrevapjlob,MACPKA,599.0,314757.0,5.0,1.0,M,2.0,O,1.0,509751.0
Kbh11737,Cliffs Natural Resources,Kbhgthmwfxjfxpitiss,bymzjdm,Pqmycnikcpwqnfwzzevexxkixbqlbipqinlioxzrmarsmcudvwaspbwpqdfcrwnwdmxcrpqakplsg,526.0,449663.0,,0.0,W,34.0,U,10.0,390663.0
Yvf11738,Cigna,Yvfhrctwifspxgcwmg,Fpolqpmix,Kbjxcoukrxctjrsfgntbvhjdyqrpwbnsyfmdkpvovezalgrmmmhsykqtelkjrxfdywkhwi,691.0,78320.0,4.0,5.0,M,98.0,,3.0,2349107.0
FAI11739,,FAISHNAJQHDMCIRHMPHCR,vgwbytwi,OXEZDANUILXRBXBBBPATOVX,,245922.0,4.0,0.0,U,12.0,O,2.0,51177.0
PYX11740,Dean Foods,PYXUE,FEDYK,Mpglkkcbexyzvhqfluzocbjbesswkthgdcuefnqwuphyzsdintswwrflyjenamcfhmtgiuvpkmanvn,544.0,225729.0,2.0,2.0,D,48.0,O,,3554095.0
BLL11741,Spansion,BLLKSMZWTZFURIIYWXPW,Czbvtzosve,wkerbzsmrsobhxituxstqmocjkhfmlhnwz,664.0,76059.0,0.0,4.0,U,91.0,O,8.0,3109210.0
MBN11742,Charles Schwab,MBNTFEGDHALGWFPACBCHXH,EXARTZFKFS,XBCPPIXXBUOWPQZGEMIC,,466644.0,4.0,0.0,M,85.0,O,6.0,3615936.0
Ika11743,Penn National Gaming,Ikazaimxyijvcrx,Sfxfjdjh,Bdquizerivmbdopylg,,155200.0,4.0,5.0,M,59.0,U,1.0,211374.0
Sze11744,Loews,Szegb,ZQUHYFEDUTPU,ZAMHE,518.0,416270.0,4.0,4.0,S,38.0,O,5.0,2617531.0
KTX11745,,KTXHWQPBUJAGUFQPBEOUBRBFPUJD,VVHKXE,vqejieogugecfdaxsanbawneoitouwivwwx,,414979.0,4.0,0.0,M,96.0,O,2.0,2786921.0
blo11746,TJX,bloqtqwcqlixlljeizvno,NFDLLYQCMNVX,ufgmvmhczcpbliqyedcsiesuplgvpxtwectntiqxrwbtgcdsioqulopfxuiqpjkuwpmjhtwqb,364.0,322741.0,5.0,2.0,D,14.0,R,1.0,2969927.0
dfh11747,Unisys,dfhqmbdbaw,Rdhmgkc,Ykbqrigj,714.0,260826.0,2.0,,S,67.0,R,5.0,2436646.0
Xnw11748,Belden,Xnwlpxyttuxolkoevmc,Vklaivpkmemk,Xyjfrlccbbwjapcledkpikeohigmhrmluvuefgfjfmnwbhjsmmyajobpfghv,824.0,21062.0,4.0,5.0,S,84.0,,5.0,266142.0
Gch11749,Collective Brands,Gchuzxufnlfvcidiaihpm,Llpskxxlcxft,,403.0,74741.0,0.0,1.0,S,33.0,O,10.0,770942.0
kpg11750,Int. Business Machines,kpgpqamijf,UKLKRSJSDUOI,Ljbcmrsfopkjvnuuqyik,793.0,69862.0,2.0,4.0,M,73.0,O,7.0,3319942.0
msb11751,Ralcorp Holdings,msbsmqjblhhkypa,Tmxbkubd,YQBOLUHPZXBGWXNLKXUSCNLLWITTUXZXFXSAKEELBMXYHSDQYWXTNHYTITLDPB,546.0,384794.0,4.0,,,37.0,O,3.0,2720438.0
Hnp11752,Universal,Hnpsmrezgzmlp,,RUNJKMPJXWJRDDLNORWJPIALBXTFLOLWTLXHUJEOM,308.0,397879.0,1.0,5.0,M,68.0,O,0.0,1160144.0
QGK11753,Danaher,QGKFGUOKTIOZ,Eobwmjo,Losdbcqaf,570.0,358585.0,0.0,1.0,M,22.0,O,8.0,2159549.0
Uej11754,Sempra Energy,Uejxngcjbxf,gyctkpkdfdwq,faewbfvembowalxmiwnilwcceqibpmcxkdfolkaztbadh,796.0,474460.0,5.0,0.0,M,17.0,O,6.0,3781151.0
bav11755,Levi Strauss,bavqxetufaelzrkhywq,BBPFOJQC,UIYQAWXKLRIWNOMSEORVUKMICXBLTUCWEDEXFDAHVIMPEQSAUJ,376.0,50947.0,3.0,5.0,,12.0,O,7.0,3250324.0
Yuo11756,Helmerich & Payne,Yuoojalu,hhjiyfqammhv,EMGTQUVVHKC,430.0,372337.0,0.0,4.0,W,25.0,R,10.0,3662387.0
YPX11757,Lear,YPXWKDKDVD,IZLTGPAUHWU,Hakwudzfrjkkkkan,419.0,327959.0,2.0,4.0,U,61.0,O,10.0,
Xae11758,Williams-Sonoma,Xaeizuufsccamtnl,,CWMTICAJMXOREPQVMZMGVPOMXQOXDGFTJEHUWEZJOFVFUHXPTZOUBKJKOKA,401.0,129997.0,2.0,0.0,S,90.0,O,2.0,1177998.0
Vbs11759,Best Buy,Vbsecrxumbyzodtpbst,Qnihppb,VFTGXBILMUVQEKJKLXEFUZVGUUD,546.0,375031.0,2.0,2.0,S,9.0,O,6.0,
CUE11760,Atlas America,CUEAWFPVJJYFOZOUUZTLA,EJOQXMEU,bazffbfcvaqgtlrcmsgwipyotxeuiisyqoadxpfbbsfatnpriyahlbnceer,415.0,94344.0,3.0,1.0,M,20.0,U,7.0,890205.0
qmp11761,FM Global,qmptrgqeyvmluvjz,Xpqjrzaob,ttxpnxgnxfewcotkatlsfeqysnrwtokklshrwmhqbcmmrlodbyvthfqughfluwrdcmaezeffwme,551.0,128592.0,,4.0,M,12.0,O,6.0,2389197.0
OES11762,Dynegy,OESUYWFJEKHBGXYJJT,jwmwaaomkci,Edzfgkwnacobvyovdaaxfmntzllqdrevgbrxvcvydzvflcezqjurbkcivyvsv,523.0,155023.0,2.0,1.0,U,44.0,O,5.0,3096813.0
Mzo11763,Texas Instruments,Mzokdxvhzrvdsimrwiizaqflxjcod,Wjlvecvmkuzq,,,174598.0,4.0,5.0,M,100.0,R,9.0,3890361.0
Wxt11764,Applied Industrial Tech,Wxtkasembzfkquecztchcbcssdfqn,Ozpzuq,Fqcrtdqfupdpbd,638.0,,4.0,5.0,S,,O,5.0,1259261.0
Bts11765,BE Aerospace,Btsadoipmnsdxtbhdwdmubtjx,PFBMJWHV,Fkurvozolpthnbrpefvonuxbmzbyokagrgsosrtafbsourfmjsxhpjxxnndfhskehkcmmjyopngfnmsq,366.0,74775.0,2.0,0.0,S,,O,8.0,785594.0
Fhk11766,Patterson,Fhkttwlak,hoyftvoa,WKQGXUFUU,311.0,464465.0,3.0,4.0,U,16.0,O,8.0,2423771.0
Sua11767,Robert Half International,Suaseenvfyqjnxaneinsmwnn,mtphqhav,Oaxerhdkqsxwwefmxpguhprkhqwcefowcoijcawemgiu,762.0,236734.0,3.0,3.0,W,44.0,O,4.0,949490.0
dyx11768,West,dyxjsspf,zkxacs,Omkyxfkrtowiosudvebsrdiiunowngfditlttqzbtfcemucjlkdvdsllgtvblvaweub,509.0,,2.0,3.0,W,83.0,U,2.0,3099446.0
HUA11769,St. Jude Medical,HUADRMR,Imnxma,QYCDCXRCXOJARSYTHY,712.0,366394.0,4.0,0.0,M,23.0,R,10.0,3102860.0
Wfe11770,Brinker International,Wfeqjchy,UNCQCKGO,Ehhxedxtnjqdgkxsslhkcbpjbzerrampwcptsdswtwgagcthganrojtaoctaxpymanmxwkokdfflm,431.0,396783.0,0.0,1.0,S,47.0,O,,3709911.0
KRN11771,AutoNation,KRNEAUTTHVAYQRXLQJERJTJJHQT,OOMVRSYBQNLX,Kajwdbyxpcbnotgmvvgfithwesyi,316.0,495323.0,3.0,2.0,M,43.0,O,5.0,1091433.0
ofi11772,Scana,ofidw,Wpcmivs,Gpazgedpjgeevxrmqwmueloonpuiheubaduj,,9714.0,4.0,4.0,M,70.0,R,1.0,1545094.0
Xnr11773,Stanley Works,Xnrloiadpjcltbljlxwgwfxk,Dgiohbhdbfdn,Mpvrlcsdbenfel,412.0,216485.0,0.0,2.0,M,,R,0.0,3242783.0
Opf11774,URS,Opfqg,zjnrzmlj,Aslptvkjplsuhlbrlvpgdyvfmnaaqdijlnhwvpxetkhqsnnwnuxhasniydfgqstjxauiijlsavdbha,,131489.0,2.0,0.0,U,1.0,R,4.0,920705.0
Yyq11775,Dick's Sporting Goods,Yyqathqnzebrdjalsnpmfvjcekayss,Shqrdlnh,Qaltcooktkbqnnfdbdhniufvbsugfkyssjfzffxfcyazflfyshpz,,117948.0,5.0,,M,58.0,R,6.0,551423.0
PRT11776,Perini,PRTQDVQGOTDSYREIQUVGUF,CWJYVXH,,814.0,422142.0,2.0,4.0,U,60.0,O,6.0,
Fks11777,AECOM Technology,Fksavtwfzvbdrzjs,gfenenr,vtipamxuon,465.0,17118.0,2.0,1.0,M,2.0,O,7.0,1451863.0
pvw11778,Harman International Ind.,pvwteb,Wkegkdhurkl,Yhqtzlvhxriemfkhwcqbwdgkytktkulkdzhoknzpiusodrpjfutplq,682.0,430409.0,5.0,0.0,,100.0,O,1.0,1441336.0
nep11779,Furniture Brands International,nepdvmjjjuvmwbzlcdyuja,qmsfauhaqw,Ssdheubzijqmlpilvcqelzsicswvoztvuhdotpgvqhwhuindxkgpdhwmqkctzau,687.0,24711.0,5.0,5.0,M,61.0,O,3.0,721680.0
Krw11780,Sysco,Krwpsmxmytjqywevzzblfchhx,Mtfkvgxvhglh,Cevjimofcvcfllaptfxxpakjifiacybfivlqploqrbcldedbxwgzmqolctxkofipp,305.0,127926.0,,1.0,M,94.0,O,2.0,3190327.0
Veg11781,ConAgra Foods,Vegixpxevfmqchrpzoqanifnygeq,IRNMSUSC,,737.0,251455.0,4.0,4.0,M,74.0,O,1.0,657037.0
Fub11782,Omnicom Group,Fubhxxqsgevapgapzovlrqqfi,,blkqohlvwlxksxmkveaqczpvywkanqxplmvpwxauybijcqrmhyuebcsdllzi,789.0,415869.0,2.0,4.0,U,34.0,O,8.0,1686671.0
jvv11783,Thrivent Financial,jvvpcdttkcy,iwjlhzkfy,UGAWWEMQYDXSIZOJQGOBFSXWZCCFG,805.0,284748.0,3.0,3.0,M,95.0,O,3.0,3093331.0
RGN11784,NCI Building Systems,RGNOBIPU,Nmrsuasasfb,Lphuahacyawksoqicvlnuluqcdt,518.0,68139.0,0.0,5.0,S,66.0,O,1.0,19154.0
WVH11785,Pall,WVHVLVGJLLDGKBSNGEWMZRM,DWTBQFM,bazzcowksbpbueggwjfyymprfnblvxgbtfbnbsmktkaspsvyiojxreetpxnkkdsuuh,777.0,346400.0,1.0,1.0,U,86.0,O,6.0,2524557.0
iju11786,Ingles Markets,ijuvwmsomibdtngxwqxi,Qhsobcmvnnbi,Pjlhnmrnpkmhywreatbhzq,364.0,31969.0,5.0,5.0,S,61.0,O,5.0,3038913.0
ifo11787,Sally Beauty Holdings,ifomkbifc,jmtesubft,WBABPQRTSPWUDIIGFRSWXUPHSHUQUJBRGK,334.0,337635.0,5.0,2.0,M,62.0,O,4.0,1073838.0
pbl11788,Dr Pepper Snapple Group,pblgqexqszjgyasgas,Gfehgwwomkff,Imwpgmdxvxgvsrswbyypsdpvkyjnjkbnkze,321.0,275290.0,0.0,5.0,,89.0,U,0.0,3887690.0
Ztr11789,Mutual Life Insurance,Ztrisvrvotxefn,qyvfd,Pglwhjpebjnzldvtkblkvzqzyoondcqagccaojurvgxnkcazwdonduizif,612.0,83193.0,0.0,0.0,M,99.0,O,3.0,785284.0
Exc11790,HealthSpring,Excjelejpzswccjwbbyy,UTQLRIEGB,wlwkcqbqzidjowjmxcp,608.0,131067.0,4.0,1.0,W,94.0,O,10.0,61083.0
Ypl11791,Belden,Yploo,Uhvzxeud,mqcgqehfldnchwvcnfurmzgblickfvffkejcithjnhshrnuhlmrufwafqrojsvphumfufm,362.0,462061.0,0.0,2.0,M,95.0,O,7.0,2584577.0
RGK11792,Warner Music Group,RGKIUNLZEKWOJJNCFBCVIO,Htwsqd,HXJGVWLQLRKALHJTBESMCFXTSF,720.0,405350.0,0.0,4.0,W,22.0,O,1.0,3139348.0
Pli11793,,Plipjqnvmfzwzkhegjsqxotwn,NYSVLFPKPQ,oapsawehnitjmwnksxqxqptdcmdhicawuppftkzoxcyhuegxkcpw,400.0,280817.0,5.0,1.0,M,85.0,U,7.0,873050.0
Eji11794,USG,Ejitepbgi,hernxbink,Xizcrlqyrfasazc,446.0,132911.0,0.0,2.0,S,81.0,R,6.0,3651114.0
Ywy11795,Las Vegas Sands,Ywyzu,YSMNGXUK,Uyipikpapsxwjaeluwbpczfxtmflfpocjcgjxnaxzccerlhlyyfcppdeglqlwonyab,402.0,463043.0,0.0,,D,42.0,O,6.0,117958.0
GPV11796,,GPVJN,ORJBLFTRB,Tqcbbtzgwngpljakjuhlqutmoepvkdqprfwdwcrsmifopvqasnzorjmjqumeikiokpxgok,609.0,491624.0,3.0,4.0,S,25.0,O,9.0,3485695.0
PNX11797,PepsiAmericas,PNXPANAHTYZNCTSQQMSZCEBQDE,ohquntxgg,RPSIMQKFCSUUEJKENEXKKMTBAWTUYTKQHETUHWZVMUDVFHXWTILDNYUWCYVWFRK,486.0,343629.0,1.0,0.0,M,78.0,O,3.0,226844.0
Fop11798,Administaff,Fopqwdpjyvmtrcsmujdlv,Fdejkln,CLXAB,308.0,134322.0,1.0,1.0,M,59.0,O,8.0,
XDC11799,Freescale Semiconductor,XDCQIZOCYIJVGMMLVIXCDZEM,WRBGZW,Bhiyptkrglceftdtzzlnmbnsvqosufimhustjphwedyonylcnebxpmtijtfclelbofuchdmjhdrkjkp,748.0,119718.0,5.0,1.0,S,39.0,O,0.0,3414198.0
fly11800,Key Energy Services,flycnrsoiyhcheucphhuzkrwtv,LYYRXHUPEKSN,xksuazvkwwnmngobuwohlogpmnminuqwx,712.0,240566.0,2.0,3.0,U,92.0,O,2.0,115387.0
Cju11801,,Cjumhksbpynlejvbbpb,Cbwjwmbuuisn,Feeovhlwynycmuhznxcjortxsrcunlbixjfkbotogpymusykzegmzklpkyie,523.0,1011.0,5.0,0.0,S,71.0,U,10.0,706876.0
Xli11802,Ingram Micro,Xliyxtvpcbhqnzoqpkt,WJZHWWQ,vlakziwwdnpyzoognmwtofxskopmcqqzudbfcxmuhjhpcljpr,593.0,138852.0,3.0,3.0,U,74.0,O,2.0,3414611.0
Jla11803,BJ Services,Jlahpuhzlpycxwqg,Koagp,Yxfamnslosyhvtynddvktqawajjivpbdbas,,304506.0,2.0,0.0,S,34.0,O,4.0,2871822.0
Odv11804,Goodyear Tire & Rubber,Odvjpdiiasszapjzhjdb,OJRCIYSSWKKI,epummmtoewdiegxnuzvsfhdiibdvoqmvvedxguuevqujwvjpqghzivkhhaxiknzdmqdmnciehae,732.0,422426.0,,5.0,M,24.0,O,1.0,75846.0
Grw11805,Ryder System,Grwglpsffdcizwmbm,dxqrm,,712.0,195047.0,1.0,0.0,S,84.0,O,,3135479.0
Prx11806,Crown Holdings,Prxnkweedkacwoqggyinlv,xqggirzkjxg,buucikfhapevancimmtzkscpkmjjclvdjlydfvumy,794.0,119712.0,1.0,4.0,M,62.0,O,2.0,1929126.0
Pbw11807,Tractor Supply,Pbwgivsnklfnxpqmtpx,ARSEMVQ,ubeukbhhoipuooalftqiweqykebskjdpijvgaisnewqimbghfngc,543.0,328056.0,1.0,1.0,S,34.0,O,1.0,1598636.0
Tyd11808,Protective Life,Tydprpyls,pktmr,hrgqzduuosqaymdu,,439825.0,5.0,0.0,M,76.0,O,8.0,3873135.0
Yoc11809,Genuine Parts,Yocsqegklejmwbmdrmb,Moddarsr,Jfelkxhlfgcwggwwnpoekbvulpesjiwesebvlamtgogezzcjvkdkgkurmikvdryogvou,370.0,238921.0,0.0,3.0,,30.0,,0.0,621863.0
eiu11810,Molson Coors Brewing,eiupzgnvtuvgnscrvadlauixndftsc,Qsikwotaof,IRMQNLQLLK,437.0,443410.0,5.0,5.0,M,48.0,O,6.0,3183748.0
Lzb11811,New York Times,Lzbzrpvmuouuislw,INUVWJQDTD,,568.0,185210.0,2.0,4.0,S,98.0,O,,480910.0
Ehf11812,Eastman Chemical,Ehfzd,Qecmb,hgqhbxiwobgyhlnsoeicpgijwlluberknhcp,315.0,249206.0,5.0,2.0,M,54.0,O,0.0,869869.0
TZJ11813,Alaska Air Group,TZJGXHXMVXWEFHGPGKEPPSSWIRPE,Qglimeduimd,Mkxbnsexlqxpifacsyykrrglxypkoocfswinxin,619.0,148527.0,1.0,4.0,S,,O,3.0,2431274.0
LOE11814,,LOEVZI,Fljbadymrb,Kohbybldftfpjnhvbtsfdpxngsdliohviemswdstpvztemyqzlijhraqkhkeqhasbnrwohvpj,576.0,,3.0,4.0,M,37.0,O,5.0,1839975.0
Hgi11815,Unitrin,Hgitluuuezanucatfzqlewevovnvgg,OAHAAB,Dujkhxxdaxwhvjyanzidww,510.0,182700.0,2.0,1.0,M,51.0,O,4.0,11343.0
Ffm11816,Winn-Dixie Stores,Ffmdtjvjsilynfbgjgfvsph,,oawoawknalzsisiwltjo,430.0,159679.0,1.0,0.0,S,98.0,O,9.0,72476.0
Ecf11817,Williams,Ecfexp,tdjqmslajmy,xxyxljfwwthdbphrvbhbskspmgeqsdibhojjcpgwechfxumfzsacconoiwrxlbarkfwlyhbloah,464.0,290172.0,4.0,0.0,S,62.0,O,2.0,2611907.0
MXJ11818,Anixter International,MXJAQDU,Ymgeisafak,Pktygfdjlwqrvotayonxnqcapzdibuktnwriayhttnmg,572.0,326553.0,3.0,5.0,U,42.0,R,1.0,3007924.0
tbb11819,American Axle & Manufacturing,tbbkwlln,ejetvkned,Dpxrhnfwcqzuuxlitympaxhocatnbaohvtglhuimiokkohpwlijdckubgznsgeyef,695.0,18285.0,5.0,5.0,U,62.0,R,10.0,773988.0
umi11820,,umitxp,Tfaxp,Ulgzeioeisxyllwflqohdevbiprwdigsvngqenwaofivdvyhpgyozk,454.0,15818.0,5.0,0.0,D,88.0,O,8.0,2217017.0
Omk11821,Con-way,Omkjzaqvlybjtrciurl,bdwlwxsphqn,tjjirqaclsuvsdxtxfhsjnxdarwnfvznccazsbhjtyvksmra,466.0,374832.0,3.0,0.0,M,35.0,R,9.0,2060103.0
uau11822,Rent A Center,uaujplgtzfddinhfdswegp,Wmqjxempib,,387.0,3750.0,0.0,2.0,U,71.0,R,,478005.0
Gwo11823,Terex,Gwohmudjxtgishtarldwjzvnlc,,Hxhrtwyjyxebmfftsxaxpkwpbmyuqe,429.0,159399.0,4.0,5.0,M,98.0,O,8.0,3438878.0
Jdh11824,Colgate-Palmolive,Jdhhavjsewcijhwzotfqvj,Wmibrdtmmhqz,aakdwiogzkvxivcevsonwenspldnwknqippoivrylxjuhahszepjlceiwtdjslwnvbguihgjnhg,827.0,128044.0,0.0,0.0,W,6.0,O,3.0,2427763.0
Irk11825,Sears Holdings,Irksuldkwpamezwhlejld,Rpbvqmv,Oziikhomhsqvrilraaoqjwcncstilylkznjnlcttrpbyaoeziumvyb,493.0,232511.0,2.0,5.0,D,40.0,O,1.0,738869.0
Nek11826,Owens-Illinois,Nekth,Xdqvweyhbeye,Aqtwin,787.0,,3.0,3.0,M,11.0,O,0.0,2089393.0
Yua11827,Allegheny Technologies,Yuatkbgccglprlypbqa,,Rfpiwshvgmbqkwfwv,774.0,57796.0,3.0,0.0,D,34.0,,4.0,1137985.0
JNI11828,,JNICWVCKKRMZ,Auhvc,Mwhqoppeebvvrvxgzpuhgwfbnuhemnsvwvjirnmuq,475.0,74409.0,1.0,1.0,W,27.0,O,7.0,289833.0
Zxe11829,Conseco,Zxelddfhpuhaenvnljbnytumh,Hyttluvufc,znfvkeuvptwbtaxwylubvjbvxruuoukkhsjssvqwjnbhfawgeprpuyiphcvnph,487.0,87969.0,2.0,4.0,M,4.0,R,9.0,
Qqn11830,Medical Mutual of Ohio,Qqnrfvorejuhrljclwn,Piqnxr,jvpfdgyraeczax,395.0,73586.0,2.0,2.0,M,78.0,O,,2183063.0
quy11831,Spectrum Brands,quyarjtyxjteloy,oppmsozrlzzr,,352.0,305174.0,1.0,0.0,M,89.0,O,6.0,291021.0
Dlu11832,Southwest Gas,Dlunlpepwgpmbsf,Qbzagfjpv,YLDKVELOEDBMRAFWTFOCRSDTSAVTSQHCFMGQJXVWKOYWBJSTDCCJSRXXAS,673.0,400496.0,0.0,2.0,D,34.0,O,5.0,457252.0
Akh11833,Viacom,Akhuisbdlmti,Aghaxhce,wgntteahoqbwhvysabzcrviolqmqtn,624.0,298603.0,0.0,0.0,D,20.0,,10.0,1766502.0
YUG11834,United States Steel,YUGJSOHRLPT,rlscgqqkbl,Vteeitdvtut,653.0,,2.0,2.0,D,86.0,R,3.0,
Sly11835,Dana Holding,Slynfmxlkbqiqyy,Gxqnspfpu,MTEFULAORKGBYAKRVKAFSAEGKQUXAYSDHDNIBNYAZMZUBDDGFGCTXIGWGYCJMQTXJ,488.0,413753.0,4.0,4.0,W,61.0,O,0.0,2924361.0
Prd11836,MGIC Investment,Prdfcnwtikzwcivnwlyizxdxda,FZVQFBVAWP,DWUDECVXFBKNSSGGEZDABOQDQMWUBUBEFHKF,644.0,119435.0,0.0,2.0,M,66.0,O,1.0,995321.0
yej11837,DRS Technologies,yejuwhstpunhfcjfxoqpglllrdi,GYQHWAB,Vydywvsnkjlrsozzplitauufuttpsededlovppfnmhtt,,134076.0,3.0,1.0,S,40.0,,10.0,1963209.0
acu11838,Exterran Holdings,acumcryqdafikvdsniodzeu,Ocltexjdyc,MSPKKZXRXHXAJFGCTYTSTUUJBNTMIJARE,613.0,324147.0,5.0,0.0,M,74.0,O,0.0,462186.0
Wyj11839,News Corp.,Wyjir,NVWRJNSNTBHR,ABZQTQVMOTQYSFWOFTYBYWYXRCFOQSUYJZGEKLK,812.0,289661.0,3.0,4.0,U,13.0,O,10.0,529762.0
Vqt11840,Fidelity National Information,Vqtws,Jjbcyeic,Srvlwxnzqcdulruvilocrlnslrrnmmuhzupxrfhruleruulnut,423.0,13177.0,2.0,1.0,,97.0,O,7.0,3195122.0
Wwj11841,AES,Wwjzbpjnscntmv,BERDCJUJSM,TGQTKET,767.0,19390.0,5.0,3.0,W,90.0,U,6.0,515043.0
Zlv11842,Questar,Zlveeloh,Rsoiz,YCOAOMHCRRKUVCPZHROGNLJYUORINXVSZPGXLLSQBSJKRYUHQZHGJBWCDRHBGGOFDCWFXJEMJEOPPBGV,670.0,168613.0,1.0,5.0,M,94.0,U,3.0,439783.0
Zup11843,Western Union,Zupoqxtuvniecblncfzmvx,Inujcgy,Mbsegibrdcrnbaguajwfevfupjbnhecmklbfjvzmnfisjyxbow,736.0,221201.0,2.0,,S,17.0,R,4.0,1554578.0
MBC11844,Jones Lang LaSalle,MBCEUWECSJACLMHDXTDDWFORBUOIH,adsaupzroy,Qdfigjnzrmuvhowwdetbkxyik,372.0,857.0,5.0,1.0,M,45.0,R,1.0,
Uiu11845,SAIC,Uiuoiaqkwqe,hhwgeabczw,Ukucmdidpkwwczrbnwvmrlknjmnhsskroof,347.0,193278.0,0.0,1.0,W,99.0,U,2.0,118006.0
UDK11846,NRG Energy,UDKPMWUDZIMSITASHTO,Bipbhrt,Gcuzrljxxcdotutocqgohxmuxgnptczxwuzcedgevfoxvqrqoldnbberkewgxielultuutoarh,378.0,124372.0,4.0,4.0,D,60.0,O,2.0,3240275.0
Bxx11847,MGIC Investment,Bxxrvt,Plfgtlvd,Vuyvzezrbylofsvenicamwygqcbdejgsllkqhewvypgfyftcdjuqntiojurxxmpmprqbb,653.0,309335.0,1.0,4.0,W,84.0,O,,3416368.0
TFR11848,Reliant Energy,TFRJWEMGSSVK,qizgjmmib,svynfxcupjnpiuvzietgrhllrtpcrwawmkeyawapgiixdwjrgwuxjmbzxjaeghei,449.0,38264.0,5.0,5.0,M,79.0,R,1.0,507034.0
Cqh11849,Con-way,Cqhfwnceps,Gtulpsdzgx,EKVMZXNWOQIXSDWYCXARXJTRJBUPIFHEUOTZRIVXLVKXPWZJOP,342.0,392580.0,4.0,4.0,D,54.0,O,6.0,975368.0
Flm11850,Sunoco,Flmusqdvboldnuerqhoviny,Gmbkor,Inuihljuqxeipvdodcaxwbbkwmkzztorbxxtfssadxuruetnlbcqpljiosjwgytbxprmphvwhttk,718.0,273850.0,4.0,5.0,U,74.0,O,10.0,664490.0
