prospect_AgencyID,prospect_Country,prospect_Gender,prospect_FirstName,prospect_MiddleInitial,prospect_Income,prospect_Age,prospect_LastName,prospect_State,prospect_NumberCreditCards,prospect_NetWorth,prospect_NumberCars,prospect_NumberChildren,prospect_MaritalStatus,prospect_CreditRating,prospect_OwnOrRentFlag,prospect_Employer
Yoj12117,United States of America,,Bajimiixmcfdvd,Q,247670.0,10.0,Yojlimkemmrjgjcb,IL,3.0,2681291.0,0.0,4.0,M,844.0,O,First Data
HBT12118,Canada,,Mtomqvszngjxkctubdnqbvnlsryq,,392781.0,59.0,HBTCSVCULOI,FL,10.0,2353329.0,5.0,2.0,S,671.0,R,Liberty Global
kia12119,United States of America,f,kpcutggicaxfaeleusgrskxfkki,,480434.0,,kiazcuwgfjdaptwp,AK,5.0,2725811.0,1.0,3.0,M,817.0,R,Cabela's
Rtv12120,United States of America,,Tuaniszyamjnxyjomtlblg,,86199.0,9.0,Rtvcuxpidpetbqfmptioofoe,WI,4.0,2668471.0,2.0,5.0,W,620.0,O,Pinnacle West Capital
Hpl12121,United States of America,F,Nwogfksoxdhmujfas,T,222806.0,94.0,Hplccjueiaolzndujhchg,IA,2.0,3682098.0,2.0,3.0,M,429.0,O,Genzyme
QZL12122,Canada,M,Cpspse,,244544.0,4.0,QZLLFGJ,OH,5.0,3516986.0,3.0,2.0,M,825.0,U,Urban Outfitters
Otq12123,United States of America,M,Pemjmxfpwgry,T,139979.0,48.0,Otqgcahkkigxxadphaeqbwopq,OK,8.0,3838476.0,3.0,1.0,M,640.0,O,EMC
Nxf12124,United States of America,,Vjofrnatqlqvhmlltt,E,346354.0,28.0,Nxfpunjuwnyuiwtblcywnrdammuo,MT,7.0,2455264.0,3.0,0.0,U,811.0,O,
ctv12125,United States of America,,Ozymyg,k,206774.0,,ctvmhenfxnjiqwumicvadddk,MI,2.0,2182834.0,3.0,1.0,D,800.0,O,Granite Construction
YPJ12126,,,YWZYECKKRBRYLDZJSWHHINHMEIVVQ,U,130172.0,72.0,YPJTNZIBVGBNRQXKESXBHS,GA,1.0,,5.0,1.0,W,729.0,,Spartan Stores
Bgt12127,United States of America,,JTZXSW,,280226.0,44.0,Bgtbaxdernanksuhvjgyijinbogx,KY,0.0,3884284.0,3.0,4.0,W,307.0,O,BJ Services
Fnh12128,United States of America,f,Upyxgp,S,63475.0,72.0,Fnhhksdjchymzpbfrmabpz,OR,4.0,2209434.0,2.0,1.0,S,,O,Mercury General
Unr12129,,,xuqyeg,x,311880.0,99.0,Unrhltsdzdslvhptigedpvrrna,GA,4.0,2414926.0,2.0,,M,373.0,O,Spartan Stores
WKI12130,United States of America,,Yamedqcfoqbzjgjcvilwbkxpqa,A,315343.0,78.0,WKIIUQE,Quebec,3.0,2907681.0,3.0,0.0,W,398.0,,eBay
nwp12131,United States of America,,Nfnjokescimrxlrbnmxd,,259887.0,54.0,nwpoalnckawoxgzmhjvq,KS,8.0,1291166.0,5.0,4.0,U,339.0,O,Smurfit-Stone Container
Rlg12132,United States of America,f,Kdvufqhtndwwwxrwcehljxt,K,325001.0,83.0,Rlgsziboovurnzijsypuwqtctx,RI,7.0,2484005.0,3.0,4.0,U,405.0,O,Owens & Minor
Zrw12133,United States of America,m,PTQCHAZIDZGTHHFFIBTUKDQN,,247507.0,6.0,Zrwgcefvhxvoslalavteyotg,GA,9.0,2396834.0,5.0,5.0,M,816.0,O,Public Storage
Pph12134,United States of America,,Cannbbbnhlgekarehkxp,,253224.0,100.0,Pphpifnasujipyilvmiewnqimg,WY,9.0,2652096.0,4.0,3.0,M,476.0,R,Enterprise GP Holdings
alj12135,United States of America,,Rdpkgummtrpalqewmi,,177585.0,44.0,aljjpqzsxywqywtljxtsnxpcjhsl,KY,6.0,1125088.0,0.0,4.0,D,363.0,O,Mosaic
Fyi12136,United States of America,,Csfipnaudtqlwyloaoohlpco,b,463742.0,52.0,Fyigvkthasqpsftuhv,TX,6.0,854877.0,4.0,2.0,D,671.0,O,StanCorp Financial
Fkw12137,United States of America,f,QVSRTMHBJZHURAEJNLGHRBRDANVG,,164698.0,64.0,Fkwxmroqaknfifisdimlose,WI,2.0,862001.0,5.0,1.0,M,583.0,O,Sun Healthcare Group
TFX12138,United States of America,,Erhwcxvpqtifnrkyil,a,228318.0,7.0,TFXJUDHJETFGITJOOHB,KY,9.0,2588680.0,3.0,3.0,W,300.0,O,CME Group
Adm12139,United States of America,,MMCOEZOULPUARYPHAGKZRNOB,d,169050.0,71.0,Admzfahbpyfe,AR,,1892012.0,3.0,0.0,D,474.0,O,Illinois Tool Works
uuo12140,United States of America,F,lmnlqabojqmwuppxipkrgs,,292150.0,47.0,uuokpalmjnk,Alberta,4.0,801567.0,0.0,3.0,M,538.0,O,Airtran Holdings
sgm12141,United States of America,M,RBYHVLWWVNQUXUCAUMV,,151913.0,88.0,sgmonwkhjiyjxut,WY,4.0,3287721.0,,2.0,W,436.0,O,Quest Diagnostics
Kjm12142,United States of America,,mhkgjtsoewjy,N,364796.0,94.0,Kjmvfcmwfcnvrnzpz,Prince Edward Island,5.0,88021.0,4.0,4.0,D,748.0,O,Cytec Industries
GXG12143,United States of America,,Hwhshjc,t,429821.0,18.0,GXGRHDDHZRMXAFV,MA,6.0,568032.0,5.0,4.0,M,565.0,O,Office Depot
Sdj12144,United States of America,,PLBHIJRZWDMJXXFNXR,G,449214.0,46.0,Sdjhfmhrrte,KY,10.0,2735974.0,5.0,3.0,U,705.0,O,UGI
Loz12145,Canada,f,Afknmszddbwfv,i,339610.0,20.0,Lozfphovlbngxpgmusedbftxwy,UT,5.0,696134.0,5.0,4.0,W,380.0,R,Western Digital
Nac12146,Canada,,Jbgaciovowmiyuxxgqik,,237377.0,,Nacvibuh,AR,9.0,88412.0,4.0,5.0,S,345.0,O,Harsco
Fqi12147,Canada,,mdmmdmcidezqevft,,475686.0,,Fqizqub,KS,5.0,1454138.0,1.0,4.0,S,645.0,O,JohnsonDiversey
CRQ12148,United States of America,F,MUPRZFZTJ,R,191091.0,,CRQULGFVWWYLL,Manitoba,8.0,1428639.0,,3.0,M,352.0,R,Tenet Healthcare
Tzc12149,United States of America,M,Xcvdmilbavgwdlenhnnenpixwsbfzn,m,220348.0,,Tzcapczg,Manitoba,,2304481.0,3.0,3.0,S,567.0,O,Expeditors International
Jak12150,United States of America,,misjd,C,435505.0,17.0,Jakckjdqlssxoxwlq,NJ,10.0,3893183.0,2.0,1.0,,313.0,O,National Fuel Gas
Jgd12151,United States of America,,Liyrnvaivujbvxdvgipicm,,280932.0,68.0,Jgddqrrtqh,CT,5.0,1607865.0,1.0,4.0,U,807.0,R,Weis Markets
Dvm12152,United States of America,,Yorgcobajulmnwgcojl,O,327810.0,85.0,Dvmagxgsbneupeezkyyrveezndyi,PA,0.0,3414101.0,3.0,2.0,M,466.0,R,Wendy's/Arby's Group
PUR12153,United States of America,,Srnbvmshsjydkriotpnxqpytbvb,f,75821.0,97.0,PURMKGND,OR,5.0,2867011.0,3.0,3.0,M,647.0,O,BJ Services
MMJ12154,United States of America,f,Dfnfhypvukx,,119582.0,75.0,MMJNLOBWTCVUGFIEQLSIDXUPPC,NY,9.0,1645548.0,1.0,3.0,S,355.0,,Micron Technology
Csg12155,United States of America,,umoziiqjxnspaaqwigunvdwdjalxs,,313216.0,36.0,Csgjkfdxlvycytisgr,TN,4.0,2377996.0,3.0,2.0,U,706.0,R,Itron
Cvj12156,Canada,,Olhdivjpyntfb,,424113.0,41.0,Cvjmidriunvhuckwzjkiymhi,WA,0.0,3125159.0,2.0,5.0,U,443.0,O,Ryder System
Lnk12157,United States of America,f,Xlrpfbmrponfelilvo,,417431.0,89.0,Lnkoagqvyljozddseqsgusrefsavj,MO,1.0,826741.0,,4.0,M,700.0,O,Amerco
UAM12158,United States of America,f,Mtkiijsdltkznaxirtgsgbzlnv,d,378283.0,22.0,UAMPYMRXP,DC,8.0,3128957.0,5.0,0.0,,512.0,R,Genworth Financial
ctr12159,United States of America,,skajprkijifuvpud,C,13373.0,95.0,ctrtbllrsiwyfoct,NH,5.0,,3.0,0.0,M,697.0,O,Volt Information Sciences
FGJ12160,United States of America,,Xqkidxgtlsunyrmwqroyfq,,359390.0,95.0,FGJISLMADJBKDAOCKJBBVGGBQ,VA,5.0,3061874.0,5.0,3.0,D,692.0,U,Hub Group
EBP12161,United States of America,m,ywbzctehbjdkpznagzngro,,448200.0,70.0,EBPNAARLUEHEVZRQZPALMTXBYBR,NY,7.0,1707138.0,,1.0,S,581.0,O,Synnex
MOC12162,Canada,,Qyqmzkcbxbtjakuhyacrxvs,C,41787.0,81.0,MOCFZMUHHUFYVDRORXJP,MD,1.0,2725590.0,4.0,3.0,U,606.0,O,Newmont Mining
Bfi12163,United States of America,m,lrkskdrrgooifbeknwbmlrorafdta,T,439628.0,99.0,Bfirjfaqqcbgizxtst,British Columbia,6.0,3664671.0,2.0,0.0,S,841.0,O,Broadridge Financial Solutions
ifd12164,United States of America,,Ppehjjvhqjnw,l,226497.0,14.0,ifdhtgxwoqzgkxfol,Saskatchewan,3.0,2954390.0,1.0,1.0,S,345.0,O,Loews
Ppo12165,United States of America,,Fmhgyrayswlxzpnegzsialrxyduwqk,,419362.0,61.0,Ppoemyefhptnejk,DC,7.0,3320686.0,4.0,1.0,U,815.0,,Westlake Chemical
VAW12166,United States of America,a,cshtilyzpzpekubhqquyfrls,W,,4.0,VAWCQMJXCSDHUVWBBOOTKRFXVUAS,ID,4.0,2510644.0,0.0,0.0,W,493.0,,Knight
jfk12167,Canada,N,qckenlsjbkmgakrbtznfpyk,J,392174.0,36.0,jfkewzzqgyhcdlei,IA,10.0,3385082.0,5.0,5.0,M,410.0,O,Sanmina-SCI
Ypb12168,United States of America,,EZDKMI,P,398086.0,,Ypbgnxwhrxuykxubqegtybcjimtzt,MD,9.0,1044167.0,3.0,0.0,S,654.0,O,Pfizer
Pwg12169,United States of America,F,Pcrhxl,J,140074.0,74.0,Pwgxpxykcthe,AK,1.0,2053401.0,4.0,3.0,,313.0,O,NVR
mjl12170,United States of America,M,rtffajogswdfc,,260257.0,48.0,mjlobyzbiwxh,NH,6.0,3998395.0,0.0,1.0,M,450.0,O,Flowers Foods
rij12171,United States of America,M,magwhqxtfhmsgbaqnwcwbt,F,4449.0,100.0,rijuqqgbzmhuxxkcqmbjuf,ND,9.0,687154.0,1.0,0.0,D,530.0,,Hershey
giv12172,United States of America,f,Skqzrarkig,,467856.0,74.0,givizdhwwqnmjqxlzfqqef,ME,10.0,3197576.0,3.0,3.0,M,320.0,O,IDT
jji12173,United States of America,,Dyvro,,,,jjihudptniukmmkklhku,UT,9.0,1726254.0,0.0,5.0,W,341.0,O,Amerigroup
JIQ12174,United States of America,f,Nvnbsmfdvoeynhcmkn,U,19579.0,59.0,JIQZTXBOXWQACMFBP,IN,1.0,1486212.0,5.0,4.0,M,677.0,O,GMAC
hvb12175,United States of America,,Klpspdbhhulvjxnrzuoliq,q,245205.0,99.0,hvbkfqczdsegufwaoiblafm,OH,8.0,1602219.0,1.0,3.0,M,308.0,O,PHH
AFL12176,United States of America,m,caaapzatnvht,R,,86.0,AFLAPPWIIVHFWTMLSUVVXBB,Prince Edward Island,,122043.0,2.0,0.0,W,634.0,O,Sally Beauty Holdings
VMA12177,United States of America,,ZHMPPDAWSX,,40659.0,89.0,VMAFOHAOVKLPT,British Columbia,3.0,440671.0,1.0,0.0,W,777.0,O,Pulte Homes
fil12178,United States of America,f,aeihbwxaivxbbyqtjkrvsntxzk,,154901.0,84.0,filbmxgj,Nova Scotia,6.0,442887.0,1.0,2.0,D,626.0,U,General Electric
Gec12179,United States of America,M,Nwgsjo,,,10.0,Gecltzvfbecbfyo,AK,5.0,904205.0,5.0,0.0,D,568.0,O,Emcor Group
ECW12180,United States of America,M,HJJDVDQFODVXASRGQQGTSRZ,H,193974.0,6.0,ECWJKSOKRTMNLNBJDW,AZ,10.0,1492878.0,2.0,3.0,S,759.0,O,Southern
Hep12181,United States of America,f,hrcpzbusuvaodmqsd,,201912.0,,Hepfionkosnqkgtp,PA,0.0,,3.0,4.0,M,411.0,U,Sonoco Products
IDI12182,United States of America,M,YHXTQBOVLIQMMKQICX,w,166582.0,38.0,IDIMUSSZUIAKREUOJFEXWV,WY,8.0,258320.0,1.0,2.0,U,420.0,U,Chesapeake Energy
elj12183,United States of America,,Agfgexnznvupehkfsjgcqaga,M,483696.0,96.0,eljfbvjqn,OH,9.0,156148.0,0.0,,M,811.0,O,National Fuel Gas
Jwf12184,United States of America,m,shzol,P,466472.0,18.0,Jwfnhxtrreunqznhaeliwbeylucdb,NV,8.0,3787797.0,2.0,,M,779.0,O,
bzy12185,United States of America,M,vkkdtuv,,248579.0,10.0,bzygrhomgsxdiigjdfcffu,UT,5.0,3047892.0,0.0,2.0,D,505.0,U,MasterCard
Npc12186,United States of America,f,mxrkzcxpxvgpeiekkzwvpjjfgote,,362974.0,3.0,Npccqznajbpgypp,CO,10.0,710939.0,0.0,2.0,M,633.0,O,Insight Enterprises
Ewj12187,Canada,M,EPEGHHYDQHKWEZMVXPPCYATAODE,,291750.0,33.0,Ewjqynuaj,New Brunswick,2.0,689307.0,0.0,1.0,M,775.0,O,Key Energy Services
YZQ12188,Canada,M,Tdwebgtvdyhnaatjsrdfx,,493867.0,,YZQYJGXXJTKPBYESZSDGPLQM,UT,5.0,1541557.0,2.0,5.0,M,561.0,O,Sonic Automotive
Evc12189,United States of America,b,WVQAZTVPPJLXBY,C,434880.0,,Evccxpwvpmsrezfduptykckaubjku,NH,4.0,3095532.0,5.0,3.0,M,740.0,O,Western Refining
cuh12190,United States of America,,Weyfjejzajsehyogvjceuox,H,,54.0,cuhnjlbkbmfssrdalh,CO,2.0,2802031.0,1.0,,M,627.0,R,Marshall & Ilsley Corp.
Dgw12191,Canada,,Uryaafgxbovwaix,w,198845.0,21.0,Dgwnmunikopxoontz,Quebec,3.0,2117482.0,1.0,1.0,U,405.0,R,Church & Dwight
CVC12192,United States of America,m,Dynvwtngkjixib,F,135611.0,,CVCMXNJLDCUAUIKDOKHL,ID,,1585706.0,3.0,0.0,,593.0,O,W.R. Berkley
Jse12193,United States of America,F,lswcchmgqvkhnsnnlrrsqkz,,479777.0,34.0,Jsedvllewjehstiv,HI,6.0,229594.0,5.0,0.0,W,579.0,R,Tenneco
Tar12194,United States of America,,nycvdrruylszaczvgesblwjnlyak,C,373698.0,48.0,Tarlnuquwhij,HI,10.0,2713681.0,,1.0,,479.0,U,Pacer International
Nad12195,United States of America,,Pjawii,,52668.0,42.0,Nadnasbxvvkakwnm,MN,7.0,247096.0,1.0,3.0,U,557.0,R,Warnaco Group
rib12196,United States of America,F,xefpdiq,j,172102.0,96.0,ribjlwfxhlogvxzogyyg,MT,10.0,31180.0,5.0,1.0,M,460.0,U,Kla-Tencor
wqs12197,United States of America,F,LOUMPFMSKRER,d,53762.0,40.0,wqsakaxk,CT,5.0,2226899.0,2.0,0.0,U,676.0,O,Thomas & Betts
Qxf12198,United States of America,,Txhdtsjrnaogrzsk,T,103196.0,0.0,Qxfqo,SD,2.0,2919511.0,3.0,4.0,U,588.0,U,Broadridge Financial Solutions
Igm12199,United States of America,f,AFDYOOYCXVMI,,337137.0,5.0,Igmjzznldwvxgodwelb,WY,3.0,,1.0,2.0,W,318.0,O,Polaris Industries
HOW12200,United States of America,M,dfyilojzgebnsvaerfbhjgqcg,,38753.0,,HOWOSNFRE,IA,0.0,2334594.0,2.0,5.0,W,,O,Archer Daniels Midland
JRA12201,United States of America,m,rvckglilespertjhca,B,368769.0,76.0,JRAELVRAIZJL,TN,10.0,,4.0,2.0,U,577.0,O,Advanced Micro Devices
NES12202,United States of America,f,Heakkeulr,F,379183.0,24.0,NESKAWJCMOSQFJBWVPAR,AR,4.0,3793160.0,3.0,1.0,U,583.0,R,Greif
iwv12203,United States of America,,Pjrocmvqlsbbpo,,13484.0,4.0,iwvhopfbbkevbljswvhmqf,GA,6.0,1116481.0,2.0,3.0,M,745.0,R,Carpenter Technology
Kgb12204,United States of America,m,Uljtoe,q,250104.0,80.0,Kgboosbbzmbdljghzdwobg,WA,8.0,2405635.0,3.0,0.0,U,,O,Cinemark Holdings
vqn12205,Canada,F,adpufe,,317017.0,72.0,vqngrjjsqlfefbjlt,CO,9.0,1345430.0,2.0,2.0,D,792.0,O,Popular
WIP12206,United States of America,,TJALDBWUFDFHXFO,V,408026.0,77.0,WIPMTMX,WY,9.0,1414682.0,5.0,0.0,M,423.0,O,Humana
veq12207,United States of America,,NBTCTUSJXF,,72785.0,66.0,veqdhdpkmotw,British Columbia,7.0,761024.0,2.0,2.0,W,699.0,R,Moog
Eub12208,United States of America,F,ellwgaceavr,,344200.0,57.0,Eubdytwdwnvvlnnkiglruwnvmxtyse,LA,5.0,3529716.0,0.0,3.0,U,793.0,R,Coca-Cola Enterprises
xau12209,United States of America,M,Mjbjxtjsqkhzxalegpvwjlhegirrl,,163287.0,39.0,xaugg,WI,5.0,402551.0,1.0,3.0,S,708.0,O,Fannie Mae
Ezk12210,United States of America,,Xptypqejrmtucyosirsqfkcnivlkf,,476546.0,66.0,Ezkvaobakwvl,AK,3.0,2383975.0,2.0,2.0,S,524.0,O,Noble Energy
Rwz12211,United States of America,,Xbmlfslnunehiwlkcwhf,Y,351197.0,6.0,Rwzqyaiekfeqlgzfz,OR,5.0,156372.0,1.0,3.0,S,475.0,R,
Jqi12212,United States of America,,kncgvlyixgdt,,410685.0,47.0,Jqiexkrqyoyopkolqozlarvosh,WY,3.0,1925871.0,5.0,4.0,U,621.0,,Watson Wyatt Worldwide
Fqk12213,United States of America,F,Afryeczsdk,,163033.0,27.0,Fqkjjygvoknkkdgnjqnzwoujui,NV,0.0,1200732.0,0.0,5.0,S,364.0,O,Goldman Sachs Group
OYA12214,United States of America,F,DLBDUEZBFAYQULJDODDZRNGRKKW,,383409.0,65.0,OYAWT,KY,1.0,580859.0,2.0,3.0,M,406.0,O,Alcoa
Mua12215,United States of America,f,Bivgrgyovfudytonqaihxorxtau,,443283.0,5.0,Muajirmsbtvvnzszxzt,UT,6.0,3584219.0,2.0,5.0,U,829.0,U,Boston Scientific
HPT12216,United States of America,,Vfukciddzwverhamtz,,,23.0,HPTYNKPDWRFUI,WV,8.0,1945249.0,1.0,2.0,D,643.0,O,CBS
QIA12217,United States of America,,ipdyrij,,,68.0,QIATRSTDJEKXT,MT,0.0,,5.0,5.0,M,416.0,O,Ingram Micro
Wti12218,United States of America,,swafsqogrwdzqoaoaatqmhqxlfykwy,i,66752.0,31.0,Wtiqpwzxp,WY,5.0,2796483.0,3.0,3.0,M,473.0,U,Expedia
NMV12219,United States of America,,SZIGDVVGAATQOVFIGKSAVW,,332456.0,33.0,NMVOSEIQAFUQPMCVPAMIODFGBL,NV,10.0,,5.0,5.0,M,591.0,O,OfficeMax
Yxd12220,Canada,F,drfzwjgcncpwprymyqndooc,,473033.0,97.0,Yxdeh,IL,8.0,775100.0,3.0,4.0,D,804.0,O,Loews
Fve12221,Canada,f,Oyywxjqcnfxsrkrdt,,324615.0,38.0,Fverfw,Alberta,0.0,2367113.0,5.0,0.0,W,,U,Conseco
bqo12222,United States of America,m,ELGZIRW,,118303.0,78.0,bqoovaipsgsdhtuopesdcgvqlrlawv,VT,4.0,1302714.0,1.0,5.0,M,685.0,O,Schering-Plough
isg12223,Canada,,Zadbfnijltnxscltrrsllrd,Y,164382.0,88.0,isgejynhv,MA,7.0,2084749.0,3.0,1.0,D,499.0,R,Alliance Data Systems
Sii12224,United States of America,,qkjimnwokakcgeoszhcx,,248149.0,91.0,Siitbcjnm,IL,8.0,923312.0,4.0,5.0,D,417.0,R,Polo Ralph Lauren
Jca12225,Canada,,Vgdixkoawacfg,F,45831.0,50.0,Jcaulatortabrovmsvlrmhuixd,MI,6.0,2432430.0,1.0,5.0,,714.0,O,Best Buy
joa12226,United States of America,F,IUOEVNLOZCBPIDKCOECFBNPVWOZTD,g,317525.0,4.0,joawhooyicwafxdtxrk,AR,4.0,507864.0,4.0,2.0,S,336.0,R,BlackRock
Mvh12227,United States of America,,IBBOAPI,S,422793.0,39.0,Mvhxxharnkntwxxkacutr,NM,10.0,3519269.0,1.0,5.0,D,,,Jones Financial
Hcg12228,,F,KYSQVPSPAVFWUEMCJEQDBNL,A,244919.0,40.0,Hcgrvn,MN,3.0,1883644.0,4.0,0.0,S,784.0,O,Regis
Chx12229,United States of America,,Dycnthikqdjxqtbwg,,175758.0,50.0,Chxnylopw,MD,9.0,3071518.0,0.0,5.0,M,475.0,O,DST Systems
XCN12230,Canada,F,Vpumeba,,158835.0,42.0,XCNNFJNBSYCEVPCUDGWHGHGS,HI,0.0,1416770.0,2.0,3.0,M,847.0,R,Radian Group
Mly12231,United States of America,,Umqoetmup,V,111717.0,86.0,Mlyasqdtlxsqnxowtxekvezmzi,DC,6.0,2552930.0,,0.0,U,634.0,O,Simon Property Group
ZIC12232,United States of America,,Nonfcxrwebytwxqdhwfek,,,27.0,ZICAULELSXWFUZVTSPRXMJ,AR,7.0,2734980.0,3.0,0.0,S,759.0,R,Constellation Brands
Tsr12233,United States of America,F,Zjsmnkh,H,156323.0,57.0,Tsruzliwtpoqwnjouscrjiegn,NC,1.0,3392989.0,5.0,0.0,D,573.0,O,Express Scripts
IXD12234,United States of America,F,RCNDQVKLRTX,J,470202.0,14.0,IXDLEGGSX,NC,7.0,618606.0,4.0,,M,669.0,O,Auto-Owners Insurance
GUY12235,United States of America,f,Urwvnwtwmzsapohlhysvxw,,69973.0,83.0,GUYJSROEQIYSZXPLJBLPT,CA,3.0,2543097.0,2.0,2.0,U,515.0,,Brown Shoe
KVS12236,United States of America,,Yvpztajfquftnosyouqhibjf,,48247.0,3.0,KVSSGR,IN,6.0,3687736.0,1.0,,W,332.0,O,Hayes Lemmerz
LWQ12237,United States of America,M,UYVKGLGDTYAKXEEBPQKB,u,117817.0,61.0,LWQHL,British Columbia,7.0,,0.0,2.0,S,762.0,R,Walgreen
Lqf12238,United States of America,F,Chalpkggqxvairvj,,297746.0,6.0,Lqfov,British Columbia,1.0,1434088.0,1.0,1.0,U,,O,MSC Industrial Direct
Rpt12239,United States of America,M,Dxwoqvyp,,489458.0,12.0,Rptwgjjzjwmqjcypkihsedbf,KS,2.0,3615499.0,4.0,2.0,M,398.0,U,Avnet
coj12240,United States of America,,Ngwusqdv,,463947.0,52.0,cojkjfrufibfwcnkh,UT,7.0,3583755.0,4.0,3.0,M,539.0,O,PNM Resources
Czh12241,United States of America,,ENWSGVXBOUHXERZNFDSLIBK,,305738.0,18.0,Czhuwuwjv,AR,10.0,2805623.0,5.0,5.0,M,708.0,O,Corn Products International
Jbs12242,United States of America,M,Pmfmnhszhgo,,394713.0,23.0,Jbsmwpypiwwdxhconcupxogynnk,PA,0.0,2125833.0,5.0,4.0,U,564.0,O,Guardian Life Ins. Co.
Igf12243,United States of America,m,uoentejuzzjmjpb,A,,24.0,Igffthiofacpkdowzpvxplx,New Brunswick,8.0,717520.0,5.0,0.0,M,837.0,O,Radian Group
fqj12244,United States of America,,EKJSPPTZNHTNNEYZYGXFMZBZMCJDVO,i,257468.0,1.0,fqjplsmokuqssk,MN,6.0,2051903.0,1.0,2.0,D,,O,Annaly Capital Management
Qhr12245,United States of America,m,Elvzaunxyjmhfidbzpiqocimitdzd,,295961.0,68.0,Qhrknmeoa,NH,1.0,1970370.0,3.0,0.0,M,544.0,O,
FAA12246,United States of America,,Lgquptcvskormkmeaaievkzvdea,N,102029.0,65.0,FAAMEOFBOVYRLMVSHEETEP,DC,9.0,1668674.0,2.0,4.0,U,601.0,O,Staples
Nef12247,United States of America,f,aeuosyvrlwlqtwguumsfa,A,247652.0,55.0,Nefvcaobfa,TN,3.0,2393174.0,5.0,4.0,M,622.0,O,Unisys
meb12248,United States of America,m,menksknkxjawmoofealguhhqz,,186555.0,19.0,mebafwrfe,MT,10.0,3148089.0,2.0,2.0,S,795.0,,Wyeth
rkm12249,Canada,,Gpcjjkpsinpixjv,,151602.0,70.0,rkmlw,IL,0.0,880419.0,0.0,0.0,M,484.0,O,Mutual Life Insurance
ypd12250,United States of America,,TCBFCOYZYRITNTNRSBGKP,,260323.0,96.0,ypdxa,WY,6.0,2027217.0,2.0,3.0,M,,O,Assurant
Gcr12251,United States of America,,Ytayazsocgxipvgzrnbrhxh,,46789.0,,Gcrkayxcwznojhnig,AL,1.0,2989768.0,1.0,1.0,U,791.0,O,Ingram Micro
Ham12252,United States of America,,Znxprouemhtv,c,360248.0,56.0,Hamjuk,OH,6.0,1643977.0,1.0,0.0,W,303.0,O,Lexmark International
Fpv12253,United States of America,F,Lwubgzeqwbiehgaht,,361464.0,79.0,Fpvwvlhsenseweimgmvsiaudbq,AK,7.0,2081414.0,1.0,0.0,S,395.0,O,Dentsply International
qgd12254,United States of America,F,EYZKNXEZPCTNJZKEQIUXWVTCWJSKB,,131165.0,45.0,qgdxlokeudkmqetauhonx,OK,10.0,2582386.0,3.0,0.0,S,686.0,O,Country Financial Services
Mmf12255,United States of America,m,Ipucdnpjzxpinkskkuujhqa,u,468222.0,34.0,Mmfelestsrwkbpoaorpwc,Ontario,8.0,745540.0,0.0,0.0,S,611.0,O,Humana
cch12256,United States of America,,srsvttriphhusfwi,P,69986.0,63.0,cchfcocrcelhes,GA,3.0,1556754.0,0.0,4.0,D,605.0,R,General Motors
Mkl12257,United States of America,,Theupsokjmtfbalixemfxe,,133905.0,11.0,Mklpeqcffvzospfvabepqoicfvou,MA,1.0,3619771.0,2.0,2.0,U,446.0,R,Express Scripts
Cuu12258,,O,Jpibxvfbwyhtx,,125591.0,28.0,Cuuqofdxlkxcxbetiaovvkdgot,NH,10.0,2476699.0,4.0,5.0,S,521.0,O,ON Semiconductor
SGI12259,Canada,,Wulkxrerjncgwjhnb,D,329007.0,80.0,SGISB,ND,7.0,384979.0,0.0,2.0,M,561.0,O,Interactive Brokers Group
Dji12260,United States of America,f,Hjhelx,,72809.0,64.0,Djirjxhojhhatxgt,VA,2.0,3355184.0,0.0,1.0,,348.0,,Phoenix
Zfm12261,United States of America,,Fhiptxsukxb,,157097.0,8.0,Zfmvukwvhoh,NH,5.0,921503.0,0.0,,S,743.0,O,Cephalon
HHH12262,United States of America,M,jbsjzf,T,306932.0,,HHHCPUTRAFKVRYQKBBTGGO,OK,8.0,517122.0,0.0,2.0,M,524.0,O,Laclede Group
Vns12263,United States of America,f,Dnaoisntnzimrkjhnhcffmiutsws,,146058.0,45.0,Vnsfncs,MD,8.0,3961463.0,4.0,4.0,M,761.0,,General Growth Properties
Dno12264,United States of America,,plpglinchhjmgcprn,,129028.0,,Dnosusenygfhvntfczmwnedo,PA,0.0,2804105.0,3.0,0.0,U,382.0,O,Monsanto
SJR12265,United States of America,,SWPLPVWXYAZZJMWURWIBCOVDFQLX,,48169.0,46.0,SJRMMXRXJUQLPE,IA,6.0,3277048.0,0.0,0.0,U,435.0,U,Solo Cup
VTJ12266,United States of America,,MMKOFNVYPCZYB,,491094.0,68.0,VTJEGMQISJTL,WI,4.0,2971203.0,2.0,3.0,M,402.0,O,MEMC Electronic Materials
Gsr12267,United States of America,F,Jehrprtswwctufkbyit,g,156190.0,30.0,Gsrugdz,AK,7.0,923080.0,3.0,1.0,U,669.0,O,Gannett
Uyk12268,,f,ELFPFILXHNKACPYXBG,,210500.0,92.0,Uykrwwxekne,RI,4.0,1005552.0,,4.0,D,438.0,,
SXM12269,United States of America,f,Tclaovmtpraof,m,253563.0,16.0,SXMCBHDQNLGRMUVTYUCHFFEBND,AL,5.0,1851067.0,5.0,2.0,U,826.0,O,Ball
