AgID,St,NuCh,OwOReFl,Inc,PoC,Co,AdL2,MiIni,AddrL1,MarSt,NumC,NWor,LN,Em,Ph,A,CreRat,NumCreCar
Hwu11716,RI,0.0,O,367388.0,FSCDNSS,United States of America,PTOXWWMEHMQJQNGHTFQTMQWNWDSUPJHTTGVUXSRORKAGLKPZFIUJMAFFKADQQUJQXTGSUKQWC,,OSEJEOWMMBBGELARRMTKNJOJMKCLPEDMVHXTFUDSRNEGKCKJWNSJIHPEMBG,M,1.0,665510.0,Hwuxiacuatjhugyfjartk,Watson Wyatt Worldwide,1-043-614-7259,57.0,448.0,2.0
qpk11717,GA,2.0,R,5139.0,YZLLQ,Canada,Hroqhrpjyanqygchnbffceummpafphbsnqucnxab,,xbeyroatnurldjodmibxprwiqm,U,5.0,,qpkekoxcqhoockboxxrjefc,,1-537-995-0563,27.0,731.0,2.0
Lxu11718,FL,5.0,R,20040.0,Xofwwnkz,United States of America,,Z,icwogdotqgpmbktijzd,M,3.0,626986.0,Lxueccrjhdzchlyeqnlgjowfpsooyb,Wyeth,1-535-499-8026,96.0,846.0,5.0
BEJ11719,ME,2.0,O,459798.0,Gugfwmhve,Canada,,k,,,2.0,1376382.0,BEJUIVYPAKYNXZRHNJPZSAPLBBWEU,Micron Technology,1-413-765-7306,,370.0,3.0
Ilz11720,MN,4.0,R,303758.0,Izjacpd,United States of America,FBAAJUQNLLAONPRXOSKDIPPCRNZBGVAVDARMBRKXKHORLEMSJTKECBUJGWRDZJEKOZYWLQWZW,f,zpgogyakdyxxoqhwnnkligjhzcurqjwdbdcreuifybhloqbzh,M,0.0,3375753.0,Ilzob,ABM Industries,1-363-033-1146,19.0,733.0,4.0
TUM11721,SC,0.0,O,166207.0,Srjfuixbkv,United States of America,ABRVSFZXTQXBEGWQXGGXPIBZIJNDUZMMMIGINZYTRNOQGUJBOOWPNECBNDKEVNYVUAPHLVPXK,,EERVBLYGNHMWDFBKTCMWROJTXNNIBZULQGNMYCFEUFKSKSZ,M,1.0,,TUMSNQMO,Jack in the Box,1-262-324-9802,37.0,545.0,7.0
RJF11722,KY,4.0,O,477916.0,Cxrdbasy,United States of America,Buvebmfyxgyvypoeisctcimapafefddwjuzilnyxbycadbzjagtpmf,,Buegftngqjftktduaotlngcvagurmmkmcctclxfkovdoabjp,U,2.0,909889.0,RJFCLWYFKQQAITVZWICMCFXFJS,Virgin Media,1-293-545-4910,47.0,793.0,2.0
HNH11723,SC,3.0,U,406654.0,Eklbk,United States of America,ctcpujo,,Sukuxhcqjjkugvodajzopgaqmsuralwidjzwvgjpbobinwdiimfguo,U,0.0,1692275.0,HNHLDZXYQBX,American National Insurance,1-864-537-8923,36.0,468.0,1.0
pll11724,Nova Scotia,,O,,Oclezseob,United States of America,LEPVDERCSPJVHBFRRURPGETCYDUHLIATZJCDZTMPBNYHOCCKJDBOQQDW,L,PVEQLGQKSEPBYOXIPMLPBIAAGHMDF,M,2.0,,pllpkdihlzm,Alliance Data Systems,1-288-902-9385,43.0,843.0,6.0
WWD11725,IA,,O,482177.0,Nqbqgtepxlaj,United States of America,Xtsqjaubqsznfaljhfzacpuwpnnmxhqjrqdsaenwcsikgmuefbwzrdffdadvfqxgwlxdvmbigvpxkg,,CMQOVVWGQR,S,4.0,2483407.0,WWDGUKYUT,URS,1-226-636-2822,94.0,377.0,10.0
BCL11726,NV,5.0,U,183422.0,Xdaiarvskbj,United States of America,jriawuktvvewctcnfgypnbtimeasesmnapeyoicrsobobwbljsaadfijmggtlrpddokpant,P,Azgvrgdoqnjmnbugedlkubkbjgcrgjur,W,2.0,3910309.0,BCLNBTXXACVDCBVY,CVS Caremark,,24.0,846.0,5.0
itk11727,FL,0.0,O,58827.0,Sqaeytkepdli,United States of America,Bubceoiwclgbhkcwafepildpymjotevtxzdeb,,cmvclsucztjnqadqdtyxidyiagqhobjduseaoxknpjphyvdmtpqoxeakovjkombpjmizntrckvjrkwcq,M,4.0,1090674.0,itkkngsix,BJ's Wholesale Club,1-713-441-8568,,508.0,
TRY11728,British Columbia,1.0,O,204346.0,Hmbglfxrztu,United States of America,,q,Putugzuewwlaisxacg,M,3.0,1690874.0,TRYHPBJSWPLFTDYLX,Baldor Electric,1-786-594-9786,2.0,586.0,1.0
asv11729,Saskatchewan,4.0,O,75850.0,Llowov,,Zzibpcopiyyfgbqoxagoaahpsbpmqlapzjvdnfbt,y,kfunqphklbxsjbrhlduukksisygyfgvhjucvjjyqlswwqsopjbwaxyeovcwlbrtbwytvbbanonx,M,4.0,3412707.0,asvtljaseahxf,USG,1-387-276-9449,1.0,321.0,0.0
Ffa11730,AZ,0.0,O,493649.0,Mopcofad,United States of America,Dktkqjkczgllwnifspymkmkajqfhhqkvoklclomkewsjabgiypobheaqrs,,cgkwqfanduapwbnuavkpqlhozlttww,W,3.0,2152190.0,Ffauukhthuxgnxtbcrfuscnv,Community Health Systems,1-532-085-8244,65.0,681.0,6.0
ZKQ11731,IA,4.0,O,480339.0,,United States of America,Xsgfndebcduvwpyurctqxhcgestioizxldzbiirhkdxuopjuxoqhgsukiy,,DLDJMHTVGEQOXMDPNVWRWY,M,3.0,3081724.0,ZKQOKDNRQJTEFVLD,US Airways Group,1-535-711-3039,65.0,387.0,10.0
mmu11732,NY,4.0,O,177542.0,fcoaxp,,YLWZOEGJBTLYWFKXLAONKIDM,,Hrqzbmmsmnclwcstakysupkejfpmyuyfqnquyeheghnqurclwcoq,S,,361735.0,mmuvrypz,Donaldson,1-531-198-2593,74.0,845.0,4.0
Iho11733,AZ,4.0,O,157306.0,rvsdpgiswz,,Jpvlajphfqgofetpyhubtvdeupjyoqpkjnkyrteypevsclgyobtjrxhtoomopcjknafkmjoas,N,WKUDBUBODJTTNMCAETGREKYRH,M,1.0,2920725.0,Ihopnkoefezymm,Ross Stores,1-394-748-7770,,691.0,7.0
pxg11734,ID,,R,27284.0,qmrvjgtdl,United States of America,dehfpivmwqhirbklodmjotgnvfjyxpgejvfxrehnwkp,,evysfitsemrnjgohiohijogfgnxzzuxjxfxsrjvtxekvhfemynbxaf,M,0.0,2484825.0,pxgikurgvsnphpwkiayvns,Sara Lee,1-446-601-1467,71.0,420.0,3.0
Gwr11735,VA,3.0,O,115821.0,Mtfhmm,United States of America,,,ialfomzhapewfvysgrkuxyhbpoeclmwipgqxbvnstsqvcrqwurmrpaysdkqzunldkaqcabmjblr,U,2.0,,Gwretmhrkplnht,Airgas,1-278-160-7348,90.0,625.0,1.0
XVU11736,TX,1.0,O,314757.0,Mmrevapjlob,United States of America,MACPKA,,,M,5.0,509751.0,XVULEG,Brinker International,,2.0,599.0,1.0
Kbh11737,DC,0.0,U,449663.0,bymzjdm,United States of America,Pqmycnikcpwqnfwzzevexxkixbqlbipqinlioxzrmarsmcudvwaspbwpqdfcrwnwdmxcrpqakplsg,,Btolsmhnidxndenvyjcftdhmvwdbhtw,W,,390663.0,Kbhgthmwfxjfxpitiss,Cliffs Natural Resources,1-289-584-2314,34.0,526.0,10.0
Yvf11738,AL,5.0,,78320.0,Fpolqpmix,Canada,Kbjxcoukrxctjrsfgntbvhjdyqrpwbnsyfmdkpvovezalgrmmmhsykqtelkjrxfdywkhwi,,cqjyzpssbyttdmtdqdgghkrdreip,M,4.0,2349107.0,Yvfhrctwifspxgcwmg,Cigna,1-384-911-4288,98.0,691.0,3.0
FAI11739,OR,0.0,O,245922.0,vgwbytwi,United States of America,OXEZDANUILXRBXBBBPATOVX,,EDFQTZUNLGOUTZDHVJRCDLAKUBRLTLYJEAPJICYGHPIOBMLDAGULQVFGPUFGUGWB,U,4.0,51177.0,FAISHNAJQHDMCIRHMPHCR,,1-088-590-4824,12.0,,2.0
PYX11740,HI,2.0,O,225729.0,FEDYK,United States of America,Mpglkkcbexyzvhqfluzocbjbesswkthgdcuefnqwuphyzsdintswwrflyjenamcfhmtgiuvpkmanvn,R,Sqvguxmpwgtasuwhftgpulillxwmgalqablcxbjfosueepsyndbbhaqnclitjd,D,2.0,3554095.0,PYXUE,Dean Foods,1-953-354-0665,48.0,544.0,
BLL11741,Newfoundland,4.0,O,76059.0,Czbvtzosve,United States of America,wkerbzsmrsobhxituxstqmocjkhfmlhnwz,B,Ggrbietdnchadzjidbloalywnjjkxioakqnyjntyaabubozyemubdoutinfljbbutqwfqf,U,0.0,3109210.0,BLLKSMZWTZFURIIYWXPW,Spansion,1-744-528-3722,91.0,664.0,8.0
MBN11742,New Brunswick,0.0,O,466644.0,EXARTZFKFS,,XBCPPIXXBUOWPQZGEMIC,b,Wuuspdpdzrpcdfecsniypmisrqhgdkyfcwwoudwzpdaxxphikxmzb,M,4.0,3615936.0,MBNTFEGDHALGWFPACBCHXH,Charles Schwab,1-841-666-0355,85.0,,6.0
Ika11743,ID,5.0,U,155200.0,Sfxfjdjh,United States of America,Bdquizerivmbdopylg,,Vzjdcuxfqxgigfpuralbettxayiolyxcmztdwjjozuflldkbaypopwowxkbjmtjnmjwwdkqggwja,M,4.0,211374.0,Ikazaimxyijvcrx,Penn National Gaming,1-801-738-1880,59.0,,1.0
Sze11744,WI,4.0,O,416270.0,ZQUHYFEDUTPU,United States of America,ZAMHE,B,Uqehaivjhrcvzdycskhlaaphkfxxxthaotxvfqbaerybko,S,4.0,2617531.0,Szegb,Loews,1-870-114-6677,38.0,518.0,5.0
KTX11745,IN,0.0,O,414979.0,VVHKXE,United States of America,vqejieogugecfdaxsanbawneoitouwivwwx,,pedofoigdmgqmrjqahzipwgdyrcseppxfjntouizmqhqaxwqxfduytnmsh,M,4.0,2786921.0,KTXHWQPBUJAGUFQPBEOUBRBFPUJD,,1-109-854-0542,96.0,,2.0
blo11746,MN,2.0,R,322741.0,NFDLLYQCMNVX,United States of America,ufgmvmhczcpbliqyedcsiesuplgvpxtwectntiqxrwbtgcdsioqulopfxuiqpjkuwpmjhtwqb,,Xwtqglblvvdsmznaarpduevcnigfhmdngwtpgufddoqztkebippohk,D,5.0,2969927.0,bloqtqwcqlixlljeizvno,TJX,1-861-294-4700,14.0,364.0,1.0
dfh11747,British Columbia,,R,260826.0,Rdhmgkc,United States of America,Ykbqrigj,,Fitjzoxpohkmwppivzvttxnqzjihnitalekxhstvwlbcsfnkrctriekvarzpwjybatufqjybxoo,S,2.0,2436646.0,dfhqmbdbaw,Unisys,1-792-056-7609,67.0,714.0,5.0
Xnw11748,NJ,5.0,,21062.0,Vklaivpkmemk,United States of America,Xyjfrlccbbwjapcledkpikeohigmhrmluvuefgfjfmnwbhjsmmyajobpfghv,,botpihiylarrtgpkzioshggqunefqxmqghpbddmlilucs,S,4.0,266142.0,Xnwlpxyttuxolkoevmc,Belden,1-130-623-1637,84.0,824.0,5.0
Gch11749,NM,1.0,O,74741.0,Llpskxxlcxft,,,,CNGXGFBUMPMNWRTLHQVVIKEXNZSVPH,S,0.0,770942.0,Gchuzxufnlfvcidiaihpm,Collective Brands,1-182-393-4522,33.0,403.0,10.0
kpg11750,OK,4.0,O,69862.0,UKLKRSJSDUOI,United States of America,Ljbcmrsfopkjvnuuqyik,Y,Acqtqjnuihxceboovjauctcudshkiqavhqurbw,M,2.0,3319942.0,kpgpqamijf,Int. Business Machines,1-321-617-5813,73.0,793.0,7.0
msb11751,CO,,O,384794.0,Tmxbkubd,United States of America,YQBOLUHPZXBGWXNLKXUSCNLLWITTUXZXFXSAKEELBMXYHSDQYWXTNHYTITLDPB,E,taccjhxobsghmunuynaobqhdliyhuejeifmk,,4.0,2720438.0,msbsmqjblhhkypa,Ralcorp Holdings,1-210-535-0713,37.0,546.0,3.0
Hnp11752,TX,5.0,O,397879.0,,Canada,RUNJKMPJXWJRDDLNORWJPIALBXTFLOLWTLXHUJEOM,d,BJABXFDJUTGNVBUXSDEGNCRHMICWXGFLQYUVWDBQVUMAYVNSMQLABDQUWEJGKWBEVVQY,M,1.0,1160144.0,Hnpsmrezgzmlp,Universal,1-429-954-0071,68.0,308.0,0.0
QGK11753,TX,1.0,O,358585.0,Eobwmjo,,Losdbcqaf,i,,M,0.0,2159549.0,QGKFGUOKTIOZ,Danaher,1-409-149-9340,22.0,570.0,8.0
Uej11754,IA,0.0,O,474460.0,gyctkpkdfdwq,Canada,faewbfvembowalxmiwnilwcceqibpmcxkdfolkaztbadh,,MNQESWGHPLBLIVPVMJOULRVEJNHINOKSLRV,M,5.0,3781151.0,Uejxngcjbxf,Sempra Energy,1-345-474-3567,17.0,796.0,6.0
bav11755,CT,5.0,O,50947.0,BBPFOJQC,United States of America,UIYQAWXKLRIWNOMSEORVUKMICXBLTUCWEDEXFDAHVIMPEQSAUJ,,Xaqutmdwujewadryfpaohxzxitgrsybureiieobhxdvzdtzrdfebmebwmxeazueqmlqifwuvzyhhtykr,,3.0,3250324.0,bavqxetufaelzrkhywq,Levi Strauss,1-932-932-3688,12.0,376.0,7.0
Yuo11756,OH,4.0,R,372337.0,hhjiyfqammhv,United States of America,EMGTQUVVHKC,,AWEXCSZMJDQNCKYKSOPPYABJNYGRRSZDCFDDSJMDTYGWGVMOIELTALB,W,0.0,3662387.0,Yuoojalu,Helmerich & Payne,1-273-821-8358,25.0,430.0,10.0
YPX11757,RI,4.0,O,327959.0,IZLTGPAUHWU,United States of America,Hakwudzfrjkkkkan,W,hwruykznkyvgnqmelsyllspbohxwyfcsdyurgivnbttiwh,U,2.0,,YPXWKDKDVD,Lear,1-015-125-0129,61.0,419.0,10.0
Xae11758,IL,0.0,O,129997.0,,Canada,CWMTICAJMXOREPQVMZMGVPOMXQOXDGFTJEHUWEZJOFVFUHXPTZOUBKJKOKA,,Ajuwfawojbxsyofpuqeexgtaonvjhwnrxwhxkddhsfgvbowuwcpuztvnneochxsdqckotoapjttkv,S,2.0,1177998.0,Xaeizuufsccamtnl,Williams-Sonoma,1-030-747-5853,90.0,401.0,2.0
Vbs11759,CO,2.0,O,375031.0,Qnihppb,Canada,VFTGXBILMUVQEKJKLXEFUZVGUUD,F,YORUXUZIIOYUOPVMHDLNBZFZO,S,2.0,,Vbsecrxumbyzodtpbst,Best Buy,1-758-056-7992,9.0,546.0,6.0
CUE11760,MA,1.0,U,94344.0,EJOQXMEU,Canada,bazffbfcvaqgtlrcmsgwipyotxeuiisyqoadxpfbbsfatnpriyahlbnceer,n,Xqkjunahpofrcalmfxycuezswqtixhhudkwukipk,M,3.0,890205.0,CUEAWFPVJJYFOZOUUZTLA,Atlas America,1-394-544-2432,20.0,415.0,7.0
qmp11761,HI,4.0,O,128592.0,Xpqjrzaob,United States of America,ttxpnxgnxfewcotkatlsfeqysnrwtokklshrwmhqbcmmrlodbyvthfqughfluwrdcmaezeffwme,b,Duulufjjevig,M,,2389197.0,qmptrgqeyvmluvjz,FM Global,1-188-393-3222,12.0,551.0,6.0
OES11762,ID,1.0,O,155023.0,jwmwaaomkci,United States of America,Edzfgkwnacobvyovdaaxfmntzllqdrevgbrxvcvydzvflcezqjurbkcivyvsv,,Ynkxr,U,2.0,3096813.0,OESUYWFJEKHBGXYJJT,Dynegy,1-947-077-4401,44.0,523.0,5.0
Mzo11763,VA,5.0,R,174598.0,Wjlvecvmkuzq,United States of America,,T,SLKCHGRNSCHNWJTHHGIFVSMGTWJFDXERACBZAPVPAUGWJXANZFMRGXGYOFXAU,M,4.0,3890361.0,Mzokdxvhzrvdsimrwiizaqflxjcod,Texas Instruments,1-295-181-0489,100.0,,9.0
Wxt11764,NY,5.0,O,,Ozpzuq,United States of America,Fqcrtdqfupdpbd,,AAEVGCJBTLMOWXIVBLAUVZUPSEFNOLZOUHJPLZOLRAYKCNHHMUPRTLZGTVWCQLEZWVPJSNEDHW,S,4.0,1259261.0,Wxtkasembzfkquecztchcbcssdfqn,Applied Industrial Tech,1-328-056-5318,,638.0,5.0
Bts11765,Manitoba,0.0,O,74775.0,PFBMJWHV,United States of America,Fkurvozolpthnbrpefvonuxbmzbyokagrgsosrtafbsourfmjsxhpjxxnndfhskehkcmmjyopngfnmsq,,EDYESDPMZZAHMEFKZFD,S,2.0,785594.0,Btsadoipmnsdxtbhdwdmubtjx,BE Aerospace,1-390-888-5972,,366.0,8.0
Fhk11766,HI,4.0,O,464465.0,hoyftvoa,United States of America,WKQGXUFUU,,Peyeuixbleutixpscwxbwwtrkuxvwgqjrnlhdwhngzlfiucrtebggjbaeyutkxqttqmlvwdmqmbt,U,3.0,2423771.0,Fhkttwlak,Patterson,1-436-728-9947,16.0,311.0,8.0
Sua11767,LA,3.0,O,236734.0,mtphqhav,Canada,Oaxerhdkqsxwwefmxpguhprkhqwcefowcoijcawemgiu,v,Oforvlwiqakivuohnovgukrmaanvryvuaa,W,3.0,949490.0,Suaseenvfyqjnxaneinsmwnn,Robert Half International,1-010-494-8403,44.0,762.0,4.0
dyx11768,Newfoundland,3.0,U,,zkxacs,United States of America,Omkyxfkrtowiosudvebsrdiiunowngfditlttqzbtfcemucjlkdvdsllgtvblvaweub,,eltrgmewvttakuxgsqbfjbcqdfyaqopskkoigydmwmmgacimuhdpox,W,2.0,3099446.0,dyxjsspf,West,1-834-168-3435,83.0,509.0,2.0
HUA11769,Ontario,0.0,R,366394.0,Imnxma,United States of America,QYCDCXRCXOJARSYTHY,,wcykdyusxzergtxsqtiwpofnituthzrfpvabeqgktvkvyghnemdqv,M,4.0,3102860.0,HUADRMR,St. Jude Medical,1-916-536-8440,23.0,712.0,10.0
Wfe11770,OH,1.0,O,396783.0,UNCQCKGO,United States of America,Ehhxedxtnjqdgkxsslhkcbpjbzerrampwcptsdswtwgagcthganrojtaoctaxpymanmxwkokdfflm,Y,SZOTFHLWPRJJVCJWGDYNWBNRFHUORCOSWRVQKFEPHMHQMCTBHMPLTGKVHFZISGPPOIBMZHX,S,0.0,3709911.0,Wfeqjchy,Brinker International,1-957-540-5017,47.0,431.0,
KRN11771,FL,2.0,O,495323.0,OOMVRSYBQNLX,United States of America,Kajwdbyxpcbnotgmvvgfithwesyi,i,voxzsncaotwzxskhywiwatmydoiubvxgutldvktqlfrdfqygq,M,3.0,1091433.0,KRNEAUTTHVAYQRXLQJERJTJJHQT,AutoNation,1-685-113-4933,43.0,316.0,5.0
ofi11772,TX,4.0,R,9714.0,Wpcmivs,Canada,Gpazgedpjgeevxrmqwmueloonpuiheubaduj,,gdhuippdhpoiwxhaww,M,4.0,1545094.0,ofidw,Scana,1-993-732-1196,70.0,,1.0
Xnr11773,IA,2.0,R,216485.0,Dgiohbhdbfdn,Canada,Mpvrlcsdbenfel,,Uxsvuttimmzjptmxxzjsluk,M,0.0,3242783.0,Xnrloiadpjcltbljlxwgwfxk,Stanley Works,1-148-171-6665,,412.0,0.0
Opf11774,KY,0.0,R,131489.0,zjnrzmlj,United States of America,Aslptvkjplsuhlbrlvpgdyvfmnaaqdijlnhwvpxetkhqsnnwnuxhasniydfgqstjxauiijlsavdbha,f,Gvfhljblgcfwkybmmfbsawhnlmxvsmqubqus,U,2.0,920705.0,Opfqg,URS,1-013-501-5635,1.0,,4.0
Yyq11775,CO,,R,117948.0,Shqrdlnh,United States of America,Qaltcooktkbqnnfdbdhniufvbsugfkyssjfzffxfcyazflfyshpz,,Upkgpfnzowzxxnkcyinixhcppsivksjsbnzpganfzrrwoolygd,M,5.0,551423.0,Yyqathqnzebrdjalsnpmfvjcekayss,Dick's Sporting Goods,1-572-675-5701,58.0,,6.0
PRT11776,TN,4.0,O,422142.0,CWJYVXH,United States of America,,,Sdvejmvuogsffqjqyyadwtoexkahccqlho,U,2.0,,PRTQDVQGOTDSYREIQUVGUF,Perini,1-932-992-3370,60.0,814.0,6.0
Fks11777,MN,1.0,O,17118.0,gfenenr,United States of America,vtipamxuon,d,YYBKCOGMZCLSFCLQDAKUKLOFTZZPBAHNCURXEAM,M,2.0,1451863.0,Fksavtwfzvbdrzjs,AECOM Technology,1-019-282-9321,2.0,465.0,7.0
pvw11778,ND,0.0,O,430409.0,Wkegkdhurkl,United States of America,Yhqtzlvhxriemfkhwcqbwdgkytktkulkdzhoknzpiusodrpjfutplq,,Kkiiqtwhrnauqxiatzcvictgwxaylbvukwicfybhhlxgcwzrshtu,,5.0,1441336.0,pvwteb,Harman International Ind.,1-535-562-6100,100.0,682.0,1.0
nep11779,GA,5.0,O,24711.0,qmsfauhaqw,United States of America,Ssdheubzijqmlpilvcqelzsicswvoztvuhdotpgvqhwhuindxkgpdhwmqkctzau,,UFPDSUTGKOIPXM,M,5.0,721680.0,nepdvmjjjuvmwbzlcdyuja,Furniture Brands International,1-577-754-3360,61.0,687.0,3.0
Krw11780,UT,1.0,O,127926.0,Mtfkvgxvhglh,United States of America,Cevjimofcvcfllaptfxxpakjifiacybfivlqploqrbcldedbxwgzmqolctxkofipp,,CIZBXPGPYNDUVXOQZOIODZEVKWDRHDPCQWAZBI,M,,3190327.0,Krwpsmxmytjqywevzzblfchhx,Sysco,,94.0,305.0,2.0
Veg11781,MO,4.0,O,251455.0,IRNMSUSC,Canada,,W,Epzbwhuskwttowwzzipfgubfrpclqvzdarvdwujdmgrecmcpnskzmqmlvuemck,M,4.0,657037.0,Vegixpxevfmqchrpzoqanifnygeq,ConAgra Foods,1-084-404-6188,74.0,737.0,1.0
Fub11782,Prince Edward Island,4.0,O,415869.0,,United States of America,blkqohlvwlxksxmkveaqczpvywkanqxplmvpwxauybijcqrmhyuebcsdllzi,,HJEJCHOPCLOHLJBFJNBYSAXTWHUJNJSIFHQHVCTBGDANXEBHZUG,U,2.0,1686671.0,Fubhxxqsgevapgapzovlrqqfi,Omnicom Group,1-403-230-0932,34.0,789.0,8.0
jvv11783,RI,3.0,O,284748.0,iwjlhzkfy,United States of America,UGAWWEMQYDXSIZOJQGOBFSXWZCCFG,k,crwgtrnkmf,M,3.0,3093331.0,jvvpcdttkcy,Thrivent Financial,1-316-892-8756,95.0,805.0,3.0
RGN11784,OR,5.0,O,68139.0,Nmrsuasasfb,United States of America,Lphuahacyawksoqicvlnuluqcdt,T,bfjdmymbdpvbwllggzlukfzxotxwefoea,S,0.0,19154.0,RGNOBIPU,NCI Building Systems,1-670-731-5577,66.0,518.0,1.0
WVH11785,KY,1.0,O,346400.0,DWTBQFM,United States of America,bazzcowksbpbueggwjfyymprfnblvxgbtfbnbsmktkaspsvyiojxreetpxnkkdsuuh,,KWMMAENVJUIDYXANJZTQQENK,U,1.0,2524557.0,WVHVLVGJLLDGKBSNGEWMZRM,Pall,1-044-687-1330,86.0,777.0,6.0
iju11786,IN,5.0,O,31969.0,Qhsobcmvnnbi,United States of America,Pjlhnmrnpkmhywreatbhzq,I,ttacjeffjmniuorduedfsscodziwsvifiwar,S,5.0,3038913.0,ijuvwmsomibdtngxwqxi,Ingles Markets,1-124-036-6921,61.0,364.0,5.0
ifo11787,VA,2.0,O,337635.0,jmtesubft,United States of America,WBABPQRTSPWUDIIGFRSWXUPHSHUQUJBRGK,Q,Heihkxrsvgrguntgycfgjisvrcqebjmtwrcag,M,5.0,1073838.0,ifomkbifc,Sally Beauty Holdings,1-741-663-6034,62.0,334.0,4.0
pbl11788,AR,5.0,U,275290.0,Gfehgwwomkff,,Imwpgmdxvxgvsrswbyypsdpvkyjnjkbnkze,,,,0.0,3887690.0,pblgqexqszjgyasgas,Dr Pepper Snapple Group,1-889-946-5122,89.0,321.0,0.0
Ztr11789,Prince Edward Island,0.0,O,83193.0,qyvfd,Canada,Pglwhjpebjnzldvtkblkvzqzyoondcqagccaojurvgxnkcazwdonduizif,F,atfnpmuqbnskbmjdbmermwxfppklwhgbuvtvtalwdpqjvponflwopxoxrlgbq,M,0.0,785284.0,Ztrisvrvotxefn,Mutual Life Insurance,1-365-701-7693,99.0,612.0,3.0
Exc11790,Alberta,1.0,O,131067.0,UTQLRIEGB,United States of America,wlwkcqbqzidjowjmxcp,t,TSJICREVNAABIUOTFNQAWUFPOKOQEGJSLFXPRWRCLBTQYXLWJNRVEHFUTKXFFTOIELBFSBE,W,4.0,61083.0,Excjelejpzswccjwbbyy,HealthSpring,1-548-834-2155,94.0,608.0,10.0
Ypl11791,Saskatchewan,2.0,O,462061.0,Uhvzxeud,United States of America,mqcgqehfldnchwvcnfurmzgblickfvffkejcithjnhshrnuhlmrufwafqrojsvphumfufm,a,Fsmcsianclwbyjsrpytley,M,0.0,2584577.0,Yploo,Belden,1-257-166-7587,95.0,362.0,7.0
RGK11792,WI,4.0,O,405350.0,Htwsqd,United States of America,HXJGVWLQLRKALHJTBESMCFXTSF,,rvqgolwbvbxphzlrmfeiykifkleakniduomjsnhdduiupmspzouaiktbpzuubvdrqm,W,0.0,3139348.0,RGKIUNLZEKWOJJNCFBCVIO,Warner Music Group,1-664-266-9568,22.0,720.0,1.0
Pli11793,GA,1.0,U,280817.0,NYSVLFPKPQ,United States of America,oapsawehnitjmwnksxqxqptdcmdhicawuppftkzoxcyhuegxkcpw,M,,M,5.0,873050.0,Plipjqnvmfzwzkhegjsqxotwn,,1-721-063-8202,85.0,400.0,7.0
Eji11794,British Columbia,2.0,R,132911.0,hernxbink,United States of America,Xizcrlqyrfasazc,,Ggshafxipjpfdhkvylnltgqyqyuyerrcd,S,0.0,3651114.0,Ejitepbgi,USG,1-960-087-9136,81.0,446.0,6.0
Ywy11795,VA,,O,463043.0,YSMNGXUK,United States of America,Uyipikpapsxwjaeluwbpczfxtmflfpocjcgjxnaxzccerlhlyyfcppdeglqlwonyab,,Nrrfnjughqqrvgxrdth,D,0.0,117958.0,Ywyzu,Las Vegas Sands,1-906-762-5889,42.0,402.0,6.0
GPV11796,OH,4.0,O,491624.0,ORJBLFTRB,United States of America,Tqcbbtzgwngpljakjuhlqutmoepvkdqprfwdwcrsmifopvqasnzorjmjqumeikiokpxgok,,Pctnxzodjqoabd,S,3.0,3485695.0,GPVJN,,1-797-147-9665,25.0,609.0,9.0
PNX11797,WA,0.0,O,343629.0,ohquntxgg,United States of America,RPSIMQKFCSUUEJKENEXKKMTBAWTUYTKQHETUHWZVMUDVFHXWTILDNYUWCYVWFRK,,ALVVUWRPPMWSXEWMBZANBHKZXPJKLYEXUG,M,1.0,226844.0,PNXPANAHTYZNCTSQQMSZCEBQDE,PepsiAmericas,1-158-275-2146,78.0,486.0,3.0
Fop11798,UT,1.0,O,134322.0,Fdejkln,United States of America,CLXAB,,mowvvoiefuzouenhpmqiptunmngeeabtoq,M,1.0,,Fopqwdpjyvmtrcsmujdlv,Administaff,1-115-123-1503,59.0,308.0,8.0
XDC11799,AR,1.0,O,119718.0,WRBGZW,United States of America,Bhiyptkrglceftdtzzlnmbnsvqosufimhustjphwedyonylcnebxpmtijtfclelbofuchdmjhdrkjkp,W,Nercvnkctkpoynvmric,S,5.0,3414198.0,XDCQIZOCYIJVGMMLVIXCDZEM,Freescale Semiconductor,1-414-687-3266,39.0,748.0,0.0
fly11800,WI,3.0,O,240566.0,LYYRXHUPEKSN,United States of America,xksuazvkwwnmngobuwohlogpmnminuqwx,R,HZWFNKUCVXSISNUOMZBNKWUZRAUESHTKJLAKFTAUSIOXLUDROEKXLYMVAXVPQXKHRQUJOHQ,U,2.0,115387.0,flycnrsoiyhcheucphhuzkrwtv,Key Energy Services,1-910-899-8854,92.0,712.0,2.0
Cju11801,MN,0.0,U,1011.0,Cbwjwmbuuisn,Canada,Feeovhlwynycmuhznxcjortxsrcunlbixjfkbotogpymusykzegmzklpkyie,B,nlzhkosnriuvkfnfavjwborgrjkxjjrwvmpyfwgcvcgevqtswgbpxgssqvuxmnab,S,5.0,706876.0,Cjumhksbpynlejvbbpb,,1-825-781-6812,71.0,523.0,10.0
