NumberChildren,AgencyID,MiddleInitial,CreditRating,OwnOrRentFlag,NumberCars,Income,Age,NumberCreditCards,MaritalStatus,City,State,FirstName,NetWorth,Phone,Country,AddressLine1,AddressLine2,PostalCode,Employer,Gender,LastName
1.0,Tpj7800,,347.0,R,5.0,75897.0,27.0,9.0,W,Jacksonville,FL,Caetayjalavmtqzvifgbmcgtrrgev,1270225.0,1-824-374-6093,,Bjjsjycpabvknyxhqxxoelzmmcjqcndtqwwxoxlqljecleh,BFCZIHVPIEUZGTJATNBBEZUWCJIMNCBEHIYOALB,Qurmx,General Motors,,Tpjjcihkpz
4.0,VEO7801,f,617.0,U,1.0,354986.0,31.0,4.0,,Omaha,MI,LQWGPXAJEPPPAKCJFRS,2882457.0,1-711-107-1977,United States of America,ETIDZXYCPHGEEIXKLWRNZGLRVWVGRZJELIENUZKBGUIFNZZUQTRXCAABGDGOEWHRZXLK,,CTYFK,General Dynamics,,VEOLNMRQMLPNBDL
0.0,Nrs7802,y,830.0,O,3.0,19973.0,40.0,8.0,S,Toronto,IA,Iptmvgzimwxi,2828480.0,1-392-137-4125,United States of America,,AYJCMWSRRXHPNGRJWXGGILEHVJLGPQCLIXBUVPF,ejfuenlock,Embarq,,Nrswglheedmcbj
4.0,Wcv7803,,,R,4.0,47920.0,58.0,10.0,U,Buffalo,NV,Xihwaxbsmriyojafwhwtq,2709790.0,1-520-247-4473,United States of America,,LAQQZEOVHEDBKHYFQYEXF,ipiabeu,Murphy Oil,,Wcvpvcubsiqrvxvpcxtz
0.0,Hxm7804,r,452.0,R,3.0,6804.0,58.0,0.0,M,Fort Collins,FL,Deuokiidhhiwm,3065674.0,1-715-269-6830,,ecpnpohubcapglldexzigaeerftrswfmswlkuobxvujhxxixgchfyelkhznxx,WQQGAIBZQMCIBNCVCIIKNWDJLDADCNUROILZDOMLTNHTNMXAUHLAEGXGKSXKVDBW,Saxbwptcbu,Southwest Airlines,,Hxmiyovwcukkgjnxmnpgqpavb
3.0,Ktb7805,,536.0,U,,210120.0,45.0,7.0,U,McAllen,MT,Sfhopawghyqgy,1493447.0,1-102-018-6502,United States of America,,Ulmjlyzyddxskmlrnaecwdhvxmhwkopoqzgvdlgshqgmcpjdiwayizobbgpwjjocwdpfhrzpnoado,Hqoabpgar,Weyerhaeuser,F,Ktbzezfrerjvqovifw
5.0,Ejs7806,,536.0,O,3.0,316764.0,9.0,4.0,M,Yonkers,New Brunswick,Dladdfgt,642765.0,1-446-372-5314,,Qaqdvfyiquxdoefattljlninzhzzppddwfrgqvpm,mbfbngseajkhmunydlutzmtqgkioymvjvhluloiaakclzeayzqil,PIQKVGA,Lender Processing Services,m,Ejsdccorefe
3.0,Sff7807,W,681.0,O,,325753.0,46.0,0.0,M,Mobile,MN,VABUSJAVK,3843812.0,1-291-287-5870,Canada,tzvfblxisoqxjumpaybybvpaiwquajcrjqp,msjsludiqowgecpaqprkqhbbdorwoylgadjfnjbaekoshfkvihudyaziozreokzztapjjmruljo,Jkdez,General Dynamics,m,Sffwisgbwielvsguyqhavxhwnbeuww
3.0,elc7808,,516.0,R,,159571.0,4.0,,M,Baton Rouge,Saskatchewan,IXPEUEIPHDUFZXNSS,2373701.0,1-730-343-2879,United States of America,vlzifpieqgasjdmxqlbbpbfmjtimtnsfdgjlbvkuincvokfdpqaxucrqgeoeswiwjhqfr,Wvgjqyqswuutfikebntekuqywgfbpkiajgjnxmflwfbnhmyfqurgbovdbingsvtxblgf,Tvicfoouwlw,Western Refining,,elcftshtnxyh
4.0,FSO7809,A,428.0,R,5.0,236485.0,50.0,8.0,S,Philadelphia,TN,BGYRBAUF,1365627.0,1-717-739-3758,Canada,inxduxddrdjfapenvrlnricgtpdcqnqbehjsglgozswfqtenmmm,Bsxdngdcktjigvjojsbtvwlrkbealvakpvcotyccxpjsgiwdcldbufbgmok,Kzevl,Asbury Automotive Group,m,FSONUABABVSVKACQX
,Pal7810,r,783.0,R,3.0,496074.0,78.0,8.0,M,Irving,TX,Zvkjjdverawcvuymojezxa,1769029.0,1-910-876-8455,Canada,vquobcrgsqcsexfoecthwutcwepqwenszkagfhkrmkkhatfpjrdquzwiereomkkibnikqfmsgel,Qptetysrvzwrcisggvkczqbltjrrgpjbtmmvhvzhjitnjvzgftbtwjvmglrgxjxctxqz,isfkwvz,,m,Paljtgiiagvxeysahvwuut
0.0,Pqm7811,,307.0,O,3.0,85.0,14.0,5.0,S,Fullerton,WA,ssnxdhqstoeth,2554799.0,1-211-658-8931,United States of America,Vlxppdfoluhlyfqxgrjlwtyololdkzsfvxitmpbybfue,Nlkgkrrohbredhdnbvolqsowadxrzuwyxbld,PEBTEEHFAFCL,Regal-Beloit,M,Pqmsziyqdu
3.0,Qrs7812,X,846.0,O,,112434.0,21.0,9.0,,Newport News,AL,dgzjldptskwzdtrxaqobutmpog,1241189.0,1-617-977-0368,United States of America,hsvombqfrmeskfvymxwclkrjhkrggqxyyjrry,,wxlqdirza,Enersys,F,Qrsqdchq
1.0,OLZ7813,,582.0,U,1.0,469546.0,69.0,8.0,M,Hayward,ID,snxmrewhqbzwnm,2432197.0,,United States of America,Fmrkhlvgvlasgqggmihwxwtmbuzrvimvkmuoydqvewtinrnoohheovhpdvcuswkvmqpxcwtqxmkqhav,QPWUSYXIDHOSHQAXWWXDDCDEAKHCQQRDJ,Diqzu,Dominion Resources,,OLZDXSQASSWMUFOFNNWQRPIQB
5.0,Cgr7814,g,500.0,O,4.0,378681.0,29.0,10.0,D,Fairbanks,AK,zljagwhlphbskib,3417367.0,1-526-226-5832,United States of America,Vgxqlfakntefvimcaeqqtcjtsybxddknqmqxdfx,Geswvfvrqluntngtvurswrpngvfnkamooxokjctymruhxixyjblkzfvabiefdbesnbgmmlphhzxh,eoopxjaxena,TRW Automotive Holdings,,Cgrsevvvjfhejp
4.0,yov7815,V,802.0,O,2.0,202225.0,82.0,6.0,M,Warren,Alberta,Ppfnjejvbpslxdhs,573323.0,1-831-841-8863,United States of America,Mtirsflwxspwviarhgkmchav,NVOUPTHTTTKDDUXQXRKNYLDHYYIIFRGHOSILAYYULQNBUKPRVDLTEKEPWWCZQXTZBCNG,NUYSKUMFLAN,New York Life Insurance,,yovxitkrqsbcqjccw
1.0,TVK7816,G,710.0,O,2.0,83672.0,79.0,8.0,U,Coral Springs,NY,pebevkfujgfunggrpxiqf,1544205.0,1-724-757-6864,United States of America,Vtyeyybm,Fqdtuacxlhnceua,Kiyuisk,CSX,,TVKCJHPWVSPYLXXQEKIPU
,irn7817,a,407.0,O,0.0,354744.0,59.0,2.0,S,Winston-Salem,WA,Hernznbh,2717331.0,1-628-017-0065,United States of America,JSDHCZRKXALVWUL,rwhjmzaefnlwebllne,Jwxyyjkxt,PPG Industries,F,irnzgpkqaujlotpcxucmrttqffnqsc
,Yik7818,,410.0,U,0.0,163223.0,87.0,8.0,M,Sioux Falls,MS,WSKYOGUGL,639791.0,1-412-700-9835,,XHYAIUXQTSJBDXRFONBPXBUUDHMFWHHVEMUYUHYR,,Drzvvw,TD Ameritrade,M,Yikbfcud
,eix7819,y,539.0,U,4.0,323691.0,2.0,2.0,S,Nashville,LA,EFJTNKCOTZOUWXKOZJF,,1-458-534-5021,United States of America,Kvxcufunidcgopbaowpacbmjhbvnnlvedltiazhtdtmlbhsqepnrscycnovgjwhljgxxdmu,hvvdfzgjqrkibivsvlaugjvmnodi,Sjamrtnkqu,Pepco Holdings,M,eixapiaikopsnqktdqfwgiqehdxcjx
0.0,SSY7820,,,O,0.0,469771.0,55.0,2.0,U,Virginia Beach,NC,Bbkyaldejvrhxeyupb,1224394.0,1-212-399-4585,United States of America,BUOBXNJXGOQGWEGZBGDERZTYNKP,hmdwsqpidshlncsvaybslpnilstfsylg,Kgbaqwsyxu,Textron,M,SSYHJAPLGHOWCITJDRJH
4.0,Ema7821,p,828.0,O,3.0,186923.0,41.0,5.0,W,West Covina,AR,vvvvxqqyinwklgh,3884652.0,1-925-811-3251,United States of America,Wopupqljkhiqzwigtlabdjjegwqjnevykvwrytc,Yruvugicvnqivxbnemiartkkfodtsptumyepssenfug,LGVHYNQCOYWJ,Chemtura,,Emanwdvcpipoqfifozaazk
5.0,yoa7822,q,501.0,,2.0,274143.0,9.0,9.0,,Torrance,Prince Edward Island,Fhhgrkluvgk,3632849.0,1-255-979-0567,United States of America,Vgmlhcuwwiwanaibtlshdmcthncrrgbifprpypbtuikidxczjwmhlwgw,Khrflkkhlgjwravlahypkpxrvntmidteewco,Duznhcbmmosf,United Rentals,,yoalr
0.0,FGB7823,j,415.0,O,2.0,85347.0,86.0,7.0,M,Thousand Oaks,LA,Nevumcckjfwwwpbzaliucgxy,3423972.0,1-235-290-4774,Canada,UJRXALEIPMHWAJHEKIFUWIMYIMUTJCQPEPJWSDDRHVOABKZ,XGNZQYACGAOGJCGEQ,Gnmgvcvmnvae,Donaldson,f,FGBYDFDPQOYOHJNENAVOODUN
2.0,ctr7824,,625.0,O,5.0,23172.0,39.0,8.0,,Fayetteville,WA,Eylswx,334439.0,1-789-903-0856,United States of America,KGGTXTYJEAESMWGWNBZLNWWBSXOFHWTVNUOSHDDZUYP,osebp,wdailoo,Polo Ralph Lauren,M,ctrqepxqrbq
0.0,GDL7825,,355.0,R,1.0,26217.0,,9.0,S,Tucson,NC,Gimryuhijdckhgrckatkdod,,1-241-378-5340,Canada,Pppftlxgiguubndlxvjcedstkecwfazcbqjtwgpnefowwweqfminxgiuniqppgilxhvpvuxj,Xnvuktbioizlrumplulbofvwahbzsiwtposrbg,Sqysxqlop,Universal American,M,GDLUHISITVLCAY
2.0,Uqb7826,P,634.0,R,0.0,125930.0,80.0,10.0,M,Grand Rapids,RI,NVORJLXLQEZOSRO,2733760.0,1-619-130-5337,Canada,,EGATQLAFNTIVDGWOWYLNKVUQJSLFMMUQBVFYDAFPPCTMLPTSKIRGRMFPTMEWIROIKGLMXD,Wwfxd,Convergys,F,Uqbgiorwhki
5.0,sdj7827,F,604.0,O,0.0,416195.0,5.0,6.0,M,Livonia,SD,JVOCBSAQIKCXZNKNIZBNPZP,3813673.0,1-068-004-0614,Canada,Jrhrjeuxshngstuvlhvamsukqndoasunrfibkbldvakllnmzsxhqdwuhbfzhndkxpxidttbossoc,oafhxgokhfedkbmwatqidodloxdkbakgetmltfcyfnafvmf,EZUTXPIKTL,Spectra Energy,,sdjtybpybtenlcs
0.0,ETA7828,K,691.0,O,3.0,257406.0,91.0,2.0,U,London,ID,rtsbcfeu,2996284.0,1-746-214-7798,Canada,CRPZRQGXNKNSYNLIBTQPYYMQXPKDOTG,TNKAMPDKUPVMXQESYQMTGPHZRPWRYWZRHSPCAVQCEMMXCMCGNA,Vdjpudmlq,Estee Lauder,f,ETAGFLVHNXSDFHSUHWBK
5.0,DCN7829,l,,O,3.0,315271.0,18.0,0.0,S,Pomona,NJ,Zdbpoxzxuzuzcgrarvo,2682187.0,1-824-437-0300,United States of America,Qexxtcmmwrsoofwmooyqznhkavqcpswdvyhvktwcnoiplj,Yuumbrityggpbhggpnlrtdkzxumadxoqscpqbnwjnpgimmkgzphsa,fwumslgkg,Washington Post,,DCNHTKDMYYQBTWLXOJEV
2.0,Lsa7830,c,687.0,R,5.0,497258.0,91.0,4.0,M,Oshawa,Saskatchewan,HAECEFTN,3831798.0,1-867-461-4349,United States of America,Qyjrlladrsfpefdmbaqlhrouw,ncphbsbubxgurbr,edmiayyybetn,Curtiss-Wright,U,Lsahlkfjovptb
5.0,Ypj7831,M,324.0,O,1.0,248158.0,81.0,,W,Topeka,MN,Skcnmooeg,760428.0,1-753-206-7932,United States of America,RRWMEIGMEGOBHMOBBQCDUSOGLHZOQPLSALQCLPAPSGLKITHADFBCCRBYPDWNTK,Gzudnifiyhiyfouxqiohniksxznikzgrufovaoivphnm,MFXCD,Ford Motor,,Ypjfrrimrr
2.0,Ilp7832,f,386.0,O,1.0,189605.0,55.0,6.0,S,Raleigh,GA,Femvptxconsuivqbthqw,2952394.0,1-098-863-1605,Canada,AVLSMUKRZINRXOHXUNLMBATXXHUXETQZUOMFJHGGYNKZDPENGXGYVLINVMYWBMRXTLVWODENQCJANG,BBPLYLRCEQOQZGFLFEUUUUULJYTRTKTOTBIKNITHSEFLCGWBAWFMJKAZCJGIFNPLDIO,Lyqjmdhnhejn,MDU Resources Group,F,Ilpqdbsgkkxxjlzwkcevgnbtzcg
3.0,JKM7833,,566.0,O,1.0,238398.0,28.0,8.0,M,Tallahassee,MN,DRGGBHWOEUCHS,765248.0,1-093-144-9837,Canada,VLXJDMNLYMSTRLXAUWYCOMEJZYAYAIJSFHLMNTXIMQEEAZTUMXVUKVXIRYTDCABB,mgjmxws,,Sun Microsystems,m,JKMVYTDFNOE
2.0,gfw7834,,799.0,O,1.0,421306.0,63.0,1.0,U,Independence,TX,gcckahyxnqanam,3439491.0,,United States of America,szbcgtgnxscsyjupsbkjektqyftqidhcoorcyibgvnoiembtqdxltjvbgsjwfedoes,ujuxetmfcosbcwkaxgqclnvnsumnbbqnhalkwtaacu,Tgydk,Quanta Services,m,gfwkfe
3.0,EHV7835,,630.0,O,,180787.0,47.0,5.0,M,San Bernardino,NM,Ofdwqjgpgeus,2334173.0,1-263-424-8969,,Iktnlehktnmuskpkopjpjjaicgcagyltoouupazhxirhsgsxiscn,rnvgitkpjugwhjilvwukbaiwumupmvwdgbldsbwqwcbeohomrxyhhwgqtbkx,vynwkr,Beazer Homes USA,m,EHVJSE
1.0,Tkf7836,,371.0,O,2.0,395340.0,21.0,8.0,M,Inglewood,NE,JUMJTFFDCVREKGFS,3812091.0,1-745-878-9056,United States of America,Cukwfgypyrijkuzbxrtsahvaioiegbotmckpjmdxlundmev,Ysbxpcsiksembejj,pykah,Coventry Health Care,,Tkfqhspsssx
3.0,Dgm7837,I,407.0,O,0.0,234030.0,65.0,3.0,M,Huntington Beach,MT,Wdwxnzowtx,2269485.0,1-397-946-9623,United States of America,,BQWIJERGUUPCCUFGXGIACJGFDQHBXIUEUNZHMPZJJDKSMQYMCKKFOPYH,FWYTJECUWC,Chesapeake Energy,M,Dgmiaeohstlzineatdlbkvarmnw
5.0,Mps7838,,525.0,O,0.0,210405.0,65.0,9.0,U,Des Moines,CO,Ycapkmjmkxooszzwsbtdweyifpkilq,1737147.0,1-120-520-1560,United States of America,AWBXDDJLVERQHZVLTJCMSDTKGOSHNPVHAQHZAECUVSTFFLSNGHMSEWZTHIKU,MVLUJVGV,Ytryp,Great Atlantic & Pacific Tea,,Mpsuhzswjguco
3.0,Ftk7839,q,,O,5.0,353446.0,42.0,,M,Hampton,KY,YRSBLRGEBFNTQWQMDBJPE,3394079.0,1-230-771-4862,Canada,psejbbfxohilrjhpbyfkzjimaududpaoihntymrgzyxwmeynjgcvlsavyrfutoqqzjinpbok,ZECVSLQJAPHEIHQISOMNHTYLUIMERMUCJZVMVNEMDOXUIOGUMCUJELPJ,,Estee Lauder,f,Ftkltexxqnuanosspfbtprnbrfp
1.0,XZD7840,j,377.0,O,2.0,497613.0,42.0,2.0,S,Lancaster,OK,Dkpxkjezmosjbpbi,1684124.0,1-478-181-4878,Canada,KAUBEPASVNALAXRDGCXSJOGUHEMUWMBFKLDEJUAJYTXLDFRTQKUQIBALJHTKUA,aevglfgozdjfbsrlsgtkjucishpnylnynyqqarrbcqgjyjwpyjrsgybzaiielriwr,rhsjshydzs,AptarGroup,F,XZDHDNBNAIVHAXAUWZD
1.0,Val7841,,812.0,R,1.0,183090.0,41.0,8.0,U,Lexington,KY,zgkwuoltokgtxnumkuafvxxr,835757.0,1-112-169-5136,United States of America,,EUXNYUZVMVFJRWELCGCVAUETRYLIIGMUYSBQKUIMU,VEIYUEXX,Pacer International,f,Valfakadezvapvzduusqqpxx
4.0,gxo7842,,755.0,,0.0,164669.0,41.0,6.0,U,Windsor,KS,Uuotlforwlmxth,600778.0,1-339-657-1052,United States of America,Jmafzabzauirzfrhioziasfbxhnvzdjvmkafsahnlruiibfqsqdhndnwxwrsumqrrubotcb,Vdehzbmypubqqpjwjqlabtaxmdhdehqzyaibehpuajvsrrxzxfgcxvjp,hnnieoyeomer,Enersys,,gxodqexjqghmyettnqcrdgvgfvv
4.0,AMA7843,f,651.0,O,0.0,357404.0,9.0,8.0,M,Casper,MD,ENXLEURQRWSSUIXX,1276528.0,1-950-536-1586,United States of America,Zpwiluucfewmtk,,Irfkjxocrz,Ryder System,,AMAXGJSDJF
3.0,ufa7844,e,761.0,O,4.0,252335.0,38.0,0.0,S,Idaho Falls,WY,bcvrjfetetjghbmzkvbaoxeynonyso,165037.0,1-562-334-7089,United States of America,Mplzfpvnvkxymqizogvkdchdfftxosirkkbjtocqteowweefyzeegcbskyoruenqmpl,Vddatheccbgbbttsxmv,Igrbdvnse,,,ufazgxmrcavqoi
4.0,Eig7845,,446.0,O,,365804.0,,5.0,D,Sunnyvale,VT,Dicsxyxfmarnofwwdwuku,2757243.0,1-166-177-5281,United States of America,STQHFBACLDBEYTYJBGMFCBGRGIETVEMVHMJBT,Kulxoqqawltfovjfjdrzfkksaywh,kzbwnqlpwtkk,MetLife,,Eigfpfogcaduemr
2.0,mgi7846,,455.0,U,5.0,880.0,37.0,3.0,M,Colorado Springs,AR,Xphttzltjhlrwxucqgopc,1551248.0,1-609-761-7221,United States of America,Gdpootuqpmnwnwtkiibcrvhpjxpcgbcnknfoggsubtywtbvggakonigtrdjlmszuoiykqzgygu,Qnccceerjvnbfrvqnc,BGXRR,Great Atlantic & Pacific Tea,,mgivmzoxzgnwxpx
3.0,Wzn7847,F,659.0,O,1.0,318789.0,80.0,3.0,S,Carrollton,NE,veywteoxmwvugznaagursvqfohkrk,1321056.0,1-129-125-9035,Canada,Inywxbttusbjkizhzvkfqsxybhwqpnstdwzwnpkfwsi,BRNTDXIBGLIOQQFQC,Mutvcwzisxp,Google,,Wznmicowbyanjejh
4.0,Zft7848,,713.0,O,5.0,345038.0,2.0,7.0,U,Tempe,NC,VDXKNNRJQCCOBZRHZPV,3534970.0,1-936-540-4054,United States of America,Abypfhxexjdokdqapphuckejvpsgusaezvucpfbkscfqjmwjhkvrbhprvdbqniptbrjakrywulxhb,VFVXQKFGQQNSQGIIPDFPNSXYIDOMRVSHZEZKLCQPTZUNUQACLMYFDGVAEQR,Pznboqbnkql,,,Zftvvfrjqsvesaerbote
3.0,Ump7849,L,495.0,U,3.0,132395.0,87.0,1.0,W,Fort Wayne,VA,rvxdk,1894764.0,1-690-233-8236,United States of America,Nvdaqhiqhhypshcuakzmrpkbgoprvftfccshqxqvbiwrwijkxoyvivgam,tplilnoe,Qlihnqopg,Werner Enterprises,F,Umpphnjkqvkwlabydyzov
2.0,XCW7850,,626.0,O,1.0,,7.0,6.0,M,Paterson,NV,gazkpimwyrfwdvjxd,1066589.0,1-789-837-7238,United States of America,Rnnqlqyiehacjgdiumohgrfbojqmjo,cxwyzcxhqgouirvvdjiipbbjewqpsjnkzrmdck,EIVIQFHVC,Bristol-Myers Squibb,,XCWUPSUFOTD
3.0,Vjc7851,b,335.0,U,5.0,,17.0,9.0,M,Santa Rosa,MI,NUYFMRJTUMUJAHWUKOFURKWPPCJXS,3583968.0,1-129-134-1820,United States of America,BSZDTYUSUJY,FUZFWMCELFGABA,Prmgksic,Dr Pepper Snapple Group,,Vjcmft
,Wov7852,,504.0,R,0.0,431628.0,41.0,1.0,D,Brownsville,ID,Tjyltdejmep,2685074.0,1-613-597-5717,Canada,demslsvriohohkhqijtkxcmeqhnfwwyffflkzgufmebrglttjpieckrpkjqrpi,Utnbqklhhwgmvzpnuqdmsacooquhu,VQTHN,Valspar,,Woviwj
0.0,Mjl7853,T,507.0,O,1.0,,31.0,8.0,S,Durham,OR,qvihipsexxf,406002.0,1-207-263-3980,United States of America,guynwrbdzrfnvrsaqfqapcxcsl,GSRFWNTMZIDJMRUFRXOLOPNHUWSOQVUHKD,Acbjiwqbwpfg,Fifth Third Bancorp,F,Mjllgabisvehvfbodxhjngaoj
1.0,Xqn7854,,739.0,O,1.0,,81.0,,D,Grand Rapids,OR,Kswapmyzwbpyzo,3551514.0,1-833-808-2289,United States of America,Jhzjlsdhqmcntoiykowqqkvzsfvhgbpcbhhfftexmdinfftsovbwmeugimpteookdltvqwt,Byjwelwrwyqydgpqrrsltaeumhloflbsxlujgnoyqja,jtwgatfrvo,Winn-Dixie Stores,,Xqnivjlspbwatltsax
3.0,Lsp7855,O,775.0,O,4.0,,72.0,2.0,M,Idaho Falls,NJ,Wlqztpolurziuqvntcj,3048132.0,1-383-304-3979,United States of America,QIXDBRFXUKMQY,qgnowrynksacdmaajzsfrskwxkdinanxeboleqbumr,wxunpqzjgb,Henry Schein,m,Lspeijgrqefxylhwxrrwbpgpj
3.0,sjw7856,,486.0,O,1.0,242718.0,29.0,8.0,S,Norfolk,AZ,XGGHMUEFKMDVKKZIGPQC,1444829.0,1-982-376-7085,United States of America,GCCIHBEBAUAXQKDKMTTJQICOXAGGOOTXOMNFCZUKKHWRWXQLXQNOYCQFERWNCHXQTFBJI,Ogljuoxhfmocqndol,Aqhiv,Sanmina-SCI,M,sjwwhrumivlblatxnofom
1.0,oae7857,,665.0,O,0.0,89847.0,31.0,6.0,M,Lexington,Manitoba,wsrlemaurpo,577156.0,1-817-038-9599,,fohmaqriumgkicnmpjrlylodgrgbavlthzh,Cjihkpzffoebvjpxfxkiefccthbtbylarlqfdzbfkisjfq,IMWZJP,Pentair,,oaenpkntrrmigpdrjcdovvjbbpo
0.0,Slm7858,,743.0,R,3.0,200377.0,57.0,7.0,M,Warwick,NY,Rqxdxjkkmiijjnovvzxoc,1633874.0,1-532-467-7887,United States of America,Gcgandfueazxkhsjtljzrcqvggnluahlzvpkrtjs,GWDBMQATEBPMRRRFYGGLMDBWYFRCAYWDFNZUZHBXSSTTULMAESKCNLDOBLKNLUDGFABOK,Jysfr,Northwestern Mutual,M,Slmrylnfvrgx
3.0,Pea7859,,,,2.0,247008.0,67.0,1.0,U,Lansing,TX,Awvrmvo,616351.0,1-954-558-4116,United States of America,NQVOORLTYLVDKHXRTYNBWMGJIBLBPPYYUBXSCMBMCAATTALRFHGIWBXD,Ibzgfllcpexycqsvegklsdrp,lbepjm,AmerisourceBergen,,Peazbaargwh
0.0,Knu7860,V,433.0,O,0.0,258784.0,95.0,5.0,U,Albuquerque,AZ,Xcwwrmshlbd,1768202.0,1-050-997-0064,United States of America,XPOUXGGNQTZWHXMANBVDFBGWJBYMQHILBJAAPCIZA,xregdppgewwchczl,phowwpiof,Virgin Media,,Knuojanqrowebnqnuskrnc
1.0,Qtg7861,,611.0,,5.0,86676.0,22.0,3.0,W,Orlando,MO,wksjhaqgkaqflvgkvggeues,1298890.0,1-491-566-7949,Canada,IYSTOKMPYWRCNBAYFPQUV,albeixrkutlxza,hcqdourgtjc,Waste Management,f,Qtgbfknkrgutdklkje
5.0,Dcq7862,v,813.0,O,3.0,158860.0,28.0,8.0,M,Lincoln,RI,uvxkhvrlkdfkqhux,1491737.0,1-938-251-5007,United States of America,MMFHFLQWWJHEWDIGNGBMXEYBVEISRKRWHJESSSVGQOTUEYETFSMMFODMOGZANVZSKEQUEDGXNJNCRV,Baveijkgpqlddhgqqluednslsplfpaagordlkgvprzqurgjnmmxwvklhxhshazimcysrnabhzacqnrcc,,Pepsi Bottling,,Dcqsambknfmffglba
1.0,Bie7863,,441.0,O,5.0,440716.0,62.0,9.0,M,St. Petersburg,MI,yruaeieaghzeokcvbwfagjc,2985049.0,1-197-300-6114,United States of America,Teaqtsj,Sshyepwbusychcmciojhequczx,UCESV,,,Bieggajsnf
2.0,Cii7864,,443.0,O,3.0,233026.0,40.0,5.0,S,Newport News,OR,Djpcpxhzcdsojwmszp,2705761.0,1-992-031-4213,United States of America,Hcvalcnfszz,Oxqmkaulzbaclowvlmdjkjdykkajsdxespryjgjbubinqnlivwlqlzouhsojkxaropmykmatsgsmcpq,Xjabv,Windstream,M,Ciiqwremllurqulbghbqhryitw
3.0,Lpv7865,,374.0,R,,158271.0,,1.0,U,Overland Park,WI,ENQKWKJK,1281210.0,1-712-665-4502,United States of America,MNAPGSQLMQDXFRHJZPVJGUFMOUWRIXXA,Dbytbl,kinkcnvtbrff,Praxair,F,Lpvnfitpcglsamfavfxiqfe
1.0,QCT7866,i,309.0,O,4.0,,12.0,7.0,U,Wichita,MS,Zdytkjdvwavdvu,483590.0,1-683-204-0166,United States of America,hsbowomruvqkuijkxxcvrmuooafkxljixzano,Namgeausgrzpfyjtvkuidkecqyewxrfllopjgdyj,eueovjkrfawr,Smith International,,QCTNQYDRLOBLQJHOXVLU
3.0,yvf7867,,315.0,O,3.0,131086.0,52.0,9.0,,Missoula,PA,oihyndcwkdsoscucifszdojds,2262741.0,1-935-790-1838,Canada,,Febduntegkdzuaboksunetakichtiuhakpwbmtwxaltpspyrstymdwyczwijeuuebmwrhhjelsuxpw,TPIVTV,Flowserve,,yvfnxvjisgxvo
2.0,RKS7868,T,555.0,R,4.0,65639.0,67.0,9.0,,Kitchener,ID,OWNYCALKNQLMJDB,1063286.0,1-364-543-4378,United States of America,JOGEFIFDYFWBCBFKVDIDNVKKIXBLHPMQNVRQIKLSLXFIQBLZHBBGMHKTAEEHSDEDFSF,Qtfgejjwhqtadopvhzipuswvnjdixjigicauhmkgfsxsxyyalghlualonsjvqldzaqdxu,QNJXEEYW,Tyson Foods,F,RKSUDFSNATRLEQ
1.0,Ksb7869,P,850.0,O,0.0,140132.0,51.0,5.0,M,Toledo,NC,Mlvtbncshbg,3558240.0,1-115-023-7573,United States of America,oejarvzjntflhfligibuojcujtddnleiitlxibwirhrnptmvauvbvmfstjbemfadar,Brgxczciebmsdzxjgwfhihwdiztdqklhbqerhzaeqsngrzvtvpwqbsajwaln,vxtaprxkbqi,W.R. Grace,,Ksbvyunhjuthnfwkeahibljs
3.0,LMY7870,N,411.0,R,2.0,102589.0,41.0,6.0,M,Cleveland,WV,atucbgjj,,1-266-642-9644,United States of America,PAWLRLBNUNRKRTDKKJTTXIZNQSENEZBPPOCKHBENWVDPBVYPGINL,Lpwhgjofdpisezrtrcyeifdwpnfrquzjesmhgpoykyudxwdlatuxbgyohtlge,Tsqeo,McGraw-Hill,F,LMYRFQGNFXTXYMMDKYDIOVNBXK
4.0,lkp7871,X,428.0,,5.0,128650.0,,4.0,M,Hull,VA,Roqotu,940857.0,1-257-904-6002,United States of America,Rtikunxvjtusiscesyxlkgdqnbpiheyuvymma,seiemidbutvmagdmhpwicbbmuonsamrgpryqhphmarhehccrntscvcrsekmspx,KIOTUSLSIWRC,Vectren,,lkpjzzstourluwelyiaqteewxgjx
4.0,Aeo7872,,585.0,O,2.0,356899.0,79.0,3.0,M,Oxnard,TN,OEWWGFFUANLC,3849116.0,1-498-061-0053,Canada,usmbfnfifhroqwxtefxgsncysudwqaotwvlrneegpbgidwbfxfnuwgvxjuicojnqlpldbpvfqato,Txndjpazugrittxrwkyad,RZLRQHVGYZ,R.H. Donnelley,,Aeohlbsbgqnnyin
0.0,hpq7873,J,506.0,U,0.0,307676.0,41.0,3.0,M,Evansville,ME,YYFZRHJDI,3423528.0,1-280-297-7178,United States of America,Breskmlioyeomihprfmqnojlc,Vbhcmemmaxgolnnkvdblmslqwprgjlecsjalwwmpwvinhkdslhboyfmzmlwrzsgbmhrqceo,gevqxy,RPM International,,hpqfogl
5.0,Hqh7874,A,471.0,O,1.0,,93.0,6.0,U,Amarillo,SD,ifcgmwyzhdltldq,3486382.0,1-352-753-0683,United States of America,Lscjxgy,miqpmdibmrnreawputpicfbnjzkjlfyrgxawmknkzogolmsvawhuiho,Gcoampk,Urban Outfitters,,Hqhsagjfzxipjbrcxvsemvcxzldo
