AgencyID,Income,City,AddressLine1,NumberCreditCards,PostalCode,NumberCars,NumberChildren,MaritalStatus,Age,CreditRating,OwnOrRentFlag,Employer,NetWorth
fvo13193,190536.0,Fargo,rusgvvnobfmthwkjqhccrpeogdwdmjduv,7.0,Xpgxd,1.0,5.0,D,,576.0,O,Priceline.com,2145294.0
LHM13194,214765.0,Stamford,VDGYFRXIEFQJYZWXQDPYCNOUMKLUZTZJCHCMGEXMFKOYVZBZKAYDJCZDWNLAVGKDCAAPJVFI,8.0,Kitjjfbcl,2.0,4.0,S,62.0,535.0,O,Steelcase,2113943.0
Mic13195,11854.0,Montgomery,Nsyddtvqbxkmgnvgmtxfietqyieufijuwohwskmxfpoipowqmbrsqyxcmuljemlkygkphcsxjdovjv,2.0,BOIWE,4.0,3.0,,29.0,564.0,O,,2724836.0
KZG13196,84263.0,Saint John,PBWQVEGXXMLEKUCXMIOFGPKWTVABBNKAYXGMFZPWVVR,10.0,,0.0,5.0,U,90.0,692.0,U,BB&T Corp.,162912.0
Vlp13197,364299.0,Chula Vista,fytvzmwggwedwrqrehqpdaxoyzsmusqmpoxbaksjqv,10.0,jvtnpsmudz,4.0,5.0,M,72.0,661.0,O,Dana Holding,3463203.0
HLY13198,160883.0,Philadelphia,Dvcjudxhopcz,3.0,BZJAUMHIQK,4.0,0.0,U,10.0,,R,Harris,3731987.0
YGV13199,435600.0,McAllen,Xhhiujjabvnytmxpwtxynochmoomhs,5.0,Djmgfbap,0.0,1.0,M,70.0,586.0,U,Collective Brands,1433201.0
KQB13200,233096.0,Fort Lauderdale,aubkacilreewnxvrwdtbuxtvixzpgvucxbvjwhmtcxaofwqhsehnhqbafvyftmtsj,6.0,,1.0,0.0,M,54.0,350.0,R,Flowserve,1466774.0
GFV13201,,Jacksonville,Gvfnlglcilceqbemgfwyxhuisvrianozdarpqkxrzokutcduewrnxancptzx,1.0,Cknasnum,1.0,5.0,S,18.0,603.0,O,Huntsman,2386008.0
nwz13202,,El Monte,Iqqfgquprryntrwuicinplrdjounpzndsqtmdmcdgsuck,5.0,wvfeceea,1.0,0.0,M,,589.0,O,Northrop Grumman,3725220.0
Xey13203,446363.0,Hialeah,Jzoxaniof,5.0,auozaavpvb,0.0,3.0,S,30.0,,O,Expeditors International,1499084.0
Vff13204,330863.0,Kansas City,bjrttsruevaicpdhyadrbhzmeojtvpocdgaehfsopkjwlniqcloaxxasprqfdiiuqgrljnr,4.0,QCPRSFM,0.0,0.0,U,69.0,794.0,O,Cliffs Natural Resources,3329291.0
oxb13205,320995.0,Coral Springs,DFYUXYYHOW,6.0,ELMMWFGC,0.0,3.0,M,49.0,432.0,O,Biogen Idec,1328990.0
Yci13206,409254.0,Fargo,Zyafdwiaaryzymlxliimjifcqtnmnzwpf,8.0,SCHMP,2.0,,M,,507.0,O,Forest Laboratories,1465193.0
Ioi13207,438741.0,Coral Springs,Qwbzqmguzubjtfoaolcdspaqvbxzdojizwpfgvttfnbfzajdktvoluvghrwtpzqvkls,9.0,Tsqhhvdq,3.0,5.0,M,30.0,817.0,O,,1983503.0
Yvp13208,,Montgomery,MTDWMVEPCPAWIXICDDIFOCFQMSAEPZBWIDCUTRGVQFWEXE,,VJDDKMWHYD,5.0,1.0,M,36.0,820.0,O,Lithia Motors,1944366.0
bua13209,222892.0,Fremont,LFVWTCPNIDRJUVWLEBIAJVJRIIUUOKDJPRQIGWOFZOQICXSLZCKOWQWGCEXR,3.0,xcqsdhsbuspq,1.0,,U,89.0,618.0,R,UnitedHealth Group,1780159.0
UTZ13210,166349.0,Hollywood,RQBZWUDBPTNXNWGIUFFDICTDR,5.0,pxdvrddgueoc,5.0,2.0,S,11.0,617.0,U,UGI,3262176.0
LZK13211,306796.0,Fort Collins,,5.0,Pkknkmu,5.0,5.0,S,22.0,481.0,O,Xilinx,
czi13212,120307.0,Sacramento,Hvghesrnhrimhgocsuoaqghjxihorforvkbakuweuq,5.0,,0.0,4.0,M,3.0,407.0,U,Fred's,2728280.0
EMD13213,10040.0,Plano,lglhcfesmpycjbaxndnqrjcwgtziuhxwpvvtclemanhioklswlcrnzhgfbefhenrqkphlx,3.0,Rcviwaukwvee,0.0,3.0,S,46.0,397.0,O,Amerigroup,2906490.0
Ydn13214,347074.0,Amarillo,BTAHDXCOLPBVPZBCYGAALDCZHROHCNGCWRVSNAHOVFGWYTRRNNBVLYLATBMZZWNPUWNX,4.0,Vsgaynzv,5.0,0.0,W,60.0,372.0,O,Sanderson Farms,1261673.0
DYL13215,167260.0,Rockford,Vzvxvptwoownxluvhhxmsgxvotgihfttxxahmsmdexovpwscvfxffpkmqoakg,9.0,Psnko,1.0,,S,15.0,426.0,,Great Plains Energy,3204004.0
zqc13216,286485.0,Nashville,Wtpftaovnqfpjgowuuobyxcevyjmhu,,KCPKQX,4.0,1.0,M,87.0,305.0,O,HSN,961305.0
Tgg13217,334368.0,Winnipeg,vddvedbahgmjxkaywxawczhwdxevnfely,3.0,MHHOKBF,0.0,1.0,M,99.0,637.0,O,Terex,3591865.0
WPV13218,303880.0,Allentown,xvmyenuhkwodiasuxgsxhgvnclmvuyiyvfvegvtxcsvuqcaaujlsjhnr,0.0,Yptcomjeu,4.0,2.0,M,4.0,627.0,O,Expeditors International,3275283.0
drg13219,118788.0,Nashua,xkzukawnbxqviqnusllnycbspoprqtncsxpjvpvvthmsfgnxvtcnrihhkmvmwgxi,1.0,NMIPEVTN,5.0,5.0,M,13.0,783.0,R,Ingram Micro,1753261.0
Pal13220,137595.0,Tulsa,licmqahqkcsnaadl,7.0,Zrundf,4.0,3.0,M,,444.0,O,Patterson-UTI Energy,41495.0
CLG13221,439786.0,Overland Park,Lmdwmnbovkutejpklznwzenuxocznqhqyivnekepjlcmracmkgrfzlnq,,Sufnjb,5.0,0.0,U,76.0,824.0,R,YRC Worldwide,3293734.0
Oki13222,372132.0,El Paso,oizlgjyufvmpfyckcfboqjzvbkviofvzqukkkwsanftyxvcsofsftbaiesaatfdzzogtcrnkfoofc,7.0,bzpuk,1.0,3.0,S,47.0,719.0,O,Airgas,1471171.0
tjc13223,246474.0,Victoria,ATXNQUJRHEKCICABTLXEAIWOMPVJZENJOYUASSPQZKYQPLY,4.0,czyda,0.0,1.0,M,70.0,407.0,O,Core-Mark Holding,1703685.0
Ptq13224,253020.0,Yonkers,Hkfgsxkuqokunlvhdvaz,4.0,ZDWKNTW,0.0,4.0,D,75.0,310.0,O,CVR Energy,2831305.0
KMU13225,62717.0,Anaheim,Etfwouvdvkjv,5.0,pmcjlxxmnkx,4.0,2.0,M,92.0,561.0,O,Exterran Holdings,249337.0
Rlq13226,354931.0,Rancho Cucamonga,bauchraluqphamesjjqmgppklpebhyehzfznincxcpigz,5.0,Bsxbjkixkqmg,3.0,3.0,S,51.0,576.0,O,AutoNation,1490270.0
Wqi13227,321357.0,Missoula,Olwiytjpircbtajynrgplsuktbikftgwmjsrtqnixd,6.0,Qhahudiqlub,1.0,3.0,M,38.0,581.0,O,Merrill Lynch,2538010.0
IKR13228,332404.0,Salem,TZXWRHQSOEGPNIUSUXTAQSGNPECAUCXENWFPIY,1.0,,,1.0,M,53.0,,O,Weis Markets,2290229.0
Wwn13229,123130.0,Santa Clara,Zyxuoxeemjhitmpchwppponqqojjleaepzhdjbecwjbvpc,1.0,Evdno,2.0,5.0,U,,765.0,U,Ryder System,
kwm13230,269599.0,Alexandria,JIVJMXNAGZXLQGGZFTNLLCAIXWBJTTPEIXG,6.0,Sfwhe,2.0,2.0,M,29.0,632.0,O,Borders Group,1298796.0
Fis13231,468486.0,Coral Springs,Kxniruigdbnxorcbyopwwoeaanzuzcgkxqkikafatrwppsbwcrabycljkfxkxklazq,1.0,Qibymbigua,1.0,5.0,D,2.0,559.0,O,Nordstrom,1205474.0
Uqb13232,488616.0,Birmingham,BXVDTUODOBKMBEDWFETMMJVTCACZOISOQORVMTOX,10.0,Eetrvrljlv,5.0,5.0,M,61.0,414.0,U,US Airways Group,967346.0
Eqz13233,244343.0,San Bernardino,,8.0,DNMYGDLM,1.0,0.0,M,37.0,654.0,R,Gilead Sciences,3827960.0
CJQ13234,194984.0,Chattanooga,pkxprnkostvjrnfxskvswyvuhvzrcpatmihvoauvymwzdembstkhqdstfividvt,,,3.0,2.0,M,92.0,583.0,O,Synovus Financial Corp.,3674074.0
Wee13235,375514.0,Norfolk,XZUQPLABYTIAHGOCOJDMPABAZDFSSRRUQVVTCTOGGQUQIXQVDPJ,8.0,FFSFH,3.0,0.0,M,90.0,540.0,O,DTE Energy,
Fwq13236,171309.0,Rockford,Onjzrxisvltwhtrnlyuqmulfsddjnchtbznwatrpdsbghsirqtbykxonmdnsalbjnycde,0.0,JRBQXQU,2.0,2.0,M,13.0,484.0,O,Best Buy,2354140.0
Mut13237,161021.0,Salt Lake City,Iwuytsknvcxxxcaenshiayivvsepgjglejwuxirunkutafgjyypitnlsxnmkbelkouuo,8.0,mpmbpgbrdxdt,5.0,3.0,M,87.0,809.0,O,Plains All American Pipeline,3357691.0
GTJ13238,370533.0,Jackson,kpuxmadwvaopixzucekc,1.0,iyhuw,,4.0,M,8.0,673.0,U,Charles Schwab,2740056.0
Hwc13239,299569.0,Fullerton,Ohxaxaeybmikhrox,2.0,nuzjxsbm,4.0,4.0,M,14.0,676.0,O,Emcor Group,3380249.0
TSY13240,190169.0,Milwaukee,SKTLWVMLJOMMDKKXWPGCGIZCZBKNFULUCYHIRPZ,7.0,chjwycqpy,2.0,2.0,M,0.0,517.0,R,Rent A Center,672596.0
XFB13241,82565.0,Rapid City,Lhasbmruyyzaxjgz,9.0,Isgrcun,3.0,2.0,U,4.0,499.0,O,HealthSouth,1018067.0
Qqv13242,444340.0,Anchorage,bernhfnmtqwmiemgraopyldtlhmeqjwosfktthvjh,4.0,mrxgp,3.0,5.0,M,24.0,493.0,R,Progressive,456385.0
ato13243,427090.0,Frederick,NMEAGQOFHGAXYKAOZVJOVCNYVEZFMIBGCHCORISVRHIOMGRPMEGKBQWHRUJSDWSGOVYMNHG,8.0,Qbshwfnjurn,0.0,4.0,D,40.0,490.0,R,Convergys,1944545.0
Faw13244,57448.0,Sydney,Ukwponpytlzwwtgxkepivpknzuxpdzawetooqdasxq,5.0,Tsyhsh,2.0,,U,16.0,779.0,O,Curtiss-Wright,989710.0
SJW13245,230027.0,Escondido,Lmpufyhvvgx,1.0,Eklaqm,1.0,4.0,M,11.0,770.0,O,Pacer International,456941.0
Bcq13246,145123.0,Hilo,Luqjdvfhselgybnqtdtbjgyxkqqvkcyfrlxxluhrsteppxatvxupx,8.0,Zqlrc,3.0,1.0,U,33.0,554.0,R,ManTech International,1832974.0
qfp13247,21290.0,Windsor,BEIXOFZYOYANYLFAGTKQBMUTKHSJIXMHJGJNPG,8.0,Mwqemdjsh,5.0,4.0,W,29.0,770.0,O,Spartan Stores,300695.0
Hwa13248,439500.0,Gary,Firiukqof,7.0,Ylwqikgkgs,3.0,2.0,S,97.0,634.0,O,,1394925.0
Duk13249,431183.0,Moreno Valley,Yqcjcvmochkqklqhpzdqpcxwhknvuqoxjeljipsjseuazarrtndfjnbdv,5.0,Svlsgbziofa,,4.0,M,15.0,505.0,O,AMR,884745.0
sty13250,43144.0,London,Dtbifkkvkcwjhvfkhcfkkviexajoxczupsnktrpbwenplpyzfckcwarmtzozhcbbhcqfhszp,2.0,Kpvjft,4.0,1.0,M,95.0,315.0,O,HealthSouth,428088.0
YMS13251,137295.0,Atlanta,,0.0,JDMFJIASV,3.0,3.0,S,61.0,850.0,O,Sonoco Products,2543588.0
cui13252,323020.0,Plano,ibaxqhselzieddtxcorobdgqhotiaebzqgwdvjkwhxnpqptqj,9.0,efturzblmq,2.0,0.0,D,33.0,435.0,O,Regions Financial,781263.0
efy13253,202720.0,Idaho Falls,Qmmqleexwlpjsmgdzzoojxsquztlhqhstbffrki,4.0,Nlnyt,2.0,1.0,U,1.0,493.0,U,Manpower,2219616.0
UMO13254,147444.0,Boston,PZJGMYAVXBTZBKQIGFQBAEOAZDMMEOCCLFDRDSZL,3.0,Cratwrnhiqen,1.0,2.0,M,99.0,386.0,O,Dun & Bradstreet,
Yfw13255,284326.0,Biloxi,Miutbqibvfxkarvziqbogcfwupxxjhztomhlnocdfamajcdfifflhdri,1.0,Sdungmzu,1.0,0.0,D,96.0,333.0,O,RPM International,3777584.0
JJW13256,51448.0,Hialeah,Uyjimrvueeievgnabxuofdqrclhvfcwaohxbkfhpuupvipdmlexkhjaujswouijfltodel,3.0,EPFBIBJLFE,,,S,92.0,516.0,R,Staples,3688022.0
Wab13257,133021.0,Montreal,Ilfvyocsrcbtujjpghsflzjucnlajidvwdgzezrxbcuafiyzuumkagugwbmdvpimxlnirnrlzq,1.0,LQDVABGW,1.0,1.0,D,88.0,351.0,O,Alcoa,3462697.0
CPI13258,269064.0,Oshawa,Crbflrmgfwzfckfwzpadrhsdecnnnoyqggunjzbjryvfp,7.0,Rdezvwvdszp,0.0,4.0,U,19.0,304.0,R,State Street Corp.,2780611.0
BZC13259,,Fayetteville,Kvolmmqkorkeoyrvjoygbwlbrfq,1.0,Qqbmwzycl,1.0,2.0,U,79.0,491.0,O,Gap,1503671.0
QIV13260,298878.0,Vancouver,CXOIKGSRVRERCXNEFEGGWNSUHCELLPXWOBNMDBOBHYRDTGCAAEDBPHFPPQOOBNMDYLGAPRBSEWUBK,5.0,gkiltrkqxml,2.0,1.0,M,40.0,594.0,O,Owens Corning,3263203.0
HKN13261,412000.0,New York,kjpektzonskgxbimbrdncuwjpretsyolpnauulpnsg,7.0,Dzlkuop,0.0,2.0,U,85.0,664.0,R,Curtiss-Wright,2761203.0
GFL13262,161918.0,Windsor,Wojphxkugnfavdaoyftsueyltjoutxokoiqrmwaotbwwvdqesjetaiklzskqdsrxrai,9.0,chrjnrm,0.0,0.0,D,92.0,836.0,O,Harley-Davidson,2500499.0
PCR13263,150257.0,Berkeley,NXVDTV,4.0,Kgbhipuuovxb,4.0,0.0,S,37.0,807.0,O,CenturyTel,1031644.0
Mxh13264,131378.0,London,Vkpcaqyrjav,5.0,pjxhfvict,4.0,3.0,M,49.0,555.0,O,Magellan Health Services,3245402.0
Nun13265,427824.0,McAllen,qdrkylwdortaygisdbdkcbrhfotdecmnuxancwvculibugwbn,1.0,Jnssq,0.0,1.0,U,,704.0,R,Cooper-Standard Holdings,2532859.0
zve13266,432383.0,Gary,IRSSDGEEFKJQOHWXEYEVMVNIPGYGWFQMQLW,7.0,Ophngwnyzgj,1.0,4.0,S,81.0,444.0,O,Costco Wholesale,3478268.0
Csi13267,72261.0,Long Beach,ATIUEEWOTGBPFVXQELSOEQIIJCTVGKUYCMMLMYHLJLMTUBFEAXPUDNMMXHHKOUXECPEJU,1.0,QSSDIQWNUFEN,2.0,,S,13.0,344.0,O,Domtar,
Eek13268,2945.0,Bellevue,AUHLHUQENHSIFKPOYFVTTPJSTPDPYTR,7.0,RNXZHCFZZ,4.0,5.0,U,98.0,728.0,U,Susser Holdings,2886374.0
RTU13269,434739.0,Plano,Kseoxihjkzsdpternnipvosapdxpjplpsyekaoxfsd,1.0,Fzbvohtpbibi,3.0,,S,61.0,428.0,O,Owens & Minor,1521016.0
iah13270,316148.0,Regina,CEINTV,,Acovlcfa,3.0,5.0,,77.0,732.0,U,Dick's Sporting Goods,2976268.0
cep13271,164871.0,Bridgeport,BOEFNAJBBDDKNJMNQSVBSEUVCCBECQCOWTHDJYBNZBDIIEWTMOBGVHXPQFNDNQYMPRVWHQVOTKX,6.0,bcemigjbmuer,5.0,4.0,,55.0,372.0,U,VWR Funding,1510723.0
Xrj13272,480038.0,Scottsdale,gadynrdaysaazchvcpinoxdtjrvhpohhorrysalimgoiaibfsxeozigyt,5.0,avjoozh,0.0,4.0,U,83.0,427.0,U,Owens & Minor,526799.0
OMN13273,91185.0,Manchester,Wvriudvijyhgcakjyumhmdjjowm,1.0,ymvix,4.0,,M,82.0,765.0,O,Dover,445239.0
KGW13274,480642.0,Birmingham,VVRNYFQODNXSN,10.0,fxyetv,5.0,0.0,M,45.0,787.0,R,Varian Medical Systems,2580124.0
ETJ13275,338137.0,Lubbock,Xdnnwjuapyllljqzsfzhwvwpngrbhffausacwoepjmxlxwivfuompuybauz,1.0,ycecl,2.0,3.0,S,96.0,399.0,O,Campbell Soup,484634.0
odf13276,151581.0,Fort Collins,Yngmrpjurfcvjhjtyruydagymrfnkknfgcfabp,10.0,Nusabxe,1.0,1.0,W,50.0,436.0,O,United Stationers,3644428.0
FJJ13277,216513.0,Anchorage,LURSEVMDXREGMVCBAPNTNVCOSDTJOHCDJXVBZJZ,10.0,qnhkhbnconz,1.0,1.0,W,7.0,769.0,O,,382858.0
Gry13278,316902.0,Boston,Jfawkeeswa,6.0,JRXXARORTL,,4.0,U,68.0,719.0,R,Bed Bath & Beyond,3994265.0
Htg13279,249323.0,Long Beach,Koeonnffouvghfgbtkugsnj,2.0,hefghnmso,5.0,5.0,M,31.0,340.0,O,Dole Food,2294561.0
Nck13280,180897.0,Stamford,Iunpumjyfewxssizu,5.0,NAKQC,3.0,2.0,M,67.0,696.0,O,MGIC Investment,3736725.0
Ulu13281,64683.0,Garden Grove,Xzcoyiqtjpphosaicrbbwwuvdscu,6.0,Tppopzjbbkpm,2.0,4.0,U,78.0,429.0,O,UGI,1373134.0
ZMH13282,116935.0,Flint,Oqfnkuywnqkjskkeoinnlupktcuugllarlqunvqbfmnnccuxixjdnoxtux,7.0,Ltmtuo,5.0,3.0,S,61.0,502.0,U,Packaging Corp. of America,2622298.0
eso13283,84676.0,Richmond,Bxwhqdksc,5.0,Rtxbz,1.0,2.0,W,81.0,849.0,R,Dominion Resources,197048.0
Uvw13284,22879.0,Independence,vwrmgjrdsrjcrnudxxspjmhxvvqqpsxffkburraqsnkey,1.0,Qoqbrkwrj,5.0,4.0,U,4.0,,O,State Farm Insurance Cos.,769987.0
ejn13285,6876.0,Halifax,NKCHUZVBLQMGSSQPQEECMGETCCJOXHAMDZNWHERZDPKPULCPMPXZDZXPCKOVYNIY,0.0,Xlxle,2.0,3.0,M,20.0,827.0,R,CarMax,2263759.0
abg13286,423844.0,Lancaster,xtoxzfpfdahjuoxhftdyeeicqxpdwudsmmj,3.0,Tadzvdwmk,5.0,0.0,W,68.0,377.0,R,Allergan,1149508.0
PPL13287,52513.0,Burlington,jsepghkxpbikmt,5.0,ocngwjx,4.0,0.0,M,,428.0,R,Vectren,
Jiu13288,34540.0,Torrance,Phykwcqzfxclpualudqaogwuxwslnbykwgzewpjthkiivqmdskunnruimlsdyj,6.0,swgmcuxdux,4.0,1.0,M,32.0,326.0,R,Analog Devices,2142179.0
Ims13289,173732.0,Portland,Xhxzkhkxglgziupspkofwndxdbmthquxcfovx,8.0,EGYAHVCH,1.0,5.0,,25.0,,O,CommScope,3456095.0
kxr13290,248640.0,Orlando,ZZJGCEFVTHFGNFCEQUGXVRRTQQMKHXSJNXQDGGSZNHXBQQWXQCFUNGF,3.0,FLTBWUK,3.0,4.0,M,56.0,789.0,O,Express Scripts,1797369.0
Jpv13291,439264.0,Beaumont,FWCQFPOMOHVNCFBGFDRBWADJXJWKKPCGSQKTVGKXATKRHKEPQXHRGAINBWG,7.0,Dgksmvlbaq,5.0,1.0,S,90.0,700.0,O,MEMC Electronic Materials,236958.0
AUV13292,338039.0,Lancaster,cdciiormdlhrqivygsqfuhdwdtqxoexgqvowmzdgviggscrkwccyvxptvdozgumfgoncxcedewyua,1.0,,1.0,5.0,S,18.0,460.0,O,Las Vegas Sands,2916599.0
lip13293,138898.0,Nashville,quxoxxtmgzbnmrsaulfyenqbjd,10.0,Vdkouhul,2.0,4.0,M,49.0,441.0,O,Regal-Beloit,830045.0
Nfo13294,465718.0,Charleston,igqizsglieckfolqhermjtdnqvsxocpyinjpmmjoyimeadoprrvpqlziaaeimakbfyzpgjceqhjkodf,4.0,gecgtfvxouab,5.0,4.0,M,55.0,542.0,R,Murphy Oil,3260198.0
Wsz13295,208991.0,Provo,Wskwbvkixqywnulhwuuiouornbespqyuzgtbvpkqnryeqxxvetubuxyvjnumgmsmuryxewhdxrjdou,1.0,Kmlvthsl,,4.0,M,43.0,736.0,O,SunGard Data Systems,2286681.0
qbc13296,237244.0,Bridgeport,nsgqbcxmdvavuntxirwzvqlyqnjifebafrqelcxwdvpxjcaozuvzum,3.0,Emdktxpin,3.0,4.0,S,95.0,451.0,O,Energy Transfer Equity,2416195.0
HWJ13297,101559.0,Charleston,KNXFCPZACRXEOMZMVVHZMOGSQIFETZMTDQBSPALTSZKVV,,Rqcazinms,0.0,5.0,M,39.0,620.0,O,Torchmark,1506478.0
ggf13298,55791.0,Syracuse,,10.0,Brgxxpackcr,3.0,2.0,S,46.0,327.0,U,3M,3328580.0
dvs13299,293690.0,El Monte,OSASJKIAXOGOXAVVVVECPPDMOWUAZGWWOBTADYTCNAHNFLBXQDUWTHAGKAB,7.0,WKSDGYYN,1.0,0.0,M,98.0,744.0,R,DTE Energy,1482658.0
Mmk13300,338565.0,Chesapeake,PMLBAEEXJPBHTTHCMZVIPNTLDYKMHQHZ,10.0,RLAJNQM,1.0,1.0,,37.0,,O,HNI,1623391.0
Bpl13301,154961.0,Huntington,caqhsqghpqsrxoivhuslikgynqeuihqbytvsexlkqgwkcrdgidqbcum,10.0,Qeeqxnxkk,4.0,0.0,M,27.0,554.0,O,Legg Mason,3810116.0
Izs13302,196527.0,Omaha,dhjwxxsbsvvmhhglewwwntjiiffwysvrrsscov,4.0,Uflgkjhluhj,2.0,0.0,M,49.0,694.0,U,Polaris Industries,3210053.0
Tpv13303,315680.0,Fayetteville,NODLPZHVEUIADUKUXZRGIHMISMYWQ,4.0,Ytpnflkvyhr,3.0,5.0,M,7.0,507.0,O,BlackRock,2685602.0
Qgq13304,415427.0,London,ICOBYWAUGJKRMZVQBLZFDP,2.0,xuzfyelrdtzq,5.0,5.0,U,83.0,809.0,O,Lubrizol,112786.0
Pir13305,104727.0,West Valley,FGDABTKPRMHVMQEDPTZA,0.0,XDOAYETOUM,4.0,4.0,D,85.0,362.0,U,Asbury Automotive Group,3368397.0
Mmg13306,308515.0,Rapid City,,2.0,Ncrqhelezez,5.0,4.0,M,87.0,329.0,O,Sauer-Danfoss,46485.0
SZX13307,123475.0,Biloxi,REEAYSXUHXRDPMQYIXUPQRMFUOGOREIC,9.0,mntonucdqjt,5.0,5.0,U,22.0,303.0,O,Ralcorp Holdings,198873.0
hmd13308,103004.0,Charlottetown,EBSNXXBOVCTLKAWMHYIIQCRSPHCSOEKWAUOG,8.0,Ttyixxkfz,3.0,2.0,U,86.0,656.0,R,Benchmark Electronics,3063829.0
Qjm13309,267070.0,Jacksonville,Nvitrekpngdhsjfesxixfeizrmofpatyfvgcxihsrxijsewuz,4.0,Znlnlzxhh,0.0,2.0,M,46.0,710.0,,PG&E Corp.,447917.0
Djl13310,127017.0,St. Johns,RTDGEEXXUZBPDFHVABKEOZWKBHWWFOIXIAMDLIQHIWGMINGWTBHXZNIQVSCDTSRUGGOABBPOPXQXT,1.0,kkavkdpxek,3.0,2.0,U,,619.0,R,,2301005.0
nos13311,304221.0,Hilo,Ooeyopjxaiksqhjtrrfvlobtqirkgbfsrmvahghsala,8.0,TGKMRHT,4.0,2.0,W,4.0,516.0,O,Casey's General Stores,1261825.0
yse13312,443773.0,Ann Arbor,slfsindqxaycldhibqkpnmnxduwhncbaa,1.0,YCKJXU,1.0,1.0,M,94.0,545.0,O,Safeway,910255.0
Sbu13313,287856.0,Pembroke Pines,Xujvegtpyhoaslhkxwasrnwnzoyaqr,0.0,PTHNF,4.0,5.0,S,68.0,811.0,R,Bon-Ton Stores,1821823.0
ytz13314,235513.0,Boston,ZMARSSQPOXM,,xregvkuvgje,4.0,2.0,M,84.0,,O,GameStop,2199015.0
Fce13315,168446.0,Palmdale,Ijsvbctldjgsvxhz,2.0,Bzxtukntjmuh,2.0,3.0,S,0.0,392.0,O,Cooper-Standard Holdings,3734037.0
Ynb13316,158347.0,Torrance,Lonkdbturiatgrvgekqnl,,Easiqoozh,4.0,3.0,U,3.0,379.0,O,AmeriCredit,
zur13317,252112.0,Richmond,Sfcizcekzhpkwcuqyuqfukkdxmnq,4.0,XTIAQE,1.0,3.0,U,8.0,432.0,O,Black & Decker,1405386.0
Kfi13318,64619.0,Pembroke Pines,Lxiigptgqrsegiegbzpoiwoounpscxpkticgfzysnvpdjqhonfsna,2.0,Vzcbixlj,0.0,3.0,U,100.0,414.0,O,Holly,278240.0
Kky13319,351408.0,Raleigh,Xqdeojykhdmxlxtueyimphngtuhrqcpsxogvhhcszzomaxqkmhqum,3.0,,4.0,3.0,,0.0,557.0,R,Kraft Foods,
JHT13320,15690.0,Pembroke Pines,gnuuwqjvbkqcxntkgprfeogalfxwbejayqycyzvbkunfslig,4.0,xtmcwdbpwdv,3.0,3.0,,90.0,620.0,R,Questar,1401347.0
AGE13321,100473.0,Scottsdale,Zswxuknigikaoncrdplasenykmxgoqehdyrlnxasqdrlqgopkdsmmuowmbdbezlzfflzhudeoikr,9.0,OAYHHW,3.0,5.0,M,100.0,603.0,O,Biogen Idec,989289.0
BPP13322,79867.0,San Francisco,ipgtyrmetntkcd,4.0,Vdahuxrb,,,U,60.0,544.0,R,Polo Ralph Lauren,2424799.0
Uxt13323,402837.0,Berkeley,Wvwucqsjywwbgaojgqcejytptgiiplbnihfizhcovlkulphoaozajcubddlulauaoaz,2.0,Nahlg,1.0,1.0,S,12.0,568.0,O,Icahn Enterprises,1819852.0
wro13324,182885.0,Sherbrooke,Xapvnfturoazlpyncbljvrgwfpijmfnfb,6.0,DBEKWLQUH,3.0,0.0,,37.0,609.0,R,NBTY,1333649.0
Qfx13325,450158.0,San Francisco,spxisnbqxwilnirbfraqxmfrqsjngldmmns,4.0,Gmlpzoxetwz,2.0,4.0,M,80.0,558.0,O,NYSE Euronext,970779.0
ejr13326,285716.0,San Buenaventura,UETALRPVUROWOXFHRCRDKZLLKUMPKKUWFGUMAPBDSVWAVPFNXMUGYSWAN,0.0,twaojstrzyhi,4.0,4.0,D,65.0,725.0,,ScanSource,2287116.0
PEX13327,492831.0,Las Vegas,Cputopy,6.0,ERSDPKSNBDDN,3.0,1.0,M,27.0,513.0,O,Dr Pepper Snapple Group,3959338.0
Hxn13328,27955.0,Brownsville,SITWQONUFSJOIDCGMSQECVMXHSPIPMIABMEFVPTROVFSBV,10.0,Gdjthpivol,1.0,3.0,M,85.0,409.0,R,ProLogis,165621.0
XVC13329,252676.0,Mobile,Vopeutxnbsqojdjwmgtxmojknsoqhuqklkkqqkmiqo,7.0,Hpsabxc,1.0,5.0,M,100.0,604.0,U,Sovereign Bancorp,3359850.0
Yoj13330,270966.0,Halifax,Asggzqjcgknqezgxevzqetlxnrcqvssoeelnrgcqyrcgqccdcoztufwq,5.0,Uqpbm,5.0,2.0,M,,523.0,,Virgin Media,2720565.0
RUP13331,241791.0,Rochester,NBSCTYJDBOAJDZWSZOYJVWVDUYREDFJMBRUPHMCIMGHMXNCJFGKZB,7.0,Tcynuaqpanv,1.0,5.0,M,20.0,440.0,O,Dun & Bradstreet,746033.0
opz13332,203728.0,Minneapolis,TVDGPRPMQXDQCFROASL,3.0,qrvrasw,,5.0,U,20.0,800.0,O,United Services Automobile,1644198.0
Ejl13333,381874.0,Salem,,6.0,EDDLLKXPXY,1.0,4.0,M,51.0,453.0,O,Harsco,2433474.0
dsh13334,272565.0,Santa Clara,,5.0,Btppu,2.0,4.0,M,66.0,753.0,R,Hershey,253844.0
gmp13335,204894.0,Wichita,Cgkwblhu,,UWAIUHDXU,4.0,0.0,M,89.0,775.0,O,First American Corp.,64519.0
