NumberChildren,NumberCars,PostalCode,LastName,Income,Country,Gender,Employer,Phone,NetWorth,State,AddressLine1,AddressLine2,AgencyID,FirstName,OwnOrRentFlag,MaritalStatus,NumberCreditCards,MiddleInitial,CreditRating,City,Age
4.0,4.0,KZBHDBR,Jmnemyepeegzmpcypmp,404820.0,United States of America,F,Schnitzer Steel Industries,1-750-583-7465,,AR,Dkgrfpalgckkhrtzxnteqsksgubaqribzelgfknqmlyea,JNYOSSVTWJDRKLQXNQIE,Jmn7195,Kycarvosxhb,R,S,3.0,z,385.0,Cincinnati,
2.0,5.0,Vmdbx,Ctylzcigfoywbwlgxzztr,199224.0,United States of America,,American Financial Group,1-886-760-4015,934301.0,VT,dcthvugfgnmdrleucam,Xlsvammslkmodzsxrpvqihsucntmtzfpwymcxvhuwufefioqui,Cty7197,Hhogohvaihbwmpgunuqlntz,O,M,7.0,,647.0,Tallahassee,18.0
2.0,1.0,ZMQXLRVOVT,ESPGEXYOJXJQEZIIUVCALAUJGPCLB,460506.0,Canada,,News Corp.,1-994-722-4908,2293295.0,NV,Qrinosgcpfjkowhksd,Wemlusnbffovixotqcknsmefzfosunpjsxmrkyrbzyyefdhdswxipzgrmzweydrdfawllwai,ESP7198,Hztbkbuj,O,,10.0,,811.0,Mesquite,2.0
4.0,5.0,NBBJKBBDJJRQ,Isfmmxsxhetnwt,342971.0,,,T. Rowe Price,1-648-498-9730,1542479.0,CT,IIPTXBBMMRHJKMNMXSVYHLENKPFGUGMODBPZSX,rbkfcwuglqtxifkmxpuchrvqemosasgiwqlwjzjfodrfdtqcztzibiyaqeywjb,Isf7199,MKLFITVDVUKAUVOEUFHG,U,U,10.0,,371.0,Sandy,36.0
3.0,3.0,Utydmx,NQWLHJLCSAQPFMWACEKFGC,,United States of America,f,Archer Daniels Midland,1-539-329-3742,1740203.0,RI,Xfbjtbkceukyoqhbjzivpntzecsesafujvzttlxemvqd,ULVJUBSPHNWPJNCDTMPRI,NQW7200,Duglviyvqmfyiotphipotvbaykue,O,M,7.0,,521.0,Wichita,54.0
2.0,5.0,RULUMFRSGQ,Aquybltmlbyxitzeaz,174741.0,United States of America,m,Jo Ann Stores,1-158-122-0606,387173.0,NM,SPLQCATSTEHGZHJWEMSAPILCFMORMUUNQOYZMEWIOLBEWYRDEGOFIPPRPHVKOL,Qurwibhaujtgavdluxujqodqmumlqjfudeflfiltebliumfctssotdtplwxpfmnvxqioojvjqohe,Aqu7201,Jpeqmgkjclotgukwiesinmjeafj,O,M,2.0,,,Whitehorse,
0.0,0.0,Xxomww,Flxbvxzaoedaowjpkraskvnpbvexq,449000.0,Canada,m,Urban Outfitters,1-633-198-8079,657276.0,TN,GNWRGZNGVENOJXOQAGILQHIFQQMMXXFUSFTVCVXXHOQGYNFCXCUDFARWIQXQSTWGC,Qbhwvnpu,Flx7202,Uhwtiwaccrcomwsuji,O,M,6.0,y,724.0,Durham,2.0
2.0,3.0,xxcjy,Dotfuyqcipjbuzit,469593.0,Canada,,Xerox,1-670-199-7745,,OR,Hoquiwcnkwbitiwjhacyvkgxceuqczovntqvewziquvihtfsxcxtiewwhkrrpfqxrj,fdppwwgskimrbccolfyukhpymibxavfeecevqzrlnltdvwutjzceaegjoedgigbasvmrxlzccrjnm,Dot7203,tqxwnvvwhtoaqvw,O,D,3.0,,461.0,Toledo,67.0
4.0,3.0,Fottixgllou,Srrjbaribjkjgghahecr,296532.0,United States of America,,Zions Bancorp.,1-022-780-9114,2125607.0,NV,Fnxkdqmsefzhtwqvajgfpjnpozdeyibvcvhwxnzabdgmeyjcccwaprkntspcowos,WLYBLXSKDUUQNPKUGVPBFYZQ,Srr7204,Sisfelkqpkkmoucfapvre,O,,1.0,,377.0,Santa Rosa,63.0
0.0,2.0,Gkkvuwyowh,KVSHH,478407.0,United States of America,F,Briggs & Stratton,1-394-614-8654,1116205.0,AL,ytvbpvavnbtxtmahuoaweedglgitjsixywvgqlypqlszsfvorxwxymwawxrxzl,RMQKULMOWBNML,KVS7205,Zzjmrrbzfmlzt,O,S,2.0,z,563.0,Newport News,99.0
5.0,0.0,Yewwogebewro,Enmmabajolp,307117.0,Canada,m,Sherwin-Williams,,1817219.0,UT,Uijxmxekupyvglskjreyds,Ioiytqemnwnncdaegldxbpuylwivoo,Enm7206,Bjspjs,R,S,7.0,J,547.0,Edmonton,90.0
5.0,2.0,Rppnt,btqplassegrxbzsejdopdvpxtp,478266.0,United States of America,,Pinnacle West Capital,1-535-955-8584,540392.0,CT,oowydavqqdxptkgfsrrsyiomrlxebrcaksyreekbwijenmboicrdb,Gygkytthhpgqqolfub,btq7207,Tjfunvhqhdbsdgdeqcmnia,O,M,,u,470.0,Warren,40.0
0.0,3.0,,Govmwsxqwvqfcoibphhreqgpobc,125366.0,United States of America,,Curtiss-Wright,1-332-154-1093,574992.0,MN,Kbtwhubughhqkrnmdfwajubpyshln,JPEVACBIXPXNBQFCIBUJ,Gov7208,Mgjpiegqrmrflerdouennpxeubid,O,M,7.0,,333.0,Scottsdale,12.0
0.0,4.0,glsfnhmgol,RVPRICCQXASRVOVDBLQ,453308.0,United States of America,,Arkansas Best,1-653-939-2900,1800518.0,NC,Rfqwamqvsvqpeqzfprzpxxpmberpvbyjtfwbtc,,RVP7209,Ncduciyjwmuzenumhnzkejnjp,O,M,4.0,,,Dawson City,24.0
3.0,3.0,ewxmubex,wpbhxcatwennhzzbykleqgwxv,,United States of America,M,Vulcan Materials,1-536-924-4897,620813.0,WA,gjjbyazltytdwwcffrhbpqpqxzlnrliniwpfhfefjvbcwmpvhhdgcmgbmmj,Bfiezsmzmcj,wpb7210,xnkliqnyjnmcs,O,W,6.0,,555.0,Hollywood,5.0
1.0,2.0,GDTOMS,Jkciceajovluszcorcyh,356170.0,United States of America,m,Flowers Foods,1-249-034-5965,135407.0,ID,cjtcrcjfcfiyytycxkxqjtnoswfavoaopbuvbxkhijtgtnbdvyzxzcroqvlunjgyihbsben,Onvsw,Jkc7211,Nzlgruomfexztxmvclxfnoons,R,M,1.0,V,771.0,Lansing,41.0
1.0,2.0,,MVQKPHQIAFUZXAVT,416432.0,United States of America,m,Texas Instruments,,2962262.0,NE,kaykmrbmqxltkybfboyaolvaspbmfkueqndfgsnelapswkkqehodlcxvwgtnbyfj,iayrloksznumecpvmxstvvxpvw,MVQ7212,rvhepe,O,M,0.0,T,663.0,Warwick,41.0
3.0,4.0,CNMWEKFCZ,NGGPPIEBURTKHF,420763.0,,F,Torchmark,1-177-736-4733,1723973.0,WY,Shifyulhptdxnnagqgnqtbzyddrgeofrgvcwzic,,NGG7213,GIFBORQFVPQEEXMWSGPIWT,U,U,9.0,D,304.0,Sherbrooke,41.0
5.0,5.0,TCAVICAJ,OCMYDYVNXYZSBWHYHCDLT,285195.0,United States of America,M,BE Aerospace,1-695-564-2209,876815.0,ND,nrrzcnxoqvshzrrvdgxh,vyqyrtgtyktyjxfbbvihrhyslmnxhwvwrcgquulcmhnb,OCM7214,Uoqbnhwqawfpppdtnovpwvdqbmlz,O,W,1.0,q,536.0,Windsor,4.0
0.0,1.0,Dpjxkebe,Jvlvldlmoeouexkkqd,338295.0,United States of America,,Watson Pharmaceuticals,1-946-305-0641,538181.0,SD,VQHAFXGXMRAKFLYDIRHXGXFQZNVYQJZUYUOU,zqjfvaxcqtimhoovwtgfjoduwlvqksskbteeycopkhmsrhgirkftwqpnigoziuzbeyybsz,Jvl7215,svpwvicnbgkd,O,M,6.0,Z,567.0,Philadelphia,54.0
2.0,0.0,Afaok,OQCWIGRMP,496338.0,United States of America,,TD Ameritrade,1-191-714-8286,3392331.0,FL,Farzkgxorgmjkjkzsudmiqxipkvvpgrdnogeksatrwgvhpieixrrvmlzbqwexmqh,Lffpibozew,OQC7216,Coeriiyasxllktbqkbgol,O,M,9.0,D,813.0,Cleveland,95.0
3.0,4.0,orptggeu,YUXEMHSNFIJUJXQGIKLQIRBKBPIVY,255161.0,Canada,,Maxim Integrated Products,1-092-878-3469,604315.0,Saskatchewan,Ojfvupbhbcqg,BCRSKHJKJMDGWULRLEOIULPWIPADJTVPHEESBJXTKLSXTWCUNVEDQRUVWAKQWBJKZXV,YUX7217,YLVIS,O,U,9.0,,510.0,Worcester,42.0
,1.0,QJHQO,Rowescgrnsepjev,85464.0,United States of America,m,Family Dollar Stores,1-307-212-8974,1558780.0,CO,,Llksdbklagroxudyvaloepkkitteac,Row7218,Ofxzuduivkrqknmuhkscwsrpd,R,S,3.0,M,725.0,Vancouver,77.0
3.0,4.0,,Rmpzippnmsmdpmnwlctlvslbowwwgv,195133.0,United States of America,,Quanta Services,1-797-563-1007,2466894.0,MI,atcuyhbjhemvuunarihyggicxbwbjkcgqiaecwwfedtbxlkqcxczpbgohnxvdcmcexqmiacj,ecbgluupvgyuwzwveunneprkwevkytnpkuoaptdnrgcrcatxjhuptnsuozwok,Rmp7219,RUWALINGGMVSWQLGDCQT,U,S,4.0,,409.0,Costa Mesa,37.0
2.0,4.0,rqqkrvie,hxunkpzfeuxgvoaqtvtgbbjswafvf,489572.0,United States of America,M,BlueLinx Holdings,1-162-306-6376,2798294.0,MO,KGJNJRRYIOVEMLBHNURGOKVOPIWEDBJYGDBZMLJQDMEGY,Vzxnpxvdtxjjsewyqofewhgvleyypqkdve,hxu7220,amculfdecxib,U,U,5.0,S,816.0,Bakersfield,56.0
1.0,2.0,LHZRAOSEDA,PHQJJGHPIKPZ,364338.0,United States of America,,Realogy,1-972-204-3509,3640178.0,UT,SHKYSIUQHVVHPZKQFISDM,fptqepwowtuihahgtlaaqcpjjgvgnmfxxkpeabdzsqohieavsiggkfcryullluyriiatxc,PHQ7221,STRLEGC,O,S,10.0,J,632.0,Chicago,45.0
4.0,3.0,Emwocomab,bulow,,United States of America,,McClatchy,1-720-406-9635,2284879.0,SD,Exdbmmzrzsuuvmgqif,Sjrafncjjxrjjgmhdtfrskagmphhymagwzseyb,bul7222,Eolzbftetjghuklqlnokdoigmdmox,O,S,7.0,X,428.0,Pittsburgh,59.0
,2.0,UAAOB,Bryrhwoz,212943.0,United States of America,,Goodyear Tire & Rubber,1-465-125-1903,1871839.0,ND,Lqqgxgmicwbcwitvk,Mdzntgihowqsvjsxxedsn,Bry7223,Lndxsmlehrgewzrigbiucoff,O,U,7.0,M,844.0,New Haven,56.0
3.0,3.0,Hwgfvhf,ASLHKLYNFPEHPT,435132.0,United States of America,,Volt Information Sciences,1-895-623-9113,3415228.0,Saskatchewan,pnzmnwfhxvlyesqsnxldakgppmmjnqujniduwhmabibwdyihgleynivbiapkdduuhgb,,ASL7224,Fikdypiozyqiipbdwqkerjlgwjvc,O,M,5.0,,565.0,Inglewood,91.0
1.0,4.0,,Qszmkskgnapbkbm,53987.0,United States of America,f,,1-092-238-4565,2886921.0,NM,,pwxgjfht,Qsz7225,Wvgoq,O,W,6.0,O,618.0,Richmond,88.0
0.0,2.0,fugqcabuww,UPPBTT,333761.0,United States of America,,Omnicare,1-610-185-3160,3704322.0,NE,Tiymmjkpobdupgwlnzuhripsryxqnriffaun,Trfhemwfakmrgrxeftiwczctduebqdxluaqhdwuurejunufjikxrjeinmhaenselcbdotvza,UPP7226,GAAJVXGHMXTFYWXMXECDSAUNMB,O,W,4.0,,620.0,Mobile,
1.0,5.0,Xywiskmb,GHGLWFHF,229067.0,Canada,,Hayes Lemmerz,1-212-249-0769,736966.0,NJ,PHWNJVAAPRNSSPCUSPOOJVMZBWGLOPTZYKPGICRAUG,Axhqckjnhbdqyg,GHG7227,Mtbbmc,O,M,10.0,A,436.0,Reno,99.0
4.0,0.0,Axfnmoffkpkl,Hbngwjvrgidfbpnpvqqjvtzhmugx,448757.0,Canada,,Costco Wholesale,1-329-045-5307,797720.0,British Columbia,Xwwjpgqrevwfpvod,UNBHXOWBRTYXEMUHJJEESMSCHCQKYODAC,Hbn7228,Rinmdcmjmzhxrwcdkbxkcsgpb,O,M,0.0,N,305.0,Tempe,51.0
4.0,,Qcikirlba,Fjhjgmcrimvuladu,161243.0,United States of America,,,1-186-437-7993,,MT,kkxugevizgsqsdioubokbiwvmsvtuaneirqnqgrmnysgkkiaornwkmbcldjgadbkqlpugim,Ocsdzhojjeosmhawprjrrhlszyzlhlcboretotjuytucebiizwaqlxlvy,Fjh7229,Dauowmmugwgnhmckfwwu,O,S,3.0,,,Paterson,63.0
4.0,5.0,Kjyjibsc,gqbmhanbzzgwtiijtwhktnefyalbp,292524.0,,R,Hudson City Bancorp,1-540-411-5980,3767452.0,RI,Rhqmwtzilbfhylvuztdkmsoyigddwyjjhktuwysnvnntrbgvawxkraoghbnxojgoqiktn,Isiqsxqkpjerukeaixsvtnccpjxdmmortvkktxjohqthrmochjmulociyyvsecu,gqb7230,NBEIDHICYPZCO,O,M,6.0,E,360.0,Providence,71.0
3.0,4.0,UVJAGQODAF,DWMPQAITN,277087.0,Canada,,Silgan Holdings,1-366-542-3474,3295699.0,HI,Lhtpcuaitriisjbgoeeoxhlanuvrxazolaynvjmhmcvbquywnlko,Xjhmjpapivgrxwwkmburhuvavhycngoxwqsowmvkgqbmudniqtyaudgynwu,DWM7231,ncjugwvcjnqstdn,O,M,0.0,,740.0,New Haven,32.0
1.0,2.0,ZAJZDMCDEKR,Jmyeodohgnffnslwyugjrf,252374.0,,,Western & Southern Financial,1-599-011-0316,3687044.0,NV,ueoifvrj,rhpygppteollxx,Jmy7232,URYDRFKMMWYVMMKBSJI,R,M,3.0,w,471.0,Livonia,2.0
0.0,0.0,kqlstbij,lhysrgshtkcaztb,416696.0,United States of America,,YRC Worldwide,1-689-563-4161,691323.0,FL,Juapsbbdejfvtrbium,FWVVPYZQ,lhy7233,Hkhlmvvpd,U,U,5.0,,591.0,Charleston,26.0
0.0,3.0,Popwhrryukd,Jrnpcrylrhqusmpfkmmnop,266717.0,Canada,,Equity Residential,1-511-432-9849,3614421.0,Saskatchewan,yvlhlyptsyh,Hwgyzqnnuhdxsghqpnspsbpievliemlorpsxcktsicydsfbeo,Jrn7234,NZZFSWLARCYC,O,M,1.0,D,462.0,Bridgeport,3.0
0.0,3.0,Bqixnbc,XITWP,335919.0,Canada,f,HealthSouth,1-102-069-6238,2812975.0,CA,myjsyodvwv,wijttn,XIT7235,Pziufo,,U,4.0,M,458.0,Vancouver,83.0
,3.0,Swuwfm,YRYQJUVWDYIREPXOURUBHFGDJBHW,300016.0,Canada,,RPM International,1-895-200-4119,381590.0,Saskatchewan,Ettuiyzsqrzvqjpvexyhvkbihmadxygkknttmjmo,Bodevewqgrjfovyqnlmaaricaickqgcwwcjvivorkballntwratpkxsihzimvbnbcuxtopwkvkmns,YRY7236,ZYXJUSSSEZMDWKXU,O,M,0.0,,597.0,Lexington,9.0
0.0,,Chpsprder,OVNGUWJRPCYZPGS,18673.0,United States of America,f,Omnicom Group,1-317-777-7173,496667.0,MD,CBFWGQUYLIXUTJUNCIRJZKPANMXO,Iyhzxtlnldtuokcwgdtjqmjupkjkbxddcidjspljtbdwe,OVN7237,unkapxfophex,O,M,2.0,,589.0,Los Angeles,2.0
3.0,3.0,Xipdicu,NESGSS,44768.0,United States of America,,Burlington Northern Santa Fe,1-964-117-1169,3120133.0,NH,Dqbusjskbamqvufqllo,Zqemnoptbelfgdjodwickxheyxflxcvudlplxyiblmnmigaculwnlheoknra,NES7238,Sftkmwdxdnwoddhodkt,O,D,,,611.0,Providence,97.0
2.0,1.0,kmcon,azqebmudqbov,149650.0,United States of America,f,Consolidated Edison,1-539-591-9965,3026478.0,AR,Mfquhtduyamlqnwq,Fmoducddxauduueseicwczzgynvmhvyukanafcxptosqrejgwa,azq7239,Sjflaejet,U,U,2.0,u,698.0,Concord,35.0
1.0,0.0,Qctpheg,Qxaznaumelpgdycqoseifgajd,103527.0,United States of America,m,Crown Holdings,1-046-305-5374,258984.0,WY,Ulhogjrrjymymovumqvhmgejnrwlmojnsnjadtpsdzfjgorvyuxuvabmpaffoistgewcqo,Edimpxmmepvrzewwjyhiwgun,Qxa7240,Omqheqlnhi,,M,9.0,f,691.0,Jersey City,54.0
4.0,3.0,Rqabk,Qhyozqj,245892.0,Canada,,PHH,1-058-523-8770,978065.0,WA,okxkrkdrdxbcrtaxmambwirnylsmjgpguljpkbhdbsharlgvyltaxvlwbzompjwyuh,QHGYKAEMXAGTCFBXWXJGRXSIDZYOKOOTOGBHCELVDSNMDSDVZHXLKHXIBWCQQ,Qhy7241,Ayzievfphz,O,S,9.0,,544.0,Dawson City,96.0
2.0,2.0,Mdfhmargqrk,LGHMVYDHQKZXNCN,424376.0,United States of America,F,Andersons,1-045-973-5076,3893641.0,Nova Scotia,UMCMFGUCKMLCHLRZGXVJOVJPNNCFGM,nlqoirwfaylhahxlzmqyppxfuzdalcmp,LGH7242,CTRKTPMDYNEUXTQJS,O,M,,,319.0,Providence,80.0
4.0,2.0,EORBXB,Fypppcsiujpkpkakhfwqbpfiximqvo,339467.0,United States of America,f,Barnes & Noble,1-877-948-3981,148620.0,MT,Wqdow,iyjiobautkzyqjqzbsvmiacodhppuvtryolptfetruyziqloctlitzjjb,Fyp7243,khibopaus,R,S,0.0,,692.0,Winston-Salem,2.0
0.0,,Rgozilfdhmyk,HFGAVLHBKBZVUJURAOQXUGVHKT,355609.0,United States of America,,Darden Restaurants,1-124-131-2251,1077814.0,Alberta,rlkcxkqkaaitanbzxnaugcalcuwzjzjjxfbfwrgamdlcdrvhtvpkpimomwvwtjvydvpdecxjvsdtqrc,ncaucdukpajjepusqvgxbbpzgjlfeltsntajwtqktwtsgxnbxgnjbl,HFG7244,Vpovkkbblbnnaupdmnty,O,U,2.0,,308.0,Long Beach,64.0
1.0,1.0,ZKVQMAG,twemjsisgndjaoysbvjuiulnsodhg,359725.0,United States of America,,Dean Foods,1-654-305-1759,1302998.0,SC,Qctmqrzarprfpybkukfmpkvtdcftuklwuuaxh,ftimxryxiagsuqefpdxuyrzgsxelkvkdexiisvadfrecvzhnml,twe7245,Kuqfawiiidhznknhulgzrdwsbii,O,S,2.0,p,429.0,Santa Ana,60.0
2.0,5.0,Iczyhc,shcdkkdcyltdvwwutatchgtnhd,38928.0,United States of America,,Quest Diagnostics,1-368-454-1589,1606579.0,MD,ksmwcpxqyidljmhxolyzeclctqhlrimmtjvyknslzfreoqwuglhkrzssdruvotwltpdufuzczkcpqpk,ojawrzrcrkaewtrluviivzviq,shc7246,TNYRQJSRJ,O,M,10.0,,410.0,Fargo,
2.0,3.0,Xwcwcux,Mliwnbxjhsbrdvyoksiqnoh,485111.0,United States of America,M,Delphi,1-103-993-6996,522329.0,NH,Dffcishgsjvhrruf,nmdfuatvwbwxupnrlnpphujzovqajccjthkqfe,Mli7247,Gnzcrvigzqvnyz,O,M,4.0,y,392.0,Louisville,61.0
4.0,5.0,ydjaipnq,ckerlpqxjbdsziklb,323286.0,United States of America,M,Intuit,1-877-749-4144,1072486.0,RI,DEQREUCQIXIWNLOOHNSILTIHHMOFHQMQBPJEJUPFYFGXPNYGDLCIXPLGHHOSYQ,,cke7248,ABFMLYZCXNQSUHCCBSWLQCTDSOLEJ,,S,6.0,,742.0,Orlando,90.0
2.0,2.0,Stywzddqy,LWTEPMRPJRFI,454555.0,United States of America,,General Electric,1-115-441-2113,1881333.0,WV,GMWKRVGAMMUWVYXYJXYHVMGTXLIKPPMRDNCRENDPIFSN,Ywqnieicarrfrlyhbxglxj,LWT7249,PKNJLSFL,O,M,5.0,,454.0,Santa Fe,49.0
4.0,2.0,dvopwrlok,NXCFI,155315.0,,,Colgate-Palmolive,1-821-110-4400,3842864.0,HI,VLCRCWJFGSYHXSVNBVEBUQACEDEMPCHPXAORDOCGBDKRDEF,Egyycqhhnhyvxsvmcmwqecyfxcafycjixlakaafslvjufjnhcxrxgxbqmmqgtnvdvxqkwlqrzhm,NXC7250,Utjfgl,R,U,4.0,H,648.0,Providence,0.0
4.0,1.0,Honsepdtwcn,TKOJCSAYFMNFB,34556.0,United States of America,,AbitibiBowater,1-424-297-7405,457162.0,DE,ucgnycqrvagdmjgnzicqnrewgywwmkplmxbplmcrctvvhgfshoqnwlxbcyttxaizqmtecdrricwhao,CWLCVLASQURZLVEHWCQYIEINVAFBPANAWRDNIVEYIEXXBQSSGEWBHFWWZNAWKRL,TKO7251,Qvkdzalhaudoihvvqhm,O,U,10.0,u,596.0,McAllen,30.0
4.0,4.0,EMLRNWVMJP,Bdbqsguqgwibyudyzaslwuh,217608.0,United States of America,,International Assets Holding,,3495414.0,IN,Smsetdmugxfomfodcgwcjxtxrkzcfssfnzujq,Kesrsqdamobhfshzxfqlyrpiqlfxrkvkqhapbuhkagncbnqubvxgczqsemdduxtyhhuypfl,Bdb7252,RVTXCBY,O,U,4.0,,512.0,Arlington,68.0
3.0,5.0,Rnylqhgh,BAPVXSRXILEWONBHYXZFPVHGW,398701.0,Canada,f,Union Pacific,1-986-619-0118,2158345.0,Newfoundland,,ZCSAWSROYSBDIQEFDJX,BAP7253,vigdq,O,U,6.0,,322.0,Tallahassee,62.0
0.0,4.0,Vhbjobn,sanwtlcyvvje,102103.0,Canada,,Int. Business Machines,1-046-348-2737,,TN,Epsktbkmbdcjszjueitpmiafqzivghooenwtgejdhtwrmr,gmpxhobqxahzdzfffn,san7254,RYMUVYHTKTUPGCUKQZPOVAU,O,W,2.0,r,545.0,Fort Wayne,85.0
0.0,0.0,Azrjy,Qpufcjhttnewcseqtfdcmu,309614.0,United States of America,,Sanmina-SCI,1-632-034-5715,959197.0,MD,DNWGGUSHHFEERIVKCLTISCRDXMLIDNCNWUXGAUIDDJCILIWDEBUWFJCECQWMMQSSCNGKSVBJ,,Qpu7255,vajelgngojwaisekijbeavuhp,O,M,4.0,,379.0,Fargo,0.0
3.0,2.0,Orseyipde,Yfolabut,147347.0,United States of America,,ConocoPhillips,1-495-630-7758,739327.0,CO,Djtmyihjjupunympoehtxnzcyqjiixxetbjkcjfgxidsfoxusceotjinq,Gndlucqddsiyyltmdpccgcjpqjbcipccbqqvqwbkxctbjhdkyvdquebndk,Yfo7256,qknboiblwapjpedujmr,R,M,1.0,M,702.0,Chicago,98.0
5.0,2.0,Dnasbklglca,Jjmystyuwndzssfwe,114205.0,Canada,,Conseco,1-086-563-9941,3777051.0,NY,Tcmmibqbpqbatrvvwyruxikpnuoldbwudxlcgrppuvkkahqwotqpgpvx,Zjgbgcvnkxuqdouaxskkpgdlumvjcmmm,Jjm7257,btxxkhxbadlktefullvfgwypddz,O,M,5.0,z,509.0,Reno,0.0
0.0,2.0,Exqhc,Jdjzskurbdkmdbemfu,151668.0,,f,Questar,1-461-200-0053,3265642.0,WA,EKPQZILJNODPBLQYCAJ,Hdmchnafftqkpkvuqzohzkdoxbfptskzihrm,Jdj7258,Fasjttipemikxbceojtsx,U,D,10.0,n,807.0,Burlington,39.0
4.0,,Eqtvtexb,Vhkaihipltymatskoqbedcigvmxix,57454.0,United States of America,m,ProLogis,1-256-415-4831,3632033.0,KY,Qvgfztksjdspzevbzewirqymsfefqkpfykbasszxvrw,qifqppannsc,Vhk7259,Dfukzvtyozkcsnpnwoun,O,M,2.0,J,660.0,Lansing,72.0
4.0,0.0,Qqqswajzipux,Cloiuehfwffdfludapoea,201197.0,United States of America,,H.J. Heinz,1-214-672-3336,441774.0,MT,chqhigsaeupkrkojncxewjhcbalbcsstnfqiujblnqdgbfmeptugbegjoolpufxsocjselidcugdqwg,FWTFQDGLPVCDGQJZOPNGD,Clo7260,Wgqmhpbujwnrvqkc,O,D,10.0,b,612.0,Memphis,13.0
5.0,4.0,nfstbfpyo,Gkdhdsoxfrlqhhcdkecxqjnk,129676.0,United States of America,m,M&T Bank Corp.,,326124.0,British Columbia,Bgywagkasuzcghywylbhsmrcqodrjztqrocmygbawzjxaqwlnythvjwuozoxrkbqngtskaiqdydib,Nfltlnhoojlobcwrfqloezkfvbsgqfvhxa,Gkd7261,Usklqrnvzd,O,M,6.0,Q,811.0,Biloxi,29.0
1.0,3.0,GFDHOJT,Ajxvorrfklpquzvyctqt,356613.0,United States of America,,Thrivent Financial,1-329-767-1603,3078846.0,Newfoundland,SUAEXLGPJSMQPZVOPLVPQCP,Hiyheyihohspvtiazriauzwpwoxqmgcvdvc,Ajx7262,fwugveqglvbqlj,O,M,0.0,U,824.0,Fargo,88.0
4.0,0.0,xdzuocaej,Xowfx,6345.0,United States of America,,Cypress Semiconductor,1-669-992-3228,2994819.0,TX,Ngtmddzbuvdwwhfpehoxcqcmvllifyouommtjlonb,Njidomzu,Xow7263,VHADIPNEWPUSYHIKN,R,S,,L,406.0,Bellevue,91.0
4.0,1.0,,jfxbqvtfwtqyqcwyeihvmnstcuc,216529.0,United States of America,,Arrow Electronics,1-834-756-6426,2705750.0,MA,Dkwutkblxqxvxtrrmapwfjiavrqbenaveprbwuekhdatepkhtwspijzrfl,Vjpcrgbeqgdz,jfx7264,OKDQLCTMJQYYMFJQD,R,M,9.0,,833.0,Casper,45.0
,2.0,lqmdg,opkjbgulx,261154.0,United States of America,m,Winn-Dixie Stores,1-723-242-0762,842999.0,NH,nyowelqpbbofzmjchxdxbehfimllrfumcukwrmfrdolpuocrpaeeupizaiiszlgmfulefvsqiqv,ngpkevwoyvkagaodtghvpwuthyjmuubvwlvfjcswezdfeexrtbrdedexaudpprfdfkhmejw,opk7265,YOHBNMOTDSZCW,R,U,2.0,K,773.0,Inglewood,10.0
4.0,0.0,Tfymeawsav,Objubvsxbqeigekdwde,300405.0,United States of America,M,Gardner Denver,1-166-364-0765,2594179.0,IA,Ehxbspjvumepexxumvlpcnkmftcsytgvkiybubwonuflvaiyyedhrwlzdmrqsfunhfdhqwlfbsuprs,Omjhmeiuayhtprompikjqkpjlucwstwosme,Obj7266,aztbaatgtm,O,M,7.0,T,605.0,Santa Rosa,30.0
1.0,1.0,Mfndgsd,JCHVSQWEGNSUJEFXH,278037.0,United States of America,,ITT,1-170-302-1020,2675185.0,WY,Kfmdfhggbcmepmqbuglphqraqgstvdlrkcatxmzxmlvrnj,clcxpvrlfguypebuoxgjdydtpqlesqalaa,JCH7267,Bbibgpumzl,R,S,1.0,r,689.0,Warwick,4.0
0.0,5.0,BPAGKHLQL,Gdqqgzbmrpmdjpeweciv,176928.0,United States of America,f,Warner Music Group,1-347-468-2181,27815.0,OR,Msxlxskrhemnraoxdenfqenvnunpnxtmoirpyohzubyixirfcalsxkhpvqvdxfriaegsqlom,Qpoujdicppeimostnuzdyzozydddgruoalidqutolpvprokujnxblemxfkjsewjfqvcgg,Gdq7268,Jaycac,O,S,3.0,,631.0,Sacramento,50.0
0.0,2.0,Uzaaybqhjz,tiemosakdqxlejfdeuogm,,Canada,M,Oshkosh,1-149-008-0216,,AK,kaqjzwvesimtcqtpnygxrli,Gyfqfrmrlhwitspvtlgoeblcirzhhvcsgucjo,tie7269,Iwiqkrwyiqgqduovnw,O,M,9.0,,536.0,Salt Lake City,47.0
5.0,5.0,SIJLPKXOZ,Chqfcikjvpkplttcd,,United States of America,,FM Global,1-563-179-9222,3820701.0,New Brunswick,Aiisisucgxkwt,Wbmxnvsttywvruhloyacegyupjoog,Chq7270,horqupkppumygmxxno,,W,10.0,,698.0,Tucson,54.0
1.0,3.0,Ouzpmia,jdaducg,317303.0,United States of America,,PSS World Medical,1-964-938-3538,3400574.0,MT,xvxbalwlgvkotebrdlsupkffttrvzvizjgfnskblweahqinvnyppsblencpwqonjimrjrfhfym,IYOEEWMILUGGCOZKMGZNQMCBPGWUWKKAUMACFFZANVYHCO,jda7271,Frebysorc,O,D,6.0,,364.0,Lewiston,84.0
