indirizzo2,codice_postale,città,stato_id,indirizzo,telefono,città_id,distretto,indirizzo_id,stato
,60622.0,Katihar,44,1948 Bayugan Parkway,987306329957.0,264,Bihar,424,India
,22954.0,Southampton,102,1584 Ljubertsy Lane,285710089439.0,494,England,589,United Kingdom
,61244.0,Isesaki,50,1949 Sanya Street,132100972047.0,224,Gumma,525,Japan
,98484.0,Datong,23,1158 Mandi Bahauddin Parkway,276555730211.0,136,Shanxi,265,China
,64964.0,Guarujá,15,259 Ipoh Drive,419009857119.0,189,São Paulo,432,Brazil
,98889.0,Pavlodar,51,602 Paarl Street,896314772871.0,402,Pavlodar,80,Kazakstan
,59571.0,Jinchang,23,475 Atšinsk Way,201705577290.0,240,Gansu,172,China
,52137.0,Hiroshima,50,1635 Kuwana Boulevard,710603868323.0,205,Hiroshima,304,Japan
,56380.0,Maikop,80,1157 Nyeri Loop,262744791493.0,320,Adygea,351,Russian Federation
,90628.0,Jalib al-Shuyukh,53,346 Skikda Parkway,630424482919.0,233,Hawalli,238,Kuwait
,4999.0,Jastrzebie-Zdrój,76,1050 Garden Grove Avenue,973047364353.0,236,Slaskie,132,Poland
,73431.0,Jaroslavl,80,810 Palghat (Palakkad) Boulevard,516331171356.0,235,Jaroslavl,226,Russian Federation
,57833.0,Bergamo,49,231 Kaliningrad Place,575081026569.0,70,Lombardia,444,Italy
,72192.0,Kimberley,85,1417 Lancaster Avenue,272572357893.0,267,Northern Cape,23,South Africa
,57338.0,Tallahassee,103,1309 Weifang Street,435785045362.0,520,Florida,252,United States
,30657.0,Fuzhou,23,1308 Sumy Loop,583021225407.0,175,Fujian,286,China
,,Lethbridge,20,47 MySakila Drive,,300,Alberta,1,Canada
,72736.0,Sucre,14,287 Cuautla Boulevard,82619513349.0,501,Chuquisaca,436,Bolivia
,91330.0,Juárez,60,433 Florencia Street,561729882725.0,250,Chihuahua,374,Mexico
,85799.0,Bahía Blanca,6,1427 A Coruña (La Coruña) Place,972574862516.0,45,Buenos Aires,327,Argentina
,80168.0,Omdurman,89,115 Hidalgo Parkway,307703950263.0,379,Khartum,54,Sudan
,89502.0,Peoria,103,1980 Kamjanets-Podilskyi Street,874337098891.0,404,Illinois,280,United States
,36971.0,Naju,86,647 A Coruña (La Coruña) Street,792557457753.0,357,Chollanam,241,South Korea
,84804.0,Sungai Petani,59,715 São Bernardo do Campo Lane,181179321332.0,507,Kedah,311,Malaysia
,37650.0,Santo André,15,519 Nyeri Manor,764680915323.0,461,São Paulo,359,Brazil
,46063.0,Yantai,23,85 San Felipe de Puerto Plata Drive,170739645687.0,584,Shandong,277,China
,53628.0,Esfahan,46,1531 Salé Drive,648856936185.0,162,Esfahan,14,Iran
,72394.0,Changhwa,92,1551 Rampur Lane,251164340471.0,108,Changhwa,79,Taiwan
,95444.0,Hidalgo,60,781 Shimonoseki Drive,632316273199.0,202,Michoacn de Ocampo,154,Mexico
,40792.0,Zeleznogorsk,80,1378 Beira Loop,840957664136.0,597,Krasnojarsk,356,Russian Federation
,9668.0,Kansas City,103,1191 Sungai Petani Boulevard,983259819766.0,262,Missouri,313,United States
,93026.0,Huixquilucan,60,1002 Ahmadnagar Manor,371490777743.0,213,Mxico,112,Mexico
,33030.0,Valencia,104,163 Augusta-Richmond County Loop,754579047924.0,561,Carabobo,545,Venezuela
,89422.0,Cuernavaca,60,186 Skikda Lane,14465669789.0,131,Morelos,581,Mexico
