PostalCode,NetWorth,CreditRating,Gender,AddressLine2,Income,State,Age,Employer,MaritalStatus,MiddleInitial,LastName,OwnOrRentFlag,FirstName,City,NumberCreditCards,Country,AgencyID,NumberCars,NumberChildren,Phone,AddressLine1
IITQXE,,380.0,,Tvcbwkzfozrecvxsbvqrmdwyctikaynqqrgdmukhvchitmzqvpjtqnifahcenccahzcpaawssagp,287984.0,NC,50.0,NiSource,U,,CZGSTLAASDKDJQXOHXGTYZFI,R,GZOWCXW,Warren,1.0,Canada,CZG11953,2.0,5.0,1-529-637-2669,
zxcyxzaqju,444133.0,806.0,f,BRWFCNEPJNXTGJAKPNLXVWXBGATZLHIURUYHDOOIOQIEXGGKKANRUKBJKEQQOXODVEFBL,22806.0,ND,99.0,FM Global,M,,Uijxqd,O,Ymnpyhrei,Raleigh,9.0,Canada,Uij11954,4.0,0.0,1-810-732-4744,UVMGHEIXONPQHJZEVWELXEMATUQLIOLMDLBRHJECLCSP
,2635687.0,565.0,M,Fuskojbgfgssxaesqdnbjsfewjcmucpgrcvcqdsuexafjzfflkoeznhvgifqbigenrfrtb,193406.0,AL,,Granite Construction,M,I,Uddoxqhhgruayfribfjozpmeqg,,bsnsxwjydqrmlauqskjzexzejahhxb,Newport News,1.0,United States of America,Udd11955,1.0,4.0,1-820-185-8851,Adrghpmawcnmtvpqbgngyurejlipocgsbbwqaemqozmmcrzuwfjzdefejirwbas
Wgaemheeuirk,3592177.0,486.0,,Fmrwjwucuxcalkuoslcipzdb,302129.0,GA,59.0,KB Home,W,,IFIRTYH,O,jzzflxno,Colorado Springs,0.0,United States of America,IFI11956,5.0,0.0,1-300-175-5772,GWIVPSPUHRVFRVX
,,315.0,m,,46978.0,TN,82.0,Dow Chemical,S,K,Wjccfzjqvzxyrxynypzawscsiadfw,O,tmrkyejizfrefzdgrupqrc,Riverside,3.0,United States of America,Wjc11957,4.0,0.0,1-209-249-6655,Fjipxqseypmmwsfhbmhrbdeotiuzln
wsgvkbndzu,2765291.0,501.0,,Rciinsdtigreytrytzwnwbcanyuqtlhyrwnaaphecyttp,110451.0,MA,12.0,Caterpillar,M,,AVZIHVPVOAKROJINCXSHBEQYTEMU,R,Crptih,Brownsville,5.0,United States of America,AVZ11958,0.0,2.0,1-023-974-8639,cpuhdeasftysgxtmaweocdp
Rfmlrjoagd,2623539.0,539.0,F,SVMYTKMTXAOYAQXXJXRUYW,474113.0,WA,69.0,Aventine Renewable Energy,M,,PQSKEQDVKTZWAXPAYMPTI,O,Dvibypxettwpjh,Tempe,8.0,United States of America,PQS11959,0.0,2.0,,Otdnhitthdjqneuxpogli
rqcktgc,2352829.0,809.0,,djdvrbvcajrwzzrzldkuymmmcyzoxqecpenyswwrtqlhkgolcaaekfghud,237110.0,PA,48.0,CenturyTel,U,,Sqskhjuyhx,U,VJHLBHJVVNSMB,Virginia Beach,6.0,,Sqs11960,2.0,0.0,1-433-757-9127,Oglheojsatrpuunqobbcyvoqnubgqkeumgttzjbazsaqyqgbflxkhzb
xzyfhvfndy,2779187.0,765.0,M,GGFJVHLNYRZEWIXISEMIRXJDVCRTFRZKYTPLQIGXXRCCXPVNU,17396.0,RI,27.0,Sempra Energy,S,,Mttupgrsrtawbarqh,R,wcejqjfghjkslpthiom,Cedar Rapids,10.0,United States of America,Mtt11961,2.0,2.0,1-287-140-5075,klgukduexcdqijmemwzqgtqojbtspcxgiqdvogdzlobswiagqrjjhairrd
Doldyjjlykx,417641.0,376.0,,Shasdcxtjbjndaumushoilkukvsakltsmzxbckgctmqfemzx,343788.0,AZ,95.0,MetroPCS Communications,W,U,CIWHETHQHAV,O,cwduixxpfegmheb,Concord,10.0,United States of America,CIW11962,5.0,3.0,1-489-672-6150,VRZHHFMEMHZTARSIFWBOZMYVWEUIGAMILOXPGBCSV
Holdubtgxn,1962095.0,606.0,M,Tqiuywmskwbmpmocfqjsbdwtaq,110622.0,IL,30.0,Bob Evans Farms,S,,FIOUTNJC,O,KJTLNOAFLLRFHVQTKCTVSYJXSD,Huntington Beach,4.0,United States of America,FIO11963,,5.0,1-180-418-5337,PRUKMIBSCKUCQTIBDGULVDSYNOQRSVOIPQESK
,3203593.0,553.0,M,wgdnrtlpvworddbixwhmkg,149460.0,Prince Edward Island,79.0,Susser Holdings,M,z,Enuinrkabzfymxgwgihovtxbh,O,boghbbw,Fullerton,8.0,,Enu11964,5.0,2.0,1-202-680-6715,Hitkhuvmoorlixkjgdumdmkwufvinrntjukpuaplbvyfsleone
Tbjmw,2624387.0,722.0,M,Anfwgolakomqlzqkwguhs,33438.0,ND,3.0,Foot Locker,U,,EDRLFTJVPTNRPKWCKUTTCKYMPCKHET,O,tbgqnkk,Windsor,9.0,United States of America,EDR11965,1.0,1.0,1-973-533-6190,Bmtjzcnrfxmpzjsswtahgrefkuwdcmbralynepbgtvsujmpi
POIFIEXZMGQ,3193224.0,428.0,,Coigporjxugmgktgqmnr,467653.0,IL,74.0,Total System Services,S,,himrepdtcxkuttapyibgujj,O,Tphtlimsqoymcfihzelcfxrcmpwoe,Augusta,10.0,United States of America,him11966,5.0,5.0,1-286-839-2997,mpgesvoilpzxdfsbjrnmiyaomrijrfprnoyexxsegqagpriuexhxfsvbxzurzjuwvncgiwzee
Lqfjcuogx,1577267.0,673.0,,Lhtdjeqaiveghhzjnmckreosqowfkxkgnlbr,477283.0,KY,50.0,Apollo Group,S,F,Fiqsspgxqazjd,O,Wmmgeitjjbwlfjkji,Anchorage,9.0,Canada,Fiq11967,2.0,1.0,1-033-527-7107,GDGUCF
Pbwozfcfcp,3165008.0,464.0,M,XHBPIJAZYMGBCQTFQFPNQSYMVMQCUQWXEPFVJL,405880.0,UT,35.0,Avis Budget Group,M,S,ppmehpsuihwaabqqydhpiom,R,Qtgiskoio,Columbia,0.0,United States of America,ppm11968,4.0,1.0,1-395-779-0243,Qvvawvwkzkctynvocpegnmgtmkbqs
BRVRXFTFPZN,1363333.0,372.0,M,Ddtupfobbwhxqgkrjgaylwingwykdtaspviwldieuisrfdgotpbkweoyu,315586.0,KY,2.0,Williams-Sonoma,W,,vaxgppqubdaexdjswrfn,R,zwnmjyrmdulpovhqm,Erie,6.0,United States of America,vax11969,3.0,4.0,1-816-626-7758,Iyahfubxexpfwxurcftdeuvgfemopkqlwbhtadbzjwfvieodxmeipcfvfdlajamson
Itecivsq,2574158.0,620.0,F,lvcbocrxwslagtntjrnu,262654.0,Prince Edward Island,45.0,Hubbell,M,,ifqjdwiaiak,,Iqvewcs,Tucson,3.0,United States of America,ifq11970,5.0,1.0,1-137-518-3286,Zhabyatagiltypqfmtssscovigsofwnjnejvndnzqivuvbpiwaxnayopcdzqixhvvxegz
Hqdwqoiexm,3819359.0,,m,Leiprvvnmyoo,293199.0,MS,62.0,Juniper Networks,M,,Nzlxqqnuweosyhlhjacjyymgrbgf,U,BMGAFH,Thousand Oaks,1.0,United States of America,Nzl11971,5.0,5.0,1-060-655-9796,Krgxahayysydkuuiprgjzfnhpgmojijyqklkoeqisgslmauvfdbljihsqekyeaxpyuvydnoy
SCFGAZAYQBFQ,,710.0,,HHRLAFRMUKCPVFTDHYTGCNCTEKDXDMRPPDGETMVXJRQDTFGCLV,446677.0,MO,70.0,Packaging Corp. of America,M,,Qhpamr,O,imnacrlrhhezxwmkm,Memphis,9.0,United States of America,Qhp11972,3.0,2.0,1-995-241-4466,KDNXMRTKXZJDWDJRZVU
SKPZHPHUX,482126.0,397.0,,,,CO,65.0,J.B. Hunt Transport Services,U,,Ifkwekjpuqxekyhvtkwbpyk,O,Anptslfpdssqgrxqpg,Sterling Heights,2.0,United States of America,Ifk11973,3.0,5.0,1-835-112-2769,xcwrayeqibjnukhvauiofhaouhbjgnhhvzgawlnbyvxqlapxwhkvcnheureeaycaxbwxfmobqfj
Gemxyjv,1822611.0,,F,,195016.0,TX,21.0,Iron Mountain,W,,Numvzaqcphfpvyrj,R,DFIQJEYAFROAPPKEMYKFYGERDIO,Toronto,0.0,Canada,Num11974,1.0,0.0,1-267-322-1042,Cdcuwirwpntphmvnqmyjvprhzqamrzwpkehwmenj
Oajej,1736133.0,,m,NDRGNEDMQKRHCVJLUQVWFVINXCOSOJLMEIVRHTIULXUFUKNGRESFPDKMVBRNITSMGZU,336042.0,TX,34.0,Lowe's,U,,OTMOMHKRPYQXEKNAVVL,O,Anqumwjhoixiwyyfsngjfvlg,Frederick,2.0,United States of America,OTM11975,0.0,3.0,1-068-301-1802,Pcdbgcwohyuddnlvks
Ikmic,1730961.0,830.0,f,Cnucohrtorqzgnikccnmmfuhdklakjmvuwkjbsyito,412316.0,MO,62.0,Erie Insurance Group,M,T,Uufhietgkgqdmup,R,Wxcbk,Lansing,1.0,,Uuf11976,0.0,1.0,1-498-121-2321,Uritxinaqslluealvcpxzdwhogpbmwsuoarmbbdnufwocibafqskbgvycbpiwtbgkd
Rhjojhlo,3881410.0,750.0,f,Ekkmpjdfumakobfoeacdnanpfsktlaxlzxbwnwsga,251567.0,NY,59.0,Qualcomm,M,,Dtdckzadkauvnrdpfwxmrtbmt,O,UBPZOG,Grand Rapids,7.0,United States of America,Dtd11977,1.0,2.0,1-695-593-4640,Bnxljflxhbrzsgeo
Sowhfihe,2169745.0,,,Faisyuxaywwpeztgrmyrnsdgyaxrrjpwevpuagzvgu,390543.0,KY,71.0,,D,,QNGVFPJXKZMWSM,O,tsxwbxjj,New Orleans,7.0,,QNG11978,1.0,2.0,1-732-613-8905,ACIRLRWJRVHKTURIGXRSRQLQXJATRRWEGELOUTJZCJBXXVVL
Pwewyhguvexu,1286582.0,,,ORAAXMPJOFDEAZPLSNUGEFMUNRUZXXZPOFTMQHWPEYUKGCCUMDXG,429869.0,New Brunswick,61.0,Aventine Renewable Energy,M,X,Kizjvwmvujshwnobe,R,sheeeeffrpeudcjaowarsrrirk,Nashville,9.0,Canada,Kiz11979,2.0,1.0,1-524-303-4669,PYEGEIVKWCXDAGBYZUNMBRHFUNKHPXWPML
vsrknvqkdnhi,1744618.0,564.0,,olgnuypztl,189131.0,Alberta,7.0,DRS Technologies,S,m,Qfxgpimdbdui,O,hatfmjqavxtqwzrc,Sandy,8.0,United States of America,Qfx11980,3.0,4.0,1-528-989-0793,lywdbwcmejumrxtsbqdxpsikbmoljrobdkbxa
WJWZDOPXXHK,3851000.0,846.0,M,Ozbknbxwqtrfdlvpbwvmnteklvpblifbezsrfa,245722.0,MD,62.0,Pantry,W,P,Fcufxsn,O,ggqmcycmzarnkarmscsxdpojyws,Oklahoma City,6.0,United States of America,Fcu11981,2.0,3.0,1-261-758-5258,Vfwoxvvvzadxxiebqesnrnnqrkfnaakabztce
OMSFXQ,2742623.0,,m,DBLISCSRTZMELASQIMMKKOURHEKARKLPUWRGNCEIJPCTZTMDCXECLZBYGNLPWXMYKKMQGTAEZWOUHQY,227077.0,NM,20.0,Hewlett-Packard,M,A,Aheylkhifubt,O,Krsxbznmvafzlaitvdiiamcseoxkyl,Costa Mesa,9.0,United States of America,Ahe11982,0.0,0.0,1-970-208-1322,Swlqsgxehaoyiqgpfgtblry
EYHUVBGR,401677.0,406.0,,ngmvdcvqfcmsoggounobvrzdxbejrpooquqociikfvoslgtpymcj,62836.0,Manitoba,6.0,Sonic Automotive,M,,Sitxujvoxbdunmzcyq,O,Bmdsmrercufkxtc,Jacksonville,,United States of America,Sit11983,5.0,,1-312-507-2248,Cuqjueaajlhcgmntvwcxgttcntbqzlmrqpzrvqftjylinoiudmgezfjvlmcllbengszidjav
FZRRF,1415417.0,615.0,f,PRERTLJIAXCGW,66194.0,NE,79.0,AmerisourceBergen,D,l,Bfowpszdndgmyofnynedpasnnpw,O,Exiguwcpahatvswmemu,Warren,2.0,United States of America,Bfo11984,1.0,4.0,1-829-742-9662,MKZHSDEYUQDXRNUHGWDBXTKHBIBVUHONXUWKDTPXUYFCWNUNKSRPEOHCHMDSHNLRNJWGJMUAQBAVZRHT
Jqicdsys,1286335.0,824.0,f,GWWEPUDBMVDWIYMVCQOAERQJPUCSXDSHGIODDSOLEBRNKJBGQFYTWONMFJCWHMGVATAZCVWQXQKW,35918.0,SC,36.0,Burger King Holdings,M,i,ekwhhywwwdhjmbhphjiculgrcgoudq,,Hwgwknnusj,Fort Smith,2.0,United States of America,ekw11985,1.0,2.0,1-587-130-4037,Dtdpxdmhmdwthjmcgwwskajyoizfubjgxoemxasleeugciqehtodvzmj
OOGEAOE,1563221.0,752.0,,BUFIPWBQAHJRXWEXCJMXEFBNASJCMGZXOYRJNOMFTTMQSBRQIEVTLZCZCPJVWMMWGKDBA,460440.0,RI,44.0,Airtran Holdings,U,,UMYLZPXJREFWFBN,O,LKEOWRHKJ,Mesa,6.0,United States of America,UMY11986,2.0,2.0,1-237-203-2133,
Unvmxe,3369967.0,746.0,,nngfrchtqmuuuqavtyitgqemodjoppmtdtmnpobfolroehtoumys,489732.0,NJ,68.0,,S,q,BDXRCDHNWRONVAJSSLXDV,R,ixowfdgzhlalwscibqifvi,Kansas City,9.0,,BDX11987,3.0,4.0,1-381-054-3255,Swpgmlwywhcfvammlycycyghccvmyjkpwqqfophlsqufwyrzrnmqbbyqfdycvtjiaqiy
VZPRHNRFQL,3124320.0,475.0,,dplwosetsscvncg,430305.0,CT,16.0,Johnson & Johnson,S,,Qweuqfgnhvqavn,O,Omkmmnqrpnagvxbdo,Springfield,8.0,United States of America,Qwe11988,2.0,4.0,1-549-996-2894,Uwqrvggdjtgguoixapwyrpiefmucgevmocnmgjdovqevnxhqobfmvyburvcn
Oikftddc,316212.0,538.0,f,Dgugeqgmlprbx,147394.0,SC,7.0,CME Group,S,d,AUNSK,O,Tndsrmpvbjxmlegpt,Elizabeth,3.0,United States of America,AUN11989,5.0,1.0,1-145-806-0616,Krnleyllz
Hrthqbdx,1428237.0,737.0,F,Iemeznuqjbtfbrkfejtvdhlcsxfeffnqoguarakzzcuwkfxgxvmpxiutinskdryxevlm,40383.0,CT,10.0,Enersys,U,,Zgwhfphhzrjghurbgyexbefari,O,Nbfpbzzkqwltslpqxobtnp,Orlando,4.0,United States of America,Zgw11990,3.0,4.0,1-748-673-5535,ATVKXHDZJTQJHROGOEIHRAMHASKZJRPSGQFCMGPNJBZHDKMUYERPEHM
CCTCUB,1531831.0,735.0,,Tbvfrwflevkcdxwqxoieqbpduccfjsvqxhngyldkrgpvmimlfegh,40974.0,MN,61.0,Genuine Parts,S,,bjbphxe,U,Muywysldzbkgbfxw,London,1.0,United States of America,bjb11991,1.0,3.0,1-237-609-1325,Xcejcmtoezknanlitnwudchesvtfqffc
Gbjks,2813016.0,,,Fnlnvxxxtizeeoknefantgzudqunjtharudjojemyjffprtntfcbfyaumtnembyescwikwknfzsiqb,13858.0,VT,16.0,URS,S,,arsvbdwfjtngfsbndwajkni,O,hrvagbfigvdscocyatevy,Boston,10.0,United States of America,ars11992,1.0,5.0,1-534-664-6141,Yfithukgxhsioltdiwhvxpbolglstdso
Xuffpquvuv,2649404.0,739.0,f,RKVKMUOV,398258.0,AL,6.0,International Paper,M,,FHDBIMCOHMKMBQSKF,R,Rxbaunxatzirx,Independence,8.0,,FHD11993,1.0,1.0,1-340-271-3222,RGMIGKEPLRYUNJUJUIIYRSMZIBNH
Dnnfc,3971947.0,581.0,,bsaxyzgnvntzkkxzcxhnxiuesutbgfhpdvnnqhlgtujebnclyfnlnmkeehuhhrmocbreankqzcp,5652.0,Ontario,,Xcel Energy,U,b,Efpiqjtrazrsdrkqjnrnvn,R,gvmarcwwcalwrgbczfjxzd,Knoxville,,United States of America,Efp11994,4.0,,1-526-173-9761,POXXDIVQDPDZBFVPCOJWKCQKUZMYKVVBRFKXYJRFDHUXIOYHQFRHCXPKGVYUHPGLQDRRVMKKH
hhhxwniogwbv,984107.0,763.0,,Fstrexqxntdwcizxdeqemcrfptoxiotttddnuxglqigpac,473771.0,OR,3.0,Belden,M,,Oudpifhxphtehtgoyevsiyptfc,R,Xabrbhjnyvnsblgfpfjlrlaauu,Mount Pearl,5.0,Canada,Oud11995,4.0,0.0,1-969-346-8775,SULUSPGNOSFGMWVNXMRKCTKEWIXGLMFXSFLNQHFICQOJLLJXDXUYHT
Zlmquluhgv,2964774.0,687.0,,Acbcxpjtsiqspriqfmrhjulgumwnsh,147571.0,WY,0.0,Brown-Forman,W,,Ljrbahevxlruwxquohzbldznxxj,R,Cwtyiepodqe,Calgary,10.0,,Ljr11996,0.0,5.0,,fvarwakhzfiyaxgoeqprmijnfokrbwhgpijhbyrxqbcxsadspibqguqvuwkkptjihe
Frozponukwd,3338606.0,522.0,,hgnjsxsahbuotgznhzjvzburgzxfamakfincxhfjptdxejf,19019.0,RI,0.0,Nalco Holding,D,,Xvhbofyxurybvqqjnojeobpmwko,O,Hrwemwhgpckvnajuow,Fontana,0.0,United States of America,Xvh11997,,4.0,1-175-415-5863,Tsbhswdpliuxvtufqsslhdiytybqnimsjudknzogulrcyimdtwxvvjawwextibmwfvocshplgfkuzyj
Fuwtecucfvap,545532.0,447.0,,ASWFVYDU,345446.0,CT,18.0,Entergy,M,,Lljdsmmyuxzvkbdwaeselrtppiigdu,O,UCJUBLDOF,Bismarck,9.0,United States of America,Llj11998,5.0,3.0,1-611-871-4823,Fbcpbrspoccgdlupnbsucbuyzophyrjgbgkmhmcnuwdisy
Qulrmoybjd,783258.0,,,bwzutqmiwlmtaxhlgfeonehnnhdfklpymxpkohoqetzgcpmgjpukzlujeahsh,270242.0,OR,82.0,NTK Holdings,,,Kkjikhhtxjbetjj,R,anchyqkdxlupvvmtfdwtmguhmprt,St. Petersburg,3.0,Canada,Kkj11999,2.0,5.0,1-794-003-6156,Bonbyyaffoyngvfdtcowpwskgaeyxuacgckkntsmjaukumekn
Jxiwl,2495921.0,391.0,,,203250.0,Ontario,,McDonald's,S,,UWUNPW,U,Fivswtqprcunxrcveitqssjfnstrqx,Des Moines,10.0,United States of America,UWU12000,2.0,5.0,1-524-161-5875,adicewobarfchgfppiwfktakkvvdprahpifbnakbuyot
Bsmmpohges,3453701.0,588.0,M,Mjrcfvodvzxgashcwcosdhzuvavtcxqmqvqbdoytppdkutaaiipphiadmcvovn,378262.0,Alberta,36.0,Tellabs,S,,Dzshcarpdtuhmoyuiitbvtjlnzo,O,vlpcgfwzxcca,Santa Clara,6.0,United States of America,Dzs12001,3.0,1.0,1-395-009-6792,GSJIRG
FXKLNX,3452555.0,664.0,f,BEZCMXDZURARTFZQZDCTILERRFWUMXADZZVFJZNDKLLLUOSVXYSVUDBMILNDOFASDFRVW,65669.0,UT,81.0,KBR,W,n,TALLSHRNJUXCZFJACNSYY,O,strklgvrjchumsq,St. Catharines,,Canada,TAL12002,1.0,4.0,1-978-825-6585,Hdchtprgio
Yoqvjv,3369536.0,311.0,,syvekxjlbrjyoreijfkiwwcmmnlyfmtfg,269457.0,KY,71.0,Universal Forest Products,M,,HCOUMLRG,O,Itujwua,Hay River,10.0,Canada,HCO12003,1.0,2.0,1-714-838-1268,frhdbcurgaxjadrzmewuxitqszibvoukkxzmeduwysafj
dvvkbtjw,3817681.0,593.0,,Fnfvjdhgoqqarwykgwkdqdlgvmwmouvgrcmjgmndsevaunwsgnefbnskgldpokkzpcopqbdxovzxqwr,423487.0,ND,46.0,Nationwide,U,N,SHNDGWLGJLFEWSFPQXKN,O,Mkftzxpzychm,Montreal,4.0,United States of America,SHN12004,2.0,2.0,1-781-476-7042,Jifdhvoqikyvsayoruvlaixhoulwmukrmaqko
Wtemzs,2615462.0,582.0,,Hfmmvcyvufqukecblrbqs,279315.0,TX,60.0,Pilgrim's Pride,M,u,Ggwizxjelptanlfdimifoe,R,GKIBOKWMATAOCZOBBE,Frederick,2.0,United States of America,Ggw12005,2.0,4.0,,Lkipgrtbhbvlbvlwewxusnamrsrpctymluflmsgkbapsjqwsornqqecchtfbtbwhditlodhjqkzduca
RMUHMNLDL,2756513.0,436.0,F,Tzxrodwsjsncgdycnzqoovxiqinptmbmpumfcjbcsxaedhyslocjfqdzcjeuapyuzhnxwpxxijevtppj,222598.0,Alberta,78.0,R.R. Donnelley & Sons,U,J,Oquuudrlx,O,VCHABCMQMBR,Fullerton,4.0,Canada,Oqu12006,4.0,5.0,1-503-999-4146,Diuywtgqxmvpfmpsrbcv
Tadsquctpmf,3020123.0,590.0,f,BDALOCBDEJLGCHSCIJEOVEGPYWDMCFZJRCSRQFTBXSKRMXMXBEMQEYOIDHQZPKMRYHBNLIRZAQJTYE,100939.0,Nova Scotia,49.0,Cincinnati Financial,W,y,BZZXVJZPMDFUGQIALSMBVRV,O,Fmrcmmryixizdjaooxfjxysvai,Ann Arbor,9.0,United States of America,BZZ12007,1.0,4.0,1-236-363-3466,
rkilmhqzlu,2657703.0,460.0,,Djohrnqvohfilavugejmogngqbjapkcsfpkwkjqguqitpptphjm,201488.0,NH,59.0,Herman Miller,M,P,FRNTOODTEHSLXDDUDQIXALCP,R,CDEQWTSDBNYV,Sioux Falls,10.0,United States of America,FRN12008,5.0,2.0,1-506-661-3262,Nzgfbnexfthrnpdbivdmnptvqsabgszxpuhirwbeqnzempeoxsvvsrhqssl
myxxaiyvum,2379415.0,848.0,,kvmmahbuwxdiykmdnasnmlvonqyxnmfdkpplcairmraqqqsjohxpmbsgpbbry,107353.0,TN,79.0,Cinemark Holdings,M,,Jailmbmqesiinldbjsaqcfgfcvula,U,abwtgwwqhcqnpcxpmc,Moreno Valley,7.0,United States of America,Jai12009,3.0,4.0,1-614-719-2021,YZAFMPDHDSEVRDDGQRFVUWMWLC
Maoiowlqh,3966241.0,588.0,M,JUQSRNIZFUNRCXWJMGWCRWGN,353544.0,KY,2.0,Domtar,U,,Vrtgfxyfsjjeptwfxpgzfwkkbries,O,flrwlkbykeoor,Omaha,3.0,Canada,Vrt12010,3.0,2.0,1-022-356-0935,MOZHZZGKTWXSAZNNBOZKHLLYZOTRJRNEAIVWWKLSPDIJOWXBOFIOPNLODJORFFUSUEOQYWO
Yefcksurslz,2654648.0,689.0,M,twiqnkpzjztlqtfqlfxcymblkacatpspdljp,34585.0,MT,25.0,Duke Energy,U,R,Sukqbxjazayga,O,dunmjofblgjytvhrcodhzvgijues,Ottawa,1.0,United States of America,Suk12011,1.0,5.0,1-331-399-1690,uggzk
ebnhr,419632.0,395.0,m,FPASPXAMYDFBWATEXQDNMCOWJK,,NJ,59.0,Halliburton,S,,Xyioisgdc,O,YUJXOBTTPRCASZVT,Mesa,2.0,Canada,Xyi12012,3.0,3.0,1-895-980-7489,Jjwiqpphejyieciv
LGORTBUZXCQ,1301842.0,797.0,M,GCSJCTPRGCIQNGQRLVGJXYCZDCWUYZTCFALRSVZOVGEEBTHNDAWYSJZSIOQ,350393.0,DC,49.0,Abercrombie & Fitch,S,,xhdzwamtnrjrfimucf,O,kvdljqxcckomterhbnw,Denver,8.0,United States of America,xhd12013,2.0,1.0,1-144-999-6694,Fjjatcllreckobghsycyhnqxodwlxpgbqqheavnxbnqplchdkoswazgqd
Phhbjcu,481470.0,529.0,f,uxzqpyuonetsivjcietisjyfmejwzdquxivfmwcjvhhzandpgjrghjgxpwtioqqqrjywes,417094.0,IN,18.0,Ryder System,M,,Rgcdfjgqe,U,Osmyxmxxfsoyfvdduibgcmzfq,Bellevue,,United States of America,Rgc12014,5.0,1.0,1-219-277-0026,Sckuqanxqchckhpvemfbldmannvczwutcgcustlfjeyjdiwzwmtuseaglotpglfrzsw
Vbvvryzi,3684091.0,580.0,,Evmgvijfohpah,294546.0,TN,62.0,Alaska Air Group,U,,Xxqridlfydmdttt,R,ommmrvfsffeaxdvwzyi,Tulsa,10.0,United States of America,Xxq12015,1.0,3.0,1-836-145-9690,Zmwjucetaulgygzshfxgsngmofxarwnbgutsnwubpaxwessit
Dtcxwhla,,845.0,f,UGPTOLCBXSFFVMWRVXIMCMASSPQLDLMXINEUMGAPDEIBFUKTVZXYYXOGLQSCGFRCAJRVVCNFJE,253222.0,Newfoundland,70.0,3M,U,E,Slijwykkpgiljtcgav,O,Rmlxoxbhvqsyhlvlvwgwnyfbotdc,Tallahassee,6.0,Canada,Sli12016,0.0,0.0,1-749-124-4105,Emxqffcvhqryzitqzxngpvf
Dicsyxs,3277202.0,564.0,,Oztgrafnhwzloxicdywseutwzznepdyaacrrbesxniuxjxhhorjtscopdqakquuzkxfwraeilark,399797.0,GA,44.0,SPX,M,,btgezyenqjdwsanvizvvzssigqbq,O,Ejbladspikdbxhskwr,Alexandria,3.0,United States of America,btg12017,2.0,2.0,1-414-052-5758,Hqgviuhxaktaitasiiiwodltx
Dixvpoix,2396764.0,832.0,,GTTUNKGMRVXSLKPSHKS,387122.0,PA,62.0,Great Plains Energy,S,,Rekcrbdfrreudhmo,,vlomsbrrnqekejwmrusbvivr,Inglewood,5.0,United States of America,Rek12018,1.0,2.0,1-496-625-1819,NSDVZCSCHCOGUNYWQKUSKARFNIJ
Oiiwa,3139821.0,665.0,M,,48184.0,GA,76.0,Benchmark Electronics,S,R,Tcmpmcnsol,O,rytapyzbyupoindowtmborxgqnpxuz,Grand Rapids,9.0,Canada,Tcm12019,0.0,2.0,1-814-392-7072,qehlhygbapzuksdphelnvnkzsivcxteexbxpvnufhhthpdsuxysshnmowqfhgmjjdh
MAKUSPM,3764224.0,541.0,f,UZYRGDQYBDIYLN,309541.0,IL,20.0,New York Times,U,,Lnxpcjdjsddjnkfajjdomzelvzn,O,Yposdmdskfqypbqapmmxxuduajepp,Grand Prairie,4.0,Canada,Lnx12020,0.0,1.0,1-496-144-7999,rpnkaopkrvbjkscytiolupnjkvepypylllylsifvdhpdlcsebmfcrgbzokvhioxqfmtpxfvmjmwsdwh
Yecuegzghlu,3420563.0,774.0,,OBLFLLCKZKOSHGMLWACVXPTLGYVFHWLMGFSRQXKCDFEXVYBMWH,402932.0,WI,98.0,Manitowoc,,,ujvxhwp,O,Ylqmiiqkljivvgmzenc,Iqaluit,9.0,United States of America,ujv12021,5.0,3.0,1-242-354-2074,Xqzllqvfibhchwagtwwhvggnkdpjwq
ulkbxlhujj,725379.0,777.0,F,Pejnldjqrdonlpdaxjpjewuzrzuxzphnkkzsaqyxnemakb,,NH,18.0,Hub Group,M,,Mdykpttix,R,VJWQJB,Corpus Christi,10.0,United States of America,Mdy12022,2.0,,1-869-361-7522,ZOAOOPNZAHADEEOVXL
hlsprm,3069838.0,492.0,,fgcjjmtmgjiharpopwwkepdcylvauvdytygjsxemfvjikmumwoj,346945.0,WY,59.0,United Technologies,,,Bkwwsiphmgdexkua,U,LRJNPNJES,Orlando,,United States of America,Bkw12023,0.0,2.0,1-124-884-9170,ILOSWVJ
fcbuadxyh,547362.0,698.0,,Ujppldfwrz,490357.0,HI,86.0,Advance Auto Parts,S,T,Khbpndlkgjjaopaunnctdtyjazmlk,U,Fqfpcrwsji,Amarillo,7.0,United States of America,Khb12024,2.0,2.0,,kdgxrswjysuwwhjgmtgafvrhkwhxzgmtvdgmhsbiwmhizeesvrougxenmouapwln
Aczkz,907349.0,645.0,,,432260.0,RI,98.0,Harman International Ind.,,m,GNFRSSNAPVSPTARTXCO,O,Pxvvutnrgrrf,Fargo,4.0,Canada,GNF12025,,5.0,1-560-452-5928,jmiphkiagtozgsqvhcfecmuxyokw
inbupqvoqr,112328.0,462.0,F,obiyhdkrwgbylzzdhjhoxtzyrosuibzsvfqbsyxjwxzebamqfmru,205619.0,KY,16.0,KAR Holdings,M,,RVMOLIDLBZ,O,QBNCJJEESFECBSZJA,Wichita,7.0,United States of America,RVM12026,1.0,2.0,1-724-652-0603,gbqqqou
