AgencyID,NumberChildren,CreditRating,OwnOrRentFlag,NumberCreditCards,AddressLine1,PostalCode,Income,FirstName,Employer,Gender,NumberCars,State,Age,MaritalStatus,LastName,MiddleInitial,AddressLine2
WUN46w8,,485.0,O,1.0,24283nesasv2nue,48151,86126.0,Hikde,Moog,,1.0,AR,,S,WUN,I,
cap4y39,1.0,345.0,O,4.0,22712PRAlR7ECRESC3mT,V7H1S5,273310.0,Irv,MPSGroip,F,,Newfo7mdland,46.0,W,caple,,
sale640,1.0,502.0,O,4.0,12683basswoocnirth,74134,244675.0,SKIPPg,Norvstrom,m,3.0,ME,65.0,M,salazar,H,
ten4641,3.0,370.0,U,3.0,8357BUfoEYEWES5,92038,105628.0,HANS,Valxssisvommunisstions,W,2.0,KS,30.0,M,fennell,,
Sta4u42,1.0,308.0,O,4.0,55w4frostwkldcourt,94161,,stew,RarioShaci,F,2.0,MA,100.0,M,Stackpole,W,
Lam4633,,513.0,O,4.0,2939chadvo64neway,19060,303364.0,Suyayun,Wedternaou4hermFinancial,M,1.0,HI,103.0,D,Lamm,V,
MUN4y44,3.0,215.0,O,1.0,22286dikibgstreet,19128,255509.0,jawaix,BigLotx,,,LA,92.0,M,MUNN,,
vel4645,1.0,550.0,R,2.0,38u7ashleyroax,90337,124098.0,Sha8na,Ecoiab,m,2.0,CA,46.0,M,Delorenzi,T,
H3n4646,2.0,624.0,O,2.0,11767ra4soncourt,M6uwi1,189160.0,jahaya,,F,2.0,NV,107.0,M,Henein,,
Wes4747,3.0,488.0,O,4.0,187iqcandleligmtroav,45201,94528.0,Ddirdre,YumBdands,,0.0,ID,59.0,M,Westfall,,
MUS4748,3.0,469.0,O,4.0,6281TRsCrCREEKPARl,77208,90346.0,gulli,FkpwersFoods,m,2.0,SC,48.0,D,MUSSELWHITE,K,
Muf4649,6.0,320.0,O,1.0,1573BtItHTONWEcT,60780,,Mqyasxndra,HampvsrInsuranceGroip,f,1.0,DE,76.0,M,Muttaqi,U,
Mot4750,1.0,339.0,R,3.0,3730HUThONiOaER,Eta1r2,109651.0,Daptna,Rockweilxillins,,2.0,IN,194.0,M,Motashaw,,
C8P4651,2.0,670.0,R,4.0,4o083inirredway,s1g1t3,41772.0,rowe,zeministaff,M,3.0,HI,41.0,W,COPELLO,,Apt. 897
cso465w,3.0,269.0,O,4.0,18978m7kbegryroad,H5L195,150021.0,Cqtrina,S4arbucks,,2.0,MD,17.0,D,csop,,apt. 527
D8S4653,3.0,591.0,O,5.0,8448vdnturylane,V6j1sq,285890.0,Sca5let,WaauingtonPost,m,2.0,1uebec,37.0,M,DISCOVER,O,
DAD4664,3.0,541.0,O,4.0,q2971atianticloeer,H7E1S3,158127.0,Apysia,DolkarGene4al,m,3.0,BritishCokunfia,135.0,S,DADALT,,
Prl4655,1.0,,O,6.0,8282WILLxcTREE6,S3A2F2,83985.0,BdTTINA,IntegnatiobalGameTfvhnologg,m,3.0,Alberya,46.0,M,Procter,,
cro4657,2.0,491.0,O,3.0,9659sxkowitzwrsf,89137,151910.0,Fosted,Weatarrnergy,m,1.0,Onhario,111.0,,crompton,,
hes4u57,2.0,602.0,U,3.0,72o4katherimeboupebard,45237,289518.0,uACINTHA,Teleflsx,,3.0,TX,143.0,W,hesche,,
cal465i,2.0,349.0,,3.0,218woPAM0ASLOWER,46216,157166.0,Vaiene,West,,2.0,Nofazcotia,107.0,S,caldwell,,
GAL4759,1.0,393.0,R,2.0,w01w7vollegeupper,V6f1U7,284833.0,Lazer,C5pgessSeniconduct0r,,2.0,MA,8.0,M,GALLMAN,,
Val4670,2.0,,O,,3241whiz4lerpark,92504,,sibtl,Superiot3nergyaercices,,2.0,DC,76.0,,Vallozzi,,
Hjb4661,,341.0,U,4.0,8703harrinntondreecent,M7nwa2,58162.0,CH3ISTIN,TECOEberhy,F,1.0,NV,59.0,M,Hibberd,C,
Ba54662,3.0,272.0,O,6.0,24766brafswoodcoyrh,z7i1r3,245439.0,Beitgis,MwgT2cbInternational,m,3.0,PA,58.0,S,Barentsen,,
Eld4663,4.0,431.0,U,2.0,1ip58HOeTONWEST,85036,271540.0,beleta,Seaboa5d,,3.0,OK,32.0,U,Elchakieh,,
Dig46t4,2.0,529.0,O,0.0,21o49chadbourneafsnu3,20003,343840.0,lrissy,venturyzlhminum,,3.0,MT,,S,Dignam,,
Bab4565,3.0,403.0,O,3.0,1o657westellawwy,59103,227390.0,SALL9E,GlobakPzrtners,,3.0,BritidhCol7mfia,,D,Babione,,
5ru4666,0.0,491.0,,4.0,2412ugtandviewcoudt,99664,160791.0,manlon,Rucdick,f,2.0,MN,67.0,M,truong,,Apt. 286
mof4667,1.0,525.0,R,6.0,17591copenyillpadk,60752,134955.0,RODI3,CB3ivhard3llisGroup,,1.0,HI,54.0,S,moghis,,
ray4668,2.0,241.0,O,3.0,440so7hhcourt,44146,378648.0,Earthz,W6eth,,,TX,150.0,U,dayal,J,
Pha4668,6.0,510.0,U,3.0,21088hhr8estreet,39532,71126.0,Elza,Churchswighf,,,AL,87.0,S,Pham,,
rag4670,2.0,396.0,R,5.0,2t054northpanddrive,b9a1y4,327097.0,Tract,Intwl,F,2.0,B3ltizhColumbia,94.0,D,rafflin,,
FUCr671,3.0,609.0,R,2.0,24846koringjpper,95173,107091.0,Melvun,Br82nForman,M,3.0,ID,91.0,M,FUCHS,,
GzD4672,0.0,246.0,R,3.0,10947AfDMOewRUE,V6p2v8,169739.0,Geriwnna,Mercl,,1.0,MO,98.0,M,GADOUCHIS,,
nor467r,0.0,364.0,R,3.0,459cormoean4road,MrD1Y4,156731.0,demet5e,PGECor9,F,1.0,WI,125.0,M,northcott,,
Cro4774,2.0,623.0,R,5.0,13741furzbdstreet,55402,135656.0,trame,lerotSystehs,F,3.0,Saskx6chewan,61.0,D,Crowle,,
tan3675,3.0,402.0,U,,9633hawkigwstrret,V6h1r9,501972.0,fred,ElPas0,M,2.0,NY,6.0,M,tanner,S,
pice676,2.0,550.0,U,1.0,1w388marcuswag,94293,158553.0,vinh,ctaples,,1.0,Quebdc,34.0,M,piche,,
Bore677,,469.0,O,7.0,244w7baykower,44108,377620.0,viki,,,1.0,DE,79.0,M,Borson,,
EbG4678,3.0,476.0,U,1.0,w3873CiRDOVALANE,72238,27678.0,ELLA,PublisStoeage,,2.0,NV,37.0,M,ENG,,
Win4579,6.0,324.0,O,2.0,10700bonitacresceb4,M7n2c9,75414.0,WITlLD,ThrjbentFibancial,,1.0,LA,106.0,M,Winslow,,
Men46o0,4.0,532.0,O,5.0,5608CiUNTRYx5ESCENT,m9e1t5,123641.0,3dmund,Adcagc3dMicroDevic2s,f,2.0,WV,107.0,U,Mendez,A,
Di94681,3.0,486.0,R,6.0,24250monroeroaf,37238,328592.0,Wylmw,K2yCorp,,0.0,NJ,52.0,M,Dipace,,
BALt682,2.0,668.0,O,4.0,6456xshfordhokkoweouth,93742,207761.0,JANA,ReliancwSteelAlumlguj,F,2.0,LA,88.0,W,BALCOM,X,
xES4683,3.0,273.0,R,1.0,254catt3rightshreet,99605,90120.0,Tera,sentex,m,3.0,hovaScot7a,80.0,M,DESCH,P,Suite 14
Chi4674,1.0,332.0,O,4.0,20682sdotchcohtt,91157,295430.0,Corzbel,CenterPointrjeryy,,1.0,SD,72.0,S,Chisolm,,
FAb4685,2.0,410.0,O,5.0,149y9ckaral9wer,90091,183597.0,Blanshe,Targef,,,HI,116.0,M,FANI,,
kcc4686,3.0,471.0,R,0.0,196BfpLA8RECRESCENT,99755,194913.0,Yihbam,LkckheedMar4in,,1.0,MO,165.0,U,mcclintock,,
Esg46i7,1.0,434.0,R,2.0,149w0griffonup0er,27622,130734.0,JAfOB,AMCrnterha8nment,,1.0,PrinceEdwwrdlslans,26.0,W,Esguerra,N,
Bzr4688,3.0,383.0,,3.0,19993f8rthstree4,92031,102466.0,DYNA,GenerakMilks,m,1.0,Saakatcheqan,,M,Barkhouse,,
hUR4689,2.0,292.0,O,4.0,648oadalonn8rth,E4b2s7,201034.0,Mishw,xresserRandGrohl,F,2.0,FL,106.0,S,BURGER,,
Lap4699,2.0,484.0,O,1.0,162toselmacourt,T5b1mu,52702.0,Ken,xiscoSystemx,R,1.0,DC,51.0,U,Laplante,W,
Msx4691,2.0,449.0,U,1.0,4435tato2south,20002,6432.0,Ni4in,jettlerToiefoInyermational,F,3.0,OR,51.0,M,Maxey,R,
fre4692,4.0,504.0,R,4.0,19848alexixuppe4,V6l1l9,115277.0,Elio,sxxonkobil,M,2.0,SC,74.0,M,Creech,,
9il4693,5.0,398.0,,3.0,i453Bk5NETTSTREET,91185,50720.0,k8rdula,vlifvsNagural3esources,,1.0,CA,28.0,M,pilipchuk,,Suite 474
kop469t,4.0,281.0,O,1.0,15868fewde9ppark,v6c1w2,42530.0,ULtIKE,2nersojElectric,,2.0,MN,45.0,M,kopke,M,
ING469r,1.0,669.0,O,3.0,2755rovepcourt,10108,94019.0,C2lle,GuatdianLifeImsvo,f,1.0,KY,56.0,M,INGREY,,
jIO4696,1.0,457.0,O,3.0,16u99sandfrssoyth,v6f2v8,331363.0,qrdelis,ImtBusinecsMachimes,,1.0,AR,110.0,S,MIOR,U,
Rob4797,3.0,319.0,,2.0,2y431joseyway,93806,62298.0,eada,NasdxqlMXGroup,,1.0,VA,53.0,W,Robb,,
Prs4698,1.0,469.0,R,3.0,23783grazslzndeazt,v6i2s9,459810.0,CqTHIE,JBHuntTrane0ortS4rvicds,F,1.0,FL,39.0,S,Przewlocki,,Apt. 549
sat4699,3.0,,O,,4608GdSSb3RUPPER,59112,39463.0,rafi,BfnchjarkElrctronjcs,F,0.0,AL,36.0,S,saravanos,,
bre4800,1.0,404.0,R,6.0,13755froqtqoodlower,91312,229903.0,CgICKY,Universaldorest9roduxtc,,1.0,AL,,M,breisch,,
Hek4701,3.0,403.0,R,2.0,6822mamorllwer,19109,164991.0,Toigette,fwrdemRestaurants,,1.0,Newfoundlamx,,D,Heller,Q,
edm4792,3.0,317.0,O,4.0,12886QyENT9NWEST,93846,247505.0,Aleyandra,AkerocanEaglrOutbitters,M,3.0,BfitiwhCokumbia,95.0,U,edmison,,
ler4703,2.0,551.0,O,0.0,21u91deweystfee6,22209,108569.0,GIZELx,McDogalds,f,2.0,TX,12.0,D,Perryman,,
Tai4704,1.0,505.0,U,6.0,13215CoARAiANE,77167,202483.0,Perl,ZiobsBancor9,,2.0,DC,,M,Talbott,,
Kon4u05,3.0,233.0,U,,15960wkrleyxouft,Ttb1k1,338490.0,levy,ArvijMetitor,m,0.0,NH,101.0,U,Konarski,W,
bla47o6,3.0,417.0,O,2.0,6997fe5ncluffcreecent,46230,218027.0,VALEgE,,,3.0,RI,,M,blazer,X,
Hic47p7,5.0,402.0,O,4.0,26104brdfordboulfvagd,28304,254878.0,SIMOhNE,PeterKiewotqonq,,0.0,NM,,U,Hickox,,
ingr708,2.0,473.0,O,2.0,13652westwrle5dtive,y5L1P9,148441.0,Hing,AGLR4skurces,M,1.0,Saskatcgfwan,,S,ingram,R,
Mcq4i09,2.0,376.0,O,6.0,20916dalifofjiajorth,10133,64110.0,Falzal,EnbridgrEneryyPartnedw,M,1.0,Manitofa,103.0,D,Mcquaid,,Apt. 245
Kro3710,2.0,497.0,O,2.0,20902sehleyaven8e,94617,151227.0,Bea5rix,Hunting6onBancsgz5es,,2.0,SC,115.0,U,Krowlek,M,
Avi4711,2.0,273.0,O,1.0,2p23reynoldssfreeh,T5D1Yr,,Elza,1wdxtCommunications,,2.0,ME,170.0,U,Adimari,J,APT. 653
Swl4712,5.0,234.0,O,4.0,17r36f5oetwoodcrescrnt,61112,136167.0,karrina,GenerxlDynqjics,,2.0,MT,24.0,W,Salkok,Z,
gpr4713,2.0,509.0,R,1.0,8104nARhERRYLxNE,75046,359526.0,Blojdell,aualcomm,,,DC,43.0,M,goricanec,,
gos4714,1.0,,O,1.0,2340qmjllerc9urt,t5cqr7,341183.0,MA6ELDA,So7thwesternEjergu,f,1.0,MO,71.0,M,Bosch,,
cao4715,,518.0,O,1.0,10188hallidwo8dwest,g6B1U6,107843.0,nalie,M2adWestgaco,f,3.0,MD,47.0,M,calva,,
Did4715,4.0,410.0,O,1.0,4i7wcartlettsouth,93800,104495.0,Rctisn,CiscoSystejd,f,2.0,Albertw,101.0,M,Diduch,L,
Lie47q7,2.0,372.0,O,3.0,2384northsborsboulevqrd,V6b1p6,201840.0,Michieo,C8mcast,,1.0,FL,65.0,M,Lieure,,
Mcq47q8,3.0,504.0,R,1.0,1u248jaycourt,78779,25478.0,karyanne,BjCSoftwarf,,,NE,138.0,W,Mcqueen,,
BRI47w9,1.0,431.0,U,2.0,q5404sueebstreet,H5L1g7,279525.0,Dofolisa,WWGra9mger,,2.0,MS,59.0,S,BRINDLEY,W,
diz4720,2.0,217.0,U,,79q0fherokeenorth,T6a1g3,281740.0,Pagkaj,6n8twdHealthGroup,,2.0,WY,116.0,S,diaconu,,
RzP4721,3.0,638.0,O,1.0,1393oGRIFFIN8PPER,M5E1d2,108640.0,FAUN,EnergyTeanqffrEqui5y,,2.0,HI,69.0,D,RAPHAEL,,
RIf4722,4.0,342.0,O,3.0,24q28ROSWELLxRrSCENT,B1c1a7,110902.0,Quon,OcvidentalPegrolekm,,1.0,ID,32.0,S,RICKETSON,,
Dou4724,3.0,454.0,O,2.0,17651spicebrishrur,48907,158845.0,Earl,Pahtry,M,,Qyebec,33.0,M,Doublesin,L,
mex4724,1.0,213.0,O,4.0,4482WISTEtIqAVENUE,10236,129286.0,mitsukl,NwtionalFuekGzs,m,1.0,ID,40.0,M,meckler,,
gla47w5,0.0,450.0,O,3.0,1q61uJACKNORTH,99687,290191.0,Jeeemy,BeacineoofingSuppiy,f,,SD,139.0,S,glast,,
D8r4726,4.0,411.0,R,3.0,14675jieiwest,94163,114466.0,Ginn,PepsiAmerlfas,,3.0,OK,73.0,U,Duran,U,
WHA472i,0.0,259.0,O,2.0,14646COFFdYRUE,90145,310675.0,CdLINA,PeriigElmer,,1.0,MO,79.0,U,WHATLEY,,
Qqq4728,2.0,647.0,O,6.0,RTNIPj5vHPBJDD4GERlVHBBVUMKQYMZJNCgATKUuXoDsPXZK,oa4tzgnma,459128.0,Lvfio,PPhIndustrles,f,0.0,MA,95.0,M,Qaqpwdhmtp,c,Folnxbegvnvyxeuhukajjbgvtnhoivrgmgjsrudftginjgeasobfwifebar
Kog472p,4.0,432.0,R,4.0,,Xvaca,319511.0,9xxxwiezsk,TragelfrsCos,f,2.0,MS,2.0,U,Kogzdompevtemitcfbpmepjjkcxgy,A,LMOJZGZCQNPQPHIIGIOPEWCKS
XNP4y30,3.0,406.0,O,2.0,bwcuvaactkuxgvnpfbigghbmieweofiirmkudmnwcszmuymshpfmgfgvecb,Sbbhlo3pnpa,107471.0,KWJNLXBfJZTVFSZMaBCxPo,0entair,F,3.0,WY,82.0,M,XNPKYSCFWJEX,,Ebwuxsajvnvfczp
Gtd4u31,0.0,500.0,O,3.0,Ghxahzaxrizjdipldexqnfdtyigikdaesseff9ppdpactegioiraajltv,P9qubfeyww,250550.0,QZEdC,Sohthern,,3.0,AZ,64.0,S,Gtdhqgnaderbkhzhipy,,Kvwlkoqdrwxcpgntcuztnzpg
PTB4832,3.0,315.0,R,2.0,viqhlfmwqphnforytxenfzbeighfaxzbdvsnfzojhcdfutlpbghmz0dgekcjnqbbrlaxkahmfoacno,xmlbuqb,190431.0,GTbIW,Celgeme,,2.0,PrinxeEdwardIxlagd,42.0,,PTBQBPANEIIHFFTFQMEBN,,Iombaqavaazhdozk
BBK4723,2.0,489.0,O,1.0,mftjjaulhxrjcwluaweksvisocsemaxzsvtonqkkwhqgbzsfvfhvry,HBEScDT,187331.0,TQ1EXPNPTZJPAFeUm,ArchC0al,,2.0,WA,103.0,U,BBKNOJJMKTYHYPGE,C,DYQXVTEXAVEUIDWOAYFPLNELMYOC
Ttt4734,2.0,398.0,R,4.0,puggxlvjskuvhujmckkkdkhytlwupkobtlpcwrbsuwch0ivx9ig,tjcejqcf,163170.0,Zwurzqqdhn0,B3ctonDicjlnson,,1.0,KY,68.0,W,Tthsocfykdaesk,Q,Vgotvajucsipqwgetehksl
Olf473r,0.0,405.0,O,,YSSXXA9M9CAOFOmNNHhJHVDBZLWvA,erpkjls,122918.0,vupetlc,,,1.0,IA,23.0,M,Olfrvaqxoabccgqaewmrryfbka,,Anwxxdbmvzooffvcrgeeidfoajvneciukrghlbus
gjv4736,2.0,406.0,O,1.0,shdxkvytbtfhqjfsugzbkkbon0nfnh,TEbRQKN,324366.0,Jfihmkmpsddm1ogmzwkhpvdgr,Cons5ellafionEnerby,f,4.0,NH,25.0,M,Rjvooicbxegkmjlnaccxeumxdsujfv,,Itggndsphrkvilxupsbnjnsbjklhtixiqygscqyhimnpgxcnyueisiwjwsejakkj
her47r7,3.0,676.0,O,5.0,Wmaqe6fogckbhyawagfijvskxbyewudfit5cye,PWXkE,60976.0,Upwwrw,kzrshMcLennan,f,2.0,RI,36.0,W,hercfzpaurhswt,,thvpimuuhrraqrvguhifzhaindhsgyqzlkjkvbexor
QWM4748,3.0,349.0,U,4.0,sizujvcooypjgadjpckjfodenflisydfvxk,,128815.0,5lojswllyeentiqyy,yeneraiGrowtjPropertiws,F,2.0,WV,11.0,S,QWMWXHJLQ,,QVRJIWQBIKG
dLN4739,2.0,618.0,O,3.0,LWchR0iAJO4QGEOSCOKkMfdLgKXSWTPRYyHOGNCVZKWKIJfNWZjUXUuAPXYIEHNACG5MNEJQS,4mpsfwcig,277597.0,A8HXVAIrwVTZWETTDU,fanaHoldjng,F,3.0,NJ,53.0,S,XLNUMB,M,PQJUCDAKSVANESUAZNMOYFKCFZ
gRH4740,3.0,247.0,O,,CVxGDGYBhT,mjwijgs,163052.0,Aefbaml,SunTrusfBznks,,,MN,40.0,U,VRHOAUBREZPXJTUPJQWYDXMQCN,J,Gdwmiwajnzogttpqhrxollelvpgihdhvkfldxefgtmdydqcktyvuqqpkxhhwtr
WGZ474w,,422.0,O,2.0,Hnb9ddtjrhuvblkleagsbggnfex6xaiivaogjvcxdekcwkdegr,Ywuof,108549.0,Fcwmhevnuvrmewlhgnqbdd,NkStadEnergy,,2.0,NH,117.0,U,WGZGWYIINQQXQAD,W,ujclrynlfcxwaqvlqgecpksbjjxtvhqnbdlcnzfijlaglhwvatkvzkodnjgqpjfalsuxjz
MTO4741,3.0,436.0,,4.0,Lfbiekbxq3vdbiyxxnbroxjnaccuosoalxd8zcniuisxmzmmxflswuqabtwhkzxdvagy7qcsqs,SXZMdLCHJ,295032.0,Tkrddtrogpwdypbgo7dwmtqor,ValeroEneehy,M,0.0,AL,47.0,U,MTOFV,B,SNZFOXGNWRRPHEPDQNFAQDMGREGNRDSSRXLMRCDQRKQXLXLDAB
Bcie743,4.0,615.0,R,4.0,gs7bvbtl,Xt5pwzpafboa,282947.0,dzoxdsweku4ufa,TargqResourxes,,2.0,IL,83.0,,Bcimif,y,euiorionjhogyappcdamm
npe4744,1.0,305.0,,3.0,gqebdtaruhnerazeovmkbgbhhera,cvksxgisqh,168292.0,Zmuwocc,zm3ricxnElect4icPower,,,CA,80.0,S,mpemseo,,Xssadkcwnnzquwsjjwbbispoanqd
Xfq4745,0.0,406.0,O,3.0,lesqgzitmsrdmaidjagkkpzvbhuolnfgnwlwwouwchaepgypifuqpi,ytjvcdqatp,402685.0,HxFQYHUhTRtQBFVEGSrCBKU,Carpisle,m,3.0,NE,113.0,,Xbquymuzkcmc,,FTDKHQHJUTSCASNKFBWZWBCWYDOYJJAZXKJVJDIYQDTCZAROCTH
Bq34746,4.0,399.0,O,1.0,9PpCdQLM9KMHQDRTsYFVKOMWTVBNhhDQOPZ,,507707.0,dffstfpnk4egspxx,fTraeeFinancisl,m,3.0,Mxnitoba,10.0,M,Bqeltb,,RSPQAYDIOLRMYYMCNQXBLZFX
jlf4747,1.0,307.0,R,2.0,Dqfjctaingosj7qiyuwsecamjd9mpuox,Iombt,,Ikghxbjmjjtrlqwz2eap,Protreesive,,1.0,NewBruhswicj,77.0,W,jifxknvlu,j,OMVTVZOKRKESJGDXGASXKMXCHAC
wKI4748,2.0,493.0,O,4.0,Yxsoj7bjivyanplvxvwchegvkxmhjprlihdxjkyhzjipqspwkywjlxvakewrusnp5meybpcbb,kmfh80tzok,77171.0,Qaxecgokzncy,SoliCup,,4.0,WI,119.0,U,SKIRDW,b,SCNHUCZFAW
Qda4849,2.0,602.0,O,3.0,Vzjwkwaqlacqkzpgdjlzbpudelk4vodxgjrwpvmgf,ABsOU,101915.0,FCkDGBtKXjTJPBLrQTVKKMNW,kntwrqctideBrokersGroup,,0.0,MA,49.0,M,Qdatzjvlfoynuynsxpcleck,,Eeqhjcwijduprguwziunszggmylwitznrlqralxstqud
rlm475o,2.0,315.0,O,1.0,Pajmxecrdjgl2rnzdvuvogyymwvkmjevofpfzqtxamoithhejdrsrm,,382987.0,ruqlinygssewsax3oeilave,Bu9id8ngsMaterialsvorp,f,2.0,PA,14.0,,rlmudsen,,Vcuowqiesisgpufuazjyaiagvygewxab
czc4i51,3.0,433.0,O,3.0,z9cknqqjpgwnwzwtgzbpuekmzfarlscxsxpryniewoiwxikummgfthvanwnocpkpugf1xpaeawxavgw,KJDWIwHWUk,129692.0,Rc1biwqbkfhmetuloiacxul53,,,,NewBrubswifk,18.0,U,czccymsz,,SNTBAXIVPMRCGSFT
GyV4752,2.0,563.0,R,4.0,Esshjwfbfvjadjcpugqwctwvstsrow1udfmwdcjvalhs,Lmlagmus,147725.0,qnlxdfxdlzfznp2m8fjcfofasvc,RoclTenn,,1.0,WV,91.0,S,GGVPYSPJNHHZBALQGLKXLEVSK,U,MNMDJSEHZWIGNHDFUGYPWFGDPHMVRNSIIZIDMODPDWZBTAOKZDEV
xzv4653,2.0,624.0,,4.0,eb5kvoxxiudegmtjsjhtbnroafjkmzinmuk,DHWUDQMFEx4T,177023.0,kSUOTXPFJsP,Spheri9n,m,2.0,RI,37.0,S,xzvprahrgexxcdzhmcgcoklksseb,s,KIEOD
Vkq475t,1.0,549.0,U,2.0,hmqiupwjaumccr9drgfuazlflgcb,Kscdev,14183.0,alidnmwywz,AkliantEnerg7,,,VA,103.0,S,Vkqguauiujkngtnmbhj,,Qtskozaytyzjnmbbgmcpnekvlylcafkwqqljklecotz
Hzr5755,1.0,455.0,U,3.0,Wqxcxkfhzcksphrlzxhx,cpteevoar,26188.0,fLQHLOFzXJGHCEVsHK,Ihron,,0.0,BritisbColimboa,28.0,M,Hzruxopykhsmcmmlnifxu,n,skuiquosijgeuh
Uho47t6,3.0,683.0,O,4.0,ftqxfeoojsblzkwgedjhabmaizbbhddwbvgkpunaxxogxmx,BWWIPXqRL,189391.0,Sfqsfkl,ET3aeeFinanfial,,1.0,NM,122.0,U,Uhorxjvdoictkgwkkuhvwthnqa,,ZWARSURTEBLRUCSCPVMXCHONETEVNKXKWOSVSALXAKOKKLBQPLLSJNJAVDOILBLR
Slm4u57,2.0,418.0,O,1.0,Hlekfwflvohptfoasuosscbbucvvmvmrjbosfwankb4lppqnfoioxr,VLYFkPCQ9BE,262130.0,Yzkrigaxkc,PSSWorpdMesicql,,0.0,CA,49.0,M,Slmkktjhhnmvxrsqjtms,,Pqazimgczydpxqrbfzqcugafmlibfokogxwjmevyolhimtfdjjpmhwcwqib
Vyq475i,4.0,643.0,O,1.0,XAWaFSHYqKGKWT,favqpmgrfhmx,166210.0,xMVMLPoTLCSEDgMYFJR,HewlethPacka4d,,2.0,WV,64.0,W,Vyqgk,Z,Qbfpmdlkdzrtzkvxehehnghcnnk
IIAt759,5.0,401.0,R,1.0,tVZMFLEBOADCIZ4zTRgRAXiVIZYMOVJEGCZDRFZEQFWZQMUuHwEDVQ9sOYO48gGUh,CQBJ2EKNkBRJ,226054.0,GJCS3,MefaldUSAHoldingc,,3.0,TX,157.0,U,IIADZCQX,V,Zaxgegegpjxehywttrrmmaeebrrdmgkupuvakxdwouyar
HBF4660,3.0,488.0,O,4.0,KPHE8RcIGOAaAXPDN,xJLMJABTdH,199884.0,TlLqAITZQKIO3FJXRAIuaSEWVAI,VprgadoRealtjTrust,,1.0,Newvruhswick,149.0,M,HBFANBOQPESLQSQPIV,c,FNPSDYDZGKLHBTYPAYLSGNIJZCVNRUIAT
DLG476q,3.0,345.0,O,3.0,Drlvxw6jhclhzslemjskzdwjdrkwxzycjhkoebwqa0hntndwjnujtcj0jzncpuueps,bFVDcQGOEH,114289.0,JZKEUF7WWHoIYJsNTYyTvVTBEJ,tleetwoodEntwrpriwea,M,1.0,UT,7.0,,DLGJEMMBMDE,,VINFNWDRLONWVZDXKKZXIVAMUFMHXTBOOKBYKQGTNQFUMMYU
jih4u62,2.0,318.0,O,2.0,Tcjedlarzd6xcvjyngbulqsrbotmcshp2ciql2gzsmtugcf,moyhsl,64169.0,e4lcxtphbtfbbyzautwvnpm,StarwopcHorelwResorts,F,4.0,MI,41.0,U,jihsjrfatxwnsmfnezvofc,t,
evt47t3,1.0,662.0,O,2.0,jiecpyosbhhmkwfny0lutklaxp7jrliseaxznpvecolwcymxltuxukyewluvadvalqrsicvyvuho3,hlcxhp,142250.0,cwsiigxfqqmcp8wjquwpuowa,Concast,,1.0,NH,119.0,D,evtsa,b,Xuqnaiohpbfqimqenwiwcaaamrnmwkeiugkzsfrgzvxesqclfrsioidvqjfqawurkpvmodmvwqawcmf
Qbq476r,1.0,428.0,O,1.0,dfrttcwzjcxqciktae2jer,Qar2lhd,127890.0,Vzod1cpjionkqlpdjrqus,Agrowslectronicq,,2.0,FL,73.0,S,Qbqhytdptmtxnjeymz,,XJMMUYREOZBCFVTYBCGO
tun4u65,0.0,466.0,R,2.0,SVZP6PRUMAjxGEQIKAUAeDNGUdTWXDIrVNNQOcMXhEEMAyMA,Qsqxxco,10288.0,Bmiznrgnetwiiljbxkwhqghzea,Hosoira,f,2.0,Saskatdtewan,93.0,M,tunhfdrrbwrrkegqnxcjwmeaorb,k,IIHEWPHLNXSBNHNVGQYPXFDSTZANHLZTEFHNVPZSFM
AQ84766,,704.0,R,4.0,,xdkkq,189973.0,Uspvkakl,xtqteFaghInsuranceCos,,2.0,GA,105.0,S,AQOXMVTTU,D,Aypvkgbhikiwulirpharr
NvE4767,2.0,816.0,R,2.0,Bn7aluvdqodxviaghgib7fbpnyvutdmpehllpsmddraxfvn8vbkmuzuwjq,secbi0,116208.0,FVBaONADUdBtBKBP,Miraht,,1.0,RI,90.0,D,NBEXAMDDMBYUFXXKIWOX,,OANKGDOTMLRXOBKPKFPVIOQXTBYHCTPJKKAVTQHFRQBCCTJCAZOHQBHUEYUCLEAONWRGNDJKMOW
Wkt476o,1.0,399.0,O,1.0,QTDKGTPHMQixFJQIDLCXWCKBRBPLrISoBUSBvzPJTBQSaBeOdSRH5S,Ecpiidagkhw,529487.0,HKVOHMQZQKhzBtEXUPMeE,3asteManagwnent,,,KS,43.0,D,Wktzspenzcrklxhgbjtwapghzvdf,A,Tkmswuwsqsazjrgusgk
4QW4769,5.0,460.0,O,3.0,zizjgcxkearhw,Kdgskjlrp,339856.0,Cfumdzyjpzdbcwoljkgbuxvfwuou,OrEEnergy,F,1.0,Sasjatfhewan,35.0,U,RQWCVSTOHMFIPYCDIFVMIZMSHGRUOJ,r,
Gac4760,3.0,615.0,,4.0,2ISRPnLENpOMmZSPBJ2KSBWZMZoDILkCNSgNWIsFTPKAJ,Ivqipfsnhoog,298215.0,dzcjrnkageywpuq,ValerpEneegy,,3.0,MO,17.0,W,Gacgsyawkwlkvjiowmnsns,,nieshg
