AgeID,CreRa,AddL2,Empl,FiNa,MiIn,Inc,NumCa,NuChil,MaSta,A,OOReFl,NumCreCar,NWo
HOG11519,560.0,Ppcasfmnsnpclbecocfwolfhyzwsvinbtbbblzuawckjtnigvefadkmijqjmffotrdisbvqwhrbfqsu,Biogen Idec,ARFQEETQMIEQOXWWFMMHMWHGPALY,y,257953.0,0.0,5.0,W,43.0,O,10.0,883778.0
ISR11520,421.0,,Curtiss-Wright,Qiwgvacwryndaocmqlhdhxc,Q,81967.0,5.0,4.0,M,65.0,O,,3584233.0
HSK11521,490.0,fbimeulgarmxrjggngcxemccyfwcxoiqhonolqyflkglifafaaebjcvmjbxkzn,Priceline.com,cjjbifghyerrjakhmvezs,d,,4.0,5.0,S,88.0,O,8.0,2210616.0
Qrx11522,547.0,GMNIRNJAZVDFFEPIOQI,SunGard Data Systems,Luzkeslttcjrwvtfoydmfzfnfjhmig,,428765.0,3.0,4.0,U,95.0,O,10.0,2051831.0
Xir11523,652.0,AWQPUZVGWDPIDXSGXVYIRCOGIE,American International Group,mfqxqvgttgdhyaphbtcwigz,,224447.0,5.0,1.0,M,23.0,R,8.0,3390660.0
BMR11524,748.0,ijadfhkavhfcbivuvqbdlkoyefyginpseyirubdglrpfsqgbdcrcdfvouldupjibezsqbokk,Arch Coal,uipsaiwfwhiljvpwdkumwcfcd,,206839.0,2.0,0.0,M,95.0,R,8.0,3701575.0
pbd11525,423.0,iswqrnupivxvxiyrfffwahcmckpezxcqajrgijigwlwnhamovcirwg,HealthSpring,Xblsncjzcdmgzwiplftucfkujopwm,,271582.0,2.0,1.0,M,54.0,O,4.0,1403626.0
wkm11526,437.0,Bfvvdukbsvmrwxyrrookvixgeuotlvtjmwmnftzumvunsxwmhouxnamrkjz,Ecolab,Vosdkdlxqbyhvqujugekmjjdpqvmiu,i,232001.0,5.0,3.0,M,23.0,O,9.0,187912.0
tzj11527,673.0,ipbvxavmzhzceugcrsttdhapriofcmslkqcgnideldtmatoyyfivwmtpkqkim,,Bllpmvmtznlmyttqb,S,455887.0,2.0,3.0,,31.0,O,5.0,3874696.0
nea11528,536.0,,Amerigroup,PGYVBNGUASQQAHHAWRPIPXTQIMWBD,,272509.0,5.0,,M,25.0,R,1.0,1689525.0
gth11529,516.0,FIVMLFXLHDGNHITA,Kraft Foods,Vjyvvzueowwv,,123378.0,1.0,,W,71.0,O,0.0,3397841.0
hwa11530,729.0,EKBDBIOSBAZLRUDLBOTKUMOXZVSNNIZKOLSZZTMFBHMTFUAC,Amgen,Jfupbevdirblziwkrcovakhqrdf,W,2706.0,4.0,2.0,W,44.0,O,9.0,
Nzl11531,471.0,Etufcuvuyerkuhpfbelauddaeelfdgwierotlcavpbnhtbefvddabejicfrktutpggwemlhejyvghem,Dynegy,Lwdqgclbtxu,F,,3.0,0.0,D,17.0,O,6.0,
KLO11532,639.0,Gzoaiwjorimvjrexeatjhkv,Brightpoint,lkzjjofsqjlyqrblrbkfduzmceskrm,F,90397.0,5.0,1.0,U,71.0,O,10.0,1522259.0
Rmj11533,673.0,Uxbqayyalgmknisjtkphwdapiraohrpcsgyjepnohbvphvdtonbjxmpwtpilj,Perot Systems,Lvbmcsthctm,,82058.0,0.0,3.0,W,98.0,U,3.0,2328821.0
Oiw11534,799.0,Dpzjumyirfmxsczupatnvcyy,Regions Financial,RYDHDXGZWRDYGASVFRGN,,212697.0,0.0,0.0,M,33.0,O,9.0,654662.0
HDQ11535,796.0,,Furniture Brands International,Fubsrgkqfbkgdxx,,167386.0,3.0,5.0,U,77.0,O,9.0,907742.0
RUV11536,840.0,Tlbjwjwvczzjpvrdxzlssfeqlecirxibbminwwczqtsdwzumfuxfxhyc,Tellabs,ncluhqvoonxqetpyvpqgz,V,41458.0,0.0,0.0,M,23.0,R,8.0,2716450.0
Ywl11537,847.0,Fpzintveavgtezvqpmocallovvsdinewmsswbsmyvalpqwdfgcqvbv,Stater Bros. Holdings,Ogxidldqpgohhnnogsv,,36417.0,1.0,0.0,U,61.0,O,1.0,1647669.0
Dbo11538,343.0,Xlbszihmmhzxotcteyhpfjoyttmlhhlevj,Jones Financial,Nucymirhyeubczrnf,,193859.0,0.0,5.0,U,28.0,O,,3033100.0
Gfi11539,353.0,Essldrypnjtro,Verso Paper,gcdpxkmivo,q,102753.0,,1.0,U,17.0,O,10.0,1557755.0
cgv11540,697.0,,Lithia Motors,GKTOSAQTSYHZKUNAWATJVCPVOQUHT,f,173965.0,2.0,0.0,M,25.0,O,6.0,1999215.0
shn11541,516.0,Unwzmxloinasctnmfjbqpjksgbxpwapllvv,American Axle & Manufacturing,Lrnvycrvfiooltcej,,201467.0,2.0,4.0,U,8.0,R,7.0,2874861.0
ret11542,438.0,Wbupsyzyteptxdoxiqtovyldhtatcpzb,Marriott International,Capsdvwato,,,4.0,4.0,M,58.0,O,3.0,
Ota11543,363.0,arvqrcitszveffpxfzzwjunyutgteaalrxpcxjzuuveswedellsdjd,Brinker International,IBEWB,a,28969.0,2.0,2.0,M,72.0,O,6.0,2871608.0
ZXK11544,,rpmupmivenddo,Laboratory Corp. of America,Wrkrmbfrlqa,,313942.0,1.0,2.0,M,6.0,,6.0,3310218.0
Plp11545,666.0,WZWMMUJMVCNCUKPUROFHWDIAZBWHLRDSXPE,Motorola,LBVJTCREOWF,,65994.0,2.0,2.0,U,83.0,O,,403830.0
zwd11546,450.0,zkszgznvcjvncvwyejlyrqsgkxluilmgnhjifhlyotofpfwlvptyhiw,Lexmark International,HJGLSOWMIMLJKBKVFZASXZJULFXSC,,330590.0,1.0,5.0,S,23.0,U,6.0,655164.0
Ncz11547,697.0,Uojkksoubvftmqkoywexzbfnyzokfnlnucjmhkzojxnfhrooknxc,Entergy,LUXAAKFGOORBHFJWFMULQSLWZNDIK,g,44060.0,1.0,1.0,D,,R,9.0,119583.0
OUY11548,,Quevorfsaegxouurqdwuanazhifroscsuzekkt,Cameron International,Jgyvgxdmpt,,251389.0,3.0,3.0,S,45.0,O,5.0,1762835.0
Nii11549,781.0,Toyzmucdjocoectveqebeztiybzcbvupnewn,Southwest Gas,GPUOSHOCA,i,360414.0,0.0,1.0,S,93.0,U,0.0,3523125.0
God11550,647.0,QUFUNULKGYWOQDYOFWVTGNKIYCGFZXGMC,Sally Beauty Holdings,Qvsjcfborukmhuznvx,x,27696.0,1.0,4.0,M,91.0,R,5.0,1581397.0
uxn11551,528.0,Ddlumrrjqwfbtbgldudhudl,Google,hdefkmafcevoed,k,413374.0,5.0,4.0,M,23.0,R,4.0,2431542.0
HKD11552,568.0,OJQJXYGYVLNCHPFGPHVWH,Baker Hughes,DAJTQBQPLMKZS,,286422.0,2.0,1.0,U,3.0,O,0.0,299329.0
tgo11553,562.0,JAEKOBXKZCKTXJIAHTWPNWAAPYIFESFAWVNTVJWCBMAILGITHFJGSBFQVJPEJJZEMBATWW,,VECUBNSDHKJZOHEIJ,F,260038.0,4.0,0.0,U,51.0,U,3.0,2791638.0
kit11554,511.0,Dttskosvwjftrvqq,Health Net,evwhppgojgqvms,Y,447447.0,4.0,0.0,U,20.0,U,7.0,388781.0
vsq11555,449.0,Wyghnvnnpcdqamcdmajjyeknkipvfcamwfckhjczvdjyvxdowkwphxngdddwe,Danaher,Ehnwgvwqopkbgtkqgqgbic,,57109.0,5.0,5.0,U,37.0,O,3.0,2668902.0
ljc11556,550.0,EWNIBPLGHMUMQKVDHYXRTJKHCRSSUNGFUXMLOJTLSXKSFTQIJE,Wyndham Worldwide,Vobzztqjkevmifvql,,,0.0,2.0,W,92.0,O,0.0,3190554.0
Fxr11557,396.0,fvxmytpaudkexkhjdhitqyeaqjlwrcvlykujpdwcafcjewjdl,Brunswick,Igjbgcrohfjykr,,43792.0,3.0,5.0,M,52.0,,6.0,1293547.0
Iou11558,589.0,Ypikktyownuxrzdsfsfijhbnluhmeyfmjzidqdi,Medco Health Solutions,dpyhcesjopa,K,196969.0,3.0,5.0,D,93.0,O,7.0,2612244.0
Nqn11559,487.0,zwhmzefjljxikyexrtlrrsrvhaqececbqexwmuhuwghmfougfcfhwpjpxgyehplszuky,Career Education,Xrgwzdwxrbnndnxxwpx,F,30861.0,0.0,0.0,S,23.0,,8.0,2576027.0
Act11560,778.0,gewmcfv,OM Group,JNQUMGEUU,X,185299.0,0.0,3.0,M,82.0,,,2578386.0
Rlg11561,381.0,ibixxldlrk,Helix Energy Solutions Group,Mnxirsuztqohsyrhdtzduip,N,,3.0,2.0,M,86.0,O,5.0,2493050.0
DYC11562,525.0,qrgtgbzhemfhbrqpykcacernidshrokjjtgifqxfmnsyawmdfrgdaqvwufljb,Flowers Foods,rduyxmjokbprrdzfoz,,353880.0,5.0,1.0,M,19.0,R,3.0,2917975.0
Xjc11563,533.0,Olubkujgbpkwguignwdcqnhsunkobjkglsrpdrkxblbqm,Tiffany & Co,Bslaiokykqtvjbjmipnubjorvfbliv,k,154696.0,2.0,2.0,M,12.0,O,0.0,2906479.0
eiw11564,441.0,IERCSXL,Service Corp. International,Ifpaj,,440722.0,1.0,,M,43.0,O,10.0,3587993.0
vgp11565,654.0,NRHSBAWWADPWHWFZPFJASZWBQSUFGCOXMJ,Capital One Financial,NHVEFSWZEICVUIDO,,95796.0,1.0,2.0,U,,O,10.0,2923570.0
Nmo11566,831.0,Qacjqrsaavqkuznnjviyywabqhluxwafymzcqfrznccouxwngagnbjnsvuoxzyvbmpofdpww,Enterprise GP Holdings,Cgvwxlwpyixjgoxbusvjrhqoij,k,142024.0,,1.0,,18.0,O,10.0,1166317.0
UWG11567,499.0,Tpjvzihuslnavbdjzdwnfwdql,McDonald's,VGAVEZLMBPJAZHYWEG,,325256.0,2.0,2.0,M,76.0,O,8.0,3809341.0
VRH11568,790.0,Efhghlmkvwnpqewewewtcqcnwjbeadsxdajtkfges,Dresser-Rand Group,Zuezphltchhjc,,412470.0,1.0,4.0,M,82.0,U,10.0,1993802.0
STW11569,320.0,Ilaxjmkjtp,Kinetic Concepts,asbrgvvcjm,,428497.0,4.0,2.0,S,31.0,O,7.0,2832224.0
ecd11570,477.0,Pcuzxbpvmbrpoxufdnmpngkzwyxscsjecol,United States Steel,Rpqfuhglmytscqjeovsandc,e,252531.0,2.0,,M,86.0,O,0.0,3143638.0
Udf11571,389.0,DHDFDQIYTGPQHBKHURPFFMTWHZRJWKGWMLVPVYFWVEOZMOLFYTBDRVXZ,FMC,Aselltrgtpltxsnrdivsxhezt,q,458603.0,3.0,4.0,W,92.0,U,7.0,1115736.0
FVY11572,668.0,xcocllpcnk,Whirlpool,Odxnam,,351558.0,4.0,2.0,S,78.0,O,2.0,3991069.0
Cju11573,618.0,Tlycnlyegtwidwnelzd,Publix Super Markets,Afuswreqvmwdgngv,d,311263.0,4.0,5.0,S,85.0,U,6.0,2320948.0
qom11574,536.0,UOPKWYLHYSFKBYCGRBCT,Visa,Bnkqzfdkpvhpihioosgwgdklu,,376089.0,0.0,4.0,M,42.0,O,9.0,3216669.0
RXK11575,821.0,zspkwrndeyoklhj,Comcast,IJKENUMOWUZYX,,186687.0,,5.0,M,72.0,R,7.0,234280.0
Ivl11576,595.0,SSUWRSWETSFGBMNKXGKHDDMFTMEFRYPOQKRCGDRCUSJSFSZEFAAUXNMRVDJZJQQRSJZAMFDZISBJILVO,CB Richard Ellis Group,Xvoxaxegqcixxsjkjjdmuurnlw,,,0.0,1.0,M,10.0,R,4.0,2356309.0
VUM11577,848.0,Penuwautwhdozgjmfookfrvmytwmqaysnbb,Weis Markets,SLHUSTMNVMARUDMMQIPUWEDULTN,,387940.0,0.0,0.0,M,52.0,U,7.0,3116901.0
gum11578,649.0,CTTPVUHDUYTBGQAAXEKHXFPMESVUYFZAZCDRUNAKUHVPBRBJVPOPXUNHSXCUGAJNDNENPEPGEIQNGVHY,Boyd Gaming,awjtwo,,272661.0,0.0,4.0,M,35.0,R,7.0,3860310.0
Vtn11579,471.0,Zmntiyqtndqfcvobtbjdcosaiyflqxvfmuniddcogzlrlfqbbwxahkgqgazmzglwgxkf,Analog Devices,TEANUA,N,463572.0,3.0,0.0,M,14.0,O,10.0,1414386.0
dpu11580,343.0,SQVMDA,Coca-Cola Enterprises,ksgoszhldybbtbfdemvsijzp,,153465.0,4.0,,M,40.0,O,8.0,2050421.0
JIX11581,754.0,Lskcoreaekzoeiohowobwyhcikkgpdfpxirtzeorieyhcffvvutlzwdgpfm,Unitrin,Cekdovxjduiair,C,496975.0,0.0,5.0,S,38.0,R,7.0,140650.0
xso11582,789.0,,Ameriprise Financial,xehcdxctuovot,,13374.0,2.0,2.0,M,100.0,O,1.0,492927.0
UVJ11583,719.0,Edyiaixgxeeviunniinekeupzejvfwcwssmmdesesrskqxptvngsizadmsfoeyai,Perini,HDMYKBM,g,190604.0,2.0,4.0,S,26.0,O,7.0,3840409.0
yop11584,779.0,JQZJKQFDIKQESKLZCBNMMMAMCLMEAETHXCIWEHEUFHMSAODLARSMYPQOEUJRP,A.O. Smith,Tygzwegqrbqhsrtyahf,,133569.0,4.0,4.0,M,73.0,O,1.0,3456740.0
OOA11585,564.0,Bsrswjguynjuafgvxiijwzdrnwajwbinxjemvqbjmmul,St. Jude Medical,Ypiduarg,,209134.0,1.0,4.0,D,29.0,O,1.0,2741274.0
DNN11586,696.0,NVVFXBHMZSHKHTBDKJDUJJSAWSNJQTGWTZMRBVMIRBULIUBCVJWLSORSADJD,Berry Plastics,Cyjsbhvxynczqyvvjtphumiw,j,109120.0,3.0,1.0,W,37.0,O,6.0,1910735.0
Eso11587,803.0,hcllaz,Aon,Kntdlxlvbgynuilepfmu,,19826.0,0.0,5.0,M,86.0,O,8.0,2616785.0
Mry11588,685.0,dbwfqqgpxyevvgjofhlfwderwaxuaznnfrbwcnsodnhhqerrlntkusxuuimpssrrlnh,Borders Group,gxoloh,,77453.0,4.0,4.0,U,49.0,O,3.0,3033496.0
ygp11589,307.0,Btuek,Polo Ralph Lauren,Chnipenxxevvtktlsm,E,268861.0,3.0,1.0,M,25.0,O,5.0,2006707.0
FPW11590,561.0,Gebwfur,Marathon Oil,Stkampcjcavuutdhllkolj,n,189690.0,5.0,0.0,M,100.0,U,0.0,1421589.0
Ipk11591,,CPSVOIMGFAVZXJPFSYYJSZRGEPOPGFOQUABKNGYUBPZMYDAQMGZVNKQJPNUCDRKSQFNHPXDVBE,Loews,Bfjicqokywngfnrsdhnfjhnmrjsz,e,400123.0,2.0,1.0,D,74.0,O,1.0,490073.0
Zqt11592,320.0,NFULJSQIZQUNOAFUA,Spectrum Brands,Iyrpcbrelzkwcajcomyj,X,226212.0,0.0,2.0,U,28.0,R,8.0,3720606.0
Ows11593,562.0,Vlhdtssnechvavbjyfqyhltutoftmmirjquseeshgqcndzhhsvmbodhsld,Foot Locker,Dkdttakao,,437305.0,0.0,5.0,,26.0,O,5.0,415111.0
ejw11594,677.0,MEWANVGVUCTNJRXLVLNVAZYTVVNFF,Hanover Insurance Group,sylwswpcoxygaevjbbwqlodxte,K,119322.0,5.0,1.0,M,93.0,O,4.0,2378099.0
DEQ11595,345.0,Maauqfkkvzvrgqgledlsdtpadeupvdvgmshczzvablo,Select Medical Holdings,Ljuptoyma,,343047.0,4.0,1.0,S,12.0,U,5.0,242686.0
qur11596,679.0,Vrlwcmxwdcwimiclgvdsoumkupzznxhenkbznkqsbbpdvlvicpke,W.R. Grace,Maeokqbtrmbvosrvm,m,36540.0,2.0,0.0,M,61.0,O,0.0,1402162.0
xab11597,355.0,aedazptegxo,Warner Music Group,fcdipdcqamvuib,b,179381.0,2.0,,D,77.0,O,7.0,430652.0
VIR11598,756.0,irxhl,UAL,Gjlvho,l,465320.0,3.0,2.0,S,49.0,O,6.0,1101417.0
YVX11599,655.0,,,Qfmjaggonjmpwcbquxtvcrql,,276536.0,5.0,0.0,U,23.0,,4.0,801294.0
mbq11600,377.0,Bggwpvaqxtpborgazcznshudguwfphaspubheqafxtltyhwyoykvsesziujncjmu,Kinetic Concepts,QVXYHKKSGDSSSGJTG,,122483.0,0.0,2.0,M,48.0,O,7.0,1803773.0
Rkw11601,802.0,Puwykrcyeoiizwvbnzyokxlllagvguccjw,Mutual Life Insurance,Xhgjblzagilmr,,343719.0,0.0,0.0,M,48.0,U,3.0,2686713.0
Aux11602,485.0,Irgtgkpsigoxhdgbgfxmphplzwpkrocxcmbpxzscgkdjuuiupl,Alpha Natural Resources,Ciodet,,94100.0,5.0,1.0,D,20.0,,0.0,
Lan11603,556.0,trtzlirrvocycxkgvqfxvxtu,R.R. Donnelley & Sons,Knisqvadxopgesamnai,,266895.0,2.0,0.0,D,21.0,O,,3147005.0
cgt11604,813.0,Qgmnbhpnppkevcmzuitcdvmiwbgyxtsxskvtiwopsggcomksgmutc,Leap Wireless International,Fiupafixfqtabgtsqrxyhqagqfg,c,494928.0,4.0,2.0,M,48.0,O,9.0,92052.0
Yhp11605,403.0,,Chubb,wxzezcrnppgplmaakkfyfyf,,10974.0,1.0,4.0,S,81.0,O,,3022187.0
ZCE11606,722.0,Sajcdy,Expeditors International,NXQGIYDOWWCXYHLFHKPGRANHOKIOZ,,317292.0,4.0,2.0,S,100.0,R,,2728157.0
Yep11607,496.0,pcaaaxbhgljsirpslb,Lender Processing Services,ojwqussnrscuoqwkxahdovzbjm,h,182329.0,3.0,2.0,M,85.0,O,,2603581.0
Npf11608,753.0,LWVKWEAWGGEGBAAOBOSOOTCQHU,Gardner Denver,etjaxwqq,w,322283.0,3.0,5.0,S,58.0,O,0.0,866620.0
ovu11609,755.0,Jlphtjwsalqwzzomvsbbjdtjjclqcoxgnrjf,Consol Energy,IHXMVABEFWNP,j,308856.0,1.0,5.0,M,13.0,O,8.0,607498.0
sej11610,730.0,Ecxdowatrlevywozmmpmdljwwqdhsdb,General Dynamics,Ozprywornpunvfxkiqcnubmlwka,,395339.0,1.0,2.0,U,46.0,U,1.0,2525236.0
Uio11611,536.0,Wmestwiynfvrpnjuiqdwkivaxjajdoytrkvgojjvmvwhzk,VF,Idbghluxcqchoodklgzjidlgqith,J,232654.0,2.0,0.0,M,30.0,O,7.0,2105788.0
mwk11612,357.0,PFDPPCJLUISCVMZAPKYBU,Pepsi Bottling,Bqdhlubzqt,U,256877.0,4.0,,W,88.0,,6.0,413838.0
Mvl11613,498.0,Vixgawqqnqgwwgrboxlemnssnbxpvnpmjxlxydehbce,,Opxadcgdeghxmq,a,169787.0,2.0,5.0,S,83.0,O,9.0,1861550.0
Hwk11614,411.0,Pcwxshlnkg,Eastman Kodak,Lhgkgkqzmgsrvsxwnrs,,230333.0,,2.0,U,75.0,O,1.0,1690505.0
Smf11615,504.0,PPQODTEUSRLHURZQPFTMCLLBKDOHDIJXNCQZAKT,Volt Information Sciences,Ekengyhorcxbl,O,216513.0,0.0,3.0,D,34.0,O,7.0,1490414.0
Bod11616,432.0,Ozqcifztfimttgpcqsfmejerviktvzervijaccxicqpvgccmzcmfm,Whole Foods Market,Zuapqqohsipnlabqzjnguvbmsj,Q,324178.0,3.0,5.0,S,67.0,O,7.0,3093168.0
QQN11617,482.0,Updtumtmctb,JohnsonDiversey,CCAWGHO,,148285.0,5.0,0.0,,50.0,R,6.0,2095763.0
JLX11618,423.0,VPFMBIPFWAUUMCGIYLPPLPEWHTNHCWREIMRZLXEVXSDILKJIEFUVR,Sprint Nextel,QXFUKXAVNAYPOW,L,239613.0,0.0,4.0,W,14.0,O,2.0,131939.0
Hkl11619,416.0,Vpvqdzfiewodbmrrnqnbhptasppnoexbqraoknvngkuodeinfu,Hasbro,Tlglkisyik,,205435.0,5.0,2.0,M,20.0,R,,3039922.0
ORN11620,513.0,Tartkefwsjonipfltghniuhnholcxtngdoqauchjojdbtikjrszlvwgevypaibglalqxqxg,Mattel,SCXAZCEYYZ,G,285561.0,4.0,4.0,D,69.0,O,4.0,1463742.0
Qzn11621,434.0,gjftvtohtymtpf,Cephalon,ctietdmggsetwfvegzwqsbwygdti,,184724.0,0.0,5.0,M,72.0,,,1049466.0
Tlc11622,322.0,NUPCTAXZMFGNORPZGENOWCUXJKJ,Brown Shoe,Hunonbpowk,p,475871.0,3.0,1.0,M,21.0,R,,138783.0
WQU11623,382.0,jgneoejpfxaruplbocxrmvepjaujksonfwpegbfatmuyxbzn,,FXRZLWUNVFFK,,440579.0,3.0,3.0,S,77.0,O,10.0,718651.0
Ikn11624,328.0,Dbjfxsisiklokroannaxpvbzwmxydbghcrmrffcylejdbibdxlzik,Vishay Intertechnology,MQUTWSCIMHMCKFNVUEHBOQD,z,72779.0,0.0,5.0,S,40.0,,3.0,920521.0
Htl11625,630.0,khpcqfvpkftkdxihpaubdqcnnrxq,Brinker International,adgoqensqjsleekwszke,,48666.0,4.0,2.0,S,22.0,O,9.0,549247.0
kih11626,646.0,CNIFIHEHAMLBDFZKASFPQFJIME,Cenveo,Pajuqvxagoefgynodq,a,241031.0,1.0,0.0,S,64.0,U,5.0,2270678.0
Brw11627,361.0,Xmrfgxcdulpnmpsxzgelmfxgbxfiqhovvzicpbujepsnszt,Universal Health Services,Mcsnl,,76021.0,4.0,0.0,U,24.0,O,0.0,2339397.0
Cun11628,772.0,,Varian Medical Systems,huahgtztyekcojzbhgsahwuenl,,181204.0,0.0,3.0,,100.0,R,1.0,2813423.0
Inp11629,562.0,Tcbqzelmuwgqjiuklsmubdodruegmzzyejrsrevz,Flowers Foods,Lkmua,,16220.0,1.0,5.0,S,22.0,R,9.0,541808.0
JZS11630,503.0,LDISVEPXIDAWGFAKPGOVFHBWUFSKOXSTRGEUESWTHPBMKMRCJNQCRVABABBEFKTL,RSC Holdings,Pbdccufjujzbamqrfofdskypxmhbmw,,469891.0,1.0,1.0,D,85.0,R,1.0,722488.0
Gdk11631,619.0,Llwybughrtipjvmmwgsc,Laclede Group,Rulowacdpxvcemixfsvqas,,268371.0,5.0,3.0,M,54.0,O,6.0,86998.0
Dpa11632,417.0,Asasorclwahnpqcpguytavhdoqkiwvrrnzpmowmpuviyprotwivpdcyaeoclihselny,US Airways Group,Wecpixvtjzcxg,t,,5.0,1.0,S,33.0,R,6.0,2601068.0
SCC11633,662.0,HMCWMUOOJJKWRIZVMHWFGO,Becton Dickinson,pnaltoouvictymzkydqvqrdpi,,456501.0,4.0,4.0,D,60.0,O,7.0,2162095.0
MPS11634,817.0,Rkqckpamsedotdstauxfbffsdygvminacsppfyubprlrsqquvgsbtgkhtenlfjvbukofc,Liberty Mutual Insurance Group,Eteakjxkjxbpz,a,394332.0,5.0,5.0,M,34.0,O,0.0,2155545.0
pvw11635,626.0,bujqbnohyxwvvei,,Ueecixgiaxxvytqhjmmjesgokhz,,166542.0,2.0,1.0,U,4.0,O,7.0,2660702.0
Xmu11636,801.0,,Entergy,Joxqcoojrynuhxldqeapi,m,390981.0,4.0,2.0,U,92.0,O,3.0,2107157.0
Djn11637,552.0,Gqhakmpojcvzhhqqdsdctblzyfrqycqrgqizmtydolnfuzcyjaqcjfiakvgppniwkig,Albemarle,Gfxncft,,168327.0,1.0,0.0,D,84.0,O,10.0,1802795.0
qrk11638,458.0,Uvnfuqyrvszteqnyduaz,Cabela's,Hekfccxkwrqyyducfypnm,,137303.0,2.0,2.0,S,92.0,O,8.0,3821277.0
rgu11639,370.0,Cgdupsumrinxhmdxcgvrhoqfotqxafmmtanxxvvb,Goldman Sachs Group,BIKYELRIQAKGNHAJ,U,492039.0,2.0,3.0,D,53.0,O,7.0,3456261.0
azu11640,728.0,Ndeyurertgsjwabsggxmyoihkofxrbydqdkievioffnjqapgrihwsmevow,Philip Morris International,senzrdupqubjxijnarwcv,,124926.0,,1.0,M,95.0,O,5.0,130608.0
Jvu11641,376.0,Wirdlqydtvitlu,Foot Locker,Lzjdadrsnwugontofjihwjpbckrl,,471272.0,0.0,5.0,D,3.0,O,9.0,
MSO11642,713.0,Palggjokgatpmjncofyosbtgybtsttvkubgerqyklazuxpbxmw,Parker Hannifin,foajkxopbsjeicrsk,,3242.0,2.0,0.0,S,12.0,R,7.0,605798.0
qre11643,604.0,YRMWGVOETFKHSXRZILVYMTYSVHNYBRRDMDODGFGDVCIRQAZPIPUB,AptarGroup,Dhmdl,I,453844.0,2.0,1.0,M,32.0,O,7.0,2163263.0
hko11644,460.0,Jkhkcjqauolokltqdbrloeiasoecbrknvrwqahenxlcssrohlkwcxewwigvlcktndkmqglttdf,CF Industries Holdings,FGLHIDLLZJAAQFYJGHNOT,,,1.0,1.0,,98.0,R,1.0,2261388.0
UZV11645,482.0,,Securian Financial Group,SNQSYA,,375815.0,1.0,,U,31.0,O,9.0,727051.0
BCS11646,807.0,SFHSGWWHUP,Progressive,Jvwmrhaqbuijfmvm,Q,114122.0,0.0,3.0,W,73.0,O,8.0,3003110.0
ZIJ11647,509.0,hmvwdymtscuawerifugtaxicymbmtswirrclbciqgwblvtklxgvhdbnkwmgiebmslbsxf,HNI,Pgvopamymou,,400657.0,4.0,5.0,M,62.0,O,1.0,1857713.0
GWP11648,303.0,,Mueller Water Products,VWNUOG,,293804.0,4.0,2.0,D,48.0,O,8.0,3482902.0
Hdx11649,412.0,LAKGXUCJQSHDEKTPUTHNDXAHRFOSPMLQQWNOU,Vectren,Wfkmhhjfxkannoehibgjdlgrncoun,g,358678.0,1.0,2.0,D,40.0,R,10.0,2203791.0
Iqv11650,788.0,Zdtlaryhdovtewknhkkxadywst,Universal American,pdryfzsydjfjmkgatftclrftwvj,l,469668.0,2.0,0.0,M,20.0,O,10.0,
DLD11651,399.0,GCHNLXXLUVJLMNGZVPUOSED,Huntsman,Dfqfswwjtebrdsbypo,,139149.0,4.0,5.0,M,16.0,O,5.0,3855669.0
fha11652,673.0,Chjvarzpbwlvbbctyuhfdladbbgjvhuieyvikidbowrirfqbbysfhbcrkdccbwsivqtfctqbm,KAR Holdings,usjaevvi,,219988.0,5.0,1.0,U,89.0,O,6.0,1429825.0
Csu11653,770.0,lzlarrvtemzdvoftniefftlrwpsodswefcvvhbhfuvgpjppksnsjsiausigstxzofsutdvnza,Bank of New York Mellon Corp.,OAGUUQNMVSFNLANKWVWOUZSHXA,o,383717.0,,,S,81.0,O,3.0,313635.0
kbw11654,737.0,Szklqtmuxurfsmgnttqibbabfymqanjmpndhk,Windstream,BTAQMGRILUXVJK,,318528.0,,1.0,U,23.0,O,0.0,2868203.0
imf11655,351.0,Jsbyijmkczlczhlergiyfqkelfppzozoqjsasdqhmrjo,Coach,Lmujzmwyjrsoyhxgbtpl,,,4.0,1.0,M,47.0,U,6.0,1383741.0
Yjl11656,,Viyeuevfcnlmwwtqjcedvundgzchmadlb,Brinker International,Kqqibtqlkyvltt,,457930.0,1.0,5.0,M,25.0,,0.0,574855.0
Tgv11657,594.0,KWUEPCVZPLKKNXGTOESNESLHZZILNLMIACF,Cenveo,pcurhlmgjmdwuliuktzhlxfp,,413109.0,0.0,2.0,U,15.0,O,8.0,2325837.0
Bnz11658,845.0,fcpwfnhvbtyawxossfqihzngxuabxuavbvwmiyjsnqoijphpeurr,M&T Bank Corp.,exutdassepwdwgdsmkucveax,,375395.0,5.0,1.0,M,65.0,O,5.0,2689771.0
Vvu11659,431.0,Moyfhnfpkztwcbnwhduhpoifhpdiylzlmctyvcigvtspkgcgeqlzznvi,Qualcomm,PUBIUBIZURTBYSMPXQHSXKWOJGOLVF,,290984.0,4.0,0.0,M,88.0,,3.0,604936.0
Ost11660,633.0,Zolzpgpqommhqatxogpsfkaytawutgejelohpychvisjhvhxobonojhcxxclxqrwsqbtdluvhgf,GameStop,Mfrlaotwvrio,K,,1.0,0.0,W,58.0,O,8.0,3618949.0
VDX11661,621.0,Ujpmhopwambvibgyjtszkxzdfsqpragv,Mutual of America Life,Dcschfixbdvndnx,,223262.0,5.0,4.0,U,66.0,O,9.0,2369853.0
