prospect_AgeID,prospect_Em,prospect_CrRat,prospect_PoCo,prospect_FirN,prospect_AdLi2,prospect_In,prospect_NumC,prospect_NuChil,prospect_MarSta,prospect_Ag,prospect_OwOReF,prospect_NumCrCar,prospect_NWor
Uyj7679,IAC/InterActiveCorp,336.0,Enncjsox,qafdyn,Legbseyxfoglxjxwhgjzrgtwehtybppbbturfyjtw,306545.0,5.0,2.0,D,12.0,U,3.0,2070834.0
mhz7680,MGIC Investment,688.0,Lnprrdeegs,aqococfdutcrxipsdiizyfbigy,frxttcqtwmvcozbcgkzuhtqlxixybzxntwbuywlcvboycczpyxcp,7682.0,1.0,1.0,S,75.0,O,1.0,2617194.0
Sft7681,American International Group,581.0,PXRXKFTOX,Radeyutyf,hkoyjtywhpdhr,280763.0,3.0,0.0,U,29.0,O,9.0,2752340.0
gza7682,Health Net,670.0,Osanin,ockmjwrdbkxoaemodyftxmjcl,Mcukytevbntbtojyvvwfhtehrjkmqxqkainho,296945.0,1.0,2.0,,4.0,R,6.0,2611991.0
Rem7683,Mueller Industries,671.0,WWWMNN,MPCHPTTYJUWERHWMHALH,Upjgbbciatadkkxsnnqbhrckqcwhvmrnixiwvfosomwpzipmndogviptcaejebeyto,176399.0,0.0,0.0,U,100.0,O,5.0,3965576.0
cko7684,American National Insurance,352.0,tsqtfhsh,Duhgkwcceehrrqvnnirv,Jfwccnzmfbvapnjdqjthwagblnpiorcwdgqdewyr,97252.0,3.0,4.0,U,45.0,U,10.0,3550405.0
RLN7685,Morgan Stanley,317.0,zwyuac,Rpmqztmrghojzbyqnivxceyuiha,rjxzamoqpqhaaaxieysyexzcjsydrkljzlwqrahuyziejjjlrowthbvdeiyznzoauevkfgcwwdf,320588.0,3.0,2.0,S,63.0,O,10.0,1566093.0
Qjl7686,Halliburton,809.0,Gzgsvt,YTNSVR,Vcuqoxpqiagdsjlrlqdhdbwfvdyyehvbhxotjyaehcjzdxigaiwokkreeir,18284.0,4.0,2.0,,35.0,R,6.0,1944507.0
YNL7687,MGIC Investment,704.0,Shirfkrfppb,xgayrgnjhvearxja,Lzqpctubshjhbonplyvbkpvwaiklmxnoxbvdthmysxujjhrsjhtpiqcgvewteibauxmteqkccfjetjcr,,0.0,2.0,S,61.0,,5.0,3250645.0
qpi7688,United Services Automobile,411.0,hwxcimvf,AJSVULACHMZKBAEN,dbbiipgceoxrelirr,80228.0,1.0,,S,43.0,O,2.0,2806218.0
Xxi7689,Spartan Stores,431.0,xqkaxa,fubtbkexiuaacw,lwkuslewwpqlmqtkxlfnaaloqcougorfnnscaqzzobrargrnzztbcocqahhkqqf,39672.0,,3.0,U,98.0,O,4.0,2826399.0
axi7690,Moog,362.0,cjeriaaeunmp,Lygmiirioggkj,Whwhamkhcfwxwwdzlfcnrqajwcfczohlpahjoykdulkwozthxvs,225036.0,3.0,3.0,M,84.0,O,4.0,91147.0
Wqd7691,Century Aluminum,532.0,Mhhqranm,Xtslyxwajneuihyndtpz,Ydjnahnxjekwwvlbedwtqekyuhomxxrwyjdcurodxdrpbqyicvnycoz,224427.0,2.0,3.0,M,,R,4.0,1036928.0
jur7692,Hayes Lemmerz,442.0,Ztrxdxr,Fmeifzrxyvgil,Aphldmruwmbvrajtjkcnjadcaadjovfmwhcu,123153.0,5.0,4.0,U,18.0,O,3.0,2406965.0
NBX7693,EOG Resources,677.0,BVMLYNHCFOY,Rugvrsjeadcummqftfmb,qroliyuwlwkuquhoobibbvfubyjkpbqxuszyintthawnjjmrll,,2.0,1.0,S,14.0,O,10.0,3588199.0
Naf7694,Dresser-Rand Group,565.0,RBVXNHWO,RAVHHLPXNYMAOCOVOWXKHPS,Gygrsb,353487.0,4.0,2.0,M,22.0,O,8.0,
bzc7695,Sealed Air,365.0,Wfmsguhdyyo,eaxqrdredlfrhooq,Yiaduiiz,145794.0,3.0,1.0,M,7.0,R,5.0,2896930.0
Pmo7696,Blockbuster,406.0,Mcxklhj,XLJLRWZ,Fudfpqtgptlrxzduhykgxruxmidsscscoxfjnhnmdatvmkeldfqaqyarmbiicwnkzenypfzwsurnn,142515.0,3.0,5.0,W,97.0,O,5.0,312676.0
goh7697,Owens Corning,774.0,Lypuhgeezbgp,Wwqsseqcbmteqjub,AKNKOVOODFQXYTMPKDDTGBXOVJMTLKQQLIZPTOKLZUVJGUZVADSDVAOIHDTP,414775.0,0.0,5.0,U,49.0,,3.0,16279.0
Jfb7698,Robert Half International,718.0,TRKCEX,Qdakvyntptkywsqpy,NXFOMKMOB,125271.0,2.0,5.0,S,25.0,R,7.0,1536113.0
Hao7699,Wesco International,588.0,Kihzeilpneap,Fhpdqgmswyxgqjhe,Qadpqpabca,,4.0,,M,99.0,R,2.0,184474.0
Dwo7700,Dana Holding,764.0,pylzfutqftt,Fyetnnttkqoewqijbggbvrkxdg,IVLIDMMKUPBUAMMTZKKODCMSJIQFPAGHZSCIITYLLMSFTLFFGFLMGYPUMES,93761.0,1.0,5.0,M,44.0,O,5.0,2971869.0
RJA7701,NBTY,,Bsclhehzobfm,ktggcdbzntnxuxsiosyqegcesu,Usvdhflkxslnbtzzisdzvrtxahojfubansszmyjicqoxxv,397902.0,2.0,1.0,U,96.0,O,2.0,2256728.0
Lph7702,Eastman Chemical,657.0,Ieyjqvfhges,Yzurhpzqfcwgkwsgrkjzithjnksa,Slztmsoqjhhpzvtlgmxdagfuspobctdtmqidtayndzcwufilvguwnazchjpowkypgjwlgoweuez,123538.0,4.0,3.0,M,88.0,O,8.0,2127026.0
Rfk7703,Allergan,769.0,Zuttopn,Qijmex,,118013.0,3.0,2.0,M,33.0,U,,3476485.0
RFU7704,Global Partners,776.0,EHXJIUER,WDJNJGKCNRPTUNIQNNBBNN,Jeppnwgsxehnwtfwftgi,45737.0,2.0,5.0,M,8.0,O,7.0,908035.0
TQH7705,Fluor,343.0,ipazhhewr,Wjfwmudjwwybmmiubeqybeeniystl,fqsptuwgigbkjzqlzpcavlfufvyayzyjxpkejyntcxx,456999.0,2.0,0.0,U,55.0,O,4.0,
Bbc7706,FedEx,568.0,vvwizqanbs,PMWXCRMVYFVJX,proypfxamoqniedghhqcbhnoljrpkdejieltf,326910.0,3.0,4.0,W,43.0,U,5.0,3054149.0
Yoj7707,Polaris Industries,830.0,Lzxpul,luklinfqmglorhokwtwvhgqhmhxisf,Npryiyyucfjewtwffepmnkekuhubxqojvkpcglhfauktnjnttzprxagtflktxlasidrhsqjhwvlzaybx,166536.0,2.0,0.0,S,75.0,O,5.0,
lvh7708,Torchmark,812.0,Dwvezt,Mmxepsmk,wdwypgswmghpomebfxyzdsvrrmzejobbmlnocvzpjtjngis,337347.0,3.0,4.0,,66.0,R,6.0,248269.0
Zpr7709,Alliance Data Systems,489.0,WQSZWQBE,Ixsoib,Qbjvbdhukolhkvblzlpqvhoidbsxhjjidxewmpmeyviumfaknanhkawkqkicst,41345.0,2.0,4.0,U,58.0,U,6.0,1203267.0
LMG7710,American International Group,845.0,DWMXIPKTCN,Cwurvdjbmuxtioeqbpk,Abgxbgumkxdgtfxdnipqahoppnvqtycloripcjpwav,370209.0,5.0,1.0,U,29.0,U,9.0,3704743.0
WMF7711,Mohawk Industries,735.0,hrhbmmtj,Jhnamxkltxicm,johelumobsdscjxtegwoqf,343016.0,0.0,4.0,U,28.0,R,0.0,3673540.0
Qov7712,Vulcan Materials,615.0,EXIDAUKO,tdbtkqtfzcnjridma,RVREJBODDAQMNNKSVFCRGEEGYRFCHGQKZIJAMSVQCZSQXIKMEHHFOVJHJQFGKIOHOUNFHENWBEATHG,186990.0,4.0,3.0,D,93.0,U,4.0,982779.0
Vkp7713,OfficeMax,,Wqhgxcfrvqe,njcdtc,fviktddqlpzaihbnirmlzugjucssebcgjqwk,46562.0,,4.0,W,17.0,U,6.0,2778471.0
SST7714,Michael Foods,769.0,Lwuvkzp,OMBIVJDP,MHHPNLYPKALRGEU,98412.0,5.0,5.0,U,98.0,U,,2585134.0
Fuk7715,Vulcan Materials,406.0,htndjyvd,ITHLHECNZJLMPKFUHWZCVMIZPUWUXZ,Szdfmvhiydvlwhpmpetcnqcwscvrnbaih,436056.0,5.0,4.0,S,38.0,O,10.0,3591627.0
Brz7716,,586.0,Iadjghd,Erjrxnjctmkhgqwpjzuylkf,BTXEJWXBNTKNXZHXO,36008.0,3.0,1.0,U,44.0,O,0.0,1819561.0
Faw7717,Unum Group,630.0,,Ijqvmftaeaoeiycxxi,VJIXJQFCUTCUXUYATRICWNQEXFDOKVULJGBBLWBGAYQVJQEAREHYVLEKWJRBNN,417402.0,1.0,0.0,M,27.0,O,10.0,2857056.0
Jtn7718,Domtar,533.0,kvcqpv,lrntptwvbrtnvwdquqpsx,Lyljat,273535.0,1.0,1.0,U,94.0,O,7.0,1393892.0
too7719,Sentry Insurance Group,328.0,MFRHTZKJ,Ouzxts,Qabwlgqrbidnenyyuvbgrhhvvrgw,445562.0,4.0,2.0,M,,O,,759096.0
Kcd7720,Constellation Energy,753.0,BRXSSYJHS,Cxogpjlizzckvntqnvns,lqixcaatrhjqjovgxa,226333.0,4.0,2.0,M,60.0,O,9.0,2288668.0
Yhh7721,CSX,512.0,ijsdxorwqin,Piqrxkifkii,Ekuhwjayuxqperlxnlmrymdmwtxaflbhscqyncomfhwbxhbgjolmyxmxwmnplizhomhjceuxbntzlxvn,,3.0,3.0,U,48.0,O,10.0,3580824.0
Adu7722,W.W. Grainger,432.0,Fuxiyfjtqevk,Bflmgwcfmker,BTVDHAKTATGCRSNLNJIMRNEKOCW,,5.0,3.0,D,36.0,R,8.0,1681450.0
Kwx7723,Kimberly-Clark,323.0,Egxkelhxosoh,Gjxszyfxpweic,Rrzywqvopgjspxdxcvbavgnmfzwgrqwccgvekosmpedjjojxvpdennlhtb,271054.0,5.0,3.0,,67.0,O,2.0,1592047.0
uzl7724,Henry Schein,714.0,gmnioeblfn,Bjobwdoxutojkprezhmpqibkxthznh,anaeppkooczdbqjqbkncsjyigtdewzxxmwdxwigprimlifrikliqaffedqqvcdfwmnzkfzavdkxa,64626.0,3.0,4.0,U,63.0,O,10.0,3596545.0
UXY7725,State Street Corp.,730.0,Mdqarqysh,Nesaxzxlulmhmoxztefdk,Stltlktrzkoxogdnbkblwqfmeakmysqhlfzqcfhvuizenxftt,463945.0,5.0,2.0,S,55.0,O,7.0,3093246.0
FRU7726,Quanta Services,346.0,frzijg,DHICXMQRMKABXBTFUBDUUJDI,Rerwaixnthnmubexctjvtjfcyxbgybbnktinjlsedjzli,159731.0,0.0,,M,4.0,O,5.0,3867919.0
Bjx7727,Marshall & Ilsley Corp.,,Clktwlprka,Sfdjitmusbmcjxar,dwchwkksmytmabvhrtrjksknavvfiiipophpbzkcxcrkbvkylijdjyvteuurdprxb,190805.0,5.0,3.0,M,92.0,R,1.0,3245961.0
zkp7728,Oceaneering International,818.0,Fnbcpkispthu,BROVPAASJ,bytlgbvuqbpxdyxtlsfiowxxcobig,43888.0,1.0,1.0,M,93.0,O,7.0,600366.0
Lbo7729,Raymond James Financial,623.0,Gnczlyncstm,pntucfaekdacxehx,Xfuwlnffqpdtapbkklpohkpwqsumdeulnwpwxhdzwchksififvwsrkhnsclnewjhp,34137.0,0.0,0.0,S,87.0,R,4.0,1738979.0
TFP7730,Valspar,742.0,Qrlsag,Yuvfvyhmgf,QVCJYXTAFGUAOIOXDMBDBDERUGMAOIVLBVNVVWLXXETPF,196885.0,4.0,1.0,S,44.0,R,5.0,454564.0
XKQ7731,Live Nation,378.0,Bqzjycxovl,holps,Ckzlfaxlugy,206705.0,0.0,1.0,M,95.0,O,9.0,3912268.0
DQY7732,,323.0,DCJMXZP,Zhsdvrhwonsusgdyuqztx,Mzcgtsgenbpkvrvcivatdmlzrerricchgsjwfrwigwqccodqcirzbamczbgx,337299.0,3.0,3.0,D,61.0,,8.0,1966788.0
Ydl7733,Health Management Associates,684.0,rnvhdukwyktc,SWEFUTQ,Faarhmxaisozfaflppncgzgseppmdvpaxwxrmnowds,280247.0,2.0,5.0,M,23.0,R,2.0,985098.0
VGT7734,Wyndham Worldwide,390.0,Pqvdcrnumij,Trhovdcrqxthcnbbrvdob,Iqimsnxoqjlznmibgvgfawhyldnbyekclcogi,286206.0,4.0,2.0,U,16.0,O,6.0,
Wwi7735,Broadcom,707.0,SOMMLUWO,Fviodsrylzqxraxioqleo,Hikomhxvajrtzayxgrsnkk,153656.0,4.0,1.0,M,58.0,O,8.0,1053231.0
OJF7736,Aramark,368.0,Hjucmacpoyg,Sgzipqh,jbhtombsbmqfattyurifuucsztlxwmevresb,379503.0,1.0,1.0,M,58.0,U,2.0,
Czs7737,Aventine Renewable Energy,534.0,jxhbe,VLTBIX,Ujdehjjsexrvbhfomsccrawxahwifviqraxdqkwrxctnsbjpalxnofkxaaucb,19124.0,1.0,2.0,M,21.0,O,5.0,3885299.0
Zpa7738,Humana,379.0,Izrbiiz,lxsuouepduoidrjsneub,oepshgdeoddc,44001.0,5.0,2.0,D,66.0,O,9.0,895008.0
Icx7739,U.S. Bancorp,305.0,jnvwcxmcygu,Yczdgngm,ZXPOVKZTHDSOD,461564.0,3.0,3.0,,92.0,O,5.0,101325.0
jmm7740,Analog Devices,417.0,AJLYHOTFBHX,Kgqiqsawtbkpgsrsswfadgenvkxxc,,313750.0,3.0,5.0,M,38.0,O,1.0,1279719.0
saz7741,Superior Energy Services,536.0,Hptdnxadnxc,PYKDTNCFODSNR,Ddwtyl,78185.0,2.0,4.0,D,,R,9.0,3779634.0
Ybr7742,Freddie Mac,773.0,Iaahnutner,ohezji,qibrtlnduzqutxr,419102.0,2.0,4.0,W,66.0,O,10.0,742822.0
ncz7743,Autodesk,808.0,cxiytr,Htpngemoolmybunaep,,91366.0,5.0,0.0,S,55.0,O,10.0,2761827.0
WWO7744,Shaw Group,660.0,eblgypzk,osnyvlqpt,Equkcsmqxxxwumxbxwwitywddorabylfivwqqwiqhhfddufmuvpgrqqhrf,433487.0,3.0,1.0,,55.0,R,2.0,3749505.0
TKP7745,Commercial Metals,,pjkbo,Lbbutmfng,emdfadfnncrqvdbxpaourggzglvuzwihcttgmcpyphwyykhdoyjxnckulduebzfggrkslhohhwafkl,394286.0,2.0,0.0,W,83.0,O,4.0,391566.0
Mqz7746,Laclede Group,346.0,Ebgdmqzzga,Nomvdbagefjlngselxriwhzgpuspcj,OCDRZHIRZHWUMOLKZSAUWWEFMXGRLXIDNSOLIKWFNXKNDCZVSKCPLXTJZVCVYEIPPTXPXEHP,189157.0,1.0,5.0,U,27.0,R,7.0,2959021.0
Dqw7747,Seaboard,475.0,Oyykmr,bnkufhbxijwrfnjsppfsgp,LLCYBWYMZAHHVNXDAZQHHIATPRTQTTODPADNLVQNFDJSFFNXCRNNBJXLFMOCPNMAEBDHYWLBPYZK,22483.0,4.0,5.0,M,11.0,O,4.0,2776296.0
seh7748,General Mills,499.0,IAJOVENWI,Mmuplbewosfgftjogkaz,ikuyjikfbjxooeeyesiqbcuwliopqmapqfxibiwdsvnfjwlutqcwqpqqniucjloupoiadljagbcyfz,298307.0,2.0,4.0,M,56.0,O,2.0,
Nii7749,Family Insurance Group,346.0,Diustc,Nvzlhjvlnefxuixkftbrjpuhvvu,Xtnlcxyfosoplfrnnecugbgwglddk,353200.0,1.0,3.0,U,54.0,O,2.0,864947.0
Szc7750,Brink's,431.0,RUKHBIF,Nrxkbu,Ujiqqwqfwtglgwzqdvagemvhylqgipmmwdnphwuijxkfxl,185208.0,4.0,5.0,M,50.0,O,0.0,1146468.0
Mph7751,Medtronic,823.0,KFUIYG,Fqahvzbjrflxo,Mqmfobaorinrwvshkrfyslaccjsmcmcwamxommcqtscnwnxzlynlwdmgdgewfd,17790.0,2.0,5.0,,93.0,O,2.0,1702447.0
Bvl7752,United Refining,344.0,,IMELHPKYDEXIHELBQRD,doalizpktnbwdftrawmjymfjkjapladoceyzrwowlxlmxcjelouwgbqjcdfblonhojlffbfexkrjseiw,59420.0,2.0,5.0,M,15.0,R,5.0,2293642.0
Nbu7753,Smithfield Foods,709.0,yopqwvbyr,TFOSMWCFBTVKINAVEEBDKPMBW,,178200.0,2.0,,S,92.0,O,9.0,1529653.0
Emz7754,Medtronic,,GXYSPJAIN,ieomjcnhnyysvradllmznsyd,Yghqixirlazenhgjhhmgvuqwkfioxijfufxxtpxylferwxndeqtdfivmglj,162738.0,0.0,1.0,W,22.0,R,2.0,137515.0
Kkw7755,Cabot,354.0,Nueqkmojpd,Iqcdijgerjktuahlgojvlo,eaxyhkd,352913.0,4.0,1.0,S,25.0,O,,2754879.0
HCT7756,Electronic Arts,,Jcrxnu,ahvvihkvbextremvexfapo,IUTWAYEIDFTNFAQONUASUNWTCTMFLQWMUZQRAXOXLQHKLMMTGLIJPNGYPMHP,288188.0,0.0,0.0,S,77.0,O,9.0,929067.0
BBE7757,Seaboard,686.0,MINUYRRIL,geryrjjsknqvhuswavmrjmcrefmhoa,pndndohgkkxeoezcbxqxeodozdgciwayeqrmboug,385946.0,3.0,4.0,D,26.0,,6.0,1153023.0
PTM7758,DirecTV Group,643.0,ptiimoo,WTXMEESMJGTZWDYME,BOXPHMHJGQFDVJCIWJLRKREFDWGRCPFZHVUPCYMYCSDORVFMJRGGJK,136162.0,4.0,3.0,D,56.0,O,7.0,1933058.0
QJD7759,Allegheny Energy,665.0,PCMCPAKCZRPT,SLZAPLSIUU,Obsxksrxsfyvlylcmdcephtbhnqbudbpdcysxnigstcwtoymcvvptknwcaczyngapwdftxx,220449.0,3.0,3.0,M,16.0,O,5.0,3179244.0
SFE7760,Marathon Oil,519.0,ibuoegcyrm,Pbppda,,299284.0,1.0,3.0,S,77.0,O,9.0,2912318.0
rro7761,Prudential Financial,615.0,Uuvoy,Wvtticeyguuhhotrxgmqzsystjnc,Ymuudoodndgezqonyfmqiqzrvspufqcxxmjcopfrxvegerjxrqjcvbivkxhjfkdxnqr,334094.0,3.0,2.0,M,43.0,O,6.0,2828037.0
Imu7762,Dollar General,,Mhfhcibygs,FVVKHPCVSNGTUUITXJ,ORFRGNDHJNRCAMTSRLROBXCDJTYTKJKMCELLHKQMPFGCKEGQZIFAVPVIYLXVHNSNPBQ,364719.0,3.0,2.0,D,94.0,,10.0,495577.0
JPU7763,Schering-Plough,812.0,OXRCOLPAK,Jowuthjstdmjzpl,Vedkqqqccangzpgdlfuhlrxiooproyrutbgaevkcgkhkuejklxtcvcidysmvjvpwn,319866.0,5.0,,M,92.0,O,9.0,1793954.0
Luw7764,,346.0,Tkdllignncn,bctcbpqwkkayptutzjkym,raodu,71545.0,4.0,1.0,M,19.0,O,5.0,2347778.0
Fde7765,Capital One Financial,761.0,Llmkq,Jdpqlxxtfd,WVGRXHMEQAURUVCTXETGO,,4.0,3.0,D,80.0,O,1.0,380048.0
Bso7766,Collective Brands,617.0,Oaqeg,LWMWK,jssgcpqbaisoajgfnvldhzzizdbgdptjbtebeakcrgazhdteshfnfzpcbbqdtkciwwa,484457.0,1.0,0.0,M,64.0,O,7.0,
GVA7767,AptarGroup,470.0,,utkoptkxststrid,Ivnaeynhrihmhggcacozxjsptmqpojnk,176394.0,2.0,4.0,W,44.0,O,0.0,1918435.0
twc7768,Coach,356.0,Jutdcadqth,Frtlkivwiqi,CJPSRGJELVXVCGMZUGEVEZDNNUJZJMTJAAGQ,251600.0,1.0,1.0,M,47.0,U,6.0,2764457.0
GZF7769,UGI,,Lpacivuivyxa,gktsklphdxwnvhcrfcxrykqyacjavd,Hzpykvjzqlhdytsgaboxtixfw,145698.0,0.0,0.0,M,93.0,O,7.0,1510144.0
bvm7770,Forest Laboratories,806.0,XWNMP,Boxkdkokrcglmcgymhcxafg,nifolgpxsaurthtekwqhvnjbwhfyxvdbtyvlgokbmpqavzdkoxfspoxupstxpfz,492640.0,4.0,5.0,W,94.0,U,5.0,925182.0
zju7771,Boston Scientific,,Xzaatccwhtxt,dcgkvxonx,JMULPHHLMDEFKGBTPONITTLBAQPMEBMVYVQMLLLLNLQMDUOPZKXBUVA,266405.0,1.0,0.0,U,82.0,O,9.0,2566330.0
DYV7772,Worthington Industries,731.0,Xaulwtfkv,tpkpxsuytfvvou,yfswxwqjxlattmozifugibtljxujxhofzhcscahnzfqdxejbmyjfajnipqqwonywuy,307897.0,,3.0,,42.0,O,1.0,3668461.0
Gpk7773,McCormick,441.0,Honnirqpwrye,jgyioszfmrvmotbdz,vuxjxxfwsfchhlwispwov,53713.0,4.0,2.0,M,,U,9.0,2348645.0
Lit7774,Southwestern Energy,339.0,Pmwkcaesegkm,KNITXFSNBS,gqtvwhaagfoxyfhbyrrwxjsshlldpaxqyensebsdjykhkevlftutdrwpigeou,70637.0,4.0,1.0,D,12.0,O,7.0,616526.0
BZG7775,CC Media Holdings,822.0,qchtwef,Rhnezmjcmsrkqdccizjohntrb,Kjenzgouhgozkcnqnpbicdzeskqborvyuubbiyplfudvdw,384754.0,3.0,0.0,S,36.0,R,7.0,1828046.0
Mld7776,Jones Financial,487.0,Nycfak,WXVBQSG,Dforpysiy,411913.0,2.0,3.0,U,,O,8.0,1296407.0
Ujq7777,Whirlpool,664.0,qslprzz,RDVDSWKKDKHDJDKQGLVRVT,,499162.0,1.0,5.0,U,4.0,O,,903552.0
Bmf7778,Patterson,392.0,Vcqwwhvjybf,Iwefijhhrjcvvhy,Ljndmhnfqzsprygifatealsppnwpvgswetzzzmkbnjaoxlec,86635.0,3.0,2.0,M,79.0,O,3.0,230058.0
Jvz7779,Rent A Center,655.0,LOOBNMN,GZFLEWBIMDDKCYYHLGBOYDBXMGLXA,Jictbkhquitdkwecqmffgxetbldqoyocavdgopdwehsbynqknkcsseqclsbulxayobzgotal,228058.0,2.0,3.0,D,97.0,U,10.0,301320.0
ORQ7780,Ryder System,380.0,ssqxc,imfweqhdstdakmokjmlefmzhdbvwlp,xzyfjxjfeuojfouecgcitfaretgticqehgrkocwygwxqwturgsne,172125.0,2.0,5.0,U,37.0,O,3.0,2286525.0
Puv7781,Sysco,651.0,Gphjr,Idswueimrsbycluamujgztzwqfipvf,Dqjxdnzdirppetblzoymauhjzvqqiatmhrjppuodkayqqlnhwaikd,241263.0,0.0,0.0,,92.0,U,1.0,1482250.0
DAJ7782,Entergy,,Rncwspqx,Dvutcxgywkpttbkvzyfjmkh,GUGJFLCDDGKPREPICVQHFUEJPKQYRQYCMDLKAHZLRBJZVBNWWQESTBZAZKPIVDEYCUV,99175.0,3.0,2.0,U,78.0,R,6.0,3123257.0
Iaf7783,,652.0,Wfdkdkfp,Faywbcvwdbxvjwn,Xewlqueoojexdpcpsdechjrbosynovbtrhhesmqqlewvqmpfhpobhruuyejjxhucxgut,198444.0,3.0,,U,48.0,O,0.0,944918.0
EJP7784,Telephone & Data Systems,338.0,JRFAEYJP,YLPNDNVXGTDOCPCDO,LXWBSWCYQNWISZMFAEJBCQMMMCUVXWNXHYALBNEAUUNSOFPXF,250333.0,4.0,4.0,U,0.0,O,9.0,2050110.0
Bla7785,W.R. Berkley,779.0,Awpujx,undooshsgkeqftkoslmaaf,Tnalsvurvdhtldqiamhnwpzdheehybreorpjaiagippfoeztmvaph,,0.0,5.0,W,89.0,O,0.0,2077778.0
Yhe7786,,786.0,Ssjot,SGMATJJSVBIKDDBJPKTKATCRAAOXBA,QNVJEDPGIKCEYPSPXAIQRQOJFRJMFJIZRGMYUMBRWWGW,173782.0,0.0,4.0,W,47.0,O,5.0,1793821.0
Nfl7787,Cognizant Technology Solutions,458.0,Nmkbypdtmp,Rklrkfhzsl,nbcrjupiyhknikqbzseqouocvrlkgghsjkdavs,225849.0,2.0,1.0,M,2.0,O,6.0,1847011.0
Lrd7788,Popular,806.0,Oklorooxqq,AFTPYVW,Lmmqznlgcgrjghgswcjjyafzxxcjsrbneskskyonmwiphsepkuiugaggvulqmlopwovo,205194.0,,0.0,M,18.0,O,6.0,104018.0
Ojh7789,CSX,466.0,fjjakemv,CKXQRLOOSHQZBHYMNCAZ,OQIZZVDULJMX,40273.0,3.0,3.0,U,98.0,U,1.0,113431.0
Gaj7790,ITT,801.0,Rmlgrerbtf,Doeqhehoszhrq,VCGQQSURSUVAWKPRYRVOOQNHKHTBDOZIDRKXSULJEDWQKBXXO,388923.0,2.0,3.0,U,79.0,R,2.0,1721394.0
MHU7791,BJ's Wholesale Club,334.0,RPVDIFMY,cggaqkwp,RFKUZBAAKSKXYQODFAWGKWSCXVINFNULMZOVWZO,213273.0,5.0,4.0,S,90.0,O,0.0,3905265.0
Luu7792,Cooper-Standard Holdings,568.0,Ixbubrxyi,Kduyzgcfteqhvmxmpfngtp,vwlxspobxurdjhsshgqkwlmfoolgsnukxqkdkfcmdzsyytdsveptnwciepmvohqclqivhaqrij,499304.0,5.0,2.0,S,54.0,O,6.0,3710742.0
Bbh7793,Insight Enterprises,338.0,SGBRI,nynsipuzywbjggecpvknlcayu,Zdmmdklcnalbkfalprzrzkukmcyaewvotplddvawehnjfxtoucmlzmmfcu,439546.0,5.0,1.0,M,56.0,O,5.0,2289382.0
VGQ7794,National Oilwell Varco,421.0,HJSECFIO,Ycqpoklsnj,Mtstognxxffufglwakwzebvxpmivexnvwqjvdonrigmzuioqqopepffxmgoemxcfd,74548.0,5.0,0.0,M,61.0,R,8.0,2123750.0
Jtm7795,Newell Rubbermaid,312.0,FDDPZWE,ysfljjorrmdywfventrzryj,XTOALQPIMWMLTTNYHZFXKTAHUDSEWQQDFGZTCNIQJZGAKGLIMEMOIO,472023.0,4.0,0.0,M,20.0,O,0.0,1222348.0
WUW7796,Supervalu,361.0,qgpsxpth,Zhgmcto,Eaxymjkuhgurgphpiahqemiqrdinnxsnacgo,155245.0,2.0,1.0,M,95.0,O,,1746167.0
ojd7797,Amazon.com,626.0,Bdijvsupu,JQYDHVYIYTYTSQ,Orqkfmcondtsqjkjiwptoxnpxovizbxrfyblslu,95133.0,4.0,3.0,S,42.0,O,5.0,602321.0
Cvb7798,IMS Health,,btazmqvgcd,Ncdowbmgrubuhmne,IRNYXUZWGATEDYMP,208626.0,,3.0,U,30.0,O,4.0,
rso7799,Holly,445.0,pmvtjojeamwg,CLNPTFYLEZVWYPPHDNFUL,hmxlyjocunlhrfcixkhpvwxmwxgscexorsnimboptajpspxmtwwxlwbxsifp,338937.0,1.0,2.0,M,61.0,O,3.0,3509965.0
Tpj7800,General Motors,347.0,Qurmx,Caetayjalavmtqzvifgbmcgtrrgev,BFCZIHVPIEUZGTJATNBBEZUWCJIMNCBEHIYOALB,75897.0,5.0,1.0,W,27.0,R,9.0,1270225.0
VEO7801,General Dynamics,617.0,CTYFK,LQWGPXAJEPPPAKCJFRS,,354986.0,1.0,4.0,,31.0,U,4.0,2882457.0
Nrs7802,Embarq,830.0,ejfuenlock,Iptmvgzimwxi,AYJCMWSRRXHPNGRJWXGGILEHVJLGPQCLIXBUVPF,19973.0,3.0,0.0,S,40.0,O,8.0,2828480.0
Wcv7803,Murphy Oil,,ipiabeu,Xihwaxbsmriyojafwhwtq,LAQQZEOVHEDBKHYFQYEXF,47920.0,4.0,4.0,U,58.0,R,10.0,2709790.0
Hxm7804,Southwest Airlines,452.0,Saxbwptcbu,Deuokiidhhiwm,WQQGAIBZQMCIBNCVCIIKNWDJLDADCNUROILZDOMLTNHTNMXAUHLAEGXGKSXKVDBW,6804.0,3.0,0.0,M,58.0,R,0.0,3065674.0
Ktb7805,Weyerhaeuser,536.0,Hqoabpgar,Sfhopawghyqgy,Ulmjlyzyddxskmlrnaecwdhvxmhwkopoqzgvdlgshqgmcpjdiwayizobbgpwjjocwdpfhrzpnoado,210120.0,,3.0,U,45.0,U,7.0,1493447.0
