gncd,cntr,ntwrth,ddrssln2,phn,mplr,ncm,nmbrcrdtcrds,mddlntl,wnrrntflg,frstnm,stt,nmbrcrs,nmbrchldrn,mrtlstts,g,crdtrtng
ydr10125,United States of America,2650727.0,pdfpbgrcwkoeaikiuodrhruzqscxekbxnveceihlwzzwnjhpvgicwwnqidztnybakicgjeo,1-650-744-9126,,276763.0,9.0,,O,Okekcuetxilbzjrwjscuuvm,UT,3.0,5.0,D,30.0,713.0
ukr10126,United States of America,942320.0,Vkshxkteyltvouqdixzwoqkeogtncnlfplrbgrfjmarvynvcntklxucnsxgxjwhtftqfidqbgraqeaat,1-329-547-2429,KeyCorp,407817.0,0.0,c,R,Cbkqkaeqlxdeomodq,MO,0.0,2.0,S,17.0,567.0
Ixb10127,,1601955.0,CEVLNYOTNRABCMKSFCVNIPRBYALDKIDSFLAZPDPSWUGLSCVTDHOZ,1-356-745-0029,Liz Claiborne,5944.0,0.0,d,O,Xssgdqsssnvx,IA,1.0,5.0,S,85.0,778.0
Qcv10128,United States of America,160795.0,Ccuebbczppzprxbxzsoqspjidhqblybtmskzluiclmeldclyh,,Idearc,260903.0,1.0,E,O,Dtkmlpcn,OH,4.0,3.0,U,86.0,771.0
wsf10129,United States of America,1716505.0,rjcogviptoovinfectiswdca,1-778-134-2327,Magellan Health Services,464164.0,1.0,,R,DJJZBSHZ,KY,1.0,5.0,U,23.0,335.0
Sur10130,United States of America,3947705.0,,1-449-109-8029,R.R. Donnelley & Sons,327570.0,0.0,V,O,Yqcrqejcfy,ID,5.0,2.0,D,86.0,729.0
YAE10131,United States of America,864372.0,FVPFNRKVMSDUNLBVBSXXCBVWZPSXBGIKFKSXOVLQMHMWFQUS,1-883-152-4452,Teradata,395623.0,1.0,,O,qhmkediizreqonuddcogbxjhxhhc,NH,3.0,1.0,M,57.0,540.0
Dnd10132,United States of America,3653659.0,Ghweykqoxnsgkzghgualdggk,1-280-527-1037,Moog,150204.0,9.0,,R,OKPIHHW,KS,0.0,0.0,D,70.0,524.0
YZJ10133,United States of America,2019102.0,Jcuixgzzk,1-046-702-6274,Polo Ralph Lauren,99372.0,1.0,,U,GAOWBQBWLJGGNKVYRSS,OR,3.0,1.0,M,49.0,583.0
Lar10134,Canada,2324598.0,rtxfvksmxxnipcfonhugwqjgwqndhmyrkfuihtvxzudffymurkwvxwnxey,1-425-295-1156,Amphenol,425843.0,8.0,,O,Nrezrh,MA,5.0,,U,97.0,612.0
UIX10135,United States of America,2734459.0,Sqzesyhxplb,,Darden Restaurants,,4.0,,O,NXDHIWFWXGQZMTAVJUWPCHI,DE,1.0,0.0,U,,447.0
Hpd10136,United States of America,2601400.0,gtnvgvifnymfzfayttwoouymjyamxoalyrgekokzwzmkdxrwmwx,1-126-823-0516,Occidental Petroleum,171725.0,1.0,,R,mnmgafupiahms,Saskatchewan,5.0,1.0,M,78.0,448.0
mfv10137,United States of America,1723343.0,Vsbtkmzqrfptvqvrvsgevlnpwtqeszdlxnjxbshxaujsf,1-331-394-4349,Lam Research,434930.0,8.0,p,O,Gpqpucflrfd,Nova Scotia,4.0,5.0,D,21.0,636.0
Jxx10138,United States of America,3847768.0,Zgrmxtviyvevqdgvipigtxayynzicvegjyehkqyhwgeodhgspjpcweo,1-250-799-6150,Alcoa,222276.0,8.0,O,O,Xzlyanhhuptivgtlsreexzxzoepj,WV,4.0,0.0,M,2.0,461.0
Lrp10139,United States of America,2240381.0,tztoiqcheowlxvcdaujnidccnjsnaqaarfsgjtcjocl,1-016-633-4802,Noble Energy,169982.0,6.0,,R,Qeqdxqsfonatubvefozxlvhdgcteo,OR,3.0,5.0,M,50.0,516.0
phm10140,United States of America,1928554.0,Meophaxtvowjixwcpvwqyiuknmkhjolznxm,1-754-608-5179,PNM Resources,219984.0,7.0,V,O,ojfeseewxofwtvsbqnaume,SD,2.0,0.0,S,83.0,422.0
Fgk10141,Canada,1076966.0,,,FM Global,,1.0,F,O,EIJKAMNPXTZEWU,CT,,3.0,D,44.0,708.0
Wzh10142,Canada,26739.0,kljmpruablftnauuadfikvutkajbdxllrbakvzfvfsncwiwtmluuwjudygdj,1-760-234-6513,Apollo Group,496540.0,1.0,n,U,Nhrnnbe,VA,0.0,,W,54.0,
ejo10143,Canada,2954038.0,Chasnxgtesfjnakemttqypsrjpoumwgnwtqjuofrzrdulmmiqiesaxgenempkaopkoxgl,1-488-565-1411,,424483.0,6.0,f,U,Kkqaesuntgtzrwsjieiryfrop,ND,5.0,2.0,S,88.0,395.0
Ewh10144,United States of America,,ealbomewfgaknpuqovqwtecyoxgjzwjbgayccsqavmtjuqfjos,1-247-390-4197,Hasbro,431215.0,4.0,M,O,Wrxcwahb,Manitoba,0.0,1.0,W,40.0,811.0
tca10145,United States of America,831434.0,msitajspbcicln,1-636-321-1787,Pool,125831.0,6.0,,O,Igrsh,SD,2.0,,,0.0,826.0
oti10146,United States of America,1163933.0,ZWNWATUTVLHVUSQGJXTIERFESLOVAKGWCZDSRLSZXXLNTKKNAJOTDOWZBQMIFZ,1-435-007-2518,Guess,120400.0,8.0,x,O,Qtdumjboqkedszlexranse,GA,3.0,2.0,S,49.0,835.0
DUA10147,Canada,2434408.0,vujcnugvqlcbuitbqonu,1-251-463-1942,Complete Production Services,125235.0,9.0,,R,CZVGJVZCLUJKUTEDRVQAF,UT,3.0,4.0,U,59.0,499.0
Itz10148,United States of America,1866846.0,SNNXZYTLFHYJYFCYYZOHRQ,1-822-740-1331,Worthington Industries,431235.0,2.0,,R,kbeeo,IL,3.0,5.0,U,9.0,499.0
noe10149,,1509008.0,bufubnmpuzbrocasykob,1-433-729-0661,NRG Energy,400476.0,0.0,G,O,HLEUSCIKGKNKKF,RI,,5.0,S,,382.0
Flz10150,United States of America,,Hcplmvyuhqxlrmswudu,1-645-146-3065,International Assets Holding,251545.0,8.0,,R,Nrmulzcj,RI,1.0,0.0,W,29.0,318.0
HVD10151,United States of America,2946709.0,EWUFTJQFQTROJULFXELLJMILQILNQKSUFEMRNHNOPIPJIPMVTHNOEVZL,1-007-629-4260,,441938.0,3.0,,O,VKJFNK,SC,5.0,3.0,S,3.0,558.0
Cuy10152,United States of America,629196.0,BASXNAGIYWSYRIBSNRWEJBVCMIHLYGEVHQUHFCGPMCGSOMIPR,1-974-586-8100,H.J. Heinz,113342.0,3.0,B,R,Ljean,DC,5.0,5.0,S,14.0,745.0
Gjg10153,United States of America,2980525.0,ucwsdfexnzrpuuumrthffigfnbgsqlmqecbbaiwhjsynwgvdvtrc,1-546-511-0293,Nacco Industries,393449.0,3.0,,O,VGQUKEANKQRX,WY,4.0,0.0,D,77.0,733.0
EDX10154,United States of America,3035952.0,Kjnxridiaipbngbjfejqnkrjwzcwzyqtzgmlgiicwngstkapfmkxrygvurbsbtyunexemmojunnllokh,1-207-134-5331,CH2M Hill,,2.0,,O,Uajphbqclsvlic,NH,0.0,,U,29.0,485.0
Vmu10155,Canada,1096587.0,Dgwbyxnnciuiajbrcwtqtyxwksmsmjzv,1-421-270-1297,Honeywell International,400019.0,2.0,,O,XUFIPLNP,NE,2.0,1.0,M,52.0,824.0
Aaz10156,,1197636.0,Vynaupknagncsfaknxumegtcoxccgkzhsracfoenmiefbqxhdnysppifmfedhjjheowxqdrpxkm,1-102-426-3865,Apollo Group,342530.0,6.0,,O,nhrubcewozyf,NH,4.0,0.0,W,24.0,797.0
jlz10157,Canada,3173924.0,Vrjibolriykice,1-256-994-7665,General Mills,432760.0,5.0,,R,KKSSCBP,HI,3.0,3.0,M,61.0,461.0
Vst10158,United States of America,,bwibawfpxrqabedhyzpfeee,1-071-644-4919,Universal American,279746.0,2.0,,O,mujmgdjbrikku,SD,5.0,0.0,W,63.0,697.0
PPC10159,United States of America,1513948.0,hykerjfzoyrteotdps,1-362-886-6870,Cypress Semiconductor,287022.0,0.0,O,,LWOBHWX,RI,1.0,2.0,U,86.0,685.0
Ugl10160,United States of America,3485672.0,vfklftfmkvykoabidppptwtilc,1-135-126-1663,Newfield Exploration,262655.0,10.0,,R,FTWAENEEJNBOKBEZGZW,Saskatchewan,2.0,2.0,M,89.0,538.0
ROR10161,United States of America,2036104.0,Acawuquhxpqqjuskaktqjmhutppurqyxkxmiajffcpdworayglihyssnlgghcyeooylzjnyi,1-063-313-3436,Sonic Automotive,251389.0,9.0,u,R,Qxviuaoktmmapsbss,Saskatchewan,,1.0,S,79.0,775.0
Hfx10162,Canada,825520.0,Amnhdaew,1-219-558-3373,Piedmont Natural Gas,33953.0,2.0,,R,MDPRQEPMHMPHFZVNAMCJWKI,ID,4.0,0.0,M,,747.0
BKC10163,United States of America,813147.0,CSCQTBUQTDULNEZTQLJNTKWOMJXBAOKGEEXMSELERKXO,1-135-702-3449,Hewlett-Packard,67886.0,8.0,Q,O,ijjaeqvhxrqguznngerzsyelbq,WA,1.0,5.0,D,25.0,341.0
huk10164,Canada,248053.0,Mjjxcerliagg,1-169-524-9329,Hershey,110066.0,2.0,,O,Yngakleqbbtvbycxqj,NJ,5.0,5.0,M,63.0,
ues10165,United States of America,1611482.0,ncmzmapesyuaargobnhjtwjmvdfbxlxwcrxlhlsdmbjgiexbtdetliebfqfi,1-152-491-9723,Cameron International,163627.0,6.0,I,,NBLNDCVGQIILBWRLGICWPYVVL,IA,2.0,,S,24.0,629.0
DJD10166,United States of America,1225833.0,Yugheurvogiaagnchfoo,1-990-944-2978,Smith International,351954.0,5.0,,O,Mryeyd,KS,5.0,0.0,U,90.0,846.0
xxq10167,United States of America,1189043.0,HLWUZSOYBJYNNAOQPWKATAKSIYLQVQEHXGBAVFFM,1-330-441-2042,HealthSouth,284329.0,0.0,S,U,Onvcfgpgdwyuvnulhhydcwa,FL,0.0,4.0,S,86.0,352.0
VBQ10168,United States of America,3740022.0,Hwhsvsbwrjcckgvukkxafmkwnnudxcqjefzhaddglqzkvoozaurdyuwax,1-872-626-4173,Aon,193545.0,2.0,,R,Frqfcrok,British Columbia,4.0,2.0,W,21.0,459.0
ERY10169,United States of America,3403041.0,Ojjtraudnzpzj,1-216-127-5560,ConocoPhillips,181174.0,5.0,,O,Dsnmmpippqba,NJ,0.0,3.0,S,37.0,795.0
Jxm10170,United States of America,422445.0,UPJIFOWWTFPYCATWXPURHO,1-253-102-9184,Carpenter Technology,116339.0,1.0,,O,pnqibnjgyfyfozryeowil,LA,1.0,0.0,M,91.0,850.0
NCZ10171,United States of America,270100.0,Flezplkrcvfcaloiutvmtbdmxbldbuxvkuaryroczybbbecxskofeifhhtbuiikdzezkonflv,1-225-258-6276,Guardian Life Ins. Co.,377309.0,6.0,m,U,Nldronkzrjvfjrazjawayav,AL,2.0,2.0,M,32.0,507.0
IJP10172,United States of America,2679648.0,Qablynzbeqvyuebkkwjgxxigjmgphmcv,1-440-277-4984,Pinnacle West Capital,202945.0,7.0,y,O,Jdvktfee,Manitoba,0.0,5.0,S,15.0,458.0
mxa10173,Canada,825336.0,Dbhowhixadaxtxqeegzaiqnctxetfhumtwnclxycsnxmllotlnrhwhmpioqsvclxxhpyxnisysjget,1-178-260-2177,Equity Residential,449407.0,1.0,,O,Tbkakixnn,AL,1.0,3.0,S,83.0,303.0
Rfu10174,United States of America,3474905.0,Slzzvailqlqpvpwctbqxmdojswnqalctejwpezudkeutbgsyawyrzlxjvntcelnu,1-059-386-9118,Hayes Lemmerz,99570.0,10.0,v,O,FTUATQAKKXVIGDBRCNHYSXNHJRO,KY,5.0,,M,6.0,643.0
Yis10175,United States of America,2882119.0,Jbanoilypmcpvteribstkrqmdkceadwcbjklitv,1-850-756-4470,Dick's Sporting Goods,114447.0,2.0,m,O,Rzkzstppqkaqhqit,TX,1.0,0.0,S,18.0,484.0
foy10176,United States of America,2574741.0,KOKEERGCWYMJIMDESBSPJIJPLINZACMTCOJWLBWXCHKDUJPORQUDFHCPVPDFX,1-318-548-9732,Lam Research,162812.0,4.0,O,R,Rtnmdftwovjvngsie,Nova Scotia,4.0,5.0,W,91.0,474.0
mgj10177,United States of America,2115639.0,Qxlkmtyqsbrvfojwgdbwxbrhhkqfsoa,1-276-976-2070,Zimmer Holdings,,5.0,,R,Shkmvfysssgtcqubdhxhxji,FL,1.0,2.0,M,13.0,434.0
Dws10178,United States of America,,Cmkygdjlmooancjkjdltqt,1-791-941-3298,Chesapeake Energy,34491.0,1.0,,O,Rkhxkglamikadjteofnejnp,Prince Edward Island,2.0,3.0,M,4.0,354.0
Ekj10179,United States of America,3304708.0,OXZAINYABODMTXPICECOTCGQNHQODFA,1-888-986-6148,Jones Apparel Group,275367.0,3.0,,O,Mdzpvzobvwm,AK,0.0,5.0,D,26.0,486.0
COK10180,United States of America,584491.0,Glxbwflprgr,1-457-800-6184,Public Storage,394796.0,4.0,,,TVXLNHDSTKKAFXS,ID,2.0,2.0,M,43.0,
Emi10181,United States of America,2162559.0,Vgnbuzrzsmiucwvhqlkdmvnceijkpiuznlztlhnuoifn,1-671-643-8629,Scholastic,492325.0,2.0,,O,Nyjpgxgbndujplh,Manitoba,0.0,1.0,S,,823.0
Qvx10182,United States of America,2716136.0,Eljajaxolnkvaortmjxoibqwxjuptvorunjjimoufgdlse,1-230-938-7337,Goodrich,475218.0,5.0,,O,Bzpdeqgpctojkgklymlvkocvgnjm,GA,3.0,1.0,S,35.0,552.0
Qvd10183,United States of America,3571884.0,Zloadqainzcrawdnfojvpwgmexhhmozptpffczgnqupymhvhpujapwucilktqkttbrtul,1-189-728-1183,URS,113415.0,4.0,,U,hkrfugeotbbdxyqxhphvcqebdbqjn,VA,5.0,5.0,,78.0,623.0
Exo10184,United States of America,2309111.0,Bohshiohcwywpnqjsvndkjcnuvufllwtacreprjuprpqrffrwnfuxwm,1-078-580-5470,Micron Technology,196979.0,1.0,F,R,TVJFMIUTDLTOVKSEIEADGCKOC,KS,1.0,0.0,M,67.0,427.0
kho10185,Canada,3565753.0,Owxxannnulmyocslstyjpuzjgbfmvikkbiunomscsdg,1-905-881-1154,BorgWarner,316453.0,10.0,,O,Rynvvwdbhmudwn,DC,5.0,4.0,M,35.0,843.0
TFZ10186,Canada,2523625.0,Dmgisvpiwyhpdlrfvhznaxqxdkoyohneanxquwrpazb,,Loews,262582.0,10.0,,R,ijtbqiyllzvpnapj,AR,2.0,2.0,M,37.0,501.0
pss10187,Canada,2692054.0,,1-626-178-3655,Abercrombie & Fitch,262739.0,9.0,,O,Szsylitlnuxvpfilsuadkfib,British Columbia,4.0,5.0,M,87.0,457.0
DQX10188,Canada,398734.0,Hqmbbgbuulmfammnmvkzumndwiremimrpxtutliihaajkoidzmsqyuecklaxhuo,1-887-302-9538,Kroger,151735.0,2.0,e,U,Zhcermbxzznstqpjhb,NJ,2.0,2.0,S,64.0,714.0
HXS10189,Canada,1925063.0,Hhbfkywhbfsnvbv,1-240-262-5059,Hormel Foods,242290.0,2.0,,R,DDUKIDLIZGCHYCSSJQZJDDXTW,IL,4.0,3.0,U,69.0,428.0
ysd10190,Canada,3808365.0,Xnxwdkftuocweocglqsqtfvcgspfurmvdggcgenpeqihbvngtjblokypuqxtudhfjvnveu,1-748-381-5388,Newfield Exploration,151263.0,0.0,,O,qqkluyvrkilekeggcjjaekzs,MN,4.0,5.0,S,23.0,389.0
kap10191,United States of America,2072590.0,Gihfejikoykbikqrnzwcfwaymmnjsgqailhpwtvgafxcpkibepmrlbantb,1-862-840-9142,Huntington Bancshares,377996.0,0.0,,U,Hdiihefgrtutriyratyllsb,GA,4.0,3.0,U,95.0,694.0
Alj10192,United States of America,2780593.0,Fjgomljjhmpjlhmcdvpkxzvdgyhrpfilxwbmcmurvpylfxdhuisfbekhinidrxxl,1-978-846-1339,Rockwood Holdings,450338.0,2.0,,U,oqrvziwpgbiyipcbcnsrqkui,GA,2.0,5.0,U,11.0,610.0
Fcf10193,United States of America,3305354.0,tolwqoyggncysiimleqcuyfrshmmyhrkedpv,1-774-447-7502,Washington Post,499532.0,8.0,,O,Foyafdqcohvpgvs,MO,3.0,3.0,,11.0,831.0
KLG10194,United States of America,1256202.0,jzxtobfqaktkrhouwhguiio,,Sherwin-Williams,146611.0,,A,O,Tvxnn,Saskatchewan,4.0,3.0,M,94.0,449.0
Isw10195,United States of America,818177.0,fwjjpuvhwsdcqrrdqlvrwltlvmnbtwjkbhapcijeuupgyqpgwmltt,1-542-058-3311,Targa Resources,109259.0,9.0,,R,Dlmmoeoerirpbeimuenwmpm,Manitoba,0.0,5.0,D,36.0,500.0
Dqy10196,,,Ihowpssveobqweburuffvjfcbgmxauacctgsnhtowsscjvtmgtvcusbpnzgrgpulrvhbtsuh,1-284-403-2435,Molson Coors Brewing,279206.0,,N,O,efuwcamkh,OK,5.0,4.0,M,43.0,644.0
Cgx10197,United States of America,455549.0,Gmniywriryeharyyojpsyksfntwlvtrwdptmphdvuewmnyxtzhdiqhjzycnmcoamqqwqclhhbog,1-864-920-5405,Cenveo,160038.0,9.0,w,R,Mwxtnvvcbgp,OR,2.0,0.0,M,98.0,366.0
Olk10198,United States of America,644793.0,iswacwaqawwnnncxxumdfmdzrspyrdqyewgxypsujilmjjghwyqhn,1-391-445-0964,Curtiss-Wright,71615.0,1.0,,O,Sxlhtuvqzx,MS,3.0,1.0,U,,
UAS10199,,3756827.0,XRJTAWZWMKIEZKRCAXYKQLXFFQSJFDRDPFTUNFBXIXIITRZAQKGUNYAADIVNGCGCRKDOCEY,1-367-707-2825,PPL,99302.0,3.0,,O,Tzntgagyktzqmnsxmfpftsd,OR,2.0,5.0,W,54.0,396.0
ilx10200,United States of America,1364726.0,Obfcusdijtxorgdvrogttfixaixcrxllfnqxxqjvjkarcayw,1-199-191-3144,E.W. Scripps,251984.0,10.0,l,O,XCKBSPUHWMFHWFPRHLROXREMEAO,AR,2.0,5.0,D,12.0,357.0
IRH10201,United States of America,3227799.0,kjakvagvsfqhfmfjpjazeesvrnlcekjktexwkvvvg,1-551-963-0150,Peter Kiewit Sons',395211.0,3.0,,O,Ylukbssgpgrjxhgmcm,British Columbia,3.0,3.0,M,83.0,698.0
Jtx10202,United States of America,1287470.0,OMONHADSBI,1-849-529-8512,Bon-Ton Stores,198933.0,8.0,,R,Knittgvcx,Saskatchewan,4.0,4.0,W,43.0,455.0
njh10203,United States of America,1303967.0,WOBDAXMJBWFCJICZGNFHSLIVJZXISMCMQCOT,1-560-642-1051,Steel Dynamics,284462.0,5.0,,R,ZTHGGNODVFRKHAHAQSUM,WI,5.0,2.0,M,32.0,551.0
Uas10204,United States of America,2754663.0,Lzlbgtqukeootjsemajjaxpfwjj,1-780-692-4864,Stryker,339749.0,2.0,B,,Dlfnalgporsgv,SD,4.0,3.0,M,90.0,374.0
uoo10205,United States of America,3479037.0,,1-693-536-1979,Ameriprise Financial,128994.0,8.0,,O,rudegqxlcfljtkdmottw,FL,5.0,4.0,M,29.0,786.0
Wju10206,United States of America,,Ctjnzlckjufyqtdnqvxrevxpvwmbijxmjimqsbrfleiggltqyv,1-333-017-2553,Liberty Global,279419.0,5.0,k,U,Hdbmupdtuqmtdtvdxjzdpngffc,KY,4.0,2.0,W,44.0,704.0
MJW10207,United States of America,2217586.0,URKOTSVABHDNIEW,1-137-841-9232,Tenneco,256401.0,8.0,t,R,Mdvtplfhyvprikwq,MS,3.0,2.0,M,,371.0
hon10208,United States of America,2517242.0,Rssssuixlvfejlzvyncsljlnnxonxliyjmelvljztjbxryuttmjoogjckogjikd,1-072-117-6982,Oshkosh,458467.0,4.0,,O,Rbwcj,NH,0.0,4.0,M,59.0,500.0
BVG10209,United States of America,2023809.0,Lmjjblleeqjogjduddpcbs,1-091-369-4943,E*Trade Financial,342835.0,0.0,,O,pdqomfnluhjvucmlqvxeyim,MO,3.0,5.0,M,19.0,498.0
MPB10210,United States of America,2828530.0,olqdvfkkbnqrvipknqqdyaodvmokkgzbmeeklmjevsnhewsv,1-789-178-4962,Phoenix,254407.0,4.0,,U,Tswktlcbuo,HI,5.0,0.0,U,87.0,394.0
Xup10211,United States of America,697489.0,Waikyouakucwcjkdulcpdmgtzah,1-350-031-4106,EMC,365046.0,1.0,,O,FCOSEMGVJQBNSUTOGDUOHBTHFEID,TN,4.0,0.0,S,35.0,493.0
PIK10212,United States of America,1943704.0,Hzqmsmksyhjlskciqbbh,1-485-114-6547,EOG Resources,363919.0,5.0,,O,RSARDAJBWIBQQMKSTGMKMPAYTUTEYO,LA,2.0,5.0,U,97.0,325.0
pnx10213,,3577030.0,Qlhjqkzbxggtfhwptttoqbvoefgduptfwiicngxyimuezqyuzl,1-325-442-8359,,292912.0,0.0,,,nosjbmkkodlng,VA,5.0,4.0,M,34.0,556.0
zcp10214,United States of America,2244329.0,Nagxhsplbtnwaiblbjlyosgzsavmngnkpgdksolnnohrdjorwtkvrzrbbqepmbcaallqrs,1-539-478-2074,AK Steel Holding,11403.0,7.0,,O,swmauemtoyqeejaetiarbnb,British Columbia,3.0,5.0,U,97.0,617.0
fot10215,United States of America,262316.0,JQIMDGVSHNIPPGYNYHBSJBNUAH,1-247-770-8070,Tupperware Brands,228427.0,7.0,,O,Qjltwjrnvuu,ID,0.0,3.0,S,64.0,507.0
twk10216,United States of America,694599.0,Tlbtztwqifwlttfurfrptsyngeldjdegwmuouynixnazgqraojssnxhhfatnyvorwjlqvag,1-989-550-9428,Microsoft,288645.0,,,O,Hchahtwt,KS,0.0,1.0,M,55.0,521.0
Fvi10217,United States of America,696957.0,Sbqtepbadqmkhfuktriqieyuiiifgpcbeh,1-658-176-9673,United Refining,119977.0,5.0,,O,KTZELHJFSSYXCLYMXMNO,IL,4.0,4.0,U,73.0,465.0
Dpa10218,Canada,2614436.0,eurlgopkevqddtciuurltdgugbiebyaazqrrlayiudxvzqpmsuhttimpivxnwis,1-827-703-7037,Mirant,250020.0,6.0,J,O,Limdcco,RI,0.0,4.0,U,66.0,617.0
aok10219,United States of America,2160612.0,Vcwhgkxseevnfgdrnayqvbpz,,Paccar,496663.0,3.0,E,,Dobqljx,WY,4.0,3.0,M,32.0,332.0
Mxn10220,United States of America,2774914.0,orvnkgtpqevko,1-999-914-2970,Brown-Forman,32827.0,0.0,,R,Vycmfaamgiyxo,AZ,5.0,0.0,M,51.0,597.0
oko10221,United States of America,3744612.0,Qfohntoopgofjznxbhvwzlbybcbgudjrsbfijzwkzenivcykeejlw,,Mettler-Toledo International,,6.0,,O,Cingsmyewlxnx,PA,1.0,3.0,U,90.0,600.0
yzn10222,United States of America,3982376.0,Mqxlwiffbznppscozfdzefzhrj,1-807-035-1274,,392216.0,,D,R,Tkwzqknejlkouwxrqwkqubvervexjk,LA,5.0,3.0,M,16.0,850.0
VXB10223,United States of America,1568808.0,Lzrwolcuhzmyyhhpgkxkteksyihwekq,1-922-803-6732,,329986.0,2.0,N,O,LYAWQBLAIPDAHMDQRPUGCKEWORFH,HI,4.0,,S,91.0,697.0
Ovc10224,United States of America,2815276.0,Augrxapqbtvvhdjovoxsaietkwoow,1-659-535-2851,Rite Aid,189732.0,1.0,,R,Rzqtvdpjqqkmtenn,CT,2.0,0.0,,98.0,543.0
RDO10225,Canada,3469348.0,TMUAAWEMITKVHXVHPDJIUYPDTYYPUP,1-947-929-6176,Ryder System,376032.0,5.0,,O,PXVRANVYWXTQVZFOOCTO,ND,1.0,1.0,,64.0,528.0
iwo10226,United States of America,1582854.0,zhfshiaqvuvjypqoytwutupzfcvzglbqmlmzbgwmtocoeozxedmpmnasdbqlzdodgextavrrdeut,1-202-524-9333,Interpublic Group,427290.0,1.0,Q,,dgpfrboto,CA,1.0,0.0,U,35.0,520.0
glb10227,United States of America,1988589.0,Bbfmtyoverjirinmdxkhvizrcbawboathtakimjusiefhfeszpjznxybmsvihqnjk,1-555-717-5969,BlackRock,185583.0,8.0,,R,Xwymdsvjymjnghyqvlmhwkyr,WY,2.0,1.0,M,86.0,809.0
YCW10228,United States of America,67168.0,LXOYVYWMWKQNAIPOFZVPANRRRMIONMMMJOPJOGJEWY,1-730-960-9835,Con-way,37890.0,5.0,,R,MEUQCAWIHSVLRJO,IL,1.0,3.0,U,15.0,780.0
mwr10229,United States of America,3711947.0,GZHSOPJQTZOPSLHVFGMUAVFWIZGZVOHKYEWXVTQIXDEODYLJSMYMXWWEBFTNETSLMYXRZXVJ,1-616-431-6343,National Fuel Gas,45881.0,5.0,,O,JTXZJHWPUYVFINRBFP,TX,5.0,4.0,U,33.0,788.0
Hkh10230,United States of America,,Znvdeymkafxjhxdiaednw,1-757-543-2666,Sigma-Aldrich,108797.0,2.0,,O,QLYZZFBDECA,Prince Edward Island,4.0,0.0,S,43.0,679.0
Yuw10231,United States of America,3355966.0,Ekdkzgvujwjdvbcbuxfqpojnwfvvlqpeaqsxxykustmblktegefxuwut,1-747-042-7061,Allegheny Technologies,460379.0,10.0,,U,Ptelbomfcfn,AL,2.0,5.0,S,93.0,347.0
veh10232,Canada,2942345.0,belltanvmymipkabdgmeujumexcagtahdagtfosvyw,1-353-153-6199,Benchmark Electronics,475461.0,0.0,m,,Ajyjzjw,British Columbia,3.0,0.0,M,94.0,485.0
DYC10233,,3331379.0,Gewehpgpathkamvlqvktnjzpxdrgbincgowfbuxfwmwwoxeysyvkjckezaexhcmhzfmaejtdqr,1-305-836-5798,Symantec,96759.0,2.0,,U,Efkxojlhrhulpclrijwarke,OK,2.0,3.0,,65.0,678.0
Tzh10234,Canada,2402663.0,IVIECANOTXIUZTNVVZWJANTKEYCHZKPFNBTOXQPIEMUBKEOMCW,1-888-274-4897,AmeriCredit,,1.0,,U,Mabiqruppmzfxkyxqtphgrb,NV,5.0,,D,55.0,506.0
pem10235,United States of America,3921984.0,CXPTCEWXLGHSFFNMEFXICUBQFWDPCMFRUXSQQBGDROSEWVFRJEDCBTPPOEGTROGRCEFKGWLCJUQV,1-708-347-7463,Superior Energy Services,312460.0,0.0,,O,lprkkuwlgvgwuaruxkpclp,NC,4.0,0.0,U,19.0,608.0
SIB10236,United States of America,,Obovmubnxcvqnqbhvidbtpvoqdztbdypvpbrqxcpczthjoqgjm,1-812-655-5848,Terex,59454.0,5.0,y,O,CTOCKABDFLAHFUR,DC,3.0,4.0,M,6.0,608.0
nba10237,United States of America,2448532.0,CEHYBZUJTIEKWCASWGALIOIUXEWNQ,1-760-083-2764,RPM International,98322.0,2.0,Z,O,Sfdyyqcsqsjaiaycfuamdeaqa,WY,2.0,5.0,M,36.0,374.0
Hgp10238,United States of America,2661793.0,Hyrmhxaqr,1-409-184-9309,RadioShack,199607.0,6.0,W,O,VFHKWDRHFUUZKYFYOOEVNVCHW,KS,0.0,3.0,M,95.0,388.0
Daa10239,United States of America,1126683.0,qbdviwcqrtqycdirsetdypitaenqrij,1-846-110-6221,Toro,229741.0,4.0,,O,lfcvcnwcqwfezqvzxnijwvsb,MA,5.0,4.0,S,47.0,535.0
Rqf10240,United States of America,19011.0,sklyqxkvhtnx,1-770-886-8729,Timken,321814.0,8.0,,O,Rzydpbfjosmpgoze,MA,4.0,0.0,U,1.0,787.0
Rvf10241,United States of America,2527888.0,WPBQLTYLMGIUGJTLNOKMKSTOKIVTMRTJOIPRQDHQOLLMSTPSXFDDVIKZEEXIBWR,1-062-332-3497,,170780.0,6.0,R,R,XOWCSBZ,Manitoba,0.0,3.0,S,66.0,493.0
ILS10242,Canada,594174.0,NQEHFZYCMZRAWUQEXHEJEAMOEHSCBDH,1-918-803-3349,Gannett,177028.0,6.0,,,MZXWCEVEQOLYBILPGGNBCHAURPHU,WY,4.0,0.0,M,58.0,442.0
TIW10243,United States of America,798470.0,Oacogsptqkgavvvcvtpnavrzobhqezxmvjwhywjuidecmlcxoklvpyqbivaifkgnhbienkhpchwoxhjy,1-192-632-7346,Charter Communications,426889.0,3.0,,R,FTBVKPVTNDAOHDXGLSRYIHTYKQA,MI,2.0,5.0,M,22.0,768.0
