State,NumberCreditCards,AgencyID,LastName,Age,AddressLine1,OwnOrRentFlag,MiddleInitial,Country,CreditRating,Income,NetWorth,NumberChildren,MaritalStatus,Gender,NumberCars,City,PostalCode,AddressLine2,Employer,Phone,FirstName
VT,0.0,Yux6803,Yuxxr,62.0,Stlwhrmszxuhfunvxuxbtiramjceubmdaxmcwuqrrbholvbrhfnmqrutof,R,,United States of America,303.0,59937.0,2680913.0,,U,,4.0,Yellow Knife,Apewuvg,SWUALLJUUJOCVDPMOFVHWUPPFAICEGQOAGJTNHSJKWNPFRHPQIXKJXASNGGCCPN,CA,1-710-647-6861,QBEIRQMGVF
SD,4.0,NPJ6804,NPJUBX,78.0,Gqnueigpfjzhrgyjqofdxylilpztcyljlmlookgzqhexrxqzyulcrxonnwwgqtfmogvbxyerynrio,O,v,Canada,506.0,344443.0,2222881.0,2.0,M,F,3.0,Topeka,IWRCOFGB,Smyqhdtubhgfxemoysdspiajcmnlzctmgxdytmqhbakssdmgxehvcjy,American Axle & Manufacturing,1-952-783-1321,Xxukamfsawgiljtd
Nova Scotia,0.0,xkz6805,xkzunccakuhesfhnhzkypaibscbuqm,86.0,,O,,United States of America,356.0,126712.0,2803153.0,1.0,U,,5.0,Shreveport,Mfdokeklb,ktgeyjcodotmtqkbalhglrhpzjatlzmegtnsdgnptbjkuzwrfyrbcjsu,Dell,1-481-836-5200,Ikgnodksnkncahrtd
IL,3.0,obj6806,objzchimvitv,64.0,ZHTDWOYGQBDSYVGHZCOGTBBNPBDJMJSATJCTGCGOMRUVAJFOXMGCIWRFKVGJOF,O,,Canada,677.0,210548.0,3942787.0,2.0,M,f,5.0,San Bernardino,NLDWKX,Lfycxctrkawchtkdzdelovexcmxcwrmitzw,McClatchy,1-751-587-2419,Hfuabuhwgpfqzoqccmepcnxx
ME,5.0,qyg6807,qygbemfnjgschd,86.0,rqmulednghktwsajkbzgnkjbxsgpgzhepxwyv,O,K,Canada,837.0,340763.0,3984242.0,0.0,M,,0.0,Fort Wayne,JHTON,ltjsqgbwojlmdftgjskrooqgwvfujknmtfjzmmtlsr,Oil States International,1-242-815-6288,Qbgiioeeri
DE,0.0,YDI6808,YDILLPTENDNCFNNUQBW,0.0,omnghhc,O,,United States of America,526.0,121448.0,1757349.0,1.0,S,m,4.0,London,zooxlnimpj,gdtopuuefoecdlelaztfhfajsbbjzygh,Schnitzer Steel Industries,1-302-703-8106,Vgorbsfj
NE,9.0,Sow6809,Sownsqbjeiinpuwh,43.0,GPAXZBKKLKDFGXWPMOKDJDBESWLQBKTRPONBDPLNCQEWGIWWUZWBCFMEOLDYLH,O,T,United States of America,371.0,38281.0,3528295.0,4.0,U,f,4.0,Chicago,Muydotbutj,KQZYHHDUQJXSNLXDLFEIBDAFULCHKSTRSC,Ford Motor,,Rzgclcgfpcfe
Nova Scotia,3.0,Udk6810,Udkssmel,13.0,Kgagpthrrqnznqirindpjcjwtmfbytuxhquhrnpibqwjxvtpylrhdwaldkrugevps,O,B,United States of America,304.0,387962.0,950607.0,2.0,U,,4.0,Rockford,PCJVLYBIOQH,drsmfybrmvrmnmjgyhdfaghwkglznvgyqcjdqfvqpneotodtqgtmysasewdfhsjwi,Cigna,1-899-736-6864,viulepdawfppdmazsqpcj
Alberta,8.0,Suw6811,Suwrabs,8.0,Wwdqketknzhzprqigxtocujitaaxfnmceviaeilekouneoihqxjvmvwsd,O,F,United States of America,,388741.0,561457.0,2.0,U,F,1.0,Salinas,CEVVQERYLSV,kwthrjnqevn,Westlake Chemical,1-691-185-1745,ORSSVCSSPYFTFJJXGFWGRUP
NV,1.0,veu6812,veuhidwuejshdougnmbiqppxgkrsby,0.0,qxugrehowxswbpzwgcgwvftkpgyclvregihawlgkwvzegbkmphqdxybftbcav,O,,,318.0,88407.0,285892.0,3.0,,,5.0,Columbia,zucdwzae,Neneoxkcfgqigi,Sunrise Senior Living,,BUWUJ
NH,,Gmy6813,Gmyuakuioonep,69.0,Vowibggyi,O,,United States of America,450.0,135442.0,1673415.0,2.0,M,M,,Louisville,STDTU,GMTCYKRUGE,Consol Energy,1-545-619-6255,iiqeq
GA,7.0,Zax6814,Zaxsoknvuwt,25.0,Wiranzatlxpkdvqywjswjhskzyjgfjsucbdwedwov,O,B,United States of America,638.0,398074.0,3259237.0,3.0,M,M,4.0,Kitchener,Kckep,ppryffwwsrvmwaazigalmcfgdwedvtzgxldnqrznbylnjccnckyndwtuupsbtbsakoue,Sunoco,1-687-870-6026,Fjlogceqkzlxsjxef
Manitoba,5.0,BKW6815,BKWNUXPYK,8.0,Wrhvnhikvpbmevnvqqggwqknv,R,K,United States of America,598.0,208569.0,1898642.0,0.0,S,M,0.0,Grand Prairie,PSZYVSKIUG,Rpahcj,Unified Grocers,1-627-622-0865,UMULPPQUQYUBZOJLFOFXYBSFMG
Nova Scotia,8.0,Nbe6816,Nbegysum,2.0,Izafhpznkdhjadzgwfkvcbclfbejwtbtdhqsrkwqlnjflblwghimdftrxwvekd,O,,United States of America,302.0,96025.0,221880.0,4.0,U,m,1.0,Wilmington,Bvdwpwqf,Wfwsncckpb,Affiliated Computer Services,1-285-567-5880,Jcfhekpqchfqwyofium
FL,3.0,Clr6817,Clrffocgttdekhsbgbspucc,55.0,,,,United States of America,571.0,,2725021.0,2.0,M,,3.0,Huntington,EJMNU,Ffwljjddfowxvobqhccfd,Entergy,1-410-219-7194,JWAKB
RI,0.0,rci6818,rcivzvdhqijoetlelgddake,14.0,yrabpnkpobhahkoffewmcumjfxdzppchsgjateppdeodwlthylimwccblrizkaraixbfasaiva,O,,Canada,760.0,487416.0,754994.0,,W,m,0.0,Fargo,XCCZVDLAZGOJ,SEPENERARXDMGXLWMIWRMDVWIFMRQXDGZJMBBEL,New York Life Insurance,1-256-956-0120,KNKSUCJBSP
AR,9.0,GAG6819,GAGHQIDLXQYULJ,38.0,Kmaypafhwmyiovynhcawtxkrbwoxgrpaqblklftxnmllsmulukmpansbvztanbyqfouchzmkqfckzms,U,,United States of America,747.0,424260.0,2469139.0,,M,,1.0,Jersey City,Rmixhvh,Gzqolbiuwlauoynuqskjfiamrvgxveziogxwdxcwavbsjcpqmtoakgzhbjs,Allergan,1-184-565-8795,Uafsgobnjmipxvvytqzth
MI,7.0,Jrv6820,Jrvekgoetqpgdcxcewsipbhogcispc,,Njaurguncrexdbyuuddkfjtsatqajod,U,B,Canada,308.0,436009.0,168508.0,5.0,U,,0.0,Plano,Smtibudocq,jagjgccnxpbgfuchezgurgtimweyswnkhtjccfkkfslkmtaimsuqgpvnwioncubckjggoy,PepsiCo,1-196-153-3083,FTGHURNE
OR,5.0,Soh6821,Sohplkwrquz,34.0,hvuwfnwcpkqifmsjazukbkws,O,,United States of America,616.0,,1721397.0,5.0,S,M,4.0,Ontario,Vpmhm,XGIYCMRDSIBJSEQPTRALIPJKQXNOSWFLLQHAKNMOSLYEWTSYOXYWFYIBNGXBJDGOFHRMCUJTERGGKOCI,Dick's Sporting Goods,1-615-289-8433,ZTHXINVGND
Prince Edward Island,6.0,xtb6822,xtbnt,61.0,fcmmcmpzzkrhigrjvobwzvnjn,O,,United States of America,626.0,47197.0,2446614.0,2.0,S,m,3.0,Modesto,Chwvadiraw,Mwqoyjdevniwbkcewmkgfgjzpxkxpawwiizwgeslednbxhihybibsnuwhpktgdpxkzjwvvaofqmi,Noble Energy,1-186-732-6722,LDWIYOBDZ
WA,1.0,wdq6823,wdqba,34.0,PLICNDBFOEM,,,United States of America,,105376.0,707607.0,0.0,U,,2.0,Houston,Qbqhulbxz,XLHKQCPJDASMJWJMISNCCFAIFUOBVGZEMGSGAIGY,CIT Group,1-252-954-5896,Akrvux
OR,5.0,Ozk6824,Ozksgoyhqehmcxjqngerltbn,94.0,lujlzpmkxbczkixdjrjwuyxwogjpxwevdmeqbrfps,O,,United States of America,655.0,480639.0,2958402.0,2.0,U,,4.0,Orlando,GTKLJEGI,SESUKHILCOEBTTFDYMGHJWTCBVLWM,Apple,1-188-603-9617,jdulqstrcqkv
ID,9.0,iga6825,igabdbplgpgmmbjpglqpb,20.0,Hrffhuwrottzmlgbveomeolisudvoybdhfnyxkozyeeacrrmffpxpnhmgauavn,R,,United States of America,827.0,249447.0,62902.0,5.0,S,,2.0,San Buenaventura,Ednwvqnkpi,Rdfwujlqcxkzfjbfvniirqipwzbssajcxzypqibg,Kelly Services,1-646-539-2441,MPAUCLXMAQ
MS,1.0,nox6826,noxdbpsgcrpqdboqnlhaft,99.0,BXDEZTEBYPXIYDIMXXHPPQUMLJAKGKWPJCLPUIREVDFTNCSVMHZHYKRGRWEDQYMASKLU,O,C,United States of America,,126996.0,1035794.0,3.0,U,F,4.0,St. Petersburg,QTWCKV,Bbgmjgnzpamkyc,Iasis Healthcare,1-902-196-4812,Wupfbkpucbvzpdjtunhk
IA,9.0,jsc6827,jscrrf,14.0,Kxfeophalgprdrdcralwecoliuqdsbrlvuwuul,O,e,Canada,651.0,141280.0,2107506.0,2.0,S,,,Independence,addxp,FIQDXGLWBRCIVUEXQPJOUTEWYREIVFEIJCAMBOCZHAIEVDSVKOJWFIBYT,Masco,1-073-720-7500,rtbuplxggsuticyplqopj
NV,10.0,Rly6828,Rlyfttaoptenvdsado,8.0,jkqihzplpieutlaajknsrhyqjqrweviqwpkztdmtaybgvz,R,,United States of America,354.0,140964.0,2684166.0,3.0,M,m,3.0,Philadelphia,yigzbnk,,,1-444-491-9611,Hthubkpyrsarhuymucaet
WY,0.0,cdq6829,cdqxmascdlprn,28.0,UTJSMHNYJEJBFNEUNWV,O,T,United States of America,673.0,45826.0,2416830.0,5.0,W,,4.0,Anchorage,lcyxnqi,Nbmnwsqnnt,Spansion,1-341-680-9720,Lirzeuedppzpywvcnwlsaoyrgmtdj
KY,4.0,Ysf6830,Ysfaqhzsfibhgfhw,57.0,GGBXCAXIMLNZUAWZUUKRFXELVGDDHMXWAINFBLGKKENZNDKWCRCQDZKQNKO,U,u,United States of America,378.0,36319.0,870400.0,2.0,D,x,4.0,Lansing,CDHUIGHGL,Wsjkilhgtgnngwtyqirizapwwwkzhtwwrovpbxwnfdyhjemdcsicclpqcwkiwgen,Inergy Holdings,1-650-625-1032,Qytisfsvodefjqo
NC,2.0,Feu6831,Feumgawyhoqjrvoamsy,97.0,,R,Z,United States of America,646.0,440940.0,3190864.0,3.0,M,,0.0,Tempe,Imvxmoyugq,YCCKSKGHQISQANIBBYAGIBMVSRRXQGNUWLZNJXAIAVDKKNGDXN,Sempra Energy,1-889-621-5647,Ubhuzcokqylcktxdssqupw
HI,2.0,IQU6832,IQUQDJEIXXWO,72.0,AEDLMRWBPTGVRFNDSXOBTRAIBPRLGCOKCMAGVONHFWSAUBPHTVDHURTXKB,O,,United States of America,452.0,486614.0,326820.0,4.0,U,,0.0,Spokane,Givpnivfge,kiiwsvxhcffxwitxrsczqojzvpar,RPM International,1-514-680-9847,Oxwmj
AL,8.0,MVD6833,MVDUQN,50.0,jlexnfjkfzw,O,m,United States of America,369.0,201420.0,2680286.0,3.0,S,m,1.0,West Valley,Csyrh,RIOWJVYJBNSYNYHLHA,,1-161-789-0238,AVMDXMEIYSVXEBMOHKSBNGTZBQY
NH,9.0,Mmq6834,Mmqqhsxtny,68.0,,O,,,663.0,28084.0,166271.0,3.0,M,m,3.0,Riverside,Fifrucwqhn,jtxxmrgwfbrcthkiclkmthn,Hanover Insurance Group,1-313-528-6070,xangeyt
NE,4.0,Xbl6835,Xblcihcjex,81.0,Wmhiwalhpcozfzpudkutosd,O,,United States of America,719.0,15195.0,1086768.0,,W,m,4.0,Mesquite,Yulkkdc,Phmhplkyxdidegzwteuojxsqeasqpdauabksvpitoyehdagp,Las Vegas Sands,1-910-244-7336,Icywfqkvjsrjggdnanpfa
KY,5.0,aii6836,aiimkrnoh,63.0,TGDMSSYSAALACQEFNWOCGGDAOMAYSEVWJMARU,O,,United States of America,561.0,63771.0,,2.0,S,M,0.0,Fort Collins,Ipmnnpyc,cfxlcfkrpskldvogcfehkufeyfmiwbrvxsle,Annaly Capital Management,1-988-875-9114,MPWPYARQRJYQ
NH,1.0,VZH6837,VZHDFNMUDAMTNOLRCPTM,44.0,tpvmphgaebvhtfngvdpfcajckuigvvybfvuamwnnwkbvvodssattwqmcktgrwtpgdlh,U,e,United States of America,584.0,484801.0,33298.0,4.0,S,,5.0,Denver,dbtbbihkiw,DXOAAIVGCNYLQPGRRTRTH,Plains All American Pipeline,1-738-666-2567,Znnijgpjfolhpufcbjkigvvpmsxqtd
MS,2.0,jiw6838,jiwhzvsrk,19.0,Ozhbfgfcfp,R,M,United States of America,530.0,338162.0,1145202.0,5.0,S,M,0.0,Austin,Brwjqlmckon,LUOGNCUNGUHXVPRISUAGCGTKVAVKJIFUQGKFUHPGEJFFUBWRCYBYHRTUJHIKNIKRAOTYFVHEAL,Liz Claiborne,1-720-957-1453,cttmwagbdkkmpuinvptflzkaf
GA,8.0,Gwc6839,Gwcpuygsoaweqduvvzqspwmjyezfr,25.0,,O,r,United States of America,792.0,149429.0,2845604.0,5.0,M,,4.0,Columbus,Lswvqyyexstt,gbkgtrqyrlnvhchslbrrovltirldpxzqobueiabjhrdkfdrbbnthmjitfqevqavyeexehbnwh,Boise,1-265-241-5352,Hzfosspbdlbjsghpkno
WI,9.0,Dqs6840,Dqsbuporjbebrqhqhhiamf,77.0,,U,X,United States of America,442.0,314929.0,3228408.0,4.0,M,m,0.0,Santa Fe,Qohtqrlq,Muhyprnpkmjlskna,Wyndham Worldwide,1-017-255-4007,Bomueoticedpweprbdavowwjbpdg
MA,5.0,Drr6841,Drrtlqrmadzwgqmfecpgts,21.0,HMXFSGCZ,U,,United States of America,495.0,450425.0,2122258.0,1.0,U,,4.0,Huntsville,Wcivx,nzpihqnwamunaixuosvifpfictpmjtnnvuihfawdolvqnztyfwjdqc,Delphi,1-572-058-5243,ZRDZSGCKAETYQHPEPLNBQ
NC,5.0,Wmb6842,Wmbyq,100.0,nxmifmlsjguvynypcidpuhpntpvspssoejnqitbugpvmqaonxzc,U,A,United States of America,373.0,27263.0,,0.0,M,f,,Arlington,XXYXDW,ISZPCOFKPXDZCHZPCGYMRIQH,WGL Holdings,1-584-224-0824,Wtcviciljgenqje
NJ,1.0,Pwk6843,Pwkwdeilqccxrxgbxhvqaenhcj,37.0,Rdhugeo,R,,United States of America,758.0,77662.0,3700171.0,0.0,M,M,0.0,Glendale,,Iofxvvvfhypsrtwphrrjmiyomcivyeqkqafqkbnxzvvtuxbdsfbxmduhnsctecdfzoyvnqf,Lockheed Martin,1-314-865-2937,GQWXXZOMR
MD,8.0,Gkl6844,Gkllgdinrro,21.0,Lfmahmksevzblxra,O,T,United States of America,441.0,108337.0,3668604.0,2.0,U,,3.0,Augusta,,Yjchxhimmbip,Newmont Mining,1-555-395-5537,Cbkwhpuwxsfibpjf
KS,0.0,Zwn6845,Zwndhmktmhzpanzzvpjdmps,33.0,LSOVWBOZGCOALJTVDVZQHXQHOWDSCNOKMGXSRMPVJILKWMWFZCFSKCTMRMVNKMYEOIEPLIIWMPPCAU,,,United States of America,830.0,237116.0,964306.0,0.0,M,,5.0,Pomona,Ckaadtenoy,Yybnwekwxryga,Hertz Global Holdings,1-267-033-9920,GHIFVE
LA,5.0,QCE6846,QCEIUYAVXYAMVXRMOHAVD,,QACQUJPLDBCRHLSAIHFAZIVOJHKEKVZAPLOZFFGHLDJTONKPCKMJIWHHBGI,O,G,,437.0,331631.0,2264126.0,5.0,D,,4.0,Durham,IKPWUXDENWGL,UQCBICKVKHGTEIDIVFCPLKHRWSEDOBAJMQUYYEKRHHPGLHEZKRXRPJASLGBYRXIOBCNKAJLH,PPL,1-231-568-4467,hhalnhdiaavpcytpllxpuijvo
Prince Edward Island,6.0,lqs6847,lqspf,72.0,Cquzpuuecetpokeckjflqhfurgtbsurcdwciwuna,O,,United States of America,645.0,456577.0,470427.0,0.0,M,,4.0,Las Cruces,enngvptgwbv,INNFEKCTXMHOJILORJKQETAWP,Tenneco,1-096-765-6302,Omptq
LA,0.0,Zwd6848,Zwdgfkbewjyptey,66.0,dmuaimflckuxlhevcyhrwwkxkcaaypisvwizbdbquyb,U,n,United States of America,843.0,325930.0,2356220.0,0.0,S,F,1.0,Detroit,Yjeabyz,kmbsiakvhptdupwhujeggdmffsmigzbzkhmfvwxazxbggknli,Reliant Energy,1-140-953-6860,Ytcqctphpldhjwzpwdjmtheorxcp
MN,4.0,tno6849,tnotnijtk,83.0,Tcmfsedjcimbxprqgggh,O,,United States of America,830.0,174452.0,1865469.0,0.0,S,,2.0,Dover,hcnxiob,WJUTEQSHQDTDSMFXOOVOCGYBDSRXZMTUPUWYKXLFPZLNYECSSTBPCLRFZKVPJUBLAXL,Chiquita Brands International,1-832-934-0260,GUJNUMGSTDAVJTSKQTCKWUP
SD,2.0,khu6850,khuadhgwaenqdpkxjvzlxpdudlm,5.0,Agtxdmdntjhahahpcafmzalafsseeutgokrhxpfspodixtqdkysimb,R,j,United States of America,754.0,117727.0,3001773.0,,S,,4.0,Kitchener,Xfrdvmllha,Fudxqucetexjphocwi,Covance,1-638-539-9671,Tigrhbgknrll
WI,9.0,Yzw6851,Yzwfaelvptbehtxgosmkniotkuqxi,55.0,AMVOKTMWPEPACXHMEDCBOMSHHBOTYBQUCYWTJZCQHFCPTZLGDQYGRURLRFGYZDJSWKWBEULBVPSUCURI,O,x,United States of America,650.0,384913.0,1802267.0,2.0,M,f,0.0,Waco,ZNINVJYKZ,Azphlpgmsuzlicixnpgntmxqdoontlpkqquofvynwhvjqir,Valspar,1-329-364-3177,Cfervnwatzjtaqkndeqmns
AR,2.0,Fmx6852,Fmxsuqd,,JJYHSKYAOMBSNDWNYHAHELNPQJQKYVAXVVBCKAHEJCRDJQLO,R,,United States of America,328.0,147765.0,1836902.0,5.0,U,f,5.0,Sudbury,Ozuwop,hflatbjfcnrxzimufbqkb,CBS,1-591-503-8463,EUIXTJIQKKIWWRGGMDEHOHMF
TN,10.0,mad6853,madlwxb,,Sdznnzmkcggucmziglwlekrafrgprm,U,Q,United States of America,542.0,40944.0,433485.0,5.0,D,,3.0,Garland,Wvhhkd,cunthvtwkwhdaipziqfkiaqwjbptkeisjvbnm,M&T Bank Corp.,1-083-006-4942,KQRYEKIOJDOFFVSQGQU
NY,1.0,eak6854,eakuajwjmytqxrdylrectd,61.0,Zijlwguxxm,U,,United States of America,752.0,138293.0,1690599.0,5.0,,F,3.0,Lancaster,gqgclib,,Oshkosh,1-295-619-1013,VHWXKKNUM
MN,7.0,LNP6855,LNPAPF,59.0,apxxxjogcwdebndtdljijvmtiwkyxemexjuxtsryclejctckvd,O,,United States of America,584.0,75661.0,2439826.0,1.0,M,,1.0,Salt Lake City,MWIZCRFJ,Uimtdtzyhooxuquiojdcsbiibxrzcsjlmcandozmlomlcvcvtavgpkkfnpwvf,VF,1-109-867-6544,OLJNZF
WY,7.0,xru6856,xruihbhwenfn,,Acctrglqmtcmfcaqybzejqetxtcxzs,R,N,United States of America,449.0,10242.0,308179.0,1.0,M,,4.0,Greensboro,Axrtnj,Tojjdkmrjullt,,1-352-217-2805,RTENPILFGLBKZFUPGUXH
KY,5.0,Ujo6857,Ujouogisbeerjfpsmltduinszp,,Dsasumuashf,U,,United States of America,,325116.0,,2.0,M,f,1.0,Tucson,ihxybdya,usesdlturcstwfbjqkyjtreoezthumjqguskorogpsvcmcuptwsmgcndhjciep,CH2M Hill,1-503-397-8841,tehrtwvcozjiszrggzj
HI,9.0,rvc6858,rvcsrvyechamliruntbg,92.0,jcoudlfzjrirwqsbhmpxcwruoxaxzoipqordayyifersaxiovjtifo,R,k,United States of America,576.0,16211.0,1138608.0,,U,,5.0,Madison,Ovysx,AVIDGCEYHYPHCBTAUFXFJAMPVJEUJXUTWICQEPSKGEKFSPLPAIOL,CB Richard Ellis Group,1-200-077-5789,TJISZCKNBUEYVOAC
AK,1.0,Qod6859,Qodjd,,Tjsvyfcasgxnxfhpomrcdtcerkgwmxabxuuhqtezmbzbwilylatnaphedmhwwru,O,,Canada,824.0,303523.0,,3.0,U,f,3.0,Salt Lake City,bsdzpjzn,hsjhllhfgsxoxsljbxkpigeotgxugmvn,Invacare,1-797-098-3303,afucwp
MO,6.0,PNS6860,PNSXIJXDOWCEDIUKBMAOWOYOVV,21.0,,O,,United States of America,777.0,131798.0,3092690.0,0.0,W,,1.0,Madison,lkfacznc,Wpvxwbidmmghngsqvadhrubreitiluxaumjpoxpcmokhmefbtgdvwyreoe,Medical Mutual of Ohio,1-894-949-0510,LOFVAPUBKCBXYG
CO,6.0,RNA6861,RNALOYMQKWYFTNVJUWAFUTIWN,32.0,LMUCPLTGDLWY,O,y,United States of America,,,101919.0,5.0,,M,5.0,Mobile,zqsspale,Scfgpvktleyfprhrhao,Chevron,1-456-396-6843,TYXNPWDXUISD
Newfoundland,3.0,LWQ6862,LWQDMYQQOVURPGQROKDK,,gadmqazohfkaiwvljftuwxgyeriaiajoch,O,R,United States of America,311.0,493902.0,1420635.0,4.0,M,,1.0,Great Falls,Bpulvqafhb,Iurnlicuhbbt,Weis Markets,1-946-217-2465,Forron
British Columbia,9.0,Ylm6863,Ylmakbqmhbqa,94.0,nxqdfaobmwpxgnqnrmzrkuadnlexznnzhrei,O,q,United States of America,425.0,370346.0,318117.0,1.0,M,,3.0,Indianapolis,Oafpnuwbhu,zjvrlln,Tenet Healthcare,1-057-980-5406,xxzysowegfgplvmmxpwfjtjnse
WI,7.0,Ajx6864,Ajxsbfiknbhocukwblxmbsjlu,60.0,ziadbrgweaavcvwoianumhxaqbbzlaafaurouuboe,O,,Canada,809.0,9086.0,208601.0,0.0,U,,0.0,Charlotte,Glbilpkws,Kdtrtpxhjosmlhzdpngsjlhptfbiohrnxkmutuhmocffejqgpowfkttwxtqwdtth,Bank of America Corp.,,Svnngjxdqmyuczp
WY,7.0,gem6865,gemcsezqmuknjmdqrudb,83.0,Pvlqphptyfhtwvckjugujzzctnxpniaffsmrxuqkcuppulwuefosnnzkwdmoruasxncibwtjbqfkglg,U,B,United States of America,,,1783090.0,5.0,M,m,3.0,McAllen,NCJBC,XGTUPRZPMLXCRZAWUVICZEMOBVIYVVPHNFCJWVFKWIJKWUVFUWWSPNMZLNJUOYQDDKXRDMDR,SanDisk,1-589-564-0231,FXYKYYTUENVSZWHI
ND,3.0,mfw6866,mfwtaepxwasffqwjcugnmdam,86.0,EJSJXHTSJKERFOTTNHCBJCSBPOB,O,,United States of America,604.0,122883.0,316680.0,0.0,U,M,5.0,Milwaukee,Nmshlt,Hmoqgcdwiyawtxptihogphmiwtfrwlaqjffiezwtspgaqeyaawuxofzuebltukhdbcg,Dean Foods,1-195-130-0495,Weyuelpwwaoaswljxlgmggpqdgu
New Brunswick,3.0,avd6867,avdomldvfhlttyfmv,5.0,JBKKMPEHYCZEWWEPCEXHJP,O,,United States of America,566.0,194485.0,718740.0,1.0,W,f,0.0,Houston,Wjusmdqncll,Jkgfgyztualjfkmhearerohmh,Equifax,1-854-171-6430,Hyghvneamfqzrqjkpzeg
MT,3.0,OLS6868,OLSTMJAIIIZ,73.0,dponejgmxtcaytijrykbaketupykepubjazponllzmkhrclpwd,O,,Canada,318.0,5108.0,2439678.0,2.0,D,f,3.0,Windsor,ylkdc,uetcfjhezvlykbkyawlfmgkgthhrbjzjczwieruwenhntrkujqaycvxvvs,Harris,1-254-945-4089,MWWRMNGNCKQPPKGNPQFMDA
OR,1.0,Rkn6869,Rknemji,76.0,bkghmdsczdjvsnocmfdmgukumylxujiaqaizfwxflexxjqqebnayzandr,O,,Canada,453.0,119964.0,469619.0,2.0,W,f,2.0,Halifax,FRGZWVNP,bqbfaujweibltriatijjcr,Leggett & Platt,1-201-233-7307,GAIWWRCJTIZWGYSEDFMLIMTCE
UT,,num6870,nummuagefzilmddtqbvrzm,91.0,JQLPFRZLKTWGVQCJONSJARQCJPTXWNGCFDVSLVKWYXPWCEVBFSCKSHHKAGDNTFXNMLPTDMIM,O,v,United States of America,,283734.0,309786.0,2.0,M,M,4.0,Billings,Xgstntasraxf,Yvrhmrsnydiiolsmbyaontwnrzyup,Clorox,1-263-291-4582,Agcaabxdufrlqatubqrscbaqhclv
Quebec,5.0,Mpf6871,Mpfvul,9.0,,O,V,United States of America,361.0,305227.0,1073800.0,2.0,S,,5.0,Moncton,,cdamkbwyfeevixnqijxpjeevagukqhuslocgzqdgdfsvpehmgynyhavkjidaenaronnjayyvdomcdl,MPS Group,1-463-195-3071,meiwxwtlmjdumhsmdwjtjgrtnrn
WV,6.0,ljc6872,ljcmkqrhx,54.0,Aumderbftuclqaprgftrhhmhkbzshnkvafqqlhbprjdzdwsdjhtbdrahs,O,b,United States of America,308.0,101333.0,3388326.0,0.0,M,,3.0,Sydney,Tqsdgmsauz,Hlyzrdqx,Xilinx,1-786-557-2854,Lrxhdwlzc
New Brunswick,3.0,txo6873,txooevuduktvl,45.0,AWJRCPIXUDJSKDPIATJHSXQZFCGWQU,O,d,,318.0,411731.0,1116300.0,2.0,M,,3.0,Yellow Knife,BCHGHGUKEPLP,Sshcutwbnlzkvqgrbupxrstlq,Pride International,1-143-144-5537,pysgrxosm
IN,2.0,Hux6874,Huxwupbxgmsdkqxmqcy,,heedcdempzq,O,,United States of America,797.0,201724.0,1908886.0,1.0,M,,5.0,Biloxi,yfikkeuvc,Aoqaqttwrvroacvpxcsnofumirtnqalwznpxzft,Men's Wearhouse,1-466-794-1630,JPXVMMGXFKRCIFCBUCMLWJX
Alberta,6.0,FUD6875,FUDXTIKQNQNBGYGOQK,8.0,yghnxfibwshjsovzfxsubepzfxkfixqsuwflvkzxpohsofagxgjfzdvdgwvlgjsocxqbxbseciw,O,,United States of America,439.0,425312.0,,5.0,S,,5.0,Eugene,Gwshd,,Total System Services,1-526-651-8275,Crpcginn
NY,3.0,KTH6876,KTHGILISEMG,54.0,tfnbbiutuvhdlpguaewbsaczmj,O,C,United States of America,782.0,130754.0,1952661.0,4.0,S,,5.0,Spokane,Ykcixzf,Modghjwqolfvbylpmbvglis,Sherwin-Williams,1-303-320-1678,Bolmxt
Manitoba,0.0,Ily6877,Ilynaduuyorbrarcqt,31.0,alqvslbrbqirhyvpqmwgx,R,,United States of America,,305310.0,3523918.0,5.0,S,f,4.0,Sioux Falls,OUNPKXAT,Jmehxuaexmtcovs,Spectra Energy,1-328-496-7282,iejdfg
RI,2.0,Apx6878,Apxunokfyspviuierifjgslnp,,Xvqxlz,R,,Canada,817.0,5577.0,618414.0,4.0,,,2.0,St. Louis,PLHXJ,PSTOXCAYCAFOOVCIAFAXSAMSTFCYXLPDRECYRWWRXWAOZMONCDXONNJBVORJMODFU,Fidelity National Information,1-859-809-4796,NIMJCBNKQZMYTRA
KY,2.0,Lev6879,Levbvdykzhbbypfqqxli,55.0,YGOXEDPPOJDAPCVDGOABUUBI,R,M,,364.0,369382.0,1942368.0,4.0,M,,0.0,Simi Valley,ODYCFESDJS,dihenkofjeydufvwmpgidmtatepvgmuzwbeynqqllrjtqgelcilwnbqpaftpwpofkre,General Growth Properties,1-792-455-6252,LLPVXQOXTDUG
DE,9.0,Nrs6880,Nrszcbjgcjlitufwl,10.0,Nnyueokougrqqvqn,O,,United States of America,529.0,191245.0,1653707.0,3.0,,,1.0,New Orleans,Mvmeniog,Sqqronjnhioaselitrwpannnejqqxolncxvktguumvhtabevfviukvytmrqvjbbnvfavvvhlagp,,,Xlogoeqknkjseste
