AgencyID,MaritalStatus,OwnOrRentFlag,NetWorth,NumberChildren,City,MiddleInitial,Phone,Gender,CreditRating,NumberCars,NumberCreditCards,Age,Country,PostalCode,AddressLine2,State,Income,Employer
Nav10602,M,R,2215503.0,4.0,Vancouver,,,,321.0,3.0,3.0,94.0,Canada,Gdxspbaruols,Jziplavqsjodccdjsxjsqqqbexxti,OH,244725.0,Hospira
woo10603,W,R,2840124.0,1.0,Ontario,n,1-401-694-5342,,539.0,5.0,,99.0,United States of America,Qerpxt,Pzfpdi,GA,129719.0,AECOM Technology
Cyp10604,M,O,686187.0,5.0,Bellevue,n,1-766-245-1682,,546.0,4.0,2.0,15.0,United States of America,QKQFOG,Felsvrjjueevzlfdqwyvfqnyheyyicnupbilvycaxreayanlsnybhvtqxcugehonsoasogkxddhvda,ID,434635.0,Biogen Idec
Axe10605,S,R,959242.0,3.0,Corona,,1-543-183-5093,m,503.0,4.0,5.0,0.0,United States of America,gferne,Lcneleunrirhxnwhohptitiadwajwojngogwqcqvlckmd,IL,225290.0,DISH Network
qas10606,M,U,748268.0,0.0,Tacoma,,1-607-692-1878,,816.0,2.0,3.0,95.0,United States of America,Rxqsea,Voedawh,AZ,210971.0,Automatic Data Processing
gli10607,M,U,2376575.0,0.0,Washington,V,1-619-063-0861,F,533.0,3.0,1.0,3.0,United States of America,Irqlmc,HTUXWYTIRHZCDRSWWYHDTEVNYVXZDUWPKKDXNUYWXSJHBFESMPBGGMCUYSWRXIYZWBVST,AL,420130.0,
Uvu10608,M,O,376695.0,1.0,Evansville,p,1-375-119-4595,f,414.0,,3.0,,United States of America,,pumndkldihfkprliecudcrhbjnqnudocyrwsgxrzymbipbjxfbzsoaogjvzqhftmxro,WI,60606.0,Duke Energy
Pvi10609,D,O,1105667.0,2.0,San Buenaventura,,1-882-663-9182,,795.0,4.0,1.0,37.0,Canada,pwprdeclkzgy,REIEQNCRTGERYETEP,PA,167910.0,Foot Locker
xxk10610,U,U,1731320.0,3.0,Chula Vista,f,1-465-676-6139,m,727.0,4.0,8.0,66.0,Canada,Jcfpwekmkxww,jvrrnjjggickqsdkrkxhygvqctxtallofeshaxenmijktiwdrcpcrylsjogjylh,WY,324127.0,Country Financial Services
Hwx10611,M,,730338.0,,Tulsa,n,1-509-860-2326,,812.0,1.0,2.0,84.0,Canada,vosucohxkq,CGFSESFUICDSVWGJCBTHFSILBYFMCDIRCOMGAYOBQBTOFF,MT,4817.0,Office Depot
Ras10612,W,O,103106.0,4.0,Milwaukee,M,1-705-134-8323,f,700.0,4.0,10.0,53.0,United States of America,tcmisacd,epaepejzzbgagdtdebnhmpyngnkqvwhoagokfngxmfrdughplak,IL,468354.0,Valmont Industries
Pux10613,M,U,3833270.0,4.0,Pueblo,,1-868-957-2371,,700.0,1.0,4.0,61.0,United States of America,Xgtgwle,Fvxmxcppurssoogthhskzagbrgmlooufawppglvdxmbhwuljzxbggfvrptnzgy,CT,460865.0,NCI Building Systems
Rlk10614,M,O,3085705.0,2.0,Milwaukee,P,,f,787.0,4.0,6.0,50.0,United States of America,joqnyew,vhfbictgvjhqeebsarmdnqlfbgsfcpgftetaeipfldylrvnwqtgdntobansooju,AK,388562.0,Microsoft
Xiy10615,W,U,3121707.0,,Naperville,Q,1-087-846-1491,M,764.0,2.0,2.0,,Canada,Gxzhacnr,Jqskdmpsdkilklmtojymcvdszeqggcjqcixnt,AR,172623.0,ServiceMaster
Gzi10616,M,U,2789453.0,1.0,Tallahassee,F,1-646-574-2915,F,,1.0,5.0,87.0,United States of America,Asvszemdv,GYAKS,CT,68630.0,Iasis Healthcare
MXO10617,S,O,86821.0,3.0,Grand Prairie,w,1-425-468-1496,,500.0,1.0,0.0,30.0,United States of America,Tjmxds,kjskzfohwedhbldchnpuxlwpfcstyuwtmegksjnjovamhadowmamkylmdqsikruxbcjkmgfmjvk,PA,72600.0,NV Energy
gfn10618,M,R,3527914.0,5.0,McAllen,,1-906-976-1705,,661.0,3.0,0.0,,United States of America,Sqoeh,wmtvohevikw,ID,308111.0,Enersys
TEC10619,M,R,3027065.0,5.0,Amarillo,f,1-764-125-3914,,339.0,1.0,9.0,37.0,United States of America,orbcenkr,GHWFHATJ,CA,444158.0,Baxter International
uln10620,U,R,,3.0,Aurora,q,1-922-378-8089,,483.0,3.0,6.0,20.0,United States of America,Mzrenxsgaknu,Thcvkjxzgppqsrgdkex,TN,15411.0,RBS Global
rli10621,W,O,2282106.0,0.0,Fullerton,M,1-405-040-9966,,380.0,2.0,3.0,45.0,United States of America,FRQSVUKQOU,xapzwfsrsmipyzomeuiibfwbbhuszlpxcmehvmdittzrkvtnqsxcbxen,WA,489699.0,Citigroup
ruz10622,M,O,3704438.0,5.0,Columbus,,1-293-554-7479,,338.0,5.0,1.0,14.0,United States of America,tcorlsnmjctt,ipqhlueknvxevopxtesxmkhnylrquwqyskcwmf,Prince Edward Island,359140.0,Pactiv
cii10623,D,O,108400.0,5.0,Tucson,,1-532-893-6824,F,392.0,0.0,0.0,24.0,United States of America,joevdzr,uivlkijuujauzwldxmnwgmaniburumcdawgp,SD,247589.0,Anixter International
gse10624,,O,3010887.0,2.0,Montgomery,E,,,433.0,5.0,8.0,74.0,United States of America,Ozrqo,BBWOZQWEKCSYJDRELYHTWLWMIQVVUTEAQWXCSYEXAEOIHGHFHJHEIXMY,AL,119695.0,OGE Energy
Rpb10625,S,O,676920.0,4.0,Charlotte,N,1-635-678-8473,,482.0,1.0,10.0,35.0,Canada,Bvyen,MGOSGRPEFLTWTNXLSLBYMNTMXURVMUSGSNZCZH,WI,,Polo Ralph Lauren
Klg10626,W,R,,4.0,Yonkers,,1-005-629-9706,M,520.0,1.0,9.0,46.0,Canada,Fcoedgiz,Igyspgupjcskkvpqoixqunikztlaipkmqvixilfxfphismyagtshhintxrrxpuhngmtap,NM,140457.0,Frontier Communications
alv10627,M,O,1362516.0,5.0,Rochester,l,1-693-047-4731,f,605.0,1.0,2.0,22.0,United States of America,Wjfvykj,,PA,422599.0,CB Richard Ellis Group
FRS10628,M,O,2290724.0,4.0,Lewiston,,1-404-373-8064,F,367.0,1.0,6.0,,United States of America,Dkmrkeb,Wwsbcwjtvdqmktaldmgtqqaahwwefyfyqqzgnscqodkvsybgamjlykxhfmp,MN,211521.0,AK Steel Holding
Erd10629,U,O,,1.0,Lafayette,D,1-060-435-8227,F,366.0,2.0,9.0,87.0,United States of America,Jqvqoims,Cofduthinqevaivhwwnpbjrmfhadxvruqeavayrmfjghfjmoutoebeumka,OK,95603.0,Hubbell
QDV10630,U,O,125651.0,2.0,Biloxi,B,1-112-534-3114,M,745.0,3.0,4.0,94.0,United States of America,WDUCSPKNR,Nsjmstrnjnuqgundkpswzrtjqvawszhlowwxeaxjpy,RI,482299.0,Micron Technology
Yps10631,W,R,3885388.0,2.0,Fairbanks,Q,1-868-742-4510,F,414.0,4.0,8.0,6.0,United States of America,zwfuosxqmdxj,Kzrcgqjcncfutnnjjogmzublejkkppvkqqbkgrdbpfvsxbxtng,MN,114219.0,J.P. Morgan Chase & Co.
KOE10632,,O,1303527.0,1.0,Dayton,,1-721-286-4219,,414.0,3.0,0.0,69.0,United States of America,TUICW,Arxzsmjefspkyfjpkxisindgjgpiivvwcscckuhzidejdxeqpmpdcgartebdrtcjamcq,Ontario,152214.0,E.W. Scripps
Qpr10633,M,U,2373456.0,3.0,San Buenaventura,,1-307-981-4112,m,686.0,0.0,5.0,95.0,United States of America,qnmtezgb,Zmurejrtzbxcgxvtmmbhirpzhs,AR,423890.0,Intuit
Lfm10634,S,R,3848232.0,2.0,Dawson City,D,1-587-309-6760,f,615.0,5.0,3.0,,United States of America,Unobntcocykl,Cotoxcwyivtvmhhrwyvskzwjcadxstzinjpbjmqkfradxhfixc,NC,382458.0,CA
Dly10635,S,O,1310885.0,0.0,Newark,g,1-098-011-2223,,545.0,3.0,4.0,88.0,United States of America,Lpsnpp,apaldipvsddnbqvfsjarprrjpinlorergtyeolelhncmlyslwapnsizuywlufg,GA,192268.0,Ball
dut10636,U,O,2733440.0,1.0,Seattle,,1-425-647-5852,,493.0,5.0,2.0,42.0,Canada,BNIHE,tsjeswimoppqi,CA,228425.0,Hub Group
Bpc10637,S,O,1668048.0,0.0,Edmonton,,1-363-500-0905,,342.0,4.0,8.0,49.0,United States of America,Lfhqknctz,Nsmfxfchrgpgtgcw,Ontario,155536.0,Kellogg
Kdp10638,S,O,,0.0,Sudbury,,1-402-022-1763,,679.0,1.0,0.0,96.0,United States of America,fppdrtmq,vrycmahnwhfrcpksxdjfcahgauramnbkvstptyiktyjuxydmunojsgnnsqcyyyqvdqgzvzivb,CO,250855.0,Jack in the Box
exz10639,D,U,3475119.0,1.0,Tucson,,,f,697.0,1.0,5.0,33.0,United States of America,Valzqhg,,OK,314819.0,Rock-Tenn
Isx10640,U,O,131516.0,1.0,Dallas,U,1-061-507-8062,,507.0,2.0,4.0,28.0,United States of America,DQJBKIOOWBHL,jnhocwakkodsxzstlqdv,WY,24568.0,MetLife
jfj10641,M,O,318373.0,4.0,Baton Rouge,,1-500-536-1997,,717.0,3.0,5.0,6.0,United States of America,eghsw,Vtbfahhxzjvyumvzdbncwzdaozfuyikscsuyojbtwtwuirswnscrhkzcxwhmeshphkmwdqsxobbdsd,Saskatchewan,432780.0,Circuit City Stores
Sgg10642,M,O,1772755.0,5.0,San Jose,,1-001-097-0990,,620.0,1.0,9.0,27.0,United States of America,Bixjuicn,Hbkhuuuratiaauughzlrrmktpbjthijuqxtxfnxhzqwquoqvbscgupp,British Columbia,370083.0,Cenveo
JYB10643,S,R,1225860.0,0.0,Little Rock,k,,,485.0,0.0,3.0,23.0,Canada,Floxc,FYRLRMBOFHVNHLNLODWDKXOFWES,Ontario,50628.0,Autodesk
Qlf10644,D,O,348085.0,0.0,Hilo,F,1-598-777-2070,,445.0,1.0,10.0,30.0,United States of America,Nwcbctqrdag,XTXKXDGVHBFA,WY,486319.0,Raymond James Financial
jjx10645,M,O,2299258.0,5.0,St. Catharines,,1-465-720-4472,f,476.0,0.0,1.0,59.0,Canada,Iikms,Bulnzfqvjx,MT,38046.0,
Ttg10646,M,U,,3.0,Charlotte,,1-965-445-5546,F,317.0,1.0,6.0,62.0,United States of America,Fsmlfdrpmxj,NZIJKCRFQGTNRTKOLUWBMUIRIGJKQQFEZQXPOQG,WY,388741.0,Scotts Miracle-Gro
Jng10647,,O,43275.0,1.0,Evansville,,1-416-579-6276,f,420.0,0.0,10.0,63.0,United States of America,Uokgorsym,,IA,418661.0,General Growth Properties
Wpt10648,M,O,1123645.0,4.0,McAllen,e,1-797-998-4391,m,639.0,0.0,9.0,69.0,United States of America,Fahhrtywud,Bffeymcd,VT,138265.0,Reliance Steel & Aluminum
Qka10649,S,R,1746003.0,1.0,Cincinnati,S,1-465-308-3979,,593.0,4.0,0.0,36.0,United States of America,verpn,RSTAQLVZQ,WI,178701.0,Superior Energy Services
Ywc10650,U,O,1826851.0,1.0,Rancho Cucamonga,M,1-622-406-8301,,459.0,0.0,0.0,75.0,United States of America,MMDKOPBY,Vbvdxywnkaltagtsrearnuciegzbankjhkzkkwaviwbjgsoqlfmqnbnjcoamrrpjh,Ontario,,New York Life Insurance
Zgi10651,D,O,3902659.0,4.0,Shreveport,F,,,569.0,3.0,7.0,52.0,United States of America,Idttyrjxmr,Qpxvwbiircdlwiqigabusb,Nova Scotia,,Aon
hot10652,M,R,756473.0,1.0,Cedar Rapids,D,1-449-181-5155,M,383.0,4.0,5.0,45.0,Canada,Nwjfgfaf,Ebxiawspncqmduvikqhntgygepgauivlmstec,IL,457485.0,Hubbell
gub10653,M,O,2375970.0,0.0,Boston,,1-586-917-3804,,343.0,1.0,8.0,68.0,United States of America,Srdqpgb,,NY,159744.0,Automatic Data Processing
Qnt10654,S,O,3820831.0,5.0,Des Moines,,1-126-841-1247,M,460.0,0.0,0.0,38.0,United States of America,Mhqcytcdc,Jdffhcnuuedxkfctdrewymvsyitdatofrudelhcfnbzwovokqejzecnknyildv,Alberta,330854.0,Peter Kiewit Sons'
vcw10655,M,,2131915.0,3.0,Washington,,1-583-724-0654,M,553.0,3.0,5.0,29.0,United States of America,SBRXMXO,,PA,157184.0,Penn National Gaming
kog10656,D,O,3417961.0,4.0,Garden Grove,i,1-009-083-6592,F,713.0,,8.0,75.0,United States of America,Ggcnll,DIKEYJEMBUSMB,SD,171004.0,Verso Paper
Twk10657,W,O,3937892.0,3.0,Albuquerque,E,1-678-570-6535,f,669.0,5.0,4.0,28.0,United States of America,MWBNZJEP,Ytzgxzjktfeyvwwresntxtctcxgac,British Columbia,335409.0,Western Digital
Zdi10658,S,R,2140609.0,1.0,Mesquite,L,1-277-150-2005,,812.0,3.0,9.0,32.0,Canada,Jzhuedffp,Rhddu,IN,314789.0,Texas Instruments
bjr10659,U,O,2762936.0,2.0,West Valley,,1-640-918-7641,F,465.0,5.0,2.0,94.0,United States of America,Ofbihtwigk,RFVJLVTHUTDJMSQRSZALPIGTIOAKMBJVZBEZLQDMUWGYBLICZFBDHUTGTXSDNS,AL,277189.0,Nacco Industries
Jgq10660,W,,2766792.0,0.0,Paterson,u,1-934-194-6264,f,509.0,5.0,10.0,93.0,Canada,ldpmqgtg,IKCWGQAYORHMKJTETCBEKBOAN,WY,10687.0,Huntington Bancshares
uof10661,U,O,1302869.0,4.0,Coral Springs,,1-335-554-2472,,543.0,2.0,2.0,11.0,,ffhywqsfsc,Mjfwzrzkobfqvplcgpyncyiktm,DE,427259.0,Int. Flavors & Fragrances
Nti10662,U,U,1964514.0,5.0,Cincinnati,,1-283-127-7368,,432.0,5.0,2.0,59.0,,Auwyab,lwwddjlxgctniwwobi,British Columbia,322299.0,Clorox
hqf10663,D,O,3207419.0,3.0,Santa Fe,,,,501.0,,2.0,20.0,United States of America,yoyiyaol,Nxwzbrnqyfxyyqpylcwmbjwnxchgekuxewb,DE,343723.0,Pacer International
Teh10664,U,R,2225957.0,2.0,Lansing,,1-423-064-5903,,,4.0,2.0,76.0,United States of America,IJNVXSFGD,Ydjrqzepgodfescoaiecdirqfgofiecsahjdohxhxlfqglfxqvciptfup,SD,17335.0,Lincoln Electric Holdings
uam10665,U,O,3361201.0,3.0,Abilene,,1-086-332-5382,F,303.0,5.0,4.0,6.0,Canada,tqzgkovqshnk,Lavojmxmasljdtidnyefhsgqegqem,GA,247974.0,Regal-Beloit
Knr10666,S,O,2018684.0,1.0,Pittsburgh,,1-814-761-4371,M,711.0,0.0,10.0,47.0,Canada,GTGTGMWAQW,Ywnuhoepmplengunlezngajdyf,MD,,Calumet Specialty Products
Mup10667,,U,1401703.0,2.0,Glendale,q,1-321-501-1792,m,524.0,2.0,1.0,15.0,United States of America,Twpndxljwun,Vnqjpkszlvpngmtqxhhxvbqeymjkpvxcpootsdoliidziizisit,AK,349814.0,Jones Apparel Group
Mxk10668,M,O,2042865.0,5.0,Arlington,F,1-048-715-0056,M,370.0,2.0,8.0,22.0,United States of America,Qefsr,Wrmojqkegqxsyhovhotgaxmwksclgijwzl,NJ,466843.0,American Financial Group
Izn10669,,O,1128183.0,1.0,Albuquerque,,1-152-192-5308,,441.0,5.0,,73.0,United States of America,Kypbaktuvt,Uekfuxeqzwvsfs,AZ,295174.0,RSC Holdings
Rye10670,M,O,2806790.0,1.0,St. Catharines,,1-729-218-0882,F,382.0,2.0,7.0,97.0,United States of America,otonr,Ihxcajkeldmpyofdsmlzpsnjykoenzajuiwsxlngmeakuxoqx,NM,99833.0,Northrop Grumman
PJI10671,S,O,1376620.0,3.0,Columbus,L,1-669-137-3153,,,4.0,10.0,4.0,United States of America,Dshhsg,Tktlnspep,TN,459514.0,Navistar International
NZT10672,M,O,1753851.0,1.0,Brownsville,e,1-643-020-7470,f,565.0,1.0,6.0,43.0,United States of America,UBSVIQGQYNTX,Cufgccevodvcncryxerjwunawnlfgqmxfpoxualbkkpfalpczpnpx,VT,,Piedmont Natural Gas
Tzp10673,U,O,3902623.0,0.0,Scottsdale,,1-846-415-7854,F,784.0,2.0,1.0,0.0,Canada,Hucycim,Sttvplbhnrtksrrefgfhqhsibvlnccdvekufsadsvaglhbgnqifsmesyxdoten,TX,118421.0,RBS Global
YYC10674,U,O,,1.0,St. Louis,,1-236-050-0499,,321.0,4.0,3.0,20.0,United States of America,GAEPBDZEDGR,npvirzxkkcvitmamghfaxsxankivqycvblmyerwuhtjgpoudwiamryhfskfzea,MA,431261.0,Children's Place Retail Stores
KVU10675,D,O,3195125.0,1.0,Knoxville,,1-168-318-9718,m,510.0,,9.0,88.0,United States of America,Xfhyhqhnc,Avihhpqlvpofpbatakrcxnmxlfxbqbzhmyeqirbfeuqxifwtsrffejjzqrundniuaamrfabvvyxnavix,TN,266065.0,Nash-Finch
tdp10676,S,O,1551443.0,3.0,Regina,,1-711-107-9064,,,,4.0,100.0,United States of America,ijeuxfzcfyp,CBHXKRQBBYPQKJWALDOEQTQIBJJOHUN,DE,138491.0,Aleris International
OJF10677,W,U,2385003.0,0.0,Raleigh,,1-513-040-9068,F,605.0,0.0,6.0,81.0,Canada,tqmdity,Peorstsbzhymmildksxhshoilhpgebqkpqpytsuehw,AZ,125888.0,Graphic Packaging Holding
Oij10678,M,,1277355.0,3.0,Hollywood,T,1-391-163-5523,,581.0,0.0,0.0,31.0,United States of America,viffeql,KYOSVIXEDDUNRTYDWVZBTURAPPMOR,DE,399369.0,3M
Okg10679,S,R,2545601.0,2.0,Lowell,,1-212-034-5995,m,359.0,1.0,2.0,54.0,United States of America,NLEMVC,CMMDNHPZXGKLQFBNYYEATFNOODYJNNZNIJTGVIGKJUAYWYKALBPVLKHFUHUHGVIKPKE,CT,456632.0,Del Monte Foods
Uxq10680,W,O,1569151.0,4.0,Simi Valley,,1-306-753-8017,,741.0,0.0,8.0,4.0,United States of America,ehqlrhq,Njgrnrkrfjtuudnrctdbfeopbxumdweeqfebvowugvpafltg,IN,86230.0,Valero Energy
ntz10681,S,O,937850.0,1.0,Sandy,,1-823-215-6486,,579.0,,8.0,45.0,United States of America,ncbztgerhvwc,qjilkhcuxlksifbomsnekpoejwggsujnaxnwwtprpkokxcwxka,WA,180310.0,Amerigroup
IXV10682,W,O,2832973.0,1.0,Simi Valley,,1-894-589-0111,,815.0,3.0,7.0,0.0,Canada,Ztdkmisaj,SPGAAZRJGWHFTAMXFDNKVUWYRFH,NC,254789.0,Covance
Azf10683,D,O,2354556.0,3.0,Pueblo,E,1-128-563-3489,m,384.0,0.0,10.0,1.0,Canada,gxfddfos,PSADQSMEENHGVDRQRBEUABMLPOGDYKJJDVQSVCDTGICKTTPGHBYUJEOSC,MA,21722.0,Coca-Cola
Dkt10684,M,O,2808378.0,1.0,Salem,Q,1-391-772-5485,F,486.0,0.0,8.0,13.0,United States of America,fgbuli,yjttcqvzwpdtdqwtvvfjepeqwjaoamcbpsaylrihseywewpiicxyjnylgsnhxqhpltximuaiky,SC,385325.0,Dollar General
PGY10685,M,O,3482900.0,0.0,Sudbury,o,1-331-058-2688,,680.0,5.0,2.0,73.0,Canada,ncdokituiqtx,mlwpcaxetetjysnhlmmvpugymzsbhavddzibcjjhewdtdreontppkcwcochlpsziybfprirrmbsctwdm,NM,,Benchmark Electronics
Eew10686,S,O,,4.0,Charlottetown,J,1-983-709-6709,,374.0,1.0,4.0,87.0,United States of America,Fjkdwamhzexp,urwpuybpcaucsizhtlqkoggvzuviuqamsshusvtqxcvxjvbjexwbgg,CA,224373.0,Molson Coors Brewing
CQF10687,S,R,2645217.0,2.0,West Valley,,1-189-529-9082,,754.0,0.0,1.0,57.0,United States of America,,QYQLZKVMWONSUHJT,Quebec,385033.0,Beazer Homes USA
Iuw10688,M,O,696462.0,4.0,Fresno,S,,F,396.0,2.0,7.0,31.0,United States of America,KPNBARXTFOO,Vdbtvniliyioduzcuwvzros,WY,152857.0,AmeriCredit
KVG10689,D,U,71100.0,1.0,El Paso,,1-217-508-0897,m,736.0,2.0,3.0,67.0,United States of America,Nwcpgb,Uqpganlnqeqmtxm,NV,474898.0,Winn-Dixie Stores
ncr10690,,O,3563168.0,1.0,Hay River,P,1-395-324-5814,,625.0,3.0,10.0,57.0,Canada,Lwceflq,WFOPXORGZHJNBOQZLMOT,WI,196896.0,PG&E Corp.
Oiu10691,M,O,1732845.0,1.0,Oceanside,t,1-281-182-9210,F,718.0,1.0,2.0,,United States of America,Mpsbslru,Gyjqtoprbmoolooknjvynaqiyiuizkvchjijjtsymwcofwgzvb,WA,92602.0,AnnTaylor Stores
Veo10692,W,O,61753.0,0.0,Chicago,,1-984-968-6365,,636.0,1.0,10.0,19.0,United States of America,CNGFHDW,gvmbzeaxnwbqcllpbqxtmpcwppnnulibqdiyrtwhfdfqacxmebrgkmvxyzrxuqik,RI,252395.0,BMC Software
euj10693,W,O,3864531.0,1.0,Riverside,,1-072-245-7888,m,800.0,1.0,4.0,91.0,United States of America,Axyleo,DEBZZCCQOJI,WI,54769.0,Kellogg
Wyh10694,M,O,774607.0,,Portland,o,1-744-563-0007,,567.0,3.0,7.0,44.0,Canada,REORLF,CHEHDFRXRFBMEIVEMNMJEYQTYVCGXWKUWIORITSZASQYUGRTNPNLFQZLFNEVPIS,VA,49681.0,
Oka10695,M,O,3965693.0,1.0,Chula Vista,,1-441-189-1047,F,318.0,2.0,8.0,47.0,United States of America,OBFCPSNMRC,lricxcowwntsrcztbroatytuabuodvwheq,MD,417102.0,R.H. Donnelley
nae10696,M,O,2617902.0,4.0,Hay River,,1-425-610-7722,,829.0,1.0,7.0,86.0,United States of America,Iyjzlsm,yyrxfijytghunshtyouzpfubqkjvgfsgtxrjsvoxq,OK,336306.0,VF
Kij10697,M,R,2951800.0,3.0,Warren,,1-313-113-8513,,355.0,3.0,2.0,81.0,,RZVWEKSK,Lrpxyabhltirtbzixmwchvfjyudgpgpgshyuldldhfghdsoffuhjgclcccqfqzundzk,Alberta,244927.0,McDonald's
KRM10698,D,O,695719.0,4.0,Shreveport,,1-853-449-7377,,307.0,2.0,9.0,43.0,United States of America,ssplccb,bslwivetiyjesftzpmzifqqouikuwxfeheeeewumglfcpxnj,OK,152035.0,J.M. Smucker
Exm10699,M,R,1723542.0,2.0,Syracuse,F,1-039-266-5296,f,460.0,1.0,8.0,90.0,United States of America,Oecaf,CHDKDFBDTOCARLTNYQZHPVMVBUCDVHQTCJWBISTFEIU,TN,289616.0,Cisco Systems
Hla10700,U,O,2163859.0,3.0,Escondido,,1-262-935-4061,,665.0,5.0,0.0,69.0,United States of America,Fuirpbqyn,Buhdugzrcgkcaibxqsmgxaoecbotuaymtwbxngecmjukfiuqrcthlhhaemqa,Newfoundland,270430.0,FPL Group
htz10701,M,R,981461.0,4.0,McAllen,F,1-852-215-4850,f,671.0,5.0,6.0,9.0,United States of America,Dcjliwx,Czwnvetgldvsgbtienbromqcrinwriwvcxhapwwafrwxi,AR,327799.0,Granite Construction
LYO10702,D,O,368450.0,2.0,Mesa,w,1-951-631-2877,M,784.0,4.0,5.0,60.0,United States of America,ixheywwfoo,DOQRZAHQOWNUDBERORKGEJMNZNREHNLVTEWJOSJFUFMJMVHNDCBILDGKVPQLECN,Ontario,274201.0,NCI Building Systems
Fea10703,W,R,652886.0,4.0,Hollywood,X,1-486-622-5360,m,765.0,5.0,8.0,89.0,United States of America,Glnduti,Tcifxpxcuharguxbmmadrznjdlvnpibxoephhohefpsssbqqeipmhzhmfqskqhys,WA,429490.0,Level 3 Communications
yrx10704,,R,1160944.0,4.0,Mesa,,1-681-256-0710,m,810.0,2.0,10.0,,,KJOWNM,tphauq,DC,471840.0,Granite Construction
Pfr10705,M,O,3104664.0,0.0,Miami,,1-367-832-7143,f,331.0,2.0,2.0,61.0,United States of America,ISLXTHHOLE,GRQQMNTIGHHLBG,KY,77378.0,Big Lots
GNX10706,U,O,2049112.0,4.0,Fremont,,,F,839.0,0.0,0.0,18.0,,GIZJZCSYXO,idwspvwuerrhnpcdepspicworxkntztpbb,Newfoundland,432869.0,Wells Fargo
Djt10707,M,U,2024417.0,5.0,Dawson City,,1-685-130-0084,,824.0,4.0,5.0,50.0,United States of America,Adsfqowdoy,Thdhwuvdepdowvjxeuqnvwpde,HI,152563.0,Synnex
Kzf10708,M,O,1256576.0,0.0,Yellow Knife,,1-589-307-0718,m,555.0,5.0,0.0,61.0,United States of America,Oljrcno,Qiucnzfawwt,VT,278503.0,HCA
Xal10709,W,O,,4.0,Boise,i,1-145-623-6121,f,626.0,1.0,1.0,99.0,United States of America,nmpfqby,,OR,301318.0,Johnson Controls
JKU10710,S,O,,4.0,Mesa,,1-566-205-9306,f,311.0,0.0,,24.0,Canada,Dxxon,Frnldzczcltlxvoylrrqtsxpsrtrwvpgzmwnicelmwqez,DC,453493.0,WABCO Holdings
Chl10711,S,O,3804324.0,0.0,Jacksonville,a,1-062-960-2563,,,3.0,3.0,91.0,United States of America,YIENHFPJ,VQJCOOKYQSGRMVTSIJUAP,IN,242476.0,Bob Evans Farms
RHQ10712,U,O,1863409.0,1.0,Whitehorse,,1-203-571-9392,m,742.0,3.0,4.0,88.0,,Unbilmuzf,Wfsjumnflzknyglxhzjsmgsowgge,OR,372124.0,Capital One Financial
WKD10713,M,R,108511.0,,Des Moines,,1-914-921-4230,m,694.0,3.0,4.0,21.0,United States of America,krdhje,HZGECFUGMSJTQROY,MI,187039.0,Core-Mark Holding
cik10714,U,O,969264.0,5.0,St. Paul,,1-523-831-0382,,435.0,2.0,0.0,100.0,United States of America,Ldclzth,Bgnejnxeswfodnivjrnzsragaalrcuyydptbkyglyzqiicdkvwhgnefmnzpqfsxps,TN,357994.0,AbitibiBowater
tji10715,W,O,60014.0,1.0,San Bernardino,O,1-334-487-9213,,654.0,2.0,3.0,51.0,Canada,Nemfhxpxeef,CIWFIGFAFVFYDWENKVCROOHRPEUXBDFHLS,KY,,Raytheon
Jrp10716,M,O,576906.0,5.0,Brownsville,,1-395-158-2149,,692.0,1.0,0.0,44.0,United States of America,AMXWMBZPYG,Obklrqbjjwtnq,VT,266012.0,Northeast Utilities
Odm10717,D,U,2352148.0,2.0,Garland,e,1-110-280-6639,m,635.0,5.0,10.0,38.0,United States of America,Zcafc,Mfhoywzqmbpjyudtddstybihnoltgicdidduhebjzpoulensakuwxpxrdmkcctr,MT,85620.0,Chemtura
Wxc10718,U,O,1093757.0,1.0,Jersey City,,1-283-299-0312,,465.0,4.0,6.0,42.0,United States of America,WQXOLBMKYMA,Gpednxvkttnqfomqkpsoai,IA,151845.0,Lennar
HMK10719,S,R,2672519.0,0.0,Huntsville,B,1-294-601-5009,M,615.0,1.0,1.0,36.0,United States of America,OKGNIINFLW,Vddzkuuw,ID,402959.0,Peabody Energy
Oup10720,M,O,3934330.0,1.0,Garland,,,,777.0,4.0,,25.0,United States of America,Yrldidqa,Ywqcyouvxrmaksbkupmtvuadkfmfdmfzkpvutwfyngluumilpfhgxrsjesgim,FL,306303.0,McClatchy
jcq10721,M,O,805347.0,,New Orleans,Y,1-015-854-8264,,848.0,,8.0,57.0,,Dveokdmfgnw,IERMCT,DC,285455.0,KAR Holdings
RJD10722,U,R,2881988.0,0.0,Independence,,1-877-809-6666,f,363.0,5.0,3.0,75.0,United States of America,Eignrzgot,Tiuomkujbmleyrlvwvavzbchsdnukf,Saskatchewan,437267.0,Cigna
Uul10723,S,O,3208641.0,2.0,Baton Rouge,E,1-330-654-9510,,772.0,1.0,1.0,77.0,Canada,Ztwgmpxwjkte,GUBQKOQPDIWGFJXKFSWPTUBUTSITCFBCWFRJLFWFPXWUJKMVSBXCBUYPVNTSTTJCQAXPU,ND,127466.0,Macy's
