State,MaritalStatus,NumberChildren,NumberCreditCards,NetWorth,PostalCode,City,FirstName,MiddleInitial,AgencyID,Country,OwnOrRentFlag,Phone,CreditRating,LastName,Age,Gender,Employer,AddressLine1,AddressLine2,NumberCars,Income
AZ,D,2.0,1.0,674599.0,Fwdaxpqwkt,Akron,Wmdvxlheyynb,O,Ilv5666,United States of America,R,1-332-310-8921,414.0,Ilvrghxptzfeotroeamuqkbrrksmq,,,Sherwin-Williams,Gnkzwmmdcwvwsuisqtnlfytxbkvoluyiobohwupccnbfsstwuqaysxi,Mpjniwxflnldpfoamrrcpckgebyudhseevevlglnvrtjkj,0.0,261138.0
NC,W,5.0,3.0,3501351.0,hamfykarc,Elizabeth,EMQRMWUMLJLUKIPDGYHPFJOYU,q,Eor5667,United States of America,,1-881-185-9873,493.0,Eorntydyolvm,4.0,,Valero Energy,Tuootvdqwxvdxiwk,Dcvpywvljz,4.0,318621.0
Quebec,S,3.0,6.0,1247364.0,Lvdahwi,Pueblo,Owcccnvstwijmqtpbrdewxivonx,k,Xgk5668,Canada,O,1-857-570-0069,763.0,Xgkwwcnniogaytfzfbulxzfijodc,67.0,,Sonoco Products,Dhsvcmnteaslboswinpq,Fgxfahagtikwlqqbtplrhilcwkzszplll,3.0,17579.0
DC,W,5.0,,2829203.0,frzvwfnaemb,Rapid City,ICOXVSWCYZXUBXBRHMSJZHDVN,,UBM5669,United States of America,R,1-757-990-0515,763.0,UBMDTL,86.0,z,UAL,Moctv,RYMANZRLRJUFTNIANFFCRUVFGRSUETCVFLJHBFOLKENCPHQCVOIPNNYSMIFZEPSAYOIU,2.0,383620.0
DC,M,3.0,8.0,645925.0,Xtlckxv,Burlington,Dthjcwurdp,I,Noo5670,United States of America,O,1-225-057-6376,743.0,Noocziskjcffwriwxdjuiatvlaob,74.0,,BJ's Wholesale Club,apzfusirxuzgiaqogbbgiovsgqpkqpggeorc,xqtzkyxfwvdceoxtffnbbjzthzmganrkarfokewsqq,5.0,274087.0
KY,W,5.0,4.0,3713794.0,Zgpijo,Gary,GGSNLCJDHTLQPDQHYYSXJDCWE,q,bou5671,United States of America,R,1-396-118-7641,667.0,boukqqk,27.0,m,Inergy Holdings,Pwxgufvsvdzlxriylwcfxwrkcdiueverbftratlzsldchyaedudlsoennedmv,Iokqegjohushbvvdsucfyalkk,1.0,278053.0
GA,M,0.0,10.0,1447236.0,vfdxdxunqcg,Lakewood,Ocwcnodbtkv,z,WQJ5672,,U,1-879-717-8964,,WQJWLSIAPALXRE,83.0,M,Gap,Lqbgqafbafuakdleefhfiqjkxlxuwpkpvntqopgmghvpczssoscva,Mzshustxjdhxcaqbolqcimmyviuddl,1.0,442869.0
MS,S,3.0,2.0,3839319.0,bjrvmhxvk,Waterbury,ITZKGDXL,Z,Ard5673,United States of America,R,1-107-828-1193,586.0,Ardriocfqceercdxorgxqeoifzizm,43.0,,HealthSouth,hxqwlnxowtlguebpdytqdkhfmfrplrebanmxkcdrurkqnnjclmrvkf,Lnghpqbpgmtdldfdkqxknyijmsxhfglauzmshjfshdbayqxerjhmfvjqdmhtnne,0.0,82052.0
IL,M,5.0,9.0,2609964.0,Uloow,Torrance,PNBQMKFCOUQMCO,,fue5674,Canada,R,1-774-049-0069,309.0,fuekitgwgnpykmdd,6.0,M,Harsco,UKICCNUCFSCTYGRRIRQIHJXFLKYDWPWYMKVLNIWBZDAWXBDFIXUFGMMLGCNSJLXJOYUDAWUUZQKC,PEUTJYAIMCGVEQNSGBMMPJYRACIBGUEDTIGYP,0.0,21942.0
MA,S,4.0,2.0,1073246.0,Ihxkkdswa,Torrance,Ejulkqqxybplboqtpglkt,,mpt5675,,O,,440.0,mptygvoygawlpxz,97.0,f,Chesapeake Energy,Rnhymondiiryvdytuexphgocmjlyjetovantjogxspdlfmheycpgmhopmqwfsulc,Tutxpgovgdkvlgukroefprkpqzelcfanyuqtgzwbghmrtafmvzyqrxjrpnewvjy,5.0,358645.0
GA,M,0.0,3.0,208489.0,Sitjucqibca,Fayetteville,NBUNVGGNTXFWHKW,x,Ybt5676,United States of America,,1-876-987-2013,718.0,Ybtqbavpjqq,12.0,,Steel Dynamics,Sxkqecdahkqgzslq,,3.0,82614.0
NM,U,4.0,2.0,3274838.0,Qopmi,Salinas,rxgpaaykjwftddhho,,Fot5677,United States of America,O,1-845-989-9320,849.0,Fotsainw,59.0,M,Northern Trust Corp.,TEVKWKNIKIGFITDDBIBQSHDSQHZFBHGHHEGEFEYDPQQUZEVJVGJEDEYQGMSSPAJ,DEKTBQOJHMXFWPVUAZLWCIEIXMUSPWNQJEPBYTEGJCVFCTRLEWXYSRHZCSLK,2.0,46143.0
MI,U,5.0,10.0,3661160.0,ihefvnwibshe,Waco,Hyliycnekxqukxcjjbeurhf,,wbd5678,United States of America,O,1-621-897-0614,727.0,wbdvdaulbkwf,41.0,M,Family Dollar Stores,,Thcykeriagmklmglbyaalugvwxxi,1.0,
TN,M,1.0,2.0,3864630.0,Exinimovh,Independence,GMJSQDGIQZJTSDUBDTPXLYS,,fjr5679,United States of America,R,1-354-743-2313,,fjrvcekdarkjesm,42.0,,Martin Marietta Materials,Trgoatnetbwoudecnadfmanpgofkawxmfhpoytbomtnrkcmasdhfdqiasiroxut,Dumwugopkotdbxtcbsrxbdjunb,1.0,473081.0
CO,M,5.0,8.0,,Lxgmwkgbvsna,Pembroke Pines,Qdizykpkmuasu,,Xvg5680,United States of America,O,1-928-320-0984,629.0,Xvgbjejnddwjxqwvgpay,96.0,,Cummins,fqatoasxeajpojdfpmpefgclmxjgltdlhpyvytreejlftbzacryubscnioec,Dhbypbb,2.0,137882.0
VA,M,1.0,2.0,1392383.0,TYRSO,Vancouver,JPAERE,R,Jdk5681,,R,1-454-788-6445,392.0,Jdkbciyiedevaahwowag,34.0,F,Hayes Lemmerz,Roynkiosppwffhfxkhefovgjyptokoamsgvrnwnzhlgvibrtavdcztepbjxgctckjgbtfamsgqfiqmps,Ofmfdpinbpukdd,2.0,59116.0
ND,M,0.0,5.0,,Xtkmqjgc,Missoula,rbqrmlpuwrksxsj,,Rse5682,United States of America,O,1-928-259-1852,423.0,Rseesfnasqg,43.0,M,Nucor,VSUZKXEBXSZGBYGKXHPYBYCLCAXXHIBOJTSYRQXCGHEYDYLHISJJ,Vwjprlhfmuxxxlnlvmcnmsmjcyleixqhnmopcqwbkidjyhggdu,0.0,394659.0
TX,U,4.0,2.0,503167.0,xafyvvkg,Garden Grove,UEGPDNTZDJAKKBCISJMPDYBVCQD,,ZJH5683,United States of America,O,1-847-399-3723,792.0,ZJHYTJDVIDSU,13.0,F,Vishay Intertechnology,UQNUNCDCWLODHOWEQCRXNJBQPIZTBGOHCATHUVBLNIWYZVK,Lzcobxnnquqsirdsthdpilodtgwlqanfbanrlhjdk,4.0,59746.0
OR,U,4.0,4.0,3715755.0,CMWTJOIXNRR,Newport News,PDLZSFNEYKECRNRF,,MNC5684,United States of America,O,,434.0,MNCBRHCCTXUTRDYRYPNYAKXL,23.0,m,Level 3 Communications,Zzpzssdbiycnkildygkxkuxqktxddjsidjzksfipgajlcfeqckzgzwhtbpfukdazzb,Nhkkmqvuoohgmcxqhcwcippbdugxruogxatcthceclpkkjkpdaudshfs,,91590.0
Manitoba,D,5.0,8.0,,,Riverside,BWIAUSCGDFNCXYGUMLDA,,Wwl5685,Canada,O,1-502-015-2545,558.0,Wwlraipwrwaeniqrntj,72.0,,ManTech International,Vmrkaabijdnealcgtffnolwiwnjezwqzoqwnrkczeqrxxy,Ypoqmbiixufhnlamrwxnyydw,5.0,228509.0
WA,,0.0,7.0,41459.0,Gsnchdcb,Chesapeake,ANGWRFPPRRZFHEWYPMQQTITGNWAKNC,,cmd5686,United States of America,O,1-536-634-4085,304.0,cmddmzxqtvofdy,10.0,,Freescale Semiconductor,,tdrmyzskefhtwvmuopbqnlpwfhfdsdqinhgwtpzrkiivylbuhv,,79928.0
Manitoba,,2.0,9.0,128976.0,Lntqel,Regina,Pkthqkf,,FFM5687,,O,1-326-784-6297,,FFMVVXNTQFSQJVPRTMZGNU,49.0,m,Itron,IXMIRNGIPOOKLHXAYLWMWJNCHFWMAFVEGUPLPUFMZWOYMUCSQUQPCBX,nmdxfrgspvutfoznpjbnovzoukijvrqpjotlldtucedijgxmvyexhusmnihovfxgeptaupybaa,1.0,212476.0
LA,M,0.0,1.0,2292873.0,Dhwpg,Lewiston,nuspfgrbrlotsclprzuzqtgibhcnu,R,ecq5688,United States of America,O,1-536-430-8187,478.0,ecqgshtvqibypppabiet,4.0,,Micron Technology,JPMASFMTMXVBZWYLCPXANLRHLFQQKUOSDTXWSJOGTASQXHORGVJVPZOFZIDINRRYYUSRP,CKUZGMNGQZLDADQSEZPFCPAWNXDUJLYJSVCSZLYVZHCQXHMOYIBOOSQE,0.0,171937.0
GA,M,3.0,6.0,2906159.0,VYULJ,Eugene,Vdoxrilvulamt,,Uqd5689,United States of America,,1-159-441-1426,641.0,Uqdxjbtft,50.0,M,Casey's General Stores,Luoudifuwdgrypsxhcqajinjwcpbnfzetqihgzdaonwnjviznplipiqjwycilxbxg,Utubqiizbyyemrjtoktukhicpudwahsjzyswznrdtyoifhlacfvtlyrkvxexgjpsbnztjq,3.0,282739.0
Nova Scotia,,4.0,8.0,2769979.0,uelbjbskpyxl,Charlottetown,GSWKRCIBFGATDTFEW,,Nho5690,,O,1-705-820-3189,320.0,Nhodkmazwceatgdjkpriysl,0.0,,AbitibiBowater,Wktecdffapfvoiiqorpimchndinlfgfircdywdhpqaejgge,fcdjsjvqwujutugvzqkwieowurv,4.0,73661.0
TN,D,,9.0,3211216.0,Pegde,Fort Lauderdale,Gmwcnkmqrfqohqnccjwdw,,Bch5691,United States of America,O,1-174-257-5390,,Bchsjxhinzevyjmcjikanh,47.0,,,Vwgzdhvafflenjasxppzsaqcgijihzneyjqgeyfbxwlrja,FDZLWPZZZBBWJPFVIVZJBWDWPNEWBBBCFCEEYHKUBMOQOOJWCVWZLRHYECLDQROJGKPBKC,4.0,415111.0
TN,W,1.0,9.0,583085.0,Emcrmutltpdu,Fort Lauderdale,jggvlvaoj,,HSK5692,United States of America,O,1-238-974-3458,,HSKAOGMBDOEARSGRZWIHXNQFKZIYX,55.0,,Southern,Uonxgoslehqujlimhkihluti,Bwojrcivejszhbgomcjpbnalvafmlwyhjw,0.0,368215.0
ME,M,4.0,5.0,3901029.0,UGIOIXNHMGC,Torrance,Qmfgodh,,vwo5693,United States of America,O,1-157-170-3044,436.0,vwovznlyaljnfzyfbmwkdarbxeg,39.0,M,Atlas America,Lsfeelwvmzwcyaeigzkh,,2.0,257483.0
NH,U,0.0,6.0,1884566.0,Uumfsay,Hilo,Trlnzknbcpz,,Kvi5694,United States of America,O,1-328-927-9815,504.0,Kvihycxqhmucm,10.0,,Systemax,Rlohtpwe,YURXTIUGMDBOPTOQBEVTOCNJQSSWVZWMTSUKECXVVMMRIRZRUFXHGQRXA,5.0,
MN,U,2.0,0.0,,Zqxcz,Chattanooga,Qfnyvo,,yir5695,United States of America,O,1-993-167-9767,524.0,yirvcjxofpbgwhlnegmkheiqvvpaex,39.0,f,Ruddick,BOHALCEOAYRXCIARFWBOMCEDGBVQGNXMIHFSU,gdioisqopyqbbthqrkvemnxxvueucuexlqfnbledlqodkmfkqjhkav,4.0,58009.0
OK,W,,6.0,1242648.0,tfnizggwrp,Peoria,NARCJDDXWEOLFK,,HDI5696,Canada,O,1-984-893-0323,541.0,HDITTXWECPTBJFNMEOAQT,4.0,,Limited Brands,okmgeagzkawwzdewincw,YMXKOQYLSKSDYNJGKVKCLQEUJMLMCWOTJZHQ,5.0,406457.0
LA,M,5.0,10.0,1516935.0,Xtyqkq,Phoenix,Bfsqdiikpuagcukiavbeftr,,vkk5697,United States of America,R,1-590-276-4607,782.0,vkkauhnivehhmwgnosdsl,63.0,,Mattel,xalamniowinbkiywkfrfbrrzcmkqhbbctmfjtu,jzqlydzotetsax,3.0,124321.0
OK,W,0.0,3.0,2260163.0,hqrryeuw,San Jose,YPCQJETTPGHVNPKMEFREROTA,,GSQ5698,United States of America,O,1-529-512-3141,460.0,GSQVPFNMVGDAZWOMGDSTUGQNZWLC,43.0,m,Marshall & Ilsley Corp.,QOGDCASINCPFUXDDTNXUVDGTVDWBPULOEWZAZUQZQDNWBHTMXIRALXGAAGFUPKOTZOCTX,Wczdjbicuxicgowwwyrvekchfhsuzmpyap,1.0,445627.0
SD,W,1.0,3.0,3502238.0,,Iqaluit,WRGQUGGTTHAQZKNOJMCERNQVREF,,PQS5699,United States of America,R,1-010-185-7763,343.0,PQSQDPHJAMEOUD,33.0,f,Estee Lauder,FSOUGICDKBDRXKHWAWKBOLPCDYHVHMJTVDCSKAI,QYRXUAWKNVKWIHCOELDWTJOUTUKHYUAKBEMADCGJHMVLEBXBUQWLSEKHPBCZ,,54574.0
WA,S,1.0,6.0,436587.0,,Brownsville,Gqmfghlvvyksbfarskbkrymus,,Ekk5700,United States of America,U,1-188-242-8701,674.0,Ekkvspgxrbximdnsvxbkyhqlpnxgr,20.0,,New York Times,Pynprhugl,Kepktlhhirhmssyooiyphiaunwwzvr,2.0,232613.0
CO,M,1.0,2.0,608914.0,Apounhd,Mobile,Hbiubragqizfgnpbhgthhzmrnoqhmy,,Gjp5701,United States of America,R,1-051-948-8215,301.0,Gjpqyxcgvmpnrsebqse,94.0,,KBR,ptxfpdenkljlwjeeyxvcilrzkcmdbzrhhnwuqxobbvuerggnetqlkpcuwmssuittdmnqiqk,ehpbanwgavbbrsypaxmmjvqpvwizutnnulocnlkncleepfsaojmxluvylapdcvjwfqvucxqlw,5.0,109153.0
NC,D,0.0,0.0,1818530.0,pyjmasmt,Naperville,UCLKTPGSPEVBYMDWFWWRCYSQRDA,,xyr5702,United States of America,O,1-519-427-4964,594.0,xyrcbpo,54.0,f,General Electric,Prqgvrpenrgthvudkjhuubugamogwuqeqdpmyopgvwvfddzulvsifxujmrm,Cmydxryfdqfwvcnzexzteeegxufeqtyrdn,5.0,
Quebec,W,1.0,7.0,2813358.0,gmghpodlyep,Minneapolis,Butujezl,o,AKE5703,United States of America,O,1-822-832-4340,728.0,AKEEKZLBNRUIIWHW,18.0,F,WellCare Health Plans,Kyydeiicmqocqojqgprradtbdprmlxlttmobetyzngnohtfaqwftnncydakoyaekthkncane,Tptpdhhzqrujrqipyokjkulmjyxzoafnrnyebomlivmspqtszqwpzmjzqcqiaq,2.0,270138.0
NH,S,3.0,8.0,549077.0,REHZZRVTBXGC,Sioux Falls,Vuumbmf,,tjz5704,United States of America,O,,471.0,tjzqtuv,72.0,,State Street Corp.,UHDNC,dykatc,5.0,270343.0
NC,D,4.0,,3428464.0,Xbjuhro,Spokane,Hhthtw,T,Twc5705,Canada,O,1-100-063-0812,418.0,Twcesbfwvov,17.0,,Neiman Marcus,VGNSIXEMTAFCRCEHURPADRABALD,ZZRASWJWMLKJWILIOQXJOLHBHTUVLGYAEA,5.0,397850.0
AL,S,1.0,1.0,1503296.0,LLICROIEDGJR,Los Angeles,Ouyteo,u,Hji5706,United States of America,O,1-162-398-9990,744.0,Hjihkjdvrqplcoqe,75.0,m,Bio-Rad Laboratories,gkafdjvewmqgsiypkevxevcflyhfwlrxaxbsjkjjjcbtxzo,ntbtqdjtulilgyxqeceefmdt,4.0,8541.0
MI,U,5.0,9.0,3997287.0,cgplgls,Omaha,inmzyafpbgkfjpz,a,Hul5707,United States of America,O,1-214-932-2937,,Hulxixbalbqqbpqslltdtd,90.0,f,Allergan,qijypfyt,,5.0,219716.0
MT,M,5.0,4.0,2462454.0,Pwbzpgxy,Amarillo,Mcvyiriimyvvpmtxxeqfitwm,c,Hcn5708,United States of America,R,1-053-963-4655,488.0,Hcnzjzjsw,90.0,F,Family Dollar Stores,Szyonbfnjmtvnbtdxfuuajmxtedbn,,2.0,448311.0
NM,U,5.0,0.0,1567296.0,dvqsmdfhlti,Las Vegas,IIIJNMKTHPJT,n,Dyz5709,United States of America,U,1-101-054-0208,422.0,Dyzbrwngiketvjpcs,36.0,F,Amgen,WONUKDKMTHENXBVMDKJIGNCXZCPJDOLHMNZYLCSEBTZMLSTVIWWWD,Gobarvsiskauehx,,257518.0
HI,D,2.0,6.0,1605917.0,RVEVTMELF,Toledo,Fvkofsofowfkamfkhrymvv,,djm5710,Canada,,1-350-217-3333,774.0,djmfleh,62.0,f,Corning,,Dqrizffdpajocdisyqhprgfbozjipsuwwmuwuszcbbmqtfaiukloapgxibfhhfsiluyrqsnbklyqrnv,2.0,96693.0
SD,S,5.0,,789705.0,Mvhauiqgwqca,St. Petersburg,SNETOQWOOM,Q,UZK5711,United States of America,R,,814.0,UZKSOKRRXNBOLETX,52.0,m,West,jmduhootmoqrdoarpbbrlgdweuadxllydyilisaumuuhohqxjaurrgobkalinobni,Qrxkyhmzycibmglrbdaskxqqslifinzgvvhdlnzhwnwgcsuyl,,309315.0
AZ,U,4.0,6.0,236764.0,Hqmsad,Macon,rlgxklczifnz,,QGV5712,United States of America,O,1-072-087-2861,742.0,QGVSATXSS,79.0,,Michaels Stores,smsdmjgqetgcmcrhsazxxdjffuulapkmsmecyefmunddvbaasgiloghjlrfmpcbmttwihuoafuji,JGMXEIGFUPKYJNTU,4.0,248860.0
WI,U,5.0,5.0,1730811.0,prcnzna,Fairbanks,whoqjrcjffvxhjrtygcxvcfbpm,,GKY5713,Canada,O,1-832-236-5619,619.0,GKYKZLUKQJJEGRVVZZS,54.0,M,Molson Coors Brewing,Bmgrvlkrrhevzmmorqyarehsialjcilxjzcogrk,,3.0,70594.0
IA,S,0.0,3.0,2477469.0,Imbzn,Oceanside,IZQNNUBDUOTMPWCSBN,,PMG5714,United States of America,,1-796-092-3556,785.0,PMGHFRNMLCRAHXUJXKCYSND,40.0,,Cliffs Natural Resources,MZYECNBSGFSHGZIBPAMLIBVSAHHSMJACNKHF,HSEOGHASUEAPPQKOPOXKFXRMIYFBRHBQCQXWPMPZPAHMEFDFXQGACCFCLLSJCQTHAHEKOHEAYCX,0.0,417829.0
Saskatchewan,S,5.0,,2319418.0,Ppzuqyz,Philadelphia,Httihcvfvdpsy,G,Mes5715,United States of America,O,1-601-011-3202,491.0,Mesdmzorc,51.0,m,Southwestern Energy,,Zzeieoepdfncutyojmrypjfswrlwkigyxfuovcbhogmrcaybtdpwa,1.0,47834.0
MS,U,0.0,8.0,1784650.0,Vzeqasscb,Lancaster,Kefvecrxlgkglxqlblquhl,z,Hde5716,,,1-952-874-2238,428.0,Hdehadvymtxabcmfoom,11.0,f,Owens & Minor,WMRIQNGALOTNTIUVGOALJHYXMJXIVQEWTIUFHOIDEQDAEXUUNCCUZTQYSEOEVAMRDT,Iomowjdp,5.0,456447.0
Ontario,W,1.0,2.0,405634.0,Evereqbey,Rancho Cucamonga,IWQAXROC,,Ccf5717,United States of America,U,1-685-683-1626,706.0,Ccftgdumllgmhemvuztplbhmehhbkp,19.0,F,SPX,Ddgebnswhftaotbctz,VDOEHBENYWVFWNBCHLD,3.0,120304.0
CT,U,0.0,10.0,,lyupjw,Winnipeg,Ddlfxcpiyrghwxecw,Y,YVK5718,United States of America,O,1-005-247-2918,850.0,YVKPFFPLTNDIH,100.0,I,Time Warner,vkjilaaponlkuvnwo,fdzrwetxxthgxoaltbbkwxyeiktsljdjbpsddmgunozpqgamxttufcxz,0.0,369.0
PA,S,4.0,10.0,3999781.0,Wjfmizrjncvc,Amarillo,Vwuctduku,x,Uch5719,United States of America,O,1-093-075-5837,750.0,Uchargqacbh,96.0,,MDU Resources Group,Ubabfnagzkdsqnxjzgyhppqbvrefplghqvmph,Ilremgngjrhzuqzerjclhbujnuvgnjvgiikpmvsqwjimpcplagtmnrqxorgc,5.0,120604.0
VA,S,,8.0,1523202.0,,Anchorage,Iotiaknf,E,vat5720,United States of America,O,1-730-353-1270,476.0,vatad,100.0,,Peter Kiewit Sons',hbhxohruskzckgtpy,oubitosjfjfpwjkbwntuorjcplnwvsrkoaeeqfijylvfboflmwavzjdcvudpvplvvjorpeujumzydkxy,,145847.0
IL,M,2.0,9.0,75107.0,Wsinninjcuyv,Santa Clarita,Wjftkxigzwkfxjqviwcjlgvvzesil,B,Efi5721,United States of America,O,1-287-815-2045,810.0,Efiiukbnwidxwbhozpnsfcflx,36.0,f,Sara Lee,,scqfmoogfxkqzxlvxvtfmialcxfrvowpgpxfhgoccdnaxebuz,1.0,63613.0
MD,D,3.0,,1747854.0,QVVWH,El Paso,AGQIKEGHCOXDW,,avl5722,United States of America,O,1-924-239-7513,,avlgwumjhr,72.0,,Southwest Airlines,Tbusispuwzhebamtdgmgrtvxhbhkiqgqflw,Kiwnlyqnrawisfmewtauvswmldpuqzfwyfokucfaflpmmovpcfemyocvf,0.0,
KS,U,4.0,2.0,3335935.0,JTTIJNLPV,Bridgeport,Nkzjrjg,,Egi5723,United States of America,U,1-366-563-4373,423.0,Egilxhnewrctsdqlgvfuiwmosv,87.0,,,ZPBTMDEYQKTWGNZCNPDDIUOFSMMXPOWTNHRZUFIAONVNVQHDLPAFZGYDEPEHMLHQWFIVH,ghmbbukdvbrenutuolqjnemyueqqaycikjxashjghbwilqzjvmtaggcvwjxvmcasxzulb,3.0,428773.0
PA,S,0.0,7.0,856446.0,codexe,Biloxi,JIWTRRJRH,,Qnf5724,United States of America,O,1-325-462-7272,841.0,Qnffir,71.0,,Rite Aid,JYROCJICGXHAVYXHDSAKRMJCCIJKRQVMPQSZJBLXCDDGCAMTJWYUDZPA,SSQMZBAAWBOUFAYNDSGFRBOEDJFIQFRKQPDOALKKXVGBYGZQADLCABWGPXIULTLUORKUCDLIRG,5.0,397679.0
SD,M,3.0,4.0,2821434.0,Gbqkwvi,Lansing,Uqxbywlktqvoqdqmbvuiloaoxlqyai,,Lhd5725,United States of America,O,1-862-582-1674,838.0,Lhdfvjj,,,Sanmina-SCI,ATRLXVUWVYMTMI,IEGMUDZJPIJTNU,0.0,336213.0
Alberta,M,0.0,5.0,2217921.0,Vkgmvdkfrmv,Frederick,EWWUGWNLN,,Qgr5726,United States of America,O,1-437-327-9308,329.0,Qgrytkgcbquxto,24.0,,Leap Wireless International,tikvpqeywxwwzzxidkhabcvxnsaptbnsnguauhlnyfifyrpbsqoygsv,Ojhxuomjgajpgxzlwupdomnnjarkqlyybobdppuuyhkmkmolkepwqofnqb,5.0,
NJ,S,4.0,1.0,2497821.0,Xhuivx,Allentown,Lixelqavfnhrjikiatnxadbjzkvw,E,Wpl5727,,O,1-817-078-8020,403.0,Wplfqgwfiruaobmivfbrnk,40.0,M,Holly,edvccmrurkreengrvqtasudevvcl,VTWVVKPGS,2.0,114859.0
UT,U,4.0,0.0,3752584.0,XXGDEKEDSD,Erie,Osbmokdkkkaot,,jjd5728,United States of America,O,1-299-268-4362,687.0,jjdflsvntjucp,100.0,,,,Kjwyazv,3.0,415193.0
OR,M,4.0,8.0,1656302.0,SVHUWYCRZGWE,Saint John,Czzhm,V,Aud5729,Canada,O,1-191-215-8504,383.0,Audpnidwmriztowwdnszjbevr,12.0,M,Vought Aircraft Industries,Wyeiosodkuwfyewpurlganlhdskfeqkguw,,2.0,
MS,M,4.0,2.0,1210016.0,Egxdmyo,Warwick,QYMCQUIILOCUCJTQKETFYWHVO,,Irn5730,,U,1-547-095-8022,502.0,Irncpeaeqtojtfjrkqyxtflharvrzb,63.0,M,UAL,Eswlenarertlcmyplrndnjbobpijhavnhclakbeomtzpimfrpbromgzamqmvuitt,NIUZCQMNPAAZKMJBOXTDSOCDGTPIVGBNDGMYAI,1.0,
MT,M,5.0,5.0,1654583.0,Mumuc,Independence,Bcziustiklnqqtauoivvfd,,ouk5731,United States of America,R,1-172-345-5549,676.0,oukxlzwlkwquuynotwaoytjqkyt,37.0,m,Activision Blizzard,Famuadarvzmxcqwszdei,Vpokbuyeryvhmkbmlhosbiquscwlbqrtahdzpcolbswojkosnhvpugn,5.0,245172.0
Manitoba,M,2.0,10.0,950988.0,Frgjr,Brownsville,Rncklzl,,Hlk5732,United States of America,O,1-139-465-1622,481.0,Hlkoqafv,25.0,,Home Depot,HBLSHATFCNNALILZSMGQMEXTVSJVZIIQCVHRMCEIBLDGSQTJAA,buwunjcjpffawmjkzgrnfnnmuvnlqinnbumtqbhekydqgqyvokfnt,3.0,159214.0
GA,M,0.0,7.0,3183685.0,Nqrjlcjv,Billings,wotqsgymqpm,Q,Uma5733,United States of America,O,1-439-047-9047,,Umaha,,F,RPM International,Ainrmodklqiqcamvbowkvlcoogmwarlbuchmialuhettrfwzjggphtgarsiktfhgkqljbiijzharxw,YWLZZMCXRIWFWDTYJJDBEQWSXAJQMUKSQULBPKHPNWFACXUGXAVAALMKDAVPMHVLKSAZYHMEHQ,4.0,296316.0
New Brunswick,,4.0,8.0,3954844.0,KYESSZP,Huntington,Uodbcti,,sfr5734,United States of America,O,1-476-616-6605,625.0,sfrexkldttbqxnrtvzak,71.0,F,Berry Plastics,OCJXMNABUYBZCYYAETKSDOJGHXIVBFLWFFQVSVAXTCWBSYDGFSXSVBYOPYZMLVSTUHD,xuustkdrowsnxkjqtyujoxyvwgdbrvpgidkueprtiuxjqagngrxnojfnvniefinumsogmjkgx,3.0,250938.0
IL,,3.0,8.0,3308083.0,Ppgunldilzv,Hamilton,wgdajdtjfxhhciltzxbzcyea,R,fij5735,United States of America,O,1-879-072-7140,320.0,fijjkw,20.0,,Moody's,Ffhurjkltycbnzroebtxlfvoczjwucnqexbznkxkwdvosislxrjfrfcecyqibyyn,kvqqlrluzkrwyezukfyrqhvmjztagxkplbjysyvofrbdcvqdcqbqexbspwtbxiieksryvr,0.0,471804.0
ME,M,2.0,7.0,1949257.0,Beptrqgtr,Sandy,Nyzosixyotqmnajxrtdvw,v,AAW5736,United States of America,O,1-676-416-4361,818.0,AAWHA,48.0,,Bio-Rad Laboratories,AFGMRAXHIHTGJZ,Lwvsilmxgvxbvvmklcfkspk,0.0,355822.0
NY,U,3.0,,447447.0,Ofcbfavvlkd,Seattle,srowrhpcfcc,G,Vkn5737,,R,1-688-956-0808,645.0,Vkneuqicldaiyennjbkll,62.0,,Darden Restaurants,,TGUJCGJQYCKRTLYIEZVCUDIOGRP,1.0,214594.0
AK,U,0.0,,160581.0,BHERH,Chula Vista,RNRZGIHVNVE,W,LRN5738,Canada,R,1-741-509-1125,357.0,LRNMKXS,36.0,m,Warnaco Group,VFBNNVAVYWQNKZFSQMWXOLWDYZWNKTGRNMVANAUQBNVSMXFOBRPFPNAVMR,Wpbjeiqahrzgkqujsalrskhrbivolpstaldzypv,2.0,128516.0
NY,U,0.0,3.0,1631673.0,Tfvcugxxuoox,Buffalo,gynmxnrddajgkgisyrpk,,Lkp5739,United States of America,R,1-298-856-7354,772.0,Lkpwxklcwkpsiybhbrtoe,80.0,,,qkpdcb,FPUFAXDRBFJNLFKKCCKFJUF,2.0,151240.0
MD,U,1.0,2.0,3802148.0,liisbfbrnea,St. Johns,Yyoqsoslrgp,i,KYV5740,United States of America,O,1-735-551-6786,359.0,KYVRTDSHVYOPWMGHMDDQKJVB,73.0,F,Crosstex Energy,MRCSAOURPATTKPNSTPF,PGTCXRGUKCINGPTZGONMGVDWWGTDMIUCRKLAGNEMXGXGFBPECPTOFRIOGWCFJWXFUEHWDREKT,1.0,246015.0
MD,U,4.0,1.0,1748844.0,DSKYSSY,Plano,hhlvorgspojagoqcgtsc,e,dfl5741,United States of America,U,,733.0,dflrirbdokaihmmpryizlwtrmf,11.0,,Applied Materials,wmnapeugjhnezyjtyroew,IPROTVFWHPEJBBEIVBBLOJSSHFBQCTVFMRCOECVYYDQXLXOPZZUGJDCPHWSNZVVMCFTKLVDWPJ,0.0,428388.0
