gncd,ncm,mrtlstts,mddlntl,nmbrchldrn,mplr,ntwrth,ddrssln1,crdtrtng,nmbrcrdtcrds,cntr,ct,stt,phn,nmbrcrs,g,wnrrntflg
Wok11301,379993.0,W,,1.0,Crane,10553.0,YIEFVUDGVRBORFAJPJOWRIIOISTKRZ,599.0,2.0,United States of America,Oklahoma City,FL,1-552-649-8530,4.0,49.0,R
Jjn11302,342777.0,U,,1.0,Pioneer Natural Resources,802449.0,tfyyouvemoblqoojkcabeavdke,692.0,1.0,United States of America,Elizabeth,DC,1-865-233-1724,2.0,81.0,O
dng11303,220954.0,U,U,,KeyCorp,646641.0,Hddxpzhpcbgemorxgjgquxeglgiaqcvubcfxkqascloprw,664.0,3.0,United States of America,Allentown,KY,1-403-441-7156,5.0,30.0,O
cki11304,30937.0,D,L,2.0,H&R Block,939590.0,BFFHMNGHGBEGGOTVNHBPTWLKJKZWRNHRMXOXPAWEKVOASPBNPRRU,,5.0,United States of America,Honolulu,SD,1-950-137-1075,3.0,32.0,O
Fvq11305,268707.0,M,,3.0,Erie Insurance Group,99396.0,sbwarqesbmvzoelwkjsaubpcpftiqaghglbxjiflsxjggnzeawftvkhdkxm,839.0,9.0,United States of America,San Buenaventura,AL,1-834-306-6774,2.0,20.0,U
HDS11306,58493.0,M,,4.0,WellPoint,348186.0,Vtqflceyamocrlswzchvyamvsrnvhrkxfuycwchdeilahucsrrpxiclyieuagxrmfu,620.0,10.0,United States of America,Huntington Beach,MA,1-908-495-5891,1.0,53.0,O
hzt11307,357450.0,M,c,0.0,Intel,525745.0,uremrvplorroikuvtacftzvwbqvmacqcqcrcdawluavrbqvft,565.0,8.0,United States of America,Waterbury,Prince Edward Island,1-234-377-6818,,,U
skv11308,402241.0,S,x,1.0,,1210390.0,QSNAQMMTUNIASVLOVGNXTNINTFERYTDCOXCUXAVQILR,380.0,1.0,Canada,Phoenix,Newfoundland,1-058-467-6102,4.0,69.0,O
Kii11309,122042.0,D,,4.0,Dean Foods,3032307.0,Spigxoreec,772.0,8.0,United States of America,Baton Rouge,MO,1-169-885-9319,1.0,80.0,O
YGE11310,405951.0,W,R,1.0,Fidelity National Financial,115832.0,ARBWRWIZCFKSPWTRNDNAKUYVWTEHXILITTUPSTLAONZNDHJZXPJJTCFMDAPHJBNDHIMC,593.0,4.0,United States of America,Halifax,OH,,3.0,63.0,U
axu11311,183120.0,W,,4.0,Cypress Semiconductor,3971250.0,JIQIVYSPYBPEMVBQRNIXDXZGIXZZNEWBWRDQDPJLGUHMERICBLQLWCEQEXFXNKDMMAJLBBGENS,676.0,7.0,United States of America,Detroit,Ontario,1-605-826-2886,4.0,12.0,R
Wey11312,240316.0,U,,5.0,Roper Industries,3091623.0,Gkwfiwhguwlgunvjhciqqrryubkykntfgofcnldtgslhwkltfjzjhwgtlpixlqy,760.0,7.0,United States of America,Riverside,AK,1-204-549-3635,2.0,85.0,R
Gaz11313,426953.0,S,,0.0,Cintas,,,471.0,9.0,United States of America,Atlanta,FL,1-505-006-5713,1.0,,R
Skd11314,466235.0,M,,5.0,Philip Morris International,2082774.0,gffhlieaeyzvophhkfnapeehjmtuviyqzosljfvvqwqjutfymukkgflkmcwg,451.0,5.0,United States of America,Wichita,MS,1-696-497-1606,3.0,59.0,R
Oni11315,242391.0,M,I,4.0,Marshall & Ilsley Corp.,107328.0,kvhxttnffntphqqaraxdnpsdvtsdgqrsgupllhxwxh,738.0,,United States of America,Fontana,Quebec,1-546-217-3273,4.0,65.0,O
Kct11316,112003.0,D,,4.0,Annaly Capital Management,2499732.0,vmfox,521.0,3.0,,Huntsville,GA,1-281-562-2121,5.0,32.0,O
QFR11317,1551.0,S,,0.0,Ferrellgas Partners,2276604.0,Gogzdqnjzenekrtdreqftfmbkoklwyhjwlmhphgkdhtleunnuaglignf,434.0,0.0,United States of America,Corpus Christi,IA,1-512-566-5119,0.0,81.0,O
oai11318,135827.0,S,D,3.0,Acuity Brands,2862245.0,RLNVXEUZFVPFKSEXRBUYHDPLKMZTQKBOWWPMKUOZBLQARZVMVM,383.0,7.0,United States of America,Omaha,KY,1-439-119-1797,1.0,60.0,U
Vns11319,285.0,D,,0.0,Catalyst Health Solutions,516195.0,,354.0,10.0,United States of America,Pueblo,NY,1-943-305-9972,0.0,99.0,O
Heo11320,201057.0,M,T,2.0,SunTrust Banks,3978898.0,Eyyshdkhasqgrqqxetdkziodnhndckctwgjcamngb,424.0,10.0,United States of America,Miami,AR,1-075-145-9510,4.0,77.0,O
Tdq11321,,U,,0.0,Continental Airlines,958632.0,Hkywahkgeeplwkkvfjbljvaniphxoqqpfidsbxwhdueoc,,2.0,United States of America,Wichita,AR,1-740-351-5671,4.0,62.0,U
xpm11322,170325.0,D,n,3.0,Winn-Dixie Stores,333743.0,Sqnelalrkcwwt,657.0,,United States of America,Biloxi,PA,1-519-250-4548,0.0,79.0,U
Euk11323,172884.0,M,,1.0,E*Trade Financial,1388016.0,KQASMGEYCIBVDGGOUOXMZNSPJYWXNKCIEBJNRQSJ,308.0,2.0,United States of America,Chattanooga,Manitoba,1-092-105-1713,1.0,11.0,
Pxk11324,398685.0,U,,0.0,Regis,2445180.0,Llxyflaclwywwcbtgudccgmoadyrelerpsy,741.0,7.0,United States of America,Kitchener,CT,1-456-330-7198,3.0,70.0,O
tpk11325,332418.0,U,R,0.0,Century Aluminum,514703.0,qvajsozllulhpizmybrosjztnoagbpfdkezlvkbuesdgwotvhxxetojjegdzhnbjtae,667.0,4.0,United States of America,Charlottetown,Nova Scotia,1-326-894-4273,5.0,8.0,R
ssp11326,81903.0,S,e,1.0,National Life Group,877908.0,Vrnbtwmyuzhklypljtjg,554.0,0.0,United States of America,Brownsville,Manitoba,1-810-725-5663,4.0,,U
Whj11327,290471.0,S,R,0.0,Applied Industrial Tech,2929968.0,wmmkyiunwiljjvcpust,363.0,8.0,United States of America,Carrollton,LA,1-293-436-8099,2.0,17.0,O
qpm11328,275201.0,M,L,4.0,FM Global,318288.0,BTKWSHUXRSNGGTTSANSXQIWEPHIIRFJ,716.0,5.0,United States of America,Las Vegas,NM,1-599-272-3292,,2.0,U
Fhx11329,460979.0,S,,5.0,Yahoo,2898082.0,yubztkkrqdqluveqeioqnhwvvxtrnoeyhxjvq,734.0,1.0,United States of America,Stamford,TN,1-785-951-6872,1.0,89.0,
AGF11330,254093.0,S,P,3.0,,157768.0,Nlhrdhcxhnytvxjohidseyijkokohprdaatmklklbbuzopatj,728.0,10.0,United States of America,Wilmington,VT,1-940-078-3143,0.0,16.0,U
srg11331,61452.0,U,,3.0,Constellation Brands,3828862.0,PXTOYXPYWWIJPXBFPUQ,315.0,4.0,United States of America,Sioux Falls,OH,1-968-826-5703,3.0,26.0,U
sgo11332,237493.0,S,,3.0,Fortune Brands,996857.0,Zdojdzupfwogdfgwrnioofaobtzfurknleobpuvoyalyyozhjkszrwoqx,766.0,0.0,Canada,Dawson City,WA,,5.0,68.0,U
Wcr11333,204131.0,M,U,2.0,MGIC Investment,2041319.0,tokgxixdzzccxvunbevdlkmiyqwvjbshxajjfblfaccjhwpdgalutsaglepuyhpobrfp,497.0,5.0,,Overland Park,OR,1-051-429-9580,1.0,60.0,O
uuo11334,91930.0,M,k,2.0,Wells Fargo,3315704.0,dlprheqoiqkfoygtnkrxwalu,476.0,7.0,United States of America,El Paso,WI,1-954-259-4384,1.0,27.0,O
Ovj11335,366485.0,U,V,1.0,Eastman Kodak,1098594.0,,389.0,1.0,Canada,Casper,NJ,1-164-233-6272,3.0,28.0,O
Vqr11336,310453.0,U,,5.0,Corning,3972846.0,Lrzocdfceoucleezhgzjnxtmctmrpavjtlcrvbujocekfrtiesdsnkfdsqljlbkhbt,710.0,8.0,United States of America,Baltimore,Ontario,1-200-170-0447,3.0,81.0,R
Vpe11337,134003.0,M,D,3.0,Quiksilver,2058471.0,zekuhicombeezxhrvljairtpepxlgllmhdgouoprvyanwvfdbfrlzkj,797.0,3.0,United States of America,Fort Wayne,SC,1-938-750-8141,1.0,19.0,U
myb11338,57532.0,D,,0.0,Fidelity National Financial,2519877.0,YDUNDOREDIONANEPERPLPQOORNDNELOTIWAGDSXZGDFJIGMIMVMPGMNFTGQODVMKVBQUMCAAC,320.0,1.0,United States of America,Regina,KY,1-620-650-4218,2.0,56.0,R
yfn11339,,M,V,0.0,Textron,1088521.0,,412.0,7.0,United States of America,Sacramento,WV,1-338-554-3849,2.0,75.0,O
BUX11340,293450.0,M,c,1.0,Autodesk,911894.0,XSYWIAQBFPIKZKJZKIV,534.0,7.0,United States of America,Lancaster,HI,1-363-433-6679,2.0,29.0,R
zru11341,128451.0,M,I,1.0,,194236.0,Qgssxwxbpiguizygksgwuexkpqliqinwhfowvrkkgojuecjraellyiewtmbguvvbgrmni,378.0,9.0,Canada,Iqaluit,CT,1-796-745-2581,2.0,1.0,O
Gvq11342,,S,,,Agilent Technologies,2968079.0,,741.0,8.0,United States of America,Rancho Cucamonga,Ontario,1-074-800-6938,1.0,93.0,R
XUT11343,63716.0,U,,3.0,Equifax,720392.0,Pnkdgcorbkfvtjvsinthejmjyihvfcpisnzuwryvcysnxqwxapicw,647.0,5.0,United States of America,Yonkers,KY,1-663-301-6637,4.0,22.0,O
Ixl11344,340637.0,W,,5.0,Integrys Energy Group,3509418.0,CUGTNXCLQAUQQYTQZWLNRGGRTLUGNHDUYJUKUTKEKHLRBHBMBOSBO,588.0,0.0,United States of America,Garland,TN,1-556-759-3445,5.0,56.0,O
udl11345,145084.0,M,Q,0.0,Old Republic International,2294268.0,,458.0,9.0,United States of America,Casper,AL,1-526-355-5567,0.0,91.0,R
ubp11346,25516.0,M,,5.0,BearingPoint,2224545.0,pytgdnnhqambnkje,,4.0,United States of America,Flint,Ontario,1-020-468-8692,4.0,48.0,O
LRD11347,294190.0,U,Q,4.0,,3360485.0,Ogwgxbupzrwwdiixwuegfhhuimyqgljsgtmokwhhflkjbpyhhmrpcy,755.0,9.0,United States of America,St. Johns,MT,,4.0,56.0,O
WGD11348,211134.0,M,z,2.0,SunGard Data Systems,919383.0,Yyglhhbgydnkhw,558.0,1.0,United States of America,Riverside,WA,1-034-081-5692,0.0,31.0,U
Kvb11349,218254.0,D,,2.0,Belden,1263658.0,YAKJUEWTRHDKOPLQEKIDSBRDOMFZIEBBOTNHRJCMSSGOVF,330.0,8.0,United States of America,Fayetteville,LA,1-145-359-1884,3.0,30.0,O
Brs11350,69963.0,M,E,0.0,Molson Coors Brewing,1323498.0,,527.0,3.0,United States of America,Peoria,NY,1-004-817-5247,4.0,59.0,O
Xoz11351,341256.0,S,,2.0,Mosaic,3708348.0,,650.0,3.0,United States of America,Dayton,LA,1-842-204-2409,5.0,54.0,O
phi11352,418570.0,W,,2.0,Big Lots,507610.0,eyzcqwielprdzexbeebdnhtupzccodsaxcandhrotpeadnxkuyeqqftxltp,528.0,2.0,United States of America,Pittsburgh,SD,1-167-807-1150,0.0,90.0,R
Awz11353,161148.0,M,Y,0.0,BorgWarner,3537248.0,SGGVDEGHDROTFAPBLGEMDXYIRISCHXXKIIRXTUPABGLKXJPKH,716.0,4.0,United States of America,Fullerton,Newfoundland,1-750-227-6230,,98.0,O
Xpp11354,41929.0,M,,1.0,Allstate,48775.0,NQMMZXJXAEIXVAWKFKEDOYSYFYFTYPRODMTKDASSTGIBBSNVOJUZUJIS,361.0,3.0,Canada,Yellow Knife,Prince Edward Island,1-735-554-6533,0.0,76.0,O
MTF11355,92146.0,M,a,5.0,,1251429.0,criuidhgenshfpucpuoikl,445.0,9.0,United States of America,Ontario,ID,1-891-502-3976,0.0,21.0,O
NJM11356,395610.0,S,c,4.0,Spherion,3163046.0,Dkclvuvxqfhvomthmlujm,608.0,7.0,United States of America,Whitehorse,KS,1-010-809-4455,4.0,55.0,O
Qbg11357,229710.0,M,,1.0,Lithia Motors,3411899.0,Lnwyuollvurieoisudqwtlvdroufjuhndrldjhulogobubujmnbdmswsfklchmycgodopa,639.0,1.0,United States of America,Columbia,IL,,4.0,18.0,
lwo11358,224764.0,W,,3.0,R.R. Donnelley & Sons,,Lxxlg,434.0,10.0,United States of America,Little Rock,NE,1-947-499-3978,4.0,15.0,R
Iay11359,385358.0,U,,0.0,Invacare,3590905.0,Ygzcpvhrnqezahjhvlcqanrfahowdrayuuygadbpyvlplavgmoakhlldvvmvffhfbgjj,399.0,4.0,,Mobile,NH,1-712-731-2891,3.0,52.0,O
Npj11360,92592.0,U,X,4.0,Lender Processing Services,,BKSAJZOOSUTGKTPRCHRHWTDGKUEHRLPK,353.0,9.0,United States of America,Fayetteville,SD,1-079-196-9379,2.0,51.0,O
SZE11361,72707.0,M,,1.0,MetroPCS Communications,3450535.0,,761.0,1.0,United States of America,Fairbanks,WA,1-494-210-1271,1.0,30.0,O
Esh11362,364152.0,M,J,3.0,Questar,3555304.0,iqspjtyqjhaquvbzgfhunkhnpiaaoxeuumnkqncjytldisrtxoqllvkilvdwfqnxaolucrpf,382.0,4.0,Canada,Gary,NY,1-214-359-8474,0.0,57.0,O
Aln11363,364635.0,,,,Avis Budget Group,,rnqbhbwctihougbzusyekih,643.0,7.0,United States of America,Simi Valley,NE,1-219-704-8125,3.0,50.0,U
MRC11364,31115.0,M,I,4.0,Amkor Technology,3099326.0,Zsinpsigalwtug,628.0,1.0,Canada,Honolulu,SC,1-790-053-1797,5.0,42.0,
Xqw11365,62819.0,S,B,2.0,United Refining,2075284.0,Ekzqoyoojjryvhfamkwyojrytgkeujtmmxivaqffjjczkhahdvhotbjcewxwzwxkplo,414.0,3.0,United States of America,Fresno,HI,1-272-541-6948,1.0,65.0,O
aup11366,66026.0,U,,4.0,KBR,1123313.0,,424.0,4.0,,Montpelier,SD,1-811-328-9667,1.0,93.0,O
Mjr11367,83206.0,M,k,1.0,Allegheny Technologies,1577434.0,fmjzjlkvqnkjqydfmbnaytdclkjxcqbeugdxknpbjmwnhilvwhtohmrch,680.0,5.0,United States of America,Irving,SC,1-572-591-4243,2.0,,O
Mmv11368,249362.0,M,D,0.0,Xcel Energy,3667689.0,Ngboqouyexyikkathyycyebzouqcvicrmepcrnmeldfkacvpozrdxmnkfpgodvspmyhkb,541.0,1.0,United States of America,Grand Rapids,NJ,1-434-400-8486,0.0,59.0,U
Kwj11369,355805.0,U,O,5.0,Supervalu,1031113.0,WHFRNHPTTSWIZBYGSVX,320.0,0.0,United States of America,Syracuse,Saskatchewan,1-440-771-1004,2.0,94.0,O
Mod11370,,M,,1.0,E*Trade Financial,3112242.0,GAWDNAUDEYVGXQQSPNUPZNYVJBHNGOLQQTTRJHXNQRYGALBZVKRUARCSNRJBMMBGZUQPLDJGD,427.0,8.0,Canada,Charlotte,WA,1-558-086-1884,5.0,57.0,O
Yry11371,43085.0,S,C,1.0,Neiman Marcus,3784924.0,IHKTCHPZVCOQVSUXQAVNPITFL,560.0,7.0,United States of America,Greensboro,DE,1-256-668-6778,5.0,43.0,O
DGU11372,171847.0,U,,1.0,,1430079.0,bvwqpxpbgue,691.0,10.0,United States of America,Irving,British Columbia,1-775-921-8797,3.0,44.0,U
ISL11373,12710.0,U,z,5.0,Retail Ventures,920168.0,SVRSPJKPLSUOMFKYXNVKABZHHHIEBNXDMHNHTJLWIFDANCMQNDOLWCRQLDKMOV,369.0,4.0,Canada,Tacoma,WA,1-068-102-3374,,96.0,O
lto11374,54371.0,D,,0.0,Praxair,3914967.0,Kpdccnqevutinsdecbenslkxejcceijnxnjgaiepccsmqavnlvvcoovlnisic,368.0,7.0,United States of America,Toronto,LA,1-439-958-8519,2.0,49.0,O
Eib11375,230565.0,D,N,4.0,,64019.0,Pyrewfspoxg,649.0,10.0,United States of America,Iqaluit,Manitoba,1-028-871-0493,2.0,49.0,U
Npl11376,175326.0,S,C,2.0,Harrah's Entertainment,39310.0,izoakwgjjomsbltlowyhcolfkspenwrjxzacnbtpjckjsvxyatre,489.0,7.0,United States of America,Fort Wayne,NY,1-170-152-7863,5.0,99.0,O
Jiq11377,463745.0,U,,4.0,NiSource,166120.0,Xrqeoddjwkazhsipkppeniixgypsunxqzwkjloipseaputxifyxwqa,825.0,2.0,United States of America,Fort Wayne,SC,1-126-629-0228,2.0,70.0,O
Fjh11378,232155.0,M,,1.0,Devon Energy,1149540.0,Fdmnhuidbjrbvgetwjwcdqkbjsdexewwpumkzlehcdmgbsfgqendsdfpbsuaukftmsrhpuzmha,504.0,5.0,United States of America,Greensboro,TN,1-569-873-3397,1.0,97.0,O
Wmi11379,130736.0,M,,0.0,Corning,199174.0,ummtkddayxwhyjtgvfumi,570.0,10.0,United States of America,Vancouver,OR,,5.0,62.0,O
Ggo11380,90629.0,S,,3.0,Foot Locker,2596787.0,Aylvpwpzdeotwslaqyfrtzbcnbdsznnkhemkwruntgbvbvsrgmgxmthdevharp,477.0,9.0,Canada,Austin,LA,1-382-218-1314,5.0,64.0,O
ztf11381,326954.0,U,V,2.0,Country Financial Services,1395632.0,HMMQGMVNADAELNCGVRQDHPBYZWLER,736.0,6.0,Canada,Irving,TX,1-416-737-1447,2.0,60.0,O
xio11382,215366.0,D,,0.0,Auto-Owners Insurance,1895907.0,IPSRUNTLVPUAAULUCLOLYLPXTBHLYEXDSRAQEAIALQAVEICEZR,713.0,,United States of America,Vallejo,NY,,0.0,76.0,R
RXW11383,216463.0,S,g,,Idearc,1710505.0,Zfuixtqnk,536.0,6.0,United States of America,New Orleans,AR,1-317-865-2768,5.0,36.0,O
ckv11384,290638.0,M,,1.0,Plains Exploration,2103744.0,aertruccvqfokuchclbohqhclceokuvveuictxanlaorbwxruv,466.0,0.0,United States of America,Syracuse,TN,1-591-902-6864,3.0,3.0,O
JDE11385,133552.0,S,z,5.0,Susser Holdings,2858799.0,Yizaipbfhtflpqjxmlbddputtfkwxcchdvhvunuebbxsxeffr,345.0,,Canada,Paterson,RI,1-672-597-4133,4.0,27.0,U
Hni11386,236182.0,M,,5.0,SunGard Data Systems,191992.0,Jjefltxrcyxqvndexndmxkbuwvykvytrxgshmjbjaumyvmmprudnqrdscxdidvlajddpltgiirxcwv,570.0,1.0,United States of America,Fort Lauderdale,KY,1-825-245-5753,2.0,43.0,O
TQN11387,16283.0,M,,4.0,National Semiconductor,705980.0,mlleboawavodxvgylcqnovicodrlvyfhnrffagcuuzcbojrfzqaskrcweehxavdpnalqnygtxzp,837.0,1.0,United States of America,Sherbrooke,DC,1-037-143-3763,5.0,34.0,O
Bcn11388,458863.0,M,R,1.0,Mattel,3710389.0,Nebrqhlcaoivukewnmrvqcamonbesssmnoxykjceijwgtg,847.0,7.0,Canada,St. Catharines,UT,1-769-135-4061,0.0,49.0,O
eja11389,282491.0,S,y,0.0,Danaher,3637277.0,DIXYFFAZXQTBDPJRWTXTTXLGBEWHUSFQMAOVYMOHLDNALJVPIDFJWCHZVYILIGRSDQULDTKTXFN,816.0,0.0,United States of America,Hilo,WI,1-804-322-0101,3.0,13.0,O
oop11390,128483.0,S,Q,1.0,Medco Health Solutions,1258317.0,gjvqihujybqmvqkjjupivfpcihkiprwowqfkfbtkoropj,720.0,9.0,United States of America,Grand Prairie,MO,1-192-665-7106,5.0,0.0,O
Kmn11391,377733.0,M,,,HSN,2127580.0,Smuzrekhsaqipyjkxyzztszfmlgtwapikkrtcrxygaycnwbj,732.0,8.0,,Baton Rouge,DC,1-680-845-9701,0.0,1.0,
HBV11392,343343.0,M,,0.0,Weis Markets,3199251.0,THYEWOQVKRKEBELQLFPGGJLJEEIKRXQ,608.0,3.0,United States of America,Inglewood,PA,1-661-715-5665,4.0,,U
Fjd11393,472696.0,D,,5.0,Knight,1395057.0,Dhjivc,716.0,7.0,United States of America,Garden Grove,NH,1-940-055-3732,,0.0,U
spq11394,70106.0,W,,3.0,Itron,3830710.0,Pddmnnoezhxafbxqgttjinsjsnhuwyfnjnaslunlcjjttgeittfjbyhdvzzrcrlotsagdbft,438.0,3.0,United States of America,Oceanside,IA,1-579-928-2278,5.0,4.0,O
Sgs11395,85920.0,M,,2.0,Sovereign Bancorp,2227349.0,qfaghtadmmjtsuhdtfarzssszueuppadwjqjjalzni,803.0,1.0,United States of America,Montgomery,KY,1-240-507-7530,4.0,18.0,O
qcq11396,6704.0,M,B,2.0,Andersons,3669492.0,Hxyosancvvsvmygjahjkwfmzhsvpcdqtrrrgk,624.0,2.0,,Allentown,GA,1-481-240-7977,3.0,76.0,O
Dtm11397,168938.0,D,f,1.0,CIT Group,2955155.0,GEWNASGVFUTYIWJQPAFSVBJWTUXVLWYYOOBCCQHADSFNNAQIPMVZGJE,793.0,10.0,United States of America,Laredo,MT,1-569-059-7155,4.0,,O
eoe11398,370805.0,M,,4.0,NRG Energy,1177992.0,Zeusvopgrdeyisncmmivhewo,329.0,3.0,United States of America,Pembroke Pines,IA,1-348-768-6513,3.0,99.0,O
Boe11399,94112.0,M,,5.0,SPX,492909.0,Uqwbnsubkdnmhqathnkzxe,840.0,3.0,United States of America,Rochester,Alberta,1-167-517-7607,5.0,100.0,O
Kaz11400,135968.0,S,,5.0,Career Education,3130931.0,Rwgyxtdsnpfkrmlpiqyvdyjrxikgdyocmqvfhcng,455.0,5.0,United States of America,San Francisco,ID,1-877-657-8735,0.0,32.0,O
Fhu11401,94209.0,M,,4.0,Chubb,3595305.0,WARKHELLTXTIMEDIKHWFGHTPLMATJ,461.0,8.0,United States of America,San Diego,KY,1-645-559-8849,0.0,44.0,U
ETG11402,151092.0,S,G,,Hartford Financial Services,2546425.0,Vcgfnuucgkhnmrsgbewqjxlylfgdwohzqihkcdwsmdtmhvhcyavmicgyfuxknljbacahtaumkjfp,381.0,2.0,United States of America,Regina,AL,1-127-464-3763,0.0,35.0,O
Ygw11403,357449.0,W,T,0.0,Dana Holding,3817493.0,Zyszxkd,345.0,10.0,United States of America,Ann Arbor,British Columbia,1-599-041-1982,2.0,73.0,O
Ues11404,,M,G,,First Horizon National Corp.,3060740.0,Jffncivfckwijdjlbfxgdjzbtecfjzlesgveznwikppsygtxtqydfsgyvhkhdmmgxkeggnfncv,728.0,10.0,United States of America,Elizabeth,Manitoba,1-311-766-9580,3.0,61.0,O
Hsi11405,303330.0,M,,0.0,Donaldson,1637466.0,bqqpbyiigsqvcgnwpsznnpgudwkpfuvydqnaqddrswnsvavsrplbne,565.0,,United States of America,Toronto,DC,1-453-696-4339,,53.0,O
Dqv11406,140124.0,D,,3.0,Worthington Industries,3847322.0,Jsycgqmdyvyxuevwdbpgxoosjt,319.0,6.0,United States of America,New Haven,VT,1-486-928-5628,0.0,96.0,R
QHH11407,465642.0,S,r,2.0,Jones Financial,1730090.0,WKZPGPQGJPXRVPQXLFYRQMWOVXCUHXMIAPPDOR,762.0,6.0,United States of America,St. Petersburg,SD,1-225-019-7104,4.0,86.0,R
ZJH11408,301182.0,S,H,4.0,MetLife,3720422.0,jgedxhpxmndrypvpakkrtzlxpigqajupfqwyanrieoyzcnnissphunjx,834.0,1.0,United States of America,Akron,Saskatchewan,1-031-711-3625,0.0,59.0,O
CFN11409,23783.0,W,S,2.0,Olin,1704304.0,Kskuxaiignma,,2.0,Canada,Iqaluit,SD,1-834-875-5592,2.0,71.0,O
tgx11410,217151.0,U,,5.0,Biogen Idec,3304271.0,Jshvgkuswqpztwvhuhknpwncyemljcernxtopxqfivvw,578.0,5.0,United States of America,Lansing,LA,1-838-174-3145,3.0,65.0,R
SMI11411,191169.0,U,K,2.0,,296846.0,pykvromolkksnstfpnckdxghhplfphgsugfxcdkbhdihka,812.0,0.0,United States of America,Amarillo,MS,1-742-711-0944,5.0,,O
Otg11412,,U,,4.0,Enersys,3572603.0,VBWQWKRBOEGVEGNSDGJYAVDZODVMWNPPTSXDTKZLAQYJOWB,326.0,9.0,United States of America,Lancaster,NY,1-736-372-3278,2.0,52.0,O
NJF11413,209135.0,U,L,5.0,Kellogg,1313470.0,Jomekfuthsarwgszdkjuhrxzgcfgwwpprktgqiikvmnhnqe,729.0,0.0,United States of America,Riverside,NH,1-060-618-4115,0.0,93.0,O
jbi11414,16004.0,S,,0.0,Delta Air Lines,1427590.0,Bjmmflkhqnbgwlooifu,303.0,3.0,United States of America,Fairbanks,Alberta,1-439-456-9923,1.0,0.0,R
Htv11415,453676.0,S,V,1.0,Southwest Gas,829367.0,Qdvcnuzctnnwbpqxionyyydanaciswkjloohytjksyvofwwvcgrm,422.0,1.0,United States of America,Independence,OH,1-044-236-8354,2.0,54.0,O
Lrr11416,5835.0,S,,2.0,TRW Automotive Holdings,1629704.0,Znetrakwmuvhoszfawyxborocykpyknbfgffsgjbbnlpjipmcregarmruxqzb,348.0,9.0,United States of America,New Orleans,OH,1-230-854-0898,5.0,76.0,O
Xsp11417,73426.0,W,,3.0,Ferrellgas Partners,187266.0,Wxupkcuksqqyywzbvfnrouzurtozvpyzenbquypxubci,698.0,7.0,Canada,Pittsburgh,MD,1-765-938-3194,5.0,45.0,R
Klr11418,479877.0,M,,0.0,Winn-Dixie Stores,415023.0,VFDQYMUTOJEICBKAGRVLIIDTHBBB,,6.0,United States of America,Lubbock,GA,1-842-661-3720,4.0,2.0,
uri11419,426152.0,U,q,4.0,Sanmina-SCI,2932235.0,uwalqfyfdmtlluzbhxeumcd,840.0,1.0,Canada,Lowell,Quebec,1-490-190-0326,1.0,74.0,O
Btd11420,236265.0,M,,4.0,CSX,3417428.0,YPCGUEPPMLEABQMCSVQJCHCQLOHGFIWRXNNTCRFAAUIZEMGKOUODFFFMQIKCPPURD,310.0,0.0,United States of America,Indianapolis,IL,1-765-984-9770,2.0,86.0,O
QTX11421,439149.0,M,B,5.0,Cliffs Natural Resources,1009910.0,omubvcubbobewatrb,,1.0,United States of America,Stamford,Alberta,1-598-440-3777,3.0,0.0,O
Yut11422,411681.0,D,,4.0,Wynn Resorts,3252092.0,Ovbnlblvaybcvivwfaifqppxkqjvkbwtfwfin,,5.0,United States of America,Richmond,VA,1-527-154-1274,0.0,32.0,R
zbu11423,310135.0,W,R,1.0,Tractor Supply,1547067.0,rflsekqwtvheqqqlshcalzwirumncrteiudyplhplletqpjnwxvybjn,561.0,1.0,United States of America,Mesa,RI,1-302-097-2355,3.0,8.0,O
Qxv11424,33550.0,D,,1.0,Total System Services,3531062.0,Wwasugjwkpsomafgjguzuw,415.0,3.0,United States of America,Hamilton,NE,1-330-867-2319,0.0,42.0,O
Nkr11425,155389.0,S,U,,Qwest Communications,2348336.0,Zoigowqjwzoyvcpqdndqspdrybbjguuiefrsrgphaaefzzczjgtzyjnoqvanrobgnnrbhoajrmqmqt,529.0,1.0,United States of America,Rochester,CO,1-999-197-1219,3.0,82.0,
OLQ11426,,S,W,5.0,Mueller Industries,,Mnpzugjajatlqpjmvpzcqfwozkkyeikwehbfip,402.0,8.0,United States of America,Escondido,CO,,5.0,23.0,O
Twj11427,159881.0,S,f,4.0,OGE Energy,45069.0,DCVCCHYLO,622.0,3.0,United States of America,Lexington,Manitoba,1-161-427-8569,4.0,,R
QEQ11428,320733.0,S,,0.0,Pacer International,770069.0,Kmmwyfrbek,490.0,7.0,United States of America,Chicago,New Brunswick,1-773-470-9428,2.0,30.0,O
umy11429,,M,,4.0,PharMerica,2362980.0,Hclbchtkehdaxrifvlxqeycfxgpwesqoldj,761.0,3.0,United States of America,Washington,ID,1-980-948-3866,,81.0,O
Zrz11430,285872.0,D,d,4.0,Owens Corning,1305044.0,Empmnvrmiqfmwo,346.0,3.0,United States of America,San Francisco,NM,1-459-641-4068,1.0,86.0,O
Zcf11431,78224.0,U,,2.0,Gilead Sciences,1792952.0,Boltnnwknxrarmyxxsounbdvyjymyrioyjwpqxmqpfojkwxmbbgzkbaxjuxiy,629.0,7.0,United States of America,Oakland,NV,1-829-464-5394,0.0,87.0,U
