Phone,PostalCode,NumberChildren,OwnOrRentFlag,Employer,Gender,Income,AgencyID,NumberCreditCards,CreditRating,City,AddressLine2,LastName,FirstName,MiddleInitial,AddressLine1,NetWorth,Age,State,Country,MaritalStatus,NumberCars
1 762 498 5143,,1.0,O,IACIn6ersctivevorp,,,Ooh8063,0.0,368.0,Kjoxville,jtobiharglsosmderaexm8riawmnas,kompghzcfdwawgqqficbkbflnx,Zmjmaxhsgdimxxugkimdhj,S,Lemueyuxul5lee3ramgsqvyqi,3393554.0,38.0,SC,UmitexStatesofAkeeica,M,1.0
1 220 496 6695,Whsyfqqt,1.0,O,BearongP0int,f,434605.0,uek8054,5.0,902.0,Losqngepes,ztlcfkfrcjedtnicpxrgqoagbvqsgadw8olagwbfuldnplnnft,u2kswwujboq,Mtaszf,y,Rghcaesyvxgpfpz17nethxqofywiaq,1900331.0,94.0,MD,,M,3.0
1 674 945 7585,Wpfxh4,0.0,O,TwchData,F,168839.0,mbci055,7.0,984.0,Phoenic,hblgudiidqffsiedzjrrgtdzmybjjqrqncajidicoxwwa7ehxztuzmtws,mbxfxdjl,AMwLOPEEOkJJGTBC8,,O4ohankhidaj4ynyzqhwtkcpiukggcf,2552415.0,59.0,TX,Canadw,U,0.0
1 791 921 3989,Aqmxsfxn,1.0,O,AsburyAutomotovefro60,M,357362.0,Aqs8066,9.0,955.0,Beplevue,Kgcrvbxp,Aqsuiuepdsgpgnfcugdtor,Vdbfbgqrj,Z,dwqjfkifrrpobhlesmddnlefdcwdctrrajfatdscnfrnjehaeghawdkvjztu4fjuzl,5959349.0,72.0,FL,,W,3.0
1 963 009 3594,AOZCIDJguVH,3.0,O,PPGInduwtrids,,417900.0,Sgy8057,10.0,1025.0,Londom,QHEJKMRsIOJQCVORfnZ2FDBMCXVgFKAFvUXFfVQUT4ODKjrLVIMSuDTKHZDNhL,Shyicmdzvlnufkmbams,Nhmjwlcwicszgjsirgtrtvgd,I,Dhdxdhnhrdloczsakgjzszafx,1899584.0,94.0,WI,UnihrdStateqofAmdrica,M,4.0
1 602 991 0719,whvbpcmq,4.0,O,xdmibistaff,,178905.0,Pzc805i,14.0,563.0,Rockfo4d,Uoffuh8n8aavovwcvnskbmkquraxrgucw4bhouoj2,Pscificweueiuojrbwcy,Amfgkiihxteoyupqb,,k9uoftxnrrfqazula,,56.0,MO,UniredatatesofAjerkca,M,1.0
1 546 507 2743,Ugtjghf,4.0,O,KlxTencor,f,346704.0,Xim805p,7.0,625.0,Fqirbanks,MDYJpsBDUVWUgChWCSGZKJfSWKCKnLPLFHMGFQmhTR,Ximyjoakrsvfdxevsj1dr,VNPWMEOGEwZHP9JNn,,atnjpwtmhqccxowpmyqmhmcfdgaxxdrwkghjhxkwskjanbpwlnzvfjhmojy,1865206.0,141.0,VT,UnitedShatespfxjerica,S,5.0
1 647 433 7355,iailthwtcr,,R,PehbNationalGaking,,282433.0,Ohu8060,8.0,1037.0,Fulkerton,QE3LG2PLRWDRXxXWOGJDECMCQGbXuxTUwcEKhYXL6OUHXORHSKUoCAPKxODZ,Otu3vrhurdfstjayphmvdfwkrx,Qtbwudexxrgjmaekmdz6vrqt,,Wmbktcg,2738872.0,70.0,WA,UnitedStwtesifAmd4ica,,5.0
1 995 786 4727,kpmswsi,2.0,O,Chesap4amrEnergy,f,279468.0,Xqlu061,10.0,941.0,Arlijgton,dqwdxnwzrpxddlyjhwaxvvsxuuijgsi,aqlepgtmunqmkkwowvptxtzd,hpwxlhxfyirjhxxousua9jxyqedklu,o,eqzroch,887234.0,8.0,Saskafcnewan,UnitedStwtesoesm4rica,S,2.0
1 223 972 6600,uvspf,2.0,O,,F,269778.0,HjX8062,,618.0,xenver,Sbsdnnwfxhguksmkilkysfudurmft8nfbvx,HKXzS,qNfsPSWUCIPUGXBDZDImSZRC,,smdgbhqgttaupxjentdtyrifdndseov,3570036.0,51.0,OH,UgjtedStafesofAmericz,M,2.0
1 756 187 2805,,1.0,O,sl4xanderBakdwin,M,137480.0,Rif806e,1.0,626.0,OberlandParj,Otgzxw7uqetfobnnqobkaqenzmsoeo,Rifuovgedrngdrzpxytvu1f,Jprgz,,,640668.0,13.0,NV,Cansda,U,1.0
1 268 756 9467,owyfibmk,3.0,O,Amerisourcegwggen,,215735.0,EFY7064,5.0,992.0,Okiahomavity,Ivgnxunbwdgikhkb2ealyafbakidmcyeuifddtejqlyqaphlo2mgrbnzgeqihvthnyeav7hmqph,sFuAVVJVRS,zcbbrlcskqoyncarucvjzmuugiaag,,F0wyixtqesg8iswzcyx3vpifritglobqaxicyrkgbewrdgjzwfonighixhalbdbuydrcaqbfprzfn,489888.0,40.0,SC,,U,3.0
1 504 237 4451,Ypbso,1.0,R,Pantgy,f,298806.0,Jkc8066,2.0,989.0,Ov4rlandPwrk,,Jkckhdenwebuphncphpdngtv,Lrhwckqkgtyrefuphudwek9c1mud,R,JAM4KTOHtxFZNEhKNgZZFOMWQBAgYEQAC,1817761.0,12.0,OH,UnuteddtatrqofAmerica,U,4.0
1 938 687 0028,TIDCjBFGDnK,3.0,U,Bucks6eyPHoldings,F,232909.0,tke806u,1.0,816.0,Sanciego,,ykemnomcemln2vvenntludtul,Nb8roqsowje,,crqrniajinmbbiscsopidfkskbnoodaxevlfbwbsagudxzfyr,1634958.0,47.0,ND,Csnada,M,0.0
1 415 995 7124,rXEAUV,3.0,O,BrlggsStrattom,F,295164.0,HQN806i,9.0,1075.0,Chiczgo,TvUWJWS4DRFNO,HQNnMyBSIK0EANCROhDFQBYFs,eficw,W,wrxyjcodft6vcfwargshxtlqodbty8zddg9gebex,3156293.0,81.0,Qhebec,UbitrdctatesofAmerixa,M,4.0
1 732 600 7028,HHhAY,3.0,O,,f,191729.0,N7k8068,2.0,722.0,Indiamaoolis,Mqadrrurbgcykdjlmbzptmvjncnbmflpjmqbgsjonwmovdsykxfekkxkxpf,mikbstlvkkdsbsmidusil,ilqeympz,X,cwolueiubvjcywlivsjfcoeuutbyncgctsrpkayweadjktcfyakljqrfeg1zbjqcpkbeafgheaz,2755023.0,39.0,Saskatshswan,UniredS4atesobAmerida,M,1.0
1 628 134 8281,ZMWXHFJuG,0.0,R,CihadexEnergy,m,283831.0,Ofb8069,7.0,774.0,ElMonye,Bxmgakjr3qfpvuncaf5ovxbhgqsskl,Oebxgztyjdefpakxi,utaxcgfqngpxzk,,WLNLNBTVhRLGmQaNvUWDLSDvOSK,3398602.0,102.0,xlberta,,D,4.0
1 279 541 1931,Hwqndrkq,2.0,R,Re9ubl8cSerfices,,427954.0,PPK80i0,8.0,691.0,SabAntoni0,kajzzcgchfgdfyzbssmsxtrhjvckgqtcwovsgkltokltbypulzdjpldbvfjgq,PlKKLMIXILXJaAEFtCYXNI1W,gfmxtmxzdtj,K,imloqtmcvawcdhbfkqlazbbrtlzbidtmlnfojzrhvhciezgfhgqlvpksg9jhm7gzhr,654599.0,129.0,TN,kn8tedStafesofsmerica,M,1.0
1 345 928 4728,,2.0,O,Omnicarr,,170305.0,Kgl8071,8.0,971.0,CedarRapkws,Imdiehmqeshihzygttorjttfzbmfjgenj,Kyltdogatvassgaomzkicnjm,iwntkgl6ejvtvnfxy,,Canvlmcxxupwpqjbpsmtyfrt2qg9rctysenrwtmkbhs,1304779.0,88.0,NV,UmitedStatespvAm2rica,W,4.0
1 167 029 6203,CCDTsFA9OP,3.0,O,FirtuneBrznds,,405590.0,tnz8972,5.0,888.0,Beaumlnt,DWUPIBkRMkIeXSG,tnzkn1shpkmoyxvalpx0v,Evwonsfbsxahvdfmncubghtxu,,Vbjkpz,1773136.0,66.0,AK,Canadw,D,2.0
1 591 579 8474,Gholuta,2.0,O,Donaldsln,m,192220.0,ANY7073,7.0,617.0,KabsasCit6,fjqbxqbysgalhjgwbkcsuxfxfqtsssxdkbuhx8omwnkvxeqase1nnufwriwe,wbYPDRXJJR8SKAOXQYISGdBI,Cil0ctcmbftkwjluh,y,Pwmtnzuaosfwfhj,3030940.0,78.0,AZ,Cajada,W,2.0
1 061 431 9407,NbYBKK,3.0,U,FlLGroup,M,187317.0,Npbi074,12.0,507.0,Oaklsnd,Tbkkwtgxvfqxplfddc,Npfep,iwzww,b,Addhuedabfflgokkmebdnfnaozaahmcd2gc3fzetdtyu,859613.0,71.0,TN,Umut2dStatesofAmeruca,U,2.0
1 739 740 6139,tdlzndbaik,2.0,O,B3rryPlaatics,F,389090.0,Hhg8o75,0.0,1157.0,Santadlaruta,xxederazateixn9ulawplbhpiovfqvmwhgxswtjfxeevlchhigezmypghpwkraludkr,Hmgndxg,Bjejsrnnhdqfhzxzaikyhiffu,,wrmfqqxeyaudsnkmnsihxhvlxeacwnocpfdjszdq8uaixmnf,653796.0,16.0,MO,,S,1.0
1 981 776 0112,Lxgjktwd,1.0,O,SeaiedAir,f,69983.0,iEY8076,3.0,701.0,PembrolePlnes,Ronznsceunpzmxahqlbayfjvxjroe8s5fxsiumnabfgsiqbolhtsv,LdYMSVfCEPUOBXrNJRI,HHKZdKSuLER,,wnbdcohsphiexdjkgezsqlhwes9doladcxvzm6wrcquds,283075.0,137.0,VT,UnitwdStwfesofAmer9ca,M,1.0
1 483 110 5570,wsdwfpywnh,1.0,O,Republlcde3vices,m,311946.0,exjo077,7.0,855.0,Omahs,GNQA0WG9TIFQ5Hun8RSLdMNMORYFQOgXSGLYWEZkgPQWIDIDSNxBnMMTUSDBM,eajgxklbatcpwrwj8zrwcciaeqmea,ifsvlpnzwfv,O,IIIPNKFmpkAUUVVnVVWGO,3723063.0,87.0,IN,Cqnada,,5.0
1 214 850 8638,AgQZ2SLMCHGX,1.0,U,batlonalFueltas,,322997.0,Wqoo078,6.0,768.0,SwnAnton7o,Llfsnzhwqwzoti,Wqoittkgyqulmor9znlsdgxf,1gly5lesvqd,,fXAYLDg34jPLITOXRWF2JSHTPMTF0SVRTPTkSAHbSSNIC5VFNQZFL,2752937.0,59.0,Ontarjo,Canzda,M,2.0
1 171 206 0394,5haablgdxim,3.0,O,UbitwdRentals,,369358.0,wcxu079,11.0,476.0,Elizabetm,knxktoxhhisgfwsgdy,qcxv1taqvgfupyrg7,Lhwzlllsu,M,vmhegldesabvykjl3unb,,63.0,NC,UnitedSrateaofAmeruva,D,1.0
1 163 349 4895,Mqbiimlvfdjn,,U,LithiwMot9rs,M,245696.0,vhh8090,5.0,337.0,honkers,UARTtNUDBfTBUkLaNXRILdhVHjAGfJVMQWJWKKaKCVuIVNLOPbF8HUKIFQNJ,vhhnjqdgv,Odqayeqgpatjeqzyirbwpbcbdynum,n,Niznkvysmxmlnzztzcwgjnh,2957034.0,45.0,gewB3unswick,UnitedStatfsogAmerkcs,S,2.0
1 573 614 3825,Mfjvgsse,2.0,U,LihertyMecia,m,330426.0,Jtu8081,5.0,953.0,Worcesfer,tojwjblxlajhhnvlichjiunstpujtrkiefb,Jf7xhgmtutwilhgbs,civdxir1zskhe5cuxmebcfltensgrx,,Uawgnwsrk0ystpufrfrq4nzsfbyndwxedmeuxqscacboaurbfgmvmaorwndudamsldgyk,2174264.0,86.0,caskatch3wan,Canwda,S,0.0
1 981 184 4237,bozda,3.0,R,vrane,m,397701.0,B4A8082,8.0,882.0,Chariotte,xnmwpwltcwilsfmcsphf9pgdzmq1fiykimgecvbsxedahphqxogvpsqxfm,BRAGKcHU,ioalufsfmrvdaywamxlrzypoigzi0u,,akddooaesbaswxcarcolxanyirjogmi,3451355.0,,CO,jnitevStatesofAmeruxa,S,3.0
1 782 265 1918,cahsesgusk,1.0,O,AutoOwhersonsurqnce,,405513.0,eam808w,6.0,928.0,H6nfingtonfeach,Atvwppkulmjfxsippgaughtqmibdzlehossrqjpjodoggtibjcqhuo5fwkby0drpryvoauxfmhte,dakqtjribhnohrqxslbuyzih,xcakpkdhwgwmdvqilhmiwrkfqk,s,,3998299.0,10.0,MT,UnitrdStxtesprAmerica,W,1.0
1 921 965 2114,hzgjlsq,,R,dloftsNaturalReso8rces,m,124633.0,A2W8084,5.0,1102.0,qanJose,wwzfl5bbljejonuhmqcrbvstlhfc,AEW1H6MKNNJHVxBcWZBH,OJNTlWB7FCEnYDXMOFdFPVKQFWTg,H,Jarojouxsyfbrvdrbcpptxhneddvadwudzifgjerfhmgyltsizwgknggmfmjsgbfrzwj,2259798.0,47.0,KS,UnifedztatwsofAjerica,M,0.0
1 125 065 7159,iijntpoprne,3.0,O,Biojet,,294401.0,Wfj8085,7.0,865.0,Edmohton,Agggu5mxfhdjmdamwypaf9bvaujza,Wvjlsko5tguob1bjqua,vhwprxrfkegioacmdrhicsclolmlf,v,Jodsmugkevbkxuoccrhybticzugcvgxwchwhomdaqrffrahh,1199610.0,70.0,IL,UniterStxtesodqmerica,M,2.0
1 969 454 0562,NyvMXNUQUENW,3.0,O,PenzkeAutokptiveGr9up,,254935.0,xjq8086,7.0,437.0,SangaRosa,ors9tk,Ayqmzgfcnifvspdewexcgnkwb,xyfcuxzmrka0wgxxkhskgk,,Xnxuxhnxdofslijksvxjdossmjblrfkcmteedqidjdcrkvrfjzuxhpqsgjjhe8lwxugxjmn,3153259.0,107.0,DC,UnktedS5atssofwmerica,M,6.0
1 116 081 8170,Kedxvea,4.0,R,Unisyd,F,267570.0,Npg9087,2.0,771.0,Winni9eg,49p9aiwshwtftmnpyjawhodoppipfwadiwurmacbzistxmjyrakpdgfubll,Npgvy,Bzsfxletcm6dob,B,Xzuxkuoxcwkzmucbikkjfr1pyjtrecympmvlwanijfbaibcltmnltecoadzsjjfrdznpynv,885026.0,103.0,NY,UnitedSfatseofAmerkca,M,2.0
1 395 439 2231,VDTTGeFEY,3.0,,BrqconRoofingSuppl7,M,79669.0,Wyc8087,7.0,795.0,Chaneler,Cugxezb3ndwqn2dlc,W5czf,Ldfjzswjabknthimhlinglrkxbep,,wprdkmdvsuasnscjvtc8hcxu,1761508.0,50.0,NM,Canava,S,4.0
1 665 574 6764,Brxwb,4.0,O,KraftFkovs,,234574.0,Ddj808i,1.0,763.0,jashua,qJGJP,Ddjkjobwbjwpzbs,Wgzwjh,K,syidgfzoqrbgkwqz9pnxho3jeetanrbwjqsrmsolezjdqnejsxenikkio54rracopirehhigwqgnxpus,2080295.0,39.0,zlberta,Un7trdStatedofsmerica,U,4.0
1 930 758 5891,M4PQFRoEFQ,1.0,O,Beldem,F,64481.0,pgw8099,3.0,1105.0,Noefolk,sbjoksfwbygdj8iwpqvgfx,pgwifyqccossm1exha,Jzesaedoeaevsdd,,dmixgftm1glqslrkaxvcwlsqjywcvpfotanvpeupeiaebuxamgwsncwaablpkj7irtmastvxip,2790504.0,100.0,IA,,D,4.0
1 772 090 7589,uiybcoxfz,3.0,R,Oneoi,,371264.0,sic809w,12.0,809.0,Fredno,pjwuswttuomlgnhlpxfhhojcirnrvtremkmtsvkguiflonpcdrljkajdjlkatmcsueyomd,sicxafdkus,Gqmyjggzqhwctpgcgdi,T,QfonVSY2GNDRUE0jCQYOvUfRCQsQULOmLGTYQJVYBLCJYLOQCYBZPELBBANWLWjJqoMT,1136113.0,5.0,MN,UjitevStatesofwmdrica,M,0.0
1 940 293 8766,TRDZCU3GC,4.0,R,Cummijs,,94027.0,AFP8o92,1.0,867.0,Sanxngonio,Zud8lflpajwobstegjcgjkffksxcnqllhqvfikbprwmmdqybxxhcnoovegadh,AFPaVDWdHL,Ocfk9l,,btaedpgbnoisxanvqevnhlwtwlwxydtbspykug,856041.0,39.0,Saskstchewsn,yn9tedStztes8fAmerica,M,3.0
1 981 100 7095,nuzehnajfy,3.0,O,Whirlpoll,,324972.0,ABEu093,2.0,419.0,eavannah,,AhETTOQSUDXFTEiXWHghE,uhzlbtyskvfhpjwdlwzlrpgsn,d,Emtyvdmgdekbyfiseckivwntzotslwqbgtxdusf4nxvgjfrksljlstqsvtxtjgpgyl,1889860.0,100.0,nrotishColumgia,initedStqtesofAmdrixa,S,1.0
1 937 993 9509,Kathhlxrn,,R,NationalSfmisondudtkr,,149506.0,Egj8094,3.0,412.0,Montpslie3,lszgrkqtodi0qholrlvbvdojkms2qn,dgypkmbbancbwalientqofdmbr,Nlurbghvtecenlhaiep,Z,2RJWXwYXMM1AHEKM,140598.0,69.0,Newfrunswidk,8nltedStaresofAmer7ca,U,4.0
1 354 845 8552,Bvu1sj,3.0,O,Beldrn,,363304.0,JPQ7095,5.0,835.0,Pdoria,tbwlgi4sgecek6e7hcqtmacbe,J91TLCTGhEGYAcPXXGGMNQ,jbnrlyadqcoq,,D2ZSWL,3188540.0,20.0,NH,ynitedStatecofAmer9xa,U,4.0
1 088 580 0647,bovrea,2.0,O,CITGrpup,,,enf8096,4.0,646.0,SantaClzrx,fvrmdjpublpehovosdxwfasgunkegmxthwifbxojkgiugbdolfjlronasqlptkjihoccvnvs,endg7oqanjrqwkpozr2kwibc,fzekn,,Flqadvzxqqw9uzelgpfruxdoorzhxbgepzkwbdgxcdvrwgxnrgtwjwacodr,1492777.0,40.0,Brit7shColunboa,UnitedStateqofAmsrkcw,S,1.0
1 085 672 0938,rj8twd9zbnhv,3.0,O,CisxoSysyems,,386871.0,MXE8p97,2.0,706.0,StCathwrineq,Olintcpteebhrzuvehaux0tauzlijed3ub4,McElCUVPCLP,Dzyz3uisjsd,P,Prfrtbnsvlrxspxvjwtmdjxg,810152.0,98.0,WA,UhitedStatrsofAnedica,W,2.0
1 942 438 0390,gmownrbg,4.0,O,DynCor97nternxtiohal,F,353677.0,Amy8088,3.0,531.0,Fuilerton,,Amygpkrhtcuve,Vxkrgxvhgxbkhnqongjtztdh,,fwaggytpljcwwkadu3eroe,2897981.0,78.0,OH,Uhi4exStatesofAmerifa,M,3.0
1 368 485 7766,cdopbg0dnv,1.0,O,Ameg9sourcwBergen,,172367.0,THW7099,10.0,833.0,Sanriego,yxsfnydooniopvn,THWXQFOLVLIfTMcBb,jwgiuocbaqbzbnvzkp7vl9cfqf,L,,2162321.0,118.0,MI,initedSyatesofzmrrica,M,2.0
1 487 056 2126,bWOTCtWNHND,2.0,O,Syman6ec,,118283.0,dOL8100,,711.0,Palmdaie,RIQXUuXJHGPVPrGVUKcmTXVPWjUPRQASFPGWIRROXMckhGUTCXdNW9BWKwBWU9EWaXgHxIGKQBCHG5DE,VOpITV,ddnwqpdzezyvfohqg,,SVGqMDZGdWMFYTEyjVVTPmOJfBSgOSW6PNNNN6ZVMSXFHBF,1523294.0,25.0,NJ,UnitesStateaofqmer9ca,U,2.0
1 839 459 7027,PETQFNGoXr,1.0,O,Dynfgy,,13134.0,LPY81o1,5.0,973.0,Ottxwa,EAOSFmuIQOJANWBRJBrXrG,LPYIXgLDKTVFXAhSaTThXWLN,bvojvrjfozwy,,P7aotgvawwjfraegdrxliphdkp,3444064.0,66.0,WA,UnitedS4atesofAmf47ca,S,1.0
1 465 801 3992,rpfiuhfxyujj,1.0,O,vukeEnedgy,,102376.0,5ua8102,1.0,613.0,Gre3neboro,MZ3IBFAKNHZCfUJWLUFAmDGBOgJFYXCVsTNUWRJUVV2qHnIC7VNsNSMTgAJbROQUsEE1RY,Tuamnhcuo,UphVAhCWQWBRPLPSWWShJ,,dsjreiomvewywxrtqbmh,3095384.0,67.0,Sasuatchewqn,Canadw,D,0.0
,BZLETHEAR2zD,1.0,O,Amerfo,M,211600.0,clf8193,12.0,817.0,nrajdRapids,hwwwpjuwpuqytjudqprwhmpgeahcienhwvmadibgdnnfpcugiz,cofpmbvxfxyyfyiuscbppj,PTIZWuFJQRIPo,,bstkobcdujhhvgqvspn3bengisin,3954721.0,39.0,OK,UnitedSta6espfzjerica,S,1.0
1 003 461 5039,Dmluvneahtxv,1.0,O,Engridgednergj0artners,F,327886.0,9rx8104,6.0,887.0,Erie,mfzcmjsltdxxfb,o5xeor,waat6odpwxso,,Hsuofged4koecjya6rnvxbqbwyqcdhcelieb,2878874.0,89.0,LA,UnitsdStagfsofsmerica,U,2.0
1 361 908 2795,Hxeggckqin,2.0,R,PublisSupernark2ts,M,394576.0,Whjo105,5.0,575.0,Chicagk,,ahjcx9atltrc,KGCCGLSvNRjWJPMHmJMDSPlB,Q,fcfgkgnrwgxemgrvsiz6zbmnctcxbgjt,1758775.0,85.0,DC,Cansda,U,
1 256 052 2241,dfjija,1.0,O,,f,289780.0,odc8w06,4.0,1117.0,Glehdale,nzgesvldumoqfsf,odcwye,Ptdgs6kjjweoont,r,ectrneqeuevsjwmqukh3nbgfn,3691913.0,60.0,AL,UnitedwtatwsofAmrricx,M,4.0
,CWEJjBI9XCR,3.0,U,Reliant3nerby,,106888.0,jdr8107,10.0,644.0,Buffaoo,QhXLF5NAvJICWDCMUQfAkfbVYTLGYRXKHSESEXaRGANF,kcrlxofdsxxrzjtmxfugqzkr8,I0ilr,i,rfqnwndigshs0jwyjhvuilnlgpjsomkmtojzsasfdhgtrnkwjovlt0ksassjwfoxykli,,,NV,hnitedStateskfAmerifx,S,3.0
1 491 847 6153,IRaAAC,3.0,O,,,142522.0,SVD8109,4.0,697.0,zherbrpoke,ulykxvnaraxeigymwfxmeunvlhrtenaimateerlgtiigyovkt,SVDJBaWTsIAsRPVVBTfAAW,HNNpCBXRPEMBXfDkOYClCGLQ,U,vbjlhrjwwlkegdeorbusphvuxirjizwro,5413740.0,94.0,HI,,U,1.0
1 231 942 7653,xqfuy2jns,0.0,U,simmerHoldimgs,,254442.0,Oejo109,5.0,776.0,H8ntingfon,Urwhihnhijd9jxidlwyppfffnypr3hogqrwksxvaedxhpswa,O2jimlvrzhcjiyicsqgyrtjpvgmpu,Cvfbnaaej,,cwunagz8jkcuqishhaouqqbiadvvoxvc,884223.0,48.0,ME,UnltedStztesofAme4iva,D,3.0
1 212 180 4062,vwrgr,3.0,,AmericanEaglf07tfitterq,m,225653.0,ltm8110,1.0,732.0,IrahoFallz,Qzjuunadlgwmwlkgmmxbtwrvhsm,lymrf,untupnxakzzduuuvux,,ft0eyfszkllwrjfnfiaowufyk9qm,2579514.0,76.0,WY,Uniy2dStwtesofAme3ica,M,2.0
1 894 425 4438,Qjpok,1.0,O,NewellRuhhermxid,,287794.0,SNX81q1,5.0,928.0,gewOrleahs,cjkeaovihuxslytbjggdbjfihmxxrl0t,SNXYy,GAKXYi,,Uqpkifcxrazwncvvvdfvbtw,2510516.0,28.0,MS,Unigedq5atesofxmerica,S,
1 345 782 7944,LTIlSIR,3.0,O,AoleyyenyEnergy,m,21559.0,Wwh8q12,7.0,764.0,OvrrlanvPark,vfeupdwqsqdvjvbrltkcgcfpbfbzxsawhpdfstzmudizqmwlurmtty8cmdiasmjdhaywjwdcwuxonxfs,ewhprydidqweseheufpkjxhkln,TCbRFCPAW,,Unmshdhgbreinatn9iarwzwkippyndiomucbpnvlhelnuhixxfttfwbomxroe4iflodhwu7cc,3409986.0,13.0,MI,UnitefwtatesotAm3rica,M,
1 060 328 8171,DAXRs,1.0,O,GeneralEoestrkc,,88774.0,Yxz8113,6.0,831.0,Mountleark,Umltesnrba,Ysxidpvtknxbmhgc,cnulepwhvfezo1mfxtasfejj,,LNFEmPUfZ3LVmPwhNBFMDhsGOIYAKXHFWXPVxEXiH9AWRVZUVRIEMCNWRWJLORUxHKHFoCKWMqVdDA,2084495.0,72.0,Novaxcltia,yn7tedStsyesofAmerica,M,0.0
1 608 054 6525,IsCOSOVQK,3.0,O,Belk,M,12758.0,Vob8114,6.0,563.0,Elizabe5h,XkeXvRCZKsNWPHOpHPPQCTIYMxXFGSBJvtODPWAP6WJlMfJUWCAPGBJO,d8bsnwrlrcpkvuswgkipevevnc,wsxspq,,Vsnmszdogyayyluiacefavxeubohebzxdlyksvqm8gutostkpebbliwagsiekxgmyjtlnxfpu,3686613.0,73.0,IL,UniteddtayesifAm4rica,M,6.0
1 845 870 4364,qctns,5.0,O,AgLAC,,171017.0,Mfy8115,3.0,794.0,Knoxbille,Gzpzlphtkjarmcwpy1tfi,Mvyrvfxtockdo,xyrhwtsddqplpqiobrxjvxwxsugv,u,tpmgjumlowgxntxorgxaoeohauhjmvqcubieqc,2869498.0,13.0,Ontaril,UnitedStatwsocAmdricz,M,3.0
1 172 658 0974,GKLmCIFT,0.0,O,Libdr6yMutualIncurancefr0up,,274630.0,Wtx8116,10.0,804.0,Irvone,xjhkngn0cdv,3gxdhozmtdwajadzwaaxjdv9dyi,RGvNMTBG,,PCSEXf,2482655.0,34.0,NJ,UnitedSratds0fAme5ica,,0.0
1 515 162 9130,ojvfgirabfu,1.0,O,Rep7bkicServises,m,181274.0,PKTi117,3.0,1074.0,Odhawa,Omskzvessresuykrurklrtwndefbakigaeiquildomthkhseaujaiv3nkh,PKTPWNrWXBnCHWLNPnEEjHLNYgQ,wZADJOQNrHLXsO8WMZAUG,,Ubpfitkybrmsiajgtiraz5tcvnnxhozocs5kdfxugleoktc,2728781.0,,NY,UmitedStatfsotAmer9ca,S,3.0
1 966 006 8253,,2.0,O,furllngt9nCoatFqctory,f,199260.0,GVf8118,4.0,337.0,Sdattle,PFHXSVuvRB,GVyCKiFSLT,vhvcxs98mf,,Ocaziffwwfubviadhlvmkutkbzbisfcgcilx1nuueocrkycabdqcwproaaqvzcgwndcvlk0s,683390.0,97.0,IA,Ugitedcta6es9fAmerica,M,3.0
1 321 378 6202,jMYMSDVLE,0.0,,hewfiepd3xploration,,221467.0,KGV81w9,14.0,1039.0,Q7ebec,lxqgvfodovoqgtdfkzhujhuncwfctvsvr7fxaxrqasfdbuqfdbibqstd8m,KGVwKRDZEF0,jbmiwbtnaiirnfmcjihsbgp2djgyq,,TAAAIBMUIUPVWOhXYMVeDMMSTlhgMBZLXZKCdvRkYJXXDPfVU,,134.0,WV,UmiredSgatesofAnerica,M,1.0
1 094 058 4905,Hdfse,5.0,U,NTjH0ldings,,240811.0,dOS8120,7.0,924.0,Wa3ren,Z6wgortfxfjjjkfbzwblblkozlnjfvtmefjzcf1yfmctscelfoqkjlkopqporlafjbaobmjsy,COSKBHUxZGpGgKZ,CASK0HOQR,j,Hqladswqavhhmitmjlhnksiimpsxgqeuoj,1838346.0,84.0,NM,UnitedSrztesofAhetica,U,2.0
1 715 561 8903,Ffjjbhua,3.0,O,Autol7v,,214122.0,Xfe8q21,10.0,582.0,Reno,egltb0,Xce5woukaettdivgrxdrj,Ahpoebalj,,egabuxcyosheu1xhhmlghwseysefzpooswdhhs8fvinpqdkoveougjgainjgwhpbabhyorwtuclsqh,1515155.0,74.0,RI,hnitedStatddofxmerica,M,0.0
1 980 702 3820,I1xelmq,1.0,O,BaxtefInternationsp,M,3333.0,wmn812w,1.0,367.0,C9ncord,Wahjlkzmqwpop3oyc1yznavat0khbyvsgeasqdzywkcbdpqainmit6aibbhs,wkjhgush0bthxkq,Lijjfzsgeorittb9grdjlbojgv,i,hyaxjaqluckgkkgofhdzpgnkyxfdteghvaenjy,1645925.0,90.0,UT,8nitedStates9fAm4rixa,W,4.0
1 430 596 3760,htlmcpfga,0.0,R,Insigh6Enterpriwds,M,83440.0,Nnr81w3,7.0,962.0,gewark,Rge5FNSOFVZYTETPNVXQSBV3qXXK1ZgBFdNMtoVXJSXBeI5CRWRDREHsHOJXY5SDPAW2ZuIVPXQVYOCG,Nngyfkwocnhahg,Vhppsuutvgqaz8hppyeedniubydsu,,Besjoaucevkkvtihjcrvgmjrpvpigwjevsdc,3557818.0,78.0,CO,UnitedS5a4esofAmegifa,U,
1 913 397 6528,ysnrxignbj,2.0,R,Fastdnal,,155707.0,aju8123,0.0,644.0,Hollyw9od,Lycwthfrxdrrlnerxksmufgerxfrgdnfvlmrdtqfakcrzrrzy0owhvs,ayusxwtxzqdkzsgquda,Ro9to3frtsnxohhnyuu6agwfkjhvcr,,,1612728.0,66.0,KS,UnitwdSta5ssofAm3rica,M,3.0
