Age,City,Country,NumberCreditCards,AgencyID,AddressLine2,LastName,AddressLine1,NumberChildren,FirstName,OwnOrRentFlag,MaritalStatus,NumberCars,Gender,PostalCode,Employer,MiddleInitial,CreditRating,NetWorth,Phone,Income,State
26.0,Pittsburgh,Canada,1.0,Smj5158,Sglropbunqoqhylswmdfcwnoxbbaiwinmjxwznobpkezwboxsvnsgfcnnljxjmcmitxlhyekijxiev,Smjhkoyoalsrqulgpvqtrigetd,AWKSTLXBMRVLYE,0.0,dwfjuiawuivwrnnpcvms,O,S,3.0,M,Uxxdjfxlye,Fleetwood Enterprises,,402.0,3070711.0,1-196-019-2989,302840.0,VA
77.0,Casper,United States of America,10.0,CEN5159,fxhtykiqrlbxnnclaucdbeqfuseciuhhjndqpqrmpnouafdyxlipigxwadma,CENGAEGQPEEIIVMACLERJTLEDF,Svswkpkidagfjhbiupakyudmxhufdqazwkcpkbrxfxibnqjhfozwgkdeiiaioa,0.0,Edpkytqrkdalsuintxzmqbfov,O,D,0.0,m,lnrukewttrbw,Publix Super Markets,V,506.0,1000571.0,1-141-045-9312,498399.0,Saskatchewan
45.0,Raleigh,United States of America,3.0,Juw5160,Fedlmqwwggkrh,Juwpuhrvwubozfuroydtzqfmg,vssqphwvhfsdtmbfkixbingbdnguhxvcwbwgeghlzvjtmufvuadwwq,3.0,Dsaqpovcsirmietsrlyqhyvnvnh,U,M,4.0,f,TSYXBJ,FMC Technologies,,587.0,1678661.0,1-469-463-0397,271772.0,NV
80.0,Chattanooga,Canada,1.0,Qqi5161,Celdnhyqmialjjjtizpudbkqpzqnppjxwegdwauamssurofkbcboswoyweuwrpe,Qqiuqnkkxdw,Ppmjkvgbfonusuwrnugslxmrqjeptsxsocvpagtdombzdpg,4.0,MTPBPTESNGSMCKIGUEZOSMPYVOCXHR,U,M,3.0,,Ipuvexbwc,Men's Wearhouse,,443.0,38223.0,1-791-359-8478,402148.0,NH
82.0,Gary,United States of America,0.0,mhn5162,bhnlewrpkugmtljzlehiatbsgxsswvotkmixlaftihznefzmmhueqewelxusudcnwonvimsxl,mhnojzkcavoxjqwnldvwxdnjxvhy,Roprrfllcyougjnbxwjfuajeqsvrgekvtafdlwlqeqvazrxhzgwdpyjbmtxcfvrfdvyxeuvustnybfs,4.0,bmquphnkwlzvwfhvcybfxnuf,R,U,4.0,,Omoorjnpjqxk,Hawaiian Electric Industries,,541.0,829821.0,1-754-124-9576,324105.0,VT
,Orlando,United States of America,6.0,Gaa5163,Yityktnxfyztnevxafjhkhg,Gaaayvxjamwlh,Mlhkgpoorwihrzpdmyiajrdlnptvcqrhwhizihhvvficacwyaoihjam,4.0,PRCUJT,R,S,0.0,,Rkwxy,JohnsonDiversey,Q,474.0,1999500.0,1-553-707-8035,253787.0,WY
82.0,San Antonio,Canada,2.0,Umf5164,,Umfgewfswzrlzzbrhyaompgzhsjln,PWPSMWUYOQQBCWIQBSEQGPCIBHBQJJVGHBDVDO,0.0,PSMIXHJLUWYOLEJJPRK,O,S,4.0,,Zdhijhnocfl,Armstrong World Industries,,408.0,2475835.0,1-953-270-3614,498374.0,MA
24.0,Moncton,United States of America,2.0,hue5165,Ndqlbhlacvlvsjtwvmhacstaoyjmkpjhjkvwxjrdqlbkoeslonpqjcednejrmartxquiwanfkwrjbf,hueoj,GVAFKBMCVJMOJUGDIBSIPGGVPGZTEHKVAYURTZCLRTWZOFS,1.0,UWFNPOWRTBREEHQDSMRQKHPWLREC,O,D,0.0,,AOKIG,TIAA-CREF,,445.0,3395731.0,1-506-513-9600,183445.0,AZ
33.0,Winston-Salem,Canada,10.0,ren5166,Qbaktmkttqgntygtniqyurhnteempdbgwdqmvdnoplfcsrpustipkpneejspmarsurgd,rengjkniuqqtrtppxs,Oyetfbwknspkdqxiubztpjtpfbxrnrdhscfobsqdjwmqpioeswooutqihbfbecurmtagovxf,1.0,oqyvlmqoebihpmbcy,O,U,4.0,,VRDDIRYV,Stanley Works,C,611.0,3352563.0,1-026-808-0856,63663.0,TN
69.0,Milwaukee,United States of America,2.0,Lrq5167,Wkqapvtslhtqfgppdzpvafixjzlewtzgun,Lrqfmveshzptceyqypuboafh,AAXUHKCAHWGSBJTLBGFZFSWDXEGZVNBGSDRRSNODZFILCTKWVCIFZCOPPTKSBNEIQYBPULC,4.0,Ellvxogrlnotoaaj,R,M,4.0,,Zqrdmqxut,Sanmina-SCI,,518.0,1055291.0,1-324-590-8117,195807.0,NY
21.0,Philadelphia,United States of America,0.0,Gxj5168,Vfyoidykqqemkcvglaybednnjrzqmrbldxfebslcmjgoadqwjisxtansvwzljcnnhtqxsi,Gxjfeodoplexhlnvibognngub,dxsghgudctsxd,1.0,ZJONGONKSVDXZXXZEUQEUDOBL,O,M,2.0,M,Incatiircd,Sonic Automotive,,440.0,2761927.0,1-863-314-9243,67931.0,ME
46.0,Rochester,United States of America,6.0,Jon5169,Yxcpjhwqclexnncajnjiklygtftexqnlxhzgepjcmyylftrmlwtcjpahheqqo,Jonbrlapcxdxyu,Lihullgpddgvhlrgtrexhrlxzbilqcseuqmuutvchvlvfavxcxlryhnnhobbjsiu,3.0,LOUUHOTBGVADMVLI,O,S,0.0,M,GHHPBFL,Arrow Electronics,,542.0,790129.0,1-591-451-1951,291648.0,MA
13.0,Knoxville,United States of America,8.0,FRP5170,YKQENJUACLNVBRSMTZURVWBCRCGLGDFLUDAAFJLAUUXTIXCORIMPTWSTFLHLWEDEGDTVY,FRPAIIALJXEXDVXQEIJSMWBTCT,Sqjyvqbarccpjvav,0.0,Vgpuhuaqxoiscmmyslkfbrndnqf,R,M,1.0,,PNWWFTDQLMI,Cablevision Systems,H,727.0,2481249.0,1-740-728-5229,434267.0,KY
57.0,Peoria,United States of America,9.0,eso5171,Rdfkdmdvkaposihmtlvqfvctptjpwtfkscljnbrimjtwdgqbmowzgcoqvumfnvhskhhahqaecfqutm,esojthiclchtrewjurk,wbabknrxzaavfpwrjlbwhbvgpgpyjhvoqjtqvgvmskpjyolntdmynockdtasckfdlgku,5.0,DXYYLHAATJGCDJFWOEVWUYDJVOT,O,S,2.0,m,kcylcxqd,Realogy,q,456.0,2653911.0,1-098-728-1395,453828.0,ID
71.0,Albuquerque,United States of America,7.0,CDA5172,Qgzmytzaxukqwjvlichabvqwluktuhamigvtutxshiarxmorcuqutwemdmyacanwperyjihpw,CDARLMYGQKRQXVEPJHLXKLOC,Fdhefnrhuwtfxsqldmdmnbarrxydcbassmpfbvupojssgoeclpfxwe,,GQWBLCZGLA,O,D,0.0,m,Yrsxxwakall,,,782.0,2904087.0,1-635-342-9875,486078.0,AZ
43.0,London,,2.0,uds5173,abbedjggjvriqudfqptmiznljkukskdhgvztluldyw,udszqccocx,Nsdmxyhpsklodqarobpliigectvvzbrkvnnauxewlavapdrwq,2.0,Wgqthzteqcjxqyr,O,D,1.0,F,Cmflsnux,Philip Morris International,,588.0,2570253.0,1-483-132-2771,146543.0,NE
92.0,Charleston,United States of America,8.0,Vkk5174,Yghliyrgbnbdqjhwrtql,Vkkxojbojuqlv,Tpfkdtuwdfeeqgwibyrxxawrchlf,1.0,wbejttshbftkudxmlrutuzjml,O,,1.0,F,Sdlnbsyeio,URS,c,,375793.0,1-330-750-3010,209237.0,MO
66.0,Evansville,United States of America,8.0,SCB5175,DHXXEKNBMOTHPDQOVPVL,SCBDZSUWLMP,xpirftlpugruxozdtnucrndueepnkcadldio,4.0,aheteag,O,,0.0,E,,Michaels Stores,,765.0,3439394.0,,148323.0,NM
,Lexington,Canada,8.0,Xdp5176,Rjblfmiiesorkntodbbfcbkjfyqhhk,Xdpdduebalvbibrkdaz,LYOXRLZLKWPCPRUTUGVVGUGDCG,3.0,gljrmupucgebtezaekhvohkxv,O,W,4.0,,Zhgpcra,State Street Corp.,T,541.0,1773668.0,1-637-009-5251,305899.0,MD
1.0,McAllen,United States of America,8.0,VNF5177,Hrlvrbrnoxsjbhjzujednwxqtdtpvvudpblphfqkevdaywqtwemfweandlsgcazhhzuzmqgy,VNFMVFSZFALJX,Dwcgjvrmbyqsyusvlbpjvom,3.0,Vfrohadjimflwdusjpdbfcoqpwec,O,M,1.0,,MMMPVXRSGAD,Verizon Communications,A,611.0,537987.0,,,MT
54.0,Gary,Canada,,Duv5178,rsocnfsvsxrwhgqtoyqomwkpykshivwpy,Duvhx,Dumlfnebeqpmyutwmnsrpxnrzjbhirndoptauomdsaxscohjgqmnwguejmdjqsvgwmdxp,5.0,FZWDGNPF,O,M,0.0,,ZDXRSNPN,United Services Automobile,M,409.0,3723984.0,1-841-477-6841,332188.0,AL
11.0,San Diego,United States of America,5.0,Lzf5179,Lnvgtmxpglwrnxnblwtrgsjviverntjlvlyvavmfitpchkzcoblrrsqcopiwujpvnh,Lzfjnubfqkryulnuvrqw,Bftppjskmujmsijcnrztkxtlsf,0.0,Bzhsdehquuauhxnndodflbhhgcxhn,U,S,4.0,,xhqerh,MasterCard,M,610.0,258911.0,1-607-282-1269,275296.0,KY
25.0,Pueblo,United States of America,1.0,Mbu5180,Sndxbwexpabkrlhrjatckvamhvktbiugupcvcxwmterxefazmtldcuczp,Mbuvtsvdvaiuocgg,Rdgqelfswhpussniqvj,3.0,Zjsql,O,,4.0,,DUZAJNGPH,Kellogg,,638.0,1668412.0,1-314-139-3868,453755.0,Nova Scotia
6.0,Fort Wayne,United States of America,9.0,Jog5181,,Jogcvaxrwpsastuyfxslq,Qwhhvqmkpcal,3.0,Zcxmdvrbqinyrny,O,M,3.0,,Nficoxsemm,Mercury General,m,442.0,3484024.0,1-641-617-0087,56931.0,NH
6.0,Great Falls,United States of America,2.0,Oop5182,CIXFZLBINGQWESILGJAWMFNOHKIVCUEZEJVKFNIJRDYLH,Oopyqphaxnwdbccscxfbzdgonmkr,dftmozdqyrqppuveciukldpswpobtcoyivfirytspqbkddvlboufwepnefwnbzprmgsacdxxm,1.0,bseiqskzndrotciqijlqsbcwuydcmf,O,M,0.0,M,Wzmsjh,Cognizant Technology Solutions,,391.0,1069212.0,1-898-581-6062,206130.0,SD
33.0,Sterling Heights,United States of America,3.0,Agm5183,Ibhwhtlcrhewnulviojtervvuspkd,Agmvgejrvdozktnfxvqnrt,,0.0,Jouqsjviqzyaaperwuabuhkbqjolov,O,M,0.0,,CYUFWGEUY,Cameron International,a,353.0,3142867.0,1-441-218-1245,46811.0,SD
11.0,Jersey City,United States of America,6.0,RYE5184,nzfoixcxhvtqjvpcqtbqyvzupfhkeeeqjartjqjjftmxwyosolovpmmttkfbiynp,RYESCPREIOZQWFLRSQCW,Uorslvsnzprxbknlxifrcbrqsaxuvebz,3.0,Symwuhnvscpx,O,S,,,mvmjckcvhz,Nucor,,336.0,1895960.0,1-001-707-5590,447472.0,WA
2.0,Sunnyvale,United States of America,0.0,Tbn5185,MVOAUNTQUILDLRMOILRUSMWHIFLM,Tbnmvxoowzqehdgpl,Mpnhnxseeesistlcmsktjjtxjodkapfmnjkujcylavxftpbequksmrbaljkzvspdowkkosbrxn,2.0,MTOIFDAMPUAROOLJTSIULFM,,M,,,Xqsvp,First American Corp.,l,803.0,2386093.0,1-733-220-7125,191758.0,ND
81.0,Warwick,Canada,7.0,TVO5186,QAJPFBXIYVGBXNRIRSFVVX,TVOIRWKNWWDFVKUACPIA,,4.0,XSSGTNPCDBRDJQNKSXA,R,S,2.0,M,khmhskchujst,Huntsman,J,418.0,3414196.0,1-282-265-3243,487286.0,Saskatchewan
98.0,Lowell,United States of America,9.0,wpx5187,Izfxoyttajbimeppfkpuwrjtfarvonsaubnvdjssqrhwloueafs,wpxcfqewllgpschjs,Gvdcxmfhrkxqucadpyxtojpqsqjffizqeqzgrrzzrnnidiqhopetd,0.0,UWMJDONKHYIYKER,O,M,4.0,M,gjvoq,CVS Caremark,,632.0,2587044.0,1-768-291-2465,101773.0,NE
21.0,Henderson,United States of America,0.0,JCF5188,Zknasjtfnnencm,JCFCMOXKERCBQYOCIHHWJYBFHWLT,Kpazrvmxujhkklxgxurnweifzaxilmvagjtwdhdsamatteriwmmyodgdczt,4.0,Wzomzkqnnpqnbibqvxvlqrpwftdx,U,S,1.0,f,Sajpoowo,Ametek,z,505.0,3565494.0,,356923.0,British Columbia
49.0,Dayton,United States of America,9.0,Wvh5189,Jwbiqfj,Wvhuigocbdlbt,ZOKLVTUECSLCIHBIBYYSXVCBWMW,3.0,USDZPBOZXLRHTQMPX,O,,3.0,,ZZPFTLCROX,Reliance Steel & Aluminum,B,401.0,1979153.0,1-175-214-3364,238413.0,Ontario
11.0,Durham,United States of America,1.0,Lnv5190,Jpbwshfnxrhpdmfqspvjlkvxgwujqeb,Lnvwmmrlik,TTSSMDSBVLETGJNVIPGFTJZMEUJANJMLTPAGRE,2.0,GMDLGTCEXCINBYZ,O,M,1.0,,Mclgniwqhxn,Piedmont Natural Gas,,549.0,3346972.0,1-520-249-2486,439618.0,ME
97.0,New York,United States of America,1.0,Skr5191,,Skrhtfguhnerxxktyesxpexzpe,CBPXYWPDNFPQZMXKGYLTAGGVVIMFENJODHWBBLBGROCLLYGNWQBXYCQPUPNJ,5.0,ZGQAXGPPJMXQCNE,R,D,4.0,,Qtghdgikv,Portland General Electric,H,713.0,88831.0,1-487-432-4891,374104.0,FL
20.0,Lancaster,United States of America,8.0,Xxw5192,kluqxvoz,Xxwizz,eqrmjvvfrvwtsrrwix,2.0,Brsavnjsglesaefziqbvunirvmxvnt,O,M,5.0,,Qqpjrsj,UAL,g,733.0,3520688.0,1-624-999-0729,393154.0,MA
69.0,Santa Ana,United States of America,2.0,gyz5193,iyymuffrlmqrksjxnoqvhfagqkoarfttriegwjnyqprnbxxtugvreyobcujtyngzbihwcnhyahejpj,gyzbzhiceynp,eihcbhgiwmumsxsdrkyyoufmowsoivvpcxilqtc,5.0,ZSHUMCNCUUIQLPCOAUQAKTCH,R,M,0.0,M,XPZDBUSR,Cooper-Standard Holdings,,842.0,505490.0,1-971-051-4981,395498.0,LA
94.0,Allentown,United States of America,2.0,fad5194,Mpndacvurwrziltirkuoldddcswcuptuphulipblufggurixgyzh,fadxictsudblyxvdwkygwfqbw,jlryefwcsvaauwvhdozugdsiclkjkpctmptiupvbwnvpvkfvwxfgnuytfyarv,3.0,YLICPGQIPMPRGTZZTIKLEA,R,M,5.0,F,Mozghrpsdmbv,Guardian Life Ins. Co.,,454.0,,1-271-831-0535,488185.0,GA
47.0,London,United States of America,10.0,Mew5195,vqyobvrvjdymwgfthwfipiacwzbpomxuidpjjopcdbzdqgvcqjskjageen,Mewveocy,pustqejniqermdwwhgrbrxdoeoolgmxtltqpotxfyvpjufbwjaslbaoxuuqmvgbjn,3.0,YSDCGRWTJHWKGIEALD,O,,5.0,,IDPEZCNUCTIU,Weyerhaeuser,X,638.0,2773536.0,1-104-317-1204,363058.0,MO
,Detroit,United States of America,0.0,Uva5196,qorsmdwsahvztjwsflofksmnjxdtavsnejaxfwrtvfsckxxukj,Uvamaqg,lgzupqqluqgvzubknwuwxfofofljxikvfrafqvolgud,2.0,lybqjrmtomkiaqpuqggdtvnumqcbrj,U,M,4.0,,Dwzygdbwhbn,Principal Financial,g,835.0,1852539.0,1-370-990-6102,279232.0,MN
63.0,Pueblo,United States of America,4.0,HHK5197,SQYPNREDPRYWOBYITICOFABUJVJMRVSSMMBRYANIRZMPGKEBVCXKQPWDUXANVFHLJDBEIHGXCNOYHZ,HHKVQ,Tpxdlhluoqubkutoocixgvrgbnalnkgdtiauyagfnknibsmqefsaeebr,3.0,FIOFPLSCJYQKWGJCVOGY,O,S,1.0,M,Galgf,McDonald's,k,,3057999.0,1-847-490-7878,282401.0,CA
90.0,Las Vegas,United States of America,4.0,Kip5199,bgzmcfhrrdcwsjtogiykigkeqgagowjmgkoplldrnmkqzj,Kipnqrxcpnyrgph,BHCGKUILQKVEHCLXMINJXH,4.0,PNJKVKRYST,R,S,4.0,f,Cbuxpqm,Emerson Electric,K,386.0,2663603.0,1-754-604-1434,380158.0,MA
29.0,Mesa,United States of America,4.0,aur5200,Zkyis,aurhjiawpaaihjilso,Naiwf,2.0,Sjtdhwnkfjumabhopbspdrbtllc,R,M,,,imxawsdfv,PPL,,693.0,1769008.0,1-795-767-0410,11342.0,MA
87.0,Austin,Canada,,Pay5201,kbwwtdsljuzxcnsygearnwdfrrxxrvtsxlqcawuczzwbalfc,Payqojqpzobrxrabpljandiaauegug,Aqbgvncffzopmfydgxgmgibrthsjxviistlgeehefvuwjnqysrt,0.0,rffksrhtemwozvgrh,O,W,5.0,,,FPL Group,,425.0,2494794.0,1-705-487-9664,224145.0,DC
85.0,Vancouver,United States of America,7.0,tzq5202,FULNQWRASKUJMWSVAIGPGDVXFLSMZIZTZLLLELWFZYCWBPGIRLOYHAJDJKSWWBOCELCLAQQWOSECWWX,tzqdauiicgsmprbhggerbpuxracjvt,FWLOFLZQEDOZGVMMEYZCTJTDDJJYD,1.0,wpcnhjqeskplsjguophkopin,O,U,2.0,,rcquvxrrgdpa,Core-Mark Holding,,470.0,2184144.0,1-395-847-8072,,MT
52.0,Santa Clarita,United States of America,1.0,Tzz5203,rzcooijihxqerddejtiuhilxygiagklqndhhlltjnwoebdw,Tzzhpnvcvoxipahokirlry,Yskuwcquadhhtwglxbpibkkcjthxeilmsurqshxewufgkbbwguhvnmpxaycp,5.0,Bmouokrfe,O,M,5.0,m,Rafcfhkkyg,United Parcel Service,y,556.0,2175684.0,1-967-775-3735,343839.0,AK
,New Orleans,United States of America,8.0,Kcq5204,yyyteswjmwddzqyoslthrmztrxaqwidhshwhjjqkkcupiwnjakodnammlmhcx,Kcqnkqqedxsdqywcyakctgzgm,kpkblaujjqgjhzkheijtbmzetmcutz,2.0,Gwycevbsytxedmdokwktsgzqtd,O,U,2.0,m,Ibvbrrpbaelb,NSTAR,,747.0,3309455.0,1-452-052-5011,32012.0,CA
,Lakewood,United States of America,6.0,Cbg5205,YGPHJJYLIHBYLFNPYICCQUMEUK,Cbguriymrjxhjuyouazipkkj,torfosyeszmrqmbehvsoegkydwxpsvbu,5.0,Oednaenvbskuynvucoftafylfvusz,O,M,3.0,,agkkjqxz,TD Ameritrade,z,,2907241.0,1-322-605-2545,499036.0,MA
6.0,Portland,Canada,5.0,Bbv5206,Jwnurypkbgenjwqvibijdbgpkoxyygvsxruubjjxlobvpiidzmfardaeuomfezpbjfsgrevqecfraee,Bbvnohxhswcezy,ftgjwaglhaihjjrnsfsfsdhrvotlkxmpnlzbtjafabetdqieeulnhaurlradicwvhujeewxareaohdg,5.0,Jxnxprcdiuolygb,O,W,1.0,,Cadtbgpfkdx,YRC Worldwide,,592.0,3574784.0,1-601-323-4581,483339.0,VA
79.0,Norfolk,United States of America,4.0,TZN5207,FEGXYBZNQOZYMR,TZNHJWTOONPCAGEZQBCILLBIKQH,Epoamjdcepbkeudmjurigkxceobrbwzjkwyonnsvpbqsvsamjyfbxxhkwobcwvdgsbqunkhjmy,0.0,owcmwfedxsvwilsjedrnvbr,O,D,1.0,F,luhgagwc,Hess,e,534.0,3099630.0,1-708-369-3285,333216.0,UT
0.0,Jackson,United States of America,7.0,RVS5208,Ajedfzsxhtgvdpaxmmwvugiulbwuewwnureaktjqykepcycwmdrnqczdtsrnklblujzftcuyhfh,RVSFRHMHNNKRTEGMSZPFJNR,Ldfuyoyunivkqnylzceunbvwmxmrrf,1.0,Dsmmerysrahkjr,O,M,2.0,,hvjxwgb,NSTAR,,772.0,1031447.0,1-553-833-2788,416707.0,MA
43.0,Mount Pearl,United States of America,9.0,Oze5209,,Ozemhbfpterhjclmtdqzcrlig,Shaigbpxwkbcnytofqtzqvbqoiwbtrfbfbxbziasyhdalzsirfhe,1.0,QYIPYSPRUYNUHNSZTJKNOGR,O,S,1.0,,,NewPage Holding,Z,824.0,3455113.0,1-644-034-8204,250144.0,WV
83.0,San Diego,United States of America,2.0,Qjb5210,Vghakuynjqvxscdezvxd,Qjbtwlmiijepczowhngoa,Ztvsegghsmvldzwxqyrbylsgjpmgdbfphgzowwhqocndwhctlmjpfafznrtn,5.0,Izjxukxwoshaehzg,O,,3.0,,ocmzmohylr,,,581.0,2066307.0,1-929-832-2138,259893.0,NH
86.0,London,United States of America,3.0,Hef5211,CLXWXJEALTLIYRNUYIWGMYCAD,Heftksgqojcgarekhexzygcby,mvfunwbjnjojakgcscjejovumcxticttvfykkkzglcrgqwyvzlyflek,4.0,Pbpxqxngaytuptcgndyxluqqcbqrci,R,,2.0,F,Esejcadcp,Bucyrus International,,361.0,1673757.0,1-053-435-0317,433889.0,AK
47.0,Lansing,United States of America,9.0,Nbv5212,Lyrnxmlhxrzjxtgjafxosxqbnbwy,Nbvfmebzxpnvpm,PNXTMWEPGZNNNIJOUFFXYPULFPRVWRNPQKKTVLRNXGIDXU,4.0,Qicfnxpqhfqpqqhlnpmcj,O,M,5.0,,Nzjuwt,Lockheed Martin,Z,635.0,634220.0,,37992.0,KY
31.0,Naperville,United States of America,6.0,Avv5213,ANAGYPEJCDE,Avviymxtfssewknudvvglojurayjb,phwplgicfgxdktnlvweanqzizpfgfjwhkokbiognznkqcqgtfqfutptqbuw,4.0,Ydionmpoaugawfv,O,S,5.0,,Zzorebr,CommScope,,726.0,3677277.0,1-305-243-4803,490311.0,Quebec
97.0,Salem,United States of America,10.0,xnq5214,Jkwvdnapogfiwoejvoculjcgi,xnqmlcqgaxwis,Qjqblqkjrabhhubbc,3.0,Rydzmubki,O,M,0.0,M,Zdvxopktcqsi,Zimmer Holdings,V,696.0,2158104.0,1-237-133-2916,449517.0,DC
64.0,Edmonton,,7.0,jlt5215,Hotwbeyujqfluygveilngbginevjqpxfnq,jlteoggrnpobsogrghv,PSOBMXUGOTBWTBTGHG,2.0,UOGBHVCQYPBSZXXIQKJOW,O,U,2.0,,Ixbbwawn,Telephone & Data Systems,J,825.0,228730.0,1-901-669-0908,268759.0,CO
3.0,Nashville,Canada,9.0,Leu5216,PGLGIMOUROMPOMEPKONFTRNRREJYSAWGIGCELBSYBASXISFZICANYZWSHOMCYGQE,Leuhutgehhlrmru,nekblbvybcfstlvixtmmckdfcobgiwgqdauskjugwplcl,0.0,Nouqh,O,M,0.0,,aowinbdp,SPX,Y,797.0,3950096.0,1-925-598-8625,325374.0,MT
77.0,Ann Arbor,Canada,6.0,sar5217,sveqcvlwibaexeicxkroiitmpwzpzuslslrdenlgcycdzyxtzitqsogirdxfgyzfdwogczhbcgrgwlou,sarbvwtsmlpawqktivs,hhhskfbcmzbymtkwqjxdmoixrtxykomrnhfcbllparmhihhaxqfrsrdyasxbexinehvjj,5.0,Vmiqrgfzkjbfvlkzpgke,O,W,3.0,,Cvofsduwh,Insight Enterprises,,698.0,3302140.0,1-514-005-0015,65074.0,WY
54.0,Ottawa,United States of America,3.0,Kdx5218,CFGGPIKMXLDHBSQSBMXPRQMCAIVVUTYIKYXRYNIDZKJHWTXIYQKJHLYRBIWUOXIWWNLLVLDQFOGBLB,Kdxlnmpn,cbzrtteczb,3.0,IMGCDGHKHFLIL,O,U,4.0,F,OEKQMAS,,v,572.0,3870042.0,1-655-031-7619,322241.0,ND
97.0,Worcester,United States of America,,GLN5219,Jmrvowpbuqllenidjlhfiywlsbfwkilcegeirbnscrbkiwdmhxbfgww,GLNCCWSLQWPJCBFCDZFG,txhcyucbxegpnaseq,0.0,SRKHPXJQWPRCQEY,U,M,3.0,,Euqwwhipievw,AES,,658.0,3348747.0,1-304-278-0402,359904.0,WV
4.0,Lakewood,United States of America,1.0,Ywd5220,xunqjzjvkrirhaameyegpfewpu,Ywdzskjqctdykodffzqrs,Anrclxkgdontgqetzvrzoypxbpfjbiocapqoicshhhoplucrueqpdlkuhtnwor,1.0,XQAXFSKCSBMHNKJIBAEVNXT,U,,5.0,M,Vandlqp,Universal American,,689.0,3446218.0,1-265-581-7293,75727.0,FL
97.0,Washington,,2.0,Pfk5221,EJQOUOPQTJAVNXSKNXSSGQZNBLBEVREFOVWKTIUDOJEEWPOICQVRNIIZAJODPIECHAV,Pfkexlruzlsgssxfjgihvnvwbn,PLAGNBOXQOFAVLRUPRXCBWMLL,0.0,ialviywppsxrmt,O,S,5.0,,Fepgv,Genworth Financial,r,737.0,547053.0,1-913-187-5308,88206.0,PA
100.0,Syracuse,United States of America,0.0,hpd5222,Rxjkpiqxpsdbweuynsxydgdo,hpdfwchrzhjwxen,,4.0,gmwkhkjcriaocmxasuufum,O,M,5.0,f,SPOPMYQUL,Alexander & Baldwin,D,713.0,2641409.0,1-486-454-1084,160466.0,Saskatchewan
21.0,Lewiston,Canada,7.0,plg5223,YUXQBVZUBMXRWWJUOQADPBRVAEJPBXUXWNAIZNGBKPWAYL,plganiolusttpm,kboedjfnfnhomzsgsarrgqcnqxfrsevlxmxvfgosvrzhnzgvokapjhgnhwjqzchdnhrgtqlijkldld,3.0,unhjgetcrn,O,M,3.0,,kbgpvvkrivs,Affiliated Computer Services,,459.0,3394648.0,1-849-385-8857,266748.0,AZ
72.0,Boston,Canada,3.0,pjf5224,Uethszorftquvhjzvaprwhvcgiewytccldenboxvorl,pjfoelrttukfyjdkpeudoagdrctg,dfdhulxvmzevkchpbinonlznspzteidospupphkrmixnfbjafltzumxxhilvvsojddaaygoekbyyuou,0.0,dkxjcgwia,O,,5.0,,Iaotchd,Trinity Industries,W,749.0,1285921.0,1-017-736-7837,,NE
17.0,Orange,United States of America,4.0,Miz5225,Orwmettlaapsutxqnldaltiptzleihqsiadbwcpyxjuljocfgjzhekmrbkjhjv,Miznlmcpdciforkopxcuqgt,Wtehglmxhxemuwpayqxtgokitvgfbcqyzwmkaxxovgalp,1.0,Jsrhnddgfvvphzmsgqusfhiqm,R,M,5.0,M,,National Semiconductor,G,412.0,3893266.0,1-885-139-2329,39159.0,CO
6.0,Memphis,,7.0,ZSK5226,Xkauegnulvslglhcfpqrkc,ZSKVQLERADUQSTZUQ,Ldkcccneweqfkbkgwsgvjbnlihjczkqmbnpdkzovbnlqgbenvynlrzwhwxkcbogqa,2.0,Uegssdnljaefycddeohqeshhfridr,U,M,0.0,f,FXWUZPNN,DISH Network,W,456.0,3188950.0,1-995-435-1708,290196.0,British Columbia
55.0,Winston-Salem,United States of America,2.0,AOQ5227,Ejaitvujmiljevhizqnpxmncvep,AOQQWGVWIAUSTP,mvlxeuymyhshtvkkpzgipjinrjsujfauekoypbvddncignoubnhcfeyjrypattvxjnbnjnttqzlg,4.0,qsbtdnnnbhocrblywfatsgwvmgxicm,O,S,0.0,F,Tbmxr,Hanover Insurance Group,,423.0,1910568.0,1-192-113-3818,454911.0,WA
18.0,Oshawa,Canada,2.0,UFT5228,ASYWTVTPFF,UFTGXLUMIQZJVGJDTGGGPUW,Jharbwjbuxxdbcrukwabsbjhbjtefbuadvewbudkicjgedcdvwccdqxsotekzshubkuigaclflpfidt,4.0,Xkhqgeamnakdlkszgjdzm,O,M,3.0,M,Rkkmkvbri,Southern Union,i,392.0,3061524.0,1-582-527-2240,18171.0,PA
98.0,Arlington,United States of America,2.0,PVC5229,Zoywtyxnlfpvuvu,PVCPNMGQEDPHYJVWGXXASUNVPH,Rxcpuxjjsrz,4.0,Layrpedfkpvwriwpxidej,O,M,0.0,F,Cnmmjfvq,Archer Daniels Midland,,530.0,1350346.0,1-161-114-7127,129291.0,WY
11.0,Minneapolis,United States of America,5.0,Cke5230,Ypmiqgwsftzwxi,Ckewhgjlzzlrbj,Tqsawpraqfafjpiiljlqabehkwrtuufqlkplfiffqlopfpshjvocayixvzh,4.0,XONCUWWRKRW,R,M,0.0,,,Teledyne Technologies,,650.0,686413.0,1-002-015-4190,394710.0,IA
