prospect_AgeID,prospect_AddrL1,prospect_Ci,prospect_NeWor,prospect_Coun,prospect_Em,prospect_Inc,prospect_NumCa,prospect_NuChil,prospect_MarSta,prospect_A,prospect_CrRat,prospect_OORF,prospect_NuCreCar
Ncs10353,Hlpqxwibafydulmnfssqrthgiggplcmvh,Fort Lauderdale,761014.0,United States of America,CVS Caremark,73873.0,1.0,2.0,S,72.0,537.0,U,4.0
Uin10354,rmzjdfcdomwshadvxxqlvdbicoojcbfhkqpaqascsiosvelidkkkegcieqjleuakfphep,Newport News,166804.0,United States of America,Starbucks,314126.0,0.0,3.0,W,79.0,476.0,O,
owt10355,qpvihayhosjvhf,Durham,2581250.0,United States of America,Adobe Systems,58833.0,2.0,2.0,U,80.0,338.0,O,2.0
DMO10356,WAXULHLDUOBREJ,Mesquite,2001020.0,United States of America,Hewlett-Packard,228782.0,2.0,5.0,U,22.0,378.0,O,3.0
tir10357,flmzxlyuvuzovswjtggoydwgskcvjlfwlzqnxlfhdfiuqg,Peoria,3402376.0,United States of America,Macy's,389600.0,1.0,0.0,M,96.0,750.0,O,6.0
Iic10358,Pyrlavjnfyesnhypczospuhmotmteqmgeewajhcafiixbnrikdmsrbeygieulwhsyczaymjxtcucwtjx,Dayton,2587106.0,United States of America,A. Schulman,65253.0,4.0,3.0,M,70.0,,R,0.0
Opz10359,Ilvfllogdpacrmhdidtsgfqusmyxsfsiuvjmaohvrdsefkeliqoqooqtxqhhyxbiwamthqbrhooc,Fairbanks,2020424.0,United States of America,Baldor Electric,386846.0,3.0,4.0,S,48.0,411.0,U,1.0
Ixt10360,QSQKLJYELXQXLEFVWZ,Salinas,145788.0,,Lam Research,447731.0,4.0,5.0,S,85.0,781.0,R,8.0
Ate10361,gonnjaceddudsjflgpqcmyqxyipxwrltgsecrowxxacnalwwgcnhdehhnstutonlhpiriom,Windsor,945599.0,United States of America,Valspar,477914.0,5.0,3.0,S,9.0,443.0,R,3.0
mme10362,Slsjeqdcm,Hull,2930325.0,United States of America,CACI International,421455.0,1.0,5.0,S,62.0,489.0,U,3.0
Ntz10363,Rnpmwrkzmnceuaqxoovpaitrwlfqqejepommrqvinisanvcpbcmnyqjracphbj,Salinas,1608710.0,United States of America,,471409.0,3.0,1.0,U,79.0,377.0,U,
ZWV10364,gchusvsssyljnuylkhonpchjwkfyztmnddtsexhkwmpzxligaltqrvrsxazilfp,Pittsburgh,157437.0,Canada,Century Aluminum,418545.0,2.0,2.0,S,41.0,545.0,R,1.0
Stu10365,gvargmomuntfsrxcxhsbpswxgpcwkqxytsupumhrwgkcbvusnkgjhzxuyp,New York,3567204.0,United States of America,Huntington Bancshares,216482.0,5.0,3.0,M,37.0,612.0,U,5.0
irc10366,DETUIKLKNDXTKKOUZORLVAQSE,Pembroke Pines,281169.0,Canada,Comcast,280081.0,0.0,2.0,U,81.0,405.0,R,10.0
wet10367,IOMFNOYHWMBESDKOEGFHNCXTNBELNKYSXSKHDXNYKYVWWGWOQCVRHPBEABSUNRXLWNQCMCKRVMRV,Berkeley,75602.0,Canada,VeraSun Energy,371188.0,5.0,5.0,S,64.0,472.0,O,9.0
INB10368,Pfynflisyzfrhoonzhgv,St. Catharines,,United States of America,Altria Group,242562.0,,2.0,D,55.0,656.0,O,9.0
Als10369,Qtglfgrtpeeaaqpquojjffytfvlgtnsdseufdnugntcnnsluuiivrbjzfqh,Fargo,628034.0,United States of America,Magellan Health Services,468474.0,4.0,0.0,U,59.0,666.0,R,
Pkh10370,Wmpffbbbxvjgrsnpawbsabyvsmwvticvsrnrruwerykbtmaoarqpnnwblaaorzljvfdlierrzeo,Newport News,25960.0,United States of America,Huntington Bancshares,128208.0,2.0,3.0,M,31.0,659.0,,1.0
WXO10371,Kkbgdhyawijuvpjetmelbzilfzbegvwexznitpuqqi,Santa Clara,2366524.0,United States of America,Furniture Brands International,347198.0,0.0,5.0,S,24.0,433.0,U,1.0
Yhf10372,Wnyyjjnxxzeurkztzrfuaxeajjtgmtslmpntcezhhucmssafxkfcnvrmcxpqzosoo,Charlotte,2710169.0,United States of America,NCR,319055.0,3.0,2.0,W,52.0,742.0,U,9.0
AHZ10373,Inrdzpvsvafddydwwfsumsrzdrjfpoqzbjliwyvtvyivkmyrueaclnfolndwybkuwiogqwfdvcvhf,Philadelphia,2597791.0,United States of America,Pacer International,409649.0,1.0,3.0,U,15.0,628.0,O,8.0
Hfc10374,AUQHDSYPHXPKEWMOTNPGRCXEJWWKADAEMKPDQK,Cedar Rapids,1992295.0,United States of America,Valero Energy,380853.0,1.0,5.0,M,99.0,499.0,O,4.0
UBF10375,Qhlwivhizfkopibg,Corpus Christi,1761169.0,United States of America,Icahn Enterprises,248948.0,3.0,0.0,W,6.0,804.0,O,9.0
WYN10376,DFXIHMFHKHWVVXOQWGMJH,Yellow Knife,17973.0,Canada,,105538.0,1.0,3.0,M,68.0,526.0,O,9.0
zld10377,iaruauafhztiuwnldgazhazrdjuggxdseqlpflyfqcossisnsxxqixw,Worcester,3148776.0,Canada,Southwestern Energy,,4.0,4.0,S,73.0,716.0,R,0.0
YWS10378,Kjqfhsdypfnbjzflqnidvegucbcbyofzmftwwtkmggwjfboldqiksxjawrdga,Casper,2770889.0,United States of America,General Motors,9512.0,2.0,5.0,U,39.0,576.0,U,0.0
Lnv10379,ksmqex,Knoxville,3165486.0,United States of America,HNI,164858.0,4.0,3.0,U,1.0,592.0,O,0.0
meq10380,Crizcppftugntsmcmulqcldejgqwrekfokfjbypobfdtuayaucgbnrdmjvgldppqcsyptbz,Regina,1513049.0,Canada,D.R. Horton,12997.0,0.0,3.0,U,25.0,806.0,O,2.0
bml10381,,Birmingham,241575.0,United States of America,Neiman Marcus,335957.0,2.0,2.0,U,77.0,472.0,O,1.0
Bzq10382,watwoyxaldgaalhieobdunsyvaawhrxymkdqjvhdnwj,Sydney,3247345.0,,Sentry Insurance Group,370742.0,0.0,2.0,U,,551.0,O,6.0
CLI10383,MIUBZYKUXSJIMFOMURRRWPAJJRMKBJVZSZILNUQQJFCOBYVUGCKSSRYDSBXXYLR,Memphis,152207.0,United States of America,Lear,244135.0,2.0,,M,70.0,525.0,O,2.0
NIQ10384,Jvoypyvxmdwsglokcmbkstanbiitdjwcfcmtaiekwjyszzewoiageimjyaxkgbssrchieogvhv,Denver,607236.0,United States of America,PerkinElmer,8574.0,2.0,3.0,M,63.0,325.0,O,4.0
KNM10385,OVTFDADJPSXYSTLDNLCCMBBTSBUOFIYUWSNIJYDUQAVAGTSTRQVXCSSNHRRTEKVKN,Berkeley,3690203.0,,Benchmark Electronics,47912.0,5.0,2.0,M,5.0,619.0,O,8.0
isa10386,mdffelsvgysczjqzrsjwqcchvmztgvtazkl,Providence,26630.0,Canada,National Fuel Gas,259694.0,5.0,3.0,M,64.0,424.0,O,5.0
Rga10387,QDEIRXPVZICNLJLMCITSSDXWCRPPUKIVDFCHQZIPSFNTJIJSLGSSTKFYIEIWKBUOSMTNGFCSN,El Paso,1254589.0,United States of America,Office Depot,194158.0,4.0,5.0,M,7.0,438.0,U,1.0
Vgc10388,Fdupjhokm,Eugene,1249205.0,United States of America,Penske Automotive Group,489972.0,,3.0,M,21.0,418.0,O,1.0
lxv10389,exeffzsivni,Lansing,1972627.0,United States of America,Beazer Homes USA,67091.0,0.0,2.0,M,87.0,730.0,,4.0
KRU10390,drntruwtkcjwgjsfriy,Alexandria,3953737.0,United States of America,Saks,382602.0,5.0,2.0,W,77.0,515.0,O,6.0
Ffc10391,YQBUKHOALCLJBA,Elizabeth,947069.0,United States of America,Prudential Financial,422657.0,4.0,3.0,M,62.0,379.0,O,10.0
fkl10392,Vdkygmsukbwmtzq,Inglewood,2723638.0,Canada,Johnson & Johnson,272075.0,5.0,4.0,U,16.0,776.0,O,9.0
Rbt10393,KCDUBYHOCKSZDNSJTBIVXDRKHRWHWXPVTRSHYLUHMDZIVGJFGPGPCUMUMK,Louisville,712037.0,United States of America,URS,483635.0,4.0,5.0,U,73.0,325.0,O,5.0
Qmg10394,Zlgvdojmhjbihiotkp,Wilmington,2925085.0,United States of America,Anadarko Petroleum,319916.0,4.0,2.0,S,97.0,771.0,O,4.0
Xil10395,Bhomtkxvtbyzmlohepyvodclxziyxhvzddoweljlzswgqqvafodbatwzlwjett,Pittsburgh,3665377.0,United States of America,AMR,169669.0,4.0,2.0,D,11.0,720.0,O,10.0
hxp10396,Wmqedrofariqsqxqqkigztlehacxbpxdfzjsnzsihvenhmuiuobnryfqnzvfxgmgvudslbxbqvgce,Mesa,1565336.0,United States of America,,238214.0,3.0,3.0,D,74.0,626.0,O,8.0
egp10397,Vhcmcpkagbqxookqxgqjnypyxzxjmpfjzrhnqaohipertclwb,Fort Lauderdale,3224073.0,United States of America,Pep Boys,421522.0,1.0,3.0,S,19.0,640.0,R,6.0
Rmx10398,xaxfdaycalthiovtitbzlksvfrcqrfbhizyuaqgwrvry,Hampton,2330463.0,United States of America,Graphic Packaging Holding,312092.0,2.0,0.0,D,79.0,586.0,O,0.0
wrw10399,Gokcwaddwzjdziytgbbcnktgvvxdkevjmywalnzjquhvzzulumyfhykzlevcvdlb,Salem,,United States of America,3M,45555.0,0.0,0.0,U,53.0,307.0,R,8.0
Tmx10400,Uvrmgnbtkcuiobck,Oakland,3531392.0,United States of America,AnnTaylor Stores,181961.0,0.0,5.0,M,18.0,336.0,O,2.0
ipr10401,UNYQQRKOIJFAIOTSHSZRHSGKHLTTQAFMIXHHRPVFKTBMRGJTXSBKYVJFJLCDUCCJBCGW,Newark,1468859.0,Canada,MetLife,360320.0,0.0,0.0,M,89.0,397.0,O,3.0
Fto10402,IYJCPGWXWINXOMIRLWQQSBNGFFPMOHURSWGNRASACLBYREBVCCANMSUBHYCWTARXHCSDFSL,Des Moines,2930619.0,Canada,Vectren,333323.0,1.0,4.0,S,3.0,584.0,O,8.0
Sca10403,DCRHJKZVSUBZYMBGMFIMPPYDYOTYUVNORTEEHVJWPAFPQEHKJMUKLDTUPPOHYHM,Fontana,3244432.0,,International Game Technology,402623.0,0.0,5.0,S,41.0,524.0,O,
JVB10404,BVDYWQUNBJNUQMNBJDQBLZZQQYJASTORHUTAIAOBJYNIXVH,Little Rock,3956073.0,United States of America,Citigroup,171360.0,4.0,3.0,M,25.0,708.0,O,7.0
Dmr10405,Gqruxekwktispikrnuujtzrcqqepwhtqpnpppbqis,Plano,345639.0,United States of America,American Axle & Manufacturing,372714.0,5.0,0.0,S,93.0,712.0,O,4.0
Zlq10406,Xnchlfdwidvqzcvxrksdsllmdcftffvcgugwbwgsuisvmyxwbngilvxtizglufdppdsw,Ontario,1653457.0,United States of America,Walt Disney,104054.0,0.0,3.0,W,94.0,368.0,O,3.0
Qqa10407,HIRWCWEBUTIPIFNKNYYMVYSFWGELYRONGKK,Bellevue,14823.0,United States of America,Dover,108655.0,,5.0,,25.0,751.0,O,2.0
OXN10408,QWNWQJCSQRWZDOIBFZERRPUAJZFYTBXGSMFFTSIESLTSIODOABDBSPKOXKZUNCBKOMSXNRBVATRLF,Indianapolis,3886523.0,United States of America,Cameron International,62725.0,5.0,1.0,,46.0,662.0,O,7.0
Exi10409,Oglktjxxwjnsomvdaswgbruoldlowgyfoefvcmqzxyonjfahavkcaatihjfculhpcyekwnhbl,New York,565709.0,Canada,Northrop Grumman,9386.0,3.0,1.0,D,14.0,601.0,O,0.0
Fsm10410,Sgqyypirdyckhqjnwirlrfbtpazpdskjgtlulukhtxurkeowrcwxwbtdgqlvjimny,Peoria,2005276.0,United States of America,Verso Paper,242359.0,5.0,3.0,M,3.0,521.0,O,2.0
PTG10411,Vgsieuafeugeoedwmkwselzwvynsarlxki,Kansas City,949077.0,United States of America,Vanguard Health Systems,385228.0,1.0,1.0,M,26.0,492.0,O,10.0
bhv10412,Zdehlolwcuiqjleh,Tucson,96133.0,United States of America,Mueller Water Products,98805.0,3.0,3.0,M,24.0,347.0,O,2.0
oon10413,Gkivdd,Newport News,2202163.0,United States of America,American Greetings,415562.0,3.0,3.0,S,65.0,721.0,R,4.0
Xxh10414,AOEDWGVRAESZHHWKBQWZKZLQBSMDYCUPAEXSXUOKXRTKYGCADQTYEOLBIXVRKHJOMOD,Allentown,1028525.0,Canada,Burger King Holdings,441587.0,5.0,1.0,S,18.0,587.0,O,7.0
Exw10415,DOJJEZUJPFGED,Mobile,3993579.0,United States of America,Key Energy Services,9627.0,2.0,3.0,U,95.0,665.0,O,3.0
BBG10416,TLSJKSMYKRKYXLR,Wichita,1996284.0,United States of America,Cincinnati Financial,233862.0,0.0,5.0,S,71.0,596.0,O,7.0
FPW10417,Seqxhqtjjotvxakscnuvzvizdcjhxzrpiccblfpdnccumeayyqrjbqpkknnc,Grand Rapids,3171120.0,United States of America,Capital One Financial,334308.0,4.0,2.0,,85.0,805.0,O,5.0
xwl10418,SCVZEHQGFGJHEJPOAVHXASIVRIBSXVERRFLTGYVUUADSNOOSZBTANFKIMLMYLAQDHCXP,Rapid City,2340281.0,United States of America,Calumet Specialty Products,161029.0,5.0,4.0,M,73.0,809.0,O,5.0
Cwg10419,Cavhmdhpjujzwgluticzg,Biloxi,2066049.0,United States of America,International Assets Holding,53470.0,4.0,1.0,W,80.0,649.0,O,4.0
Kyj10420,Hwcpnftivtueqvwydbufavcaebdsarjoqjbaxh,Scottsdale,1083692.0,United States of America,SunGard Data Systems,30532.0,5.0,2.0,,91.0,477.0,O,6.0
BLW10421,rxvypzncdptjqlmg,Lowell,2004942.0,United States of America,Masco,25972.0,4.0,4.0,M,23.0,573.0,O,7.0
ILU10422,YOJPTAKYCGGNQFMJFXKTZKMHYNHVAZXQXHODVNACASDNHSWWFOJSNZTVXMGOJSIDIFNHG,Warren,819322.0,United States of America,,142504.0,5.0,5.0,S,29.0,553.0,O,8.0
iwu10423,Huqwdpxiaxgmsgpajwjwfssrwdvanckkhm,Elizabeth,1416865.0,United States of America,Gilead Sciences,,3.0,0.0,M,5.0,828.0,R,9.0
Zor10424,Fimkmjghkutludfmjcnweklwvolqjnlwzibogoukijof,Savannah,120180.0,United States of America,General Dynamics,176799.0,3.0,4.0,M,2.0,841.0,R,3.0
Glo10425,Kgknjiusid,Fairbanks,2281823.0,United States of America,Amkor Technology,218694.0,,2.0,S,51.0,800.0,O,
Afv10426,Uvbtunipvdvbqjmovoxxsrvwobtqhvmqxhrgin,Edmonton,2855023.0,United States of America,Target,35119.0,0.0,4.0,M,40.0,517.0,O,0.0
Zia10427,Phxarwzalbxburpeullkjhtrgrxikstxfhcabzpbhpvrqrtaiunrvnfyn,Louisville,3391808.0,United States of America,Paychex,117585.0,4.0,2.0,U,46.0,765.0,O,1.0
xjj10428,PNJMEAXNEPTFKUAJPZYJEXRCJ,Jacksonville,67395.0,Canada,Zions Bancorp.,288582.0,4.0,0.0,S,40.0,638.0,O,8.0
vrx10429,smdtkvqqrkqqvirfnbrsqfbuwtlndehxytssoucubgtknnqcpfuskcvko,Boston,3442111.0,Canada,United Services Automobile,10147.0,5.0,2.0,S,47.0,,O,9.0
RDB10430,USRCRY,Tempe,1649692.0,United States of America,Hudson City Bancorp,41641.0,1.0,3.0,M,7.0,380.0,O,9.0
TSJ10431,ueltnzzjxweiufdmytaydmgxhrjfomwrejhkldlvvzqfyklhzjqngn,Evansville,152265.0,United States of America,Priceline.com,391424.0,1.0,2.0,M,90.0,847.0,R,9.0
Vwr10432,Zrsgjjkwonxnqdekbpjetxoimmiocwqve,Fayetteville,3469374.0,United States of America,Westlake Chemical,152743.0,2.0,5.0,U,14.0,445.0,O,9.0
AXP10433,YZRPUOVFACMMYKBX,Santa Fe,140492.0,United States of America,JetBlue Airways,347733.0,3.0,2.0,S,71.0,357.0,O,7.0
qdk10434,Yfabcbehohwkeybtsyufgxdmvadxbiwqygnjecmxkwwdonvzuzlimishziebhkeq,Pittsburgh,3132606.0,United States of America,First American Corp.,419510.0,3.0,5.0,M,40.0,378.0,O,6.0
Vnz10435,ytncnyglgjvrtucpfkllkhckylfndfbprcnioavxpqjicazkr,Yonkers,617163.0,Canada,Comcast,178999.0,0.0,1.0,S,33.0,,U,6.0
Djj10436,Zpydfcvyutfbjeailuvsjeowptjtlsbujromzmrxmswvlomvjjcurd,Mesquite,403190.0,Canada,NBTY,170619.0,5.0,0.0,M,27.0,544.0,R,3.0
Wlf10437,Wnqgulgxxpandmcsqjpezrzdxatdvuoukrorsctsogwuilgutqpqmdrjx,El Monte,993123.0,United States of America,Fluor,442368.0,1.0,0.0,U,21.0,817.0,R,5.0
txj10438,arcrjhlchwuylf,Louisville,735356.0,Canada,Cracker Barrel Old Country,34616.0,0.0,4.0,M,15.0,470.0,R,6.0
Emm10439,Nfrlwkoxkccvjiovxktqjfjcorssszkjdflqagqcodemp,Santa Clara,1322910.0,United States of America,Halliburton,219049.0,2.0,1.0,D,96.0,821.0,O,2.0
BDI10440,,Macon,3909029.0,United States of America,McGraw-Hill,255269.0,0.0,0.0,W,52.0,730.0,O,0.0
Law10441,Waljiyseasfstgtqkcbkkvbpheeaqsqttwcqvt,Louisville,,,SPX,499588.0,0.0,1.0,M,76.0,781.0,,5.0
Ebh10442,QHPVPNIBJDCGBDONTSXKJVOYEKEEJNPWRHTHZSEHJYECIWGKDHLGMVX,Baton Rouge,,United States of America,DTE Energy,303820.0,4.0,1.0,M,77.0,345.0,O,8.0
ZEZ10443,PUQUGRHYPYONRCKDYGHSAJPRVTQHKDGHLXWSFFCOILVLXTRPW,Escondido,314023.0,United States of America,StanCorp Financial,362649.0,0.0,3.0,M,24.0,739.0,O,7.0
Dyt10444,nffgbcsnfenjcvljbmrjrezxkschyezcbkpdqxfrhq,Modesto,955190.0,Canada,Sunrise Senior Living,286978.0,1.0,1.0,U,74.0,519.0,O,10.0
Jtt10445,wqedlxknh,Lowell,674210.0,United States of America,Rowan Cos.,264611.0,5.0,3.0,M,42.0,382.0,O,2.0
QCJ10446,rnronjhoxtjuuybpgfnqwtyzzmzjmabvigejjykjbohsoetxavjhthc,Anaheim,3206817.0,United States of America,,234490.0,0.0,0.0,M,50.0,381.0,O,0.0
pdq10447,FDIPNISNZDVXILJISFIJWPOACJSCQHFWVKUXNPGFJJAHAPLJXPPVDVBTWZKOQAPTFNDVIONLQ,Escondido,1305568.0,United States of America,Laclede Group,497008.0,0.0,0.0,,87.0,800.0,O,1.0
sfy10448,RBVAWSOPCKEJZQYPNHGULQDWWNABUGJRTWCGPRJOIXICWFWNVW,Salinas,1547543.0,United States of America,Union Pacific,431282.0,2.0,2.0,M,65.0,703.0,O,
xum10449,Btkkaafctovdtxflidqnilrtkurtnkxqmcqdxlgpdykzlcmsuvhlhupwwivupveumrzdhoqmwp,Livonia,2581376.0,United States of America,Dean Foods,130656.0,3.0,0.0,U,44.0,775.0,R,7.0
Teq10450,WGJCOTGTAVMMCWZTHNJRIHRBLSGGUNVPOKPCCORZMFDVTTDSTI,Salem,2470460.0,Canada,Fidelity National Information,118601.0,0.0,3.0,W,66.0,734.0,U,5.0
Wna10451,Rjxduosfbuscqdvln,Shreveport,3028843.0,United States of America,Fred's,404836.0,3.0,5.0,M,89.0,822.0,O,7.0
Ceu10452,rbifaldziqrlpa,San Francisco,1477492.0,United States of America,AES,468427.0,0.0,1.0,W,3.0,306.0,U,10.0
Ggx10453,Usutcktuoyiazwmjsmyrobweoaeclgaykwhzcp,Lafayette,3242879.0,,Simon Property Group,442185.0,4.0,0.0,M,98.0,,O,1.0
FHO10454,uwautgwlaikoxatelxootqjdibe,Anaheim,2946449.0,United States of America,Parker Hannifin,282469.0,0.0,5.0,D,53.0,464.0,O,9.0
Rnc10455,GAPTROCRLLXHXBXDAWJAROQTPGLYVKMAWBWXXAQXHPXPIFMWSPFHSYXUPPUXSCKV,Modesto,692671.0,United States of America,Family Dollar Stores,13045.0,2.0,1.0,M,46.0,355.0,O,10.0
bto10456,,Wilmington,1596067.0,United States of America,Masco,393038.0,3.0,3.0,M,1.0,744.0,R,2.0
Jej10457,mwhmxgvnhdajxzskqcxbiqvieqgmudpq,Cedar Rapids,3498981.0,United States of America,Raytheon,417904.0,4.0,4.0,S,77.0,379.0,O,7.0
Nze10458,YPCVEUADBEUOYVWQCAEPENGHJDIFCDKMXGEKJKR,Jersey City,1329646.0,United States of America,WellPoint,303311.0,5.0,5.0,M,49.0,779.0,O,5.0
Noc10459,ugcrjrfqlgrimuajoiimldtfyauaybefsss,Baton Rouge,1012510.0,,,416069.0,1.0,0.0,U,8.0,,O,9.0
Low10460,ICPDVCBNAVNPUYDJXPKRJLAOJJMNMLKNDRJQE,Tempe,300874.0,United States of America,Harris,45720.0,2.0,2.0,D,23.0,442.0,O,8.0
QXX10461,Ghggtkwjpeolfkqpyfofrtwnvuphddhritmqtruqqzvawhmwghac,Warwick,2588995.0,United States of America,Polaris Industries,191472.0,1.0,1.0,M,17.0,447.0,R,9.0
wja10462,Fcvziphziduvjxksbpodwpcpmmstndublkqkui,Burlington,1864152.0,United States of America,Church & Dwight,277693.0,,2.0,M,10.0,339.0,O,8.0
KVX10463,DXVVIUMPLPDMWZCKMGMKSHVGPCK,Saskatoon,1753166.0,United States of America,Pepsi Bottling,123681.0,3.0,5.0,U,11.0,369.0,O,10.0
dsz10464,Idocfarcvygecpozdpohdcpdhwosrmjsmhdxighbjdwkgtsocccsghzxbroxiilunztaz,Hollywood,892466.0,Canada,Piedmont Natural Gas,346955.0,5.0,0.0,M,17.0,764.0,O,5.0
ash10465,FRJBVHOBMBCCQCBELSFKPQHJEXFTFNEUBQHJNTZOKYWPPIGZRI,Thousand Oaks,820298.0,United States of America,Leap Wireless International,449591.0,0.0,4.0,M,14.0,552.0,O,10.0
Exr10466,Ftkfyrryoyvgqoczjsjunvncndenqupxhfyeiswdjghlcigpgtmlbtdsuhffrdgemkucpq,Minneapolis,3691811.0,United States of America,Interstate Bakeries,282531.0,0.0,5.0,D,74.0,516.0,O,3.0
LGN10467,VBBUP,Oakland,3022699.0,Canada,Expeditors International,334904.0,4.0,0.0,M,59.0,472.0,R,
ADC10468,Qcqvghvhzfmkeoehbiaudmucqvenjlqekuq,Jackson,2966366.0,United States of America,NTK Holdings,396256.0,1.0,2.0,M,53.0,599.0,O,3.0
gjb10469,ssojrphclfmqbzihvjsneklntpp,Fayetteville,3152210.0,United States of America,U.S. Bancorp,,0.0,2.0,D,72.0,820.0,O,8.0
TJP10470,wygjpgnldhfieiebjfpeyqhvaqvzbgitkwfflhfcccvzetumtwysnlevsbu,Rancho Cucamonga,917067.0,United States of America,Analog Devices,372180.0,2.0,0.0,U,5.0,694.0,O,9.0
Gxd10471,Ykckixupxunpatgrusgw,Lowell,2265942.0,United States of America,Avis Budget Group,265501.0,0.0,3.0,D,1.0,686.0,O,3.0
EXB10472,QEKDORTISXTXJABJCPBNGCHTTGVRFZQUJVUIXMEFKXCBOMSHYNTA,Amarillo,2249963.0,United States of America,Ingles Markets,153751.0,4.0,0.0,U,56.0,526.0,,2.0
Uab10473,Nbmujfikrdnkioppywqjzxwfvuhxcdxjqdxyq,New Haven,892022.0,United States of America,Marathon Oil,278860.0,2.0,0.0,U,42.0,651.0,O,0.0
VMU10474,TITFLSNCINOKYCKAIMRWQLASAJ,Virginia Beach,3250265.0,United States of America,Weis Markets,219172.0,2.0,1.0,M,75.0,586.0,,3.0
SQW10475,PSINATSBFNRBHRRWHGJKLRFDTODOXRA,Montgomery,,Canada,Tenet Healthcare,184886.0,2.0,3.0,U,37.0,693.0,O,
ecw10476,LBNKROMHBRHLABJQUKIFL,Pueblo,492719.0,United States of America,Sunoco,320403.0,0.0,4.0,M,17.0,837.0,,5.0
Ryb10477,Yywigwphxxfeowpvmmigvmhjjs,Elizabeth,142197.0,United States of America,Graphic Packaging Holding,159136.0,2.0,3.0,S,33.0,566.0,O,1.0
QVL10478,Iupdghqdtxsjsfpyqjfbatvntojhrmmcivjndymjftmzmlyfgfpjcbwip,Stamford,3960916.0,United States of America,Asbury Automotive Group,370758.0,2.0,2.0,S,6.0,761.0,R,5.0
Hfl10479,Abqwihddzfxffwkmgzvulpfrhiktqrmgdosyrjeailzdcdxzmngcyzeilqlpy,St. Petersburg,3838072.0,Canada,J.M. Smucker,157135.0,2.0,0.0,U,,451.0,O,5.0
Elm10480,MBPZPQQWJFGLLYIRUOMEDEMJDYTOFCJIBDKRWHUEXYBCBYHLOOGDTDZTPHMTUCITULQXMJWXJF,Overland Park,1141464.0,United States of America,Group 1 Automotive,73196.0,0.0,,M,1.0,,R,3.0
Unl10481,ASLRQXJFTROTIRJWKHJOOTSGAGQCMVVSLZIOICXCGDYYVHMRPPDJDOSVMLFAZMIGHSYANGSTXMREO,Santa Clara,1869632.0,Canada,Asbury Automotive Group,123929.0,0.0,2.0,D,13.0,399.0,,6.0
VSO10482,OQTKSFIGDJITGOK,Elizabeth,975838.0,United States of America,Dole Food,241010.0,5.0,4.0,S,78.0,506.0,U,5.0
QOO10483,fwmzjdxncwdvhhluhfpotomfsvqueez,Sacramento,3147273.0,Canada,PHH,261831.0,3.0,0.0,U,59.0,403.0,R,9.0
LLL10484,LCCASVIDHXJILCUGYRNSYLW,Glendale,1466924.0,United States of America,Kansas City Southern,92300.0,5.0,1.0,S,,797.0,O,2.0
Igl10485,zarkbpgauklhllkyyucyrdqbfhhhwlgfcmoerabviuzpyjnpofjcjfbgjbctgkzmdyjswfn,Salt Lake City,2988300.0,United States of America,Northern Trust Corp.,2100.0,4.0,3.0,M,97.0,764.0,O,1.0
Qdc10486,RSZTJPWKPULGPOLBOWLCJJKJHPPWGRTKPRSCKULJXJWDHDOZKGKEYKN,Lewiston,1128525.0,United States of America,Kennametal,355124.0,0.0,0.0,U,79.0,821.0,R,10.0
oiy10487,yfnyqzqxzkbiqxnwdb,Ann Arbor,311354.0,Canada,Complete Production Services,365963.0,,0.0,U,89.0,304.0,O,0.0
Qql10488,Necjbabdwfmfksdrhwluqrhhlvidryjwjvhaxxafpzgbfvnzdgkszmbsbmkivurjgmkpxoazbnge,Sandy,3129482.0,United States of America,Harley-Davidson,56692.0,0.0,3.0,M,72.0,751.0,O,0.0
dbm10489,Rovyrdhrslxslassjxxijzavayoqflqqfuuxoqipxkvaeihutmhxqhoshehwflyeejnwmrvqhfpefqfy,Fullerton,1256546.0,,Baxter International,149062.0,5.0,1.0,,34.0,690.0,O,1.0
RKZ10490,bmceqozphikeqlvbqslxbl,Casper,3759146.0,United States of America,Family Insurance Group,26552.0,0.0,1.0,U,38.0,648.0,O,8.0
SRC10491,Sanooliqxgrkapfhlcypg,Idaho Falls,777785.0,United States of America,SunGard Data Systems,400993.0,1.0,3.0,M,98.0,312.0,U,7.0
Dvz10492,GLRLDMVHPXQEWNRRENBHDDKNLYVWWKWRCQHELGVUXQKTROGQAEBQLRZWKRYCISKATHUOPMSVPISF,Waterbury,332113.0,Canada,Hovnanian Enterprises,205214.0,4.0,1.0,U,99.0,588.0,O,3.0
Lrw10493,,Providence,723469.0,United States of America,Annaly Capital Management,44352.0,2.0,3.0,M,35.0,577.0,O,5.0
CAW10494,Swqbwxktokgystenygorsduunqocwaisrpikogtkklhjaeclbodqueaaeteuwhrnsagujwglou,Jersey City,1925817.0,United States of America,Apple,462500.0,2.0,2.0,M,51.0,437.0,U,7.0
Jnx10495,Ojjufcwwqpfkbawzfvugyuhrvtkffrvhbwrggppksvipsxjyxlfsullkefvinjvzzkjmdgvksynshal,San Antonio,1304451.0,,Kla-Tencor,25966.0,0.0,5.0,,44.0,632.0,R,2.0
Tlw10496,Diirxqamjmlghsbpqhjndpgqehvatvrat,Vancouver,2996386.0,United States of America,Starbucks,121914.0,2.0,2.0,M,49.0,509.0,O,2.0
rpc10497,,Dawson City,,Canada,Commercial Metals,351571.0,3.0,4.0,M,55.0,427.0,O,5.0
