gncd,wnrrntflg,phn,mplr,mddlntl,pstlcd,gndr,nmbrcrs,stt,ncm,mrtlstts,cntr,nmbrchldrn,g,crdtrtng,nmbrcrdtcrds,ntwrth
Kwj11369,O,1-440-771-1004,Supervalu,O,Pfqmnrxcgcpp,,2.0,Saskatchewan,355805.0,U,United States of America,5.0,94.0,320.0,0.0,1031113.0
Mod11370,O,1-558-086-1884,E*Trade Financial,,dqcxclbm,M,5.0,WA,,M,Canada,1.0,57.0,427.0,8.0,3112242.0
Yry11371,O,1-256-668-6778,Neiman Marcus,C,aczxafjxlkn,,5.0,DE,43085.0,S,United States of America,1.0,43.0,560.0,7.0,3784924.0
DGU11372,U,1-775-921-8797,,,Vsleola,f,3.0,British Columbia,171847.0,U,United States of America,1.0,44.0,691.0,10.0,1430079.0
ISL11373,O,1-068-102-3374,Retail Ventures,z,Fbvgs,,,WA,12710.0,U,Canada,5.0,96.0,369.0,4.0,920168.0
lto11374,O,1-439-958-8519,Praxair,,Ygaicsfvofaa,,2.0,LA,54371.0,D,United States of America,0.0,49.0,368.0,7.0,3914967.0
Eib11375,U,1-028-871-0493,,N,MSBOSZBIYFU,,2.0,Manitoba,230565.0,D,United States of America,4.0,49.0,649.0,10.0,64019.0
Npl11376,O,1-170-152-7863,Harrah's Entertainment,C,,,5.0,NY,175326.0,S,United States of America,2.0,99.0,489.0,7.0,39310.0
Jiq11377,O,1-126-629-0228,NiSource,,fkvjwkb,m,2.0,SC,463745.0,U,United States of America,4.0,70.0,825.0,2.0,166120.0
Fjh11378,O,1-569-873-3397,Devon Energy,,Hlxpslup,,1.0,TN,232155.0,M,United States of America,1.0,97.0,504.0,5.0,1149540.0
Wmi11379,O,,Corning,,LWPWIL,,5.0,OR,130736.0,M,United States of America,0.0,62.0,570.0,10.0,199174.0
Ggo11380,O,1-382-218-1314,Foot Locker,,,,5.0,LA,90629.0,S,Canada,3.0,64.0,477.0,9.0,2596787.0
ztf11381,O,1-416-737-1447,Country Financial Services,V,NPEHLJFU,,2.0,TX,326954.0,U,Canada,2.0,60.0,736.0,6.0,1395632.0
xio11382,R,,Auto-Owners Insurance,,AIDRSOAZH,m,0.0,NY,215366.0,D,United States of America,0.0,76.0,713.0,,1895907.0
RXW11383,O,1-317-865-2768,Idearc,g,Vdvgnrj,,5.0,AR,216463.0,S,United States of America,,36.0,536.0,6.0,1710505.0
ckv11384,O,1-591-902-6864,Plains Exploration,,Mnimj,,3.0,TN,290638.0,M,United States of America,1.0,3.0,466.0,0.0,2103744.0
JDE11385,U,1-672-597-4133,Susser Holdings,z,Tvkrghfmhb,F,4.0,RI,133552.0,S,Canada,5.0,27.0,345.0,,2858799.0
Hni11386,O,1-825-245-5753,SunGard Data Systems,,,m,2.0,KY,236182.0,M,United States of America,5.0,43.0,570.0,1.0,191992.0
TQN11387,O,1-037-143-3763,National Semiconductor,,cyeqcii,,5.0,DC,16283.0,M,United States of America,4.0,34.0,837.0,1.0,705980.0
Bcn11388,O,1-769-135-4061,Mattel,R,cjloqrwjaw,,0.0,UT,458863.0,M,Canada,1.0,49.0,847.0,7.0,3710389.0
eja11389,O,1-804-322-0101,Danaher,y,QFUTBC,F,3.0,WI,282491.0,S,United States of America,0.0,13.0,816.0,0.0,3637277.0
oop11390,O,1-192-665-7106,Medco Health Solutions,Q,Cxlcnqokeqzr,,5.0,MO,128483.0,S,United States of America,1.0,0.0,720.0,9.0,1258317.0
Kmn11391,,1-680-845-9701,HSN,,lshvpobfkw,f,0.0,DC,377733.0,M,,,1.0,732.0,8.0,2127580.0
HBV11392,U,1-661-715-5665,Weis Markets,,Fwewfhwhr,,4.0,PA,343343.0,M,United States of America,0.0,,608.0,3.0,3199251.0
Fjd11393,U,1-940-055-3732,Knight,,NQILSLPEBGSH,,,NH,472696.0,D,United States of America,5.0,0.0,716.0,7.0,1395057.0
spq11394,O,1-579-928-2278,Itron,,lqdijwl,F,5.0,IA,70106.0,W,United States of America,3.0,4.0,438.0,3.0,3830710.0
Sgs11395,O,1-240-507-7530,Sovereign Bancorp,,VJIBZRP,,4.0,KY,85920.0,M,United States of America,2.0,18.0,803.0,1.0,2227349.0
qcq11396,O,1-481-240-7977,Andersons,B,Goksrn,,3.0,GA,6704.0,M,,2.0,76.0,624.0,2.0,3669492.0
Dtm11397,O,1-569-059-7155,CIT Group,f,HKUEQLWPQU,,4.0,MT,168938.0,D,United States of America,1.0,,793.0,10.0,2955155.0
eoe11398,O,1-348-768-6513,NRG Energy,,Bggrcvq,F,3.0,IA,370805.0,M,United States of America,4.0,99.0,329.0,3.0,1177992.0
Boe11399,O,1-167-517-7607,SPX,,mobsqrem,F,5.0,Alberta,94112.0,M,United States of America,5.0,100.0,840.0,3.0,492909.0
Kaz11400,O,1-877-657-8735,Career Education,,Pxjhjx,,0.0,ID,135968.0,S,United States of America,5.0,32.0,455.0,5.0,3130931.0
Fhu11401,U,1-645-559-8849,Chubb,,Csqurejj,M,0.0,KY,94209.0,M,United States of America,4.0,44.0,461.0,8.0,3595305.0
ETG11402,O,1-127-464-3763,Hartford Financial Services,G,bqlhk,f,0.0,AL,151092.0,S,United States of America,,35.0,381.0,2.0,2546425.0
Ygw11403,O,1-599-041-1982,Dana Holding,T,DIXXOSWW,,2.0,British Columbia,357449.0,W,United States of America,0.0,73.0,345.0,10.0,3817493.0
Ues11404,O,1-311-766-9580,First Horizon National Corp.,G,Ghmmviqwgryj,f,3.0,Manitoba,,M,United States of America,,61.0,728.0,10.0,3060740.0
Hsi11405,O,1-453-696-4339,Donaldson,,LTHNB,,,DC,303330.0,M,United States of America,0.0,53.0,565.0,,1637466.0
Dqv11406,R,1-486-928-5628,Worthington Industries,,Gqcsbusorexg,M,0.0,VT,140124.0,D,United States of America,3.0,96.0,319.0,6.0,3847322.0
QHH11407,R,1-225-019-7104,Jones Financial,r,FWPGKUISYT,f,4.0,SD,465642.0,S,United States of America,2.0,86.0,762.0,6.0,1730090.0
ZJH11408,O,1-031-711-3625,MetLife,H,GIWNCAD,,0.0,Saskatchewan,301182.0,S,United States of America,4.0,59.0,834.0,1.0,3720422.0
CFN11409,O,1-834-875-5592,Olin,S,lsxlfij,M,2.0,SD,23783.0,W,Canada,2.0,71.0,,2.0,1704304.0
tgx11410,R,1-838-174-3145,Biogen Idec,,UTDGRKLX,F,3.0,LA,217151.0,U,United States of America,5.0,65.0,578.0,5.0,3304271.0
SMI11411,O,1-742-711-0944,,K,Urgxucd,,5.0,MS,191169.0,U,United States of America,2.0,,812.0,0.0,296846.0
Otg11412,O,1-736-372-3278,Enersys,,zrxpsklcbwn,,2.0,NY,,U,United States of America,4.0,52.0,326.0,9.0,3572603.0
NJF11413,O,1-060-618-4115,Kellogg,L,OLCTPEVVP,,0.0,NH,209135.0,U,United States of America,5.0,93.0,729.0,0.0,1313470.0
jbi11414,R,1-439-456-9923,Delta Air Lines,,bmzedxsb,m,1.0,Alberta,16004.0,S,United States of America,0.0,0.0,303.0,3.0,1427590.0
Htv11415,O,1-044-236-8354,Southwest Gas,V,Fxfarvhtko,F,2.0,OH,453676.0,S,United States of America,1.0,54.0,422.0,1.0,829367.0
Lrr11416,O,1-230-854-0898,TRW Automotive Holdings,,NONFBAZQXP,,5.0,OH,5835.0,S,United States of America,2.0,76.0,348.0,9.0,1629704.0
Xsp11417,R,1-765-938-3194,Ferrellgas Partners,,Jirgjqjedhcl,f,5.0,MD,73426.0,W,Canada,3.0,45.0,698.0,7.0,187266.0
Klr11418,,1-842-661-3720,Winn-Dixie Stores,,fjnfmfmfgst,m,4.0,GA,479877.0,M,United States of America,0.0,2.0,,6.0,415023.0
uri11419,O,1-490-190-0326,Sanmina-SCI,q,Wazqlzfugrdk,,1.0,Quebec,426152.0,U,Canada,4.0,74.0,840.0,1.0,2932235.0
Btd11420,O,1-765-984-9770,CSX,,XIYGN,,2.0,IL,236265.0,M,United States of America,4.0,86.0,310.0,0.0,3417428.0
QTX11421,O,1-598-440-3777,Cliffs Natural Resources,B,DQWFOCBTPD,,3.0,Alberta,439149.0,M,United States of America,5.0,0.0,,1.0,1009910.0
Yut11422,R,1-527-154-1274,Wynn Resorts,,fpsahcvdba,,0.0,VA,411681.0,D,United States of America,4.0,32.0,,5.0,3252092.0
zbu11423,O,1-302-097-2355,Tractor Supply,R,Hmyomi,,3.0,RI,310135.0,W,United States of America,1.0,8.0,561.0,1.0,1547067.0
Qxv11424,O,1-330-867-2319,Total System Services,,Ukgcjr,m,0.0,NE,33550.0,D,United States of America,1.0,42.0,415.0,3.0,3531062.0
Nkr11425,,1-999-197-1219,Qwest Communications,U,Ocjeh,f,3.0,CO,155389.0,S,United States of America,,82.0,529.0,1.0,2348336.0
OLQ11426,O,,Mueller Industries,W,Ggbjeqejul,F,5.0,CO,,S,United States of America,5.0,23.0,402.0,8.0,
Twj11427,R,1-161-427-8569,OGE Energy,f,Bhbkpfq,,4.0,Manitoba,159881.0,S,United States of America,4.0,,622.0,3.0,45069.0
QEQ11428,O,1-773-470-9428,Pacer International,,Wiowgyjmuazm,,2.0,New Brunswick,320733.0,S,United States of America,0.0,30.0,490.0,7.0,770069.0
umy11429,O,1-980-948-3866,PharMerica,,guabytzbgrh,,,ID,,M,United States of America,4.0,81.0,761.0,3.0,2362980.0
Zrz11430,O,1-459-641-4068,Owens Corning,d,UBXHCTQNLS,R,1.0,NM,285872.0,D,United States of America,4.0,86.0,346.0,3.0,1305044.0
Zcf11431,U,1-829-464-5394,Gilead Sciences,,Ejbsq,,0.0,NV,78224.0,U,United States of America,2.0,87.0,629.0,7.0,1792952.0
Pge11432,O,1-244-076-9794,Hub Group,c,PUENXA,f,0.0,MT,17854.0,M,United States of America,3.0,78.0,708.0,6.0,1246233.0
VPW11433,O,1-280-882-6999,Corning,,tpmnjor,f,0.0,KY,252188.0,M,United States of America,5.0,37.0,606.0,1.0,3167154.0
ygs11434,O,1-732-853-8325,,,Ryzxkmkkk,m,4.0,WI,13468.0,M,United States of America,3.0,58.0,462.0,9.0,2870032.0
bbu11435,R,1-127-323-1441,Omnicom Group,,Lgsogs,f,4.0,PA,302337.0,U,Canada,4.0,74.0,618.0,6.0,2185897.0
Dar11436,R,1-820-987-0095,BlueLinx Holdings,,Nlbeqwpqacpl,F,0.0,NH,489976.0,M,United States of America,4.0,21.0,628.0,0.0,1001302.0
ccz11437,,1-067-594-6616,Terex,E,EUCIE,,5.0,Quebec,15673.0,S,United States of America,5.0,91.0,685.0,4.0,3000622.0
Ygx11438,R,1-255-027-2350,Avnet,,Xmeme,,0.0,NY,304562.0,M,Canada,2.0,59.0,301.0,6.0,58524.0
CBH11439,O,1-482-403-9716,Best Buy,,Ddmoaqfu,m,2.0,AK,110144.0,D,United States of America,2.0,62.0,418.0,1.0,
Lkd11440,U,1-752-251-3062,Phillips-Van Heusen,R,Prutfr,,2.0,MN,27184.0,M,Canada,0.0,59.0,777.0,2.0,3657897.0
TAX11441,O,1-446-992-4369,Moody's,O,Znjrhiqq,,4.0,IN,196471.0,M,United States of America,1.0,,815.0,1.0,2694542.0
Hlc11442,O,1-076-333-1016,Dell,X,Ccdczksrrg,f,4.0,MS,193743.0,U,,3.0,99.0,688.0,,3522289.0
hgl11443,O,1-812-730-8340,Gannett,V,IQIVX,,0.0,SD,223574.0,M,United States of America,5.0,94.0,359.0,3.0,1985433.0
inr11444,O,1-174-895-7610,Fidelity National Information,,Wgletbz,M,1.0,OR,193893.0,M,Canada,1.0,77.0,716.0,4.0,114665.0
eyz11445,U,1-242-888-7561,Virgin Media,,imdriv,,0.0,CT,321333.0,S,,3.0,68.0,785.0,3.0,490157.0
Whh11446,R,,Hovnanian Enterprises,l,Lmwol,f,1.0,SC,50292.0,U,United States of America,3.0,37.0,562.0,10.0,854698.0
Zoo11447,O,1-691-575-7664,Magellan Health Services,L,Atlqfkuomee,m,0.0,TN,20995.0,M,United States of America,5.0,9.0,321.0,5.0,2954701.0
Nrg11448,O,1-686-375-1700,Windstream,,GZFLYFSEHXQ,M,4.0,WY,374433.0,M,,3.0,,301.0,2.0,3654071.0
Gga11449,U,1-263-694-5559,Toro,Z,Tijufmx,F,,WV,476639.0,M,United States of America,1.0,90.0,523.0,8.0,421906.0
Vsr11450,O,1-861-405-1237,,,zlzxqxnk,,3.0,OK,199984.0,M,United States of America,1.0,,690.0,9.0,3170536.0
rpw11451,O,1-256-812-5557,SPX,,MEDBIBJFTTYF,m,0.0,CO,256026.0,U,United States of America,1.0,5.0,451.0,9.0,354309.0
Gxc11452,O,1-412-175-8636,Nordstrom,f,GMCZAIC,R,5.0,SC,125668.0,D,Canada,4.0,17.0,759.0,1.0,3765988.0
Dwd11453,U,1-635-902-6905,Helmerich & Payne,J,rjckczxwdz,,3.0,TN,75518.0,W,United States of America,0.0,68.0,565.0,5.0,2829969.0
FWX11454,O,1-992-421-2999,Seaboard,k,Stargaorig,,3.0,WI,110641.0,S,,3.0,48.0,785.0,8.0,350752.0
rpu11455,O,1-525-551-8818,Icahn Enterprises,D,mygczt,f,5.0,NV,13015.0,S,Canada,0.0,84.0,606.0,4.0,
Oie11456,O,1-401-068-2821,Con-way,,GOPETLFNYPRI,,4.0,OH,249058.0,D,Canada,0.0,74.0,334.0,0.0,3911522.0
NUY11457,O,1-679-937-7757,Sara Lee,N,Lxamqlrduju,,1.0,ID,245433.0,W,United States of America,4.0,27.0,594.0,7.0,391600.0
QFQ11458,O,1-799-292-5605,Xerox,,edmrq,,4.0,Ontario,313955.0,,United States of America,5.0,3.0,341.0,2.0,3748526.0
Dbw11459,O,1-118-184-0813,Barnes & Noble,,Bcavd,m,,OK,131783.0,W,United States of America,4.0,100.0,417.0,7.0,2185165.0
Jzk11460,O,1-448-107-1991,,,ZKQKBOZCBJ,,1.0,NY,479273.0,S,Canada,5.0,20.0,645.0,5.0,3316929.0
MNP11461,O,1-531-219-0271,Rock-Tenn,,HWTOCIFM,m,4.0,SC,195427.0,M,United States of America,5.0,21.0,467.0,,2381698.0
Znq11462,R,1-799-140-4406,Lennar,,INEMLQ,,4.0,British Columbia,,W,,5.0,22.0,311.0,7.0,2981880.0
Jyk11463,O,1-827-922-9538,Community Health Systems,L,Qmqwyie,M,1.0,Alberta,113300.0,D,United States of America,3.0,88.0,306.0,5.0,1490661.0
ooc11464,R,1-963-196-2395,Ametek,,Ugkvfjkgkobt,m,,OH,,D,Canada,5.0,33.0,724.0,6.0,1602666.0
mhl11465,O,1-150-898-5648,Kindred Healthcare,h,ngbqdpc,,4.0,VT,154429.0,M,United States of America,4.0,83.0,474.0,8.0,1893982.0
Rly11466,O,1-033-799-9875,StanCorp Financial,n,UBOMTRTE,F,4.0,UT,472329.0,S,United States of America,,90.0,505.0,3.0,3689597.0
Sri11467,,1-020-745-2050,Morgan Stanley,H,pnrutdciwdjl,m,,DC,282167.0,M,United States of America,2.0,72.0,789.0,,1803881.0
Boy11468,O,1-849-390-7834,Buckeye GP Holdings,t,Qjgfi,m,4.0,ND,261172.0,U,United States of America,4.0,36.0,744.0,2.0,3293409.0
qzw11469,R,1-393-430-3381,Plains Exploration,,Xyfuj,F,2.0,NH,259421.0,S,Canada,1.0,5.0,565.0,3.0,
MEZ11470,R,1-066-555-2512,Wells Fargo,,hktxpvcw,,3.0,IN,439331.0,D,Canada,0.0,95.0,791.0,1.0,834648.0
Xkp11471,O,1-895-114-3583,Schnitzer Steel Industries,,fbgfefetf,,1.0,VT,307071.0,W,United States of America,3.0,,442.0,4.0,370275.0
itd11472,O,1-243-729-5628,Eastman Kodak,D,Sdotddtzhwb,m,4.0,SD,254243.0,D,United States of America,1.0,89.0,505.0,3.0,1777305.0
dkz11473,O,1-063-860-2560,MDU Resources Group,,Gidxfc,,5.0,MS,403215.0,M,United States of America,3.0,2.0,533.0,10.0,834930.0
nyj11474,O,1-273-723-4672,Laboratory Corp. of America,,Ojmpwtedvv,,0.0,TN,456451.0,M,United States of America,0.0,42.0,671.0,8.0,167808.0
Gah11475,O,1-022-884-1033,Molson Coors Brewing,,Ckmwmhunlm,f,5.0,SC,436352.0,M,United States of America,5.0,87.0,504.0,2.0,477848.0
sgs11476,O,1-360-571-2017,Hewitt Associates,S,Llezac,,0.0,Newfoundland,220106.0,W,United States of America,,33.0,831.0,0.0,3000767.0
jfx11477,O,1-513-076-6324,RBS Global,q,Egjipdnef,,3.0,AK,114383.0,M,Canada,3.0,10.0,522.0,3.0,1118892.0
Ubl11478,R,1-049-834-0372,U.S. Bancorp,,Ikmfspugfam,m,0.0,AZ,301368.0,S,Canada,2.0,56.0,632.0,2.0,669041.0
eqn11479,,1-814-417-0946,State Street Corp.,w,Zdqvsjhwdx,F,,AR,195991.0,U,Canada,2.0,44.0,834.0,7.0,2138747.0
Bcu11480,O,1-164-969-6909,Aetna,o,OHQWODRK,u,1.0,DC,168558.0,S,Canada,1.0,11.0,662.0,8.0,2602673.0
RVK11481,O,1-565-921-4884,Ferrellgas Partners,,NSOJHHWQVYJF,,5.0,SC,6392.0,M,United States of America,5.0,32.0,500.0,4.0,234019.0
khc11482,O,1-588-279-4796,Reliant Energy,z,Fcjauubbq,F,4.0,Ontario,378207.0,S,United States of America,4.0,15.0,652.0,9.0,1092435.0
Joj11483,R,1-788-736-9362,Southern,,Dpdobh,,4.0,DC,84429.0,S,United States of America,1.0,90.0,614.0,5.0,393268.0
RLQ11484,O,1-766-394-1434,Cimarex Energy,,Rwbhdki,F,3.0,DE,16398.0,M,United States of America,4.0,7.0,603.0,2.0,3977529.0
Ztd11485,,1-875-123-9996,BearingPoint,d,Pzwvpn,,5.0,NV,32912.0,U,,4.0,61.0,704.0,9.0,1872542.0
fvk11486,O,1-156-295-7654,Dun & Bradstreet,,Bxfor,f,3.0,TN,381878.0,M,United States of America,5.0,22.0,650.0,9.0,655854.0
xhd11487,U,1-061-171-9552,Cooper-Standard Holdings,,Mioamrbwn,,2.0,IN,252843.0,S,United States of America,2.0,68.0,726.0,,18987.0
Hoe11488,O,,Rohm & Haas,,Gbzqknxk,,5.0,TX,407372.0,U,United States of America,5.0,52.0,711.0,0.0,819805.0
Olh11489,O,1-642-017-8563,Complete Production Services,,xocpgddo,,5.0,HI,398663.0,S,Canada,5.0,56.0,315.0,6.0,2771504.0
fdc11490,,1-912-071-6895,Ralcorp Holdings,,Zsjkdwzxn,F,2.0,NH,90907.0,U,United States of America,0.0,33.0,582.0,4.0,193469.0
Srw11491,O,1-365-866-5561,Church & Dwight,h,Oxbashg,,0.0,IL,273569.0,M,United States of America,1.0,62.0,763.0,7.0,1886599.0
EDW11492,O,1-659-821-2440,LifePoint Hospitals,n,Nymyp,m,4.0,NJ,164972.0,U,United States of America,5.0,74.0,400.0,1.0,434097.0
rig11493,O,1-878-752-8108,Consol Energy,,RWPZKBODKW,F,2.0,WI,396722.0,M,United States of America,0.0,88.0,475.0,0.0,3862408.0
BMQ11494,O,1-613-399-7550,General Motors,O,Sumqay,m,0.0,KS,148398.0,M,United States of America,0.0,32.0,490.0,9.0,3776397.0
Xkx11495,R,1-941-270-7615,Mueller Industries,B,dijomafwxkv,,0.0,MN,424682.0,S,United States of America,1.0,73.0,469.0,10.0,845953.0
ALX11496,O,,MEMC Electronic Materials,,EYMTKQPJDRJ,m,3.0,PA,104907.0,M,United States of America,4.0,70.0,665.0,2.0,3146493.0
XGJ11497,U,1-091-240-1003,State Street Corp.,,Jtvxtmvplekw,F,2.0,AZ,123667.0,M,Canada,1.0,73.0,745.0,7.0,3655922.0
bqo11498,O,1-484-183-5682,LSI,y,Zemosw,M,1.0,British Columbia,126335.0,M,United States of America,5.0,70.0,567.0,3.0,1701758.0
Yoi11499,O,1-172-239-2338,D.R. Horton,n,SBCAKCPD,,5.0,IN,444780.0,M,United States of America,0.0,,807.0,6.0,3130656.0
Xuz11500,O,1-715-088-6861,Energy Transfer Equity,f,Hnsbraq,m,1.0,Prince Edward Island,483924.0,,Canada,4.0,9.0,507.0,7.0,2604263.0
sih11501,O,1-088-114-5997,Asbury Automotive Group,,oeusecf,m,3.0,WI,50503.0,W,United States of America,1.0,14.0,305.0,8.0,2245593.0
HIF11502,O,1-988-423-9344,Williams-Sonoma,S,Glwxogchzxmy,F,3.0,Ontario,213058.0,M,United States of America,5.0,41.0,544.0,10.0,3087235.0
Thh11503,O,1-055-708-0614,Western & Southern Financial,,hmntchnwzbrs,m,,NJ,,W,United States of America,1.0,91.0,802.0,6.0,2142510.0
fjs11504,O,1-803-159-6616,Carlisle,,GNEMMHDHAAF,,0.0,HI,117515.0,D,United States of America,3.0,,359.0,9.0,29043.0
uka11505,O,1-585-809-3747,Fiserv,R,Rrjjd,,5.0,SD,381308.0,M,United States of America,0.0,98.0,691.0,6.0,1956217.0
Zfg11506,U,1-565-568-1409,Bio-Rad Laboratories,h,Pgalcytcn,F,1.0,Prince Edward Island,279211.0,U,United States of America,0.0,33.0,483.0,8.0,1229024.0
oya11507,O,1-639-058-1250,Markel,d,Stanmkrhzct,,3.0,SC,395264.0,M,United States of America,4.0,28.0,376.0,5.0,3650201.0
Vbs11508,R,1-917-084-5824,Avnet,,Gbvlpdbxj,,3.0,RI,45730.0,D,,3.0,81.0,435.0,1.0,3063906.0
Pct11509,R,1-335-415-3432,Philip Morris International,B,AAEQJQOUKUL,m,1.0,SC,143688.0,S,United States of America,4.0,1.0,500.0,9.0,3641742.0
Ijc11510,O,1-761-782-9434,H&R Block,z,Eejdzoegse,m,3.0,IN,84182.0,W,United States of America,5.0,60.0,588.0,8.0,121946.0
Pjg11511,O,1-627-199-1158,,,sgjihzmguij,,4.0,VT,478671.0,M,United States of America,3.0,97.0,,10.0,348644.0
Kvu11512,U,1-062-434-6774,Praxair,,KPYWP,,2.0,IA,,U,United States of America,2.0,7.0,681.0,8.0,405674.0
ljy11513,,1-109-110-9177,United Stationers,j,opyvffukybou,,2.0,CT,277540.0,M,Canada,4.0,69.0,428.0,3.0,1693682.0
KHV11514,R,1-315-009-9882,D.R. Horton,,Uovbny,,2.0,NH,484421.0,M,Canada,0.0,75.0,505.0,9.0,2025986.0
Ieg11515,R,1-893-373-3312,BorgWarner,e,WHLMMSRAUQ,,3.0,LA,197554.0,M,United States of America,2.0,86.0,373.0,5.0,2444161.0
Cba11516,O,1-577-012-7043,Source Interlink Cos.,,rzhjo,m,0.0,ND,306795.0,D,United States of America,3.0,10.0,634.0,0.0,1572804.0
ioi11517,O,1-129-519-4916,United Natural Foods,I,Vimuhonx,,,PA,423496.0,M,United States of America,4.0,25.0,645.0,9.0,3975018.0
YAF11518,O,1-530-386-1765,Brightpoint,,nhdpvvta,F,5.0,Manitoba,315394.0,S,United States of America,4.0,85.0,746.0,10.0,499689.0
HOG11519,O,1-754-326-0563,Biogen Idec,y,Gyvphfdjduzd,,0.0,Quebec,257953.0,W,United States of America,5.0,43.0,560.0,10.0,883778.0
ISR11520,O,1-945-691-6202,Curtiss-Wright,Q,Jmxujkzb,,5.0,MI,81967.0,M,United States of America,4.0,65.0,421.0,,3584233.0
HSK11521,O,1-888-782-9978,Priceline.com,d,Elfftybbvtu,M,4.0,Manitoba,,S,United States of America,5.0,88.0,490.0,8.0,2210616.0
Qrx11522,O,1-865-906-2751,SunGard Data Systems,,CLMMC,F,3.0,MD,428765.0,U,United States of America,4.0,95.0,547.0,10.0,2051831.0
Xir11523,R,1-271-624-0698,American International Group,,pbvqocvbh,F,5.0,MI,224447.0,M,United States of America,1.0,23.0,652.0,8.0,3390660.0
BMR11524,R,1-108-141-3593,Arch Coal,,QHATTTF,m,2.0,OH,206839.0,M,United States of America,0.0,95.0,748.0,8.0,3701575.0
pbd11525,O,1-523-707-0480,HealthSpring,,weuncfmvwzt,,2.0,WA,271582.0,M,Canada,1.0,54.0,423.0,4.0,1403626.0
wkm11526,O,1-267-998-2897,Ecolab,i,SOBGLJAFKC,M,5.0,NM,232001.0,M,United States of America,3.0,23.0,437.0,9.0,187912.0
tzj11527,O,1-457-658-0617,,S,,,2.0,DC,455887.0,,Canada,3.0,31.0,673.0,5.0,3874696.0
nea11528,R,1-948-486-2292,Amerigroup,,crrkzu,F,5.0,MS,272509.0,M,United States of America,,25.0,536.0,1.0,1689525.0
gth11529,O,,Kraft Foods,,WEEBTXM,,1.0,SC,123378.0,W,United States of America,,71.0,516.0,0.0,3397841.0
hwa11530,O,1-292-986-0278,Amgen,W,Pampfufdemz,F,4.0,ND,2706.0,W,United States of America,2.0,44.0,729.0,9.0,
Nzl11531,O,1-927-222-4298,Dynegy,F,Npwioef,,3.0,MD,,D,United States of America,0.0,17.0,471.0,6.0,
KLO11532,O,1-596-806-1448,Brightpoint,F,Jpgtxyzxzi,M,5.0,WA,90397.0,U,United States of America,1.0,71.0,639.0,10.0,1522259.0
Rmj11533,U,1-874-012-1985,Perot Systems,,gkdlmgameveg,F,0.0,MO,82058.0,W,United States of America,3.0,98.0,673.0,3.0,2328821.0
Oiw11534,O,1-256-442-2059,Regions Financial,,Rryuotuift,,0.0,Saskatchewan,212697.0,M,United States of America,0.0,33.0,799.0,9.0,654662.0
HDQ11535,O,1-335-264-7696,Furniture Brands International,,XLADI,,3.0,SC,167386.0,U,United States of America,5.0,77.0,796.0,9.0,907742.0
RUV11536,R,,Tellabs,V,Vgbagzxp,m,0.0,Manitoba,41458.0,M,United States of America,0.0,23.0,840.0,8.0,2716450.0
Ywl11537,O,1-438-727-7065,Stater Bros. Holdings,,WEESBIJATUKN,,1.0,NC,36417.0,U,United States of America,0.0,61.0,847.0,1.0,1647669.0
Dbo11538,O,1-764-564-5161,Jones Financial,,Xfurfxm,M,0.0,TX,193859.0,U,United States of America,5.0,28.0,343.0,,3033100.0
Gfi11539,O,1-127-828-5452,Verso Paper,q,Dfhfhun,m,,AL,102753.0,U,United States of America,1.0,17.0,353.0,10.0,1557755.0
cgv11540,O,1-920-233-7427,Lithia Motors,f,QAADZLH,,2.0,FL,173965.0,M,United States of America,0.0,25.0,697.0,6.0,1999215.0
shn11541,R,1-177-323-7392,American Axle & Manufacturing,,Fcbhlsayyhkh,m,2.0,SC,201467.0,U,,4.0,8.0,516.0,7.0,2874861.0
ret11542,O,1-490-155-4253,Marriott International,,Kayqze,,4.0,Alberta,,M,United States of America,4.0,58.0,438.0,3.0,
Ota11543,O,1-838-612-7853,Brinker International,a,Ijcauieudwmx,,2.0,NE,28969.0,M,Canada,2.0,72.0,363.0,6.0,2871608.0
ZXK11544,,1-964-006-9835,Laboratory Corp. of America,,GIBXJTC,,1.0,NH,313942.0,M,United States of America,2.0,6.0,,6.0,3310218.0
Plp11545,O,1-097-415-0952,Motorola,,axnsf,,2.0,Newfoundland,65994.0,U,United States of America,2.0,83.0,666.0,,403830.0
zwd11546,U,1-077-313-2992,Lexmark International,,ZGNGBV,,1.0,WI,330590.0,S,United States of America,5.0,23.0,450.0,6.0,655164.0
Ncz11547,R,1-768-923-7360,Entergy,g,Aakhsvfij,,1.0,TN,44060.0,D,Canada,1.0,,697.0,9.0,119583.0
OUY11548,O,1-165-440-9323,Cameron International,,Kbebcn,M,3.0,KY,251389.0,S,Canada,3.0,45.0,,5.0,1762835.0
Nii11549,U,1-357-474-7155,Southwest Gas,i,Cclymxajqbg,m,0.0,MN,360414.0,S,United States of America,1.0,93.0,781.0,0.0,3523125.0
God11550,R,1-587-962-9613,Sally Beauty Holdings,x,Ifqtvkt,,1.0,AZ,27696.0,M,United States of America,4.0,91.0,647.0,5.0,1581397.0
uxn11551,R,1-505-580-1056,Google,k,Dqmgog,,5.0,VT,413374.0,M,Canada,4.0,23.0,528.0,4.0,2431542.0
HKD11552,O,1-699-197-0653,Baker Hughes,,TJBPXRSV,,2.0,TN,286422.0,U,United States of America,1.0,3.0,568.0,0.0,299329.0
