prospect_AgencyID,prospect_State,prospect_City,prospect_MaritalStatus,prospect_NumberCars,prospect_Phone,prospect_Employer,prospect_Age,prospect_CreditRating,prospect_Country,prospect_NetWorth,prospect_AddressLine2,prospect_PostalCode,prospect_Income,prospect_NumberChildren,prospect_OwnOrRentFlag,prospect_NumberCreditCards
Bod11616,IN,Mesquite,S,3.0,1-301-321-2634,Whole Foods Market,67.0,432.0,Canada,3093168.0,Ozqcifztfimttgpcqsfmejerviktvzervijaccxicqpvgccmzcmfm,Lccaeuxuzva,324178.0,5.0,O,7.0
QQN11617,WI,Stockton,,5.0,1-236-472-9787,JohnsonDiversey,50.0,482.0,United States of America,2095763.0,Updtumtmctb,Jvivg,148285.0,0.0,R,6.0
JLX11618,MO,Plano,W,0.0,1-312-946-5675,Sprint Nextel,14.0,423.0,United States of America,131939.0,VPFMBIPFWAUUMCGIYLPPLPEWHTNHCWREIMRZLXEVXSDILKJIEFUVR,dremkuit,239613.0,4.0,O,2.0
Hkl11619,IA,Evansville,M,5.0,1-187-561-7284,Hasbro,20.0,416.0,United States of America,3039922.0,Vpvqdzfiewodbmrrnqnbhptasppnoexbqraoknvngkuodeinfu,cpalxrcbj,205435.0,2.0,R,
ORN11620,Newfoundland,Mesquite,D,4.0,,Mattel,69.0,513.0,United States of America,1463742.0,Tartkefwsjonipfltghniuhnholcxtngdoqauchjojdbtikjrszlvwgevypaibglalqxqxg,,285561.0,4.0,O,4.0
Qzn11621,LA,Mesquite,M,0.0,1-922-960-2529,Cephalon,72.0,434.0,United States of America,1049466.0,gjftvtohtymtpf,hwuzrons,184724.0,5.0,,
Tlc11622,OR,Chesapeake,M,3.0,1-581-044-8354,Brown Shoe,21.0,322.0,Canada,138783.0,NUPCTAXZMFGNORPZGENOWCUXJKJ,zofrcgbizyn,475871.0,1.0,R,
WQU11623,NY,Lansing,S,3.0,1-136-361-8892,,77.0,382.0,United States of America,718651.0,jgneoejpfxaruplbocxrmvepjaujksonfwpegbfatmuyxbzn,kxbowd,440579.0,3.0,O,10.0
Ikn11624,NJ,Saskatoon,S,0.0,1-781-190-0085,Vishay Intertechnology,40.0,328.0,United States of America,920521.0,Dbjfxsisiklokroannaxpvbzwmxydbghcrmrffcylejdbibdxlzik,Rzcfizqmh,72779.0,5.0,,3.0
Htl11625,AZ,Macon,S,4.0,1-436-676-2052,Brinker International,22.0,630.0,United States of America,549247.0,khpcqfvpkftkdxihpaubdqcnnrxq,Evusov,48666.0,2.0,O,9.0
kih11626,IN,Simi Valley,S,1.0,1-201-291-2778,Cenveo,64.0,646.0,United States of America,2270678.0,CNIFIHEHAMLBDFZKASFPQFJIME,Svkwdds,241031.0,0.0,U,5.0
Brw11627,NM,Costa Mesa,U,4.0,1-643-966-0709,Universal Health Services,24.0,361.0,United States of America,2339397.0,Xmrfgxcdulpnmpsxzgelmfxgbxfiqhovvzicpbujepsnszt,Jkbprogwbsyi,76021.0,0.0,O,0.0
Cun11628,DC,Worcester,,0.0,1-168-329-5321,Varian Medical Systems,100.0,772.0,United States of America,2813423.0,,FZBNXOLHE,181204.0,3.0,R,1.0
Inp11629,AK,Chula Vista,S,1.0,1-680-249-0273,Flowers Foods,22.0,562.0,Canada,541808.0,Tcbqzelmuwgqjiuklsmubdodruegmzzyejrsrevz,otrpw,16220.0,5.0,R,9.0
JZS11630,MO,Baton Rouge,D,1.0,1-604-253-0064,RSC Holdings,85.0,503.0,United States of America,722488.0,LDISVEPXIDAWGFAKPGOVFHBWUFSKOXSTRGEUESWTHPBMKMRCJNQCRVABABBEFKTL,Vlaqrjno,469891.0,1.0,R,1.0
Gdk11631,OR,Baton Rouge,M,5.0,1-222-598-3527,Laclede Group,54.0,619.0,United States of America,86998.0,Llwybughrtipjvmmwgsc,Wsasfijj,268371.0,3.0,O,6.0
Dpa11632,GA,Lubbock,S,5.0,1-004-675-5978,US Airways Group,33.0,417.0,United States of America,2601068.0,Asasorclwahnpqcpguytavhdoqkiwvrrnzpmowmpuviyprotwivpdcyaeoclihselny,Felbiiitiqz,,1.0,R,6.0
SCC11633,Prince Edward Island,Amarillo,D,4.0,1-068-035-4180,Becton Dickinson,60.0,662.0,United States of America,2162095.0,HMCWMUOOJJKWRIZVMHWFGO,Iexvpwnil,456501.0,4.0,O,7.0
MPS11634,DE,New Orleans,M,5.0,1-545-709-4927,Liberty Mutual Insurance Group,34.0,817.0,United States of America,2155545.0,Rkqckpamsedotdstauxfbffsdygvminacsppfyubprlrsqquvgsbtgkhtenlfjvbukofc,Zxejvoxqjxlq,394332.0,5.0,O,0.0
pvw11635,AR,Los Angeles,U,2.0,1-583-968-9273,,4.0,626.0,Canada,2660702.0,bujqbnohyxwvvei,RXWGGRMN,166542.0,1.0,O,7.0
Xmu11636,GA,Santa Clara,U,4.0,1-421-704-2719,Entergy,92.0,801.0,United States of America,2107157.0,,,390981.0,2.0,O,3.0
Djn11637,CT,Windsor,D,1.0,1-993-740-3718,Albemarle,84.0,552.0,Canada,1802795.0,Gqhakmpojcvzhhqqdsdctblzyfrqycqrgqizmtydolnfuzcyjaqcjfiakvgppniwkig,Abqmpqcftcil,168327.0,0.0,O,10.0
qrk11638,AZ,Rancho Cucamonga,S,2.0,1-701-056-9214,Cabela's,92.0,458.0,United States of America,3821277.0,Uvnfuqyrvszteqnyduaz,Fbbeqovmbapv,137303.0,2.0,O,8.0
rgu11639,DC,St. Paul,D,2.0,1-551-420-9404,Goldman Sachs Group,53.0,370.0,United States of America,3456261.0,Cgdupsumrinxhmdxcgvrhoqfotqxafmmtanxxvvb,Gpxfn,492039.0,3.0,O,7.0
azu11640,WI,Yellow Knife,M,,1-490-114-3920,Philip Morris International,95.0,728.0,United States of America,130608.0,Ndeyurertgsjwabsggxmyoihkofxrbydqdkievioffnjqapgrihwsmevow,OPIATTGQTB,124926.0,1.0,O,5.0
Jvu11641,CA,Burlington,D,0.0,1-451-743-5761,Foot Locker,3.0,376.0,United States of America,,Wirdlqydtvitlu,ptzfefif,471272.0,5.0,O,9.0
MSO11642,MN,Tallahassee,S,2.0,1-974-038-8222,Parker Hannifin,12.0,713.0,Canada,605798.0,Palggjokgatpmjncofyosbtgybtsttvkubgerqyklazuxpbxmw,filftafcf,3242.0,0.0,R,7.0
qre11643,KS,Elizabeth,M,2.0,1-159-949-1495,AptarGroup,32.0,604.0,United States of America,2163263.0,YRMWGVOETFKHSXRZILVYMTYSVHNYBRRDMDODGFGDVCIRQAZPIPUB,nkcxl,453844.0,1.0,O,7.0
hko11644,FL,Warwick,,1.0,1-390-895-9678,CF Industries Holdings,98.0,460.0,United States of America,2261388.0,Jkhkcjqauolokltqdbrloeiasoecbrknvrwqahenxlcssrohlkwcxewwigvlcktndkmqglttdf,Afdiwc,,1.0,R,1.0
UZV11645,Saskatchewan,Baltimore,U,1.0,1-192-449-0120,Securian Financial Group,31.0,482.0,,727051.0,,Pxkimmb,375815.0,,O,9.0
BCS11646,Prince Edward Island,Independence,W,0.0,1-134-780-5445,Progressive,73.0,807.0,United States of America,3003110.0,SFHSGWWHUP,Tthlpu,114122.0,3.0,O,8.0
ZIJ11647,British Columbia,Cincinnati,M,4.0,1-075-096-9878,HNI,62.0,509.0,,1857713.0,hmvwdymtscuawerifugtaxicymbmtswirrclbciqgwblvtklxgvhdbnkwmgiebmslbsxf,ixqguckcm,400657.0,5.0,O,1.0
GWP11648,Prince Edward Island,San Buenaventura,D,4.0,1-080-387-3116,Mueller Water Products,48.0,303.0,Canada,3482902.0,,,293804.0,2.0,O,8.0
Hdx11649,MA,Independence,D,1.0,1-066-671-2242,Vectren,40.0,412.0,United States of America,2203791.0,LAKGXUCJQSHDEKTPUTHNDXAHRFOSPMLQQWNOU,Fvcoege,358678.0,2.0,R,10.0
Iqv11650,MA,Saskatoon,M,2.0,1-634-467-4413,Universal American,20.0,788.0,,,Zdtlaryhdovtewknhkkxadywst,OTNVKBMZFI,469668.0,0.0,O,10.0
DLD11651,ME,Amarillo,M,4.0,1-151-525-8237,Huntsman,16.0,399.0,United States of America,3855669.0,GCHNLXXLUVJLMNGZVPUOSED,dimplcv,139149.0,5.0,O,5.0
fha11652,Nova Scotia,Toronto,U,5.0,1-313-385-2020,KAR Holdings,89.0,673.0,United States of America,1429825.0,Chjvarzpbwlvbbctyuhfdladbbgjvhuieyvikidbowrirfqbbysfhbcrkdccbwsivqtfctqbm,Alaho,219988.0,1.0,O,6.0
Csu11653,NH,Riverside,S,,1-215-637-7916,Bank of New York Mellon Corp.,81.0,770.0,United States of America,313635.0,lzlarrvtemzdvoftniefftlrwpsodswefcvvhbhfuvgpjppksnsjsiausigstxzofsutdvnza,Rvziv,383717.0,,O,3.0
kbw11654,SC,Tempe,U,,1-133-810-2568,Windstream,23.0,737.0,United States of America,2868203.0,Szklqtmuxurfsmgnttqibbabfymqanjmpndhk,Lckktrmucvj,318528.0,1.0,O,0.0
imf11655,MT,Philadelphia,M,4.0,1-932-597-9589,Coach,47.0,351.0,United States of America,1383741.0,Jsbyijmkczlczhlergiyfqkelfppzozoqjsasdqhmrjo,Elmvtsrrt,,1.0,U,6.0
Yjl11656,NY,Winnipeg,M,1.0,1-553-956-4532,Brinker International,25.0,,United States of America,574855.0,Viyeuevfcnlmwwtqjcedvundgzchmadlb,Kizpbsuy,457930.0,5.0,,0.0
Tgv11657,NH,Hollywood,U,0.0,1-618-787-1072,Cenveo,15.0,594.0,United States of America,2325837.0,KWUEPCVZPLKKNXGTOESNESLHZZILNLMIACF,ZSIKSN,413109.0,2.0,O,8.0
Bnz11658,NV,Bridgeport,M,5.0,1-027-328-9740,M&T Bank Corp.,65.0,845.0,Canada,2689771.0,fcpwfnhvbtyawxossfqihzngxuabxuavbvwmiyjsnqoijphpeurr,beggq,375395.0,1.0,O,5.0
Vvu11659,OK,Las Cruces,M,4.0,1-826-459-0746,Qualcomm,88.0,431.0,United States of America,604936.0,Moyfhnfpkztwcbnwhduhpoifhpdiylzlmctyvcigvtspkgcgeqlzznvi,Jonqqakeky,290984.0,0.0,,3.0
Ost11660,KY,Santa Clara,W,1.0,,GameStop,58.0,633.0,,3618949.0,Zolzpgpqommhqatxogpsfkaytawutgejelohpychvisjhvhxobonojhcxxclxqrwsqbtdluvhgf,Rkbputtpeiij,,0.0,O,8.0
VDX11661,Prince Edward Island,Garden Grove,U,5.0,1-328-464-4313,Mutual of America Life,66.0,621.0,United States of America,2369853.0,Ujpmhopwambvibgyjtszkxzdfsqpragv,Znbklkthj,223262.0,4.0,O,9.0
yyq11662,OH,Topeka,D,1.0,1-870-853-1808,Danaher,94.0,631.0,United States of America,1297224.0,Cziopbsefyvkodeegumjmtupatmywzleelvjzio,oevkjtln,343355.0,4.0,O,8.0
Pex11663,New Brunswick,Yellow Knife,M,0.0,1-146-824-5307,Dentsply International,47.0,564.0,United States of America,3650244.0,,cmpquy,443566.0,1.0,,5.0
gtn11664,LA,Chula Vista,U,4.0,1-966-130-5707,Catalyst Health Solutions,,533.0,United States of America,3570231.0,Tzkouvphiyexiwpcrktoizdjjuhtdoqzxtrerkubckkciedvzskjllkflgnj,Uwdqaduy,275864.0,,O,3.0
ruf11665,Saskatchewan,Arlington,M,1.0,1-896-324-3922,O'Reilly Automotive,50.0,843.0,United States of America,15856.0,Ctsfdmaktggzjetkjgwhmlgjpnuanbdsoikkypkqkhbewnamthgtqrza,Bqypxybnwmrd,,0.0,R,8.0
Mby11666,Newfoundland,Orlando,M,0.0,1-477-491-0942,Universal Health Services,87.0,327.0,Canada,900943.0,WFNGWAKHDEHHAZQNJFXJDIHAZKYGPBSSIBNKTLVDXEXSDPZGBXIRMQCF,uetirum,461982.0,5.0,O,1.0
Rep11667,MO,Newark,U,3.0,1-072-193-4446,Valmont Industries,57.0,814.0,Canada,3217712.0,uaqdxfgmsfvwfqjhdulljhqpejowrjipw,Afcmwnh,403990.0,1.0,O,10.0
Udc11668,SC,Tempe,M,1.0,,PepsiCo,48.0,447.0,United States of America,2736819.0,Eibnoinuluiqvslugrekpmhlbuuazbfwstffxodxweljkwcviilouowrducroyuhyljrr,Mvmuqc,147029.0,1.0,R,10.0
uzf11669,OR,Jersey City,M,2.0,1-124-194-4990,McCormick,96.0,773.0,United States of America,1464706.0,liprnkqnqvmfbqylypdfklicncbi,KHDHAWAV,443592.0,0.0,R,2.0
Yeu11670,UT,Little Rock,U,2.0,1-555-537-9938,Public Storage,30.0,640.0,United States of America,2867175.0,pcxgbfoprorkuktymgoruperzfbbthtrbltkwfwktntiebjjguizunqvsvwjsoquuwnrcbbqtcoz,,143837.0,3.0,U,4.0
ydp11671,CO,Memphis,U,2.0,1-490-369-9735,NCI Building Systems,19.0,751.0,United States of America,1579693.0,Cbnujqhpvwwuffhhpvnapstbdlmnhm,IXCERZM,297370.0,1.0,O,
UKO11672,ND,Windsor,,5.0,1-412-804-3130,Vanguard Health Systems,63.0,,United States of America,598721.0,MKHCKIIGVMVTVQINAJFJAUVLDKEFYHXSOHTOWEQVNTQNGLGGWBSJQPKNFHFTKPSELPDMHDEJUMYPU,PUQEQRRMLEC,162761.0,2.0,O,1.0
SNC11673,IN,Toledo,,3.0,1-825-309-6191,Equifax,,358.0,United States of America,917643.0,,Iksma,366179.0,3.0,R,3.0
xro11674,HI,Casper,M,5.0,1-793-326-1785,Metals USA Holdings,17.0,747.0,United States of America,1443469.0,Koqskzvjxlwvirnzgialhkowsbrbeelateuktrpwnzo,Lhxey,384392.0,0.0,O,5.0
css11675,WV,Hayward,U,1.0,1-264-132-6153,Jacobs Engineering Group,88.0,392.0,United States of America,2164502.0,Ejknovuncvwjttyapctxiohbqhjhyioomvbvuieevbhwpubsqzcdwfbexfqsrellegcdpxy,DETQYCRCAX,445223.0,2.0,O,3.0
urj11676,British Columbia,Lancaster,M,0.0,1-321-350-2259,Questar,98.0,456.0,United States of America,1197133.0,TIRIGAFSROF,Mhcopi,375792.0,0.0,U,4.0
ett11677,AL,Huntsville,U,2.0,1-926-221-5255,DirecTV Group,23.0,806.0,United States of America,1010441.0,Ksspxlrfnscohmmibodbxijqxdpdewmvejfntwxhijblr,Hlntnjhjflyo,220949.0,4.0,O,10.0
Cdi11678,SC,Columbia,U,4.0,1-953-155-8687,Owens Corning,5.0,509.0,Canada,199216.0,,LTGXSWLW,241942.0,3.0,R,8.0
Ztw11679,ME,Fort Wayne,M,5.0,1-176-162-5262,Jo Ann Stores,74.0,563.0,Canada,3963144.0,Wmbxgcpbhwwmezawfmnydwsutoqrq,Mwljzuxzv,483010.0,,U,4.0
cil11680,IA,Albuquerque,U,4.0,1-410-981-0577,Telephone & Data Systems,19.0,745.0,Canada,2601194.0,Delgkfxnuywesx,Vgmmsbwacaif,312551.0,1.0,O,0.0
Xdr11681,AR,Little Rock,S,2.0,1-594-359-0657,Gap,65.0,723.0,United States of America,1673953.0,RCYVZBFGZKCHXTRVUMUOCTMFENYMNCEJDQFLXVDYTWEICOHYYQUCWB,Irckndphmwr,3571.0,1.0,O,0.0
Ctr11682,Newfoundland,Warren,S,2.0,1-401-555-3070,Paychex,40.0,815.0,United States of America,270302.0,YZDDCZUXOKBZGMXPUXXAGHDBLDZOJIPSYQPCIVWYFBBUDDXBCAKSQWQSNE,ZLPRV,200037.0,1.0,O,2.0
SBH11683,FL,Milwaukee,M,5.0,,Windstream,31.0,,United States of America,275543.0,Iyhtoklkorjisnutnsdqemyvaywdovqupqdifqdgeqbdfdjemnqkadgeiyvg,QLLTTUCIMFTV,184904.0,,O,5.0
xla11684,FL,Cleveland,U,2.0,,,49.0,494.0,United States of America,1537051.0,TXSGDCYZITDKSCMJRFUM,rxombjznw,264753.0,4.0,O,7.0
TKM11685,PA,Long Beach,M,5.0,1-753-130-8370,Pentair,64.0,502.0,United States of America,,Ymmwnucsbmugxefafroxsdmqkfthidsbvhhgazxcpjkrpimsbibsimzz,Gtbqry,357753.0,0.0,R,4.0
gme11686,MS,Jersey City,M,1.0,1-152-194-8209,Securian Financial Group,6.0,604.0,Canada,1738558.0,WQCMURNZYYXCEYWBRAXZKKMFFKIZAPMQQUUQDWMTWGCCDANZRHOEQHZTXOEDWKYWHRTRRAXNOBH,Mhoik,119675.0,2.0,O,1.0
Ohi11687,SD,Overland Park,M,3.0,1-191-951-7804,Watson Wyatt Worldwide,45.0,627.0,United States of America,2116401.0,NQECZHEFSCEWXBEVCVIFMCGKICSCNCJEHIGCKRCDCWCLBJKP,rciclwp,274993.0,0.0,O,9.0
Xpb11688,IN,Bakersfield,M,5.0,,Mercury General,59.0,626.0,,1678971.0,Cahwqrpsltfgmggpcpdlyhfbrmipmzjzafiihkrlrijnxoiykjauwlmdamslwt,Sxxnfmmacxs,,3.0,O,4.0
Vlg11689,AZ,Allentown,U,,1-471-247-1746,AnnTaylor Stores,51.0,771.0,United States of America,2669106.0,Nktboxqxgyvuklwl,clbiccuqjr,419338.0,,O,5.0
Fzm11690,ND,Eugene,U,1.0,1-114-745-7251,Realogy,35.0,309.0,United States of America,1901664.0,XMWIQZXRSQSTXQCO,Cwtdnulw,207435.0,2.0,U,6.0
WDT11691,FL,Tucson,S,3.0,1-477-243-2249,Fifth Third Bancorp,71.0,504.0,United States of America,3038656.0,Fsvksuxrurgbvoowczqayxbgsovhctetnmy,Regwvlzcdtcl,,3.0,O,0.0
HJM11692,TX,Yonkers,S,0.0,1-452-030-9422,EOG Resources,87.0,329.0,United States of America,2453031.0,iaredfitksemljadttzmhnrhchorrewfpcatyvjqwaeunqvatgcyatyfiabounozzp,Vrfiiralkmd,398542.0,4.0,U,6.0
PEI11693,OR,Escondido,D,0.0,1-442-354-3443,L-3 Communications,49.0,423.0,United States of America,207536.0,Grwzedacxjcjzdicdmnoqfadjcincredijnbdtbbxibfufmojudi,Yxevhn,223669.0,4.0,R,9.0
RBT11694,Alberta,Vallejo,U,1.0,1-098-984-1794,Lowe's,58.0,607.0,,206639.0,KGLVKPAHXKOPQGHHCYNTADXCQLVHUMQPMJXBUVTWHXJSINZKAITTRZCPK,ereqbtx,473319.0,2.0,O,6.0
Yka11695,Prince Edward Island,Santa Rosa,D,3.0,1-794-059-4223,Visa,28.0,606.0,United States of America,2985447.0,TYAVXYLTRMTROYQLOXBSNISEBCTFZLAXTHGDZMCIDRRAKOGDOQBDOCJL,Hahbba,100209.0,1.0,O,7.0
WNT11696,SC,Corpus Christi,M,4.0,,Occidental Petroleum,55.0,594.0,United States of America,2053374.0,QGINHHVVHPNYOOPWOXHXFCRTOF,hcerut,319306.0,3.0,O,6.0
ywr11697,LA,Dayton,D,,1-654-654-7304,O'Reilly Automotive,65.0,357.0,United States of America,1408481.0,Hxsrvfwntamidzccgxiazborm,Cowzlf,8973.0,5.0,R,0.0
Jbb11698,AZ,St. Petersburg,M,3.0,1-744-200-7047,Thomas & Betts,23.0,827.0,United States of America,2945555.0,pruauvkvwssijsycfhmw,Bxqjeyqcpjiw,307477.0,2.0,O,3.0
AXF11700,WI,Yellow Knife,S,4.0,1-866-638-9616,KeyCorp,37.0,457.0,United States of America,2550827.0,Clpzbylsmeqec,Pgnbslakx,193836.0,,R,2.0
Lys11701,LA,Mobile,D,5.0,1-196-498-0536,Mercury General,21.0,607.0,United States of America,780037.0,ujhzbqxbcqge,Sjituautbv,251277.0,2.0,R,6.0
swu11702,VA,Omaha,M,4.0,1-955-740-7729,Exxon Mobil,,373.0,United States of America,3909871.0,zlkrefntxvqgagwqmidwdddwybtsawynxbmybluiirecqxiooctfvgumgjtprmjxvfppskllsko,Krnlxqgvh,59523.0,4.0,O,8.0
Zpg11703,Manitoba,London,U,4.0,1-834-052-1125,Tesoro,15.0,675.0,United States of America,2346962.0,Rkstlbvuchicbuu,Xdromjnfftg,137795.0,3.0,U,9.0
OAW11704,NJ,Huntsville,D,,1-535-102-7352,Northern Trust Corp.,63.0,363.0,,1250930.0,tsrenliyfxdrzsaxykgxxwpxukspfd,Oqtnallelblv,399046.0,1.0,O,1.0
Lfx11705,HI,Mesquite,U,3.0,1-963-878-6116,Snap-On,54.0,614.0,United States of America,62707.0,JRBBFTTQPMGMDERVTEBOKPJUNGUDZIODLCGPJEOYOGLJIBNMP,BSPLCUEHFPK,334031.0,1.0,O,9.0
Yft11706,NY,Fairbanks,W,5.0,1-954-749-6275,Metals USA Holdings,45.0,695.0,United States of America,3294642.0,Lyomtgnqycizdtlgknldcejxudnkgtzattweasbwgbozriusxicxhmle,Vntnhuubt,315684.0,0.0,,10.0
Who11707,TX,Warwick,M,2.0,1-528-121-1449,Williams,52.0,321.0,United States of America,3171625.0,IGBPJPOWIFJONEQQSLZCFNMMPOFPJQQZMGPCHDLTGNAXBOSNEVQRTEZWXLFCLKW,Zvcornlcgp,429394.0,4.0,O,8.0
XWA11708,ME,Scottsdale,M,0.0,1-827-138-6252,Berkshire Hathaway,32.0,699.0,United States of America,1424214.0,ZGQMKKIYQATUDHBVHFQJNPWNUGJLHCQHBILQAMIXE,Sclpxnpmiclu,192710.0,5.0,R,2.0
RYC11709,VT,Albuquerque,M,5.0,1-183-744-5645,DuPont,6.0,818.0,United States of America,191608.0,Lusqfuhfpghsodvoexdpehfoffvprrsmj,Hsxtbmjyrtx,166631.0,2.0,O,4.0
zrz11710,WY,Kansas City,M,3.0,1-285-006-1659,Teradata,16.0,427.0,United States of America,3886497.0,hmfyuxchc,pokoc,260879.0,5.0,,3.0
Qvq11711,MI,Jacksonville,W,1.0,1-056-201-3409,Rockwell Automation,81.0,750.0,United States of America,2024945.0,apqkuixvexctvuyegrmbiwsuacmlziqanirz,Uljca,130173.0,,,2.0
Iqy11712,UT,Missoula,D,,1-367-894-8849,Symantec,93.0,,United States of America,931226.0,KJWNGJCXNLPZNFGRCUDXTYNCDFORKIEJPZOIVGFLGZRHUDKEUN,HYQGBQ,,4.0,O,5.0
meq11713,Prince Edward Island,Waterbury,S,1.0,1-904-731-7573,Peabody Energy,63.0,780.0,United States of America,1158767.0,BOCTMQGLUM,govbysnntupk,241916.0,,O,9.0
Wda11714,MO,Orlando,D,4.0,1-351-524-3383,Sonoco Products,86.0,639.0,,,XCRPTGJBSOYEBRCHRXAJCQRKCELVLDYOZGLHTXUETEWNBFXMBQPWJR,IMDKKSOMIENB,95911.0,3.0,O,5.0
Khj11715,KS,Toledo,M,2.0,1-627-826-7984,Aramark,95.0,724.0,United States of America,,boaclaakunmvxnypmxayynurozwkovybxemmik,Rhliqcqw,,4.0,U,10.0
Hwu11716,RI,Sterling Heights,M,1.0,1-043-614-7259,Watson Wyatt Worldwide,57.0,448.0,United States of America,665510.0,PTOXWWMEHMQJQNGHTFQTMQWNWDSUPJHTTGVUXSRORKAGLKPZFIUJMAFFKADQQUJQXTGSUKQWC,FSCDNSS,367388.0,0.0,O,2.0
qpk11717,GA,Baton Rouge,U,5.0,1-537-995-0563,,27.0,731.0,Canada,,Hroqhrpjyanqygchnbffceummpafphbsnqucnxab,YZLLQ,5139.0,2.0,R,2.0
Lxu11718,FL,Grand Rapids,M,3.0,1-535-499-8026,Wyeth,96.0,846.0,United States of America,626986.0,,Xofwwnkz,20040.0,5.0,R,5.0
BEJ11719,ME,Los Angeles,,2.0,1-413-765-7306,Micron Technology,,370.0,Canada,1376382.0,,Gugfwmhve,459798.0,2.0,O,3.0
Ilz11720,MN,Fullerton,M,0.0,1-363-033-1146,ABM Industries,19.0,733.0,United States of America,3375753.0,FBAAJUQNLLAONPRXOSKDIPPCRNZBGVAVDARMBRKXKHORLEMSJTKECBUJGWRDZJEKOZYWLQWZW,Izjacpd,303758.0,4.0,R,4.0
TUM11721,SC,Rockford,M,1.0,1-262-324-9802,Jack in the Box,37.0,545.0,United States of America,,ABRVSFZXTQXBEGWQXGGXPIBZIJNDUZMMMIGINZYTRNOQGUJBOOWPNECBNDKEVNYVUAPHLVPXK,Srjfuixbkv,166207.0,0.0,O,7.0
RJF11722,KY,Lansing,U,2.0,1-293-545-4910,Virgin Media,47.0,793.0,United States of America,909889.0,Buvebmfyxgyvypoeisctcimapafefddwjuzilnyxbycadbzjagtpmf,Cxrdbasy,477916.0,4.0,O,2.0
HNH11723,SC,Vallejo,U,0.0,1-864-537-8923,American National Insurance,36.0,468.0,United States of America,1692275.0,ctcpujo,Eklbk,406654.0,3.0,U,1.0
pll11724,Nova Scotia,Laredo,M,2.0,1-288-902-9385,Alliance Data Systems,43.0,843.0,United States of America,,LEPVDERCSPJVHBFRRURPGETCYDUHLIATZJCDZTMPBNYHOCCKJDBOQQDW,Oclezseob,,,O,6.0
WWD11725,IA,Dawson City,S,4.0,1-226-636-2822,URS,94.0,377.0,United States of America,2483407.0,Xtsqjaubqsznfaljhfzacpuwpnnmxhqjrqdsaenwcsikgmuefbwzrdffdadvfqxgwlxdvmbigvpxkg,Nqbqgtepxlaj,482177.0,,O,10.0
BCL11726,NV,Durham,W,2.0,,CVS Caremark,24.0,846.0,United States of America,3910309.0,jriawuktvvewctcnfgypnbtimeasesmnapeyoicrsobobwbljsaadfijmggtlrpddokpant,Xdaiarvskbj,183422.0,5.0,U,5.0
itk11727,FL,Cheyenne,M,4.0,1-713-441-8568,BJ's Wholesale Club,,508.0,United States of America,1090674.0,Bubceoiwclgbhkcwafepildpymjotevtxzdeb,Sqaeytkepdli,58827.0,0.0,O,
TRY11728,British Columbia,San Diego,M,3.0,1-786-594-9786,Baldor Electric,2.0,586.0,United States of America,1690874.0,,Hmbglfxrztu,204346.0,1.0,O,1.0
asv11729,Saskatchewan,Colorado Springs,M,4.0,1-387-276-9449,USG,1.0,321.0,,3412707.0,Zzibpcopiyyfgbqoxagoaahpsbpmqlapzjvdnfbt,Llowov,75850.0,4.0,O,0.0
Ffa11730,AZ,Greensboro,W,3.0,1-532-085-8244,Community Health Systems,65.0,681.0,United States of America,2152190.0,Dktkqjkczgllwnifspymkmkajqfhhqkvoklclomkewsjabgiypobheaqrs,Mopcofad,493649.0,0.0,O,6.0
ZKQ11731,IA,Great Falls,M,3.0,1-535-711-3039,US Airways Group,65.0,387.0,United States of America,3081724.0,Xsgfndebcduvwpyurctqxhcgestioizxldzbiirhkdxuopjuxoqhgsukiy,,480339.0,4.0,O,10.0
mmu11732,NY,Lewiston,S,,1-531-198-2593,Donaldson,74.0,845.0,,361735.0,YLWZOEGJBTLYWFKXLAONKIDM,fcoaxp,177542.0,4.0,O,4.0
Iho11733,AZ,Victoria,M,1.0,1-394-748-7770,Ross Stores,,691.0,,2920725.0,Jpvlajphfqgofetpyhubtvdeupjyoqpkjnkyrteypevsclgyobtjrxhtoomopcjknafkmjoas,rvsdpgiswz,157306.0,4.0,O,7.0
pxg11734,ID,San Francisco,M,0.0,1-446-601-1467,Sara Lee,71.0,420.0,United States of America,2484825.0,dehfpivmwqhirbklodmjotgnvfjyxpgejvfxrehnwkp,qmrvjgtdl,27284.0,,R,3.0
Gwr11735,VA,Huntington,U,2.0,1-278-160-7348,Airgas,90.0,625.0,United States of America,,,Mtfhmm,115821.0,3.0,O,1.0
XVU11736,TX,Frederick,M,5.0,,Brinker International,2.0,599.0,United States of America,509751.0,MACPKA,Mmrevapjlob,314757.0,1.0,O,1.0
Kbh11737,DC,Burlington,W,,1-289-584-2314,Cliffs Natural Resources,34.0,526.0,United States of America,390663.0,Pqmycnikcpwqnfwzzevexxkixbqlbipqinlioxzrmarsmcudvwaspbwpqdfcrwnwdmxcrpqakplsg,bymzjdm,449663.0,0.0,U,10.0
Yvf11738,AL,Irvine,M,4.0,1-384-911-4288,Cigna,98.0,691.0,Canada,2349107.0,Kbjxcoukrxctjrsfgntbvhjdyqrpwbnsyfmdkpvovezalgrmmmhsykqtelkjrxfdywkhwi,Fpolqpmix,78320.0,5.0,,3.0
