AgencyID,Country,NumberCars,LastName,NumberCreditCards,AddressLine1,FirstName,Gender,CreditRating,OwnOrRentFlag,Income,MiddleInitial,AddressLine2,PostalCode,City,State
dqb4982,United States of America,4.0,dqbvpqynssea,3.0,XWXCQXZNACJELPCRPRCKTRTSOQKPORVNZQBUINZYWLQHONG,Gzaxscdoskwudosdhylttfyegg,M,747.0,O,205483.0,,SULAUQEGBFDDALQRBURMDBMRNOAWZRULQSEUZCIPYNMYIEUTPAKSADLNDEDRTXBYHDCWRUYQMROSGD,Hbcadoh,Overland Park,SD
Tcv4983,United States of America,,Tcvjvhfbgaej,3.0,Blplxgltgebuuibuxioqqyuciqmqqyysfzgcddtepjwlstqczbaxswsmklnlhojyvdkjvkmzfctzjb,FMFNKZGIDLAEWMWFYF,M,808.0,,360925.0,,Lhwnxezrolsdbe,vyhypa,Flint,DC
HXG4984,Canada,1.0,HXGHPNXKPTRIVGEUKVFIUSJ,2.0,MRIAJTQUGUGKQBHXPBHAMQXGUXHNWQQELIRWEJORTWFWXKBUDJOKCBYKINJIKPLBFPAJ,Qyhpiyroaw,F,684.0,R,438034.0,,LXKDBFQRXFEGTMPSTERURWJPBQRIQJSDRYFQSATGEGCFSXUZQFXFYZPQFO,SXHTBFJBDEJI,Hay River,WI
Dcc4985,United States of America,2.0,Dccmcasklkvd,2.0,Rdsndsbuyrnaarwp,XSMQEIKQDSIDHHLAJVNP,m,426.0,O,192039.0,,Lqcqrt,REVFPRGIHQJ,Fort Wayne,SC
Ufa4986,Canada,5.0,Ufacbunzhsyzlrutkco,8.0,Rndpwpux,Ijmbcmtwapmhgbrfcpfmgrkongcvdp,f,471.0,U,205012.0,X,Kfebasjzwyafxmvzjjcuwpvufhabzwnksptjwaqfynhcolsqfpwyfcljrqsb,hvyeauxaai,Anchorage,LA
uxs4987,Canada,5.0,uxsjnzaalxdiwzvvsiqxgrf,8.0,Luakxbcjoodgvwbfamesnwcimlh,fuggrnuxqeouesuv,,473.0,O,418985.0,,Cinttlyxbrxpypbjtkukxteenmarvracmguljzffwrdjkjhjqhcsmzjsrzrkyzjrmuzqqbcf,Holwyarbymcl,Anchorage,KY
Gqa4988,United States of America,,Gqawahipnlkergakohoqinuzapktpv,10.0,uwfkqtwcuskobamhlooecnlaaef,xlirfczknhttrsgcwt,M,822.0,O,16597.0,V,ogrxsgjjbljeopagzfhfqsyfcnycys,kuhenboln,Sandy,ME
Jim4989,United States of America,0.0,Jimmjepqjdqnj,5.0,Rljwjveqnjdcrhuowretgrbdkollbvpatqnanyioqridspmuncawhmmkuzqvvebgzygjbncxsbw,Tujleqtmkbcqf,,416.0,O,152069.0,,DJHTNGIHFILBVJLKEPDETWNKRKHEMI,hgvlnnfvrxwc,Lancaster,NM
VHY4990,United States of America,3.0,VHYQLVCCAASVSCWP,4.0,Knaavveggxnzevzjdyokprdxwqzqsqzxdks,Garcuqdj,,668.0,O,92247.0,,Wjgcrzp,Nnsus,Irvine,NE
Vuv4991,United States of America,5.0,Vuvqxutgekeyqbtbgcqmekvj,6.0,Jqpjvcirildot,Ftrqdokorvmaabcxfiqjhdpfxv,m,792.0,O,278209.0,l,BIZEVFNLEZZZEBIQQOCHGHKTJMNOBTEELXEUPWUMTSGWUUBEOOT,QKDFHFZVMW,Fairbanks,AR
Ysv4992,Canada,4.0,Ysvrktpgf,7.0,krpraclhmjhuwtzjgdrweugseqlzricaiqkcljoz,DESMNYIROYACRK,m,754.0,O,130984.0,,Ldmmfaysvgncndgaohjpiensaejbixvpeerdbsnkhcoieiixpturgazvkgtufwpteupn,Bdkltcgzeii,Yonkers,Quebec
Pas4993,United States of America,3.0,Paszkymue,1.0,RWOATMOWMONFOPJMG,Xwrmhjisjlugxplsknofynfursfnw,m,572.0,R,294084.0,,ZKBETQSPFOSMCYHBMHQFGVEKJISAKZLRYZJZJEAUXOGYNRZRUOVJXSDAXLDXWIQWGEYEJUOO,Ccosxqypcsjc,Wichita,LA
Khb4994,United States of America,,Khbbpjmohqnhttvsvshvkahvg,6.0,Lxmfbtbvelklgljmuadauskqhexg,LSISJ,M,537.0,O,159731.0,,uqfvjf,undeutf,Mount Pearl,MD
igh4995,United States of America,5.0,ighrpijf,8.0,Wqztichoplagqiulhvhpcpihbzejtpfjokhotvchbfkyifhsahdjtybumioqwvsxeah,QYUHTWKVMCTYCUHDUMXAAKPCMSOOY,,757.0,O,340162.0,o,deyjvwvxmselaadrxrgtffgsltbvbbagaefjzakebegiczrrintagdivlzqw,Hybqcj,Flint,IN
Lxr4996,United States of America,5.0,Lxrgwioijuwuicwkmbru,5.0,tojrurkmqkkxqfvlhebvfwljdfjvghqzrcegttzeichned,wxwzboijmcfdfggrjmyextkcrdbb,,635.0,O,193152.0,E,IIPPLRDZPSSORVCOIRDINPHVNHWUGLDFTCUSHKNAGHXVHGPWPBCLJEIOSQSTKKLEECTOJJDE,olthlgcbee,Jersey City,WA
Yic4997,Canada,0.0,Yicgijvdtgqtbldcid,0.0,ZQXMXXQMQGLVGPXEWU,Ohkwpyvlojucsqsypqvbfzwvdzz,m,397.0,R,290377.0,,Pjjlvwbtunjwoyjvwvjdcqrijodzjajlqpjwemwnpen,VJXAYFIHZ,Missoula,VT
ULE4998,United States of America,0.0,ULEEEOHU,2.0,Iwbgatfovfzpgnqdkzl,Szduafoakbshbfifnue,,585.0,O,282992.0,,Glrdodcidqvtuuoajmsujgdtavksv,Xzsmgtjwprm,Ontario,PA
Ucv4999,United States of America,3.0,Ucvwmljjzqayyqbggahhwzrxg,6.0,wrqokjatnnijnksfwksxsbksnphwxrkdqdtevvizfbihcdujtlfr,Xnadnguohmhxttfisricbjyuumjxrs,,492.0,O,83937.0,,Apxyffqmyjkjjvvnrkfajbbniagfkxrv,,Riverside,IL
Tbe5000,United States of America,5.0,Tbezvrymgtyhpqtflzzj,8.0,Kmgwrezetovhcsvjvproyrzbficov,Pfjbovalmedjabilln,f,359.0,O,87312.0,,Ohrlnrsnbrfmvivkgjygpdzzxyquwecsctsdapcbhiwukvxactowcstcjuknqdevyf,Sagpznla,Iqaluit,IL
Xey5001,United States of America,0.0,Xeybvahogjhpmoempevfwdwxbnrzh,5.0,Vkspifigroixdxi,hnqodhjptcyuwivlwkfywbbhga,,530.0,R,73372.0,I,iakovsgknpxdakakwi,Keuervaxbsox,Charleston,CO
Iis5002,United States of America,5.0,Iisejjmsrjiitb,4.0,WFNBUSGHKUUMRBBCMUBNXTJABAYAEIWQFNBTKLRYUWYBQSLBVGWLLBRVRULJDHFZTTPWHTEUYHSU,VLEEWBTX,M,378.0,O,231997.0,,RWZMIKXSPGUYZHKICHIZVCNENPSKFLMRMFZGZJODCHNRWHDASHYSMIOXYYTWWQLSTUWQHKRAEAC,ubjtvyq,St. Petersburg,MI
VNP5003,United States of America,0.0,VNPHKTDVBLCPD,2.0,Xhkzhveqegqvxfonqqismuiehmckqmgi,Dwnaojtjecrfzimjttwjvsjhbf,,315.0,O,470156.0,,tmyuiebnnjconrzvgtsmcwhpnncfyvkmpgnamx,Oxpnjbwy,Brownsville,Newfoundland
Ewh5004,United States of America,3.0,Ewhdacycdotgaupurvagamiow,,dbsenirpwbxpewnaifjfretspxhbzlhnxywyjherwbeeuhzhjknzdrmulpwubregvfoad,opoyzhafphezxsrbnuoq,f,,O,280086.0,F,Ksfvvyvudigxnqxeayoxnpjlz,asdmjdbzqah,Cleveland,British Columbia
Obq5005,,1.0,Obqsdkrfy,4.0,QIXWLDUJNTKGCELLGDUBGBBHVYACMRTUD,NJCLDDZKOU,,320.0,O,108215.0,b,Nadaacaekroykljwfrcztffnazdbpbbvzaxttsiwehvotrwadoasildbeybhhnopdzon,vntnsmgdvrx,Hilo,MS
Bts5006,United States of America,5.0,Btsrbbthfofqbqy,0.0,Cxbomevwbgnmkuypvrkunmrbvgkxcgpisp,dhqelwt,,620.0,,420668.0,X,Znorgkaojwbnlrlwak,Qsbkuascmzp,Shreveport,NM
Snl5007,United States of America,4.0,Snlvkmojenwsv,5.0,dwzkntxjjyoiesfaixciszrlzeduvjjcuqhlmanttnbyqnofsi,Ksdfelqqdtytiadzgxbvdtoklsefof,,763.0,O,189070.0,,Zbraumzwkqlqfkzkvoakygkmxbyccvsbvjnuqogsurdvqherhuvxte,Sdmlcrsjkaw,Rochester,MO
oqj5008,Canada,3.0,oqjmnyqcl,0.0,yeswvbdqsgykhywxdwjwmbnpenerrsdek,Aerkjuyviqcfguiavareavptuvkfh,,498.0,O,482372.0,E,Qnshsqyjwdseehwmmdvwzcgmztaiweixqkycwlnkjxgyctckswdwmwwx,Ssbkn,Fontana,Quebec
Ezm5009,United States of America,4.0,Ezmult,2.0,Djrczbwlohtmtpwbujaiikwflzourmzvriqdolw,Ktogmjvjyfcencesoanscjgl,,644.0,O,462853.0,S,Jfgpiypdsyfqeubvbvry,WQFWLAMUZ,Torrance,UT
GBQ5010,,,GBQUXQEOTTTZFVTNW,5.0,Qrlybenrypoulkitplkcbhnfawbusdthfkttke,Xfimxnshskwfow,,789.0,O,,w,Npyhteoilspdyzrihalisvdosszzuftkvoivanzoyorgmacllctmivnadtontp,FDKYEB,St. Catharines,WA
Bej5011,United States of America,5.0,Bejzekxzbo,5.0,nyevufwsvkfbifgcgpnzmpgxwitvtaz,xqlmhes,f,762.0,O,466701.0,,Fdcammsfppbntrscygwzqwcnovmjhldhpyqmtdmnllknpdmhdisdnwusowvelqighk,UERXNGAUIB,McAllen,MT
Eka5012,United States of America,5.0,Ekageekdifezbxeeglxruymd,7.0,Mqaogsokuhthqkfqgxtfklcskjiovrgsbmpqyievpjo,Cjntttmsclgzdapnkrtmfccmmte,,816.0,R,352814.0,Q,rxvmaibaoxmshvtxseftrurssyjsbfjxdnflcsn,Smvpydg,Columbia,IN
Mvc5013,United States of America,5.0,Mvccqsrdgozcaipmnupdwyoyyo,9.0,IUNSJQCEJEX,EMTEJMRQXQWDDDMWUKAYUSQ,f,448.0,O,346145.0,,HTKCDVBEXDHGIRGNZHPJQVXWIDTNJKNQZGTAASIORARDYBJQXQWXMCV,,Allentown,AK
sig5014,Canada,0.0,sigrdsxxahldoxlyfcqwo,10.0,pwafosstwyzzagtrlttyrrjpxynwoxmdebczmvzqd,xbxfktboagnlhpfejtonjdpuhu,M,718.0,O,93244.0,,Upssdgbthqouuxxwwcvunuerqqjrrstrqfcbtrmafclkzfuqfkpaizsfuzntsxrebntvs,Rmvhslbfjji,Moncton,NH
RUH5015,United States of America,4.0,RUHUHXEZVDPHFI,3.0,Dudrfejvnhjgchgrvppghuiamdrqugbcdhnnxbhyuspshxmgsutnpvntukxtzltx,Bfedclypildmgtuinoxj,m,588.0,O,32739.0,l,WDZQOZVUZNBYDZWCUVNMCOIMRWXSBP,Uxyeinlbozlh,McAllen,MT
Qql5016,United States of America,5.0,Qqlgytauxsulxx,1.0,Sqleobbftsqvepn,Cigowzkzpjhnazwcmpxoni,,789.0,O,270616.0,,EHVSCCFFLORRSOWCEUHYTBYMPETUBJEFWGIUZRMORBCOFTZBKOIPYYIOX,ISIHOZDZ,Burlington,KY
sir5017,United States of America,5.0,sirvppydetivd,9.0,zsmwyifbkkixddnvvbqmnmejgjdwhdqrtfahomeswvostrmlhklvqsvwuwcdilxyvspowuqsvrk,QMUVVGJUXFUQPKFOPSVMNBSEVPBKU,f,513.0,R,468141.0,,AJPJCFOOMCTCRKWTFYXSJTGBPZPW,Uulrhuoz,Mesa,TN
Vsb5018,United States of America,0.0,Vsbdkfwemgizojjsrwrejmofcn,8.0,cpfyrxphdgaorsyukiyfiqw,YYFSXCRMPMKJIKGXLONLTUBWAT,f,390.0,O,293778.0,L,Vvexseadklnwbazpjrwnjjtoitqrnniwbjrgaqrfidwjzswlriqohorloiutqkwpryse,Vvrvhvenjatp,McAllen,AR
Ebc5019,United States of America,1.0,Ebcgy,5.0,KYSOUHVVNQCVLNCNCFL,Cestapadctjnyvwjzpdpqhemgm,m,739.0,O,120497.0,,TFKSPFJEKFGPCQIXXMDOHLSYK,ubzgji,Amarillo,TN
Der5020,United States of America,3.0,Dernorj,9.0,Lbfgfdvabvoxptxjswfyxupjtglertxrgfexzsqkrnemfaipbzlujvyemzvexddsehxll,Irpagvvgaehxrpnridnnbhxesaqzrq,F,820.0,O,411817.0,,Dctmwovngyppwsdwnmcfuknnhetbfgduefjgrwqwkpyhrqzcdzlrmljab,gpbhbbf,Santa Clarita,NM
Wib5021,United States of America,5.0,Wibiokxrzjtbak,6.0,Ouxlastcnqsfnuxbhvppmidxttziiyzjogsjlikupgmnnuqbqwhsempg,Akvreq,,681.0,O,5712.0,W,Prvwjwkrgs,Tdooqfxgenb,Pembroke Pines,Quebec
vdq5022,United States of America,2.0,vdqyxzinyzqwlkvjdcgqkgydwcbek,10.0,Svafsqzajpancwzadrkpiwzqdqjqfoleewenuzfqcrzadas,evllmslcjhrtquhererd,,393.0,O,274968.0,,Fmzyoqcgbbshczuvvtsirmqeuifujrjggsvmawtxroecagogazfvpbgxa,,Knoxville,IA
sir5023,United States of America,5.0,sirpinxsw,1.0,tyfnrkdehbrpipzctrmckhfpmapnmlxgqgltokjvkxofoceqpmqvknebtglwn,Ldnmljicr,,451.0,U,238962.0,,tjxyzpzogfhgtridimfgevuddtbftrdohfpwmdkxxxqiavdbsuwbrunubdkp,,Sherbrooke,AK
ifi5024,Canada,5.0,ifiskvlxvorumoxlrqletje,2.0,qnxkmhzjzrwojegjuxyyoyidbksekaexkdbcfixytetjorheoojbmihgjllblinsi,Afcocilsdvdvigllnuigoev,f,616.0,O,363320.0,,Bumummurrwzstedhkanjiftgheyuijgxvlxasobpgjlaarvuqzlbnmzmqlwmxwoolfdffucicnrbpuci,Uuckkp,Providence,AZ
Mev5025,United States of America,0.0,Mevvfgsdevegzkqhgutwvtg,4.0,,twjdogyyhbaubehjwqhxgnmxgfld,m,471.0,O,82102.0,v,FJYWQISCDSQZSCUVPYDDAWDYMISWWIIANWOSRMRYTYWCUZJEKUKUKLHUUTH,UZHPTZLEICW,Burlington,DC
Szd5026,United States of America,1.0,Szdmho,1.0,Kdmhghatqgtbvzxairrpqkzoffjpz,GPAOXLOMZZZMJCUBIBT,,688.0,R,341771.0,z,Kkfkcgwatonlbr,Wgaovyjb,Charlottetown,CA
IYA5027,United States of America,0.0,IYATCOZKCYJTFXUI,8.0,Prwycyrqix,Xgyokaopellnu,m,808.0,O,401429.0,,Yvffytumcjscvyrbrfdjsbxbovthmpywxakwklhmwyljtdjgjnlfnrzfopulonl,XOUGFYKYTC,Mobile,NH
Odt5028,United States of America,5.0,Odtwiuhdxwwklq,9.0,rtyvmlzuznrnurfjabdysciqxakbwdpcb,Ihhqpvztbvamygfcs,M,455.0,R,62804.0,,hmrbhaxxjoghby,SGZODHFSXEM,Tempe,AR
Mdd5029,United States of America,2.0,Mddxpn,9.0,KKAZOLLEYDGBRHAVDILXNSXJGLDECDUAFLICVIWCPZMQWGEUAJSU,Cvxhkbyhcyo,,684.0,O,247908.0,,Ismshixzzbzslfvscufdkcs,Aaohcctjbo,Evansville,AL
YSQ5030,Canada,0.0,YSQRJLRMNN,2.0,tbtlwforijnmpfobjljuqjnfupclbakem,FUVAXWIDQMCTWPGTNZ,m,789.0,R,277271.0,E,Tscqhnowsxfikuarvmyhqktsmtfkbfogrrybzzfcbtuikiartfebdipbdlhhxpidkkkanjivf,saalrna,Rockford,IL
ASQ5031,United States of America,5.0,ASQIDPBBFNPJNVHKYFJZSUY,9.0,bsbkkpihtblcmxehfyflokaiwz,Nhqbojrzzxv,,831.0,O,,c,Cvuyaychusilsqfhqhvxrijllhumqjipoaocrispybdquqakzpaotolaslaltckejt,Fhnnxzcn,Dallas,DC
jcl5032,,3.0,jclvzqookpkveyrlfsb,6.0,ftvahvlhgrvjgvq,scaocexlrwqtdzvpj,,517.0,O,387880.0,,Qjwbjhwatfu,Qzhhcaipkto,Las Vegas,NV
kcd5033,Canada,5.0,kcdtskbkghyypnbuqhjvitwfpyx,4.0,Irscerbkhlvzzpscyplfowugvapwtvnlofibgieefu,Mrqhupmifnhwfp,,382.0,O,5809.0,,UWSLDUQTDXDDAHKOCKVMMQRSLZJTINXCYYUENWJKJOFATBNHWNTVIORQJLQJTLLLUHLRUHODVDRRKPT,Qzckphljpx,Huntsville,MD
Tvu5034,United States of America,,Tvufeidp,8.0,Kdrjxbfssxsvlcntlxrtsflpwfnnvxvjfrjrqmspyrsgqahwhwrsdpsodvuwvhfrghodgs,jeaxbpeyzlvapyucekiasferyhk,,691.0,R,383084.0,P,Imbjbjyegnjjssdfepibxdtewxysqltrb,Ksywoiwwnyp,Palmdale,IN
TRE5035,United States of America,4.0,TREHRODWVMNGWUSKQSQRZ,3.0,Jyveesqewgxpdcijwgfefpousuivvniejmelififugc,ikoilozucibzedpcbveecsxmpnjpgv,M,357.0,R,12248.0,J,EAPZEXMPYCKQRVKNJFXWQBOWCJMILKPXHZKRXALCMBZMWPMJFUJMGXLVWGJXTWMGS,DDXRTIJPH,Lexington,NC
Iaq5036,United States of America,4.0,Iaqvgrblpigtkwxpkdijfnupddp,1.0,Dmaoujiksenxxiyxgwxdnedf,Xevlystcfiicinbjipdhq,,652.0,O,330534.0,,JECQRRCFPYQEAIZLCRLABQJAOOYZ,Tbchs,Chicago,NJ
TYW5037,United States of America,2.0,TYWNAOWPJCOGDSITFQ,9.0,Jdijqpikhebmmihvhpxndhsuygdqzfeztpxyzyfxqmvutobtdaqqcpsut,Bclzwldkywpjwnaabzwscbydxnzfki,,494.0,O,37911.0,W,Xpbtwtjwbrzjegxtssnscinotjwvkynoxeimngknazbxsohkxlu,Taeepaeqmwcm,Inglewood,VT
lvq5038,United States of America,3.0,lvqsnrrvwj,9.0,Xavlfgzjup,KEBQWFLNBYSOKVZHSCPIKPGV,,832.0,O,52613.0,R,Xdhdlhumglrraqkjpgg,DOBYBGTX,Cleveland,FL
Apm5039,United States of America,1.0,Apmzrwjisdqozjymdwiznrtydmqyf,3.0,vouinmoovegjnlenkkttcnxacncotjkokqeflmlufkdcyigpmhzfzomgruqenkzgeji,dwnzrezeujafxdgs,,574.0,O,497214.0,,ZHLTMYQEMOBXDUTKRFMBWNGSUYIOCSTTFVD,Rvzwdjqlduil,Fayetteville,SD
Rrj5040,United States of America,2.0,Rrjnfyndeexffnffoo,6.0,IZVXEFAAGIMDFYLCQUTZSLDOTDZQLBLXXPDNFMDSRDGCKMNEZFXCPPQJ,Qtxlucfceownrnhzfagvx,M,412.0,O,126199.0,n,QHYWMDUSUVZVJVQYRKJTQQLDRSEKPQQGWLEQNFYKNFPQXHRIXNKYTOCOYNMIAESTMVDLQDTKHJ,shdxbruift,Birmingham,MS
CIX5041,United States of America,3.0,CIXVXUQKYBTKUZKPSTLSU,10.0,Sgjbrwgzbseipyemgbckpoqtxnhnhhwqqxfph,pooylsnhihqm,M,,U,235355.0,,Jcrdsizooakdqnsheclfqbwpgnefjsdsjovoopnzmcbjrczajohidqtskegntmixffd,kkqoiktvcj,Philadelphia,KS
MSI5042,,1.0,MSIFAWPCXAEKMUOVLGQIJZPKXIVH,0.0,COZIZUOLFRFCWOFTSTTBOIUSBMMKAUBACBKFNNKOVJUKDWUCKOOMADVDLOECOOEWLCYKMUYYGF,Yerpkqtkzgmriuygecjq,F,379.0,O,483819.0,K,Liabvakoasniphupdnwaxerlvxsjrzfahlm,QDVNVTDOX,Oxnard,VA
sgu5043,United States of America,3.0,sgusxexiedwiizbhpjohdaxlp,8.0,Qbtejxpgafujotfispefihpdqqqdvbyecdqoogvw,Srwwvuixhagj,f,652.0,O,469945.0,,jomytatnwflbnwemdtjvslctjhtakgw,Bvazyr,Concord,IN
xtp5044,United States of America,4.0,xtpnwhuwgrxrigkjbpkif,5.0,Vsgopyqtntdbayzwoxewgcwaldeeualgphbpwdvaedalwpogdvdfstxfvopa,Ekxytovqavuzmguwhogovrfqpxp,,849.0,O,131250.0,I,Ijpxbyoqjjgacgvyqpsakiefkxaphbsdr,oenncncmgee,Stamford,KY
Pop5045,United States of America,2.0,Popsprghwu,4.0,Bhbqowsyzkmmehyammoggzxesrjvsvqqvxrmjyzgrgjjkdecsqgpvciniancmxqrigypubbvhad,ioccvzpjebmrohjz,m,799.0,O,480081.0,,BRLOCGJUTWDETDPKENCVDJQQRGKBGWTSKIUYIHCWVHPUJ,Zqftenkuzwln,St. Catharines,PA
Lrg5046,Canada,2.0,Lrgcofctgwplwqdavsdxmdzoal,0.0,Izicbukdhrqhqipgwbimosmhqcdrrkbbuofuz,wjvadowpvydjlvphvbdszmsdhsbdj,F,304.0,O,356668.0,,Xcdyepqcqorrdpibedjefqdmxcsodwlinz,,Lubbock,NH
Lnd5047,United States of America,4.0,Lndvdmpmfxetmxwgehhwefwcyqnyme,4.0,cxejsnhwvrqnyunaawidzeeafnqnnuiwkljxqikinavzynmpbsudwradwfoghnlnexycbnjgncwnmvwi,LMIEZAUHKXJ,,,O,,I,,bugpj,Grand Rapids,FL
Qaq5048,United States of America,3.0,Qaqhw,8.0,Mosgkgmtosgvedbabulaolqhlbrg,jpnpmxcysoxyudjrspqvbc,,809.0,U,289903.0,w,Olwoogylfsblhpigsgnnkxjsjwrgxhacbgxikeiejjwdxmnvmeqhoarltsamlvl,nkyfokd,Philadelphia,SD
iop5049,United States of America,0.0,iopwxxlkmovnmameapcpoirelemhwm,1.0,JFHJPOELSKARGSFIGPBNCG,Daxidfidmmmqhilcbg,,361.0,U,58182.0,,Bienmjueimlrysrbuxetwmnkdouidleziphzsdklzsfrhttzptdqjk,TNOXD,Warwick,IA
Oxw5050,United States of America,2.0,Oxwrqxebprtjgnxucwimrmgdwjv,6.0,Rmfbsjepxacfrrvylmqabgzpgifkycxeoxxgisergxvj,srmvdtnummj,F,639.0,O,288019.0,,voklviztwsx,Uvuuxbxmptx,Salem,NJ
ctz5051,United States of America,3.0,ctzwgkvlxghlgwltfsckbk,10.0,qatqgmwjlwshrbaaefzzvrwwuua,Eucuhdiztdrpmwbxu,F,540.0,O,,,Gtbdobnbljmkrpjcqtsvlwcuovknpgdroihgyisevtnheedsjwvyhrlkgjzbfzkmqd,pwomsm,Ontario,VA
Rze5052,United States of America,0.0,Rzemxzanmp,4.0,Ishnotqlfletavnhavampazn,RWAIFEOZPADKETDYUTUUFRDXQETCBW,F,692.0,R,368577.0,O,hnzseoijfjcppltbrntjegknyqtarfdccefnonszjjndrluousilkmfruojwndwrgtydkwwaraprslb,Ykcckubprvh,Winston-Salem,New Brunswick
TPL5053,United States of America,2.0,TPLOPGQKL,2.0,bvmhrqrhouczsebfmtqdtdxvqacpoddklicuzpjxysxrlm,SVSBAFNKTKVYB,f,376.0,O,373399.0,m,Lonqfsktpvllxmuxprvniknfkdki,TCCPGFB,Peoria,CO
Mbi5054,United States of America,5.0,Mbiudxcsfrhaaxxawrhpnkrpiktvst,2.0,Vzgpgzgf,Ejvfakqfbu,F,328.0,O,207451.0,n,vutlqbzezptovewgzkamfkroefgf,Kzrcr,Waterbury,NV
Wuo5055,United States of America,,Wuorcqjmjsqfvxzcqzh,10.0,Bkxxblklzbmokacgyiygbrirjzjntewicvulxwpj,JHGAIWWJUHWXRJIRKJ,F,505.0,O,312141.0,,MJBJTJTGXECXJYOOHIEU,Dcqgltxiyr,Lincoln,IA
ylm5056,United States of America,2.0,ylmthbhrfarvwwyovrorfpntfwfkhk,,DXCIMQBHVRRMV,Inesnuwheamtogujhznndfp,m,402.0,O,24744.0,,Nmkkgiuikmydqjiwpuuakkhwymmweunstv,Sgouwqiayg,Huntington Beach,ME
Hxx5057,United States of America,5.0,Hxxumsoredptgfwgshjvujcoohxlbu,1.0,MTRZEGVMTVWLFEMONUUCWBUGNRISESJOYIAVBIUFVETKSWFISQEQIUWPWSWPVYH,jvjctskwepebvwvytu,,355.0,U,181479.0,T,ZAZACKSNKTVUKKRLRQXOUVHJSIUQSNLMHDIYAMCZYPSOQXANFTFQKRJSWMXZKPPCIAKYHWCMFKXJNA,sshcrkl,Greensboro,Prince Edward Island
rqr5058,United States of America,4.0,rqrmlbcjqhn,0.0,WDREUTOWJMBWCRH,Qbbudeclwsfqotslbekz,,655.0,R,,W,xngartqtpiisvlldjwsqyqbmcgcsvkngojkrgijsxxglfcketqmnuxjcekpzeuwisldsijeg,Qmpfujraio,Omaha,NC
bmn5059,United States of America,3.0,bmnlwsb,1.0,Iuiylxhfgqnbcuxrqnjqtrgtjtiirbtjajwv,cnguwotctyfjxaqhnmadrblebuoo,F,344.0,O,483477.0,,Ypolmdjpzpxkxtibeadudpbnxocewzvhy,srmhvzfokv,Buffalo,NH
DQM5060,United States of America,,DQMEULKZNGGDOKKXTW,5.0,Itntiiigrtdiqctgbzmnsyftwngcnug,Brbaxizghacnwlwkwjr,,394.0,O,114386.0,R,ccewrqfkxhaeifcolvgvgjtqddejpealivedksopvermavcsbazqwmapwf,rmhcrqbdlvn,Fayetteville,MT
amo5061,United States of America,4.0,amozdpdsvjljhwledfuxsdz,7.0,EEHEILVXNMVOXTIMBLFHWKWRHXZNLLEYKDBJUXWWGXPPIRKDLYWQPB,ptrlxjxocjyvdqgxlljmjfxnczmem,,759.0,O,256596.0,I,ldhbtptpmwhfjuyel,IZWMFBR,Tacoma,MO
Vxj5062,United States of America,1.0,Vxjzb,1.0,NCZAEZNS,Gqatvmvmjtxwn,,,O,34982.0,,glknmiokzhyjqenzytlpltxzpvoppiky,lvhnfndcjds,Paterson,MT
MMK5063,United States of America,5.0,MMKSLFXCZNPZRCSCSCFHIY,5.0,Bamniwetrzsrvghhjzqipdrvcs,Ftsdovpj,F,787.0,O,285334.0,M,Duivmkqjvcy,PNTCWGEMUXVA,Frederick,MI
Cya5064,United States of America,5.0,Cyacrygfx,7.0,Snpbfxjdqafwbtrfmidmsbcebcynwuudabzrapbcn,Dcjuejlzoyfrhasshavqh,M,334.0,O,191497.0,F,endiygyixpsgnf,Nwpojw,Fairbanks,AK
wpd5065,United States of America,3.0,wpdyvopuhngbpnexiaq,6.0,Rmlecebb,Gvugvoxvgggoufsehkiipzaefbe,M,724.0,O,31538.0,E,Iarsbhuvqdkkkjixyixjnfdmtjugevximycdcbtklnprudgeqipsksmobr,Tzftvhxr,Pembroke Pines,CT
Fab5066,United States of America,3.0,Fabpkvibq,1.0,,BTGQB,,351.0,O,33653.0,,Ptlzyfdykcft,xoclbydp,Little Rock,GA
eii5067,United States of America,2.0,eiiyhxwgcbgjimlzfweznqiikvw,2.0,PNFVAAJTLQMJUSLMGLXSUFNEISHRAOB,Ehtyqvhclvwh,,363.0,O,234234.0,,Gwkkdmbc,ibwqb,Yonkers,TX
Oat5068,United States of America,1.0,Oathpgpumnhqpxlp,5.0,dbvcuqaanvckrmfsofigjceabnhtqlmfhljzxitfnngjcpcqadjbikgquow,GOITLDSPJFJNSPF,,,R,77053.0,F,eljllv,ypvtbevcgdvn,Stockton,WI
XCO5069,United States of America,1.0,XCOIXSKBEYERRQKEBTOWP,9.0,tqfqmdvuftpqkbwhhnozzjjdgrsotphyh,OGKIALHMOASGEUDAPPDHDPLFZIHUBX,F,333.0,O,,,Ekiexeoqpuscwiswbjcpqrvuujidsxftmhybmyf,qkmeglakqup,Philadelphia,Saskatchewan
Ooi5070,United States of America,3.0,Ooixsrufmeaonqdziaqyk,3.0,Nliftupyjeqeuybamhrjfceaagjbuzygfposnxjfruandpcrrliimnyagurldgvajdndhb,Pfjmqgvi,,357.0,U,111567.0,e,tyxmopbqgnxwukaje,EMGPRLTQKJ,Milwaukee,ME
