prospect_AgID,prospect_FirNa,prospect_Cou,prospect_Emp,prospect_Inc,prospect_Ph,prospect_LaNa,prospect_PosC,prospect_OOReF,prospect_AddL2,prospect_NumChil,prospect_Ge,prospect_NumCrCa,prospect_Sta,prospect_NumC,prospect_MaSta,prospect_Ag,prospect_CreRa,prospect_NWo
NTS8752,Dvwuwe,United States of America,National Semiconductor,100374.0,1-374-556-0777,NTSLSPKCSEPTJ,tomikungnc,O,cvtwimmlzysetfkwrzqohakqbcoyepusitotk,1.0,,6.0,MT,4.0,M,39.0,,1891656.0
Uez8753,xlocjbnhusnnuzacvcq,United States of America,Chubb,271957.0,1-549-388-6080,Uezasahwxkylbphfvh,OXSQQGMIXVFP,O,Kyvoujdtbzgfmsrjafpuwoqwafptkhgegubmibxjrkmxlinmfjnxihaql,,,5.0,UT,5.0,M,15.0,472.0,1984498.0
rvt8754,GRIAWBJYXPEMOVHGTBVIRVSFOS,United States of America,Cummins,454216.0,1-987-236-1149,rvtoxdout,ritkotv,R,Irijebcljlvhdbdikqwnxswgolflshractebilywtparjuxfstxfesrkgyrakhzqfsjxflhxf,1.0,,0.0,MT,0.0,U,37.0,526.0,3560532.0
yxw8755,Xowwauvnvgvj,United States of America,eBay,426250.0,1-559-422-7871,yxwtpszfttnf,RMSWFXMLCAZ,R,yusydvontjnrspgibcuaxllmssvjrwzndkylnqhwackrvpodiszebumgchvquq,4.0,,4.0,RI,4.0,M,8.0,,1947868.0
Pni8756,Bestnoldrqa,,PepsiCo,162425.0,,Pnihculihotil,Ayhqnrhjmb,O,NBJJMRAMGYMIR,5.0,f,5.0,AK,2.0,M,64.0,776.0,1507966.0
Szc8757,Eoyiinae,United States of America,Patterson-UTI Energy,374423.0,1-091-476-8349,Szcapan,DCKDCKH,R,jtjpmsnyfvilflebhakwpnthw,5.0,,,SC,2.0,M,20.0,327.0,3120969.0
Eck8758,FVZLMTNQDUVYGHQMOKSAIQNLDYKP,United States of America,Scana,381929.0,1-302-081-3389,Eckacjntubjjhekohryxvixaba,PIDJNWYPX,O,xvnyddnmmysxnszdjqhbprfefjyradic,3.0,,4.0,Manitoba,5.0,S,9.0,407.0,1793384.0
ONR8759,EFHEQPYOBDYHYZQGAFGBNYIEZDHL,United States of America,PolyOne,405006.0,,ONRFDISTZVQWABDPMHCNBKZBHTSQS,,R,Inazsvhoinjlygsewefsftfmflixrojuaqcdwbamqdhmnulaoacixzkdxk,3.0,f,7.0,NV,0.0,M,13.0,576.0,470067.0
Czv8760,vgcwibrsmkcgwnnbjfwzriumkt,,3M,91995.0,1-789-293-4725,Czvvnrtzvk,qmywoech,O,,4.0,,2.0,MA,3.0,S,,602.0,508011.0
UXU8761,atodnkkaalmmfjbnki,United States of America,BJ's Wholesale Club,428153.0,1-025-711-1036,UXURXFYWOGME,AMEJRXKXIQSP,R,Dnzlgklaejojmprfjqmvvgqazyardxhorckqdpbdrbdtgkdoen,5.0,,5.0,KY,2.0,U,7.0,316.0,24804.0
Nbh8762,Fnphtbiqfikmjeqfs,United States of America,Graham Packaging,473132.0,1-778-790-1252,Nbhtbunz,Rjwodsdlfnb,O,,5.0,F,0.0,AZ,4.0,,33.0,846.0,1616906.0
Pqx8763,FRUYLGWBKPSHXSCDWPNTTBTS,United States of America,Inergy Holdings,268626.0,1-371-384-7686,Pqxketqlvlgw,HDRAVSM,O,WZFZZPGZRUXNVTFBTOOZOZIUMTGHFPSHCL,4.0,,0.0,SC,0.0,M,9.0,409.0,2460167.0
Par8764,HEFXZDWPUXHVCD,United States of America,,111903.0,1-292-203-1887,Parasesbihlsskrgvdvnblsam,Umuijo,O,AXDSSEZNLHUVSFZTKPYYBGAHPURUMDLIAMBVIFRPFIPEORVDNENZAZ,3.0,f,4.0,IA,3.0,U,47.0,333.0,2049091.0
dao8765,Puapzughcazlyipmlvgcctvrpff,United States of America,Starwood Hotels & Resorts,251759.0,1-414-945-9431,daozlunskcpzhuizhhankeooc,Pougulqpvhx,O,Bxpcpqxxkpuwojxdxnuhspxx,4.0,,,MO,2.0,S,82.0,784.0,2372410.0
wfg8766,Ojlhwyqhxrncgjucxmvixwpmzg,United States of America,Limited Brands,245881.0,1-122-435-9340,wfgcqxajbonripbyxehk,ltkwrwrhab,O,Pcuolllzrfusagrffpunhogwaanhdpzk,4.0,F,8.0,SC,2.0,W,31.0,434.0,780423.0
ujb8767,TFPEAWHDWVKTDXHAURRISRY,United States of America,Wisconsin Energy,33743.0,1-564-905-6352,ujbzuu,Kblncdychhjj,R,FSRPODWBSPCDXQJCRMNUFCLJSHUUEZALPRBWPWKILUEISHOFP,0.0,F,0.0,Manitoba,0.0,M,61.0,593.0,2842676.0
kcg8768,soepmwddimnwwzlcszcvtr,Canada,Gap,244740.0,1-016-515-1634,kcgpxsbennn,Csexa,O,HVZOQRJAWPJDLRBQOEEEBOTMGOIMMNCLBPTQUDZVLAJFMLXOKCLTUMGUQDTY,0.0,,7.0,UT,3.0,M,94.0,699.0,61250.0
Rua8769,Gjsxbihrnkvxnbleqcthjv,United States of America,Symantec,91338.0,1-603-992-5597,Ruammxsqjpsrvuyxwztalwlqnjy,Jycbzt,R,Jccxlgzlvafv,,m,8.0,NE,5.0,D,13.0,617.0,1444032.0
Hfd8770,Jpnpiegxsprstwobnjujv,United States of America,Systemax,12146.0,1-614-843-1296,Hfdsvwopewbcwwr,Rxgcavauq,O,vcfhguaigzlvfbtmdchjjvlannikeiyllzcxtboliaflshkebbvfxkwwpzgc,0.0,,0.0,DE,1.0,U,60.0,816.0,3546515.0
Iat8771,mxdqgowhbrkbf,United States of America,State Farm Insurance Cos.,342885.0,1-050-164-6790,Iatfhcdehmaftayotchyi,TQASFBMGK,O,JPNKQTMFA,,,,FL,4.0,S,61.0,590.0,2968596.0
hkr8772,bjjankxxsnxfrxpzzcqqvptw,Canada,Genuine Parts,188582.0,1-030-843-9271,hkrnmlryqcairvmfszp,FEGOFGLPUKPO,O,Osecgty,0.0,B,4.0,Ontario,0.0,,70.0,363.0,1517575.0
Kpq8773,Medzvydycuyurdyftntjlycfo,United States of America,Weyerhaeuser,152258.0,1-013-090-3660,Kpqavhpekxwvvmxhyfzfcxuu,Itdrbldpk,O,,4.0,m,2.0,FL,3.0,U,7.0,673.0,2238810.0
Pip8774,VKVHCXRXCXKGZVHDWUMNKIX,Canada,Visteon,353406.0,1-768-390-4958,Pipjboeq,LRXRSGTKRYF,,Eyxzrspeywvzlkvzskvuvwkddyondnctkcuptwu,5.0,,0.0,AR,2.0,M,65.0,850.0,1052183.0
Imk8775,elkfdxglxvnwwpyspfeodklajfiz,United States of America,,332835.0,1-903-000-5528,Imkkldizwopwqyagdzxcrpefns,pbcwuu,R,Ekjmhbrshgolewxpyfooeounq,3.0,O,1.0,OR,3.0,U,25.0,519.0,
npe8776,Avglxkjcrvqwurwo,United States of America,Cytec Industries,124926.0,1-645-382-4840,npelyrmyljwvrlba,Hfgiiwqsbqik,O,GRJACZYIBOYDYNLOPSPVXWNARXDJGNMEUINTVKCRICTUOOP,0.0,,9.0,KS,2.0,S,6.0,815.0,1668793.0
lkw8777,Iwlysungnmmeragjnaa,United States of America,,208868.0,,lkwfzj,Eisigimr,O,vozbnzwxbkqwfagiwcdihkryseovctbkyjjndhsgr,3.0,M,3.0,AK,5.0,W,81.0,667.0,142942.0
Mjk8778,Akkxi,,Robert Half International,,1-346-153-1752,Mjkgsj,Vhpheivmp,U,ftuczetfnkseqprpixsucnqqhlxickhmcelfqtvpdsqedbhusengttcxh,4.0,,8.0,VT,5.0,W,80.0,412.0,164985.0
Ely8779,iqnmmmddqshyhrxyfyqgrllxrkftn,Canada,HNI,89314.0,1-653-698-4867,Elyyrckgswfyssixnayag,Hpdofbstxa,O,Rnuvzachxfgtdmlpoxcbidsmpmcuqqwefltyhelwueahitxwg,1.0,,10.0,NY,2.0,W,74.0,527.0,599928.0
gxu8780,Xbcheyhdmokwmxxedmzzpzugknui,Canada,Equifax,292601.0,1-038-184-5456,gxuylhfhbxxmqjwmnwrayd,ETKHODTMMUL,U,Tcharfxcwnorevmnnhnyfmakokaqmvpbvbncbjotgnnzlfgendjdlfsjihsutpyyuj,4.0,,2.0,NJ,5.0,S,72.0,832.0,860469.0
Oqm8781,ywiuafgyekxitzjbyhxinipqw,Canada,Legg Mason,397497.0,1-871-670-5488,Oqmicpepnccgeotseao,UGJYJDLLEL,O,Qerjeunbkymuiiplzlgvenfzktbnpkiuobnroarb,0.0,,9.0,AR,3.0,M,94.0,415.0,3890824.0
Ugs8782,Areojbrcixxodssb,United States of America,Regal-Beloit,419988.0,1-283-988-7562,Ugsdtavnulxwchmnpkwj,DGELFUAQ,O,jxmffpfuarkodhvq,0.0,,7.0,NV,5.0,D,47.0,701.0,592824.0
Hse8783,ntljtkhwuoranvdhpomb,United States of America,YRC Worldwide,399026.0,1-446-991-6318,Hsebvhmudnu,Awevmpruzm,R,Uehayrzdizrdlesxlxturncdjfza,4.0,m,2.0,IA,,M,29.0,375.0,
ayu8784,Lwahkosiz,United States of America,Discover Financial Services,352312.0,1-473-771-8095,ayuialkspgoxiiehwtrlsirstsneo,Nozlxj,O,Clljamynrfcnaqremabvgkyfvijdlvpclfgwddmygbbsftevtxfncuuftkyjekh,4.0,,4.0,WA,2.0,M,100.0,843.0,1956485.0
OTH8785,Ezplvgfnerpetwkqcyacnlii,United States of America,Scana,113724.0,,OTHMCTPFOPGUQEZKNQXAQWKJPOLU,dxzsa,R,lyperdoeiaverantbdnjwtjuawaiatwavkujblf,3.0,F,9.0,VT,1.0,S,5.0,773.0,1003386.0
Ukb8786,RSCSHVROYAYJCVMRZXGLXXOHOPAWJ,United States of America,HCC Insurance Holdings,232229.0,1-755-050-9077,Ukbsljzkmo,uweml,O,Zuqrzfoirfrmngytmuddneslzuxlwiwwkpggexgux,,,2.0,MS,5.0,U,85.0,559.0,2394905.0
nnb8787,Zydfdxicw,,,212669.0,1-029-872-8116,nnbsyjnrpgfkdbstmqsagtupdfiu,Qcfmzpqcad,O,Qriqvjyjvacpaoxqhvjqmlmaghmecqgoiufati,1.0,f,9.0,MS,5.0,W,36.0,492.0,1697166.0
ouu8788,Xlfzawx,United States of America,J.P. Morgan Chase & Co.,408077.0,1-164-270-4345,ouunjvfajbygtsbkk,guipxdiqh,O,VORTKMOGBAVHKMMAZZGQELZTRGCFBGQCCUFKQKJNDKMBSQJFSQIRDLZCFLETIWPFCQDKYPHK,4.0,,10.0,AL,4.0,M,26.0,489.0,2942461.0
qly8789,BBIMQNMXURKDBSLHRTTWCYTUOAZJAK,Canada,Wal-Mart Stores,495228.0,1-960-531-0131,qlyryeioulznfyjktizehpoa,Xwteomhi,O,ICLLUMPCSTHBHHZEIHLAUYEDZKZQWGXWUCNTFTUFXRLSNBNFYY,0.0,,10.0,MN,1.0,U,15.0,606.0,1345529.0
xem8790,Nvcjsogwoevmfmrxlaj,United States of America,Fortune Brands,289841.0,1-741-262-0272,xemrrll,Bzsqnphu,U,,0.0,F,3.0,NV,3.0,M,83.0,827.0,1018102.0
Pvr8791,jchfogoqzk,Canada,General Cable,50524.0,1-335-402-7008,Pvrlrzmdwfhmvwaiyp,Reoai,,RCUZFHOISFGTDNZEQSLODQZM,5.0,f,0.0,PA,1.0,S,57.0,,400955.0
Wup8792,MXRGEBURHGTNM,United States of America,Alliant Energy,486849.0,1-520-559-1258,Wupxm,pglurhgbclz,O,CTHLRVBAZLTVSTVSENNWLZXZEHFDJBDSWVRIBCWZPCKZYBEXWPCAHOCUIFSCFVGNMVJDOFIZPJRLMO,,m,7.0,FL,2.0,S,92.0,765.0,
Afr8793,ZRRTVCBTGXOYLINQRSALK,United States of America,Amerigroup,107488.0,1-988-200-9173,Afrcavttqbdh,rrvwjgopj,O,rmicbsnzycadhxhdukt,4.0,M,2.0,NY,3.0,S,10.0,727.0,635958.0
Rkn8794,Fdgyglskg,Canada,Dun & Bradstreet,31500.0,1-978-550-1390,Rknueqpiczvklmfectfnwlieynswxs,Rwwwkzrgxvbt,R,ovjcrstmuvxlgtsrflcjujbhxliaoxlrqbfcpzh,2.0,f,1.0,Nova Scotia,,M,60.0,812.0,3527138.0
Aal8795,Oqtjoueehwhx,United States of America,Belden,194574.0,1-053-536-5852,Aalblxrtnqpjvroji,fbecsl,,Nngodyliufqcyrmpachkjwghfbtptxbajthvsleswauueubtnddrsuipgx,1.0,f,3.0,OK,1.0,M,0.0,568.0,600221.0
YEQ8796,Feirdtuilxhux,United States of America,NYSE Euronext,284600.0,1-675-992-6592,YEQNFTNKEBKVCITDQVD,Bqngmpqyoqrl,O,Bmdbzrvxmwtqqbubqhdcwjpscmdqejsjnxbmncivviassxozweqmtr,4.0,m,10.0,NJ,2.0,M,62.0,443.0,1045356.0
Fet8797,Mvmjafijltsyijhmfkffvhuzrkbh,Canada,Hill-Rom Holdings,,1-363-702-4386,Fetpnzwtcuijftrgrzhcefvculm,bxvjgwv,U,MFBACOQURPKCDLMTIPYQITPXSVJQRQMYORSLSBHKJCSWKKXMEWSKHFNNJQXYFEJKRLUVXITMJITT,2.0,F,9.0,Newfoundland,5.0,M,41.0,,1287643.0
OVO8798,NRITVMDQKVOYOVBAMNX,United States of America,Exxon Mobil,123735.0,1-295-188-4893,OVOMSQRVWMKMSPNIN,qrfoiijk,O,Hpdltyaqpcsqnnle,2.0,M,9.0,MD,,M,86.0,382.0,452664.0
qeo8799,ETDXTGUCNDQCJ,Canada,U.S. Bancorp,175001.0,1-604-181-4298,qeohsmtkduvqkgrndnkefbst,Avlhlapsljs,O,vbpcucilvuiirbdlphyotokhoguagx,5.0,,3.0,NY,0.0,U,72.0,848.0,672519.0
Fje8800,Eemqnuempmpmpmuglrli,United States of America,Pioneer Natural Resources,169847.0,1-904-847-2559,Fjefkdsgwejnexbvixrbl,Dikzbnve,O,Icrdfdpwacwkdjbwuvvemguwapzrwyqezmbwhwmrzezwjaebivlfdiztcjocyyzfbzcyp,0.0,M,4.0,MT,5.0,W,11.0,415.0,3965416.0
RCT8801,Xsootmjsasdpcgtvamiirwlzo,United States of America,Hasbro,482260.0,1-679-466-7037,RCTGTMHQBVZU,,O,Zhzqw,4.0,,4.0,AZ,2.0,S,92.0,441.0,3693667.0
QUG8802,jjmekvronydouevbxmndnhzpwxbt,United States of America,,307845.0,1-735-339-0148,QUGZBKJZLICJNVZRAPRUNFZTMHVEHF,MBGRFRJWJP,R,huldqwosadspmrrthbfhivnxxaxhtbmbcyxawxvvkkpfoyhztn,0.0,f,9.0,AZ,3.0,D,45.0,,3334060.0
AXT8803,YCBLEOEGNSISXMRISDBM,United States of America,Hanover Insurance Group,465134.0,1-576-016-5815,AXTFAFKBGVVCWEGRP,Engsifiggj,O,oregdmrkopunjuqhhxgubutgrqqcqchouhkjmkpmubrrpqhhnswnuhrdxxrzj,4.0,m,1.0,MA,1.0,M,17.0,612.0,892329.0
Vbg8804,Uubiajmpdkwdkcwetjodfmth,Canada,WABCO Holdings,,1-933-749-3468,Vbgwcidjf,Kilvqvrtobrd,O,Xxjqfknvtwycsrnjwlghnvispjmmnuswfoputucceczdisnskg,2.0,,1.0,HI,1.0,W,20.0,755.0,505824.0
Nev8805,Tildrmgvqbivkoyduoeu,United States of America,Abercrombie & Fitch,466764.0,1-077-713-8445,Nevpvz,Oyoktfckizj,R,Sroadvozescaacdwqahoxpawbeepbfgtbajhhkugyhudxyamhcucjeioytlfendclomsphagwnxzs,5.0,,9.0,Ontario,3.0,M,72.0,633.0,1250465.0
Izv8806,OGXQR,United States of America,Sprint Nextel,87204.0,1-440-441-8161,Izvuhgnrz,Avyhyks,O,UDYPZQTNAXDZMMWEH,5.0,M,1.0,HI,5.0,M,90.0,804.0,2453681.0
Eqd8807,SPQZKWQEFOM,United States of America,Capital One Financial,386896.0,1-731-126-3686,Eqdcgkwejoqsberezujxxjie,rwgcmfjx,R,Creobxoaxllwdgmmqsygbtnzvaawqjuawqfcuinombghooqywhjsiuakbvhbpdpikdvj,2.0,,10.0,AZ,4.0,U,73.0,315.0,1287883.0
whl8808,Hewbrauklwf,United States of America,W.R. Grace,177867.0,1-177-877-2155,whljgoh,vxvuc,R,iluevnbwokduvtdzfphzoxgdrhyiexndnzuaveqgoxhvseyisvngmhsxmiaqcnxgecupupspaflv,4.0,,10.0,VT,,U,76.0,319.0,2133902.0
Gxw8809,Rdksilaeupsblyxtfridkuay,Canada,United Technologies,327380.0,1-707-709-5202,Gxwiz,Mwxjnmvttwz,O,mpxeelbezreenteukgdiatjdrxbshkmhqqrrgatotlhjrmukxuqgaalupryg,0.0,M,2.0,WY,2.0,,77.0,360.0,2316402.0
kxc8810,Tioiwvswmyjrdhckfbbl,Canada,Safeway,324515.0,1-865-088-3117,kxcecepgvkrqgsplesd,pspxeji,O,Zxwzrsjoetlarbnpmxnegwcqaspaebrqdwusses,0.0,,1.0,LA,3.0,D,49.0,521.0,3662808.0
ECB8811,Hfuimwepkcyfjo,Canada,Teradata,341637.0,1-559-178-7030,ECBJLGDZYEMNSSEZGZEYKGCGWEJNT,cjepjhyrxrp,O,jmmnknapwgtwlrdqredepkvdtilicijdekosxspbskovfeeuinspbtilwg,5.0,,7.0,NE,4.0,M,52.0,670.0,674247.0
Nnr8812,Jxsjfxtrvtasrovr,United States of America,Dr Pepper Snapple Group,90682.0,1-992-188-2825,Nnrcrdgvbwrhtcpzo,Jgrfgmztlsuo,O,cnkwshsyskoptsbwrsyqdxaqpjfpsbgledzchgynoki,2.0,M,10.0,DC,5.0,M,91.0,675.0,2407571.0
bjp8813,Vcsgfytpng,Canada,Sunoco,294173.0,1-442-589-1792,bjpelghltganlcwdvvlwhrsrevtxkr,Xcqhaiossrb,U,Iblkauwqrbospcbqqlhuumiskpvabxpajxhiggganppksugnbfkjrietugoeuqusf,3.0,f,,AZ,3.0,W,55.0,620.0,932686.0
Qgo8814,PIADCXXINNXFQUYLA,United States of America,Varian Medical Systems,261846.0,1-837-544-6203,Qgojolgicyuodobbhvucflmoogu,fcbrb,U,Tbhsjktmpqwlvrdbg,,f,1.0,Saskatchewan,5.0,M,27.0,728.0,3528491.0
Bhj8815,Qcsrex,Canada,FMC,283721.0,1-832-285-2423,Bhjgcrzfabkgc,csmgs,O,boifi,5.0,m,9.0,KS,5.0,M,90.0,325.0,3469849.0
Tpp8816,xelwwcwgvagxmrcc,United States of America,Cephalon,332475.0,1-504-633-7105,Tppqcneimhorn,qrtlitk,O,,5.0,f,9.0,NC,1.0,M,52.0,449.0,134602.0
ILN8817,OLGKNZHEMCHXSOQKXMXKPNJB,United States of America,Travelers Cos.,256195.0,1-718-081-8341,ILNMWQXHLQXNDJVSMABQST,HEAPJJOVXY,O,IBUXQSVDNC,3.0,,2.0,Nova Scotia,1.0,M,8.0,442.0,1009548.0
fxz8818,Mnlyemhpjxn,Canada,,346183.0,1-917-208-6881,fxzxhllfcmjzsbtz,ECVIBPUDQLFZ,O,Btcrondruhkgmvmvoqh,1.0,,10.0,SC,4.0,D,26.0,438.0,613207.0
IJF8819,Ybxiciilbczmstmmbondbruqrvfl,Canada,Merck,188073.0,1-016-473-4301,IJFEUIYNNMDZ,Uebreynew,O,lnuohdiuiiovbtzfbfkxvisayipfwhvsjzynmrpyhsdgfyhupllm,4.0,,1.0,NY,5.0,W,23.0,599.0,3575172.0
Pek8820,bgwfpufmkfqpogdqrcpinqnglcjwbd,United States of America,Hanover Insurance Group,61819.0,1-589-994-5888,Pekohakpzlcqdjftg,rwiqorgp,U,,1.0,,0.0,Ontario,1.0,M,58.0,439.0,1002929.0
ODD8821,Vcrxoldjgmse,United States of America,J.B. Hunt Transport Services,287230.0,1-150-172-2576,ODDYOLZANOCOBCPPPNTFFHDTKYXWTO,KRBJJZGHFCRE,O,XZRYHEWOIJKYDZHRBAHUURCVAJDWERAIMJDXAXBZ,2.0,f,,PA,3.0,M,43.0,384.0,1809515.0
PKI8822,Tborpfmhtbsbtesnuupfhb,United States of America,,372427.0,1-516-834-0316,PKIVXZXGOSHN,Wbogxrhgcvw,O,Kvoobjclhtwktvsrftlamahmiacstmodeure,3.0,F,7.0,LA,3.0,W,12.0,528.0,1393747.0
BPH8823,Oduybwav,United States of America,Harsco,135102.0,1-450-275-8208,BPHKSD,Ejajbqg,R,Eihnjoatjjrsipomyfcewodmnyflbwshumhgpykwbkmveubwgdddnvhuwt,3.0,F,10.0,ID,0.0,M,,723.0,224488.0
Vuj8824,QXXMAKAIPWYMCWLSCGOIVWF,United States of America,Rite Aid,,1-744-559-2873,Vujes,YQPKQM,U,kqkjcpiqnhuxglebnkpnmsnphkraaxiahnmlphyrsjppvxzodlcgsryqdjmzrmisqtnsmcfie,5.0,,9.0,UT,0.0,M,72.0,,3195528.0
tnm8825,Tipvcgntnf,Canada,Toro,277645.0,1-102-508-8300,tnmcgoyhpruhwehdztxqqfyftrngfe,XRMDHZVV,O,meaprauucsumtlbgzdcrhbdvxxzqywsxwjjsjmtbozrdntbynwakqwkkpkfupytzjxkabgvgqmzs,2.0,,8.0,WY,3.0,S,42.0,412.0,32649.0
oil8826,Mqeplqjgl,Canada,Oshkosh,91417.0,1-900-160-0452,oilwkzlprwkiscrlovai,NRICZSDGGK,O,CXGDUHVBGCUDNNUVJOIYRSRDS,1.0,,3.0,KS,5.0,D,100.0,509.0,638683.0
Hfc8827,Gfhblssimwqcsle,United States of America,Aventine Renewable Energy,159051.0,1-407-218-7411,Hfcyalynkdizhjerhbercm,RIIWQEMSV,O,CIBPCEINNTOPBAFDDV,1.0,m,9.0,UT,0.0,U,7.0,588.0,198051.0
lck8828,Hbhzlyub,United States of America,Anixter International,95432.0,1-512-473-3935,lcknfe,wpzujj,O,zwmmwbetclehykhznsvxamtrwrjmmgaotyy,1.0,M,10.0,KY,5.0,D,98.0,422.0,2244500.0
rab8829,xopegba,Canada,HCA,409493.0,1-863-960-8338,rabenkjxafcfc,NNSEDGNNZ,O,ogemgghjykcwugcb,3.0,,,NE,0.0,M,1.0,332.0,1187421.0
Xkx8830,Majltiytpouhbq,United States of America,Murphy Oil,62147.0,1-016-925-1898,Xkxzqkxwwmmosaarfmnbfbdobg,VJMUU,U,AXSTGBVM,1.0,,4.0,OR,,M,73.0,822.0,2565345.0
QCM8831,NDLUGJPELMJ,Canada,Target,357133.0,1-460-224-4181,QCMKCESXDTUWQHNGOAQGFL,Kreqsbrgimcj,O,NVLLJUMELLFRITAZQFEXXUMAQMNBBDGLFQOKEOBIVJWLBKSRNSIAUMCHIHMZQRENBFD,4.0,,7.0,OR,4.0,U,67.0,374.0,65012.0
Ocq8832,gpthscxwjfdzjijobnjqlsgbapeccg,Canada,Tesoro,413182.0,,Ocqsvjxafmdgukzzbaszb,ZEMLDACQ,U,Rjnqsipkwebfpgokrlvmpsqijddfxujfpltmyxtqmynymkxfjddhecdeutngwakembkawe,2.0,,8.0,NC,3.0,U,49.0,673.0,2396892.0
Kfq8833,Vsbolnwfpnieqtfzjbvqpik,United States of America,Target,259362.0,1-344-203-1694,Kfqdwzehnwkpzv,OUEIKGJ,R,Kwwxdctulpjxvmjgyrmvqofxfqstdxcacvuaemk,2.0,,0.0,ID,0.0,U,24.0,303.0,488832.0
Uhh8834,MSOJQOLXRXUOEBMRRVTWGBKMUZCCH,United States of America,Amerco,243301.0,1-117-175-0676,Uhhlzcuzqhcpfsqjjtnhfaskwb,,O,mjdgelhnvehtnoqvkixdmxagbfgwjuksur,3.0,M,7.0,RI,1.0,M,35.0,364.0,3645703.0
Mrr8835,SOZBJQLDREAYZZOKSHDBSEU,United States of America,,238343.0,1-286-501-0529,Mrrdjkztnkaxe,jijvi,O,Ngqipmzgowpqectrmdtgmweyovrgrngmt,4.0,,4.0,IN,4.0,W,70.0,,
OQB8836,Wjgixfhduoglvxlzrqr,United States of America,Ferrellgas Partners,43778.0,1-649-554-3066,OQBNNEEWKZSBOVC,cmnlvcgbncq,O,Npplofopgjtkvqcppkbtvb,0.0,f,10.0,WA,4.0,W,69.0,382.0,3225535.0
EUD8837,ogonemvybyd,United States of America,Computer Sciences,466040.0,1-407-337-5720,EUDVHPTHBYIMKCNZSBNRN,zujeloxei,O,QBZLOPARRDTGIAHNVQWUPYXPLWBSXAAHRLPLENJNBPGSDKIBIRFTHSDJHUMP,2.0,,5.0,OK,2.0,U,69.0,342.0,2167194.0
jcd8838,Asdzzdqybjuzrqlwr,United States of America,Coach,118398.0,1-077-203-4853,jcdlceotbdnychoufxuqvgulwq,Sfhwfxxmh,,MQQIZHYZCFMSVGZJWKURKGLEDM,1.0,,6.0,VA,3.0,D,58.0,437.0,941869.0
Syc8839,mlfmqwbwcxbkxvpmxm,Canada,,94054.0,1-484-629-5689,Sycgxvkcvevms,Dydxwez,R,Crzsuvodllefvkdiubflgpvhjyllkyzpwwijuxhcphpmm,5.0,M,5.0,VA,1.0,S,89.0,679.0,1490723.0
sho8840,Mggxvohnziyvywxbqknngxvqthwt,United States of America,Xcel Energy,16260.0,1-997-986-2865,shoiryhfdhdfqw,Brckpgivoim,,Yfzebjfmvmxehqwhmcfiarwrofgneixheklljdikfi,,m,2.0,DE,2.0,S,74.0,304.0,1653781.0
ybe8841,sstnhjchtudpmefuwzxenoushxwth,United States of America,Autodesk,497516.0,1-654-806-0353,ybemhexgfkcaauozsntrfacqrrcgr,Mvjxasjai,O,cqgajxwonexpmzwnpbzmexooftqcddf,1.0,m,4.0,VA,,U,3.0,755.0,3539106.0
Awy8842,jqccnfaotdfgylvzrvvztza,Canada,Fidelity National Information,219141.0,1-267-073-9280,Awycoahvxgilvtcbpmyfofhkhpk,XDTDGDBNHYST,O,lerdvmdlcnojlxdbbhzfzvuteknvuhjlsbfslzfhsospkslsjdhelqxuqjo,5.0,,5.0,Prince Edward Island,4.0,S,12.0,650.0,1449227.0
Lke8843,Pgitmqktimxvilsgdq,United States of America,Harsco,375282.0,1-978-405-2313,Lkelxisfmjfpdilcxqhm,zddno,O,AHJBVJVBWHQOTTOUJDTYEGWBBBGCOSKHILMHGJJMSGVMNHTDNAM,,,2.0,Quebec,3.0,M,64.0,643.0,1867516.0
apw8844,Oyqezoeuodvwbztlb,United States of America,Reynolds American,417355.0,1-909-799-1429,apwbitmfovcnxnqxrhcjdegoktezl,VESCUKFSTT,O,Tdvilbagcmyrdqavzujerhuquhblmnlojdqrjjnzuflflksplbthnp,3.0,m,10.0,Newfoundland,4.0,M,73.0,571.0,
Wrs8845,Nwurcyzhentdoilmtxsdgjxkrfvpe,United States of America,Nike,424316.0,1-440-127-2755,Wrskogmtxqruii,carcxlp,O,RTOTLRBUQPPJNB,2.0,m,10.0,MA,3.0,,79.0,848.0,2351975.0
WLN8846,IFRNZWKUTFGPIJRMIIX,,Activision Blizzard,467020.0,1-755-305-4980,WLNUFGEGJJOKOEFDHEHVKLWRRMH,Kcqczgmy,,,3.0,,4.0,KY,1.0,S,16.0,753.0,1587842.0
Cfz8847,dpuwwnpamqczucvhecjvyihxhd,United States of America,Union Pacific,26325.0,1-253-932-3146,Cfzqtt,Crftpp,O,yipkppzrnefvtdfyqeusrhpsnkvdecayvrffwkpydpvjejfqkttlmijzkphdfwwvolixydkpnlgvg,2.0,F,4.0,MN,0.0,M,27.0,390.0,1987514.0
Vvw8848,HHSESJJIKFNXPF,United States of America,Penn National Gaming,373028.0,1-638-215-2349,Vvwlibwhduysoqgzctepzubefa,Mapcsjng,O,cafgtdrghevupkomaleusrpaxatxfulockswmcinnwkykycpcxoninilbmsmebjblc,4.0,f,0.0,OR,2.0,U,30.0,654.0,265192.0
llc8849,Dwprvsyjr,Canada,Energy Future Holdings,427837.0,1-713-121-3708,llcwewbumwoldwdttwxhdrsxms,Ufybdme,O,Bzpchsaaplwikkaosy,3.0,F,7.0,ME,1.0,W,79.0,309.0,925881.0
