LastName,PostalCode,Gender,NetWorth,NumberCreditCards,NumberCars,Phone,CreditRating,AddressLine1,MiddleInitial,Country,OwnOrRentFlag,State,Income,City,MaritalStatus,Age,Employer,AddressLine2,AgencyID,NumberChildren,FirstName
Tvufeidp,Ksywoiwwnyp,,2999207.0,8.0,,1-436-996-6327,691.0,Kdrjxbfssxsvlcntlxrtsflpwfnnvxvjfrjrqmspyrsgqahwhwrsdpsodvuwvhfrghodgs,P,United States of America,R,IN,383084.0,Palmdale,S,,New York Times,Imbjbjyegnjjssdfepibxdtewxysqltrb,Tvu5034,,jeaxbpeyzlvapyucekiasferyhk
TREHRODWVMNGWUSKQSQRZ,DDXRTIJPH,M,,3.0,4.0,1-014-899-3881,357.0,Jyveesqewgxpdcijwgfefpousuivvniejmelififugc,J,United States of America,R,NC,12248.0,Lexington,U,3.0,Dresser-Rand Group,EAPZEXMPYCKQRVKNJFXWQBOWCJMILKPXHZKRXALCMBZMWPMJFUJMGXLVWGJXTWMGS,TRE5035,2.0,ikoilozucibzedpcbveecsxmpnjpgv
Iaqvgrblpigtkwxpkdijfnupddp,Tbchs,,2003035.0,1.0,4.0,1-330-609-5024,652.0,Dmaoujiksenxxiyxgwxdnedf,,United States of America,O,NJ,330534.0,Chicago,D,13.0,CMS Energy,JECQRRCFPYQEAIZLCRLABQJAOOYZ,Iaq5036,2.0,Xevlystcfiicinbjipdhq
TYWNAOWPJCOGDSITFQ,Taeepaeqmwcm,,3786706.0,9.0,2.0,1-069-881-0020,494.0,Jdijqpikhebmmihvhpxndhsuygdqzfeztpxyzyfxqmvutobtdaqqcpsut,W,United States of America,O,VT,37911.0,Inglewood,M,43.0,Comerica,Xpbtwtjwbrzjegxtssnscinotjwvkynoxeimngknazbxsohkxlu,TYW5037,4.0,Bclzwldkywpjwnaabzwscbydxnzfki
lvqsnrrvwj,DOBYBGTX,,3330767.0,9.0,3.0,1-991-543-9768,832.0,Xavlfgzjup,R,United States of America,O,FL,52613.0,Cleveland,W,16.0,AnnTaylor Stores,Xdhdlhumglrraqkjpgg,lvq5038,0.0,KEBQWFLNBYSOKVZHSCPIKPGV
Apmzrwjisdqozjymdwiznrtydmqyf,Rvzwdjqlduil,,3390087.0,3.0,1.0,1-769-153-8296,574.0,vouinmoovegjnlenkkttcnxacncotjkokqeflmlufkdcyigpmhzfzomgruqenkzgeji,,United States of America,O,SD,497214.0,Fayetteville,M,46.0,Rock-Tenn,ZHLTMYQEMOBXDUTKRFMBWNGSUYIOCSTTFVD,Apm5039,0.0,dwnzrezeujafxdgs
Rrjnfyndeexffnffoo,shdxbruift,M,3813089.0,6.0,2.0,1-516-611-2627,412.0,IZVXEFAAGIMDFYLCQUTZSLDOTDZQLBLXXPDNFMDSRDGCKMNEZFXCPPQJ,n,United States of America,O,MS,126199.0,Birmingham,S,44.0,RadioShack,QHYWMDUSUVZVJVQYRKJTQQLDRSEKPQQGWLEQNFYKNFPQXHRIXNKYTOCOYNMIAESTMVDLQDTKHJ,Rrj5040,0.0,Qtxlucfceownrnhzfagvx
CIXVXUQKYBTKUZKPSTLSU,kkqoiktvcj,M,2842588.0,10.0,3.0,1-919-041-5791,,Sgjbrwgzbseipyemgbckpoqtxnhnhhwqqxfph,,United States of America,U,KS,235355.0,Philadelphia,,22.0,Con-way,Jcrdsizooakdqnsheclfqbwpgnefjsdsjovoopnzmcbjrczajohidqtskegntmixffd,CIX5041,3.0,pooylsnhihqm
MSIFAWPCXAEKMUOVLGQIJZPKXIVH,QDVNVTDOX,F,2220192.0,0.0,1.0,1-258-771-3184,379.0,COZIZUOLFRFCWOFTSTTBOIUSBMMKAUBACBKFNNKOVJUKDWUCKOOMADVDLOECOOEWLCYKMUYYGF,K,,O,VA,483819.0,Oxnard,D,89.0,Amerco,Liabvakoasniphupdnwaxerlvxsjrzfahlm,MSI5042,2.0,Yerpkqtkzgmriuygecjq
sgusxexiedwiizbhpjohdaxlp,Bvazyr,f,277567.0,8.0,3.0,1-282-479-7455,652.0,Qbtejxpgafujotfispefihpdqqqdvbyecdqoogvw,,United States of America,O,IN,469945.0,Concord,M,85.0,Oneok,jomytatnwflbnwemdtjvslctjhtakgw,sgu5043,3.0,Srwwvuixhagj
xtpnwhuwgrxrigkjbpkif,oenncncmgee,,3320890.0,5.0,4.0,1-519-898-8095,849.0,Vsgopyqtntdbayzwoxewgcwaldeeualgphbpwdvaedalwpogdvdfstxfvopa,I,United States of America,O,KY,131250.0,Stamford,S,89.0,KB Home,Ijpxbyoqjjgacgvyqpsakiefkxaphbsdr,xtp5044,2.0,Ekxytovqavuzmguwhogovrfqpxp
Popsprghwu,Zqftenkuzwln,m,,4.0,2.0,1-734-422-1364,799.0,Bhbqowsyzkmmehyammoggzxesrjvsvqqvxrmjyzgrgjjkdecsqgpvciniancmxqrigypubbvhad,,United States of America,O,PA,480081.0,St. Catharines,U,80.0,CMS Energy,BRLOCGJUTWDETDPKENCVDJQQRGKBGWTSKIUYIHCWVHPUJ,Pop5045,4.0,ioccvzpjebmrohjz
Lrgcofctgwplwqdavsdxmdzoal,,F,528905.0,0.0,2.0,1-496-600-4789,304.0,Izicbukdhrqhqipgwbimosmhqcdrrkbbuofuz,,Canada,O,NH,356668.0,Lubbock,M,7.0,American Axle & Manufacturing,Xcdyepqcqorrdpibedjefqdmxcsodwlinz,Lrg5046,1.0,wjvadowpvydjlvphvbdszmsdhsbdj
Lndvdmpmfxetmxwgehhwefwcyqnyme,bugpj,,1625865.0,4.0,4.0,1-128-176-5729,,cxejsnhwvrqnyunaawidzeeafnqnnuiwkljxqikinavzynmpbsudwradwfoghnlnexycbnjgncwnmvwi,I,United States of America,O,FL,,Grand Rapids,M,11.0,Terra Industries,,Lnd5047,1.0,LMIEZAUHKXJ
Qaqhw,nkyfokd,,1242710.0,8.0,3.0,,809.0,Mosgkgmtosgvedbabulaolqhlbrg,w,United States of America,U,SD,289903.0,Philadelphia,S,52.0,Harman International Ind.,Olwoogylfsblhpigsgnnkxjsjwrgxhacbgxikeiejjwdxmnvmeqhoarltsamlvl,Qaq5048,5.0,jpnpmxcysoxyudjrspqvbc
iopwxxlkmovnmameapcpoirelemhwm,TNOXD,,19345.0,1.0,0.0,1-971-254-1206,361.0,JFHJPOELSKARGSFIGPBNCG,,United States of America,U,IA,58182.0,Warwick,M,67.0,Silgan Holdings,Bienmjueimlrysrbuxetwmnkdouidleziphzsdklzsfrhttzptdqjk,iop5049,0.0,Daxidfidmmmqhilcbg
Oxwrqxebprtjgnxucwimrmgdwjv,Uvuuxbxmptx,F,2910991.0,6.0,2.0,1-056-397-6577,639.0,Rmfbsjepxacfrrvylmqabgzpgifkycxeoxxgisergxvj,,United States of America,O,NJ,288019.0,Salem,W,10.0,AFLAC,voklviztwsx,Oxw5050,1.0,srmvdtnummj
ctzwgkvlxghlgwltfsckbk,pwomsm,F,541583.0,10.0,3.0,1-456-577-1481,540.0,qatqgmwjlwshrbaaefzzvrwwuua,,United States of America,O,VA,,Ontario,W,11.0,Kla-Tencor,Gtbdobnbljmkrpjcqtsvlwcuovknpgdroihgyisevtnheedsjwvyhrlkgjzbfzkmqd,ctz5051,1.0,Eucuhdiztdrpmwbxu
Rzemxzanmp,Ykcckubprvh,F,3117658.0,4.0,0.0,1-562-247-6547,692.0,Ishnotqlfletavnhavampazn,O,United States of America,R,New Brunswick,368577.0,Winston-Salem,M,75.0,CBS,hnzseoijfjcppltbrntjegknyqtarfdccefnonszjjndrluousilkmfruojwndwrgtydkwwaraprslb,Rze5052,2.0,RWAIFEOZPADKETDYUTUUFRDXQETCBW
TPLOPGQKL,TCCPGFB,f,294878.0,2.0,2.0,1-237-909-7149,376.0,bvmhrqrhouczsebfmtqdtdxvqacpoddklicuzpjxysxrlm,m,United States of America,O,CO,373399.0,Peoria,M,14.0,Yahoo,Lonqfsktpvllxmuxprvniknfkdki,TPL5053,1.0,SVSBAFNKTKVYB
Mbiudxcsfrhaaxxawrhpnkrpiktvst,Kzrcr,F,1282883.0,2.0,5.0,1-522-256-9799,328.0,Vzgpgzgf,n,United States of America,O,NV,207451.0,Waterbury,U,42.0,Interpublic Group,vutlqbzezptovewgzkamfkroefgf,Mbi5054,1.0,Ejvfakqfbu
Wuorcqjmjsqfvxzcqzh,Dcqgltxiyr,F,1519188.0,10.0,,1-502-036-1989,505.0,Bkxxblklzbmokacgyiygbrirjzjntewicvulxwpj,,United States of America,O,IA,312141.0,Lincoln,M,46.0,CACI International,MJBJTJTGXECXJYOOHIEU,Wuo5055,5.0,JHGAIWWJUHWXRJIRKJ
ylmthbhrfarvwwyovrorfpntfwfkhk,Sgouwqiayg,m,2540062.0,,2.0,1-203-042-2283,402.0,DXCIMQBHVRRMV,,United States of America,O,ME,24744.0,Huntington Beach,S,,MGM Mirage,Nmkkgiuikmydqjiwpuuakkhwymmweunstv,ylm5056,5.0,Inesnuwheamtogujhznndfp
Hxxumsoredptgfwgshjvujcoohxlbu,sshcrkl,,1771821.0,1.0,5.0,1-181-845-8307,355.0,MTRZEGVMTVWLFEMONUUCWBUGNRISESJOYIAVBIUFVETKSWFISQEQIUWPWSWPVYH,T,United States of America,U,Prince Edward Island,181479.0,Greensboro,M,90.0,NII Holdings,ZAZACKSNKTVUKKRLRQXOUVHJSIUQSNLMHDIYAMCZYPSOQXANFTFQKRJSWMXZKPPCIAKYHWCMFKXJNA,Hxx5057,3.0,jvjctskwepebvwvytu
rqrmlbcjqhn,Qmpfujraio,,1352843.0,0.0,4.0,1-565-865-2788,655.0,WDREUTOWJMBWCRH,W,United States of America,R,NC,,Omaha,U,63.0,Cincinnati Financial,xngartqtpiisvlldjwsqyqbmcgcsvkngojkrgijsxxglfcketqmnuxjcekpzeuwisldsijeg,rqr5058,2.0,Qbbudeclwsfqotslbekz
bmnlwsb,srmhvzfokv,F,3562584.0,1.0,3.0,1-731-262-9343,344.0,Iuiylxhfgqnbcuxrqnjqtrgtjtiirbtjajwv,,United States of America,O,NH,483477.0,Buffalo,S,61.0,Fifth Third Bancorp,Ypolmdjpzpxkxtibeadudpbnxocewzvhy,bmn5059,1.0,cnguwotctyfjxaqhnmadrblebuoo
DQMEULKZNGGDOKKXTW,rmhcrqbdlvn,,3484400.0,5.0,,1-599-905-3986,394.0,Itntiiigrtdiqctgbzmnsyftwngcnug,R,United States of America,O,MT,114386.0,Fayetteville,M,21.0,Exelon,ccewrqfkxhaeifcolvgvgjtqddejpealivedksopvermavcsbazqwmapwf,DQM5060,4.0,Brbaxizghacnwlwkwjr
amozdpdsvjljhwledfuxsdz,IZWMFBR,,3521230.0,7.0,4.0,1-598-180-5175,759.0,EEHEILVXNMVOXTIMBLFHWKWRHXZNLLEYKDBJUXWWGXPPIRKDLYWQPB,I,United States of America,O,MO,256596.0,Tacoma,D,27.0,Equity Residential,ldhbtptpmwhfjuyel,amo5061,2.0,ptrlxjxocjyvdqgxlljmjfxnczmem
Vxjzb,lvhnfndcjds,,2212317.0,1.0,1.0,1-598-165-7580,,NCZAEZNS,,United States of America,O,MT,34982.0,Paterson,,33.0,Sherwin-Williams,glknmiokzhyjqenzytlpltxzpvoppiky,Vxj5062,1.0,Gqatvmvmjtxwn
MMKSLFXCZNPZRCSCSCFHIY,PNTCWGEMUXVA,F,2117414.0,5.0,5.0,1-373-659-3123,787.0,Bamniwetrzsrvghhjzqipdrvcs,M,United States of America,O,MI,285334.0,Frederick,U,21.0,General Motors,Duivmkqjvcy,MMK5063,5.0,Ftsdovpj
Cyacrygfx,Nwpojw,M,811293.0,7.0,5.0,1-258-396-8230,334.0,Snpbfxjdqafwbtrfmidmsbcebcynwuudabzrapbcn,F,United States of America,O,AK,191497.0,Fairbanks,M,84.0,Land O'Lakes,endiygyixpsgnf,Cya5064,0.0,Dcjuejlzoyfrhasshavqh
wpdyvopuhngbpnexiaq,Tzftvhxr,M,86947.0,6.0,3.0,1-265-865-3875,724.0,Rmlecebb,E,United States of America,O,CT,31538.0,Pembroke Pines,U,7.0,NuStar Energy,Iarsbhuvqdkkkjixyixjnfdmtjugevximycdcbtklnprudgeqipsksmobr,wpd5065,4.0,Gvugvoxvgggoufsehkiipzaefbe
Fabpkvibq,xoclbydp,,3725355.0,1.0,3.0,1-101-517-0580,351.0,,,United States of America,O,GA,33653.0,Little Rock,W,32.0,Spectra Energy,Ptlzyfdykcft,Fab5066,5.0,BTGQB
eiiyhxwgcbgjimlzfweznqiikvw,ibwqb,,,2.0,2.0,1-432-754-5554,363.0,PNFVAAJTLQMJUSLMGLXSUFNEISHRAOB,,United States of America,O,TX,234234.0,Yonkers,M,76.0,Spectra Energy,Gwkkdmbc,eii5067,1.0,Ehtyqvhclvwh
Oathpgpumnhqpxlp,ypvtbevcgdvn,,1883188.0,5.0,1.0,1-086-238-4171,,dbvcuqaanvckrmfsofigjceabnhtqlmfhljzxitfnngjcpcqadjbikgquow,F,United States of America,R,WI,77053.0,Stockton,D,52.0,Sears Holdings,eljllv,Oat5068,4.0,GOITLDSPJFJNSPF
XCOIXSKBEYERRQKEBTOWP,qkmeglakqup,F,3026931.0,9.0,1.0,1-497-049-5071,333.0,tqfqmdvuftpqkbwhhnozzjjdgrsotphyh,,United States of America,O,Saskatchewan,,Philadelphia,W,12.0,Western Digital,Ekiexeoqpuscwiswbjcpqrvuujidsxftmhybmyf,XCO5069,1.0,OGKIALHMOASGEUDAPPDHDPLFZIHUBX
Ooixsrufmeaonqdziaqyk,EMGPRLTQKJ,,3845880.0,3.0,3.0,1-172-114-6303,357.0,Nliftupyjeqeuybamhrjfceaagjbuzygfposnxjfruandpcrrliimnyagurldgvajdndhb,e,United States of America,U,ME,111567.0,Milwaukee,S,6.0,General Dynamics,tyxmopbqgnxwukaje,Ooi5070,0.0,Pfjmqgvi
mdfmicpsbxyvbggczbitniihedrzbs,KADMMVBAETN,M,1988506.0,,1.0,1-016-307-2268,437.0,DMKLVGNYYDHHQLBBWZNRSKTWTFEJITBQPDROSEERWJVSSNGIBGA,d,,O,OR,405727.0,Charlotte,S,13.0,MGIC Investment,Zulbddlgwycepcewlzifrtizqhseqzkvxqbzrczwsebsgkauggzxbqdaumb,mdf5071,5.0,Cxhckrrfmwjjnvmsvsoajukqj
Chzckqhqfbkafb,Taucdsdcsifx,,3397851.0,7.0,3.0,1-413-273-3904,595.0,Mleiyvujop,,United States of America,O,NV,421017.0,Escondido,M,69.0,Genzyme,IDXZAYIKDGVOKDVPWWUCZUQEBWWNI,Chz5072,0.0,Cmltnmsjt
Hnlnlzgadhmfwwgptrdktrzgbf,dgkjvzgkg,M,2645367.0,8.0,5.0,1-669-757-6747,848.0,Nvhdavrubspkpqtgahxwclvcy,,United States of America,O,Saskatchewan,387409.0,Inglewood,W,67.0,R.H. Donnelley,HUCKNFMKAVMRIRZ,Hnl5073,0.0,Kcfrmajcdfbijvmy
VMLXRKKO,xocflegom,,,0.0,0.0,1-919-485-7356,744.0,Iwkfcqsyrmikqlyrnrhlxtvrrpg,a,United States of America,O,NY,70219.0,Chattanooga,D,34.0,Sentry Insurance Group,Ablpbxxkxkdzirsuhjzlbgvbdiyaimehmuprmkxojfyjolljqhjwlsbzzcebhonxcoiuqgcbrxbunu,VML5074,0.0,OEOXNVAYYSWYPRMQXXTRCZAX
taoklzsc,MUACMMYFUV,,2665160.0,10.0,4.0,1-429-637-4895,447.0,FPNVJDLOTDEONXWGMWQDFKJACRFHEWY,B,United States of America,O,ND,,Hollywood,M,96.0,Anadarko Petroleum,FCGRLPJGOMUEQYRRZKXHMIPPPMNJBVLHRBFDDQCZGZJFNHTHRXFPPLFRSWIVFCAQCIEHODKHJYISXEKY,tao5075,5.0,Zgfqbyjnbidv
Lpbhdhhelbbznxhlxfffarpft,,,787516.0,8.0,0.0,1-516-281-9323,601.0,xpduplotvbtvcggmzplauxcjucrvfvhgpv,E,Canada,O,MS,300782.0,Indianapolis,U,23.0,Lam Research,miswwkrrktskaeqsbprbxrlhybfq,Lpb5076,4.0,Inezhbppwheqfcvjf
WSXNLOIMOSKRAMXZDQEH,Fvhznwo,,3353658.0,9.0,3.0,1-486-136-5744,424.0,Eakuzdyubbckyiaxgaokpkrnlnmvcfljcyjrqsjjyyexqcazortqumhijteniivtxeafjhrgaxqmlgya,A,United States of America,,Prince Edward Island,92539.0,Torrance,M,47.0,Invacare,Bijogwmermjaociqoqjkugrzcmhagp,WSX5077,4.0,SISHQRJMLDIIHBXKGLBLV
Eerqcefcayq,bctswlypccug,,1371890.0,10.0,3.0,1-792-394-7844,640.0,KBHTYTPHNINRKXKCVAFYJWANGGBGJGGMIMWRYHQMNFLNBKGJVHTJUCKAZ,,Canada,O,New Brunswick,303791.0,Winston-Salem,,69.0,Spartan Stores,Lqahvequypcyphrxjtzvfocopvlexdoo,Eer5078,5.0,Klvuhoymkcs
Olftqtcbfjxgsdxngjnpmrbanslvxt,Uiflxgm,,1005901.0,,1.0,1-379-309-2510,388.0,wmxkqonqfnbdasopupyokbeerrwzehww,,United States of America,R,DC,145880.0,Rancho Cucamonga,M,15.0,Texas Instruments,csqkgsbythhjllkvhmkidndilwioonnfsiaknbdkbhhqxnxct,Olf5079,3.0,Lfpysif
Zelxaggecrgbhdpauctelkzgcihk,Xmclusn,,3928770.0,2.0,2.0,1-447-782-5089,312.0,npltnbeniwxkjmfbjwbmggtyshugynqkbauvqyepkf,,Canada,O,OR,312884.0,Saint John,U,2.0,Boise,Ovtjffzayevadexggakkshpwuuwhkpzhlzjbpiccmlgiyrpksvsgzrgxj,Zel5080,4.0,Nuqgtwq
Leqfozjbitkvtgsfpbdjvjjen,apaubyupbiib,,3219055.0,10.0,5.0,1-619-509-3702,710.0,Mqihjomyyzmnstzjxtdkkuctovsbjaeksrxtmhhxidfmgfsupfourmxjxmzduxwihsrbwwckulrj,Y,United States of America,R,OR,421641.0,London,W,,Illinois Tool Works,zbjodjwvmbkwbqvqtculhnwkehlr,Leq5081,4.0,QRLYRKZHPYZNVQXKHMJC
cbfxfatq,VVJDSYBEYRXT,F,,,5.0,1-076-743-3548,562.0,Pmwjjfhggrwyoafjxnvmfgvzyfleofl,X,United States of America,O,NV,142190.0,Edmonton,W,36.0,Liberty Media,,cbf5082,0.0,HRDFNJRXUKO
Jfudsdfbusnsj,Dintqp,,3920912.0,1.0,2.0,1-974-731-8603,514.0,iooskpyhnq,,Canada,U,Newfoundland,409427.0,Phoenix,M,44.0,Beacon Roofing Supply,Boujbsobsoqknyzepbkdvwqmthyulumqrejkgmwuqxszmmrcllhwacebeoksigpzr,Jfu5083,3.0,rttgosa
Dbhlzrmpwmlrhdbkjfws,LSUMMCH,F,1011927.0,5.0,0.0,1-459-947-0516,,AELEILKDXOCOVSVKJSNSJXALYEAJXATPICGZQQJZJRDFSBOU,Q,United States of America,O,KY,196626.0,Burlington,M,,Lexmark International,icqregsykggvutwmwrattqpcbuyuwrhsakwksxfndapyrxfwcdurd,Dbh5084,2.0,ffbxfrilkcjrrxkye
kbhcgdfwvb,Sulfxr,M,2998784.0,10.0,2.0,1-321-963-1898,746.0,OCQIH,,United States of America,R,FL,236778.0,Grand Rapids,U,94.0,Sun Healthcare Group,Ehzcvcuubsmsexeuuhw,kbh5085,0.0,Eivxzrnuznbhxhxpwgbkulifojmg
yejdshzhlrfwxxcaalsz,Rjfumwfbjtn,,3888160.0,9.0,5.0,1-394-931-0670,333.0,Kctrhugbwukqqdogscpoedqnfgkivdclqsopotmsfnxiyddoqsza,F,United States of America,R,CA,114595.0,Syracuse,D,63.0,Supervalu,dqhqdkgxyfmqkqpxdtbcevnmihijrjorzzglpaasdmtmtnmtxrrlzjntkeshwfscaufglqldlbj,yej5086,0.0,ellvquoglbjd
cbdtouuttvyprkrtklgi,Oncuvmt,M,291650.0,2.0,3.0,1-693-221-2440,,GEMLOTTBXJVICEDLETYMPHRSCAJTJIXKOIAUMIU,,United States of America,,SC,,Salt Lake City,U,23.0,Interactive Brokers Group,Ddwkxkvkwsubimfkwr,cbd5087,0.0,Dehusjgvkynuoszabpicwj
icwgsjflbcqxtxp,Lojwidpdk,f,1037634.0,2.0,3.0,1-552-402-4406,470.0,Lhhnworkieftkdxuvyojlclcacxrdpmzhvpgmovrmnxrjbiumciagbpcysauxrlanspjhz,,United States of America,O,IL,184053.0,Miami,M,85.0,Clorox,Ncehphlaadjvhbubpummpikzqjqxgmtppafutxhcegndaulzvzwpqbjqkvp,icw5088,4.0,hjbbghlkqia
Frbfwrylkkrjxokcrjsod,XMTBCCNEHMT,M,1031581.0,8.0,2.0,1-885-828-9947,730.0,ottpjuenqeldszislgwqecvcjgkgfaseqtyfklvskktximfp,J,United States of America,O,AZ,435374.0,Allentown,W,13.0,,Jrjjiqsqqzzncwjcntsbuufnbyydokpktilavzzlaxzknaultgtyqzquvfojbafecvjehlbztjpwzhde,Frb5089,3.0,uvmomatjkco
CUXQZ,Xtadojjk,,2192421.0,0.0,5.0,1-398-077-2256,847.0,Unincxsfjwexdharmoclckpuznsjslnyglullqgzqdekqzirmcccitpjpfakwmw,g,United States of America,O,WY,481448.0,Richmond,S,29.0,Pinnacle West Capital,Cdwktfofvbkl,CUX5090,1.0,Cepunpxzgyvxqpxrorov
ihlszngbddfqhwqlucbzmbonknsdv,GJBNLPQ,,297796.0,7.0,4.0,1-529-843-9741,628.0,,,United States of America,O,OH,65151.0,Brownsville,M,61.0,Cintas,Iscqvjowgookocbregdurxl,ihl5091,,Mkovtgxbxetvhkr
gsiicsslwxykorosormjliarsfvuyk,LNFHZCWVQRK,,3993975.0,,5.0,1-238-201-2879,466.0,Oxydwdtnlpanvmucybjozvgt,a,United States of America,U,British Columbia,251866.0,San Jose,S,57.0,Travelers Cos.,oeyziiehvarcdznzcpzocjbanngjqsjxzzaoeokgqxiyookvqytmlhtwvajhqrbnkae,gsi5092,5.0,Mghkonkrpwgkcrpvu
VKALTLJETMDWFA,Hmpbqeqez,,3241010.0,6.0,1.0,1-706-159-7814,814.0,,M,,O,NV,415797.0,Chattanooga,S,60.0,Georgia Gulf,Kzancrpffmsdbqa,VKA5093,4.0,Seijnk
Wodvskwsdnmioymqhypmcy,rqvxhahbp,f,3986573.0,4.0,0.0,1-200-224-0506,473.0,Otgkal,,United States of America,R,Manitoba,99418.0,Cincinnati,S,50.0,Lennox International,XTJBSCAILOR,Wod5094,2.0,VZLYXSAKNWXDSJMNADDDGSEGPDKJGR
ILASFLQEZLUGMNKBIIO,BCMVNLV,f,2014688.0,10.0,5.0,1-042-176-4026,677.0,Uqjistcxsgbonsuoymtrxsxtzc,,United States of America,R,RI,386724.0,Charlotte,M,58.0,Expeditors International,YEPQXRTGRZRUOQCJVBMUIHNDPBBPVKW,ILA5095,1.0,Txhxregslbnhrtdkedecvrsdjhpx
GLVTFIWWXPWUDTQLSGQMZJ,Lgkifp,f,2940453.0,4.0,4.0,1-517-772-7561,806.0,TLKANTZCMBALLJYAADGBUIZOKBTWUXOCLCTMMZUGUEEUBVWUXGNOZCGULRLNECTCITCGKAQS,d,Canada,R,ID,31710.0,Vancouver,M,36.0,Fleetwood Enterprises,,GLV5096,4.0,Uwbndpib
Zppktwvbytxabexobwjysdjx,HQDSNKOXHHFD,,3406918.0,10.0,5.0,1-991-496-5140,815.0,ANDCYSADNHYNHLXGMXDUMUYRAQE,g,United States of America,,Manitoba,444209.0,Wilmington,S,50.0,Energy Future Holdings,bnylqtkoklrslspouowfjxopikwyqcnhjujclktxfmrajfqscekucrpjtwfo,Zpp5097,0.0,Nfdriptjiieqmtopvihazywrchp
Ostooysyoktxdllibsi,naufhmrgr,m,482128.0,3.0,4.0,1-692-958-2225,373.0,YOWOXDYTLXWAKTGJPXLKKFVEW,V,United States of America,O,AL,482124.0,Greensboro,D,38.0,R.R. Donnelley & Sons,qrgujawovrbtwsinnqkzadfohwmfckzakolgiumcnjycflaivajeellrcyrdeotm,Ost5098,3.0,azeoqjxxxgstvkzvoqddqnyqqxsfi
Ltrtyomnl,snvzg,,1616038.0,7.0,4.0,1-530-130-0384,616.0,,U,United States of America,O,MA,25999.0,Mesa,S,14.0,Sherwin-Williams,ioohtuewizuabseujsvxrhdjjuhlxmvkmgn,Ltr5099,3.0,Dsmytpvdsoctahaclvpg
HODINDDZHVRLXGB,Xuyrjh,M,52861.0,8.0,0.0,1-705-703-6204,613.0,Mhnmmfgoqfwwunvfjzwgtgsjhichjxojcpuz,O,United States of America,O,KY,271280.0,San Bernardino,M,35.0,Jack in the Box,pacokzyubogrhacnulhoetjzzuxgtudkparuapueyjrcosvlqq,HOD5100,2.0,MNPDSMAWHLEHPX
Ywdqxdcgtmdafbqihcm,Dgkndgtseb,,3808078.0,8.0,4.0,1-985-222-7313,684.0,,o,United States of America,O,Prince Edward Island,181447.0,Columbus,M,41.0,Tyson Foods,eolqlviqxrpkbvjpkwqcvbdprfcobexhyxcptecyvhtiqnlsgdaqvyeetovrrhgumyoqdwgiokpiklgx,Ywd5101,1.0,iidhemifwuvbjphaxghgvbhnkg
fnxwve,Ubmxlb,m,2804142.0,7.0,1.0,1-274-571-4111,366.0,Meitkqcgumfksxkgbvjyasotlrpkdw,N,United States of America,O,WY,136464.0,Bellevue,M,75.0,Leggett & Platt,Fjxvwhrxwlpehgrlbbnpfgxldqvrfwyykjleozxmfgbxvooqypxpkybfxmeij,fnx5102,3.0,lawixpcmolzxjjaiz
kwkwnuroawkewux,Inoaw,M,,6.0,3.0,1-435-252-6867,689.0,epnbpuqxlgpegxrbbgnbwsqxrucbprxqotkpurun,q,United States of America,,MA,471679.0,Lancaster,M,29.0,Western & Southern Financial,Aqnqpihtdxzsbypwfsrpkupgakjwvvtiaaqntyuvxtphtvhoswyowgakb,kwk5103,5.0,Uojpoqk
Goxnrtlrsjzruneyzn,,M,100416.0,2.0,3.0,1-414-657-0051,340.0,RZGPUODNBXQAUWOWAMKPXCLUWOHBNHCWZGAQJGAIRXD,l,United States of America,O,DC,341244.0,Lafayette,U,49.0,Visteon,zoyrtbnggrgnjxhvihqrozxryqausqbufbmznnlyoepdbclhsb,Gox5104,1.0,egrllqhdfyzouwdssovuwymh
Vnhyw,Impbabvkne,F,1233553.0,10.0,1.0,1-935-676-2738,816.0,ekcsdgqgekgyjvmlxzpofduvemzhtrpmwockswthxcegkbmsllufoohvknhcamvfgn,b,United States of America,O,SD,230890.0,Tucson,M,61.0,Sun Microsystems,Nasfelxwacoofmdtrtczebsjtlccndgikxcabyjpovypp,Vnh5105,0.0,Tnskzryphcjyerursbcgojiump
OQGHMVMFNOTOBPYWMTK,guydxcwdorrn,,1142899.0,7.0,5.0,1-560-401-0641,,EYJGKZDJHIJYZVRSOTADPKCC,,Canada,O,MO,208063.0,Anaheim,S,99.0,,Jgldszgzeznkjvazdemqgowaassbwvovrqqtwmfpmensdikjrldshgzhrnoqlqxflpvuirszaxkzxhg,OQG5106,2.0,Ickitcfgeuntxnnpcyfnohyu
VVYAGASUAOLAFQZONYRDIUR,Dtklhx,,2668697.0,2.0,4.0,1-679-382-8204,495.0,,,United States of America,O,MD,,Quebec,M,45.0,Select Medical Holdings,Dinvwiblvpbxkb,VVY5107,0.0,Myhurzhzluimolrk
Cpcgscoeepzijoufc,jikelywmlzpe,,3673357.0,3.0,0.0,1-925-385-6152,832.0,Dspulwkuefeuhgigoegkcowmhmoiqwccsggemsemlfhhtikoqyhhqxwg,R,United States of America,R,MN,121135.0,San Diego,M,,Target,masondsuphvckechs,Cpc5108,4.0,xpcerngw
IJARKFDRZSWIIP,Puwcbskzes,F,231816.0,4.0,0.0,1-054-584-3852,660.0,JMNGAAOVKRFMYAZGVDWAYVFC,,United States of America,O,OH,275132.0,Birmingham,M,33.0,Illinois Tool Works,wpobrfvtvboepogdbkssthubgmlmkpvvhdvq,IJA5109,5.0,nafcthdlog
