indirizzo_id,indirizzo2,indirizzo,attivo,negozio_id,distretto,email,telefono,cognome,città_id,nome,data_creazione,codice_postale,cliente_id
338,,431 Székesfehérvár Avenue,1,2,Baki,ANDREW.PURDY@sakilacustomer.org,119501405123,PURDY,48,ANDREW,2006-02-14 22:04:37,57828,333
339,,503 Sogamoso Loop,1,2,Sumqayit,RAYMOND.MCWHORTER@sakilacustomer.org,834626715837,MCWHORTER,505,RAYMOND,2006-02-14 22:04:37,49812,334
340,,507 Smolensk Loop,1,1,Sousse,GREGORY.MAULDIN@sakilacustomer.org,80303246192,MAULDIN,492,GREGORY,2006-02-14 22:04:37,22971,335
341,,1920 Weifang Avenue,1,1,Uttar Pradesh,JOSHUA.MARK@sakilacustomer.org,869507847714,MARK,427,JOSHUA,2006-02-14 22:04:37,15643,336
342,,124 al-Manama Way,1,1,Hiroshima,JERRY.JORDON@sakilacustomer.org,647899404952,JORDON,382,JERRY,2006-02-14 22:04:37,52368,337
343,,1443 Mardan Street,1,1,Western Cape,DENNIS.GILMAN@sakilacustomer.org,231383037471,GILMAN,392,DENNIS,2006-02-14 22:04:37,31483,338
344,,1909 Benguela Lane,1,2,Henan,WALTER.PERRYMAN@sakilacustomer.org,624138001031,PERRYMAN,581,WALTER,2006-02-14 22:04:37,19913,339
345,,68 Ponce Parkway,1,1,Hanoi,PATRICK.NEWSOM@sakilacustomer.org,870635127812,NEWSOM,201,PATRICK,2006-02-14 22:04:37,85926,340
346,,1217 Konotop Avenue,1,1,Gelderland,PETER.MENARD@sakilacustomer.org,718917251754,MENARD,151,PETER,2006-02-14 22:04:37,504,341
347,,1293 Nam Dinh Way,1,1,Roraima,HAROLD.MARTINO@sakilacustomer.org,697656479977,MARTINO,84,HAROLD,2006-02-14 22:04:37,71583,342
348,,785 Vaduz Street,1,1,Baja California,DOUGLAS.GRAF@sakilacustomer.org,895616862749,GRAF,335,DOUGLAS,2006-02-14 22:04:37,36170,343
349,,1516 Escobar Drive,1,1,Tongatapu,HENRY.BILLINGSLEY@sakilacustomer.org,64536069371,BILLINGSLEY,370,HENRY,2006-02-14 22:04:37,46069,344
350,,1628 Nagareyama Lane,1,1,Central,CARL.ARTIS@sakilacustomer.org,20064292617,ARTIS,453,CARL,2006-02-14 22:04:37,60079,345
351,,1157 Nyeri Loop,1,1,Adygea,ARTHUR.SIMPKINS@sakilacustomer.org,262744791493,SIMPKINS,320,ARTHUR,2006-02-14 22:04:37,56380,346
352,,1673 Tangail Drive,1,2,Daugavpils,RYAN.SALISBURY@sakilacustomer.org,627924259271,SALISBURY,137,RYAN,2006-02-14 22:04:37,26857,347
353,,381 Kabul Way,1,2,Taipei,ROGER.QUINTANILLA@sakilacustomer.org,55477302294,QUINTANILLA,209,ROGER,2006-02-14 22:04:37,87272,348
354,,953 Hodeida Street,1,2,Southern Tagalog,JOE.GILLILAND@sakilacustomer.org,53912826864,GILLILAND,221,JOE,2006-02-14 22:04:37,18841,349
355,,469 Nakhon Sawan Street,1,1,Tuvassia,JUAN.FRALEY@sakilacustomer.org,689199636560,FRALEY,531,JUAN,2006-02-14 22:04:37,58866,350
356,,1378 Beira Loop,1,1,Krasnojarsk,JACK.FOUST@sakilacustomer.org,840957664136,FOUST,597,JACK,2006-02-14 22:04:37,40792,351
357,,1641 Changhwa Place,1,1,Nord-Ouest,ALBERT.CROUSE@sakilacustomer.org,256546485220,CROUSE,52,ALBERT,2006-02-14 22:04:37,37636,352
358,,1698 Southport Loop,1,1,Hidalgo,JONATHAN.SCARBOROUGH@sakilacustomer.org,754358349853,SCARBOROUGH,393,JONATHAN,2006-02-14 22:04:37,49009,353
359,,519 Nyeri Manor,1,2,São Paulo,JUSTIN.NGO@sakilacustomer.org,764680915323,NGO,461,JUSTIN,2006-02-14 22:04:37,37650,354
360,,619 Huánuco Avenue,1,2,Shimane,TERRY.GRISSOM@sakilacustomer.org,142596392389,GRISSOM,331,TERRY,2006-02-14 22:04:37,81508,355
361,,45 Aparecida de Goiânia Place,1,2,Madhya Pradesh,GERALD.FULTZ@sakilacustomer.org,650496654258,FULTZ,464,GERALD,2006-02-14 22:04:37,7431,356
362,,482 Kowloon and New Kowloon Manor,1,1,Bratislava,KEITH.RICO@sakilacustomer.org,738968474939,RICO,90,KEITH,2006-02-14 22:04:37,97056,357
363,,604 Bern Place,1,2,Jharkhand,SAMUEL.MARLOW@sakilacustomer.org,620719383725,MARLOW,429,SAMUEL,2006-02-14 22:04:37,5373,358
364,,1623 Kingstown Drive,1,2,Buenos Aires,WILLIE.MARKHAM@sakilacustomer.org,296394569728,MARKHAM,20,WILLIE,2006-02-14 22:04:37,91299,359
365,,1009 Zanzibar Lane,1,2,Arecibo,RALPH.MADRIGAL@sakilacustomer.org,102396298916,MADRIGAL,32,RALPH,2006-02-14 22:04:37,64875,360
366,,114 Jalib al-Shuyukh Manor,1,2,Centre,LAWRENCE.LAWTON@sakilacustomer.org,845378657301,LAWTON,585,LAWRENCE,2006-02-14 22:04:37,60440,361
367,,1163 London Parkway,1,1,Par,NICHOLAS.BARFIELD@sakilacustomer.org,675120358494,BARFIELD,66,NICHOLAS,2006-02-14 22:04:37,6066,362
368,,1658 Jastrzebie-Zdrój Loop,1,2,Central,ROY.WHITING@sakilacustomer.org,568367775448,WHITING,372,ROY,2006-02-14 22:04:37,96584,363
369,,817 Laredo Avenue,1,1,Jalisco,BENJAMIN.VARNEY@sakilacustomer.org,151249681135,VARNEY,188,BENJAMIN,2006-02-14 22:04:37,77449,364
370,,1565 Tangail Manor,1,2,Okinawa,BRUCE.SCHWARZ@sakilacustomer.org,634445428822,SCHWARZ,377,BRUCE,2006-02-14 22:04:37,45750,365
371,,1912 Emeishan Drive,1,1,Balikesir,BRANDON.HUEY@sakilacustomer.org,99883471275,HUEY,50,BRANDON,2006-02-14 22:04:37,33050,366
372,,230 Urawa Drive,1,1,Andhra Pradesh,ADAM.GOOCH@sakilacustomer.org,166898395731,GOOCH,8,ADAM,2006-02-14 22:04:37,2738,367
373,,1922 Miraj Way,0,1,Esfahan,HARRY.ARCE@sakilacustomer.org,320471479776,ARCE,356,HARRY,2006-02-14 22:04:37,13203,368
374,,433 Florencia Street,1,2,Chihuahua,FRED.WHEAT@sakilacustomer.org,561729882725,WHEAT,250,FRED,2006-02-14 22:04:37,91330,369
375,,1049 Matamoros Parkway,1,2,Karnataka,WAYNE.TRUONG@sakilacustomer.org,960505250340,TRUONG,191,WAYNE,2006-02-14 22:04:37,69640,370
376,,1061 Ede Avenue,1,1,Southern Tagalog,BILLY.POULIN@sakilacustomer.org,333390595558,POULIN,98,BILLY,2006-02-14 22:04:37,57810,371
377,,154 Oshawa Manor,1,2,East Java,STEVE.MACKENZIE@sakilacustomer.org,440365973660,MACKENZIE,415,STEVE,2006-02-14 22:04:37,72771,372
378,,1191 Tandil Drive,1,1,Southern Tagalog,LOUIS.LEONE@sakilacustomer.org,45554316010,LEONE,523,LOUIS,2006-02-14 22:04:37,6362,373
379,,1133 Rizhao Avenue,1,2,Pernambuco,JEREMY.HURTADO@sakilacustomer.org,600264533987,HURTADO,572,JEREMY,2006-02-14 22:04:37,2800,374
380,,1519 Santiago de los Caballeros Loop,1,2,East Kasai,AARON.SELBY@sakilacustomer.org,409315295763,SELBY,348,AARON,2006-02-14 22:04:37,22025,375
381,,1618 Olomouc Manor,1,1,Kurgan,RANDY.GAITHER@sakilacustomer.org,96846695220,GAITHER,285,RANDY,2006-02-14 22:04:37,26385,376
382,,220 Hidalgo Drive,1,1,Kermanshah,HOWARD.FORTNER@sakilacustomer.org,342720754566,FORTNER,265,HOWARD,2006-02-14 22:04:37,45298,377
383,,686 Donostia-San Sebastián Lane,1,1,Guangdong,EUGENE.CULPEPPER@sakilacustomer.org,71857599858,CULPEPPER,471,EUGENE,2006-02-14 22:04:37,97390,378
384,,97 Mogiljov Lane,1,1,Gujarat,CARLOS.COUGHLIN@sakilacustomer.org,924815207181,COUGHLIN,73,CARLOS,2006-02-14 22:04:37,89294,379
385,,1642 Charlotte Amalie Drive,1,1,Slaskie,RUSSELL.BRINSON@sakilacustomer.org,821476736117,BRINSON,549,RUSSELL,2006-02-14 22:04:37,75442,380
386,,1368 Maracaíbo Boulevard,1,2,,BOBBY.BOUDREAU@sakilacustomer.org,934352415130,BOUDREAU,493,BOBBY,2006-02-14 22:04:37,32716,381
387,,401 Sucre Boulevard,1,2,New Hampshire,VICTOR.BARKLEY@sakilacustomer.org,486395999608,BARKLEY,322,VICTOR,2006-02-14 22:04:37,25007,382
388,,368 Huánuco Boulevard,1,1,Namibe,MARTIN.BALES@sakilacustomer.org,106439158941,BALES,360,MARTIN,2006-02-14 22:04:37,17165,383
389,,500 Lincoln Parkway,1,2,Ji´angsu,ERNEST.STEPP@sakilacustomer.org,550306965159,STEPP,210,ERNEST,2006-02-14 22:04:37,95509,384
390,,102 Chapra Drive,1,1,Ibaragi,PHILLIP.HOLM@sakilacustomer.org,776031833752,HOLM,521,PHILLIP,2006-02-14 22:04:37,14073,385
391,,1793 Meixian Place,1,1,Hmelnytskyi,TODD.TAN@sakilacustomer.org,619966287415,TAN,258,TODD,2006-02-14 22:04:37,33535,386
392,,514 Ife Way,1,2,Shaba,JESSE.SCHILLING@sakilacustomer.org,900235712074,SCHILLING,315,JESSE,2006-02-14 22:04:37,69973,387
393,,717 Changzhou Lane,1,2,Southern Tagalog,CRAIG.MORRELL@sakilacustomer.org,426255288071,MORRELL,104,CRAIG,2006-02-14 22:04:37,21615,388
394,,753 Ilorin Avenue,1,1,Sichuan,ALAN.KAHN@sakilacustomer.org,464511145118,KAHN,157,ALAN,2006-02-14 22:04:37,3656,389
395,,1337 Mit Ghamr Avenue,1,1,Nakhon Sawan,SHAWN.HEATON@sakilacustomer.org,175283210378,HEATON,358,SHAWN,2006-02-14 22:04:37,29810,390
396,,767 Pyongyang Drive,1,1,Osaka,CLARENCE.GAMEZ@sakilacustomer.org,667736124769,GAMEZ,229,CLARENCE,2006-02-14 22:04:37,83536,391
397,,614 Pak Kret Street,1,2,Addis Abeba,SEAN.DOUGLASS@sakilacustomer.org,47808359842,DOUGLASS,6,SEAN,2006-02-14 22:04:37,27796,392
398,,954 Lapu-Lapu Way,1,1,Moskova,PHILIP.CAUSEY@sakilacustomer.org,737229003916,CAUSEY,278,PHILIP,2006-02-14 22:04:37,8816,393
399,,331 Bydgoszcz Parkway,1,2,Asturia,CHRIS.BROTHERS@sakilacustomer.org,537374465982,BROTHERS,181,CHRIS,2006-02-14 22:04:37,966,394
400,,1152 Citrus Heights Manor,1,2,al-Qadarif,JOHNNY.TURPIN@sakilacustomer.org,765957414528,TURPIN,15,JOHNNY,2006-02-14 22:04:37,5239,395
401,,168 Cianjur Manor,1,1,Saitama,EARL.SHANKS@sakilacustomer.org,679095087143,SHANKS,228,EARL,2006-02-14 22:04:37,73824,396
402,,616 Hagonoy Avenue,1,1,Krasnojarsk,JIMMY.SCHRADER@sakilacustomer.org,604177838256,SCHRADER,39,JIMMY,2006-02-14 22:04:37,46043,397
403,,1190 0 Place,1,1,Rio Grande do Sul,ANTONIO.MEEK@sakilacustomer.org,841876514789,MEEK,44,ANTONIO,2006-02-14 22:04:37,10417,398
404,,734 Béchar Place,1,1,Punjab,DANNY.ISOM@sakilacustomer.org,280578750435,ISOM,375,DANNY,2006-02-14 22:04:37,30586,399
405,,530 Lausanne Lane,1,2,Texas,BRYAN.HARDISON@sakilacustomer.org,775235029633,HARDISON,135,BRYAN,2006-02-14 22:04:37,11067,400
406,,454 Patiala Lane,1,2,Fukushima,TONY.CARRANZA@sakilacustomer.org,794553031307,CARRANZA,276,TONY,2006-02-14 22:04:37,13496,401
407,,1346 Mysore Drive,1,1,Bretagne,LUIS.YANEZ@sakilacustomer.org,516647474029,YANEZ,92,LUIS,2006-02-14 22:04:37,61507,402
408,,990 Etawah Loop,1,1,Tamil Nadu,MIKE.WAY@sakilacustomer.org,206169448769,WAY,564,MIKE,2006-02-14 22:04:37,79940,403
409,,1266 Laredo Parkway,1,2,Saitama,STANLEY.SCROGGINS@sakilacustomer.org,1483365694,SCROGGINS,380,STANLEY,2006-02-14 22:04:37,7664,404
410,,88 Nagaon Manor,1,1,Buenos Aires,LEONARD.SCHOFIELD@sakilacustomer.org,779461480495,SCHOFIELD,524,LEONARD,2006-02-14 22:04:37,86868,405
411,,264 Bhimavaram Manor,0,1,St Thomas,NATHAN.RUNYON@sakilacustomer.org,302526949177,RUNYON,111,NATHAN,2006-02-14 22:04:37,54749,406
412,,1639 Saarbrücken Drive,1,1,North West,DALE.RATCLIFF@sakilacustomer.org,328494873422,RATCLIFF,437,DALE,2006-02-14 22:04:37,9827,407
413,,692 Amroha Drive,1,1,Northern,MANUEL.MURRELL@sakilacustomer.org,359478883004,MURRELL,230,MANUEL,2006-02-14 22:04:37,35575,408
414,,1936 Lapu-Lapu Parkway,1,2,Bauchi & Gombe,RODNEY.MOELLER@sakilacustomer.org,653436985797,MOELLER,141,RODNEY,2006-02-14 22:04:37,7122,409
415,,432 Garden Grove Street,1,2,Ontario,CURTIS.IRBY@sakilacustomer.org,615964523510,IRBY,430,CURTIS,2006-02-14 22:04:37,65630,410
416,,1445 Carmen Parkway,1,1,West Java,NORMAN.CURRIER@sakilacustomer.org,598912394463,CURRIER,117,NORMAN,2006-02-14 22:04:37,70809,411
417,,791 Salinas Street,1,2,Punjab,ALLEN.BUTTERFIELD@sakilacustomer.org,129953030512,BUTTERFIELD,208,ALLEN,2006-02-14 22:04:37,40509,412
418,,126 Acuña Parkway,1,2,West Bengali,MARVIN.YEE@sakilacustomer.org,480039662421,YEE,71,MARVIN,2006-02-14 22:04:37,58888,413
419,,397 Sunnyvale Avenue,1,1,Guanajuato,VINCENT.RALSTON@sakilacustomer.org,680851640676,RALSTON,19,VINCENT,2006-02-14 22:04:37,55566,414
420,,992 Klerksdorp Loop,1,1,Utrecht,GLENN.PULLEN@sakilacustomer.org,855290087237,PULLEN,23,GLENN,2006-02-14 22:04:37,33711,415
421,,966 Arecibo Loop,1,2,Sind,JEFFERY.PINSON@sakilacustomer.org,15273765306,PINSON,134,JEFFERY,2006-02-14 22:04:37,94018,416
422,,289 Santo André Manor,1,1,al-Sharqiya,TRAVIS.ESTEP@sakilacustomer.org,214976066017,ESTEP,16,TRAVIS,2006-02-14 22:04:37,72410,417
423,,437 Chungho Drive,1,2,Puerto Plata,JEFF.EAST@sakilacustomer.org,491271355190,EAST,450,JEFF,2006-02-14 22:04:37,59489,418
424,,1948 Bayugan Parkway,1,1,Bihar,CHAD.CARBONE@sakilacustomer.org,987306329957,CARBONE,264,CHAD,2006-02-14 22:04:37,60622,419
425,,1866 al-Qatif Avenue,1,1,California,JACOB.LANCE@sakilacustomer.org,546793516940,LANCE,155,JACOB,2006-02-14 22:04:37,89420,420
426,,1661 Abha Drive,1,1,Tamil Nadu,LEE.HAWKS@sakilacustomer.org,270456873752,HAWKS,416,LEE,2006-02-14 22:04:37,14400,421
427,,1557 Cape Coral Parkway,1,1,Hubei,MELVIN.ELLINGTON@sakilacustomer.org,368284120423,ELLINGTON,293,MELVIN,2006-02-14 22:04:37,46875,422
428,,1727 Matamoros Place,1,2,Sawhaj,ALFRED.CASILLAS@sakilacustomer.org,129673677866,CASILLAS,465,ALFRED,2006-02-14 22:04:37,78813,423
429,,1269 Botosani Manor,1,2,Guangdong,KYLE.SPURLOCK@sakilacustomer.org,736517327853,SPURLOCK,468,KYLE,2006-02-14 22:04:37,47394,424
430,,355 Vitória de Santo Antão Way,1,2,Oaxaca,FRANCIS.SIKES@sakilacustomer.org,548003849552,SIKES,452,FRANCIS,2006-02-14 22:04:37,81758,425
431,,1596 Acuña Parkway,1,1,Jharkhand,BRADLEY.MOTLEY@sakilacustomer.org,157133457169,MOTLEY,418,BRADLEY,2006-02-14 22:04:37,70425,426
432,,259 Ipoh Drive,1,2,São Paulo,JESUS.MCCARTNEY@sakilacustomer.org,419009857119,MCCARTNEY,189,JESUS,2006-02-14 22:04:37,64964,427
433,,1823 Hoshiarpur Lane,1,2,Komi,HERBERT.KRUGER@sakilacustomer.org,307133768620,KRUGER,510,HERBERT,2006-02-14 22:04:37,33191,428
434,,1404 Taguig Drive,1,2,Okayama,FREDERICK.ISBELL@sakilacustomer.org,572068624538,ISBELL,547,FREDERICK,2006-02-14 22:04:37,87212,429
435,,740 Udaipur Lane,1,1,Nizni Novgorod,RAY.HOULE@sakilacustomer.org,497288595103,HOULE,150,RAY,2006-02-14 22:04:37,33505,430
436,,287 Cuautla Boulevard,1,2,Chuquisaca,JOEL.FRANCISCO@sakilacustomer.org,82619513349,FRANCISCO,501,JOEL,2006-02-14 22:04:37,72736,431
437,,1766 Almirante Brown Street,1,1,KwaZulu-Natal,EDWIN.BURK@sakilacustomer.org,617567598243,BURK,364,EDWIN,2006-02-14 22:04:37,63104,432
438,,596 Huixquilucan Place,1,1,Nampula,DON.BONE@sakilacustomer.org,342709348083,BONE,351,DON,2006-02-14 22:04:37,65892,433
439,,1351 Aparecida de Goiânia Parkway,1,1,Northern Mindanao,EDDIE.TOMLIN@sakilacustomer.org,959834530529,TOMLIN,391,EDDIE,2006-02-14 22:04:37,41775,434
440,,722 Bradford Lane,1,2,Shandong,RICKY.SHELBY@sakilacustomer.org,746251338300,SHELBY,249,RICKY,2006-02-14 22:04:37,90920,435
441,,983 Santa Fé Way,1,1,British Colombia,TROY.QUIGLEY@sakilacustomer.org,145720452260,QUIGLEY,565,TROY,2006-02-14 22:04:37,47472,436
442,,1245 Ibirité Way,1,2,La Romana,RANDALL.NEUMANN@sakilacustomer.org,331888642162,NEUMANN,290,RANDALL,2006-02-14 22:04:37,40926,437
443,,1836 Korla Parkway,1,1,Copperbelt,BARRY.LOVELACE@sakilacustomer.org,689681677428,LOVELACE,272,BARRY,2006-02-14 22:04:37,55405,438
444,,231 Kaliningrad Place,1,2,Lombardia,ALEXANDER.FENNELL@sakilacustomer.org,575081026569,FENNELL,70,ALEXANDER,2006-02-14 22:04:37,57833,439
445,,495 Bhimavaram Lane,1,1,Maharashtra,BERNARD.COLBY@sakilacustomer.org,82088937724,COLBY,144,BERNARD,2006-02-14 22:04:37,3,440
446,,1924 Shimonoseki Drive,1,1,Batna,MARIO.CHEATHAM@sakilacustomer.org,406784385440,CHEATHAM,59,MARIO,2006-02-14 22:04:37,52625,441
447,,105 Dzerzinsk Manor,1,1,Inner Mongolia,LEROY.BUSTAMANTE@sakilacustomer.org,240776414296,BUSTAMANTE,540,LEROY,2006-02-14 22:04:37,48570,442
448,,614 Denizli Parkway,1,2,Rio Grande do Sul,FRANCISCO.SKIDMORE@sakilacustomer.org,876491807547,SKIDMORE,486,FRANCISCO,2006-02-14 22:04:37,29444,443
449,,1289 Belém Boulevard,1,2,Tartumaa,MARCUS.HIDALGO@sakilacustomer.org,237368926031,HIDALGO,530,MARCUS,2006-02-14 22:04:37,88306,444
450,,203 Tambaram Street,1,1,Buenos Aires,MICHEAL.FORMAN@sakilacustomer.org,411549550611,FORMAN,161,MICHEAL,2006-02-14 22:04:37,73942,445
451,,1704 Tambaram Manor,0,2,West Bengali,THEODORE.CULP@sakilacustomer.org,39463554936,CULP,554,THEODORE,2006-02-14 22:04:37,2834,446
452,,207 Cuernavaca Loop,1,1,Tatarstan,CLIFFORD.BOWENS@sakilacustomer.org,782900030287,BOWENS,352,CLIFFORD,2006-02-14 22:04:37,52671,447
453,,319 Springs Loop,1,1,Baijeri,MIGUEL.BETANCOURT@sakilacustomer.org,72524459905,BETANCOURT,160,MIGUEL,2006-02-14 22:04:37,99552,448
454,,956 Nam Dinh Manor,1,2,Kerman,OSCAR.AQUINO@sakilacustomer.org,474047727727,AQUINO,481,OSCAR,2006-02-14 22:04:37,21872,449
455,,1947 Paarl Way,1,1,Central Java,JAY.ROBB@sakilacustomer.org,834061016202,ROBB,509,JAY,2006-02-14 22:04:37,23636,450
456,,814 Simferopol Loop,1,1,Sinaloa,JIM.REA@sakilacustomer.org,524567129902,REA,154,JIM,2006-02-14 22:04:37,48745,451
457,,535 Ahmadnagar Manor,1,1,Abu Dhabi,TOM.MILNER@sakilacustomer.org,985109775584,MILNER,3,TOM,2006-02-14 22:04:37,41136,452
458,,138 Caracas Boulevard,1,1,Zulia,CALVIN.MARTEL@sakilacustomer.org,974433019532,MARTEL,326,CALVIN,2006-02-14 22:04:37,16790,453
459,,251 Florencia Drive,1,2,Michoacn de Ocampo,ALEX.GRESHAM@sakilacustomer.org,118011831565,GRESHAM,556,ALEX,2006-02-14 22:04:37,16119,454
460,,659 Gatineau Boulevard,1,2,La Paz,JON.WILES@sakilacustomer.org,205524798287,WILES,153,JON,2006-02-14 22:04:37,28587,455
461,,1889 Valparai Way,1,2,Ziguinchor,RONNIE.RICKETTS@sakilacustomer.org,670370974122,RICKETTS,600,RONNIE,2006-02-14 22:04:37,75559,456
462,,1485 Bratislava Place,1,2,Illinois,BILL.GAVIN@sakilacustomer.org,924663855568,GAVIN,435,BILL,2006-02-14 22:04:37,83183,457
463,,935 Aden Boulevard,1,1,Central Java,LLOYD.DOWD@sakilacustomer.org,335052544020,DOWD,532,LLOYD,2006-02-14 22:04:37,64709,458
464,,76 Kermanshah Manor,1,1,Esfahan,TOMMY.COLLAZO@sakilacustomer.org,762361821578,COLLAZO,423,TOMMY,2006-02-14 22:04:37,23343,459
465,,734 Tanshui Avenue,1,1,Caquet,LEON.BOSTIC@sakilacustomer.org,366776723320,BOSTIC,170,LEON,2006-02-14 22:04:37,70664,460
466,,118 Jaffna Loop,1,1,Northern Mindanao,DEREK.BLAKELY@sakilacustomer.org,325526730021,BLAKELY,182,DEREK,2006-02-14 22:04:37,10447,461
467,,1621 Tongliao Avenue,1,2,Irkutsk,WARREN.SHERROD@sakilacustomer.org,209342540247,SHERROD,558,WARREN,2006-02-14 22:04:37,22173,462
468,,1844 Usak Avenue,1,2,Nova Scotia,DARRELL.POWER@sakilacustomer.org,164414772677,POWER,196,DARRELL,2006-02-14 22:04:37,84461,463
469,,1872 Toulon Loop,1,1,OHiggins,JEROME.KENYON@sakilacustomer.org,928809465153,KENYON,428,JEROME,2006-02-14 22:04:37,7939,464
470,,1088 Ibirité Place,1,1,Jalisco,FLOYD.GANDY@sakilacustomer.org,49084281333,GANDY,595,FLOYD,2006-02-14 22:04:37,88502,465
471,,1322 Mosul Parkway,1,1,Shandong,LEO.EBERT@sakilacustomer.org,268053970382,EBERT,145,LEO,2006-02-14 22:04:37,95400,466
472,,1447 Chatsworth Place,1,2,Chihuahua,ALVIN.DELOACH@sakilacustomer.org,769370126331,DELOACH,129,ALVIN,2006-02-14 22:04:37,41545,467
473,,1257 Guadalajara Street,1,1,Karnataka,TIM.CARY@sakilacustomer.org,195337700615,CARY,78,TIM,2006-02-14 22:04:37,33599,468
474,,1469 Plock Lane,1,2,Galicia,WESLEY.BULL@sakilacustomer.org,622884741180,BULL,388,WESLEY,2006-02-14 22:04:37,95835,469
475,,434 Ourense (Orense) Manor,1,1,Hodeida,GORDON.ALLARD@sakilacustomer.org,562370137426,ALLARD,206,GORDON,2006-02-14 22:04:37,14122,470
476,,270 Tambaram Parkway,1,1,Gauteng,DEAN.SAUER@sakilacustomer.org,248446668735,SAUER,244,DEAN,2006-02-14 22:04:37,9668,471
477,,1786 Salinas Place,1,1,Nam Ha,GREG.ROBINS@sakilacustomer.org,206060652238,ROBINS,359,GREG,2006-02-14 22:04:37,66546,472
478,,1078 Stara Zagora Drive,1,2,Aceh,JORGE.OLIVARES@sakilacustomer.org,932992626595,OLIVARES,301,JORGE,2006-02-14 22:04:37,69221,473
479,,1854 Okara Boulevard,1,2,Drenthe,DUSTIN.GILLETTE@sakilacustomer.org,131912793873,GILLETTE,158,DUSTIN,2006-02-14 22:04:37,42123,474
480,,421 Yaoundé Street,1,2,Sumy,PEDRO.CHESTNUT@sakilacustomer.org,726875628268,CHESTNUT,385,PEDRO,2006-02-14 22:04:37,11363,475
481,,1153 Allende Way,1,1,Québec,DERRICK.BOURQUE@sakilacustomer.org,856872225376,BOURQUE,179,DERRICK,2006-02-14 22:04:37,20336,476
482,,808 Naçala-Porto Parkway,1,1,England,DAN.PAINE@sakilacustomer.org,553452430707,PAINE,500,DAN,2006-02-14 22:04:37,41060,477
483,,632 Usolje-Sibirskoje Parkway,1,1,Ha Darom,LEWIS.LYMAN@sakilacustomer.org,667648979883,LYMAN,36,LEWIS,2006-02-14 22:04:37,73085,478
484,,98 Pyongyang Boulevard,1,1,Ohio,ZACHARY.HITE@sakilacustomer.org,191958435142,HITE,11,ZACHARY,2006-02-14 22:04:37,88749,479
485,,984 Novotšerkassk Loop,1,1,Gaziantep,COREY.HAUSER@sakilacustomer.org,435118527255,HAUSER,180,COREY,2006-02-14 22:04:37,28165,480
486,,64 Korla Street,1,1,Mwanza,HERMAN.DEVORE@sakilacustomer.org,510383179153,DEVORE,347,HERMAN,2006-02-14 22:04:37,25145,481
487,,1785 São Bernardo do Campo Street,0,1,Veracruz,MAURICE.CRAWLEY@sakilacustomer.org,684529463244,CRAWLEY,125,MAURICE,2006-02-14 22:04:37,71182,482
488,,698 Jelets Boulevard,1,2,Denizli,VERNON.CHAPA@sakilacustomer.org,975185523021,CHAPA,142,VERNON,2006-02-14 22:04:37,2596,483
489,,1297 Alvorada Parkway,1,1,Ningxia,ROBERTO.VU@sakilacustomer.org,508348602835,VU,587,ROBERTO,2006-02-14 22:04:37,11839,484
490,,1909 Dayton Avenue,1,1,Guangdong,CLYDE.TOBIAS@sakilacustomer.org,702955450528,TOBIAS,469,CLYDE,2006-02-14 22:04:37,88513,485
491,,1789 Saint-Denis Parkway,1,1,Coahuila de Zaragoza,GLEN.TALBERT@sakilacustomer.org,936806643983,TALBERT,4,GLEN,2006-02-14 22:04:37,8268,486
492,,185 Mannheim Lane,1,2,Stavropol,HECTOR.POINDEXTER@sakilacustomer.org,589377568313,POINDEXTER,408,HECTOR,2006-02-14 22:04:37,23661,487
493,,184 Mandaluyong Street,1,2,Baja California Sur,SHANE.MILLARD@sakilacustomer.org,488425406814,MILLARD,288,SHANE,2006-02-14 22:04:37,94239,488
494,,591 Sungai Petani Drive,1,1,Okayama,RICARDO.MEADOR@sakilacustomer.org,37247325001,MEADOR,376,RICARDO,2006-02-14 22:04:37,46400,489
495,,656 Matamoros Drive,1,1,Boyac,SAM.MCDUFFIE@sakilacustomer.org,17305839123,MCDUFFIE,487,SAM,2006-02-14 22:04:37,19489,490
496,,775 Šostka Drive,1,2,al-Daqahliya,RICK.MATTOX@sakilacustomer.org,171973024401,MATTOX,337,RICK,2006-02-14 22:04:37,22358,491
497,,1013 Tabuk Boulevard,1,2,West Bengali,LESTER.KRAUS@sakilacustomer.org,158399646978,KRAUS,261,LESTER,2006-02-14 22:04:37,96203,492
498,,319 Plock Parkway,1,1,Istanbul,BRENT.HARKINS@sakilacustomer.org,854259976812,HARKINS,504,BRENT,2006-02-14 22:04:37,26101,493
499,,1954 Kowloon and New Kowloon Way,1,2,Chimborazo,RAMON.CHOATE@sakilacustomer.org,898559280434,CHOATE,434,RAMON,2006-02-14 22:04:37,63667,494
500,,362 Rajkot Lane,1,2,Gansu,CHARLIE.BESS@sakilacustomer.org,962020153680,BESS,47,CHARLIE,2006-02-14 22:04:37,98030,495
501,,1060 Tandil Lane,1,2,Shandong,TYLER.WREN@sakilacustomer.org,211256301880,WREN,432,TYLER,2006-02-14 22:04:37,72349,496
502,,1515 Korla Way,1,2,England,GILBERT.SLEDGE@sakilacustomer.org,959467760895,SLEDGE,589,GILBERT,2006-02-14 22:04:37,57197,497
