country_id,phone,city_id,address2,postal_code,district,address_id,city,country,address
60,203804046132.0,341,,37815.0,Coahuila de Zaragoza,576,Monclova,Mexico,1351 Sousse Lane
76,770864062795.0,409,,943.0,Mazowieckie,577,Plock,Poland,1501 Pangkal Pinang Avenue
76,867287719310.0,133,,86587.0,Slaskie,578,Czestochowa,Poland,1405 Hagonoy Avenue
51,844018348565.0,598,,95093.0,Qaraghandy,579,Zhezqazghan,Kazakstan,521 San Juan Bautista Tuxtepec Place
50,315528269898.0,10,,33384.0,Tokyo-to,580,Akishima,Japan,923 Tangail Boulevard
60,14465669789.0,131,,89422.0,Morelos,581,Cuernavaca,Mexico,186 Skikda Lane
92,278669994384.0,168,,34750.0,Kaohsiung,582,Fengshan,Taiwan,1568 Celaya Parkway
92,29341849811.0,526,,98883.0,Taipei,583,Tanshui,Taiwan,1489 Kakamigahara Lane
60,377633994405.0,103,,53829.0,Campeche,584,Carmen,Mexico,1819 Alessandria Loop
47,954786054144.0,344,,73605.0,Ninawa,585,Mosul,Iraq,1208 Tama Loop
75,165164761435.0,219,,96115.0,Central Mindanao,586,Iligan,Philippines,951 Springs Lane
60,294449058179.0,246,,64682.0,Guerrero,587,Jos Azueta,Mexico,760 Miyakonojo Drive
60,995527378381.0,212,,62703.0,Hidalgo,588,Huejutla de Reyes,Mexico,966 Asuncin Way
102,285710089439.0,494,,22954.0,England,589,Southampton,United Kingdom,1584 Ljubertsy Lane
37,170115379190.0,54,,53446.0,Banjul,590,Banjul,Gambia,247 Jining Parkway
6,914466027044.0,424,,12664.0,Buenos Aires,591,Quilmes,Argentina,773 Dallas Manor
92,182178609211.0,546,,95179.0,Nantou,592,Tsaotun,Taiwan,1923 Stara Zagora Lane
60,387448063440.0,106,,71102.0,Guanajuato,593,Celaya,Mexico,1402 Zanzibar Boulevard
23,338758048786.0,574,,17381.0,Shandong,594,Weifang,China,1464 Kursk Parkway
28,154124128457.0,311,,22474.0,Loja,595,Loja,Ecuador,1074 Sanaa Parkway
11,864392582257.0,14,,39414.0,al-Manama,596,al-Manama,Bahrain,1759 Niznekamsk Avenue
15,410877354933.0,248,,1944.0,Minas Gerais,597,Juiz de Fora,Brazil,32 Liaocheng Way
43,437829801725.0,512,,14684.0,Fejr,598,Szkesfehrvr,Hungary,42 Fontana Avenue
103,137809746111.0,177,,36693.0,California,599,Garden Grove,United States,1895 Zhezqazghan Drive
23,640843562301.0,241,,82580.0,Inner Mongolia,600,Jining,China,1837 Kaduna Parkway
23,935952366111.0,242,,36603.0,Liaoning,601,Jinzhou,China,844 Bucuresti Place
39,199514580428.0,401,,97661.0,West Greece,602,Patras,Greece,1101 Bucuresti Boulevard
74,644021380889.0,503,,52137.0,Piura,603,Sullana,Peru,1103 Quilmes Boulevard
91,145308717464.0,296,,61960.0,Vaud,604,Lausanne,Switzerland,1331 Usak Boulevard
23,288241215394.0,537,,27107.0,Heilongjiang,605,Tieli,China,1325 Fukuyama Street
