gncd,frstnm,nmbrcrdtcrds,pstlcd,ntwrth,g,lstnm,ddrssln1,nmbrcrs,mddlntl,cntr,gndr,crdtrtng,wnrrntflg,ct,ncm,nmbrchldrn,mrtlstts,mplr
VWU13614,Bntyzxwhxxxb,7.0,KOQRCSXW,3645873.0,54.0,VWUHBCRRHHY,Ddojvyfavhjgzpalnwiglhqjwmbsdukebudhpmewgrfvt,0.0,I,Canada,M,511.0,O,Jersey City,69627.0,3.0,W,Comerica
god13615,rtwcwdqhsfuqprznoyw,5.0,JIKAJBWY,1635499.0,50.0,godcvwojyucmyqaqglngnpfvr,Omzclfqnlclvwrkxlpguzektqaesvzyktrxiguvimanaahjsyudhebxikrxhe,5.0,,United States of America,m,351.0,U,Warren,268968.0,4.0,W,Amazon.com
Kej13616,Gjpmnlaetcifvtkznmyaqsfztiwhrk,2.0,Gctwgoxu,150427.0,62.0,Kejvcktzpixzeri,Qwwdythzzzgnbl,0.0,T,United States of America,m,614.0,O,Oklahoma City,159927.0,2.0,M,Level 3 Communications
Khh13617,OYPXMJ,9.0,MSRWTVXUTIXZ,,63.0,Khhsakax,,3.0,,United States of America,f,558.0,O,Pasadena,100024.0,0.0,U,Ryder System
Zab13618,reypmwwsuapeplulf,7.0,ijgcoyyqna,56809.0,96.0,Zabmf,LCQULFMMMYPIUYCXUGIBVSYKGMTBJMQLPNTWIEZYQEFJIBFKROOOVAUEBTQBJACZWII,2.0,j,United States of America,,486.0,O,Lowell,,0.0,S,Hanesbrands
Ond13619,qwfsjsjm,5.0,USPKSGNDLHA,1644050.0,21.0,Ondjumjhrtlerpisfnxhbpvyrwqj,,2.0,Y,United States of America,,759.0,O,Huntington,320497.0,0.0,S,AmerisourceBergen
FJJ13620,Qxxawanxhecpdpncw,1.0,BHPAUCD,3589077.0,,FJJUARUMTNEPZPOYIDSUAF,rwpferk,4.0,t,United States of America,,685.0,O,Hollywood,277497.0,0.0,W,Cooper-Standard Holdings
Ppe13621,vvofxxirwrjifsmaqaltgve,7.0,Ubxilo,1701292.0,25.0,Ppeqlpkomcyzabpuvgmatgidqxtfg,Sxtxtdbldimhyijbwjhydqikxekdqjnemzzhtakebofz,3.0,,United States of America,F,844.0,O,Atlanta,235461.0,5.0,U,Sun Microsystems
EPK13622,WMYUSVFTAMKGODUHBCVK,9.0,Pcjezkckg,802921.0,4.0,EPKHXKAEPAUMJJNVMVZPEXHJWDHQW,KOCUCBBNPYSMQNYUQJVNQVRMHPZPASJJGNZUFWFDSMQYIRRQVBPAVIDDKOYAUSO,3.0,,United States of America,,407.0,R,Inglewood,257150.0,1.0,S,Magellan Health Services
IRN13623,dzdyrfudqmdukfzquiyu,6.0,ugjwqsoj,3223090.0,36.0,IRNIVGYINSMULBUGAO,KMWYLMTIZNBCBGMVTVJKUPGEKQNTY,1.0,Z,United States of America,F,816.0,O,Billings,465921.0,0.0,W,Con-way
Bvt13624,UHRDBQNCGNYKQGMHGV,4.0,Ansidc,2791577.0,22.0,Bvtckshhmqcbjvpkmvlbtna,DWEXRIXFGXQXINBXPOOVHVYPLUDMVATDBQNRWCAEXHUWNJOSLYADFW,2.0,J,Canada,,614.0,O,Nashville,207472.0,4.0,S,Verizon Communications
WOO13625,Ivqwcsatihegwenvaffbrotilhg,2.0,AJZASOIU,1412955.0,73.0,WOOGWBARZDFMXOMGSLPALVLJS,Kjnqlhsqvstoh,4.0,,United States of America,f,713.0,O,Jackson,290382.0,0.0,U,Kennametal
Myn13626,Gpmskldekplfdsiqdsjhzdsoyrof,3.0,pvamphag,3335857.0,62.0,Mynaballf,Pdfqccmqnkeyfcobaovjzfxjetgjqbunkuxxqjbmjqcxivhandqxbjhpgeffewrecbnbziohmimm,5.0,C,United States of America,,334.0,O,Halifax,460409.0,3.0,M,PNM Resources
Xri13627,Yybotxukpfebsirnlmlzivthkncvse,4.0,UUWQWC,2590508.0,35.0,Xrivzdawge,Epqbyslxisileuqhrmrwbkoaw,1.0,B,United States of America,,612.0,O,Winston-Salem,395203.0,2.0,U,AptarGroup
Chh13628,Fsvguxkkmr,9.0,Tgvxhwp,2918808.0,54.0,Chhjwxgjsonjniexdhvqv,jixsvqalbjwphqdqzmujxhepqkvsvdfgbhqbyerahuccsijihkyygvelwivadqe,5.0,,United States of America,m,391.0,R,Montpelier,443951.0,2.0,M,WellPoint
yxg13629,Nziwm,7.0,SRCCQON,2338881.0,17.0,yxgordodiqwjpwkmayvaopcv,Culbruxacwargqgmwkk,4.0,,Canada,F,650.0,O,Windsor,404534.0,4.0,U,
QUM13630,qvldmqmhmlmzjgjidvtivbe,,Ndmzhpkxuicy,968912.0,1.0,QUMDJGBDNHPNVRKATECWYMIDOJI,,2.0,,United States of America,,,O,Pittsburgh,380057.0,5.0,U,Nordstrom
Rrp13631,Fkrlowbatclnsyvngzwonmcy,9.0,Kehleziq,418444.0,77.0,Rrplzltmtpcvtbvpwapjsgilz,Cxhhcqevdubcbzrbipyzzepdfysdamvbexqglndpzadidnjtcyrkisup,1.0,,United States of America,,,R,Huntington,147569.0,1.0,S,Beacon Roofing Supply
idx13632,rphzvwusighgzvlymfcwzxfwd,6.0,Anrdmcd,498755.0,9.0,idxqkfzwblydolu,Hnxvskiwwsifranmnldkptvjiyvrecdw,0.0,F,Canada,M,404.0,O,Des Moines,358317.0,4.0,M,Dynegy
Bgt13633,Fsmaacfonomsiglpjqy,9.0,CTWQN,3433792.0,87.0,Bgtotegtgjtdkqcaxeoe,Rcsjlzjtkgppjlruursjvbpznpmyafpqwzvgakikrosjqndbyapqdfmpdzasnfkjwqnklzpxhgpnzk,3.0,,United States of America,m,,U,Moncton,318880.0,4.0,S,Smith International
Rkn13634,qciuodoulvdajlxv,5.0,Ufluscrct,1190795.0,23.0,Rknliflxgtyqchrhoayq,Kgljrsdousyhjzrkuqcy,2.0,,Canada,m,606.0,O,Hull,42215.0,1.0,D,News Corp.
Vhq13635,Nfqyauvflibdbl,9.0,WLORAYHIZTV,590766.0,69.0,Vhquwakgmozhifyxrow,Uviplvomtyzfxmkhifscrxhhoxltuuwdkvzxtsnblwmynkknipnuxqrgbhztvs,5.0,,United States of America,,307.0,O,Fayetteville,421847.0,4.0,W,Teledyne Technologies
Efu13636,Oructlfpowtbhpkdbmoxx,6.0,Hlkvqtse,573006.0,25.0,Efureun,Jaxedfezfypcxngpsoojarhlnclzwjosntoelvwfxpqatfgxibipfyauxhlkwfcuatpujgc,2.0,,United States of America,k,725.0,R,Mount Pearl,191288.0,4.0,M,CF Industries Holdings
yrj13637,Ssrpdb,8.0,Utkoedg,3139003.0,25.0,yrjax,eavogaigvlxnuyrdkgctpquluhzedjwawbvprlscliwblkn,5.0,P,United States of America,,,O,Omaha,36915.0,5.0,W,DISH Network
GIP13638,UJZVXBOKV,2.0,conklos,2809969.0,74.0,GIPZMHXXELXYD,Gjllwdrhparcajctjcxzqikclfcerctywzkqnskvgousilwzrgjtqzhbkmgrpgiuipkqpcuhil,1.0,,United States of America,,402.0,O,Norfolk,448304.0,1.0,,MPS Group
BMM13639,Eizlcfjbdkb,1.0,JLGVS,958750.0,34.0,BMMBQVTHUHK,SBCOKKXPUQTAQGMLDEMBZPJKRGSFCCXOPZOXTJNUAUNKQPTIPYXGBJPTE,4.0,,Canada,F,,R,Cleveland,68208.0,0.0,M,Dow Chemical
MOD13640,tishglsw,0.0,Cahmlogwfl,3154058.0,70.0,MODPUGMFGVBXXUYUXCJA,Ucyvrrywxyrxckzagpljxuyrwaytkadptxpalf,4.0,Q,Canada,m,425.0,O,Overland Park,207740.0,1.0,M,Knight
UCA13641,Qiovg,2.0,aqcdqaksy,,16.0,UCAVSIMWFDTZEHCFPSQEH,JFTTIRYQUXNBRRHSBYXFTKUISEDVACBZXDJCAZPXMWVSLAX,3.0,,United States of America,,421.0,O,Fullerton,321448.0,0.0,S,Yum Brands
FUG13642,yfkmqy,5.0,Evqaqthse,,14.0,FUGPUFLJJ,Jnzggqktaaujfleenzkatregvitaz,2.0,y,United States of America,M,832.0,R,Toledo,469263.0,1.0,S,National Fuel Gas
AGG13643,Lkvjticpotfadtdbtfvwn,6.0,Acnacmuuhcea,285346.0,46.0,AGGXSURBFJUQWMDMEL,Nmoqdixvmcjmfmplrzrnuccjwoprkloafpaftzpsiewnypewxvcndifscb,3.0,f,United States of America,F,714.0,O,Vallejo,357977.0,3.0,S,Polaris Industries
upr13644,xwysdqrkslrv,9.0,prlaq,3228308.0,61.0,uprxzqjrvecukvwet,awlrsqbuglvqvprblgqxanjfjbwnsuukdxhzgiuegtpuqeblscioyoskabwxqyoxbqvtndbqwcscrz,5.0,,United States of America,,682.0,O,Torrance,311542.0,4.0,M,Conseco
aul13645,Qaptigkbgumiztfhdmpsk,8.0,parjnr,1589001.0,14.0,aulippxykmjagkzmflbf,AMKOHGRZE,4.0,,United States of America,,849.0,O,Edmonton,213271.0,4.0,M,Circuit City Stores
Sey13646,Zmsuwsafkhqgsaokeixyv,1.0,GRYUZBXVS,2354513.0,81.0,Seybnphnilt,igfhrabtugpntfbrryocgwffqfkuhxbmzv,3.0,,United States of America,F,736.0,R,Ontario,112786.0,3.0,M,Agilent Technologies
Ohq13647,Dnpzprokk,5.0,IDDHJUEFVPKU,1817986.0,12.0,Ohqgdkskxeateipsalu,Cajwpgwpwxwddheuponrskknjjyxpdxbugunqwhbidmpxnwgkwyunxkbtcgohndcqdmuavautasxqap,4.0,L,Canada,,461.0,O,Macon,110565.0,2.0,S,Cardinal Health
uom13648,UCNNMLMPWJLGOHNGDRYRCJO,9.0,JVRRMJU,3924920.0,34.0,uomtwxnvavsphknzteanksumt,uhqjjlqapnng,5.0,h,United States of America,f,827.0,O,Washington,437376.0,,U,Goodrich
Eqq13649,Cudtiqffvuyrloyvkotdgpgmdisnov,4.0,Lpqhv,675104.0,32.0,Eqqatexonidkn,AKMAVSLVEQHWWVBZLLSTFSVAU,3.0,j,United States of America,F,577.0,U,Toronto,269441.0,5.0,U,Big Lots
Iau13650,Incgmxjojyjisngde,5.0,Gykcckj,22485.0,58.0,Iaucbjvdpbxyxutxkymath,Abidruavpnxonpknbcfcrjxmnkmcvyiqsknkkjhdyesvasljdoqdixylzbbzpg,3.0,q,United States of America,,574.0,O,Montgomery,202330.0,4.0,M,Regis
Cok13651,Xuupvrliabdcxgp,7.0,HCRKWPTZGJD,3447895.0,74.0,Cokbdlsqaedlwlvh,Btbbpekqvnlmzudvlwkqylupkqrabinkcptlsffixduqmjoognt,3.0,,United States of America,f,469.0,R,Seattle,275983.0,,W,First American Corp.
Yzc13652,TXOQMWVZJRDKLTDIGUSW,5.0,Iqmigoqidvp,683824.0,39.0,Yzcovsldwmhnkxrjfzqh,Ccopvjeqgbzohsdmphrmcrqqttiwelrwudrv,2.0,,United States of America,,,O,Eugene,451505.0,5.0,U,Live Nation
URH13653,QXYQORCKTQSQXSLCROKDLSXGDY,7.0,NTGSIIYVVRE,1734743.0,11.0,URHFA,bmhea,2.0,m,United States of America,,487.0,O,Corpus Christi,70786.0,5.0,M,Embarq
AXB13654,Kerudvlobbhfh,6.0,YCWASQPHDGZ,3708607.0,91.0,AXBKIROGKN,lrhnwwyvfdtxaqgtgszbbfnxsyxkeorbcnaastwslyerfvrfcadixkgwzr,2.0,,United States of America,,,O,Boston,434145.0,0.0,M,Vulcan Materials
Zha13655,Xtufrdpfslhfdjhlrqxemkujhhk,7.0,Twtvvzqtzm,3529651.0,29.0,Zhahfeilkhunggvm,,1.0,,Canada,m,639.0,O,Philadelphia,61432.0,2.0,S,Thomas & Betts
Evn13656,BWVTWRGEGGCRQTTCJFLWQDQWFZF,,lfvblzdrrp,2296077.0,94.0,Evnxpxlprduyoinrvpyl,hxqethahlkuvjgpejhlqckuoksuqmy,1.0,l,United States of America,,830.0,R,Manchester,369703.0,4.0,M,Wisconsin Energy
EKQ13657,pkxjipigvhjflkfhadfpjwypkbbiam,7.0,foifjnz,2686938.0,29.0,EKQHKEMCRGWZYKOBJZHMTRL,jqlsrhytrsigliauitlzsijsjyexztuhswwrbxedvuutcilzgwffmsrhjwxvdkuqvrvxaccoaodbuu,4.0,,Canada,,732.0,R,Torrance,298744.0,4.0,D,
Okp13658,Xzdndb,0.0,xgrwcegae,229441.0,34.0,Okpunxcjoc,RZKAPJ,4.0,,United States of America,,541.0,O,Evansville,122619.0,2.0,M,Corn Products International
xra13659,Vxxcysydwb,1.0,WSDWMJFAYC,1138669.0,38.0,xraehkahfqerg,rfhtslivvsxkwamhaiaywp,5.0,,United States of America,,577.0,R,Fairbanks,384506.0,5.0,D,Kindred Healthcare
Llf13660,gljliyf,,,1670286.0,0.0,Llfrdvriqiewlfmhrmhtlcqjwneff,Ljjkxajhkurocqjjdrkfbvt,0.0,,Canada,,467.0,R,Oceanside,242020.0,0.0,S,Burlington Northern Santa Fe
Xxp13661,Rxioxrl,6.0,JUMIFPDD,1822589.0,16.0,Xxpxghqlowiiv,Mfuacmvjmxgnloyyfncgsqweacjxgslupiyqiinbuskwr,4.0,,,,366.0,O,Biloxi,132660.0,3.0,S,FMC
PIQ13662,Kdwihcsdevhvmkhipedzrwrqmwj,0.0,Wgbpzvxk,629298.0,84.0,PIQYJXCYPNLRKJECOCGPRBKK,Qpkgxismopcjgwixtrovylxclcvjxztkynzgzpvtuezbqmlcygufyxhqxkfljtgzngbscjzovoo,2.0,I,United States of America,,532.0,O,Virginia Beach,107147.0,5.0,M,Hanesbrands
nfp13663,jmondjmyvioergcvlghf,0.0,Kfjsdpw,1707557.0,36.0,nfpsyhgmpxwgziqmvdjsnit,Towvtckdqrnrgrqltsghh,3.0,,Canada,,700.0,R,Fort Collins,,4.0,U,Big Lots
xwz13664,Ngold,2.0,wrnjtqp,2036549.0,12.0,xwzxyuquopg,ZUWXIFSTRWCXBQMOGHJWVAXMDYGUCDNJSHBY,4.0,z,Canada,M,660.0,U,Grand Prairie,110314.0,0.0,M,Charming Shoppes
Ktk13665,GBRVCBCZBFMYHVKVSRB,5.0,ERVFDGUC,3608670.0,88.0,Ktkjcewjxncrrizmk,Ctvalrvnvwdpvggpsmkeiahntgedccewkqs,3.0,o,United States of America,M,531.0,R,Salem,215564.0,5.0,M,RBS Global
fsz13666,mdkcuutxkonrsvpvjh,8.0,BSKFWSRLL,3038630.0,22.0,fszhcmitsbxbciah,MIMNQIJHVGPLKQCZRVSUKDUEHEUSLZNCGRPUSDPGDNMSZNAPEULVAZS,4.0,V,United States of America,,810.0,O,Thousand Oaks,445386.0,2.0,S,Fidelity National Information
Nbd13667,Irkytpqkvwk,0.0,Offqnqgtjlnt,2422144.0,29.0,Nbdsqnxyosnrv,Usmcmoeeszylexjkkekbbjxuxccwlakc,3.0,,Canada,,710.0,O,Manchester,320336.0,5.0,U,Dresser-Rand Group
Sbq13668,Djexwmdxarx,3.0,Hellekoqe,3974914.0,73.0,Sbqinuaf,BQGDIDODVMBTAEHLNCUAXRGLQMKHLKWIXOA,0.0,,United States of America,F,617.0,O,Little Rock,156729.0,3.0,U,CUNA Mutual Group
Ojp13669,kqcgkg,1.0,JLSGHLGH,2980632.0,4.0,Ojppxcvzrozdvvuevjin,QRJANAULQKVMAXAGBHWHZRSZCKLWHPJMTXZNPCEUWBTXGLMRPSGQBSPISHSWCZBEBWFBYRBM,5.0,,Canada,,567.0,O,Overland Park,332598.0,1.0,M,PepsiCo
Hml13670,Cffhqxd,7.0,oigvngwo,,37.0,Hmlxgvrbnjm,JBHFRQVZZRJENMDOJYSQDABBIBKVZAIVMAHPDFWACFINUIBFNNADQOPRK,5.0,k,United States of America,,552.0,O,Mobile,87317.0,0.0,U,Alaska Air Group
Fil13671,Tqdtehxhizidwbyys,5.0,CDZZGTFXOOTQ,3719251.0,91.0,Filtos,wmfokggrkanctlqgmhmifeksvizqhyrmwetzuhjwivnvvdtejb,5.0,r,United States of America,f,395.0,U,Salinas,417399.0,1.0,S,PG&E Corp.
Tgx13672,Qzcgthg,0.0,,1592433.0,,Tgxyleinezdz,Ovofdtmannonnvocsnnqcwtiznqfuthjwvwcycwppgto,2.0,,United States of America,,465.0,O,New York,229163.0,2.0,W,Molina Healthcare
VMN13673,VIARLQGIJJSN,9.0,VGRAEBH,,66.0,VMNBFFKKZGCRTUHUEICID,EHIJFFQKVFITLYRJVEVLPVTWFTNWKUDLCPFOSCWLOKCEKTEOTFGREFRD,2.0,z,United States of America,M,308.0,,Oshawa,444713.0,1.0,M,Eli Lilly
Eju13674,Byobdetaawwdphgsplrb,2.0,MWLRSOEQF,2350302.0,34.0,Ejubuslwblmck,Sxatoxbimjxszwzty,3.0,,United States of America,,772.0,O,Manchester,382809.0,4.0,M,
iij13675,Zwuacbiaanevtozjbhccgtmygh,6.0,,1483429.0,96.0,iijafkmkw,Azejhoijmplpwfqqzlxdtqurwuintwichqeqpandmhvdy,2.0,,United States of America,F,579.0,O,Rancho Cucamonga,340279.0,5.0,M,Priceline.com
Kpu13676,Gasnti,8.0,wdfsolodm,,46.0,Kpujxotyhjsyyknrvjtovevvmyq,fqdaakghcloenstrzalgrufoeilkamqqtxmqakcthlcziujahmol,4.0,,United States of America,,739.0,O,Oxnard,472546.0,4.0,S,Smith International
Bvj13677,xujnogqnudvscb,,kjnzu,1734013.0,35.0,Bvjsuib,AELRAPEZXSKPGWWNXRIMUSHBJBQJRRZBIDGGHIROVVDGVZYDGFXWBTKLAKRBNLEPL,3.0,L,United States of America,F,790.0,O,Jersey City,427615.0,3.0,M,Sun Healthcare Group
ngp13678,yivkuhdqnbslxhtapscgyslpwxcug,9.0,NWTVKNNVXHTQ,,12.0,ngpqcfraobrcgijcvnx,Qcjmbbvszeifdrrbevogokxewhqwrisiqirljvlexfaygomathyhitcgeamjwbdueqgm,4.0,,United States of America,,397.0,O,Shreveport,311950.0,0.0,W,Fortune Brands
Qqt13679,Dxdmrktrqhhpxdlvvkeqs,10.0,UEONAHO,3439541.0,84.0,Qqtjopggcif,Conxqrdhximgxtchma,0.0,U,United States of America,F,422.0,O,Kitchener,245834.0,4.0,W,Southwest Airlines
Saq13680,wcgfibddosmnleardwbsp,3.0,OINQNUBSX,3219671.0,24.0,Saqxaqxwmxmrhmmyerae,UZNVFSEJJPNIWRPFLDYOV,3.0,F,United States of America,,828.0,O,Anaheim,73092.0,4.0,U,Amphenol
Aoq13681,Bgkkmmfiqlqnjsgx,7.0,Wlvtzcc,3793505.0,60.0,Aoqmwjf,,0.0,,United States of America,,564.0,R,St. Catharines,,4.0,M,O'Reilly Automotive
Udv13682,skynflbasvqcqtgmiaqnqdwnxftbz,6.0,Xphbrvlx,3946646.0,64.0,Udvndnvmbccyvdmnwbijwmniuw,Kazzqivbzwndohczgedjkmesnlgriifgooimhgrdqz,5.0,,United States of America,f,688.0,R,Whitehorse,67289.0,2.0,U,Cognizant Technology Solutions
wry13683,Wtmqdarqtewmbw,5.0,buydjdgryl,255157.0,62.0,wrykenmbdzqsuizbbkgnhptmgnpwod,GGIXVBJXJJYROIOEADLXAFIPIXTIRXHCQHTDJNIVJNGXIZQPUSDYKFXHJOMPVAYZCXJJIR,5.0,,,M,750.0,O,Gary,306520.0,0.0,S,Herman Miller
PUU13684,zucavvedzfrasyxgo,4.0,Qfewwcsv,845066.0,38.0,PUUBNGGGUAPWUNYHFUWSTLVI,Azacbpthznxkvaxgtuwwguqabzyursxaocrchfvhog,2.0,,United States of America,,323.0,R,Houston,488373.0,2.0,M,American Greetings
Mcm13685,Duahqwghnilxclmvnyby,2.0,ffrwhzn,561832.0,59.0,Mcmcjutopprdhcxntaigwskcjius,Xctpnvbwpiegoeu,5.0,d,Canada,,508.0,O,Dover,42155.0,3.0,,National Life Group
lgo13686,Pgythn,6.0,Okeitrphr,1325754.0,,lgovhimlcfvkmsnpxkjiytyzm,Igprrymuxpwkx,3.0,,United States of America,,504.0,O,Whitehorse,496169.0,5.0,D,Country Financial Services
Ycc13687,Rsfpfzinqqsfwvqmfcwppkmcgo,4.0,rqnnhzuzqtyj,2448195.0,88.0,Ycchukedxjghrsgm,IVMZGQNXFGCPZ,3.0,,United States of America,F,397.0,R,Garland,213084.0,4.0,M,Progress Energy
Pro13688,Mtukremyorgifdodshode,4.0,ikvrrugbqjxz,,91.0,Promkty,Umoiaqgtqxxrvrcibukfyxmdwztctqvubqirvowvpfdrgdmmukxnyfttnaipixyoogbdkpnf,0.0,F,United States of America,,,,West Covina,,4.0,M,
Yxy13689,Vujcxdjiuw,2.0,Lvtxwoq,97472.0,73.0,Yxyhyjcarbuzkajcwovepmdsxi,abzpoesbubwbaorknasnnofaschwxamflskqaw,3.0,o,United States of America,M,522.0,O,Evansville,128414.0,1.0,U,Reliant Energy
FDP13690,neugwvdpjahpozherw,6.0,Dkiarjkya,3965703.0,28.0,FDPWXGAPGXGTJIWXDFPIGIZYHCD,Qtftbxsewwzihqvqvwzwrarzszkqnzakvonwirfoiqudwxgpfwd,2.0,s,,M,485.0,O,Salem,485805.0,1.0,M,CenterPoint Energy
eor13691,dqqaxljvhishqukyaofqunbjcrmhpe,0.0,FXMNUYLWNKOC,516515.0,10.0,eorfwbmtjemgkojnltboje,elwwifnme,2.0,,United States of America,,509.0,O,Spokane,50201.0,2.0,U,MGIC Investment
CFU13692,PEVVMASWXIIPYEQFXWBOM,1.0,Muwwzmg,3702536.0,26.0,CFUQIECJDEXOGSTQHXHAZNXKNQNNS,Kejiahtxpfrfohtaomgkfkbbntnlsklipxtqarpvbcsjyhiog,0.0,L,United States of America,M,786.0,R,Winston-Salem,43506.0,0.0,M,Superior Energy Services
IJR13693,Tmektoyflonshrvsmvfom,1.0,thxmmyonljyt,203527.0,78.0,IJRMNATWXRX,Aogigdbvmgdmtdehwmqic,1.0,O,United States of America,M,,O,Elizabeth,451001.0,3.0,U,First American Corp.
LXC13694,IJALHHCJVCUMZIIACB,10.0,AGLSWUUQ,1569687.0,41.0,LXCTRVSIZEYSVENHOTXAXETMLER,fylnjwleqthrleschehovocksfecewlpkpuypmjkfuhwrcnpgddxxbd,2.0,a,United States of America,,588.0,R,Mobile,,5.0,U,Lexmark International
Neg13695,vankidcvllwhtglefhogpvrzpp,6.0,Hfdxd,3463587.0,99.0,Negsgbxeaocaxr,okvoxluvnrjrjnegpbaauztmaumqhuuiejfgti,3.0,N,United States of America,F,,O,Casper,412211.0,2.0,S,WABCO Holdings
Kmp13696,Hroxewlpjospwiz,3.0,SAAKSEWRSDW,3491677.0,94.0,Kmphng,,0.0,F,,,360.0,O,Peoria,456084.0,5.0,U,WGL Holdings
xka13698,Lwsacd,7.0,Jkaiuctn,1785746.0,36.0,xkahobhnbzvszdfouze,NYQBMRFIZIALZDSCTRHHDPUE,4.0,,United States of America,M,575.0,O,Tallahassee,80604.0,2.0,D,United States Steel
FTL13699,CILIREHVAFDMDSGSHXBJSYKQZJTR,2.0,Wynfkwiamroy,,74.0,FTLVEVONRWFSFKOTMMUJQWAAUJQJA,cmvcqizkjhshrdvboinwxheeuvgbdrnghpriplhgzqqzqcxiemvjufywnwtuifoaohdlehaytle,4.0,,United States of America,,497.0,O,Louisville,356419.0,5.0,,YRC Worldwide
Sig13700,SHJQVTXTXTO,2.0,Yxjvx,3903150.0,11.0,Sigjpzuaranzbm,Gbjulqldgoprxeydneqksulvalenlerpnlndvpictbfowqkctlxvjwqapet,1.0,F,Canada,,687.0,R,Worcester,420582.0,1.0,U,Ryland Group
Vxu13701,Iqhtiikplj,1.0,Kzbqm,1271370.0,28.0,Vxufqbmkhlaog,mgeasytv,4.0,,United States of America,M,412.0,O,Vallejo,231600.0,0.0,S,Entergy
lwb13702,Dnvdpwwurdbeunjhxttqrlthva,6.0,SCAFZSFHPO,3644508.0,53.0,lwbhjyf,Rwrhbiedfkkrxdxckeluaomgqk,3.0,K,United States of America,F,685.0,O,Macon,464228.0,5.0,W,Guess
ESU13703,Sssiawrsaskrzmqnkznjagbgedqy,1.0,Jsxfca,,40.0,ESUYACKZDCEBMGBWTROMBGGCG,kncdruncdhnxoggnnwagsnbwq,4.0,W,United States of America,m,508.0,U,Salinas,371321.0,5.0,U,Sealed Air
cbi13704,ODDFLHMT,7.0,Lmzgmyerocfw,2355817.0,28.0,cbitx,pnsthareymovvmluthdvfjksfczqdacugtxesnpvknzalconizojjgat,2.0,,United States of America,,815.0,R,Honolulu,496563.0,0.0,D,Alexander & Baldwin
Dfd13705,XQVHQMMHJNKIJQOQYFFCOL,6.0,ebdzhtnzdgx,1114745.0,,Dfdcaulzyrlnjnwnpfwiyu,XMBBMCRRNGYIKBHIWXVMRRMEBFQOWJRVGAUNSVUNLCFDQZIECMASDSCQNLGISKHSQBJOGMCCCSSLAP,1.0,A,United States of America,M,387.0,U,Chicago,250714.0,2.0,S,Hess
LBL13706,BAOIAOZH,2.0,Ijclthg,2532899.0,53.0,LBLWKWLVQHNYNXOF,BSPMWCRCUMBDSMHZKHJPODQHOSSRJZTQWUNLFMKARBVWIYILLZMWNJDKMBFXMRUKLOWLNOHNTVX,4.0,D,,F,772.0,O,Memphis,201466.0,3.0,D,AECOM Technology
Qnm13707,Ehjfajtckg,2.0,WLFYEPMZG,3502091.0,18.0,Qnmyztxzraopjqlskbixnwosuzaob,Qxpwecmshqodanaumvfmnwecncuuvpfapnarufgtpyoavpgcsccvfwroj,,j,United States of America,,376.0,O,Hollywood,268398.0,4.0,M,Steelcase
TRH13708,Oyawjgohjcmms,1.0,Eiuaywmskq,,70.0,TRHXCANQMFCRL,,3.0,E,United States of America,,544.0,O,Regina,16250.0,1.0,M,Ametek
Gdh13709,oxilrtfwdxmsdostmhivefaxrnp,9.0,Gvzbaugf,3157923.0,89.0,Gdhsvidibpmnxs,pwghlogzyefoyzxnizwjkawqg,1.0,Y,United States of America,,449.0,O,Santa Clara,391731.0,5.0,U,Mohawk Industries
Oyp13710,AFARHLXLINOXMLGGFVBHUFX,9.0,Mkieqzn,1963415.0,91.0,Oypcflcxhhxetndswrpxgvzzi,Hbzdhbbmjcbugwlegufgoiwxrsekpmoqeebbtikfbemqmmwfbcnqmlptl,0.0,,Canada,F,484.0,R,Tulsa,349452.0,5.0,U,Interactive Brokers Group
Neh13711,Ppuhrkynsersnqjon,3.0,JZNXMVADIGI,2267299.0,18.0,Nehtpnja,Guyjfovqpzlklogiwcziqhmwhbnrkkkleyehqbomxxendbnzogpfqmnlmbyaloyzbcbwmteb,3.0,f,United States of America,,329.0,O,Lubbock,23281.0,5.0,M,PNM Resources
ffh13712,Yfsucjxufwlyhohlsskho,,Fzimdwueyb,3994972.0,52.0,ffhpr,kwrddycnadizpnkbsnqoyidapchvkdsqujswspoqdfavuidstnsauadcfvwaqjvoacfvfkuanmmabdcg,2.0,,United States of America,,758.0,O,Pittsburgh,439000.0,0.0,W,Beazer Homes USA
Upm13713,Xfjkismqws,3.0,,1120412.0,87.0,Upmrjcogxsdbpzhxbhlzellxremwb,YRSGZYCTWXLTEDBPOERTMUDNELUTLEAEWOFBJAPPFWJDPLREYAUWBKHCXTHCLONFGRLSLSCVPUEERQX,1.0,g,United States of America,,400.0,O,Torrance,402939.0,1.0,M,Avis Budget Group
Oln13714,Hauysyhvwuhdhpbqidycdzs,6.0,Viwgnj,879532.0,46.0,Olnnsznqfguupjbfvjrbozbc,ehtssmuhvff,4.0,B,United States of America,,344.0,,Costa Mesa,172212.0,5.0,W,CarMax
dtr13715,MASDFWAFWNGJYTBR,9.0,Arvkzjql,,69.0,dtruqvvkmtrpcusj,epjdaboxddjlplwdcwrcqlgqxjxmnl,1.0,Z,United States of America,,525.0,O,Huntsville,6647.0,4.0,S,Atmos Energy
