AgencyID,MaritalStatus,NetWorth,NumberCars,Gender,Employer,Income,MiddleInitial,AddressLine1,PostalCode,State,NumberChildren,AddressLine2,LastName,CreditRating,FirstName,City,Country
oqo7962,W,1220949.0,4.0,F,doughtsircraftInduqtgies,72515.0,t,,Msqawwud,OH,4.0,MCMWOTJYDIMMZGaxKCEhEPrMshCDLYXHVOFUn,oqpgfgeauftni,87.0,Zsyqntpartfnwucuvubxa,Little Rock,Canada
Qzc706w,U,1740352.0,,,OReilltAhtojotive,395938.0,,Alckbqylfrddffzryzxjblvrsollk3gbwtmmb,zbvjvq,CT,3.0,3HGNA,wzco9grpixhk5hzaxxfdrvvlkkh,351.0,Mxtdhqaumdbkghvpvqtfmjefmopun,Lowell,United States of America
Rsc7064,U,2477299.0,4.0,,Chevrom,231511.0,,Zscsyvvzxtuhio7aqncokcozfrbzjgdpppotqtyqlydrirfxmrqnk7xvtlm,OFRNiCLOeHSS,DC,0.0,RFMkKERDXDUCYi6SPB,Rdxlvshvhfydgp2mcdldyurjg,450.0,Gispdrjuf,Irving,United States of America
Yen7965,S,1067297.0,7.0,,1ibnDixieSto4es,280045.0,,Qaiqagrvltlyrmys1tckhjlgxeruzqpjxlq5vosss,Chpewpscn,NM,1.0,Kwvgmgusqjrddwyakrkhuasjby,Yenqhpfwjqdzvy,298.0,uimiwtxtprxqgjgomvodgeurmpitgm,Shreveport,United States of America
Xal7066,M,966417.0,2.0,F,karzthonOil,187823.0,w,FDDZJLWQWgFoPCGZFZHkKeULHAEBMZUIMXHIVBTaRDjSPDAYAFZKUCKbbYW3N7bMGJUKMGhfk8QX,Jqznaouxibs,NJ,3.0,Xjcxsrpsvoufrkztaepnswdnadjjgzyjrn4wssqn,Xapnxdeduz0klcodukbvnl,216.0,dcbfugnglzaertmbokqio,Victoria,United States of America
Gno706u,D,1346287.0,5.0,,CbarpesSchwab,111510.0,,Tdfhahbmpmeqy6lgxqblgrrnsnmttuheztyaj,Ugwfogmaz,Saskatchewxj,1.0,oyntsddeaonajhprvpixjjlvvuzzgweorrperk31ukioyxxiscqsix,Gn0bzokfiqsj2qgcaqnsel,502.0,EEPYPYRLTLYPIBE,Indianapolis,United States of America
Ngv70y8,S,1109275.0,10.0,M,CoumtryFonznvialServices,73364.0,,zlfzarexmtzlgrnaluhvqrbowshfrqkfapvtxubqxohkdghbtban4gkjekosbesayrqnkvfzgrsb,Qwaliozjzrl,N4wfoundlanc,1.0,Xpljc1guihbnaprstpybpcsbbsorcfxylrkymjmjbvnmjgsrypppixpluryhmukjskaqosdfnyldzpf,Nfvnswvxwdukzhpmtrrjmjphqusl,358.0,kconyemepudbamkpazxvxkgtpneop,Pueblo,United States of America
STM706o,W,1489896.0,4.0,F,rotapSystwmServices,308460.0,s,Sqtbcvmlxhbonfjzae,Xslcd,NewBeunswixk,1.0,,STMhERAFrSRIWXfACQQFdACNEVUq,420.0,Lcbbedcgienkqtmalomr,Spokane,United States of America
ACA7p70,S,1864158.0,5.0,,NewaCorp,269781.0,z,Snumzljiugarluthgojryazxfmukdnkmwf0sxxadiolkvrkmwu9pqrgqbhuimn,Zdhzoqi,NV,1.0,WLDUIKXx3HKBENECCGAFFJJOEgJyLqWPXsmRB,ACzZFOLLRC9XBXYRLQekWQHXMAWFu,157.0,Jicnngxxqnj,Dallas,United States of America
BIH7061,M,1870813.0,1.0,m,Vxlmintundustries,95525.0,,Ucxfdqogqcc4fds3bdhfezkvbfjjsdkcoviaflrvxbbxbfzjqsmjf,GQJXHETQKC8p,MD,3.0,vueufcdmkpthiaxnqsjtio,vIHILNPK,309.0,Pljfhvgjovrabbwywdg,Bismarck,
SQj7072,U,1413925.0,3.0,f,CeaxkerBa3relOldCougtry,121463.0,L,lmcpegogsdjricatf,tplnfrhwejbc,AZ,2.0,mS8WICFGIDPPkTNGFOgPAoHAJ,S1neJQXvRWNQGWTADPBUEJCY,503.0,Kgenablstfqibaxniv,Lakewood,United States of America
uir707e,M,1405303.0,2.0,M,S6perikrEnerggSe4vices,296322.0,i,wkkkgzwrxilemmeacfzjdvknjplgtoigbrjdmidevdvgcnbdvtc,WOPrPJ,OR,3.0,P0eypgkhes5xjcuqbviugvmctgcwmrepypphkoros2xlaopspplacpgdrblihhnwpy,uirpeewvfxrjar,384.0,Ypqhdnxjcllcxykxiex,Fresno,United States of America
Hwd8074,M,1812633.0,2.0,f,WestegnDlgital,262870.0,,Icrjycvne9ofamravaiswpsvgxzoqkwgiv2mgicqdms,Lukgldyjqn,DC,1.0,Nvibomstzlasswwvreenpptorheprqokolnfgvhvdivxznmadeioauprdwctsmsagumwisk9ualn1i,Hwdfhdnlwyjjaoty,336.0,YODPJXCZIQKXSZRANOYZ,Dayton,United States of America
bou7075,U,2703655.0,1.0,,OccisentslPe4roleum,125776.0,P,hTMptUOHEGRdYDUUDEBJYjVZnHPgKVZKXCOPymJYYREYBQCETZYElZH0FWnLRfHIG,TDFYEWBjK,AL,3.0,oedraoeoizhcuzdu9gagflsrlyw1qqlfjuph8wmenidpwrhhdqbhen,voj7xw8nfxsckzgjdzdfvti,342.0,Birdabridnwb,Fargo,United States of America
PDt7076,U,1512857.0,0.0,,FdrdellgadPartners,237923.0,s,Sfwukonf,wdafjcni,HI,4.0,Phxvlydtukaqzquhpyrtloip,PxYDTSFBJLCSJWGEaXsXeN,279.0,QQWKEHDAXDZTIOAKRAWWXEQXXTN,Miami,United States of America
ebr707y,M,1863524.0,6.0,M,Bu3kingtonCoxtFachory,330695.0,,vqdnyrswkaontt1nmpdwlbb9rcdkohnchog,fARHIV,RI,4.0,Ncrmwwryargkaintjcxdtaga2qufoeprhmha2iefiqvsgiydvnovuqvecayfxtuicqeisci22mxomoi,2bryay,483.0,JNXVXS,Allentown,United States of America
xAN7078,S,383176.0,3.0,,faytheon,273257.0,,k2utpmuvfydvseixeoaqcrkilkzoixwhdaxjmpbshfesr09cyrejtnklflgnpvjutv,DDUrVLrYOLQX,OH,3.0,f3okzjnkepz3wmx5yfqmoorbhtkoswkmfla9ghmadkuguwzcahjclazwkkfrdojzph1ahiyttwtu,DANANERnVwELMLRgGXVKXRarOW,447.0,ftprwmukyebwgjkpnzytpq,Warren,United States of America
ntu7p79,S,2969627.0,3.0,M,Rossator4s,81497.0,o,XSCAJTZBSMHSVNHpRQJAEP3S8MaXPaLZNEfMXETYWYCcuXFV0,,AL,2.0,pbhfkimycdbnonjqgxbhjobumzmaufzvezsqqpi,ntuolnmuuzycabapeeaselg,259.0,SVEFGTRPCE,Akron,Canada
4HP7080,U,1883270.0,5.0,,MGMMiragf,148641.0,,fiyueqnuajaowsodrociqwuitgdftfdrhnvuqtdzk,Xxjsak7gvvnj,AK,1.0,Cew0zphcklirqmzkdknkdqqqfqucjwecienv,THPJjHIYCtPBH,502.0,Uojyesnafgdhl,Cheyenne,United States of America
ixpi081,,604112.0,7.0,,2esternDigitxl,242939.0,,othgee8jwrxomqxttzerixbjsjmxozdjlxbecfsy,Yacotfzko,SD,3.0,Ytsbxrhr1cujattfkicowzvkrmkxvhf9wxmoygeldcidclmnmldr,idlefaesbpcmsqacbjohgkw,294.0,Zpcycrjttpfwfepvdsixwput,Tulsa,
Zed7082,S,357947.0,5.0,,lenhNatiomalGaming,236716.0,,zYEfBQJLTtSEEVAISkESJFIOcL,Zmlirbi,NV,,xmjfiwlochirqcftonghdsgu,Z4xtfppyxfctpkm4dsq,426.0,swbch,Glendale,Canada
qgq708r,U,984949.0,1.0,F,TJX,44803.0,,zuqpnnhexuzhfakdkme9gastevvgtzrpuvblkkwjputaakkudc4hehituujxelxhgwvejcsmwws,Wocqcy,OK,0.0,Llwafipscqkmcckwfesghlxqndguegrmjuaqzfdsxhuakvzxnurddtggersywkzxiueoptmjgmmb,qgqtrp2ynntii,241.0,nteepsbr,Boston,United States of America
mrg7084,D,1185075.0,0.0,,Lisdlaiborne,236199.0,a,aiqxfgxxabcczgudnyngsgpgoctjiovhqyxwvyypurbmmyf2bnlmfksngkhyvizoieqiozuc,EUjQCUaNSO,AK,1.0,Ghtcldohnqfgyfdvmsupqbabkvkxvfof,mggizyamxnxsqzeucpavbmnrmvdbwa,446.0,Luqblik,Bellevue,United States of America
OcD7085,D,1401850.0,3.0,,jutualobAmericaLifr,165122.0,I,UXmSHAZfLfZIZHPRpBOGL8ByPuEDHWVShBHOUC3IXTRZMHKRxPF,Rxrhsgtmvbst,NH,3.0,jcnfadcgbqqocvqseptauplgbdflrcgkktmifepgvgx2azbrggkd1usvrbosvzyvlqs,OSDMABX6S,500.0,esrvgshhyi,Sydney,Canada
Xcm70o6,D,1976658.0,7.0,F,RockdfllAuyomation,194546.0,j,hgkyknzf12,Mqqeexxaen,NH,4.0,Zxzhrfbzrcbephqkrrtotrbmuimwqrfejkouaszhzrzznlq,scmnnecnucjidvql0vsaiw,419.0,Wcscrrvimgpznttfydpxwdgg,Huntsville,United States of America
BSA6087,M,2639084.0,5.0,,Publicqrorage,171001.0,y,Frega2oqgj,jqtfjvguysy,ID,2.0,vvxhpaoffxfvyxkqbefnlfskvv1pccmypfyncrdwiougnyihcw8bowr,BSAT1,276.0,jbulozmzj,Vancouver,Canada
Pxz7088,U,613201.0,6.0,,Ihron,146588.0,,Nyqdrjnzmtmxjb7uiruxtnpvhfmpwqwthbinoxe4zsguvfrejrpmmxuchsxsqj,rbbkc,KY,1.0,Ovvkjeakt7,Psxynivgfzmpseytcudbk,,ppaptlktrpthxmqznbnfdnsz,Jersey City,
tHF7089,U,,6.0,,USBancor0,185089.0,,uRqOUSPKLPNLPJVcB,Favf3zltxss,TN,,Bqfdyahhvsazshcig9igvkfbyphzdpwi,FHcG5LRPDNB,460.0,Ujcgrmbatkpxchwadqq,Fort Lauderdale,United States of America
Fck70i0,M,919071.0,5.0,,AirProduxheChfmicals,152973.0,O,Qggtjkpgail,XBAYsAEEBm,PfinseEdwardlsland,2.0,kujtwdvlcqqjjlv7tymrxvjtiolohvqi8mqtlysehykhzqlbgftfbmkqcrngujqn,Fdkwjefnzjdxfernaefgfifzn,280.0,xbjmjobnwih,Waterbury,United States of America
ZQV6091,M,1818310.0,2.0,,Bigkots,227460.0,,zogrponrsbhqmwprilsmeerzxdyverqjtqnkpczguepngbmruc,fzdtvjd,IA,0.0,qcgryowrdkul1ennj0ccb7cdaqxwugczfjsdlp,ZQVNZpkCOYOS,301.0,Wjrlcecdpgdknnh,Fort Lauderdale,United States of America
Smv7092,M,1454831.0,6.0,,McKessom,109583.0,r,Zbiydxxbalnopbetmqomsalckarxbfbxdhqeztsoejkvfreyqbr0vivlqoa,ax1gbhexn,Alberfa,3.0,Esbxfp0wbnv6foexwyzsvnybqffxrmc4orhuspjcgjaczea3iufsw7eqzgpgiospdevrrbjcfmfxyaif,Smfga3lkcsjbjhsfby,293.0,Brqyc,Des Moines,United States of America
vpou093,W,1588735.0,3.0,,Conos0Phillips,222100.0,,nWAOdLsUORYKADTQKZPHTKVXqRYxoRiBOoVXdCEVXPNNVJiHVHGTuBRmbOMWGBFHEE,2fhrmoym,FL,4.0,Ivcmifggqefz,vpoycendzdnpqijymilqt8gtcu0g,328.0,Pnbcdkiross,Wichita,United States of America
Anm709e,D,1920757.0,,,ENSCOInternxyiknal,134664.0,,Xgonrhuqtvsqzwbe6qqdlzpycx,qhsjkuajnkps,VA,3.0,gqpghuzksrxqj3qqbrtdvugqpozsobxuqbvgs8zotvkgianvhoguccbhbqpzerbynlgimwncoyqyi,Anmybdbn,341.0,bxdtqvwozsblqalqgsoncyiyhk,New Orleans,United States of America
Pda6095,U,1616883.0,3.0,F,D8scov4rFinanciapzerfices,334536.0,,Kecsoipsjndjohafargxywpvyvzzwhoc,XUiiCUGDIQ,CA,2.0,MkDNOOXPLaVfMPSZNGnSFHBRJSuSKYQEUVdFaXR,Pvabldxeueeuhihxwvnwtdoohew,,Egkdytypmxbgwrmo,Quebec,
GDO70p6,W,355755.0,9.0,m,bluor,379585.0,X,Yixuqhhbhgeskqkksgvpfhnivrjighinvexnltjmyeojfakoemms,BPNRiFMF,Saqkatchewsn,3.0,gwkoarqrzfdvtr4ufhbcbkyuakazxwan2fbtpgsdbptvmv9g8cww,GDlXFIPhCTQ2NVgVMHXZQ,247.0,gnlzpfzbrymufkfllobkixgzk,Lowell,United States of America
ytz8097,W,1238104.0,3.0,,AlexanserBairwin,154699.0,F,svaekgvrszf3jelsgzjjvjwkvpevhlzxoldsxpbingl,BQZOjAZAlKP,IA,5.0,fhvngxobdqqj,5tzmh9zssalxqedmvcw,431.0,PELECDKVTPPF,Fort Collins,Canada
Ffy7098,W,2965629.0,7.0,m,wuestar,47971.0,,DGoGLygOTFOWwSEZoZLO1HFBGKUgIXQNhTPZSPiJJHEyHKPC3KAwYQCEQxPJZWXSXRPCJb,RUhQVBDFIcAS,HI,2.0,gpwgcnjo7mfskgkeaugsjxbwdnul,Fryedtbsyhfhrktg1,157.0,Vmgcotcvtjrxskcqhedwoe,Irvine,
SZO7999,S,1380890.0,3.0,,CyfecIgdustroes,395280.0,,afwstbndbhodfmyuy9trnsvdiifrgtrayqve0nyyezjdcgaohhxxr,Ohnaps,VT,3.0,sjnjqkkztrnrt1brjlbuexrhxtdfsphxootljzdspjytfntsuvbrnypmjkf6eanjc,SZ0HJpsXENYVBXCKWMM,320.0,rwiodkmfnujosrdkegnqdgmaeoqr,Idaho Falls,United States of America
ska7100,M,865144.0,1.0,,HostH8t2lsResortx,58091.0,,Xvnlemnfstipgjfgznftidleklxwuhxelweclitmugid8nxmcqlbnkspp,,SC,,Xpgbmahuyrrtxwutcfsebwpiekxtgspnljsgdex,slzmjoocfpqlnoo,229.0,BAIRZRNWDLPRBYBNWN,Philadelphia,United States of America
Qvv7w01,U,1275131.0,0.0,,HkmeDepot,205817.0,,Dheropaxtdlwulemnaihlvbuiqwvzjivctyyevlmrpemnz,gzrbkxzfg,WY,2.0,bceexbachhyefsfhkfpaplqhrzsamijovuawfomwzyqkqabafcv2fonqotbocfcchy,Qvvtrgtkxrnsvmdtifan,175.0,KXCYDSVRXOEVF,Toronto,United States of America
Brv7102,D,1331065.0,6.0,f,BuilvinhshateriaisCorp,335220.0,,7ESPLEQsDImVkOWMpOAYMEHKKAsPTNEWQNS4ueUCHQKcWOl6UHRWElJRCZXINQQZVHHMObeYXBX,Ruspstnwwhvu,NC,2.0,ehzpxzvfdnxgfhwkwy9ak9vwwweibw,Brcpuwlnuijumtrtcfs,411.0,WATBIBQSRTQZQCGMKZJ,Nashua,United States of America
Khv710w,U,1529351.0,2.0,,PionwerNatu4alResourcwz,215734.0,,Fuipovitqgjohemxjhe3iukuukugswwdtm7rdaybukwecdtspvgscujidhjwdggf,2ggstbm,FL,3.0,prfikufhcfioaaqx9ixbilhajnv9sbdtbqki,lhvcuslwtpqbbuos,138.0,Upmznivkdsi,Boston,
0oa7104,S,2593538.0,7.0,F,ClnsolEneegy,400778.0,Z,diglfkbojdawghmvrqv7qagjezuowbpdivpprnfjmfqsspabzpjwkh5nldvddbfaakfdliuhakdrxao,Xyulylgtl,TN,1.0,qufzohddril2lzqsmvunmkmpmhntzctj9dbdpiiwqgtkgsejdriqoongqlgufiqrb5xyhiyb,poalskakasvrivqvbswrlzxv,258.0,Laiiriyrqywuczspidgrqkbosms,Moreno Valley,United States of America
mzu71o5,M,1327222.0,3.0,,uuntingtonBahcstages,202123.0,,R0NONOVSisUITVgSEFNJFP,adicknxnn,MA,1.0,mbeexjignogmssirgiqwtrcxtiybumycrhzmfhoqev,mzumbn4,243.0,NGVATCJRXKZVNJOUYZPK,Hartford,United States of America
5pr7106,M,1178635.0,7.0,F,LfviStrsuss,248522.0,,qburssuchmvxon3hyqyjhsgpkg,Rrkpqkpmefi0,Saskatfhewwn,2.0,Adydiboe2ljsbotavgsqnjbf4kkdidnsjzgzgbmbcdxiot7otb,Tp5isxkpear,399.0,Yzzcwkjqnlzz,Arlington,United States of America
JMC710u,M,2536679.0,6.0,,Bestguy,15993.0,,kguibp9ekjadmwbinyfkpnmvtkexpqfefguqu,dosnoypyfvd,MA,1.0,FwIbLUZAAKoGCOOJNaKQ,JMC5JtDZ9TBPDGiXHIIAmKDZFJX,312.0,wzbaogabhvyanb,Flint,Canada
Aid7198,S,943347.0,4.0,,ElPaqo,255397.0,s,HSFGFFVhUAtJOGIWXlDG4M,na0df,KY,3.0,Iqkgy,Aixgbijwxpmkrrrlhuw,452.0,aokoqztvifkblg,Lafayette,Canada
Xqc7w09,M,620156.0,4.0,,Real9gy,,,Hxsggcmfdsqflvcpozelfhhfxeydjcbpuuludbzqsarnkkbdxnt,Vmu9jybttz4w,IL,5.0,,Xqcenvshvkknklsr2demsblaz,339.0,Gcykduswupghdkrflkthbnmstr,Fontana,United States of America
Cdy7210,D,1107163.0,3.0,F,HertxGlohaiHoldings,23260.0,,,Khlsfwol5,PrinveEdwarvIslwnd,3.0,Pr4wxio6ejbtgbagluzcjdwhahldwaetzvyo,Cdygtttgzmrbsfhkd3xinadiiog,388.0,NXKTZVHFQKXJCMGEWLPHFKQSQJLCFC,Hampton,United States of America
ylg7211,S,2233842.0,9.0,F,Kell9gg,,,Edcdlknad38phdvgpalsimlvyctibyziiffa,YGFFaGSPL,VA,,adssawpaaeu,yogmtomfcqd4owfzr2zybwlcuml,414.0,Ivfjjeuesmidkxxwybdxsnusjaiz,Windsor,United States of America
Sjs7122,M,1666389.0,0.0,F,Paychez,349535.0,g,GAYOVEgOHenWSZX,Uvkgsuq,SC,4.0,Nkypbugtvupqel3el,Shsbtv,577.0,JMDNIOBWYWAYECVQAXHDTCNBTAPL,Vallejo,
esr7113,M,915656.0,4.0,,MetLif2,100144.0,,VkLBTUvIMTWzsZUF2dKHIVQHAThVFOSGHsQIxWEEOJZONEsRKC,XCNLhV6DRZDJ,WV,6.0,XVNETREubDSBUF5RMHdAFNPDCfxPJMH,dafkrukidx,275.0,Oaeijpqkxqlfjidkupojas,Wilmington,United States of America
Mqe7114,W,1321964.0,0.0,m,,217067.0,J,Jgmenggcj,Bekriblhfe,IN,1.0,LWAYYShLGDqG8KW1ETRuBMEZGZxNAMtMXJNoYGCCCZKAh2ZHVC6GLF1GOhTEVOCDPX,Maejdvcjpgbklwul7,403.0,stnvzuwhsbdglcinxen,Buffalo,United States of America
Qyc7q15,U,847772.0,5.0,,NwtionalFu3oGas,387907.0,k,rxnvgkqwrfnrmujnmmlsmrfvhgurbjqnbihteri,lpawbxaro,MS,1.0,Upthdangldbjxokerhtekpwvcwrys7fbkljsyafyvuqrz6tzzlxbcfwosmajtjrjadohgc1ejt,Qycrtuksj,386.0,Rmynnciyllb,Waterbury,United States of America
Kij711y,M,859478.0,1.0,m,Service4jterpriseGrlip,249308.0,,JMfXPBMPWAQgYZJNJQfKVuJJOQDOYIQBAY1NdbNSG9,X9rzpz,MT,5.0,CBNpEBDISwiRJQ2OfJZdNZDVBHBFgWgNQGKJRGa3WWZGCCWsHENZZXI,Kijqnythvd,222.0,Tevxfffrqakfbopdpnyrcvkrmsdy,Anaheim,United States of America
Lmj7117,U,1349744.0,5.0,,LincolnNa5i0mal,174442.0,,PVDODRTAOTIHBNcPDWtTSPksGHCYsCDfSjjAJKAHDLQiQQFovUEYHBFFCRLMTSxlgEOOGWLUNL,D9gzcihl,WI,1.0,UCVWPSTLHKCSG4nBYMhCbJfHJGmTCQBOBNMSNDTXXOTXrOdRYNURLZetXhH,Lkj3ndhhtzinroxzehgqlccschces,335.0,swjswvhrn,Yellow Knife,United States of America
Wfa7118,U,1285403.0,3.0,m,yhegmoFisherScientiv8c,137209.0,,Vyyxrsviv6abjtuxibrewcjjisatjqwjtyuvcbotcaoqvucvbkospkkhepsczgexj,Echiga,OR,2.0,Gxsulclcthuxnyl,Wfqdq1tdfoltwfioatzlqfcjkmfr,307.0,YFOYXULWLRIOJHRLXNHHFVCXVK,Halifax,Canada
Wtzu119,M,1969320.0,6.0,M,KraftFkode,296554.0,,qswkwqyktvfxnhshjdfgxmcbebbvwblzalhqd,FO5CFQ,MT,1.0,Qobzfckwlj2qjohhixdnqsuwnvxckrzt2smkojiwlmcgzgtsokxslveawiptqcrxaaqhurbcb53fnkva,Wtxzeqefnupzejwisexjbncdindl,450.0,Dbvnxdezyfsclelcljcgci,Nashville,Canada
Kiz712o,M,213242.0,3.0,m,CinemaruHopdungs,214710.0,j,psimaiamwaswmgxmjpiogrgdaxwc,9spbxhvij,RI,3.0,vqopsufrjtnjhpsywffgvxuq0ktt3powdwmnxtwyhgoqqkuhy1lnod,Kozwkbwttvikwwycqalkvqn,319.0,Rwmgwmcmmwxeywdkanco,Miami,Canada
Iax7q21,M,1247088.0,1.0,,RetaioV2ntures,200091.0,,,Rhtyns,CT,1.0,nshrgfohdsthdtcrrajwdcbhwu,Iaxfjct,534.0,Qvmkfnfcgabg,Chandler,United States of America
Nh07122,S,2801405.0,7.0,m,Allstatd,84516.0,a,hzzgckpyphwcojstlbdujhry9zuirooejtlmbdlidqjnyylimwxixvgldhfjsyt,Lw3lhhcggki,MT,0.0,Ajfogqfkroksjobywlfardafgocayrbopdzensboktlcrvzyg3pwry,bhpuhwkpmvabfqxamgkt,261.0,Vpmviuvpavhtntm,Windsor,Canada
Nrx7223,S,1705014.0,0.0,,HobrywellInternayi8nal,319145.0,,nFEEVEDISIX2HKi,Lyjzgt,NH,0.0,XOJCAD9EIiFTrNp7GCSYcIAAOQiJIDJWZGWKPBNUBBWAvmNMMWnUDsLsYNEoMZQGO,Nrxxiawur,254.0,Xrwltlpfhndssdhkudvjxdaxxqysw,Sandy,United States of America
s6h7124,M,256891.0,6.0,,Seagoard,176903.0,,ptawmykzg0qkeyydlyaxpdegvaklicgrvymso,igmheq,CT,2.0,fshjlazkuoqam,sthapstqavgflscgun6tfpgmh,367.0,ZYTSUXKTIPRCXRCVKORM,Berkeley,United States of America
Hbu712y,D,984227.0,6.0,,AuyomaticsaraProceasing,216143.0,B,FF8fINCQRBJWKbXNNYiTNOH6ycNEIRKPPFAAPZBTGJNKrgIDQVJJUBhVgIBVMzCPdDAIESZaQ,Urfbjhtcfuff,UT,,Tpewdxtfc8jbtrglpumkwalyhrpltodjbg1rsoyky,Hbusennjxjq,265.0,SLIHNYDOYRAAFYWBZIPZHYYYJDANS,Fort Smith,Canada
wrk7q26,W,1290404.0,2.0,F,Quesrar,369904.0,,WVRMSWM2GPWIEXDlhOGINrZCFEeS,pjmbpsfr,OH,3.0,QZ9GQGWVYREjUJLWOMGJTQ7CBXOXLKUXUC7UoJKM9SALVVABPJDMGsyvUU2FosfuYBEOhHIALAJUU,wrkhhk,507.0,Mhmthqzexjdlubaos,Manchester,Canada
kym7q27,M,318617.0,8.0,,B2gkshireHzthaway,291873.0,o,,LRXVLc,AK,0.0,eOOXHGVGsWQIUIWKCTKSJOHNYySMaQykQwYITGFA0qCIStgYDKVXTKAOSQXSXSZR6QhF,kymruwdz,526.0,LQONGGJNMOCLLTWFKGMFN,Erie,United States of America
CAL6128,S,1263686.0,5.0,f,AgitihiBowater,,E,tLPUBwNUVFDHnFQBMMWIlr8AABAIZTXLZVH1YZDGM8PZdRQOCHBqUHPkU,crjqrxoj,AZ,3.0,crtssfcrkb2zfppo6isifqkkmdgbclkebywmktcqitpey5wr,CALCUP7W7YLFB5SAJXXDdEPB,327.0,Rgcuhygjdg,Portland,United States of America
cwg7129,M,828087.0,1.0,M,Deerr,210253.0,o,UPJSlcLEMYAFuYggICSuxTNeBESHNGVXGEEEpDXKPSOPHFD,tehkbwpk7hbl,Sadkatxhewan,1.0,Ifmaqelntlpqkthzkpqwrobpfcdqtpszlcynktsll8y,cagivdvtswkchu0ecqdnyrygta4ou,413.0,Baajiptygjnrgxpxhgnnbbh,Colorado Springs,United States of America
heh713o,M,2292776.0,,,Pepc9Hokdings,267263.0,q,jigwisjlcltxhvvrnavtgfzxmhe8rmtmipbsktdptujajzjontsdulayqeblfe,LGLJBcLL,DC,4.0,xYEDXQO7DQDRWnAK,hehswwtceer3wijpcfbeowi,216.0,Ulgcnbfqjcpp,Torrance,Canada
Snq7231,U,1500078.0,4.0,t,Mssco,92408.0,,Tnanzia,Lkexrqz,AR,3.0,,Snqxleegvk,247.0,Rngrdgeivqpvldnb,Colorado Springs,United States of America
MXI71e2,U,1421978.0,8.0,m,3etaolVentures,186269.0,,,Wtfnktjcx,GA,5.0,Uyuh7fmzgd0bbazackyjgnkuetigeahioyhbbehovfxsgbpjn4mqjfef4umzxielefbbwphrrkfjdqje,MXIdHJU,358.0,Jeaqowpymbqflpoeiobjd,Newark,United States of America
Kmf713w,S,3165592.0,1.0,m,CsmpgellSoup,114271.0,,TUnQUKOUKYMfWXKIxgASUD5IYGKMSESfuzXNCDDPKZ,Rjtplt,MS,4.0,rBAYZfSbRxQoDEFISVJMLHrEQACDOOLONNAXSLprBQYHSMoPENwhTbXDdQAZEYZWEWNN,Kmfgrtxjtjn8,340.0,Trltoviorsccy,Casper,United States of America
kgl71r4,S,1092010.0,1.0,f,RoxkwoodHopdinvs,311746.0,,Ackxrtogxtjfsnrpdkjrqgvaxlgxvmmfwfdayoyto3mg3tecqgcwvbm8nwdfrisss,xniobvonidg,WI,2.0,KEXGWZQXPGZVbOCguPWHfQDuLHRY,kglheawkflccddedkagfhtjfek,356.0,Ccajenlgbkr,Hampton,Canada
Qci71r5,D,855505.0,3.0,M,OwejsCorninv,344241.0,,bxqtsqbfnwwctjxdrmjosuoufovqedhmhllkvi,Nwyv4mvrjlg,CT,,Ibffgakeiirtjkhpztudylkbrkbzmvebikqwlsprelg,Qcubtmiwwzjfjyd5unbwygym,328.0,OWPZIHSWZFNGBGKYUZVSBUSHT,Halifax,United States of America
ALg7136,U,886366.0,4.0,,LeviStrsues,441045.0,A,yub7lvmehzmeeruubwxprctkr3lfeddbrrzumq8gjiceyml,degztfzhpa,ME,2.0,wdaxji9gfsrcawioqriqduunrttitekxtglazvao,ALHgqATSpJCOINOJmXJU,573.0,Zhceofkyqcgadhhki,Amarillo,United States of America
Xma71e7,M,145655.0,5.0,F,West,353869.0,,Tpcjhg5nm0fxps1xknktprcoxygofqztxltfbrqw,VDiDZGJaYSL,OR,1.0,,Xmagpnzlfqsesvudomrhwzvvsqhm,359.0,cdosfugeojrvgjknzsfvdiukcdsa,Salem,United States of America
Aci7w38,,1430194.0,1.0,M,Mylsn,220808.0,A,GUOQRPRgBSmfMQYRFVR8SodSVoWbEbEVwGMFPZKCRKOOVKMQkTHWIgREVTZV,,SC,2.0,Enawcjiqrarjscaegkpljhbbzpqrodmesofrbo,Acirqm4dvr0mbhbmkmjamxea,245.0,Nfqxrtnlbdnuabeo,Hay River,
Llw7239,S,2171585.0,1.0,,Navistarlnyernatlobal,212051.0,,KCdJHILxWRXTNdAEoKOAFUCZNPkTaGAXIWLHOMlCySHNDtwbOvRIFHqQTeTWKHCMTKGVDJMhVNDLRC,Bskgzaowujgr,AR,2.0,Sktej0cefqrvnmilkqbsidkvzyodqg,plwpg,138.0,Kwdxxiujtmsqtvocoejuidwcwayyl,Lexington,United States of America
Sdh7q40,M,1659024.0,3.0,f,Nvkdia,9797.0,d,XQOTfCVSAGCLfLAZdVVXiX,Fvtlpe,MS,1.0,Nzdeseigzogpyf7waijpkocxzlisgqgdctkzrolnsuzfbdh,Sdhqqgqlcrdjc6polvzkswwzgumsgd,395.0,Wpncchklgrtfkwvw,Lancaster,United States of America
KLJ7142,M,266798.0,1.0,,AortranHoksings,213706.0,,LfFXDJJNfYjMCWAAAIAGGA6JUVJzWVsP,Dpcbmu,MA,2.0,,KLJFULKQXCCCS5fDcDD,280.0,AVUAHQLNSDU,Toronto,United States of America
