AgencyID,MiddleInitial,AddressLine1,MaritalStatus,NetWorth,LastName,FirstName,Employer,Age,NumberChildren,PostalCode,Gender,Income,AddressLine2,Country,City,State,Phone
Xdp5176,T,LYOXRLZLKWPCPRUTUGVVGUGDCG,W,1773668.0,Xdpdduebalvbibrkdaz,gljrmupucgebtezaekhvohkxv,State Street Corp.,,3.0,Zhgpcra,,305899.0,Rjblfmiiesorkntodbbfcbkjfyqhhk,Canada,Lexington,MD,1-637-009-5251
VNF5177,A,Dwcgjvrmbyqsyusvlbpjvom,M,537987.0,VNFMVFSZFALJX,Vfrohadjimflwdusjpdbfcoqpwec,Verizon Communications,1.0,3.0,MMMPVXRSGAD,,,Hrlvrbrnoxsjbhjzujednwxqtdtpvvudpblphfqkevdaywqtwemfweandlsgcazhhzuzmqgy,United States of America,McAllen,MT,
Duv5178,M,Dumlfnebeqpmyutwmnsrpxnrzjbhirndoptauomdsaxscohjgqmnwguejmdjqsvgwmdxp,M,3723984.0,Duvhx,FZWDGNPF,United Services Automobile,54.0,5.0,ZDXRSNPN,,332188.0,rsocnfsvsxrwhgqtoyqomwkpykshivwpy,Canada,Gary,AL,1-841-477-6841
Lzf5179,M,Bftppjskmujmsijcnrztkxtlsf,S,258911.0,Lzfjnubfqkryulnuvrqw,Bzhsdehquuauhxnndodflbhhgcxhn,MasterCard,11.0,0.0,xhqerh,,275296.0,Lnvgtmxpglwrnxnblwtrgsjviverntjlvlyvavmfitpchkzcoblrrsqcopiwujpvnh,United States of America,San Diego,KY,1-607-282-1269
Mbu5180,,Rdgqelfswhpussniqvj,,1668412.0,Mbuvtsvdvaiuocgg,Zjsql,Kellogg,25.0,3.0,DUZAJNGPH,,453755.0,Sndxbwexpabkrlhrjatckvamhvktbiugupcvcxwmterxefazmtldcuczp,United States of America,Pueblo,Nova Scotia,1-314-139-3868
Jog5181,m,Qwhhvqmkpcal,M,3484024.0,Jogcvaxrwpsastuyfxslq,Zcxmdvrbqinyrny,Mercury General,6.0,3.0,Nficoxsemm,,56931.0,,United States of America,Fort Wayne,NH,1-641-617-0087
Oop5182,,dftmozdqyrqppuveciukldpswpobtcoyivfirytspqbkddvlboufwepnefwnbzprmgsacdxxm,M,1069212.0,Oopyqphaxnwdbccscxfbzdgonmkr,bseiqskzndrotciqijlqsbcwuydcmf,Cognizant Technology Solutions,6.0,1.0,Wzmsjh,M,206130.0,CIXFZLBINGQWESILGJAWMFNOHKIVCUEZEJVKFNIJRDYLH,United States of America,Great Falls,SD,1-898-581-6062
Agm5183,a,,M,3142867.0,Agmvgejrvdozktnfxvqnrt,Jouqsjviqzyaaperwuabuhkbqjolov,Cameron International,33.0,0.0,CYUFWGEUY,,46811.0,Ibhwhtlcrhewnulviojtervvuspkd,United States of America,Sterling Heights,SD,1-441-218-1245
RYE5184,,Uorslvsnzprxbknlxifrcbrqsaxuvebz,S,1895960.0,RYESCPREIOZQWFLRSQCW,Symwuhnvscpx,Nucor,11.0,3.0,mvmjckcvhz,,447472.0,nzfoixcxhvtqjvpcqtbqyvzupfhkeeeqjartjqjjftmxwyosolovpmmttkfbiynp,United States of America,Jersey City,WA,1-001-707-5590
Tbn5185,l,Mpnhnxseeesistlcmsktjjtxjodkapfmnjkujcylavxftpbequksmrbaljkzvspdowkkosbrxn,M,2386093.0,Tbnmvxoowzqehdgpl,MTOIFDAMPUAROOLJTSIULFM,First American Corp.,2.0,2.0,Xqsvp,,191758.0,MVOAUNTQUILDLRMOILRUSMWHIFLM,United States of America,Sunnyvale,ND,1-733-220-7125
TVO5186,J,,S,3414196.0,TVOIRWKNWWDFVKUACPIA,XSSGTNPCDBRDJQNKSXA,Huntsman,81.0,4.0,khmhskchujst,M,487286.0,QAJPFBXIYVGBXNRIRSFVVX,Canada,Warwick,Saskatchewan,1-282-265-3243
wpx5187,,Gvdcxmfhrkxqucadpyxtojpqsqjffizqeqzgrrzzrnnidiqhopetd,M,2587044.0,wpxcfqewllgpschjs,UWMJDONKHYIYKER,CVS Caremark,98.0,0.0,gjvoq,M,101773.0,Izfxoyttajbimeppfkpuwrjtfarvonsaubnvdjssqrhwloueafs,United States of America,Lowell,NE,1-768-291-2465
JCF5188,z,Kpazrvmxujhkklxgxurnweifzaxilmvagjtwdhdsamatteriwmmyodgdczt,S,3565494.0,JCFCMOXKERCBQYOCIHHWJYBFHWLT,Wzomzkqnnpqnbibqvxvlqrpwftdx,Ametek,21.0,4.0,Sajpoowo,f,356923.0,Zknasjtfnnencm,United States of America,Henderson,British Columbia,
Wvh5189,B,ZOKLVTUECSLCIHBIBYYSXVCBWMW,,1979153.0,Wvhuigocbdlbt,USDZPBOZXLRHTQMPX,Reliance Steel & Aluminum,49.0,3.0,ZZPFTLCROX,,238413.0,Jwbiqfj,United States of America,Dayton,Ontario,1-175-214-3364
Lnv5190,,TTSSMDSBVLETGJNVIPGFTJZMEUJANJMLTPAGRE,M,3346972.0,Lnvwmmrlik,GMDLGTCEXCINBYZ,Piedmont Natural Gas,11.0,2.0,Mclgniwqhxn,,439618.0,Jpbwshfnxrhpdmfqspvjlkvxgwujqeb,United States of America,Durham,ME,1-520-249-2486
Skr5191,H,CBPXYWPDNFPQZMXKGYLTAGGVVIMFENJODHWBBLBGROCLLYGNWQBXYCQPUPNJ,D,88831.0,Skrhtfguhnerxxktyesxpexzpe,ZGQAXGPPJMXQCNE,Portland General Electric,97.0,5.0,Qtghdgikv,,374104.0,,United States of America,New York,FL,1-487-432-4891
Xxw5192,g,eqrmjvvfrvwtsrrwix,M,3520688.0,Xxwizz,Brsavnjsglesaefziqbvunirvmxvnt,UAL,20.0,2.0,Qqpjrsj,,393154.0,kluqxvoz,United States of America,Lancaster,MA,1-624-999-0729
gyz5193,,eihcbhgiwmumsxsdrkyyoufmowsoivvpcxilqtc,M,505490.0,gyzbzhiceynp,ZSHUMCNCUUIQLPCOAUQAKTCH,Cooper-Standard Holdings,69.0,5.0,XPZDBUSR,M,395498.0,iyymuffrlmqrksjxnoqvhfagqkoarfttriegwjnyqprnbxxtugvreyobcujtyngzbihwcnhyahejpj,United States of America,Santa Ana,LA,1-971-051-4981
fad5194,,jlryefwcsvaauwvhdozugdsiclkjkpctmptiupvbwnvpvkfvwxfgnuytfyarv,M,,fadxictsudblyxvdwkygwfqbw,YLICPGQIPMPRGTZZTIKLEA,Guardian Life Ins. Co.,94.0,3.0,Mozghrpsdmbv,F,488185.0,Mpndacvurwrziltirkuoldddcswcuptuphulipblufggurixgyzh,United States of America,Allentown,GA,1-271-831-0535
Mew5195,X,pustqejniqermdwwhgrbrxdoeoolgmxtltqpotxfyvpjufbwjaslbaoxuuqmvgbjn,,2773536.0,Mewveocy,YSDCGRWTJHWKGIEALD,Weyerhaeuser,47.0,3.0,IDPEZCNUCTIU,,363058.0,vqyobvrvjdymwgfthwfipiacwzbpomxuidpjjopcdbzdqgvcqjskjageen,United States of America,London,MO,1-104-317-1204
Uva5196,g,lgzupqqluqgvzubknwuwxfofofljxikvfrafqvolgud,M,1852539.0,Uvamaqg,lybqjrmtomkiaqpuqggdtvnumqcbrj,Principal Financial,,2.0,Dwzygdbwhbn,,279232.0,qorsmdwsahvztjwsflofksmnjxdtavsnejaxfwrtvfsckxxukj,United States of America,Detroit,MN,1-370-990-6102
HHK5197,k,Tpxdlhluoqubkutoocixgvrgbnalnkgdtiauyagfnknibsmqefsaeebr,S,3057999.0,HHKVQ,FIOFPLSCJYQKWGJCVOGY,McDonald's,63.0,3.0,Galgf,M,282401.0,SQYPNREDPRYWOBYITICOFABUJVJMRVSSMMBRYANIRZMPGKEBVCXKQPWDUXANVFHLJDBEIHGXCNOYHZ,United States of America,Pueblo,CA,1-847-490-7878
Kip5199,K,BHCGKUILQKVEHCLXMINJXH,S,2663603.0,Kipnqrxcpnyrgph,PNJKVKRYST,Emerson Electric,90.0,4.0,Cbuxpqm,f,380158.0,bgzmcfhrrdcwsjtogiykigkeqgagowjmgkoplldrnmkqzj,United States of America,Las Vegas,MA,1-754-604-1434
aur5200,,Naiwf,M,1769008.0,aurhjiawpaaihjilso,Sjtdhwnkfjumabhopbspdrbtllc,PPL,29.0,2.0,imxawsdfv,,11342.0,Zkyis,United States of America,Mesa,MA,1-795-767-0410
Pay5201,,Aqbgvncffzopmfydgxgmgibrthsjxviistlgeehefvuwjnqysrt,W,2494794.0,Payqojqpzobrxrabpljandiaauegug,rffksrhtemwozvgrh,FPL Group,87.0,0.0,,,224145.0,kbwwtdsljuzxcnsygearnwdfrrxxrvtsxlqcawuczzwbalfc,Canada,Austin,DC,1-705-487-9664
tzq5202,,FWLOFLZQEDOZGVMMEYZCTJTDDJJYD,U,2184144.0,tzqdauiicgsmprbhggerbpuxracjvt,wpcnhjqeskplsjguophkopin,Core-Mark Holding,85.0,1.0,rcquvxrrgdpa,,,FULNQWRASKUJMWSVAIGPGDVXFLSMZIZTZLLLELWFZYCWBPGIRLOYHAJDJKSWWBOCELCLAQQWOSECWWX,United States of America,Vancouver,MT,1-395-847-8072
Tzz5203,y,Yskuwcquadhhtwglxbpibkkcjthxeilmsurqshxewufgkbbwguhvnmpxaycp,M,2175684.0,Tzzhpnvcvoxipahokirlry,Bmouokrfe,United Parcel Service,52.0,5.0,Rafcfhkkyg,m,343839.0,rzcooijihxqerddejtiuhilxygiagklqndhhlltjnwoebdw,United States of America,Santa Clarita,AK,1-967-775-3735
Kcq5204,,kpkblaujjqgjhzkheijtbmzetmcutz,U,3309455.0,Kcqnkqqedxsdqywcyakctgzgm,Gwycevbsytxedmdokwktsgzqtd,NSTAR,,2.0,Ibvbrrpbaelb,m,32012.0,yyyteswjmwddzqyoslthrmztrxaqwidhshwhjjqkkcupiwnjakodnammlmhcx,United States of America,New Orleans,CA,1-452-052-5011
Cbg5205,z,torfosyeszmrqmbehvsoegkydwxpsvbu,M,2907241.0,Cbguriymrjxhjuyouazipkkj,Oednaenvbskuynvucoftafylfvusz,TD Ameritrade,,5.0,agkkjqxz,,499036.0,YGPHJJYLIHBYLFNPYICCQUMEUK,United States of America,Lakewood,MA,1-322-605-2545
Bbv5206,,ftgjwaglhaihjjrnsfsfsdhrvotlkxmpnlzbtjafabetdqieeulnhaurlradicwvhujeewxareaohdg,W,3574784.0,Bbvnohxhswcezy,Jxnxprcdiuolygb,YRC Worldwide,6.0,5.0,Cadtbgpfkdx,,483339.0,Jwnurypkbgenjwqvibijdbgpkoxyygvsxruubjjxlobvpiidzmfardaeuomfezpbjfsgrevqecfraee,Canada,Portland,VA,1-601-323-4581
TZN5207,e,Epoamjdcepbkeudmjurigkxceobrbwzjkwyonnsvpbqsvsamjyfbxxhkwobcwvdgsbqunkhjmy,D,3099630.0,TZNHJWTOONPCAGEZQBCILLBIKQH,owcmwfedxsvwilsjedrnvbr,Hess,79.0,0.0,luhgagwc,F,333216.0,FEGXYBZNQOZYMR,United States of America,Norfolk,UT,1-708-369-3285
RVS5208,,Ldfuyoyunivkqnylzceunbvwmxmrrf,M,1031447.0,RVSFRHMHNNKRTEGMSZPFJNR,Dsmmerysrahkjr,NSTAR,0.0,1.0,hvjxwgb,,416707.0,Ajedfzsxhtgvdpaxmmwvugiulbwuewwnureaktjqykepcycwmdrnqczdtsrnklblujzftcuyhfh,United States of America,Jackson,MA,1-553-833-2788
Oze5209,Z,Shaigbpxwkbcnytofqtzqvbqoiwbtrfbfbxbziasyhdalzsirfhe,S,3455113.0,Ozemhbfpterhjclmtdqzcrlig,QYIPYSPRUYNUHNSZTJKNOGR,NewPage Holding,43.0,1.0,,,250144.0,,United States of America,Mount Pearl,WV,1-644-034-8204
Qjb5210,,Ztvsegghsmvldzwxqyrbylsgjpmgdbfphgzowwhqocndwhctlmjpfafznrtn,,2066307.0,Qjbtwlmiijepczowhngoa,Izjxukxwoshaehzg,,83.0,5.0,ocmzmohylr,,259893.0,Vghakuynjqvxscdezvxd,United States of America,San Diego,NH,1-929-832-2138
Hef5211,,mvfunwbjnjojakgcscjejovumcxticttvfykkkzglcrgqwyvzlyflek,,1673757.0,Heftksgqojcgarekhexzygcby,Pbpxqxngaytuptcgndyxluqqcbqrci,Bucyrus International,86.0,4.0,Esejcadcp,F,433889.0,CLXWXJEALTLIYRNUYIWGMYCAD,United States of America,London,AK,1-053-435-0317
Nbv5212,Z,PNXTMWEPGZNNNIJOUFFXYPULFPRVWRNPQKKTVLRNXGIDXU,M,634220.0,Nbvfmebzxpnvpm,Qicfnxpqhfqpqqhlnpmcj,Lockheed Martin,47.0,4.0,Nzjuwt,,37992.0,Lyrnxmlhxrzjxtgjafxosxqbnbwy,United States of America,Lansing,KY,
Avv5213,,phwplgicfgxdktnlvweanqzizpfgfjwhkokbiognznkqcqgtfqfutptqbuw,S,3677277.0,Avviymxtfssewknudvvglojurayjb,Ydionmpoaugawfv,CommScope,31.0,4.0,Zzorebr,,490311.0,ANAGYPEJCDE,United States of America,Naperville,Quebec,1-305-243-4803
xnq5214,V,Qjqblqkjrabhhubbc,M,2158104.0,xnqmlcqgaxwis,Rydzmubki,Zimmer Holdings,97.0,3.0,Zdvxopktcqsi,M,449517.0,Jkwvdnapogfiwoejvoculjcgi,United States of America,Salem,DC,1-237-133-2916
jlt5215,J,PSOBMXUGOTBWTBTGHG,U,228730.0,jlteoggrnpobsogrghv,UOGBHVCQYPBSZXXIQKJOW,Telephone & Data Systems,64.0,2.0,Ixbbwawn,,268759.0,Hotwbeyujqfluygveilngbginevjqpxfnq,,Edmonton,CO,1-901-669-0908
Leu5216,Y,nekblbvybcfstlvixtmmckdfcobgiwgqdauskjugwplcl,M,3950096.0,Leuhutgehhlrmru,Nouqh,SPX,3.0,0.0,aowinbdp,,325374.0,PGLGIMOUROMPOMEPKONFTRNRREJYSAWGIGCELBSYBASXISFZICANYZWSHOMCYGQE,Canada,Nashville,MT,1-925-598-8625
sar5217,,hhhskfbcmzbymtkwqjxdmoixrtxykomrnhfcbllparmhihhaxqfrsrdyasxbexinehvjj,W,3302140.0,sarbvwtsmlpawqktivs,Vmiqrgfzkjbfvlkzpgke,Insight Enterprises,77.0,5.0,Cvofsduwh,,65074.0,sveqcvlwibaexeicxkroiitmpwzpzuslslrdenlgcycdzyxtzitqsogirdxfgyzfdwogczhbcgrgwlou,Canada,Ann Arbor,WY,1-514-005-0015
Kdx5218,v,cbzrtteczb,U,3870042.0,Kdxlnmpn,IMGCDGHKHFLIL,,54.0,3.0,OEKQMAS,F,322241.0,CFGGPIKMXLDHBSQSBMXPRQMCAIVVUTYIKYXRYNIDZKJHWTXIYQKJHLYRBIWUOXIWWNLLVLDQFOGBLB,United States of America,Ottawa,ND,1-655-031-7619
GLN5219,,txhcyucbxegpnaseq,M,3348747.0,GLNCCWSLQWPJCBFCDZFG,SRKHPXJQWPRCQEY,AES,97.0,0.0,Euqwwhipievw,,359904.0,Jmrvowpbuqllenidjlhfiywlsbfwkilcegeirbnscrbkiwdmhxbfgww,United States of America,Worcester,WV,1-304-278-0402
Ywd5220,,Anrclxkgdontgqetzvrzoypxbpfjbiocapqoicshhhoplucrueqpdlkuhtnwor,,3446218.0,Ywdzskjqctdykodffzqrs,XQAXFSKCSBMHNKJIBAEVNXT,Universal American,4.0,1.0,Vandlqp,M,75727.0,xunqjzjvkrirhaameyegpfewpu,United States of America,Lakewood,FL,1-265-581-7293
Pfk5221,r,PLAGNBOXQOFAVLRUPRXCBWMLL,S,547053.0,Pfkexlruzlsgssxfjgihvnvwbn,ialviywppsxrmt,Genworth Financial,97.0,0.0,Fepgv,,88206.0,EJQOUOPQTJAVNXSKNXSSGQZNBLBEVREFOVWKTIUDOJEEWPOICQVRNIIZAJODPIECHAV,,Washington,PA,1-913-187-5308
hpd5222,D,,M,2641409.0,hpdfwchrzhjwxen,gmwkhkjcriaocmxasuufum,Alexander & Baldwin,100.0,4.0,SPOPMYQUL,f,160466.0,Rxjkpiqxpsdbweuynsxydgdo,United States of America,Syracuse,Saskatchewan,1-486-454-1084
plg5223,,kboedjfnfnhomzsgsarrgqcnqxfrsevlxmxvfgosvrzhnzgvokapjhgnhwjqzchdnhrgtqlijkldld,M,3394648.0,plganiolusttpm,unhjgetcrn,Affiliated Computer Services,21.0,3.0,kbgpvvkrivs,,266748.0,YUXQBVZUBMXRWWJUOQADPBRVAEJPBXUXWNAIZNGBKPWAYL,Canada,Lewiston,AZ,1-849-385-8857
pjf5224,W,dfdhulxvmzevkchpbinonlznspzteidospupphkrmixnfbjafltzumxxhilvvsojddaaygoekbyyuou,,1285921.0,pjfoelrttukfyjdkpeudoagdrctg,dkxjcgwia,Trinity Industries,72.0,0.0,Iaotchd,,,Uethszorftquvhjzvaprwhvcgiewytccldenboxvorl,Canada,Boston,NE,1-017-736-7837
Miz5225,G,Wtehglmxhxemuwpayqxtgokitvgfbcqyzwmkaxxovgalp,M,3893266.0,Miznlmcpdciforkopxcuqgt,Jsrhnddgfvvphzmsgqusfhiqm,National Semiconductor,17.0,1.0,,M,39159.0,Orwmettlaapsutxqnldaltiptzleihqsiadbwcpyxjuljocfgjzhekmrbkjhjv,United States of America,Orange,CO,1-885-139-2329
ZSK5226,W,Ldkcccneweqfkbkgwsgvjbnlihjczkqmbnpdkzovbnlqgbenvynlrzwhwxkcbogqa,M,3188950.0,ZSKVQLERADUQSTZUQ,Uegssdnljaefycddeohqeshhfridr,DISH Network,6.0,2.0,FXWUZPNN,f,290196.0,Xkauegnulvslglhcfpqrkc,,Memphis,British Columbia,1-995-435-1708
AOQ5227,,mvlxeuymyhshtvkkpzgipjinrjsujfauekoypbvddncignoubnhcfeyjrypattvxjnbnjnttqzlg,S,1910568.0,AOQQWGVWIAUSTP,qsbtdnnnbhocrblywfatsgwvmgxicm,Hanover Insurance Group,55.0,4.0,Tbmxr,F,454911.0,Ejaitvujmiljevhizqnpxmncvep,United States of America,Winston-Salem,WA,1-192-113-3818
UFT5228,i,Jharbwjbuxxdbcrukwabsbjhbjtefbuadvewbudkicjgedcdvwccdqxsotekzshubkuigaclflpfidt,M,3061524.0,UFTGXLUMIQZJVGJDTGGGPUW,Xkhqgeamnakdlkszgjdzm,Southern Union,18.0,4.0,Rkkmkvbri,M,18171.0,ASYWTVTPFF,Canada,Oshawa,PA,1-582-527-2240
PVC5229,,Rxcpuxjjsrz,M,1350346.0,PVCPNMGQEDPHYJVWGXXASUNVPH,Layrpedfkpvwriwpxidej,Archer Daniels Midland,98.0,4.0,Cnmmjfvq,F,129291.0,Zoywtyxnlfpvuvu,United States of America,Arlington,WY,1-161-114-7127
Cke5230,,Tqsawpraqfafjpiiljlqabehkwrtuufqlkplfiffqlopfpshjvocayixvzh,M,686413.0,Ckewhgjlzzlrbj,XONCUWWRKRW,Teledyne Technologies,11.0,4.0,,,394710.0,Ypmiqgwsftzwxi,United States of America,Minneapolis,IA,1-002-015-4190
zvj5231,q,CSVGSIXQEPQYMFEQLOPLHAFMMF,U,3536447.0,zvjvcgfhifw,ehjoqpvhfpxxlavczcsnymrl,Cognizant Technology Solutions,21.0,3.0,Cckblvpk,,123811.0,Hsilqmkccsk,United States of America,Bellevue,MD,1-073-669-4014
IZK5232,C,JECYVUSDWWCPIUPMESMJLZXJBHQGBQS,U,1822492.0,IZKEPSIS,AGATBAWFISMVRDO,Fiserv,33.0,2.0,,m,351588.0,ODCQBDOBHWRYGNKEXUEBTGCAKHXQQFIWRJZMZZQROCOKDXBQLDAQGKSTCCFRFXVDZEOHCNR,United States of America,Moncton,AL,1-018-195-5431
FQH5233,,Khztmttalilb,W,,FQHMNVRRCRZFQGXNLYOFIDI,CAQFCNNAGX,Public Storage,11.0,2.0,ikiss,m,328034.0,Mgipmrvcnajbsqcxo,United States of America,Cincinnati,MS,1-773-597-2926
Oiz5234,,MAXXMKUXLFCTIDLBSJXEDKASQOWIQXGZINOWKLKPZWSVXKOOGOIPEQMDZYMLLTAFE,,1462691.0,Oizgaganh,Ltuzqnmliih,HealthSpring,16.0,4.0,Swiqwdyr,f,80142.0,BQDMGXZMGRJTZYZZJOCHCTCXPCOTT,United States of America,Missoula,Quebec,1-396-221-2948
Ncr5235,,Npevssyhkfsquajgffehpeeikvzvcfxlut,U,1953600.0,Ncrooomeihysxztxeopntz,Pvlsihhqd,Biogen Idec,2.0,0.0,BVIJAMROPC,,166315.0,Dtohrckomxchagzkuksdfanbfezabazzituiwpuouakzvwlgqhdxsnhxlt,United States of America,Carrollton,MI,1-177-827-7459
YSA5236,,rvkiiifynxuejcdqbhlqidihsijgjfd,M,150494.0,YSAXLU,aywticrsg,Ralcorp Holdings,99.0,1.0,THYOAONDADY,f,438902.0,bjgembrkgrbdbsrqiejuabqcvmlvbgpfuin,,El Monte,MS,1-385-095-4365
Acg5237,,lxungetamozpikclhccbsfjkeqrmnmvofgojxspqi,M,2590010.0,Acgtqw,AKDCVMIXXNWQ,SAIC,95.0,1.0,RLGLCLHMRTP,F,485543.0,gkkkltullkqdboopv,United States of America,Mobile,NH,1-647-247-4980
Kfv5238,b,ttajrwjfwwixbhohfsmgxm,M,2919849.0,Kfvojqjdsougnaigkcwbierctd,aauthvbajtxkvo,Pinnacle West Capital,64.0,3.0,Uuhygop,f,87872.0,Kyvleaxswaovlirqzqk,United States of America,Newport News,OH,1-046-763-6607
obv5239,x,SGFVVP,S,1945176.0,obvjlgywguuntymijomvtkgi,Orhqpndwl,CF Industries Holdings,20.0,5.0,vkkbonz,,,fuwmlyowcpgbjgkplleakdnembtazw,Canada,Hollywood,UT,1-883-330-7373
QSI5240,G,Ekfihxwlvtwlrsgdxumzahgwgiabjwzlssslovdexcpfqkcgiwciexqkjilanacaycftmtx,M,2761295.0,QSIYNQMIXNHXFXORIQDJZLYJY,ENNVUQYUFDYIDHYW,Eagle Rock Energy Partners,23.0,0.0,NLUEQQY,,225157.0,rndebnscihnougelxkxmgszdakxiodpazgfsllh,United States of America,Des Moines,MO,1-605-578-8531
Rrf5241,j,iaoumkqytnfanqg,,2209204.0,Rrfrphzlnfihwquw,BKOUGJTNCJZWTUILKDPAN,Sanmina-SCI,0.0,3.0,Hebwjosrh,f,447503.0,Pkowxluzhlbctjbxfyfyhqojwmbce,United States of America,Buffalo,NH,1-383-104-2436
ICL5242,,Crlfewobxjaftvmwjowlzkrwthlpnrdaljakxgw,W,1468553.0,ICLMINKKBNZVF,CEHUMNVXUHZVQRDBINJP,Alexander & Baldwin,70.0,0.0,,,,WSGTXGKDJLOYHNSCRFIQYJOBYUBQFGDSQTSRVXJXHXOKFCUVKVTLJXAZZEYGG,United States of America,New Orleans,KY,1-492-214-0596
Tij5243,,zxenwnwrwsirkoszivbhsehpopqgpqfrdbnbmuvakoctqbemqrwyyxxat,D,130481.0,Tijddfobwapoujtyigxz,eldqcmqrxupma,,85.0,3.0,olqtoxlsmx,f,228899.0,JOEYORUDFSSWBHGIIGEMROLXBUWOEFEITXXWUIAPEKQAEIEOSXQMNEVNZRUJKBVJC,United States of America,Charlottetown,MD,1-937-268-3237
Yyn5244,,gsdjluhlofu,M,1738457.0,Yyngun,KJVJAMIDPBVDXRNAXBHUAQLVCZ,Ametek,26.0,0.0,,f,415453.0,JHZONCPMGUZOHTBPQVCJVNIKZBMQWOXWDGXTFBBUCPMPDHFNXFLFCGCWIOOSBT,United States of America,Lansing,AZ,1-013-009-8527
Tfm5245,,Crgvndjcyvkxyhpwtcpcxsiigfwntucwaeagieepylinwvjhpvechoytido,S,3315356.0,Tfmeifsbhohlaorbhbpod,Syrijhgkokvop,Amgen,37.0,3.0,Nxhledfw,,499620.0,qovahirurzljobcojxcnnhbebfvpuwsfufqxvolvyhhblrxwbkziybbukmmxdrvsxxvhchqcqcl,Canada,West Valley,ME,1-782-163-7490
ykv5246,z,Jfebvioyvxyazjyn,M,390153.0,ykvtzurgqqhoeowhorjujdidalrbj,Fejgpfgqevzwiwe,Berkshire Hathaway,,1.0,XWKWDUVOCZKD,,128125.0,KPYRHCIXKILKQSDXQXOPXGUJDUCQO,United States of America,Garland,IN,1-057-384-1396
kcz5247,K,ZWLLT,U,3755999.0,kczdkqf,OLGOLVSF,New York Life Insurance,73.0,1.0,Rcmhsjkxtdhy,,414950.0,okopnmqvxwfvpiakekbtyadqxqzqmw,United States of America,San Diego,NH,1-741-095-4697
ome5248,,Xsupcsqlenal,U,3179478.0,omemqfqnbbjm,Cvelmxrtblwztxongcmeoh,MSC Industrial Direct,56.0,,Qcqeiggrw,,394561.0,Syzozihpakyorzqnmlvngnljbibcnuvubglveftcamdpemkz,United States of America,Baltimore,FL,1-215-281-4794
Vrc5249,X,Gklaqlolbdaxqqvwsrvkksnklvkcteurmwldtfkxxa,W,3232955.0,Vrclyjpnhxisrrwddnbyga,hnkbjiasglvvyzwf,International Game Technology,69.0,0.0,CJSTWOPMFAI,m,8576.0,fftypfilmy,United States of America,Wichita,ND,
OZL5250,H,lqbbtestlkmehaxnwmglypkgzgbpjy,S,1799715.0,OZLJKG,vmzbtphwxq,TIAA-CREF,93.0,0.0,PALVRHHPMQNE,,272465.0,Yrgwoes,United States of America,West Covina,Ontario,1-956-467-1185
Hos5251,,Frtludwwllhldedegljiatsvirwqomaupakidrwmkxoyhebwmapjzvqeioa,W,3179247.0,Hosvajcmsqbizyirowark,mitokvukgcufejkxfoaskmwt,First Data,0.0,3.0,vkplwslcfkv,,70648.0,ckutbpepzdarxloqdbectxyugfcjhmngktzjxwulvqbjqoklgofqkuawkrlchtceduhjzhatbhkrhlnb,,Bismarck,MD,1-752-307-4521
DVM5252,P,,M,3134326.0,DVMRTWEJRWYXXOLKQFUJL,EVRENB,Emcor Group,40.0,3.0,tagtkbphekyf,,207846.0,Ubjglbofohpuxlnuh,United States of America,Dallas,Manitoba,1-900-350-6546
Jwm5253,,YMIDTXJHFJVLYOONJFHYKMWTQJCDVUNBETPL,U,587560.0,Jwmjmskqweqdv,Ehcgcskvjvphttxvxnl,Cardinal Health,79.0,4.0,Lpbwfvvdatb,m,447928.0,WEPHNHPXJZAPNYJWEUYMRRQWRGJAGSBBQRDIRZFYNCCPVBNKUVDNTPIAJDVMPWTEGTE,Canada,Providence,VT,1-263-443-9640
fye5254,w,kpiphdggtoqyjzaidqqnyvbbfdncbcbmedjimbsxgmyhupntmebahhfzuosfqrdrph,D,2279108.0,fyextjyzy,OUIXSOURNRCSTUTXD,Saks,37.0,2.0,mqtnpnay,F,222495.0,odjonlgrpfxmlpshxukjfychivvdpivfpgnyqrjdcrfydrgeebslaxgokhbrjhwx,United States of America,Hay River,AZ,1-684-832-1397
fdv5255,,YIUOLKJRVLIUMIGL,D,3688637.0,fdvubx,gdrtkkkjvvjmimuqjrhefefxexioiv,Goodrich,30.0,5.0,,m,245645.0,Xrftgkgg,,Kansas City,NJ,1-881-551-0819
WNT5256,,Wjybubjxnmfkxxqpvjpmkhfoagixwgydcvatgsegschtchfebjnrdncjxekhjfxwmouqjt,M,1364973.0,WNTBUNKGSUXGRXXVC,Rgdeba,Blockbuster,17.0,2.0,fwoztchr,,185655.0,hrcxtzbxbswhlemcyseobsbatvcnoikmyjssrhcxheslduyxakg,,Portland,ID,1-557-993-8368
Pdb5257,,Ydrjxujbrvtwynczkvyrqeyxtaewpm,W,1602824.0,Pdbursltqwdbymrbifofolb,UENBOLFVJHEDTHDQOXNSTK,Calumet Specialty Products,48.0,2.0,,F,296919.0,sumubjuxfajpkhyoybgpkau,United States of America,Knoxville,NC,1-279-541-5894
Nea5258,,Vtjrreuppvfqvsmyjajilaxwesjk,W,3421962.0,Neaiipkilkrtwzbcmvsrtjuge,Dmcmecmeg,Telephone & Data Systems,78.0,5.0,Ikvbjzutwzl,F,370762.0,Nlxbbhpknzvtyxewxzviccgqakdef,United States of America,Peoria,NH,1-164-318-9718
