prospect_AgencyID,prospect_NumberCreditCards,prospect_MiddleInitial,prospect_Phone,prospect_OwnOrRentFlag,prospect_NumberCars,prospect_AddressLine2,prospect_LastName,prospect_City,prospect_NetWorth,prospect_State,prospect_Income,prospect_NumberChildren,prospect_MaritalStatus,prospect_Age,prospect_CreditRating,prospect_Employer
Tgc6885,7.0,,1-676-241-3034,U,3.0,Asehpcxwotctqzkjzovwnoihexgczbvti,Tgcjjnzzfy,Warwick,176915.0,Manitoba,222552.0,4.0,D,43.0,451.0,Mueller Industries
JZK6886,10.0,,1-726-622-0123,O,2.0,Mkhdotokqwevcmqpzeicswuxouvaq,JZKLXIRZSAW,Quebec,538437.0,PA,150558.0,3.0,S,10.0,457.0,Northrop Grumman
DYL6887,6.0,V,1-085-088-0514,O,5.0,lbruifidngfkeqlxaiforbashcuenarhgijodfnvnazutcx,DYLKNPRJLXYHLTSSNMVNXFFKMKPQW,Grand Rapids,3913415.0,NJ,23326.0,1.0,W,36.0,,Kraft Foods
WIE6888,10.0,,1-690-126-3634,,5.0,lsxddpsleiigbxlqdcuwnwumymgz,WIEWAHKARXTCQJGEFFJMK,New Haven,3549944.0,SD,399734.0,5.0,S,36.0,606.0,Fifth Third Bancorp
Lal6889,2.0,,1-345-008-1472,O,3.0,Irqagjxzhkhzhcet,Lalhdakhpvermwhrkwfo,Macon,954944.0,LA,132673.0,1.0,M,82.0,786.0,Xerox
Vkj6890,9.0,,1-012-055-2996,,5.0,kztfdsbgpejmzpxonatpryuftweydftokfjaiblavyg,Vkjffn,Allentown,3937245.0,Newfoundland,392504.0,0.0,S,20.0,810.0,Ryder System
faw6891,8.0,S,1-921-371-5267,O,3.0,RXBCCEUXQCQDOKGXXMCTKJOANBECRGMPXFQMUYMB,fawgdoueubabeaqeiravvsh,Kitchener,761403.0,TX,230047.0,5.0,M,36.0,799.0,Southwest Airlines
Xjk6892,1.0,,1-188-292-0096,O,1.0,Gslzufbajiactrkkmuaxhsxttheusqvltrkcuaorpangcnpkcocyw,Xjksftmunbianxiab,Wilmington,559145.0,UT,297993.0,1.0,M,46.0,641.0,Juniper Networks
kmf6893,0.0,,1-641-726-2598,O,5.0,YGYBQ,kmfhwdwirdiehnjnovxvcmnkhuom,Winnipeg,730025.0,CT,209026.0,5.0,M,93.0,761.0,Praxair
Heq6894,0.0,u,1-427-062-5389,O,5.0,JJSXDPVZXENEPNY,Heqwuko,Cleveland,3978838.0,Prince Edward Island,262509.0,2.0,U,,359.0,
Iqk6895,4.0,I,1-104-919-1054,O,3.0,tighejcrvdazcvcmqhfnvncjlv,Iqkibtkx,Yonkers,3992315.0,PA,127277.0,0.0,M,8.0,620.0,Alaska Air Group
tgx6896,,F,1-714-934-2920,O,4.0,njvguqajhtt,tgxtiebuhndlwlmhbjopjcephiotsb,Austin,2815926.0,IL,257045.0,1.0,M,52.0,389.0,HealthSpring
Idy6897,5.0,g,1-158-734-5221,O,3.0,Wgtnkkqnkgarnehfaoctoeimgtomkhwverklltdrjrislwdyiipnazjvehgiairkwuzxdayop,Idycmdlotrpnsxkbwjdwp,Madison,2740299.0,WV,,5.0,S,7.0,501.0,New York Times
YAS6898,6.0,,1-126-816-7839,U,,LCERVHSCQWRIMQUHJUSWGWGP,YASLF,Erie,874102.0,WV,432047.0,5.0,U,1.0,711.0,Domtar
RFH6899,7.0,D,1-775-227-7224,O,3.0,Aywsr,RFHLYRIWQLPJIXMYPHJXWMJWEQSNGM,Scottsdale,,MN,292228.0,0.0,M,82.0,625.0,American National Insurance
CVI6900,7.0,M,1-336-018-0726,U,3.0,Gubxhhxunw,CVIZP,Birmingham,1164761.0,MS,103708.0,4.0,D,59.0,716.0,Auto-Owners Insurance
Ysh6901,0.0,p,1-909-023-1845,O,2.0,IFVEIDCRYFKBFM,Yshpixabvdxqtwkmsa,Jersey City,2081934.0,British Columbia,9205.0,3.0,S,3.0,559.0,American Eagle Outfitters
kfo6902,10.0,P,1-922-573-2555,O,4.0,Ldkulnebllmmrbhavpfvzoisebyfwrytnsoabtwpfnrxjxukscrdurwsjjrddwdmmec,kfoljfunrlehlixzhbgcouablrv,Iqaluit,3872836.0,IA,362176.0,5.0,M,86.0,768.0,Medco Health Solutions
Dig6903,1.0,,1-211-549-3645,R,2.0,Vwhgggyvaavkkpyjeyutyhoalkesqxythswnfutxsdozrjjxuyqkagzhrtbcdzlcjvuysgajoggn,Digqbkhzjuaaw,Brownsville,3705548.0,VT,171685.0,0.0,M,38.0,848.0,Edison International
Quy6904,5.0,,1-609-901-0741,O,4.0,nygjbsebepjfdvpdnkmoleokyzoummmkkmwhh,Quyipckcztyvjviarpcqxwvrtlfd,Santa Clara,1789836.0,FL,393424.0,1.0,M,52.0,580.0,Rock-Tenn
Wrt6905,0.0,,1-655-640-3395,R,1.0,uzhgaxjdfbiwuidneryhmrfrkxwz,Wrtsxpo,Hollywood,2926290.0,AL,422156.0,3.0,U,12.0,491.0,Massey Energy
Dcg6906,7.0,,1-264-845-9201,R,4.0,Icnlpqcxjdrogzlcbrcmknmxmecqifuzqvkhkzaylvjafowdpujayhlfeeberlniql,Dcgyfdnnwoxjpmpg,Peoria,3241399.0,FL,315451.0,0.0,S,7.0,313.0,LandAmerica Financial Group
Ekp6907,8.0,,1-797-500-8223,O,1.0,Pyadoqumriwnysfxdvrmwqkylbfiutfsgovbuwujtolptmbgmvahklidfnzynmorwwsku,Ekpkjqthznxtp,Fayetteville,3716876.0,VA,244650.0,3.0,,47.0,630.0,Knight
DDD6908,6.0,F,1-054-289-3207,O,2.0,Jiashkofkcoiwiwgssujnntwpxufbdugtqjgyeaqanxqpmcbitgyqvzahycjkwhxmkfujnufbmxaf,DDDSWFJCIOXBVVTKFQGBJR,Sandy,2974535.0,UT,358163.0,4.0,M,84.0,572.0,Publix Super Markets
gsl6909,6.0,,1-490-581-5260,O,2.0,NPKJWUDHOEQDBHPOZHIOEEJWTMCVWPAENJFHSZVRULKLEKMVNDCNGUOFTICOJY,gslyuazbmvxlmcodi,Spokane,674410.0,Quebec,421383.0,4.0,U,3.0,606.0,Buckeye GP Holdings
Cwk6910,5.0,d,1-119-753-9407,O,4.0,Ilatrwtrbabyaggoozhurmgvvmsaypcqishzhbcrgndbxbiqsostjrszzplj,Cwkcsiridjotjdjc,Augusta,3792806.0,IL,208123.0,4.0,M,36.0,788.0,Health Net
Crt6911,4.0,y,1-015-135-5892,U,5.0,Adwxsottj,Crtvdowpnxjprginqlgzpqjvqbrvkr,St. Petersburg,3220372.0,ND,37951.0,4.0,S,1.0,752.0,Capital One Financial
upg6912,1.0,,1-672-767-6524,O,5.0,Midhiojubmsqxixjfplxwrjsmmdghwwgiywquuuwwlritowu,upgzvfx,Fort Wayne,2213758.0,NH,,0.0,S,25.0,645.0,Xcel Energy
Tdl6913,6.0,,1-829-198-0180,R,1.0,Jbwbbqtgypiubaxjkenleiomxxpzkdmsclipaohwrwcqffadvlpswjwwhtguupzywhjp,Tdllbvhpyviscemsdyejkbzsmvdi,Akron,3914486.0,SC,361728.0,0.0,M,,791.0,Knight
Jrs6914,6.0,,1-283-704-4775,O,3.0,Nmkljmsbcdlczubncqabwojybsrnnlbcfxdvqvfykakbdasoanaddlopepsqtnbsdvdqwdp,Jrshpfekldegmk,Erie,2329582.0,UT,499991.0,2.0,U,63.0,445.0,Sigma-Aldrich
XTF6915,6.0,d,1-320-693-8630,O,0.0,Mztowsmcvyvddizkwloxlixkdwwrcqwrkauexksqjlthcfujyszyfzsnnhu,XTFILUSWVUWCMDAKKNM,San Francisco,1837329.0,Ontario,412530.0,4.0,S,79.0,384.0,NSTAR
Dzf6916,10.0,,1-358-666-2521,O,2.0,Eaunhgy,Dzfcxtcyyhuampdw,Santa Clara,718732.0,MT,48624.0,5.0,W,80.0,748.0,O'Reilly Automotive
Ikc6917,4.0,J,1-905-559-6365,U,0.0,DMXJBSRNGXJQZETLPNLYDRCBRWAROLWYUZMELSGG,Ikcijlzgdnaxit,Des Moines,3424189.0,CO,266455.0,3.0,M,12.0,554.0,Borders Group
fus6918,9.0,A,1-422-028-3274,R,3.0,ttiiveuqvthf,fuswigmieoq,Phoenix,789417.0,VA,416679.0,3.0,U,10.0,736.0,OM Group
lsa6919,1.0,,1-288-245-0413,O,3.0,reppxhkykbiokatjtmngslfgqpghzhttcbvepfvqenxymcgbjulkp,lsalqimmjvovphzeespxcrgc,Paterson,3247248.0,TX,456378.0,4.0,M,88.0,751.0,Dynegy
Lpq6920,0.0,,1-719-867-9608,O,1.0,CZSLACFQ,Lpqttuupedhyvjfxxancpo,Windsor,2636270.0,KS,34382.0,1.0,M,67.0,534.0,Campbell Soup
Mef6921,10.0,,1-557-951-0489,O,0.0,QFCCNMNGRUWBNQTENAG,Mefaiomizpyaqqzwclgfnzl,Baltimore,1142648.0,Ontario,128294.0,4.0,W,96.0,694.0,Owens-Illinois
Jst6922,10.0,Z,1-999-079-7602,O,3.0,Cxbrivnrekatoeuuwxqxseiepcvwxyzloyhtinwyheeoqagaaaemshxixgwnbuxegqrbyjxehyqnpvs,Jstgjeuqiban,Plano,3812838.0,MO,71749.0,5.0,S,6.0,388.0,Visa
aqc6923,2.0,,1-241-138-2405,R,1.0,lrbnnoneauanmjcfmvggmpgrvyvfmnhrylbvrnzqbrdglmuzgihkwzrgxadbdxlfacwhrsx,aqciyufumrggapjvjpefitkjau,Overland Park,288313.0,TN,97475.0,5.0,S,86.0,841.0,Alliant Techsystems
Kne6924,9.0,,1-335-164-0634,O,4.0,Gnjzqpcqqksigobgrysna,Kneldbrgbigjgnufipmaluuhoxq,Santa Clara,616961.0,KY,354814.0,0.0,U,,815.0,Yahoo
USO6925,6.0,,1-341-023-3310,O,2.0,BJDSMGGVIQJIINPQMTOAPLBJLGPRTJNWFJUJBPLRMXPHXBTFL,USOWCZNDHERADNAISGLVXVRTENO,Overland Park,3815077.0,WI,60802.0,1.0,M,34.0,815.0,Walgreen
hrd6926,6.0,K,1-334-957-8861,O,,glzoersybosqqzqivtarlideissxkjglajzhmazcysaldxambdgodapwhnrknj,hrdscir,Cleveland,2901452.0,FL,198019.0,2.0,D,19.0,719.0,Amgen
hee6927,,,1-970-044-6583,O,4.0,YWQRGWR,heedbg,Wilmington,3823034.0,WY,28277.0,3.0,U,33.0,707.0,DRS Technologies
FFK6928,3.0,,,O,4.0,Wvwretrofdnn,FFKSWAYRWKH,London,2540620.0,OR,155006.0,3.0,M,32.0,448.0,Viacom
Mnu6929,7.0,v,1-549-160-3356,U,4.0,Ffjlpyisnxaphtqhoiubsxld,Mnuhqusqtgbqpesvgwokrhjsxnexpi,Stockton,3955246.0,SC,376070.0,5.0,U,55.0,721.0,Martin Marietta Materials
Rxx6930,2.0,,1-162-846-0809,O,3.0,TSQYPHIQQSFSUVPSPLUYVYLUEOWDPHXFXPMVIMRIIMA,Rxxxfqzbudeygrhycqo,Durham,2116308.0,CA,46211.0,0.0,M,58.0,411.0,Nalco Holding
ras6931,2.0,z,1-702-495-7759,R,1.0,Eynzwuwyrxe,rashlpsfwayp,Montpelier,765896.0,Saskatchewan,113693.0,5.0,D,75.0,738.0,AnnTaylor Stores
JFG6932,7.0,i,1-947-941-9925,,,Vibhjbhrvrjfbukt,JFGJF,Independence,2610758.0,IA,,3.0,,68.0,643.0,Helmerich & Payne
Xie6933,4.0,,1-110-746-6014,R,1.0,Owsgviragyjsgqtnwruahtirdtqatxcfapbfiw,Xieiacjnqx,Honolulu,1337471.0,SC,180091.0,5.0,M,28.0,531.0,Unified Grocers
UQX6934,4.0,,1-717-208-8825,O,0.0,Sjdujtcsjzwgiinnetrdofbwwertzxbuwuynwbgoj,UQXZGOWNTGTON,Santa Rosa,1521292.0,ME,470145.0,4.0,D,38.0,742.0,Trinity Industries
ibu6935,8.0,,1-709-075-5444,O,4.0,Kxwbvxhgpbgnvgxxevhxxnfjs,ibumulqhjfgkvwmzkahrl,Regina,2725331.0,Manitoba,426663.0,5.0,D,40.0,705.0,
wmb6936,4.0,,1-905-890-4507,O,5.0,Mwuicwxjfindowvsghnzdgtoqbzycbxhpcpfunqfayvnpydwv,wmbujwgdrpdykwywregv,McAllen,1773937.0,British Columbia,207234.0,2.0,S,78.0,491.0,Graphic Packaging Holding
sig6937,9.0,B,1-202-781-1303,O,1.0,uhxulhz,sigpltlftdfsxoqiidmaia,Albuquerque,231977.0,AZ,30262.0,4.0,S,20.0,629.0,Stryker
Ffo6938,0.0,,1-800-502-7867,U,2.0,RBXSQKCQQBKABGXCVGHBIUZYKRVNJTFPLSAMJFEVTGIDYBNMFCRFQDITGGIWJXAYTFNARE,Ffotyosnltilpvqhwlmpzfxmxzkuup,Mount Pearl,104885.0,NM,135432.0,,M,81.0,396.0,Delphi
qdk6939,9.0,P,1-720-920-1278,R,4.0,Acfgdvkefaapgulhaethickrltehnhfwfvpcfm,qdkcioen,Knoxville,3577724.0,SC,50974.0,3.0,W,66.0,594.0,Alliance One International
EPZ6940,1.0,,1-760-702-5584,R,3.0,XSXXRLDCBFYDOZICWTAIPIBCJSNBOOEVJETSIUXLXRVBMYVCQ,EPZCLNXHRWYVVRZSGTXVDBRFEXPW,Anchorage,2184591.0,CA,140634.0,1.0,U,38.0,672.0,
xxo6941,9.0,,1-709-819-1298,O,5.0,GANCOQ,xxodswi,Saint John,1962593.0,OR,370316.0,3.0,S,90.0,535.0,MetroPCS Communications
fdy6942,0.0,,1-056-039-3730,O,0.0,IVJOWINSXLAMHWGVFWSTHMPZTELHDGDGSYEDMXMEBAAETOYXYUQIGUHHW,fdylypqu,Warwick,1030333.0,NY,467005.0,2.0,M,28.0,781.0,Teleflex
Qxm6943,3.0,T,1-293-117-7154,R,5.0,wjkzpepixavgdmgqifgdxnuymohhvrxpvsuudsgjhirokhvhkyjsmsskzlberpyhshsrtupyt,Qxmkodmihnx,Missoula,48753.0,OK,48073.0,2.0,D,47.0,748.0,
Fqu6944,7.0,,1-598-278-0540,R,2.0,Skipkpbzgxtfaagemwggvuivhlbx,Fquwvledmzzydbvpztdyhwozf,Virginia Beach,1984848.0,KY,416969.0,5.0,S,,411.0,HealthSpring
Pov6945,7.0,,1-506-741-1577,O,2.0,xnlhdnmnyjfsuvclnhrsrvlptq,Povrhdxjot,Bellevue,3575457.0,FL,208983.0,5.0,S,7.0,652.0,Bon-Ton Stores
Rkc6946,,,1-915-331-1211,O,4.0,Eoqxmlhjsgrw,Rkcbjmtxuydlvtjfsjjb,Fullerton,482607.0,Prince Edward Island,113821.0,0.0,D,38.0,387.0,NiSource
CUM6947,7.0,h,1-890-202-3481,O,3.0,Vrprfqqharttsyasyxasvsmwcfcloacmrojvfglhgqbphsgoweiasjfb,CUMGMJHWRVTHWXUCQPBSKNFY,Raleigh,1250442.0,MO,16092.0,4.0,M,67.0,814.0,SLM
Qwv6948,5.0,,1-005-025-9080,O,1.0,Ejebxxowaeqmnwymxragmprgabydsehxbmanzve,Qwveupufjexvoxvvq,Iqaluit,323239.0,Manitoba,467894.0,4.0,U,91.0,420.0,Hartford Financial Services
WTC6949,0.0,,,R,4.0,Ktregjdhxjzxpfmtwqagorgqrduunfuvcpquujshhvuwkbshnrgavmpfiefelurulacfpbflyjokm,WTCZNEWY,Provo,2406897.0,AK,72175.0,4.0,D,61.0,473.0,Abbott Laboratories
XJA6950,7.0,,1-993-952-9487,O,2.0,ykkgbukgganqodaiwqbdppfthrifxgqztslyzihuoofclhnyogpjrsoxhlnw,XJANJJWMOXTRKQGBIATTXJSGQSADD,Irving,3323503.0,HI,463101.0,5.0,M,77.0,578.0,Fannie Mae
Vws6951,2.0,G,1-725-763-2596,,2.0,tztsrzbhutxy,Vwsesrcuq,Regina,3765194.0,VT,418312.0,3.0,M,93.0,527.0,Spectra Energy
MCH6952,5.0,k,1-599-882-3984,O,4.0,PZTKARAOAKXXRSRMTELIUWH,MCHBKDPDMMFNVJDOH,Frederick,2638366.0,MI,198966.0,4.0,M,0.0,421.0,Constellation Brands
KNU6953,4.0,,1-230-706-4091,O,4.0,CLKQXCVBJAXOXIRFCRWOCLVJEBTCKCROQFBXXAPCZRSTPGRBEGTBQXTTKFOEDTXOSMF,KNUOAHFQQZRGNRFPDHMBGMRXATWB,Cheyenne,1943684.0,OR,348927.0,2.0,D,55.0,599.0,R.R. Donnelley & Sons
PKT6954,6.0,,1-707-812-1204,O,4.0,WJUKXZQQCORJIHXDSZWRPSGQJQHMHGUJVYNFGXKITURJTXRYULYXLR,PKTMBTXNOLXAHGLXLG,Erie,2442101.0,NM,,2.0,U,31.0,,Whirlpool
Tyg6955,0.0,,1-488-748-5480,,4.0,CQCJPMYUWXQSTJSXDUCCTHCFSYFPWWGBZQZEJGAKKMOFPRQWLKWYCJNWKTIEQWXW,Tyglsbtarlgwkpuhjqozjvmgt,Lowell,1816420.0,WV,250157.0,,M,79.0,657.0,IMS Health
Yic6956,9.0,C,1-083-383-1536,O,5.0,Mqhhblcbjlaeeqzdiinjsg,Yiciqcdwfbg,Cincinnati,1226867.0,AR,173334.0,2.0,S,23.0,470.0,ITT
jsh6957,10.0,,1-122-521-5702,R,3.0,TZJZNSDJVYIXYLFJSQJSGUYNHNPMFJVAXPMWBHFOEOWWS,jshiijookcu,Frederick,1069873.0,Quebec,,5.0,M,50.0,830.0,CF Industries Holdings
xdi6958,1.0,Q,1-241-100-3660,O,0.0,Ajgxtpgvbrmiynuehgxiaxhqqozbmdwaeelphfuhsezqwjimjbagoawnoeehjbozuwbiwrdggwddezj,xdiijlthefgsovhkznlsikale,Regina,216260.0,DE,111806.0,2.0,U,45.0,412.0,Wendy's/Arby's Group
Wqt6959,1.0,,1-540-350-6821,,2.0,Qagqxdjrwwordthmvzhtxmsclkdcwomardbknpdzsihwhjzqfysbvcipiwomveqav,Wqttlsigln,El Monte,2090349.0,VA,393259.0,2.0,S,100.0,685.0,Atmos Energy
Ifg6960,0.0,,1-878-884-2107,O,5.0,Eglwfukyqwpimghagzkbxdkqtiwstrfh,Ifgmwkkk,El Monte,3320253.0,British Columbia,115686.0,3.0,W,52.0,500.0,Darden Restaurants
Khw6961,10.0,R,1-818-359-3551,O,3.0,GIPMMSYUVARWKOOTSBYMWCMZKQCXOLSIFXIKLC,Khwqttrxxrcpuqjcgrurgkjvpfrud,Philadelphia,3512378.0,ME,347602.0,5.0,U,87.0,784.0,FMC Technologies
Msf6962,3.0,T,1-066-127-7407,R,1.0,wtvavjawambzizukzlxrofnyokljbwruqllgrerxgliktplevcyfpdzbqd,Msfsmwkll,Sacramento,905135.0,WV,7364.0,2.0,,81.0,737.0,Darden Restaurants
Sdf6963,4.0,,1-719-427-8295,R,5.0,Lohvashnukakvferr,Sdfzadlgbnynhqla,New Haven,1941058.0,DE,482695.0,2.0,M,59.0,380.0,Enbridge Energy Partners
bmo6964,1.0,,,O,4.0,towqozdenkgfulnracprdawbokpbwbisnuyretyzbcbzmcbgpcfoajvekhfyuyxvtz,bmodl,Bismarck,3530821.0,NH,200858.0,2.0,,26.0,497.0,Molex
Afx6965,,T,1-771-905-8662,O,,Tsztbkgrychqcrybqstkzck,Afxzqxklaukbikjvzddw,Mesquite,3166731.0,SC,129419.0,0.0,W,86.0,631.0,Kimberly-Clark
MCJ6966,8.0,g,1-808-443-8807,O,1.0,oknjsqvkvaajbwx,MCJZOKLZLNEELCCXXOISSVM,Rapid City,735551.0,IN,480171.0,0.0,,80.0,360.0,
Ued6967,,W,1-301-223-0913,O,0.0,vvkeekrcmwsxgqpipespplczvprvacyxkhjnmfbvqtgvy,Uedzxvpjjyxrfuipui,Waterbury,3099840.0,Nova Scotia,361126.0,0.0,S,6.0,797.0,O'Reilly Automotive
Gfl6968,3.0,r,1-243-045-9443,O,2.0,ecxbdigxwcrgwntiuiujosij,Gfljkegzwrlshwthzaljitwlosma,Tucson,2463515.0,Ontario,148738.0,0.0,M,21.0,558.0,Western Digital
eio6969,1.0,,1-590-027-0463,O,5.0,yossxmehhbmeoiyvvamntcwhrbxqnlhtegqziifflgcimbragmvosbkdjgdddrixwntwrnfcfx,eiodtzihrsawtwpqfrtgxgn,Iqaluit,1998903.0,Manitoba,240269.0,2.0,M,89.0,483.0,Holly
pgz6970,1.0,,1-704-940-1413,U,5.0,Oeaqtomcgdrmmddqftlykzkaikorpznftrxmnieqazo,pgzpljrfugqkdjd,Rancho Cucamonga,3337367.0,OR,77744.0,0.0,M,2.0,321.0,Omnicare
Lim6971,1.0,W,1-525-706-7328,O,0.0,dxflsbamo,Limvopkicxeesbozkkwco,Madison,385153.0,WV,380806.0,4.0,M,76.0,674.0,Trinity Industries
Hqu6972,4.0,,1-997-726-5442,O,2.0,jpbgwbmqaqiyvruedmbgewfabkrhozowpevygacdhfphozujyatfioyzngmbgqynrqenmxnolnyjvloy,Hquncbnxqevcmwbrtcbfa,San Jose,1521867.0,KS,16594.0,4.0,D,6.0,414.0,A.O. Smith
PEL6973,5.0,,1-747-879-7670,O,4.0,Gnhpfsxqvodruknbg,PELCKSTSYCEFVMEEYYHWVGQMNKPG,Missoula,3933455.0,SD,215085.0,4.0,S,100.0,792.0,H&R Block
Etv6974,7.0,z,1-647-185-1074,O,1.0,zaepwrucatizwrrdhoazshaxo,Etvjnddkvls,Sioux Falls,1786928.0,AL,,4.0,W,88.0,393.0,Boyd Gaming
grs6975,3.0,J,1-049-612-1725,R,1.0,iuskd,grstvtspfjgeyy,Jersey City,3885193.0,British Columbia,455911.0,3.0,S,64.0,488.0,Amphenol
QDJ6976,9.0,E,1-448-409-6488,O,0.0,Kdkugcmelwqpmkafouqqncphmukidtimobydewjvmonbilpweowpqldcwwevtdmjjuul,QDJJGMMRBTBUPWDVYZKVSVCFVGK,Regina,1949055.0,AK,179667.0,0.0,D,2.0,779.0,Newell Rubbermaid
fxr6977,2.0,,,O,3.0,Gnaqtcojfcfebdxbmxfmscpqqinuuszapuzcfdydaexofnqhvssczwwll,fxrjstqsbmivk,Little Rock,3044238.0,IA,379492.0,5.0,M,33.0,535.0,Apple
tgx6978,6.0,,1-437-601-0276,O,0.0,POGHQDCAMNIDWODJUGMJKUYGDSGCMCISZWWPKZXPEJXOKNDRBBVLPOJOBOFXPKMNVRCMNGOCSFY,tgxelzcunqhjkfexz,St. Louis,627763.0,NH,50397.0,3.0,D,74.0,,Schering-Plough
Voz6979,8.0,J,1-850-179-1401,O,,LRTMOUROFHUVOUX,Vozhiktyskbkhxrnpxrl,Amarillo,1059497.0,OH,144461.0,5.0,M,18.0,711.0,BMC Software
Gpf6980,10.0,C,1-067-484-0148,O,5.0,LEEBNIJCXSKLUGRARTIAOIJJKHRNLRKMOWVMONBHPTNLXPTJCGJESJSPHDWHJTHSETEILLGIFLV,Gpfobqylo,Montpelier,3914203.0,IA,98283.0,0.0,,64.0,418.0,EMC
Erf6981,5.0,,1-500-201-6152,O,2.0,Pqawwdcuidysgifibukbphwnxrkxyfrupwtlpprmyepsmzbbetzrtzkzomvsyjnvxruw,Erfckockjieazndijcxuvjxzoxqm,Pittsburgh,442154.0,AZ,114500.0,0.0,U,60.0,327.0,Crown Holdings
Ven6982,10.0,,1-253-033-2778,O,3.0,jjcidfiucdbdwakedpnlobpnqbcbcteprxzdqatldridncnltakiuekagouodfolxga,Venplkcjiprjualymqrerkozp,Miami,2122983.0,Manitoba,494208.0,2.0,S,18.0,664.0,Applied Materials
Csn6983,9.0,,1-083-021-4078,U,4.0,Nbslaajloidpimgjjqrjgpxjrnteaxkqnmnkttwishbcwbelhpcyfimqmen,Csntwxlefckdcqqsdytq,El Paso,2165682.0,IL,455509.0,5.0,W,56.0,381.0,Gannett
Qnn6984,7.0,K,1-933-328-5639,R,3.0,ykjnpbjqmjhoakydzlzckxcbyqjuqudwjqeakx,Qnnfwabnbeofvjddtqtehgua,Grand Rapids,1823977.0,NJ,267209.0,2.0,M,41.0,565.0,Eastman Kodak
nco6985,8.0,W,1-154-868-7042,R,4.0,oqaatuncwh,ncokpdoklwgelmv,Boise,2792287.0,NC,340024.0,2.0,U,88.0,674.0,Philip Morris International
Mbt6986,,U,1-070-541-6890,R,0.0,HTZQLFUAQENQFVHALPAPJDDGBUQOEYMWVQDHPOWBQXHCYXJTPIFVCXKEVTAODIA,Mbtpewrbrfjfjfswndajargg,Wichita,2023087.0,AR,271646.0,5.0,M,12.0,468.0,Legg Mason
OAC6987,0.0,r,1-346-453-0825,R,0.0,Vimweoxqmernsxnqzbyjjvdradcvgshjnvihasphsxmsqnyzibhvefzjmrdwlmffdgdbmjpqodvxntxf,OACGZBEONANEQFD,Durham,2685685.0,NY,101452.0,4.0,M,17.0,380.0,
Cfm6988,10.0,h,,O,5.0,Hepdkavuccxxzujdfdpmvkytdflubpidzbaojw,Cfmjelduilmwhoxjvj,Livonia,2042413.0,Quebec,61247.0,2.0,U,14.0,433.0,Hubbell
Eqd6989,,Z,1-881-361-8012,O,4.0,Wvuozaxxyzmyyeyyjmeegbzqxoardbgalvldcjrazsvicbimqfeuaxk,Eqdkuh,New York,2135228.0,MI,474501.0,2.0,M,23.0,732.0,Bank of America Corp.
EUV6990,9.0,x,1-219-464-8008,O,3.0,Oedcezkdrvunqdudyymamrmwkxazetyioriqwxjsn,EUVMOIMXDYOKOWJJP,Virginia Beach,1175276.0,AL,147074.0,0.0,M,6.0,749.0,Men's Wearhouse
Vmw6991,5.0,Q,1-173-248-5827,O,4.0,Mrwiatgvliyvgoawphkosqvmjvvbnmkoqwoawymerhpblhbtevsbfctdfjqilatkedf,Vmwkeotoccx,Fort Wayne,,ME,144854.0,4.0,M,98.0,599.0,Torchmark
Cvm6992,,N,1-251-564-0591,O,1.0,pwaqqgtsdjkoflxongpesxuopbfccvyamjcqnmnmhhqyonyfszurcahlut,Cvmajmhk,Denver,1414595.0,WV,452589.0,2.0,U,85.0,346.0,Expeditors International
Dti6993,9.0,,1-278-015-4196,O,,enarzajqoenfvmgfppyorxantbwiejnsmmwkdlrqscwsxovgs,Dtiyr,Overland Park,2027905.0,WV,221841.0,4.0,U,5.0,560.0,Total System Services
Sre6994,9.0,,1-453-144-2924,U,4.0,DWRFTTGSEKRVRPNQFWBTABLNELVQETBOPPKMMMBVONNAPHFUVPEFXRWSEKGGSPSFMFJW,Sreujv,Edmonton,2988464.0,MS,251649.0,,M,16.0,710.0,Pulte Homes
Loe6995,10.0,,1-485-935-8876,O,5.0,Ehimyoyqhvzattlcx,Loeincdcgdyt,Flint,557165.0,NC,20403.0,0.0,D,76.0,730.0,Eastman Chemical
Ovo6996,0.0,t,1-587-682-4506,U,0.0,VAZRA,Ovorfggxan,Charleston,3073221.0,IN,387880.0,4.0,M,18.0,523.0,Convergys
oyi6997,8.0,K,1-653-535-5551,R,1.0,YLANADBKJVYYAZDZMJSEQFPHBWGURMKOC,oyiaybjupdzfbpcuex,Philadelphia,2572593.0,MT,411056.0,5.0,M,37.0,555.0,Perot Systems
qpb6998,4.0,,1-880-186-7924,O,,QKHGMYCPMKTBMAZCSBBDJJMVDOTZLZOTXTTFCMXAJYRRYCMKMUI,qpbvcurihbeeiyttaw,Boise,3295125.0,Prince Edward Island,,4.0,M,59.0,478.0,Fiserv
FZC6999,8.0,x,1-529-566-7690,O,2.0,,FZCIYAWPWJSWPVAVBGRQ,Frederick,3961429.0,New Brunswick,,0.0,U,64.0,491.0,Lender Processing Services
cbb7000,7.0,W,1-625-672-1557,,4.0,Mwkwehhpdhndtlwqmzdvvwclvixwdj,cbbtcxvdclwddzgqc,Paterson,106917.0,NV,224337.0,5.0,M,61.0,462.0,Oracle
Afw7001,3.0,V,1-243-718-0464,U,0.0,ieekbolrwdnfidauhejxkslkxbqwyncnmjggcafdgeqursiqowvvnsuexe,Afwwloxdzamnfvvfkmm,Ontario,1840762.0,HI,14671.0,2.0,U,88.0,524.0,Sonoco Products
