prospect_gncd,prospect_mrtlstts,prospect_ntwrth,prospect_nmbrcrs,prospect_gndr,prospect_mplr,prospect_ncm,prospect_mddlntl,prospect_ddrssln1,prospect_pstlcd,prospect_stt,prospect_nmbrchldrn,prospect_ddrssln2,prospect_lstnm,prospect_crdtrtng,prospect_phn,prospect_g,prospect_wnrrntflg,prospect_nmbrcrdtcrds
CML8654,D,265619.0,0.0,,Foot Locker,81599.0,,driakjaviqtpgbcqgbsmyeqhpdcvzweakdpckvxpgeoxxualypcwoubkbaetil,YNISNM,Ontario,,Zujfazleitjekpocjjpmqhqoqyofvdhvttayjeylkjirnsephs,CMLHHGBSNDBVSBN,703.0,,34.0,O,0.0
hvs8655,M,1085675.0,3.0,F,FPL Group,270045.0,,Jaauhpjakbwcljzwxbvxazfslkyzfcgtjvrabsvoetqbyhkyhnqipudbrgtgcctwmlfp,RQIOUPCUNO,SC,4.0,lakdsoxjbzsjqjvehwgsjcqugfwdaxlxfokueqixlvoqblhnjkbikyfqcdiphpbsxvbi,hvslgbccqkkenfjtdlqugjpskbwtg,828.0,1-729-142-7718,49.0,O,7.0
ZVM8656,M,3561728.0,3.0,,Textron,,,Ixoaxjdixfbyuglppclskklflryykyvyqqgbzqjotqwblkeqbxrv,Wexxqgkzea,VA,4.0,Hzywbiqygwlrnohiatrllskv,ZVMCL,704.0,1-561-470-2093,23.0,U,0.0
stc8657,W,1700081.0,3.0,,Coach,206028.0,w,Aecyryeuhjthstjaaaausriedbkarjuagf,bwuffqwm,NE,5.0,DPYJCCDPHO,stcbewpwaszuyqptvgrr,304.0,1-802-635-5439,7.0,O,3.0
udc8658,W,1531899.0,3.0,F,Burlington Northern Santa Fe,193676.0,l,zleboittfqygmyctsztzczkzelucbegrsrvpqnvnrirvxwxlekvlvdyxpdmikouogfpnijhksbsgk,tvprsqbifmer,DC,0.0,,udcdwkxltwkvubajfwd,802.0,1-085-501-4523,23.0,O,3.0
Ywz8659,S,2241976.0,4.0,M,Key Energy Services,,l,tsumdhpmipwnkmcvjtpiqiaicihpawxtlbevtkrgxqnwkycokvlahccrqt,PEMOX,NC,4.0,zxcrsopzchqsadcjjwq,Ywzlkagjg,,1-118-667-3641,21.0,R,3.0
BRN8660,M,2613956.0,,F,Constellation Brands,,,Fcnfvjtgtsucgjrzgptncbvvewemykllnq,Fkiioaz,WY,3.0,dggpzmzpoum,BRNOCCYKRKDWKNXBODNSB,549.0,1-277-090-7072,58.0,O,10.0
uic8661,M,3938637.0,,,Vanguard Health Systems,,I,Ktkbmqwxvghxecdmmgxsapgz,Suepypgbisvb,Prince Edward Island,4.0,INKHSPYRKWHTIKCZDPOABWSNNMVQWQRJGXFSWFFLPYXKBLNRBCHMNFBYQX,uicamhij,328.0,1-604-976-8273,46.0,O,9.0
owp8662,U,3419279.0,5.0,,Dominion Resources,70188.0,E,wfexjicphgflmjfnpnqpfobvmoacrwqscbjcmkyodnaznongjfqepfqsljqnn,htibh,ME,3.0,Ikqnjubsnvxuckkbbv,owphozgqxpleacyailqijiuhcob,580.0,1-126-740-5799,71.0,O,5.0
UTA8663,D,425069.0,2.0,m,Werner Enterprises,104516.0,d,Agkwwzprpjuebaadqbsohghkxxpntfnqhdgrcpynhiznleesqrbdvl,Aprseyj,VT,0.0,bgpryahdncugupykvnwiltegpdwjllfaujdmktfaycgvrfsirhbnyulybxkwipgdbxwjaslxmhkmv,UTALVF,630.0,1-198-361-8831,79.0,,10.0
cak8664,S,2747347.0,2.0,M,Walgreen,299276.0,A,Mkxxjbhidrcloemfflwlkyqhcxnhvgibgmlqroprsjqeefkitjagiu,Ataamzyieqv,Quebec,1.0,OKCZMHYBJVQLTXTVALXOGIEKJTXNTSQSESOZQYOQDOTT,cakjjmwlqdtjnbwg,607.0,1-124-558-6862,89.0,R,4.0
QSW8665,S,3853851.0,,,Aon,346240.0,,Enwtntxfbqiyltjibpvdqgdcaroyqwjk,welaozue,IA,0.0,Aaorjtyiaxuzkobeqggordqhbrmjhzysefmni,QSWVLLWYVRHJTPIYAARRSNY,787.0,1-230-409-0929,42.0,O,5.0
Bst8666,U,505520.0,,,Chemtura,394524.0,,Zkklpxylmgmvfxs,Tlprn,Nova Scotia,2.0,wcqlitbrteylgxyyoxfzwynyuonmrsqvpzsxmpfznkkkvpspsmvqevtuddheiwti,Bstvtmx,356.0,1-085-296-6065,96.0,U,7.0
exb8667,U,1347208.0,5.0,,Delta Air Lines,247595.0,g,ANHUJHIPQBDYCIGGHRRBIGXNVNLVCIQDPLTKAXZY,Acukzlcjq,British Columbia,3.0,Myxpbmrbtcaihnivcfovnykdsrkeleoqjgvmafqoziepqpqxhaiiheeliabcolddlmebrsvigjemow,exbcynbkpvxbalwuqhklum,593.0,,16.0,O,4.0
IXN8668,U,2324716.0,2.0,,Children's Place Retail Stores,441473.0,S,Pcygaffedhqrlnftgogrjwvuubmvrgyfmr,Okefipvgxpqe,MI,1.0,Ailwxbmkptukn,IXNHARNPMMCMVQJALL,449.0,1-316-728-0218,58.0,O,3.0
Gik8669,,3076472.0,0.0,,Century Aluminum,279929.0,X,bzuqeaffmddsbmeifygiogpgexwaandkyurljoyazpplxuxyfhprqefikt,ZAAVRGUSIAJ,Saskatchewan,3.0,Tdaqclbycrmripbtepwjcvybdjjbhwgdwycklougeccbjopr,Gikbiesnjhfhjlfuh,782.0,1-604-092-1658,,O,0.0
zis8670,,2733940.0,1.0,F,Nicor,421060.0,,,Itmdjqturcqg,WY,3.0,suyslzxeddstbdnzen,zisic,705.0,1-860-872-9403,43.0,O,5.0
dcw8671,D,2485282.0,4.0,f,Ryder System,407803.0,Y,Wnlkasqhnxolltramymdvjnfpjxotjhcpcnjsnupidasgxwefolmqgsrnsfqzmsbzm,,ID,5.0,OTLPMICKSESZBYBSEKCNFMQVTHBFYYKEYLUHUUPJKAFJXYGRFL,dcwjgnxmxlultbenmwpleadqwvlr,,1-131-871-5621,35.0,O,9.0
ame8672,M,343843.0,3.0,M,DTE Energy,384831.0,,Jclaxwaycoglzaecspwbmrmussdekdvvbcefzygafceginl,VPOGTXRI,FL,0.0,Edvkghlobpfyweerencfbfbymrocarkmiyiwdszjlftvfzbhhsxvnuwmvjcrklquheprefktcv,amecb,474.0,1-478-866-2041,63.0,O,
Nvt8673,M,,2.0,f,,467196.0,,Kkxprhifvtdecavbbdjuhieekcsepvawwmsmlnnwwjcbitpjtjntxagfg,Rnbkmwflpq,NH,0.0,Qobaozkxfklgsvkxpdpyrvliboiebdgtrucwimntaitadrrogfg,Nvtdnnvvvjwvynjlchlnbjcslhclq,406.0,1-267-577-8436,78.0,O,7.0
Wpg8674,U,866773.0,2.0,,Dr Pepper Snapple Group,282344.0,D,rwplqtjukaccaisudigkmtoymdagqbohfbjmtfpwdyatyazkficsvvcfmnbmlwu,WWUBCNGLNYD,WY,4.0,Hofhaoxfcjlbljazynmkcwwafumwuidswhhaqlzsolpwgeapamokspzdortbbuoqrabuheb,Wpgluxgozrbmsywcax,400.0,1-889-409-1975,79.0,O,0.0
Gcv8675,M,2727185.0,0.0,m,Vornado Realty Trust,242400.0,t,Zktddigfvljaixcgagsawzykqeauygkoveadvbxnvcgxhqcilmhdrjcwizrhyffnmia,Hemqg,NJ,0.0,Emlzo,Gcvkmuopqfwslrsirwni,593.0,1-277-613-0038,34.0,O,5.0
xxu8676,M,1597163.0,0.0,,Sysco,403347.0,p,Fzirkgfuxqzfujjxeychyuvsvlosrnjsqejkweippfmmubfggkhmhncdxyy,Pienpm,Saskatchewan,4.0,Bqygdgvozxooxhxzqpkreiatjcszflqcqbpdvczgzdgiwnthhlzgxuwxxtcdlwzmmyewxzuchuqffj,xxuehkozdnaagxp,496.0,1-161-099-3879,3.0,O,8.0
xqv8677,M,3310285.0,,m,Auto-Owners Insurance,297557.0,W,Zvapc,UCOHXYY,Prince Edward Island,0.0,Xzzbstekfpgu,xqvkrpokbxqdrzjprxzmtel,396.0,1-532-661-8795,90.0,O,7.0
Rte8678,M,3752212.0,2.0,,,361968.0,,Kylfjldhaipgkhqftieecnujyswptgkabjgxvhnbicuibruidelnhnpcigoxit,bajhplc,TX,5.0,MDQNHPJFLBVWCAMUDTASXPSAX,Rteeqxrlh,666.0,1-790-105-6683,91.0,O,7.0
yeg8679,S,1637216.0,1.0,m,HCC Insurance Holdings,371594.0,,Txxrezyazibbcjwyerzkcwwgrkfxtlaomrparukpwebticaygoxwytx,oknumn,WY,3.0,ZBFXXVPESFFCSJ,yegozbztvqnndsu,339.0,,4.0,O,8.0
Tiz8680,M,1554195.0,2.0,,Dick's Sporting Goods,180774.0,,Kbssxunvfyqnxtrhlsndsqwtqo,fllodmavl,NJ,4.0,XITIRHWVYIKGFBTFUPNYCYPKDCLRJDZ,Tizafupkkkgewdxrhsin,580.0,1-517-247-1982,47.0,O,7.0
RXK8681,M,,0.0,f,Iron Mountain,115346.0,s,OACQVTAUTDXNSALHFWHRJOGBTRHLBTAHWUTXRJWRDH,CUNWRCPDT,OH,5.0,Ubsfilzwtrxhqssjgnkllemupndwcmvrkbbwfczdlivvjyatcpdyiyjtoqvcfklt,RXKJMVPYAGLDQLNMFFNAAAHOOCOQDT,488.0,1-124-907-2076,91.0,O,10.0
XMW8682,M,3243516.0,3.0,m,Hess,414519.0,,Tujgprmwwgheampglymmueirocgjpyrhvryjychlozysjjzqzeocnpc,Qljmhipol,HI,2.0,Ahhdlmnefcjovebtjdfxgaiwantpguc,XMWAL,472.0,1-426-308-8028,93.0,U,4.0
Etl8683,M,1575746.0,1.0,,Danaher,328886.0,,Nrtieajioyeoaejlrbzmrfxkyikjxpne,lfpxxsvqqfai,CO,2.0,Ivjrhwxvxyoevhptfbcnsbawxmrobbfkiueljroym,Etlwcswaihfcfxhndlfraksboscacp,625.0,1-308-924-6128,44.0,R,
URB8684,U,1420362.0,1.0,f,Barnes & Noble,,,Pwpqvhipnhvqrwfdkikofyjfuevpiqkwtarpnxtcyoroilyzzdslkqbvqiiohtdn,Venboxurii,KY,5.0,HGRQRVRFPFRKTKRAYEHTXHZCJXAIVWCCMDSUIMUXXJDQMSFOQQWOEDNXPXG,URBDZICHOOHMJYY,731.0,1-566-614-5439,35.0,O,5.0
Aad8685,M,2265704.0,1.0,M,3M,155341.0,O,ituogckvrpsgrmtronllzvuhapgcwmmoxdrcmbkovnwlbmsrujsuejzsuxbgjxfhpppi,Froezukt,WA,0.0,rigrldrewdqepabbzoctxkudocmjmytlhvqhknbscwupoaviyywcdxdothlytfoua,Aadtd,597.0,1-900-742-0811,89.0,O,10.0
Efu8686,M,806681.0,4.0,m,Smurfit-Stone Container,403188.0,M,Cltjxoyxtkrxklrawuojkoqnfjgcqqtepyibfluhunuhpayvxdczpaplapkkisuzsjtbtl,Mtwmtxh,KS,2.0,Seqveoqznjgoxkifsupcsuaubetxceojmyima,Efufthozhwsq,789.0,1-362-535-4147,90.0,U,0.0
eeu8687,S,3913762.0,4.0,,AptarGroup,44208.0,j,KLQKUIXKFVEATXWVAV,yggygjfcqq,NH,5.0,ucswwutiaqhqefzrvomlssokpjsuqgvruaawpvmtssucxilydjnvflvkjt,eeuipdwqrnuckd,745.0,1-088-611-4747,81.0,O,1.0
Vnm8688,S,193717.0,3.0,,Graphic Packaging Holding,409011.0,,Lfdpkrvsvytufrwjkzjfsxuzuqkyugpvldzogojezeshxpirbworgdqqeeom,wceabvwagbbj,IA,0.0,uxapqyegkd,Vnmbblxbtljmzpbrkokjeig,750.0,1-057-920-6008,2.0,O,2.0
RVP8689,M,1013981.0,4.0,F,Maxim Integrated Products,,F,DYMVDKSSBWOGLBFDJLKXILEXUBNYQYHZGQEMVOQD,zcmfujrx,MD,0.0,lgtmjntipgqbpkjspwtuupujzmjjndnlqwqibzkrdmpufmxjqd,RVPDMGDPQFRIBLDU,533.0,,54.0,O,3.0
Por8690,M,2230529.0,1.0,M,Timken,45538.0,,MQJZAUWRWTSEIRZJFWHGKLYV,Xtnakt,WI,4.0,CDRIXNFPSXDPNIIQXTGJLUTEBLIZMDTPPKLQBMBWBESDOBBWQWXETEINTGICHRWJWSHDPTNFXSDFB,Poruhchhbbdhpz,717.0,1-130-549-6143,84.0,R,5.0
Vun8691,S,755031.0,2.0,,Tech Data,296979.0,,euymxsivaysprsstxlcwucxtjemzcjntlqvzajkhzyvqpabimwfrvqhjnajdlvlutijjnzjwozpaznlw,Iubgss,FL,3.0,Pskjozcisuirkpqgpvqoxzgtcvflyzqftjd,Vunlbptyrrhxesgrdoedjqintceep,561.0,1-608-744-7160,46.0,,1.0
CMZ8692,W,3551603.0,1.0,,Bank of New York Mellon Corp.,33341.0,j,ynswzsilslvlvwmk,oqdxh,MI,5.0,Sukrnocfyofmkkjhrxaezxcysaxxpddwyd,CMZKHGNAETNNKKOTMGAMJSJVQBM,410.0,1-298-926-9454,85.0,O,0.0
xfv8693,U,77595.0,1.0,M,Enterprise GP Holdings,386181.0,U,Zsdycbhskdgwebmhbnlznthzcyocswchulkomiraudmqsjypvvpja,Koltafaovnj,NV,4.0,Elwmrdcqkikfrscajbshbbwyijdbfeksbqlvqroekhorswnfgtjdfjmlwzttwurhl,xfvujrdpqjxmboxpwg,802.0,1-911-587-8459,17.0,R,
eni8694,W,1126008.0,,,Spartan Stores,329659.0,T,QKSDWHKOPITCEOUSKUPNXINQYXDPDDXGKJBFBTEFFYAKWYCDIDMJHEQAB,Nvtoeawmg,KS,5.0,HZYIQQTQOVXELXFACAZOETCOBCDKLSCGR,eniogzvrbkmkjskmlijgfk,548.0,1-149-575-5771,56.0,O,4.0
Bot8695,M,3638975.0,3.0,F,ON Semiconductor,336056.0,,,,KY,4.0,pzzxeaqvekekhsvxghbybzlebuyxqijhrhkvqvjigdmgkmqxfjcufqnb,Botbkfxhrfefpauqvusnbgl,830.0,1-795-875-8204,30.0,O,2.0
Vfg8696,S,3761180.0,4.0,f,,441771.0,,AUGLXDQMAXFWRMXQTFGNTOSMLXQLAHAFTPKGWRMBGDQNFUNXCEMPDPDYTDMO,Tfruklbsese,NH,,Exgtqlemgqnahvzunkvpqhagdxfaweglqvlphuet,Vfgasnkqeytvyrffwjetudeo,461.0,1-512-001-8308,4.0,R,3.0
nhl8697,S,3437967.0,5.0,,Carlisle,373903.0,,Ensumqxyqgasvaltdzslotficnlugjkqteeqztqpypjolwrdozchu,Gqsyttujbz,Manitoba,4.0,yylidipunpaaaqvaviqrtznakvaqfaduibnpspmqkoeafcyvprllwjnk,nhlig,550.0,1-514-315-6199,21.0,O,7.0
Xip8698,,1796117.0,5.0,,Modine Manufacturing,63737.0,,Hjrobcmgdfmwtrchtayifqfdjkuubaacqonkhkbheqxtmvwysbaqvekqjpafextqvey,Cbchizcfh,CA,4.0,Dcepvydjnien,Xipbcliokgiko,658.0,1-567-741-9888,43.0,O,3.0
CIH8699,D,3140997.0,3.0,F,Marriott International,123182.0,u,QCCKPRDMCDRUNHNGXVQUBKVXARYFLY,OADLLJ,HI,4.0,Dharkvjmeoldahikezcfyjlceoexlfdzaenfigkfagneos,CIHEWBWGITWNBZCTZBMHKMUHFG,792.0,1-986-658-4714,55.0,O,10.0
cdm8700,M,3616733.0,5.0,,Asbury Automotive Group,53537.0,p,kedobsurlwqcpjaqtz,ZXVFS,RI,5.0,Hpadrfbmajwpgcnvtzapgjolzttmjnrcjfguqokdcgak,cdmuzcdyhokqqudw,641.0,1-981-528-4850,59.0,O,4.0
jxk8701,U,2447031.0,4.0,M,CH2M Hill,91206.0,Z,TTDTXLMXSBSYRYHJOIMWVOUJOJZVTZOGXCCDBNZSETPDBXLBNRZZYJXERED,Cqemfcqaxk,AK,2.0,Pitsugztwnjifbqiacldrtldfz,jxkeyqevw,590.0,1-726-949-0017,9.0,O,4.0
Rfp8702,M,2243112.0,5.0,,Cigna,326428.0,,Rwbdbsisaamdmcdypqpcyewbmld,Opefevmvmix,Saskatchewan,,FXMJCVHWBLJDFKNHJLPLAWNNRFJOSDPMAABBGSYSFWDXOGGWTPCUXZUACCGWJV,Rfpvavgs,393.0,1-457-463-6333,62.0,R,8.0
Zcj8703,U,2775156.0,2.0,,Priceline.com,302934.0,O,GSPPQDEJQGBULLRZGYVPXT,Irfmwksz,Newfoundland,3.0,Dwypkefnwoywntbehqmvepvhldpzfwetmdddmqhh,Zcjhtpf,796.0,1-474-956-2555,53.0,O,3.0
Xzt8704,W,,4.0,,Hub Group,358087.0,Z,GXDZUASRIJPRUBVLXCHSGLLHIWPSRIGUDLBCRYQBMXYFTKQTL,,OK,4.0,qnefnwfrblzmxetqmpijjpeptrkewwrrjygewygkhvldmaawiflwx,Xztppqbzsmoixfdrqkotbdkwry,476.0,1-983-965-1357,80.0,O,8.0
vnr8705,M,3983183.0,5.0,m,Century Aluminum,102441.0,,avxhxwswkpuddhsizbrwuzxivbivvswaohihnnqlgdksphfspbyo,,NM,1.0,xtfqfrgxopqjcuxyndcypmarkogemhdyiax,vnrgtmilnwqz,482.0,1-371-971-8422,70.0,U,4.0
Lco8706,S,94738.0,5.0,,Southwest Gas,328772.0,K,,Ebfwbvbzqq,PA,1.0,XOIAQJUGWLWPOEJTBRNNQPTSUC,Lcotfhuarucdqempm,607.0,1-197-386-7002,,O,6.0
Qxv8707,S,407560.0,0.0,,Wal-Mart Stores,46302.0,b,rmdisjymgajjwhxeatynbtbjzayfae,PFGLR,MO,0.0,Wjjvdarzdsyjabjqzdexngdampllkmluuddraofueejfopwslrshsighkxqobdzzmg,Qxvhkkexe,661.0,,25.0,O,10.0
Zkn8708,S,89739.0,3.0,,CHS,483159.0,,wieuquycdhgkuzijwvauglbxdhfkkxhcazxtuehgzwczseqcudtgnejluaog,Zahoanzbnoi,AK,5.0,gkncamovwugdkguazjrgvlrphxaf,Zknuxoiiafaohhhqhphrajdiehujrx,555.0,1-741-916-1995,67.0,O,7.0
zth8709,U,3345102.0,3.0,,BJ's Wholesale Club,390647.0,R,Vrxnvgpjvlg,jwqnihv,MD,3.0,PPYXEEVRSTQPSSXPVLNDSFGYKNHWYKIKCJZHCRRSWGYSY,zthmpjkdikbomqnfsi,517.0,1-840-399-2919,44.0,O,7.0
lbi8710,W,336067.0,0.0,,Goldman Sachs Group,409796.0,,Ymddjgxpvhmkhooldkvvxypnruqm,LKXAQ,CT,0.0,vhblxdcmmkninzprzdbmnqgomzdz,lbidnknhniu,618.0,1-855-202-0449,93.0,R,1.0
HAT8711,,1616585.0,1.0,,Pride International,115895.0,a,piwfvyhgoaqyptqumjwpanknxufnkwgsfkgq,YNYREG,NJ,4.0,,HATTWN,821.0,1-911-293-0750,13.0,O,3.0
Hjg8712,S,1332431.0,3.0,,LKQ,368247.0,j,PASELFILCFQGSMBXHQUBDQJGOFHBHOIROTZWUTHMMSYMDNADLCOWVOFESBQAIPXIZCMHQXZV,SGGMMX,SC,3.0,Uipdlbdheqtqouxhljpddunadfseurquzzpfedhmedecekxxmv,Hjgsaxseohxvsckqabdebt,678.0,,64.0,O,9.0
Jjj8713,M,3448599.0,5.0,f,,166111.0,,Bxeuykahq,Tqszevht,WY,2.0,dmfilckpjhxbstweigjwpwapgxsujsbhfgudsueltsnsqukpnggweeaign,Jjjkuxpbavslc,513.0,1-439-163-0429,19.0,O,1.0
Yhm8714,M,3593769.0,3.0,E,Furniture Brands International,128617.0,G,dtxwfigbupgjdbqcatsjbamngsuojpl,Wqjdrrvyd,RI,2.0,ehuqkcqxaebgpczgnqhofyqvgfbgrptunwrvlfivmvfbfpwalgehunxyiqcdleaobchmlhsdm,Yhmbxrjrealcmmikhm,435.0,1-407-919-7219,1.0,R,3.0
ELU8715,S,874749.0,5.0,,Ameriprise Financial,115558.0,j,Hpvviwedudpowmdytreljkiimuvtrhwlaploaurpxk,Qsgev,TN,1.0,Vtaswrlhaaoewrdahpddraihsiztptm,ELUBFTWOIKFIPPDQNHCVHPUBD,716.0,,57.0,,4.0
Iql8716,M,3033101.0,0.0,,Hawaiian Electric Industries,25.0,C,,Rnborgsn,OK,0.0,Rnnftowcjwgfbhbgapfjjpjwnxvdfphzqdgdbxwqzcxcquqvqzjfyvvnhvikyuluchwwsxetl,Iqlmhmjbquanxrtmiyemthwuap,834.0,1-452-687-1866,82.0,O,6.0
RFW8717,D,1469644.0,3.0,,AptarGroup,106163.0,,Vfnbptwetuhhvzfhlotevsicctgu,,AK,1.0,ywyjwgdjcbomxtqnngvbujpnctyjpyfmmhottkgtzphtwpwcjvwyohaxcfb,RFWJTZZPFB,595.0,1-275-391-6536,72.0,O,6.0
HAD8718,M,2763782.0,2.0,,Constellation Brands,498676.0,e,Zfflrkkvhsnfmwjasqxohlvlgsds,Izwarxfzhu,OR,5.0,Kcysuavc,HADNVFAO,783.0,1-211-844-6025,93.0,O,0.0
Twn8719,U,3182270.0,3.0,,,392898.0,p,gumytzajsukuutryjwvqupymsgtbkwgutwkrjijl,uzmlkrvkp,Saskatchewan,3.0,QZSMENASODDKNPTMXASRQVLRXLCWWFCIGNQWNQLXKEWYXSQJZBRFWWD,Twnur,800.0,1-774-451-1517,80.0,O,5.0
KTK8720,M,3336163.0,1.0,,Iasis Healthcare,,,TMDLMVMGMRNEMFUNYKIUCZLVPRPSBTKUQNS,Wwkmg,LA,1.0,Qjdrmfwloqoqppeaamiagoxhqiwcwjqipbokxwfmjbrih,KTKOXXQR,777.0,1-826-516-2456,25.0,R,
Ffc8721,U,3669939.0,5.0,M,NII Holdings,176625.0,,Cslalilamdoqrtwwhpxszjgeayndtykzsfaavtvqqcqvmiczbsbeveksgbhluaeso,Gqkgg,WY,5.0,Fudtaepdkrpnlra,Ffcnqhjijaj,337.0,1-769-735-3164,80.0,U,3.0
MFO8722,S,3074498.0,,f,CarMax,206504.0,,dqftawtecbo,Kzujwikkfx,MA,2.0,Pxtanzseszinipjvsd,MFOFUNUYEFIMRG,481.0,1-655-509-0238,92.0,,3.0
Okt8723,D,3295287.0,5.0,,Hubbell,381330.0,,Iltetztbgyetqxjslvvyhmhdqdzilbowchmzfgxojryzftmcaipcdkdqcruinifztpdv,Mhcwzxdz,IL,5.0,Loncifqhyoobzcxlnxmlbiedehonnjxbhbvpvzxsggrdgyrmwwxfvgbwvlp,Oktqhy,620.0,1-535-841-7219,66.0,O,4.0
Rsi8724,U,363539.0,5.0,,United Services Automobile,139408.0,,kwskaugyhlrousjzzfdqrtxduirdbisxxxmkwfkkf,jcjaecwii,OH,1.0,Mrmxxtyxmzcgovwixsyrcipgnymcgteugphhilozovfplvhnhfcbudb,Rsitkewecremmwegnzqfuvmqszsshp,671.0,1-900-851-9005,58.0,O,4.0
hxh8725,M,3823179.0,5.0,,Berkshire Hathaway,342850.0,,Lqhulbemutqujdrbv,Pcuzclsmrd,NH,1.0,Jhexsktmbjbfjexlq,hxhrbjwnad,551.0,1-028-752-2687,77.0,O,4.0
hmz8726,S,1445701.0,5.0,,United Services Automobile,110105.0,,Ubfpthadnxrkn,hipmfapbivn,UT,3.0,Dappqlgmburslylroaxennpdbbzonkvlt,hmzwpupp,493.0,1-381-245-1446,29.0,O,
Upa8727,,369743.0,0.0,,Home Depot,311268.0,O,Eamkbgacbcvodvbcs,Qhxohmjug,Manitoba,4.0,CCOAECCJKMVVKZEWFCBLIKJ,Upafbhhgtarxnfhdvhbnlugrt,328.0,1-429-602-7716,67.0,O,2.0
ksj8728,S,3576300.0,,M,Mirant,306801.0,t,Zapgbujscvqlvtatdglomcejsyhabmgsvsdqqxphcifeeiwrmrsixbanfnb,QYMYEANPE,NY,1.0,Eynnrxlldtaripprtvjqqvhvg,ksjdcjbubnbtnhflixha,763.0,,82.0,O,1.0
Evg8729,M,2433627.0,0.0,,Hudson City Bancorp,350324.0,,Xwrmquhsnkgczintronpkwupalnldlgqxnmkudor,gesufn,MI,3.0,qublxjrwljdupiwmcjnuteqrkuggon,Evgnxiiavpvywbcyczqzs,319.0,1-099-486-3382,50.0,O,6.0
Tqo8730,U,258321.0,5.0,,NRG Energy,377700.0,,khgcjpdjbzbpqxvpwoxwsiiifziuzxzfaduqwyxcfpyh,CNIYHYVLR,Manitoba,4.0,,Tqoihlxucrybsvlxnnomqpuanwtwue,457.0,1-049-912-9587,44.0,O,2.0
Fap8731,W,2175149.0,1.0,,PC Connection,429696.0,g,Uuwqxuy,Atipy,Quebec,4.0,LUPPTVEZOMDDHSY,Fapqu,490.0,1-780-616-5514,52.0,R,10.0
Fiu8732,M,3577781.0,2.0,,Amerigroup,356449.0,,Yuqiuxvhfaqcjvyxorcbfnaxrsa,bzlymrkug,ME,1.0,Tlsvijjtyrfguuldnzuznauhkajhgqirxnzhebdwpfggtfbmpikrjpjvspdqhbzdhzqvm,Fiucczfnsuxxxhjxvssbbmdj,519.0,1-305-187-1767,58.0,O,0.0
QLC8733,,1685246.0,4.0,,Puget Energy,451900.0,m,Ddpivbvlyzznhquqrhldmgnlahachiotw,Fpdfqrmdb,ID,,QLKLFBGRCGXNJRFIBQTBQFKAEKWOO,QLCPNUUHTBLIUWRXVZLGBEDIHRCYCR,306.0,1-965-343-3373,56.0,O,0.0
Guc8734,M,2294288.0,1.0,m,TravelCenters of America,195452.0,,CWPUWRQCZIYEJYAAWUMXKIKLVLUIKBYBUDGRVIVS,Iarcdmqi,CO,0.0,LNRFLNOELSWMNHVDAQVIMDEOGYMGICPRBRBILTTQKUJXKVFFWCU,Gucppimlzgtmqgisz,337.0,1-382-135-6945,74.0,O,8.0
QMX8735,W,2711390.0,4.0,,Bed Bath & Beyond,434630.0,O,,Gsdypcxar,IA,1.0,,QMXLWQRXMSV,724.0,1-223-603-6648,59.0,O,4.0
Jin8736,M,,2.0,,Merck,304825.0,,Stuuybhfztnvkncnlofhvfcwmpojehatkxgdebbxwfjpmgwmocuovajzabfchkbdzcelt,DJOHKVQ,MO,0.0,Uicuqosheuxlofsylgputqiwvfnfwccihvgfysff,Jinaycnxhl,641.0,1-875-548-0615,9.0,O,0.0
Gpe8737,U,904453.0,2.0,,,410522.0,,OOBYQROHVAQUROQOTVJKAXGQHZEOOBUPCHONKMXTAEWVHUSG,jngxitnl,Newfoundland,1.0,UUKSSSNKLODDTLXENFKSOFLQKFSBIJIZGGNHHENWCTHAOAUZQTLANDLRGI,Gpebwqtbfepbkfj,517.0,1-707-940-5935,58.0,O,0.0
Beb8738,M,,0.0,f,Avis Budget Group,177656.0,,cjhapaherlqzhjirkktfenfyofkjmlgkumpjhvchzfupjnu,MODIOAHUIHQ,AZ,2.0,Rfkznckodftgkkxbzw,Bebinlglknnubhbbzvom,840.0,1-309-343-2740,57.0,O,10.0
Qvd8739,,3786307.0,5.0,m,Alaska Air Group,327392.0,D,Fyqcpbybblymmuglwo,SOPWSZMTNH,Prince Edward Island,5.0,kpbghib,Qvdjioynxoudwuv,351.0,1-842-949-8321,77.0,O,3.0
TFD8740,W,2234199.0,0.0,f,New Jersey Resources,420139.0,,uhwbjocjbuhthfkvioacryppoiefgkieoefieytkxsbp,DYYHVA,KY,,Evmkjjpxihtkwedgjfcvxdsdxiljjmkadfjvpgyu,TFDFEWBROOSMPXCUJJEQX,685.0,1-006-046-7891,58.0,O,7.0
Zve8741,M,1847503.0,3.0,,Manitowoc,252638.0,,alkxhztonhbnvqveqgtqtgfvpmfeiilcghcwnllejxpbmafownucou,Ecxbz,VA,0.0,Ieykqmlmtqiaxjovdqhokesm,Zvecl,664.0,1-113-873-5730,10.0,O,5.0
DGI8742,U,2809593.0,2.0,,UnitedHealth Group,372907.0,A,Jmkkinlbuhazmkoppcyekgmxymyoderyhdbbahrthrssoqkejkrzidozswollspfe,Lpdpmda,Alberta,5.0,XSCNHYHSNCNNHSTKWGMINRXMPLDJMUWBALDPJRTUNHZAIOMXWRGQOUK,DGIEOVAOK,425.0,1-426-021-1454,32.0,O,5.0
