prospect_AgeID,prospect_Em,prospect_AddLi2,prospect_Ag,prospect_In,prospect_LaN,prospect_OwOReFl,prospect_Ph,prospect_MidIn,prospect_MariSt,prospect_Co,prospect_NuCa,prospect_AdLi1,prospect_NuCh,prospect_CreRat,prospect_Ci,prospect_St,prospect_NuCreCa,prospect_NWor
Ctx10544,Southern Union,ghghjzcmqqtbuximnpeonkcg,19.0,418228.0,Ctxsvn,O,1-638-532-3809,L,S,,1.0,Xzybiaxoqnzxnfnsxespbkqcizqmafgboybtdpymshzdviqopqlqwkmueiuydczdrectcytuwm,5.0,816.0,Casper,MD,3.0,1077139.0
UVI10545,Coca-Cola Enterprises,Snymleelpmiywosxwehuqlcx,19.0,256038.0,UVIJRKQLJPV,R,1-678-838-5177,,U,,0.0,Djxzlmdeo,1.0,752.0,Chesapeake,Alberta,8.0,3198650.0
SSH10546,Penn National Gaming,OICMOXIAVFLISKQLSMSYRPBCRMDIWTAQIDQPNKTXHHDIWOKSAGTAXGGXGBLAPMGXQQCBTREWBLXJE,85.0,,SSHTCSRTBKFHH,O,1-854-534-5891,L,D,United States of America,3.0,Plndmbbjmalw,0.0,323.0,Salinas,MN,1.0,2660249.0
sul10547,DST Systems,OVICIMIHH,79.0,120336.0,sulpxqwjtaesvadpmheimh,O,1-007-240-8509,t,M,United States of America,4.0,Jnojgpxnjivepgoffyjvqfwpmylgdizunzxyvbyud,2.0,535.0,Huntington Beach,PA,0.0,1359146.0
Tvc10548,Rohm & Haas,Amlcomtzxwfkqguigsegqhwylhzezmkusnprqglwxacabuabzgosqmxplrvib,68.0,397503.0,Tvcexyajcnolyge,O,1-059-721-2317,,,United States of America,1.0,XXZRAAKEYCMJFXTJ,3.0,434.0,El Monte,MT,5.0,
Fdg10549,New York Life Insurance,XENKIFJBMUCWBLPGZXTBVCEOWVQOZSWE,60.0,339254.0,Fdgutgkvonak,,1-301-111-7399,b,D,United States of America,2.0,Ytqkmvomdgvixibdrkqaxawdqejxcqoosjglhdbxhfxbychhamlxnjkxlxjgwdiqewzo,2.0,617.0,Lincoln,ME,4.0,1836090.0
Faw10550,Applied Industrial Tech,dysfztkxwqasdoqxnserucaisnuyzkgvcchcoqmozjdvbtecpmmvjqdpcumiymkwqvraofaipqui,91.0,352156.0,Fawlsbnlgesyzabojxteesfjw,,1-077-607-0607,E,M,United States of America,4.0,arnxdcrmbklvkgttomwtmpnseflciyadobunvvdsjoflxwjjdhmnivfryhtjicw,3.0,566.0,Fargo,OH,0.0,1926559.0
pet10551,Tesoro,Ibgectfbx,86.0,132574.0,petkfhbusghazlxcpt,O,1-597-130-1298,,S,Canada,4.0,whjrkoymwhzmxeruizfmxisedtg,5.0,701.0,Lansing,MD,2.0,1856524.0
Dmw10552,Portland General Electric,Txxamiwemmagfbgnzpcnqdqvkwkxy,19.0,330916.0,Dmwlqownugwesyibyo,O,1-964-473-6104,C,M,Canada,2.0,DSUVWLRMNIFNCWSAJSBYMIHXPPTBVZWEACNUGGMWPVKQDFAYUMPRAHKENZZAI,5.0,427.0,Abilene,GA,,2710994.0
Iiw10553,Vulcan Materials,Jbincdvrofbabiowaprfoohycmfkxzknforsknvjntlwcyzfaehysjlkhtwsnsskoioubuv,,280263.0,Iiwrraooefhgmano,O,1-365-421-8115,X,D,United States of America,0.0,,3.0,716.0,Casper,DE,4.0,3249589.0
CQM10554,Equity Residential,Asvhjlzejimgkvhwbzuebhrzbidrvyqiqjjazuyrwvxrxovpusfikbwnffaphnxgzupuxav,84.0,191788.0,CQMJEGMXRFRVQVXWL,R,1-057-627-6957,,W,Canada,4.0,Wafjkaforrtfvagfwzpxqgzuhqlxuqclyhapahdyvpubamifwaypnhfwjcvihmjlvrlvnpnkvpk,3.0,356.0,Chicago,DC,5.0,3515076.0
pba10555,Frontier Communications,GXNROYHYHSQERRRAHWQSPIUSAQS,,65228.0,pbaxpljwiyytdoufdjxaxng,O,1-778-613-1809,P,U,United States of America,1.0,BWJUIYWMMAKFURFEHONCHWNISZFVIWTMXWETIUBSEOJLOHKFGLTFAITMMQGQJGLLNQQOZRWDLCVXFQCJ,2.0,636.0,London,TN,7.0,1305226.0
DGE10556,Mirant,Uucvvuqvthquspoygibmlmzppfevnsclk,51.0,59576.0,DGEIEYLHQMJVJEBHDNPMEVHGTQPSM,O,1-406-352-4100,,M,United States of America,3.0,CCLMJPIPXOGQQKGSSQUTEWVDTZONIDLWIWFJQ,0.0,553.0,McAllen,MT,8.0,1122488.0
wih10557,,IHFRXJIIZKHXINGQSSIXPOSVFXZENNOTQDFNXEUS,49.0,107450.0,wihuuwkgjnrgdsntwxcnrqq,O,1-477-243-6544,,M,Canada,2.0,HGJJHFQVACVWSEWHLSYMIGTVHCSNVAFYZMBDWDLKQOFMDADVVPPBLGNHKNJXYZHDQITTRYUCSUQX,0.0,602.0,Vallejo,VT,7.0,2735684.0
kyr10558,Albemarle,SFBDTWOCH,57.0,296453.0,kyrttawbfjqpkultkjcrv,O,,c,U,United States of America,3.0,Hhxlsorfwhccndom,3.0,324.0,Alexandria,CA,7.0,3108095.0
ugp10559,Charles Schwab,PPQZUKHLSPQTVTTWZJTETHTLWWYIUHLHFVEZOYORKAFHLURDNXIXOPPKYENBEFVEJ,34.0,319495.0,ugpaxgldxoyhruugpmbviapxfuy,O,,w,S,Canada,3.0,Bbawjs,5.0,675.0,Glendale,ND,1.0,889964.0
Dpx10560,Dillard's,Jpafwssoqnffpvi,59.0,392379.0,Dpxpiftmydxjykggqbxkesisrixo,O,1-878-293-5153,,U,United States of America,5.0,Suaojsaxgvkkqsvavmojcnbbqqp,1.0,301.0,Edmonton,MS,3.0,1272161.0
Nep10561,Abercrombie & Fitch,Udijqugxzsynuxyfyvjwmsyoffizgxsnccftaqcdzcvusmnciwooswcgghllmzzzr,69.0,388645.0,Neptxwqwekxzgkulr,O,1-110-000-7084,F,U,Canada,1.0,Zupffxhhczylyuqqdfrlohwajzph,2.0,303.0,Honolulu,MS,7.0,2265409.0
Qig10562,Systemax,KNKZSXLHROEYFGOAKTCJUKWXZVZTTNSGUNJDMTITCMIBWN,99.0,188161.0,Qignranbob,O,1-360-352-8358,v,M,Canada,4.0,JYOTAMIYSMNJJGJJHDOCQOHEIGJGCFHZZZUKBUKJOUYUNZKINXUOCIKOSQPLDQMIPRNSSXRIVDZPD,4.0,776.0,Hamilton,KY,4.0,2289485.0
GUD10563,Analog Devices,vzzxdizslmmlnoikluuyarn,14.0,461081.0,GUDFDXC,U,1-789-341-3724,C,M,United States of America,0.0,ZVUXNPBXUWAZCQOHIKCNKGVQFMYHIXNKEXFDPKSOSEKOPFYGUWMPNVJAIZQLRZVQVWLQDVQ,2.0,720.0,Santa Clara,KY,8.0,2077550.0
Uro10564,R.H. Donnelley,KKMWHVJHADWBH,90.0,42437.0,Uromxxcsdlhgcqnobjdpsdkq,O,1-160-591-4830,O,M,Canada,4.0,eupdlpgmjtvbebwdeqttioauncjuqtsoiycpeskklerdobcsacu,0.0,542.0,San Bernardino,IL,,60022.0
jui10565,Windstream,CFMEVTSOMJDNCLZQKDKNPVFNTQDIEETRMKOETQITUQWM,,221435.0,juibibciu,U,1-976-725-3854,,M,United States of America,5.0,Onweesxzltmsgchwygabtipwljvtphwwavosreyjfazox,5.0,302.0,Scottsdale,Saskatchewan,1.0,108950.0
MET10566,Buckeye GP Holdings,Ahdvouyqmgfrpkxrlqcouktbjyauiuvsbohqdsgffnmhwyqwazwxumz,94.0,371639.0,METEPYLCJORIJHHFCAJMEZJLWXWXLV,R,1-413-531-8634,,,United States of America,3.0,Lkethiwfurjgxrcdqgdpyzhldodaxzzlfepzfbhtyjpacxgcsry,2.0,756.0,Garland,IN,2.0,3635332.0
Hhh10567,W.R. Berkley,DMEWKFWCIECQSXEPVPZAOWCQRCT,90.0,494617.0,Hhhhnwdtyarqcybpffmwfedu,,1-696-704-9178,l,S,United States of America,0.0,,4.0,725.0,Oceanside,WA,7.0,368855.0
UNC10568,State Farm Insurance Cos.,,77.0,388054.0,UNCKJVTAWAZZFDSBLJSKCS,O,1-950-135-8705,u,M,Canada,2.0,Sdlwsuuooxujzvgwxonchgoawndcijvxmnekayotgynzqedpdpczlqkepdcyulvjbyyv,0.0,706.0,Modesto,CA,2.0,1055071.0
Vit10569,United Natural Foods,Intor,,182991.0,Vitrbswsvwwueghftcya,O,1-125-431-4354,,S,United States of America,4.0,VXEMOMWVYMEU,4.0,,Ontario,PA,1.0,2274332.0
VHS10570,Xerox,Uubmsjikhdljihlwcxtgaluenjhxokvfsqinasnn,66.0,238158.0,VHSDR,O,1-266-071-9791,f,S,Canada,5.0,jauvrs,0.0,509.0,Winnipeg,MI,5.0,844092.0
Clp10571,Northrop Grumman,HNEPC,44.0,47260.0,Clplxnhrenjfajiifsqhd,O,1-124-845-3885,,W,United States of America,2.0,lizrpwbasvwegptskszdnpjwrunwftjcdhayqowdgfrygdqavruhethxidkhl,1.0,678.0,London,AK,6.0,511438.0
Oex10572,Dick's Sporting Goods,Ididakshf,79.0,49307.0,Oexrjpxofhaxrdsd,R,1-992-721-0251,t,W,United States of America,0.0,jcpomzauaio,5.0,476.0,Madison,IA,3.0,
FQX10573,DaVita,Liukkyhpgnhqvwkqygiapwkuoayywbjdndzfczisjsgyafzfjloodlojkxvosqfvtrizpdycypt,91.0,301997.0,FQXTESLGEQIBJDKTRTCICWLOFLI,O,1-155-512-3184,F,U,United States of America,3.0,afrwblctbsstmsvspxrrth,4.0,723.0,Laredo,Nova Scotia,4.0,164838.0
QBJ10574,Delphi,Jszwuurdkgcveeydbjdfncdcunrfuxnkvkoozrbytygwpiffjpydtmelivcf,51.0,2194.0,QBJKMEWLIAERMTQFXWLJMEIZWWU,O,1-643-830-3461,,M,United States of America,2.0,Lecelcyxxjshhsgoobthncxchxsoipxnzslgqfjbptkbsarcwhbdgfrgifmxmuecgwhrwhbxhnq,0.0,587.0,Washington,ME,7.0,1579617.0
YGC10575,Macy's,,10.0,396511.0,YGCKGWAFKQLHHBMSXCPPGUA,U,1-344-563-7528,o,M,United States of America,2.0,Htqmilac,5.0,622.0,Boise,Saskatchewan,7.0,849680.0
xye10576,Advanced Micro Devices,,52.0,312821.0,xyeugagi,U,1-152-442-8604,p,M,United States of America,3.0,XSMXWGYEWVIAXW,1.0,705.0,Minneapolis,Quebec,8.0,
TNW10577,Laboratory Corp. of America,Fwofmxfsgmrwqlfaxpywrqbzrwdnw,50.0,148914.0,TNWNPXJ,R,1-737-490-9555,,U,United States of America,0.0,Efjupftxahdlsemhe,0.0,811.0,Cincinnati,AK,9.0,2365457.0
FHT10578,Illinois Tool Works,lfyvfsxxhouwucgufjslfjulzcskdacqmoveextxjjvxlhmzwuskovumbyjqvsqsysicz,23.0,208100.0,FHTEIXGAWQDWRRHUJ,O,1-632-914-8681,,U,United States of America,4.0,wtikqbeuhngncopdkmqdokjtjjrevsvxitpzbbvslywz,1.0,816.0,Albuquerque,CA,,3639844.0
rlb10579,Guardian Life Ins. Co.,Rviikaengkytaeqqqonhviqbfogertgalwdtpjzmyssbizdtuov,85.0,,rlbvnghuaevkyjcybcacmogkqv,O,1-271-910-7303,V,M,United States of America,2.0,NRFHOVXJGUDWE,5.0,534.0,Los Angeles,New Brunswick,5.0,2186745.0
QKQ10580,DaVita,zkaxtpvxhixlhulhazlyuiyg,34.0,35112.0,QKQHJZGWEOITMMOW,O,1-152-532-6704,I,M,United States of America,5.0,Xycykgdyvtraqlyhgiuiftorsnpifdgwee,1.0,425.0,Mount Pearl,KY,7.0,3168040.0
Zmx10581,ABM Industries,qmxzusgsovgumqkorovbngrpnhrgquefcbxrnycqmsvgucofogvuhwsshzgeflpmypvautyaophebhl,81.0,,Zmxhckpmu,O,1-115-998-1281,b,W,United States of America,5.0,jppbslsoilxljdchnfsdjwoxvakqpqvaipuaarjyvnsdpewt,2.0,737.0,Laredo,LA,8.0,2071554.0
PKG10582,Virgin Media,SVCLIRDDDZPTJLBRUTHMCFKLPTEMCKTCEISDLCUKSCNMYXMUQVPBMZKBDBLTGOERYSOJKMSVBR,62.0,100296.0,PKGBVCZVALRCK,O,1-465-962-3519,,M,,,MNRQBEIXBGDRBIUQBMTMLNYRIIMPMQHBDADM,4.0,750.0,Oxnard,TN,10.0,3251080.0
Zoe10583,R.H. Donnelley,Sejqnkkkvjtefyogykxhwnljzjpwbstvtvznfnaehrnscqclazrcmladvqyyctbmlav,49.0,146960.0,Zoezbsjbiw,R,1-027-778-0849,,M,Canada,0.0,CHXXJREKREL,2.0,548.0,St. Catharines,MT,1.0,3623108.0
uvt10584,Penn National Gaming,mhfqrpjrvqrsislqpqohenb,9.0,25846.0,uvtrtfurvebpapnfpg,,1-923-843-0178,l,S,United States of America,5.0,IXAELMKHIROMWWP,2.0,573.0,Charlotte,MD,3.0,3375785.0
Wdh10585,Benchmark Electronics,Iqeezlqovlfmjdkclrzgifdqpelpmteogmiwuffldtzgsfvhyksnphbotuuezkija,45.0,245372.0,Wdhrpjwhng,R,1-714-512-5762,,U,,5.0,Ykpsuvselzrtmmqimspncixfldpnwslihoqocarzwqyryqjlgkqfhfbgombcgznrlaxiscq,3.0,593.0,Salem,Prince Edward Island,10.0,3812118.0
Luc10586,Las Vegas Sands,vkknvawzdxnfzxyhgst,32.0,473345.0,Luctdufbmlrnsxeqbarhilnnxbqe,U,1-901-950-4857,,S,United States of America,4.0,YTRLIQPNMOCYVQDXD,0.0,645.0,Cedar Rapids,MA,5.0,2650522.0
Slf10587,Steelcase,Lprzgiqpvlgvwaksyarhwkvawnjlgyfmtomzbhajpxtgihsgmrertgzsznwfhbdzpn,80.0,77306.0,Slflkqidxguijbg,,1-744-068-5344,,U,United States of America,1.0,QTSXKICTLOPRNUPDAOZZVFGVGDNONYTKYWNVNCCOVKJVYKWSIAGIZDRTJOVKDIMZCZEDDFUYRGRIC,0.0,,New York,VT,3.0,3533934.0
Uvj10588,WellPoint,,9.0,20780.0,Uvjgihfbsopnwqwvb,O,1-928-891-3720,C,D,Canada,2.0,TDVSSCTKOHKFWQNRFZSUBQZAQYXMYEHTKIKRTQYJGSBRWOEGJCOKOUUYFQSWDLX,1.0,535.0,Austin,LA,1.0,3972906.0
ybf10589,McCormick,VIXGBEIBIMZPYEIFZWHWGMIDEGKLBFSOXZZLLCXWLHAPBISGODKLGMUZYKCMUBNXQEGEXKESBR,82.0,385140.0,ybfkk,R,1-149-764-6107,,M,Canada,4.0,ojmfvbjpvlcnhqlwowgszazsrkmjqwkvwlyvtbbjtuzbvpolmedbsefqr,4.0,453.0,Oakland,AR,4.0,1390591.0
Kso10590,EOG Resources,flhwqrnvayjphdedcfrmkrwrpggdujrgjmjnhvthtanhhqsewninodvtdugfmsrpqwqdqglq,64.0,468601.0,Ksovcmmlmhd,,1-728-413-2669,,M,United States of America,0.0,,0.0,633.0,Elizabeth,TX,1.0,413302.0
Xjf10591,Del Monte Foods,Zmudtcbltlnrxbjgnunrdepjfgoydqqgyycjzawsdvanvrjetytpckfmuabhogop,81.0,128527.0,Xjfgvnvbcyossgvburbach,R,1-296-604-0696,,M,United States of America,1.0,Nrcovxsfekfgvagfivveleggkifkcinefupzzaxvkzainlxrvxgfxfsii,5.0,349.0,San Buenaventura,NE,6.0,1143239.0
ztv10592,Levi Strauss,KPMOPCFORHNXRI,89.0,369864.0,ztvebp,O,1-205-092-0767,,D,United States of America,2.0,,1.0,520.0,Philadelphia,Saskatchewan,2.0,1787403.0
WHA10593,Itron,BJVBVFBLINWSMOKTALW,55.0,429335.0,WHABAOGKZBRTU,U,1-046-855-9184,,M,United States of America,2.0,Taxfvlerjpvmcrwlgcrczvncipapqfklwttozqmgk,4.0,531.0,Regina,NV,9.0,2702865.0
Wdt10594,Knight,Fzdcaypyktfeqvmskq,47.0,383879.0,Wdtdfbopocqpaelkss,U,1-186-022-6949,g,U,United States of America,3.0,QDZLNZMBDZCHOIWOLQRFYQOZQSIUUTGSVKIDVQGMRWGRXDWNCJGMPJJSSFPWM,0.0,658.0,Grand Rapids,NY,8.0,3375206.0
JLS10595,Furniture Brands International,Rzyyxayykqkfbmpvdkbqvzxohvravyrqudolptudhcpncnqwixebhdpmzytgnagjyovdohru,33.0,483924.0,JLSXGBFAEAJILFPKNVZITTHCOJC,O,1-631-164-9078,O,M,United States of America,2.0,IEUDXKKHBZXJAU,0.0,385.0,Tallahassee,ND,5.0,2153174.0
rit10596,AmeriCredit,Dvbxhpvhvirzplgiakekpbyvxknyemfgcvppqbvrdrbgrbitwbjhfxueohpdsahxpfsdxj,75.0,400338.0,ritxwdhq,O,,,M,United States of America,,Jbswpyenxdvlgrutudkhqcfbeoav,2.0,561.0,Sudbury,AR,2.0,1809319.0
JKY10597,Piedmont Natural Gas,payxsgbiofftxjskprmwnakffcozsyaiqyvxqyqfskmsiibtntf,94.0,219274.0,JKYTIIAUABDWBPUOFTSIPT,R,1-267-153-9411,I,U,Canada,5.0,Sxvzsysbiqrbykuoxrbjhladmfsumbvabbgknponoavmkpflrcuf,1.0,351.0,San Jose,NM,,
OFF10598,Calpine,LERLRSYEEIDRCIKTTTKFKUXZSXVJNWKKWQFDHABJUXQWRSTSFAZMLWGUVR,71.0,138496.0,OFFLG,O,1-252-104-1378,v,U,United States of America,3.0,Ujrmnzczbangqgqpsusxhrwvnqfzaizrdo,0.0,489.0,Fargo,OH,8.0,580183.0
Rqn10599,Clorox,nrbvfebkqbcefavbddgtrqtgfzvvezvsxiwyabshqasahmhqtqbribbjacofcybptfj,20.0,269559.0,Rqnxlckuxgntxhcjcuof,U,1-400-544-9828,,,United States of America,5.0,chgtpqvixtusefhbgnhdmdmokrifcmgjobqanbmjrbhniwaeenbpstav,1.0,705.0,Abilene,KS,3.0,1685235.0
Env10600,Merrill Lynch,jnitqdruutzmxasubgateysuxttikwkfwkgxzq,43.0,465490.0,Envybqodhdujktkdwbhvmbbchiqf,O,1-199-683-9557,O,M,United States of America,1.0,Kkkqrscpuvsghepyphtobvfmcmbntcvnrwrtnddmygelzcbjxhxkw,0.0,523.0,Bellevue,MA,3.0,2252935.0
MDP10601,Helmerich & Payne,Twzhps,72.0,260885.0,MDPRDCUUXWXV,,1-533-073-3233,L,M,United States of America,4.0,Tyaahnitspqsqgn,0.0,366.0,Kitchener,CT,9.0,551970.0
Nav10602,Hospira,Jziplavqsjodccdjsxjsqqqbexxti,94.0,244725.0,Navfqcfxxkupwfxus,R,,,M,Canada,3.0,jkenveczacbdpwslaoijswmgbicfpasdlurrqkxalbp,4.0,321.0,Vancouver,OH,3.0,2215503.0
woo10603,AECOM Technology,Pzfpdi,99.0,129719.0,woosablmkhqdqowknf,R,1-401-694-5342,n,W,United States of America,5.0,,1.0,539.0,Ontario,GA,,2840124.0
Cyp10604,Biogen Idec,Felsvrjjueevzlfdqwyvfqnyheyyicnupbilvycaxreayanlsnybhvtqxcugehonsoasogkxddhvda,15.0,434635.0,Cypalmmkweqfehexhqdjud,O,1-766-245-1682,n,M,United States of America,4.0,Twtdkoumqnfrcqcbje,5.0,546.0,Bellevue,ID,2.0,686187.0
Axe10605,DISH Network,Lcneleunrirhxnwhohptitiadwajwojngogwqcqvlckmd,0.0,225290.0,Axewnpdpubwrbvtjvme,R,1-543-183-5093,,S,United States of America,4.0,ajakmdlcpoybwbsudoktujylwksytnenxgiygofowerlhxjajwuyokrkeryuehxrvkdfffapurebeag,3.0,503.0,Corona,IL,5.0,959242.0
qas10606,Automatic Data Processing,Voedawh,95.0,210971.0,qasbgo,U,1-607-692-1878,,M,United States of America,2.0,Wulhrgpxlhlkngokmtsgpkqzzkqayxwustdgbkwdkjqdfvazogdjmzquqgarkal,0.0,816.0,Tacoma,AZ,3.0,748268.0
gli10607,,HTUXWYTIRHZCDRSWWYHDTEVNYVXZDUWPKKDXNUYWXSJHBFESMPBGGMCUYSWRXIYZWBVST,3.0,420130.0,gliurbv,U,1-619-063-0861,V,M,United States of America,3.0,RLIFVHUZ,0.0,533.0,Washington,AL,1.0,2376575.0
Uvu10608,Duke Energy,pumndkldihfkprliecudcrhbjnqnudocyrwsgxrzymbipbjxfbzsoaogjvzqhftmxro,,60606.0,Uvudh,O,1-375-119-4595,p,M,United States of America,,GDDFRNICPMAIJBSRFCUXIJUDRCPKOCTNGCAQPWJILZWCNUTDXIPOGWWJRKUPFGOTYJIMUXZORPQFQFG,1.0,414.0,Evansville,WI,3.0,376695.0
Pvi10609,Foot Locker,REIEQNCRTGERYETEP,37.0,167910.0,Pvirtadwqdomispfxlbf,O,1-882-663-9182,,D,Canada,4.0,qxzbhcshbwmhqbxthmkparfvhkaygwuabtbbelzurytjmrkcfbvoonjqyhatclqflnqc,2.0,795.0,San Buenaventura,PA,1.0,1105667.0
xxk10610,Country Financial Services,jvrrnjjggickqsdkrkxhygvqctxtallofeshaxenmijktiwdrcpcrylsjogjylh,66.0,324127.0,xxkjwxqd,U,1-465-676-6139,f,U,Canada,4.0,HBTTYCOBTVPDWQXXKOEQKZTQPQL,3.0,727.0,Chula Vista,WY,8.0,1731320.0
Hwx10611,Office Depot,CGFSESFUICDSVWGJCBTHFSILBYFMCDIRCOMGAYOBQBTOFF,84.0,4817.0,Hwxjwxt,,1-509-860-2326,n,M,Canada,1.0,AJXUYEQUYWDYDSWTWDRMAEBPSEMFHBRXLTCTIHMWKJBQMMUWKRLGZRZURFSJAC,,812.0,Tulsa,MT,2.0,730338.0
Ras10612,Valmont Industries,epaepejzzbgagdtdebnhmpyngnkqvwhoagokfngxmfrdughplak,53.0,468354.0,Rasrwcgyukwgezoglmbzuoguteg,O,1-705-134-8323,M,W,United States of America,4.0,,4.0,700.0,Milwaukee,IL,10.0,103106.0
Pux10613,NCI Building Systems,Fvxmxcppurssoogthhskzagbrgmlooufawppglvdxmbhwuljzxbggfvrptnzgy,61.0,460865.0,Puxfgwlreiehnhfbgnoperet,U,1-868-957-2371,,M,United States of America,1.0,tgkjwhuepodbudnpyel,4.0,700.0,Pueblo,CT,4.0,3833270.0
Rlk10614,Microsoft,vhfbictgvjhqeebsarmdnqlfbgsfcpgftetaeipfldylrvnwqtgdntobansooju,50.0,388562.0,Rlkvxhmpanuphizbfbxqnmanuuzhs,O,,P,M,United States of America,4.0,Tvawbfbnkztxbicznotjkjeqmibxvmmptlktldaysruswafqlhkiveodeni,2.0,787.0,Milwaukee,AK,6.0,3085705.0
Xiy10615,ServiceMaster,Jqskdmpsdkilklmtojymcvdszeqggcjqcixnt,,172623.0,Xiyppwxkokulxad,U,1-087-846-1491,Q,W,Canada,2.0,WVIZE,,764.0,Naperville,AR,2.0,3121707.0
Gzi10616,Iasis Healthcare,GYAKS,87.0,68630.0,Gzilvckzhmnzcl,U,1-646-574-2915,F,M,United States of America,1.0,SNSKWDKQPOEMHTGOSEKOPDKQEBIEZDBTBQNBBU,1.0,,Tallahassee,CT,5.0,2789453.0
MXO10617,NV Energy,kjskzfohwedhbldchnpuxlwpfcstyuwtmegksjnjovamhadowmamkylmdqsikruxbcjkmgfmjvk,30.0,72600.0,MXOMLAAQDWAPSPOGRZQWKEISM,O,1-425-468-1496,w,S,United States of America,1.0,SNTGEMPFSHFWTKLFJBGWXYNYTUCEEZSZRSTGVSKITYZLLNBYLPBSKH,3.0,500.0,Grand Prairie,PA,0.0,86821.0
gfn10618,Enersys,wmtvohevikw,,308111.0,gfndmemodoxbgtzofwksvjdwpigx,R,1-906-976-1705,,M,United States of America,3.0,udjweheeofmdujqrqtuhjkuntqcudgunbkfmlyicednipcusjyy,5.0,661.0,McAllen,ID,0.0,3527914.0
TEC10619,Baxter International,GHWFHATJ,37.0,444158.0,TECXQLUQVYURU,R,1-764-125-3914,f,M,United States of America,1.0,Hhnnsbwihccxvibdegmcmejotxcsisqbfukhgnwrhjbezwjawecppahxphxdesosor,5.0,339.0,Amarillo,CA,9.0,3027065.0
uln10620,RBS Global,Thcvkjxzgppqsrgdkex,20.0,15411.0,ulnbiayhcyg,R,1-922-378-8089,q,U,United States of America,3.0,elmkjlktzpjoacmqbhdrppjuzxgcjwvgwyyzdteelutbpfufoaykyixkduumxnvcavirwqgitw,3.0,483.0,Aurora,TN,6.0,
rli10621,Citigroup,xapzwfsrsmipyzomeuiibfwbbhuszlpxcmehvmdittzrkvtnqsxcbxen,45.0,489699.0,rlihjgpaprpa,O,1-405-040-9966,M,W,United States of America,2.0,ljbfoalbcepkdmidinrmguygdygvkusbbnknxaxsvctppqrrseajwjqgfqaxukqtiwinfuldz,0.0,380.0,Fullerton,WA,3.0,2282106.0
ruz10622,Pactiv,ipqhlueknvxevopxtesxmkhnylrquwqyskcwmf,14.0,359140.0,ruzqxjqnvpjkbrgnftjkn,O,1-293-554-7479,,M,United States of America,5.0,cfnshlrykngmawbxndatmnpeevbmrrhvgqzybkfgepqviyqezipblbhvnkuzgqblzwysddhcwhdm,5.0,338.0,Columbus,Prince Edward Island,1.0,3704438.0
cii10623,Anixter International,uivlkijuujauzwldxmnwgmaniburumcdawgp,24.0,247589.0,ciieexixpfiohojbkireptlduyg,O,1-532-893-6824,,D,United States of America,0.0,Lylxwjhhcxmdgxhyrywhloymqjeojzibxwrrbkjlefqpgshavjjvcdambtqlmacllpjuboaoeapsclo,5.0,392.0,Tucson,SD,0.0,108400.0
gse10624,OGE Energy,BBWOZQWEKCSYJDRELYHTWLWMIQVVUTEAQWXCSYEXAEOIHGHFHJHEIXMY,74.0,119695.0,gseulwjbvorsniesatylneqe,O,,E,,United States of America,5.0,Vxczanruyaexrusgushwfkidwhxy,2.0,433.0,Montgomery,AL,8.0,3010887.0
Rpb10625,Polo Ralph Lauren,MGOSGRPEFLTWTNXLSLBYMNTMXURVMUSGSNZCZH,35.0,,Rpbpnbbdb,O,1-635-678-8473,N,S,Canada,1.0,Svfoaejtiisyfhungpktngbxprpltkvuekhvbwaezvkfjyvtwpuujs,4.0,482.0,Charlotte,WI,10.0,676920.0
Klg10626,Frontier Communications,Igyspgupjcskkvpqoixqunikztlaipkmqvixilfxfphismyagtshhintxrrxpuhngmtap,46.0,140457.0,Klgacbdpqpxnxq,R,1-005-629-9706,,W,Canada,1.0,Pqpndaxliifrmbyxmpzftsmxvznzddnmlpamofffbpbabbxskoiimsinaczfizrspbcvn,4.0,520.0,Yonkers,NM,9.0,
alv10627,CB Richard Ellis Group,,22.0,422599.0,alvervpmziadokguexezcoyqjjnmpv,O,1-693-047-4731,l,M,United States of America,1.0,fytorol,5.0,605.0,Rochester,PA,2.0,1362516.0
FRS10628,AK Steel Holding,Wwsbcwjtvdqmktaldmgtqqaahwwefyfyqqzgnscqodkvsybgamjlykxhfmp,,211521.0,FRSWHSLWYUWGBRSHBE,O,1-404-373-8064,,M,United States of America,1.0,WSPBRWFSDDVJRLFQTZBLODBNIOOHWAQ,4.0,367.0,Lewiston,MN,6.0,2290724.0
Erd10629,Hubbell,Cofduthinqevaivhwwnpbjrmfhadxvruqeavayrmfjghfjmoutoebeumka,87.0,95603.0,Erdxoi,O,1-060-435-8227,D,U,United States of America,2.0,XLEUHTEVPHBDMDYIBYYCLDPQGGVPTHSVLHRGYG,1.0,366.0,Lafayette,OK,9.0,
QDV10630,Micron Technology,Nsjmstrnjnuqgundkpswzrtjqvawszhlowwxeaxjpy,94.0,482299.0,QDVNCITMWLBQPYBFTIEZNBY,O,1-112-534-3114,B,U,United States of America,3.0,DGXBKYKZVSFAJDQCFWZCPO,2.0,745.0,Biloxi,RI,4.0,125651.0
