prospect_FirstName,prospect_Country,prospect_NumberChildren,prospect_NumberCreditCards,prospect_Age,prospect_CreditRating,prospect_PostalCode,prospect_Phone,prospect_MiddleInitial,prospect_NumberCars,prospect_OwnOrRentFlag,prospect_AgencyID,prospect_AddressLine1,prospect_Employer,prospect_Gender,prospect_AddressLine2,prospect_LastName,prospect_City,prospect_MaritalStatus,prospect_Income,prospect_State,prospect_NetWorth
BNZUEIBLIGHQRV,United States of America,0.0,,20.0,395.0,JPJPNS,1-575-129-6524,W,1.0,U,Tla10315,Ednyagxeqxizgttdnhcfrefp,Western Refining,,Auyfghifrxgouciozezoxqukitopkhbup,Tlaiykfiwnivqzkfjnlemxvgqt,Detroit,,113138.0,Prince Edward Island,152544.0
ecndmqskzhwwatvvejsiptik,United States of America,5.0,,7.0,372.0,dwggwcqbhx,1-113-661-9093,I,4.0,O,ONS10316,fmuljeljgkobqwmyho,Flowers Foods,M,rnwhnmazvpbsaavvzvmwayfeailpwxzkrcrqbqiqoeyew,ONSNBGMDZGNPHYVGMSWZJDN,Norfolk,M,304274.0,UT,692004.0
KERKWI,United States of America,5.0,7.0,57.0,590.0,,1-529-338-3011,,3.0,R,Ukm10317,iwxqesvtjifpzilhlpwtjygodpbscoljofgdsbailyia,Family Insurance Group,M,Fjjxogwuzevwulplekxmzltyors,Ukmyxtmwbotnacgee,Tacoma,S,409138.0,RI,1263478.0
xvufgbtupbpinooaeqiwlxsxijou,Canada,2.0,2.0,31.0,644.0,,1-251-128-1614,M,2.0,U,ekn10318,xzugfobxwarqmamvdgzjdbqvkfwpgtriolbmkfpkthoohbminqvbkmmflzoluhvmyjmpppsvrhhxxidr,Wyndham Worldwide,,TAFHTKEFKUGXLGLTZECQUQQMFSKHJLXLQOHFQZERZRTV,eknghrpnd,Toronto,M,169215.0,CT,2451725.0
Frzshjyonawmdpkxejxdd,Canada,1.0,5.0,47.0,,ybsqe,1-167-231-5244,,5.0,O,tle10319,,Convergys,M,Nalfy,tleakxczb,Kansas City,D,183997.0,ME,2572155.0
Qvsfvwrklpkxyycsazczssonxji,United States of America,1.0,,30.0,394.0,Uobrjrnqh,1-746-577-8502,,5.0,O,YXN10320,Slruciuqxjigdapaqxwumjcqmucoovrthqeaikbunhhbvxcxhxtosloywruozx,Baker Hughes,,LWHLVJETUVYADXQDQCBQRYIFPSHGTFCAZPHDPUNHLYPSGA,YXNBF,Hilo,W,305712.0,MN,3017947.0
ebnyosgftrctfunaaq,Canada,5.0,2.0,30.0,566.0,qdgxygs,1-509-447-2508,q,0.0,O,Zzj10321,Tpjlqemejnjoyvjcqpq,Enersys,,Xjlwwrmdfagoffozgchrqbgiwgdfsrukiqvjezlhnxxmwruvyhhfuo,Zzjspincoyqehtjrjfxu,Durham,U,370852.0,CO,2583073.0
BVMRIULUOLOAM,United States of America,4.0,9.0,86.0,398.0,PZOPDBESO,1-307-390-6887,v,1.0,O,Mcw10322,Rdchkohwwugmrihdmcejpzrhred,Mueller Water Products,,WVCFVBYYVAUVIMXDXLDNSHIEPOCXRPDYERVVCZZMBQHPCAFZGGCMHSCJPEASUXBNA,Mcwmijdenc,Costa Mesa,M,61789.0,Saskatchewan,
Lqhdqfiybhbucnqxusszbov,United States of America,0.0,10.0,25.0,484.0,Rxjphrlr,1-444-903-6881,,1.0,R,BJO10323,uialriswkkdkzhxwgoohxfqoagpjlkuozrsgafezqsmcd,IDT,F,Vjbnepxystjpagvlmxygrsjaamvfruneprxewugcgg,BJOSCMTOXVDCMLKGKQF,Mesa,S,4923.0,FL,245862.0
Kyykobrwbvcgsmm,United States of America,1.0,5.0,89.0,616.0,yhcvod,1-858-508-4426,,1.0,O,Hrf10324,,Apache,M,NGGTXLXYVDYCFRRLOABZMTEFNRVPNGGSOQHPNKDRSBUTVZKGLZWRGVQ,Hrfqhfead,Mesquite,M,125828.0,Newfoundland,2719205.0
Hapkabenarthzygblqfvk,United States of America,0.0,10.0,0.0,643.0,pzpakanbch,1-286-527-3740,,5.0,O,Ncc10325,Ovmdskhdsvigkjyrgodhofipyzxfavhxvjhycl,DST Systems,,Rfsrsjsrdogcjodwseqtjapsjbwhwdyuwtvddownuk,Ncclmcivvceobo,Palmdale,S,135487.0,WV,1740714.0
Wtnqbsxglojrbnxogqyagcxbuofo,United States of America,3.0,6.0,18.0,809.0,Batvyegke,1-153-003-2570,,5.0,O,IZH10326,jkfvrjpcjwvemsrdyijherhwdnfknnnqijlqfxsovqykmefyus,Bank of America Corp.,,PZCEMEEQEUCRAC,IZHXIBLPXJLTCSOVQFNAA,Mount Pearl,D,195856.0,NJ,2637913.0
fjtdeyhytxbiovkfrx,United States of America,2.0,4.0,1.0,421.0,Igipvlmbbfbi,,,1.0,O,ltw10327,nondwlnmomyquvqbrxhadgkugllsqmjgxnrhmxehaffvpbhhahsjeohhvewm,AptarGroup,m,Sxcheabppcgezq,ltwoswyvyyuxxklwrmniyirphuwl,El Monte,U,114169.0,VA,727773.0
Jwhgqtvixaepnadkjohvnyprroro,United States of America,0.0,4.0,,441.0,zksnroorx,1-552-571-2630,,4.0,O,Erp10328,Jecwvweswmsnthkqfrbolwadbyyrywzsiyeedkwoeagvwbtnj,Goldman Sachs Group,M,Vpgeittvpzfghyzcfwslvoacenouujzviiiiuvchcv,Erpukydwhowf,Grand Rapids,M,,NM,
tuabamybqvgszrkmpyejtg,United States of America,0.0,0.0,90.0,774.0,Xjgkhonsdrou,1-190-154-2038,k,4.0,O,Ihj10329,Zubtvaieyldqubmrszzvysljhsrcvtgaznmqhtcvgopbxwpm,Electronic Arts,,LQDURDCCKUHRYWRAVLVGJMPGMHDO,Ihjhif,Windsor,S,7519.0,VA,2183914.0
XYSUPXMUDSONENB,United States of America,4.0,3.0,99.0,543.0,Tbjttynwvqg,,,5.0,O,Dvp10330,Bminfhyyoeamwqpgmkawychgbobadrf,Constellation Brands,,FHRGUSTVXKMYULXFNUHGNYJKMKMHWPKBPANMFYLAJQGAREJDVLZVHYXGYHYWDCMSVTEPRVMBNJMJXTCS,Dvpzxfgcgympjxp,Peoria,M,238879.0,OK,
Marragvmbahnpcowijc,United States of America,2.0,8.0,57.0,428.0,MMPKKR,1-552-106-9068,,3.0,O,Fvo10331,ZYPOTLUCWUEIKPRE,Global Partners,M,Lkxawpyg,Fvomjn,Pasadena,U,216087.0,ID,1910630.0
xcphrvmflwekpvirgpsg,United States of America,1.0,2.0,60.0,807.0,Ondaczmnwxf,1-767-207-0142,,4.0,O,EAS10332,Ddxbh,,M,ucrmgwrpbkranntlremfvnbrilpgswgbs,EASQYJJACDHO,Fort Smith,M,102912.0,IN,
dramllhzkuawhyhabqcbfvrqph,United States of America,3.0,1.0,16.0,799.0,IFFMPCGPI,1-724-066-2268,W,5.0,R,Khc10333,Mnkndgmtfqhfeoucoerlppxrvecddgrjcsihtjrwpi,Polo Ralph Lauren,,CAFXKUWMDMZRWHFOEXKBOPFRLESLLYENOCZXZFKYRNBPUXHFUBLY,Khczu,Dayton,,,NC,2179513.0
Zbcgwtroccemfyxeismixeca,United States of America,3.0,9.0,15.0,641.0,Cchixqfr,1-964-615-1655,,5.0,R,Koa10334,LXSXMLNDKOMFKEAGXAUFBXKXHINOZJHPTKXPVXFSBYFJTYWPEOWOQSH,Fortune Brands,f,Hubepwrgjsymcblrkolkptqemjlofrasodjrasmid,Koamvkftvvsozqxj,Mobile,M,141657.0,NY,196241.0
ZAYBDWD,United States of America,0.0,1.0,87.0,377.0,Klsra,1-919-806-1423,b,3.0,U,haz10335,Lmvuogdodqpust,St. Jude Medical,,obprtswaqvddyfiimktrwrrgpuogxg,hazweqijngdzgyrvvliozfwydkdp,Vallejo,W,57554.0,VA,281132.0
Hzvhrwtkcjlqvkgrbkdm,United States of America,0.0,2.0,84.0,767.0,kpryr,1-361-273-7223,,5.0,O,Ail10336,Vxfwhqmdyuorailsrbimuczcsladhademfvhrqngrojbnqjjyjxwtuxbcdjv,Rohm & Haas,,peympelgqbywcjatvxcequtrcdmdhgssbkezcciggyuvsffndviyeppvglhyfknawcvdvwxncujafkn,Ailyvkuguabqb,Sudbury,M,4825.0,IL,3115635.0
Okjppyxezwxlclavobkzrpskp,United States of America,1.0,1.0,11.0,732.0,SNURPVQTS,1-720-046-2092,r,2.0,O,Uuh10337,Snrmzeivwiqzes,Family Dollar Stores,F,Hmuakgj,Uuhdtmgtsyjxdxubpnvxhwcf,Brownsville,M,355454.0,Manitoba,1984970.0
fjhnurwnsupln,United States of America,4.0,9.0,,802.0,OAQMDGCBXJC,1-804-311-6034,a,2.0,O,mwh10338,Jdrxcraysvcwrcojwgfllmcvwmlaufprjwkgnvlfcovwolniaxiynrqxybyvkef,Republic Services,M,lrvvgxzbjrqhljtxqjuinruoupkkodullennjfchlgwsqfgowqhnrjgumjvunhxt,mwhvuiaahsg,Topeka,D,,NV,1559480.0
WFDFZJJGVXWNXSCQQJG,United States of America,3.0,8.0,61.0,490.0,emzhrbbmedjh,1-433-384-7483,,5.0,O,Rrl10339,Dhnijlswdlierzozpsmxtlmdwbubogyuluqceahikrcztfdtbbgkpkxsldahofqxpqvxqdgdmpt,Moody's,m,Kqqcknuqen,Rrlzudl,Bridgeport,M,48574.0,GA,392657.0
Olvvijmgbdnceglrqxmpycomw,United States of America,2.0,6.0,82.0,523.0,,1-663-672-2415,G,5.0,O,NNQ10340,ATAPYDXEBGRCUQSBNLWFGDVSBACLZXFDUXTENUSGVHFFTEUZZDLKTOSNNGK,Crown Holdings,,Ucxcgxjekmsilxpbvdewdhndpxrcvvqkgkdvfclypfhpqblfdhynrn,NNQYTZTFNZHLJNYVTYLDQWF,Fort Worth,M,132397.0,New Brunswick,1940637.0
rilxdfatizxtplhn,United States of America,3.0,0.0,87.0,319.0,otmodakeqjsg,1-088-558-9319,,0.0,O,alz10341,Ieuocwgexboqvktugkmtldvqjqcaneyecegylnvpqvbztvpbgxswgzlrsbahtlla,Affinia Group Intermediate,m,CFRXHHXCQJVZZCSLPHDHNTYPZAULVUOKNPHTUXWOKLWA,alzyklqinbiomxxdzjts,Toledo,M,262640.0,DE,934030.0
npvxqamatjziritoeetoahbuds,United States of America,1.0,4.0,76.0,789.0,Ggfhkewxaj,1-705-610-4310,B,1.0,R,Bau10342,Ldcgutcwvhvborovegunkcvvntaynrbtugurfvrdfavsjskhkdlwpeho,Sun Healthcare Group,,Krknpqicnvqnmkmkmtpjeyuwjtpbzygstcqmggwbkpu,Baukzeuuacrxm,Cleveland,U,427107.0,CA,3762105.0
rrharbtzh,,2.0,2.0,81.0,329.0,Piqbcsi,1-081-860-6404,,,U,WXP10343,Odziccoyrqmrhmqywefprjuqtc,Capital One Financial,F,Tnegnkniqgobtaravginfrsmcodhzajjzlgnpqibytrgaczbwldvgldgkljhdlwznbwdnbrzls,WXPIHGISL,Sherbrooke,,129602.0,WY,1338212.0
Bgitxoqtnelqvbhxneoxvpcje,United States of America,3.0,9.0,81.0,371.0,Vebpsrgnm,1-355-319-1506,h,2.0,O,Ohn10344,Ituodfjfxajisziutobmouktpwbteenlktmpcgcwvrkhsvaruocadcmpzsceeec,Merrill Lynch,,JISOFYWXHGXVQFACQ,Ohnrgtjgrzalkptlujejwjvdbcqk,Augusta,M,342104.0,NM,1096324.0
SIXHXVSLIJKQETDF,United States of America,2.0,3.0,97.0,395.0,aucgblujjt,1-871-826-4670,,5.0,O,Pbp10345,Gwsgybmzimmfaegpnhygjjujoty,Newell Rubbermaid,,kywmentjxglawecgaqiwwbz,Pbpdxpgefq,Omaha,M,82651.0,IL,1614409.0
crzvoycfksvwlepkukbqfs,United States of America,4.0,2.0,3.0,366.0,ocbivsmflhbg,1-761-170-5202,,0.0,R,Jvb10346,epvhtzrjnnfeyhpfutpwysqbhlxhczpfhwioggralovnolnyencehhtmwxpwruxzj,Molson Coors Brewing,f,nwhvwqftezsmbupschonunlolvqyowplrmppwoitqwpardvioigafcsyb,Jvblwnjckoeogxjwpjxkare,Fort Collins,D,105275.0,KY,2246040.0
jovhsov,United States of America,3.0,9.0,4.0,462.0,Adulixddafa,1-587-880-0627,,2.0,R,dqf10347,Xdepsijezqqmjzu,ArvinMeritor,m,Rqtllqaekhchbdyfeoknawximel,dqfxjfbenwbaxmaweqsbucv,Durham,D,448502.0,LA,1029298.0
pxtgxxefgqrjpuquegdywfccvwss,United States of America,,10.0,,822.0,Vqqwkfawbxm,1-719-208-4675,I,2.0,,nig10348,Yqiioqvrdsokmxymlpuutqulrimirhv,American Greetings,,Pepggakxzjeiijauupuwvmqfgdptwxcgnlbwtfkkjocvnzwdimprxjbcmjr,nigmeexosb,Akron,M,179046.0,DC,1655587.0
GIQQOMJWQCBWBUWVMREBLBJHQTN,United States of America,2.0,0.0,47.0,319.0,,1-873-220-3176,,1.0,O,ijh10349,lgeanzaohcnpjxtdtjzdntvtialvtkuavrhatllyctqofnjowndoqjqygpcpvfy,Spectra Energy,,PEMEVHLEQQFTUVCC,ijhgizhoz,Sydney,S,81237.0,AR,628241.0
Lxjkewmzgzstfwylnpzpazsvqnztrf,United States of America,4.0,10.0,23.0,638.0,Ltfoffmwoqu,1-531-012-4816,A,0.0,O,Qrq10350,Fgeivkkbepxiwqbqzudhcyudhinpkbijrbrtuqmmsumzqrmallfvqrracngnzxdqvmav,Consolidated Edison,,NVNKJQHOJCAQONPKUDGVBUMIIWAFZRLRDHJJTPBESMADFZBYTXARVDNFT,Qrqlwmmpnmoaatbhytczbg,Thousand Oaks,M,187235.0,Alberta,3909501.0
JVGSKDWCOAXVFDLKPQ,Canada,2.0,4.0,91.0,382.0,Zucqfgctsrrd,1-979-875-8949,s,5.0,R,irk10351,nmhixsnfrbmowurwuwqtgoepjhczsbcjoocytpplonljxkrsgdjyfsgvdoc,,,efcocqtxru,irkbpkpr,Paterson,M,,WY,3861614.0
cqkdachsexzel,Canada,2.0,8.0,2.0,540.0,LIYFKKEKVEC,1-470-876-1088,,4.0,R,Ikv10352,,NCR,,Oxjhdbybujnoviafvjxaauzmfsxtnkw,Ikvleuyfbtjcblfkec,Moncton,W,399618.0,Prince Edward Island,658709.0
kivuxppuejaatqblpajmfkpqxl,United States of America,2.0,4.0,72.0,537.0,wifinbt,1-554-862-3206,,1.0,U,Ncs10353,Hlpqxwibafydulmnfssqrthgiggplcmvh,CVS Caremark,F,Ogjvdorsbfafxoazmmakzlvltvdindhyusbegzsjloasakxqepeludeijifxjjvwklfkrxqdjbv,Ncsozvzrgolyjsipchuhd,Fort Lauderdale,S,73873.0,IA,761014.0
lfknijr,United States of America,3.0,,79.0,476.0,RPVOBIOLXU,1-809-239-3397,Q,0.0,O,Uin10354,rmzjdfcdomwshadvxxqlvdbicoojcbfhkqpaqascsiosvelidkkkegcieqjleuakfphep,Starbucks,,Ywyizuqgdcpjknamsoceaveuihuguvfdwymhzi,Uinizkgnjcgtspxwi,Newport News,W,314126.0,AL,166804.0
Oadsjqmpnoht,United States of America,2.0,2.0,80.0,338.0,Ckmjewpgkkl,1-060-313-9471,,2.0,O,owt10355,qpvihayhosjvhf,Adobe Systems,M,JRAIBAQMKDGZUSNYBWYNVYNOEPKYIFETXARDBGFHMMYXMRVWTOUIGQNPUGOWDMXUZFODKXPOK,owtvdmjsucn,Durham,U,58833.0,CT,2581250.0
Nrmxbifuoncryxfrnjyfmhq,United States of America,5.0,3.0,22.0,378.0,Tkurj,1-503-989-3129,,2.0,O,DMO10356,WAXULHLDUOBREJ,Hewlett-Packard,,ooytyvraccxpbinymglbxikyvrzmiskgyj,DMOPJSJBTOWZLDBNIUZG,Mesquite,U,228782.0,SC,2001020.0
LWAPR,United States of America,0.0,6.0,96.0,750.0,Dueiltoxuf,1-587-705-0465,,1.0,O,tir10357,flmzxlyuvuzovswjtggoydwgskcvjlfwlzqnxlfhdfiuqg,Macy's,,EIXKPSRVNAKZNLWDIRTFTVMMBRWV,tirtuumxocwrs,Peoria,M,389600.0,AR,3402376.0
Eeeat,United States of America,3.0,0.0,70.0,,Afstqzf,1-322-772-8527,U,4.0,R,Iic10358,Pyrlavjnfyesnhypczospuhmotmteqmgeewajhcafiixbnrikdmsrbeygieulwhsyczaymjxtcucwtjx,A. Schulman,,kkqmghuoxqzyziklsapuityjafjahvnevkdmkmsiogvipepgpfxc,Iickebsa,Dayton,M,65253.0,AR,2587106.0
mhyglenwhsjr,United States of America,4.0,1.0,48.0,411.0,KNBTRWWWC,1-616-532-9108,o,3.0,U,Opz10359,Ilvfllogdpacrmhdidtsgfqusmyxsfsiuvjmaohvrdsefkeliqoqooqtxqhhyxbiwamthqbrhooc,Baldor Electric,,Sqmiqsbsusxdrcqjyogetnofdrwabxcbnzihpfvlapyqxfpcoxivxlfq,Opzcvc,Fairbanks,S,386846.0,SD,2020424.0
Ngdqvnokmsibmdhurfioqjqkibq,,5.0,8.0,85.0,781.0,Ckqtijdwqwus,1-186-327-7115,,4.0,R,Ixt10360,QSQKLJYELXQXLEFVWZ,Lam Research,f,cveemekppabgycobdhfuqu,Ixtnomzugbqhmuhttkgwxhl,Salinas,S,447731.0,RI,145788.0
cydsjavwibdkcwfzjkgyk,United States of America,3.0,3.0,9.0,443.0,Fjumjd,1-767-705-9578,S,5.0,R,Ate10361,gonnjaceddudsjflgpqcmyqxyipxwrltgsecrowxxacnalwwgcnhdehhnstutonlhpiriom,Valspar,m,Lgdqvdcjagtdlijadgwppawcyhjxqjhzxhwopcunilmyqhjzkrumsvvxotibtfirdnushoxr,Atewyysnt,Windsor,S,477914.0,NM,945599.0
Vdzpssuwydeqoknfxgxpqg,United States of America,5.0,3.0,62.0,489.0,nnqtg,1-311-364-0532,Z,1.0,U,mme10362,Slsjeqdcm,CACI International,,eruxvhkxdcsuugtbuxxgeqrxfhxthekfggykkjqbhvdbaizukymxnwuqtxsnnkupinopjw,mmehdhndiolgksqusqfpqllrud,Hull,S,421455.0,MN,2930325.0
AVJVKEWDBLG,United States of America,1.0,,79.0,377.0,vsnmtmecmjg,1-358-943-2736,,3.0,U,Ntz10363,Rnpmwrkzmnceuaqxoovpaitrwlfqqejepommrqvinisanvcpbcmnyqjracphbj,,,UIWSXIMHKMUAMESYUVUVILIPF,Ntzwnfc,Salinas,U,471409.0,ND,1608710.0
Tfliacuxqxaucqlniuitsgg,Canada,2.0,1.0,41.0,545.0,wztazlxkxysz,1-689-268-4581,,2.0,R,ZWV10364,gchusvsssyljnuylkhonpchjwkfyztmnddtsexhkwmpzxligaltqrvrsxazilfp,Century Aluminum,,bshgaihriegwuviylkpzmqkdmqowdjwsxnlpbqmekhubxyovrkmhjvqridxnbmqzlqvcumhv,ZWVALF,Pittsburgh,S,418545.0,VA,157437.0
Dhslgfbkyjabxqrepogenngawpy,United States of America,3.0,5.0,37.0,612.0,edkvbpujs,1-971-625-2431,V,5.0,U,Stu10365,gvargmomuntfsrxcxhsbpswxgpcwkqxytsupumhrwgkcbvusnkgjhzxuyp,Huntington Bancshares,,Bfyxvubsmxlhqfjvwqegzlfvjwhxouahkwhqqaopaovyylvsqiirhbyplidvsteyixaaotaslr,Sturilnwm,New York,M,216482.0,Prince Edward Island,3567204.0
BQVNCWKVKONOEVC,Canada,2.0,10.0,81.0,405.0,uirnjislfh,1-872-018-5562,M,0.0,R,irc10366,DETUIKLKNDXTKKOUZORLVAQSE,Comcast,,Mgqcshynvbyaavxhwzwbocfxlaicaiwqwqpsgebrrxjvlameqtrlswfujycczewmnvvapkfe,ircdoghsuajpgebdq,Pembroke Pines,U,280081.0,WA,281169.0
Qsfmnojcxsuyvhqcyuejmdlqgbxhv,Canada,5.0,9.0,64.0,472.0,Elcznohm,1-760-385-7820,,5.0,O,wet10367,IOMFNOYHWMBESDKOEGFHNCXTNBELNKYSXSKHDXNYKYVWWGWOQCVRHPBEABSUNRXLWNQCMCKRVMRV,VeraSun Energy,,Nsxfmvwdmth,wetisohuipeyqpsaad,Berkeley,S,371188.0,CT,75602.0
UADDNBJFJFQESAAOQPJ,United States of America,2.0,9.0,55.0,656.0,ihavk,1-266-758-7730,O,,O,INB10368,Pfynflisyzfrhoonzhgv,Altria Group,,VJCWQJQFLXQAEWHOU,INBIL,St. Catharines,D,242562.0,NH,
Ytwkhxpmdpnxsoislzl,United States of America,0.0,,59.0,666.0,VQIFPCI,1-665-774-2401,N,4.0,R,Als10369,Qtglfgrtpeeaaqpquojjffytfvlgtnsdseufdnugntcnnsluuiivrbjzfqh,Magellan Health Services,,Fixxonkukkozcbctnciaieeqrygztkgedjvwjoeiybeabcijmizvyvehebcp,Alsgo,Fargo,U,468474.0,MD,628034.0
SCXUYASFBE,United States of America,3.0,1.0,31.0,659.0,Vnshd,1-040-497-9143,k,2.0,,Pkh10370,Wmpffbbbxvjgrsnpawbsabyvsmwvticvsrnrruwerykbtmaoarqpnnwblaaorzljvfdlierrzeo,Huntington Bancshares,f,REOIZCB,Pkhdudrktxfhruynaqzdh,Newport News,M,128208.0,DE,25960.0
ELCRNNBHHD,United States of America,5.0,1.0,24.0,433.0,Iblhourliqzb,1-049-165-2155,,0.0,U,WXO10371,Kkbgdhyawijuvpjetmelbzilfzbegvwexznitpuqqi,Furniture Brands International,,Nwequuxzlembcwvlrlgtttdkcwodxgfksueieipljumkvikucbziwrxdgbblmzdycnnlxeum,WXOEGLDRVWCIMFRBBFEPN,Santa Clara,S,347198.0,GA,2366524.0
Ubxbzy,United States of America,2.0,9.0,52.0,742.0,WFKUM,,L,3.0,U,Yhf10372,Wnyyjjnxxzeurkztzrfuaxeajjtgmtslmpntcezhhucmssafxkfcnvrmcxpqzosoo,NCR,f,RYEOLQEVQSTJNZLXKDWHOJNFEH,Yhfuajmupuwjqwtvljhblccvq,Charlotte,W,319055.0,CO,2710169.0
qeemniosjkssc,United States of America,3.0,8.0,15.0,628.0,Fxcmsxywe,1-692-646-6005,,1.0,O,AHZ10373,Inrdzpvsvafddydwwfsumsrzdrjfpoqzbjliwyvtvyivkmyrueaclnfolndwybkuwiogqwfdvcvhf,Pacer International,f,xljyirryvqhgxwdwufttzdkrzckawgejslf,AHZMRXCMXGNCDOLVGSLHPRTPXOFS,Philadelphia,U,409649.0,AZ,2597791.0
Mfjlokteertagktixqr,United States of America,5.0,4.0,99.0,499.0,SLKAD,1-969-517-7062,h,1.0,O,Hfc10374,AUQHDSYPHXPKEWMOTNPGRCXEJWWKADAEMKPDQK,Valero Energy,,,Hfcujutnginncsptbz,Cedar Rapids,M,380853.0,ME,1992295.0
Jxmstqvhoaeratnixczqsauum,United States of America,0.0,9.0,6.0,804.0,Vjrezbshnlr,1-138-090-9428,,3.0,O,UBF10375,Qhlwivhizfkopibg,Icahn Enterprises,,Xbrbpklxlrkjaoesjkjytugiyvfihaqa,UBFMOAOAPUDUHTURGZLNDYZKWTPMKX,Corpus Christi,W,248948.0,CO,1761169.0
Auhvsvxytabesnmqdovftiikpi,Canada,3.0,9.0,68.0,526.0,,,,1.0,O,WYN10376,DFXIHMFHKHWVVXOQWGMJH,,f,wvpxdlcefnfnvreawiijvhvoaoewvlmgehzxjps,WYNUNEZORGKULBUHAFBWF,Yellow Knife,M,105538.0,FL,17973.0
Zpziubdysqjuzomtezdbhcw,Canada,4.0,0.0,73.0,716.0,JDMVJOPHJWLP,1-040-046-2210,,4.0,R,zld10377,iaruauafhztiuwnldgazhazrdjuggxdseqlpflyfqcossisnsxxqixw,Southwestern Energy,m,kruzgentyktovvrpbnihzauretgcgalnxnsxiw,zldgvqupuaczsqopwxjdsbkexpzhb,Worcester,S,,Saskatchewan,3148776.0
JSBVRLXAQJZLLRDOXMJT,United States of America,5.0,0.0,39.0,576.0,Alswmahkjzxb,1-225-058-2179,,2.0,U,YWS10378,Kjqfhsdypfnbjzflqnidvegucbcbyofzmftwwtkmggwjfboldqiksxjawrdga,General Motors,,pykaamutdcgtlwkoogogaozsxppdytudfmtudcezrc,YWSQVMNGERRYJRJMKPXRGVG,Casper,U,9512.0,MD,2770889.0
Pfbfxvgdtgshw,United States of America,3.0,0.0,1.0,592.0,cukdo,1-900-798-2175,,4.0,O,Lnv10379,ksmqex,HNI,M,TUUOVMRJGOUHRZYTWSYKWZCGHKHNBZXKQBQIBDVDBQEDGCGHOBUYOXOETGZDIQXTCLABLPB,Lnvwpixdlhaajfaeaaskqy,Knoxville,U,164858.0,NC,3165486.0
Hedxpsliur,Canada,3.0,2.0,25.0,806.0,Zozkt,1-602-645-3217,,0.0,O,meq10380,Crizcppftugntsmcmulqcldejgqwrekfokfjbypobfdtuayaucgbnrdmjvgldppqcsyptbz,D.R. Horton,,,meqesoxvnzndsukqdcv,Regina,U,12997.0,Alberta,1513049.0
Razlwvlaukbdczefhwskqovb,United States of America,2.0,1.0,77.0,472.0,Noqzduat,1-443-948-5528,,2.0,O,bml10381,,Neiman Marcus,f,cummbswvekhmlpcmohltmxxhjdfngzaoojawexb,bmlqmb,Birmingham,U,335957.0,MS,241575.0
OWKPWDPPRGGVVRVCWNDJXPBKQSKC,,2.0,6.0,,551.0,Krqlb,1-091-166-6858,Y,0.0,O,Bzq10382,watwoyxaldgaalhieobdunsyvaawhrxymkdqjvhdnwj,Sentry Insurance Group,,,Bzqkerpukpzzfegsuctcpiohheyw,Sydney,U,370742.0,NC,3247345.0
sugwqbnc,United States of America,,2.0,70.0,525.0,Lilsnqxzmyo,1-989-685-8712,,2.0,O,CLI10383,MIUBZYKUXSJIMFOMURRRWPAJJRMKBJVZSZILNUQQJFCOBYVUGCKSSRYDSBXXYLR,Lear,M,Bkwkogyndhnnadmwxruddyrfmvmwwlizpqsfkeqaofgcwiqba,CLIQJ,Memphis,M,244135.0,MO,152207.0
uqzgosqhxfifclidxrczccpcmh,United States of America,3.0,4.0,63.0,325.0,lzjlh,1-292-265-1960,,2.0,O,NIQ10384,Jvoypyvxmdwsglokcmbkstanbiitdjwcfcmtaiekwjyszzewoiageimjyaxkgbssrchieogvhv,PerkinElmer,f,rrxstvcjdinbbkwkekpqtysdmvhswdwvlnwkqqfatoczajbjnciehitsdltaxawonnxdhnaw,NIQXIPGLUYIJUQ,Denver,M,8574.0,NH,607236.0
WCFECPZFYPYXVRCSXTRNVEHDTRBK,,2.0,8.0,5.0,619.0,dmzcejecaspr,1-392-793-7787,A,5.0,O,KNM10385,OVTFDADJPSXYSTLDNLCCMBBTSBUOFIYUWSNIJYDUQAVAGTSTRQVXCSSNHRRTEKVKN,Benchmark Electronics,m,csnsemqajgytceohjwyifsqekge,KNMUSTQSMLNQ,Berkeley,M,47912.0,AL,3690203.0
Dlfaawvglcprigldkfuvgscmtqhve,Canada,3.0,5.0,64.0,424.0,tpnqeei,1-060-655-5110,t,5.0,O,isa10386,mdffelsvgysczjqzrsjwqcchvmztgvtazkl,National Fuel Gas,f,Cuawjomgwbezoacicaufolodxzxlfebcqdenkaohbwquxvfqqdovzuzrfmrfhvyyggkn,isavugegikdpjxxatbykwph,Providence,M,259694.0,GA,26630.0
AMEUYNEMPDB,United States of America,5.0,1.0,7.0,438.0,Xdpufruo,1-938-398-9072,l,4.0,U,Rga10387,QDEIRXPVZICNLJLMCITSSDXWCRPPUKIVDFCHQZIPSFNTJIJSLGSSTKFYIEIWKBUOSMTNGFCSN,Office Depot,,Uhjjyb,Rgaalkfjj,El Paso,M,194158.0,WV,1254589.0
Ditmxzd,United States of America,3.0,1.0,21.0,418.0,sdpbncicqv,1-935-924-8228,,,O,Vgc10388,Fdupjhokm,Penske Automotive Group,,Mecjmxpllslxjxhkkxbhxvrlplgpqwzsrhkoiafwlspcyrfioticodwzzdcqvyzyeotccjbpbfky,Vgcowiveqbrpsztghlfdvbcduakkjm,Eugene,M,489972.0,KY,1249205.0
