prospect_AgencyID,prospect_AddressLine2,prospect_AddressLine1,prospect_OwnOrRentFlag,prospect_NumberCreditCards,prospect_State,prospect_Gender,prospect_MiddleInitial,prospect_Age,prospect_Phone,prospect_Employer,prospect_Income,prospect_NumberCars,prospect_NumberChildren,prospect_MaritalStatus,prospect_CreditRating,prospect_NetWorth
Nrs6880,Sqqronjnhioaselitrwpannnejqqxolncxvktguumvhtabevfviukvytmrqvjbbnvfavvvhlagp,Nnyueokougrqqvqn,O,9.0,DE,,,10.0,,,191245.0,1.0,3.0,,529.0,1653707.0
Hxl6881,kdbsmnvcwfhhxgbevkyejnxtxrotetasttgwpdmtjbsilrxujbmvkoimsugkkswwmbsecjvvlndkdhzn,Uelvaihiahwgdlhopbfkd,O,9.0,ME,F,,,1-360-177-0557,AmerisourceBergen,377875.0,1.0,3.0,W,652.0,2777420.0
emm6882,Ukuchnenxunlnjpconifvhbgtocincoxjmrqusiiwdzlzxyvhufvczj,Oxqizvjqsezdmoykmzjhujnnxtvdcezipdhbffagreawfhs,O,4.0,WV,,J,25.0,1-508-441-7754,United Parcel Service,51999.0,4.0,1.0,D,306.0,
npd6883,RJWBBEISAXFQJMGOXKZASPNPHRNJPNBDJMQJVLRJGDZEXARUPRYORFXLZNCULFOFW,FMKJQTAU,O,9.0,CA,,,11.0,1-779-953-7483,Quiksilver,252483.0,5.0,2.0,U,788.0,264040.0
VLT6884,Dppjxvc,ZAJHDIZRHAYEKSZEESAZCFCDUDDKUVGEVZMTYRSIRZXRTQYPYSNVVPVSUCOQMQXSLORDDKFJSQCDKXXY,O,2.0,WA,,w,81.0,1-042-507-9102,Harsco,246327.0,2.0,0.0,M,310.0,1383026.0
Tgc6885,Asehpcxwotctqzkjzovwnoihexgczbvti,,U,7.0,Manitoba,F,,43.0,1-676-241-3034,Mueller Industries,222552.0,3.0,4.0,D,451.0,176915.0
JZK6886,Mkhdotokqwevcmqpzeicswuxouvaq,snkdsimjxceoatqtmkrtqyt,O,10.0,PA,,,10.0,1-726-622-0123,Northrop Grumman,150558.0,2.0,3.0,S,457.0,538437.0
DYL6887,lbruifidngfkeqlxaiforbashcuenarhgijodfnvnazutcx,fxpcbavnfsnljajhebohrhrgnnetwbni,O,6.0,NJ,x,V,36.0,1-085-088-0514,Kraft Foods,23326.0,5.0,1.0,W,,3913415.0
WIE6888,lsxddpsleiigbxlqdcuwnwumymgz,TOWPDKNIVLBYIHVTTKEHGJMQQQKABKKVNKV,,10.0,SD,M,,36.0,1-690-126-3634,Fifth Third Bancorp,399734.0,5.0,5.0,S,606.0,3549944.0
Lal6889,Irqagjxzhkhzhcet,Naaeqlwgiqutjjprhvtzelr,O,2.0,LA,,,82.0,1-345-008-1472,Xerox,132673.0,3.0,1.0,M,786.0,954944.0
Vkj6890,kztfdsbgpejmzpxonatpryuftweydftokfjaiblavyg,FFZORIPONWKFJNXPZNPLJOKMAZNUMJVEPBYYFBBINLUVPFOYJHJPKVAPQKLESIOGBCJJNRJVFBFST,,9.0,Newfoundland,,,20.0,1-012-055-2996,Ryder System,392504.0,5.0,0.0,S,810.0,3937245.0
faw6891,RXBCCEUXQCQDOKGXXMCTKJOANBECRGMPXFQMUYMB,PCMPWSRBDOCQNZVTEWUAIHNCPBACDGWKWHTZOFEUEMNHVIJHCFPEOFRQ,O,8.0,TX,m,S,36.0,1-921-371-5267,Southwest Airlines,230047.0,3.0,5.0,M,799.0,761403.0
Xjk6892,Gslzufbajiactrkkmuaxhsxttheusqvltrkcuaorpangcnpkcocyw,nejfefybxagqyhctasbgowoiaduj,O,1.0,UT,F,,46.0,1-188-292-0096,Juniper Networks,297993.0,1.0,1.0,M,641.0,559145.0
kmf6893,YGYBQ,qdwqqexrtmmhcwegtvvishtupfif,O,0.0,CT,,,93.0,1-641-726-2598,Praxair,209026.0,5.0,5.0,M,761.0,730025.0
Heq6894,JJSXDPVZXENEPNY,Dtprqdzfimzsfcbjfszerdcnkhawwfguniaibbnelwxijapdq,O,0.0,Prince Edward Island,,u,,1-427-062-5389,,262509.0,5.0,2.0,U,359.0,3978838.0
Iqk6895,tighejcrvdazcvcmqhfnvncjlv,,O,4.0,PA,m,I,8.0,1-104-919-1054,Alaska Air Group,127277.0,3.0,0.0,M,620.0,3992315.0
tgx6896,njvguqajhtt,Onhvkkcpciveifobneezecmorfxgejkjfadufibnhgobeaiyaxsuyqpi,O,,IL,,F,52.0,1-714-934-2920,HealthSpring,257045.0,4.0,1.0,M,389.0,2815926.0
Idy6897,Wgtnkkqnkgarnehfaoctoeimgtomkhwverklltdrjrislwdyiipnazjvehgiairkwuzxdayop,vabqfrwsnmchusshtirmljtusgiavrmdqlwwmbvxlnmepmk,O,5.0,WV,F,g,7.0,1-158-734-5221,New York Times,,3.0,5.0,S,501.0,2740299.0
YAS6898,LCERVHSCQWRIMQUHJUSWGWGP,yzmljgbjlowulztcvardlbdkhuqbbxucnshckqcrqqwajaknkuyrbrrlexagifublohtfijagkgmqrze,U,6.0,WV,m,,1.0,1-126-816-7839,Domtar,432047.0,,5.0,U,711.0,874102.0
RFH6899,Aywsr,lnquwyovjwepqhhiujdvnuefuzarvytawdfhpfdexihxwoq,O,7.0,MN,m,D,82.0,1-775-227-7224,American National Insurance,292228.0,3.0,0.0,M,625.0,
CVI6900,Gubxhhxunw,Schvdogxhypaedoptqybohlsjvxlcshgublhovq,U,7.0,MS,,M,59.0,1-336-018-0726,Auto-Owners Insurance,103708.0,3.0,4.0,D,716.0,1164761.0
Ysh6901,IFVEIDCRYFKBFM,bsastmgxrpqanxsxckgkwcpiwglptgzxtqeqyxfzbrdjcxikuwuuluidfygwjqxqyktwxgtdyuputvf,O,0.0,British Columbia,,p,3.0,1-909-023-1845,American Eagle Outfitters,9205.0,2.0,3.0,S,559.0,2081934.0
kfo6902,Ldkulnebllmmrbhavpfvzoisebyfwrytnsoabtwpfnrxjxukscrdurwsjjrddwdmmec,RRFSIFAPUOBUJTFUNBCCYIKSRK,O,10.0,IA,m,P,86.0,1-922-573-2555,Medco Health Solutions,362176.0,4.0,5.0,M,768.0,3872836.0
Dig6903,Vwhgggyvaavkkpyjeyutyhoalkesqxythswnfutxsdozrjjxuyqkagzhrtbcdzlcjvuysgajoggn,,R,1.0,VT,f,,38.0,1-211-549-3645,Edison International,171685.0,2.0,0.0,M,848.0,3705548.0
Quy6904,nygjbsebepjfdvpdnkmoleokyzoummmkkmwhh,Ktbxeorxrwqnbdonywwyrokoqucnzm,O,5.0,FL,,,52.0,1-609-901-0741,Rock-Tenn,393424.0,4.0,1.0,M,580.0,1789836.0
Wrt6905,uzhgaxjdfbiwuidneryhmrfrkxwz,Hvxrgbtsuaf,R,0.0,AL,m,,12.0,1-655-640-3395,Massey Energy,422156.0,1.0,3.0,U,491.0,2926290.0
Dcg6906,Icnlpqcxjdrogzlcbrcmknmxmecqifuzqvkhkzaylvjafowdpujayhlfeeberlniql,RNBKPWQFNUYGLVYPKUSTIPUCWAKQJEBLDBWHQNDXTKWPI,R,7.0,FL,,,7.0,1-264-845-9201,LandAmerica Financial Group,315451.0,4.0,0.0,S,313.0,3241399.0
Ekp6907,Pyadoqumriwnysfxdvrmwqkylbfiutfsgovbuwujtolptmbgmvahklidfnzynmorwwsku,Spnkc,O,8.0,VA,f,,47.0,1-797-500-8223,Knight,244650.0,1.0,3.0,,630.0,3716876.0
DDD6908,Jiashkofkcoiwiwgssujnntwpxufbdugtqjgyeaqanxqpmcbitgyqvzahycjkwhxmkfujnufbmxaf,neaoxvgrthvvimhjtgzfmsluatbnrnupnkxkcefwmvqlppsormizlirlkkz,O,6.0,UT,,F,84.0,1-054-289-3207,Publix Super Markets,358163.0,2.0,4.0,M,572.0,2974535.0
gsl6909,NPKJWUDHOEQDBHPOZHIOEEJWTMCVWPAENJFHSZVRULKLEKMVNDCNGUOFTICOJY,lygxiybrfwvnlmicbfshpgifmhvjkwxscd,O,6.0,Quebec,m,,3.0,1-490-581-5260,Buckeye GP Holdings,421383.0,2.0,4.0,U,606.0,674410.0
Cwk6910,Ilatrwtrbabyaggoozhurmgvvmsaypcqishzhbcrgndbxbiqsostjrszzplj,CCAKTVYHNNQLGNHAMMGHNXAKWLXFKJUSFRZWDAXGTYTGZAIOCOJRDSNJUOXQXILUBKOEQZSG,O,5.0,IL,M,d,36.0,1-119-753-9407,Health Net,208123.0,4.0,4.0,M,788.0,3792806.0
Crt6911,Adwxsottj,Fgdwwgmfoleiojvoexspxglscmufdylhmowejxm,U,4.0,ND,f,y,1.0,1-015-135-5892,Capital One Financial,37951.0,5.0,4.0,S,752.0,3220372.0
upg6912,Midhiojubmsqxixjfplxwrjsmmdghwwgiywquuuwwlritowu,BJSTLITPJQTOKIGDKMEFBVIKCUWBQRFFCDVOUTAQGLQFTAVFIGYULWSQROZXXXDKGOJMLK,O,1.0,NH,m,,25.0,1-672-767-6524,Xcel Energy,,5.0,0.0,S,645.0,2213758.0
Tdl6913,Jbwbbqtgypiubaxjkenleiomxxpzkdmsclipaohwrwcqffadvlpswjwwhtguupzywhjp,Awhejpcqdrdascetkskjnvtodhudzbzq,R,6.0,SC,,,,1-829-198-0180,Knight,361728.0,1.0,0.0,M,791.0,3914486.0
Jrs6914,Nmkljmsbcdlczubncqabwojybsrnnlbcfxdvqvfykakbdasoanaddlopepsqtnbsdvdqwdp,RAHLWFOJBTIUAIPVAPBBYKDCUQTTFOBNAIZVJNFRFPRUIXRVVNISTKSCCPMUELZSFHEUAJIJ,O,6.0,UT,,,63.0,1-283-704-4775,Sigma-Aldrich,499991.0,3.0,2.0,U,445.0,2329582.0
XTF6915,Mztowsmcvyvddizkwloxlixkdwwrcqwrkauexksqjlthcfujyszyfzsnnhu,Bdqzvsogahg,O,6.0,Ontario,F,d,79.0,1-320-693-8630,NSTAR,412530.0,0.0,4.0,S,384.0,1837329.0
Dzf6916,Eaunhgy,,O,10.0,MT,,,80.0,1-358-666-2521,O'Reilly Automotive,48624.0,2.0,5.0,W,748.0,718732.0
Ikc6917,DMXJBSRNGXJQZETLPNLYDRCBRWAROLWYUZMELSGG,Vqhnunaqypunwcn,U,4.0,CO,A,J,12.0,1-905-559-6365,Borders Group,266455.0,0.0,3.0,M,554.0,3424189.0
fus6918,ttiiveuqvthf,Tcbmcng,R,9.0,VA,,A,10.0,1-422-028-3274,OM Group,416679.0,3.0,3.0,U,736.0,789417.0
lsa6919,reppxhkykbiokatjtmngslfgqpghzhttcbvepfvqenxymcgbjulkp,Udldhldulpkxvuuvyfhtukhjfqzcyxvxwcf,O,1.0,TX,,,88.0,1-288-245-0413,Dynegy,456378.0,3.0,4.0,M,751.0,3247248.0
Lpq6920,CZSLACFQ,Sunugsyelwlj,O,0.0,KS,,,67.0,1-719-867-9608,Campbell Soup,34382.0,1.0,1.0,M,534.0,2636270.0
Mef6921,QFCCNMNGRUWBNQTENAG,Ipxvoocpluljigwapsfjpmesxxifkpnpgoxj,O,10.0,Ontario,,,96.0,1-557-951-0489,Owens-Illinois,128294.0,0.0,4.0,W,694.0,1142648.0
Jst6922,Cxbrivnrekatoeuuwxqxseiepcvwxyzloyhtinwyheeoqagaaaemshxixgwnbuxegqrbyjxehyqnpvs,VTUVQRWTEXHDUJ,O,10.0,MO,,Z,6.0,1-999-079-7602,Visa,71749.0,3.0,5.0,S,388.0,3812838.0
aqc6923,lrbnnoneauanmjcfmvggmpgrvyvfmnhrylbvrnzqbrdglmuzgihkwzrgxadbdxlfacwhrsx,DFQPJLOQEIMROAYUDNHPFPSHKTJCKFCDHRMVNXUUWSKQT,R,2.0,TN,,,86.0,1-241-138-2405,Alliant Techsystems,97475.0,1.0,5.0,S,841.0,288313.0
Kne6924,Gnjzqpcqqksigobgrysna,KQGDSCGPFVKQIIXZDRJSLQIJFVMLMNO,O,9.0,KY,,,,1-335-164-0634,Yahoo,354814.0,4.0,0.0,U,815.0,616961.0
USO6925,BJDSMGGVIQJIINPQMTOAPLBJLGPRTJNWFJUJBPLRMXPHXBTFL,WAQQEKPFYZSMOYGGREPLMRACOHYPGZU,O,6.0,WI,F,,34.0,1-341-023-3310,Walgreen,60802.0,2.0,1.0,M,815.0,3815077.0
hrd6926,glzoersybosqqzqivtarlideissxkjglajzhmazcysaldxambdgodapwhnrknj,Rzyupdwsddtdodelkaqsamezznpsndiwnem,O,6.0,FL,,K,19.0,1-334-957-8861,Amgen,198019.0,,2.0,D,719.0,2901452.0
hee6927,YWQRGWR,Wauljnuwhxoytfdudodkvrfgccxeofce,O,,WY,,,33.0,1-970-044-6583,DRS Technologies,28277.0,4.0,3.0,U,707.0,3823034.0
FFK6928,Wvwretrofdnn,Kpqqzzeusvuosodnlwtrzybnbbcdjmvn,O,3.0,OR,F,,32.0,,Viacom,155006.0,4.0,3.0,M,448.0,2540620.0
Mnu6929,Ffjlpyisnxaphtqhoiubsxld,Bppfttgoyovbyye,U,7.0,SC,f,v,55.0,1-549-160-3356,Martin Marietta Materials,376070.0,4.0,5.0,U,721.0,3955246.0
Rxx6930,TSQYPHIQQSFSUVPSPLUYVYLUEOWDPHXFXPMVIMRIIMA,Qehucydcpilfhpaenpwezjpwkpnvqwoutjiglrgztqlruzrfhuaqeelyiryerukdxksjwbaaogbetig,O,2.0,CA,,,58.0,1-162-846-0809,Nalco Holding,46211.0,3.0,0.0,M,411.0,2116308.0
ras6931,Eynzwuwyrxe,Idwiqanmnksgbtijxfjkmclkftqffvjvsmqvnya,R,2.0,Saskatchewan,,z,75.0,1-702-495-7759,AnnTaylor Stores,113693.0,1.0,5.0,D,738.0,765896.0
JFG6932,Vibhjbhrvrjfbukt,Iqwwdffuenaqncoajrpjhssikfhnoyfcnlnvsnsouutvd,,7.0,IA,,i,68.0,1-947-941-9925,Helmerich & Payne,,,3.0,,643.0,2610758.0
Xie6933,Owsgviragyjsgqtnwruahtirdtqatxcfapbfiw,Yyzutezqzimkwafuqfontpwutwvwqotbtuqhhjgnjvhmclcosanqbdx,R,4.0,SC,,,28.0,1-110-746-6014,Unified Grocers,180091.0,1.0,5.0,M,531.0,1337471.0
UQX6934,Sjdujtcsjzwgiinnetrdofbwwertzxbuwuynwbgoj,Vwwlxuzmklqk,O,4.0,ME,,,38.0,1-717-208-8825,Trinity Industries,470145.0,0.0,4.0,D,742.0,1521292.0
ibu6935,Kxwbvxhgpbgnvgxxevhxxnfjs,Kgvpftqzegfypehjvcaaifjkcsafwckgplcesivkcslmsvpelioednqesqmg,O,8.0,Manitoba,f,,40.0,1-709-075-5444,,426663.0,4.0,5.0,D,705.0,2725331.0
wmb6936,Mwuicwxjfindowvsghnzdgtoqbzycbxhpcpfunqfayvnpydwv,,O,4.0,British Columbia,m,,78.0,1-905-890-4507,Graphic Packaging Holding,207234.0,5.0,2.0,S,491.0,1773937.0
sig6937,uhxulhz,zessysflngoosm,O,9.0,AZ,,B,20.0,1-202-781-1303,Stryker,30262.0,1.0,4.0,S,629.0,231977.0
Ffo6938,RBXSQKCQQBKABGXCVGHBIUZYKRVNJTFPLSAMJFEVTGIDYBNMFCRFQDITGGIWJXAYTFNARE,Xoyfgezgjhvuh,U,0.0,NM,,,81.0,1-800-502-7867,Delphi,135432.0,2.0,,M,396.0,104885.0
qdk6939,Acfgdvkefaapgulhaethickrltehnhfwfvpcfm,Vbtjadvyquqnyu,R,9.0,SC,,P,66.0,1-720-920-1278,Alliance One International,50974.0,4.0,3.0,W,594.0,3577724.0
EPZ6940,XSXXRLDCBFYDOZICWTAIPIBCJSNBOOEVJETSIUXLXRVBMYVCQ,Ydzxrvkyobxdcsylngkhssqflcxzorbwwhppgccxhpyuncbkkkuqplvvnyosutoi,R,1.0,CA,,,38.0,1-760-702-5584,,140634.0,3.0,1.0,U,672.0,2184591.0
xxo6941,GANCOQ,KCOPBXSPPSKMXPEDSOIYIJADWKPZVQGEOSIOGDQMGOLOMQNJBKTYL,O,9.0,OR,,,90.0,1-709-819-1298,MetroPCS Communications,370316.0,5.0,3.0,S,535.0,1962593.0
fdy6942,IVJOWINSXLAMHWGVFWSTHMPZTELHDGDGSYEDMXMEBAAETOYXYUQIGUHHW,Nsotszovv,O,0.0,NY,,,28.0,1-056-039-3730,Teleflex,467005.0,0.0,2.0,M,781.0,1030333.0
Qxm6943,wjkzpepixavgdmgqifgdxnuymohhvrxpvsuudsgjhirokhvhkyjsmsskzlberpyhshsrtupyt,Znzrzslbjuxmecsqrjaecwca,R,3.0,OK,F,T,47.0,1-293-117-7154,,48073.0,5.0,2.0,D,748.0,48753.0
Fqu6944,Skipkpbzgxtfaagemwggvuivhlbx,Unktgjpegantuojqovpkbosvfeafmrmwyyuwatqvlxllmxnugftxcfvgvqzavfemqtp,R,7.0,KY,,,,1-598-278-0540,HealthSpring,416969.0,2.0,5.0,S,411.0,1984848.0
Pov6945,xnlhdnmnyjfsuvclnhrsrvlptq,Bwgwxttqafxrcxqbleihnqgxmmpbtpovkjzvpsnbkox,O,7.0,FL,,,7.0,1-506-741-1577,Bon-Ton Stores,208983.0,2.0,5.0,S,652.0,3575457.0
Rkc6946,Eoqxmlhjsgrw,Jokxpokiyoksxvotvcamwwoxklysiwltlnwislpyussmgidbqcerovocrkdbwozsmdkn,O,,Prince Edward Island,M,,38.0,1-915-331-1211,NiSource,113821.0,4.0,0.0,D,387.0,482607.0
CUM6947,Vrprfqqharttsyasyxasvsmwcfcloacmrojvfglhgqbphsgoweiasjfb,LWHWXUWKQCQJKQYUDCHH,O,7.0,MO,,h,67.0,1-890-202-3481,SLM,16092.0,3.0,4.0,M,814.0,1250442.0
Qwv6948,Ejebxxowaeqmnwymxragmprgabydsehxbmanzve,xbgbwfrmosnankhjwoccfvspgyrwecsvvhyzjbmvzsphrnbbycteylkg,O,5.0,Manitoba,,,91.0,1-005-025-9080,Hartford Financial Services,467894.0,1.0,4.0,U,420.0,323239.0
WTC6949,Ktregjdhxjzxpfmtwqagorgqrduunfuvcpquujshhvuwkbshnrgavmpfiefelurulacfpbflyjokm,Nubbadlahygenvxcmxrzomzwvepbxmknclfreuadnyp,R,0.0,AK,,,61.0,,Abbott Laboratories,72175.0,4.0,4.0,D,473.0,2406897.0
XJA6950,ykkgbukgganqodaiwqbdppfthrifxgqztslyzihuoofclhnyogpjrsoxhlnw,cvoiwfmyrcqvvugnslaufjdvlhlqtmd,O,7.0,HI,,,77.0,1-993-952-9487,Fannie Mae,463101.0,2.0,5.0,M,578.0,3323503.0
Vws6951,tztsrzbhutxy,Vbmfkrqyljfhfydbesqpgixirwertd,,2.0,VT,,G,93.0,1-725-763-2596,Spectra Energy,418312.0,2.0,3.0,M,527.0,3765194.0
MCH6952,PZTKARAOAKXXRSRMTELIUWH,Uzhadvrvpbnldcbrsigppyhph,O,5.0,MI,f,k,0.0,1-599-882-3984,Constellation Brands,198966.0,4.0,4.0,M,421.0,2638366.0
KNU6953,CLKQXCVBJAXOXIRFCRWOCLVJEBTCKCROQFBXXAPCZRSTPGRBEGTBQXTTKFOEDTXOSMF,ESPAJWBOPZWULUMJJUCSNVBRMVMIYFAGIUHRWNBYINSWQEJVMVQHQESXFXWWDWVIGQRQEWWOIOPGIMW,O,4.0,OR,,,55.0,1-230-706-4091,R.R. Donnelley & Sons,348927.0,4.0,2.0,D,599.0,1943684.0
PKT6954,WJUKXZQQCORJIHXDSZWRPSGQJQHMHGUJVYNFGXKITURJTXRYULYXLR,,O,6.0,NM,,,31.0,1-707-812-1204,Whirlpool,,4.0,2.0,U,,2442101.0
Tyg6955,CQCJPMYUWXQSTJSXDUCCTHCFSYFPWWGBZQZEJGAKKMOFPRQWLKWYCJNWKTIEQWXW,Mggrmetapcogrmlkostucqgauktlfkgtccwiglifzhhidekziuuhtvqkgbdnnma,,0.0,WV,,,79.0,1-488-748-5480,IMS Health,250157.0,4.0,,M,657.0,1816420.0
Yic6956,Mqhhblcbjlaeeqzdiinjsg,Ctspizhrdgwizhlssbjgqlbfuykjxtbjzddnullaljwxqbdcmqmfnzdmkp,O,9.0,AR,f,C,23.0,1-083-383-1536,ITT,173334.0,5.0,2.0,S,470.0,1226867.0
jsh6957,TZJZNSDJVYIXYLFJSQJSGUYNHNPMFJVAXPMWBHFOEOWWS,RFBZCIQVLEWQVKOLUDDJUQDCQVVKSUTFFHCHTMCBJMCTIZW,R,10.0,Quebec,,,50.0,1-122-521-5702,CF Industries Holdings,,3.0,5.0,M,830.0,1069873.0
xdi6958,Ajgxtpgvbrmiynuehgxiaxhqqozbmdwaeelphfuhsezqwjimjbagoawnoeehjbozuwbiwrdggwddezj,ihcmhscizgztacmmqpteebunhfyacaqniyqn,O,1.0,DE,m,Q,45.0,1-241-100-3660,Wendy's/Arby's Group,111806.0,0.0,2.0,U,412.0,216260.0
Wqt6959,Qagqxdjrwwordthmvzhtxmsclkdcwomardbknpdzsihwhjzqfysbvcipiwomveqav,Epxxtiuotbiqki,,1.0,VA,m,,100.0,1-540-350-6821,Atmos Energy,393259.0,2.0,2.0,S,685.0,2090349.0
Ifg6960,Eglwfukyqwpimghagzkbxdkqtiwstrfh,,O,0.0,British Columbia,,,52.0,1-878-884-2107,Darden Restaurants,115686.0,5.0,3.0,W,500.0,3320253.0
Khw6961,GIPMMSYUVARWKOOTSBYMWCMZKQCXOLSIFXIKLC,Gepoyiwkidcvnevkh,O,10.0,ME,,R,87.0,1-818-359-3551,FMC Technologies,347602.0,3.0,5.0,U,784.0,3512378.0
Msf6962,wtvavjawambzizukzlxrofnyokljbwruqllgrerxgliktplevcyfpdzbqd,Wmberltkyonwgsotrnjguodqlretp,R,3.0,WV,,T,81.0,1-066-127-7407,Darden Restaurants,7364.0,1.0,2.0,,737.0,905135.0
Sdf6963,Lohvashnukakvferr,Ipnbwmaghaqzfahayjqtcwelflxkssnnpegehmvgajqxmeg,R,4.0,DE,,,59.0,1-719-427-8295,Enbridge Energy Partners,482695.0,5.0,2.0,M,380.0,1941058.0
bmo6964,towqozdenkgfulnracprdawbokpbwbisnuyretyzbcbzmcbgpcfoajvekhfyuyxvtz,WFQOPASGVZDARAGHARKWPSBEGLCQXBQRXLIJSXUTCWN,O,1.0,NH,,,26.0,,Molex,200858.0,4.0,2.0,,497.0,3530821.0
Afx6965,Tsztbkgrychqcrybqstkzck,zrvkdxgccxixyruxbqhdejgzwxolfmvctfmuhjbvjdevcipbxtnwq,O,,SC,,T,86.0,1-771-905-8662,Kimberly-Clark,129419.0,,0.0,W,631.0,3166731.0
MCJ6966,oknjsqvkvaajbwx,zjsfssyoiiqmnxvhhgbpbnkkmsobaqqsjebb,O,8.0,IN,F,g,80.0,1-808-443-8807,,480171.0,1.0,0.0,,360.0,735551.0
Ued6967,vvkeekrcmwsxgqpipespplczvprvacyxkhjnmfbvqtgvy,,O,,Nova Scotia,,W,6.0,1-301-223-0913,O'Reilly Automotive,361126.0,0.0,0.0,S,797.0,3099840.0
Gfl6968,ecxbdigxwcrgwntiuiujosij,xckjyvuvescgowgigkxzwcsziujfuchhsmjjzvwbheynutckjfukj,O,3.0,Ontario,F,r,21.0,1-243-045-9443,Western Digital,148738.0,2.0,0.0,M,558.0,2463515.0
eio6969,yossxmehhbmeoiyvvamntcwhrbxqnlhtegqziifflgcimbragmvosbkdjgdddrixwntwrnfcfx,Osuzhtfpbzydmoqjozkxbphimdupiixwhxpwtwxjnw,O,1.0,Manitoba,m,,89.0,1-590-027-0463,Holly,240269.0,5.0,2.0,M,483.0,1998903.0
pgz6970,Oeaqtomcgdrmmddqftlykzkaikorpznftrxmnieqazo,repahtdemfnkuqwrmnvuyvjnje,U,1.0,OR,,,2.0,1-704-940-1413,Omnicare,77744.0,5.0,0.0,M,321.0,3337367.0
Lim6971,dxflsbamo,wsobxmwghpdpuuzhmitbhy,O,1.0,WV,f,W,76.0,1-525-706-7328,Trinity Industries,380806.0,0.0,4.0,M,674.0,385153.0
Hqu6972,jpbgwbmqaqiyvruedmbgewfabkrhozowpevygacdhfphozujyatfioyzngmbgqynrqenmxnolnyjvloy,Jqfczsotmcizgcioygfkfpbxfdybmsxxswsodudgmajrwqrwacylutyubxuk,O,4.0,KS,,,6.0,1-997-726-5442,A.O. Smith,16594.0,2.0,4.0,D,414.0,1521867.0
PEL6973,Gnhpfsxqvodruknbg,Nytycthicjmvbgbeti,O,5.0,SD,,,100.0,1-747-879-7670,H&R Block,215085.0,4.0,4.0,S,792.0,3933455.0
Etv6974,zaepwrucatizwrrdhoazshaxo,Cnydimamxqikwphwpouwmjfuhoo,O,7.0,AL,f,z,88.0,1-647-185-1074,Boyd Gaming,,1.0,4.0,W,393.0,1786928.0
grs6975,iuskd,zbvozmqsmznunxzzvclgewjwfadplxbjkmbkwll,R,3.0,British Columbia,f,J,64.0,1-049-612-1725,Amphenol,455911.0,1.0,3.0,S,488.0,3885193.0
QDJ6976,Kdkugcmelwqpmkafouqqncphmukidtimobydewjvmonbilpweowpqldcwwevtdmjjuul,Xeghnulewomunilgrbnaeoyoecsflqnwsvevfcqmoonzpcbpepupavibsqwmtdvvbtzltbosixhst,O,9.0,AK,,E,2.0,1-448-409-6488,Newell Rubbermaid,179667.0,0.0,0.0,D,779.0,1949055.0
fxr6977,Gnaqtcojfcfebdxbmxfmscpqqinuuszapuzcfdydaexofnqhvssczwwll,Axfugkgckxwnoulpyopyefkkdvqrqcemlo,O,2.0,IA,,,33.0,,Apple,379492.0,3.0,5.0,M,535.0,3044238.0
tgx6978,POGHQDCAMNIDWODJUGMJKUYGDSGCMCISZWWPKZXPEJXOKNDRBBVLPOJOBOFXPKMNVRCMNGOCSFY,rauqdgwcpihjxnpfollvbuzz,O,6.0,NH,M,,74.0,1-437-601-0276,Schering-Plough,50397.0,0.0,3.0,D,,627763.0
Voz6979,LRTMOUROFHUVOUX,wekwhmmagniwobhvjjniyvfcxiamwkveuepqycblsqghzvmnddtxvugywyhofruku,O,8.0,OH,,J,18.0,1-850-179-1401,BMC Software,144461.0,,5.0,M,711.0,1059497.0
Gpf6980,LEEBNIJCXSKLUGRARTIAOIJJKHRNLRKMOWVMONBHPTNLXPTJCGJESJSPHDWHJTHSETEILLGIFLV,xwmpqhrmgwagwrvhezthmadfadguaxudnejsrz,O,10.0,IA,m,C,64.0,1-067-484-0148,EMC,98283.0,5.0,0.0,,418.0,3914203.0
Erf6981,Pqawwdcuidysgifibukbphwnxrkxyfrupwtlpprmyepsmzbbetzrtzkzomvsyjnvxruw,XGIKPPWIKJUZLUKGDNGNDLQHCWKWSD,O,5.0,AZ,F,,60.0,1-500-201-6152,Crown Holdings,114500.0,2.0,0.0,U,327.0,442154.0
Ven6982,jjcidfiucdbdwakedpnlobpnqbcbcteprxzdqatldridncnltakiuekagouodfolxga,Ltynhetacefjpuradmelnymksfaufvblvmvmpluopypjuojinjr,O,10.0,Manitoba,,,18.0,1-253-033-2778,Applied Materials,494208.0,3.0,2.0,S,664.0,2122983.0
Csn6983,Nbslaajloidpimgjjqrjgpxjrnteaxkqnmnkttwishbcwbelhpcyfimqmen,Hgxvxbcqgpwtraopqihbpnuspczvgudqjfvfnnagikxbkwgsmlznwtjpwaygehlmrqcnqjhb,U,9.0,IL,,,56.0,1-083-021-4078,Gannett,455509.0,4.0,5.0,W,381.0,2165682.0
Qnn6984,ykjnpbjqmjhoakydzlzckxcbyqjuqudwjqeakx,sadgoayeztogbjaolxpfowsjpyln,R,7.0,NJ,f,K,41.0,1-933-328-5639,Eastman Kodak,267209.0,3.0,2.0,M,565.0,1823977.0
nco6985,oqaatuncwh,uwzckvpyxayysdxsxskypoiopojcxhwfbpwxywkbix,R,8.0,NC,f,W,88.0,1-154-868-7042,Philip Morris International,340024.0,4.0,2.0,U,674.0,2792287.0
