prospect_AgeID,prospect_AdL1,prospect_Ge,prospect_MidIn,prospect_Pho,prospect_In,prospect_NWo,prospect_C,prospect_FiN,prospect_PosC,prospect_Empl,prospect_NumChil,prospect_MaSta,prospect_Ag,prospect_CrRa,prospect_OOReFl,prospect_NumCreCa
QOI10508,Ikcdcpvrefaggofrnlgbjovupkrogdktvzcrkkvzoollugosuluyghlslserenwqhvyoyhefkz,,B,1-109-063-2840,139785.0,1835697.0,Anaheim,Pimjvyheskwlg,SGWPAMRVUZ,General Mills,4.0,U,1.0,827.0,O,0.0
QYN10509,OPRMMHXXCGGYYDGPCHVLNKQDNPBHWIPUOPLNGUKOIT,F,,1-435-525-6666,210510.0,1306818.0,Mobile,rexbummpjzxpkigkivud,GIECC,American Electric Power,3.0,,19.0,550.0,R,9.0
VQH10510,Pciopjjtusrerlguzmawfpddkhwvhr,m,D,,259393.0,1217112.0,Biloxi,Pgbtzqjqnusehmileyeje,Kxeqju,Yahoo,4.0,M,82.0,551.0,R,
OSG10511,NVRWZAESOXXVA,,,1-424-485-2345,61205.0,86992.0,Mesa,EMZXCNXIIUIRWMMNHWOBWWYZ,Uuepbqli,BE Aerospace,2.0,W,26.0,374.0,O,0.0
ggq10512,Rmxevomlvgntatmvhzahyfbxydmntpjruxcczm,,u,1-475-253-5367,25654.0,315390.0,Saint John,QJBJSQLTGGZTMWBCXAUOBZEECF,Bygovkewgul,Electronic Arts,3.0,M,,395.0,,1.0
TXY10513,lnhmttwnsbhpgqlflhdxvczofpylgblgeqsaugddsxokerxecncipdxavanbuhynnuwm,,,1-949-641-3892,330696.0,3111503.0,Detroit,Ypeuzvgrv,Bpaqr,Anadarko Petroleum,1.0,S,59.0,495.0,O,2.0
eoc10514,RSJNYSFKUHWLGSCEZLHDFOKDKSCSGJKDZBV,f,B,1-142-938-6859,426441.0,1159838.0,Brownsville,LTDULMSIIINIOP,SZABH,Ferro,4.0,M,68.0,,U,6.0
Vwl10515,XUNFCLFDKAEYKRFMXMPDCMO,,,1-162-491-6572,170971.0,2545709.0,Saskatoon,sndncvfewpvtitiymtnfnwqnq,hsfxjbdqh,Snap-On,3.0,M,19.0,543.0,O,4.0
Rix10516,Mgtexvenfypwrufxctzhirskhrqwcnqsaewnfmtldbelslpxumeyqdesdbfcwly,M,,1-785-767-0765,186561.0,2949189.0,Lincoln,Gvbaicfocknjmtybfcpuyjtqkmn,Aecgg,LandAmerica Financial Group,3.0,M,,643.0,U,0.0
CCY10517,ZXJTSDKCVHYNICRFHNJYYBKGERYMJGKSPCIJUDYONLTRJRGMCFGCFSFHCCYLVZJVAMPWCNHUDYJHFLJN,,,1-503-516-5670,12339.0,2862271.0,Burlington,zfwhzcy,fezbkv,Northeast Utilities,3.0,W,10.0,494.0,R,0.0
IJV10518,ncwjnkjgurlwhbpehzcwtlphzhgjrwhfmfitvbjwqcxs,,N,1-803-595-7790,8994.0,1694009.0,Paterson,imrebyfbruaiobkbffieftbpdjrm,Romfg,D.R. Horton,5.0,M,44.0,385.0,U,3.0
DFC10519,ARJVEZPOFAMBBSYKSRMBDKUIOPQSPFIMJ,,,1-771-841-5543,320127.0,1879331.0,Buffalo,iothohgycaqewpuzqsyz,Xjpbwj,Blockbuster,1.0,W,24.0,306.0,O,5.0
Tld10520,XTTRHBDQDXPNLZRFALZYDPVMMTKWULSQRROZTCPJTGNRP,,T,1-842-363-1338,190355.0,2512651.0,Las Vegas,Bptdwunaoauudnnqe,Chxszittie,,,M,100.0,738.0,O,8.0
njk10521,Scxmhokdftgypkrihnccgkzypgftitznqqtfkoexkudxusbxzrwbaxiovqjekgwivtpnnvpogmkhdmtr,f,,1-795-000-0053,123084.0,1682173.0,Montgomery,arogizoeqqxoehohsssuxrfybmnk,eutocwious,,0.0,M,57.0,599.0,O,10.0
VIK10522,rkcpzejiyckhkgqadlcbfavnwquzwsrdpslyrpfgeuyzasn,m,X,1-191-936-4702,455876.0,2311471.0,Dallas,Uuytaxwcsujlwddjrpchgjvmra,eldmxmjqz,Crane,3.0,S,87.0,768.0,R,10.0
PPS10523,CPOFMBOTQ,m,,1-167-765-9990,78682.0,2193061.0,Hamilton,DXPDQKSZMCSK,QBOIOHJIJF,Cliffs Natural Resources,2.0,M,65.0,763.0,U,10.0
TXY10524,LFCQTCMHMWCSRHRHUFKBCNZCGASZGPAVXZOTOLGACSTNYEWGTAEGPZQUIAGYCWJGJGRONNLH,,,1-320-038-7270,239752.0,2533115.0,Garland,jhurpf,DCGNXZMVAN,Progressive,2.0,M,76.0,431.0,O,6.0
bsc10525,Ymlmduuihdleowgnfiuwmlssjngcelndegoaoomfabigiavwnqunbvjzll,M,,1-683-437-6672,,1018603.0,Victoria,Yrenakaaxtwvbvxyhbtaslynzqwtc,Eqyjuw,Aetna,5.0,S,94.0,,O,3.0
yyw10526,Ajqtmzitajntqit,F,k,1-394-071-2297,277109.0,2623616.0,Charlottetown,zfhmfjw,Szvquqxcod,Supervalu,5.0,D,57.0,729.0,O,7.0
RVT10527,Teahiflncjnhvrrtroowpbupsbrqkmtjoqfoknvjqglpjsduhk,,,1-606-725-1474,332819.0,1376267.0,Hialeah,cryugzemifrqegswvl,CSVIIJ,Diebold,5.0,M,51.0,571.0,U,0.0
Yip10528,WPCEYBLRPDXRXIJJGYBKZBIFBPYPZL,f,,,148175.0,3046660.0,St. Paul,ffswgzfucinhz,QTZYIJ,Newmont Mining,4.0,U,,683.0,R,8.0
Hfy10529,,f,,1-163-783-2423,,178207.0,West Covina,Kaeaooorzjaycxiali,GODQVRSEJABS,R.R. Donnelley & Sons,2.0,D,57.0,381.0,U,
wcc10530,Xmymoovgaqdryakionfmfudkjuroksesvuxbvrikkmhwfohwnegdkqmghbffsawhfxjdrsnosxt,F,,1-440-264-2578,6991.0,1602725.0,Sterling Heights,bexugtuqskjwegkxrgwadqwgv,Silfv,Wesco International,2.0,W,77.0,716.0,O,6.0
YEF10531,QSEIUTJWDFHCARQCOO,F,E,1-650-115-7451,490321.0,2682918.0,Warren,iitzbkx,Iczgabwlqn,Zimmer Holdings,,S,,346.0,U,3.0
SGI10532,Pboiursislnzbtjbtigjlnqzpjxrrbhwqlfuiltdkdobzfkmzr,,H,1-644-738-0993,350754.0,145764.0,Windsor,NPVLFWSEVJBESKLVYL,Nmkbr,Bristol-Myers Squibb,0.0,U,83.0,481.0,O,3.0
KSS10533,LEQITQHGEIZLPOWHYHMTX,F,,1-882-678-7560,349759.0,913286.0,Fort Worth,Eubmeitqipczvawkimiwevsbnz,OPDCLRN,Cardinal Health,3.0,,68.0,402.0,O,1.0
Xbx10534,SKCMUYHMPPGFJTSOUQDDOPHCHMEVLEQXGXEKRRXEUHZKLBMMIDMAJIPZFEIQARRGSMRQEWJRQQFP,,,1-103-069-4883,454060.0,344183.0,Concord,NIDUMBWQCDJTYF,jvrdyef,,1.0,U,65.0,509.0,O,5.0
EIB10535,Wxpcpbgufeoyqvjmlbghqvdecpyjmnxaenpwnbjvxywlyfdmekwzagydofkzqrxtptzanu,,,1-692-231-0581,464357.0,1288305.0,Frederick,fuomcehgeksznmk,,Ryland Group,4.0,U,2.0,705.0,O,4.0
Iuv10536,Pklosbcaqpvdcbbvjmvsaqqtjuymgescw,,,1-493-179-4330,467639.0,1380965.0,Little Rock,Njirkiah,Kldwn,VWR Funding,4.0,U,56.0,401.0,O,3.0
ZPQ10537,Jjduqchwpgelscusdkpnvph,,x,1-667-538-7343,59611.0,3418412.0,Bismarck,qwndviqsxbcaqnlrjeza,Pydbcuegcrq,Ryder System,1.0,M,94.0,620.0,O,10.0
SFN10538,Jsdygcsxjuweajkapdtkwvxycjxidnvylvchfxlytjetvipebtjxuoqpsvupfqbgitr,,,1-006-060-6351,401149.0,,Tucson,zlclofbhyvpvrqahps,xdgsokota,Equity Residential,1.0,S,66.0,826.0,O,3.0
Ddf10539,Nmuhwxsrvdbwhruosccyqajkluxqzi,,,1-487-988-0484,357162.0,551563.0,Lakewood,Hlkoaeloyapfn,Xjrvykaawj,GameStop,3.0,U,55.0,357.0,U,5.0
Xns10540,Xnjyrjgoyamgomjnzhnhqxfhzpfsrvhvaxooumplb,M,,1-733-153-7101,85403.0,2719580.0,Fayetteville,Jcyezhbxtbqqxjcutkywfxesjk,Fzygdhmu,Universal,4.0,W,89.0,538.0,O,7.0
NPA10541,Hxjlsbg,,,1-761-338-4851,497962.0,2995654.0,St. Catharines,ecvnrdfwsmqesmfj,wwpqq,Genuine Parts,4.0,S,18.0,616.0,O,2.0
vkf10542,Evnebmrmftjessqjgraqqbnrhadvndqoczjvtcbwhkr,F,,1-533-694-9147,453335.0,3607361.0,Laredo,Xlsfaccnmx,,Macy's,0.0,U,3.0,,O,8.0
rvn10543,opzjwgoiejmnwcdmdeijixdigmjkkjzdolsbpbdpbsxeujzdnxqfemzsmsyslxhorhlrzw,M,y,1-496-936-9725,209570.0,2987355.0,Sacramento,Ubbsbtmgln,Bffjb,Crown Holdings,4.0,M,42.0,586.0,U,5.0
Ctx10544,Xzybiaxoqnzxnfnsxespbkqcizqmafgboybtdpymshzdviqopqlqwkmueiuydczdrectcytuwm,M,L,1-638-532-3809,418228.0,1077139.0,Casper,Uuckvpoffwwwnwaepfbnndfvrlsfk,Vfoyhccj,Southern Union,5.0,S,19.0,816.0,O,3.0
UVI10545,Djxzlmdeo,M,,1-678-838-5177,256038.0,3198650.0,Chesapeake,Qrxakpusasnr,wwzhypu,Coca-Cola Enterprises,1.0,U,19.0,752.0,R,8.0
SSH10546,Plndmbbjmalw,F,L,1-854-534-5891,,2660249.0,Salinas,Kkoyhcremcqjijcck,XIMDDAUJS,Penn National Gaming,0.0,D,85.0,323.0,O,1.0
sul10547,Jnojgpxnjivepgoffyjvqfwpmylgdizunzxyvbyud,f,t,1-007-240-8509,120336.0,1359146.0,Huntington Beach,THXCZBFKWCVGWJOWYMGHPST,tkvwldn,DST Systems,2.0,M,79.0,535.0,O,0.0
Tvc10548,XXZRAAKEYCMJFXTJ,F,,1-059-721-2317,397503.0,,El Monte,Rextmoozwk,PSCOWDO,Rohm & Haas,3.0,,68.0,434.0,O,5.0
Fdg10549,Ytqkmvomdgvixibdrkqaxawdqejxcqoosjglhdbxhfxbychhamlxnjkxlxjgwdiqewzo,M,b,1-301-111-7399,339254.0,1836090.0,Lincoln,Oswoararcrvbh,POMAJCPXIO,New York Life Insurance,2.0,D,60.0,617.0,,4.0
Faw10550,arnxdcrmbklvkgttomwtmpnseflciyadobunvvdsjoflxwjjdhmnivfryhtjicw,F,E,1-077-607-0607,352156.0,1926559.0,Fargo,Yudmrvmwqnwjukjpbkjwfyzilw,Fkdxsnyqrlq,Applied Industrial Tech,3.0,M,91.0,566.0,,0.0
pet10551,whjrkoymwhzmxeruizfmxisedtg,M,,1-597-130-1298,132574.0,1856524.0,Lansing,Mapripjodlmuvtcvnevzpuukvavo,jrsrefkaa,Tesoro,5.0,S,86.0,701.0,O,2.0
Dmw10552,DSUVWLRMNIFNCWSAJSBYMIHXPPTBVZWEACNUGGMWPVKQDFAYUMPRAHKENZZAI,f,C,1-964-473-6104,330916.0,2710994.0,Abilene,LSOLUGT,EFRAXLJBPL,Portland General Electric,5.0,M,19.0,427.0,O,
Iiw10553,,m,X,1-365-421-8115,280263.0,3249589.0,Casper,Yiemxnakxoyiy,Kdzcejqfcu,Vulcan Materials,3.0,D,,716.0,O,4.0
CQM10554,Wafjkaforrtfvagfwzpxqgzuhqlxuqclyhapahdyvpubamifwaypnhfwjcvihmjlvrlvnpnkvpk,,,1-057-627-6957,191788.0,3515076.0,Chicago,PPCEBUCIYEECEO,Lrppdevn,Equity Residential,3.0,W,84.0,356.0,R,5.0
pba10555,BWJUIYWMMAKFURFEHONCHWNISZFVIWTMXWETIUBSEOJLOHKFGLTFAITMMQGQJGLLNQQOZRWDLCVXFQCJ,,P,1-778-613-1809,65228.0,1305226.0,London,ojjvbhlbkusnepwze,VZSDDNEUZCL,Frontier Communications,2.0,U,,636.0,O,7.0
DGE10556,CCLMJPIPXOGQQKGSSQUTEWVDTZONIDLWIWFJQ,,,1-406-352-4100,59576.0,1122488.0,McAllen,pedqnyxcqwujqtlauugfhwbwtvmk,aicgshscz,Mirant,0.0,M,51.0,553.0,O,8.0
wih10557,HGJJHFQVACVWSEWHLSYMIGTVHCSNVAFYZMBDWDLKQOFMDADVVPPBLGNHKNJXYZHDQITTRYUCSUQX,f,,1-477-243-6544,107450.0,2735684.0,Vallejo,Sukvtlnwkiqtxlbxzleguhkonhtsj,Tkfdz,,0.0,M,49.0,602.0,O,7.0
kyr10558,Hhxlsorfwhccndom,m,c,,296453.0,3108095.0,Alexandria,Leiaaxzajgfimtpi,VSSRMGO,Albemarle,3.0,U,57.0,324.0,O,7.0
ugp10559,Bbawjs,f,w,,319495.0,889964.0,Glendale,Ljnioqulqkrpkebjr,Roibuxkrblz,Charles Schwab,5.0,S,34.0,675.0,O,1.0
Dpx10560,Suaojsaxgvkkqsvavmojcnbbqqp,,,1-878-293-5153,392379.0,1272161.0,Edmonton,IOENLXQQJ,Muaopwyzcr,Dillard's,1.0,U,59.0,301.0,O,3.0
Nep10561,Zupffxhhczylyuqqdfrlohwajzph,f,F,1-110-000-7084,388645.0,2265409.0,Honolulu,mpfqfkhvvoskkxsmrxg,Saeejxwcat,Abercrombie & Fitch,2.0,U,69.0,303.0,O,7.0
Qig10562,JYOTAMIYSMNJJGJJHDOCQOHEIGJGCFHZZZUKBUKJOUYUNZKINXUOCIKOSQPLDQMIPRNSSXRIVDZPD,,v,1-360-352-8358,188161.0,2289485.0,Hamilton,Cldpqhtzzmaxl,KTVWIH,Systemax,4.0,M,99.0,776.0,O,4.0
GUD10563,ZVUXNPBXUWAZCQOHIKCNKGVQFMYHIXNKEXFDPKSOSEKOPFYGUWMPNVJAIZQLRZVQVWLQDVQ,M,C,1-789-341-3724,461081.0,2077550.0,Santa Clara,nuoislrzwetrweucl,Qganovumojjo,Analog Devices,2.0,M,14.0,720.0,U,8.0
Uro10564,eupdlpgmjtvbebwdeqttioauncjuqtsoiycpeskklerdobcsacu,,O,1-160-591-4830,42437.0,60022.0,San Bernardino,Pakwxqmtcqznuthk,Szcjsbwcvhj,R.H. Donnelley,0.0,M,90.0,542.0,O,
jui10565,Onweesxzltmsgchwygabtipwljvtphwwavosreyjfazox,F,,1-976-725-3854,221435.0,108950.0,Scottsdale,vgxinobisvdfuzxgoxmpfy,Yikind,Windstream,5.0,M,,302.0,U,1.0
MET10566,Lkethiwfurjgxrcdqgdpyzhldodaxzzlfepzfbhtyjpacxgcsry,M,,1-413-531-8634,371639.0,3635332.0,Garland,mknysfi,Isqtfawfij,Buckeye GP Holdings,2.0,,94.0,756.0,R,2.0
Hhh10567,,,l,1-696-704-9178,494617.0,368855.0,Oceanside,kdwloszhjsuvi,Cbmrqjnoftqx,W.R. Berkley,4.0,S,90.0,725.0,,7.0
UNC10568,Sdlwsuuooxujzvgwxonchgoawndcijvxmnekayotgynzqedpdpczlqkepdcyulvjbyyv,,u,1-950-135-8705,388054.0,1055071.0,Modesto,Ntntcdyumzopzgrfasgtqzgchnmjk,Odpgkshns,State Farm Insurance Cos.,0.0,M,77.0,706.0,O,2.0
Vit10569,VXEMOMWVYMEU,m,,1-125-431-4354,182991.0,2274332.0,Ontario,GTWWXTDVWLXPG,zwxdfmonvgvv,United Natural Foods,4.0,S,,,O,1.0
VHS10570,jauvrs,F,f,1-266-071-9791,238158.0,844092.0,Winnipeg,NJHPS,twcdlpcqhc,Xerox,0.0,S,66.0,509.0,O,5.0
Clp10571,lizrpwbasvwegptskszdnpjwrunwftjcdhayqowdgfrygdqavruhethxidkhl,,,1-124-845-3885,47260.0,511438.0,London,jomocnuteuszixbavm,Wiaoavb,Northrop Grumman,1.0,W,44.0,678.0,O,6.0
Oex10572,jcpomzauaio,,t,1-992-721-0251,49307.0,,Madison,Fpdemodphcnept,YOLLXPP,Dick's Sporting Goods,5.0,W,79.0,476.0,R,3.0
FQX10573,afrwblctbsstmsvspxrrth,,F,1-155-512-3184,301997.0,164838.0,Laredo,Viuud,REJESBL,DaVita,4.0,U,91.0,723.0,O,4.0
QBJ10574,Lecelcyxxjshhsgoobthncxchxsoipxnzslgqfjbptkbsarcwhbdgfrgifmxmuecgwhrwhbxhnq,,,1-643-830-3461,2194.0,1579617.0,Washington,ERYCLCFNVBXZHWAOGAROOYVTSHN,AAHAJCMGW,Delphi,0.0,M,51.0,587.0,O,7.0
YGC10575,Htqmilac,,o,1-344-563-7528,396511.0,849680.0,Boise,zuzhva,pnhkriejdq,Macy's,5.0,M,10.0,622.0,U,7.0
xye10576,XSMXWGYEWVIAXW,M,p,1-152-442-8604,312821.0,,Minneapolis,WXJIUQEU,Devgst,Advanced Micro Devices,1.0,M,52.0,705.0,U,8.0
TNW10577,Efjupftxahdlsemhe,f,,1-737-490-9555,148914.0,2365457.0,Cincinnati,EVCOFPSIQNVWFRPAJARJWJJI,Iaybuhazbtt,Laboratory Corp. of America,0.0,U,50.0,811.0,R,9.0
FHT10578,wtikqbeuhngncopdkmqdokjtjjrevsvxitpzbbvslywz,,,1-632-914-8681,208100.0,3639844.0,Albuquerque,Akbfjqszwu,Zcazgo,Illinois Tool Works,1.0,U,23.0,816.0,O,
rlb10579,NRFHOVXJGUDWE,f,V,1-271-910-7303,,2186745.0,Los Angeles,Ynyhbmlqdwzhgvtot,Cxhxxyuygjcp,Guardian Life Ins. Co.,5.0,M,85.0,534.0,O,5.0
QKQ10580,Xycykgdyvtraqlyhgiuiftorsnpifdgwee,,I,1-152-532-6704,35112.0,3168040.0,Mount Pearl,niheerfskeviihbgirhf,unatcqmvvf,DaVita,1.0,M,34.0,425.0,O,7.0
Zmx10581,jppbslsoilxljdchnfsdjwoxvakqpqvaipuaarjyvnsdpewt,,b,1-115-998-1281,,2071554.0,Laredo,fdvyplhgiysi,Eikkdoy,ABM Industries,2.0,W,81.0,737.0,O,8.0
PKG10582,MNRQBEIXBGDRBIUQBMTMLNYRIIMPMQHBDADM,M,,1-465-962-3519,100296.0,3251080.0,Oxnard,Tbuuamwdgb,Nwxgsc,Virgin Media,4.0,M,62.0,750.0,O,10.0
Zoe10583,CHXXJREKREL,,,1-027-778-0849,146960.0,3623108.0,St. Catharines,gjaemtfabanamjwvkhxt,mgugtm,R.H. Donnelley,2.0,M,49.0,548.0,R,1.0
uvt10584,IXAELMKHIROMWWP,,l,1-923-843-0178,25846.0,3375785.0,Charlotte,ELUEUSUB,,Penn National Gaming,2.0,S,9.0,573.0,,3.0
Wdh10585,Ykpsuvselzrtmmqimspncixfldpnwslihoqocarzwqyryqjlgkqfhfbgombcgznrlaxiscq,M,,1-714-512-5762,245372.0,3812118.0,Salem,AJIOZOWQZPIUFMK,Wvzrtymjz,Benchmark Electronics,3.0,U,45.0,593.0,R,10.0
Luc10586,YTRLIQPNMOCYVQDXD,,,1-901-950-4857,473345.0,2650522.0,Cedar Rapids,Lgojpmfhbbpgrzglrbfbpgrkawggjy,SUIIWMQJCKN,Las Vegas Sands,0.0,S,32.0,645.0,U,5.0
Slf10587,QTSXKICTLOPRNUPDAOZZVFGVGDNONYTKYWNVNCCOVKJVYKWSIAGIZDRTJOVKDIMZCZEDDFUYRGRIC,,,1-744-068-5344,77306.0,3533934.0,New York,gxhsxvfknctqbychcmydfl,Sbvemssw,Steelcase,0.0,U,80.0,,,3.0
Uvj10588,TDVSSCTKOHKFWQNRFZSUBQZAQYXMYEHTKIKRTQYJGSBRWOEGJCOKOUUYFQSWDLX,,C,1-928-891-3720,20780.0,3972906.0,Austin,Nkewwmvkpgvzoprfqpokxmjmvb,HBOJEXNAHUVD,WellPoint,1.0,D,9.0,535.0,O,1.0
ybf10589,ojmfvbjpvlcnhqlwowgszazsrkmjqwkvwlyvtbbjtuzbvpolmedbsefqr,M,,1-149-764-6107,385140.0,1390591.0,Oakland,Nqhbnmmvitfodjx,Qegnxtff,McCormick,4.0,M,82.0,453.0,R,4.0
Kso10590,,f,,1-728-413-2669,468601.0,413302.0,Elizabeth,KRUMBUZDTTQIAOQQIGALGNOBZE,Hltnoz,EOG Resources,0.0,M,64.0,633.0,,1.0
Xjf10591,Nrcovxsfekfgvagfivveleggkifkcinefupzzaxvkzainlxrvxgfxfsii,F,,1-296-604-0696,128527.0,1143239.0,San Buenaventura,WNFOCSKEAWBXDABFSHIHBQFUVFQNV,,Del Monte Foods,5.0,M,81.0,349.0,R,6.0
ztv10592,,F,,1-205-092-0767,369864.0,1787403.0,Philadelphia,clqgaeebssj,RAHJYFJJE,Levi Strauss,1.0,D,89.0,520.0,O,2.0
WHA10593,Taxfvlerjpvmcrwlgcrczvncipapqfklwttozqmgk,F,,1-046-855-9184,429335.0,2702865.0,Regina,Iapntoksnybfnpdktx,,Itron,4.0,M,55.0,531.0,U,9.0
Wdt10594,QDZLNZMBDZCHOIWOLQRFYQOZQSIUUTGSVKIDVQGMRWGRXDWNCJGMPJJSSFPWM,m,g,1-186-022-6949,383879.0,3375206.0,Grand Rapids,wajkrolrvtnknhqjcoqlturnnxjpe,YEZSBTBUSMZ,Knight,0.0,U,47.0,658.0,U,8.0
JLS10595,IEUDXKKHBZXJAU,,O,1-631-164-9078,483924.0,2153174.0,Tallahassee,Vmrzggwqbvctlnwsqlwxgd,Poqvmfqs,Furniture Brands International,0.0,M,33.0,385.0,O,5.0
rit10596,Jbswpyenxdvlgrutudkhqcfbeoav,M,,,400338.0,1809319.0,Sudbury,Lvgetingqcmdeeeaskcrl,Cafcmqqmxftd,AmeriCredit,2.0,M,75.0,561.0,O,2.0
JKY10597,Sxvzsysbiqrbykuoxrbjhladmfsumbvabbgknponoavmkpflrcuf,,I,1-267-153-9411,219274.0,,San Jose,gjujhlibdshcpoxglqazmhhwgta,OXDGQLKSMTKW,Piedmont Natural Gas,1.0,U,94.0,351.0,R,
OFF10598,Ujrmnzczbangqgqpsusxhrwvnqfzaizrdo,m,v,1-252-104-1378,138496.0,580183.0,Fargo,kgjumsbonw,Uhwdbdjm,Calpine,0.0,U,71.0,489.0,O,8.0
Rqn10599,chgtpqvixtusefhbgnhdmdmokrifcmgjobqanbmjrbhniwaeenbpstav,m,,1-400-544-9828,269559.0,1685235.0,Abilene,Xvcogkbehrryycs,BQHPDMHRWWB,Clorox,1.0,,20.0,705.0,U,3.0
Env10600,Kkkqrscpuvsghepyphtobvfmcmbntcvnrwrtnddmygelzcbjxhxkw,,O,1-199-683-9557,465490.0,2252935.0,Bellevue,Tjgrdhhqvawqsvvikievnyju,nngbyonrltpp,Merrill Lynch,0.0,M,43.0,523.0,O,3.0
MDP10601,Tyaahnitspqsqgn,m,L,1-533-073-3233,260885.0,551970.0,Kitchener,Qufwemjgd,Dvowganust,Helmerich & Payne,0.0,M,72.0,366.0,,9.0
Nav10602,jkenveczacbdpwslaoijswmgbicfpasdlurrqkxalbp,,,,244725.0,2215503.0,Vancouver,Etvlwvzajznpurghrpiidpnq,Gdxspbaruols,Hospira,4.0,M,94.0,321.0,R,3.0
woo10603,,,n,1-401-694-5342,129719.0,2840124.0,Ontario,tgfrlpppzbaj,Qerpxt,AECOM Technology,1.0,W,99.0,539.0,R,
Cyp10604,Twtdkoumqnfrcqcbje,,n,1-766-245-1682,434635.0,686187.0,Bellevue,fqeqbgkbtnlfqs,QKQFOG,Biogen Idec,5.0,M,15.0,546.0,O,2.0
Axe10605,ajakmdlcpoybwbsudoktujylwksytnenxgiygofowerlhxjajwuyokrkeryuehxrvkdfffapurebeag,m,,1-543-183-5093,225290.0,959242.0,Corona,iqohbtpskgvxzmrrjfkuidpqnzgq,gferne,DISH Network,3.0,S,0.0,503.0,R,5.0
qas10606,Wulhrgpxlhlkngokmtsgpkqzzkqayxwustdgbkwdkjqdfvazogdjmzquqgarkal,,,1-607-692-1878,210971.0,748268.0,Tacoma,Rspmfrtotdaayausawbgkz,Rxqsea,Automatic Data Processing,0.0,M,95.0,816.0,U,3.0
gli10607,RLIFVHUZ,F,V,1-619-063-0861,420130.0,2376575.0,Washington,Mihlqrhpsaberor,Irqlmc,,0.0,M,3.0,533.0,U,1.0
Uvu10608,GDDFRNICPMAIJBSRFCUXIJUDRCPKOCTNGCAQPWJILZWCNUTDXIPOGWWJRKUPFGOTYJIMUXZORPQFQFG,f,p,1-375-119-4595,60606.0,376695.0,Evansville,Uhatyqxeafoyvtrngoiyja,,Duke Energy,1.0,M,,414.0,O,3.0
Pvi10609,qxzbhcshbwmhqbxthmkparfvhkaygwuabtbbelzurytjmrkcfbvoonjqyhatclqflnqc,,,1-882-663-9182,167910.0,1105667.0,San Buenaventura,Rkghhrwaakriuhf,pwprdeclkzgy,Foot Locker,2.0,D,37.0,795.0,O,1.0
xxk10610,HBTTYCOBTVPDWQXXKOEQKZTQPQL,m,f,1-465-676-6139,324127.0,1731320.0,Chula Vista,ZPAIZXGJIXDKHZTWTLXTRAFJKJI,Jcfpwekmkxww,Country Financial Services,3.0,U,66.0,727.0,U,8.0
Hwx10611,AJXUYEQUYWDYDSWTWDRMAEBPSEMFHBRXLTCTIHMWKJBQMMUWKRLGZRZURFSJAC,,n,1-509-860-2326,4817.0,730338.0,Tulsa,Zmthwq,vosucohxkq,Office Depot,,M,84.0,812.0,,2.0
Ras10612,,f,M,1-705-134-8323,468354.0,103106.0,Milwaukee,Ylguznnoc,tcmisacd,Valmont Industries,4.0,W,53.0,700.0,O,10.0
Pux10613,tgkjwhuepodbudnpyel,,,1-868-957-2371,460865.0,3833270.0,Pueblo,amyglomexsuf,Xgtgwle,NCI Building Systems,4.0,M,61.0,700.0,U,4.0
Rlk10614,Tvawbfbnkztxbicznotjkjeqmibxvmmptlktldaysruswafqlhkiveodeni,f,P,,388562.0,3085705.0,Milwaukee,Hmkosuqiuq,joqnyew,Microsoft,2.0,M,50.0,787.0,O,6.0
Xiy10615,WVIZE,M,Q,1-087-846-1491,172623.0,3121707.0,Naperville,hfsatrgqivf,Gxzhacnr,ServiceMaster,,W,,764.0,U,2.0
Gzi10616,SNSKWDKQPOEMHTGOSEKOPDKQEBIEZDBTBQNBBU,F,F,1-646-574-2915,68630.0,2789453.0,Tallahassee,Nqehoegrjhjwmrskwdbeubrynzghsc,Asvszemdv,Iasis Healthcare,1.0,M,87.0,,U,5.0
MXO10617,SNTGEMPFSHFWTKLFJBGWXYNYTUCEEZSZRSTGVSKITYZLLNBYLPBSKH,,w,1-425-468-1496,72600.0,86821.0,Grand Prairie,jbjtftxeowxkofcdybxgktf,Tjmxds,NV Energy,3.0,S,30.0,500.0,O,0.0
gfn10618,udjweheeofmdujqrqtuhjkuntqcudgunbkfmlyicednipcusjyy,,,1-906-976-1705,308111.0,3527914.0,McAllen,Gcvmtchulwywsn,Sqoeh,Enersys,5.0,M,,661.0,R,0.0
TEC10619,Hhnnsbwihccxvibdegmcmejotxcsisqbfukhgnwrhjbezwjawecppahxphxdesosor,,f,1-764-125-3914,444158.0,3027065.0,Amarillo,Xltslbmjkgpllapoznqn,orbcenkr,Baxter International,5.0,M,37.0,339.0,R,9.0
uln10620,elmkjlktzpjoacmqbhdrppjuzxgcjwvgwyyzdteelutbpfufoaykyixkduumxnvcavirwqgitw,,q,1-922-378-8089,15411.0,,Aurora,Cxdjhezvrcy,Mzrenxsgaknu,RBS Global,3.0,U,20.0,483.0,R,6.0
rli10621,ljbfoalbcepkdmidinrmguygdygvkusbbnknxaxsvctppqrrseajwjqgfqaxukqtiwinfuldz,,M,1-405-040-9966,489699.0,2282106.0,Fullerton,Jnqkshqjorfpbplcaceosxbug,FRQSVUKQOU,Citigroup,0.0,W,45.0,380.0,O,3.0
