AgencyID,NumberCreditCards,OwnOrRentFlag,PostalCode,MiddleInitial,NumberCars,LastName,FirstName,Gender,AddressLine1,AddressLine2,City,State,Country
fab8829,,O,NNSEDGNgZ,,3.0,rabenkjxafcfc,xopegba,,XPVUSUYVKKVICDBSP,ogemgghjykcwugcb,Des Moines,NE,Canada
Xkx8840,2.0,U,VJMU7,,,Xkxzqkxwwmmosaarfmnbfbdobg,Majltiytpouhbq,,wxtmkrgdrrlqmxjqwtmrrhfafuakrbdliqpiohdpvplealacjeipppdgovandtgqseqsqvbooxi,AXSTGBVM,Hayward,OR,United States of America
QCM8731,2.0,O,K4eqsbrgimcm,p,1.0,QCMKCESXDTUWQHNGOAQGFL,NDLUGJPELMJ,,qxpdfmeodlxginmmlysqbiakcwiqrdexusiydhmdughqnwlo,NVLLJUMELLFRITAZQFEXXUMAQMNBBDGLFQOKEOBIVJWLBKSRNSIAUMCHIHMZQRENBFD,Missoula,OR,Canada
Oc28832,4.0,U,ZEMLDACs,L,7.0,Ocqsvjxafmdgukzzbaszb,gpthscxwjfdzjijobnjqlsgbapeccg,,,Rjnqsipkwebfpgokrlvmpsqijddfxujfpltmyxtqmynymkxfjddhecdeutngwakembkawe,Inglewood,NC,Canada
Keq8833,6.0,R,OUEIKGm,L,2.0,Kfqdwzehnwkpzv,Vsbolnwfpnieqtfzjbvqpik,,snihhaouzxzhckijkgpiddypopogogbeuqnwpkurcbnadsiylonqfxmzuzfalloitizpkfcagmltom,Kwwxdctulpjxvmjgyrmvqofxfqstdxcacvuaemk,Salem,ID,United States of America
Umh8834,6.0,O,,,3.0,Uhhlzcuzqhcpfsqjjtnhfaskwb,MSOJQOLXRXUOEBMRRVTWGBKMUZCCH,M,akjjgblgysacendunnwtttchsooozxlxblwtkvdyhrsrtuoarmxwhhxiyyrfcxobzebzwxfkqzogfi,mjdgelhnvehtnoqvkixdmxagbfgwjuksur,Modesto,RI,United States of America
Mrri835,4.0,O,jihvi,n,3.0,Mrrdjkztnkaxe,SOZBJQLDREAYZZOKSHDBSEU,,jqjltqbwplvrruwmauynupvbicfsgnlxbgsqlq,Ngqipmzgowpqectrmdtgmweyovrgrngmt,Jacksonville,IN,United States of America
OQB88e6,4.0,O,cmnlvcgbnva,D,9.0,OQBNNEEWKZSBOVC,Wjgixfhduoglvxlzrqr,f,SSTVIYAGDXOTEIVVYDJAHANGNYSQPLRKBGDNDPRWNBBIBZDPQBUPQGMJFEMYKG,Npplofopgjtkvqcppkbtvb,Indianapolis,WA,United States of America
EiD8837,2.0,O,zujel8xei,i,5.0,EUDVHPTHBYIMKCNZSBNRN,ogonemvybyd,,Yuvzthrhqhkxzhqipkmmodc,QBZLOPARRDTGIAHNVQWUPYXPLWBSXAAHRLPLENJNBPGSDKIBIRFTHSDJHUMP,Lafayette,OK,United States of America
jsd8838,7.0,,Sfhwbxxmh,,3.0,jcdlceotbdnychoufxuqvgulwq,Asdzzdqybjuzrqlwr,,Crlbtndkjfggfnqptggqtpkkjvdubzvnuktmuueqxqacjkhuyessthdqrxhkclpfkeuuwbhgdrydvo,MQQIZHYZCFMSVGZJWKURKGLEDM,Corpus Christi,VA,United States of America
S6c8839,8.0,R,fydxwez,n,1.0,Sycgxvkcvevms,mlfmqwbwcxbkxvpmxm,M,xvyopaqejlktuxlowmytuvcrqienoj,Crzsuvodllefvkdiubflgpvhjyllkyzpwwijuxhcphpmm,Chula Vista,VA,Canada
sho884p,4.0,,frckpbivoim,,5.0,shoiryhfdhdfqw,Mggxvohnziyvywxbqknngxvqthwt,m,eatgolrhl,Yfzebjfmvmxehqwhmcfiarwrofgneixheklljdikfi,Sandy,DE,United States of America
ybe88t1,6.0,O,Mvjxazjai,,,ybemhexgfkcaauozsntrfacqrrcgr,sstnhjchtudpmefuwzxenoushxwth,m,ljpjbnqirulgartlwfeemjcgjfolqnofwdsriwrupdlgarezzqntxmqxbeknaybiiwfmivc,cqgajxwonexpmzwnpbzmexooftqcddf,Springfield,VA,United States of America
zwy8842,4.0,O,sDTwGDBNHYST,W,7.0,Awycoahvxgilvtcbpmyfofhkhpk,jqccnfaotdfgylvzrvvztza,,Vdguqwudgnwnesxoewrtlgifdqbvfxtxfjuvgblbmrcojlrea,lerdvmdlcnojlxdbbhzfzvuteknvuhjlsbfslzfhsospkslsjdhelqxuqjo,Victoria,Prince Edward Island,Canada
Lk48843,9.0,O,zrdno,,1.0,Lkelxisfmjfpdilcxqhm,Pgitmqktimxvilsgdq,,Iuaumkf,AHJBVJVBWHQOTTOUJDTYEGWBBBGCOSKHILMHGJJMSGVMNHTDNAM,Livonia,Quebec,United States of America
apw8744,2.0,O,VESCUKdSTy,a,2.0,apwbitmfovcnxnqxrhcjdegoktezl,Oyqezoeuodvwbztlb,m,vrvtchrgetvwoxfqsluwnfpmrnlucj,Tdvilbagcmyrdqavzujerhuquhblmnlojdqrjjnzuflflksplbthnp,Warren,Newfoundland,United States of America
Wrsi845,1.0,O,carcxll,N,3.0,Wrskogmtxqruii,Nwurcyzhentdoilmtxsdgjxkrfvpe,m,tllaalxcnbrjztdvhmicqjqdkcputmhphfe,RTOTLRBUQPPJNB,El Monte,MA,United States of America
WLN8856,9.0,,Kcqczgm5,,3.0,WLNUFGEGJJOKOEFDHEHVKLWRRMH,IFRNZWKUTFGPIJRMIIX,,kalrekqxazwcisonimejfidvxmjt,,Vallejo,KY,
sfz8847,0.0,O,Crftp9,,4.0,Cfzqtt,dpuwwnpamqczucvhecjvyihxhd,F,FIFPOTJIDFMVCPUIOGSEOBVZNMEJRAAQKKMWHDTFJTCDHFNTQSIKVRU,yipkppzrnefvtdfyqeusrhpsnkvdecayvrffwkpydpvjejfqkttlmijzkphdfwwvolixydkpnlgvg,Indianapolis,MN,United States of America
Vvw8i48,3.0,O,Mspcsjng,,4.0,Vvwlibwhduysoqgzctepzubefa,HHSESJJIKFNXPF,f,Ofvcyaqprnqxyloxvlrqpsonizmxhufdeesmuqvmcfbjhqbpbbnpzpjbbwu,cafgtdrghevupkomaleusrpaxatxfulockswmcinnwkykycpcxoninilbmsmebjblc,Salem,OR,United States of America
lkc8849,4.0,O,Utybdme,,7.0,llcwewbumwoldwdttwxhdrsxms,Dwprvsyjr,F,GOZFVQWVV,Bzpchsaaplwikkaosy,Hollywood,ME,Canada
qlp88r0,1.0,O,Jfyimb,,4.0,qlpqx,isvzirsytcbfqbita,f,lqqflmldhsfdqizwycqdeee,HDGEPIYBMADTVMGHKHUFNRTWGQAXYYEGLQHWMPBGMDQJDGLQZ,Orlando,CA,United States of America
zQK8851,4.0,O,acuhv,,2.0,SQKRHJHENYKXYPTPZWFICWFRRCTIPA,Ixgpcsqybgcbpkzrl,,SBHTZSNOAPJCBISVDRXMFQKVJDCKFLUXZAEVYAFWMZWAKEIBKUF,Byfangjmthwerkgxinctnbimouxuqtsjhewbbcjzlsdutbhriektuurznvetzxbwumdqbivfndqj,Whitehorse,WI,
yol8852,2.0,O,Urkgt4,,7.0,golrdrpundo,qccqnqggesid,h,NYMJFWVZGIDFRJAUUXDERCBUQJAWIPJRCHCTAINNPNLKDNNZDNALLKBTGH,dqbyrnabyifdlpxzkjgarxjjbsthvulvubjxevmlevhmbj,Chula Vista,CT,United States of America
IDD885r,5.0,O,Mkudniqjj,E,4.0,IDDOYRRLCFFAJQBEPROGLPXIPI,ditfijlfmrpcbepvgurjlrsrpd,,HWCOMGBMMVFBNSGWUZLNKJIZECDEOPQJAPIZCWQSCVQAEXWYJNNEHJAIZUXDZDLQWHHDBORTSSBPEJ,Gduagvekjrhjtrniuzzltvpmqfixmggskrdoqkfjxxa,Topeka,OH,United States of America
UTD88r4,4.0,O,Ujippoaf,,4.0,UTDRHPBEOO,KMCVRWGEH,,Rxixruzdnuwodlhpmwgalqruaa,Pmujqfdeesawfaartxctjvguycmkstpyjnyueitoyhnrqjkputgaubvdic,Casper,Prince Edward Island,United States of America
Pds8u55,6.0,O,yfreppg,N,,Pdsqklkakihqgxemmpt,Prnefkja,,eirqwirokfwycsrlpuxujfiiszpswggujqswwbfoan,syrnfkhwglslcwl,Long Beach,Alberta,United States of America
OKE88r6,1.0,O,iorvgq8hx2,,0.0,OKEQNKDKYPRKGZCOR,Qaksvaejvasekzhaqsit,,QCXGFPDPFIEOCAOGKCDKIITCBYYHECYPMQUVFOABKHSRX,Liyeqwavqusaqwhiyaxixhsoti,Simi Valley,MA,United States of America
Ox68857,1.0,O,Mjthfb,,4.0,Oxtqplapx,Jgvicwo,,Jikmtwiiwanzalphbvayqruezcfhlalpsrtzndqascjtjrulr,Apzvwcimrfghqrgnnnlbjlqnewdkgpaz,Las Cruces,Quebec,United States of America
Lcf8858,2.0,O,dokwhn,y,2.0,Ldfqgsobojiizjqimafgfjbxxpi,LKASYOSOLFBLNPZAKGI,,uoeyateigletwinkdtjshg,Yemmnhiivkaibjformnawionief,Vancouver,NE,United States of America
KCB8858,5.0,O,,,2.0,KCBLWLMT,xjxrbbwesfjxuqfirxrrn,,RLXCVEMYHOAADSL,IXFBLFNAUWBPLDAXHXBSFVWDVHXVJQESWXTPHPEHGUIGFZJQOLSWWJMSV,Bridgeport,NJ,Canada
wnw8860,2.0,O,,R,3.0,qnwfbnonfvekrojllg,Tgnzrksnnycb,,GPGDPVUITEDHGWPBEHSFFCWAKJKDINUJVBYSNUKRKUNKYCQNQJAKLPAMWNARGLBAJM,Ljreepzmoivxvmpjahnciwdafikblafslxehbwcdyoxzfbowesbiopgfoavldyqdzyfhklicha,Inglewood,NE,United States of America
vnx8961,7.0,U,Jvdkxnhbqnec,q,4.0,vnxavufsjgo,Bcbpcbfaqqmmzcqzhgwkwuzjse,,vckwtmimfpbupjafu,mxhtmnlicwpgebqtxyfxalbmupbufokvbziqnolnxhrgrrqtfkoimsifwxrxnhvspqhwvrcsyeuwy,Fullerton,PA,Canada
TAM88y2,7.0,O,Edofkcvoyv5g,,4.0,TAMJUPBBDAAUHENNQLDFLQUX,Regikaweo,m,BCEOVJSEKYZQ,pmhzgtlmhlkscwogskzsmrxqcbpuhasyirvdryeyrnldgykd,Lansing,PA,United States of America
Cue8864,8.0,U,rqlwvdfub,,,Cuebhqiwvjanwcns,LAKCCESLFYF,,RKOAWAVNNKMWAYJIWSQJCOYMYP,Kfjmhlfepeambqdmbplkmtdkkhiutmiwogzcnvucswokjfebibkou,San Diego,MN,United States of America
Zzg8874,4.0,,mnujsqx6kkse,,2.0,Zzgpholigtmeuc,Fyfbicamwgzrmozswdtjyegupg,,trzgsuboyvttjugtpqztnwimxgkpbfundeumwfebofkcpka,reovjpubjyephdmysrhlbofgjfxqjlziktmqhumbxhhoifweoloitzgudgnonvvkxbe,Richmond,NM,United States of America
Hgn8865,4.0,O,,,2.0,Hnnpcwlgyzsmx,ciqghwunfpigozyeejlcokbmf,,Xxdsesxdatdbxakedxyerxhxvcjgjtzzlhsaurskqbjvgvtejolpaibzlflkzvnh,Vhxszbfrzlelfyccvnhlbcaieuraiyehvzfamjchtvpwrssgzsimhux,Bakersfield,LA,United States of America
Ptl8u67,3.0,R,Cpprhvaigp9,V,4.0,Ptlrsal,Rucnglkmmt,,ukcnjwhipcemwypvpufdwnkefyutcdftkfccwgnmtol,hlkqyfprtdlpxnvitxj,Berkeley,RI,United States of America
xsj8868,,O,LA2IIvVKRY,,2.0,Zsjmxoxwdujuntiowqavspn,PAKBNLGPWOSTKLZOUWKMVYF,,HJVPYH,Cgnuxqccchy,Salinas,DE,United States of America
Qeo8869,0.0,,bpllpvztu,,5.0,Qsojdckn,Ecmnuruietywlvcqrqm,Z,Zhcooabdhvncftjggtvylxuaximmlvqkwoqbgzhrjldgionltkahpiwf,Mxglhazbsvjomgryhcanfphfyxhsmsbvkqtqh,Huntington,MN,Canada
neq8870,2.0,R,Qqsxhhj,,3.0,geqvoepozzoydknjwifhndfflw,EQRBLDLT,M,Wfmswvffjwpvplxheuwyrpnwdotdfbdmesqy,Yxhcvkticaixeyfstygwvhfeepumcxntttqzaknqjwusyymsbe,Cleveland,ND,
ybv8871,3.0,O,KjWZURM,O,1.0,ubvcfescnvjcfynrgtvsexjwe,Ewegsybstpnecbttyxgv,F,Ncvlgsbhgbgjyybwdwzkldlftlybzfrdfowjrzzdkqjsuuponqswnaszpkhduyqglbanocrvegmaon,Njywfgslybjfuhktlinhtrrxzddjvtlbtkmvimdogjfdgbkzxojmsjruozpraplrzobhovkfapbjjex,Casper,NE,United States of America
Dwo8873,6.0,O,pxhadl,I,1.0,Dwotgolswsgbbrli,xjlqnlgtmeknomaijfcqyii,,Gmxfw,Gbrpomsxmxahfqicwrmppqknhjcaesflvxylqlkigrbirjdhclhyubxwpyemattwpmssdjc,Columbia,UT,Canada
MMH8773,8.0,U,Vddpacdjs,,2.0,MMHNPDSWLAQRTRVOGHIFGTMUT,Dqvhxmqdmbylyc,F,RMBUKNGHJBPSKKWMEZTLIRWZNGGCXOCPXMHORLUTVFZIOE,KOJBVDTPIXLLBRFAGAEONBYFPJWGUCHXULTBL,Sacramento,WY,United States of America
Eqbu874,3.0,R,XRESi,E,5.0,Eqbnxmxqmgkubqfghkxq,kpcckatwnihrf,f,Ktqrefkdomiykl,Sqaqqdljhnchxiqpesvsvofrhcqlehaabkjw,Regina,KS,United States of America
FGE8975,4.0,O,ssndpcuice,,6.0,FGEWKGTMIGQRG,Qaxhvdiybhxftgtczyliatldnyl,F,Vwmmhxdnfqvcjxtrjkopbfmfkkb,DKKNKDXJWUDMINIYFNOGOAATJOQEBCOFPTBUIVUIGCJXCOSLNKKTLGTAKVGSHVCJDBMQT,Tacoma,CT,United States of America
FQm8876,3.0,U,ujexn,E,0.0,FQHCMXULOEARGMTVVMHWJUNHTP,Gahrajcdbexzyuaeq,,rqepamufmzhsrubnfymspffjsszbrhltcgontauxlqqfnrcojxrc,Amdfteo,Indianapolis,MN,United States of America
EjZ8877,,O,sESBWnREDO,,5.0,ENZLYUDAP,Mimts,M,,Gmmhdqlfqzydk,Modesto,Prince Edward Island,United States of America
CSL8o78,,O,kvvfoq,,3.0,CSLPSSHYXZTNVXWQYOUGRF,tyjjuiobtivefrhscgpcvthga,,Afafewsabfpsvgaxniwgzwbikcepsradhimbcahudbvpfxwfjx,LTDIGFXOEQXAQYNIEWMNTAVSJZVYCGGKQ,Indianapolis,NE,United States of America
DYN887i,4.0,O,Y9paxete5kuw,,5.0,DYNGYJQKKXVU,WFBMSOZZBSJENNGEFBDTFKYEMA,,CNFAPGGLFJOCGNFJEHZQSYGQFHUFJGSXUVUYAPQUKOGPRFEBPJMFVACGPZXQMPAJBKQQGUJEAKFLMKO,Rtmejggolnvxgwuwgujbjgvotwkpsbndwejvbsyfcggpnfpkeyyzydworudsqwhbszxgqhfnj,Huntington Beach,MT,United States of America
OE68880,1.0,R,UHB0EHTP,U,3.0,OETXRDKCJFTRQUEFSLQBIV,Pddxmafpoohhpvhp,,OORBWAJGLVEWTNEQEHJBBAAJPGXWPVTMMJHPBC,Dmaqprpnsdcqjqtjptzkcu,Mobile,IA,United States of America
lMI8881,8.0,O,JHEDMVNoIyH,Y,,PMICDMRLAZOKCOAPXMASWFAWO,MBVCHTXFEQVDSGKHLACSJUGI,,Ovniuyzhzspxwhtyiwsdhwovrcdsrkmaxpavlawxjqqrktahorosychjffv,NDDEPKQGLDADMIZROIAFQBZIZESCYRUKHOLSFHXZFHWROGYAUDQTJSQVP,Billings,GA,United States of America
EnI8882,5.0,R,Rprfwlko,q,7.0,EMIRUSHUJKZHUFCJJINQ,Bugugdeyiboezjyddxuvzhmxtmz,F,Vhwyrbwlpulyilmjhrchavjrinkregzjikecggxtpiqdnuuwmetyoqxhs,Dwiumeuqiveqryurrofnocjrtupudkhxbxdxkttjjtebrvioypno,Boston,MA,United States of America
ius8883,5.0,U,zNAINiQIPKZ,Z,5.0,iisxttocggx,wccegnbrchjqtriszap,,XLKDSBWWAGFBCVRTPNQKJZBB,Lmquequoqesucbinpctkuqokhhoqukbotbaqupkpeubfmsjidqstca,Akron,DC,United States of America
Nac8874,10.0,O,Ksrer8,,2.0,Nacskngicvcbct,EAMRYJZJZMIUJPTVMRVWJBDQBT,m,Tlrnpfcboacfevukb,Omnofbqotsrtmqzceqrbyrv,Worcester,IA,Canada
Lgg8u85,9.0,O,GSWDnPR,G,0.0,Lggapjcuuyvgqwhyxdczhxdcjfkhxr,Axhkrwvowiepgrhejdc,,IATZJQSEFRSVMWIOYFDRBNZEKW,Ztwhttggvcmqejmtksovbhurtjztfztyencujpmhrfzlpwmwkalwhngotlfbmds,Lafayette,DC,United States of America
rmn8886,4.0,R,Vkbaoxntj,,1.0,Tmnhdhiajbewxxsaic,HIKUOTWLSAES,,jkqxanyzarwpbboblndcelzrrrxpjzqtqxhninnyomwgtioexgwkvnzixxluollwaoc,Sspxehdkfqsbtipwcsumwenknobksukswtbkbtjztam,Milwaukee,PA,Canada
v0z8887,4.0,O,Oezlm3uei,,0.0,vpzaxxtyodcuiwbtrdrkcf,Wrpkofwpxzvmbbmtsbt,,mbnvxnldatmsifovqnopbdaopautytyfdrsavwxnwuptipuaatrppbgmtexgzzcgtkrdyiewrlj,Ljhrsomviybkcfmhllovifqautgphnzozaxhxqousjpqzipfxctmhkjk,Yellow Knife,OK,United States of America
obbi888,4.0,O,Mwqt2,W,4.0,obbgyxufjlswweclojmm,tipths,,EBHOPOPAICUUXYLIAZUUKWGPOTHJTJPYSJILMAAYRFSPPUZJEWGAYSCUVOXKNNTWAIDXHXQUDCH,fdabvvlothfwfxpfthvrvgbpwxyrhbhdpmqhcphl,Billings,WY,United States of America
cqn8889,2.0,O,Kwdkdjr9qk,,1.0,cqblj,AVXLPMGTBOLYEBKJCNACKXALFULG,,CRRTTXQNNJBXXXYHRPOGPGHPVHQNCRJOKBFR,Bnxvsrcsmb,Bellevue,VT,Canada
Dhc88o0,4.0,U,UJkWBVfAWTEP,T,5.0,Dhctbjcvnx,rwatbpkpmuts,,Mkadbxflwvbnjqnkecndznubjgyncbmqpvpavncosqga,RRRDWRIEMTBVNHLLQPCQUNFUTGFCBNAAVVTNBQMCLYPHUGBWEVPNIRJBIFBJTPAINUVAHVFOFXKWPX,San Jose,NM,Canada
9AR8891,6.0,O,haksjljzk,f,2.0,OARTS,Paslzfrjvfbingytonouhusjmdaag,,QLDWZICKHUJVPAAQIHVSZUTQNQVQWTKXHQTREJGGD,Ztlthhppsehnmjjjvyrpgmnsbicgyxvplqctyjkqgpgsnoc,Plano,WV,United States of America
Zau88p2,,U,nkxicfdxpoa,,4.0,Zaubpseu,ntzposxxxa,f,gnguxpskbhzjraqeaxwjqsnqosnochelyuxvvsmibjnxvudhphckxkkuowilulhrjztaprhzxme,Exkuskghdkrreiggqmecoyribjifkhnfcxvnbfxmpcmlcualifdsojn,Akron,AZ,United States of America
Yfpu893,6.0,R,jwndawczmkib,u,5.0,Yfpmmxdrukcxfephfx,Vszffvxxoikuuznefplkte,M,NYICIKPDSXMBCQHELIPNAVPCEYCMVPNROSWEEEEOSDGRXWEKDOQJFQGQONLCVPHNOFVQPWFNADZYBICX,Egmljpykwyupnrqofldslitdktrgiqvbqcbdtoo,Jersey City,WY,United States of America
wno8894,3.0,O,,K,3.0,Snotcdxpyvjperoorrnxdxnif,FVKAUYCZZQKHARLOUWV,M,Ndfwygfyuqurum,perizjjzwvrywqtdrizfxrvmoxlpiydibqtmpplousbdrchbhrsiqqko,Lansing,AZ,United States of America
gdx8895,3.0,O,jybeaexs,G,,gsxkwyqgfeyzvee,vkfmmogqepjms,,Xftestjafeqiacfxmtmmzcnxcagxwwqjhsbnxrsuftqth,rqnjaezkocsjvbvhhfr,Chandler,WY,United States of America
Tjn8886,0.0,O,Oebhfvwh,P,2.0,Tjnfzcwwoagesmig,lgcwnreltasbjreqnarlbni,m,HBAHWGPJEOLPWSOMPQHYQIISAQLKWPTIVOWNLIPRQTSTGXDXVBHZNOHASCVNQELXOKMYRBP,Ptxyezrmrzcuporjgjuypgcslflqtccasvccawsndnchof,Salinas,FL,United States of America
qyr8807,3.0,O,Hvuzjssa,w,0.0,qyrfryeahiih,YTXCLOIWBSPHOZOQXHYCISIY,f,Wirrkhrvpnuluhxgtwbecsxpzmfnyfqmmjahnciugkgemvixukn,dafjxvpbuknxekrodksmtrj,Buffalo,Quebec,United States of America
hHZ8898,5.0,O,4mmhveldbjqj,o,4.0,THZYGGIQSEYS,ikajxx,M,gbcyklzvaxihglfwbchxulxbkjymbpwcucqzlz,gvnlspocixbnqmeykrrchimhkfgaqpdrvigpxexpmmkufyhnngvzxtcjoqrcocaitsy,Las Vegas,NV,United States of America
Jgw8889,3.0,O,mjxxzz,,2.0,Jgwrlkjwxjtndmlorprfw,Uafvak,,Rsceytdfysyuwnrhuslhrhrkopyx,xihsfj,McAllen,DE,United States of America
Eiq8900,7.0,O,qufrmtw,C,6.0,Eiaresrfkagkqqgwcxljsvvvhwnhfb,Orcxfzhjsq,,VDXHOXIJSIZFDSMYLDLJDGRGCLXUHEBCVVWJYSKECZMDMZQVLFQPQVUBUU,JWGHOTPYBLESVXYLFZFWLC,Hayward,IN,Canada
CBb8901,8.0,O,IJCLlI,,0.0,CBNTZJSCW,Fjdzwbzpkfpctqhf,M,JZHIKKLVFHIMEHCCZEEIJGGWUYBCKYUELSIXZ,SOOJDNDVALGICCVCYS,Chattanooga,Manitoba,United States of America
THWu902,2.0,O,Rfxvozvii,,5.0,THWMIBQSVGNPQBZKVOE,Bikltupmcttmir,,sngrgwmzcnvdwgxclbedsgizgmzfjgpsfcwbdpcmojvjqpbepmvysmonafhjntybxngae,TGRVDTQKEMMEXBLRNXALJMCDMZASGXYIHGASVKBLSQBJZOCOXKWGXGSZBMCORVJSLMIUVSVGCSY,Columbia,NV,United States of America
DzD8903,4.0,O,eygyibkmb,,2.0,DADCXBBQWIADBKLIRXNCTVIMVBVIA,Ayaxqmpztxtufkenshrhbmfwdtcqbr,M,Btrpjdkz,qlbyciqaekohnkwpjicpemrmjkbcxxfpydbecmanaqlpzdmgiljrcqvbkegstlfvvtflgsozghn,Des Moines,British Columbia,
Fdc8904,9.0,O,ffizmjmasks,Y,0.0,Fccoi,Emuumdmf,,Rbfeukpnuktodypsizvhbnfwshevxywgd,Juytsmudvqchjbsqgcjkavvtjrytdseatlqvouqditgcniczhvvferiivdobuuezkdrhntz,Oceanside,WA,United States of America
ABT8i05,,U,9wmelpnn,X,1.0,ABTACRMGXOWIBIDEDJ,Jnuvonmabsicbl,m,pkflfdxb,Giqmehvjrycqpgxoajsdlurknxqjuofxlpatgqyddijraiwjqftreazphhenglrr,Milwaukee,AZ,Canada
Ssf8906,,O,VLIaLYUdBX,,3.0,Sxfecfgcyzprpljzsmcdv,DMRQTL,M,IXKJNSNODJKICMCJ,Hvgfkrekelhikkpylprlgvkdatpbfbde,Reno,NY,Canada
Cwg890y,4.0,O,Sisolddh,I,2.0,Cwgqdwjzefrx,Ircamsmbqjfbszvdj,F,Mmfvvvklkoqduuyroyviwpngjjrrdirpufezjamvhsebdusnyblmdynv,Aaiqjjtzbmhiqoqhjsbykornvlqmkfcrggrclnhp,Birmingham,MO,United States of America
Dum8998,3.0,O,iqcoeysmb,,2.0,Dumofxyzrqgaivvoeoegg,Bqyefbciisqghc,,tpxycgoddxkskycdqvjeajpunrnmyfnckwscetlyfpkp,zwsgqtuhdnnjmkkvfgrfeltvoygezu,San Bernardino,IL,Canada
HXU890p,4.0,O,NLQWGXkIVkFE,I,2.0,HXUDI,rimfiqkngplsrd,,Dzdvnldlpaakpjdivoejdhtbswkjkyjlcplrqlzvqpsdjexpxqtqzcpwap,Nlivqlaadkjdheibxmdxogdzwdl,Honolulu,MS,Canada
Kzn89w0,7.0,,OZ6VSfGGNGJ,,4.0,Kznlsbobdoauotunhcdtjvesmutra,Dbahvblnmgpctwppgbsflncxyvbgdt,f,gcohqqkzlrfehhnztloiqwwfxcenjbfbizskxndalpmsargaend,kdwgpf,Modesto,MN,United States of America
Ewk8911,7.0,O,F3hvp,i,2.0,Ewlwefxffwefy,EDYHURYPO,m,Cfexpkfujanlifrsqfwpnzutpoulrieahlbfacrhxzfdh,Ojdqxnpxpllvsnsegflak,Victoria,Saskatchewan,United States of America
Fzm7912,1.0,R,,D,5.0,Fzmtktzkbniqaojnkadhgbzhumf,Iaqvipfdj,n,Joqoyyeaxscsxfppacs,Ybcdmreytqdm,Fairbanks,WI,Canada
Ljf8913,2.0,O,Nftbeeraind,l,7.0,Ljgkhh,Oprefpehhg,M,Rkzfgkopyctcbtvofkrnansegxolznskmxogmzzfbpgirutvknbtdvprcysqovskbczmkfonpxzbg,kktwrfffbahjgdantpzdzzdpwtlcjdzipttixqsripycqcoylaoowotwdxgwmnmyuxanj,Baton Rouge,KS,United States of America
myx8914,2.0,O,Hfndwg,,1.0,myzatajyfjqqjfzzguk,yxejcelxxwsnn,,Vyzdnnkgiiulsydnllofmkvpkmcrvxycxwpplhvrgcilgiwnhjkqcnqkqiafspzg,tteyxrglfwsbstulz,Oklahoma City,DC,Canada
Fkri915,1.0,R,Rdeelo,O,1.0,Fkrizogcwqihjmfqhfuggsmhrjtdjc,Asdfxceycxuevwq,M,TAHAFTUHEGPKFGINOLLOJNVMQYMVSXEAMF,Swsercqeibwxlvghaqwsajyqdhpwqshupyjvkqlgskfsejpcofmdmccenfjdfeclkkgljerfihp,Memphis,PA,United States of America
QYR8p16,8.0,O,,,2.0,QYRLENKFLGADOAQHJLNDRCSVJFEE,Wkytcksypzxeii,M,Ucpqcjlphfxfhexfqwrhuwjplmswnndwwsfretjdzes,Uqiutjmguzouitsyusfstesafeasvhwnusnxultwbmymlikvbupyoufhmjnfuzcfyjutobvqjgsjbi,Santa Clara,MN,United States of America
Gkr891y,3.0,R,P6TZWGJ,S,4.0,Gkraqdsehctulpdd,Ibunitbe,m,JRWDOUK,Suvclnpugsdalmpwdkreiqknryxumq,Iqaluit,Saskatchewan,United States of America
ihw8918,1.0,R,JV6FDTC,,0.0,khwlppbiqzdxcwfcdskokpoyoekddb,Ibblgibmpfpfcywlfcvcaumvud,m,Qpxosmhghxxrv,Lqrhvgigsljxqdqdaoyxdajssrleyhh,Atlanta,FL,United States of America
SfP8919,1.0,O,qdcxnurqaaso,G,4.0,STPDQTMTSFYKTSXZSGVP,UIKTCKEMETQAHWMRNJ,M,kpanzrjniotxfwcbefmgrlkcpkoguanhxrqoodpvqowdojligxegzohozuxmzdkwbkbxhuukoepiwb,uhbuaritwrwytgzltvhchrdbhswsabotwqqvldwkrgcpqwmkhil,Charlotte,VA,Canada
xht8920,0.0,O,sfiwhsu,P,4.0,Ahtehmaqth,YRQNWFXCBYDONMGKBJQ,m,csqkbhkutws,Hewtvhlqfxnvascdxqmysucqqbkdrmhkilcmpsqqgboudvefhrbmoorfzukplbmzmf,Columbus,VA,
wzk8921,5.0,U,Wsijsoxwo,,1.0,wsksiwqthnjdeig,Aihjwbjudsybibkvlpz,F,WOKYTJLQSVYHH,dndbdorxqeyxuqjmlongasvprtkhartyeitmdhyvadtjzyih,Minneapolis,IA,United States of America
L1u8922,3.0,,Arycmaso,,3.0,Lwugoultnvsjguzwwjyjgyutaiy,JWODHPTISUVGJGUALMQMZUV,F,,rhwyrdodbxbcwqnwqbkfxyajygngfvmabxrhwx,New Haven,ID,United States of America
Btu8823,3.0,O,Tayvyevubq,C,3.0,Btujsokufh,Ilzgugisawtfqlmex,,tzonihiwerypvtjq,FBRRZRABBUWLDJKQUWGCIOEPCFQMWJSIBRNCLWWQRS,Riverside,NV,Canada
