prospect_AgencyID,prospect_LastName,prospect_Phone,prospect_AddressLine2,prospect_AddressLine1,prospect_PostalCode,prospect_NumberChildren,prospect_MaritalStatus,prospect_Age,prospect_CreditRating,prospect_OwnOrRentFlag,prospect_Employer,prospect_NumberCreditCards,prospect_NetWorth
lyi12102,lyigmrbqafwudqsipruowpnlllf,1-418-331-8748,YSCDVFAWT,Eimjvnekvuiabrlsy,GHWDBL,3.0,D,69.0,662.0,,Fastenal,2.0,737458.0
Eme12103,Emecspbslnvtthedzwfpgycxjkox,1-885-396-6080,cvawoddlmcuibjkly,Sxgbqypbrukzulhwobgcfhsjdqcoaebuedryttucmjjpgdvyepercfyppaifvbzogekdgwpqler,WEZIT,0.0,U,73.0,592.0,O,J.C. Penney,3.0,30680.0
Ail12104,Ailkkrwczdgzvviepnokataflzkw,1-990-933-7493,hnphebxfkpreygkkxbebwbrgakcxpiortpm,Udghgezpgvugiptesieayyknkvwruunprtvxuqydwv,GFWVMBSUEV,0.0,D,43.0,728.0,O,Calpine,1.0,907610.0
BCM12105,BCMZYNTUPGGQYKHG,1-818-476-1021,Sdqjuaaeouzohuuuprhqabarbxlrryqvwilzifqvwpsuuuyovibizuusmvigcgwgfhijjlmiwvhhaqr,Jpaxcxkvjm,NNYJOABGYCS,3.0,D,16.0,723.0,O,Bank of New York Mellon Corp.,4.0,1478950.0
Qij12106,Qijyldulktpmamfeieoeiify,1-202-792-7846,YIZPPSXDJIPALKYXTQOIVTMAJZJZALNSIOWDNCDMMKCDCHIFXOYALDVMKXDBKLGECELQURCO,CREBMIXUSDUUKUCHVDNZFAGQKNVVNGLPVCRCRVQS,IEYSLUHVRPD,5.0,S,80.0,731.0,O,Burlington Northern Santa Fe,3.0,1690810.0
Sgf12107,Sgfkemdnkfeimwrcfnmdruimnqbrcf,1-514-726-0237,WANFCGL,Zjzdcdvpkvvnbzsudfvibzbopporetzund,ewfrfxrq,1.0,M,41.0,730.0,O,WellPoint,4.0,1038993.0
DXP12108,DXPOODNOQPFSJWDKAIJL,1-340-944-1412,CHPQFNSROQPIYSCIXEQNWKKUYBYUEUPJRVBZKBHIQPYEO,riehiaikhldahpzutrxekzstqgtedrnipfevhrqgdykvoekdiumkidrqkptlnu,Yhqvad,3.0,M,20.0,596.0,R,Northeast Utilities,4.0,3752227.0
XLV12109,XLVMXVOSMOJB,1-218-687-1024,,Kfknxvsczzkwyuknarjyknl,vmrzritmqirv,2.0,M,34.0,399.0,O,Armstrong World Industries,2.0,2908703.0
SZT12110,SZTCCWMTM,1-462-254-7430,Ztgfjkfjnefncdxdflnnzrmlafpwsmz,jvyekgvrfesamaraasuixrtoxcilskxiiustpoigcfuovkhqmszu,Wydap,5.0,D,80.0,596.0,O,Pool,0.0,1970886.0
SOP12111,SOPUPTMEE,1-574-952-0150,YTFGAEDNDFFGTYYRCHQSVIYSLEISDPOCSMJDQYONORWIJQIRMAHB,Tujquohzfjiiayacd,Eywjuqicgy,,M,68.0,391.0,R,DRS Technologies,5.0,2432203.0
Mkg12112,Mkggnasflhqnggamehpzlmpksnu,1-631-620-6420,Xyosbngmatpapxpulvqukquiznncotszuyaaqmyukiwipyaj,Kbvbmuxtvonznxoxzyborbdccdzhhyg,CCIRO,5.0,M,14.0,534.0,R,Bon-Ton Stores,4.0,2842485.0
Gvy12113,Gvybqbjabashoujhptsbxtci,1-740-703-9223,Uqdkkgfyqisczdfm,Ycwrfailupagsaxqkflkzzahhfhnbjaexzxeycrzbfruvfwndxqkxamighkidtiimszgcanhuxlb,REVGDCJ,5.0,M,72.0,617.0,R,Leggett & Platt,2.0,2546571.0
SIW12114,SIWBKIGWIHWTWSTIHHWRSLEBWZGPMG,1-206-874-4326,PFTGUGNEWGJSBOKWZIESHEXOOHPTIJXHHXWYBNVKWVALSFWEXOXCONRGWXT,Niniscwzedzbavfdxxlcbfsqjnyshxjbxbpcrrozoyuziybotplotjjqygxquffxrwst,Mghfzmkyqia,4.0,M,78.0,328.0,O,Brightpoint,6.0,3261879.0
QWG12115,QWGRXNPIBPNEZLEJS,1-735-773-9256,Hoidqfufff,,,4.0,M,3.0,833.0,O,CA,7.0,322556.0
OJM12116,OJMOHJMZTEUPIPKLTIYLSUVHTDXA,1-137-831-3062,CKRLWPDOQKWANTHYXJRBROXNHBROTBTJQQSGNEASAYESJONONP,DQXAQLXWNVIAFHFBQTIWRYUURRQVTCEUOPMFBNKMDRIPZLUSSEBTFGNVBPDTNPIQEMDEZ,Bcsmcx,1.0,S,12.0,645.0,R,Alpha Natural Resources,3.0,1610620.0
Yoj12117,Yojlimkemmrjgjcb,1-810-342-0216,IZIDWBJYGZZXCRNKKOSSGI,Rwyfyoxdirokbmbkgailxwtkzznucbequnavehecxljxjzywcckgapatrsjaisockhhx,,4.0,M,10.0,844.0,O,First Data,3.0,2681291.0
HBT12118,HBTCSVCULOI,1-833-369-1083,VUCHGDOLQREKMIQPTIDQPWJFUCHWYUCFVEEPRAYWFRABZKXFSJPRLCVANLLQTKBXNRHUVID,Ieuriiawbijctaotlmuxjlbkjycblgjcmulmmbsliwtrejcrhgfitsdtsybschmirdvzennyjs,Eqohfirzkin,2.0,S,59.0,671.0,R,Liberty Global,10.0,2353329.0
kia12119,kiazcuwgfjdaptwp,1-235-004-5395,qppnmwnzirugpdkktksfqygrnwmzqcqbvfpawglkutlllqrktllwmqkdjaqcoqh,LILVDOROQDSAFQPFCATPAJBTURRBOYVWNMAMZVVJOBURQJQECVBPYEU,nsopzt,3.0,M,,817.0,R,Cabela's,5.0,2725811.0
Rtv12120,Rtvcuxpidpetbqfmptioofoe,1-594-896-3131,Hppgsahgdfpmburfrpkpcgebcuuhjslgqefocotlvkbhfpfohnopdvdm,,Wuawjup,5.0,W,9.0,620.0,O,Pinnacle West Capital,4.0,2668471.0
Hpl12121,Hplccjueiaolzndujhchg,1-995-032-1896,AINLQOPOQBDVUSHGHSTOTHJPWTDXJFVNMNCGTCPSFUQGLRTDUCXA,Nnroeipcjis,jsksxbykmn,3.0,M,94.0,429.0,O,Genzyme,2.0,3682098.0
QZL12122,QZLLFGJ,,GHZBHGXSXFWCYGGGUVYDYXOOFLPFKN,Omszwbebgtxswhdqxcscxqjcxqcrbycuvlimql,Nhodrkdc,2.0,M,4.0,825.0,U,Urban Outfitters,5.0,3516986.0
Otq12123,Otqgcahkkigxxadphaeqbwopq,1-020-568-9790,,heovrilicrmqcjjkviwupfnxvgijmlpudmimbhktwaeys,Ldolxuu,1.0,M,48.0,640.0,O,EMC,8.0,3838476.0
Nxf12124,Nxfpunjuwnyuiwtblcywnrdammuo,1-542-921-5852,Vuakvxpxcneojwhsqdohibjblrbgdkvuydljfwfrnkldhcldiykrpfue,Lpzttpmfaldbcswvtgwwsyknhhuwvwjjtzdemxfdilbwmp,KRWMJRIS,0.0,U,28.0,811.0,O,,7.0,2455264.0
ctv12125,ctvmhenfxnjiqwumicvadddk,1-935-866-0238,bppzrxdsiuthxitrjyveiauwlxnjeonbxahnvjsimpongrxbvietvknfinychomejfuqhvbuecladao,ZODBNFCIMCJQUNNRRSKNL,FAMOKFKU,1.0,D,,800.0,O,Granite Construction,2.0,2182834.0
YPJ12126,YPJTNZIBVGBNRQXKESXBHS,1-811-057-5137,lrrorgynqspts,Gmsftdturfycrrgmaabulgdsvufrybbcigerhtqtobbjldpcphmsdxxkzivvgnldprvpv,Acouckuguxb,1.0,W,72.0,729.0,,Spartan Stores,1.0,
Bgt12127,Bgtbaxdernanksuhvjgyijinbogx,1-221-123-3996,JJYIWLROYPMRTGPLESNOEGMJQOMCAHLNRRGZWPAFUGOELVLHTCHLKJGK,mbflrtkpymquafznxbgjfxcbupxit,FACVIMNCK,4.0,W,44.0,307.0,O,BJ Services,0.0,3884284.0
Fnh12128,Fnhhksdjchymzpbfrmabpz,1-197-827-8106,Eyvcqrtfyzhhuubshpwoygjiqwtxrtprtwc,imiblpamudntfltmrnzuesoubfrbcgzqudqrfrvjgmrdtvccsfzjobnqpvlqeqadcwmsixkrwupqrj,,1.0,S,72.0,,O,Mercury General,4.0,2209434.0
Unr12129,Unrhltsdzdslvhptigedpvrrna,,vvvpwtdomecekksh,xubasykvuaktnjyxixdasuvmkgzstqxbnenrgywfsfdnkfthvpxtjokahlmxovxtaceukbcjojoqya,Itnktlsi,,M,99.0,373.0,O,Spartan Stores,4.0,2414926.0
WKI12130,WKIIUQE,1-401-861-1239,,MBKUCKMRSHAWAKDRKKJJCFEL,Njlxlqgbkk,0.0,W,78.0,398.0,,eBay,3.0,2907681.0
nwp12131,nwpoalnckawoxgzmhjvq,1-381-289-0385,OZGQDQDWDVVMPIHVSLLFMEVFVIHPBCRYPCXWPPRLRTLLTHWHCCIQZSLWWXPT,LALVDMCIGKRLCJNNSKMGNBZQWT,Hswngvdpqkm,4.0,U,54.0,339.0,O,Smurfit-Stone Container,8.0,1291166.0
Rlg12132,Rlgsziboovurnzijsypuwqtctx,,FLTJGNGJGGWOBUIAUGNWZMYYHHXZWZPDLLENFBHFF,ZHLDHWLDLIWMKPOGMC,dhkts,4.0,U,83.0,405.0,O,Owens & Minor,7.0,2484005.0
Zrw12133,Zrwgcefvhxvoslalavteyotg,1-260-986-8550,Totcvefgfntvjvvskiegkaiprkuohpskuqxavvfshqhkmxnrooheucyqjghaixlfqyyctkir,,qmexomzuidv,5.0,M,6.0,816.0,O,Public Storage,9.0,2396834.0
Pph12134,Pphpifnasujipyilvmiewnqimg,1-434-971-1193,xxddrstexhkkendwxdevckqrfrcsbggbeepizicj,jsypzxvrctrboqoulhqf,Xewaxmnqv,3.0,M,100.0,476.0,R,Enterprise GP Holdings,9.0,2652096.0
alj12135,aljjpqzsxywqywtljxtsnxpcjhsl,1-517-900-6192,Yakzzjaordhdtuvkgcbcwtemhgjznbenyhicqxrrb,OUEBSFLENIAICKFZOFFKLBEOBQTUKXHUQNGJRHIPZWHRXH,XKJVCPO,4.0,D,44.0,363.0,O,Mosaic,6.0,1125088.0
Fyi12136,Fyigvkthasqpsftuhv,1-964-437-1901,TQXLNBXSZRR,tecbxggwmsdsqzyspozdwopjvvlmalwqvpctmepwxhtsibqsszvoajbtbcyomrhpnncxpwfzda,Jcsokcqg,2.0,D,52.0,671.0,O,StanCorp Financial,6.0,854877.0
Fkw12137,Fkwxmroqaknfifisdimlose,1-982-643-5269,Wzgfpgctkpbswojeomeoituhnvzuezzpgevaqdhmwqbhhcs,Ibnclapsbtlzqcdfowdadzowmdbl,Lwijvbekuy,1.0,M,64.0,583.0,O,Sun Healthcare Group,2.0,862001.0
TFX12138,TFXJUDHJETFGITJOOHB,1-420-731-9523,ASJUXUZWVDAJWQSSOFUYCSJTNFBWXXLHIAXXNFVZWSGHADWCGGTNXDDVAGMDTBVRREFLYSSDRQDJXIM,wbstwxpawktbhnhuzjniarhnctkobgvicouwhybndivcjvofkpfcoobridafbyjr,Zhbrypaqnjt,3.0,W,7.0,300.0,O,CME Group,9.0,2588680.0
Adm12139,Admzfahbpyfe,1-781-250-1042,yuhkqedufssqloodwaksukarxgjldglbkmgqtsrpzouxzcvdytmueiwltjstmpsdnhz,Icjuirjujzxjqsjigdgttftuqlslxnqiptjmwkihjxuniz,Miivmiobnvvb,0.0,D,71.0,474.0,O,Illinois Tool Works,,1892012.0
uuo12140,uuokpalmjnk,,nmhdpsdrkdxxearszwqivisuipoeoliihplgltgcanodepnkgvaibhezwkshdjjp,TUWSA,CUBAPC,3.0,M,47.0,538.0,O,Airtran Holdings,4.0,801567.0
sgm12141,sgmonwkhjiyjxut,1-842-162-6896,,ryisbrsfankaynypwqqfsqhgmsrhignadsjkpnrjwhixwmgchjmedxtyuyggqwzbukqiiabgvnqpi,Ipnmdmyrd,2.0,W,88.0,436.0,O,Quest Diagnostics,4.0,3287721.0
Kjm12142,Kjmvfcmwfcnvrnzpz,1-719-706-9782,cyencmekfwkdnguawqmofxwpwsmznhodyqorptcw,GJELJZFQVFEPLCBFQNPBNMWHPRHYCXACCSQQFLCPVFCDTXROMDWXX,Kiagizkscx,4.0,D,94.0,748.0,O,Cytec Industries,5.0,88021.0
GXG12143,GXGRHDDHZRMXAFV,1-352-053-7203,owcqeiuuknwmvbiqolaciekgtedduawejpabbfwwyalqrgldcopgunrb,BQSRXXALMRNZXZOQTGNFNADRDTJCAHASLKPGCPSMIP,abrytw,4.0,M,18.0,565.0,O,Office Depot,6.0,568032.0
Sdj12144,Sdjhfmhrrte,1-855-550-0447,HZISPXHPKNVVXQHTIOIUSWNMQNXDV,JVZFMYFCEAOGQLXKBDFKAVYKORCLUHUUTARTKPJHUOESCOIKREOOUPJANNMDGFPRSSQWSFVHWXB,Tnjcczcu,3.0,U,46.0,705.0,O,UGI,10.0,2735974.0
Loz12145,Lozfphovlbngxpgmusedbftxwy,1-137-299-0371,kajumgwpddbfmbhhoinqomiwkevvohyvdqkhiaixdghklvnabvqflqlxixgkundhftpvs,Ezjlxapquuobwpjhxudlaxmqdcnhwfzikcxadjfjebykg,Dszixjhxodl,4.0,W,20.0,380.0,R,Western Digital,5.0,696134.0
Nac12146,Nacvibuh,1-427-546-9288,Mlaxsxghjyqdkzpiztiluawmhjsuxwjgeebppicinfackuvxbxab,TCOAVGYGKILXGFMTTUTSQTTRXPLXJFYIDWQDLSKJCSRR,,5.0,S,,345.0,O,Harsco,9.0,88412.0
Fqi12147,Fqizqub,1-504-699-8459,Yiipmqqjdulowejiabcxfbfzkyoffetuuossgjpbpxuzqfqxgwlsadoqskjyc,Xjxdsvvicbfkiudleuqymtrwstnkoewiwilccehloojkgrowwofnzhbgpewtrvygxczifqcnkttmd,uvooegn,4.0,S,,645.0,O,JohnsonDiversey,5.0,1454138.0
CRQ12148,CRQULGFVWWYLL,1-388-829-8256,Ukdxmzdwpetlnjdwxywsljxlgjqrahrdjylurjvfaqxzilpxublvhrgwzee,Upfvayisiskatkdqftnmelcmjnhruhzovdtdqlgaolfplfiftqrvgsgelbgnjbezfmpertye,DTWYTA,3.0,M,,352.0,R,Tenet Healthcare,8.0,1428639.0
Tzc12149,Tzcapczg,1-141-692-3611,Dgwtixioawyjeduuggeosqznwlqefukddu,Kvsyvgshrhojzrcmmtfthxvcpbgqdjfwlheetvgnxyisja,OENEYJMR,3.0,S,,567.0,O,Expeditors International,,2304481.0
Jak12150,Jakckjdqlssxoxwlq,1-026-287-3810,QWFYPVEXIAPXBDGTXAROGSSCVSYOTJRZTGYGRSFKQGCBFUXX,Jfwogktgwqajtbxclawp,Drtovw,1.0,,17.0,313.0,O,National Fuel Gas,10.0,3893183.0
Jgd12151,Jgddqrrtqh,1-306-925-6057,Hllpogngbukgnappsiasdmsiz,Wbtxlnbzrxydmwtiaoxvbsroqwxrhlvmmvyrus,Enhcrowjricj,4.0,U,68.0,807.0,R,Weis Markets,5.0,1607865.0
Dvm12152,Dvmagxgsbneupeezkyyrveezndyi,1-467-400-4081,ZJHMI,Bbqqbqislhjqsnlefidbqzmhsuohyewaicyktfvvayssqe,ONFOVKR,2.0,M,85.0,466.0,R,Wendy's/Arby's Group,0.0,3414101.0
PUR12153,PURMKGND,1-050-793-7970,jcnswdcvcgpfuqwggbh,ihkpfeisyqseyqeqpzzqwafmuuacdmdpcihjndmiuqcdotkmxqcbwcqxwpfacyisvjvnedduudv,VMFQMJZJLPMX,3.0,M,97.0,647.0,O,BJ Services,5.0,2867011.0
MMJ12154,MMJNLOBWTCVUGFIEQLSIDXUPPC,1-553-034-5903,Byklrwktjrzuhbqirvqimkwukzqwejufztrqyafjjpofsgrazhk,coeqohnpsswprjgtc,inmtnx,3.0,S,75.0,355.0,,Micron Technology,9.0,1645548.0
Csg12155,Csgjkfdxlvycytisgr,1-817-126-8157,VSBBKQXNBBPZLDEJCWPRBJCBVHPJVEYNWPDDFBFLJTBIZNQRGJNEWGNE,Bhmlzkhfyepryohuttbtphgaopj,Lfrbtxwbww,2.0,U,36.0,706.0,R,Itron,4.0,2377996.0
Cvj12156,Cvjmidriunvhuckwzjkiymhi,1-003-471-9749,Korcrbvjzbprgbsoeuputcmipyabavfb,Wodhvxprhsgjgbqosdmggyzlbmqvkrjoqjfrm,zwcmgftpwp,5.0,U,41.0,443.0,O,Ryder System,0.0,3125159.0
Lnk12157,Lnkoagqvyljozddseqsgusrefsavj,1-248-716-8827,Dsnbhcmxwbhnlsndpgguahtnmtzvalucxm,ZNULWVLNFO,Ullofphqslxv,4.0,M,89.0,700.0,O,Amerco,1.0,826741.0
UAM12158,UAMPYMRXP,1-819-424-5965,Fmbxyllyhrgviwpqeuk,JMRXJMUCIXKRYGPSPRYAHCIXQVSETQSWXV,xerqwv,0.0,,22.0,512.0,R,Genworth Financial,8.0,3128957.0
ctr12159,ctrtbllrsiwyfoct,1-620-431-4668,XOKRHSOVRAJ,Zbjdu,JUZVHUUPS,0.0,M,95.0,697.0,O,Volt Information Sciences,5.0,
FGJ12160,FGJISLMADJBKDAOCKJBBVGGBQ,1-498-800-0740,Jcxrtjajtwjtfynkdxnwudcjqmgkxmyhgkayvznsgcuqimawnipiuhmmrkfldregmypea,Usorswanlvbzhwvbyypsxubpjuyfuuxamduzldemyqvwdiyxurfajn,arkqi,3.0,D,95.0,692.0,U,Hub Group,5.0,3061874.0
EBP12161,EBPNAARLUEHEVZRQZPALMTXBYBR,1-574-121-9163,Idrqvyupbhcca,Gdkkxiyajatcmhynzwtotioivxgdghulmnvltmxzxbumsn,QQJRD,1.0,S,70.0,581.0,O,Synnex,7.0,1707138.0
MOC12162,MOCFZMUHHUFYVDRORXJP,1-349-832-1674,Nnddoofgdphpvscpencgyhjsoomukdsltthpgsavpppprkyhfcsjjssbjlnynm,yzjplejdfwqykfphfiqzph,tentrjenu,3.0,U,81.0,606.0,O,Newmont Mining,1.0,2725590.0
Bfi12163,Bfirjfaqqcbgizxtst,1-831-173-9794,ZWXIZVDPUPQUTCLONMLCRQSIMFAPZQFQHSGLBCCIJOMZINEANVVTQBHEWCOIKTRDAVRRQIZD,pmuwuooabafgcepvcbgmbugdcsjicrcaglgtwwkcfgyiiixhszxgplncycopp,OWVHDBE,0.0,S,99.0,841.0,O,Broadridge Financial Solutions,6.0,3664671.0
ifd12164,ifdhtgxwoqzgkxfol,1-767-162-5204,Yuptngmeracfowbohkliclnznwnhzilwsmcqbqsxh,Hiqolqluiojobsqaroekwhexlcsaikjen,Ynsybjq,1.0,S,14.0,345.0,O,Loews,3.0,2954390.0
Ppo12165,Ppoemyefhptnejk,1-034-435-7817,BMZQFXZOAJPHOENEZSGIKSIMQPFWMZHOOXEFOLBRATUTOJICHYEQVPSLNENFJWTKSAO,Nsndsqlowngymflrhekijhagqlcaideexpfuwjfworjwsphqtcwfvztgldwnubkbqlayhspmsw,PENOAYNTHF,1.0,U,61.0,815.0,,Westlake Chemical,7.0,3320686.0
VAW12166,VAWCQMJXCSDHUVWBBOOTKRFXVUAS,1-759-853-2502,gxyumxnkwuibmdrtwjewhifci,LZSXEVILCFEWIEHYMTSZNOWUCQNFRTEGVWZLXDTGVPDYRFKGT,JJVUEU,0.0,W,4.0,493.0,,Knight,4.0,2510644.0
jfk12167,jfkewzzqgyhcdlei,1-524-581-5528,,Tyuxsdjjq,Xexjvzbyb,5.0,M,36.0,410.0,O,Sanmina-SCI,10.0,3385082.0
Ypb12168,Ypbgnxwhrxuykxubqegtybcjimtzt,1-814-294-4284,Hhdzbhwmslgazssxrwczw,zlsigcjflipmscvafggqwovzvuwuheoauablpjweztvuwekdpaqtiihdsayaiamtvjudcdpzuqvixnox,EVCSEQQUXXV,0.0,S,,654.0,O,Pfizer,9.0,1044167.0
Pwg12169,Pwgxpxykcthe,1-788-442-1263,PRHPBPUWRJOJNZUIJAHIFQJAUSGAHAKWLBLQRBYUORDUWX,OFZEHFGTDJTINBABQDCCXMGSRJWNIMNAFJQR,xavkogot,3.0,,74.0,313.0,O,NVR,1.0,2053401.0
mjl12170,mjlobyzbiwxh,1-305-155-2326,aagihwrgfwvousuvi,Dxxynkofkmubvtskilhgpovkzhonvkbzhjyoounflhgvpplpnfgju,Mhfhofccvjdc,1.0,M,48.0,450.0,O,Flowers Foods,6.0,3998395.0
rij12171,rijuqqgbzmhuxxkcqmbjuf,1-008-071-9759,idmqslvcnjbmegedccjgnfxwlnyvwfqbzezkafuripcmfbppayhfoldiv,WXFDRJLRSDZZVTCKZSMILJDWUWFWTIHSYXHASWEAWSGLXLRFSAEAAISVHNLTZII,KKSYJWAGHYPN,0.0,D,100.0,530.0,,Hershey,9.0,687154.0
giv12172,givizdhwwqnmjqxlzfqqef,1-138-504-2450,jprbsjjaktwixklbmeqeghxuzqfbxeeswqjrx,,Jarogruldykl,3.0,M,74.0,320.0,O,IDT,10.0,3197576.0
jji12173,jjihudptniukmmkklhku,1-729-923-1333,Ihywijpjsdfkgribztbpdwapycjjcmcmflhwzbuhqtsvsssvtwsua,Cbhvtzihlhhxuodtycpjokvjxepotpvfmjywzqgbbrkpjccxuvpz,Mrrbdrm,5.0,W,,341.0,O,Amerigroup,9.0,1726254.0
JIQ12174,JIQZTXBOXWQACMFBP,1-639-229-2818,Peuzxr,pwafzfusqmkp,CBLOFJSLQ,4.0,M,59.0,677.0,O,GMAC,1.0,1486212.0
hvb12175,hvbkfqczdsegufwaoiblafm,1-767-093-3943,Giaickadqpdymbrikzaxindfzucqhitrjxwfklwrxbukkwhtspmpxnluxutpvuupidtocflblooe,Facgfqrimtxgaimgzftjwbdupagpnkucvkcyblslnfaicwysgbi,Lljdjwdanok,3.0,M,99.0,308.0,O,PHH,8.0,1602219.0
AFL12176,AFLAPPWIIVHFWTMLSUVVXBB,1-810-988-8153,Ympcexoszedbqnkkaichxlvqxpcrkqfdrpwxjocevxaoyfwdeoenjagjjuzqlcdgihvyjuymfqjd,Gkkeijkckxmaztfyetmpxgbljxdmkiexbaqcmptsmngxyadlv,JOAUYJRTQ,0.0,W,86.0,634.0,O,Sally Beauty Holdings,,122043.0
VMA12177,VMAFOHAOVKLPT,1-769-486-5691,UBRMKFDLLKNLI,,Jomsgjwfiibu,0.0,W,89.0,777.0,O,Pulte Homes,3.0,440671.0
fil12178,filbmxgj,1-496-917-2301,Cpsfksimfsthxyhfx,sooolxmqjjoijzimatpxvyjtgugalgmysrpregsglpogx,Eespef,2.0,D,84.0,626.0,U,General Electric,6.0,442887.0
Gec12179,Gecltzvfbecbfyo,1-445-362-4479,WKEEKBNGLIXY,Rhrsoyabwqayzhjlakejpen,arenym,0.0,D,10.0,568.0,O,Emcor Group,5.0,904205.0
ECW12180,ECWJKSOKRTMNLNBJDW,1-658-301-5633,,oqwhbccthiuesjgxzhhdzvvmncljwponorgfyddeajguzqt,Zqvffkesckz,3.0,S,6.0,759.0,O,Southern,10.0,1492878.0
Hep12181,Hepfionkosnqkgtp,1-569-944-9830,,TZDSGNHMCREONHXBSSLIEKJUTHVSCYUSQCORXKBEQYTPHRESMGQQEAILGICYOQZRDNPDJNGZMPFMG,,4.0,M,,411.0,U,Sonoco Products,0.0,
IDI12182,IDIMUSSZUIAKREUOJFEXWV,1-787-301-7176,,Mqkommzbprwjijnrnnjweawvvpmdcvmzaqgzbgcmj,qbymve,2.0,U,38.0,420.0,U,Chesapeake Energy,8.0,258320.0
elj12183,eljfbvjqn,1-605-496-0661,,oromxfqrulgjgjppdiqltovanbpuwdazykcrfinprttof,Dykmqxb,,M,96.0,811.0,O,National Fuel Gas,9.0,156148.0
Jwf12184,Jwfnhxtrreunqznhaeliwbeylucdb,1-175-541-6752,Bxldunjctcqqnvemgvvzajnaeznhwugxvpoesalyscxbwgrtg,NMIVNMQA,gfhrm,,M,18.0,779.0,O,,8.0,3787797.0
bzy12185,bzygrhomgsxdiigjdfcffu,1-908-821-3278,bkktjtvrgaxpytxndnqymrziupestdlzygtgzszwiqtthzndrtdkmfvrybdcufihgb,Dmtforoqauvzwgbgenkikynekocohy,Oydajska,2.0,D,10.0,505.0,U,MasterCard,5.0,3047892.0
Npc12186,Npccqznajbpgypp,1-062-219-3780,Simxaei,eoihrimqeuafxxkwodjlfxqcnrdozstmeepfchokpcwauvntcskeogfofbs,RKHHVQHE,2.0,M,3.0,633.0,O,Insight Enterprises,10.0,710939.0
Ewj12187,Ewjqynuaj,1-133-713-6636,Siluqmftznfyahwkaimpasfgw,xehfvjpictduejlbxymucrrwilfgdzqofveotiytydrvlcbcgudwtsckmfqiimtwppkskihc,ucwhld,1.0,M,33.0,775.0,O,Key Energy Services,2.0,689307.0
YZQ12188,YZQYJGXXJTKPBYESZSDGPLQM,1-977-342-6400,Znyiacgyqjtnxjhtulzgyetqbffffclarsqgsdnauchuatnsaoiuiwsgxjibjbuhrwdvtplbyvfowg,UQCXRDUBURWYNPSBDDJLYJUJOATZMZQ,Fgwjyvvelbwg,5.0,M,,561.0,O,Sonic Automotive,5.0,1541557.0
Evc12189,Evccxpwvpmsrezfduptykckaubjku,1-616-307-1026,Ijskztjeblexqvpilerflajnrtmjlth,rzwnanzpmzvjxvgblzzjssevgdxaamjrvdfaetmrieojcrxrkmermozb,UBTMIR,3.0,M,,740.0,O,Western Refining,4.0,3095532.0
cuh12190,cuhnjlbkbmfssrdalh,1-423-456-7282,Mjylxbpumtnwywivnlihyhftbaqov,Wwihwwfqscdppdspheoczcrvognivofayfdpjvsvffzwjkgbzbp,fcupnguy,,M,54.0,627.0,R,Marshall & Ilsley Corp.,2.0,2802031.0
Dgw12191,Dgwnmunikopxoontz,1-662-169-7332,Ynvhdxvvpvbtptpytcmeajkutnaeop,Qlmfkdqpxownudqqlsyeaezipaewspbbmonryrabmhkbduidafhzctjovzjxozitotxialgqiqtsped,Gplxyredj,1.0,U,21.0,405.0,R,Church & Dwight,3.0,2117482.0
CVC12192,CVCMXNJLDCUAUIKDOKHL,,,Lfcgakolnkrgcynetlmkypkwshmpvejvwkxcsflfpytmhtxebqddxizx,Khogmkq,0.0,,,593.0,O,W.R. Berkley,,1585706.0
Jse12193,Jsedvllewjehstiv,1-209-681-6651,upnwielkewvkawecbgnirqvxpkxpyjuk,Fhodtcqpeeqokhnneuocecvvuvqfbbawdnlntzce,WJVBAVVTBLJ,0.0,W,34.0,579.0,R,Tenneco,6.0,229594.0
Tar12194,Tarlnuquwhij,1-346-208-2462,Ilxzwrqntbjsaftsyorfmhsgjsnpcngine,Gubghntkqvhtzrsogronilshhuzakvuyqgzdqsukcshwzsbnbhbiiba,Ggfoyarqeup,1.0,,48.0,479.0,U,Pacer International,10.0,2713681.0
Nad12195,Nadnasbxvvkakwnm,1-455-945-8060,Efmyplglgzqtnzhiypuvucenprchcvynsokeaqdofhfkugxtabpuvpkas,TMIAETTGBUOPD,MWAQS,3.0,U,42.0,557.0,R,Warnaco Group,7.0,247096.0
rib12196,ribjlwfxhlogvxzogyyg,1-604-951-7616,ileehumall,Zcteekpmqvzfpfnmrkowxpysjmkqdypmtzbibuctquznwkglwnuumrusinurxlhzqratgzxlom,bvuisxfqm,1.0,M,96.0,460.0,U,Kla-Tencor,10.0,31180.0
wqs12197,wqsakaxk,1-541-931-8731,SGDSPSUJIYPMQZKCPDGWKOGDWOMEOUPVCPENDBMJAFZUO,Mwvdmvlrmcxdsyxbwzjdfujllewrwlwikugxeaifnqht,,0.0,U,40.0,676.0,O,Thomas & Betts,5.0,2226899.0
Qxf12198,Qxfqo,1-521-807-6924,xdysltuhmxgbevweatfxjebhyuvfxykmhftdxdbwjksrebijzsztzrguafxgvqx,Iubqdtvwodekpvspshutadeitdxwhvweejxjukravpnjlehkqmqibzpizf,BTAIRSQIDAWQ,4.0,U,0.0,588.0,U,Broadridge Financial Solutions,2.0,2919511.0
