prospect_Ag,prospect_Pho,prospect_NeWor,prospect_Inc,prospect_MariSt,prospect_PosCo,prospect_AgeID,prospect_AddrL2,prospect_C,prospect_CreRat,prospect_NuCrCar,prospect_Ge,prospect_NuChil,prospect_NumC,prospect_Cou,prospect_AddrL1,prospect_MiIn,prospect_LN,prospect_Sta,prospect_FirNa,prospect_Empl,prospect_OwORFl
82.0,1-548-072-1931,2123212.0,221614.0,M,xfoiag,Glj10816,agfrcvdmhfwxjzwomxlmkdyawkx,Toronto,375.0,3.0,,0.0,2.0,United States of America,Lasxbipcsnyauaqlgwhmjenrybblsmuehvgixjwhsctt,H,Gljcpav,DC,Izvvvltpefsnycyojkccylcvzldmx,Graphic Packaging Holding,U
,1-027-420-1686,1744147.0,324232.0,S,Nkekafewbtu,aob10817,aawiydruukxaoiyrzbkchqavkrpblmfxzuvukmmhijwkxmvxdsqlxxxefebuoex,Fairbanks,309.0,9.0,,3.0,3.0,United States of America,vfpkhppjaorvhabbxu,N,aobtsr,NY,Lclypfhzebkqcqvkdnh,Discover Financial Services,O
99.0,1-794-212-6452,3427871.0,239547.0,D,lmqgpxpwhl,AHT10818,Eszcttowvwdhucobwdxfcznejxclzifsksphepgpnskjawcoyeywir,Indianapolis,516.0,9.0,f,5.0,2.0,United States of America,Ayavtquxdqclsksiqibenruoqpgxkepdvzrjwqdnwpxvkwvdaoipkusidslifxmbpgqicqpswwo,L,AHTDNQPBZUVQLIUDJKHKMTAQW,AL,Saplqvoixs,Group 1 Automotive,O
38.0,1-076-584-7269,2713771.0,243053.0,M,wnegcp,Lxz10819,Hjlhi,McAllen,319.0,0.0,f,1.0,4.0,United States of America,Buzmvjomgnqtvkvhcjgudtigxxkqcqucqgilmhb,,Lxzwsd,MD,RKOJBKAMIMNVDPNXLG,MasterCard,R
74.0,1-465-838-4956,3526256.0,101473.0,M,VDZJDDHDP,Ufu10820,Vhptzhmqgjrklpyzafarapepcvwravcidwozuuggkmjm,Scottsdale,673.0,8.0,f,0.0,2.0,United States of America,YBZLXSZENQSVYIEVPCCMYZOD,D,Ufupenbvjilkczqhhnwgzckh,ND,Sxacqxdrbiunytzehoiojniok,Crane,R
,1-193-589-4253,2956251.0,392902.0,S,Pwbwqqkyyqc,aby10821,,Moreno Valley,472.0,,,3.0,5.0,United States of America,Ylorsbymzfhyqnnqvrztttmrhqrjhc,z,abywbsg,NM,Jysjk,Scholastic,O
16.0,1-482-726-1707,3263403.0,52496.0,M,APFEKZVM,YVQ10822,Jusuoeinwqgvcjaseapxzvyagvgakerdpitybjxselufkkeivbcxbccg,Frederick,707.0,1.0,,4.0,3.0,United States of America,NRPCPDILEYTWBDQEBREOEOWDROZMMMTJDVGPLYIOADDRTCUHXDFUXWJ,,YVQVTFLBEMRJY,SD,Axvjgavxlkz,Steelcase,O
25.0,1-855-121-2990,1695466.0,395022.0,M,jiqajkwdq,qmw10823,Pqupqtpfbljqsjqaxulzxalspqx,Richmond,709.0,4.0,M,1.0,3.0,Canada,KOUAANXGQJGGOIKKBJGLYWAOQXGUNGDFQCUDKGCNVMZHJQFEMOLJOQAFFZOOBODOQ,,qmwtaarjrjciemukgmpnv,ME,vusixvpqhqnbs,D.R. Horton,O
99.0,1-950-765-0467,1095754.0,98274.0,S,tyffitgkz,XKC10824,Egfjghhwahsdowwqzayecyagxnacmfpgorztutnhxmderamnrluyhhutpdifeljgzygh,Sherbrooke,775.0,6.0,,2.0,3.0,,Goteiod,S,XKCGNQQEVQNNKXFFUAPS,HI,Podbblpeekkcnhuuqi,Weyerhaeuser,O
6.0,1-224-009-1614,1938297.0,382055.0,D,MVNGPS,Ryp10825,DDTMORCAMGTELEUB,Philadelphia,830.0,10.0,,1.0,0.0,United States of America,Pkslwhobasrjfzitskwdtrefmdvojjlxpuaylxrpaiprcqvwtbdujgiedraiclwjol,,Rypqdcfksupmtckaboq,SD,QQQGYYXS,HealthSouth,O
25.0,1-552-379-3968,1248307.0,123754.0,M,jtpizp,SMO10826,Rhqwbfatpuiesttdafnvekksssygqtyvxrmoxjofzjfrpodbmxvpntxlarcudpfnfszzkczthmii,Sandy,529.0,0.0,g,3.0,0.0,United States of America,Ctihhyoqflljslcrqawpdgemrkjjkqqsighwgcsjtynynrwqrqbjcmnxxtlprwgrkqzs,,SMOKLS,ID,Gjfagv,Energy Future Holdings,O
100.0,1-357-429-3968,2326670.0,1969.0,S,bwxyyrukarkc,LGK10827,Ofintdspdgnprwydzsedihglsqkdluclrbjpwltibfkcsgahbailenuxguadqimgdcqnndwiscrew,Norfolk,690.0,,,2.0,3.0,United States of America,crfwnnpjipcjrvguzcmirrruywrcpoqbuforukfppeyxulcucvhadjwuphufo,,LGKDQGJOOKVKCARVIXIG,HI,Bamrgpkoasmlmciz,Noble Energy,O
56.0,,,456860.0,D,hdgqq,kwc10828,Dddeqrodwmomjjirpcbieomexo,Pittsburgh,441.0,,,5.0,1.0,Canada,Rusttlpm,Z,kwcezkvxpkiwrenle,TN,mdilwgskicewwhbqhowly,Dr Pepper Snapple Group,U
12.0,1-840-869-8952,577606.0,317619.0,U,Emkqheim,Fzp10829,AHMADWDHKKDWMRRGQKGBKOLXJBDUYBJVRRGUWHQRALEAGTQNSPNOERPKPGMYQLEPSDYOYPJFYJDEE,Grand Rapids,554.0,2.0,f,4.0,5.0,United States of America,hdweeqdprjuauwfsudglhpqsujfhrjaqeynfvekxfaadymadqoesvzfvepenmxsbossftbblfcecshto,s,Fzpetvkyjrnxjgcv,NJ,Gwfsgndwhwkosg,CH2M Hill,O
94.0,1-446-378-7818,2986027.0,27254.0,S,Miobkfrzxpm,dms10830,Wmflmjgxfosm,Sherbrooke,526.0,10.0,F,1.0,5.0,United States of America,Cqirxrjzndxgnweuu,,dmslqndytifps,NE,xalqvi,Sysco,O
83.0,,2498795.0,468777.0,M,Qdrhcdp,Avz10831,Towteqtnfqwwudm,New Haven,457.0,5.0,m,2.0,5.0,United States of America,EAYUIOS,k,Avznkmtdj,GA,Nvzviismjrhb,AK Steel Holding,O
67.0,,2765571.0,362991.0,M,MFMJQACH,Nyf10832,Okdmzpywjclvlcbjfqxnecei,Brownsville,424.0,8.0,,0.0,4.0,United States of America,Siajetehapqzljzfufwftjwvrrlnufdglozd,V,Nyffigvltnowfogvjbjappvauov,WV,qphzahx,PNM Resources,O
61.0,1-187-894-9565,3933394.0,119200.0,,Waqlgrhivrqf,JTF10833,ncxccvozujtijhrzrfwsdgfzcazlwnnqzhygdjtwsvepwjrqjimpbzcaixjtcmxbapfftmmgkh,Miami,559.0,4.0,m,4.0,0.0,United States of America,Rbrie,,JTFPZAGPQIPJULIYDMTIFYIUPF,MT,Xalmrijvphtsbxkikzvqsvss,Brinker International,R
37.0,1-259-561-7057,3830057.0,58102.0,D,Kdejrgtw,Ukd10834,Jvkpabpigqvlciefaqsqvzaojygrpubpy,Torrance,544.0,9.0,,5.0,3.0,United States of America,AMZFEXDVGHNFZMJUXZIXCQBSIWDAGW,S,Ukdgxisjjt,NC,Xbxkpntvrvabkraywfbxx,Snap-On,O
39.0,1-450-253-0327,1373200.0,428624.0,M,Tefusgljdgas,OGB10835,JLFLOSRBWJUUNSYWFEPIBUTTYDDAWXTQR,Hampton,525.0,8.0,,3.0,3.0,United States of America,Csfuribafjohohuztnyxffpznrokmqwhtswvvxxzdgvffeygcpav,B,OGBQVR,Nova Scotia,Pgyaipazqcfgndwllolxhoxtmo,Allegheny Technologies,O
81.0,1-773-783-5611,158582.0,465832.0,M,avkxeci,ceo10836,Ezbuzuyhlxfqsvbxnldhjytnsrfscgwampajyldxhsnl,Colorado Springs,830.0,3.0,,2.0,1.0,United States of America,zwmajofteuhuqyhveulxku,,ceodavfufblagaurvaxijrpcyubuq,NC,TUPPUBRUBXLTATSDXXFJLDTUDT,,O
71.0,1-965-493-0349,189255.0,119885.0,U,Zgnsrkyxu,Hrz10837,Slkooftwzehlkfkyknubeklohldthwqhudvwiqcavfivlpinavyuupuqadlmstmezqc,Concord,752.0,9.0,,2.0,1.0,Canada,Vfqmeybxomwgbwavrfddopitxkcqripmpfqbsaiccdbsyuspwgvtsiqsidhytg,n,Hrzdmqeyvdwzgwjnwjpluweny,MA,BMQBFVAEKMYLXXLXZLLIV,Ralcorp Holdings,R
95.0,1-155-049-8081,1109218.0,174669.0,M,,jeb10838,Rmfctnoljrb,Salt Lake City,846.0,,f,1.0,1.0,United States of America,Jzciffclpncfjnerspxkjnggcopwrliyhmqqrgxwliuplatbmmkkwcpisgbmfazmvpmmuje,,jebtmweywvdrqtfqhvwfitqdyn,OH,Fognkom,Nicor,O
47.0,1-452-868-7167,3656088.0,156656.0,S,ZUVNKO,fkd10839,JILHWPEMQSZTQILOOWNDANYER,Augusta,558.0,3.0,M,0.0,2.0,United States of America,Oasuzotwibzahlaofygtuopstzuntnphytnvesodopmmgaqawodghezwpthe,,fkdfrptmhhs,MD,Qrqms,Bed Bath & Beyond,O
,1-574-507-3746,473417.0,357920.0,M,bjizlitmqq,Res10840,Ehtuxyfkwdjhpvrcbsnqqkbmnigilibvfuoxsytqqmbxdmzlx,Toledo,850.0,9.0,M,5.0,2.0,United States of America,rzxqt,,Resoanfvodgzl,IN,vjkaqcy,HNI,O
76.0,1-354-477-6595,3434751.0,359633.0,M,Cisbrxwvbff,REC10841,IEDLDQPXTVKRJVONJTAVTXXMIKLQUXJGWQCCANPSSCNJONNHROEBG,Fort Collins,323.0,3.0,,0.0,1.0,Canada,Uwmakjjvigvigbzvoxdinerrtpzwjnbsmrawnilzrjuadztfpnbqvfhvhcmlgforblum,,RECJBMFBNFGPIHKSMHHQEMERREGTKR,HI,pfwxrzxibirffzqsfqbbpntpv,Lowe's,O
26.0,1-924-365-0863,3180166.0,202099.0,U,Zpvgpq,Yst10842,Fwgwvtcpjseyauqxehzduzotzxddoesbdjnhtwjcjjixuxmtohfjmqnphroxrrd,Kansas City,842.0,3.0,,4.0,1.0,United States of America,roaabwarrozvqwuuimvmofpkymrby,b,Ystxinmbosmjya,GA,REYMLXWHPRPA,Donaldson,O
99.0,1-343-557-5744,356321.0,,M,Vywik,Nvs10843,Ndbzqthzogguqecn,Hartford,718.0,8.0,M,3.0,4.0,United States of America,FLCKJNHJOSPHCVTNLWLUV,V,Nvsugujddappzaqxzilvxfgl,British Columbia,errdwiqvrzqmofuussocph,Ingram Micro,O
58.0,,3992021.0,265342.0,M,Xrwldqqriv,Krm10844,fkbwvaldyygcqqggueauxestjqottuqundnnuklgvgtvxskcnomazupxjavgy,Hollywood,529.0,9.0,,2.0,4.0,United States of America,,L,Krmzape,KS,ETQSMUPXWOTVMAMFLSSLUOWK,Northrop Grumman,O
94.0,1-066-884-8895,1750937.0,337164.0,U,Btwwioiocm,qps10845,Kexuaoejtkbjimxzweukzbkqfxn,Concord,609.0,3.0,f,0.0,3.0,United States of America,Hzhrnaajlepoaqxddwlgmbbwywxjwrhsdvqecvkjqysjbmfkueivccliuyypsswyrveblaprcdeatqr,N,qpsaeqqfzxfeqd,AL,kzdhotmopfxgdoxirbjqnthgx,Lender Processing Services,R
45.0,1-091-698-4789,3548008.0,350915.0,D,,Fyr10846,KNUTGWQJXRDJNRT,Saint John,772.0,0.0,,4.0,3.0,Canada,,,Fyrkhzenbfqbraoi,Ontario,DRQQOLZKIXVHKYQRLRVRPYLLHOT,Bank of America Corp.,O
57.0,,414056.0,358327.0,M,ahstukmzpjed,hkj10847,Xkaufgligad,Norfolk,633.0,0.0,,4.0,1.0,United States of America,qtdgpshhufcgjbxvvtmlkjcqrdsfqinukouogujntfvfkggvtkuqlqobsejrzuwdo,j,hkjhrnevmbfd,NE,Jmfmuynmblfotbwhx,,O
62.0,1-109-569-5507,613222.0,28279.0,M,Xvala,smw10848,SALNXXGQQHARVJIBPVHRWKHBAFDPKQHUNXMO,Santa Clara,494.0,10.0,,5.0,4.0,United States of America,Ajvngvvpfobkf,,smwubpizbyjxafpdz,KY,Wnqkqfqj,Leap Wireless International,O
34.0,1-343-259-7805,2416300.0,491167.0,M,MFMYSGDXL,Urq10849,Ekwgwmtcewkfoewhkxurpuvejbvo,Sherbrooke,592.0,,f,2.0,,United States of America,QCGYHBFBPVUWPWGPUPQUHIEZBJBWMCQBGSIUXPJMJTGGASHLVTJXMTEBUMBCCZOU,M,Urqptvcobrtyptmutchgv,MN,OWKFKMEQGHFLZAGULSFBBABKYMK,Nicor,O
31.0,1-453-392-7885,2676453.0,367346.0,M,WIPHKYRNPDN,Cbl10850,Gxqovsqetprgzmpqotcm,Bridgeport,455.0,1.0,m,,3.0,United States of America,GFTHGSZCFDBUPRGFNEFMHKH,,Cblpcibrxireyodca,WA,MPAOILRIKXM,Source Interlink Cos.,R
66.0,1-213-684-9283,2306581.0,420057.0,U,Acwdwhvhvu,IJX10851,,Oklahoma City,446.0,0.0,F,4.0,5.0,United States of America,tcjzrnkdnynjkiewdkptjzedjrinvbevexlghvmbegvwmjpxjatthockdtvzpaguyjkimjmnqwfgu,,IJXUCUTVOHZ,DC,Oddqcnxanuay,Xilinx,O
58.0,1-237-664-0583,2251896.0,410305.0,M,GKHHOBFTCB,qpm10852,LHXLSYSUCYBQXLOQRHMSGVZPZA,Miami,,10.0,m,4.0,3.0,United States of America,fvisbwgzkgklvrzmnqpfkcvllnclacmtgqthjwywgpya,,qpmqerpr,Saskatchewan,zbotsgkpa,Cameron International,O
40.0,1-689-879-3736,3052538.0,326726.0,M,Tznmgvliz,Hfr10853,Gmnwrujfvsenmksmzcausqrfmjqevfmfrviffelklplpthcv,Tampa,371.0,1.0,m,4.0,3.0,United States of America,TSDFZSQXZEKVCNLUNZHQDOQQCKIMWBPLJQQQFMUZJILDIAGBWPBVO,H,Hfrdkprikfrymhtfmopxb,NY,bjyaomxgwd,Buildings Materials Corp.,O
63.0,1-953-647-7827,3739890.0,418631.0,M,RIXDDDVHT,gob10854,Onkaftcksdfjvgmgpwvctaigtjcajuez,Chicago,308.0,8.0,,,4.0,Canada,Vnchpkxbpfxtykanqupfvgoxjzggxbvfwoxqobnqielzjbxdhrgkalwaohyajeodcxurre,F,gobkryxwljkhffqdxtg,DC,FWTYXVTYK,Levi Strauss,
39.0,1-002-821-0001,1436877.0,323616.0,M,PRRXV,Kta10855,Drxhxdorewjfiplyevhvbgnnoadmhmndhxnhvhxckbkgpp,Concord,520.0,7.0,,,0.0,United States of America,Whedmnkdjlpigchluhdkfl,,Ktahh,AR,GBOUAHXGREH,Superior Energy Services,U
49.0,1-932-555-0987,1560760.0,376508.0,M,Roofxolqbvkq,Icr10856,kkfdcwtxsavmolwejlhuknvvivjvzefjszxrcrqbxlgbgjjj,New Orleans,612.0,6.0,,3.0,3.0,United States of America,Necdnjtpfhsqgnvnxyjiyhkoqntggznydwudkntgremgbybkqkoupvjmi,,Icrtnwtuufg,OH,QDIFL,Murphy Oil,O
100.0,1-646-016-4503,,476120.0,M,Cyxgmhc,tpm10857,Czocvrbyhllrvwjrbcqypjfvayqtbaueubxfefjpkarkfjhkqywr,Evansville,808.0,6.0,f,5.0,0.0,United States of America,oivwpdtdneemectxctlhdzxdhxioqcxhoftoahdsfsbtbruystdu,,tpmtemjgc,Quebec,Zarlfoieh,Jabil Circuit,O
50.0,1-821-883-5682,2845352.0,40122.0,U,Ihhzsjqfa,LRI10858,Otemvdoprjndgnw,Worcester,614.0,6.0,,3.0,3.0,United States of America,Ercwgmjkfajuvninsggcuhpau,J,LRIATXPHUWZWEMBHEN,AK,XUFZEUCPIEBIWSLKWCEDCXPEJDI,Mosaic,U
40.0,1-496-563-6016,2857909.0,161189.0,M,CINKBYR,ebc10859,Ucqnpwkux,Baltimore,577.0,4.0,f,5.0,2.0,United States of America,EMHMWWKPRIZKNCPIF,,ebcsatz,MN,Yserkqx,,O
76.0,1-055-051-9146,1069521.0,400468.0,D,Mvsxgyhp,Fbi10860,mpyltemhsezuzdcaddmyxypnppfuykgpofnqktdrpnfnpswogxanemfonenynrxi,Vallejo,318.0,3.0,R,0.0,4.0,United States of America,wifzvndqpakojptiptrifwznrcxosqmomiozcoltowrvfpritapquwhih,,Fbidtzyduxszwkjjfhggbrpegbukd,MD,Crogwzvifgssseiwhddkxkmvt,Securian Financial Group,O
55.0,1-388-554-0277,,194902.0,M,,ICR10861,TOMVPMJBJTEBTZMCQLTORXNZLQAIUHJ,Durham,604.0,1.0,M,5.0,3.0,United States of America,nuzqtgwjsbneiyhafnqlgxtxilkfekdowzbjn,M,ICRACNKCVFRSOBI,KY,Jbmgtkmaxzxfkxft,Caterpillar,O
88.0,1-727-292-8078,3917628.0,13152.0,M,amskt,tee10862,IAXGWOBVNDRHIXHSYTRGDMRDTPOGWOUPRBMNVANBMVPTMSVFFBMT,Tulsa,847.0,3.0,,4.0,0.0,United States of America,Doftzhwlgaquqnbjtmxjnlelqjflqsdcjjkuhgbjycdtaxcbmpm,,teezckyunhqtkzypdc,WV,wbqkqbjrgcijwywqvohjiktctdf,Southwest Airlines,O
35.0,1-334-525-9861,761443.0,436025.0,U,XORAF,Tin10863,OBHUMEABXDBJANDVHACDCHBAPPZODMFZAKWTKJSIYPOZDBIVKUTFDGTEHXWJAMTHXIMMZJGGKTEDLI,Winnipeg,363.0,1.0,f,5.0,0.0,United States of America,kcgvlsjgzukaxiygqumazegwdpdnzumghjcpshsttlxuyyjlebtfhpstr,N,Tinxturhedipszsmvqhsj,CA,MVSVSSAFEEVRUUTNTRENWLSU,Flowserve,O
,1-990-107-5564,1771800.0,257165.0,M,lczgiqdhaf,Vch10865,upglecdcuuwlirw,Corona,326.0,3.0,m,1.0,,United States of America,WEZBXYOGFQTGTTGKFJINGNFZZEIEDWW,r,Vchcqkeweozrkquddtgjg,NJ,Lqauooyw,Invacare,O
48.0,,3022542.0,337894.0,M,BECMHMKSL,Pjx10866,NTYSJXAFUEOXLZFLJWBVRXUKCEAUIAZCDHSKVKVYSCLIDHHXZEK,Sacramento,668.0,4.0,M,5.0,,United States of America,FXLIBKRYMQPXVGOVFFZRDHWYAXPHTQUCAOUHQNXKG,,Pjxwmmulsmdqialjttzpusktt,GA,Mcmnssylambbbnqykyfjg,BB&T Corp.,R
52.0,1-716-166-9366,1383399.0,356799.0,M,Snxtdgp,Vpf10867,zksekmnvkigpunpuolainpvakplvvatkvxa,San Antonio,825.0,5.0,F,0.0,4.0,United States of America,PUIFBOFFIWGCHLHGIEBOSTVEFVWNXBGACOTRCRCFZOIYHJGSQFWLYOMULNVLAAAMGCVZEVFELRW,,Vpfkhzmddeygmadhtv,KS,LPWPPARUBHLXIZOUGOHDAMMHGRVF,,U
99.0,1-688-045-4901,3990771.0,270117.0,M,GIEZNTUI,Gvj10868,ZHMMBKNCOGNYU,Brownsville,786.0,2.0,,0.0,1.0,United States of America,Pvwopybwrknqsllpcxyms,g,Gvjknsuprukdqtgvmrkc,WA,Rqbbvryykhv,Genworth Financial,O
5.0,1-273-772-0860,2450042.0,494908.0,M,RGSKKJEKNRF,Xuc10869,rlfczysmudmcplwontlmzaccksg,Charleston,481.0,4.0,,1.0,1.0,United States of America,Jwjwsjcnrybugmdiwtdguaqgxajck,,Xucjztzoluqzirxiltrpwtmw,MO,WOAAKWSRVVXELTLXDAVGNLNCW,Health Management Associates,O
23.0,1-131-027-9958,3331943.0,,M,ZMGJQBO,IVN10870,BHXUESVN,St. Petersburg,313.0,10.0,f,2.0,2.0,,Jgvkbaqhsjluthmvgybamcprljfkqrcvkmuhzj,T,IVNBKKRTKKCHCDXOIPNNB,WI,Brvyvblnoemya,International Assets Holding,R
74.0,1-687-841-5725,2700892.0,72631.0,U,Fjeoqccpv,Rgl10871,Arkrhxcebkrgxnamxdyhiqihakagyxvcoczvkptnhrjdpuluwrdpdhrfdwdxdnwrndmps,Durham,797.0,5.0,M,4.0,4.0,Canada,Jykljxiwemgbbbdhfnneechmw,q,Rglursqhjesrwowip,ID,motuzfbazslzeopv,CACI International,
80.0,1-049-141-1702,1988778.0,,M,Jyauewguk,Zin10872,Rqmttdgdgktdkbsajklsktwphlwvzmkqrvyzchuaernotfmeaas,Hilo,655.0,4.0,,4.0,0.0,United States of America,Jrkwtdarqqipdxyyulonxxpecfe,,Zinqwhhlclsffrmyeihjjjivnoel,WI,Mnbmlpugpjkp,First Data,O
28.0,1-905-415-3583,726681.0,91926.0,,Rifetwv,Adu10873,XVWBCXLXOAHLSGF,Anaheim,735.0,8.0,,4.0,0.0,Canada,gcnwhpornjxchcxlckiltwwpbucakcgdqrflkoxbxbnxkgac,,Adudjquv,CO,Qqsqimjxnjdpaipmvdmy,SunGard Data Systems,U
5.0,1-540-914-4756,2337460.0,234038.0,D,Hmsgoe,Csc10874,,Livonia,459.0,4.0,,3.0,1.0,United States of America,qntnvkczaxvoeljiprixoafrhpmmjxjdgqqoafadsgepkjsbvxjbunwyszoprbjyrkfnqajeyrbcr,g,Cscluuawlffbnbmkhnp,Prince Edward Island,Whkkfp,Group 1 Automotive,O
49.0,1-191-268-1646,736224.0,13154.0,U,XYMLJBJ,Ekn10875,PYRCXDN,El Monte,664.0,2.0,,4.0,1.0,United States of America,xgxkrfobkkennyedpefvywwnwsmhwptpzlpm,,Eknsmytegohebvtvm,MT,HUZQCZHOCUAFZNNBXVLRVVLPTGOKKO,Capital One Financial,O
24.0,1-419-978-5211,608007.0,489679.0,M,kiuikoxcc,Sql10876,Xqrowckngeqxwdlzgqgixl,Overland Park,817.0,3.0,,3.0,5.0,United States of America,vmvgapslswmqlzjjrrmsgyosqicomgplfzwbpwyriqm,I,Sqlkovsnzgtdshluvfvuds,HI,Agceuysxggsksus,Adams Resources & Energy,O
9.0,1-559-928-3346,3246504.0,134587.0,U,Uzhepxd,GPG10877,FIECIYODQJYKHPGKEJOTGDXXFVTXYXYIZRRJCNWNDDMRBOFTKVLBPCLFFVVKYXGZIJRURLUU,Kitchener,,8.0,M,4.0,0.0,United States of America,gknohzlvkkggmfzcvojoqrwtwebgaddicyjuelosnbleiyvomkfibxypetswzbilk,,GPGBBHCVSYQIKLSIMIS,IL,CIHDVPYONELIITEXLQQQVIQYGOZFF,MeadWestvaco,U
62.0,1-052-414-7792,2086761.0,127730.0,M,nbhnma,YFJ10878,VVVIBJJOHJMLVQFGWOONZCQGSKLXEMHLOMDTNJAFFMDDGQDQKXCBEEVDIXV,Tacoma,753.0,6.0,m,2.0,2.0,United States of America,,n,YFJDCDMGRPZNFHAWVEKABNATLY,RI,cnoxmttjqnqgylig,Dell,O
71.0,1-165-465-6251,3868264.0,34247.0,M,,Jqw10879,,Charleston,582.0,1.0,f,3.0,0.0,United States of America,tasguijicdgeenb,,Jqwicclqozilgaswlmtzyljnoltog,DC,Xdxsrgvkfjhtjuqwscksn,,O
53.0,1-394-137-7064,25224.0,315589.0,,Ivdchhk,Dep10880,,Wichita,625.0,5.0,,4.0,2.0,United States of America,oiejwoaxuqnffkwrphftyveftbdjaawiiiyawxlrrg,D,Depdlksempihuoqecwzor,MT,cfuty,Jabil Circuit,R
11.0,1-095-184-2788,2099888.0,377153.0,W,Rftjrrhxre,Zzq10881,DCGVLSYVYAFAXRRFYLIXOBHWGJXTDBHFHVDWA,Iqaluit,619.0,6.0,,2.0,2.0,United States of America,Hynackuhkubxtyfgfccsdekxdsymgvvhimjquymhxqsqj,W,Zzqjbxluzwjveal,British Columbia,Ettexaiuoj,Abercrombie & Fitch,O
78.0,1-885-088-7182,413092.0,31105.0,M,Uhcwanjwpv,Pnj10882,GWIPHZEEHHDTZUIWIELTRZQSLSHDFWY,Scottsdale,641.0,4.0,,3.0,2.0,United States of America,Uwfnhxlcqbxnjbnwhkjducxfdvykhhnec,,Pnjgwwijwfqfdcqcruggtngxtg,NC,Ipzbcjw,Unum Group,U
70.0,1-830-148-9088,,224693.0,U,Hhtjbklngh,Waw10883,xmehkqpmhvazxkfggtcbntscrrgmnnkurjaxv,Salinas,531.0,5.0,,3.0,,United States of America,,Y,Wawtfldmfqyptxwngjvmpjyimcdy,Quebec,Auiapvedoqhgxig,Fleetwood Enterprises,O
39.0,1-110-165-1188,575786.0,350254.0,M,aruztf,Yjv10884,ZYMPDOGBDTG,Concord,811.0,9.0,,4.0,1.0,United States of America,MMSJLUUVIAIBFWZCDNVFWRBBSGMDPRETVMDCUMCPHJSLXDPXJSFWFMKAYNALQX,,Yjvqo,AL,LSOYXNQK,W.R. Grace,O
59.0,1-784-195-1927,2552837.0,258746.0,S,iekrrltjwuux,Ahg10885,Kncarxtgtbe,Salem,846.0,0.0,,5.0,1.0,United States of America,Zjbxyihielqdblwdeimjwmrsqvfdxzbehkeatoeec,v,Ahgbastpjemrculwergrqe,NH,fxwdkgdouefillqmbu,Foot Locker,O
53.0,,1478348.0,24839.0,U,OLIPIQHQH,Rsd10886,Cjfxinkdufvxikpypqkpozpullpcm,Lubbock,543.0,10.0,m,3.0,4.0,United States of America,Fwlucsltdrvitvunmulusixpylbqjblbhxnjixswhnvzfgivgsjhpicyoubbeqiemcxcpsmjnvzackm,,Rsddetgplv,WA,Pkuczwpoojgugdfjbua,Textron,U
38.0,1-390-959-7935,2812221.0,283482.0,W,Cnqls,Coo10887,ZZTFTVZMALIW,Huntsville,708.0,9.0,m,2.0,0.0,United States of America,Hcsqynbgjzwgeisafhvptcbrualmirsxeamjmiuotajdwhagxirj,,Cootaqsitpzukczihphleiqa,British Columbia,OQHUSHJA,Kroger,O
76.0,1-465-363-1576,552625.0,412788.0,D,KDRVDSTPN,TAT10888,Itvfemvaqiuascoitnglfkionxwrotjgdy,Atlanta,736.0,4.0,,0.0,0.0,Canada,Jtndeaakfzlroefesbopiqdcrkhtqazk,,TATBDAYCCMARAOFSNLLICJQNPAZT,VA,ZEFVETU,,O
8.0,1-123-808-1516,1217588.0,18209.0,W,Uamfgxil,Liz10889,Gynvgppwtuqhypaiskobvfznlqnsbcfbzrbuokoj,Cedar Rapids,314.0,3.0,,5.0,4.0,United States of America,Ertrrupfingjlrgvznqieflkadpmqpgytrrbufikejsbbtskitmitrusyotokpfkdiwjjx,,Lizkctuacasdsg,HI,WFZCLDXBBSRMPMM,DaVita,O
35.0,1-369-111-0397,3426989.0,156695.0,U,Rdavnhssbga,Son10890,doardkpmixmax,Independence,422.0,7.0,m,5.0,4.0,United States of America,Oulmbramipkpdcjtzelzxmhznpqhwoesygbwkoonelmebyoskxoeslafvpgdpvnswx,O,Sonocsosrpegtixldf,Prince Edward Island,FVTVIGXUDTAIPFHGERUYJMDNEALK,Broadcom,R
,1-652-781-7583,553994.0,497996.0,S,TSMQLBQSDTX,Coi10891,Ewawvudoblvqyvqvcwcuylfkfqxtgthpdtev,Mobile,638.0,5.0,,2.0,1.0,United States of America,SLEUSKFIRMXLNNCPAYTWOYFNXUQSBWLXDCNXSHEIRPGOJBEUUUSCJI,W,Coiicjcnccgd,OK,vlqmbkr,BB&T Corp.,O
28.0,1-156-514-8299,1861088.0,348858.0,M,Hwtotofp,hfw10892,wiurxibjvfklgqsfupndupngdsgnekzeqvgfcndpbuuvvgziucgdswtjnncrxcimpaxycf,Torrance,740.0,10.0,,4.0,3.0,United States of America,Frgtkzzmmxfylifqavasdbzpvy,X,hfwejrlgeouvcqbwtlxntsw,ME,hkvwnfdwmlpmxpbbbnponkjn,BlackRock,R
11.0,1-554-737-2614,1632708.0,362732.0,S,Edxtbdfnnb,Bgj10893,Mujoufgyoxpwotpkfosgzraaxoawrggeastcxarywfipecfayagffcuexoxgnkaszbztewyejcsflqz,Corpus Christi,769.0,7.0,,4.0,2.0,United States of America,Fcfjprszmvkyuyidicjrpfozxxojumeralisyohpjcc,,Bgjigkuivyycxiixjzv,NH,zxwkkyacatseubvo,Nasdaq OMX Group,R
