NumberCars,State,Phone,PostalCode,MiddleInitial,AddressLine2,MaritalStatus,City,AgencyID,Gender,LastName,OwnOrRentFlag,CreditRating,NetWorth,Income,NumberChildren,FirstName,Age,Country,NumberCreditCards,AddressLine1,Employer
4.0,DC,1-725-482-5852,t6a 1c9,,,,Tacoma,Mai3920,,Maisonneuve,O,403.0,1441087.0,391356.0,1.0,Omer,82.0,United States of America,2.0,16670 meadowlark street,Calpine
4.0,DE,1-837-211-6674,77038,,,M,Casper,Ket3921,,Ketterer,U,633.0,2662065.0,499696.0,0.0,Cristin,30.0,United States of America,2.0,23639 purdue rue,Snap-On
3.0,AR,1-686-789-5126,85098,C,,D,Los Angeles,ODE3922,,ODEN,,393.0,3747381.0,161893.0,5.0,Carissa,12.0,Canada,1.0,14470 LANGDON WEST,Integrys Energy Group
,FL,1-355-475-1952,33198,J,,M,Fremont,Cau3923,,Cauthers,O,528.0,2215804.0,215675.0,3.0,HILDE,1.0,United States of America,5.0,5975 winston park,Lender Processing Services
2.0,MS,1-360-449-2033,T5d 1m9,,,M,Lincoln,Jen3924,f,Jenner,O,638.0,3544338.0,401722.0,0.0,Quintilla,18.0,United States of America,2.0,17786 halifax court,Dollar General
1.0,OK,,H7f 1s3,,,M,Lancaster,aik3925,,aiken,R,487.0,1029002.0,493159.0,1.0,GUGLIELMA,76.0,Canada,5.0,1427 addax lane,Qwest Communications
,NJ,1-582-774-6626,82605,Y,,U,Vancouver,Hin3926,M,Hinchley,O,306.0,1864694.0,459955.0,0.0,MALCOLM,40.0,United States of America,9.0,15811 JOHNSON FERRY AVENUE,Steel Dynamics
,CT,1-184-794-1705,V6o 1r5,,,M,Shreveport,CRA3927,,CRAMER,O,592.0,2378722.0,158871.0,1.0,Ernesto,52.0,United States of America,6.0,11939 TAYLOR CREST UPPER,Aon
0.0,MO,1-324-585-5119,83701,,APT. 577,W,Baltimore,Set3928,F,Sethian,R,342.0,221463.0,370280.0,2.0,zere,37.0,United States of America,8.0,9254 lexington avenue,Service Enterprise Group
1.0,CA,1-894-221-7612,23227,,,S,Alexandria,Szi3929,,Sziladi,O,331.0,2487053.0,463910.0,2.0,Kaila,55.0,United States of America,5.0,6683 DEARBORN PARK,Dominion Resources
4.0,FL,1-284-963-6768,72223,L,,U,Paterson,rio3930,f,rios,O,378.0,1730310.0,399940.0,1.0,Leanne,85.0,United States of America,4.0,11436 crestline east,Washington Post
1.0,Alberta,1-423-548-3498,63172,T,Apt. 715,S,Fayetteville,Pil3931,M,Pilote,R,792.0,2530570.0,396032.0,,BELA,26.0,United States of America,7.0,295 pelan way,American National Insurance
2.0,Ontario,1-766-526-1298,V6v 1v3,W,,M,Costa Mesa,Tom3932,,Tomar,O,707.0,2850980.0,254696.0,0.0,Roman,99.0,United States of America,5.0,4834 MEMORIAL STREET,Brookdale Senior Living
3.0,AL,1-475-892-8133,T5c 1l2,,,M,Concord,CAL3933,M,CALLERY,R,580.0,3856183.0,26831.0,0.0,WILLI,100.0,United States of America,1.0,21177 norfolk way,Tellabs
3.0,AZ,,38142,,,U,Akron,Emm3934,,Emmert,O,497.0,,34809.0,2.0,ibby,78.0,United States of America,2.0,13318 creekmoor west,Hayes Lemmerz
0.0,TX,,92158,,,M,Yonkers,boe3935,,boecke,U,694.0,880657.0,263380.0,,Anneliese,24.0,United States of America,8.0,232 lyle park,DaVita
3.0,CT,1-034-601-0217,92184,,,U,Tallahassee,OST3936,M,OSTER,R,768.0,3619387.0,,2.0,merry,47.0,United States of America,6.0,11647 coralberry east,Markel
5.0,CO,1-620-404-0230,m1h 1r7,I,,M,Paterson,ROL3937,F,ROLFES,R,580.0,3052784.0,242269.0,3.0,PETAR,16.0,Canada,0.0,1845 dunn south,Questar
4.0,WI,1-098-370-7188,85011,,,M,Mobile,PIL3938,m,PILCH,O,630.0,3745778.0,30954.0,0.0,constantin,74.0,United States of America,10.0,9167 gardener court,Tesoro
0.0,TX,1-061-955-3556,b1c 1x9,H,,,Oklahoma City,JEL3939,,JELENIEWSKI,O,837.0,3032403.0,,0.0,Gwendolyn,90.0,United States of America,3.0,2054 ASHFORD EAST,Texas Instruments
2.0,Quebec,1-002-097-0775,98101,,Apt. 982,M,North Las Vegas,Wil3940,M,Wilken,O,750.0,3100585.0,259894.0,1.0,Myron,94.0,United States of America,4.0,21122 wesleyan east,Rent A Center
1.0,ME,1-607-620-3362,73148,A,,M,Santa Clarita,ISH3941,,ISHII,O,701.0,3751681.0,206827.0,1.0,SIOUXIE,69.0,United States of America,8.0,5520 FOX PARK,
,ME,1-500-464-5663,80931,,,M,Baton Rouge,Mut3942,m,Muthuswamy,O,725.0,2683569.0,263376.0,1.0,Orly,40.0,United States of America,,6528 inshore avenue,Berry Plastics
1.0,NC,1-064-509-5894,78219,,,S,Washington,kon3943,,konomis,O,352.0,3308201.0,319554.0,4.0,Icylyn,6.0,United States of America,6.0,21646 LAKE PARK CRESCENT,Regis
1.0,AL,1-851-752-7679,H7F 1S2,,,S,Lexington,Us3944,M,Us,R,578.0,3884938.0,33576.0,2.0,vern,58.0,Canada,7.0,10773 glen loch south,AES
3.0,TX,1-830-590-8448,38153,,,M,Irving,Gra3945,m,Gratton,O,358.0,97029.0,194669.0,1.0,Tandi,,Canada,6.0,24176 imperial north,Mattel
1.0,Quebec,1-671-578-7526,30316,A,,W,Buffalo,Sha3946,,Shaner,O,325.0,2309423.0,256396.0,2.0,Gussy,18.0,United States of America,,6769 warren drive,Jacobs Engineering Group
0.0,NH,1-820-990-0149,19026,A,,D,Sterling Heights,mir3947,,mirande,O,510.0,2314556.0,46561.0,5.0,Elwira,13.0,United States of America,1.0,1424 east road,Patterson-UTI Energy
3.0,AZ,1-209-755-3127,23328,L,,S,Nashville,col3948,,colton,O,449.0,2644252.0,1785.0,3.0,DAYA,9.0,Canada,9.0,22769 nowita rue,Shaw Group
0.0,NE,1-080-867-3893,84105,,,,Montgomery,ami3949,,amini,O,397.0,3069378.0,376713.0,2.0,Koray,76.0,United States of America,10.0,11943 keswick west,Hudson City Bancorp
1.0,ND,1-110-962-4203,95227,,apt. 109,M,Rapid City,ozm3950,,ozmore,O,588.0,1800381.0,376130.0,2.0,Aristides,60.0,Canada,,22591 eaton west,Urban Outfitters
1.0,PA,1-992-095-4081,77142,,,S,Santa Clarita,Pas3951,,Pastore,O,496.0,1649674.0,63161.0,0.0,Gokul,,Canada,5.0,6490 marchmont south,NRG Energy
3.0,MT,1-554-221-2405,96823,,,,Moncton,GIR3952,m,GIRIDHARAGOPAL,U,457.0,420547.0,396509.0,1.0,AURIE,74.0,United States of America,10.0,9176 CLARK WEST,Western & Southern Financial
4.0,SD,1-907-926-0522,93354,,,S,Ottawa,jes3953,,jesshope,O,605.0,1847978.0,321626.0,2.0,Rojer,89.0,United States of America,8.0,10570 weizmann lower,Limited Brands
2.0,AK,1-034-844-6319,19217,Z,,S,Hollywood,hai3954,,haigh,R,785.0,3938607.0,444492.0,5.0,Mentor,45.0,United States of America,7.0,6148 kimberley rue,Sun Microsystems
2.0,RI,1-678-968-4810,28208,,,D,Providence,Flo3955,F,Floch,R,340.0,1206584.0,228329.0,1.0,simonne,16.0,United States of America,9.0,13352 beauregard lower,ManTech International
5.0,Newfoundland,1-429-001-8142,44317,,,U,Chicago,Boe3956,m,Boeck,O,721.0,1247667.0,131394.0,0.0,Kizzee,21.0,United States of America,8.0,12777 pembrook lower,Praxair
0.0,WI,1-462-303-0750,B1c 1x7,,,S,Rochester,LAN3957,M,LANGELIER,O,395.0,274109.0,245170.0,3.0,tresa,86.0,United States of America,8.0,8905 rockhill road,First American Corp.
3.0,ME,1-852-100-7891,95286,,,M,Lubbock,Bak3958,,Bakhach,O,524.0,2606422.0,405317.0,4.0,los,65.0,United States of America,0.0,7656 concho lower,Great Plains Energy
4.0,WY,1-805-457-3150,48238,K,,M,Long Beach,Del3959,m,Delolmodiez,R,581.0,756962.0,279856.0,2.0,Jean-marie,27.0,United States of America,1.0,19068 coventry park,Universal
5.0,HI,1-238-633-3985,63122,L,,U,Sherbrooke,Ozy3960,M,Ozyetis,O,346.0,719749.0,161831.0,5.0,Betty-ann,91.0,United States of America,3.0,15972 valita upper,Cigna
2.0,DE,1-623-751-2273,H2a 1u5,Z,,S,Boise,pel3961,,pelton,O,482.0,3305090.0,39056.0,2.0,Georgianne,12.0,United States of America,9.0,18744 YAMATO UPPER,Airgas
2.0,MI,1-553-328-8828,85039,,,W,Overland Park,ENG3962,f,ENG,O,720.0,3614970.0,378335.0,5.0,Honey,8.0,United States of America,2.0,7889 MURRAY WAY,Illinois Tool Works
1.0,TN,1-257-658-1258,60613,Z,,S,Rapid City,STA3963,,STAROWICZ,O,438.0,2807277.0,134684.0,1.0,Ijff,87.0,Canada,1.0,14389 weller upper,Sunoco
,NJ,1-321-886-1589,30302,,,M,Ontario,ID3964,,ID,R,772.0,2469670.0,276397.0,2.0,REBEKKAH,32.0,United States of America,5.0,3855 cantey drive,Fidelity National Information
5.0,AL,1-961-257-0037,98662,,APT. 68,U,St. Johns,POU3965,,POULOS,O,666.0,,79060.0,2.0,Luis,14.0,United States of America,2.0,8503 pecos drive,Pinnacle West Capital
2.0,OK,1-478-381-3761,m5e 1y7,Q,,S,Glendale,Atw3966,,Atwater,U,350.0,526735.0,118184.0,3.0,Yoshiaki,87.0,United States of America,1.0,7626 CAROLINA RUE,Polaris Industries
5.0,HI,1-784-966-2618,78221,,,M,Lexington,cuc3967,,cuccioletta,O,,1716488.0,198281.0,1.0,Konstanze,79.0,United States of America,5.0,12357 hayes lower,
,ID,1-157-547-5695,74155,,,M,Las Cruces,FUL3968,,FULLER,U,516.0,3261923.0,11460.0,0.0,ethelda,14.0,United States of America,9.0,13342 CECIL WAY,AutoNation
3.0,NM,1-166-052-1797,90877,,,W,Evansville,ben3969,,bennett,O,587.0,1286840.0,20606.0,0.0,Alex,54.0,United States of America,5.0,20857 darlington way,Lennox International
2.0,WV,1-610-322-3860,60717,Z,,M,Erie,Cha3970,,Chandran,U,526.0,2122327.0,344872.0,5.0,Remo,17.0,United States of America,0.0,9733 berry south,Weyerhaeuser
1.0,Manitoba,1-849-383-5394,91330,U,,M,Saskatoon,goh3971,,goh,O,,1357173.0,377262.0,1.0,wallis,23.0,United States of America,7.0,2566 MILBURY AVENUE,Best Buy
5.0,IA,1-405-183-3667,V6y 1p2,,,U,Knoxville,CHU3972,,CHURAS,R,758.0,3113971.0,207647.0,5.0,allissa,27.0,United States of America,10.0,17088 purdue lower,Textron
4.0,AZ,1-577-408-3915,V5C 1M9,E,Apt. 290,M,El Monte,CLI3973,m,CLINCKETT,O,588.0,942092.0,483910.0,0.0,Tonie,30.0,United States of America,5.0,1736 PENMARC EAST,Costco Wholesale
0.0,MD,1-231-574-0969,70173,,,,Huntsville,KIR3974,M,KIROUAC,R,432.0,1381151.0,466783.0,0.0,Olympia,48.0,Canada,3.0,1238 westwick west,Charter Communications
3.0,AL,1-997-889-7057,96805,,,U,Bridgeport,Too3975,,Tooyserkani,O,713.0,2109715.0,452720.0,2.0,aldo,36.0,United States of America,4.0,5835 bittercreek north,Applied Industrial Tech
4.0,MD,1-008-315-1267,V6o 1v7,,,M,Costa Mesa,gur3976,f,gurer,O,368.0,,51837.0,0.0,Terrijo,95.0,United States of America,4.0,15979 MONTFORT WAY,T. Rowe Price
2.0,Quebec,1-558-934-6087,85215,,,U,Pueblo,WIL3977,,WILTZ,O,398.0,570722.0,170774.0,0.0,Lalitha,92.0,Canada,10.0,17812 mesa upper,Oceaneering International
3.0,Manitoba,,V6X 1T1,,,S,Charlotte,Gue3978,,Guerette,,811.0,3941173.0,400931.0,1.0,Gilbertine,25.0,United States of America,9.0,482 milam drive,NiSource
3.0,MI,1-673-785-6710,V6D 1U7,,,S,Bellevue,Twi3979,,Twitty,O,775.0,3741149.0,,,PARVIN,35.0,United States of America,2.0,5672 altamesa upper,Ralcorp Holdings
1.0,WI,1-420-526-2912,33702,,,U,Beaumont,WAL3980,M,WALES,U,412.0,2586017.0,82039.0,3.0,seamus,0.0,United States of America,8.0,3174 palmetto street,PepsiAmericas
3.0,TN,1-731-052-7796,E7o 1q6,X,,M,Houston,lap3981,,laprade,R,475.0,484973.0,352038.0,1.0,WAI-BUN,62.0,United States of America,2.0,12028 pardee rue,J.B. Hunt Transport Services
5.0,NM,1-510-737-3915,94272,D,,D,Elizabeth,LER3982,F,LERCH,O,367.0,2717981.0,36373.0,3.0,dotty,58.0,United States of America,3.0,8150 bissonnet street,SunGard Data Systems
5.0,AK,1-830-371-3451,V6L 1P7,V,,S,Modesto,ger3983,,gerard,O,359.0,752424.0,22175.0,2.0,DREW,36.0,Canada,5.0,10741 PINE LOWER,Graphic Packaging Holding
2.0,DE,1-370-304-8127,46245,,,W,Buffalo,sta3984,f,statile,O,784.0,3849058.0,277009.0,5.0,rio,58.0,United States of America,8.0,3312 plummer street,Zimmer Holdings
2.0,Nova Scotia,1-364-870-4999,99517,,,M,Tampa,pom3985,,pomposelli,O,593.0,3402885.0,,3.0,REBEKAH,89.0,United States of America,7.0,21380 crosby rue,Ferro
0.0,IL,1-815-594-5189,v6u 1q7,,,U,Grand Prairie,Pel3986,f,Pellizzeri,O,687.0,533815.0,246412.0,2.0,Martynne,64.0,Canada,9.0,22189 south upper,Mueller Industries
3.0,WA,1-569-715-0430,35815,,,,Fremont,Lan3987,,Lanier,O,712.0,326691.0,92549.0,3.0,susil,58.0,United States of America,8.0,19932 clower street,General Mills
2.0,KS,1-744-862-3642,a5d 1a3,,,U,Hollywood,Sho3988,,Shoemaker,O,,126862.0,100037.0,2.0,evanne,8.0,United States of America,4.0,14036 kiel west,Huntington Bancshares
4.0,WI,1-233-692-0025,75235,,,U,Sterling Heights,Kho3989,,Khorami,O,689.0,1946078.0,213713.0,1.0,Ottawa,29.0,United States of America,1.0,12223 alabama lane,Tellabs
3.0,SC,1-506-367-9031,35878,S,,M,Hartford,clo3990,m,clouthier,O,576.0,3730072.0,367113.0,,Node,83.0,United States of America,8.0,24396 mulberry avenue,Visa
0.0,ID,1-653-529-6897,M4j 1n5,,,M,El Monte,FIT3991,,FITCH,O,459.0,1991214.0,17515.0,4.0,Inm,24.0,United States of America,5.0,14422 morning rue,BJ Services
1.0,LA,1-526-445-9081,95292,,apt. 736,S,Las Vegas,FIN3992,g,FINLAYSON,U,482.0,375112.0,255997.0,2.0,Jacquenetta,,United States of America,1.0,19551 ALEXANDER WAY,Brookdale Senior Living
5.0,OH,1-498-474-6229,V6C 1P1,,,S,Providence,LAD3993,M,LADOUCEUR,O,337.0,1767460.0,13610.0,0.0,Jany,89.0,Canada,3.0,6243 GAYLORD WAY,Pactiv
5.0,New Brunswick,,90895,,,U,Columbus,pie3994,,piecaitis,O,818.0,2867499.0,119073.0,3.0,Erminia,100.0,United States of America,7.0,20156 SOUTHLAKE DRIVE,Computer Sciences
,IL,1-624-558-6210,48241,,,S,Miami,TOS3995,,TOSHACHNTMVAA,R,771.0,385584.0,301077.0,4.0,Bonny,,United States of America,2.0,2260 mulberry north,Hasbro
2.0,MN,1-854-358-9904,M6t 1g2,I,,M,Garland,VON3996,M,VONDERSCHER,O,418.0,,77058.0,1.0,ghassan,58.0,United States of America,8.0,17883 MAGNOLIA COURT,First Horizon National Corp.
5.0,NJ,1-067-258-7214,19099,,,U,Norfolk,Qua3997,,Quantrill,O,642.0,2943663.0,379730.0,5.0,CRYSTAL,96.0,Canada,2.0,14827 paine upper,Lexmark International
4.0,OR,1-824-988-7349,79931,,,M,Jersey City,lor3998,,lorimer,O,,779054.0,409641.0,3.0,DAMARIS,18.0,United States of America,1.0,2167 MOCKINGBIRD DRIVE,Radian Group
,NJ,1-542-828-3396,60611,,,W,Corona,Bas3999,,Baskin,,484.0,3120358.0,229000.0,4.0,jr,85.0,United States of America,10.0,1525 TARTAN COURT,Spansion
1.0,SD,1-467-066-6489,45420,,Apt. 824,W,Rapid City,bra4000,m,brandel,O,535.0,2341527.0,124001.0,2.0,esmeralda,77.0,United States of America,,16535 linberg south,Donaldson
3.0,PA,1-871-384-7803,V5b 1m8,F,,M,Spokane,Wor4001,,Wormald,R,612.0,2782085.0,379147.0,3.0,imogene,80.0,United States of America,6.0,14719 north rue,American Financial Group
4.0,MD,,63153,E,,D,Sudbury,COR4002,,COREY,O,480.0,3413330.0,114641.0,5.0,giovanna,85.0,United States of America,3.0,24411 COIT PARK,Huntsman
0.0,NC,1-668-250-5068,91139,,,D,Sacramento,Sar4003,m,Sarin,O,433.0,1126950.0,267170.0,2.0,CANDIDA,89.0,United States of America,5.0,9945 creekbend park,Virgin Media
5.0,LA,1-448-715-9301,72222,N,,U,Richmond,ZYB4004,M,ZYBALA,O,663.0,733749.0,469234.0,,margalit,57.0,United States of America,5.0,863 garner avenue,Lear
2.0,PA,1-513-733-2567,90336,P,,S,Berkeley,NAI4005,F,NAIMPALLY,R,790.0,761253.0,352425.0,2.0,EASTREG,38.0,United States of America,1.0,19124 cherry ridge rue,Core-Mark Holding
4.0,Saskatchewan,1-401-873-7223,v6m 1w3,G,,S,Syracuse,GEW4006,f,GEWELL,O,,31815.0,161993.0,4.0,JANAYA,12.0,United States of America,2.0,21437 whitman south,Covance
2.0,DE,1-790-669-8853,64052,,,S,Atlanta,Del4007,f,Delorenzi,,791.0,36312.0,,0.0,CLAUDINE,26.0,United States of America,2.0,681 innsbrook east,
3.0,SC,1-607-460-4911,43208,O,,M,Stockton,ack4008,M,acker,O,305.0,197925.0,414158.0,4.0,JOLINE,39.0,Canada,10.0,1857 ingersoll boulevard,Advance Auto Parts
1.0,ID,1-569-939-2806,93334,Y,,M,Bellevue,had4009,f,hadley,O,749.0,1724245.0,112713.0,5.0,LUCIE,37.0,United States of America,7.0,4487 GRANDVIEW ROAD,Dresser-Rand Group
5.0,AL,1-191-679-3908,94232,,Suite 184,S,Kansas City,Gro4010,,Grona,O,563.0,1893046.0,165131.0,1.0,EMALEE,79.0,United States of America,7.0,4516 WHITMAN LANE,Lockheed Martin
5.0,ND,1-538-606-4444,V6P 1U3,,,D,Wichita,Van4011,M,Van den,O,312.0,3254995.0,63511.0,4.0,blaire,71.0,United States of America,2.0,11674 greene way,Virgin Media
3.0,LA,1-260-198-3496,91152,,,M,Jersey City,Caz4012,f,Caza,R,323.0,1926378.0,425652.0,,Evert,66.0,Canada,8.0,6454 kiel upper,World Fuel Services
5.0,KS,1-239-977-5031,V6F 1W4,E,,,Lakewood,Tom4013,F,Tom,R,563.0,464198.0,394187.0,5.0,Cordey,15.0,United States of America,5.0,2648 miller street,Group 1 Automotive
4.0,NM,1-635-837-1230,48502,X,,U,Columbus,SKA4014,,SKAGGS,U,600.0,1905166.0,433288.0,2.0,Danial,0.0,United States of America,9.0,18744 YAMATO UPPER,Embarq
5.0,Prince Edward Island,1-367-402-9797,95149,,,M,Tempe,sho4015,,shoaf,O,585.0,2748850.0,193666.0,1.0,Gale,50.0,United States of America,6.0,2328 GRACIE AVENUE,Helmerich & Payne
1.0,Nova Scotia,1-143-275-0168,90302,,,M,Coral Springs,ran4016,,rangel,O,649.0,1402496.0,449971.0,0.0,Jillane,43.0,United States of America,2.0,7204 KATHERINE BOULEVARD,
0.0,MO,1-263-810-9919,T6b 1a2,S,,S,Oklahoma City,San4017,f,Sanford,O,618.0,1979127.0,163390.0,1.0,nova,48.0,United States of America,2.0,16152 PARKLAND NORTH,Select Medical Holdings
4.0,Alberta,1-955-139-8035,95249,T,,S,Salem,Cuf4018,,Cuffle,O,710.0,2480166.0,253179.0,2.0,Cristine,83.0,United States of America,3.0,1243 salado road,Liz Claiborne
5.0,IN,1-580-212-1528,72270,,,M,Flint,Moy4019,,Moyce,O,663.0,2867916.0,324753.0,4.0,Evert,58.0,United States of America,6.0,3778 crossus rue,MEMC Electronic Materials
1.0,VA,1-328-171-3261,v6o 1u1,,suite 162,S,Torrance,Pon4020,,Ponthieux,O,556.0,3730616.0,361037.0,3.0,vuhoan,58.0,United States of America,10.0,13897 STAN HOPE SOUTH,Sears Holdings
5.0,VA,1-136-386-2465,10218,,,S,Yellow Knife,Tar4021,,Tarnai,U,,3768966.0,123638.0,0.0,Shekar,78.0,United States of America,5.0,9916 coffey south,CH2M Hill
5.0,SD,1-885-073-8146,70119,,,U,Henderson,cos4022,,costandi,O,718.0,1443888.0,479583.0,3.0,Samual,85.0,United States of America,10.0,6317 park hill way,Exelon
4.0,MS,1-178-952-5730,87119,,,,Birmingham,Tol4023,f,Tolar,O,693.0,1834092.0,278703.0,4.0,Moniek,,United States of America,8.0,2205 western west,Flowserve
4.0,CO,1-396-476-0883,87124,,,M,Newark,Mik4024,,Mikelonis,O,546.0,3063187.0,438251.0,1.0,Hera,56.0,United States of America,4.0,9479 oliver lower,Worthington Industries
3.0,CT,1-038-310-3305,E7O 1O4,,Suite 184,D,Sandy,Hay4025,m,Hayward,O,697.0,3997424.0,472021.0,0.0,Lorettalorna,41.0,United States of America,9.0,6165 alicia south,Duane Reade Holdings
2.0,VA,1-922-371-2403,37415,,,S,Phoenix,Dou4026,,Doud,O,489.0,1582897.0,140542.0,2.0,Helene,29.0,United States of America,4.0,2333 bellwood boulevard,Ross Stores
2.0,UT,1-998-145-0144,99719,,,U,Livonia,izz4027,m,izzo,R,312.0,3581555.0,429374.0,1.0,Melantha,0.0,Canada,4.0,22162 throckmorton east,Domtar
4.0,SC,1-193-565-4540,V6i 1v7,,,S,Toledo,pop4028,,popovics,O,565.0,2492396.0,221942.0,2.0,berneta,95.0,United States of America,6.0,2494 tosca road,Pool
3.0,OR,1-887-018-7566,V6s 1w2,N,,S,Winnipeg,SAB4029,,SABOURIN,O,547.0,3854799.0,22478.0,0.0,janene,70.0,Canada,6.0,19993 langdon upper,Ecolab
5.0,IL,1-736-121-9856,52411,A,,M,Berkeley,Pep4030,,Pepin,U,725.0,1276175.0,415121.0,5.0,yih,32.0,United States of America,8.0,17678 ROSEMONT WEST,J.B. Hunt Transport Services
3.0,New Brunswick,1-904-074-3105,75181,,,U,Stamford,Cal4031,M,Calkins,O,771.0,300373.0,108080.0,3.0,Basia,12.0,Canada,7.0,19165 turtle creek court,Henry Schein
2.0,IL,1-708-668-9380,92804,N,,W,Charleston,nie4032,,niemi,U,382.0,973615.0,22941.0,,Cele,63.0,United States of America,9.0,16983 flagler drive,Norfolk Southern
0.0,Prince Edward Island,1-558-011-9605,07303,,,U,Escondido,Sye4033,T,Syed,O,611.0,3348701.0,461906.0,4.0,tedra,,United States of America,9.0,20128 davie lane,KAR Holdings
5.0,NY,,t5a 1s3,,,W,Gary,Zei4034,,Zeigler,O,,,254588.0,1.0,neda,,Canada,9.0,24743 hope drive,Republic Services
1.0,SC,1-580-791-1264,V6z 1t5,,,M,Thousand Oaks,mtl4035,M,mtl,O,802.0,3028597.0,53713.0,,Anne-lise,51.0,United States of America,0.0,11559 cone avenue,Snap-On
1.0,OH,1-515-807-3078,99549,Z,,D,Vancouver,sto4036,m,stoyles,O,495.0,3575020.0,75654.0,,Jian,22.0,Canada,5.0,13070 panther creek east,Southern Union
5.0,GA,1-625-437-8250,V6J 1P1,,,S,Stamford,Pip4037,,Piperno,O,493.0,3840989.0,,5.0,CARRY,74.0,United States of America,1.0,2419 sherwood lower,Qwest Communications
3.0,OK,1-202-439-5169,V6x 1r9,,,W,Palmdale,Anz4038,,Anzarouth,O,730.0,1940278.0,56924.0,5.0,Vahid,33.0,Canada,1.0,21018 green avenue,Waste Management
1.0,New Brunswick,1-125-850-5098,10114,,,U,San Francisco,SCH4039,,SCHWANTES,O,,976204.0,493126.0,2.0,SAMAN,43.0,United States of America,0.0,679 windsor west,CVR Energy
0.0,OK,1-796-245-7818,v6s 1v3,,,M,Lubbock,LIZ4040,f,LIZAK,O,412.0,778048.0,200294.0,1.0,CLEO,52.0,United States of America,10.0,18875 royalton crescent,WellCare Health Plans
1.0,Quebec,1-757-848-6370,85289,M,,M,Anchorage,Ser4041,m,Serville,O,316.0,2296951.0,250239.0,0.0,diana,2.0,United States of America,6.0,24132 ABBOTT STREET,Yum Brands
4.0,MN,1-489-500-2055,77240,,,M,Vallejo,Rol4042,M,Rolnick,R,563.0,2951418.0,205935.0,3.0,panch,81.0,United States of America,10.0,10666 TRAVIS WEST,Fidelity National Information
5.0,CT,1-193-723-4445,23238,G,,U,Fontana,TUR4043,,TURNBULL,R,530.0,1019295.0,492181.0,1.0,Estel,73.0,Canada,9.0,24245 san jacinto avenue,Solo Cup
4.0,CT,1-366-952-3917,T5C 1K4,,,S,Thousand Oaks,LOU4044,,LOUX,,831.0,1393374.0,22461.0,1.0,averyl,10.0,Canada,8.0,16670 meadowlark street,Morgan Stanley
2.0,MI,1-851-478-4790,80129,,,S,San Diego,VAN4045,,VAN FLEET,O,744.0,3058017.0,219992.0,5.0,Lethia,30.0,United States of America,0.0,19778 FROSTWOOD DRIVE,WGL Holdings
0.0,MA,1-209-352-1776,V6d 1w5,,,,Thousand Oaks,bou4046,m,boulos,U,632.0,3953247.0,320891.0,2.0,MARYLYNNE,84.0,United States of America,8.0,2533 wolfe north,Oneok
2.0,WY,1-595-465-2111,m5b 1y4,S,,M,Saskatoon,MCG4047,f,MCGILLICUDDY,O,669.0,2773930.0,357063.0,4.0,Johanna,79.0,United States of America,7.0,23168 ROXBORO WAY,Wendy's/Arby's Group
5.0,Saskatchewan,1-125-959-3563,m9f 1u6,Q,,U,Tempe,Bru4048,F,Brunke,O,467.0,1459793.0,482633.0,0.0,Mal,98.0,United States of America,8.0,12807 mccardell upper,Scholastic
4.0,MS,1-101-861-4722,V6b 1w2,,,U,Yellow Knife,WOE4049,,WOELFFEL,O,491.0,2416792.0,433558.0,4.0,morena,95.0,United States of America,9.0,3469 gates court,UAL
0.0,GA,1-960-061-5616,39213,F,,D,Winston-Salem,Hei4050,m,Heisler,O,385.0,729539.0,86156.0,5.0,Basia,38.0,United States of America,,4816 venice court,Quanta Services
1.0,Ontario,1-229-854-3962,T5a 1p8,W,,D,Pembroke Pines,Web4051,,Webb,O,527.0,1267673.0,239327.0,2.0,HPONE,24.0,United States of America,1.0,14133 beauregard north,Western & Southern Financial
4.0,SC,1-538-900-9786,E7o 1p9,,,M,Carrollton,Sch4052,,Schierbaum,O,579.0,315603.0,405312.0,1.0,Loutitia,28.0,United States of America,3.0,19551 wainwright lane,Packaging Corp. of America
,NH,1-582-654-0873,V6s 1t9,P,,M,Carrollton,hea4053,f,healy,O,417.0,2059550.0,,3.0,Sait,25.0,United States of America,4.0,7204 katherine boulevard,Gap
3.0,MA,1-984-780-3406,v6p 1s8,,apt. 607,M,Orlando,Way4054,,Waybright,U,581.0,1734628.0,372365.0,4.0,Bram,23.0,United States of America,7.0,17521 reilly street,KBR
0.0,SC,1-139-053-3320,33338,Q,,U,Salem,Fai4055,,Fait,O,461.0,2577258.0,383051.0,3.0,robby,35.0,United States of America,3.0,7828 cartwright park,Ruddick
3.0,Ontario,1-058-773-0358,v5d 1p3,,,M,Knoxville,LAK4056,,LAKINS,O,686.0,594282.0,21342.0,1.0,seka,36.0,United States of America,0.0,20940 shearer drive,BlueLinx Holdings
3.0,UT,1-814-693-8315,74150,,apt. 679,D,Missoula,For4057,,Forese,O,512.0,2411228.0,457939.0,0.0,Srinivas,65.0,United States of America,5.0,9933 INWOOD SOUTH,
,AK,1-557-326-7339,78730,A,,U,Hollywood,bea4058,,beaudette,R,436.0,,431899.0,5.0,EUGENE,30.0,Canada,5.0,5066 pasadena boulevard,Radian Group
3.0,ID,1-140-156-4619,V6T 1T7,L,,,Riverside,Cla4059,,Clampitte,U,,2958918.0,3510.0,4.0,Helga,,United States of America,10.0,15015 lullwood road,Pactiv
