AgencyID,Employer,AddressLine2,Age,Income,LastName,OwnOrRentFlag,Phone,MiddleInitial,MaritalStatus,Country,NumberCars,AddressLine1,NumberChildren,CreditRating,FirstName,Gender,PostalCode
Jon5169,Arrow Electronics,Yxcpjhwqclexnncajnjiklygtftexqnlxhzgepjcmyylftrmlwtcjpahheqqo,46.0,291648.0,Jonbrlapcxdxyu,O,1-591-451-1951,,S,United States of America,0.0,Lihullgpddgvhlrgtrexhrlxzbilqcseuqmuutvchvlvfavxcxlryhnnhobbjsiu,3.0,542.0,LOUUHOTBGVADMVLI,M,GHHPBFL
FRP5170,Cablevision Systems,YKQENJUACLNVBRSMTZURVWBCRCGLGDFLUDAAFJLAUUXTIXCORIMPTWSTFLHLWEDEGDTVY,13.0,434267.0,FRPAIIALJXEXDVXQEIJSMWBTCT,R,1-740-728-5229,H,M,United States of America,1.0,Sqjyvqbarccpjvav,0.0,727.0,Vgpuhuaqxoiscmmyslkfbrndnqf,,PNWWFTDQLMI
eso5171,Realogy,Rdfkdmdvkaposihmtlvqfvctptjpwtfkscljnbrimjtwdgqbmowzgcoqvumfnvhskhhahqaecfqutm,57.0,453828.0,esojthiclchtrewjurk,O,1-098-728-1395,q,S,United States of America,2.0,wbabknrxzaavfpwrjlbwhbvgpgpyjhvoqjtqvgvmskpjyolntdmynockdtasckfdlgku,5.0,456.0,DXYYLHAATJGCDJFWOEVWUYDJVOT,m,kcylcxqd
CDA5172,,Qgzmytzaxukqwjvlichabvqwluktuhamigvtutxshiarxmorcuqutwemdmyacanwperyjihpw,71.0,486078.0,CDARLMYGQKRQXVEPJHLXKLOC,O,1-635-342-9875,,D,United States of America,0.0,Fdhefnrhuwtfxsqldmdmnbarrxydcbassmpfbvupojssgoeclpfxwe,,782.0,GQWBLCZGLA,m,Yrsxxwakall
uds5173,Philip Morris International,abbedjggjvriqudfqptmiznljkukskdhgvztluldyw,43.0,146543.0,udszqccocx,O,1-483-132-2771,,D,,1.0,Nsdmxyhpsklodqarobpliigectvvzbrkvnnauxewlavapdrwq,2.0,588.0,Wgqthzteqcjxqyr,F,Cmflsnux
Vkk5174,URS,Yghliyrgbnbdqjhwrtql,92.0,209237.0,Vkkxojbojuqlv,O,1-330-750-3010,c,,United States of America,1.0,Tpfkdtuwdfeeqgwibyrxxawrchlf,1.0,,wbejttshbftkudxmlrutuzjml,F,Sdlnbsyeio
SCB5175,Michaels Stores,DHXXEKNBMOTHPDQOVPVL,66.0,148323.0,SCBDZSUWLMP,O,,,,United States of America,0.0,xpirftlpugruxozdtnucrndueepnkcadldio,4.0,765.0,aheteag,E,
Xdp5176,State Street Corp.,Rjblfmiiesorkntodbbfcbkjfyqhhk,,305899.0,Xdpdduebalvbibrkdaz,O,1-637-009-5251,T,W,Canada,4.0,LYOXRLZLKWPCPRUTUGVVGUGDCG,3.0,541.0,gljrmupucgebtezaekhvohkxv,,Zhgpcra
VNF5177,Verizon Communications,Hrlvrbrnoxsjbhjzujednwxqtdtpvvudpblphfqkevdaywqtwemfweandlsgcazhhzuzmqgy,1.0,,VNFMVFSZFALJX,O,,A,M,United States of America,1.0,Dwcgjvrmbyqsyusvlbpjvom,3.0,611.0,Vfrohadjimflwdusjpdbfcoqpwec,,MMMPVXRSGAD
Duv5178,United Services Automobile,rsocnfsvsxrwhgqtoyqomwkpykshivwpy,54.0,332188.0,Duvhx,O,1-841-477-6841,M,M,Canada,0.0,Dumlfnebeqpmyutwmnsrpxnrzjbhirndoptauomdsaxscohjgqmnwguejmdjqsvgwmdxp,5.0,409.0,FZWDGNPF,,ZDXRSNPN
Lzf5179,MasterCard,Lnvgtmxpglwrnxnblwtrgsjviverntjlvlyvavmfitpchkzcoblrrsqcopiwujpvnh,11.0,275296.0,Lzfjnubfqkryulnuvrqw,U,1-607-282-1269,M,S,United States of America,4.0,Bftppjskmujmsijcnrztkxtlsf,0.0,610.0,Bzhsdehquuauhxnndodflbhhgcxhn,,xhqerh
Mbu5180,Kellogg,Sndxbwexpabkrlhrjatckvamhvktbiugupcvcxwmterxefazmtldcuczp,25.0,453755.0,Mbuvtsvdvaiuocgg,O,1-314-139-3868,,,United States of America,4.0,Rdgqelfswhpussniqvj,3.0,638.0,Zjsql,,DUZAJNGPH
Jog5181,Mercury General,,6.0,56931.0,Jogcvaxrwpsastuyfxslq,O,1-641-617-0087,m,M,United States of America,3.0,Qwhhvqmkpcal,3.0,442.0,Zcxmdvrbqinyrny,,Nficoxsemm
Oop5182,Cognizant Technology Solutions,CIXFZLBINGQWESILGJAWMFNOHKIVCUEZEJVKFNIJRDYLH,6.0,206130.0,Oopyqphaxnwdbccscxfbzdgonmkr,O,1-898-581-6062,,M,United States of America,0.0,dftmozdqyrqppuveciukldpswpobtcoyivfirytspqbkddvlboufwepnefwnbzprmgsacdxxm,1.0,391.0,bseiqskzndrotciqijlqsbcwuydcmf,M,Wzmsjh
Agm5183,Cameron International,Ibhwhtlcrhewnulviojtervvuspkd,33.0,46811.0,Agmvgejrvdozktnfxvqnrt,O,1-441-218-1245,a,M,United States of America,0.0,,0.0,353.0,Jouqsjviqzyaaperwuabuhkbqjolov,,CYUFWGEUY
RYE5184,Nucor,nzfoixcxhvtqjvpcqtbqyvzupfhkeeeqjartjqjjftmxwyosolovpmmttkfbiynp,11.0,447472.0,RYESCPREIOZQWFLRSQCW,O,1-001-707-5590,,S,United States of America,,Uorslvsnzprxbknlxifrcbrqsaxuvebz,3.0,336.0,Symwuhnvscpx,,mvmjckcvhz
Tbn5185,First American Corp.,MVOAUNTQUILDLRMOILRUSMWHIFLM,2.0,191758.0,Tbnmvxoowzqehdgpl,,1-733-220-7125,l,M,United States of America,,Mpnhnxseeesistlcmsktjjtxjodkapfmnjkujcylavxftpbequksmrbaljkzvspdowkkosbrxn,2.0,803.0,MTOIFDAMPUAROOLJTSIULFM,,Xqsvp
TVO5186,Huntsman,QAJPFBXIYVGBXNRIRSFVVX,81.0,487286.0,TVOIRWKNWWDFVKUACPIA,R,1-282-265-3243,J,S,Canada,2.0,,4.0,418.0,XSSGTNPCDBRDJQNKSXA,M,khmhskchujst
wpx5187,CVS Caremark,Izfxoyttajbimeppfkpuwrjtfarvonsaubnvdjssqrhwloueafs,98.0,101773.0,wpxcfqewllgpschjs,O,1-768-291-2465,,M,United States of America,4.0,Gvdcxmfhrkxqucadpyxtojpqsqjffizqeqzgrrzzrnnidiqhopetd,0.0,632.0,UWMJDONKHYIYKER,M,gjvoq
JCF5188,Ametek,Zknasjtfnnencm,21.0,356923.0,JCFCMOXKERCBQYOCIHHWJYBFHWLT,U,,z,S,United States of America,1.0,Kpazrvmxujhkklxgxurnweifzaxilmvagjtwdhdsamatteriwmmyodgdczt,4.0,505.0,Wzomzkqnnpqnbibqvxvlqrpwftdx,f,Sajpoowo
Wvh5189,Reliance Steel & Aluminum,Jwbiqfj,49.0,238413.0,Wvhuigocbdlbt,O,1-175-214-3364,B,,United States of America,3.0,ZOKLVTUECSLCIHBIBYYSXVCBWMW,3.0,401.0,USDZPBOZXLRHTQMPX,,ZZPFTLCROX
Lnv5190,Piedmont Natural Gas,Jpbwshfnxrhpdmfqspvjlkvxgwujqeb,11.0,439618.0,Lnvwmmrlik,O,1-520-249-2486,,M,United States of America,1.0,TTSSMDSBVLETGJNVIPGFTJZMEUJANJMLTPAGRE,2.0,549.0,GMDLGTCEXCINBYZ,,Mclgniwqhxn
Skr5191,Portland General Electric,,97.0,374104.0,Skrhtfguhnerxxktyesxpexzpe,R,1-487-432-4891,H,D,United States of America,4.0,CBPXYWPDNFPQZMXKGYLTAGGVVIMFENJODHWBBLBGROCLLYGNWQBXYCQPUPNJ,5.0,713.0,ZGQAXGPPJMXQCNE,,Qtghdgikv
Xxw5192,UAL,kluqxvoz,20.0,393154.0,Xxwizz,O,1-624-999-0729,g,M,United States of America,5.0,eqrmjvvfrvwtsrrwix,2.0,733.0,Brsavnjsglesaefziqbvunirvmxvnt,,Qqpjrsj
gyz5193,Cooper-Standard Holdings,iyymuffrlmqrksjxnoqvhfagqkoarfttriegwjnyqprnbxxtugvreyobcujtyngzbihwcnhyahejpj,69.0,395498.0,gyzbzhiceynp,R,1-971-051-4981,,M,United States of America,0.0,eihcbhgiwmumsxsdrkyyoufmowsoivvpcxilqtc,5.0,842.0,ZSHUMCNCUUIQLPCOAUQAKTCH,M,XPZDBUSR
fad5194,Guardian Life Ins. Co.,Mpndacvurwrziltirkuoldddcswcuptuphulipblufggurixgyzh,94.0,488185.0,fadxictsudblyxvdwkygwfqbw,R,1-271-831-0535,,M,United States of America,5.0,jlryefwcsvaauwvhdozugdsiclkjkpctmptiupvbwnvpvkfvwxfgnuytfyarv,3.0,454.0,YLICPGQIPMPRGTZZTIKLEA,F,Mozghrpsdmbv
Mew5195,Weyerhaeuser,vqyobvrvjdymwgfthwfipiacwzbpomxuidpjjopcdbzdqgvcqjskjageen,47.0,363058.0,Mewveocy,O,1-104-317-1204,X,,United States of America,5.0,pustqejniqermdwwhgrbrxdoeoolgmxtltqpotxfyvpjufbwjaslbaoxuuqmvgbjn,3.0,638.0,YSDCGRWTJHWKGIEALD,,IDPEZCNUCTIU
Uva5196,Principal Financial,qorsmdwsahvztjwsflofksmnjxdtavsnejaxfwrtvfsckxxukj,,279232.0,Uvamaqg,U,1-370-990-6102,g,M,United States of America,4.0,lgzupqqluqgvzubknwuwxfofofljxikvfrafqvolgud,2.0,835.0,lybqjrmtomkiaqpuqggdtvnumqcbrj,,Dwzygdbwhbn
HHK5197,McDonald's,SQYPNREDPRYWOBYITICOFABUJVJMRVSSMMBRYANIRZMPGKEBVCXKQPWDUXANVFHLJDBEIHGXCNOYHZ,63.0,282401.0,HHKVQ,O,1-847-490-7878,k,S,United States of America,1.0,Tpxdlhluoqubkutoocixgvrgbnalnkgdtiauyagfnknibsmqefsaeebr,3.0,,FIOFPLSCJYQKWGJCVOGY,M,Galgf
Kip5199,Emerson Electric,bgzmcfhrrdcwsjtogiykigkeqgagowjmgkoplldrnmkqzj,90.0,380158.0,Kipnqrxcpnyrgph,R,1-754-604-1434,K,S,United States of America,4.0,BHCGKUILQKVEHCLXMINJXH,4.0,386.0,PNJKVKRYST,f,Cbuxpqm
aur5200,PPL,Zkyis,29.0,11342.0,aurhjiawpaaihjilso,R,1-795-767-0410,,M,United States of America,,Naiwf,2.0,693.0,Sjtdhwnkfjumabhopbspdrbtllc,,imxawsdfv
Pay5201,FPL Group,kbwwtdsljuzxcnsygearnwdfrrxxrvtsxlqcawuczzwbalfc,87.0,224145.0,Payqojqpzobrxrabpljandiaauegug,O,1-705-487-9664,,W,Canada,5.0,Aqbgvncffzopmfydgxgmgibrthsjxviistlgeehefvuwjnqysrt,0.0,425.0,rffksrhtemwozvgrh,,
tzq5202,Core-Mark Holding,FULNQWRASKUJMWSVAIGPGDVXFLSMZIZTZLLLELWFZYCWBPGIRLOYHAJDJKSWWBOCELCLAQQWOSECWWX,85.0,,tzqdauiicgsmprbhggerbpuxracjvt,O,1-395-847-8072,,U,United States of America,2.0,FWLOFLZQEDOZGVMMEYZCTJTDDJJYD,1.0,470.0,wpcnhjqeskplsjguophkopin,,rcquvxrrgdpa
Tzz5203,United Parcel Service,rzcooijihxqerddejtiuhilxygiagklqndhhlltjnwoebdw,52.0,343839.0,Tzzhpnvcvoxipahokirlry,O,1-967-775-3735,y,M,United States of America,5.0,Yskuwcquadhhtwglxbpibkkcjthxeilmsurqshxewufgkbbwguhvnmpxaycp,5.0,556.0,Bmouokrfe,m,Rafcfhkkyg
Kcq5204,NSTAR,yyyteswjmwddzqyoslthrmztrxaqwidhshwhjjqkkcupiwnjakodnammlmhcx,,32012.0,Kcqnkqqedxsdqywcyakctgzgm,O,1-452-052-5011,,U,United States of America,2.0,kpkblaujjqgjhzkheijtbmzetmcutz,2.0,747.0,Gwycevbsytxedmdokwktsgzqtd,m,Ibvbrrpbaelb
Cbg5205,TD Ameritrade,YGPHJJYLIHBYLFNPYICCQUMEUK,,499036.0,Cbguriymrjxhjuyouazipkkj,O,1-322-605-2545,z,M,United States of America,3.0,torfosyeszmrqmbehvsoegkydwxpsvbu,5.0,,Oednaenvbskuynvucoftafylfvusz,,agkkjqxz
Bbv5206,YRC Worldwide,Jwnurypkbgenjwqvibijdbgpkoxyygvsxruubjjxlobvpiidzmfardaeuomfezpbjfsgrevqecfraee,6.0,483339.0,Bbvnohxhswcezy,O,1-601-323-4581,,W,Canada,1.0,ftgjwaglhaihjjrnsfsfsdhrvotlkxmpnlzbtjafabetdqieeulnhaurlradicwvhujeewxareaohdg,5.0,592.0,Jxnxprcdiuolygb,,Cadtbgpfkdx
TZN5207,Hess,FEGXYBZNQOZYMR,79.0,333216.0,TZNHJWTOONPCAGEZQBCILLBIKQH,O,1-708-369-3285,e,D,United States of America,1.0,Epoamjdcepbkeudmjurigkxceobrbwzjkwyonnsvpbqsvsamjyfbxxhkwobcwvdgsbqunkhjmy,0.0,534.0,owcmwfedxsvwilsjedrnvbr,F,luhgagwc
RVS5208,NSTAR,Ajedfzsxhtgvdpaxmmwvugiulbwuewwnureaktjqykepcycwmdrnqczdtsrnklblujzftcuyhfh,0.0,416707.0,RVSFRHMHNNKRTEGMSZPFJNR,O,1-553-833-2788,,M,United States of America,2.0,Ldfuyoyunivkqnylzceunbvwmxmrrf,1.0,772.0,Dsmmerysrahkjr,,hvjxwgb
Oze5209,NewPage Holding,,43.0,250144.0,Ozemhbfpterhjclmtdqzcrlig,O,1-644-034-8204,Z,S,United States of America,1.0,Shaigbpxwkbcnytofqtzqvbqoiwbtrfbfbxbziasyhdalzsirfhe,1.0,824.0,QYIPYSPRUYNUHNSZTJKNOGR,,
Qjb5210,,Vghakuynjqvxscdezvxd,83.0,259893.0,Qjbtwlmiijepczowhngoa,O,1-929-832-2138,,,United States of America,3.0,Ztvsegghsmvldzwxqyrbylsgjpmgdbfphgzowwhqocndwhctlmjpfafznrtn,5.0,581.0,Izjxukxwoshaehzg,,ocmzmohylr
Hef5211,Bucyrus International,CLXWXJEALTLIYRNUYIWGMYCAD,86.0,433889.0,Heftksgqojcgarekhexzygcby,R,1-053-435-0317,,,United States of America,2.0,mvfunwbjnjojakgcscjejovumcxticttvfykkkzglcrgqwyvzlyflek,4.0,361.0,Pbpxqxngaytuptcgndyxluqqcbqrci,F,Esejcadcp
Nbv5212,Lockheed Martin,Lyrnxmlhxrzjxtgjafxosxqbnbwy,47.0,37992.0,Nbvfmebzxpnvpm,O,,Z,M,United States of America,5.0,PNXTMWEPGZNNNIJOUFFXYPULFPRVWRNPQKKTVLRNXGIDXU,4.0,635.0,Qicfnxpqhfqpqqhlnpmcj,,Nzjuwt
Avv5213,CommScope,ANAGYPEJCDE,31.0,490311.0,Avviymxtfssewknudvvglojurayjb,O,1-305-243-4803,,S,United States of America,5.0,phwplgicfgxdktnlvweanqzizpfgfjwhkokbiognznkqcqgtfqfutptqbuw,4.0,726.0,Ydionmpoaugawfv,,Zzorebr
xnq5214,Zimmer Holdings,Jkwvdnapogfiwoejvoculjcgi,97.0,449517.0,xnqmlcqgaxwis,O,1-237-133-2916,V,M,United States of America,0.0,Qjqblqkjrabhhubbc,3.0,696.0,Rydzmubki,M,Zdvxopktcqsi
jlt5215,Telephone & Data Systems,Hotwbeyujqfluygveilngbginevjqpxfnq,64.0,268759.0,jlteoggrnpobsogrghv,O,1-901-669-0908,J,U,,2.0,PSOBMXUGOTBWTBTGHG,2.0,825.0,UOGBHVCQYPBSZXXIQKJOW,,Ixbbwawn
Leu5216,SPX,PGLGIMOUROMPOMEPKONFTRNRREJYSAWGIGCELBSYBASXISFZICANYZWSHOMCYGQE,3.0,325374.0,Leuhutgehhlrmru,O,1-925-598-8625,Y,M,Canada,0.0,nekblbvybcfstlvixtmmckdfcobgiwgqdauskjugwplcl,0.0,797.0,Nouqh,,aowinbdp
sar5217,Insight Enterprises,sveqcvlwibaexeicxkroiitmpwzpzuslslrdenlgcycdzyxtzitqsogirdxfgyzfdwogczhbcgrgwlou,77.0,65074.0,sarbvwtsmlpawqktivs,O,1-514-005-0015,,W,Canada,3.0,hhhskfbcmzbymtkwqjxdmoixrtxykomrnhfcbllparmhihhaxqfrsrdyasxbexinehvjj,5.0,698.0,Vmiqrgfzkjbfvlkzpgke,,Cvofsduwh
Kdx5218,,CFGGPIKMXLDHBSQSBMXPRQMCAIVVUTYIKYXRYNIDZKJHWTXIYQKJHLYRBIWUOXIWWNLLVLDQFOGBLB,54.0,322241.0,Kdxlnmpn,O,1-655-031-7619,v,U,United States of America,4.0,cbzrtteczb,3.0,572.0,IMGCDGHKHFLIL,F,OEKQMAS
GLN5219,AES,Jmrvowpbuqllenidjlhfiywlsbfwkilcegeirbnscrbkiwdmhxbfgww,97.0,359904.0,GLNCCWSLQWPJCBFCDZFG,U,1-304-278-0402,,M,United States of America,3.0,txhcyucbxegpnaseq,0.0,658.0,SRKHPXJQWPRCQEY,,Euqwwhipievw
Ywd5220,Universal American,xunqjzjvkrirhaameyegpfewpu,4.0,75727.0,Ywdzskjqctdykodffzqrs,U,1-265-581-7293,,,United States of America,5.0,Anrclxkgdontgqetzvrzoypxbpfjbiocapqoicshhhoplucrueqpdlkuhtnwor,1.0,689.0,XQAXFSKCSBMHNKJIBAEVNXT,M,Vandlqp
Pfk5221,Genworth Financial,EJQOUOPQTJAVNXSKNXSSGQZNBLBEVREFOVWKTIUDOJEEWPOICQVRNIIZAJODPIECHAV,97.0,88206.0,Pfkexlruzlsgssxfjgihvnvwbn,O,1-913-187-5308,r,S,,5.0,PLAGNBOXQOFAVLRUPRXCBWMLL,0.0,737.0,ialviywppsxrmt,,Fepgv
hpd5222,Alexander & Baldwin,Rxjkpiqxpsdbweuynsxydgdo,100.0,160466.0,hpdfwchrzhjwxen,O,1-486-454-1084,D,M,United States of America,5.0,,4.0,713.0,gmwkhkjcriaocmxasuufum,f,SPOPMYQUL
plg5223,Affiliated Computer Services,YUXQBVZUBMXRWWJUOQADPBRVAEJPBXUXWNAIZNGBKPWAYL,21.0,266748.0,plganiolusttpm,O,1-849-385-8857,,M,Canada,3.0,kboedjfnfnhomzsgsarrgqcnqxfrsevlxmxvfgosvrzhnzgvokapjhgnhwjqzchdnhrgtqlijkldld,3.0,459.0,unhjgetcrn,,kbgpvvkrivs
pjf5224,Trinity Industries,Uethszorftquvhjzvaprwhvcgiewytccldenboxvorl,72.0,,pjfoelrttukfyjdkpeudoagdrctg,O,1-017-736-7837,W,,Canada,5.0,dfdhulxvmzevkchpbinonlznspzteidospupphkrmixnfbjafltzumxxhilvvsojddaaygoekbyyuou,0.0,749.0,dkxjcgwia,,Iaotchd
Miz5225,National Semiconductor,Orwmettlaapsutxqnldaltiptzleihqsiadbwcpyxjuljocfgjzhekmrbkjhjv,17.0,39159.0,Miznlmcpdciforkopxcuqgt,R,1-885-139-2329,G,M,United States of America,5.0,Wtehglmxhxemuwpayqxtgokitvgfbcqyzwmkaxxovgalp,1.0,412.0,Jsrhnddgfvvphzmsgqusfhiqm,M,
ZSK5226,DISH Network,Xkauegnulvslglhcfpqrkc,6.0,290196.0,ZSKVQLERADUQSTZUQ,U,1-995-435-1708,W,M,,0.0,Ldkcccneweqfkbkgwsgvjbnlihjczkqmbnpdkzovbnlqgbenvynlrzwhwxkcbogqa,2.0,456.0,Uegssdnljaefycddeohqeshhfridr,f,FXWUZPNN
AOQ5227,Hanover Insurance Group,Ejaitvujmiljevhizqnpxmncvep,55.0,454911.0,AOQQWGVWIAUSTP,O,1-192-113-3818,,S,United States of America,0.0,mvlxeuymyhshtvkkpzgipjinrjsujfauekoypbvddncignoubnhcfeyjrypattvxjnbnjnttqzlg,4.0,423.0,qsbtdnnnbhocrblywfatsgwvmgxicm,F,Tbmxr
UFT5228,Southern Union,ASYWTVTPFF,18.0,18171.0,UFTGXLUMIQZJVGJDTGGGPUW,O,1-582-527-2240,i,M,Canada,3.0,Jharbwjbuxxdbcrukwabsbjhbjtefbuadvewbudkicjgedcdvwccdqxsotekzshubkuigaclflpfidt,4.0,392.0,Xkhqgeamnakdlkszgjdzm,M,Rkkmkvbri
PVC5229,Archer Daniels Midland,Zoywtyxnlfpvuvu,98.0,129291.0,PVCPNMGQEDPHYJVWGXXASUNVPH,O,1-161-114-7127,,M,United States of America,0.0,Rxcpuxjjsrz,4.0,530.0,Layrpedfkpvwriwpxidej,F,Cnmmjfvq
Cke5230,Teledyne Technologies,Ypmiqgwsftzwxi,11.0,394710.0,Ckewhgjlzzlrbj,R,1-002-015-4190,,M,United States of America,0.0,Tqsawpraqfafjpiiljlqabehkwrtuufqlkplfiffqlopfpshjvocayixvzh,4.0,650.0,XONCUWWRKRW,,
zvj5231,Cognizant Technology Solutions,Hsilqmkccsk,21.0,123811.0,zvjvcgfhifw,U,1-073-669-4014,q,U,United States of America,5.0,CSVGSIXQEPQYMFEQLOPLHAFMMF,3.0,786.0,ehjoqpvhfpxxlavczcsnymrl,,Cckblvpk
IZK5232,Fiserv,ODCQBDOBHWRYGNKEXUEBTGCAKHXQQFIWRJZMZZQROCOKDXBQLDAQGKSTCCFRFXVDZEOHCNR,33.0,351588.0,IZKEPSIS,O,1-018-195-5431,C,U,United States of America,1.0,JECYVUSDWWCPIUPMESMJLZXJBHQGBQS,2.0,729.0,AGATBAWFISMVRDO,m,
FQH5233,Public Storage,Mgipmrvcnajbsqcxo,11.0,328034.0,FQHMNVRRCRZFQGXNLYOFIDI,O,1-773-597-2926,,W,United States of America,4.0,Khztmttalilb,2.0,723.0,CAQFCNNAGX,m,ikiss
Oiz5234,HealthSpring,BQDMGXZMGRJTZYZZJOCHCTCXPCOTT,16.0,80142.0,Oizgaganh,R,1-396-221-2948,,,United States of America,0.0,MAXXMKUXLFCTIDLBSJXEDKASQOWIQXGZINOWKLKPZWSVXKOOGOIPEQMDZYMLLTAFE,4.0,467.0,Ltuzqnmliih,f,Swiqwdyr
Ncr5235,Biogen Idec,Dtohrckomxchagzkuksdfanbfezabazzituiwpuouakzvwlgqhdxsnhxlt,2.0,166315.0,Ncrooomeihysxztxeopntz,O,1-177-827-7459,,U,United States of America,5.0,Npevssyhkfsquajgffehpeeikvzvcfxlut,0.0,618.0,Pvlsihhqd,,BVIJAMROPC
YSA5236,Ralcorp Holdings,bjgembrkgrbdbsrqiejuabqcvmlvbgpfuin,99.0,438902.0,YSAXLU,O,1-385-095-4365,,M,,4.0,rvkiiifynxuejcdqbhlqidihsijgjfd,1.0,394.0,aywticrsg,f,THYOAONDADY
Acg5237,SAIC,gkkkltullkqdboopv,95.0,485543.0,Acgtqw,O,1-647-247-4980,,M,United States of America,1.0,lxungetamozpikclhccbsfjkeqrmnmvofgojxspqi,1.0,541.0,AKDCVMIXXNWQ,F,RLGLCLHMRTP
Kfv5238,Pinnacle West Capital,Kyvleaxswaovlirqzqk,64.0,87872.0,Kfvojqjdsougnaigkcwbierctd,O,1-046-763-6607,b,M,United States of America,3.0,ttajrwjfwwixbhohfsmgxm,3.0,721.0,aauthvbajtxkvo,f,Uuhygop
obv5239,CF Industries Holdings,fuwmlyowcpgbjgkplleakdnembtazw,20.0,,obvjlgywguuntymijomvtkgi,,1-883-330-7373,x,S,Canada,4.0,SGFVVP,5.0,625.0,Orhqpndwl,,vkkbonz
QSI5240,Eagle Rock Energy Partners,rndebnscihnougelxkxmgszdakxiodpazgfsllh,23.0,225157.0,QSIYNQMIXNHXFXORIQDJZLYJY,O,1-605-578-8531,G,M,United States of America,2.0,Ekfihxwlvtwlrsgdxumzahgwgiabjwzlssslovdexcpfqkcgiwciexqkjilanacaycftmtx,0.0,304.0,ENNVUQYUFDYIDHYW,,NLUEQQY
Rrf5241,Sanmina-SCI,Pkowxluzhlbctjbxfyfyhqojwmbce,0.0,447503.0,Rrfrphzlnfihwquw,U,1-383-104-2436,j,,United States of America,5.0,iaoumkqytnfanqg,3.0,470.0,BKOUGJTNCJZWTUILKDPAN,f,Hebwjosrh
ICL5242,Alexander & Baldwin,WSGTXGKDJLOYHNSCRFIQYJOBYUBQFGDSQTSRVXJXHXOKFCUVKVTLJXAZZEYGG,70.0,,ICLMINKKBNZVF,U,1-492-214-0596,,W,United States of America,1.0,Crlfewobxjaftvmwjowlzkrwthlpnrdaljakxgw,0.0,710.0,CEHUMNVXUHZVQRDBINJP,,
Tij5243,,JOEYORUDFSSWBHGIIGEMROLXBUWOEFEITXXWUIAPEKQAEIEOSXQMNEVNZRUJKBVJC,85.0,228899.0,Tijddfobwapoujtyigxz,O,1-937-268-3237,,D,United States of America,2.0,zxenwnwrwsirkoszivbhsehpopqgpqfrdbnbmuvakoctqbemqrwyyxxat,3.0,336.0,eldqcmqrxupma,f,olqtoxlsmx
Yyn5244,Ametek,JHZONCPMGUZOHTBPQVCJVNIKZBMQWOXWDGXTFBBUCPMPDHFNXFLFCGCWIOOSBT,26.0,415453.0,Yyngun,O,1-013-009-8527,,M,United States of America,1.0,gsdjluhlofu,0.0,525.0,KJVJAMIDPBVDXRNAXBHUAQLVCZ,f,
Tfm5245,Amgen,qovahirurzljobcojxcnnhbebfvpuwsfufqxvolvyhhblrxwbkziybbukmmxdrvsxxvhchqcqcl,37.0,499620.0,Tfmeifsbhohlaorbhbpod,O,1-782-163-7490,,S,Canada,5.0,Crgvndjcyvkxyhpwtcpcxsiigfwntucwaeagieepylinwvjhpvechoytido,3.0,759.0,Syrijhgkokvop,,Nxhledfw
ykv5246,Berkshire Hathaway,KPYRHCIXKILKQSDXQXOPXGUJDUCQO,,128125.0,ykvtzurgqqhoeowhorjujdidalrbj,O,1-057-384-1396,z,M,United States of America,,Jfebvioyvxyazjyn,1.0,332.0,Fejgpfgqevzwiwe,,XWKWDUVOCZKD
kcz5247,New York Life Insurance,okopnmqvxwfvpiakekbtyadqxqzqmw,73.0,414950.0,kczdkqf,O,1-741-095-4697,K,U,United States of America,0.0,ZWLLT,1.0,801.0,OLGOLVSF,,Rcmhsjkxtdhy
ome5248,MSC Industrial Direct,Syzozihpakyorzqnmlvngnljbibcnuvubglveftcamdpemkz,56.0,394561.0,omemqfqnbbjm,O,1-215-281-4794,,U,United States of America,,Xsupcsqlenal,,334.0,Cvelmxrtblwztxongcmeoh,,Qcqeiggrw
Vrc5249,International Game Technology,fftypfilmy,69.0,8576.0,Vrclyjpnhxisrrwddnbyga,R,,X,W,United States of America,0.0,Gklaqlolbdaxqqvwsrvkksnklvkcteurmwldtfkxxa,0.0,315.0,hnkbjiasglvvyzwf,m,CJSTWOPMFAI
OZL5250,TIAA-CREF,Yrgwoes,93.0,272465.0,OZLJKG,O,1-956-467-1185,H,S,United States of America,1.0,lqbbtestlkmehaxnwmglypkgzgbpjy,0.0,439.0,vmzbtphwxq,,PALVRHHPMQNE
Hos5251,First Data,ckutbpepzdarxloqdbectxyugfcjhmngktzjxwulvqbjqoklgofqkuawkrlchtceduhjzhatbhkrhlnb,0.0,70648.0,Hosvajcmsqbizyirowark,O,1-752-307-4521,,W,,5.0,Frtludwwllhldedegljiatsvirwqomaupakidrwmkxoyhebwmapjzvqeioa,3.0,572.0,mitokvukgcufejkxfoaskmwt,,vkplwslcfkv
DVM5252,Emcor Group,Ubjglbofohpuxlnuh,40.0,207846.0,DVMRTWEJRWYXXOLKQFUJL,O,1-900-350-6546,P,M,United States of America,0.0,,3.0,685.0,EVRENB,,tagtkbphekyf
Jwm5253,Cardinal Health,WEPHNHPXJZAPNYJWEUYMRRQWRGJAGSBBQRDIRZFYNCCPVBNKUVDNTPIAJDVMPWTEGTE,79.0,447928.0,Jwmjmskqweqdv,U,1-263-443-9640,,U,Canada,1.0,YMIDTXJHFJVLYOONJFHYKMWTQJCDVUNBETPL,4.0,314.0,Ehcgcskvjvphttxvxnl,m,Lpbwfvvdatb
