AgencyID,CreditRating,Employer,OwnOrRentFlag,AddressLine1,Phone,NetWorth,PostalCode,Income,MaritalStatus,Age,Country,Gender,State,NumberCreditCards,AddressLine2,City,NumberCars,NumberChildren
RXD9559,586.0,PC Connection,O,ZFGVPHWJHLFJJGTTRFDJFJO,1-922-290-1553,281870.0,Xhedhdg,32827.0,M,33.0,United States of America,,TX,0.0,Jpmotsnqvxcggksmyxbwbdzikxytwbxhvlzejyzuxnentmvbujlaxmdbgnxhmsucvkkdf,St. Catharines,2.0,3.0
Nlk9560,464.0,Wells Fargo,R,IDLMHHI,,3593324.0,Cejyoqer,303348.0,M,15.0,,m,WY,3.0,SXZGZGFVCGZBSZWBHQZPRVOIFFGWTBVAKKGCOKXMKFCUVNJRDHPGHDF,Sherbrooke,4.0,4.0
Zbx9561,424.0,Tech Data,U,,1-547-138-4390,1179562.0,zinnoh,421052.0,M,71.0,Canada,F,AZ,7.0,Lnxmqnwdozimvvxgmozttbzito,Spokane,5.0,2.0
Feq9562,528.0,Goldman Sachs Group,R,qxaedynevvxmwdsdtfgmbxhegopctykk,1-245-923-8288,833293.0,tcgyheqojgd,,U,36.0,,m,OR,2.0,PQETFQPWHALFRKNJ,Grand Prairie,5.0,
jrp9563,308.0,JetBlue Airways,O,Eixshyjdpcqaswzlcaopgttjbqujozgsucabuthbd,1-662-954-0862,559458.0,Czjce,447136.0,M,68.0,Canada,,NC,2.0,yfkeyxklswohrwwizsgontknrulldhcfnvzznaeepqzeooonpvcfb,Shreveport,0.0,
VCQ9564,413.0,,O,Ppxvcerbrdxytigaojosotcwvwjldwfc,1-103-293-3560,2490128.0,Uqmrmj,378352.0,U,2.0,United States of America,F,MO,,Lgprkopvjsjqzmdlwcevmekx,Mesquite,1.0,0.0
vsb9565,590.0,LifePoint Hospitals,O,QBODMYFUXCTUOIMGQRPZYQGHFIL,1-435-883-4963,3286201.0,Gbdyfva,99482.0,M,36.0,United States of America,F,CT,4.0,ktndwgslfxxulxtqvrnwqkkcamguqfgvdgryhlqbfhgmgkffbvdovzkzfjv,Baltimore,3.0,3.0
Bog9566,356.0,PepsiAmericas,O,MLBIFJWLGEZKALJOFWQJWKBODOTIKMCDXJOGPHYNMP,1-414-232-5178,,Nfcptvqgv,202184.0,M,34.0,United States of America,,DC,0.0,Krjrnbrtgnhsvnlbltssrcdwsqsconfzyqxespseyiympqgutycdnvkryqh,Tempe,3.0,1.0
oox9567,646.0,Nalco Holding,O,Usmpwkp,1-145-568-1188,1327387.0,Qkwsq,226522.0,U,90.0,United States of America,,VA,1.0,ceoepcaxnmjxdahrjvkgyfxlaqjuzpgevipzmgtieoiqnxzoenm,Los Angeles,3.0,0.0
Quw9568,443.0,Retail Ventures,O,wuamjuooutfsbtoppoelyzhcrvupkvloghiebdwupygecmpwknpxmqcmn,,2496893.0,UUDFRWA,119285.0,U,96.0,United States of America,,New Brunswick,7.0,FBQBEWQTT,Winston-Salem,4.0,1.0
jsc9569,660.0,CC Media Holdings,O,JSCPQMYYDGAFNAXZUUAQISROJEIIYNQZKUXMJQRSHUIVLEUAKZYHKECYVDRBFN,1-099-959-1170,3141170.0,Spvlyvcwa,384384.0,D,46.0,Canada,,WA,7.0,lvkqntmjlyanplilynwjywtxxvlevniaolrgrofqfespokxqqpcqqkvejajucbwacxecvn,Pembroke Pines,,
Gag9570,448.0,RPM International,R,MKTCYBITZCKIAFRNQXFMSBFVDSNPJKCOQMNIWBPGULPVYUFOFBKERGWHLUHBRTZZAYHEBOGDVZYG,1-849-432-3416,159285.0,krjug,26242.0,M,81.0,United States of America,,NH,,SOXPUBMFISHSTZJJALJ,Mobile,5.0,3.0
Zei9571,330.0,International Paper,U,Nwwadpmkadtcpxirxajijjlhwzmirxjwfsthhbmwexalysjxla,1-663-555-7586,3794937.0,HSHVSO,,U,37.0,United States of America,f,IL,1.0,Gszbxwdpborelxfkhnqkfhnptcvdxvkdzqqehrkpkwralibratdmfngafledht,Austin,0.0,2.0
lwi9572,566.0,Boyd Gaming,O,pcdhbrxksnodfctpjkcggcwgqpazbbzpzduabhdywvyyvua,1-522-737-2862,2787169.0,Gucwydsm,467896.0,U,35.0,United States of America,,SD,5.0,Hyercsvndsevudixowyvkbbouhszxqgxtzqisihszdduosqmgwpnmavqampbkvatdmggywvhgfkul,Independence,5.0,0.0
JQN9573,510.0,Rowan Cos.,O,Nivbrjzgqyqcbcgwvtlgcvdjoafhhfthlswspowpmtx,1-139-061-7035,3243634.0,Bmllxpjz,292846.0,D,51.0,United States of America,M,TX,0.0,Vnxditodpmhjwxfuqaxepwsuihizktcprsaavgjcbtcwwrzpncrezmlqmyserptyfuxtggykmzqow,Chula Vista,2.0,5.0
XJD9574,407.0,Vornado Realty Trust,O,Zavmbrnxxcdkbmitavocswkebt,1-140-936-8711,,xqmoug,94349.0,M,72.0,United States of America,F,AL,3.0,Guwuoxzhirgxcbffptqdrltzrqqbsnujgjvikkfljljeuulbrpydxscapgicztgiqwixtiyvhetct,Washington,3.0,1.0
Pkb9575,644.0,Precision Castparts,R,Xrchxbzuizzh,1-288-512-4531,570578.0,,117874.0,M,23.0,United States of America,,NJ,2.0,IHZTFKLCYBMNWMGWYXWLLBEDVEPKRCCIWDTIONSNSP,San Diego,3.0,3.0
Jsn9576,672.0,Gap,O,Nqewcdghszypoavedybbfdwnmhwcrosjixzw,1-074-564-4635,866654.0,jjrlquu,168747.0,S,94.0,United States of America,,WY,9.0,,McAllen,4.0,2.0
OQF9577,827.0,Chubb,O,Rjjhtnhyfcabixigwoftaiftc,1-034-049-2184,3883861.0,Tpcnwvevb,375855.0,D,24.0,United States of America,f,NH,1.0,Plpcupgscokwolokjvgqim,Washington,4.0,
akn9578,394.0,AGCO,R,BOYVUZELOQITOYEMKNXISMFPY,1-958-595-3219,1661912.0,Vcuynca,310793.0,M,27.0,United States of America,M,Quebec,,Dmvjprabukcmztutfgbsweszaampoodlxltnulvecs,Fort Wayne,5.0,1.0
wow9579,542.0,Biomet,U,Zjppddropiovdkckwdciosvsrcbeuueyredqxmgoewibil,1-152-835-9487,2334122.0,Bunjvklnisiu,206675.0,D,59.0,United States of America,,HI,8.0,Ackrhpiilaetjmvoc,Hayward,5.0,4.0
SGV9580,675.0,Spherion,,Bdjggtbiakdfikrtptaklpacscvhldcsrtvofduvqjddvvkmdjtobggdjrhcdcndswskbzsqnrzlg,1-024-257-9090,2651982.0,Suhlnnoxidyo,367962.0,U,55.0,United States of America,,IN,10.0,RXCMFQENVJQBMFWOGWMVWQTVONZZWHWDTYWZVGGKREHIAZHEWYTUKKLWJBMCCDIPUJZWNNJCTBBRADHQ,Scottsdale,4.0,3.0
Ace9581,415.0,KBR,R,Cqndcqsghqrb,1-346-424-7217,1839032.0,Almthx,497404.0,S,19.0,United States of America,,CA,4.0,Qoacivaxdkalsorhvdmwzppttwxtpvzcepuupwaijpclkreoovpep,Sioux Falls,2.0,1.0
Ziv9582,695.0,AmeriCredit,R,Iuutkubzgtywbziqphkexcckylapoau,1-656-335-6322,1927218.0,CBUBOPRHHQW,23985.0,M,32.0,United States of America,F,AL,6.0,qxcflqpuudiqcpnavdtswokbkbrffccwactatexkbdu,Bridgeport,4.0,0.0
IMK9583,834.0,Barnes & Noble,O,Fwselhldygqcmazhkfbzx,1-919-212-4817,2633551.0,KKVRSLZGEI,439662.0,S,48.0,United States of America,,MD,9.0,vvelmcsawscyozgbpornfoyjwfxxkabwbbbueknrvcivdubwhwdawobauoswionxpetcbzsmuooyubuu,Fontana,2.0,
Ylk9584,671.0,PharMerica,O,NANGJGKJKLPYIOOGHMODUNBGGRGRRQKXDHF,1-535-055-3536,3287590.0,Rnsyas,369204.0,M,20.0,United States of America,F,AL,8.0,zhqrzuylisoypqwumvlknptqnkylauuqtmvpqomrsltxifunapzo,Fargo,1.0,
Zwl9585,301.0,Waste Management,O,Jmxpwornzweibcoquxwnmvnvpicevxccutqdvvkohpyojy,1-329-330-1734,2043569.0,eksbqwvego,141929.0,M,90.0,United States of America,,UT,1.0,clhdhvbmxtqlydgutnxbdpjzbsapqenqyadnymnkueavkwocfbjgpdfvripgcdmrvv,Minneapolis,4.0,
Oxi9586,714.0,Philip Morris International,O,Hpchloumeyguupqqzozkgamhiizdhrftrbckxfpmpsoidcdxrhz,1-998-953-3901,3024522.0,Eifoepazwvtd,365389.0,M,3.0,Canada,F,MI,2.0,tddjhwydgidvepwfxkrywjfolmq,Charleston,,4.0
HYC9587,641.0,Air Products & Chemicals,O,urpfeqchowzwzamchwrietvcqlkcyqablcjjxsugzpcknrwwqtjxlaiqnvdenedbljxicblngaiccpxs,1-649-495-7117,2097877.0,OROJEAPJN,234124.0,S,34.0,United States of America,,MN,9.0,fhxarvcnggirlknmawrpshvlqncfugid,Elizabeth,,0.0
Yik9588,582.0,BJ's Wholesale Club,R,JYASALXNBJSZXRKAEVO,1-603-787-0064,2114972.0,Bosppjl,298976.0,S,99.0,,,AR,0.0,eoxsbsibxmnnuakkrqlgaieqnk,Lexington,3.0,2.0
FFM9589,318.0,,O,MJPATPBBFJGHR,1-724-827-3598,71123.0,VYHAXHRURO,323188.0,M,25.0,United States of America,,Quebec,9.0,GMFVOFMFOGQGLBAVSXELIWNQLWBUMPASGOEZBKETLBMKTOVRSHZBDHBTNEMSFMYRGWSPFNQW,Santa Ana,0.0,4.0
Tkd9590,513.0,Aleris International,O,IGOENRHESZLVVTATVQBPTGLKBSMUSANPCRYXSSNZQFQJPBJGZQORQRJUR,1-750-106-0156,481333.0,USCUMJLZ,125822.0,M,90.0,United States of America,,NJ,6.0,Jcjpwtkdnsylsdgrob,San Diego,2.0,4.0
Ucz9591,795.0,,O,Bhucrckyjxffvvrdgxqloqpecdhlflkesvutoefsdownsgihfaoivxnmipdaxnsnelwmhwblfmdj,1-963-696-2524,2491861.0,bfblph,382939.0,U,11.0,United States of America,F,LA,5.0,wpnwc,Chesapeake,3.0,1.0
ist9592,720.0,Levi Strauss,R,fepgcrsevmgbinqybhbwoexmgnlfi,1-517-390-0230,3221662.0,Linglno,141355.0,M,30.0,United States of America,,WA,5.0,agfpicyolhvwgrswbzkxantujrdkqeujetlgkcryhlqwjqofnhcdcdalvvcqjunrybezunqqsw,Arlington,5.0,0.0
Wyq9593,351.0,UGI,R,Njconlwyewrukkwszrrqpnaei,1-290-754-4689,1959595.0,Trqcrrrzl,364346.0,,79.0,United States of America,N,Manitoba,0.0,tuyujrw,Overland Park,5.0,1.0
ERG9594,845.0,CH2M Hill,O,Xsbzen,1-637-106-0842,119276.0,Zoqzt,86581.0,U,89.0,United States of America,,CA,8.0,tqkhmqscbwakpjayystrhwmbknqqaiwebgbjhdbhefrolfjnowbjsvlahgpbodupjhoagdbidxrus,Alexandria,1.0,3.0
Vjm9595,407.0,M&T Bank Corp.,O,Pefgmeuqwlvuiouqwoskhnroovcvsavbdaofxnfwpwrgxbetga,1-694-681-6738,1813521.0,ciyacdio,111228.0,W,45.0,Canada,n,IA,1.0,,Hayward,5.0,2.0
Dnq9596,694.0,PG&E Corp.,O,gnsaenxsyboqifgznissezpdmeodqcsvfymximvyoifiptegthjprbuwkjwfjvappreefspunxwj,,,dcwfvgty,129040.0,M,82.0,United States of America,m,Nova Scotia,9.0,TQLBWNMBLCOSFXFRXLOIHPKQIUHCYXHUWGNZCPNYBFGWQTAOLEFHQBXDCTUNFTMVXQJMOP,Grand Rapids,0.0,0.0
Jxj9597,566.0,Peter Kiewit Sons',U,Dxctelmugglxdhjhxtwomgjoumqpzcoyehqsqlxxcyhycqgqnrauxfoupfoeulgfai,1-450-992-8755,1835226.0,Yxkdw,305340.0,S,15.0,Canada,M,Saskatchewan,6.0,Wqwdppkjbncmyuyrumdxcirmdxvkudoubfbnvxn,Fargo,2.0,1.0
PYR9598,626.0,AGL Resources,O,nsbusopkifiqevnuesmdbzwlgrixxczqglm,1-996-648-6019,280212.0,LLUSTFOPGWLV,59865.0,M,1.0,United States of America,m,KS,8.0,fjfpudhxckkqjgixinhfrseikxnjfsqrnuyeyasimpotewzzshbhluzrkkokkzwnbagosr,Fort Wayne,2.0,4.0
UFD9599,794.0,Rohm & Haas,O,FYJFWRPMGRPQDAUPVNIOPQNXYHLAMLBOLNQCWGMJBULF,1-491-567-4129,947447.0,OLARRGMXJPT,358175.0,U,74.0,United States of America,M,NE,0.0,lvhleknvptgwwicnseknkpdjbkimudovwgrtjxwmnfhwljhtzrr,Chicago,3.0,1.0
rlf9600,639.0,Progress Energy,O,wqpbgabjdpeicuusedwkryzqmphzgvkxxhvxygnxqpcrpjfjhmhrjdoqyhntoxtdzgva,1-819-998-9209,1796353.0,Jhieredm,284583.0,U,44.0,United States of America,F,NE,2.0,Dnjmdrotakxsgndolxnrqtgcsain,Hamilton,2.0,0.0
Hik9601,595.0,Lincoln Electric Holdings,U,svnqswxcedigkhhtmorneurrpdcwbcwxwkgvqn,1-704-621-9062,766911.0,jnnulkcoahhn,147469.0,M,9.0,United States of America,,CT,7.0,Cmlolmheigogxipoydwegluxxiairdcxlotxpvccbpmiwvhtkaw,Louisville,3.0,5.0
UER9602,539.0,Vishay Intertechnology,R,KGJAXQEADLSRCNVKPICGDRWTFM,1-469-302-8928,50549.0,Shqbwvhrbfh,164412.0,S,60.0,Canada,M,RI,6.0,,Lexington,4.0,5.0
Pne9603,672.0,Select Medical Holdings,O,Wrsszhmrscxnrjtwmybwrxtqjvwiqotb,1-962-082-4168,1509000.0,Kduuenuudj,60820.0,S,74.0,United States of America,,MD,5.0,bhisjrttbqymxenqsxasvkxoecavijyzgkkxvjftrlqevwcxztajoedvsqjqgilpc,Sterling Heights,0.0,5.0
lqs9604,570.0,Erie Insurance Group,U,Xtdakoppqlicucmtxvxkvmamufgrmzfudxo,1-775-715-3803,2054169.0,GQNUS,401822.0,S,45.0,Canada,F,CA,3.0,kpigvltudtddqvefrwapvkqoxxcjcqmowoqewyiypciahafgkla,El Paso,1.0,5.0
ppr9605,350.0,Union Pacific,R,IVIFUTZJVRUEIUCIPSVLMVRUSNWGVXAFUNMMEQSMJJLGCZBHTNAEWRTNWBGWVPNDKD,1-921-672-3046,,NFKLNZXC,266517.0,M,24.0,Canada,F,Quebec,2.0,Vebqkbgvmyqlbjgnjhiluieurciwgylonnnleqbbeetnvlhunlhflkseudv,Pueblo,1.0,0.0
JVU9606,521.0,EOG Resources,O,nyjdqefglslst,1-775-339-9138,,HYUBJUXXRQBG,236621.0,D,29.0,United States of America,,Manitoba,0.0,Ybjgmlycdhgxfsngxzsqoltmfuahqqrdmpbysmduxuntalpywccsegafvei,Chattanooga,5.0,1.0
Ctn9607,426.0,Wynn Resorts,R,rdbgoamihavtfyhvdwimoyaraysupqjkuqgrtqhdkxnqfqbanianskk,1-297-283-2223,1991727.0,WQIFQOX,410609.0,D,63.0,United States of America,f,UT,4.0,Irjeneymsajdyrhroqmbntyfhcxmdrhtcxwsixrudqy,Vancouver,4.0,4.0
qlm9608,823.0,Hanesbrands,O,Nffidxzjdszntagrdoeyhlwfmumgeiwb,1-354-529-3892,30888.0,GDUXT,,M,83.0,United States of America,,CO,5.0,BKXOEKCBPUJTAEQPECWICZTITNEJSEWNWRHFLWAPBATQBJYYSHIDICPXHEAIAKMEMVOWYNVSX,Sacramento,1.0,0.0
jha9609,548.0,,R,Tproadybwetcifrhyuttrga,1-115-583-3844,3932732.0,Ezmrnolwl,429711.0,M,75.0,United States of America,,KS,9.0,PRXXIPWAAFBNUMHADTMXHCYACVNCTFJQTYEWRUMXEOPPNFJGGEWOOQUGVZOEONYV,Jacksonville,2.0,2.0
Uku9610,850.0,Jabil Circuit,U,NQSXTPCWBGFXFL,1-570-847-9762,3816349.0,WPWIUCSPC,25462.0,M,52.0,Canada,,RI,2.0,YNMGEFVUNGCMDTYBRJAKLHIQNNANEVWJOPZSTKRXDRNRLNWLTXUPOEYGVOBVCHFDSPHUPR,Denver,3.0,5.0
ZVX9611,,Imation,O,Dlstpxtzknvffyzfphkjhrjjmstwsrkgtmufzhirmwxpgcjhdjkurolncqjj,,1524003.0,CTBRL,200012.0,S,28.0,United States of America,f,NV,0.0,Cjnetclltbrfaspwovhpwpxgkpoltilfartddcgwghclnhojnwmg,Rockford,0.0,2.0
srx9612,825.0,Coventry Health Care,O,Ejgkxibrfsvudwhpqshahrflxmpqcuicosdvskcnvucdslahepu,1-117-699-8077,1604876.0,TXLAOXTGQBHB,359501.0,,45.0,United States of America,,WA,4.0,JKJOGEQBMRIAAYNLZUBAVCSLOUKRPJE,Naperville,4.0,4.0
ens9613,684.0,Blockbuster,R,Kfookxkkovchtemaqggeupgwadzckebkxfwjf,1-330-169-0786,3122664.0,ljeatulp,244323.0,M,8.0,United States of America,,Saskatchewan,5.0,Dclkyoxlgqhoevlvvqypsakysfaivjdwpwmucm,San Francisco,3.0,3.0
Fvl9614,,Harsco,O,yxdtadapbxczdzifmwbmsdelbwvchpbtupvpclzhlfkhhddkehsldwy,1-818-529-5438,2039156.0,vqutpcii,375382.0,S,79.0,United States of America,,NM,9.0,uuutbmfctlmvngqpqyigixttxjcderkjcebximgbfwmthcwayedb,Santa Clarita,1.0,3.0
TFM9615,460.0,Erie Insurance Group,,Zosxqpmmanjaghlrlrdodldcxctijxbgtbbgutwkwllnmziizrfdxpcbkqnmcuenmkemwifwszigumn,1-199-835-8035,3389179.0,Aalgfl,86581.0,M,9.0,United States of America,m,Nova Scotia,10.0,Opazresq,Charlottetown,4.0,5.0
CHC9616,698.0,Bon-Ton Stores,O,xgguvqfrhnmohbenpxpfilkfokcc,1-150-892-6454,1705338.0,Jubxjgt,273274.0,U,45.0,United States of America,m,AZ,0.0,CNALDFQEDDUQNTGLSLCUACFMNEPUUKGRKRWGAPNKMJSOAUDPNJFCIUNKWKHUMXZGHKOLFMTYGDVXEWRK,Edmonton,5.0,0.0
Jts9617,531.0,Windstream,R,Bwfkspsfhjeuorgqjcxfhlvfwiifocqkwlwbddoncbhphhumfrxaqcqwsh,1-576-326-3388,2764245.0,Fljcopqrqps,31076.0,M,52.0,United States of America,,TX,10.0,XDUPYGUSRXFOEHCHOGHGSDUSKITBZXNGPABNSXNNXYLKMHPKMCSRMQZTASWRIPARSXDXSJEEBPTULB,Lowell,3.0,1.0
Kep9618,478.0,,O,zxadxmnpwbsxdpjyzphcohowixesavggnxcqlwkpnusfplfutnicisojmeionqermspjaraogvpi,1-742-084-1793,2998827.0,Dfzsiuin,404917.0,S,87.0,United States of America,m,PA,3.0,gqbchqdrohwinvmcpxcfhgcjbqwcqmma,San Francisco,3.0,4.0
Sbh9619,522.0,Teradata,O,,1-142-040-2754,125727.0,Pybaopcx,133860.0,S,77.0,Canada,,RI,1.0,VNOTLVQCEBZMJXQLDFCSBDJGUCXRCDQJFQYEHEDZSRBPVBGQYIYCPUR,Flint,2.0,3.0
eax9620,424.0,Exide Technologies,O,Kfbzpfyrooylksymqqllwhtaxxowhytdhuqybdxu,1-623-004-6373,2580217.0,CIXBCICH,362096.0,,,United States of America,M,WA,2.0,Gxffovdjfgsmd,Sherbrooke,4.0,
Fxb9621,838.0,Raytheon,O,piugkibfidpqosedqzogqhjynhjayqulpbxftfcbgo,1-673-465-5530,2937182.0,,62285.0,W,18.0,United States of America,,AR,5.0,Dcpbbusifpzyefxbftgtyjxkafvobuykoeiediiaxqeayrtepfnvhyyrkvsfqxoilnrzjjruudchrfmq,Sydney,1.0,5.0
Pgd9622,352.0,Ruddick,O,kvdqoncsxsgspsdcmggncltgnrhuotsjvbzitbexjkmsvehcelvorz,1-879-575-2775,1688979.0,ZTWERNIOUI,485955.0,M,52.0,Canada,f,IA,2.0,kyzddzfrrzhovowqnnjum,Independence,3.0,
Pbm9623,541.0,Affiliated Computer Services,O,Qtcenqrkpdetlzmlmivkpudeekqqeweafsbueowbxcjqspcwaxbqodsqxrpeellsjrpd,1-617-314-4050,951716.0,Cgmxunvo,496062.0,M,28.0,United States of America,f,New Brunswick,4.0,mgiqlrmflgrwibkeqalzajupfbpickcngudomunubxifdgfikmophlgt,Chula Vista,2.0,2.0
Tjq9624,713.0,Cisco Systems,O,Xssxiegnbzspjeewamrftubpatrcjjngwjuxnq,1-852-797-5421,3286331.0,Njaawk,357691.0,D,78.0,Canada,m,HI,8.0,Beawlvqqgqdkmqnvfbibscgnisjtzmvhdzghhifpdqqskc,Amarillo,4.0,5.0
Rqt9625,362.0,Molex,O,Seixwdkafflqwmwgrtnitnmtacbwjljxekvcygyupbpuuvcaytejohqvezayacuviuqf,1-405-722-6037,1548003.0,noielpof,363994.0,,46.0,United States of America,,MS,10.0,Pgqkimxtrmrzpsvgcofwmzbnjjvjeuvwfj,Vancouver,2.0,3.0
Vqd9626,749.0,Procter & Gamble,R,NRJEQDUKUMPXQYEEVHOWCNESVNISUMBIHAJSRJAXOVSCOQVLDBMJHEHJZTFEGVKLXCWSAGW,1-572-286-3435,3560347.0,Oqvbjd,447126.0,S,70.0,United States of America,,IA,10.0,ahfwlw,Waterbury,2.0,0.0
Ear9627,368.0,Watson Pharmaceuticals,O,Kermh,1-207-535-0860,3038857.0,XPMQEIUH,405459.0,,98.0,Canada,,NE,5.0,nsxjrp,Casper,4.0,4.0
Cai9628,642.0,BearingPoint,O,jifdreeogwadhtoeqnseaueqqgplxkzbfirijngfmntviawrssq,1-298-560-3607,3649153.0,skyyvmj,115063.0,S,84.0,Canada,F,MA,5.0,Rljrdpdqtnbfandmrvcfjbthdkkexpffdaeintzigrcjdywbwoigbmnvovdhkqdufpcvlla,Charlottetown,2.0,1.0
Cvw9629,781.0,E.W. Scripps,O,Fmmvrxddgc,,3757101.0,Ubvdhi,185892.0,M,93.0,United States of America,,Ontario,4.0,Uqodyfeovkbq,Saint John,0.0,3.0
Ujo9630,588.0,United Rentals,O,Zlhtfklabphlwnukstectoanitctrrmlrvdwtidwhktumvztpbgqroveploasjjhxhrqrhbkoznrx,1-121-277-4762,2050133.0,Hshntn,419892.0,W,65.0,Canada,,KY,7.0,tpdzscdqwtqhjw,Birmingham,5.0,5.0
Rlo9631,838.0,Entergy,R,Hqhjjvrujasjtt,1-467-298-8636,1299398.0,Xcfccj,383095.0,D,22.0,United States of America,,OH,9.0,Nwvchpspyzplswrxchjdxxteexhwnfvorfheoiznmnicmfgozjiskilacg,Sunnyvale,4.0,0.0
Edt9632,516.0,Carlisle,O,Svkrqysgohbxwealhbxwog,1-303-717-2689,2701723.0,stoiqh,308861.0,U,42.0,United States of America,m,NC,0.0,Tcjfigwetjllmkvjbhxcusydsgwldcmkuqlnztwlmmt,Torrance,,3.0
HDH9633,839.0,Patterson,O,cudtcqxfgvybouccapaizpnupemndzvarrbctyujkvxlrlvdeflnxll,1-750-299-1821,,Vmgvg,94274.0,M,21.0,United States of America,,Prince Edward Island,,dswkmfvrglidcilyduiophkecjecauwxbqekvnvzyfdnkrco,Columbus,2.0,4.0
Mbv9634,370.0,National Semiconductor,U,xlhtcxgvgtaheikskoayppmziwzddizbagd,1-770-700-3972,1756757.0,slwwcsq,245985.0,M,30.0,United States of America,F,OH,,feteslrtevlvkwslvmjkexqcpaghiozfxotkorvfawykgkv,St. Johns,3.0,3.0
WKP9635,456.0,Coca-Cola,R,Ugbwiqhojdmvqoffkejjouatraapwabbabmapmuptywmaro,1-998-749-6801,942008.0,XFAGQHQFSDQG,400758.0,M,59.0,United States of America,M,SC,1.0,Eazyxllrpvmtf,Salinas,,0.0
IBU9636,458.0,Continental Airlines,O,Hubjswlaorgpkrhlzogacsetohajgqxmhltlr,1-446-903-7131,1347910.0,Xqqvy,440015.0,S,44.0,,,FL,2.0,khflfnkrlokwzgpduiopfslbpauvvrmrrpzlndklamwikdroa,Nashua,1.0,2.0
eqc9637,747.0,Beazer Homes USA,R,UOMAAOEEXTMA,1-518-944-4097,2549732.0,BKMGPQKWTRG,424229.0,M,80.0,Canada,,SD,10.0,Sqettbvoezdcuvlannxdgljtdxpthbxxiqfkpnpoccvqhfnrvamoadietwormcbqdvjorsryms,Tulsa,1.0,2.0
Wcc9638,659.0,Select Medical Holdings,O,WWBFVQUGLODQCAHZNDGNIFZADNKJTRGQDPAUTKEHKDJUFLLDRJKCTJQPNAUOXZPFFIPDUGCTQQMKCSUS,1-849-881-6875,981332.0,,69150.0,M,34.0,United States of America,f,SC,10.0,eivpforhbbwgwugvagyoeqzifecisefyaceicmatdtyggrylxwfddecxxd,Reno,3.0,1.0
Ktq9639,676.0,CH2M Hill,O,jmzzxpbpyjrohuwrshswplbv,1-007-388-3095,1977940.0,Oijcpsxc,234345.0,U,24.0,United States of America,,IL,0.0,,Worcester,5.0,1.0
Zos9640,701.0,Allegheny Technologies,O,Bxvrolwwlbpnehinlnyogtagoiqakytxceqkjsjdrfzzddwxvfmklftrw,1-992-699-4247,1559371.0,GBFJDXOAE,96921.0,M,94.0,United States of America,,NY,5.0,Lrdjlvfzybhtmmfjsparrklpmdvjyznkwjk,Nashua,4.0,1.0
Agt9641,,Allegheny Technologies,R,,1-766-275-3648,1863673.0,gbrxinqcb,386291.0,S,78.0,United States of America,f,NM,,XFDDNDMWSLUIEKQBZZESGMWTDMEHHBKUTXNMQNEBWPDXSCMKTEGLENJKSVWCADYUTPYGYPHPOB,Inglewood,4.0,1.0
Gqu9642,810.0,Alliant Techsystems,O,DNFXOMTGSKITJIOCPYTKDQLELDGCASTZYVFIMNYYKLVYIHETZQFAEBKJVQLQGDLLWH,1-369-804-4930,2656907.0,Nibldg,146507.0,W,86.0,United States of America,m,WI,2.0,uusstttkuclzjmtgxgtpnbpmxcojeudworrachyhgrutszqrnlrwzl,Mesquite,2.0,1.0
Bdw9643,735.0,Broadcom,U,Qjcignxdlthdgchadb,1-836-845-1047,286281.0,Dytajlv,18703.0,,90.0,United States of America,,AZ,,YFGKXAQYFDPBCPSKDDWSTSGGEAMZUSHCIVGWQLEVJRINMVFOBEOGXBKMWDLDIIUXWOWP,Newark,5.0,5.0
buq9644,791.0,NCI Building Systems,O,rsdpetdkvfjliyyaorvbwckxrdihczcnizzniugdrnpdlpdwpmpwvlwivaznwnexkypsijmw,1-421-570-7147,2389595.0,Zupzyhpl,53647.0,U,58.0,United States of America,m,MO,6.0,WVGAHXAVHEOHDAUPZRSWLWKCTSRNRHIZKIAHJFLSOLSGY,Pittsburgh,5.0,2.0
fhi9645,684.0,Career Education,O,SDZPDLZDRDSYAZOGUMDGNBGDQBIXXTJBCINTHISHTNZLN,1-757-716-5992,1957281.0,IKSJNCGOQ,434003.0,U,78.0,United States of America,,AZ,8.0,Llhuhnzyyzbodossnznpwusqwdgswkgkjqklmpqaysdjyxllkpprauppreqzzrhtwmpnphztagalpx,Akron,5.0,0.0
RHF9646,841.0,Beckman Coulter,O,Stydezvfdbmkfccypapqxxqwcpnitzesfdacastjapmkyezfrktdqixthrgmoiwnlrnd,1-261-331-2427,3301979.0,qxinc,70929.0,U,69.0,United States of America,m,WV,7.0,QVMUVIMANCYKHRPSBWZ,Yonkers,4.0,5.0
Oks9647,392.0,Retail Ventures,O,stkgkwqpflseeaarwgpkxqafbf,1-346-021-7864,712995.0,,289744.0,S,92.0,United States of America,M,VA,0.0,,Oshawa,1.0,1.0
UKQ9648,492.0,Calpine,R,JEDKTLXSHUOHUGYOQOTUILLOCUASLVRHQGSGIUCDNDQUMZUASJPWVOXOBMALQBTDUHWHQTRSZTVIIIR,1-790-926-4762,842795.0,Sovvspz,156050.0,U,2.0,Canada,m,LA,9.0,Wgwivpqnnyjgobkvbmuewelghsgnjhtldtbylrbdqgonpqnshulrkjbhivjndvlzhozcl,Dayton,1.0,0.0
Ohu9649,744.0,Delta Air Lines,O,vxuna,,1367688.0,Tjopetbhpn,382626.0,W,,United States of America,f,Ontario,0.0,Kuqurytj,Flint,5.0,3.0
