AgID,MidInit,CrRat,Sta,LNa,Inc,NuCreCar,Ci,AdLi2,MaSta,NuCh,Ag,Emp,Coun,AddrL1,Ph,NumCa,OORF,NeWo
tbb11819,,695.0,AK,tbbkwlln,18285.0,10.0,Santa Clarita,Dpxrhnfwcqzuuxlitympaxhocatnbaohvtglhuimiokkohpwlijdckubgznsgeyef,U,5.0,62.0,American Axle & Manufacturing,United States of America,WEHQXOKXMUYVACOSLCEEFMAVUKFLZTCEEPUOGUJGCERVMVQTHKBHVWOVYTLHHQPAVMU,1-063-653-5428,5.0,R,773988.0
umi11820,,454.0,NH,umitxp,15818.0,8.0,Pomona,Ulgzeioeisxyllwflqohdevbiprwdigsvngqenwaofivdvyhpgyozk,D,0.0,88.0,,,,1-512-924-0236,5.0,O,2217017.0
Omk11821,r,466.0,MI,Omkjzaqvlybjtrciurl,374832.0,9.0,Costa Mesa,tjjirqaclsuvsdxtxfhsjnxdarwnfvznccazsbhjtyvksmra,M,0.0,35.0,Con-way,United States of America,hspzqlfdatslsqcozqmkrfdoppwwsxqfx,1-774-491-6498,3.0,R,2060103.0
uau11822,,387.0,WI,uaujplgtzfddinhfdswegp,3750.0,,Dawson City,,U,2.0,71.0,Rent A Center,United States of America,Quqxhwxhjwacyccnexwhmoowwqxscgqyifvprvylfbfnli,1-758-965-1175,0.0,R,478005.0
Gwo11823,,429.0,WY,Gwohmudjxtgishtarldwjzvnlc,159399.0,8.0,Casper,Hxhrtwyjyxebmfftsxaxpkwpbmyuqe,M,5.0,98.0,Terex,United States of America,Hjchkhtoamckcnnpsylnstctatosshglbknh,1-441-519-9327,4.0,O,3438878.0
Jdh11824,K,827.0,Alberta,Jdhhavjsewcijhwzotfqvj,128044.0,3.0,Sandy,aakdwiogzkvxivcevsonwenspldnwknqippoivrylxjuhahszepjlceiwtdjslwnvbguihgjnhg,W,0.0,6.0,Colgate-Palmolive,United States of America,ymraymqpjwzsdavrlskdtkqmmrvaimidcpxvfqcujrsncumedzwdaebkyypnhuevzo,1-653-352-0225,0.0,O,2427763.0
Irk11825,,493.0,VA,Irksuldkwpamezwhlejld,232511.0,1.0,Vallejo,Oziikhomhsqvrilraaoqjwcncstilylkznjnlcttrpbyaoeziumvyb,D,5.0,40.0,Sears Holdings,United States of America,Tdfqbnicfbviyjvdojlqmckfwflxusygnhnlrnkabjomnbnpdztzmw,1-398-802-7033,2.0,O,738869.0
Nek11826,e,787.0,TN,Nekth,,0.0,Pasadena,Aqtwin,M,3.0,11.0,Owens-Illinois,Canada,Slaaomapxhwuseuhwuvifqitleizldzjgbjiqfhcnvgkkzqpyilunovveii,1-303-206-2700,3.0,O,2089393.0
Yua11827,g,774.0,MN,Yuatkbgccglprlypbqa,57796.0,4.0,Plano,Rfpiwshvgmbqkwfwv,D,0.0,34.0,Allegheny Technologies,United States of America,DRDTJBUMVJFRCBYWNUOWEHGWUVZTQQGDHDTUXMTPQGXBSWKNZCEJISRTFPEYJSKM,1-973-530-3867,3.0,,1137985.0
JNI11828,,475.0,NH,JNICWVCKKRMZ,74409.0,7.0,Mobile,Mwhqoppeebvvrvxgzpuhgwfbnuhemnsvwvjirnmuq,W,1.0,27.0,,United States of America,BNQNVRPJGMPTVHLYVEKICVT,1-835-358-0974,1.0,O,289833.0
Zxe11829,J,487.0,Quebec,Zxelddfhpuhaenvnljbnytumh,87969.0,9.0,West Valley,znfvkeuvptwbtaxwylubvjbvxruuoukkhsjssvqwjnbhfawgeprpuyiphcvnph,M,4.0,4.0,Conseco,United States of America,Yewlfwbjkdknsyugtqf,1-289-362-9989,2.0,R,
Qqn11830,Y,395.0,AR,Qqnrfvorejuhrljclwn,73586.0,,Detroit,jvpfdgyraeczax,M,2.0,78.0,Medical Mutual of Ohio,United States of America,Ocrnrbaauctmbztxtdxasepykotbtmuc,,2.0,O,2183063.0
quy11831,G,352.0,VA,quyarjtyxjteloy,305174.0,6.0,Montpelier,,M,0.0,89.0,Spectrum Brands,Canada,sjowbqcfgzfndrcaraafzstsgeutbicgebdtwlpbfdjnzsrltlqtarmgghngbtxscbzkbptlxvcqsp,1-080-445-9293,1.0,O,291021.0
Dlu11832,Y,673.0,DE,Dlunlpepwgpmbsf,400496.0,5.0,Vancouver,YLDKVELOEDBMRAFWTFOCRSDTSAVTSQHCFMGQJXVWKOYWBJSTDCCJSRXXAS,D,2.0,34.0,Southwest Gas,,Czxlvdygucgwaodmhunjamicircxodrervevvfqcxzxgljuzbdffud,1-941-812-6576,0.0,O,457252.0
Akh11833,,624.0,Alberta,Akhuisbdlmti,298603.0,10.0,Dawson City,wgntteahoqbwhvysabzcrviolqmqtn,D,0.0,20.0,Viacom,,IGVEWVEWBQZUIIWOIZISBLOSXFCPGUFDQZQBDSYWBLRAUMMSQFRERGVFDRNVFH,1-298-651-0176,0.0,,1766502.0
YUG11834,,653.0,Ontario,YUGJSOHRLPT,,3.0,Dayton,Vteeitdvtut,D,2.0,86.0,United States Steel,Canada,,1-786-826-4100,2.0,R,
Sly11835,,488.0,MN,Slynfmxlkbqiqyy,413753.0,0.0,Lewiston,MTEFULAORKGBYAKRVKAFSAEGKQUXAYSDHDNIBNYAZMZUBDDGFGCTXIGWGYCJMQTXJ,W,4.0,61.0,Dana Holding,United States of America,Emfzujkaiuzgjpvgamlhekpgigckobufqxxdndrkkyvemufbpnntripmayubcvyrsdgmnxacw,1-061-707-2859,4.0,O,2924361.0
Prd11836,,644.0,RI,Prdfcnwtikzwcivnwlyizxdxda,119435.0,1.0,Sandy,DWUDECVXFBKNSSGGEZDABOQDQMWUBUBEFHKF,M,2.0,66.0,MGIC Investment,United States of America,LQCUWJSIRIYYMAACRY,,0.0,O,995321.0
yej11837,I,,VA,yejuwhstpunhfcjfxoqpglllrdi,134076.0,10.0,Yellow Knife,Vydywvsnkjlrsozzplitauufuttpsededlovppfnmhtt,S,1.0,40.0,DRS Technologies,United States of America,hagrbugsqhldkvscdgwaefreombti,1-663-301-1231,3.0,,1963209.0
acu11838,,613.0,AL,acumcryqdafikvdsniodzeu,324147.0,0.0,Irvine,MSPKKZXRXHXAJFGCTYTSTUUJBNTMIJARE,M,0.0,74.0,Exterran Holdings,Canada,lvrjtyluafaxwkmixlbmorvqxiynbbp,1-387-116-5876,5.0,O,462186.0
Wyj11839,O,812.0,RI,Wyjir,289661.0,10.0,Mesa,ABZQTQVMOTQYSFWOFTYBYWYXRCFOQSUYJZGEKLK,U,4.0,13.0,News Corp.,United States of America,Nvbnztrcimfuynvflj,1-343-225-5970,3.0,O,529762.0
Vqt11840,w,423.0,Saskatchewan,Vqtws,13177.0,7.0,Lowell,Srvlwxnzqcdulruvilocrlnslrrnmmuhzupxrfhruleruulnut,,1.0,97.0,Fidelity National Information,United States of America,CKMKUEMQXNMWWAZTFUTPWEVHX,1-075-533-3168,2.0,O,3195122.0
Wwj11841,G,767.0,NH,Wwjzbpjnscntmv,19390.0,6.0,West Covina,TGQTKET,W,3.0,90.0,AES,United States of America,,1-305-463-1057,5.0,U,515043.0
Zlv11842,f,670.0,NV,Zlveeloh,168613.0,3.0,Huntington,YCOAOMHCRRKUVCPZHROGNLJYUORINXVSZPGXLLSQBSJKRYUHQZHGJBWCDRHBGGOFDCWFXJEMJEOPPBGV,M,5.0,94.0,Questar,United States of America,Izumqacftnvboeylqmowapgfzwbfnjwswvlsncfprjqdmwwinxlrnxmmtaqbswymptbqtriwbjb,1-273-369-2526,1.0,U,439783.0
Zup11843,S,736.0,ME,Zupoqxtuvniecblncfzmvx,221201.0,4.0,Cedar Rapids,Mbsegibrdcrnbaguajwfevfupjbnhecmklbfjvzmnfisjyxbow,S,,17.0,Western Union,United States of America,tphtwnxjxosdtdtafgyfednhmcuwpjpsmrmxiaupyatednrhvamsguqb,1-245-844-2890,2.0,R,1554578.0
MBC11844,D,372.0,AR,MBCEUWECSJACLMHDXTDDWFORBUOIH,857.0,1.0,Sydney,Qdfigjnzrmuvhowwdetbkxyik,M,1.0,45.0,Jones Lang LaSalle,United States of America,vmkjvgnonrhpkzrtskccoknqimay,,5.0,R,
Uiu11845,,347.0,WV,Uiuoiaqkwqe,193278.0,2.0,Santa Fe,Ukucmdidpkwwczrbnwvmrlknjmnhsskroof,W,1.0,99.0,SAIC,United States of America,UIPWOYSUSCHNNUITSXKEJQWENMSFEIAHKUJQBVHNMFVKGTBNKNFPSRFDXPEF,1-211-668-4302,0.0,U,118006.0
UDK11846,m,378.0,WY,UDKPMWUDZIMSITASHTO,124372.0,2.0,Idaho Falls,Gcuzrljxxcdotutocqgohxmuxgnptczxwuzcedgevfoxvqrqoldnbberkewgxielultuutoarh,D,4.0,60.0,NRG Energy,United States of America,,1-481-706-4031,4.0,O,3240275.0
Bxx11847,,653.0,Saskatchewan,Bxxrvt,309335.0,,Fort Worth,Vuyvzezrbylofsvenicamwygqcbdejgsllkqhewvypgfyftcdjuqntiojurxxmpmprqbb,W,4.0,84.0,MGIC Investment,United States of America,FBNQLCPCJBVXHFWIRXWRC,1-775-206-2837,1.0,O,3416368.0
TFR11848,F,449.0,WY,TFRJWEMGSSVK,38264.0,1.0,Montreal,svynfxcupjnpiuvzietgrhllrtpcrwawmkeyawapgiixdwjrgwuxjmbzxjaeghei,M,5.0,79.0,Reliant Energy,United States of America,,1-708-928-5992,5.0,R,507034.0
Cqh11849,,342.0,PA,Cqhfwnceps,392580.0,6.0,Memphis,EKVMZXNWOQIXSDWYCXARXJTRJBUPIFHEUOTZRIVXLVKXPWZJOP,D,4.0,54.0,Con-way,United States of America,,1-492-718-2268,4.0,O,975368.0
Flm11850,a,718.0,Nova Scotia,Flmusqdvboldnuerqhoviny,273850.0,10.0,Bakersfield,Inuihljuqxeipvdodcaxwbbkwmkzztorbxxtfssadxuruetnlbcqpljiosjwgytbxprmphvwhttk,U,5.0,74.0,Sunoco,Canada,Dlscnluiihddedyygewvzvwecrasrvmbxildzilelfioqyshrqhggntlwtttxzlusvd,1-073-533-2543,4.0,O,664490.0
Axh11851,,848.0,MS,Axhbmduoxqspthhgxduiop,7472.0,0.0,Santa Clara,LQWTKKXVPXVFBIEWVFUPTOIJPKRVNX,W,1.0,78.0,Vought Aircraft Industries,United States of America,Jkuimwlhgnercixztqtflcxogcafkcrszeynttsjauazvlbeteliqy,1-791-324-6110,0.0,R,453612.0
Pgm11852,T,463.0,NV,Pgmaumdauyryybh,387619.0,7.0,Huntington,Ycjxkgtgqgivcdbjtmkzzsdkdnahfnaaupugygmktwjbvzzxxxiyov,U,,96.0,Calpine,United States of America,Anyvnmvvtuoixvokkgftbjhbcxqeqvabqwjkffohfimhgztmswoxxno,1-908-505-5499,4.0,O,1706539.0
cyk11853,,587.0,VA,cykcgbszzqjkp,363980.0,9.0,Richmond,ypapzskkzsqgijnklfgjjhdpedr,U,2.0,66.0,Rohm & Haas,,Atcibwzzydjxnybzhfjvayzkvrbkhzgmwwbcppqb,1-111-936-6095,4.0,O,1097920.0
Gpa11854,w,711.0,Nova Scotia,Gpaixjmulfjxffsjq,242336.0,3.0,Evansville,ymsytnbqlcltgrhhuhuax,M,5.0,36.0,Fidelity National Financial,Canada,Sfmuq,1-930-383-9349,0.0,O,1822078.0
GQD11855,z,816.0,WV,GQDPMIXRWAXPPOSODDEXBALRJ,276819.0,8.0,Manchester,Rkqdsitfnekifazqej,,2.0,88.0,Thor Industries,United States of America,Bhdklnuwmofuvyimubadoaldbvvvzxtgmuztoqbwhtloughnfcnmvsxhtksdnrpumyfgs,1-027-803-1459,1.0,O,2842665.0
QMB11856,,348.0,WY,QMBNSJLGRBKAALVPAJWCNDWBQHV,121748.0,4.0,Mesa,TCBAROELZVSBYGDLFEYJOKPDAOYINNEYKNNSTYIHSJ,D,5.0,61.0,Cognizant Technology Solutions,Canada,Aeldvdfzmyqjalusetzlqcvon,1-798-298-0546,,O,416017.0
NYC11857,,737.0,NV,NYCVJQETWP,290504.0,0.0,Columbia,INLKUVDFZKAZMJFGUPOUHYWLVZIIECUQUECACEMPUTNANDXNPGKKVBGHXOOVHGFRQEJVXBCG,U,3.0,66.0,Asbury Automotive Group,,palgjhcpgdvpbtvinuqpgrwxirbmdwxxcmvlkchnkkcr,1-412-267-0315,4.0,O,2674229.0
TET11858,F,775.0,VT,TETCXZEGAKUTIJTYLRLDMFYKNQH,,7.0,Durham,vefbhudkbdlvun,M,4.0,33.0,,Canada,DLMFYFEBJUHAYZOGVQDLVZMVAAPVBIDEGNMLLCIBHYENGXEVYLJUQFFNIXWBUNNLNTENDKHCVVFV,1-039-284-4737,3.0,O,124118.0
Sef11859,,713.0,MN,Sefdpknkckohsqsymluwddtqqnm,99217.0,,Seattle,Jpyxcfppyjbcjeibcutmselhtknstcnjedocaguhvtnbokjmqcxwixxifycchcq,U,0.0,94.0,Dean Foods,United States of America,kexpiscimbotducermdhgdbrawfkynuhijtlhhceitntldvxpnbjykgqordhycaobzmkcdxnvpjcf,1-951-791-8170,1.0,O,3370188.0
gxc11860,,568.0,PA,gxcnxmdvubekmyz,410806.0,,Beaumont,Huhvclreonpnctpewjveluzyptlvewcgnslppaq,S,4.0,96.0,Chubb,United States of America,VIUTCYJOSCKEWPXARHUVZKQJAMOSOTRPPJYQENMKOPMPMJOACGEJZGXSLJZQGOYQLLP,1-725-958-3148,0.0,O,1483908.0
Rcq11861,Z,478.0,AR,Rcqowcdaotydamnin,235288.0,10.0,Palmdale,,,0.0,19.0,Huntsman,United States of America,Cggsjsmtcsecjfqhzofonayzlxxepabd,1-990-291-3645,5.0,O,3944436.0
JRS11862,,472.0,GA,JRSOPURVIEF,204565.0,4.0,Costa Mesa,Nafxfpjeotdqvgiwurlflcdrdqxtiybptyaulrozizrgrktgpilqffewvceimnrwocfawycusuwrdol,M,1.0,31.0,Textron,United States of America,UAJQLCMSWFKMOYQOWVWJDCVQP,1-345-215-5664,1.0,O,683419.0
gng11863,,638.0,ME,gngacrjwmwjekfqliimxngcvzk,416378.0,9.0,Torrance,Ggfqhleztcgugwlefordydcjcgzhvdgcutgriqvgqpbfyowdwzzdwthhhsxmzoiglgreupleewsu,M,,91.0,Nacco Industries,United States of America,XRACAXWROETCHXGULQSKTYIGZ,1-170-375-0404,2.0,O,3752436.0
Hpl11864,,317.0,VA,Hpleek,169207.0,8.0,Lubbock,Ykdwulkaduwvbadueeyurejr,M,,,Circuit City Stores,United States of America,Bipdwdemuwlkbdvvdttlpjbmxdofuhkarlupkxqwazfuugltvujhuixegpli,1-457-612-2094,,O,3811148.0
Nbv11865,,805.0,MT,Nbvpddjyujfvifiaqxp,470903.0,5.0,Glendale,WNSEATQSTZYCZTMHAIJVXXQNG,S,3.0,3.0,Guess,United States of America,xfymihxmkfozwgqjbozroeoumyqmtup,1-155-359-3880,5.0,O,2622125.0
Amt11866,L,549.0,MI,Amtncdwhohysjuezl,223682.0,8.0,Alexandria,SYPPDESAVRMZBKSLMPMILXJTJQCZAXMOEAWUAIKIRVYLPZXKGTFIIOQXSKO,M,5.0,21.0,CenterPoint Energy,Canada,edltpbqgdazrcupiydcmqxuboqjvegugjpbohepgmwrohhjadqzrofysuhxdbst,,0.0,O,2108308.0
WBA11867,O,509.0,KY,WBASBLQFRPQEAJUKYADJUKBLT,136570.0,9.0,New Orleans,Epkosdlztxaiyemkneavgnxaeonlapequwftoxtzjvangxtjvszrnklspuc,M,1.0,33.0,Motorola,United States of America,Lfxrobndwofvwpwqdatsjeuhsi,,0.0,U,3588182.0
muq11868,,818.0,HI,muqqeotytvbztgjlkpiphgkwclsls,461922.0,8.0,San Bernardino,vppajapcdklacignsgcilorjqhkodqwivtpijmjdwskfqxvtrawhlpclzgjndmrfjds,M,1.0,54.0,Zale,United States of America,cpgzbepqakpezwokupduriudnbnvxjgcinbvibmhupicoyhjeeeudbthpyvhqmnbtfbw,1-115-940-3602,5.0,O,2828088.0
zhz11869,,706.0,OR,zhzuclsswmskslzxlcjljrojup,53883.0,5.0,Tallahassee,Armoujyetoczxbxyvxrulbmuvvkbehhpocr,U,3.0,9.0,Rowan Cos.,Canada,Kcfogp,1-328-539-1087,1.0,O,3011243.0
Jdg11870,,837.0,SC,Jdgicpvhkzajynkqncbwbnhrwl,264226.0,6.0,Irving,Illipvvynexcrtuauetlzfwxjfiuszimmwmelk,W,3.0,80.0,CMS Energy,Canada,OUPPMBCTDQEIPTMOMSAAGGXDQAWBBTRAYBDTKYWLHQBDVUTAKTVMZPDJ,1-761-955-1430,5.0,O,2920332.0
Wkm11871,,395.0,SC,Wkmjeatjlhslfipgregvsjtkrivd,300137.0,8.0,Corpus Christi,CFGQAPKFWTYAJPOQXEJEPAXOQRXQUPCE,S,4.0,82.0,Bio-Rad Laboratories,United States of America,Znobxjidqbofgzimqlh,1-246-348-9582,0.0,O,3478166.0
UAJ11872,W,402.0,SD,UAJIZTFTKJTFBMJC,491463.0,9.0,Independence,gpfdzblwabbtzanohunwebeqhnainpxzidvtmooeimpvyeinwhecgigzbkfdklaolmpqdkudk,M,3.0,81.0,Sanderson Farms,United States of America,PSQELTFQIDMAQWYXSOLSMCEJBVQFWUTLRTGPEXZEWQKJQBMCZORUGFQZL,1-745-767-0916,2.0,O,1117313.0
Wdd11873,O,412.0,AR,Wddbrftnoulmfvppnpnjlctayuzw,197578.0,,Livonia,GEQFIIUGB,M,4.0,,International Assets Holding,United States of America,vknvmxuiuabiqbuaywdfhzasnjvchgibxywgazjqyphmpnqxvxeglg,1-756-670-5350,0.0,O,1885720.0
Bxi11874,N,407.0,DE,Bxiqydrxsfohrfek,48106.0,7.0,Sandy,IOYKWJORJJGDPG,W,,93.0,Henry Schein,United States of America,kwpomvhtrfrsabfwjfhhesq,1-744-691-4055,0.0,U,3759643.0
bip11875,,708.0,IL,bipxywqcerdaiu,79468.0,9.0,Vancouver,Fsnsxxrftbnrfnlkozcjhljqcvvfecfiitensasgvlpkaosrcdwssgkdxliljsihg,S,0.0,,Ashland,United States of America,Xwidpvulaywnmgnmtyxuxwvvugmltgahxldtdksxuba,1-157-998-1405,3.0,O,3305929.0
Uvt11876,e,469.0,Saskatchewan,Uvtivhevduorkdppurceerknstrp,179564.0,9.0,Billings,koopbfieleemahwcixxjbigstjwrsxcxjtcjjidatiq,M,1.0,51.0,DRS Technologies,United States of America,syryaohntxwvjpyptvotjbikycupm,1-233-553-4423,4.0,O,55092.0
Bzf11877,x,368.0,AZ,Bzfyqnbocy,84431.0,4.0,Oxnard,Jimvqdahppoftidzdmtywttdstendzkchezojwomttrvieafjkueilvwowe,U,0.0,10.0,Brunswick,United States of America,aislfvinhnbahylyggrlxgcprolfweqvgtbxbcwnbmxtiallywyhwzjivgqjjvxujw,1-504-669-0578,1.0,O,1663345.0
Smq11878,q,818.0,TN,Smqknisagevcjciaibmgmvm,198031.0,1.0,Milwaukee,Yknxoyzwubkhawrzuyfrjthhvdwglgzxundhsseotevkoatqluhta,U,3.0,66.0,Sonic Automotive,United States of America,Wdziwkljnvsmcnhnvsvhvqzjvauxcnlatewmyvrwylgnbsdae,1-775-929-4479,1.0,O,2164759.0
WFR11879,,734.0,NC,WFRHNQPHXRQYRB,211503.0,6.0,Colorado Springs,cxptuulhbqmbmclapapqkkrhpvezkdvdshoiqujmhijcjswcahhmsppsp,M,3.0,89.0,Mutual of America Life,United States of America,Xmlrberanrwlbrdrmzpwodiyxnofsnrfboiieasuqhkjpldbqdoizykfxeudmbd,1-546-397-4773,1.0,O,3751899.0
qxh11880,,694.0,Newfoundland,qxhzqa,283419.0,10.0,Shreveport,Oiweuavgvnkonabnwpkjtpvsgeqcwnqcuwcandoktkmqrodqgahbosx,M,0.0,90.0,Boeing,Canada,FIDXWJPWAJFMHSHTFKFATOOPKJWMAGWMRGOYQXVHAIDSJRHAOTDQBIJ,1-386-120-9466,4.0,R,3059023.0
Ztn11881,,751.0,KY,Ztnnquu,442434.0,8.0,Biloxi,Ipoolekqwxazexsdbzoxqjiwuejfpguuufdzbvtlwdbuixteleyuuigqknie,U,5.0,25.0,Wyeth,United States of America,MYOPNPFATSFFSDCJYUZESJDVSULHNELMOG,1-561-218-1599,4.0,O,1514950.0
Stj11882,,472.0,Quebec,Stjnmjedtetqstrzfxzcieoxjiw,450094.0,8.0,Ann Arbor,dcubkxeauvssygwvdsolqxccmthntcasdwtwnzkljlbt,U,5.0,57.0,Harley-Davidson,United States of America,Xhzklvrdiutozsvvcvgtmp,,0.0,O,723215.0
Xao11883,D,390.0,TX,Xaoupgaqv,19525.0,5.0,Paterson,Ggpcjvvibtgyewemoodlnhxnckmctxfjbfmvwgvmkwnpwthnucvpppcggbxafwdgx,S,3.0,84.0,Kansas City Southern,United States of America,Zommflmlnkkpeapnwjaaqpgdjytqrfluhbcyxndhehmravllgyrlskcmz,1-655-397-7448,5.0,O,2958937.0
Lkx11884,B,447.0,Newfoundland,Lkxte,57522.0,1.0,San Francisco,qkornikvnaoyylahxmtvlsqzuurlhb,U,0.0,44.0,Beckman Coulter,Canada,rrdhfcvxxgbnmejppdaprcipgbbyzawdawxuvalhsnrkdytfrkescgjicehsaksifuhuliimgehsu,1-494-144-2665,2.0,O,2793897.0
Pvy11885,,540.0,VA,Pvyiiy,88927.0,7.0,Regina,Tfufpfvtxlqadqjfiwgbfqqxfirnabj,U,1.0,46.0,ServiceMaster,United States of America,Zwzvcwth,1-501-912-7505,0.0,R,1298425.0
HXE11886,,845.0,CO,HXEBSWMVBEX,7326.0,1.0,Vancouver,Mcqgkiqwhpwihndqhdmjwdxpzaksazjlkf,M,4.0,65.0,NuStar Energy,United States of America,uubietrqqwtvxrlorjqhcwmlqlklrricxi,1-485-729-8431,4.0,O,476940.0
vbw11887,O,,Manitoba,vbwqzjgzmorsrbkn,93734.0,9.0,Dallas,IHNAOMHGFXEXPUWG,U,3.0,23.0,BMC Software,United States of America,,1-573-227-9066,1.0,O,1154007.0
HAG11888,V,669.0,New Brunswick,HAGYZFPCUQNSRHIBLGTVXOJ,336477.0,9.0,Tucson,Mtrxpcozezmarsmmbrahcxaitcvdmzwdmxatgflvw,M,2.0,7.0,Enbridge Energy Partners,,NJZFPJJARZPWDYJRAWZXQVXOGEFHIRQNZUARGY,1-067-370-8300,2.0,O,2652182.0
KWQ11889,,355.0,ND,KWQSN,446159.0,3.0,Oshawa,MQAHUTRWSKOCVJUPEUXROCGGZMRNANQJHLJKTFFKOTIRNGHDILPIJENFGSMWJYCBLQGYKRJAQHG,M,5.0,,Iasis Healthcare,United States of America,Useouxkejgvf,,5.0,O,3905255.0
VCT11890,,535.0,NH,VCTTHPQWFFMEOLNWRUZLUYVPY,354442.0,2.0,Washington,Ikgotlenljrlcjuzrvyyssdakqnqnrbpjsmthohnigcjyznfivwzm,M,3.0,22.0,Darden Restaurants,United States of America,Dlpqpcgdjefxkocqcyhdahedrhljyyknklvwmmrrttdtwwmmmslckcpjijvnzeyznnivmc,1-872-820-8056,3.0,U,
pvz11891,,436.0,CO,pvzprbaswlaftwxkdaowtoitkyc,82027.0,0.0,Buffalo,Vpymhbsgqtacujtfypqsczoicxvwoxkxrpsqmfclmvyzkoifigsbbksqnhbnvgwa,M,5.0,7.0,Owens Corning,United States of America,qvtaivkjzlggltfaxkegmgonjifmbziigjsf,1-454-243-2351,4.0,O,3663683.0
Dur11892,D,,UT,Durhxehlrzjeqrtcvrbjafax,3821.0,10.0,Scottsdale,ZLQYDSSNMBDHVFVPHSRYUZGVIPQQUSWOKMDFYWGNSBTEMEAKACRHSLNZAUNOGWCTPMLPCOREWOPN,U,3.0,70.0,Liberty Global,United States of America,bdjkqbnfietxodbbobucdwqiuojevlrdds,1-339-511-4956,2.0,O,2078158.0
Kuz11893,,,ID,Kuzebn,262943.0,5.0,Fullerton,xknpgnmvmexigrmtvrjvhztmcqjatxykjzsfsvcrvuunp,S,2.0,93.0,Sprint Nextel,United States of America,Wqnhixnsxqmignoakhenvhvifiqtriauzjwrfumoofephmitpgcaxbajvxtfggx,1-696-554-9871,0.0,U,3185050.0
Pqx11894,s,579.0,DE,Pqxaqnvnrnmazytzukotv,7588.0,9.0,Newport News,HISFMPKAPZZTOUTXIIBTJDJMMMPMKREAPYUQLLGHVWYDH,D,4.0,,Paychex,United States of America,tscfoeqqaqivmuvconiiatgnaxepqvbttjjydyfyjysuaubekgqbypoqqtyxvsemxjsvynzwulvsm,1-433-672-5443,3.0,O,2361705.0
Uvw11895,,435.0,NE,Uvwrufvo,83898.0,3.0,Augusta,UYTTYGMILGUQBUSMWIFQWCJBJCNY,S,2.0,50.0,Old Republic International,United States of America,hdmiigykbtjnlzwzrzrfrfavx,1-647-642-4612,0.0,U,2052540.0
Uzh11896,,740.0,VA,Uzhhc,12934.0,3.0,Mesa,FGAWIRCMJQAOMOYUKQV,,4.0,93.0,International Game Technology,United States of America,ffvmqvlbgxyjevauldwfxbehguusshvqpznvxebriubdgsxiuezxbbxlumtqtkrmejgufk,1-066-074-1596,5.0,R,839477.0
NGN11897,,,FL,NGNUTUPQQWBMKCPRVZTNT,,5.0,Allentown,,M,5.0,63.0,Dow Chemical,United States of America,Jfwdmnzgeeolcczujqtrytxafkbsipbuybnciwvzcjujpoyjgxnlowxptfxgnruxhctddowxpvfh,1-754-127-5459,5.0,R,2822991.0
faa11898,,766.0,WY,faaxbruxjfxxchmvfllrvxvm,162501.0,7.0,Washington,tnfuujhtxplurjdimbmvagoxwvpnoqddvqiepjdqjcbghkcfwdskposkdkmfyanyuwzlpfijfypep,W,2.0,92.0,,United States of America,tedhpwmkkvwlzfjlcbwebgysduytlkjtkfmpnoalqdijcyewnprba,1-557-820-7052,2.0,O,
xsl11899,J,435.0,TN,xslxdqaczlkamwijspyh,15057.0,4.0,Rancho Cucamonga,gnuwtzyjfurwnxybxhpirgansevzspqvuevlxiisccxgobrgzpomenjgzacphkwghmwlaoahuljntn,M,0.0,43.0,Metals USA Holdings,United States of America,hhdvamhpbimaxqmmuoeqniilaivhpgwtia,1-684-628-3082,4.0,O,1689417.0
ipq11900,,379.0,WA,ipquiym,106454.0,3.0,Lakewood,SOKIS,M,1.0,88.0,Thomas & Betts,United States of America,CRKWFNCDNBIGCLQTHRBTVNAPDWBLNKDNYROOYNSPHYAEHUGBIBQFHS,1-793-266-1869,5.0,R,369098.0
Mbs11901,,588.0,Alberta,Mbsmhsmydglhcxawusjtjgmwgihf,6236.0,10.0,Frederick,Rhcsvnbjnxugphzcowrcumyvomxmotsnuruvqluyzdlptekniotxlluvkwdrh,D,3.0,23.0,Fidelity National Financial,United States of America,OSPXROBKEEBMCOMCKBQVAHAURUIAWBTLEBPHEGGBOFHNMEVHVWARYLJYFHVXVXLFMDTVEHEYJGCDEL,1-551-670-1701,5.0,,2113666.0
WRM11902,,369.0,OH,WRMUBHUHNLJCF,131104.0,1.0,San Diego,Cvfvmxrtyaontipnymczgjovjqdwyemotvfiuzssghcesegakerbqnxkpajiawqnkcjdxsjfhklz,M,,64.0,Peter Kiewit Sons',United States of America,vpgzvxbolewgezvnitvkgltokqthudxpetrflvurboiderqowefacjlxysyomxykkrcljvievhdpflkc,1-526-560-5373,4.0,O,972042.0
whs11903,,792.0,KS,whspucwkhjlwkdvpbwz,177396.0,2.0,San Jose,Lhxaugqqkirkchkllnfqhcecqwluvoafhtqhrifxcplngmrrnmnqljmwuxdvomrvpvs,M,2.0,,Atmos Energy,United States of America,npmkubaduxpjgyiegkodaiyixlmbatafvrdtlrncinrxqpunuxopeiapcjhdkrvqtzywjnvq,1-781-917-6705,,U,1281534.0
rps11904,T,378.0,WI,rpsmujbifzexmcllguxhorirklnqn,116131.0,0.0,Yellow Knife,Smnaaaakbhbgqcf,M,2.0,11.0,Bucyrus International,United States of America,SXUOSKGIURARFHCATOT,1-245-173-5651,3.0,O,1160425.0
