prospect_State,prospect_AddressLine2,prospect_MiddleInitial,prospect_LastName,prospect_AddressLine1,prospect_AgencyID,prospect_NumberChildren,prospect_FirstName,prospect_NumberCars,prospect_CreditRating,prospect_OwnOrRentFlag,prospect_PostalCode,prospect_Income,prospect_City,prospect_Country,prospect_NumberCreditCards,prospect_Gender,prospect_Age,prospect_Phone,prospect_NetWorth,prospect_Employer,prospect_MaritalStatus
IA,ncmzmapesyuaargobnhjtwjmvdfbxlxwcrxlhlsdmbjgiexbtdetliebfqfi,I,uesroanxob,Azpgiuinxvbrclhprvlnfajjrcqudyoheq,ues10165,,NBLNDCVGQIILBWRLGICWPYVVL,2.0,629.0,,XGUMOJIK,163627.0,Norfolk,United States of America,6.0,M,24.0,1-152-491-9723,1611482.0,Cameron International,S
KS,Yugheurvogiaagnchfoo,,DJDDEQ,btrraoqigimsshsqitgvfixfmoysvmyxjqczaidxkwrtfjooljlcgwfnetuouevykbhwfs,DJD10166,0.0,Mryeyd,5.0,846.0,O,EMKTSW,351954.0,Biloxi,United States of America,5.0,f,90.0,1-990-944-2978,1225833.0,Smith International,U
FL,HLWUZSOYBJYNNAOQPWKATAKSIYLQVQEHXGBAVFFM,S,xxqldbjdisxkcthchkwmf,Otmebwgtjhfjhpoucjjcpcxxdn,xxq10167,4.0,Onvcfgpgdwyuvnulhhydcwa,0.0,352.0,U,,284329.0,Oshawa,United States of America,0.0,M,86.0,1-330-441-2042,1189043.0,HealthSouth,S
British Columbia,Hwhsvsbwrjcckgvukkxafmkwnnudxcqjefzhaddglqzkvoozaurdyuwax,,VBQBXYBOXNQOVW,Dacjbgxrwjfhcjaedrcsgculkauyejfwixclcyocttwjstrqufrxpnycz,VBQ10168,2.0,Frqfcrok,4.0,459.0,R,Pypfxtrzwa,193545.0,Springfield,United States of America,2.0,,21.0,1-872-626-4173,3740022.0,Aon,W
NJ,Ojjtraudnzpzj,,ERYVMSCBITNUZOMCUCTGP,Kahrjdhsokjgxdrnwfagtfkayokcvezohcwloduqkbybeasbjqqcidwrmvrjjtwtrtvjaxv,ERY10169,3.0,Dsnmmpippqba,0.0,795.0,O,gqwpiipty,181174.0,Louisville,United States of America,5.0,M,37.0,1-216-127-5560,3403041.0,ConocoPhillips,S
LA,UPJIFOWWTFPYCATWXPURHO,,Jxmjrizbipefywmutmnd,Nkbuqvdkgmydgvniexqaneblqahefyccb,Jxm10170,0.0,pnqibnjgyfyfozryeowil,1.0,850.0,O,Ubged,116339.0,Riverside,United States of America,1.0,f,91.0,1-253-102-9184,422445.0,Carpenter Technology,M
AL,Flezplkrcvfcaloiutvmtbdmxbldbuxvkuaryroczybbbecxskofeifhhtbuiikdzezkonflv,m,NCZKZWUUBWTRTOXP,Rhuxyednmzkejdwcihtbrdbxphvillieepqnklsrfeegqjgruieki,NCZ10171,2.0,Nldronkzrjvfjrazjawayav,2.0,507.0,U,Uxvnf,377309.0,Phoenix,United States of America,6.0,,32.0,1-225-258-6276,270100.0,Guardian Life Ins. Co.,M
Manitoba,Qablynzbeqvyuebkkwjgxxigjmgphmcv,y,IJPECHD,VUBTNDTGGOYVREADIUVFJIVICFUIDGFQMINGXVJWVXVQRBUWSFHIQTUPXTJPCVWUI,IJP10172,5.0,Jdvktfee,0.0,458.0,O,LKTQZMD,202945.0,Riverside,United States of America,7.0,,15.0,1-440-277-4984,2679648.0,Pinnacle West Capital,S
AL,Dbhowhixadaxtxqeegzaiqnctxetfhumtwnclxycsnxmllotlnrhwhmpioqsvclxxhpyxnisysjget,,mxayasbhkgzb,WIAWPHFBTLFZRIZZLBPDMBDGBDGLCPJ,mxa10173,3.0,Tbkakixnn,1.0,303.0,O,zjndzzcliak,449407.0,Lexington,Canada,1.0,F,83.0,1-178-260-2177,825336.0,Equity Residential,S
KY,Slzzvailqlqpvpwctbqxmdojswnqalctejwpezudkeutbgsyawyrzlxjvntcelnu,v,Rfuzyxusydmqgxkwzo,lkkpwgkengcotxmpwiqeqjhiwtpeuxnvrabzautyk,Rfu10174,,FTUATQAKKXVIGDBRCNHYSXNHJRO,5.0,643.0,O,Frqmncbudz,99570.0,Las Vegas,United States of America,10.0,,6.0,1-059-386-9118,3474905.0,Hayes Lemmerz,M
TX,Jbanoilypmcpvteribstkrqmdkceadwcbjklitv,m,Yisqssgdqfjzbkwojp,Nekwtjnaagnzagugczcrlghltsearutmmqjsxuwebgcsutubnycuaotgthxwzzemkwktcqxezaxrlqc,Yis10175,0.0,Rzkzstppqkaqhqit,1.0,484.0,O,VSSVCOEVLGMY,114447.0,Cleveland,United States of America,2.0,,18.0,1-850-756-4470,2882119.0,Dick's Sporting Goods,S
Nova Scotia,KOKEERGCWYMJIMDESBSPJIJPLINZACMTCOJWLBWXCHKDUJPORQUDFHCPVPDFX,O,foykrvntqjtlxproeyok,WOSZSWZWWKKDSBTWFWZVEAODPVMBAKUIMBIQGAVFOHHAKWLMOGHSZOP,foy10176,5.0,Rtnmdftwovjvngsie,4.0,474.0,R,HWNWR,162812.0,Mount Pearl,United States of America,4.0,,91.0,1-318-548-9732,2574741.0,Lam Research,W
FL,Qxlkmtyqsbrvfojwgdbwxbrhhkqfsoa,,mgjydhym,URPBOBDMW,mgj10177,2.0,Shkmvfysssgtcqubdhxhxji,1.0,434.0,R,Djvlvtuntai,,Santa Clara,United States of America,5.0,,13.0,1-276-976-2070,2115639.0,Zimmer Holdings,M
Prince Edward Island,Cmkygdjlmooancjkjdltqt,,Dwscjzkntu,ZUXSVRBWKLRVTNGRDQGFCWZHADZMDVFG,Dws10178,3.0,Rkhxkglamikadjteofnejnp,2.0,354.0,O,Uiowa,34491.0,Alexandria,United States of America,1.0,,4.0,1-791-941-3298,,Chesapeake Energy,M
AK,OXZAINYABODMTXPICECOTCGQNHQODFA,,Ekjehaxkqsizpjwi,EFXIOBBJLYKRGLPBSHZGOSJNXNYMPXYHCNQQUMIPPFVHXHXSJHBDBU,Ekj10179,5.0,Mdzpvzobvwm,0.0,486.0,O,bphhelv,275367.0,West Valley,United States of America,3.0,,26.0,1-888-986-6148,3304708.0,Jones Apparel Group,D
ID,Glxbwflprgr,,COKBTQGTJTI,Jdqswecwmsuvxgkbkwfmkfjsdkczxumthkfuzpndulehpysjupg,COK10180,2.0,TVXLNHDSTKKAFXS,2.0,,,YMWVGEUJMO,394796.0,Tampa,United States of America,4.0,F,43.0,1-457-800-6184,584491.0,Public Storage,M
Manitoba,Vgnbuzrzsmiucwvhqlkdmvnceijkpiuznlztlhnuoifn,,Emihwafudpzxoqecnmsaekjpcks,wignxpnebgqpkfxkszdgibxsmyaelmwfmeigzekwnjnxilediphiqvomawxgbrv,Emi10181,1.0,Nyjpgxgbndujplh,0.0,823.0,O,Ralxoq,492325.0,Winnipeg,United States of America,2.0,F,,1-671-643-8629,2162559.0,Scholastic,S
GA,Eljajaxolnkvaortmjxoibqwxjuptvorunjjimoufgdlse,,Qvximydhypkhurjp,KOBETXIIBEUAMRBYOQVANTYIQMBPZPHZLEECFOXPHABXFZLNJMPLBNYRCUDXFUIFPIGRIILE,Qvx10182,1.0,Bzpdeqgpctojkgklymlvkocvgnjm,3.0,552.0,O,Wmhnlat,475218.0,Savannah,United States of America,5.0,F,35.0,1-230-938-7337,2716136.0,Goodrich,S
VA,Zloadqainzcrawdnfojvpwgmexhhmozptpffczgnqupymhvhpujapwucilktqkttbrtul,,Qvdlibqf,Gmhbzlqpngpqhfimbzbebeormocqmauwkhoobtwfqgjrpuyitewxmceksthftnvl,Qvd10183,5.0,hkrfugeotbbdxyqxhphvcqebdbqjn,5.0,623.0,U,Vrsjvyn,113415.0,El Monte,United States of America,4.0,,78.0,1-189-728-1183,3571884.0,URS,
KS,Bohshiohcwywpnqjsvndkjcnuvufllwtacreprjuprpqrffrwnfuxwm,F,Exowkok,Ujtqrjmzzcpltbxtegm,Exo10184,0.0,TVJFMIUTDLTOVKSEIEADGCKOC,1.0,427.0,R,Pgcaxihm,196979.0,Elizabeth,United States of America,1.0,M,67.0,1-078-580-5470,2309111.0,Micron Technology,M
DC,Owxxannnulmyocslstyjpuzjgbfmvikkbiunomscsdg,,khoocgnuzbcfchvlrv,Lhtearnvkfivicfzjjdgkbotiqyhmhcdwvgascdkyswirsswdbsvollbmnno,kho10185,4.0,Rynvvwdbhmudwn,5.0,843.0,O,ABZPEXFSKLL,316453.0,Garden Grove,Canada,10.0,,35.0,1-905-881-1154,3565753.0,BorgWarner,M
AR,Dmgisvpiwyhpdlrfvhznaxqxdkoyohneanxquwrpazb,,TFZCSOWFGGJCPWMRMM,Tcwuoxvdjtxtrp,TFZ10186,2.0,ijtbqiyllzvpnapj,2.0,501.0,R,,262582.0,Bellevue,Canada,10.0,,37.0,,2523625.0,Loews,M
British Columbia,,,pssjqoeqhjnjc,Vjzboeamwfnhfokaxiyfxppwconxgbwhnhhfszekggigfrjolswqsimxbqnvpydzemr,pss10187,5.0,Szsylitlnuxvpfilsuadkfib,4.0,457.0,O,Cooekw,262739.0,El Monte,Canada,9.0,,87.0,1-626-178-3655,2692054.0,Abercrombie & Fitch,M
NJ,Hqmbbgbuulmfammnmvkzumndwiremimrpxtutliihaajkoidzmsqyuecklaxhuo,e,DQXJPFQUCNWFSDAD,Cndomyaeiojbshomtosbnexaqojjqskxcumsjfllabnwtqfnlkrogxxhmf,DQX10188,2.0,Zhcermbxzznstqpjhb,2.0,714.0,U,Yvjuqkyv,151735.0,Norfolk,Canada,2.0,,64.0,1-887-302-9538,398734.0,Kroger,S
IL,Hhbfkywhbfsnvbv,,HXSSQZVJQIJVHHDDPMU,sxupvjemmnegpfnrkpzzryqvhpaybaxwuzfpwwjvkqxwebqagmqbbagdxiccckngfjkoedecycmzljx,HXS10189,3.0,DDUKIDLIZGCHYCSSJQZJDDXTW,4.0,428.0,R,mdbuu,242290.0,Honolulu,Canada,2.0,f,69.0,1-240-262-5059,1925063.0,Hormel Foods,U
MN,Xnxwdkftuocweocglqsqtfvcgspfurmvdggcgenpeqihbvngtjblokypuqxtudhfjvnveu,,ysdxapkjzgolihzrnkjlvwppgzre,axqytvzlszjsmkkfimkfftyyjpopmpnzgmdgmtsmbewpdlfdqlwdoybfn,ysd10190,5.0,qqkluyvrkilekeggcjjaekzs,4.0,389.0,O,Qegkwaxtw,151263.0,Nashua,Canada,0.0,,23.0,1-748-381-5388,3808365.0,Newfield Exploration,S
GA,Gihfejikoykbikqrnzwcfwaymmnjsgqailhpwtvgafxcpkibepmrlbantb,,kapux,nosxbymvnjsvpoaqwaigvabkvtcyfnbnnsrrd,kap10191,3.0,Hdiihefgrtutriyratyllsb,4.0,694.0,U,oxnjyolq,377996.0,Independence,United States of America,0.0,,95.0,1-862-840-9142,2072590.0,Huntington Bancshares,U
GA,Fjgomljjhmpjlhmcdvpkxzvdgyhrpfilxwbmcmurvpylfxdhuisfbekhinidrxxl,,Aljqjhn,kzwfmlrvvwctlwxmab,Alj10192,5.0,oqrvziwpgbiyipcbcnsrqkui,2.0,610.0,U,KXCNFTFXPQQ,450338.0,Columbia,United States of America,2.0,F,11.0,1-978-846-1339,2780593.0,Rockwood Holdings,U
MO,tolwqoyggncysiimleqcuyfrshmmyhrkedpv,,Fcflnqbfy,Owzblnjnfghtddquirpmljxplbojdhbfalaplwljdhtldoybovrktdtmpvnpewbfmdmpqxwuonigedf,Fcf10193,3.0,Foyafdqcohvpgvs,3.0,831.0,O,XEHRHGFMH,499532.0,El Monte,United States of America,8.0,m,11.0,1-774-447-7502,3305354.0,Washington Post,
Saskatchewan,jzxtobfqaktkrhouwhguiio,A,KLGXJVKEMCRGFOAFZGVYNBE,Cqlkphichzolvhyprdrhimpqmwhmiuyfp,KLG10194,3.0,Tvxnn,4.0,449.0,O,UMCGLFVCXZ,146611.0,Costa Mesa,United States of America,,h,94.0,,1256202.0,Sherwin-Williams,M
Manitoba,fwjjpuvhwsdcqrrdqlvrwltlvmnbtwjkbhapcijeuupgyqpgwmltt,,Iswedkswvbyibil,rxbhdjrpxqmvflwnoqjsuraquimdnuagjahs,Isw10195,5.0,Dlmmoeoerirpbeimuenwmpm,0.0,500.0,R,Ufurodgrfavr,109259.0,Iqaluit,United States of America,9.0,F,36.0,1-542-058-3311,818177.0,Targa Resources,D
OK,Ihowpssveobqweburuffvjfcbgmxauacctgsnhtowsscjvtmgtvcusbpnzgrgpulrvhbtsuh,N,Dqyvsbdwxnqiuxbjiz,,Dqy10196,4.0,efuwcamkh,5.0,644.0,O,Otgzjylsgwnp,279206.0,Dawson City,,,,43.0,1-284-403-2435,,Molson Coors Brewing,M
OR,Gmniywriryeharyyojpsyksfntwlvtrwdptmphdvuewmnyxtzhdiqhjzycnmcoamqqwqclhhbog,w,Cgxhgjwlrtbmrcvaifjzaaal,jncnqvboxzjqxewucrtbaxyopombozshqhrexktajdqaolphsk,Cgx10197,0.0,Mwxtnvvcbgp,2.0,366.0,R,Hejddxyhqd,160038.0,Costa Mesa,United States of America,9.0,F,98.0,1-864-920-5405,455549.0,Cenveo,M
MS,iswacwaqawwnnncxxumdfmdzrspyrdqyewgxypsujilmjjghwyqhn,,Olkvciqupeh,IZNLNBRULGIWUMGTM,Olk10198,1.0,Sxlhtuvqzx,3.0,,O,Bjjlbbdjrjv,71615.0,Lancaster,United States of America,1.0,,,1-391-445-0964,644793.0,Curtiss-Wright,U
OR,XRJTAWZWMKIEZKRCAXYKQLXFFQSJFDRDPFTUNFBXIXIITRZAQKGUNYAADIVNGCGCRKDOCEY,,UASKGTURLANZBD,wgxpyercikthryebmvcltwzdvctpglyejh,UAS10199,5.0,Tzntgagyktzqmnsxmfpftsd,2.0,396.0,O,QMWZHBFJ,99302.0,Rancho Cucamonga,,3.0,m,54.0,1-367-707-2825,3756827.0,PPL,W
AR,Obfcusdijtxorgdvrogttfixaixcrxllfnqxxqjvjkarcayw,l,ilxsrmxgms,Hogbtzrlxmqgtwsjpqissfibpzprptjjxonkgafgoyfkifv,ilx10200,5.0,XCKBSPUHWMFHWFPRHLROXREMEAO,2.0,357.0,O,EWXME,251984.0,St. Catharines,United States of America,10.0,,12.0,1-199-191-3144,1364726.0,E.W. Scripps,D
British Columbia,kjakvagvsfqhfmfjpjazeesvrnlcekjktexwkvvvg,,IRHAIKVWATOZILFZCNHPFRDOYYQEXV,Piixdmkqcyhrlmwkxkatpeditylfrnpxrgy,IRH10201,3.0,Ylukbssgpgrjxhgmcm,3.0,698.0,O,Jarkldaoio,395211.0,Santa Clara,United States of America,3.0,m,83.0,1-551-963-0150,3227799.0,Peter Kiewit Sons',M
Saskatchewan,OMONHADSBI,,Jtxkkyuecgxkxhiudrsjygyacbpbku,Jitadyvlqcm,Jtx10202,4.0,Knittgvcx,4.0,455.0,R,Bovhno,198933.0,Baton Rouge,United States of America,8.0,,43.0,1-849-529-8512,1287470.0,Bon-Ton Stores,W
WI,WOBDAXMJBWFCJICZGNFHSLIVJZXISMCMQCOT,,njhyphqobnukn,Nlefjwcwpzcqfiheojtncuaqwltv,njh10203,2.0,ZTHGGNODVFRKHAHAQSUM,5.0,551.0,R,aibbhmahfa,284462.0,Mesa,United States of America,5.0,M,32.0,1-560-642-1051,1303967.0,Steel Dynamics,M
SD,Lzlbgtqukeootjsemajjaxpfwjj,B,Uaslzgrfhzjpqhlxstftjeiir,Gskfiuyrqipfigartdrclvfcquwepmtjnxkmnbgqaivb,Uas10204,3.0,Dlfnalgporsgv,4.0,374.0,,QAUNVNZESCU,339749.0,Abilene,United States of America,2.0,,90.0,1-780-692-4864,2754663.0,Stryker,M
FL,,,uooin,Rtpzrtqboaejfaeb,uoo10205,4.0,rudegqxlcfljtkdmottw,5.0,786.0,O,rbialws,128994.0,Oklahoma City,United States of America,8.0,f,29.0,1-693-536-1979,3479037.0,Ameriprise Financial,M
KY,Ctjnzlckjufyqtdnqvxrevxpvwmbijxmjimqsbrfleiggltqyv,k,Wjubbqqnozhysmknscmzhwml,agzywjvefcnrohghrfxtwdcowyfchjnulpjmmksbpqs,Wju10206,2.0,Hdbmupdtuqmtdtvdxjzdpngffc,4.0,704.0,U,NRLXXZOW,279419.0,Miami,United States of America,5.0,,44.0,1-333-017-2553,,Liberty Global,W
MS,URKOTSVABHDNIEW,t,MJWLSIFBQMRRLRKNNZOGC,OXJGMIDJVRQCDKIVWEDTVYKDGTVUIKPQVDQXXEAKGGSLGEQXODIPCKUNLBDRPAFYZKVXX,MJW10207,2.0,Mdvtplfhyvprikwq,3.0,371.0,R,Bsvuon,256401.0,Kitchener,United States of America,8.0,,,1-137-841-9232,2217586.0,Tenneco,M
NH,Rssssuixlvfejlzvyncsljlnnxonxliyjmelvljztjbxryuttmjoogjckogjikd,,honkvxvqmpkmvktwqorrnffmci,Gqdtlfffjsxslmkwztmhjidpuqquuwkobsaouefdzfcxu,hon10208,4.0,Rbwcj,0.0,500.0,O,Hoeczwnz,458467.0,Birmingham,United States of America,4.0,M,59.0,1-072-117-6982,2517242.0,Oshkosh,M
MO,Lmjjblleeqjogjduddpcbs,,BVGBWEDSS,txjvwpqagclohnzhfwdalutqizxaxv,BVG10209,5.0,pdqomfnluhjvucmlqvxeyim,3.0,498.0,O,CCNUQV,342835.0,Lewiston,United States of America,0.0,m,19.0,1-091-369-4943,2023809.0,E*Trade Financial,M
HI,olqdvfkkbnqrvipknqqdyaodvmokkgzbmeeklmjevsnhewsv,,MPBHZKFQJIEQAJB,atbbfmmvjpeeokmmtzfoqivbhmfqp,MPB10210,0.0,Tswktlcbuo,5.0,394.0,U,jbkja,254407.0,Windsor,United States of America,4.0,f,87.0,1-789-178-4962,2828530.0,Phoenix,U
TN,Waikyouakucwcjkdulcpdmgtzah,,Xupxauw,Tcojeoqmjmsfwcpfyin,Xup10211,0.0,FCOSEMGVJQBNSUTOGDUOHBTHFEID,4.0,493.0,O,rkostnyl,365046.0,Spokane,United States of America,1.0,,35.0,1-350-031-4106,697489.0,EMC,S
LA,Hzqmsmksyhjlskciqbbh,,PIKNSJQOKITWGOKZFPQQYOKDP,Upvidevbfwsmcbikqjairmywllqnbevmgkhmtxgedqijjeuplwnpkoygpgrpigl,PIK10212,5.0,RSARDAJBWIBQQMKSTGMKMPAYTUTEYO,2.0,325.0,O,jntvymjwmppx,363919.0,Buffalo,United States of America,5.0,M,97.0,1-485-114-6547,1943704.0,EOG Resources,U
VA,Qlhjqkzbxggtfhwptttoqbvoefgduptfwiicngxyimuezqyuzl,,pnxgb,Nzcmdedbvzhgcxvfkkbox,pnx10213,4.0,nosjbmkkodlng,5.0,556.0,,hsbptumtr,292912.0,Stamford,,0.0,M,34.0,1-325-442-8359,3577030.0,,M
British Columbia,Nagxhsplbtnwaiblbjlyosgzsavmngnkpgdksolnnohrdjorwtkvrzrbbqepmbcaallqrs,,zcprrshlidzryqoydvgkwddqucserc,njsjsalwxyyjkmmyoogeypvglnqiqjjhlm,zcp10214,5.0,swmauemtoyqeejaetiarbnb,3.0,617.0,O,GHIXNC,11403.0,Des Moines,United States of America,7.0,F,97.0,1-539-478-2074,2244329.0,AK Steel Holding,U
ID,JQIMDGVSHNIPPGYNYHBSJBNUAH,,fothbcrxgnmvmrt,Qmvnrncmqkcmxowuhlerpjtukqnipenikh,fot10215,3.0,Qjltwjrnvuu,0.0,507.0,O,Rsqaetosw,228427.0,Tampa,United States of America,7.0,,64.0,1-247-770-8070,262316.0,Tupperware Brands,S
KS,Tlbtztwqifwlttfurfrptsyngeldjdegwmuouynixnazgqraojssnxhhfatnyvorwjlqvag,,twkfhohotdwpakuzscfakrvpgxofbc,SJXUSDVTVMZTVKKRIQRMUUGNPJIQYTWHAWODWODPTPDLTOPLCRUEYPEXGZGAVBABYNSQHNISIVOJKBY,twk10216,1.0,Hchahtwt,0.0,521.0,O,Ouxrsaoee,288645.0,Salt Lake City,United States of America,,,55.0,1-989-550-9428,694599.0,Microsoft,M
IL,Sbqtepbadqmkhfuktriqieyuiiifgpcbeh,,Fvildrknbe,Iofiawn,Fvi10217,4.0,KTZELHJFSSYXCLYMXMNO,4.0,465.0,O,Xonask,119977.0,Milwaukee,United States of America,5.0,,73.0,1-658-176-9673,696957.0,United Refining,U
RI,eurlgopkevqddtciuurltdgugbiebyaazqrrlayiudxvzqpmsuhttimpivxnwis,J,Dpaadydwglywonbcnjzufrouiwl,njcucsubghxwyawmfuduolufhqhyahpwxlpdhovzkjaiqendhe,Dpa10218,4.0,Limdcco,0.0,617.0,O,DAFEI,250020.0,St. Louis,Canada,6.0,f,66.0,1-827-703-7037,2614436.0,Mirant,U
WY,Vcwhgkxseevnfgdrnayqvbpz,E,aokjwnsxtmrm,FQIWHQWLKYTGQJXZOQFXBHLGKDAWUOSKJEDILVVBYUUBKJXDFSWBJDFCCGPAPYGWPPVGHPMN,aok10219,3.0,Dobqljx,4.0,332.0,,Cawegwsjy,496663.0,Fresno,United States of America,3.0,F,32.0,,2160612.0,Paccar,M
AZ,orvnkgtpqevko,,Mxnjnlzxnqmxepjc,Rbmaoeiuiwnhnkjzzetjswsotcnzenm,Mxn10220,0.0,Vycmfaamgiyxo,5.0,597.0,R,Comnvimpsooo,32827.0,McAllen,United States of America,0.0,f,51.0,1-999-914-2970,2774914.0,Brown-Forman,M
PA,Qfohntoopgofjznxbhvwzlbybcbgudjrsbfijzwkzenivcykeejlw,,okovvhgnwjvotzlghkmqigsrvfxli,Ktqishcrjeffpw,oko10221,3.0,Cingsmyewlxnx,1.0,600.0,O,Peqpknou,,Memphis,United States of America,6.0,F,90.0,,3744612.0,Mettler-Toledo International,U
LA,Mqxlwiffbznppscozfdzefzhrj,D,yznnajtz,UWFUHMNVLNIIPKCZHQPACLTLSHHHBUQMMBNNBAUBBALZV,yzn10222,3.0,Tkwzqknejlkouwxrqwkqubvervexjk,5.0,850.0,R,SPTOGTGAJQ,392216.0,Columbia,United States of America,,F,16.0,1-807-035-1274,3982376.0,,M
HI,Lzrwolcuhzmyyhhpgkxkteksyihwekq,N,VXBYERNYUPNLSINMHYWIVEK,Atxjbgmikxzwzpoyengsalwlrhwpedfvgtkhtkvnjleyvscfmmrvcrijgxesgpotwwltzmkcrzxp,VXB10223,,LYAWQBLAIPDAHMDQRPUGCKEWORFH,4.0,697.0,O,Detxmbythl,329986.0,Aurora,United States of America,2.0,m,91.0,1-922-803-6732,1568808.0,,S
CT,Augrxapqbtvvhdjovoxsaietkwoow,,Ovczwgtesskgxxvyqfvvaxe,DQMZCCEUDZGVRFFJAOD,Ovc10224,0.0,Rzqtvdpjqqkmtenn,2.0,543.0,R,Fqyrk,189732.0,Corona,United States of America,1.0,M,98.0,1-659-535-2851,2815276.0,Rite Aid,
ND,TMUAAWEMITKVHXVHPDJIUYPDTYYPUP,,RDOCFQOBGSRRYIQNXVULRTPA,,RDO10225,1.0,PXVRANVYWXTQVZFOOCTO,1.0,528.0,O,Nedjtjv,376032.0,Rapid City,Canada,5.0,F,64.0,1-947-929-6176,3469348.0,Ryder System,
CA,zhfshiaqvuvjypqoytwutupzfcvzglbqmlmzbgwmtocoeozxedmpmnasdbqlzdodgextavrrdeut,Q,iwojdzwylncjcgetm,RLMSDAEZKEMLLNDRSMQ,iwo10226,0.0,dgpfrboto,1.0,520.0,,Qdjhsjhpqioz,427290.0,Stockton,United States of America,1.0,f,35.0,1-202-524-9333,1582854.0,Interpublic Group,U
WY,Bbfmtyoverjirinmdxkhvizrcbawboathtakimjusiefhfeszpjznxybmsvihqnjk,,glbctzzdnzcguhtfw,Ojclnnfu,glb10227,1.0,Xwymdsvjymjnghyqvlmhwkyr,2.0,809.0,R,hjvus,185583.0,Austin,United States of America,8.0,,86.0,1-555-717-5969,1988589.0,BlackRock,M
IL,LXOYVYWMWKQNAIPOFZVPANRRRMIONMMMJOPJOGJEWY,,YCWVGCIR,Jaxzrkrlmpysbkjexywphluaersvegbclowmowwycvtxgfdjpxaosyezkiwgelkvhhvoyetplhyeyhup,YCW10228,3.0,MEUQCAWIHSVLRJO,1.0,780.0,R,Fubbscaow,37890.0,Kitchener,United States of America,5.0,M,15.0,1-730-960-9835,67168.0,Con-way,U
TX,GZHSOPJQTZOPSLHVFGMUAVFWIZGZVOHKYEWXVTQIXDEODYLJSMYMXWWEBFTNETSLMYXRZXVJ,,mwryfcd,kyuazflhoigcvnaxxcjdaneqktqlfgbyqjlnweqaxuhdwetvnhoubcqcmupve,mwr10229,4.0,JTXZJHWPUYVFINRBFP,5.0,788.0,O,Piebtrjuzjhz,45881.0,Stamford,United States of America,5.0,M,33.0,1-616-431-6343,3711947.0,National Fuel Gas,U
Prince Edward Island,Znvdeymkafxjhxdiaednw,,Hkhfguqtkylwptefsjxxrwwm,Jsjpmbwxqoafmshhvxlavhnpqifkjagyxczlmffmqfzixybvfyvjloiulmbjgftxcuvbvqsfenteafqh,Hkh10230,0.0,QLYZZFBDECA,4.0,679.0,O,Sctnijzsuv,108797.0,Livonia,United States of America,2.0,m,43.0,1-757-543-2666,,Sigma-Aldrich,S
AL,Ekdkzgvujwjdvbcbuxfqpojnwfvvlqpeaqsxxykustmblktegefxuwut,,Yuwejsm,HYJTWYDKOUDLATJXRONPOBDRFTHXLBBOWGEFFZFUZJBYSAPOLBZNKZNJZPFIDD,Yuw10231,5.0,Ptelbomfcfn,2.0,347.0,U,Ahxfuabvdzk,460379.0,Cleveland,United States of America,10.0,,93.0,1-747-042-7061,3355966.0,Allegheny Technologies,S
British Columbia,belltanvmymipkabdgmeujumexcagtahdagtfosvyw,m,vehzbhftqlx,,veh10232,0.0,Ajyjzjw,3.0,485.0,,Uwbjwjqkdv,475461.0,Baton Rouge,Canada,0.0,F,94.0,1-353-153-6199,2942345.0,Benchmark Electronics,M
OK,Gewehpgpathkamvlqvktnjzpxdrgbincgowfbuxfwmwwoxeysyvkjckezaexhcmhzfmaejtdqr,,DYCPRKAWYIGUZZLXEQAZIFBFHTPWPY,TEWPKLVXCWRCOSZIXTFOATRWCBLERPUDMNWUGLTMIJMZMCLMVUKBJNMKRZABI,DYC10233,3.0,Efkxojlhrhulpclrijwarke,2.0,678.0,U,jhrhhzdicj,96759.0,Cincinnati,,2.0,f,65.0,1-305-836-5798,3331379.0,Symantec,
NV,IVIECANOTXIUZTNVVZWJANTKEYCHZKPFNBTOXQPIEMUBKEOMCW,,Tzhapciekxqvblxf,YSFOLWGIDKLMBCNDSBHDQJVREWSWMFSJXLDRVWNLMPXTJIUEYBOXTNOBHSFRXHNDDGVX,Tzh10234,,Mabiqruppmzfxkyxqtphgrb,5.0,506.0,U,Ynrzjqwno,,Indianapolis,Canada,1.0,,55.0,1-888-274-4897,2402663.0,AmeriCredit,D
NC,CXPTCEWXLGHSFFNMEFXICUBQFWDPCMFRUXSQQBGDROSEWVFRJEDCBTPPOEGTROGRCEFKGWLCJUQV,,pemevredkqpihqutxucd,zqdnorkjuqjlanamzffxhuaiwipavvamgeqzkeehbwilgrjxwysxoareiv,pem10235,0.0,lprkkuwlgvgwuaruxkpclp,4.0,608.0,O,Fhvqktm,312460.0,Anaheim,United States of America,0.0,,19.0,1-708-347-7463,3921984.0,Superior Energy Services,U
DC,Obovmubnxcvqnqbhvidbtpvoqdztbdypvpbrqxcpczthjoqgjm,y,SIBIOIUHRPHDDCRLKYJU,TXDYSECJQLPLOYIVQNXFNYB,SIB10236,4.0,CTOCKABDFLAHFUR,3.0,608.0,O,Hqhnrucr,59454.0,Escondido,United States of America,5.0,M,6.0,1-812-655-5848,,Terex,M
