prospect_Age,prospect_Employer,prospect_AgencyID,prospect_OwnOrRentFlag,prospect_Gender,prospect_City,prospect_Income,prospect_CreditRating,prospect_PostalCode,prospect_MiddleInitial,prospect_NumberCars,prospect_State,prospect_Country,prospect_AddressLine2,prospect_Phone,prospect_NetWorth,prospect_LastName,prospect_MaritalStatus,prospect_NumberCreditCards,prospect_FirstName,prospect_AddressLine1,prospect_NumberChildren
98.0,New York Times,Lzb11811,O,m,Lincoln,185210.0,568.0,INUVWJQDTD,R,2.0,HI,United States of America,,1-541-591-8203,480910.0,Lzbzrpvmuouuislw,S,,Thcdos,WIFUOXBATPAWSA,4.0
54.0,Eastman Chemical,Ehf11812,O,f,Milwaukee,249206.0,315.0,Qecmb,f,5.0,ND,United States of America,hgqhbxiwobgyhlnsoeicpgijwlluberknhcp,1-097-573-7903,869869.0,Ehfzd,M,0.0,suftkitsqaqadg,Karuvjlolziffmefkawadkih,2.0
,Alaska Air Group,TZJ11813,O,M,Rochester,148527.0,619.0,Qglimeduimd,,1.0,WI,Canada,Mkxbnsexlqxpifacsyykrrglxypkoocfswinxin,1-388-763-1684,2431274.0,TZJGXHXMVXWEFHGPGKEPPSSWIRPE,S,3.0,YBSBCAHXGHHBN,Kxtyvxsxswtrghctddcsvqfvifulbhogscxvxbfgjzvbnkmgsnmujcoubmqlmxxxegfad,4.0
37.0,,LOE11814,O,,Anaheim,,576.0,Fljbadymrb,,3.0,CO,United States of America,Kohbybldftfpjnhvbtsfdpxngsdliohviemswdstpvztemyqzlijhraqkhkeqhasbnrwohvpj,1-897-003-3614,1839975.0,LOEVZI,M,5.0,Igmstqcsdj,Pwvsabkxkvffvfbudmwhjordcqihryvdlbyhfhw,4.0
51.0,Unitrin,Hgi11815,O,f,Edmonton,182700.0,510.0,OAHAAB,I,2.0,FL,United States of America,Dujkhxxdaxwhvjyanzidww,1-284-573-0057,11343.0,Hgitluuuezanucatfzqlewevovnvgg,M,4.0,Eqopxdpurpnxtiweskzvpziq,CEKTJLWIUEUIUEZDPTPVULJVDUCHCVGVIDADVXVHUFMFQFUM,1.0
98.0,Winn-Dixie Stores,Ffm11816,O,f,Lewiston,159679.0,430.0,,,1.0,MN,United States of America,oawoawknalzsisiwltjo,1-962-680-8156,72476.0,Ffmdtjvjsilynfbgjgfvsph,S,9.0,uhanjbjidjjytrihcmvprxwp,wmpelmmitaxiacljhvekyiykskuivpgt,0.0
62.0,Williams,Ecf11817,O,,Baltimore,290172.0,464.0,tdjqmslajmy,,4.0,FL,United States of America,xxyxljfwwthdbphrvbhbskspmgeqsdibhojjcpgwechfxumfzsacconoiwrxlbarkfwlyhbloah,1-517-304-1469,2611907.0,Ecfexp,S,2.0,oxdorros,ZNQAFEDKXDXKATXRNVQBXNPPOATBNKULPGTCFQFNEDEQMSLTTPSAPGQYONEEVBUIKDRGBXXOUF,0.0
42.0,Anixter International,MXJ11818,R,,Montpelier,326553.0,572.0,Ymgeisafak,u,3.0,MI,United States of America,Pktygfdjlwqrvotayonxnqcapzdibuktnwriayhttnmg,1-768-701-5720,3007924.0,MXJAQDU,U,1.0,KEUFQVELDPWSH,ixvktmdezuvapraypmsejjqtodfhyjknwrjjlaqbujgroqjyxhmqv,5.0
62.0,American Axle & Manufacturing,tbb11819,R,F,Santa Clarita,18285.0,695.0,ejetvkned,,5.0,AK,United States of America,Dpxrhnfwcqzuuxlitympaxhocatnbaohvtglhuimiokkohpwlijdckubgznsgeyef,1-063-653-5428,773988.0,tbbkwlln,U,10.0,Tlmstoohheeemeyydnirtlew,WEHQXOKXMUYVACOSLCEEFMAVUKFLZTCEEPUOGUJGCERVMVQTHKBHVWOVYTLHHQPAVMU,5.0
88.0,,umi11820,O,f,Pomona,15818.0,454.0,Tfaxp,,5.0,NH,,Ulgzeioeisxyllwflqohdevbiprwdigsvngqenwaofivdvyhpgyozk,1-512-924-0236,2217017.0,umitxp,D,8.0,KYUAFMDIHSBQQPP,,0.0
35.0,Con-way,Omk11821,R,,Costa Mesa,374832.0,466.0,bdwlwxsphqn,r,3.0,MI,United States of America,tjjirqaclsuvsdxtxfhsjnxdarwnfvznccazsbhjtyvksmra,1-774-491-6498,2060103.0,Omkjzaqvlybjtrciurl,M,9.0,zqfeibeochqdsaontzlmrhexgvqzhz,hspzqlfdatslsqcozqmkrfdoppwwsxqfx,0.0
71.0,Rent A Center,uau11822,R,M,Dawson City,3750.0,387.0,Wmqjxempib,,0.0,WI,United States of America,,1-758-965-1175,478005.0,uaujplgtzfddinhfdswegp,U,,QMGZVEUR,Quqxhwxhjwacyccnexwhmoowwqxscgqyifvprvylfbfnli,2.0
98.0,Terex,Gwo11823,O,M,Casper,159399.0,429.0,,,4.0,WY,United States of America,Hxhrtwyjyxebmfftsxaxpkwpbmyuqe,1-441-519-9327,3438878.0,Gwohmudjxtgishtarldwjzvnlc,M,8.0,Jbnkt,Hjchkhtoamckcnnpsylnstctatosshglbknh,5.0
6.0,Colgate-Palmolive,Jdh11824,O,,Sandy,128044.0,827.0,Wmibrdtmmhqz,K,0.0,Alberta,United States of America,aakdwiogzkvxivcevsonwenspldnwknqippoivrylxjuhahszepjlceiwtdjslwnvbguihgjnhg,1-653-352-0225,2427763.0,Jdhhavjsewcijhwzotfqvj,W,3.0,YIRCYRJEBDIUZVRLJCVJHCHYIPHM,ymraymqpjwzsdavrlskdtkqmmrvaimidcpxvfqcujrsncumedzwdaebkyypnhuevzo,0.0
40.0,Sears Holdings,Irk11825,O,f,Vallejo,232511.0,493.0,Rpbvqmv,,2.0,VA,United States of America,Oziikhomhsqvrilraaoqjwcncstilylkznjnlcttrpbyaoeziumvyb,1-398-802-7033,738869.0,Irksuldkwpamezwhlejld,D,1.0,jwffhxyzwfbznpgurupqjz,Tdfqbnicfbviyjvdojlqmckfwflxusygnhnlrnkabjomnbnpdztzmw,5.0
11.0,Owens-Illinois,Nek11826,O,M,Pasadena,,787.0,Xdqvweyhbeye,e,3.0,TN,Canada,Aqtwin,1-303-206-2700,2089393.0,Nekth,M,0.0,SPIFMASXX,Slaaomapxhwuseuhwuvifqitleizldzjgbjiqfhcnvgkkzqpyilunovveii,3.0
34.0,Allegheny Technologies,Yua11827,,,Plano,57796.0,774.0,,g,3.0,MN,United States of America,Rfpiwshvgmbqkwfwv,1-973-530-3867,1137985.0,Yuatkbgccglprlypbqa,D,4.0,MLVKZVHOBJSVJULIBDLEZNSIOEFRAY,DRDTJBUMVJFRCBYWNUOWEHGWUVZTQQGDHDTUXMTPQGXBSWKNZCEJISRTFPEYJSKM,0.0
27.0,,JNI11828,O,F,Mobile,74409.0,475.0,Auhvc,,1.0,NH,United States of America,Mwhqoppeebvvrvxgzpuhgwfbnuhemnsvwvjirnmuq,1-835-358-0974,289833.0,JNICWVCKKRMZ,W,7.0,Mdogkbcjgdrfiukvrrjhwp,BNQNVRPJGMPTVHLYVEKICVT,1.0
4.0,Conseco,Zxe11829,R,,West Valley,87969.0,487.0,Hyttluvufc,J,2.0,Quebec,United States of America,znfvkeuvptwbtaxwylubvjbvxruuoukkhsjssvqwjnbhfawgeprpuyiphcvnph,1-289-362-9989,,Zxelddfhpuhaenvnljbnytumh,M,9.0,CNTAECFGPOVUCI,Yewlfwbjkdknsyugtqf,4.0
78.0,Medical Mutual of Ohio,Qqn11830,O,m,Detroit,73586.0,395.0,Piqnxr,Y,2.0,AR,United States of America,jvpfdgyraeczax,,2183063.0,Qqnrfvorejuhrljclwn,M,,TGYNNONCIVTDHBCHTZVRGW,Ocrnrbaauctmbztxtdxasepykotbtmuc,2.0
89.0,Spectrum Brands,quy11831,O,,Montpelier,305174.0,352.0,oppmsozrlzzr,G,1.0,VA,Canada,,1-080-445-9293,291021.0,quyarjtyxjteloy,M,6.0,Zttgonwhdxenpykzcemjgyy,sjowbqcfgzfndrcaraafzstsgeutbicgebdtwlpbfdjnzsrltlqtarmgghngbtxscbzkbptlxvcqsp,0.0
34.0,Southwest Gas,Dlu11832,O,,Vancouver,400496.0,673.0,Qbzagfjpv,Y,0.0,DE,,YLDKVELOEDBMRAFWTFOCRSDTSAVTSQHCFMGQJXVWKOYWBJSTDCCJSRXXAS,1-941-812-6576,457252.0,Dlunlpepwgpmbsf,D,5.0,Abqcimi,Czxlvdygucgwaodmhunjamicircxodrervevvfqcxzxgljuzbdffud,2.0
20.0,Viacom,Akh11833,,g,Dawson City,298603.0,624.0,Aghaxhce,,0.0,Alberta,,wgntteahoqbwhvysabzcrviolqmqtn,1-298-651-0176,1766502.0,Akhuisbdlmti,D,10.0,viarhxbchykxlhywqsxmjgxxrpitmx,IGVEWVEWBQZUIIWOIZISBLOSXFCPGUFDQZQBDSYWBLRAUMMSQFRERGVFDRNVFH,0.0
86.0,United States Steel,YUG11834,R,f,Dayton,,653.0,rlscgqqkbl,,2.0,Ontario,Canada,Vteeitdvtut,1-786-826-4100,,YUGJSOHRLPT,D,3.0,USTWFYGTRTUIGCNAWNSCTJIBI,,2.0
61.0,Dana Holding,Sly11835,O,M,Lewiston,413753.0,488.0,Gxqnspfpu,,4.0,MN,United States of America,MTEFULAORKGBYAKRVKAFSAEGKQUXAYSDHDNIBNYAZMZUBDDGFGCTXIGWGYCJMQTXJ,1-061-707-2859,2924361.0,Slynfmxlkbqiqyy,W,0.0,UMZUYTZXSZJOJS,Emfzujkaiuzgjpvgamlhekpgigckobufqxxdndrkkyvemufbpnntripmayubcvyrsdgmnxacw,4.0
66.0,MGIC Investment,Prd11836,O,,Sandy,119435.0,644.0,FZVQFBVAWP,,0.0,RI,United States of America,DWUDECVXFBKNSSGGEZDABOQDQMWUBUBEFHKF,,995321.0,Prdfcnwtikzwcivnwlyizxdxda,M,1.0,Ohxfhikbtatmiircelh,LQCUWJSIRIYYMAACRY,2.0
40.0,DRS Technologies,yej11837,,,Yellow Knife,134076.0,,GYQHWAB,I,3.0,VA,United States of America,Vydywvsnkjlrsozzplitauufuttpsededlovppfnmhtt,1-663-301-1231,1963209.0,yejuwhstpunhfcjfxoqpglllrdi,S,10.0,IOSXPXOWNWWJUJVQJQIBSSOGUIWLT,hagrbugsqhldkvscdgwaefreombti,1.0
74.0,Exterran Holdings,acu11838,O,,Irvine,324147.0,613.0,Ocltexjdyc,,5.0,AL,Canada,MSPKKZXRXHXAJFGCTYTSTUUJBNTMIJARE,1-387-116-5876,462186.0,acumcryqdafikvdsniodzeu,M,0.0,Iuqzoacvldoafqussolr,lvrjtyluafaxwkmixlbmorvqxiynbbp,0.0
13.0,News Corp.,Wyj11839,O,I,Mesa,289661.0,812.0,NVWRJNSNTBHR,O,3.0,RI,United States of America,ABZQTQVMOTQYSFWOFTYBYWYXRCFOQSUYJZGEKLK,1-343-225-5970,529762.0,Wyjir,U,10.0,CGLZAPEQBFXLTQREEXNQCYNETGZ,Nvbnztrcimfuynvflj,4.0
97.0,Fidelity National Information,Vqt11840,O,,Lowell,13177.0,423.0,Jjbcyeic,w,2.0,Saskatchewan,United States of America,Srvlwxnzqcdulruvilocrlnslrrnmmuhzupxrfhruleruulnut,1-075-533-3168,3195122.0,Vqtws,,7.0,Kjlijqlttwckpbnaklrzaehlebaggn,CKMKUEMQXNMWWAZTFUTPWEVHX,1.0
90.0,AES,Wwj11841,U,,West Covina,19390.0,767.0,BERDCJUJSM,G,5.0,NH,United States of America,TGQTKET,1-305-463-1057,515043.0,Wwjzbpjnscntmv,W,6.0,Tezjfsnskybwygqmwara,,3.0
94.0,Questar,Zlv11842,U,,Huntington,168613.0,670.0,Rsoiz,f,1.0,NV,United States of America,YCOAOMHCRRKUVCPZHROGNLJYUORINXVSZPGXLLSQBSJKRYUHQZHGJBWCDRHBGGOFDCWFXJEMJEOPPBGV,1-273-369-2526,439783.0,Zlveeloh,M,3.0,Qvvrpogqdjhrfssmsulsexhv,Izumqacftnvboeylqmowapgfzwbfnjwswvlsncfprjqdmwwinxlrnxmmtaqbswymptbqtriwbjb,5.0
17.0,Western Union,Zup11843,R,,Cedar Rapids,221201.0,736.0,Inujcgy,S,2.0,ME,United States of America,Mbsegibrdcrnbaguajwfevfupjbnhecmklbfjvzmnfisjyxbow,1-245-844-2890,1554578.0,Zupoqxtuvniecblncfzmvx,S,4.0,Ufmvvwdbcrcd,tphtwnxjxosdtdtafgyfednhmcuwpjpsmrmxiaupyatednrhvamsguqb,
45.0,Jones Lang LaSalle,MBC11844,R,M,Sydney,857.0,372.0,adsaupzroy,D,5.0,AR,United States of America,Qdfigjnzrmuvhowwdetbkxyik,,,MBCEUWECSJACLMHDXTDDWFORBUOIH,M,1.0,Rnfeuhguisyrfedkxvzoayzfgvan,vmkjvgnonrhpkzrtskccoknqimay,1.0
99.0,SAIC,Uiu11845,U,m,Santa Fe,193278.0,347.0,hhwgeabczw,,0.0,WV,United States of America,Ukucmdidpkwwczrbnwvmrlknjmnhsskroof,1-211-668-4302,118006.0,Uiuoiaqkwqe,W,2.0,Sgsusnsvtbzxnslpeb,UIPWOYSUSCHNNUITSXKEJQWENMSFEIAHKUJQBVHNMFVKGTBNKNFPSRFDXPEF,1.0
60.0,NRG Energy,UDK11846,O,m,Idaho Falls,124372.0,378.0,Bipbhrt,m,4.0,WY,United States of America,Gcuzrljxxcdotutocqgohxmuxgnptczxwuzcedgevfoxvqrqoldnbberkewgxielultuutoarh,1-481-706-4031,3240275.0,UDKPMWUDZIMSITASHTO,D,2.0,Fxfvfeidusbtkalnqfjbruffhfkv,,4.0
84.0,MGIC Investment,Bxx11847,O,F,Fort Worth,309335.0,653.0,Plfgtlvd,,1.0,Saskatchewan,United States of America,Vuyvzezrbylofsvenicamwygqcbdejgsllkqhewvypgfyftcdjuqntiojurxxmpmprqbb,1-775-206-2837,3416368.0,Bxxrvt,W,,QUOXADLDKKWJSZ,FBNQLCPCJBVXHFWIRXWRC,4.0
79.0,Reliant Energy,TFR11848,R,,Montreal,38264.0,449.0,qizgjmmib,F,5.0,WY,United States of America,svynfxcupjnpiuvzietgrhllrtpcrwawmkeyawapgiixdwjrgwuxjmbzxjaeghei,1-708-928-5992,507034.0,TFRJWEMGSSVK,M,1.0,Dpapnaszcettvbgzrwrxigbuuotio,,5.0
54.0,Con-way,Cqh11849,O,m,Memphis,392580.0,342.0,Gtulpsdzgx,,4.0,PA,United States of America,EKVMZXNWOQIXSDWYCXARXJTRJBUPIFHEUOTZRIVXLVKXPWZJOP,1-492-718-2268,975368.0,Cqhfwnceps,D,6.0,Igzhwlmkdbh,,4.0
74.0,Sunoco,Flm11850,O,m,Bakersfield,273850.0,718.0,Gmbkor,a,4.0,Nova Scotia,Canada,Inuihljuqxeipvdodcaxwbbkwmkzztorbxxtfssadxuruetnlbcqpljiosjwgytbxprmphvwhttk,1-073-533-2543,664490.0,Flmusqdvboldnuerqhoviny,U,10.0,molathxnbwgjeqlbaotmmjnmz,Dlscnluiihddedyygewvzvwecrasrvmbxildzilelfioqyshrqhggntlwtttxzlusvd,5.0
78.0,Vought Aircraft Industries,Axh11851,R,,Santa Clara,7472.0,848.0,cqmqxmtshxpi,,0.0,MS,United States of America,LQWTKKXVPXVFBIEWVFUPTOIJPKRVNX,1-791-324-6110,453612.0,Axhbmduoxqspthhgxduiop,W,0.0,bijrvsgu,Jkuimwlhgnercixztqtflcxogcafkcrszeynttsjauazvlbeteliqy,1.0
96.0,Calpine,Pgm11852,O,M,Huntington,387619.0,463.0,KYVUTFENGUF,T,4.0,NV,United States of America,Ycjxkgtgqgivcdbjtmkzzsdkdnahfnaaupugygmktwjbvzzxxxiyov,1-908-505-5499,1706539.0,Pgmaumdauyryybh,U,7.0,xwcrdxmppzrbcrbavkskhpa,Anyvnmvvtuoixvokkgftbjhbcxqeqvabqwjkffohfimhgztmswoxxno,
66.0,Rohm & Haas,cyk11853,O,,Richmond,363980.0,587.0,,,4.0,VA,,ypapzskkzsqgijnklfgjjhdpedr,1-111-936-6095,1097920.0,cykcgbszzqjkp,U,9.0,Kikzpcqcgbdtrnmvzbpbinszre,Atcibwzzydjxnybzhfjvayzkvrbkhzgmwwbcppqb,2.0
36.0,Fidelity National Financial,Gpa11854,O,,Evansville,242336.0,711.0,jwqusn,w,0.0,Nova Scotia,Canada,ymsytnbqlcltgrhhuhuax,1-930-383-9349,1822078.0,Gpaixjmulfjxffsjq,M,3.0,srhkbujzx,Sfmuq,5.0
88.0,Thor Industries,GQD11855,O,,Manchester,276819.0,816.0,,z,1.0,WV,United States of America,Rkqdsitfnekifazqej,1-027-803-1459,2842665.0,GQDPMIXRWAXPPOSODDEXBALRJ,,8.0,Goudlvlspyepcskjkxp,Bhdklnuwmofuvyimubadoaldbvvvzxtgmuztoqbwhtloughnfcnmvsxhtksdnrpumyfgs,2.0
61.0,Cognizant Technology Solutions,QMB11856,O,m,Mesa,121748.0,348.0,Uepeox,,,WY,Canada,TCBAROELZVSBYGDLFEYJOKPDAOYINNEYKNNSTYIHSJ,1-798-298-0546,416017.0,QMBNSJLGRBKAALVPAJWCNDWBQHV,D,4.0,Atqmwymdxehmigaqvesj,Aeldvdfzmyqjalusetzlqcvon,5.0
66.0,Asbury Automotive Group,NYC11857,O,m,Columbia,290504.0,737.0,Eirezeuarxp,,4.0,NV,,INLKUVDFZKAZMJFGUPOUHYWLVZIIECUQUECACEMPUTNANDXNPGKKVBGHXOOVHGFRQEJVXBCG,1-412-267-0315,2674229.0,NYCVJQETWP,U,0.0,VRINTOXXXZAMLOTJGPVYPGYRZBS,palgjhcpgdvpbtvinuqpgrwxirbmdwxxcmvlkchnkkcr,3.0
33.0,,TET11858,O,,Durham,,775.0,Buegtcgfbg,F,3.0,VT,Canada,vefbhudkbdlvun,1-039-284-4737,124118.0,TETCXZEGAKUTIJTYLRLDMFYKNQH,M,7.0,Iqoqfc,DLMFYFEBJUHAYZOGVQDLVZMVAAPVBIDEGNMLLCIBHYENGXEVYLJUQFFNIXWBUNNLNTENDKHCVVFV,4.0
94.0,Dean Foods,Sef11859,O,f,Seattle,99217.0,713.0,xpxuyqve,,1.0,MN,United States of America,Jpyxcfppyjbcjeibcutmselhtknstcnjedocaguhvtnbokjmqcxwixxifycchcq,1-951-791-8170,3370188.0,Sefdpknkckohsqsymluwddtqqnm,U,,VXDCB,kexpiscimbotducermdhgdbrawfkynuhijtlhhceitntldvxpnbjykgqordhycaobzmkcdxnvpjcf,0.0
96.0,Chubb,gxc11860,O,m,Beaumont,410806.0,568.0,Urgsdkocniws,,0.0,PA,United States of America,Huhvclreonpnctpewjveluzyptlvewcgnslppaq,1-725-958-3148,1483908.0,gxcnxmdvubekmyz,S,,Xccvonztsmkfpyikpiqkdyuaacovgh,VIUTCYJOSCKEWPXARHUVZKQJAMOSOTRPPJYQENMKOPMPMJOACGEJZGXSLJZQGOYQLLP,4.0
19.0,Huntsman,Rcq11861,O,M,Palmdale,235288.0,478.0,xqdkxra,Z,5.0,AR,United States of America,,1-990-291-3645,3944436.0,Rcqowcdaotydamnin,,10.0,Avcrqkbns,Cggsjsmtcsecjfqhzofonayzlxxepabd,0.0
31.0,Textron,JRS11862,O,M,Costa Mesa,204565.0,472.0,Qdntrhy,,1.0,GA,United States of America,Nafxfpjeotdqvgiwurlflcdrdqxtiybptyaulrozizrgrktgpilqffewvceimnrwocfawycusuwrdol,1-345-215-5664,683419.0,JRSOPURVIEF,M,4.0,Yolineilkcdgpraalobalt,UAJQLCMSWFKMOYQOWVWJDCVQP,1.0
91.0,Nacco Industries,gng11863,O,,Torrance,416378.0,638.0,Nyudjmqet,,2.0,ME,United States of America,Ggfqhleztcgugwlefordydcjcgzhvdgcutgriqvgqpbfyowdwzzdwthhhsxmzoiglgreupleewsu,1-170-375-0404,3752436.0,gngacrjwmwjekfqliimxngcvzk,M,9.0,cappwrbjzoeujf,XRACAXWROETCHXGULQSKTYIGZ,
,Circuit City Stores,Hpl11864,O,,Lubbock,169207.0,317.0,Otgerheeqgo,,,VA,United States of America,Ykdwulkaduwvbadueeyurejr,1-457-612-2094,3811148.0,Hpleek,M,8.0,GHDVMSFCNMTNPJHQWTCXPJFARCQTEP,Bipdwdemuwlkbdvvdttlpjbmxdofuhkarlupkxqwazfuugltvujhuixegpli,
3.0,Guess,Nbv11865,O,F,Glendale,470903.0,805.0,Nqkfo,,5.0,MT,United States of America,WNSEATQSTZYCZTMHAIJVXXQNG,1-155-359-3880,2622125.0,Nbvpddjyujfvifiaqxp,S,5.0,GZPFMSGTTWA,xfymihxmkfozwgqjbozroeoumyqmtup,3.0
21.0,CenterPoint Energy,Amt11866,O,F,Alexandria,223682.0,549.0,Uioplkyorz,L,0.0,MI,Canada,SYPPDESAVRMZBKSLMPMILXJTJQCZAXMOEAWUAIKIRVYLPZXKGTFIIOQXSKO,,2108308.0,Amtncdwhohysjuezl,M,8.0,NWACGSSBGVRLAO,edltpbqgdazrcupiydcmqxuboqjvegugjpbohepgmwrohhjadqzrofysuhxdbst,5.0
33.0,Motorola,WBA11867,U,m,New Orleans,136570.0,509.0,Cnaltebmqcmv,O,0.0,KY,United States of America,Epkosdlztxaiyemkneavgnxaeonlapequwftoxtzjvangxtjvszrnklspuc,,3588182.0,WBASBLQFRPQEAJUKYADJUKBLT,M,9.0,fltwppdjaumjwgadsuntdnbtst,Lfxrobndwofvwpwqdatsjeuhsi,1.0
54.0,Zale,muq11868,O,,San Bernardino,461922.0,818.0,ONREJNL,,5.0,HI,United States of America,vppajapcdklacignsgcilorjqhkodqwivtpijmjdwskfqxvtrawhlpclzgjndmrfjds,1-115-940-3602,2828088.0,muqqeotytvbztgjlkpiphgkwclsls,M,8.0,NHWJFJCUVXCTZVW,cpgzbepqakpezwokupduriudnbnvxjgcinbvibmhupicoyhjeeeudbthpyvhqmnbtfbw,1.0
9.0,Rowan Cos.,zhz11869,O,,Tallahassee,53883.0,706.0,OACTBNCTWBYS,,1.0,OR,Canada,Armoujyetoczxbxyvxrulbmuvvkbehhpocr,1-328-539-1087,3011243.0,zhzuclsswmskslzxlcjljrojup,U,5.0,bvzguvdleddvncfgehmdctpiwgvlhl,Kcfogp,3.0
80.0,CMS Energy,Jdg11870,O,f,Irving,264226.0,837.0,,,5.0,SC,Canada,Illipvvynexcrtuauetlzfwxjfiuszimmwmelk,1-761-955-1430,2920332.0,Jdgicpvhkzajynkqncbwbnhrwl,W,6.0,QJLJQMOFVVREJWDVICGLOTCXW,OUPPMBCTDQEIPTMOMSAAGGXDQAWBBTRAYBDTKYWLHQBDVUTAKTVMZPDJ,3.0
82.0,Bio-Rad Laboratories,Wkm11871,O,f,Corpus Christi,300137.0,395.0,sycwhwopom,,0.0,SC,United States of America,CFGQAPKFWTYAJPOQXEJEPAXOQRXQUPCE,1-246-348-9582,3478166.0,Wkmjeatjlhslfipgregvsjtkrivd,S,8.0,Aeidwhatcicdbuznjumlsfh,Znobxjidqbofgzimqlh,4.0
81.0,Sanderson Farms,UAJ11872,O,F,Independence,491463.0,402.0,,W,2.0,SD,United States of America,gpfdzblwabbtzanohunwebeqhnainpxzidvtmooeimpvyeinwhecgigzbkfdklaolmpqdkudk,1-745-767-0916,1117313.0,UAJIZTFTKJTFBMJC,M,9.0,QJWROBIANTBHTIGVPNV,PSQELTFQIDMAQWYXSOLSMCEJBVQFWUTLRTGPEXZEWQKJQBMCZORUGFQZL,3.0
,International Assets Holding,Wdd11873,O,,Livonia,197578.0,412.0,pitjwvgafqil,O,0.0,AR,United States of America,GEQFIIUGB,1-756-670-5350,1885720.0,Wddbrftnoulmfvppnpnjlctayuzw,M,,QRTLZAXHTKROCPOQYDPKXMB,vknvmxuiuabiqbuaywdfhzasnjvchgibxywgazjqyphmpnqxvxeglg,4.0
93.0,Henry Schein,Bxi11874,U,,Sandy,48106.0,407.0,ZEXLGZIDJ,N,0.0,DE,United States of America,IOYKWJORJJGDPG,1-744-691-4055,3759643.0,Bxiqydrxsfohrfek,W,7.0,vdrwpleumfphsfbjtuqk,kwpomvhtrfrsabfwjfhhesq,
,Ashland,bip11875,O,F,Vancouver,79468.0,708.0,Exiwu,,3.0,IL,United States of America,Fsnsxxrftbnrfnlkozcjhljqcvvfecfiitensasgvlpkaosrcdwssgkdxliljsihg,1-157-998-1405,3305929.0,bipxywqcerdaiu,S,9.0,WXNCGPCCGHQBCGLLLWKU,Xwidpvulaywnmgnmtyxuxwvvugmltgahxldtdksxuba,0.0
51.0,DRS Technologies,Uvt11876,O,,Billings,179564.0,469.0,ULRJQSMVX,e,4.0,Saskatchewan,United States of America,koopbfieleemahwcixxjbigstjwrsxcxjtcjjidatiq,1-233-553-4423,55092.0,Uvtivhevduorkdppurceerknstrp,M,9.0,fpjtznd,syryaohntxwvjpyptvotjbikycupm,1.0
10.0,Brunswick,Bzf11877,O,,Oxnard,84431.0,368.0,Qdgkqtmq,x,1.0,AZ,United States of America,Jimvqdahppoftidzdmtywttdstendzkchezojwomttrvieafjkueilvwowe,1-504-669-0578,1663345.0,Bzfyqnbocy,U,4.0,ipqthksmvljftliwkxahplfpxrx,aislfvinhnbahylyggrlxgcprolfweqvgtbxbcwnbmxtiallywyhwzjivgqjjvxujw,0.0
66.0,Sonic Automotive,Smq11878,O,,Milwaukee,198031.0,818.0,doptg,q,1.0,TN,United States of America,Yknxoyzwubkhawrzuyfrjthhvdwglgzxundhsseotevkoatqluhta,1-775-929-4479,2164759.0,Smqknisagevcjciaibmgmvm,U,1.0,YOXHURTNGLIGZLSDYMITONCRE,Wdziwkljnvsmcnhnvsvhvqzjvauxcnlatewmyvrwylgnbsdae,3.0
89.0,Mutual of America Life,WFR11879,O,m,Colorado Springs,211503.0,734.0,YMIPETADSBL,,1.0,NC,United States of America,cxptuulhbqmbmclapapqkkrhpvezkdvdshoiqujmhijcjswcahhmsppsp,1-546-397-4773,3751899.0,WFRHNQPHXRQYRB,M,6.0,zxntkmllufjftzmptgglvbcxdpxe,Xmlrberanrwlbrdrmzpwodiyxnofsnrfboiieasuqhkjpldbqdoizykfxeudmbd,3.0
90.0,Boeing,qxh11880,R,,Shreveport,283419.0,694.0,Xlridqwfdpfz,,4.0,Newfoundland,Canada,Oiweuavgvnkonabnwpkjtpvsgeqcwnqcuwcandoktkmqrodqgahbosx,1-386-120-9466,3059023.0,qxhzqa,M,10.0,Jbgkkiinzryslgyspkrzjvpuwf,FIDXWJPWAJFMHSHTFKFATOOPKJWMAGWMRGOYQXVHAIDSJRHAOTDQBIJ,0.0
25.0,Wyeth,Ztn11881,O,,Biloxi,442434.0,751.0,Okfaydkue,,4.0,KY,United States of America,Ipoolekqwxazexsdbzoxqjiwuejfpguuufdzbvtlwdbuixteleyuuigqknie,1-561-218-1599,1514950.0,Ztnnquu,U,8.0,CZDPFIZNVOYKQXAR,MYOPNPFATSFFSDCJYUZESJDVSULHNELMOG,5.0
57.0,Harley-Davidson,Stj11882,O,f,Ann Arbor,450094.0,472.0,bfablbwhtg,,0.0,Quebec,United States of America,dcubkxeauvssygwvdsolqxccmthntcasdwtwnzkljlbt,,723215.0,Stjnmjedtetqstrzfxzcieoxjiw,U,8.0,DUEVFIZOQ,Xhzklvrdiutozsvvcvgtmp,5.0
84.0,Kansas City Southern,Xao11883,O,,Paterson,19525.0,390.0,Hgwsjn,D,5.0,TX,United States of America,Ggpcjvvibtgyewemoodlnhxnckmctxfjbfmvwgvmkwnpwthnucvpppcggbxafwdgx,1-655-397-7448,2958937.0,Xaoupgaqv,S,5.0,nucjykpqrzkxuggwdcehncdcmq,Zommflmlnkkpeapnwjaaqpgdjytqrfluhbcyxndhehmravllgyrlskcmz,3.0
