AgeID,CrRa,AddLi1,Sta,NWo,C,Ag,Coun,Ph,NumChi,FirN,OORF,NumCrCa,In,NumC,AddL2,PoC,MaSt,Empl
clh7272,750.0,Wkqldlrftccbzcsuaeotcaatyneuzqesxgbyrvlqrkqkrafmkh,WA,3556283.0,Fullerton,26.0,United States of America,1-600-722-6542,3.0,ixqwffc,,0.0,229881.0,1.0,Mxqugdrxbhotvilkxdiowjlqpsemrphxgnpext,emibqlnh,D,Ford Motor
Sae7273,536.0,NCLWLOTIKISIYXMQJBMTUQWVKHUMELMPPAEAEMBHSQVZU,NE,2441927.0,Vancouver,87.0,United States of America,1-979-086-2626,0.0,kpnnmdqovltddwvrzqbh,R,1.0,,3.0,Ddxomihzlkxphtvdxjcdbxuqaeauildbvbuxbucqbejauegdyoihpu,HPQAKXFGDQUH,M,Mosaic
IPC7274,584.0,,PA,2915166.0,Casper,44.0,United States of America,1-022-245-0709,2.0,Bggzjmxiyccalluffxngurnvvhixh,O,2.0,472918.0,5.0,Lzncmfgocomihuhrt,Zanyuoc,S,Chevron
gyg7275,429.0,ZJXKUGGVPG,MD,2805051.0,Independence,,United States of America,1-864-007-3024,4.0,Vurpzl,O,4.0,168850.0,0.0,Oactwwjcwcmzkpvlcaptevupbzvguxytpbvecxfcdfkekzacaphkiwlfxelmtnkajugmngh,Clzgdghbgac,D,Sara Lee
DJI7276,,ESUKUYTPVPHFLUMKGRVBIDEKDTZUOYFMTHRWVYUKQJPE,IA,1414909.0,Brownsville,26.0,United States of America,1-784-154-8153,5.0,Nhjoculhjmzfblxurlpojiv,O,9.0,2864.0,2.0,adgmfwsehnrlkujibdthtdxoofbswamuxk,BWHBOCUZO,S,Polaris Industries
iec7277,397.0,ixnmsjnuvrvwlmpxexcqynbhtsirquoeiptrmmuyhdcianxezdntvrzpbmzctp,CT,1610508.0,Halifax,81.0,United States of America,1-488-244-5073,5.0,bkvobxffuppctrorxrqxyq,R,9.0,284097.0,2.0,Slvqnlcsc,Crrqyrz,S,Comcast
Xro7278,516.0,oxxyioghumbrdjdxuqezlwcjytgwarjvzuktrtorctgbgbxpryiynlpy,HI,2716479.0,St. Paul,28.0,United States of America,1-554-247-4982,1.0,idnmcwfrjnriw,O,8.0,451317.0,1.0,Wljlqybhpkbjiomvguzfktiugwdianagg,efopepmnn,M,Principal Financial
EAD7279,616.0,LRGNF,NY,2085084.0,San Antonio,74.0,United States of America,1-416-686-2212,4.0,GOGZAKBCN,O,5.0,474575.0,,,Pwmirigfdmxc,M,Universal
NRS7280,626.0,xezyheqrfkpkmucledymrjnilitatfvcivewdwsqqfthadhuspbccywzhbmp,TX,33075.0,Paterson,68.0,United States of America,1-677-313-8588,0.0,wtpndlsrdijprrvofgdpxjosje,R,0.0,237819.0,0.0,Gwjxeyhhdnpuwzpdnlhpicefijxxbohbcncduir,Rmcumecdi,U,ENSCO International
SIR7281,420.0,riyppjeflrjbkfofifmytnfpkxjfuxxmctzlbgexbd,OR,1123588.0,Chesapeake,89.0,Canada,,2.0,Icvpio,O,10.0,285565.0,3.0,HVJROUWDGXRPXIVCKKDDYUNDYAYRQ,Bgekruyeoib,U,Harley-Davidson
Vdk7282,420.0,Jpqiwoxmksqrscfyp,NY,1157861.0,Tampa,83.0,United States of America,1-740-302-1071,3.0,kwhjzcvyvustslmosuhujhifgx,U,5.0,440752.0,2.0,Fewymeukewaofwliykgjb,QLKDP,U,Alliant Techsystems
Krc7283,393.0,deafbtcnfy,NE,3610230.0,San Bernardino,71.0,Canada,1-115-385-3265,1.0,KGEMIIKXNJDHQHPEUZV,O,3.0,201205.0,0.0,Fjhuezqnyidmfwgwxci,JAGYGP,S,Energy Future Holdings
EQE7284,576.0,Zwwlcpoixchdwxwkssarlqmliyvqdgytafvijcuhtbwmcaracsvxmyfuqcsaaqbat,NE,2876864.0,Montgomery,100.0,United States of America,1-674-459-0393,2.0,Zbznkhdovmhywpxchhkwotkme,O,8.0,13623.0,1.0,Npathyyzejhbqsiwvgdoodbkvpswtwfeewvovfm,Paeigozc,M,Delta Air Lines
Onm7285,,Ehkpwpqlbatnqxngvqyrxpgcvle,MT,542286.0,Fayetteville,65.0,United States of America,1-882-084-3102,1.0,Ixowsnzxaqkqidvhkvcibdnjox,R,6.0,470265.0,3.0,gjpschasbarsmrfaiqbnbbygnkxwupsxrrcknzbtphuluzozedmqogxovaewrojgrbxglvmdkxri,ECJFWJE,M,
vck7286,361.0,,SD,2353242.0,Detroit,79.0,United States of America,1-281-662-8120,4.0,Msuqsmpbnykn,R,,152750.0,5.0,Qtyirqhuvnnbkkkawdwyickvqmrqpjaqykakwpeplbyuiplzmbdaqvkohaobwd,ozwpn,S,Crown Holdings
Uda7287,411.0,Qbjxqdspzyd,CO,1615546.0,Sioux Falls,61.0,United States of America,1-104-925-8957,,FNLAHADWHNKKWPNBTGJITACVI,O,9.0,311369.0,5.0,mnhmenoe,Hqfiyvojw,W,Pinnacle West Capital
RPY7288,403.0,Mzgxuhwmssqikbkhujfzvsmgvtqatnwatqhdlrbiofvvsohoxcvpxuwfunputmp,CT,287907.0,St. Louis,20.0,United States of America,1-680-843-0749,5.0,Iukzvurvmaabqkmtdebvvjnb,O,4.0,279540.0,1.0,Tlkuoebkmyerswipndefqczddxbbzjamyjnqtgapuvtzry,,,DISH Network
Duq7289,633.0,zugfgthutdvookarmgivpkyxgusokjfqoivtlurmfauwicgoqdfgdnqvnoosmfiuolbdrbqga,RI,3263868.0,Eugene,73.0,United States of America,1-331-461-2830,0.0,qmscuehlj,,10.0,186059.0,4.0,Qlzalqqti,Ctjtziq,U,Aramark
rxg7290,325.0,CLJVISGKZKKWBVVNGHOPGBHAUMCK,KS,3194283.0,Oklahoma City,60.0,United States of America,1-117-823-6450,4.0,DSPTRMCKUAQOI,O,7.0,249675.0,0.0,YYJQTTJQNXVKECVATUWYFQXOOCSMIVJWVJLUIIOSHAMCVLPMXEXXYLBDZALDBBMGJIVLKOBA,EREKUIMC,D,Mutual of Omaha Insurance
Jxf7291,732.0,rrorcneqlhgjzaqslhdvkwrekkinsgqktfbmcamozoopewxgwy,AR,1843727.0,Peoria,68.0,United States of America,,1.0,Hdszmhuaaqwcbekwiikbtux,O,9.0,117768.0,4.0,vkkofqitvzwbfskiesmlfikdymcljufksncejiotjnwovxdqegybybrpqrutios,,S,Interpublic Group
ioa7292,601.0,YLMNQMIGVZGYBTEQZWVLRSRFLRARNWJBASOLRVIHNITHICIQYSFTSXMNKAYQNYHVML,MA,3186949.0,Boise,69.0,United States of America,1-123-071-8964,1.0,tprdejirkb,R,1.0,438642.0,2.0,wwuyrfnpwvbgbhhbbubgwfomhpsowqmpivwbqhkzrmanrgljzjnionurewkvsrnteixp,Dqltrf,U,Limited Brands
Evk7293,435.0,Lbenmrqebgduswepjgkeymculiuletkhzfygutsqgwucsfrtvvapidbfqfnmff,UT,476427.0,North Las Vegas,84.0,Canada,1-613-307-4304,5.0,Fpujruxleknngfqmvfwcggqpuephlx,U,0.0,416839.0,2.0,cmdnxrgdbkpqaethvpgfqczvbtxjmftzhjzmaigtmpejrznrluyohqwfynsftmo,Utccsbpgscr,W,Hartford Financial Services
Ldw7294,441.0,Bvmdsxnomdoohfvzliowzljiozryumpfnkgnlzabsiqsavrgxjkwjevnmj,NM,3633987.0,Salinas,84.0,United States of America,1-564-369-3800,0.0,Eyzxszanrjtufy,O,9.0,460232.0,2.0,MFUSIRLZSLFPUCUKNGMJJJYKERTTVAKUQASYTCQQWSSURHGMJPRGBWUEAPQLXMJTZNJAGSL,Vadeaco,M,BE Aerospace
Shl7295,657.0,czhjtulswlfzrqeddkembgygvqosmypndftgbibazfiijjklytlzu,SC,2767942.0,Rockford,89.0,United States of America,1-142-668-1647,0.0,Odvclt,O,0.0,,4.0,Evaxwukqnzywpildawrsqeigvxwedwzwndsiun,nwnmuxbyketn,W,Casey's General Stores
Rnd7296,698.0,DTPPFKEBCNEMBHVONIJRLPESCRFUOYUNZUNMNKPYZMHNNCIHIJOFBQDUBPZVWTANHEENCGQDRM,UT,1603597.0,North Las Vegas,54.0,Canada,1-478-664-1910,3.0,Dlcnvijfbaqfxsntk,O,1.0,139005.0,0.0,yvfvcsojdkp,Djznxb,S,General Growth Properties
Eur7297,801.0,NRTHPFSNUGKEEAAZTEKXMZRXWYDJEOTVKWDBOCKDDFEGKHSHMTRBLUFCV,Alberta,2663289.0,Vallejo,37.0,United States of America,1-002-159-0573,0.0,Zilbrihtxikmq,O,0.0,235524.0,3.0,Rurbdjipclbbynhgfeaypabragcilllxrwqytqdkwacadigzlwvgqr,Fbuto,D,CC Media Holdings
Zei7298,799.0,DPBTBHIZCPMJPIHVEJDOCMHTRMQEBLOOSAJARAKAHKSQFWIGQMVFEDRKRSXJJCGROHDKJZDAVPNL,Saskatchewan,189640.0,Oshawa,73.0,United States of America,1-764-171-6300,0.0,XQKOOHMCYXUUNG,O,0.0,62908.0,0.0,Fwwvhmq,qjikoabivmyf,M,Conseco
Pfe7299,824.0,tenticnykjyoflemrfvrvaywabcdpkkijnadfusjrwfkfxfzbovgyhoeqcjyajcwuudlnbcr,CO,146162.0,Edmonton,14.0,Canada,1-586-826-9014,5.0,Kqovmh,O,1.0,206136.0,5.0,ysevawxzrqyvhmmkbndelsliajoneakwqifuqagblkj,Yfewi,U,
Vvx7300,812.0,CAKSKUMQNFDIIRWAOEDZK,New Brunswick,3267345.0,Santa Fe,72.0,United States of America,1-106-870-7788,0.0,Gpucgahrgezwgwegqloetdpaipnsq,O,1.0,148492.0,5.0,Nrjdtoafpahznuhdliubkwtayzfzfhrfnmmglksqsbpaadu,RFVYXEEYMNH,M,Jarden
SOA7301,766.0,RGZPYELWFHKFOSUBJCEDKIBZSGBSDOAXVMOEVWCRMYITPFZALUOHYUULESXSNGHBRTCYPSLLIBCHJ,VA,3921504.0,Wichita,96.0,United States of America,1-700-411-0163,3.0,Kvklvxzwftyzk,U,10.0,405093.0,4.0,FPNTBZSTPAUJUEGTEQYBBBI,VMMTPN,,Graham Packaging
uow7302,338.0,fayporjgckylgtqyzgzmqhrkeakjsvng,DC,833056.0,Escondido,59.0,United States of America,1-610-670-7212,4.0,Vvbxxcxkgtcipupe,O,10.0,312800.0,3.0,Eehbbqcoxthazbsryqrjahhzcjdndvayufmiblhfvuceddhkaaobvjecyfdibzuuckpexry,ULYMF,M,Dana Holding
yet7303,307.0,GFWRUDWJUIGIBPLTDKKBLPQNSRGYFHBCVDAHICZEHATUWVVTQKFHWVJEMUFL,NM,2898806.0,Colorado Springs,56.0,United States of America,1-090-607-4974,2.0,Suawyjcxbmrxxtt,O,7.0,131734.0,3.0,Gzgibeapj,Acfavp,M,SLM
OVP7304,682.0,DLBMACVJAVLWFGEQTWSBREFDVKCIFMQWBDUPADCBUFVEOKIUZCQYHSNIEWPUYXIFVZEJBGHCY,NM,1589706.0,Salem,79.0,United States of America,,4.0,fqshyskxatwnodozdwjpldrr,O,5.0,400684.0,4.0,Aaagdrmjwptzmkjwrcyfstguacccgtsunitmlhgvdqjkwzga,Gkdckfw,S,Nicor
Rey7305,768.0,Lucambzpqbbtnqdfomgubrbqdbvdgpoipegyw,NE,3431226.0,Casper,60.0,United States of America,,2.0,Tswrstnhggdgzkqmx,U,5.0,193856.0,0.0,Jhuenlymtodxvszwymephnkuoyvewuqglf,mrpte,D,NiSource
Gif7306,623.0,VZFGMJHAVVBCSHQOTVHAJXDZRXBVFCJCSUGQ,Manitoba,1183224.0,Chattanooga,61.0,United States of America,1-464-495-1973,4.0,BLFYZAJWW,O,1.0,359466.0,,Dsxcbgdujivarrwcqxfgsjgxrsmmklukssjgkedwjjnrlajujwkkktzdgzoyobtt,Ieazidzucqjo,M,ENSCO International
TIJ7307,772.0,Fixnszjhwkxkicwlxqwguphlxypqqbxorfrhwiyuyodkkhqzltoswouqp,WY,1292137.0,Las Cruces,21.0,,1-035-123-8543,5.0,lubboaxirerpegtn,O,3.0,32256.0,4.0,taluiuvcuhmzemzarkdffdnxqxscyinyyszutsfcwhivkl,,W,
GEN7308,810.0,vvesphtmjfbikszoioaruqqx,CO,3017321.0,St. Petersburg,77.0,Canada,1-385-532-1170,1.0,GROFUCMNRFLXTTRKIUG,R,7.0,266248.0,4.0,OBKMXFTXJWUMEJEAQJTEJDPL,yrjgnhxlrsl,D,Worthington Industries
Llw7309,,Aijjhqrjnxjbmjjmmfftqatvwhhcadpargmkh,TN,657891.0,Cheyenne,74.0,,1-070-316-6122,4.0,zeuvwskeuojfwc,,0.0,173591.0,0.0,Gpieicomjtynybqqovfablnhhxwnlzrykaejqolsgvspenfmmttdsupeso,QHTHTBWIFM,S,Penn National Gaming
Jph7310,307.0,,ND,3911713.0,Hialeah,97.0,United States of America,1-028-402-9283,3.0,Quyldsahkuhrmcgmqtklq,R,4.0,247438.0,4.0,YOJEGDTFJXAPIHELJUSOFHTEJWSNALVPUZBIEAGYIDJINHXSA,Rrurnnygmim,S,
Nkk7311,598.0,DBQVZNCBZDLNRERUMKFHMPBHRGGZJZBJWAJSEFMRFZHBPRUFYRBZBMMV,IN,3289655.0,El Monte,74.0,United States of America,1-724-428-8206,2.0,Fhjurlqyiskhxutgqifq,O,7.0,88628.0,0.0,HZEAELCFSYQCFSDLEWIIETAYRAOSSRETTZ,TMKOZUGIUFF,M,Complete Production Services
Yaq7312,564.0,VVERBQCKIHQEDBIPGGXNZPTDQJ,WA,1727971.0,Augusta,90.0,United States of America,1-343-147-1749,0.0,Hejosipmqtedhbopvxggi,O,2.0,122176.0,,HBMBLNQGGHNFWVQSTHEVBQTSYBHOZPGPFNCTBOHFEJGWGKPZHBTNREFIMENVELT,GPMSNJ,M,EOG Resources
Hbe7313,740.0,Cpixznzihfmthrchsoosxpwdcxgcrahaglpualssmhrahoadrmcojdzmustuhijcysbyh,AL,1513078.0,Bridgeport,33.0,United States of America,1-266-928-2758,,khupsscdhj,O,2.0,18038.0,2.0,Qbqlfdxfqsgrpwualguknjhvovbxnrwrinaqxijbvgzkbftelhmhjcgigkxbmtgkklk,SFQCMUNZOW,M,Reliant Energy
Vbd7314,837.0,Gdliivznbqvlozfbfglogpkdqab,VA,3312697.0,Portland,48.0,,1-397-258-8412,5.0,Qhidnuxqdpudwtfki,O,0.0,290011.0,4.0,Ykgkhsvkbqapbbbebltcyyathgwokfutctnegjyuqabvbu,Fjudqvaae,S,Baker Hughes
Wsr7315,676.0,KNTWSYSABJMNNSRAPQBSGOSKLDKOGIBOWBPFUVJ,New Brunswick,2785772.0,Yonkers,90.0,United States of America,1-764-361-5336,0.0,Ukseraermibm,O,9.0,23390.0,2.0,Rbpshvoujcouysztwtgofxvuhxmkcswpejztzhbtfdoge,DSHABJO,S,First American Corp.
Dji7316,357.0,iojlebeyawncumiaprkxwp,OK,3241547.0,Virginia Beach,80.0,United States of America,1-116-039-2078,0.0,Cxyzjjcwmugensrt,O,6.0,279011.0,5.0,Jynjexntzxvduomauhjfsvfloxcwdvlseppmqxdzdaufigbpbecvsq,XYTPHRHJB,U,Principal Financial
Sxa7317,491.0,HKPULTXOOWWPLBSKSHVDXWABOACHRPLPLTGIOWKTF,DE,363572.0,New Orleans,85.0,,1-988-912-5496,4.0,QBTDQSADUM,O,2.0,351285.0,3.0,Bqwwacbkvlicqkpuezmykcpwprnbrnfggiqytqivjpstidq,JLDZECSJTVYH,M,
vuc7318,441.0,zkrxucbgudwzjbdi,AZ,2175928.0,Billings,5.0,United States of America,1-581-424-9200,3.0,qzmmcxwcjliczddkj,O,,346206.0,3.0,amjeudkxbmsrphvymhmigbdzwsuemswlawcxqatqljslemsfzhxtqunhzjtbjjmf,ZVZAB,M,OfficeMax
SIF7319,691.0,nscsqyxtzcruevaqgpazhmynwodfmfiqdcntirljfzwetyaaj,SD,3405629.0,Pueblo,83.0,United States of America,1-227-394-2732,0.0,MMMKQWIAVYBZTYTKEWEPUXXJXZATDE,O,8.0,432665.0,0.0,ZNHSNDISOSPMASUMNXRAOSERSUGHXJJIVJPAZOMMIOZSNSOCFKQFLEZOOLLOA,AVLDDI,U,Morgan Stanley
lwp7320,841.0,Gcvvdrqqvmuvymnlcmpmil,CT,3925897.0,Oklahoma City,77.0,United States of America,1-782-369-8503,5.0,KIVQRZBRETPYPGEHHE,O,10.0,349239.0,2.0,Criqkpzrahsemijccwbvtusuvliecxymtyncwjvzbxkoopswctuefwjxzxn,Uyavld,D,Teleflex
Teq7321,667.0,upuuoorjbhlpwbwpzxiefuvtgaceiborsqsjqthkhgnddrpanyggwbxrvmqixkmwamear,UT,70948.0,Concord,92.0,United States of America,1-755-779-0630,2.0,Rnqsflveuyowoaiklbzfnt,O,8.0,54892.0,1.0,Mxippizfbpslaviucozxqmaneejbwcdjxw,gbzyp,M,Universal Forest Products
IPA7322,700.0,Uebyppgvgklowaqmiesudorcjufrguytblvmebvmelpronuzsbfxjaxlqwuholrczeeqlmlccvu,AK,2578419.0,Rockford,82.0,United States of America,1-160-503-2342,3.0,DMBQXQEJAIBPQCHVPA,O,9.0,227800.0,0.0,Dfwqdlfdkpkvuuuiaazaq,Ufssod,U,
Ezs7323,346.0,KZXBYVWOPWKMRKBTQSHFSVOOZVCJFAVFGWIJACEKMGUOZEBMQWQMARUUNB,KS,2210705.0,Cheyenne,,United States of America,1-624-971-3618,0.0,XUWUNCJAYSCRBBVEVCLWTCHGKJM,O,3.0,439138.0,1.0,Nsczavtcpliidbxqeairfnnoaigmgrrkrjgnwamqennxvljj,Mxpwcnm,M,Regal-Beloit
Tye7324,441.0,Bjgmbqxpbaqwprqzafksgdgnznhhrcpgconbvisgxpytpimqnfmrgcbovmyvqwib,UT,2780430.0,Charlottetown,23.0,,1-656-360-8753,4.0,syxuhgmuudnysqosh,O,,256827.0,5.0,dehfhwfoiuyjlxdipncdqnbihbvyy,OKPRJEKQYDW,M,JetBlue Airways
Skw7325,700.0,yagqzwvjr,NE,253067.0,Mesquite,29.0,United States of America,1-354-337-7679,3.0,KDTURZGNTXAVKIASTWGJHLJ,O,0.0,183971.0,1.0,Crhqxdvoxvvljbpjyaxinmrlrwgoiaegganf,SMTXIBV,M,JohnsonDiversey
cjg7326,498.0,HOFPJPMBKAJVTNLXZPDN,WI,583131.0,Overland Park,12.0,United States of America,1-793-945-8810,5.0,Jystyvsdjerlxzhopwjcfhfjallsb,R,10.0,296577.0,1.0,,Dedaljae,U,Phoenix
Zlt7327,786.0,vkjtafxnyfwavyeeepasargtli,VA,833892.0,Akron,52.0,United States of America,1-599-064-6798,0.0,jhpvgffoinzkctkgj,O,7.0,454106.0,0.0,hldhsypbljsblcdpeydyuqbqhh,iuwcofghos,M,Lennox International
Lsb7328,635.0,Wuxccgjgwdahvvrljqnvoqrsmfawigyiiiissqvhzvmlkstanfsxaxrkqfbpq,OR,316863.0,Santa Clara,16.0,Canada,1-825-450-6732,5.0,Cunwftczxnqekzyhv,O,10.0,229046.0,2.0,SQFNDSPMVPYETUMPPBWIBDS,Jtjhv,D,Exide Technologies
uvw7329,607.0,QSJYPHFS,AZ,3069405.0,Albuquerque,70.0,United States of America,1-313-688-1271,2.0,Ysykxclbgcpwvpkhnykwfafvia,O,1.0,409494.0,0.0,OOQUJVHKJVTRVEVSTMRJTEPKFJUHAUOSWQOPEAIZAGWASP,CSZRRJCG,M,Ecolab
Piq7330,612.0,Btnueinmdosdxwpslmjoyhcmuerzrcnzxyvfznfjyamev,ME,3326323.0,Milwaukee,8.0,United States of America,1-281-302-2932,5.0,XJFYAJU,O,7.0,283457.0,3.0,Htldkmiaahsvbml,twabwh,D,New York Times
Xne7331,649.0,sdspkvxkqrznewzxkxlzgrroredvieykhrlfsnc,NV,2488789.0,Buffalo,29.0,United States of America,1-015-277-8368,2.0,wedcjr,,3.0,409921.0,5.0,Yaeuldpqbmyzrncnmwmuujijzmibirswgluqipghjfefjsdpecglfutzcoxgnuetmysvonp,mctxumuleaz,U,Unisys
Gev7332,656.0,Zlsxnfxyqdvfllhviddkosulneqekaejg,IN,168023.0,Fort Worth,30.0,Canada,1-204-853-6439,2.0,Ksmimggk,O,6.0,350756.0,2.0,,RDSGFFWFSLLW,M,Telephone & Data Systems
UHL7333,423.0,ONFNLOEFNEOBBKKDFWJACNVN,Manitoba,2418729.0,Coral Springs,41.0,United States of America,1-076-922-3836,1.0,JXDYFBYUZBEHXJXDEEVTLAWYS,O,5.0,475440.0,1.0,Afifkjtsrbvhbdgqaiqewhquvfqtqrkaopdrlcubfgnietnuyuzssbztuiihjtqolgacbfs,SUKCX,U,Pride International
kjg7334,492.0,Yykflcmzrxc,VT,3705197.0,Providence,12.0,Canada,1-337-420-7701,2.0,Grosiqzrkratsyadevufxamjckpnnq,O,4.0,382708.0,3.0,bpfstlrwzaxgusoxzuwgjriiwcgezzpfbntkhdxnjkuogukvcfymqtlfaivkjntnfr,Quhnmi,S,Interstate Bakeries
Vmz7335,429.0,tdbeysby,ME,1288850.0,Amarillo,43.0,United States of America,1-597-688-0038,5.0,Ehggnelkhpzesmnammjnlzu,,10.0,140960.0,0.0,KVSFDXITKKIKLLEFXAGYCNVHFTKAGDSGOMHWUFWMQASJCNMTGADBW,yqezbdtn,M,Qwest Communications
Zqp7336,769.0,TRKTHMVEKBDBI,UT,1624274.0,Edmonton,15.0,Canada,1-776-842-4793,5.0,jlfadgdqudpkcegtaawulxfp,R,5.0,235374.0,3.0,SHJNLUMQHMSIHEKHTDVUYTKHFGKTIWPKVFOJUPZEDMY,Marxhuqmx,M,Adams Resources & Energy
Rlj7337,310.0,Ayjjfsedcitjgpmtcqnmsfppxet,NC,643752.0,Beaumont,61.0,United States of America,1-652-487-1261,5.0,Ygbfaufxyvydeckirgcqw,O,5.0,4235.0,5.0,Dsqirewxgajcuqmgwbkywmgloisvfgxtnxigbgydcmwhvmkbbubzvy,olpap,M,
WJK7338,304.0,jnfhsiuefbwgzamycucknuoplmryjwzcwweluuzpfqrnjwizofaisfjzbdfaevffak,Manitoba,3019777.0,Coral Springs,76.0,,,0.0,ZAZADIDRJIFDNBJNYFPWHE,O,9.0,276390.0,5.0,IZAVFHMBULMRMWJPLEU,Vpctvc,M,W.R. Berkley
jdu7339,347.0,Nlugitbtqwdqeiulwrdmfqbxl,OH,2367021.0,Virginia Beach,94.0,United States of America,,2.0,ETUSTKAWFWEBHYCMTQNEDO,O,0.0,498014.0,3.0,Ezgaehij,dcshd,W,Circuit City Stores
Ool7340,303.0,Ffhrujxpogxyfskvxtuqvuardmttryzxosjxkvkoudjhyfwsuxjkvhwjxloqmhtssdxtntbiv,TX,2708087.0,Scottsdale,45.0,United States of America,1-373-849-3011,3.0,Vohiojteb,O,7.0,154915.0,4.0,vwhebbhppaysikvstugvdxsukbbmwqfltarxtactotjitebgjjkcqvhbuladcjqeqcxgtriu,Ykewh,M,E*Trade Financial
Kak7341,625.0,,KS,3335257.0,Regina,40.0,United States of America,1-282-167-9462,2.0,Adjqvanjhtojo,O,10.0,351755.0,,Mbitddl,ydfusavdwbm,D,First Data
gaf7342,821.0,Tnhxniwqwmmatnnvlgjljxjeritjnhajxfrlmfjgamijvd,British Columbia,739623.0,Biloxi,80.0,United States of America,1-047-593-3625,3.0,Jilmkikjgszrfspqdbsacfgpt,O,7.0,263849.0,1.0,Tcxrqxmnzrwnb,UZWTU,M,Piedmont Natural Gas
Rrt7343,753.0,ICMMAOFDDZXDCHOAQNTCPKHQSYRYXVHYEEUTWEWCBPEZNFJKDHEIPJWIENPYDCUJPC,NV,588673.0,Livonia,87.0,Canada,1-773-217-8411,3.0,Awrvtsardxwhrahaoirtt,O,5.0,185669.0,2.0,Njvsodxqvfssinqgmrlf,Zmsexiu,S,Harman International Ind.
Rkx7344,585.0,DKUCSAFJISKHSUNMCOIKKTD,KS,13482.0,Oklahoma City,83.0,United States of America,1-308-220-5117,3.0,nxgguxhjleqzkf,O,8.0,340690.0,1.0,VRCQMZUZEWUPEPQFUSXTNPIVVMLCLGIBRWDZIRUONJEOJBENOSIMOIOQLVAHIMWMXRFKAD,,S,KAR Holdings
Bek7345,784.0,HZGMRWKOMBEH,AR,2244698.0,Garland,19.0,United States of America,,5.0,stxrnjjnfnv,O,10.0,67142.0,1.0,Fvydhdwiqaehbiufstumojeouuwjuhrahsrbt,mpxkxivwz,M,Delta Air Lines
ywv7346,461.0,ADQMHKQAAYNJLTBMTRDLQAKDOSE,Prince Edward Island,2172263.0,Las Cruces,50.0,United States of America,1-333-255-7079,1.0,etgdamsmct,U,1.0,311095.0,2.0,olebugpqmfzggiyhoquxmbcyrbqtohatqoypnnoriuoozhiuuzczsrrxbtbncvxqsirkq,Tpwtovsi,D,General Growth Properties
Emr7347,474.0,CKEBTIUPHHGDGFZMILOWVCIVQBHKRPYWYZTHINYUROTFBBPLEMFZPWYJU,CO,3964580.0,Mount Pearl,70.0,United States of America,1-485-109-8871,4.0,Mrwvgrcuuxoifnffkrsi,O,10.0,161607.0,5.0,Ubuvsyebkbumbeszglfkudmdnpfwlrzxudyaewjoyrik,Ckaxgritmydj,M,Ferro
NYO7348,718.0,Ezuimxobfqgitnevmvsxvfhfpxnatznmbut,UT,1234051.0,Columbia,73.0,Canada,1-951-613-0465,4.0,Fkdvsswhlf,,4.0,62881.0,0.0,Bgqydkwvjkfkzvfrcqllvffcllvlpnlbcqxnrlsrnfgf,STBMAS,M,Consol Energy
rmf7349,302.0,,ND,,Chicago,98.0,United States of America,1-589-366-9563,3.0,Dinbfhdebzbcyhkvj,O,,461268.0,4.0,pqcgxwjtlbtbvqpagz,Xmwij,M,AMC Entertainment
Jba7350,405.0,onijmbygjhloiiidkghqamgcwuhiddsgjicfnuswimcbrhlmujxnlzlvszvpkcnmbqtka,Newfoundland,2326959.0,Lubbock,17.0,United States of America,1-284-774-1521,4.0,usfkvqdmfpddcy,O,6.0,16197.0,0.0,Bactqghesn,Cjtfi,D,CC Media Holdings
Www7351,724.0,dvlfwjdsrusupohnoscnkzxctcieehejgifdojvbrzusnaotvtgpmzcfrgnxijauqnglkciyjbxz,DE,818663.0,London,63.0,United States of America,1-327-869-0935,3.0,BCRHKEKGDVUGNWBMMJECT,R,10.0,228746.0,4.0,Iinotofikgbxlbvlhgicapcizxictrzehpqewco,ULHEBW,M,Avnet
xgk7352,733.0,Eydgxjrevvpsazxrnkcjxrwvgrvwqdcicaskwveqxmlhfomkwjovanopqeeytmgmrbzqmrsqblvjjtts,PA,1465731.0,Rancho Cucamonga,10.0,,1-693-229-7895,3.0,Mncqfcddsafobodtgzjszcjb,O,0.0,261556.0,0.0,uhsstdlguefbgmrurwhesfzg,VPEUMCGB,U,International Assets Holding
Osw7353,,Obylpitkctiqjtijxwpubrueyryfgkflqeaornmcgwpvijkamjpkgugq,SD,2198966.0,Sunnyvale,69.0,United States of America,1-854-614-0419,5.0,ICUAZUXJCHXNASZGOQIISSOWBCPDOK,O,9.0,390524.0,0.0,Dpxamrdthxoccuxiziwvrozqenwpgilsrwruexkbngypjtlahdvihntnevnqmojriowb,Fvflpys,M,Medco Health Solutions
Emd7354,750.0,Bvgpyxjrpnbaavgdu,Ontario,606009.0,Columbus,52.0,United States of America,1-163-198-8400,0.0,fqrwstn,O,6.0,182982.0,3.0,BPUOVGGNGPETWUXYDGJGNSKSVQXPJZUWPLBVNKTSPTMWAPCNNL,Ativbq,M,NV Energy
PMH7355,508.0,Jaffgkawzapglxscjlbcimceyohgfnopbscxx,MD,2978313.0,Lansing,54.0,Canada,1-101-388-2760,0.0,Ztuaferoahkaijwoardvjubad,R,3.0,172334.0,2.0,dvnxolmecnmkaajfvafbtuerjomvrempnmsbwnxmmxfivuyjvwi,Tjvoajpvhhh,S,General Dynamics
