AgencyID,City,MiddleInitial,NumberCreditCards,AddressLine2,Age,CreditRating,LastName,MaritalStatus,Gender,Phone,OwnOrRentFlag,Country,AddressLine1,NumberChildren,FirstName,PostalCode,State
Mit4495,West Covina,,8.0,,99.0,642.0,Mitrou,M,,1-374-914-5196,O,United States of America,13222 glen loch road,5.0,LINNEA,H2a 1x6,AL
Kom4496,Frederick,L,7.0,,6.0,404.0,Komatsu,S,f,1-448-813-5527,O,United States of America,1270 hughes lane,4.0,Ruben,90149,OR
FAI4497,Naperville,,7.0,,39.0,362.0,FAIRLIE,W,,1-681-386-1406,O,Canada,11316 hampton street,,Emanuel,94329,AR
Cis4498,Pomona,,5.0,,17.0,552.0,Ciskowski,U,f,1-702-066-1552,O,United States of America,11683 BASSWOOD NORTH,1.0,pier,94325,KS
SHI4499,Baltimore,,6.0,,89.0,681.0,SHIGEMURA,,,1-908-481-7410,O,United States of America,7776 INWOOD LOWER,5.0,ADORNE,20093,WA
Gla4500,Topeka,,,,14.0,409.0,Glazer,M,,1-734-225-5356,,United States of America,17781 creekmoor upper,2.0,ILAN,78274,TX
Hr4501,Concord,O,0.0,,68.0,671.0,Hr,U,m,1-991-218-4675,U,United States of America,22870 LA CIENEGA STREET,0.0,Trisha,23256,HI
Bra4502,Oceanside,L,3.0,,90.0,669.0,Branscombe,M,F,,O,Canada,5258 trinity west,4.0,TIMMI,70185,Nova Scotia
NAD4503,San Jose,,6.0,,72.0,521.0,NADON,M,M,1-393-977-6602,R,United States of America,1485 pemberton way,0.0,ROBY,E7o 1f9,Prince Edward Island
GAL4504,St. Catharines,D,3.0,,,605.0,GALBRAITH,M,F,1-713-548-8426,O,United States of America,14276 CEDAR SPRINGS EAST,4.0,YUNG,90186,KS
Col4505,Rochester,L,1.0,,100.0,490.0,Colterman,D,,1-359-595-7330,,United States of America,1306 waldemar avenue,1.0,PATCH,t6d 1f2,MI
Emo4506,Regina,,1.0,,60.0,590.0,Emond,M,m,1-396-253-6859,O,United States of America,8334 camp bowie upper,3.0,Bathsheba,35804,NM
Ben4507,Miami,,6.0,,23.0,318.0,Benthin,U,f,1-164-425-6373,R,United States of America,19615 INGERSOLL RUE,3.0,siamak,x5f 1u4,CO
Sam4508,Halifax,,3.0,,58.0,789.0,Samhaber,M,,1-004-978-2016,R,United States of America,13064 ennis upper,4.0,Rajan,55406,FL
Squ4509,Arlington,,6.0,,25.0,426.0,Squizzato,W,F,1-371-419-6159,O,United States of America,23999 3rd west,5.0,Kassem,V6G 1U2,ME
Koe4510,Detroit,,6.0,,16.0,652.0,Koellner,M,,1-524-380-4444,O,Canada,23276 dillbeck upper,4.0,Mehdi,M6u 1i6,British Columbia
Wol4511,Burlington,,5.0,,64.0,410.0,Wolfman,M,,1-959-501-7758,O,United States of America,15845 mallory boulevard,2.0,THEADORA,94615,OH
SER4512,Beaumont,,3.0,,83.0,613.0,SERACK,S,,1-725-166-5590,,Canada,15465 BEACH UPPER,1.0,Ester,35888,MA
Whi4513,Cleveland,F,7.0,,14.0,608.0,Whitaker,S,m,1-878-409-3903,O,Canada,8481 KIRKWOOD SOUTH,3.0,LOLITA,88001,Quebec
vei4514,Columbia,,2.0,,90.0,677.0,veit,S,M,1-038-279-3631,O,United States of America,1968 lemming lower,4.0,tonia,H5l 1p3,AK
LEV4515,Iqaluit,,4.0,,68.0,443.0,LEVERT,U,f,1-908-794-5374,O,United States of America,15748 royalton park,4.0,Cloris,38131,IA
Haf4516,Burlington,,8.0,,72.0,640.0,Hafermalz,M,f,1-483-392-6780,O,Canada,24468 brooks lane,5.0,Hedy,80035,DC
Tol4517,Mount Pearl,,4.0,,90.0,528.0,Tolson,S,,1-889-959-3037,U,United States of America,18885 rogers rue,0.0,Dorian,79951,KS
PET4518,Saint John,,6.0,apt. 37,94.0,554.0,PETZOLD,W,,1-540-336-0990,O,Canada,14408 preston west,0.0,emilia,38125,MS
Hat4519,Macon,G,6.0,,73.0,794.0,Hatridge,U,f,1-416-536-5211,O,United States of America,17111 SUNSET CRESCENT,4.0,Coretta,80938,WI
wes4520,Tempe,I,4.0,,55.0,771.0,wesenberg,M,,1-087-596-2388,,United States of America,15818 DAVIE EAST,,kerrie,90805,NM
Ian4521,Cedar Rapids,,6.0,,19.0,439.0,Iannozzi,D,f,1-932-999-4259,O,United States of America,20487 vickery lower,4.0,Louis-rene,74132,KS
Ite4522,Frederick,L,3.0,,88.0,334.0,Iteam,M,f,,O,United States of America,20740 MAYFAIR UPPER,1.0,merline,V6z 1p8,MI
kre4523,Billings,H,2.0,,80.0,474.0,kreimer,D,,1-461-401-6080,O,United States of America,22148 mckinnon south,2.0,malaysia,V6F 1W2,UT
leb4524,Santa Rosa,,6.0,,16.0,340.0,lebon,D,f,1-408-962-1113,U,United States of America,13215 CLARA LANE,1.0,Jamal,90131,TN
COR4525,Sandy,,6.0,,92.0,684.0,CORIATY,W,m,1-688-018-1904,R,Canada,18871 stratmore crescent,2.0,Melesa,t5c 1q8,Manitoba
COL4526,Idaho Falls,,0.0,Suite 464,26.0,437.0,COLTON,U,,1-598-375-4753,,United States of America,9580 tanbark road,4.0,Tetsuyuki,83729,KS
PEA4527,Madison,,6.0,,26.0,618.0,PEAVOY,S,m,1-910-039-1374,O,Canada,10386 bellflower upper,0.0,Salina,33113,OK
Ove4528,Buffalo,Z,6.0,Apt. 692,82.0,833.0,Overby,S,,1-671-434-9273,U,United States of America,7321 spring valley way,0.0,viktor,33191,IN
TOR4529,Dallas,Q,1.0,,83.0,635.0,TORRES,S,,1-976-516-7093,R,United States of America,13892 jennings road,0.0,DUSAN,78415,SC
Cho4530,Windsor,D,7.0,,78.0,686.0,Choynowska,M,,1-087-496-5171,O,United States of America,9298 larner road,1.0,Janell,80172,MS
Ayo4531,Chandler,,10.0,,6.0,838.0,Ayoup,S,,1-450-116-2159,U,United States of America,14422 morning rue,3.0,Theresa,v6x 1q4,GA
OVA4532,Akron,D,0.0,,100.0,678.0,OVANS,M,,1-481-230-9887,O,United States of America,14776 st. phillip court,4.0,KO,H5j 1o6,DE
Att4533,Salinas,G,8.0,,50.0,360.0,Attanasio,U,,1-990-804-9670,O,United States of America,15932 whale upper,1.0,Dawn,99519,NV
sme4534,Warwick,,3.0,,83.0,442.0,smecca,M,f,1-740-035-1039,O,United States of America,11511 voss road,5.0,bessie,V6o 1t3,Manitoba
Fab4535,Charleston,F,3.0,,87.0,829.0,Fabry,M,,1-321-575-3102,U,United States of America,18351 COOPER ROAD,0.0,Amberly,T6d 1a3,UT
sar4536,Newport News,E,6.0,,29.0,647.0,saran-brar,S,m,1-304-340-5413,O,United States of America,5142 bramblewood avenue,2.0,Cherri,V6K 1U1,Nova Scotia
Kro4537,Charlotte,,1.0,,,650.0,Krodel,W,,1-636-616-5204,O,Canada,4209 WILSHIRE WAY,1.0,heath,H2f 1z7,WI
hat4538,Las Cruces,Q,9.0,,,709.0,hathaway,M,,,O,United States of America,19453 wisteria east,4.0,van,63113,Quebec
Res4539,St. Johns,,8.0,,45.0,743.0,Research,W,f,,O,United States of America,1270 hughes lane,3.0,Souphalack,h2f 1x1,OH
TIG4540,Worcester,O,7.0,suite 37,89.0,361.0,TIGG,U,M,1-830-078-3379,O,United States of America,19342 WYCLIFFE PARK,0.0,KENDRE,95050,AK
ayr4541,St. Petersburg,D,2.0,,80.0,553.0,ayres,M,m,1-456-690-7339,O,Canada,12635 OLYMPIA EAST,4.0,hedy,h2c 1z9,CO
vol4542,Ontario,,9.0,,61.0,443.0,volchegursky,U,,1-488-268-6307,R,United States of America,16115 parkview north,3.0,SOPHIE,H6d 1y5,NH
bah4543,Akron,,1.0,,42.0,,bahia,W,F,1-681-052-6325,R,United States of America,22097 PENMAR AVENUE,2.0,Marilin,77172,HI
REW4544,Calgary,,2.0,,6.0,625.0,REWITZER,M,F,1-866-218-5501,U,United States of America,9609 KENTUCKY ROAD,0.0,Lani,99618,Prince Edward Island
Gos4545,Lakewood,O,5.0,,67.0,820.0,Gosselin,S,M,1-443-280-6367,R,United States of America,20902 ashley avenue,3.0,NENAD,66604,GA
coc4546,Topeka,U,6.0,,32.0,336.0,cockburn,M,m,1-439-913-0031,R,United States of America,10253 oak grove avenue,5.0,Norma,94544,MS
Lam4547,Mesquite,H,9.0,,74.0,776.0,Lamarre,M,,1-295-382-6048,U,United States of America,18751 morningside upper,4.0,CHRISTY,V6o 1p9,WV
Pas4548,Eugene,Q,3.0,,18.0,694.0,Paschall,M,m,,O,United States of America,8153 westover lower,4.0,Clovis,70149,HI
pak4549,Hamilton,,0.0,,17.0,768.0,paksi,W,,1-205-064-7423,U,United States of America,14728 fleet west,1.0,NAREN,94710,MS
CRA4550,Casper,,10.0,,,617.0,CRABB,U,m,1-487-591-6009,O,United States of America,24132 abbott street,3.0,Armand,t5a 1s2,PA
Sha4551,Salinas,,1.0,,93.0,806.0,Shaver,S,F,1-291-536-0470,R,United States of America,8251 saratoga upper,4.0,gen,19222,MN
Sab4552,Casper,L,8.0,,37.0,327.0,Sabo,M,,,R,United States of America,22162 alabama drive,5.0,lab,75054,AL
mat4553,St. Johns,H,10.0,,36.0,551.0,matibag,S,,1-139-469-6370,O,United States of America,7582 WOODWAY SOUTH,4.0,JENSON,M6s 1g6,TN
Khu4554,Honolulu,A,8.0,,73.0,764.0,Khurana,M,,1-230-233-5648,O,United States of America,2781 worthington crescent,1.0,ora,95152,MS
Hal4555,Irvine,F,9.0,,93.0,346.0,Halligan,S,,1-905-778-2832,O,United States of America,23788 linden drive,3.0,Sudesh,46246,AK
SWI4556,El Paso,,3.0,,74.0,812.0,SWINWOOD,W,,1-977-386-4706,R,Canada,931 linwood lane,2.0,Jeralee,V6p 1w1,MI
Now4557,Sherbrooke,,,,13.0,464.0,Nowlin,M,f,1-873-969-5397,O,United States of America,14702 wainwright way,4.0,PADRAIG,V6c 1v4,WA
aza4558,Pueblo,,4.0,,81.0,725.0,azari,W,,1-632-993-4267,O,United States of America,10792 trail lake road,3.0,PHUOC,70155,MO
Con4559,Lansing,,9.0,,48.0,321.0,Connors,M,,1-200-529-6127,O,Canada,11183 wilshire avenue,3.0,AUSTINE,V5d 1m7,MD
TAT4560,Lancaster,K,9.0,,64.0,756.0,TATEMICHI,U,f,1-001-991-6564,R,United States of America,24421 FORESTWAY ROAD,2.0,Guglielma,H2e 1x9,Prince Edward Island
Gat4561,Salem,N,4.0,,17.0,594.0,Gater,W,,1-161-416-8744,O,United States of America,8145 ESSINGTON NORTH,3.0,Bernita,94125,NV
zbu4562,Omaha,,9.0,APT. 639,,574.0,zbuda,W,M,1-662-752-9660,O,Canada,7046 landera street,4.0,kaminsky,95244,TN
gol4563,Laredo,,3.0,,49.0,586.0,goller,W,,1-190-712-7227,O,United States of America,14656 pasadena park,4.0,RICKY,73143,TN
Kre4564,Berkeley,,7.0,,69.0,550.0,Krenn,M,m,1-683-654-8407,O,Canada,9929 michaels west,0.0,KENDRA,48312,MN
ozi4565,San Bernardino,,8.0,,63.0,432.0,oziskender,U,M,1-412-654-1722,O,United States of America,23890 bay street,4.0,Kerri-ann,h5i 1o7,HI
Alt4566,Costa Mesa,,4.0,,92.0,822.0,Altman,S,f,1-606-715-1037,O,United States of America,23923 potomac road,1.0,Ronnica,T5a 1v1,NM
COL4567,Eugene,B,3.0,SUITE 376,26.0,348.0,COLTER,,,1-977-912-6812,R,United States of America,13073 summer way,0.0,zainab,75238,OR
end4568,Dallas,,2.0,,12.0,486.0,enderle,M,,1-901-044-8798,O,United States of America,13936 mosshead upper,3.0,fitzgerald,85776,OK
PAN4569,Montgomery,,6.0,,26.0,454.0,PANNELL,M,,1-912-117-9918,O,United States of America,10045 sandpoint avenue,5.0,celene,M8b 1x9,KY
EIS4570,Chandler,T,0.0,,,607.0,EISNOR,S,M,1-009-350-0230,R,United States of America,23148 willowlake lower,2.0,carola,h2a 1z9,ND
Bul4571,St. Paul,,,,35.0,346.0,Bullard,M,,1-471-531-5943,O,United States of America,4861 CARTLETT SOUTH,3.0,BINNIE,T5c 1o5,UT
dis4572,Jersey City,H,10.0,,34.0,706.0,disisto,D,,1-333-249-7420,O,United States of America,14791 bluff east,4.0,yousef,T5a 1m8,IA
flo4573,El Paso,N,0.0,,56.0,848.0,floysvik,U,,1-260-837-6393,,United States of America,19634 hemphil rue,3.0,Fleur,15217,WI
wik4574,Lancaster,F,0.0,,22.0,312.0,wiklund,D,M,1-285-128-7366,O,United States of America,13019 8TH SOUTH,1.0,Ruthanne,V6H 1W1,VA
Gut4575,Norfolk,C,9.0,apt. 884,,608.0,Gutierrez,S,f,1-781-526-1994,O,United States of America,16849 VESSEY PARK,4.0,STEPHENIE,33715,Newfoundland
WAI4576,Providence,,0.0,,53.0,597.0,WAITMAN,M,F,1-895-687-5807,O,United States of America,3052 pearson south,,Steffie,m7o 1b9,PA
Arm4577,Colorado Springs,,4.0,,32.0,515.0,Armenakis,U,,1-556-662-9364,R,United States of America,16022 burrell avenue,1.0,brita,22310,WY
Cos4578,Sudbury,O,5.0,,64.0,747.0,Costen,M,,1-014-038-3992,O,United States of America,13456 stan hope upper,5.0,Elton,30301,IL
EIN4579,Yellow Knife,,2.0,,2.0,,EINARSSON,M,F,1-062-287-0017,O,Canada,1182 belladonna drive,4.0,ROSENE,85233,Prince Edward Island
Osg4580,Phoenix,,3.0,,51.0,,Osgood,D,,1-743-930-2842,O,United States of America,10386 bellflower upper,2.0,HYNEK,23246,AL
SIN4581,Concord,,5.0,,,807.0,SINNETT,W,M,1-249-971-1887,O,United States of America,13932 YAMATO WAY,1.0,Alanna,32304,MN
SHO4582,Garden Grove,,4.0,,40.0,597.0,SHONUCK,,m,1-821-642-6482,O,Canada,9247 kinland lane,3.0,BETHENA,36690,Saskatchewan
SHI4583,Dawson City,,6.0,,68.0,591.0,SHIER,W,f,,U,United States of America,19435 montfort road,4.0,bess,v6e 1u1,WY
Hos4584,Montgomery,W,9.0,,18.0,512.0,Hosang,S,,1-234-260-4799,O,United States of America,11318 pelan drive,3.0,Christiana,V6q 1u4,WY
Bou4585,Elizabeth,,7.0,,68.0,727.0,Bourget,S,,,O,United States of America,9804 stratton court,2.0,SOTOS,t6d 1f6,Ontario
Wil4586,Salinas,H,2.0,,34.0,804.0,Wilcox,S,,1-273-857-5874,O,United States of America,8188 CANDLELIGHT NORTH,5.0,Amandip,t5c 1u9,MD
Rod4587,Lubbock,,6.0,,32.0,582.0,Rodriques,M,,1-736-567-5705,R,United States of America,20031 crumley south,4.0,joelle,10291,WI
New4588,Lancaster,,0.0,,47.0,697.0,Newcomb,M,F,1-868-888-4249,O,United States of America,5675 cone south,4.0,alissa,V6y 1w6,TN
eis4589,Peoria,F,8.0,,17.0,730.0,eisen,S,,1-783-552-7745,O,Canada,8680 bagby court,3.0,Lowry,02109,MA
OES4590,Warren,Y,1.0,,6.0,710.0,OESTREICH,M,,1-958-321-6719,O,United States of America,8974 courtland avenue,3.0,thinh,36615,WY
bel4591,Syracuse,,10.0,,96.0,,beland,D,m,1-500-449-0038,R,United States of America,7163 cherokee lane,,Poulos,90245,Saskatchewan
ALL4592,Tacoma,,4.0,,26.0,544.0,ALLES,S,f,1-655-224-5184,R,Canada,21752 FLYNN CRESCENT,4.0,Cherilyn,T5b 1s7,AL
Gra4593,Cheyenne,X,7.0,,1.0,,Grandbois,S,F,1-088-788-8712,O,United States of America,4824 sheppard way,5.0,LARISSA,78251,KS
Bra4594,Concord,,10.0,,96.0,323.0,Bradford,M,,1-269-375-5484,U,United States of America,12161 balmoral lane,2.0,DUSAN,40502,Ontario
OLD4595,Bridgeport,,4.0,,100.0,474.0,OLDER,M,m,1-455-605-1656,O,United States of America,7490 curtis crescent,3.0,Jean-francois,T5c 1x4,WI
Mcp4596,Edmonton,B,,,34.0,388.0,Mcpherson,M,f,1-133-164-6988,O,Canada,16592 CREEKBEND STREET,0.0,farrand,m5g 1u2,UT
Hed4597,Eugene,,7.0,,55.0,729.0,Hedin,W,,1-561-481-5857,O,United States of America,2712 madison street,1.0,Josey,33705,AR
Sme4598,Santa Fe,B,5.0,,64.0,844.0,Smelters,M,F,1-001-637-2300,O,Canada,10915 charleville lane,3.0,sonya,29207,NJ
imm4599,Boston,,6.0,,76.0,732.0,imming,S,,1-105-641-9829,,United States of America,167 SPRING RUE,2.0,Viv,91189,Manitoba
Kap4600,Provo,,,,79.0,357.0,Kapsa,D,f,1-599-352-8854,O,United States of America,303 montfort way,5.0,reinhard,V6K 1S1,IL
SCH4601,Sandy,O,,Apt. 34,71.0,651.0,SCHAEFERNTMVAA,W,,1-779-858-3071,U,United States of America,11976 halms upper,2.0,clarey,M5a 1v1,ME
Loc4602,Detroit,P,2.0,,43.0,821.0,Lockwood,S,M,1-595-340-9823,O,United States of America,13094 boquet south,2.0,DEONNE,M6u 1h9,MI
KAW4603,Abilene,,10.0,,6.0,564.0,KAWAGUCHI,U,f,1-706-222-3061,O,United States of America,14543 laredo south,0.0,elna,v6p 1r5,NE
Mcn4604,Tampa,U,10.0,,90.0,325.0,Mcnabb,M,,1-705-417-5158,O,United States of America,1899 malden way,3.0,sinh,48153,SD
Hos4605,Iqaluit,Z,4.0,,65.0,714.0,Hoscheid,S,f,1-700-987-8282,U,Canada,21370 king rue,4.0,Parham,64107,SD
HIP4606,Virginia Beach,,3.0,,53.0,492.0,HIPSON,M,,1-403-773-8206,R,United States of America,2761 trafalgar east,2.0,CAROLYNE,40504,NV
AVA4607,Aurora,,5.0,,90.0,731.0,AVARD,S,,1-024-157-9831,O,United States of America,14054 sweetgum drive,,ANABAL,99575,TX
Der4608,Fort Smith,,3.0,,47.0,561.0,Derbyshire,D,F,1-176-652-1570,O,United States of America,6625 charleville upper,2.0,woody,70825,Quebec
TRE4609,Fort Wayne,,4.0,,33.0,535.0,TREMAINE,D,m,1-126-260-4310,O,United States of America,22577 international crescent,3.0,lauralee,06501,MA
Hea4610,Houston,,5.0,,32.0,332.0,Heaton,M,M,1-914-645-6371,R,United States of America,7474 washington park,1.0,yogi,80121,MN
sho4611,Little Rock,W,,,96.0,548.0,shop,,,1-069-903-1183,O,United States of America,3135 FARMERS LANE,5.0,Rafaela,v6f 1q7,OH
Bur4612,Alexandria,J,2.0,,16.0,834.0,Burbage,U,,1-869-592-3734,O,Canada,21386 landera avenue,1.0,Camala,28208,MI
DIN4613,Charlottetown,,6.0,,70.0,691.0,DINKEL,W,M,1-705-023-6720,O,United States of America,21761 roswell lower,4.0,MANAS,T5A 1Z4,FL
Lin4614,Elizabeth,V,3.0,,80.0,770.0,Linebarger,M,M,1-496-650-2325,O,United States of America,20774 tartan west,1.0,Tamra,76705,Quebec
STE4615,Coral Springs,,8.0,,40.0,459.0,STEFFENS,W,f,1-466-550-3673,O,Canada,20775 shelter west,3.0,Hennrietta,48207,DE
Row4616,Lexington,,4.0,,85.0,547.0,Rowhani,M,,1-403-348-2910,O,United States of America,12197 GLENCHESTER AVENUE,2.0,BOBBE,21284,KY
Mos4617,Montreal,,10.0,,66.0,673.0,Moseby,M,F,1-872-815-4957,O,Canada,18126 commerce upper,0.0,walter,77023,MS
FAU4618,Missoula,C,10.0,,89.0,718.0,FAUBERT,W,,1-170-510-4284,O,United States of America,4816 venice court,0.0,Sheena,V6l 1t8,AL
Eis4619,Moreno Valley,O,5.0,,26.0,541.0,Eisen,M,,1-452-884-1847,,United States of America,909 sienna drive,2.0,SHYOKO,25330,RI
Wei4620,Santa Rosa,,10.0,,93.0,651.0,Weil,U,,1-956-760-7476,,United States of America,13099 barberry west,4.0,elset,95219,NV
Max4621,Escondido,,6.0,,14.0,829.0,Maxsom,D,F,1-999-452-4393,O,United States of America,22776 canoas lower,4.0,Amos,19141,Newfoundland
Dyb4622,Anchorage,I,2.0,,36.0,316.0,Dybenko,M,,1-795-564-5729,O,United States of America,1701 drexel drive,5.0,ANDRE,H7H 1U5,AZ
MAC4623,Erie,,7.0,,43.0,305.0,MACIEJEWSKI,M,,1-755-436-7280,O,United States of America,8478 green avenue,2.0,jennee,90091,KY
pro4624,Albuquerque,,1.0,,42.0,659.0,projofc,M,,1-193-469-2971,O,United States of America,4966 westpark south,5.0,Mallory,m5e 1x8,New Brunswick
wes4625,El Monte,,2.0,,22.0,375.0,wesselman,U,,1-660-691-9493,R,United States of America,3670 oasis street,2.0,Leisha,89108,WV
FRI4626,Pittsburgh,,7.0,Suite 152,,,FRISK,W,m,1-150-993-6807,O,United States of America,3375 sakowitz lane,4.0,Bobine,v6q 1r2,UT
Gha4627,Fontana,,6.0,,89.0,601.0,Ghangurde,U,,1-278-600-4421,O,United States of America,8487 SOUTH COURT,1.0,YAU-FUN,55167,MT
HIR4628,Yellow Knife,J,3.0,,78.0,357.0,HIRAKI,M,,1-762-111-9912,R,United States of America,10698 charlestown boulevard,2.0,JANAYA,X1g 1s4,CA
KOZ4629,Knoxville,,7.0,,4.0,504.0,KOZIOL,,,1-680-463-7168,R,United States of America,20774 tartan west,0.0,Chun,06517,TN
kar4630,Waterbury,H,7.0,,66.0,593.0,karunaratne,S,,1-714-963-1260,O,United States of America,21759 woolridge north,3.0,HITOSHI,80098,TX
Bub4631,Montreal,B,9.0,,62.0,843.0,Bubel,D,f,1-642-471-3023,U,Canada,21018 green avenue,0.0,hideo,M5A 1V4,NM
DES4632,Las Vegas,E,,,88.0,806.0,DESMARAIS,M,M,1-406-826-4147,O,Canada,19568 EUCLID SOUTH,1.0,Esma,80227,OR
Mou4633,Saskatoon,,8.0,,34.0,828.0,Moubarak,U,,1-046-602-6110,O,United States of America,1364 summer rue,0.0,ROBERT,v6q 1v2,Quebec
MEF4634,Tulsa,J,3.0,,13.0,460.0,MEFFE,M,m,1-368-519-0899,O,Canada,17752 6th south,0.0,eliza,m8b 1v9,MN
Yar4635,Savannah,F,2.0,,63.0,492.0,Yarbrough,M,m,1-331-993-3933,O,United States of America,23148 willowlake lower,3.0,CARMELINA,72906,Manitoba
ROB4636,Saint John,O,3.0,,38.0,670.0,ROBB,U,m,1-223-992-7371,O,United States of America,4302 HANCOCK LOWER,4.0,Arline,90028,VT
Koh4637,Toronto,Y,5.0,,1.0,843.0,Kohm,S,F,1-507-976-6187,O,Canada,13653 collier avenue,3.0,Lucina,29419,MO
WUN4638,Rockford,I,8.0,,,569.0,WUN,S,,1-483-273-8706,O,United States of America,24283 mesa avenue,,Hilde,48151,AR
cap4639,Boston,,1.0,,3.0,623.0,caple,W,F,1-401-379-3874,O,Canada,22712 PRAIRIE CRESCENT,2.0,Irv,V6H 1S5,Newfoundland
sal4640,Jersey City,H,5.0,,84.0,813.0,salazar,M,m,1-584-217-6285,O,United States of America,11683 basswood north,4.0,SKIPPY,74134,ME
fen4641,Augusta,,7.0,,40.0,685.0,fennell,M,W,1-675-451-6491,U,Canada,8357 BUCKEYE WEST,4.0,HANS,92038,KS
Sta4642,Boston,W,4.0,,69.0,734.0,Stackpole,M,F,1-760-685-7227,O,United States of America,5524 frostwood court,2.0,stew,94161,MA
Lam4643,Chicago,V,7.0,,44.0,554.0,Lamm,D,M,1-102-279-3980,O,United States of America,2939 chadbourne way,,Shya-yun,19060,HI
MUN4644,Dayton,,9.0,,5.0,571.0,MUNN,M,,1-865-341-3301,O,Canada,22186 viking street,5.0,jawaid,19128,LA
Del4645,Lafayette,T,6.0,,6.0,846.0,Delorenzi,M,m,1-183-362-0532,R,Canada,3867 ashley road,2.0,Shaina,90337,CA
Hen4646,Toronto,,3.0,,70.0,622.0,Henein,M,F,1-571-658-9127,O,United States of America,12767 garson court,3.0,janaya,M6u 1i1,NV
Wes4647,Dawson City,,2.0,,95.0,701.0,Westfall,M,,1-493-713-7136,O,United States of America,18791 candlelight road,4.0,Deirdre,45201,ID
MUS4648,Inglewood,K,4.0,,53.0,373.0,MUSSELWHITE,D,m,1-634-650-2107,O,United States of America,6281 TRACE CREEK PARK,3.0,gilli,77208,SC
Mut4649,Paterson,U,3.0,,18.0,679.0,Muttaqi,M,f,1-256-646-8004,O,Canada,1573 BRIGHTON WEST,5.0,Mayasandra,60780,DE
Mot4650,Columbia,,5.0,,50.0,744.0,Motashaw,M,,1-577-404-3440,R,United States of America,3730 HUTTON LOWER,2.0,Daphna,E4a 1r2,IN
COP4651,Irving,,5.0,Apt. 897,84.0,695.0,COPELLO,W,M,1-795-425-3241,R,United States of America,4008 winifred way,4.0,rowe,x1g 1t3,HI
cso4652,Newport News,,1.0,apt. 527,59.0,536.0,csop,D,,1-303-646-0420,O,United States of America,18978 mulberry road,1.0,Catrina,H5L 1O5,MD
DIS4653,Huntington,O,0.0,,45.0,325.0,DISCOVER,M,m,1-673-723-5090,O,United States of America,8438 century lane,3.0,Scarlet,V6j 1s2,Quebec
DAD4654,Irvine,,6.0,,19.0,431.0,DADALT,S,m,1-976-450-2554,O,Canada,12971 atlantic lower,1.0,Alysia,H7E 1S2,British Columbia
Pro4655,London,,9.0,,54.0,,Procter,M,m,1-402-896-0039,O,United States of America,8282 WILLS STREET,5.0,BETTINA,S3A 1F2,Alberta
cro4656,Flint,,8.0,,51.0,752.0,crompton,,m,1-040-352-3827,O,United States of America,9659 sakowitz west,0.0,Foster,89137,Ontario
hes4657,Chula Vista,,1.0,,21.0,527.0,hesche,W,,1-337-497-4094,U,United States of America,7204 katherine boulevard,4.0,JACINTHA,45237,TX
cal4658,Ottawa,,6.0,,93.0,847.0,caldwell,S,,1-140-148-7870,,Canada,21820 PAMPAS LOWER,2.0,Valene,46216,Nova Scotia
GAL4659,Independence,,7.0,,91.0,306.0,GALLMAN,M,,1-107-990-8001,R,United States of America,10117 college upper,1.0,Laser,V6B 1U7,MA
Val4660,Yonkers,,,,82.0,,Vallozzi,,,1-590-626-8069,O,Canada,3242 whistler park,5.0,sibyl,92504,DC
Hib4661,Savannah,C,0.0,,38.0,777.0,Hibberd,M,F,1-624-193-9677,U,United States of America,8702 harrington crescent,,CHRISTIN,M7n 1a2,NV
Bar4662,Warwick,,2.0,,9.0,385.0,Barentsen,S,m,1-247-217-8848,O,United States of America,24766 braeswood court,5.0,Beitris,x7i 1r3,PA
Elc4663,Oklahoma City,,6.0,,54.0,361.0,Elchakieh,U,,1-682-232-6639,U,United States of America,19058 HORTON WEST,0.0,Veleta,85036,OK
Dig4664,Stockton,,1.0,,,748.0,Dignam,S,,1-304-436-6503,O,United States of America,21049 chadbourne avenue,0.0,Krissy,20003,MT
Bab4665,Baton Rouge,,6.0,,,475.0,Babione,D,,1-899-548-5047,O,Canada,20657 westella way,3.0,SALLIE,59103,British Columbia
tru4666,Chattanooga,,7.0,Apt. 286,0.0,675.0,truong,M,f,1-082-640-0662,,United States of America,24127 grandview court,5.0,mahlon,99664,MN
mog4667,Windsor,,1.0,,84.0,465.0,moghis,S,,1-335-231-9271,R,United States of America,17501 copenhill park,0.0,RODIE,60752,HI
day4668,Fontana,J,5.0,,63.0,371.0,dayal,U,,1-344-271-6975,O,Canada,440 south court,3.0,Eartha,44146,TX
Pha4669,Aurora,,3.0,,88.0,444.0,Pham,S,,1-670-561-5721,U,United States of America,21088 murie street,4.0,Elza,39532,AL
raf4670,Iqaluit,,9.0,,96.0,345.0,rafflin,D,F,1-165-180-3279,R,United States of America,24954 northland drive,1.0,Tracy,b8a 1y4,British Columbia
FUC4671,Lansing,,8.0,,44.0,460.0,FUCHS,M,M,1-782-665-3719,R,United States of America,24836 loring upper,4.0,Melvin,95173,ID
GAD4672,El Monte,,2.0,,33.0,309.0,GADOUCHIS,M,,1-535-101-1842,R,United States of America,10947 ARDMORE RUE,3.0,Gerianna,V6p 1v8,MO
nor4673,Yonkers,,8.0,,72.0,765.0,northcott,M,F,1-623-888-3567,R,United States of America,458 cormorant road,3.0,demetre,M5D 1Y4,WI
