prospect_CreditRating,prospect_MiddleInitial,prospect_State,prospect_Country,prospect_NumberCreditCards,prospect_PostalCode,prospect_Employer,prospect_NetWorth,prospect_LastName,prospect_AddressLine2,prospect_Age,prospect_Income,prospect_NumberCars,prospect_FirstName,prospect_MaritalStatus,prospect_AddressLine1,prospect_OwnOrRentFlag,prospect_AgencyID,prospect_Phone,prospect_Gender,prospect_NumberChildren,prospect_City
304.0,q,WY,Canada,0.0,Bwpvbkipjuj,Complete Production Services,311354.0,oiyzwg,Aujaqwwckalglphlrvnvexhetwtfzmpcubrwhthhgwxqymqrpighwmgwaditjd,89.0,365963.0,,Ikhfbaqnazgdcmcwpynclvlujxkysg,U,yfnyqzqxzkbiqxnwdb,O,oiy10487,1-093-417-5014,M,0.0,Ann Arbor
751.0,,WA,United States of America,0.0,uqjeirjo,Harley-Davidson,3129482.0,Qqlxvdtefphpyxfe,rajqdgeoolttpkgwaprcodnjrxkuuxhryqcyxvmeikvxrpwwcqjomdetnwxhrbrtc,72.0,56692.0,0.0,Dfuvthpog,M,Necjbabdwfmfksdrhwluqrhhlvidryjwjvhaxxafpzgbfvnzdgkszmbsbmkivurjgmkpxoazbnge,O,Qql10488,1-162-727-6072,,3.0,Sandy
690.0,A,WI,,1.0,Qdtzptupft,Baxter International,1256546.0,dbmgrkxfqawypsfjfuvkehypb,Dmvvvkahdeptwdksnoxlxnczuyduuwxelmcqfe,34.0,149062.0,5.0,CFGNGBMDASKUJVXQP,,Rovyrdhrslxslassjxxijzavayoqflqqfuuxoqipxkvaeihutmhxqhoshehwflyeejnwmrvqhfpefqfy,O,dbm10489,1-440-019-3506,,1.0,Fullerton
648.0,N,MI,United States of America,8.0,Myvuvsrff,Family Insurance Group,3759146.0,RKZHSILJSOS,PPICMQZATLHKTSTTVBOPJQMGIBOJVVRWCLYHWBRNUKPLNU,38.0,26552.0,0.0,PMQBQWFOPFUBEFG,U,bmceqozphikeqlvbqslxbl,O,RKZ10490,1-359-752-9970,f,1.0,Casper
312.0,Q,AZ,United States of America,7.0,xgbcjsxwowd,SunGard Data Systems,777785.0,SRCPBPID,PQLVGXVOICSIIGLKLVVAZFTPFFVFVGFSTNNHI,98.0,400993.0,1.0,Hfltequozjmdnylkfnbucuzcv,M,Sanooliqxgrkapfhlcypg,U,SRC10491,1-002-835-6543,M,3.0,Idaho Falls
588.0,,MA,Canada,3.0,ikpup,Hovnanian Enterprises,332113.0,Dvzveo,REZMHCBLQNLNLKFELYZQPSRKSLFFSBCMXOTHXBBGBSDNDSEPMUHKNJ,99.0,205214.0,4.0,ismdllildi,U,GLRLDMVHPXQEWNRRENBHDDKNLYVWWKWRCQHELGVUXQKTROGQAEBQLRZWKRYCISKATHUOPMSVPISF,O,Dvz10492,1-490-362-7884,,1.0,Waterbury
577.0,,New Brunswick,United States of America,5.0,Vqcmo,Annaly Capital Management,723469.0,Lrwhmoopnxgizaejfgi,tdxfkarhwxubgouzbh,35.0,44352.0,2.0,Vcvwhqcwkbtsg,M,,O,Lrw10493,1-317-297-5660,M,3.0,Providence
437.0,,WY,United States of America,7.0,xtajcsszqtu,Apple,1925817.0,CAWUDRMSDNGCRPZU,COSLZVIAYXBJJAPIXOUNNBUVPFCZHEIGDIVMREZVSFGCVFCGHZEIUNGHCXJUSEINREOVHJLQQBUF,51.0,462500.0,2.0,Rgbvhrohisiixo,M,Swqbwxktokgystenygorsduunqocwaisrpikogtkklhjaeclbodqueaaeteuwhrnsagujwglou,U,CAW10494,1-930-001-4625,,2.0,Jersey City
632.0,,TN,,2.0,Qleoqdenppxb,Kla-Tencor,1304451.0,Jnxowgqjofv,OIKZQAPWTTPGBSIAQEMCZGBVNSOGMFIQDVTAZFSRUNJDUBTYCIPRDKRJRDIJEUOXKRQLRVU,44.0,25966.0,0.0,Legurpdyakjxv,,Ojjufcwwqpfkbawzfvugyuhrvtkffrvhbwrggppksvipsxjyxlfsullkefvinjvzzkjmdgvksynshal,R,Jnx10495,1-143-039-7450,,5.0,San Antonio
509.0,B,MT,United States of America,2.0,Ktjigonaj,Starbucks,2996386.0,Tlwagkffuoskqtcjuzzfxds,Iaqbpdgjp,49.0,121914.0,2.0,DXPDFZDJAWEIGUOCT,M,Diirxqamjmlghsbpqhjndpgqehvatvrat,O,Tlw10496,1-314-434-3785,f,2.0,Vancouver
427.0,,Manitoba,Canada,5.0,KXLLGOXRZCT,Commercial Metals,,rpcqsxwmuauacvhstzgnx,Ajoqba,55.0,351571.0,3.0,Tbulrdbplcvzaxdrrnslxfsfwv,M,,O,rpc10497,1-131-333-0387,,4.0,Dawson City
586.0,H,KY,United States of America,10.0,Hlgzkwnwn,Oracle,2621354.0,owhbtubfpdjsvobtgiyzsioloemy,FWSDKHEUIVTPKWOGLQTUOTGOQHCVWQKWVCDDECUQGVVXOSLMQHOASOO,31.0,293214.0,3.0,YMYVRTMRYATXNUNRZDN,U,Ozioppjgq,U,owh10498,1-359-181-6492,,2.0,Manchester
841.0,,VA,,,sjfav,Bio-Rad Laboratories,1131976.0,mxmylnyllesks,jedmojqmqqwiodsxdhcnhudmemapcelbjkumkal,0.0,,5.0,Hcfocrttoeewhyutbdxrv,M,LAVANNJMICRCCFNPLEHZTEZMAMAAFOGXSMMSVVOFUEBFRENUPHHPFUHVSXXFGNHVJJGJ,O,mxm10499,1-064-322-7920,,2.0,Windsor
826.0,,Prince Edward Island,United States of America,,YEHANYHADST,Applied Materials,2051517.0,bqlsyqbw,Msygbxnlgbomjhiqdcdrfhroulrsdevdrxmroxnxarbmumlijjleulcjwzzepsfbvrs,11.0,445755.0,2.0,twoersifywsyhdvzhmdpstmae,M,Uxnfndlozed,O,bql10500,1-106-764-1275,F,2.0,Cleveland
714.0,,VA,United States of America,1.0,Ebpzjbp,NYSE Euronext,41155.0,Rdmgimxxaavwtvuuhc,Tunkqvluuxhpslohns,13.0,386941.0,4.0,Cjndmnvbavp,M,FSDWARJLLTYTRBPXOCDYLIZFEHCTGQLZXMURLHOJOUAYTFQECEIYAMQ,U,Rdm10501,1-393-849-8422,,5.0,Simi Valley
346.0,,NH,United States of America,7.0,azorvplxamgm,Thrivent Financial,2555211.0,Ztuueox,KOKUYLSXVJHJFMLWROPZTJYUYUQHNYAMHDXCDPKIBC,72.0,480153.0,3.0,aellv,S,Qhlratefcerdpvog,O,Ztu10502,1-955-979-2702,f,5.0,Santa Clarita
,,SD,United States of America,9.0,ymeebxl,LKQ,2372879.0,Pndbkdspbhygqi,LTPNXERSYCDSWDLCJSXAXRNKGKZUFZTEDHNZWRAHZASCIMMEEECE,86.0,471247.0,2.0,Gydbjkrxnhakwswd,M,tgqdslrvkbdfbxjyykgbycfjzqjgoqllqffafehpxh,O,Pnd10503,1-281-614-1836,m,1.0,Overland Park
541.0,h,CT,United States of America,2.0,khkcptl,CommScope,2176757.0,Qphehkzpzyziffjihz,Kwrhwlgx,87.0,411758.0,4.0,Xtzgg,U,hvflwjdhzirsoporcofajldfdvywppvzjhrlxbzzzjtszeomuchtujgrtxmgibpxrghallhua,O,Qph10504,1-078-035-8283,,,Calgary
323.0,a,CO,United States of America,3.0,UUWQZ,KB Home,1503313.0,ederwwezbxmlmhvwrpx,tgofhyhfwooinpyrlmuqqohqcpqiptnqbfmzksxjfivih,20.0,214286.0,3.0,Stnyqiquwmziwfuqrmzdirtqyyqdxs,U,zzuywershwwnvdrfvnnzvdwoax,R,ede10505,1-287-260-0233,M,3.0,Biloxi
320.0,,IL,United States of America,8.0,rrrhnzo,Lincoln National,1684590.0,Aqdhwu,Hfpylabechvvkfwdjjfofizggizswnvf,72.0,205176.0,0.0,SDNAUEMFBVUMQBBRVOIEJN,M,Zxyyiymdeidguavoxtonfwlcrcvqtaotlclqsyzxwdmuohnuvqnyvgkmywvmuhtsbluxko,O,Aqd10506,1-510-375-4589,,2.0,Austin
763.0,r,KY,,4.0,Pnchdsqtcw,CenturyTel,3964982.0,qitsbuluqfkfajsdbor,vqzyejaaqanckgpkjnwfugxxuihdpcmxlgcaeottwmwttjsjiqisnifavdbvxpfhn,58.0,322778.0,4.0,Pltpwshulxmklucczer,M,phlwlgzvuvgwhjjabvkslqwaetodbvpfdinrdjbjyzartrzffpeeiwqagarfko,O,qit10507,1-915-729-4693,,2.0,Santa Fe
827.0,B,FL,United States of America,0.0,SGWPAMRVUZ,General Mills,1835697.0,QOIYSVKCDHDIDWBATUD,Baoajqrzkstsphm,1.0,139785.0,4.0,Pimjvyheskwlg,U,Ikcdcpvrefaggofrnlgbjovupkrogdktvzcrkkvzoollugosuluyghlslserenwqhvyoyhefkz,O,QOI10508,1-109-063-2840,,4.0,Anaheim
550.0,,CO,United States of America,9.0,GIECC,American Electric Power,1306818.0,QYNDT,eshkjrdqsjqslshrlqr,19.0,210510.0,1.0,rexbummpjzxpkigkivud,,OPRMMHXXCGGYYDGPCHVLNKQDNPBHWIPUOPLNGUKOIT,R,QYN10509,1-435-525-6666,F,3.0,Mobile
551.0,D,MN,United States of America,,Kxeqju,Yahoo,1217112.0,VQHPUFBQAUOHKGRCTBSPBJBB,Mqjrxuwixwpfgliswqxofbuppfercwwvyjooxelgdzrayxypgsgznornro,82.0,259393.0,3.0,Pgbtzqjqnusehmileyeje,M,Pciopjjtusrerlguzmawfpddkhwvhr,R,VQH10510,,m,4.0,Biloxi
374.0,,TN,Canada,0.0,Uuepbqli,BE Aerospace,86992.0,OSGKDFOLLEEFMAFOYIBDFXB,Ejivnhzfmtugxlej,26.0,61205.0,0.0,EMZXCNXIIUIRWMMNHWOBWWYZ,W,NVRWZAESOXXVA,O,OSG10511,1-424-485-2345,,2.0,Mesa
395.0,u,CT,,1.0,Bygovkewgul,Electronic Arts,315390.0,ggqiericsimcabybvl,Efmheaagmbgvez,,25654.0,,QJBJSQLTGGZTMWBCXAUOBZEECF,M,Rmxevomlvgntatmvhzahyfbxydmntpjruxcczm,,ggq10512,1-475-253-5367,,3.0,Saint John
495.0,,MI,United States of America,2.0,Bpaqr,Anadarko Petroleum,3111503.0,TXYJEMUJIXDIJDKJDMTOONPXLMH,Jfamauauoozclggwbphmprubvkkbnmss,59.0,330696.0,1.0,Ypeuzvgrv,S,lnhmttwnsbhpgqlflhdxvczofpylgblgeqsaugddsxokerxecncipdxavanbuhynnuwm,O,TXY10513,1-949-641-3892,,1.0,Detroit
,B,Newfoundland,,6.0,SZABH,Ferro,1159838.0,eoceqoobttdltyxakcurylnjsd,OTHNWKSJSOCPFPSCJJDDBBK,68.0,426441.0,1.0,LTDULMSIIINIOP,M,RSJNYSFKUHWLGSCEZLHDFOKDKSCSGJKDZBV,U,eoc10514,1-142-938-6859,f,4.0,Brownsville
543.0,,Manitoba,United States of America,4.0,hsfxjbdqh,Snap-On,2545709.0,Vwlquffjewnjnecyndg,oulqllxbowjdtiexzlwcbporwswsveiqucibtzyaikivipdavwazuesbqozrwe,19.0,170971.0,2.0,sndncvfewpvtitiymtnfnwqnq,M,XUNFCLFDKAEYKRFMXMPDCMO,O,Vwl10515,1-162-491-6572,,3.0,Saskatoon
643.0,,ME,,0.0,Aecgg,LandAmerica Financial Group,2949189.0,Rixqireocwworucswyspclvxg,QKFAGPBGTDSBKYOPSDOICIOSKGKMHBUXFBYRXJPGYEDBRMMZTS,,186561.0,5.0,Gvbaicfocknjmtybfcpuyjtqkmn,M,Mgtexvenfypwrufxctzhirskhrqwcnqsaewnfmtldbelslpxumeyqdesdbfcwly,U,Rix10516,1-785-767-0765,M,3.0,Lincoln
494.0,,IL,Canada,0.0,fezbkv,Northeast Utilities,2862271.0,CCYWOMEUT,msppqqwomofmstcqlqauqnhugamglepohiysebabkhsrahapoonawnjp,10.0,12339.0,4.0,zfwhzcy,W,ZXJTSDKCVHYNICRFHNJYYBKGERYMJGKSPCIJUDYONLTRJRGMCFGCFSFHCCYLVZJVAMPWCNHUDYJHFLJN,R,CCY10517,1-503-516-5670,,3.0,Burlington
385.0,N,ID,United States of America,3.0,Romfg,D.R. Horton,1694009.0,IJVHTDLPF,fsamgcswholsdeziyfzddjhzsbjoplwhoupgcydxykzbejbldsrtwcl,44.0,8994.0,0.0,imrebyfbruaiobkbffieftbpdjrm,M,ncwjnkjgurlwhbpehzcwtlphzhgjrwhfmfitvbjwqcxs,U,IJV10518,1-803-595-7790,,5.0,Paterson
306.0,,CO,United States of America,5.0,Xjpbwj,Blockbuster,1879331.0,DFCABPK,Qogekidwpdmzhjfkepqp,24.0,320127.0,2.0,iothohgycaqewpuzqsyz,W,ARJVEZPOFAMBBSYKSRMBDKUIOPQSPFIMJ,O,DFC10519,1-771-841-5543,,1.0,Buffalo
738.0,T,DC,,8.0,Chxszittie,,2512651.0,Tldsnbay,OXNCKEPIRZXFJEAUWMEWWRHQFVKSGREQBXVESSFETDRCJJHSIYHCBIBAZGPLXTWWPIDSUGNA,100.0,190355.0,5.0,Bptdwunaoauudnnqe,M,XTTRHBDQDXPNLZRFALZYDPVMMTKWULSQRROZTCPJTGNRP,O,Tld10520,1-842-363-1338,,,Las Vegas
599.0,,HI,Canada,10.0,eutocwious,,1682173.0,njkoohbybfynkwnfsewzmyg,JFOVFRUVFACIWQRCCECEHBNLWQLYQFGRBTKATRAPETNFVALLEJYWRBOMVSUSNXVKXIJUJXGRE,57.0,123084.0,2.0,arogizoeqqxoehohsssuxrfybmnk,M,Scxmhokdftgypkrihnccgkzypgftitznqqtfkoexkudxusbxzrwbaxiovqjekgwivtpnnvpogmkhdmtr,O,njk10521,1-795-000-0053,f,0.0,Montgomery
768.0,X,WV,United States of America,10.0,eldmxmjqz,Crane,2311471.0,VIKHJLUBYAFINV,Rzzmdwknylnjsytadtxardispkmcmpfuewdhahlkwnzigsldnjxcddfwlreoxijmcuajgqqpjfrhmof,87.0,455876.0,3.0,Uuytaxwcsujlwddjrpchgjvmra,S,rkcpzejiyckhkgqadlcbfavnwquzwsrdpslyrpfgeuyzasn,R,VIK10522,1-191-936-4702,m,3.0,Dallas
763.0,,AL,United States of America,10.0,QBOIOHJIJF,Cliffs Natural Resources,2193061.0,PPSKYOJNUDPW,Ohirbjrxkeytpij,65.0,78682.0,1.0,DXPDQKSZMCSK,M,CPOFMBOTQ,U,PPS10523,1-167-765-9990,m,2.0,Hamilton
431.0,,TN,United States of America,6.0,DCGNXZMVAN,Progressive,2533115.0,TXYXMDGKGFMKI,UNVKUFAJXVENJHYAPMRUL,76.0,239752.0,0.0,jhurpf,M,LFCQTCMHMWCSRHRHUFKBCNZCGASZGPAVXZOTOLGACSTNYEWGTAEGPZQUIAGYCWJGJGRONNLH,O,TXY10524,1-320-038-7270,,2.0,Garland
,,IA,United States of America,3.0,Eqyjuw,Aetna,1018603.0,bscwdqvbaxgpl,TXRBQBAVFRFJAPCBQLFXUIVMUI,94.0,,0.0,Yrenakaaxtwvbvxyhbtaslynzqwtc,S,Ymlmduuihdleowgnfiuwmlssjngcelndegoaoomfabigiavwnqunbvjzll,O,bsc10525,1-683-437-6672,M,5.0,Victoria
729.0,k,MD,United States of America,7.0,Szvquqxcod,Supervalu,2623616.0,yywiwhuspqa,Rihmdadanxbgqdpfvqdnorddvlzmcwqtoxcidjizpvwxedxvqkbozgomliszyjeaehtsgbkgvecq,57.0,277109.0,5.0,zfhmfjw,D,Ajqtmzitajntqit,O,yyw10526,1-394-071-2297,F,5.0,Charlottetown
571.0,,SC,Canada,0.0,CSVIIJ,Diebold,1376267.0,RVTIXRBLIQMBGNVJTQYNXOSIPVZJ,Zhcqujnaoo,51.0,332819.0,4.0,cryugzemifrqegswvl,M,Teahiflncjnhvrrtroowpbupsbrqkmtjoqfoknvjqglpjsduhk,U,RVT10527,1-606-725-1474,,5.0,Hialeah
683.0,,AZ,United States of America,8.0,QTZYIJ,Newmont Mining,3046660.0,Yiphmzajvg,LMKJKLYDOHEJKLCMUEJLRLMWPPYLDVSVZYDEDJUEASPRDK,,148175.0,3.0,ffswgzfucinhz,U,WPCEYBLRPDXRXIJJGYBKZBIFBPYPZL,R,Yip10528,,f,4.0,St. Paul
381.0,,SC,United States of America,,GODQVRSEJABS,R.R. Donnelley & Sons,178207.0,Hfybxnfriraubdqidp,Xbjqlustxqjijebcspsmmitabxhsrwhhgpwktystzqdnortegeecizokaplbpvyvscnbkhuvrb,57.0,,5.0,Kaeaooorzjaycxiali,D,,U,Hfy10529,1-163-783-2423,f,2.0,West Covina
716.0,,MT,Canada,6.0,Silfv,Wesco International,1602725.0,wcckbx,ajddexoopsjvcabhnwuuixsddadgwiaomndarkpaobasfqlfkdbujrkllrjbpfiwuh,77.0,6991.0,4.0,bexugtuqskjwegkxrgwadqwgv,W,Xmymoovgaqdryakionfmfudkjuroksesvuxbvrikkmhwfohwnegdkqmghbffsawhfxjdrsnosxt,O,wcc10530,1-440-264-2578,F,2.0,Sterling Heights
346.0,E,ME,United States of America,3.0,Iczgabwlqn,Zimmer Holdings,2682918.0,YEFECH,jnkgsmuczlmzhzbimwxyiqbzcjcmlj,,490321.0,4.0,iitzbkx,S,QSEIUTJWDFHCARQCOO,U,YEF10531,1-650-115-7451,F,,Warren
481.0,H,NM,United States of America,3.0,Nmkbr,Bristol-Myers Squibb,145764.0,SGIIXKURDHOFNMDQTAGTKCLVOAT,Vlxzhmjksndynvafeibsiil,83.0,350754.0,4.0,NPVLFWSEVJBESKLVYL,U,Pboiursislnzbtjbtigjlnqzpjxrrbhwqlfuiltdkdobzfkmzr,O,SGI10532,1-644-738-0993,,0.0,Windsor
402.0,,IL,United States of America,1.0,OPDCLRN,Cardinal Health,913286.0,KSSTMAMIVNBZ,wfhgaufktpvodewpogkdctpkzvotlayggwxvbhjtqhixvmycvjrecrjaonvyyp,68.0,349759.0,3.0,Eubmeitqipczvawkimiwevsbnz,,LEQITQHGEIZLPOWHYHMTX,O,KSS10533,1-882-678-7560,F,3.0,Fort Worth
509.0,,NE,Canada,5.0,jvrdyef,,344183.0,Xbxtrvbemezvpzvxkcihkgmn,RFIEYRVJVIUJPLEEAURSFJXHLTRRCPGIWGPGSGABIGPBCTS,65.0,454060.0,3.0,NIDUMBWQCDJTYF,U,SKCMUYHMPPGFJTSOUQDDOPHCHMEVLEQXGXEKRRXEUHZKLBMMIDMAJIPZFEIQARRGSMRQEWJRQQFP,O,Xbx10534,1-103-069-4883,,1.0,Concord
705.0,,Newfoundland,United States of America,4.0,,Ryland Group,1288305.0,EIBINIAXXAODQGRMBVL,TFIMZERFSFQOQYGBUFLFKFLX,2.0,464357.0,1.0,fuomcehgeksznmk,U,Wxpcpbgufeoyqvjmlbghqvdecpyjmnxaenpwnbjvxywlyfdmekwzagydofkzqrxtptzanu,O,EIB10535,1-692-231-0581,,4.0,Frederick
401.0,,OH,United States of America,3.0,Kldwn,VWR Funding,1380965.0,Iuvywvmhbwcmag,FRSRPA,56.0,467639.0,0.0,Njirkiah,U,Pklosbcaqpvdcbbvjmvsaqqtjuymgescw,O,Iuv10536,1-493-179-4330,,4.0,Little Rock
620.0,x,MI,United States of America,10.0,Pydbcuegcrq,Ryder System,3418412.0,ZPQZOYUUQAOMQSJKX,Ejclqrtldplzhrraadznfnsnhjscvishkemxkrmnlpindkezgnsmbwcnuzgzuvdi,94.0,59611.0,5.0,qwndviqsxbcaqnlrjeza,M,Jjduqchwpgelscusdkpnvph,O,ZPQ10537,1-667-538-7343,,1.0,Bismarck
826.0,,HI,United States of America,3.0,xdgsokota,Equity Residential,,SFNITADQH,uvowcrejvftabomsqkifycanlekqe,66.0,401149.0,5.0,zlclofbhyvpvrqahps,S,Jsdygcsxjuweajkapdtkwvxycjxidnvylvchfxlytjetvipebtjxuoqpsvupfqbgitr,O,SFN10538,1-006-060-6351,,1.0,Tucson
357.0,,WA,United States of America,5.0,Xjrvykaawj,GameStop,551563.0,Ddfoxqn,nttucbvtmbrcomjuhjixkxgcucnpxbxnxiseaeasvlxwhtjgrbkhaasoalhrmegueriiohxvbzjunozo,55.0,357162.0,2.0,Hlkoaeloyapfn,U,Nmuhwxsrvdbwhruosccyqajkluxqzi,U,Ddf10539,1-487-988-0484,,3.0,Lakewood
538.0,,OR,United States of America,7.0,Fzygdhmu,Universal,2719580.0,Xnsgnzjrw,Wabeszafrjuqlghsdppqsfegoxmlhzsvw,89.0,85403.0,3.0,Jcyezhbxtbqqxjcutkywfxesjk,W,Xnjyrjgoyamgomjnzhnhqxfhzpfsrvhvaxooumplb,O,Xns10540,1-733-153-7101,M,4.0,Fayetteville
616.0,,UT,,2.0,wwpqq,Genuine Parts,2995654.0,NPADRNYMFR,Icfqzwsvxqwcvlsfomafdrkefa,18.0,497962.0,1.0,ecvnrdfwsmqesmfj,S,Hxjlsbg,O,NPA10541,1-761-338-4851,,4.0,St. Catharines
,,MA,Canada,8.0,,Macy's,3607361.0,vkfkqwtgscrgcjarwnrnkrfjq,Wmjvfcfanooopxbazacdjenprvhkxleegqmwbflopbcowozzitminutoy,3.0,453335.0,2.0,Xlsfaccnmx,U,Evnebmrmftjessqjgraqqbnrhadvndqoczjvtcbwhkr,O,vkf10542,1-533-694-9147,F,0.0,Laredo
586.0,y,TX,United States of America,5.0,Bffjb,Crown Holdings,2987355.0,rvnmefbzbcqxwnvjgifwujwiakdse,Jgopsrbwvxi,42.0,209570.0,0.0,Ubbsbtmgln,M,opzjwgoiejmnwcdmdeijixdigmjkkjzdolsbpbdpbsxeujzdnxqfemzsmsyslxhorhlrzw,U,rvn10543,1-496-936-9725,M,4.0,Sacramento
816.0,L,MD,,3.0,Vfoyhccj,Southern Union,1077139.0,Ctxsvn,ghghjzcmqqtbuximnpeonkcg,19.0,418228.0,1.0,Uuckvpoffwwwnwaepfbnndfvrlsfk,S,Xzybiaxoqnzxnfnsxespbkqcizqmafgboybtdpymshzdviqopqlqwkmueiuydczdrectcytuwm,O,Ctx10544,1-638-532-3809,M,5.0,Casper
752.0,,Alberta,,8.0,wwzhypu,Coca-Cola Enterprises,3198650.0,UVIJRKQLJPV,Snymleelpmiywosxwehuqlcx,19.0,256038.0,0.0,Qrxakpusasnr,U,Djxzlmdeo,R,UVI10545,1-678-838-5177,M,1.0,Chesapeake
323.0,L,MN,United States of America,1.0,XIMDDAUJS,Penn National Gaming,2660249.0,SSHTCSRTBKFHH,OICMOXIAVFLISKQLSMSYRPBCRMDIWTAQIDQPNKTXHHDIWOKSAGTAXGGXGBLAPMGXQQCBTREWBLXJE,85.0,,3.0,Kkoyhcremcqjijcck,D,Plndmbbjmalw,O,SSH10546,1-854-534-5891,F,0.0,Salinas
535.0,t,PA,United States of America,0.0,tkvwldn,DST Systems,1359146.0,sulpxqwjtaesvadpmheimh,OVICIMIHH,79.0,120336.0,4.0,THXCZBFKWCVGWJOWYMGHPST,M,Jnojgpxnjivepgoffyjvqfwpmylgdizunzxyvbyud,O,sul10547,1-007-240-8509,f,2.0,Huntington Beach
434.0,,MT,United States of America,5.0,PSCOWDO,Rohm & Haas,,Tvcexyajcnolyge,Amlcomtzxwfkqguigsegqhwylhzezmkusnprqglwxacabuabzgosqmxplrvib,68.0,397503.0,1.0,Rextmoozwk,,XXZRAAKEYCMJFXTJ,O,Tvc10548,1-059-721-2317,F,3.0,El Monte
617.0,b,ME,United States of America,4.0,POMAJCPXIO,New York Life Insurance,1836090.0,Fdgutgkvonak,XENKIFJBMUCWBLPGZXTBVCEOWVQOZSWE,60.0,339254.0,2.0,Oswoararcrvbh,D,Ytqkmvomdgvixibdrkqaxawdqejxcqoosjglhdbxhfxbychhamlxnjkxlxjgwdiqewzo,,Fdg10549,1-301-111-7399,M,2.0,Lincoln
566.0,E,OH,United States of America,0.0,Fkdxsnyqrlq,Applied Industrial Tech,1926559.0,Fawlsbnlgesyzabojxteesfjw,dysfztkxwqasdoqxnserucaisnuyzkgvcchcoqmozjdvbtecpmmvjqdpcumiymkwqvraofaipqui,91.0,352156.0,4.0,Yudmrvmwqnwjukjpbkjwfyzilw,M,arnxdcrmbklvkgttomwtmpnseflciyadobunvvdsjoflxwjjdhmnivfryhtjicw,,Faw10550,1-077-607-0607,F,3.0,Fargo
701.0,,MD,Canada,2.0,jrsrefkaa,Tesoro,1856524.0,petkfhbusghazlxcpt,Ibgectfbx,86.0,132574.0,4.0,Mapripjodlmuvtcvnevzpuukvavo,S,whjrkoymwhzmxeruizfmxisedtg,O,pet10551,1-597-130-1298,M,5.0,Lansing
427.0,C,GA,Canada,,EFRAXLJBPL,Portland General Electric,2710994.0,Dmwlqownugwesyibyo,Txxamiwemmagfbgnzpcnqdqvkwkxy,19.0,330916.0,2.0,LSOLUGT,M,DSUVWLRMNIFNCWSAJSBYMIHXPPTBVZWEACNUGGMWPVKQDFAYUMPRAHKENZZAI,O,Dmw10552,1-964-473-6104,f,5.0,Abilene
716.0,X,DE,United States of America,4.0,Kdzcejqfcu,Vulcan Materials,3249589.0,Iiwrraooefhgmano,Jbincdvrofbabiowaprfoohycmfkxzknforsknvjntlwcyzfaehysjlkhtwsnsskoioubuv,,280263.0,0.0,Yiemxnakxoyiy,D,,O,Iiw10553,1-365-421-8115,m,3.0,Casper
356.0,,DC,Canada,5.0,Lrppdevn,Equity Residential,3515076.0,CQMJEGMXRFRVQVXWL,Asvhjlzejimgkvhwbzuebhrzbidrvyqiqjjazuyrwvxrxovpusfikbwnffaphnxgzupuxav,84.0,191788.0,4.0,PPCEBUCIYEECEO,W,Wafjkaforrtfvagfwzpxqgzuhqlxuqclyhapahdyvpubamifwaypnhfwjcvihmjlvrlvnpnkvpk,R,CQM10554,1-057-627-6957,,3.0,Chicago
636.0,P,TN,United States of America,7.0,VZSDDNEUZCL,Frontier Communications,1305226.0,pbaxpljwiyytdoufdjxaxng,GXNROYHYHSQERRRAHWQSPIUSAQS,,65228.0,1.0,ojjvbhlbkusnepwze,U,BWJUIYWMMAKFURFEHONCHWNISZFVIWTMXWETIUBSEOJLOHKFGLTFAITMMQGQJGLLNQQOZRWDLCVXFQCJ,O,pba10555,1-778-613-1809,,2.0,London
553.0,,MT,United States of America,8.0,aicgshscz,Mirant,1122488.0,DGEIEYLHQMJVJEBHDNPMEVHGTQPSM,Uucvvuqvthquspoygibmlmzppfevnsclk,51.0,59576.0,3.0,pedqnyxcqwujqtlauugfhwbwtvmk,M,CCLMJPIPXOGQQKGSSQUTEWVDTZONIDLWIWFJQ,O,DGE10556,1-406-352-4100,,0.0,McAllen
602.0,,VT,Canada,7.0,Tkfdz,,2735684.0,wihuuwkgjnrgdsntwxcnrqq,IHFRXJIIZKHXINGQSSIXPOSVFXZENNOTQDFNXEUS,49.0,107450.0,2.0,Sukvtlnwkiqtxlbxzleguhkonhtsj,M,HGJJHFQVACVWSEWHLSYMIGTVHCSNVAFYZMBDWDLKQOFMDADVVPPBLGNHKNJXYZHDQITTRYUCSUQX,O,wih10557,1-477-243-6544,f,0.0,Vallejo
324.0,c,CA,United States of America,7.0,VSSRMGO,Albemarle,3108095.0,kyrttawbfjqpkultkjcrv,SFBDTWOCH,57.0,296453.0,3.0,Leiaaxzajgfimtpi,U,Hhxlsorfwhccndom,O,kyr10558,,m,3.0,Alexandria
675.0,w,ND,Canada,1.0,Roibuxkrblz,Charles Schwab,889964.0,ugpaxgldxoyhruugpmbviapxfuy,PPQZUKHLSPQTVTTWZJTETHTLWWYIUHLHFVEZOYORKAFHLURDNXIXOPPKYENBEFVEJ,34.0,319495.0,3.0,Ljnioqulqkrpkebjr,S,Bbawjs,O,ugp10559,,f,5.0,Glendale
301.0,,MS,United States of America,3.0,Muaopwyzcr,Dillard's,1272161.0,Dpxpiftmydxjykggqbxkesisrixo,Jpafwssoqnffpvi,59.0,392379.0,5.0,IOENLXQQJ,U,Suaojsaxgvkkqsvavmojcnbbqqp,O,Dpx10560,1-878-293-5153,,1.0,Edmonton
