prospect_AgencyID,prospect_OwnOrRentFlag,prospect_NumberChildren,prospect_City,prospect_MiddleInitial,prospect_CreditRating,prospect_Gender,prospect_NumberCars,prospect_LastName,prospect_MaritalStatus,prospect_Employer,prospect_State,prospect_PostalCode,prospect_AddressLine1,prospect_Income,prospect_Phone,prospect_Age,prospect_NumberCreditCards,prospect_NetWorth
Fmx6167,O,1.0,New Haven,k,746.0,,1.0,Fmxwgkthdgwpdrwnuonlmmb,S,Centex,SD,Pkhqgjls,vuaaxqmpojqbqvybfrnrqhpcojarmzwxzfulpppruajvo,331562.0,1-106-554-8386,73.0,5.0,2290354.0
zmg6168,O,2.0,San Antonio,D,310.0,F,3.0,zmgxrlggdmbdulujshdaqnnttjkttx,U,Erie Insurance Group,Quebec,dytkgsj,nnkblvjsmhdpfflxjyjrdjkzrwqkdtjclmxftspiqsjbqbqsljeoqmnpu,329294.0,1-916-450-8743,21.0,1.0,603902.0
BQS6169,R,5.0,Reno,,331.0,m,4.0,BQSTUEEFADGYVJBZXGG,M,Levi Strauss,SC,mqmtymqyamvs,UTXSHTQRTYHWMLJTGESEHLYTTTBAVHSQYAQOZOXRTWGCNKBEOHBRDMILCSXFCUOKIRUOHVZTDRDRN,2109.0,1-791-298-8015,43.0,0.0,
Mzm6170,,0.0,Costa Mesa,R,376.0,,4.0,Mzmiljlarzqglqxsuqhku,U,Sauer-Danfoss,NM,Frniso,Exhrqjacjgcicjvrmenorzqmqqtxpvyzmxduelrmjudwxxwxasnozgfrcsqbnnxpnezntadnwgch,448236.0,1-779-591-3260,65.0,8.0,3450568.0
JKK6171,O,2.0,Mesquite,K,736.0,m,1.0,JKKCNGSXJKCYAEPKHPN,S,Massey Energy,MO,Mdmwsaanhr,fqtsnxzvqkpkkyplwtoptcjisfevo,329605.0,1-675-523-0698,52.0,7.0,2353978.0
DQI6172,O,1.0,Louisville,,780.0,F,0.0,DQIEONSPGNETVRFVRQAKLZUOE,S,Apollo Group,NH,rkadfbi,FHPKIXPQEFJLBNCQTGDMSQPYCDATRQSCDOQTDAXHMNOHWDESDDTWQIQJEKSEGMNP,401401.0,1-106-015-0548,20.0,9.0,2158046.0
vfo6173,U,3.0,Ann Arbor,f,435.0,,4.0,vfocoqjieidnufawhabfekhydstkk,M,Goodrich,Nova Scotia,wdefjeca,Gqeaoftdotfqqsmevrpvytfzgjklrvfxbsllrdshcxksnrhbzolgnohectbtdqnlokehg,223298.0,1-384-911-2740,75.0,5.0,286492.0
SYJ6174,O,2.0,Grand Prairie,z,309.0,f,3.0,SYJNPW,D,CIT Group,PA,Ymtnwjbownj,tcfczqqipcezirhbcihdiqsfqf,10273.0,1-756-905-0550,69.0,4.0,3052092.0
Eqc6175,O,2.0,West Valley,h,436.0,m,3.0,Eqcmmxi,S,Southern Union,OK,Skmadykbukql,ugxkcqlrlbvvvdolormpzomlfaudpuamgrtirjutlojjwu,175747.0,1-129-130-0470,75.0,1.0,714113.0
CJR6176,O,3.0,Cleveland,,312.0,,4.0,CJRAJOFNCDYDMGEXJGHATDMN,D,Sun Microsystems,Prince Edward Island,Jsbqrfet,Uiayeptjvxfwciyufepplyypelozhclxvagkbjizxuzhjho,37025.0,1-701-467-6649,31.0,1.0,2822716.0
VMP6177,U,3.0,Windsor,,674.0,M,1.0,VMPPQMVUJFCGHJHAMIQDTF,U,General Mills,NH,nhexv,UJQBYSMDXXQYQSTTJLEEHTSVMWLIDPCR,325231.0,1-228-309-3168,8.0,0.0,2676122.0
Chh6178,O,1.0,Edmonton,,770.0,,,Chhojbsoghauobmqsscaxbxffb,U,M&F Worldwide,Saskatchewan,Dvjmzmgp,mnsevrxsifkfklvjfpfsxritqvrcnhoylasmnxjjgkjirklhilytbxgbxkpwuvtvhbqpbopreuun,413576.0,1-493-375-8391,17.0,2.0,1273823.0
Ylh6179,R,4.0,Toledo,J,627.0,F,3.0,Ylhtqnq,S,Eastman Chemical,SC,GINJFDDSYVS,Urkrfyakumrahujwvwmo,112045.0,1-628-993-5845,,,2959521.0
Ufv6180,O,5.0,Regina,r,775.0,,4.0,Ufvvsrrhzlluv,U,Las Vegas Sands,VA,crvlwidjug,qevkomnqrrzxkegjusbmpmusjvquhcydygicz,167643.0,1-191-061-3199,22.0,4.0,2192377.0
pxx6181,O,3.0,Vallejo,,412.0,,2.0,pxxfixyqe,M,Questar,Alberta,Nrujrsdxbzh,Hmyydsclxryxjjzznfwkrzdvomnuefkddwakchlccyuxbjmofhcl,337137.0,1-177-052-3017,24.0,7.0,2153684.0
Bkg6182,R,3.0,Santa Clara,,554.0,,2.0,Bkgtyovmtaxivdkulroscu,U,Fidelity National Financial,ND,Uesbepw,atiomjjumyedlgamachaq,24308.0,1-358-287-7120,50.0,5.0,170703.0
Nqj6183,O,4.0,Knoxville,b,585.0,,1.0,Nqjotpfasvimnycrkwzh,M,Sears Holdings,TN,zalqeyw,NHSPYSJTTIJJXKGIDMNBSDYZESKANSVHBVIQKGFUHPXXLSCGHH,351872.0,1-450-781-0028,51.0,0.0,2818355.0
iat6184,,3.0,Corona,,502.0,F,0.0,iattsugaz,W,Foot Locker,CA,zjttdvnjjy,Wkjzmfonqodacdosjnuidtqrrnqotffagasrvrxennvegjdcixiatobudosehbjeyqs,444525.0,1-865-208-8997,90.0,0.0,3870650.0
Vbr6185,R,0.0,Fort Lauderdale,,451.0,,2.0,Vbrllashut,W,Ryder System,TN,Cbbugazoecep,Odqjyksbxmvanjpbafxrgchxkvpfwqswhxtzlurermdrqqoybzamggwugief,194552.0,1-802-120-0419,3.0,8.0,2539905.0
fcj6186,O,0.0,Akron,,511.0,,3.0,fcjhzhtxqrasqukklnjgbgrebhgguw,U,Smurfit-Stone Container,HI,Dbaeelx,,159904.0,1-419-386-9203,78.0,5.0,2295888.0
IRU6187,U,0.0,Waco,I,509.0,,1.0,IRUGETWAXWBKYVUMORNCYJBA,M,Motorola,MI,ktpwruv,Czavzyrddejsondqwpwlfikbibxgbbmj,427517.0,1-142-417-2423,16.0,6.0,2910300.0
BER6188,O,5.0,Iqaluit,,840.0,M,0.0,BERLPVIKOPN,U,Estee Lauder,WV,awgub,Gosqelmjrpbd,83144.0,1-938-911-4112,93.0,7.0,758382.0
GKH6189,R,3.0,Halifax,,319.0,F,3.0,GKHWLXBBBWWIYNHP,U,Complete Production Services,KY,LHKBUVBU,Oyfhl,,1-365-577-4061,79.0,4.0,675656.0
zfr6190,R,2.0,Peoria,,748.0,M,3.0,zfrehlkamcaxxwafpbkygvairtgee,D,Burlington Coat Factory,CO,KPEDFJTKWJ,prippnqieswaiwdf,449114.0,1-487-416-7837,57.0,6.0,1341482.0
Jxa6191,O,5.0,Oshawa,,,f,1.0,Jxazhyquszfnueaybpqaqdi,S,,Saskatchewan,pchlntfuzi,Yknbqklzulhrkhlm,423191.0,1-940-782-6348,57.0,4.0,2468050.0
SEY6192,O,,Salinas,,653.0,,4.0,SEYTAGTDJALAKVMQDPIBPULQWXIF,U,Lam Research,MN,VAXZQEVRPG,lksiecd,156164.0,1-685-530-1763,89.0,,1027810.0
Nxe6193,U,4.0,Pasadena,,521.0,F,5.0,Nxesbierylbuxushqeblgcbmugqo,D,Univision Communications,OK,,oekteiunfvgkuuuvljnuctfaofjvntoxhaxwlrqs,120232.0,1-867-394-7469,11.0,3.0,1712654.0
Ost6194,O,5.0,Quebec,H,602.0,,0.0,Ostnstpsjjiedhrqmpvpiepogmtao,U,Qwest Communications,RI,,JWVMW,,1-236-774-4196,63.0,9.0,2010371.0
HMM6195,O,4.0,Durham,Q,664.0,,1.0,HMMVYHKOXQNTENQFCZUNITHL,M,Forest Laboratories,KY,pwjdk,MMVOFAIQHWIOQNHGXDLFNLNE,42704.0,1-650-846-7131,14.0,3.0,539914.0
DOM6196,O,2.0,Fremont,,828.0,M,1.0,DOMOREVPWHEMSBLI,M,National Life Group,ND,vgbrvdjp,bdriosrhuriiylcughexuehikqcptrsvrnkuxawdkegppdqrlrhoyprenqdsarj,357612.0,1-878-875-3190,86.0,2.0,3208276.0
rzi6197,O,5.0,Cincinnati,T,706.0,M,2.0,rzikof,M,Dominion Resources,MS,EBEDDKALC,Ubijamhihxvfsmaobdswkgzagwndmlnlg,25138.0,1-471-186-3805,62.0,,1649890.0
xuh6198,O,0.0,Mobile,,665.0,M,1.0,xuhtpemeqrk,U,Snap-On,WY,CNDNC,Gtnicwrnepnszjfctcwavyundwcinasqqgdjhpjqjxqkzgjqtizqkcdsrbamwqmgywemtbao,430572.0,1-148-435-9521,32.0,1.0,2303135.0
ezr6199,O,5.0,Huntington,v,470.0,,4.0,ezrsh,M,,HI,GEHGJQK,XRNBUWGBUSF,184095.0,1-991-170-6681,4.0,6.0,50405.0
Sqz6200,U,2.0,Fayetteville,O,420.0,,5.0,Sqzrjtjwcerizli,D,Visteon,NE,Zyxfuvmkma,dshpukplaxencvqvzyndlpuusuf,376183.0,1-806-799-6881,94.0,6.0,
Jnq6201,O,1.0,Amarillo,,848.0,F,3.0,Jnqqdfhjkplltzcmmjx,M,Unum Group,Prince Edward Island,,lmkesnzlbixndmwmqmygdikqscemf,,1-266-297-6587,82.0,,39992.0
NVG6202,R,0.0,Shreveport,,672.0,F,3.0,NVGXVRYPMHCQRFDWOOQYMUKD,M,Kindred Healthcare,AK,adhnig,pjgofb,297934.0,1-630-201-9561,8.0,8.0,
DWK6203,R,,Amarillo,,361.0,,1.0,DWKWHFATGV,M,Chesapeake Energy,ME,THGTTVVU,DEMEVSARYWMWNMIJBDWBAHZGYRLNKRLWTVPLZURYVWSTNLAFFRAOZQUVFB,212919.0,1-299-024-4553,24.0,1.0,2882906.0
Luz6204,O,0.0,Torrance,i,359.0,m,5.0,Luzfieqenymphybjzglljslffdwh,D,Affinia Group Intermediate,MA,Mqsoufwbw,Nwwhqkzzeehgriewwjcxncabrknhx,178305.0,1-672-209-9239,21.0,2.0,
vcv6205,R,4.0,Lancaster,,818.0,f,4.0,vcvppqweo,U,Sunoco,MI,WUOSYSCJTJH,ensfqkdzyuvccwrdiklvxuvqptvxxinvhllhao,58087.0,1-580-500-8467,,,1144985.0
Sup6206,O,4.0,Brownsville,,594.0,m,0.0,Supzvt,U,Morgan Stanley,WA,Ctrkf,Hfdueraobxjltuhpbirxligbsuwa,223393.0,1-233-442-3956,17.0,4.0,
Kvh6207,O,2.0,Fort Smith,i,786.0,f,0.0,Kvhrmo,M,UAL,PA,DJAIBFOHR,Tfpbpphzapbzfujjrcdtvlxpfqymmfqj,196559.0,,33.0,6.0,2646464.0
Otn6208,O,3.0,Charleston,,681.0,M,3.0,Otnbwglmswlabgavipk,W,Abercrombie & Fitch,British Columbia,Pdgol,GEJJBWHHXFRFSQICEFJHWASNJCVRNUGXIINNFHTMYZSRKXHHO,228089.0,1-973-241-8783,50.0,2.0,40875.0
fwt6209,O,0.0,Montpelier,J,384.0,m,4.0,fwtcltsfotonbo,M,Symantec,Saskatchewan,imupj,emcnvdnyjwqsdaelvunvqkreijdlbwggsukouptprehiugsoduqwbxptmutajfld,307406.0,1-699-345-3507,25.0,1.0,2017089.0
GDJ6210,O,3.0,Hayward,K,419.0,,3.0,GDJJTPEUDXVYAQ,U,Trinity Industries,DE,Ccqbehzvmy,Ibfjfwecvdvquryfxcidyfyidbaomdreg,416766.0,1-746-604-7583,,9.0,2387807.0
LBG6211,R,1.0,Colorado Springs,Y,519.0,F,4.0,LBGXNNLQNIMNWLFJCFJSDWIFOEES,M,,NM,Cosnev,Ojmzgbgyovljcvrmvflmtknhcapnqfmciyfsnahnalpybn,165271.0,1-819-577-2385,39.0,0.0,1388302.0
Mut6212,O,3.0,London,i,787.0,F,4.0,Muthfsfgwii,M,Biomet,MN,lazfrezqjsxh,Btcktauxavbtjmcdgttoteyhak,20554.0,1-440-622-1378,87.0,9.0,2823060.0
Ome6213,O,0.0,Vancouver,N,821.0,,0.0,Omeuyrzkgoedfmy,M,StanCorp Financial,IL,Bmlkryfqa,Aqipoaylrieotkkmuouetjdchetlaisagwdhwvddixzdkvdpgrukiotqdzpkhjuj,82183.0,1-817-547-7563,45.0,2.0,3302003.0
EWJ6214,O,0.0,Salem,,731.0,,0.0,EWJNVT,U,Equity Residential,AR,boibwjzk,,164232.0,1-702-363-3100,33.0,8.0,2780004.0
Oqn6215,O,2.0,Little Rock,,366.0,F,1.0,Oqnrhzeepgwmqbyui,M,IAC/InterActiveCorp,IA,Ybhjuyoxukv,ZYDDWCPNMJBRUKJVNLJKCVFKDBOVKFHNHHUNIZZOIHXWRSCJBKXWHGXZWGWJKGYCAPENOPQVPGW,232855.0,,100.0,,2694785.0
Fvz6216,O,4.0,Frederick,f,,,4.0,Fvzdc,U,Belden,OR,Dykevnnm,JTSEVEAXCOGLDWGXSLBERHLHOIOPARPMSFKMU,312912.0,,21.0,4.0,1711616.0
Ecr6217,U,3.0,St. Petersburg,G,835.0,F,2.0,Ecrvgpdlueybsekykbeawpwfwxg,,Smurfit-Stone Container,ND,LRZIBE,ikcoyrmtvkzyuexwrvkwlzqxreltatxknyeodojjeh,262109.0,1-781-497-4646,20.0,10.0,397414.0
Nxz6218,O,5.0,Dallas,h,821.0,M,4.0,Nxzxydohzvwyhwbtuoq,S,Chesapeake Energy,TX,,Brtynmhrkwrlujsef,314483.0,1-258-223-0328,44.0,2.0,712434.0
Wvd6219,O,,New Orleans,M,300.0,m,4.0,Wvdclcavzyjucisnmqbrbwfwpq,S,Walt Disney,KY,hygdxdxqwic,hzwiqasyadqycapjiceakdyghtpplvlgbuswhtffil,466626.0,1-232-573-5965,38.0,3.0,604208.0
Hvk6220,,4.0,Fort Wayne,,734.0,,,Hvkbapjvmwxvy,M,DynCorp International,Manitoba,lpzhghg,ecryofddsopzqxcegvxjlshlnovbmjnbfcmqve,89009.0,1-453-947-4645,35.0,7.0,1909845.0
Kdv6221,O,5.0,Nashville,,779.0,,4.0,Kdvcir,U,YRC Worldwide,KY,ODIIYUDIU,Hshchhdarxjmyngaccvnjrbwxgaysbumzki,400585.0,1-761-681-7677,42.0,4.0,568325.0
VFD6222,O,3.0,New Orleans,,655.0,f,5.0,VFDEJXW,M,Virgin Media,DE,PLMJLH,Epbskpsvldgxbpkhulmnupjickybyoebkapqkuiaqqjsatkuzgxndbcnvzshca,354957.0,1-298-301-3860,37.0,6.0,3020963.0
jgn6223,U,,Augusta,,361.0,,3.0,jgnrrmtdggocitkhzeazk,U,Dresser-Rand Group,IL,Zhmuyilz,gykcbsqtacompeciljkkoplzxag,213639.0,,89.0,8.0,1481735.0
CYS6224,O,0.0,McAllen,N,570.0,,,CYSUTBSQHXYUKVWKH,U,NCR,PA,Carez,RGHJAXXIKPNMXCDTFVJOIAILIGAEZLBWTRKCUFCTSWSWEKKSOFDNPVCPCJNEWV,345145.0,1-396-627-8719,70.0,5.0,2863560.0
Xuc6225,O,4.0,Providence,,574.0,,2.0,Xucbgtynarvqvgbortywovilwi,M,Pilgrim's Pride,VT,nrlhr,AFNTVBLRGELSZGBQBPEKIHWPZEWTODEQRRP,235735.0,1-832-565-0702,,4.0,904387.0
BBQ6226,U,5.0,Biloxi,v,673.0,m,4.0,BBQQFDAHDFTAOWVHSFVS,U,Freddie Mac,MD,Fbhpnhlvhpoc,XPADYWPJIHNKLC,369973.0,1-078-497-5090,2.0,7.0,
gom6227,R,1.0,Wichita,,380.0,,5.0,gomghxnileublbuncnwxkaztws,S,Newell Rubbermaid,AL,Fxavke,TPQGAJHWJEFVGIEQMXLKOHXIUTIJHDEBY,219016.0,1-773-456-0746,85.0,2.0,802571.0
Rcs6228,O,2.0,Idaho Falls,z,425.0,,1.0,Rcsnjt,M,General Cable,CA,selkglbsdlb,Qsanmjwszckrijexhuejvaawndcmxckyecduvaitlszdtvfe,243613.0,1-720-090-8013,24.0,1.0,1226319.0
kxp6229,U,5.0,Hollywood,,737.0,m,4.0,kxpxfskbofnhtkmetvyufrxwmdx,M,Merrill Lynch,SC,IRHNIQIAFLX,Cmmgeaexvkh,256708.0,1-445-170-2796,10.0,2.0,2427827.0
Ksj6230,R,0.0,Warwick,n,803.0,M,5.0,Ksjpnpymelpjbqwpbxw,M,H&R Block,NY,Rzlwmyfj,Imdyokwylipnasubxrnhfesidgqicuzwmimlwkditk,38239.0,1-913-689-7677,19.0,9.0,2046678.0
lko6231,O,5.0,Evansville,B,814.0,,4.0,lkotufeuagjebngsw,M,Hershey,IA,Uxwtt,JUJSMMJOASKCVBKGRKQWMNCHZUCWOOFWSYLZVVDOCMSJUKVD,359560.0,1-106-546-4494,79.0,1.0,2345397.0
nku6232,O,1.0,Casper,d,741.0,m,1.0,nkuktcdweub,W,Crosstex Energy,Saskatchewan,Rznbdzevtp,UAKZUWPOODTSHHXDFEXQCNNRLAIHOPHKYPAW,,1-108-314-2617,82.0,5.0,1439585.0
WXY6233,,0.0,Irving,,608.0,,5.0,WXYKDAVVEAYSPPGNQEDPSBCMF,,Bucyrus International,HI,SAWOEL,YOMPYEXGALONPGTRETZGBXYJBMRAVNGWVEETEOBDUWOSBEGHKDSJQWPCLBQFLYRDDOPQO,,1-401-092-1251,39.0,9.0,1477753.0
Eah6234,R,5.0,Sunnyvale,z,572.0,f,4.0,Eahxnbrctncxuom,S,Gannett,ME,Bboos,Frezlftzlghphipfekrpimr,11508.0,1-966-734-4428,2.0,7.0,598666.0
Kno6235,R,2.0,Fairbanks,,628.0,F,0.0,Knojnbuwtwzsywhuausazefwlwqqu,S,Kimberly-Clark,MD,pzhol,zapaxbidqbqasosksdaftxnchxdmftmiskxokdcunlku,117416.0,1-573-451-9832,5.0,5.0,2067368.0
Lhr6236,O,4.0,Arlington,,692.0,F,0.0,Lhrlplmcaldfyhhufjeia,S,Marsh & McLennan,IN,Urgeldbgrml,Mvonxmrtkfsantfgestyymrtdnhxevcdipepfawhrdziuvoptrzbkuxoslrvpycsgbao,143910.0,1-894-808-7392,57.0,5.0,
Pgf6237,R,0.0,Idaho Falls,,446.0,M,5.0,Pgfsltr,,Flowers Foods,Newfoundland,Kbgttlijab,Kxfblzktkxqjacgwpxbniijgndahkccyrhiflbhsyqhmqinsxqjln,491017.0,1-330-226-8660,19.0,10.0,2778640.0
RFH6238,R,5.0,Bridgeport,,827.0,f,3.0,RFHRAEWEWD,S,Advanced Micro Devices,MA,LHBKIPDE,RUYDVRXLEUGDDECYAEIXQPCESKJHOPPGCRCWAOVZJA,92419.0,1-122-192-3178,4.0,8.0,2856159.0
WFS6239,O,4.0,Austin,R,398.0,,0.0,WFSXCIDBV,M,Magellan Health Services,MD,Lwsvbqgjebzb,Vnxtcwpyqmykkvyisbwxtksc,52634.0,1-874-313-9864,37.0,0.0,3232636.0
Qhm6240,R,0.0,Toronto,,571.0,,5.0,Qhmhxtsjsosomeskihxjacrrdkfsf,U,U.S. Bancorp,MA,DMWLOTQTW,ZVFBGVMMQLJYTCIQOZUALPFHOPHKI,123407.0,1-722-912-9511,11.0,2.0,3012195.0
Kxz6241,O,3.0,Fontana,K,301.0,f,4.0,Kxzkapamns,U,Sunoco,RI,Hllklhgwsc,Cpxtcjkvigyfuf,403042.0,1-659-981-7163,95.0,7.0,2013971.0
Adf6242,O,1.0,Chicago,G,,,2.0,Adfhmbpwax,W,JohnsonDiversey,AR,Hqdgcwdw,GDBBLIBOWCKXISPQNTURKOQAPDRMSPJYRLNXFMVFQZILJGHOZGYMGVCJKSELGNNHFGZBGIAXAI,449320.0,1-139-122-3686,76.0,7.0,821185.0
Zeb6243,O,5.0,Yonkers,,847.0,,2.0,Zebqwuprqliofkrv,W,Guardian Life Ins. Co.,New Brunswick,SBZKYVG,qcocnvmgbrglepemkvpxpabplesbuhohniapldn,199810.0,1-223-810-9214,36.0,9.0,1457409.0
Duc6244,O,,Costa Mesa,,,F,4.0,Ducxiwxvqipgelfqijupm,W,Colgate-Palmolive,Quebec,Piomuvazodsf,UOSVLXWMNANIMEMKMFPCDNGQTSJWOJNLSPLLEI,367921.0,1-991-156-8400,64.0,7.0,3456919.0
Tje6245,R,5.0,Los Angeles,,447.0,,5.0,Tjeokrkzgvlrocpavltva,W,Graybar Electric,VT,Pglxms,,340154.0,1-571-310-8149,73.0,10.0,
Jrj6246,O,5.0,Worcester,E,753.0,m,4.0,Jrjsihvqeogfgybqfcufkkricpyojb,S,,MS,Seakwqspf,Rtbbofwpqmlbkkaqczzqrgmaxfirjvjnsufjs,,1-414-148-6796,52.0,5.0,2502749.0
Brd6247,O,2.0,Mobile,,836.0,,,Brdaejybkbnvtclgr,U,Lockheed Martin,OK,Hfmwantqgbgk,difaedqdf,484118.0,1-337-344-5318,26.0,5.0,2997086.0
ufa6248,O,1.0,Peoria,,411.0,,3.0,ufacoqolfwhqmlhm,S,KB Home,ID,Hitoqkqzxzs,Lqdzhvllccglvxnwzndywlpsyjlmvslezxapodazjubfqckrumqwjgwam,,1-989-769-5922,77.0,,1399551.0
cvm6249,O,1.0,Fargo,Q,526.0,F,0.0,cvmlhsuvczxlzsocagwnwpfirmsw,U,Centex,OH,vkvlhtizix,pefxoahygymsivyr,,1-700-520-4959,74.0,4.0,2272513.0
lha6250,O,1.0,Sandy,E,496.0,,1.0,lhadaaxqaclnxsrjbqfcrvc,S,Corn Products International,CT,Jrlpsemsaj,Yfbfwytjevurtjcabrcgwiwgwubgrwjlcyzfqt,373040.0,1-571-840-5076,32.0,7.0,1137119.0
frx6251,O,3.0,Yonkers,,399.0,m,4.0,frxrukvtrpdyesicebbrwsxwwg,S,Cenveo,DC,Lfzuvny,zgzekpknohzcsvoijedjtkirgchtvk,317144.0,1-095-871-4705,74.0,3.0,1276461.0
Zor6252,O,2.0,Detroit,L,679.0,F,4.0,Zorbsfobylgdxplkytcfskqgmve,M,NiSource,NH,pybnsvlx,xvkogvffsvfynxgqlskoycbsyqxrpnngerzxcocospiifqpilblblmujoxxwr,194016.0,1-431-861-2474,43.0,6.0,2251172.0
Ysf6253,O,0.0,Akron,,606.0,,1.0,Ysfqpafitcuzibiivhikiwqwh,M,Qualcomm,NE,Lehuvlvn,Fpjnzfd,280138.0,1-141-836-4493,64.0,3.0,1513469.0
vju6254,R,2.0,Colorado Springs,,334.0,,4.0,vjufzxxpdxcnmikuz,D,SkyWest,AK,isectsjpzjlq,Liqmryvlxrnwezntlijvesdbgzfwuuowggntebuzohdizyiwjqvjdfshdjcdl,98962.0,1-544-418-2241,97.0,6.0,2023582.0
Ijh6255,O,2.0,Salt Lake City,H,436.0,f,,Ijhuoxfrxllnynbkbiwyqgxuiyvrfa,U,AMR,Prince Edward Island,Npeuhepjh,Ivjljqtnojfmsgprmqqmaeywwlbuyqwwgwcpuempnmnwspiotwqeut,215771.0,1-520-796-0846,4.0,2.0,2573592.0
nwi6256,O,2.0,Cedar Rapids,,427.0,,4.0,nwiqvrpz,U,Retail Ventures,IL,Lqjirfyly,Xrohdesdswstrsktvkhykvainoalsvkd,208063.0,1-656-977-7062,90.0,2.0,3473502.0
Osi6257,R,1.0,Cheyenne,,761.0,,5.0,Osizt,M,Insight Enterprises,KY,szohddoefvlc,Lolcexsofgyawnwkybxwnuozt,47279.0,1-230-138-1820,93.0,3.0,2148688.0
Qgv6258,U,2.0,Orlando,F,,,1.0,Qgvxiqrtoekhhfjehjqnum,M,,MD,mattthu,lqdgpsifhpefkvvgpbfisaeeqhurjwuwjperidibrzwycznegugqozbhwx,290264.0,,2.0,5.0,533465.0
wnm6259,,0.0,Springfield,f,540.0,M,5.0,wnmvorsynxoftlhttxpdqayuk,M,CHS,Manitoba,Nzwvh,OBEKGGRJHCCMZVQKEDPAJJRVWVSJBSJFLSOFBQHEAFYTUSKCUNRLFRWGWXPZNJZGJXMKDJSFW,77240.0,1-615-395-9101,55.0,8.0,3462982.0
BIM6260,R,2.0,Honolulu,,363.0,M,4.0,BIMCGLEGKXEGVR,S,Torchmark,MS,Jibic,IEPKFBLXQKTXHPSOTRMJKXPQLKFFVSYRNNNQBDCYMLWTTMNKDTPVJNJWYFEF,22849.0,1-088-653-5613,20.0,1.0,858434.0
ily6261,O,2.0,Jacksonville,X,523.0,Y,5.0,ilyjtlrxulp,M,Warner Music Group,Manitoba,Bwgmlzqntge,YQYAHLWMHEYCKRUGOKBBZIPFEDMJKRRKBPYIKUSHJHGHCFFPAHHPAHZJWVCCUDHGKG,424907.0,1-844-440-8811,89.0,1.0,1582954.0
vim6262,R,1.0,Irvine,V,608.0,F,3.0,vimcssofuesj,W,Applied Materials,DC,bthiiwpf,ACOWBGGSDTBVBOJZIDRQYYJXFHEIFVBHO,192598.0,1-229-640-0758,84.0,0.0,2554833.0
Zrk6263,O,5.0,Tulsa,,309.0,,0.0,Zrkuobqusxs,,Monsanto,NH,Jqkwfbpujvn,Invrvahpylfbmuikjfmigjurqzuovdgjjgwukwwdofqf,378883.0,1-131-141-6157,90.0,10.0,3510023.0
DKV6264,O,0.0,Garden Grove,,,,4.0,DKVPAHDRGW,M,Amphenol,British Columbia,PXARXJIOWSD,Mxjuuvrx,261691.0,1-777-172-0989,8.0,4.0,3769173.0
RTA6265,R,3.0,Shreveport,,583.0,K,1.0,RTAXVZUHAH,U,BorgWarner,NC,,nkircsxgibmhnmgirefydo,239508.0,1-812-286-4890,9.0,0.0,2917572.0
hwl6266,O,,Frederick,C,653.0,,1.0,hwlnwqrrketsghqf,,KeyCorp,MI,kpcacs,DIMVKFVWAGQCGFUSVYWIIFTOJSTHSJOAUQFKNJVVDPWZJCEGMFFFTSSRRJSNOAQXPQKWSA,8855.0,1-881-432-8173,64.0,,2574445.0
Aef6267,O,1.0,Hollywood,x,378.0,,1.0,Aeffmiywfqivqa,M,Black & Decker,ND,juvtrgd,Wbkczymblmjgigmgjwowjmqndlxrlxnbsmmrwamwlwmmmdtxedszuymdfosezwedqjixc,276672.0,1-831-026-8125,69.0,6.0,2225905.0
Gfm6268,O,0.0,Elizabeth,,843.0,M,0.0,Gfmnmachzwvnmyy,U,Markel,Alberta,HFTIVMZRWXRM,Ecveleqqwpj,298604.0,1-520-162-2475,96.0,8.0,744242.0
NGP6269,O,1.0,Vallejo,O,662.0,,3.0,NGPSSWOIBOALVIYERLBONA,S,,Alberta,CBJOCEUOQF,Zpixfjlgqowsrlazfjbvozrcdqtuazkpo,436726.0,1-008-884-4139,10.0,7.0,
Saj6270,O,0.0,Des Moines,r,710.0,F,1.0,Sajfwfokievszlggjqfdazyxufl,M,SAIC,MD,Ojsvdaavbij,Ngijjbpphsykhldkwptebaojgjjnegazdwzupuwqjwciwtotcjuqrnmqtxthcvp,410481.0,1-835-721-0874,28.0,0.0,3861186.0
bjh6271,R,2.0,Dayton,,701.0,m,2.0,bjhgspwqxkytkuayqikkzqvvl,M,Charter Communications,LA,knoazby,Xisqfkauzhilgqz,263829.0,1-448-248-2228,74.0,0.0,1056585.0
Dne6272,O,3.0,Baltimore,x,706.0,,1.0,Dnesvforonkhpkqlyhcshtu,M,Expeditors International,SD,Tvqdrdam,Lovqqtujapzxntsybngxuxdgxowiqztznxkzgffjuxulwueuqlg,491109.0,1-451-304-2069,82.0,1.0,2403570.0
EAD6273,R,2.0,Fort Lauderdale,,741.0,,3.0,EADWMEFFLAGCJAFMQPCBZDYOJXQ,M,Avon Products,British Columbia,Njcphtyrjpp,Reluavqodlabfjeccnxhjhdpzdfimzxzpnniecpugcduayavaqzirdubl,381105.0,1-136-991-7669,17.0,9.0,3961210.0
Esi6274,O,0.0,Oakland,j,,M,1.0,Esillpp,U,News Corp.,NV,IKKOSXSOUO,YFZCIWJQHHZNTNKOYRZYZAUONKRKVIMMUNNXARDIKURRSKYTOHGDZQWGZPZWBNRTSXCMK,1986.0,1-824-685-9603,86.0,2.0,2779567.0
